date,ST_unscaled,ST_monthly,isPartial,scale,ST
2019-08-21,92,82.0,,0.82,75.44
2019-08-22,93,82.0,,0.82,76.25999999999999
2019-08-23,88,82.0,,0.82,72.16
2019-08-24,88,82.0,,0.82,72.16
2019-08-25,88,82.0,,0.82,72.16
2019-08-26,96,82.0,,0.82,78.72
2019-08-27,91,82.0,,0.82,74.61999999999999
2019-08-28,94,82.0,,0.82,77.08
2019-08-29,91,82.0,,0.82,74.61999999999999
2019-08-30,91,82.0,,0.82,74.61999999999999
2019-08-31,89,82.0,,0.82,72.97999999999999
2019-09-01,89,78.0,False,0.78,69.42
2019-09-02,83,78.0,,0.78,64.74000000000001
2019-09-03,94,78.0,,0.78,73.32000000000001
2019-09-04,95,78.0,,0.78,74.10000000000001
2019-09-05,93,78.0,,0.78,72.54
2019-09-06,90,78.0,,0.78,70.2
2019-09-07,89,78.0,,0.78,69.42
2019-09-08,87,78.0,,0.78,67.86
2019-09-09,94,78.0,,0.78,73.32000000000001
2019-09-10,89,78.0,,0.78,69.42
2019-09-11,88,78.0,,0.78,68.64
2019-09-12,91,78.0,,0.78,70.98
2019-09-13,87,78.0,,0.78,67.86
2019-09-14,92,78.0,,0.78,71.76
2019-09-15,86,78.0,,0.78,67.08
2019-09-16,90,78.0,,0.78,70.2
2019-09-17,91,78.0,,0.78,70.98
2019-09-18,92,78.0,,0.78,71.76
2019-09-19,89,78.0,,0.78,69.42
2019-09-20,94,78.0,,0.78,73.32000000000001
2019-09-21,95,78.0,,0.78,74.10000000000001
2019-09-22,86,78.0,,0.78,67.08
2019-09-23,92,78.0,,0.78,71.76
2019-09-24,93,78.0,,0.78,72.54
2019-09-25,96,78.0,,0.78,74.88
2019-09-26,89,78.0,,0.78,69.42
2019-09-27,91,78.0,,0.78,70.98
2019-09-28,100,78.0,,0.78,78.0
2019-09-29,96,78.0,,0.78,74.88
2019-09-30,90,78.0,,0.78,70.2
2019-10-01,87,74.0,False,0.74,64.38
2019-10-02,85,74.0,,0.74,62.9
2019-10-03,89,74.0,,0.74,65.86
2019-10-04,96,74.0,,0.74,71.03999999999999
2019-10-05,85,74.0,,0.74,62.9
2019-10-06,83,74.0,,0.74,61.42
2019-10-07,94,74.0,,0.74,69.56
2019-10-08,89,74.0,,0.74,65.86
2019-10-09,92,74.0,,0.74,68.08
2019-10-10,93,74.0,,0.74,68.82
2019-10-11,91,74.0,,0.74,67.34
2019-10-12,100,74.0,,0.74,74.0
2019-10-13,84,74.0,,0.74,62.16
2019-10-14,88,74.0,,0.74,65.12
2019-10-15,93,74.0,,0.74,68.82
2019-10-16,90,74.0,,0.74,66.6
2019-10-17,87,74.0,,0.74,64.38
2019-10-18,85,74.0,,0.74,62.9
2019-10-19,87,74.0,,0.74,64.38
2019-10-20,79,74.0,,0.74,58.46
2019-10-21,86,74.0,,0.74,63.64
2019-10-22,86,74.0,,0.74,63.64
2019-10-23,83,74.0,,0.74,61.42
2019-10-24,85,74.0,,0.74,62.9
2019-10-25,85,74.0,,0.74,62.9
2019-10-26,87,74.0,,0.74,64.38
2019-10-27,80,74.0,,0.74,59.2
2019-10-28,86,74.0,,0.74,63.64
2019-10-29,86,74.0,,0.74,63.64
2019-10-30,85,74.0,,0.74,62.9
2019-10-31,83,74.0,,0.74,61.42
2019-11-01,100,70.0,False,0.7,70.0
2019-11-02,91,70.0,,0.7,63.699999999999996
2019-11-03,84,70.0,,0.7,58.8
2019-11-04,91,70.0,,0.7,63.699999999999996
2019-11-05,89,70.0,,0.7,62.3
2019-11-06,95,70.0,,0.7,66.5
2019-11-07,90,70.0,,0.7,62.99999999999999
2019-11-08,88,70.0,,0.7,61.599999999999994
2019-11-09,89,70.0,,0.7,62.3
2019-11-10,85,70.0,,0.7,59.49999999999999
2019-11-11,87,70.0,,0.7,60.9
2019-11-12,88,70.0,,0.7,61.599999999999994
2019-11-13,86,70.0,,0.7,60.199999999999996
2019-11-14,89,70.0,,0.7,62.3
2019-11-15,84,70.0,,0.7,58.8
2019-11-16,88,70.0,,0.7,61.599999999999994
2019-11-17,82,70.0,,0.7,57.4
2019-11-18,89,70.0,,0.7,62.3
2019-11-19,86,70.0,,0.7,60.199999999999996
2019-11-20,86,70.0,,0.7,60.199999999999996
2019-11-21,89,70.0,,0.7,62.3
2019-11-22,89,70.0,,0.7,62.3
2019-11-23,91,70.0,,0.7,63.699999999999996
2019-11-24,83,70.0,,0.7,58.099999999999994
2019-11-25,89,70.0,,0.7,62.3
2019-11-26,90,70.0,,0.7,62.99999999999999
2019-11-27,85,70.0,,0.7,59.49999999999999
2019-11-28,63,70.0,,0.7,44.099999999999994
2019-11-29,70,70.0,,0.7,49.0
2019-11-30,84,70.0,,0.7,58.8
2019-12-01,84,71.0,False,0.71,59.64
2019-12-02,80,71.0,,0.71,56.8
2019-12-03,84,71.0,,0.71,59.64
2019-12-04,86,71.0,,0.71,61.059999999999995
2019-12-05,90,71.0,,0.71,63.9
2019-12-06,91,71.0,,0.71,64.61
2019-12-07,87,71.0,,0.71,61.769999999999996
2019-12-08,78,71.0,,0.71,55.379999999999995
2019-12-09,83,71.0,,0.71,58.93
2019-12-10,88,71.0,,0.71,62.48
2019-12-11,86,71.0,,0.71,61.059999999999995
2019-12-12,87,71.0,,0.71,61.769999999999996
2019-12-13,86,71.0,,0.71,61.059999999999995
2019-12-14,84,71.0,,0.71,59.64
2019-12-15,85,71.0,,0.71,60.349999999999994
2019-12-16,90,71.0,,0.71,63.9
2019-12-17,91,71.0,,0.71,64.61
2019-12-18,84,71.0,,0.71,59.64
2019-12-19,86,71.0,,0.71,61.059999999999995
2019-12-20,88,71.0,,0.71,62.48
2019-12-21,86,71.0,,0.71,61.059999999999995
2019-12-22,86,71.0,,0.71,61.059999999999995
2019-12-23,92,71.0,,0.71,65.32
2019-12-24,100,71.0,,0.71,71.0
2019-12-25,86,71.0,,0.71,61.059999999999995
2019-12-26,86,71.0,,0.71,61.059999999999995
2019-12-27,89,71.0,,0.71,63.19
2019-12-28,88,71.0,,0.71,62.48
2019-12-29,81,71.0,,0.71,57.51
2019-12-30,93,71.0,,0.71,66.03
2019-12-31,92,71.0,,0.71,65.32
2020-01-01,89,73.0,False,0.73,64.97
2020-01-02,99,73.0,,0.73,72.27
2020-01-03,98,73.0,,0.73,71.53999999999999
2020-01-04,89,73.0,,0.73,64.97
2020-01-05,86,73.0,,0.73,62.78
2020-01-06,95,73.0,,0.73,69.35
2020-01-07,96,73.0,,0.73,70.08
2020-01-08,96,73.0,,0.73,70.08
2020-01-09,94,73.0,,0.73,68.62
2020-01-10,95,73.0,,0.73,69.35
2020-01-11,91,73.0,,0.73,66.42999999999999
2020-01-12,89,73.0,,0.73,64.97
2020-01-13,99,73.0,,0.73,72.27
2020-01-14,92,73.0,,0.73,67.16
2020-01-15,97,73.0,,0.73,70.81
2020-01-16,95,73.0,,0.73,69.35
2020-01-17,97,73.0,,0.73,70.81
2020-01-18,94,73.0,,0.73,68.62
2020-01-19,87,73.0,,0.73,63.51
2020-01-20,94,73.0,,0.73,68.62
2020-01-21,100,73.0,,0.73,73.0
2020-01-22,98,73.0,,0.73,71.53999999999999
2020-01-23,99,73.0,,0.73,72.27
2020-01-24,99,73.0,,0.73,72.27
2020-01-25,93,73.0,,0.73,67.89
2020-01-26,81,73.0,,0.73,59.129999999999995
2020-01-27,90,73.0,,0.73,65.7
2020-01-28,95,73.0,,0.73,69.35
2020-01-29,96,73.0,,0.73,70.08
2020-01-30,93,73.0,,0.73,67.89
2020-01-31,96,73.0,,0.73,70.08
2020-02-01,67,82.0,False,0.82,54.94
2020-02-02,65,82.0,,0.82,53.3
2020-02-03,66,82.0,,0.82,54.12
2020-02-04,71,82.0,,0.82,58.22
2020-02-05,74,82.0,,0.82,60.68
2020-02-06,71,82.0,,0.82,58.22
2020-02-07,74,82.0,,0.82,60.68
2020-02-08,71,82.0,,0.82,58.22
2020-02-09,73,82.0,,0.82,59.86
2020-02-10,73,82.0,,0.82,59.86
2020-02-11,76,82.0,,0.82,62.31999999999999
2020-02-12,75,82.0,,0.82,61.49999999999999
2020-02-13,71,82.0,,0.82,58.22
2020-02-14,79,82.0,,0.82,64.78
2020-02-15,74,82.0,,0.82,60.68
2020-02-16,75,82.0,,0.82,61.49999999999999
2020-02-17,75,82.0,,0.82,61.49999999999999
2020-02-18,77,82.0,,0.82,63.13999999999999
2020-02-19,78,82.0,,0.82,63.959999999999994
2020-02-20,75,82.0,,0.82,61.49999999999999
2020-02-21,75,82.0,,0.82,61.49999999999999
2020-02-22,78,82.0,,0.82,63.959999999999994
2020-02-23,74,82.0,,0.82,60.68
2020-02-24,77,82.0,,0.82,63.13999999999999
2020-02-25,83,82.0,,0.82,68.06
2020-02-26,100,82.0,,0.82,82.0
2020-02-27,78,82.0,,0.82,63.959999999999994
2020-02-28,80,82.0,,0.82,65.6
2020-02-29,76,82.0,,0.82,62.31999999999999
2020-03-01,73,72.0,False,0.72,52.559999999999995
2020-03-02,73,72.0,,0.72,52.559999999999995
2020-03-03,71,72.0,,0.72,51.12
2020-03-04,69,72.0,,0.72,49.68
2020-03-05,72,72.0,,0.72,51.839999999999996
2020-03-06,71,72.0,,0.72,51.12
2020-03-07,74,72.0,,0.72,53.28
2020-03-08,73,72.0,,0.72,52.559999999999995
2020-03-09,77,72.0,,0.72,55.44
2020-03-10,79,72.0,,0.72,56.879999999999995
2020-03-11,83,72.0,,0.72,59.76
2020-03-12,77,72.0,,0.72,55.44
2020-03-13,74,72.0,,0.72,53.28
2020-03-14,77,72.0,,0.72,55.44
2020-03-15,72,72.0,,0.72,51.839999999999996
2020-03-16,66,72.0,,0.72,47.519999999999996
2020-03-17,100,72.0,,0.72,72.0
2020-03-18,62,72.0,,0.72,44.64
2020-03-19,54,72.0,,0.72,38.879999999999995
2020-03-20,51,72.0,,0.72,36.72
2020-03-21,49,72.0,,0.72,35.28
2020-03-22,52,72.0,,0.72,37.44
2020-03-23,49,72.0,,0.72,35.28
2020-03-24,48,72.0,,0.72,34.56
2020-03-25,48,72.0,,0.72,34.56
2020-03-26,46,72.0,,0.72,33.12
2020-03-27,47,72.0,,0.72,33.839999999999996
2020-03-28,45,72.0,,0.72,32.4
2020-03-29,52,72.0,,0.72,37.44
2020-03-30,47,72.0,,0.72,33.839999999999996
2020-03-31,45,72.0,,0.72,32.4
2020-04-01,75,52.0,False,0.52,39.0
2020-04-02,76,52.0,,0.52,39.52
2020-04-03,76,52.0,,0.52,39.52
2020-04-04,73,52.0,,0.52,37.96
2020-04-05,90,52.0,,0.52,46.800000000000004
2020-04-06,76,52.0,,0.52,39.52
2020-04-07,76,52.0,,0.52,39.52
2020-04-08,77,52.0,,0.52,40.04
2020-04-09,86,52.0,,0.52,44.72
2020-04-10,92,52.0,,0.52,47.84
2020-04-11,78,52.0,,0.52,40.56
2020-04-12,100,52.0,,0.52,52.0
2020-04-13,75,52.0,,0.52,39.0
2020-04-14,79,52.0,,0.52,41.08
2020-04-15,74,52.0,,0.52,38.480000000000004
2020-04-16,76,52.0,,0.52,39.52
2020-04-17,78,52.0,,0.52,40.56
2020-04-18,74,52.0,,0.52,38.480000000000004
2020-04-19,82,52.0,,0.52,42.64
2020-04-20,77,52.0,,0.52,40.04
2020-04-21,77,52.0,,0.52,40.04
2020-04-22,81,52.0,,0.52,42.120000000000005
2020-04-23,78,52.0,,0.52,40.56
2020-04-24,75,52.0,,0.52,39.0
2020-04-25,74,52.0,,0.52,38.480000000000004
2020-04-26,79,52.0,,0.52,41.08
2020-04-27,83,52.0,,0.52,43.160000000000004
2020-04-28,80,52.0,,0.52,41.6
2020-04-29,80,52.0,,0.52,41.6
2020-04-30,81,52.0,,0.52,42.120000000000005
2020-05-01,78,60.0,False,0.6,46.8
2020-05-02,75,60.0,,0.6,45.0
2020-05-03,82,60.0,,0.6,49.199999999999996
2020-05-04,84,60.0,,0.6,50.4
2020-05-05,79,60.0,,0.6,47.4
2020-05-06,82,60.0,,0.6,49.199999999999996
2020-05-07,80,60.0,,0.6,48.0
2020-05-08,80,60.0,,0.6,48.0
2020-05-09,76,60.0,,0.6,45.6
2020-05-10,79,60.0,,0.6,47.4
2020-05-11,82,60.0,,0.6,49.199999999999996
2020-05-12,82,60.0,,0.6,49.199999999999996
2020-05-13,81,60.0,,0.6,48.6
2020-05-14,83,60.0,,0.6,49.8
2020-05-15,86,60.0,,0.6,51.6
2020-05-16,81,60.0,,0.6,48.6
2020-05-17,84,60.0,,0.6,50.4
2020-05-18,94,60.0,,0.6,56.4
2020-05-19,90,60.0,,0.6,54.0
2020-05-20,90,60.0,,0.6,54.0
2020-05-21,86,60.0,,0.6,51.6
2020-05-22,87,60.0,,0.6,52.199999999999996
2020-05-23,86,60.0,,0.6,51.6
2020-05-24,90,60.0,,0.6,54.0
2020-05-25,79,60.0,,0.6,47.4
2020-05-26,90,60.0,,0.6,54.0
2020-05-27,93,60.0,,0.6,55.8
2020-05-28,92,60.0,,0.6,55.199999999999996
2020-05-29,100,60.0,,0.6,60.0
2020-05-30,92,60.0,,0.6,55.199999999999996
2020-05-31,95,60.0,,0.6,57.0
2020-06-01,97,71.0,False,0.71,68.86999999999999
2020-06-02,93,71.0,,0.71,66.03
2020-06-03,91,71.0,,0.71,64.61
2020-06-04,83,71.0,,0.71,58.93
2020-06-05,84,71.0,,0.71,59.64
2020-06-06,78,71.0,,0.71,55.379999999999995
2020-06-07,87,71.0,,0.71,61.769999999999996
2020-06-08,85,71.0,,0.71,60.349999999999994
2020-06-09,85,71.0,,0.71,60.349999999999994
2020-06-10,85,71.0,,0.71,60.349999999999994
2020-06-11,83,71.0,,0.71,58.93
2020-06-12,88,71.0,,0.71,62.48
2020-06-13,84,71.0,,0.71,59.64
2020-06-14,83,71.0,,0.71,58.93
2020-06-15,85,71.0,,0.71,60.349999999999994
2020-06-16,86,71.0,,0.71,61.059999999999995
2020-06-17,86,71.0,,0.71,61.059999999999995
2020-06-18,87,71.0,,0.71,61.769999999999996
2020-06-19,87,71.0,,0.71,61.769999999999996
2020-06-20,82,71.0,,0.71,58.22
2020-06-21,79,71.0,,0.71,56.089999999999996
2020-06-22,88,71.0,,0.71,62.48
2020-06-23,89,71.0,,0.71,63.19
2020-06-24,87,71.0,,0.71,61.769999999999996
2020-06-25,86,71.0,,0.71,61.059999999999995
2020-06-26,87,71.0,,0.71,61.769999999999996
2020-06-27,86,71.0,,0.71,61.059999999999995
2020-06-28,84,71.0,,0.71,59.64
2020-06-29,100,71.0,,0.71,71.0
2020-06-30,95,71.0,,0.71,67.45
2020-07-01,100,70.0,False,0.7,70.0
2020-07-02,96,70.0,,0.7,67.19999999999999
2020-07-03,85,70.0,,0.7,59.49999999999999
2020-07-04,80,70.0,,0.7,56.0
2020-07-05,90,70.0,,0.7,62.99999999999999
2020-07-06,93,70.0,,0.7,65.1
2020-07-07,94,70.0,,0.7,65.8
2020-07-08,95,70.0,,0.7,66.5
2020-07-09,93,70.0,,0.7,65.1
2020-07-10,92,70.0,,0.7,64.39999999999999
2020-07-11,90,70.0,,0.7,62.99999999999999
2020-07-12,87,70.0,,0.7,60.9
2020-07-13,95,70.0,,0.7,66.5
2020-07-14,91,70.0,,0.7,63.699999999999996
2020-07-15,93,70.0,,0.7,65.1
2020-07-16,92,70.0,,0.7,64.39999999999999
2020-07-17,93,70.0,,0.7,65.1
2020-07-18,91,70.0,,0.7,63.699999999999996
2020-07-19,87,70.0,,0.7,60.9
2020-07-20,96,70.0,,0.7,67.19999999999999
2020-07-21,97,70.0,,0.7,67.89999999999999
2020-07-22,97,70.0,,0.7,67.89999999999999
2020-07-23,96,70.0,,0.7,67.19999999999999
2020-07-24,92,70.0,,0.7,64.39999999999999
2020-07-25,90,70.0,,0.7,62.99999999999999
2020-07-26,91,70.0,,0.7,63.699999999999996
2020-07-27,97,70.0,,0.7,67.89999999999999
2020-07-28,95,70.0,,0.7,66.5
2020-07-29,98,70.0,,0.7,68.6
2020-07-30,94,70.0,,0.7,65.8
2020-07-31,96,70.0,,0.7,67.19999999999999
2020-08-01,96,67.0,False,0.67,64.32000000000001
2020-08-02,96,67.0,,0.67,64.32000000000001
2020-08-03,100,67.0,,0.67,67.0
2020-08-04,96,67.0,,0.67,64.32000000000001
2020-08-05,99,67.0,,0.67,66.33
2020-08-06,94,67.0,,0.67,62.980000000000004
2020-08-07,99,67.0,,0.67,66.33
2020-08-08,88,67.0,,0.67,58.96
2020-08-09,92,67.0,,0.67,61.64
2020-08-10,98,67.0,,0.67,65.66000000000001
2020-08-11,99,67.0,,0.67,66.33
2020-08-12,96,67.0,,0.67,64.32000000000001
2020-08-13,95,67.0,,0.67,63.650000000000006
2020-08-14,96,67.0,,0.67,64.32000000000001
2020-08-15,91,67.0,,0.67,60.970000000000006
2020-08-16,90,67.0,,0.67,60.300000000000004
2020-08-17,99,67.0,,0.67,66.33
2020-08-18,95,67.0,,0.67,63.650000000000006
2020-08-19,94,67.0,,0.67,62.980000000000004
2020-08-20,92,67.0,,0.67,61.64
2020-08-21,92,67.0,,0.67,61.64
2020-08-22,94,67.0,,0.67,62.980000000000004
2020-08-23,90,67.0,,0.67,60.300000000000004
2020-08-24,93,67.0,,0.67,62.31
2020-08-25,92,67.0,,0.67,61.64
2020-08-26,86,67.0,,0.67,57.620000000000005
2020-08-27,90,67.0,,0.67,60.300000000000004
2020-08-28,91,67.0,,0.67,60.970000000000006
2020-08-29,87,67.0,,0.67,58.290000000000006
2020-08-30,90,67.0,,0.67,60.300000000000004
2020-08-31,91,67.0,,0.67,60.970000000000006
2020-09-01,96,62.0,False,0.62,59.519999999999996
2020-09-02,94,62.0,,0.62,58.28
2020-09-03,93,62.0,,0.62,57.66
2020-09-04,97,62.0,,0.62,60.14
2020-09-05,93,62.0,,0.62,57.66
2020-09-06,92,62.0,,0.62,57.04
2020-09-07,87,62.0,,0.62,53.94
2020-09-08,95,62.0,,0.62,58.9
2020-09-09,93,62.0,,0.62,57.66
2020-09-10,89,62.0,,0.62,55.18
2020-09-11,90,62.0,,0.62,55.8
2020-09-12,91,62.0,,0.62,56.42
2020-09-13,90,62.0,,0.62,55.8
2020-09-14,95,62.0,,0.62,58.9
2020-09-15,92,62.0,,0.62,57.04
2020-09-16,93,62.0,,0.62,57.66
2020-09-17,90,62.0,,0.62,55.8
2020-09-18,90,62.0,,0.62,55.8
2020-09-19,90,62.0,,0.62,55.8
2020-09-20,90,62.0,,0.62,55.8
2020-09-21,91,62.0,,0.62,56.42
2020-09-22,89,62.0,,0.62,55.18
2020-09-23,93,62.0,,0.62,57.66
2020-09-24,94,62.0,,0.62,58.28
2020-09-25,95,62.0,,0.62,58.9
2020-09-26,97,62.0,,0.62,60.14
2020-09-27,95,62.0,,0.62,58.9
2020-09-28,100,62.0,,0.62,62.0
2020-09-29,93,62.0,,0.62,57.66
2020-09-30,90,62.0,,0.62,55.8
2020-10-01,95,64.0,False,0.64,60.800000000000004
2020-10-02,98,64.0,,0.64,62.72
2020-10-03,97,64.0,,0.64,62.08
2020-10-04,91,64.0,,0.64,58.24
2020-10-05,97,64.0,,0.64,62.08
2020-10-06,95,64.0,,0.64,60.800000000000004
2020-10-07,95,64.0,,0.64,60.800000000000004
2020-10-08,93,64.0,,0.64,59.52
2020-10-09,99,64.0,,0.64,63.36
2020-10-10,91,64.0,,0.64,58.24
2020-10-11,89,64.0,,0.64,56.96
2020-10-12,96,64.0,,0.64,61.44
2020-10-13,95,64.0,,0.64,60.800000000000004
2020-10-14,96,64.0,,0.64,61.44
2020-10-15,97,64.0,,0.64,62.08
2020-10-16,98,64.0,,0.64,62.72
2020-10-17,95,64.0,,0.64,60.800000000000004
2020-10-18,89,64.0,,0.64,56.96
2020-10-19,99,64.0,,0.64,63.36
2020-10-20,98,64.0,,0.64,62.72
2020-10-21,100,64.0,,0.64,64.0
2020-10-22,97,64.0,,0.64,62.08
2020-10-23,99,64.0,,0.64,63.36
2020-10-24,93,64.0,,0.64,59.52
2020-10-25,90,64.0,,0.64,57.6
2020-10-26,98,64.0,,0.64,62.72
2020-10-27,96,64.0,,0.64,61.44
2020-10-28,96,64.0,,0.64,61.44
2020-10-29,96,64.0,,0.64,61.44
2020-10-30,97,64.0,,0.64,62.08
2020-10-31,92,64.0,,0.64,58.88
2020-11-01,94,57.0,False,0.57,53.58
2020-11-02,100,57.0,,0.57,56.99999999999999
2020-11-03,95,57.0,,0.57,54.15
2020-11-04,59,57.0,,0.57,33.629999999999995
2020-11-05,68,57.0,,0.57,38.76
2020-11-06,75,57.0,,0.57,42.74999999999999
2020-11-07,79,57.0,,0.57,45.029999999999994
2020-11-08,82,57.0,,0.57,46.739999999999995
2020-11-09,95,57.0,,0.57,54.15
2020-11-10,93,57.0,,0.57,53.01
2020-11-11,90,57.0,,0.57,51.3
2020-11-12,94,57.0,,0.57,53.58
2020-11-13,99,57.0,,0.57,56.42999999999999
2020-11-14,91,57.0,,0.57,51.87
2020-11-15,90,57.0,,0.57,51.3
2020-11-16,95,57.0,,0.57,54.15
2020-11-17,94,57.0,,0.57,53.58
2020-11-18,95,57.0,,0.57,54.15
2020-11-19,94,57.0,,0.57,53.58
2020-11-20,95,57.0,,0.57,54.15
2020-11-21,90,57.0,,0.57,51.3
2020-11-22,88,57.0,,0.57,50.16
2020-11-23,97,57.0,,0.57,55.28999999999999
2020-11-24,97,57.0,,0.57,55.28999999999999
2020-11-25,88,57.0,,0.57,50.16
2020-11-26,85,57.0,,0.57,48.449999999999996
2020-11-27,80,57.0,,0.57,45.599999999999994
2020-11-28,84,57.0,,0.57,47.879999999999995
2020-11-29,86,57.0,,0.57,49.019999999999996
2020-11-30,95,57.0,,0.57,54.15
2020-12-01,95,63.0,False,0.63,59.85
2020-12-02,95,63.0,,0.63,59.85
2020-12-03,93,63.0,,0.63,58.59
2020-12-04,96,63.0,,0.63,60.480000000000004
2020-12-05,96,63.0,,0.63,60.480000000000004
2020-12-06,92,63.0,,0.63,57.96
2020-12-07,98,63.0,,0.63,61.74
2020-12-08,98,63.0,,0.63,61.74
2020-12-09,98,63.0,,0.63,61.74
2020-12-10,92,63.0,,0.63,57.96
2020-12-11,95,63.0,,0.63,59.85
2020-12-12,88,63.0,,0.63,55.44
2020-12-13,90,63.0,,0.63,56.7
2020-12-14,96,63.0,,0.63,60.480000000000004
2020-12-15,93,63.0,,0.63,58.59
2020-12-16,94,63.0,,0.63,59.22
2020-12-17,90,63.0,,0.63,56.7
2020-12-18,99,63.0,,0.63,62.37
2020-12-19,93,63.0,,0.63,58.59
2020-12-20,93,63.0,,0.63,58.59
2020-12-21,98,63.0,,0.63,61.74
2020-12-22,100,63.0,,0.63,63.0
2020-12-23,96,63.0,,0.63,60.480000000000004
2020-12-24,99,63.0,,0.63,62.37
2020-12-25,86,63.0,,0.63,54.18
2020-12-26,81,63.0,,0.63,51.03
2020-12-27,85,63.0,,0.63,53.55
2020-12-28,97,63.0,,0.63,61.11
2020-12-29,97,63.0,,0.63,61.11
2020-12-30,98,63.0,,0.63,61.74
2020-12-31,95,63.0,,0.63,59.85
2021-01-01,80,62.0,False,0.62,49.6
2021-01-02,86,62.0,,0.62,53.32
2021-01-03,83,62.0,,0.62,51.46
2021-01-04,90,62.0,,0.62,55.8
2021-01-05,91,62.0,,0.62,56.42
2021-01-06,86,62.0,,0.62,53.32
2021-01-07,83,62.0,,0.62,51.46
2021-01-08,87,62.0,,0.62,53.94
2021-01-09,81,62.0,,0.62,50.22
2021-01-10,79,62.0,,0.62,48.98
2021-01-11,88,62.0,,0.62,54.56
2021-01-12,92,62.0,,0.62,57.04
2021-01-13,92,62.0,,0.62,57.04
2021-01-14,94,62.0,,0.62,58.28
2021-01-15,100,62.0,,0.62,62.0
2021-01-16,93,62.0,,0.62,57.66
2021-01-17,84,62.0,,0.62,52.08
2021-01-18,89,62.0,,0.62,55.18
2021-01-19,94,62.0,,0.62,58.28
2021-01-20,88,62.0,,0.62,54.56
2021-01-21,89,62.0,,0.62,55.18
2021-01-22,91,62.0,,0.62,56.42
2021-01-23,88,62.0,,0.62,54.56
2021-01-24,86,62.0,,0.62,53.32
2021-01-25,91,62.0,,0.62,56.42
2021-01-26,93,62.0,,0.62,57.66
2021-01-27,93,62.0,,0.62,57.66
2021-01-28,93,62.0,,0.62,57.66
2021-01-29,92,62.0,,0.62,57.04
2021-01-30,93,62.0,,0.62,57.66
2021-01-31,91,62.0,,0.62,56.42
2021-02-01,79,69.0,False,0.69,54.51
2021-02-02,76,69.0,,0.69,52.44
2021-02-03,84,69.0,,0.69,57.959999999999994
2021-02-04,82,69.0,,0.69,56.58
2021-02-05,84,69.0,,0.69,57.959999999999994
2021-02-06,82,69.0,,0.69,56.58
2021-02-07,72,69.0,,0.69,49.67999999999999
2021-02-08,77,69.0,,0.69,53.129999999999995
2021-02-09,82,69.0,,0.69,56.58
2021-02-10,82,69.0,,0.69,56.58
2021-02-11,83,69.0,,0.69,57.269999999999996
2021-02-12,84,69.0,,0.69,57.959999999999994
2021-02-13,79,69.0,,0.69,54.51
2021-02-14,82,69.0,,0.69,56.58
2021-02-15,86,69.0,,0.69,59.339999999999996
2021-02-16,88,69.0,,0.69,60.72
2021-02-17,100,69.0,,0.69,69.0
2021-02-18,84,69.0,,0.69,57.959999999999994
2021-02-19,89,69.0,,0.69,61.41
2021-02-20,85,69.0,,0.69,58.65
2021-02-21,84,69.0,,0.69,57.959999999999994
2021-02-22,85,69.0,,0.69,58.65
2021-02-23,88,69.0,,0.69,60.72
2021-02-24,86,69.0,,0.69,59.339999999999996
2021-02-25,89,69.0,,0.69,61.41
2021-02-26,89,69.0,,0.69,61.41
2021-02-27,86,69.0,,0.69,59.339999999999996
2021-02-28,87,69.0,,0.69,60.029999999999994
2021-03-01,47,85.0,False,0.85,39.949999999999996
2021-03-02,48,85.0,,0.85,40.8
2021-03-03,45,85.0,,0.85,38.25
2021-03-04,47,85.0,,0.85,39.949999999999996
2021-03-05,48,85.0,,0.85,40.8
2021-03-06,47,85.0,,0.85,39.949999999999996
2021-03-07,47,85.0,,0.85,39.949999999999996
2021-03-08,48,85.0,,0.85,40.8
2021-03-09,47,85.0,,0.85,39.949999999999996
2021-03-10,46,85.0,,0.85,39.1
2021-03-11,49,85.0,,0.85,41.65
2021-03-12,52,85.0,,0.85,44.199999999999996
2021-03-13,54,85.0,,0.85,45.9
2021-03-14,52,85.0,,0.85,44.199999999999996
2021-03-15,52,85.0,,0.85,44.199999999999996
2021-03-16,59,85.0,,0.85,50.15
2021-03-17,100,85.0,,0.85,85.0
2021-03-18,55,85.0,,0.85,46.75
2021-03-19,51,85.0,,0.85,43.35
2021-03-20,46,85.0,,0.85,39.1
2021-03-21,45,85.0,,0.85,38.25
2021-03-22,46,85.0,,0.85,39.1
2021-03-23,45,85.0,,0.85,38.25
2021-03-24,44,85.0,,0.85,37.4
2021-03-25,45,85.0,,0.85,38.25
2021-03-26,46,85.0,,0.85,39.1
2021-03-27,45,85.0,,0.85,38.25
2021-03-28,46,85.0,,0.85,39.1
2021-03-29,46,85.0,,0.85,39.1
2021-03-30,45,85.0,,0.85,38.25
2021-03-31,45,85.0,,0.85,38.25
2021-04-01,96,74.0,False,0.74,71.03999999999999
2021-04-02,100,74.0,,0.74,74.0
2021-04-03,91,74.0,,0.74,67.34
2021-04-04,99,74.0,,0.74,73.26
2021-04-05,93,74.0,,0.74,68.82
2021-04-06,92,74.0,,0.74,68.08
2021-04-07,95,74.0,,0.74,70.3
2021-04-08,91,74.0,,0.74,67.34
2021-04-09,99,74.0,,0.74,73.26
2021-04-10,97,74.0,,0.74,71.78
2021-04-11,94,74.0,,0.74,69.56
2021-04-12,97,74.0,,0.74,71.78
2021-04-13,91,74.0,,0.74,67.34
