date,LUV_unscaled,LUV_monthly,isPartial,scale,LUV
2018-01-02,62,49.0,,0.49,30.38
2018-01-03,64,49.0,,0.49,31.36
2018-01-04,75,49.0,,0.49,36.75
2018-01-05,62,49.0,,0.49,30.38
2018-01-06,65,49.0,,0.49,31.849999999999998
2018-01-07,57,49.0,,0.49,27.93
2018-01-08,65,49.0,,0.49,31.849999999999998
2018-01-09,94,49.0,,0.49,46.06
2018-01-10,100,49.0,,0.49,49.0
2018-01-11,81,49.0,,0.49,39.69
2018-01-12,70,49.0,,0.49,34.3
2018-01-13,84,49.0,,0.49,41.16
2018-01-14,82,49.0,,0.49,40.18
2018-01-15,66,49.0,,0.49,32.339999999999996
2018-01-16,74,49.0,,0.49,36.26
2018-01-17,67,49.0,,0.49,32.83
2018-01-18,59,49.0,,0.49,28.91
2018-01-19,62,49.0,,0.49,30.38
2018-01-20,70,49.0,,0.49,34.3
2018-01-21,90,49.0,,0.49,44.1
2018-01-22,82,49.0,,0.49,40.18
2018-01-23,71,49.0,,0.49,34.79
2018-01-24,74,49.0,,0.49,36.26
2018-01-25,76,49.0,,0.49,37.24
2018-01-26,65,49.0,,0.49,31.849999999999998
2018-01-27,61,49.0,,0.49,29.89
2018-01-28,69,49.0,,0.49,33.81
2018-01-29,65,49.0,,0.49,31.849999999999998
2018-01-30,61,49.0,,0.49,29.89
2018-01-31,65,49.0,,0.49,31.849999999999998
2018-02-01,66,40.0,False,0.4,26.400000000000002
2018-02-02,79,40.0,,0.4,31.6
2018-02-03,75,40.0,,0.4,30.0
2018-02-04,85,40.0,,0.4,34.0
2018-02-05,73,40.0,,0.4,29.200000000000003
2018-02-06,80,40.0,,0.4,32.0
2018-02-07,79,40.0,,0.4,31.6
2018-02-08,80,40.0,,0.4,32.0
2018-02-09,100,40.0,,0.4,40.0
2018-02-10,87,40.0,,0.4,34.800000000000004
2018-02-11,98,40.0,,0.4,39.2
2018-02-12,88,40.0,,0.4,35.2
2018-02-13,71,40.0,,0.4,28.400000000000002
2018-02-14,81,40.0,,0.4,32.4
2018-02-15,84,40.0,,0.4,33.6
2018-02-16,83,40.0,,0.4,33.2
2018-02-17,87,40.0,,0.4,34.800000000000004
2018-02-18,83,40.0,,0.4,33.2
2018-02-19,69,40.0,,0.4,27.6
2018-02-20,61,40.0,,0.4,24.400000000000002
2018-02-21,68,40.0,,0.4,27.200000000000003
2018-02-22,59,40.0,,0.4,23.6
2018-02-23,73,40.0,,0.4,29.200000000000003
2018-02-24,77,40.0,,0.4,30.8
2018-02-25,80,40.0,,0.4,32.0
2018-02-26,67,40.0,,0.4,26.8
2018-02-27,66,40.0,,0.4,26.400000000000002
2018-02-28,74,40.0,,0.4,29.6
2018-03-01,81,39.0,False,0.39,31.59
2018-03-02,92,39.0,,0.39,35.88
2018-03-03,83,39.0,,0.39,32.370000000000005
2018-03-04,100,39.0,,0.39,39.0
2018-03-05,72,39.0,,0.39,28.080000000000002
2018-03-06,76,39.0,,0.39,29.64
2018-03-07,84,39.0,,0.39,32.76
2018-03-08,83,39.0,,0.39,32.370000000000005
2018-03-09,87,39.0,,0.39,33.93
2018-03-10,87,39.0,,0.39,33.93
2018-03-11,89,39.0,,0.39,34.71
2018-03-12,90,39.0,,0.39,35.1
2018-03-13,74,39.0,,0.39,28.86
2018-03-14,74,39.0,,0.39,28.86
2018-03-15,85,39.0,,0.39,33.15
2018-03-16,85,39.0,,0.39,33.15
2018-03-17,75,39.0,,0.39,29.25
2018-03-18,88,39.0,,0.39,34.32
2018-03-19,99,39.0,,0.39,38.61
2018-03-20,74,39.0,,0.39,28.86
2018-03-21,89,39.0,,0.39,34.71
2018-03-22,84,39.0,,0.39,32.76
2018-03-23,80,39.0,,0.39,31.200000000000003
2018-03-24,91,39.0,,0.39,35.49
2018-03-25,90,39.0,,0.39,35.1
2018-03-26,79,39.0,,0.39,30.810000000000002
2018-03-27,72,39.0,,0.39,28.080000000000002
2018-03-28,77,39.0,,0.39,30.03
2018-03-29,80,39.0,,0.39,31.200000000000003
2018-03-30,86,39.0,,0.39,33.54
2018-03-31,82,39.0,,0.39,31.98
2018-04-01,78,40.0,False,0.4,31.200000000000003
2018-04-02,68,40.0,,0.4,27.200000000000003
2018-04-03,67,40.0,,0.4,26.8
2018-04-04,70,40.0,,0.4,28.0
2018-04-05,71,40.0,,0.4,28.400000000000002
2018-04-06,62,40.0,,0.4,24.8
2018-04-07,72,40.0,,0.4,28.8
2018-04-08,50,40.0,,0.4,20.0
2018-04-09,74,40.0,,0.4,29.6
2018-04-10,75,40.0,,0.4,30.0
2018-04-11,70,40.0,,0.4,28.0
2018-04-12,59,40.0,,0.4,23.6
2018-04-13,74,40.0,,0.4,29.6
2018-04-14,61,40.0,,0.4,24.400000000000002
2018-04-15,81,40.0,,0.4,32.4
2018-04-16,66,40.0,,0.4,26.400000000000002
2018-04-17,100,40.0,,0.4,40.0
2018-04-18,91,40.0,,0.4,36.4
2018-04-19,73,40.0,,0.4,29.200000000000003
2018-04-20,69,40.0,,0.4,27.6
2018-04-21,70,40.0,,0.4,28.0
2018-04-22,77,40.0,,0.4,30.8
2018-04-23,73,40.0,,0.4,29.200000000000003
2018-04-24,78,40.0,,0.4,31.200000000000003
2018-04-25,66,40.0,,0.4,26.400000000000002
2018-04-26,77,40.0,,0.4,30.8
2018-04-27,64,40.0,,0.4,25.6
2018-04-28,74,40.0,,0.4,29.6
2018-04-29,77,40.0,,0.4,30.8
2018-04-30,53,40.0,,0.4,21.200000000000003
2018-05-01,87,37.0,False,0.37,32.19
2018-05-02,96,37.0,,0.37,35.519999999999996
2018-05-03,83,37.0,,0.37,30.71
2018-05-04,74,37.0,,0.37,27.38
2018-05-05,81,37.0,,0.37,29.97
2018-05-06,97,37.0,,0.37,35.89
2018-05-07,90,37.0,,0.37,33.3
2018-05-08,84,37.0,,0.37,31.08
2018-05-09,80,37.0,,0.37,29.6
2018-05-10,89,37.0,,0.37,32.93
2018-05-11,80,37.0,,0.37,29.6
2018-05-12,92,37.0,,0.37,34.04
2018-05-13,90,37.0,,0.37,33.3
2018-05-14,89,37.0,,0.37,32.93
2018-05-15,80,37.0,,0.37,29.6
2018-05-16,84,37.0,,0.37,31.08
2018-05-17,80,37.0,,0.37,29.6
2018-05-18,76,37.0,,0.37,28.12
2018-05-19,78,37.0,,0.37,28.86
2018-05-20,96,37.0,,0.37,35.519999999999996
2018-05-21,90,37.0,,0.37,33.3
2018-05-22,81,37.0,,0.37,29.97
2018-05-23,88,37.0,,0.37,32.56
2018-05-24,86,37.0,,0.37,31.82
2018-05-25,83,37.0,,0.37,30.71
2018-05-26,100,37.0,,0.37,37.0
2018-05-27,81,37.0,,0.37,29.97
2018-05-28,88,37.0,,0.37,32.56
2018-05-29,79,37.0,,0.37,29.23
2018-05-30,98,37.0,,0.37,36.26
2018-05-31,83,37.0,,0.37,30.71
2018-06-01,47,62.0,False,0.62,29.14
2018-06-02,42,62.0,,0.62,26.04
2018-06-03,48,62.0,,0.62,29.759999999999998
2018-06-04,37,62.0,,0.62,22.94
2018-06-05,43,62.0,,0.62,26.66
2018-06-06,74,62.0,,0.62,45.88
2018-06-07,82,62.0,,0.62,50.839999999999996
2018-06-08,78,62.0,,0.62,48.36
2018-06-09,92,62.0,,0.62,57.04
2018-06-10,100,62.0,,0.62,62.0
2018-06-11,89,62.0,,0.62,55.18
2018-06-12,76,62.0,,0.62,47.12
2018-06-13,78,62.0,,0.62,48.36
2018-06-14,73,62.0,,0.62,45.26
2018-06-15,71,62.0,,0.62,44.02
2018-06-16,75,62.0,,0.62,46.5
2018-06-17,59,62.0,,0.62,36.58
2018-06-18,66,62.0,,0.62,40.92
2018-06-19,54,62.0,,0.62,33.48
2018-06-20,69,62.0,,0.62,42.78
2018-06-21,67,62.0,,0.62,41.54
2018-06-22,64,62.0,,0.62,39.68
2018-06-23,57,62.0,,0.62,35.339999999999996
2018-06-24,59,62.0,,0.62,36.58
2018-06-25,47,62.0,,0.62,29.14
2018-06-26,48,62.0,,0.62,29.759999999999998
2018-06-27,49,62.0,,0.62,30.38
2018-06-28,49,62.0,,0.62,30.38
2018-06-29,49,62.0,,0.62,30.38
2018-06-30,47,62.0,,0.62,29.14
2018-07-01,74,47.0,False,0.47,34.78
2018-07-02,80,47.0,,0.47,37.599999999999994
2018-07-03,76,47.0,,0.47,35.72
2018-07-04,66,47.0,,0.47,31.02
2018-07-05,75,47.0,,0.47,35.25
2018-07-06,74,47.0,,0.47,34.78
2018-07-07,92,47.0,,0.47,43.239999999999995
2018-07-08,73,47.0,,0.47,34.309999999999995
2018-07-09,73,47.0,,0.47,34.309999999999995
2018-07-10,77,47.0,,0.47,36.19
2018-07-11,73,47.0,,0.47,34.309999999999995
2018-07-12,71,47.0,,0.47,33.37
2018-07-13,76,47.0,,0.47,35.72
2018-07-14,83,47.0,,0.47,39.01
2018-07-15,73,47.0,,0.47,34.309999999999995
2018-07-16,96,47.0,,0.47,45.12
2018-07-17,85,47.0,,0.47,39.949999999999996
2018-07-18,88,47.0,,0.47,41.36
2018-07-19,88,47.0,,0.47,41.36
2018-07-20,83,47.0,,0.47,39.01
2018-07-21,68,47.0,,0.47,31.959999999999997
2018-07-22,78,47.0,,0.47,36.66
2018-07-23,79,47.0,,0.47,37.129999999999995
2018-07-24,66,47.0,,0.47,31.02
2018-07-25,83,47.0,,0.47,39.01
2018-07-26,80,47.0,,0.47,37.599999999999994
2018-07-27,91,47.0,,0.47,42.769999999999996
2018-07-28,72,47.0,,0.47,33.839999999999996
2018-07-29,100,47.0,,0.47,47.0
2018-07-30,75,47.0,,0.47,35.25
2018-07-31,70,47.0,,0.47,32.9
2018-08-01,77,42.0,False,0.42,32.339999999999996
2018-08-02,84,42.0,,0.42,35.28
2018-08-03,100,42.0,,0.42,42.0
2018-08-04,86,42.0,,0.42,36.12
2018-08-05,85,42.0,,0.42,35.699999999999996
2018-08-06,68,42.0,,0.42,28.56
2018-08-07,77,42.0,,0.42,32.339999999999996
2018-08-08,80,42.0,,0.42,33.6
2018-08-09,78,42.0,,0.42,32.76
2018-08-10,89,42.0,,0.42,37.379999999999995
2018-08-11,97,42.0,,0.42,40.74
2018-08-12,72,42.0,,0.42,30.24
2018-08-13,70,42.0,,0.42,29.4
2018-08-14,81,42.0,,0.42,34.019999999999996
2018-08-15,76,42.0,,0.42,31.919999999999998
2018-08-16,73,42.0,,0.42,30.66
2018-08-17,90,42.0,,0.42,37.8
2018-08-18,88,42.0,,0.42,36.96
2018-08-19,70,42.0,,0.42,29.4
2018-08-20,84,42.0,,0.42,35.28
2018-08-21,64,42.0,,0.42,26.88
2018-08-22,81,42.0,,0.42,34.019999999999996
2018-08-23,69,42.0,,0.42,28.98
2018-08-24,72,42.0,,0.42,30.24
2018-08-25,71,42.0,,0.42,29.82
2018-08-26,86,42.0,,0.42,36.12
2018-08-27,72,42.0,,0.42,30.24
2018-08-28,74,42.0,,0.42,31.08
2018-08-29,70,42.0,,0.42,29.4
2018-08-30,64,42.0,,0.42,26.88
2018-08-31,66,42.0,,0.42,27.72
2018-09-01,72,37.0,False,0.37,26.64
2018-09-02,76,37.0,,0.37,28.12
2018-09-03,100,37.0,,0.37,37.0
2018-09-04,76,37.0,,0.37,28.12
2018-09-05,52,37.0,,0.37,19.24
2018-09-06,68,37.0,,0.37,25.16
2018-09-07,67,37.0,,0.37,24.79
2018-09-08,76,37.0,,0.37,28.12
2018-09-09,70,37.0,,0.37,25.9
2018-09-10,62,37.0,,0.37,22.94
2018-09-11,63,37.0,,0.37,23.31
2018-09-12,60,37.0,,0.37,22.2
2018-09-13,63,37.0,,0.37,23.31
2018-09-14,71,37.0,,0.37,26.27
2018-09-15,69,37.0,,0.37,25.53
2018-09-16,57,37.0,,0.37,21.09
2018-09-17,63,37.0,,0.37,23.31
2018-09-18,63,37.0,,0.37,23.31
2018-09-19,63,37.0,,0.37,23.31
2018-09-20,67,37.0,,0.37,24.79
2018-09-21,67,37.0,,0.37,24.79
2018-09-22,86,37.0,,0.37,31.82
2018-09-23,69,37.0,,0.37,25.53
2018-09-24,68,37.0,,0.37,25.16
2018-09-25,72,37.0,,0.37,26.64
2018-09-26,60,37.0,,0.37,22.2
2018-09-27,62,37.0,,0.37,22.94
2018-09-28,67,37.0,,0.37,24.79
2018-09-29,69,37.0,,0.37,25.53
2018-09-30,68,37.0,,0.37,25.16
2018-10-01,72,39.0,False,0.39,28.080000000000002
2018-10-02,71,39.0,,0.39,27.69
2018-10-03,63,39.0,,0.39,24.57
2018-10-04,68,39.0,,0.39,26.52
2018-10-05,80,39.0,,0.39,31.200000000000003
2018-10-06,79,39.0,,0.39,30.810000000000002
2018-10-07,68,39.0,,0.39,26.52
2018-10-08,70,39.0,,0.39,27.3
2018-10-09,66,39.0,,0.39,25.740000000000002
2018-10-10,62,39.0,,0.39,24.18
2018-10-11,78,39.0,,0.39,30.42
2018-10-12,79,39.0,,0.39,30.810000000000002
2018-10-13,82,39.0,,0.39,31.98
2018-10-14,85,39.0,,0.39,33.15
2018-10-15,62,39.0,,0.39,24.18
2018-10-16,59,39.0,,0.39,23.01
2018-10-17,71,39.0,,0.39,27.69
2018-10-18,64,39.0,,0.39,24.96
2018-10-19,73,39.0,,0.39,28.470000000000002
2018-10-20,86,39.0,,0.39,33.54
2018-10-21,70,39.0,,0.39,27.3
2018-10-22,62,39.0,,0.39,24.18
2018-10-23,60,39.0,,0.39,23.400000000000002
2018-10-24,59,39.0,,0.39,23.01
2018-10-25,100,39.0,,0.39,39.0
2018-10-26,79,39.0,,0.39,30.810000000000002
2018-10-27,91,39.0,,0.39,35.49
2018-10-28,87,39.0,,0.39,33.93
2018-10-29,88,39.0,,0.39,34.32
2018-10-30,71,39.0,,0.39,27.69
2018-10-31,65,39.0,,0.39,25.35
2018-11-01,60,41.0,False,0.41,24.599999999999998
2018-11-02,74,41.0,,0.41,30.34
2018-11-03,90,41.0,,0.41,36.9
2018-11-04,86,41.0,,0.41,35.26
2018-11-05,67,41.0,,0.41,27.47
2018-11-06,78,41.0,,0.41,31.979999999999997
2018-11-07,76,41.0,,0.41,31.159999999999997
2018-11-08,80,41.0,,0.41,32.8
2018-11-09,70,41.0,,0.41,28.7
2018-11-10,91,41.0,,0.41,37.309999999999995
2018-11-11,90,41.0,,0.41,36.9
2018-11-12,83,41.0,,0.41,34.03
2018-11-13,70,41.0,,0.41,28.7
2018-11-14,76,41.0,,0.41,31.159999999999997
2018-11-15,81,41.0,,0.41,33.21
2018-11-16,72,41.0,,0.41,29.52
2018-11-17,100,41.0,,0.41,41.0
2018-11-18,93,41.0,,0.41,38.129999999999995
2018-11-19,79,41.0,,0.41,32.39
2018-11-20,82,41.0,,0.41,33.62
2018-11-21,100,41.0,,0.41,41.0
2018-11-22,78,41.0,,0.41,31.979999999999997
2018-11-23,86,41.0,,0.41,35.26
2018-11-24,94,41.0,,0.41,38.54
2018-11-25,78,41.0,,0.41,31.979999999999997
2018-11-26,61,41.0,,0.41,25.009999999999998
2018-11-27,72,41.0,,0.41,29.52
2018-11-28,69,41.0,,0.41,28.29
2018-11-29,75,41.0,,0.41,30.749999999999996
2018-11-30,73,41.0,,0.41,29.93
2018-12-01,66,41.0,False,0.41,27.06
2018-12-02,64,41.0,,0.41,26.24
2018-12-03,62,41.0,,0.41,25.419999999999998
2018-12-04,73,41.0,,0.41,29.93
2018-12-05,73,41.0,,0.41,29.93
2018-12-06,63,41.0,,0.41,25.83
2018-12-07,67,41.0,,0.41,27.47
2018-12-08,65,41.0,,0.41,26.65
2018-12-09,79,41.0,,0.41,32.39
2018-12-10,71,41.0,,0.41,29.11
2018-12-11,83,41.0,,0.41,34.03
2018-12-12,65,41.0,,0.41,26.65
2018-12-13,70,41.0,,0.41,28.7
2018-12-14,68,41.0,,0.41,27.88
2018-12-15,70,41.0,,0.41,28.7
2018-12-16,77,41.0,,0.41,31.569999999999997
2018-12-17,69,41.0,,0.41,28.29
2018-12-18,82,41.0,,0.41,33.62
2018-12-19,76,41.0,,0.41,31.159999999999997
2018-12-20,74,41.0,,0.41,30.34
2018-12-21,65,41.0,,0.41,26.65
2018-12-22,70,41.0,,0.41,28.7
2018-12-23,79,41.0,,0.41,32.39
2018-12-24,77,41.0,,0.41,31.569999999999997
2018-12-25,100,41.0,,0.41,41.0
2018-12-26,92,41.0,,0.41,37.72
2018-12-27,82,41.0,,0.41,33.62
2018-12-28,96,41.0,,0.41,39.36
2018-12-29,75,41.0,,0.41,30.749999999999996
2018-12-30,89,41.0,,0.41,36.489999999999995
2018-12-31,79,41.0,,0.41,32.39
2019-01-01,77,38.0,False,0.38,29.26
2019-01-02,89,38.0,,0.38,33.82
2019-01-03,95,38.0,,0.38,36.1
2019-01-04,88,38.0,,0.38,33.44
2019-01-05,98,38.0,,0.38,37.24
2019-01-06,88,38.0,,0.38,33.44
2019-01-07,72,38.0,,0.38,27.36
2019-01-08,72,38.0,,0.38,27.36
2019-01-09,90,38.0,,0.38,34.2
2019-01-10,85,38.0,,0.38,32.3
2019-01-11,78,38.0,,0.38,29.64
2019-01-12,84,38.0,,0.38,31.92
2019-01-13,93,38.0,,0.38,35.34
2019-01-14,91,38.0,,0.38,34.58
2019-01-15,83,38.0,,0.38,31.54
2019-01-16,85,38.0,,0.38,32.3
2019-01-17,92,38.0,,0.38,34.96
2019-01-18,85,38.0,,0.38,32.3
2019-01-19,91,38.0,,0.38,34.58
2019-01-20,100,38.0,,0.38,38.0
2019-01-21,87,38.0,,0.38,33.06
2019-01-22,87,38.0,,0.38,33.06
2019-01-23,65,38.0,,0.38,24.7
2019-01-24,96,38.0,,0.38,36.480000000000004
2019-01-25,85,38.0,,0.38,32.3
2019-01-26,94,38.0,,0.38,35.72
2019-01-27,84,38.0,,0.38,31.92
2019-01-28,75,38.0,,0.38,28.5
2019-01-29,73,38.0,,0.38,27.740000000000002
2019-01-30,75,38.0,,0.38,28.5
2019-01-31,74,38.0,,0.38,28.12
2019-02-01,68,38.0,False,0.38,25.84
2019-02-02,79,38.0,,0.38,30.02
2019-02-03,73,38.0,,0.38,27.740000000000002
2019-02-04,75,38.0,,0.38,28.5
2019-02-05,78,38.0,,0.38,29.64
2019-02-06,73,38.0,,0.38,27.740000000000002
2019-02-07,64,38.0,,0.38,24.32
2019-02-08,65,38.0,,0.38,24.7
2019-02-09,83,38.0,,0.38,31.54
2019-02-10,90,38.0,,0.38,34.2
2019-02-11,67,38.0,,0.38,25.46
2019-02-12,70,38.0,,0.38,26.6
2019-02-13,67,38.0,,0.38,25.46
2019-02-14,71,38.0,,0.38,26.98
2019-02-15,84,38.0,,0.38,31.92
2019-02-16,100,38.0,,0.38,38.0
2019-02-17,77,38.0,,0.38,29.26
2019-02-18,75,38.0,,0.38,28.5
2019-02-19,69,38.0,,0.38,26.22
2019-02-20,78,38.0,,0.38,29.64
2019-02-21,79,38.0,,0.38,30.02
2019-02-22,74,38.0,,0.38,28.12
2019-02-23,64,38.0,,0.38,24.32
2019-02-24,82,38.0,,0.38,31.16
2019-02-25,67,38.0,,0.38,25.46
2019-02-26,86,38.0,,0.38,32.68
2019-02-27,67,38.0,,0.38,25.46
2019-02-28,70,38.0,,0.38,26.6
2019-03-01,95,41.0,False,0.41,38.949999999999996
2019-03-02,89,41.0,,0.41,36.489999999999995
2019-03-03,95,41.0,,0.41,38.949999999999996
2019-03-04,80,41.0,,0.41,32.8
2019-03-05,74,41.0,,0.41,30.34
2019-03-06,73,41.0,,0.41,29.93
2019-03-07,74,41.0,,0.41,30.34
2019-03-08,79,41.0,,0.41,32.39
2019-03-09,91,41.0,,0.41,37.309999999999995
2019-03-10,94,41.0,,0.41,38.54
2019-03-11,79,41.0,,0.41,32.39
2019-03-12,96,41.0,,0.41,39.36
2019-03-13,100,41.0,,0.41,41.0
2019-03-14,73,41.0,,0.41,29.93
2019-03-15,86,41.0,,0.41,35.26
2019-03-16,73,41.0,,0.41,29.93
2019-03-17,73,41.0,,0.41,29.93
2019-03-18,72,41.0,,0.41,29.52
2019-03-19,92,41.0,,0.41,37.72
2019-03-20,71,41.0,,0.41,29.11
2019-03-21,76,41.0,,0.41,31.159999999999997
2019-03-22,72,41.0,,0.41,29.52
2019-03-23,93,41.0,,0.41,38.129999999999995
2019-03-24,85,41.0,,0.41,34.85
2019-03-25,84,41.0,,0.41,34.44
2019-03-26,81,41.0,,0.41,33.21
2019-03-27,100,41.0,,0.41,41.0
2019-03-28,87,41.0,,0.41,35.669999999999995
2019-03-29,86,41.0,,0.41,35.26
2019-03-30,93,41.0,,0.41,38.129999999999995
2019-03-31,70,41.0,,0.41,28.7
2019-04-01,22,72.0,False,0.72,15.84
2019-04-02,25,72.0,,0.72,18.0
2019-04-03,23,72.0,,0.72,16.56
2019-04-04,27,72.0,,0.72,19.439999999999998
2019-04-05,23,72.0,,0.72,16.56
2019-04-06,26,72.0,,0.72,18.72
2019-04-07,28,72.0,,0.72,20.16
2019-04-08,32,72.0,,0.72,23.04
2019-04-09,28,72.0,,0.72,20.16
2019-04-10,26,72.0,,0.72,18.72
2019-04-11,27,72.0,,0.72,19.439999999999998
2019-04-12,90,72.0,,0.72,64.8
2019-04-13,100,72.0,,0.72,72.0
2019-04-14,65,72.0,,0.72,46.8
2019-04-15,55,72.0,,0.72,39.6
2019-04-16,47,72.0,,0.72,33.839999999999996
2019-04-17,44,72.0,,0.72,31.68
2019-04-18,40,72.0,,0.72,28.799999999999997
2019-04-19,37,72.0,,0.72,26.64
2019-04-20,41,72.0,,0.72,29.52
2019-04-21,38,72.0,,0.72,27.36
2019-04-22,46,72.0,,0.72,33.12
2019-04-23,36,72.0,,0.72,25.919999999999998
2019-04-24,38,72.0,,0.72,27.36
2019-04-25,42,72.0,,0.72,30.24
2019-04-26,40,72.0,,0.72,28.799999999999997
2019-04-27,41,72.0,,0.72,29.52
2019-04-28,33,72.0,,0.72,23.759999999999998
2019-04-29,33,72.0,,0.72,23.759999999999998
2019-04-30,34,72.0,,0.72,24.48
2019-05-01,73,60.0,False,0.6,43.8
2019-05-02,100,60.0,,0.6,60.0
2019-05-03,82,60.0,,0.6,49.199999999999996
2019-05-04,76,60.0,,0.6,45.6
2019-05-05,79,60.0,,0.6,47.4
2019-05-06,63,60.0,,0.6,37.8
2019-05-07,60,60.0,,0.6,36.0
2019-05-08,65,60.0,,0.6,39.0
2019-05-09,63,60.0,,0.6,37.8
2019-05-10,65,60.0,,0.6,39.0
2019-05-11,64,60.0,,0.6,38.4
2019-05-12,71,60.0,,0.6,42.6
2019-05-13,58,60.0,,0.6,34.8
2019-05-14,60,60.0,,0.6,36.0
2019-05-15,67,60.0,,0.6,40.199999999999996
2019-05-16,68,60.0,,0.6,40.8
2019-05-17,78,60.0,,0.6,46.8
2019-05-18,74,60.0,,0.6,44.4
2019-05-19,70,60.0,,0.6,42.0
2019-05-20,57,60.0,,0.6,34.199999999999996
2019-05-21,66,60.0,,0.6,39.6
2019-05-22,69,60.0,,0.6,41.4
2019-05-23,66,60.0,,0.6,39.6
2019-05-24,58,60.0,,0.6,34.8
2019-05-25,66,60.0,,0.6,39.6
2019-05-26,75,60.0,,0.6,45.0
2019-05-27,68,60.0,,0.6,40.8
2019-05-28,62,60.0,,0.6,37.199999999999996
2019-05-29,63,60.0,,0.6,37.8
2019-05-30,55,60.0,,0.6,33.0
2019-05-31,76,60.0,,0.6,45.6
2019-06-01,100,53.0,False,0.53,53.0
2019-06-02,86,53.0,,0.53,45.580000000000005
2019-06-03,77,53.0,,0.53,40.81
2019-06-04,82,53.0,,0.53,43.46
2019-06-05,88,53.0,,0.53,46.64
2019-06-06,80,53.0,,0.53,42.400000000000006
2019-06-07,77,53.0,,0.53,40.81
2019-06-08,85,53.0,,0.53,45.050000000000004
2019-06-09,75,53.0,,0.53,39.75
2019-06-10,74,53.0,,0.53,39.22
2019-06-11,70,53.0,,0.53,37.1
2019-06-12,66,53.0,,0.53,34.980000000000004
2019-06-13,72,53.0,,0.53,38.160000000000004
2019-06-14,69,53.0,,0.53,36.57
2019-06-15,78,53.0,,0.53,41.34
2019-06-16,83,53.0,,0.53,43.99
2019-06-17,79,53.0,,0.53,41.870000000000005
2019-06-18,75,53.0,,0.53,39.75
2019-06-19,75,53.0,,0.53,39.75
2019-06-20,68,53.0,,0.53,36.04
2019-06-21,76,53.0,,0.53,40.28
2019-06-22,89,53.0,,0.53,47.17
2019-06-23,76,53.0,,0.53,40.28
2019-06-24,65,53.0,,0.53,34.45
2019-06-25,73,53.0,,0.53,38.690000000000005
2019-06-26,65,53.0,,0.53,34.45
2019-06-27,65,53.0,,0.53,34.45
2019-06-28,71,53.0,,0.53,37.63
2019-06-29,75,53.0,,0.53,39.75
2019-06-30,75,53.0,,0.53,39.75
2019-07-01,69,47.0,False,0.47,32.43
2019-07-02,84,47.0,,0.47,39.48
2019-07-03,79,47.0,,0.47,37.129999999999995
2019-07-04,88,47.0,,0.47,41.36
2019-07-05,76,47.0,,0.47,35.72
2019-07-06,99,47.0,,0.47,46.529999999999994
2019-07-07,75,47.0,,0.47,35.25
2019-07-08,64,47.0,,0.47,30.08
2019-07-09,82,47.0,,0.47,38.54
2019-07-10,71,47.0,,0.47,33.37
2019-07-11,79,47.0,,0.47,37.129999999999995
2019-07-12,81,47.0,,0.47,38.07
2019-07-13,81,47.0,,0.47,38.07
2019-07-14,79,47.0,,0.47,37.129999999999995
2019-07-15,78,47.0,,0.47,36.66
2019-07-16,79,47.0,,0.47,37.129999999999995
2019-07-17,78,47.0,,0.47,36.66
2019-07-18,79,47.0,,0.47,37.129999999999995
2019-07-19,77,47.0,,0.47,36.19
2019-07-20,91,47.0,,0.47,42.769999999999996
2019-07-21,68,47.0,,0.47,31.959999999999997
2019-07-22,85,47.0,,0.47,39.949999999999996
2019-07-23,74,47.0,,0.47,34.78
2019-07-24,82,47.0,,0.47,38.54
2019-07-25,74,47.0,,0.47,34.78
2019-07-26,89,47.0,,0.47,41.83
2019-07-27,79,47.0,,0.47,37.129999999999995
2019-07-28,100,47.0,,0.47,47.0
2019-07-29,72,47.0,,0.47,33.839999999999996
2019-07-30,84,47.0,,0.47,39.48
2019-07-31,82,47.0,,0.47,38.54
2019-08-01,84,42.0,False,0.42,35.28
2019-08-02,82,42.0,,0.42,34.44
2019-08-03,90,42.0,,0.42,37.8
2019-08-04,96,42.0,,0.42,40.32
2019-08-05,89,42.0,,0.42,37.379999999999995
2019-08-06,80,42.0,,0.42,33.6
2019-08-07,78,42.0,,0.42,32.76
2019-08-08,81,42.0,,0.42,34.019999999999996
2019-08-09,98,42.0,,0.42,41.16
2019-08-10,97,42.0,,0.42,40.74
2019-08-11,91,42.0,,0.42,38.22
2019-08-12,89,42.0,,0.42,37.379999999999995
2019-08-13,92,42.0,,0.42,38.64
2019-08-14,86,42.0,,0.42,36.12
2019-08-15,100,42.0,,0.42,42.0
2019-08-16,69,42.0,,0.42,28.98
2019-08-17,98,42.0,,0.42,41.16
2019-08-18,90,42.0,,0.42,37.8
2019-08-19,86,42.0,,0.42,36.12
2019-08-20,90,42.0,,0.42,37.8
2019-08-21,78,42.0,,0.42,32.76
2019-08-22,86,42.0,,0.42,36.12
2019-08-23,76,42.0,,0.42,31.919999999999998
2019-08-24,96,42.0,,0.42,40.32
2019-08-25,97,42.0,,0.42,40.74
2019-08-26,74,42.0,,0.42,31.08
2019-08-27,79,42.0,,0.42,33.18
2019-08-28,87,42.0,,0.42,36.54
2019-08-29,86,42.0,,0.42,36.12
2019-08-30,80,42.0,,0.42,33.6
2019-08-31,89,42.0,,0.42,37.379999999999995
2019-09-01,80,40.0,False,0.4,32.0
2019-09-02,84,40.0,,0.4,33.6
2019-09-03,79,40.0,,0.4,31.6
