date,NOW_unscaled,NOW_monthly,isPartial,scale,NOW
2021-05-02,88,84.0,,0.84,73.92
2021-05-03,87,84.0,,0.84,73.08
2021-05-04,90,84.0,,0.84,75.6
2021-05-05,85,84.0,,0.84,71.39999999999999
2021-05-06,85,84.0,,0.84,71.39999999999999
2021-05-07,92,84.0,,0.84,77.28
2021-05-08,91,84.0,,0.84,76.44
2021-05-09,100,84.0,,0.84,84.0
2021-05-10,88,84.0,,0.84,73.92
2021-05-11,88,84.0,,0.84,73.92
2021-05-12,91,84.0,,0.84,76.44
2021-05-13,91,84.0,,0.84,76.44
2021-05-14,94,84.0,,0.84,78.96
2021-05-15,97,84.0,,0.84,81.48
2021-05-16,94,84.0,,0.84,78.96
2021-05-17,90,84.0,,0.84,75.6
2021-05-18,85,84.0,,0.84,71.39999999999999
2021-05-19,90,84.0,,0.84,75.6
2021-05-20,86,84.0,,0.84,72.24
2021-05-21,88,84.0,,0.84,73.92
2021-05-22,92,84.0,,0.84,77.28
2021-05-23,90,84.0,,0.84,75.6
2021-05-24,86,84.0,,0.84,72.24
2021-05-25,85,84.0,,0.84,71.39999999999999
2021-05-26,87,84.0,,0.84,73.08
2021-05-27,87,84.0,,0.84,73.08
2021-05-28,89,84.0,,0.84,74.75999999999999
2021-05-29,92,84.0,,0.84,77.28
2021-05-30,95,84.0,,0.84,79.8
2021-05-31,98,84.0,,0.84,82.32
2021-06-01,88,81.0,False,0.81,71.28
2021-06-02,88,81.0,,0.81,71.28
2021-06-03,89,81.0,,0.81,72.09
2021-06-04,91,81.0,,0.81,73.71000000000001
2021-06-05,96,81.0,,0.81,77.76
2021-06-06,95,81.0,,0.81,76.95
2021-06-07,90,81.0,,0.81,72.9
2021-06-08,88,81.0,,0.81,71.28
2021-06-09,88,81.0,,0.81,71.28
2021-06-10,88,81.0,,0.81,71.28
2021-06-11,90,81.0,,0.81,72.9
2021-06-12,92,81.0,,0.81,74.52000000000001
2021-06-13,92,81.0,,0.81,74.52000000000001
2021-06-14,89,81.0,,0.81,72.09
2021-06-15,87,81.0,,0.81,70.47
2021-06-16,89,81.0,,0.81,72.09
2021-06-17,90,81.0,,0.81,72.9
2021-06-18,95,81.0,,0.81,76.95
2021-06-19,94,81.0,,0.81,76.14
2021-06-20,93,81.0,,0.81,75.33
2021-06-21,89,81.0,,0.81,72.09
2021-06-22,89,81.0,,0.81,72.09
2021-06-23,86,81.0,,0.81,69.66000000000001
2021-06-24,93,81.0,,0.81,75.33
2021-06-25,91,81.0,,0.81,73.71000000000001
2021-06-26,96,81.0,,0.81,77.76
2021-06-27,100,81.0,,0.81,81.0
2021-06-28,95,81.0,,0.81,76.95
2021-06-29,96,81.0,,0.81,77.76
2021-06-30,89,81.0,,0.81,72.09
2021-07-01,89,83.0,False,0.83,73.86999999999999
2021-07-02,91,83.0,,0.83,75.53
2021-07-03,94,83.0,,0.83,78.02
2021-07-04,94,83.0,,0.83,78.02
2021-07-05,100,83.0,,0.83,83.0
2021-07-06,93,83.0,,0.83,77.19
2021-07-07,89,83.0,,0.83,73.86999999999999
2021-07-08,99,83.0,,0.83,82.17
2021-07-09,98,83.0,,0.83,81.33999999999999
2021-07-10,94,83.0,,0.83,78.02
2021-07-11,93,83.0,,0.83,77.19
2021-07-12,93,83.0,,0.83,77.19
2021-07-13,92,83.0,,0.83,76.36
2021-07-14,87,83.0,,0.83,72.21
2021-07-15,86,83.0,,0.83,71.38
2021-07-16,89,83.0,,0.83,73.86999999999999
2021-07-17,93,83.0,,0.83,77.19
2021-07-18,94,83.0,,0.83,78.02
2021-07-19,90,83.0,,0.83,74.7
2021-07-20,89,83.0,,0.83,73.86999999999999
2021-07-21,89,83.0,,0.83,73.86999999999999
2021-07-22,92,83.0,,0.83,76.36
2021-07-23,92,83.0,,0.83,76.36
2021-07-24,100,83.0,,0.83,83.0
2021-07-25,97,83.0,,0.83,80.50999999999999
2021-07-26,96,83.0,,0.83,79.67999999999999
2021-07-27,93,83.0,,0.83,77.19
2021-07-28,93,83.0,,0.83,77.19
2021-07-29,97,83.0,,0.83,80.50999999999999
2021-07-30,94,83.0,,0.83,78.02
2021-07-31,94,83.0,,0.83,78.02
2021-08-01,90,86.0,False,0.86,77.4
2021-08-02,84,86.0,,0.86,72.24
2021-08-03,86,86.0,,0.86,73.96
2021-08-04,83,86.0,,0.86,71.38
2021-08-05,86,86.0,,0.86,73.96
2021-08-06,88,86.0,,0.86,75.67999999999999
2021-08-07,90,86.0,,0.86,77.4
2021-08-08,88,86.0,,0.86,75.67999999999999
2021-08-09,86,86.0,,0.86,73.96
2021-08-10,86,86.0,,0.86,73.96
2021-08-11,85,86.0,,0.86,73.1
2021-08-12,88,86.0,,0.86,75.67999999999999
2021-08-13,91,86.0,,0.86,78.26
2021-08-14,93,86.0,,0.86,79.98
2021-08-15,91,86.0,,0.86,78.26
2021-08-16,92,86.0,,0.86,79.12
2021-08-17,92,86.0,,0.86,79.12
2021-08-18,86,86.0,,0.86,73.96
2021-08-19,90,86.0,,0.86,77.4
2021-08-20,88,86.0,,0.86,75.67999999999999
2021-08-21,95,86.0,,0.86,81.7
2021-08-22,97,86.0,,0.86,83.42
2021-08-23,86,86.0,,0.86,73.96
2021-08-24,86,86.0,,0.86,73.96
2021-08-25,86,86.0,,0.86,73.96
2021-08-26,92,86.0,,0.86,79.12
2021-08-27,88,86.0,,0.86,75.67999999999999
2021-08-28,96,86.0,,0.86,82.56
2021-08-29,100,86.0,,0.86,86.0
2021-08-30,94,86.0,,0.86,80.84
2021-08-31,91,86.0,,0.86,78.26
2021-09-01,71,80.0,False,0.8,56.800000000000004
2021-09-02,75,80.0,,0.8,60.0
2021-09-03,74,80.0,,0.8,59.2
2021-09-04,77,80.0,,0.8,61.6
2021-09-05,75,80.0,,0.8,60.0
2021-09-06,76,80.0,,0.8,60.800000000000004
2021-09-07,72,80.0,,0.8,57.6
2021-09-08,68,80.0,,0.8,54.400000000000006
2021-09-09,70,80.0,,0.8,56.0
2021-09-10,73,80.0,,0.8,58.400000000000006
2021-09-11,72,80.0,,0.8,57.6
2021-09-12,76,80.0,,0.8,60.800000000000004
2021-09-13,74,80.0,,0.8,59.2
2021-09-14,69,80.0,,0.8,55.2
2021-09-15,70,80.0,,0.8,56.0
2021-09-16,69,80.0,,0.8,55.2
2021-09-17,71,80.0,,0.8,56.800000000000004
2021-09-18,100,80.0,,0.8,80.0
2021-09-19,76,80.0,,0.8,60.800000000000004
2021-09-20,70,80.0,,0.8,56.0
2021-09-21,69,80.0,,0.8,55.2
2021-09-22,70,80.0,,0.8,56.0
2021-09-23,74,80.0,,0.8,59.2
2021-09-24,77,80.0,,0.8,61.6
2021-09-25,73,80.0,,0.8,58.400000000000006
2021-09-26,70,80.0,,0.8,56.0
2021-09-27,69,80.0,,0.8,55.2
2021-09-28,67,80.0,,0.8,53.6
2021-09-29,64,80.0,,0.8,51.2
2021-09-30,67,80.0,,0.8,53.6
2021-10-01,80,80.0,False,0.8,64.0
2021-10-02,82,80.0,,0.8,65.60000000000001
2021-10-03,80,80.0,,0.8,64.0
2021-10-04,99,80.0,,0.8,79.2
2021-10-05,83,80.0,,0.8,66.4
2021-10-06,79,80.0,,0.8,63.2
2021-10-07,80,80.0,,0.8,64.0
2021-10-08,83,80.0,,0.8,66.4
2021-10-09,81,80.0,,0.8,64.8
2021-10-10,86,80.0,,0.8,68.8
2021-10-11,83,80.0,,0.8,66.4
2021-10-12,81,80.0,,0.8,64.8
2021-10-13,79,80.0,,0.8,63.2
2021-10-14,79,80.0,,0.8,63.2
2021-10-15,79,80.0,,0.8,63.2
2021-10-16,80,80.0,,0.8,64.0
2021-10-17,84,80.0,,0.8,67.2
2021-10-18,77,80.0,,0.8,61.6
2021-10-19,79,80.0,,0.8,63.2
2021-10-20,78,80.0,,0.8,62.400000000000006
2021-10-21,82,80.0,,0.8,65.60000000000001
2021-10-22,82,80.0,,0.8,65.60000000000001
2021-10-23,79,80.0,,0.8,63.2
2021-10-24,100,80.0,,0.8,80.0
2021-10-25,86,80.0,,0.8,68.8
2021-10-26,82,80.0,,0.8,65.60000000000001
2021-10-27,80,80.0,,0.8,64.0
2021-10-28,82,80.0,,0.8,65.60000000000001
2021-10-29,84,80.0,,0.8,67.2
2021-10-30,86,80.0,,0.8,68.8
2021-10-31,88,80.0,,0.8,70.4
2021-11-01,84,84.0,False,0.84,70.56
2021-11-02,83,84.0,,0.84,69.72
2021-11-03,82,84.0,,0.84,68.88
2021-11-04,85,84.0,,0.84,71.39999999999999
2021-11-05,86,84.0,,0.84,72.24
2021-11-06,85,84.0,,0.84,71.39999999999999
2021-11-07,100,84.0,,0.84,84.0
2021-11-08,90,84.0,,0.84,75.6
2021-11-09,86,84.0,,0.84,72.24
2021-11-10,84,84.0,,0.84,70.56
2021-11-11,89,84.0,,0.84,74.75999999999999
2021-11-12,87,84.0,,0.84,73.08
2021-11-13,89,84.0,,0.84,74.75999999999999
2021-11-14,89,84.0,,0.84,74.75999999999999
2021-11-15,90,84.0,,0.84,75.6
2021-11-16,86,84.0,,0.84,72.24
2021-11-17,85,84.0,,0.84,71.39999999999999
2021-11-18,84,84.0,,0.84,70.56
2021-11-19,89,84.0,,0.84,74.75999999999999
2021-11-20,91,84.0,,0.84,76.44
2021-11-21,88,84.0,,0.84,73.92
2021-11-22,84,84.0,,0.84,70.56
2021-11-23,85,84.0,,0.84,71.39999999999999
2021-11-24,84,84.0,,0.84,70.56
2021-11-25,91,84.0,,0.84,76.44
2021-11-26,88,84.0,,0.84,73.92
2021-11-27,85,84.0,,0.84,71.39999999999999
2021-11-28,88,84.0,,0.84,73.92
2021-11-29,79,84.0,,0.84,66.36
2021-11-30,81,84.0,,0.84,68.03999999999999
2021-12-01,60,89.0,False,0.89,53.4
2021-12-02,61,89.0,,0.89,54.29
2021-12-03,62,89.0,,0.89,55.18
2021-12-04,65,89.0,,0.89,57.85
2021-12-05,68,89.0,,0.89,60.52
2021-12-06,63,89.0,,0.89,56.07
2021-12-07,64,89.0,,0.89,56.96
2021-12-08,65,89.0,,0.89,57.85
2021-12-09,63,89.0,,0.89,56.07
2021-12-10,62,89.0,,0.89,55.18
2021-12-11,70,89.0,,0.89,62.300000000000004
2021-12-12,66,89.0,,0.89,58.74
2021-12-13,63,89.0,,0.89,56.07
2021-12-14,61,89.0,,0.89,54.29
2021-12-15,64,89.0,,0.89,56.96
2021-12-16,65,89.0,,0.89,57.85
2021-12-17,65,89.0,,0.89,57.85
2021-12-18,69,89.0,,0.89,61.410000000000004
2021-12-19,71,89.0,,0.89,63.19
2021-12-20,71,89.0,,0.89,63.19
2021-12-21,71,89.0,,0.89,63.19
2021-12-22,71,89.0,,0.89,63.19
2021-12-23,73,89.0,,0.89,64.97
2021-12-24,78,89.0,,0.89,69.42
2021-12-25,100,89.0,,0.89,89.0
2021-12-26,80,89.0,,0.89,71.2
2021-12-27,75,89.0,,0.89,66.75
2021-12-28,73,89.0,,0.89,64.97
2021-12-29,72,89.0,,0.89,64.08
2021-12-30,74,89.0,,0.89,65.86
2021-12-31,75,89.0,,0.89,66.75
