date,MA_unscaled,MA_monthly,isPartial,scale,MA
2020-12-25,47,71.0,,0.71,33.37
2020-12-26,62,71.0,,0.71,44.019999999999996
2020-12-27,66,71.0,,0.71,46.86
2020-12-28,74,71.0,,0.71,52.54
2020-12-29,73,71.0,,0.71,51.83
2020-12-30,73,71.0,,0.71,51.83
2020-12-31,68,71.0,,0.71,48.28
2021-01-01,76,69.0,False,0.69,52.44
2021-01-02,81,69.0,,0.69,55.88999999999999
2021-01-03,81,69.0,,0.69,55.88999999999999
2021-01-04,100,69.0,,0.69,69.0
2021-01-05,93,69.0,,0.69,64.17
2021-01-06,74,69.0,,0.69,51.059999999999995
2021-01-07,73,69.0,,0.69,50.37
2021-01-08,78,69.0,,0.69,53.81999999999999
2021-01-09,71,69.0,,0.69,48.989999999999995
2021-01-10,71,69.0,,0.69,48.989999999999995
2021-01-11,79,69.0,,0.69,54.51
2021-01-12,78,69.0,,0.69,53.81999999999999
2021-01-13,79,69.0,,0.69,54.51
2021-01-14,80,69.0,,0.69,55.199999999999996
2021-01-15,79,69.0,,0.69,54.51
2021-01-16,73,69.0,,0.69,50.37
2021-01-17,74,69.0,,0.69,51.059999999999995
2021-01-18,78,69.0,,0.69,53.81999999999999
2021-01-19,79,69.0,,0.69,54.51
2021-01-20,75,69.0,,0.69,51.74999999999999
2021-01-21,80,69.0,,0.69,55.199999999999996
2021-01-22,78,69.0,,0.69,53.81999999999999
2021-01-23,76,69.0,,0.69,52.44
2021-01-24,69,69.0,,0.69,47.61
2021-01-25,80,69.0,,0.69,55.199999999999996
2021-01-26,82,69.0,,0.69,56.58
2021-01-27,79,69.0,,0.69,54.51
2021-01-28,75,69.0,,0.69,51.74999999999999
2021-01-29,76,69.0,,0.69,52.44
2021-01-30,74,69.0,,0.69,51.059999999999995
2021-01-31,78,69.0,,0.69,53.81999999999999
2021-02-01,89,71.0,False,0.71,63.19
2021-02-02,85,71.0,,0.71,60.349999999999994
2021-02-03,88,71.0,,0.71,62.48
2021-02-04,87,71.0,,0.71,61.769999999999996
2021-02-05,84,71.0,,0.71,59.64
2021-02-06,84,71.0,,0.71,59.64
2021-02-07,75,71.0,,0.71,53.25
2021-02-08,80,71.0,,0.71,56.8
2021-02-09,86,71.0,,0.71,61.059999999999995
2021-02-10,82,71.0,,0.71,58.22
2021-02-11,83,71.0,,0.71,58.93
2021-02-12,82,71.0,,0.71,58.22
2021-02-13,79,71.0,,0.71,56.089999999999996
2021-02-14,76,71.0,,0.71,53.959999999999994
2021-02-15,84,71.0,,0.71,59.64
2021-02-16,88,71.0,,0.71,62.48
2021-02-17,89,71.0,,0.71,63.19
2021-02-18,100,71.0,,0.71,71.0
2021-02-19,93,71.0,,0.71,66.03
2021-02-20,83,71.0,,0.71,58.93
2021-02-21,81,71.0,,0.71,57.51
2021-02-22,92,71.0,,0.71,65.32
2021-02-23,88,71.0,,0.71,62.48
2021-02-24,86,71.0,,0.71,61.059999999999995
2021-02-25,93,71.0,,0.71,66.03
2021-02-26,86,71.0,,0.71,61.059999999999995
2021-02-27,85,71.0,,0.71,60.349999999999994
2021-02-28,76,71.0,,0.71,53.959999999999994
2021-03-01,93,72.0,False,0.72,66.96
2021-03-02,95,72.0,,0.72,68.39999999999999
2021-03-03,90,72.0,,0.72,64.8
2021-03-04,94,72.0,,0.72,67.67999999999999
2021-03-05,93,72.0,,0.72,66.96
2021-03-06,90,72.0,,0.72,64.8
2021-03-07,85,72.0,,0.72,61.199999999999996
2021-03-08,92,72.0,,0.72,66.24
2021-03-09,89,72.0,,0.72,64.08
2021-03-10,87,72.0,,0.72,62.64
2021-03-11,94,72.0,,0.72,67.67999999999999
2021-03-12,95,72.0,,0.72,68.39999999999999
2021-03-13,89,72.0,,0.72,64.08
2021-03-14,89,72.0,,0.72,64.08
2021-03-15,92,72.0,,0.72,66.24
2021-03-16,91,72.0,,0.72,65.52
2021-03-17,89,72.0,,0.72,64.08
2021-03-18,90,72.0,,0.72,64.8
2021-03-19,95,72.0,,0.72,68.39999999999999
2021-03-20,87,72.0,,0.72,62.64
2021-03-21,90,72.0,,0.72,64.8
2021-03-22,97,72.0,,0.72,69.84
2021-03-23,96,72.0,,0.72,69.12
2021-03-24,94,72.0,,0.72,67.67999999999999
2021-03-25,95,72.0,,0.72,68.39999999999999
2021-03-26,100,72.0,,0.72,72.0
2021-03-27,93,72.0,,0.72,66.96
2021-03-28,89,72.0,,0.72,64.08
2021-03-29,98,72.0,,0.72,70.56
2021-03-30,96,72.0,,0.72,69.12
2021-03-31,91,72.0,,0.72,65.52
2021-04-01,90,75.0,False,0.75,67.5
2021-04-02,91,75.0,,0.75,68.25
2021-04-03,81,75.0,,0.75,60.75
2021-04-04,77,75.0,,0.75,57.75
2021-04-05,97,75.0,,0.75,72.75
2021-04-06,91,75.0,,0.75,68.25
2021-04-07,92,75.0,,0.75,69.0
2021-04-08,89,75.0,,0.75,66.75
2021-04-09,86,75.0,,0.75,64.5
2021-04-10,83,75.0,,0.75,62.25
2021-04-11,86,75.0,,0.75,64.5
2021-04-12,92,75.0,,0.75,69.0
2021-04-13,88,75.0,,0.75,66.0
2021-04-14,85,75.0,,0.75,63.75
2021-04-15,91,75.0,,0.75,68.25
2021-04-16,89,75.0,,0.75,66.75
2021-04-17,87,75.0,,0.75,65.25
2021-04-18,84,75.0,,0.75,63.0
2021-04-19,94,75.0,,0.75,70.5
2021-04-20,85,75.0,,0.75,63.75
2021-04-21,95,75.0,,0.75,71.25
2021-04-22,95,75.0,,0.75,71.25
2021-04-23,92,75.0,,0.75,69.0
2021-04-24,86,75.0,,0.75,64.5
2021-04-25,91,75.0,,0.75,68.25
2021-04-26,100,75.0,,0.75,75.0
2021-04-27,94,75.0,,0.75,70.5
2021-04-28,95,75.0,,0.75,71.25
2021-04-29,88,75.0,,0.75,66.0
2021-04-30,87,75.0,,0.75,65.25
2021-05-01,84,75.0,False,0.75,63.0
2021-05-02,84,75.0,,0.75,63.0
2021-05-03,96,75.0,,0.75,72.0
2021-05-04,91,75.0,,0.75,68.25
2021-05-05,95,75.0,,0.75,71.25
2021-05-06,92,75.0,,0.75,69.0
2021-05-07,92,75.0,,0.75,69.0
2021-05-08,89,75.0,,0.75,66.75
2021-05-09,82,75.0,,0.75,61.5
2021-05-10,95,75.0,,0.75,71.25
2021-05-11,91,75.0,,0.75,68.25
2021-05-12,88,75.0,,0.75,66.0
2021-05-13,92,75.0,,0.75,69.0
2021-05-14,94,75.0,,0.75,70.5
2021-05-15,87,75.0,,0.75,65.25
2021-05-16,88,75.0,,0.75,66.0
2021-05-17,100,75.0,,0.75,75.0
2021-05-18,92,75.0,,0.75,69.0
2021-05-19,92,75.0,,0.75,69.0
2021-05-20,91,75.0,,0.75,68.25
2021-05-21,92,75.0,,0.75,69.0
2021-05-22,89,75.0,,0.75,66.75
2021-05-23,87,75.0,,0.75,65.25
2021-05-24,97,75.0,,0.75,72.75
2021-05-25,99,75.0,,0.75,74.25
2021-05-26,94,75.0,,0.75,70.5
2021-05-27,94,75.0,,0.75,70.5
2021-05-28,91,75.0,,0.75,68.25
2021-05-29,87,75.0,,0.75,65.25
2021-05-30,88,75.0,,0.75,66.0
2021-05-31,90,75.0,,0.75,67.5
2021-06-01,89,79.0,False,0.79,70.31
2021-06-02,85,79.0,,0.79,67.15
2021-06-03,90,79.0,,0.79,71.10000000000001
2021-06-04,96,79.0,,0.79,75.84
2021-06-05,80,79.0,,0.79,63.2
2021-06-06,77,79.0,,0.79,60.830000000000005
2021-06-07,92,79.0,,0.79,72.68
2021-06-08,92,79.0,,0.79,72.68
2021-06-09,90,79.0,,0.79,71.10000000000001
2021-06-10,89,79.0,,0.79,70.31
2021-06-11,91,79.0,,0.79,71.89
2021-06-12,82,79.0,,0.79,64.78
2021-06-13,83,79.0,,0.79,65.57000000000001
2021-06-14,92,79.0,,0.79,72.68
2021-06-15,93,79.0,,0.79,73.47
2021-06-16,87,79.0,,0.79,68.73
2021-06-17,86,79.0,,0.79,67.94
2021-06-18,89,79.0,,0.79,70.31
2021-06-19,83,79.0,,0.79,65.57000000000001
2021-06-20,74,79.0,,0.79,58.46
2021-06-21,88,79.0,,0.79,69.52000000000001
2021-06-22,95,79.0,,0.79,75.05
2021-06-23,89,79.0,,0.79,70.31
2021-06-24,88,79.0,,0.79,69.52000000000001
2021-06-25,88,79.0,,0.79,69.52000000000001
2021-06-26,85,79.0,,0.79,67.15
2021-06-27,85,79.0,,0.79,67.15
2021-06-28,97,79.0,,0.79,76.63000000000001
2021-06-29,100,79.0,,0.79,79.0
2021-06-30,94,79.0,,0.79,74.26
2021-07-01,96,83.0,False,0.83,79.67999999999999
2021-07-02,94,83.0,,0.83,78.02
2021-07-03,97,83.0,,0.83,80.50999999999999
2021-07-04,95,83.0,,0.83,78.85
2021-07-05,89,83.0,,0.83,73.86999999999999
2021-07-06,97,83.0,,0.83,80.50999999999999
2021-07-07,91,83.0,,0.83,75.53
2021-07-08,96,83.0,,0.83,79.67999999999999
2021-07-09,96,83.0,,0.83,79.67999999999999
2021-07-10,88,83.0,,0.83,73.03999999999999
2021-07-11,85,83.0,,0.83,70.55
2021-07-12,97,83.0,,0.83,80.50999999999999
2021-07-13,96,83.0,,0.83,79.67999999999999
2021-07-14,93,83.0,,0.83,77.19
2021-07-15,88,83.0,,0.83,73.03999999999999
2021-07-16,89,83.0,,0.83,73.86999999999999
2021-07-17,85,83.0,,0.83,70.55
2021-07-18,87,83.0,,0.83,72.21
2021-07-19,92,83.0,,0.83,76.36
2021-07-20,88,83.0,,0.83,73.03999999999999
2021-07-21,100,83.0,,0.83,83.0
2021-07-22,94,83.0,,0.83,78.02
2021-07-23,90,83.0,,0.83,74.7
2021-07-24,82,83.0,,0.83,68.06
2021-07-25,85,83.0,,0.83,70.55
2021-07-26,94,83.0,,0.83,78.02
2021-07-27,92,83.0,,0.83,76.36
2021-07-28,94,83.0,,0.83,78.02
2021-07-29,90,83.0,,0.83,74.7
2021-07-30,91,83.0,,0.83,75.53
2021-07-31,82,83.0,,0.83,68.06
2021-08-01,85,81.0,False,0.81,68.85000000000001
2021-08-02,94,81.0,,0.81,76.14
2021-08-03,90,81.0,,0.81,72.9
2021-08-04,97,81.0,,0.81,78.57000000000001
2021-08-05,94,81.0,,0.81,76.14
2021-08-06,89,81.0,,0.81,72.09
2021-08-07,81,81.0,,0.81,65.61
2021-08-08,84,81.0,,0.81,68.04
2021-08-09,97,81.0,,0.81,78.57000000000001
2021-08-10,92,81.0,,0.81,74.52000000000001
2021-08-11,93,81.0,,0.81,75.33
2021-08-12,93,81.0,,0.81,75.33
2021-08-13,90,81.0,,0.81,72.9
2021-08-14,91,81.0,,0.81,73.71000000000001
2021-08-15,84,81.0,,0.81,68.04
2021-08-16,94,81.0,,0.81,76.14
2021-08-17,91,81.0,,0.81,73.71000000000001
2021-08-18,91,81.0,,0.81,73.71000000000001
2021-08-19,97,81.0,,0.81,78.57000000000001
2021-08-20,94,81.0,,0.81,76.14
2021-08-21,85,81.0,,0.81,68.85000000000001
2021-08-22,90,81.0,,0.81,72.9
2021-08-23,100,81.0,,0.81,81.0
2021-08-24,97,81.0,,0.81,78.57000000000001
2021-08-25,89,81.0,,0.81,72.09
2021-08-26,90,81.0,,0.81,72.9
2021-08-27,88,81.0,,0.81,71.28
2021-08-28,83,81.0,,0.81,67.23
2021-08-29,80,81.0,,0.81,64.80000000000001
2021-08-30,91,81.0,,0.81,73.71000000000001
2021-08-31,91,81.0,,0.81,73.71000000000001
2021-09-01,94,75.0,False,0.75,70.5
2021-09-02,96,75.0,,0.75,72.0
2021-09-03,89,75.0,,0.75,66.75
2021-09-04,86,75.0,,0.75,64.5
2021-09-05,89,75.0,,0.75,66.75
2021-09-06,88,75.0,,0.75,66.0
2021-09-07,95,75.0,,0.75,71.25
2021-09-08,93,75.0,,0.75,69.75
2021-09-09,100,75.0,,0.75,75.0
2021-09-10,95,75.0,,0.75,71.25
2021-09-11,82,75.0,,0.75,61.5
2021-09-12,79,75.0,,0.75,59.25
2021-09-13,95,75.0,,0.75,71.25
2021-09-14,94,75.0,,0.75,70.5
2021-09-15,96,75.0,,0.75,72.0
2021-09-16,99,75.0,,0.75,74.25
2021-09-17,96,75.0,,0.75,72.0
2021-09-18,91,75.0,,0.75,68.25
2021-09-19,79,75.0,,0.75,59.25
2021-09-20,90,75.0,,0.75,67.5
2021-09-21,91,75.0,,0.75,68.25
2021-09-22,93,75.0,,0.75,69.75
2021-09-23,94,75.0,,0.75,70.5
2021-09-24,97,75.0,,0.75,72.75
2021-09-25,85,75.0,,0.75,63.75
2021-09-26,79,75.0,,0.75,59.25
2021-09-27,91,75.0,,0.75,68.25
2021-09-28,97,75.0,,0.75,72.75
2021-09-29,89,75.0,,0.75,66.75
2021-09-30,93,75.0,,0.75,69.75
2021-10-01,92,72.0,False,0.72,66.24
2021-10-02,83,72.0,,0.72,59.76
2021-10-03,77,72.0,,0.72,55.44
2021-10-04,91,72.0,,0.72,65.52
2021-10-05,91,72.0,,0.72,65.52
2021-10-06,88,72.0,,0.72,63.36
2021-10-07,92,72.0,,0.72,66.24
2021-10-08,90,72.0,,0.72,64.8
2021-10-09,86,72.0,,0.72,61.919999999999995
2021-10-10,77,72.0,,0.72,55.44
2021-10-11,87,72.0,,0.72,62.64
2021-10-12,90,72.0,,0.72,64.8
2021-10-13,94,72.0,,0.72,67.67999999999999
2021-10-14,91,72.0,,0.72,65.52
2021-10-15,95,72.0,,0.72,68.39999999999999
2021-10-16,89,72.0,,0.72,64.08
2021-10-17,81,72.0,,0.72,58.32
2021-10-18,90,72.0,,0.72,64.8
2021-10-19,91,72.0,,0.72,65.52
2021-10-20,90,72.0,,0.72,64.8
2021-10-21,89,72.0,,0.72,64.08
2021-10-22,93,72.0,,0.72,66.96
2021-10-23,89,72.0,,0.72,64.08
2021-10-24,75,72.0,,0.72,54.0
2021-10-25,90,72.0,,0.72,64.8
2021-10-26,90,72.0,,0.72,64.8
2021-10-27,100,72.0,,0.72,72.0
2021-10-28,90,72.0,,0.72,64.8
2021-10-29,90,72.0,,0.72,64.8
2021-10-30,85,72.0,,0.72,61.199999999999996
2021-10-31,76,72.0,,0.72,54.72
2021-11-01,98,70.0,False,0.7,68.6
2021-11-02,100,70.0,,0.7,70.0
2021-11-03,100,70.0,,0.7,70.0
2021-11-04,96,70.0,,0.7,67.19999999999999
2021-11-05,95,70.0,,0.7,66.5
2021-11-06,86,70.0,,0.7,60.199999999999996
2021-11-07,77,70.0,,0.7,53.9
2021-11-08,95,70.0,,0.7,66.5
2021-11-09,97,70.0,,0.7,67.89999999999999
2021-11-10,97,70.0,,0.7,67.89999999999999
2021-11-11,95,70.0,,0.7,66.5
2021-11-12,100,70.0,,0.7,70.0
2021-11-13,89,70.0,,0.7,62.3
2021-11-14,84,70.0,,0.7,58.8
2021-11-15,95,70.0,,0.7,66.5
2021-11-16,99,70.0,,0.7,69.3
2021-11-17,93,70.0,,0.7,65.1
2021-11-18,94,70.0,,0.7,65.8
2021-11-19,95,70.0,,0.7,66.5
2021-11-20,87,70.0,,0.7,60.9
2021-11-21,76,70.0,,0.7,53.199999999999996
2021-11-22,97,70.0,,0.7,67.89999999999999
2021-11-23,98,70.0,,0.7,68.6
2021-11-24,93,70.0,,0.7,65.1
2021-11-25,59,70.0,,0.7,41.3
2021-11-26,86,70.0,,0.7,60.199999999999996
2021-11-27,83,70.0,,0.7,58.099999999999994
2021-11-28,80,70.0,,0.7,56.0
2021-11-29,96,70.0,,0.7,67.19999999999999
2021-11-30,93,70.0,,0.7,65.1
2021-12-01,86,70.0,False,0.7,60.199999999999996
2021-12-02,85,70.0,,0.7,59.49999999999999
2021-12-03,90,70.0,,0.7,62.99999999999999
2021-12-04,85,70.0,,0.7,59.49999999999999
2021-12-05,78,70.0,,0.7,54.599999999999994
2021-12-06,88,70.0,,0.7,61.599999999999994
2021-12-07,88,70.0,,0.7,61.599999999999994
2021-12-08,89,70.0,,0.7,62.3
2021-12-09,89,70.0,,0.7,62.3
2021-12-10,90,70.0,,0.7,62.99999999999999
2021-12-11,82,70.0,,0.7,57.4
2021-12-12,74,70.0,,0.7,51.8
2021-12-13,90,70.0,,0.7,62.99999999999999
2021-12-14,90,70.0,,0.7,62.99999999999999
2021-12-15,89,70.0,,0.7,62.3
2021-12-16,94,70.0,,0.7,65.8
2021-12-17,94,70.0,,0.7,65.8
2021-12-18,87,70.0,,0.7,60.9
2021-12-19,74,70.0,,0.7,51.8
2021-12-20,100,70.0,,0.7,70.0
2021-12-21,96,70.0,,0.7,67.19999999999999
2021-12-22,92,70.0,,0.7,64.39999999999999
2021-12-23,86,70.0,,0.7,60.199999999999996
2021-12-24,71,70.0,,0.7,49.699999999999996
2021-12-25,52,70.0,,0.7,36.4
2021-12-26,62,70.0,,0.7,43.4
2021-12-27,87,70.0,,0.7,60.9
2021-12-28,95,70.0,,0.7,66.5
2021-12-29,90,70.0,,0.7,62.99999999999999
2021-12-30,88,70.0,,0.7,61.599999999999994
2021-12-31,79,70.0,,0.7,55.3
