date,MA_unscaled,MA_monthly,isPartial,scale,MA
2016-05-01,82,99.0,False,0.99,81.17999999999999
2016-05-02,92,99.0,,0.99,91.08
2016-05-03,88,99.0,,0.99,87.12
2016-05-04,88,99.0,,0.99,87.12
2016-05-05,91,99.0,,0.99,90.09
2016-05-06,93,99.0,,0.99,92.07
2016-05-07,87,99.0,,0.99,86.13
2016-05-08,83,99.0,,0.99,82.17
2016-05-09,90,99.0,,0.99,89.1
2016-05-10,89,99.0,,0.99,88.11
2016-05-11,89,99.0,,0.99,88.11
2016-05-12,91,99.0,,0.99,90.09
2016-05-13,95,99.0,,0.99,94.05
2016-05-14,87,99.0,,0.99,86.13
2016-05-15,87,99.0,,0.99,86.13
2016-05-16,96,99.0,,0.99,95.03999999999999
2016-05-17,91,99.0,,0.99,90.09
2016-05-18,91,99.0,,0.99,90.09
2016-05-19,93,99.0,,0.99,92.07
2016-05-20,92,99.0,,0.99,91.08
2016-05-21,90,99.0,,0.99,89.1
2016-05-22,85,99.0,,0.99,84.15
2016-05-23,94,99.0,,0.99,93.06
2016-05-24,95,99.0,,0.99,94.05
2016-05-25,92,99.0,,0.99,91.08
2016-05-26,92,99.0,,0.99,91.08
2016-05-27,89,99.0,,0.99,88.11
2016-05-28,87,99.0,,0.99,86.13
2016-05-29,89,99.0,,0.99,88.11
2016-05-30,94,99.0,,0.99,93.06
2016-05-31,100,99.0,,0.99,99.0
2016-06-01,93,100.0,False,1.0,93.0
2016-06-02,89,100.0,,1.0,89.0
2016-06-03,92,100.0,,1.0,92.0
2016-06-04,82,100.0,,1.0,82.0
2016-06-05,85,100.0,,1.0,85.0
2016-06-06,94,100.0,,1.0,94.0
2016-06-07,93,100.0,,1.0,93.0
2016-06-08,93,100.0,,1.0,93.0
2016-06-09,92,100.0,,1.0,92.0
2016-06-10,91,100.0,,1.0,91.0
2016-06-11,88,100.0,,1.0,88.0
2016-06-12,83,100.0,,1.0,83.0
2016-06-13,90,100.0,,1.0,90.0
2016-06-14,90,100.0,,1.0,90.0
2016-06-15,90,100.0,,1.0,90.0
2016-06-16,89,100.0,,1.0,89.0
2016-06-17,91,100.0,,1.0,91.0
2016-06-18,87,100.0,,1.0,87.0
2016-06-19,79,100.0,,1.0,79.0
2016-06-20,95,100.0,,1.0,95.0
2016-06-21,94,100.0,,1.0,94.0
2016-06-22,94,100.0,,1.0,94.0
2016-06-23,89,100.0,,1.0,89.0
2016-06-24,89,100.0,,1.0,89.0
2016-06-25,84,100.0,,1.0,84.0
2016-06-26,87,100.0,,1.0,87.0
2016-06-27,100,100.0,,1.0,100.0
2016-06-28,96,100.0,,1.0,96.0
2016-06-29,97,100.0,,1.0,97.0
2016-06-30,92,100.0,,1.0,92.0
2016-07-01,92,100.0,False,1.0,92.0
2016-07-02,86,100.0,,1.0,86.0
2016-07-03,82,100.0,,1.0,82.0
2016-07-04,82,100.0,,1.0,82.0
2016-07-05,100,100.0,,1.0,100.0
2016-07-06,92,100.0,,1.0,92.0
2016-07-07,93,100.0,,1.0,93.0
2016-07-08,91,100.0,,1.0,91.0
2016-07-09,83,100.0,,1.0,83.0
2016-07-10,88,100.0,,1.0,88.0
2016-07-11,93,100.0,,1.0,93.0
2016-07-12,91,100.0,,1.0,91.0
2016-07-13,87,100.0,,1.0,87.0
2016-07-14,89,100.0,,1.0,89.0
2016-07-15,87,100.0,,1.0,87.0
2016-07-16,80,100.0,,1.0,80.0
2016-07-17,80,100.0,,1.0,80.0
2016-07-18,97,100.0,,1.0,97.0
2016-07-19,88,100.0,,1.0,88.0
2016-07-20,91,100.0,,1.0,91.0
2016-07-21,91,100.0,,1.0,91.0
2016-07-22,89,100.0,,1.0,89.0
2016-07-23,85,100.0,,1.0,85.0
2016-07-24,80,100.0,,1.0,80.0
2016-07-25,93,100.0,,1.0,93.0
2016-07-26,89,100.0,,1.0,89.0
2016-07-27,88,100.0,,1.0,88.0
2016-07-28,89,100.0,,1.0,89.0
2016-07-29,90,100.0,,1.0,90.0
2016-07-30,82,100.0,,1.0,82.0
2016-07-31,84,100.0,,1.0,84.0
2016-08-01,98,97.0,False,0.97,95.06
2016-08-02,95,97.0,,0.97,92.14999999999999
2016-08-03,93,97.0,,0.97,90.21
2016-08-04,92,97.0,,0.97,89.24
2016-08-05,96,97.0,,0.97,93.12
2016-08-06,87,97.0,,0.97,84.39
2016-08-07,81,97.0,,0.97,78.57
2016-08-08,97,97.0,,0.97,94.09
2016-08-09,94,97.0,,0.97,91.17999999999999
2016-08-10,98,97.0,,0.97,95.06
2016-08-11,98,97.0,,0.97,95.06
2016-08-12,98,97.0,,0.97,95.06
2016-08-13,84,97.0,,0.97,81.48
2016-08-14,82,97.0,,0.97,79.53999999999999
2016-08-15,95,97.0,,0.97,92.14999999999999
2016-08-16,96,97.0,,0.97,93.12
2016-08-17,91,97.0,,0.97,88.27
2016-08-18,90,97.0,,0.97,87.3
2016-08-19,91,97.0,,0.97,88.27
2016-08-20,83,97.0,,0.97,80.50999999999999
2016-08-21,79,97.0,,0.97,76.63
2016-08-22,100,97.0,,0.97,97.0
2016-08-23,95,97.0,,0.97,92.14999999999999
2016-08-24,93,97.0,,0.97,90.21
2016-08-25,93,97.0,,0.97,90.21
2016-08-26,92,97.0,,0.97,89.24
2016-08-27,85,97.0,,0.97,82.45
2016-08-28,84,97.0,,0.97,81.48
2016-08-29,94,97.0,,0.97,91.17999999999999
2016-08-30,91,97.0,,0.97,88.27
2016-08-31,93,97.0,,0.97,90.21
2016-09-01,96,94.0,False,0.94,90.24
2016-09-02,97,94.0,,0.94,91.17999999999999
2016-09-03,89,94.0,,0.94,83.66
2016-09-04,91,94.0,,0.94,85.53999999999999
2016-09-05,91,94.0,,0.94,85.53999999999999
2016-09-06,100,94.0,,0.94,94.0
2016-09-07,94,94.0,,0.94,88.36
2016-09-08,94,94.0,,0.94,88.36
2016-09-09,97,94.0,,0.94,91.17999999999999
2016-09-10,95,94.0,,0.94,89.3
2016-09-11,84,94.0,,0.94,78.96
2016-09-12,93,94.0,,0.94,87.42
2016-09-13,91,94.0,,0.94,85.53999999999999
2016-09-14,93,94.0,,0.94,87.42
2016-09-15,91,94.0,,0.94,85.53999999999999
2016-09-16,92,94.0,,0.94,86.47999999999999
2016-09-17,90,94.0,,0.94,84.6
2016-09-18,80,94.0,,0.94,75.19999999999999
2016-09-19,94,94.0,,0.94,88.36
2016-09-20,92,94.0,,0.94,86.47999999999999
2016-09-21,90,94.0,,0.94,84.6
2016-09-22,88,94.0,,0.94,82.72
2016-09-23,94,94.0,,0.94,88.36
2016-09-24,89,94.0,,0.94,83.66
2016-09-25,83,94.0,,0.94,78.02
2016-09-26,94,94.0,,0.94,88.36
2016-09-27,89,94.0,,0.94,83.66
2016-09-28,91,94.0,,0.94,85.53999999999999
2016-09-29,90,94.0,,0.94,84.6
2016-09-30,94,94.0,,0.94,88.36
2016-10-01,88,94.0,False,0.94,82.72
2016-10-02,81,94.0,,0.94,76.14
2016-10-03,92,94.0,,0.94,86.47999999999999
2016-10-04,90,94.0,,0.94,84.6
2016-10-05,91,94.0,,0.94,85.53999999999999
2016-10-06,88,94.0,,0.94,82.72
2016-10-07,86,94.0,,0.94,80.83999999999999
2016-10-08,91,94.0,,0.94,85.53999999999999
2016-10-09,83,94.0,,0.94,78.02
2016-10-10,79,94.0,,0.94,74.25999999999999
2016-10-11,91,94.0,,0.94,85.53999999999999
2016-10-12,87,94.0,,0.94,81.78
2016-10-13,89,94.0,,0.94,83.66
2016-10-14,94,94.0,,0.94,88.36
2016-10-15,97,94.0,,0.94,91.17999999999999
2016-10-16,84,94.0,,0.94,78.96
2016-10-17,95,94.0,,0.94,89.3
2016-10-18,94,94.0,,0.94,88.36
2016-10-19,95,94.0,,0.94,89.3
2016-10-20,95,94.0,,0.94,89.3
2016-10-21,96,94.0,,0.94,90.24
2016-10-22,100,94.0,,0.94,94.0
2016-10-23,81,94.0,,0.94,76.14
2016-10-24,95,94.0,,0.94,89.3
2016-10-25,90,94.0,,0.94,84.6
2016-10-26,90,94.0,,0.94,84.6
2016-10-27,90,94.0,,0.94,84.6
2016-10-28,97,94.0,,0.94,91.17999999999999
2016-10-29,91,94.0,,0.94,85.53999999999999
2016-10-30,83,94.0,,0.94,78.02
2016-10-31,90,94.0,,0.94,84.6
2016-11-01,98,87.0,False,0.87,85.26
2016-11-02,96,87.0,,0.87,83.52
2016-11-03,94,87.0,,0.87,81.78
2016-11-04,100,87.0,,0.87,87.0
2016-11-05,95,87.0,,0.87,82.65
2016-11-06,84,87.0,,0.87,73.08
2016-11-07,98,87.0,,0.87,85.26
2016-11-08,99,87.0,,0.87,86.13
2016-11-09,74,87.0,,0.87,64.38
2016-11-10,89,87.0,,0.87,77.42999999999999
2016-11-11,92,87.0,,0.87,80.04
2016-11-12,88,87.0,,0.87,76.56
2016-11-13,78,87.0,,0.87,67.86
2016-11-14,90,87.0,,0.87,78.3
2016-11-15,90,87.0,,0.87,78.3
2016-11-16,90,87.0,,0.87,78.3
2016-11-17,90,87.0,,0.87,78.3
2016-11-18,90,87.0,,0.87,78.3
2016-11-19,88,87.0,,0.87,76.56
2016-11-20,82,87.0,,0.87,71.34
2016-11-21,94,87.0,,0.87,81.78
2016-11-22,93,87.0,,0.87,80.91
2016-11-23,84,87.0,,0.87,73.08
2016-11-24,62,87.0,,0.87,53.94
2016-11-25,80,87.0,,0.87,69.6
2016-11-26,78,87.0,,0.87,67.86
2016-11-27,75,87.0,,0.87,65.25
2016-11-28,87,87.0,,0.87,75.69
2016-11-29,87,87.0,,0.87,75.69
2016-11-30,87,87.0,,0.87,75.69
2016-12-01,85,85.0,False,0.85,72.25
2016-12-02,89,85.0,,0.85,75.64999999999999
2016-12-03,94,85.0,,0.85,79.89999999999999
2016-12-04,87,85.0,,0.85,73.95
2016-12-05,91,85.0,,0.85,77.35
2016-12-06,85,85.0,,0.85,72.25
2016-12-07,87,85.0,,0.85,73.95
2016-12-08,86,85.0,,0.85,73.1
2016-12-09,87,85.0,,0.85,73.95
2016-12-10,82,85.0,,0.85,69.7
2016-12-11,81,85.0,,0.85,68.85
2016-12-12,98,85.0,,0.85,83.3
2016-12-13,87,85.0,,0.85,73.95
2016-12-14,88,85.0,,0.85,74.8
2016-12-15,92,85.0,,0.85,78.2
2016-12-16,97,85.0,,0.85,82.45
2016-12-17,83,85.0,,0.85,70.55
2016-12-18,76,85.0,,0.85,64.6
2016-12-19,97,85.0,,0.85,82.45
2016-12-20,95,85.0,,0.85,80.75
2016-12-21,91,85.0,,0.85,77.35
2016-12-22,96,85.0,,0.85,81.6
2016-12-23,92,85.0,,0.85,78.2
2016-12-24,78,85.0,,0.85,66.3
2016-12-25,54,85.0,,0.85,45.9
2016-12-26,82,85.0,,0.85,69.7
2016-12-27,96,85.0,,0.85,81.6
2016-12-28,100,85.0,,0.85,85.0
2016-12-29,94,85.0,,0.85,79.89999999999999
2016-12-30,92,85.0,,0.85,78.2
2016-12-31,83,85.0,,0.85,70.55
2017-01-01,78,83.0,False,0.83,64.74
2017-01-02,84,83.0,,0.83,69.72
2017-01-03,95,83.0,,0.83,78.85
2017-01-04,91,83.0,,0.83,75.53
2017-01-05,95,83.0,,0.83,78.85
2017-01-06,92,83.0,,0.83,76.36
2017-01-07,83,83.0,,0.83,68.89
2017-01-08,77,83.0,,0.83,63.91
2017-01-09,90,83.0,,0.83,74.7
2017-01-10,92,83.0,,0.83,76.36
2017-01-11,86,83.0,,0.83,71.38
2017-01-12,87,83.0,,0.83,72.21
2017-01-13,90,83.0,,0.83,74.7
2017-01-14,82,83.0,,0.83,68.06
2017-01-15,78,83.0,,0.83,64.74
2017-01-16,85,83.0,,0.83,70.55
2017-01-17,91,83.0,,0.83,75.53
2017-01-18,90,83.0,,0.83,74.7
2017-01-19,87,83.0,,0.83,72.21
2017-01-20,82,83.0,,0.83,68.06
2017-01-21,76,83.0,,0.83,63.08
2017-01-22,75,83.0,,0.83,62.25
2017-01-23,82,83.0,,0.83,68.06
2017-01-24,100,83.0,,0.83,83.0
2017-01-25,89,83.0,,0.83,73.86999999999999
2017-01-26,86,83.0,,0.83,71.38
2017-01-27,87,83.0,,0.83,72.21
2017-01-28,84,83.0,,0.83,69.72
2017-01-29,79,83.0,,0.83,65.57
2017-01-30,88,83.0,,0.83,73.03999999999999
2017-01-31,93,83.0,,0.83,77.19
2017-02-01,40,92.0,False,0.92,36.800000000000004
2017-02-02,38,92.0,,0.92,34.96
2017-02-03,39,92.0,,0.92,35.88
2017-02-04,37,92.0,,0.92,34.04
2017-02-05,33,92.0,,0.92,30.360000000000003
2017-02-06,36,92.0,,0.92,33.120000000000005
2017-02-07,41,92.0,,0.92,37.72
2017-02-08,44,92.0,,0.92,40.480000000000004
2017-02-09,40,92.0,,0.92,36.800000000000004
2017-02-10,44,92.0,,0.92,40.480000000000004
2017-02-11,40,92.0,,0.92,36.800000000000004
2017-02-12,42,92.0,,0.92,38.64
2017-02-13,46,92.0,,0.92,42.32
2017-02-14,40,92.0,,0.92,36.800000000000004
2017-02-15,40,92.0,,0.92,36.800000000000004
2017-02-16,41,92.0,,0.92,37.72
2017-02-17,42,92.0,,0.92,38.64
2017-02-18,40,92.0,,0.92,36.800000000000004
2017-02-19,40,92.0,,0.92,36.800000000000004
2017-02-20,41,92.0,,0.92,37.72
2017-02-21,41,92.0,,0.92,37.72
2017-02-22,40,92.0,,0.92,36.800000000000004
2017-02-23,41,92.0,,0.92,37.72
2017-02-24,43,92.0,,0.92,39.56
2017-02-25,71,92.0,,0.92,65.32000000000001
2017-02-26,100,92.0,,0.92,92.0
2017-02-27,69,92.0,,0.92,63.480000000000004
2017-02-28,60,92.0,,0.92,55.2
2017-03-01,85,94.0,False,0.94,79.89999999999999
2017-03-02,80,94.0,,0.94,75.19999999999999
2017-03-03,100,94.0,,0.94,94.0
2017-03-04,85,94.0,,0.94,79.89999999999999
2017-03-05,73,94.0,,0.94,68.61999999999999
2017-03-06,75,94.0,,0.94,70.5
2017-03-07,70,94.0,,0.94,65.8
2017-03-08,69,94.0,,0.94,64.86
2017-03-09,75,94.0,,0.94,70.5
2017-03-10,86,94.0,,0.94,80.83999999999999
2017-03-11,76,94.0,,0.94,71.44
2017-03-12,73,94.0,,0.94,68.61999999999999
2017-03-13,76,94.0,,0.94,71.44
2017-03-14,66,94.0,,0.94,62.04
2017-03-15,73,94.0,,0.94,68.61999999999999
2017-03-16,67,94.0,,0.94,62.98
2017-03-17,69,94.0,,0.94,64.86
2017-03-18,66,94.0,,0.94,62.04
2017-03-19,62,94.0,,0.94,58.279999999999994
2017-03-20,67,94.0,,0.94,62.98
2017-03-21,67,94.0,,0.94,62.98
2017-03-22,69,94.0,,0.94,64.86
2017-03-23,69,94.0,,0.94,64.86
2017-03-24,71,94.0,,0.94,66.74
2017-03-25,66,94.0,,0.94,62.04
2017-03-26,62,94.0,,0.94,58.279999999999994
2017-03-27,71,94.0,,0.94,66.74
2017-03-28,70,94.0,,0.94,65.8
2017-03-29,68,94.0,,0.94,63.919999999999995
2017-03-30,71,94.0,,0.94,66.74
2017-03-31,69,94.0,,0.94,64.86
2017-04-01,91,89.0,False,0.89,80.99
2017-04-02,89,89.0,,0.89,79.21000000000001
2017-04-03,96,89.0,,0.89,85.44
2017-04-04,96,89.0,,0.89,85.44
2017-04-05,92,89.0,,0.89,81.88
2017-04-06,94,89.0,,0.89,83.66
2017-04-07,98,89.0,,0.89,87.22
2017-04-08,96,89.0,,0.89,85.44
2017-04-09,88,89.0,,0.89,78.32000000000001
2017-04-10,95,89.0,,0.89,84.55
2017-04-11,97,89.0,,0.89,86.33
2017-04-12,96,89.0,,0.89,85.44
2017-04-13,95,89.0,,0.89,84.55
2017-04-14,100,89.0,,0.89,89.0
2017-04-15,93,89.0,,0.89,82.77
2017-04-16,85,89.0,,0.89,75.65
2017-04-17,95,89.0,,0.89,84.55
2017-04-18,96,89.0,,0.89,85.44
2017-04-19,97,89.0,,0.89,86.33
2017-04-20,94,89.0,,0.89,83.66
2017-04-21,100,89.0,,0.89,89.0
2017-04-22,94,89.0,,0.89,83.66
2017-04-23,84,89.0,,0.89,74.76
2017-04-24,99,89.0,,0.89,88.11
2017-04-25,97,89.0,,0.89,86.33
2017-04-26,94,89.0,,0.89,83.66
2017-04-27,96,89.0,,0.89,85.44
2017-04-28,92,89.0,,0.89,81.88
2017-04-29,90,89.0,,0.89,80.1
2017-04-30,91,89.0,,0.89,80.99
2017-05-01,89,95.0,False,0.95,84.55
2017-05-02,92,95.0,,0.95,87.39999999999999
2017-05-03,92,95.0,,0.95,87.39999999999999
2017-05-04,89,95.0,,0.95,84.55
2017-05-05,93,95.0,,0.95,88.35
2017-05-06,90,95.0,,0.95,85.5
2017-05-07,87,95.0,,0.95,82.64999999999999
2017-05-08,98,95.0,,0.95,93.1
2017-05-09,94,95.0,,0.95,89.3
2017-05-10,93,95.0,,0.95,88.35
2017-05-11,90,95.0,,0.95,85.5
2017-05-12,97,95.0,,0.95,92.14999999999999
2017-05-13,92,95.0,,0.95,87.39999999999999
2017-05-14,87,95.0,,0.95,82.64999999999999
2017-05-15,93,95.0,,0.95,88.35
2017-05-16,90,95.0,,0.95,85.5
2017-05-17,89,95.0,,0.95,84.55
2017-05-18,87,95.0,,0.95,82.64999999999999
2017-05-19,90,95.0,,0.95,85.5
2017-05-20,90,95.0,,0.95,85.5
2017-05-21,85,95.0,,0.95,80.75
2017-05-22,96,95.0,,0.95,91.19999999999999
2017-05-23,92,95.0,,0.95,87.39999999999999
2017-05-24,91,95.0,,0.95,86.45
2017-05-25,96,95.0,,0.95,91.19999999999999
2017-05-26,96,95.0,,0.95,91.19999999999999
2017-05-27,89,95.0,,0.95,84.55
2017-05-28,89,95.0,,0.95,84.55
2017-05-29,92,95.0,,0.95,87.39999999999999
2017-05-30,100,95.0,,0.95,95.0
2017-05-31,94,95.0,,0.95,89.3
2017-06-01,86,100.0,False,1.0,86.0
2017-06-02,87,100.0,,1.0,87.0
2017-06-03,80,100.0,,1.0,80.0
2017-06-04,76,100.0,,1.0,76.0
2017-06-05,88,100.0,,1.0,88.0
2017-06-06,86,100.0,,1.0,86.0
2017-06-07,82,100.0,,1.0,82.0
2017-06-08,83,100.0,,1.0,83.0
2017-06-09,87,100.0,,1.0,87.0
2017-06-10,77,100.0,,1.0,77.0
2017-06-11,75,100.0,,1.0,75.0
2017-06-12,89,100.0,,1.0,89.0
2017-06-13,88,100.0,,1.0,88.0
2017-06-14,85,100.0,,1.0,85.0
2017-06-15,82,100.0,,1.0,82.0
2017-06-16,89,100.0,,1.0,89.0
2017-06-17,79,100.0,,1.0,79.0
2017-06-18,77,100.0,,1.0,77.0
2017-06-19,91,100.0,,1.0,91.0
2017-06-20,86,100.0,,1.0,86.0
2017-06-21,85,100.0,,1.0,85.0
2017-06-22,88,100.0,,1.0,88.0
2017-06-23,86,100.0,,1.0,86.0
2017-06-24,85,100.0,,1.0,85.0
2017-06-25,82,100.0,,1.0,82.0
2017-06-26,100,100.0,,1.0,100.0
2017-06-27,95,100.0,,1.0,95.0
2017-06-28,87,100.0,,1.0,87.0
2017-06-29,90,100.0,,1.0,90.0
2017-06-30,89,100.0,,1.0,89.0
2017-07-01,88,98.0,False,0.98,86.24
2017-07-02,86,98.0,,0.98,84.28
2017-07-03,93,98.0,,0.98,91.14
2017-07-04,87,98.0,,0.98,85.26
2017-07-05,99,98.0,,0.98,97.02
2017-07-06,92,98.0,,0.98,90.16
2017-07-07,100,98.0,,0.98,98.0
2017-07-08,89,98.0,,0.98,87.22
2017-07-09,82,98.0,,0.98,80.36
2017-07-10,94,98.0,,0.98,92.12
2017-07-11,95,98.0,,0.98,93.1
2017-07-12,95,98.0,,0.98,93.1
2017-07-13,92,98.0,,0.98,90.16
2017-07-14,94,98.0,,0.98,92.12
2017-07-15,85,98.0,,0.98,83.3
2017-07-16,83,98.0,,0.98,81.34
2017-07-17,100,98.0,,0.98,98.0
2017-07-18,95,98.0,,0.98,93.1
2017-07-19,91,98.0,,0.98,89.17999999999999
2017-07-20,89,98.0,,0.98,87.22
2017-07-21,92,98.0,,0.98,90.16
2017-07-22,84,98.0,,0.98,82.32
2017-07-23,85,98.0,,0.98,83.3
2017-07-24,99,98.0,,0.98,97.02
2017-07-25,92,98.0,,0.98,90.16
2017-07-26,89,98.0,,0.98,87.22
2017-07-27,92,98.0,,0.98,90.16
2017-07-28,89,98.0,,0.98,87.22
2017-07-29,86,98.0,,0.98,84.28
2017-07-30,81,98.0,,0.98,79.38
2017-07-31,92,98.0,,0.98,90.16
2017-08-01,98,95.0,False,0.95,93.1
2017-08-02,99,95.0,,0.95,94.05
2017-08-03,97,95.0,,0.95,92.14999999999999
2017-08-04,95,95.0,,0.95,90.25
2017-08-05,95,95.0,,0.95,90.25
2017-08-06,85,95.0,,0.95,80.75
2017-08-07,100,95.0,,0.95,95.0
2017-08-08,99,95.0,,0.95,94.05
2017-08-09,93,95.0,,0.95,88.35
2017-08-10,95,95.0,,0.95,90.25
2017-08-11,93,95.0,,0.95,88.35
2017-08-12,89,95.0,,0.95,84.55
2017-08-13,81,95.0,,0.95,76.95
2017-08-14,97,95.0,,0.95,92.14999999999999
2017-08-15,94,95.0,,0.95,89.3
2017-08-16,91,95.0,,0.95,86.45
2017-08-17,90,95.0,,0.95,85.5
2017-08-18,92,95.0,,0.95,87.39999999999999
2017-08-19,92,95.0,,0.95,87.39999999999999
2017-08-20,81,95.0,,0.95,76.95
2017-08-21,93,95.0,,0.95,88.35
2017-08-22,93,95.0,,0.95,88.35
2017-08-23,91,95.0,,0.95,86.45
2017-08-24,100,95.0,,0.95,95.0
2017-08-25,89,95.0,,0.95,84.55
2017-08-26,79,95.0,,0.95,75.05
2017-08-27,71,95.0,,0.95,67.45
2017-08-28,93,95.0,,0.95,88.35
2017-08-29,90,95.0,,0.95,85.5
2017-08-30,90,95.0,,0.95,85.5
2017-08-31,88,95.0,,0.95,83.6
2017-09-01,96,87.0,False,0.87,83.52
2017-09-02,88,87.0,,0.87,76.56
2017-09-03,91,87.0,,0.87,79.17
2017-09-04,85,87.0,,0.87,73.95
2017-09-05,96,87.0,,0.87,83.52
2017-09-06,97,87.0,,0.87,84.39
2017-09-07,93,87.0,,0.87,80.91
2017-09-08,90,87.0,,0.87,78.3
2017-09-09,88,87.0,,0.87,76.56
2017-09-10,77,87.0,,0.87,66.99
2017-09-11,92,87.0,,0.87,80.04
2017-09-12,91,87.0,,0.87,79.17
2017-09-13,92,87.0,,0.87,80.04
2017-09-14,94,87.0,,0.87,81.78
2017-09-15,100,87.0,,0.87,87.0
2017-09-16,93,87.0,,0.87,80.91
2017-09-17,83,87.0,,0.87,72.21
2017-09-18,98,87.0,,0.87,85.26
2017-09-19,93,87.0,,0.87,80.91
2017-09-20,92,87.0,,0.87,80.04
2017-09-21,91,87.0,,0.87,79.17
2017-09-22,94,87.0,,0.87,81.78
2017-09-23,91,87.0,,0.87,79.17
2017-09-24,81,87.0,,0.87,70.47
2017-09-25,89,87.0,,0.87,77.42999999999999
2017-09-26,93,87.0,,0.87,80.91
2017-09-27,92,87.0,,0.87,80.04
2017-09-28,90,87.0,,0.87,78.3
2017-09-29,95,87.0,,0.87,82.65
2017-09-30,97,87.0,,0.87,84.39
2017-10-01,72,85.0,False,0.85,61.199999999999996
2017-10-02,77,85.0,,0.85,65.45
2017-10-03,81,85.0,,0.85,68.85
2017-10-04,82,85.0,,0.85,69.7
2017-10-05,81,85.0,,0.85,68.85
2017-10-06,85,85.0,,0.85,72.25
2017-10-07,82,85.0,,0.85,69.7
2017-10-08,76,85.0,,0.85,64.6
2017-10-09,79,85.0,,0.85,67.14999999999999
2017-10-10,83,85.0,,0.85,70.55
2017-10-11,85,85.0,,0.85,72.25
2017-10-12,83,85.0,,0.85,70.55
2017-10-13,83,85.0,,0.85,70.55
2017-10-14,81,85.0,,0.85,68.85
2017-10-15,76,85.0,,0.85,64.6
2017-10-16,87,85.0,,0.85,73.95
2017-10-17,85,85.0,,0.85,72.25
2017-10-18,81,85.0,,0.85,68.85
2017-10-19,84,85.0,,0.85,71.39999999999999
2017-10-20,86,85.0,,0.85,73.1
2017-10-21,82,85.0,,0.85,69.7
2017-10-22,75,85.0,,0.85,63.75
2017-10-23,84,85.0,,0.85,71.39999999999999
2017-10-24,84,85.0,,0.85,71.39999999999999
2017-10-25,85,85.0,,0.85,72.25
2017-10-26,84,85.0,,0.85,71.39999999999999
2017-10-27,82,85.0,,0.85,69.7
2017-10-28,82,85.0,,0.85,69.7
2017-10-29,73,85.0,,0.85,62.05
2017-10-30,100,85.0,,0.85,85.0
2017-10-31,88,85.0,,0.85,74.8
2017-11-01,93,79.0,False,0.79,73.47
2017-11-02,89,79.0,,0.79,70.31
2017-11-03,92,79.0,,0.79,72.68
2017-11-04,89,79.0,,0.79,70.31
2017-11-05,80,79.0,,0.79,63.2
2017-11-06,95,79.0,,0.79,75.05
2017-11-07,100,79.0,,0.79,79.0
2017-11-08,100,79.0,,0.79,79.0
2017-11-09,92,79.0,,0.79,72.68
2017-11-10,92,79.0,,0.79,72.68
2017-11-11,87,79.0,,0.79,68.73
2017-11-12,78,79.0,,0.79,61.620000000000005
2017-11-13,93,79.0,,0.79,73.47
2017-11-14,93,79.0,,0.79,73.47
2017-11-15,89,79.0,,0.79,70.31
2017-11-16,91,79.0,,0.79,71.89
2017-11-17,90,79.0,,0.79,71.10000000000001
2017-11-18,85,79.0,,0.79,67.15
2017-11-19,80,79.0,,0.79,63.2
2017-11-20,88,79.0,,0.79,69.52000000000001
2017-11-21,91,79.0,,0.79,71.89
2017-11-22,89,79.0,,0.79,70.31
2017-11-23,54,79.0,,0.79,42.660000000000004
2017-11-24,80,79.0,,0.79,63.2
2017-11-25,77,79.0,,0.79,60.830000000000005
2017-11-26,75,79.0,,0.79,59.25
2017-11-27,84,79.0,,0.79,66.36
2017-11-28,89,79.0,,0.79,70.31
2017-11-29,85,79.0,,0.79,67.15
2017-11-30,87,79.0,,0.79,68.73
2017-12-01,87,78.0,False,0.78,67.86
2017-12-02,86,78.0,,0.78,67.08
2017-12-03,78,78.0,,0.78,60.84
2017-12-04,89,78.0,,0.78,69.42
2017-12-05,90,78.0,,0.78,70.2
2017-12-06,87,78.0,,0.78,67.86
2017-12-07,87,78.0,,0.78,67.86
2017-12-08,94,78.0,,0.78,73.32000000000001
2017-12-09,85,78.0,,0.78,66.3
2017-12-10,77,78.0,,0.78,60.06
2017-12-11,90,78.0,,0.78,70.2
2017-12-12,92,78.0,,0.78,71.76
2017-12-13,86,78.0,,0.78,67.08
2017-12-14,88,78.0,,0.78,68.64
2017-12-15,92,78.0,,0.78,71.76
2017-12-16,90,78.0,,0.78,70.2
2017-12-17,84,78.0,,0.78,65.52
2017-12-18,95,78.0,,0.78,74.10000000000001
2017-12-19,100,78.0,,0.78,78.0
2017-12-20,99,78.0,,0.78,77.22
2017-12-21,98,78.0,,0.78,76.44
2017-12-22,95,78.0,,0.78,74.10000000000001
2017-12-23,88,78.0,,0.78,68.64
2017-12-24,77,78.0,,0.78,60.06
2017-12-25,58,78.0,,0.78,45.24
2017-12-26,94,78.0,,0.78,73.32000000000001
2017-12-27,100,78.0,,0.78,78.0
2017-12-28,100,78.0,,0.78,78.0
2017-12-29,98,78.0,,0.78,76.44
2017-12-30,88,78.0,,0.78,68.64
2017-12-31,80,78.0,,0.78,62.400000000000006
2018-01-01,72,82.0,False,0.82,59.04
2018-01-02,93,82.0,,0.82,76.25999999999999
2018-01-03,100,82.0,,0.82,82.0
2018-01-04,92,82.0,,0.82,75.44
2018-01-05,100,82.0,,0.82,82.0
2018-01-06,83,82.0,,0.82,68.06
