date,PSM_unscaled,PSM_monthly,isPartial,scale,PSM
2020-06-18,63,85.0,,0.85,53.55
2020-06-19,47,85.0,,0.85,39.949999999999996
2020-06-20,67,85.0,,0.85,56.949999999999996
2020-06-21,54,85.0,,0.85,45.9
2020-06-22,59,85.0,,0.85,50.15
2020-06-23,88,85.0,,0.85,74.8
2020-06-24,66,85.0,,0.85,56.1
2020-06-25,84,85.0,,0.85,71.39999999999999
2020-06-26,48,85.0,,0.85,40.8
2020-06-27,58,85.0,,0.85,49.3
2020-06-28,62,85.0,,0.85,52.699999999999996
2020-06-29,76,85.0,,0.85,64.6
2020-06-30,98,85.0,,0.85,83.3
2020-07-01,67,79.0,False,0.79,52.93
2020-07-02,37,79.0,,0.79,29.23
2020-07-03,48,79.0,,0.79,37.92
2020-07-04,41,79.0,,0.79,32.39
2020-07-05,27,79.0,,0.79,21.330000000000002
2020-07-06,51,79.0,,0.79,40.29
2020-07-07,41,79.0,,0.79,32.39
2020-07-08,60,79.0,,0.79,47.400000000000006
2020-07-09,60,79.0,,0.79,47.400000000000006
2020-07-10,54,79.0,,0.79,42.660000000000004
2020-07-11,38,79.0,,0.79,30.020000000000003
2020-07-12,30,79.0,,0.79,23.700000000000003
2020-07-13,30,79.0,,0.79,23.700000000000003
2020-07-14,52,79.0,,0.79,41.08
2020-07-15,45,79.0,,0.79,35.550000000000004
2020-07-16,83,79.0,,0.79,65.57000000000001
2020-07-17,39,79.0,,0.79,30.810000000000002
2020-07-18,36,79.0,,0.79,28.44
2020-07-19,26,79.0,,0.79,20.54
2020-07-20,58,79.0,,0.79,45.82
2020-07-21,45,79.0,,0.79,35.550000000000004
2020-07-22,81,79.0,,0.79,63.99
2020-07-23,71,79.0,,0.79,56.09
2020-07-24,50,79.0,,0.79,39.5
2020-07-25,40,79.0,,0.79,31.6
2020-07-26,31,79.0,,0.79,24.490000000000002
2020-07-27,42,79.0,,0.79,33.18
2020-07-28,100,79.0,,0.79,79.0
2020-07-29,62,79.0,,0.79,48.980000000000004
2020-07-30,94,79.0,,0.79,74.26
2020-07-31,63,79.0,,0.79,49.77
2020-08-01,48,73.0,False,0.73,35.04
2020-08-02,21,73.0,,0.73,15.33
2020-08-03,80,73.0,,0.73,58.4
2020-08-04,78,73.0,,0.73,56.94
2020-08-05,75,73.0,,0.73,54.75
2020-08-06,56,73.0,,0.73,40.879999999999995
2020-08-07,29,73.0,,0.73,21.169999999999998
2020-08-08,38,73.0,,0.73,27.74
2020-08-09,32,73.0,,0.73,23.36
2020-08-10,37,73.0,,0.73,27.009999999999998
2020-08-11,65,73.0,,0.73,47.449999999999996
2020-08-12,79,73.0,,0.73,57.67
2020-08-13,55,73.0,,0.73,40.15
2020-08-14,90,73.0,,0.73,65.7
2020-08-15,48,73.0,,0.73,35.04
2020-08-16,75,73.0,,0.73,54.75
2020-08-17,78,73.0,,0.73,56.94
2020-08-18,72,73.0,,0.73,52.56
2020-08-19,72,73.0,,0.73,52.56
2020-08-20,100,73.0,,0.73,73.0
2020-08-21,42,73.0,,0.73,30.66
2020-08-22,16,73.0,,0.73,11.68
2020-08-23,32,73.0,,0.73,23.36
2020-08-24,75,73.0,,0.73,54.75
2020-08-25,88,73.0,,0.73,64.24
2020-08-26,79,73.0,,0.73,57.67
2020-08-27,52,73.0,,0.73,37.96
2020-08-28,77,73.0,,0.73,56.21
2020-08-29,31,73.0,,0.73,22.63
2020-08-30,26,73.0,,0.73,18.98
2020-08-31,96,73.0,,0.73,70.08
2020-09-01,80,68.0,False,0.68,54.400000000000006
2020-09-02,93,68.0,,0.68,63.24
2020-09-03,57,68.0,,0.68,38.760000000000005
2020-09-04,46,68.0,,0.68,31.28
2020-09-05,22,68.0,,0.68,14.96
2020-09-06,77,68.0,,0.68,52.36000000000001
2020-09-07,32,68.0,,0.68,21.76
2020-09-08,67,68.0,,0.68,45.56
2020-09-09,36,68.0,,0.68,24.48
2020-09-10,51,68.0,,0.68,34.68
2020-09-11,18,68.0,,0.68,12.24
2020-09-12,48,68.0,,0.68,32.64
2020-09-13,21,68.0,,0.68,14.280000000000001
2020-09-14,80,68.0,,0.68,54.400000000000006
2020-09-15,88,68.0,,0.68,59.84
2020-09-16,62,68.0,,0.68,42.160000000000004
2020-09-17,82,68.0,,0.68,55.760000000000005
2020-09-18,54,68.0,,0.68,36.720000000000006
2020-09-19,27,68.0,,0.68,18.360000000000003
2020-09-20,59,68.0,,0.68,40.120000000000005
2020-09-21,53,68.0,,0.68,36.04
2020-09-22,61,68.0,,0.68,41.480000000000004
2020-09-23,45,68.0,,0.68,30.6
2020-09-24,100,68.0,,0.68,68.0
2020-09-25,50,68.0,,0.68,34.0
2020-09-26,41,68.0,,0.68,27.880000000000003
2020-09-27,40,68.0,,0.68,27.200000000000003
2020-09-28,72,68.0,,0.68,48.96
2020-09-29,52,68.0,,0.68,35.36
2020-09-30,72,68.0,,0.68,48.96
2020-10-01,67,71.0,False,0.71,47.57
2020-10-02,47,71.0,,0.71,33.37
2020-10-03,56,71.0,,0.71,39.76
2020-10-04,55,71.0,,0.71,39.05
2020-10-05,88,71.0,,0.71,62.48
2020-10-06,87,71.0,,0.71,61.769999999999996
2020-10-07,100,71.0,,0.71,71.0
2020-10-08,57,71.0,,0.71,40.47
2020-10-09,72,71.0,,0.71,51.12
2020-10-10,59,71.0,,0.71,41.89
2020-10-11,45,71.0,,0.71,31.95
2020-10-12,93,71.0,,0.71,66.03
2020-10-13,47,71.0,,0.71,33.37
2020-10-14,83,71.0,,0.71,58.93
2020-10-15,41,71.0,,0.71,29.11
2020-10-16,36,71.0,,0.71,25.56
2020-10-17,13,71.0,,0.71,9.23
2020-10-18,46,71.0,,0.71,32.66
2020-10-19,47,71.0,,0.71,33.37
2020-10-20,95,71.0,,0.71,67.45
2020-10-21,66,71.0,,0.71,46.86
2020-10-22,89,71.0,,0.71,63.19
2020-10-23,61,71.0,,0.71,43.309999999999995
2020-10-24,20,71.0,,0.71,14.2
2020-10-25,46,71.0,,0.71,32.66
2020-10-26,81,71.0,,0.71,57.51
2020-10-27,65,71.0,,0.71,46.15
2020-10-28,70,71.0,,0.71,49.699999999999996
2020-10-29,99,71.0,,0.71,70.28999999999999
2020-10-30,30,71.0,,0.71,21.299999999999997
2020-10-31,55,71.0,,0.71,39.05
2020-11-01,8,55.0,False,0.55,4.4
2020-11-02,62,55.0,,0.55,34.1
2020-11-03,60,55.0,,0.55,33.0
2020-11-04,27,55.0,,0.55,14.850000000000001
2020-11-05,90,55.0,,0.55,49.50000000000001
2020-11-06,57,55.0,,0.55,31.35
2020-11-07,33,55.0,,0.55,18.150000000000002
2020-11-08,65,55.0,,0.55,35.75
2020-11-09,100,55.0,,0.55,55.00000000000001
2020-11-10,93,55.0,,0.55,51.150000000000006
2020-11-11,92,55.0,,0.55,50.6
2020-11-12,91,55.0,,0.55,50.050000000000004
2020-11-13,67,55.0,,0.55,36.85
2020-11-14,69,55.0,,0.55,37.95
2020-11-15,68,55.0,,0.55,37.400000000000006
2020-11-16,74,55.0,,0.55,40.7
2020-11-17,87,55.0,,0.55,47.85
2020-11-18,55,55.0,,0.55,30.250000000000004
2020-11-19,20,55.0,,0.55,11.0
2020-11-20,70,55.0,,0.55,38.5
2020-11-21,39,55.0,,0.55,21.450000000000003
2020-11-22,60,55.0,,0.55,33.0
2020-11-23,28,55.0,,0.55,15.400000000000002
2020-11-24,92,55.0,,0.55,50.6
2020-11-25,57,55.0,,0.55,31.35
2020-11-26,52,55.0,,0.55,28.6
2020-11-27,43,55.0,,0.55,23.650000000000002
2020-11-28,22,55.0,,0.55,12.100000000000001
2020-11-29,29,55.0,,0.55,15.950000000000001
2020-11-30,51,55.0,,0.55,28.05
2020-12-01,33,63.0,False,0.63,20.79
2020-12-02,66,63.0,,0.63,41.58
2020-12-03,89,63.0,,0.63,56.07
2020-12-04,79,63.0,,0.63,49.77
2020-12-05,43,63.0,,0.63,27.09
2020-12-06,55,63.0,,0.63,34.65
2020-12-07,100,63.0,,0.63,63.0
2020-12-08,83,63.0,,0.63,52.29
2020-12-09,57,63.0,,0.63,35.910000000000004
2020-12-10,61,63.0,,0.63,38.43
2020-12-11,40,63.0,,0.63,25.2
2020-12-12,74,63.0,,0.63,46.62
2020-12-13,37,63.0,,0.63,23.31
2020-12-14,94,63.0,,0.63,59.22
2020-12-15,56,63.0,,0.63,35.28
2020-12-16,57,63.0,,0.63,35.910000000000004
2020-12-17,62,63.0,,0.63,39.06
2020-12-18,83,63.0,,0.63,52.29
2020-12-19,64,63.0,,0.63,40.32
2020-12-20,52,63.0,,0.63,32.76
2020-12-21,35,63.0,,0.63,22.05
2020-12-22,36,63.0,,0.63,22.68
2020-12-23,92,63.0,,0.63,57.96
2020-12-24,19,63.0,,0.63,11.97
2020-12-25,50,63.0,,0.63,31.5
2020-12-26,27,63.0,,0.63,17.01
2020-12-27,31,63.0,,0.63,19.53
2020-12-28,58,63.0,,0.63,36.54
2020-12-29,52,63.0,,0.63,32.76
2020-12-30,41,63.0,,0.63,25.830000000000002
2020-12-31,29,63.0,,0.63,18.27
2021-01-01,12,65.0,False,0.65,7.800000000000001
2021-01-02,30,65.0,,0.65,19.5
2021-01-03,12,65.0,,0.65,7.800000000000001
2021-01-04,73,65.0,,0.65,47.45
2021-01-05,84,65.0,,0.65,54.6
2021-01-06,57,65.0,,0.65,37.050000000000004
2021-01-07,100,65.0,,0.65,65.0
2021-01-08,37,65.0,,0.65,24.05
2021-01-09,52,65.0,,0.65,33.800000000000004
2021-01-10,29,65.0,,0.65,18.85
2021-01-11,68,65.0,,0.65,44.2
2021-01-12,69,65.0,,0.65,44.85
2021-01-13,81,65.0,,0.65,52.65
2021-01-14,76,65.0,,0.65,49.4
2021-01-15,43,65.0,,0.65,27.95
2021-01-16,47,65.0,,0.65,30.55
2021-01-17,41,65.0,,0.65,26.650000000000002
2021-01-18,84,65.0,,0.65,54.6
2021-01-19,86,65.0,,0.65,55.9
2021-01-20,42,65.0,,0.65,27.3
2021-01-21,69,65.0,,0.65,44.85
2021-01-22,27,65.0,,0.65,17.55
2021-01-23,12,65.0,,0.65,7.800000000000001
2021-01-24,18,65.0,,0.65,11.700000000000001
2021-01-25,79,65.0,,0.65,51.35
2021-01-26,80,65.0,,0.65,52.0
2021-01-27,53,65.0,,0.65,34.45
2021-01-28,69,65.0,,0.65,44.85
2021-01-29,80,65.0,,0.65,52.0
2021-01-30,48,65.0,,0.65,31.200000000000003
2021-01-31,54,65.0,,0.65,35.1
2021-02-01,100,68.0,False,0.68,68.0
2021-02-02,33,68.0,,0.68,22.44
2021-02-03,64,68.0,,0.68,43.52
2021-02-04,58,68.0,,0.68,39.440000000000005
2021-02-05,40,68.0,,0.68,27.200000000000003
2021-02-06,43,68.0,,0.68,29.240000000000002
2021-02-07,37,68.0,,0.68,25.16
2021-02-08,90,68.0,,0.68,61.2
2021-02-09,60,68.0,,0.68,40.800000000000004
2021-02-10,68,68.0,,0.68,46.24
2021-02-11,68,68.0,,0.68,46.24
2021-02-12,45,68.0,,0.68,30.6
2021-02-13,27,68.0,,0.68,18.360000000000003
2021-02-14,32,68.0,,0.68,21.76
2021-02-15,26,68.0,,0.68,17.68
2021-02-16,80,68.0,,0.68,54.400000000000006
2021-02-17,54,68.0,,0.68,36.720000000000006
2021-02-18,84,68.0,,0.68,57.120000000000005
2021-02-19,35,68.0,,0.68,23.8
2021-02-20,72,68.0,,0.68,48.96
2021-02-21,17,68.0,,0.68,11.56
2021-02-22,38,68.0,,0.68,25.840000000000003
2021-02-23,55,68.0,,0.68,37.400000000000006
2021-02-24,44,68.0,,0.68,29.92
2021-02-25,49,68.0,,0.68,33.32
2021-02-26,50,68.0,,0.68,34.0
2021-02-27,50,68.0,,0.68,34.0
2021-02-28,43,68.0,,0.68,29.240000000000002
2021-03-01,47,76.0,False,0.76,35.72
2021-03-02,60,76.0,,0.76,45.6
2021-03-03,47,76.0,,0.76,35.72
2021-03-04,65,76.0,,0.76,49.4
2021-03-05,70,76.0,,0.76,53.2
2021-03-06,24,76.0,,0.76,18.240000000000002
2021-03-07,34,76.0,,0.76,25.84
2021-03-08,100,76.0,,0.76,76.0
2021-03-09,60,76.0,,0.76,45.6
2021-03-10,67,76.0,,0.76,50.92
2021-03-11,73,76.0,,0.76,55.480000000000004
2021-03-12,61,76.0,,0.76,46.36
2021-03-13,18,76.0,,0.76,13.68
2021-03-14,32,76.0,,0.76,24.32
2021-03-15,46,76.0,,0.76,34.96
2021-03-16,73,76.0,,0.76,55.480000000000004
2021-03-17,50,76.0,,0.76,38.0
2021-03-18,38,76.0,,0.76,28.88
2021-03-19,34,76.0,,0.76,25.84
2021-03-20,57,76.0,,0.76,43.32
2021-03-21,24,76.0,,0.76,18.240000000000002
2021-03-22,64,76.0,,0.76,48.64
2021-03-23,60,76.0,,0.76,45.6
2021-03-24,87,76.0,,0.76,66.12
2021-03-25,55,76.0,,0.76,41.8
2021-03-26,44,76.0,,0.76,33.44
2021-03-27,30,76.0,,0.76,22.8
2021-03-28,24,76.0,,0.76,18.240000000000002
2021-03-29,35,76.0,,0.76,26.6
2021-03-30,57,76.0,,0.76,43.32
2021-03-31,42,76.0,,0.76,31.92
2021-04-01,44,67.0,False,0.67,29.48
2021-04-02,70,67.0,,0.67,46.900000000000006
2021-04-03,31,67.0,,0.67,20.77
2021-04-04,20,67.0,,0.67,13.4
2021-04-05,34,67.0,,0.67,22.78
2021-04-06,59,67.0,,0.67,39.53
2021-04-07,60,67.0,,0.67,40.2
2021-04-08,43,67.0,,0.67,28.810000000000002
2021-04-09,59,67.0,,0.67,39.53
2021-04-10,61,67.0,,0.67,40.870000000000005
2021-04-11,36,67.0,,0.67,24.12
2021-04-12,71,67.0,,0.67,47.57
2021-04-13,93,67.0,,0.67,62.31
2021-04-14,75,67.0,,0.67,50.25
2021-04-15,71,67.0,,0.67,47.57
2021-04-16,44,67.0,,0.67,29.48
2021-04-17,37,67.0,,0.67,24.790000000000003
2021-04-18,62,67.0,,0.67,41.54
2021-04-19,70,67.0,,0.67,46.900000000000006
2021-04-20,37,67.0,,0.67,24.790000000000003
2021-04-21,75,67.0,,0.67,50.25
2021-04-22,100,67.0,,0.67,67.0
2021-04-23,50,67.0,,0.67,33.5
2021-04-24,31,67.0,,0.67,20.77
2021-04-25,44,67.0,,0.67,29.48
2021-04-26,49,67.0,,0.67,32.830000000000005
2021-04-27,73,67.0,,0.67,48.910000000000004
2021-04-28,54,67.0,,0.67,36.18
2021-04-29,75,67.0,,0.67,50.25
2021-04-30,58,67.0,,0.67,38.86
2021-05-01,44,73.0,False,0.73,32.12
2021-05-02,35,73.0,,0.73,25.55
2021-05-03,52,73.0,,0.73,37.96
2021-05-04,34,73.0,,0.73,24.82
2021-05-05,55,73.0,,0.73,40.15
2021-05-06,43,73.0,,0.73,31.39
2021-05-07,76,73.0,,0.73,55.48
2021-05-08,25,73.0,,0.73,18.25
2021-05-09,30,73.0,,0.73,21.9
2021-05-10,45,73.0,,0.73,32.85
2021-05-11,74,73.0,,0.73,54.019999999999996
2021-05-12,60,73.0,,0.73,43.8
2021-05-13,61,73.0,,0.73,44.53
2021-05-14,55,73.0,,0.73,40.15
2021-05-15,31,73.0,,0.73,22.63
2021-05-16,15,73.0,,0.73,10.95
2021-05-17,71,73.0,,0.73,51.83
2021-05-18,84,73.0,,0.73,61.32
2021-05-19,47,73.0,,0.73,34.31
2021-05-20,35,73.0,,0.73,25.55
2021-05-21,54,73.0,,0.73,39.42
2021-05-22,46,73.0,,0.73,33.58
2021-05-23,50,73.0,,0.73,36.5
2021-05-24,49,73.0,,0.73,35.769999999999996
2021-05-25,100,73.0,,0.73,73.0
2021-05-26,65,73.0,,0.73,47.449999999999996
2021-05-27,57,73.0,,0.73,41.61
2021-05-28,49,73.0,,0.73,35.769999999999996
2021-05-29,30,73.0,,0.73,21.9
2021-05-30,31,73.0,,0.73,22.63
2021-05-31,35,73.0,,0.73,25.55
2021-06-01,76,68.0,False,0.68,51.68000000000001
2021-06-02,68,68.0,,0.68,46.24
2021-06-03,60,68.0,,0.68,40.800000000000004
2021-06-04,16,68.0,,0.68,10.88
2021-06-05,35,68.0,,0.68,23.8
2021-06-06,40,68.0,,0.68,27.200000000000003
2021-06-07,54,68.0,,0.68,36.720000000000006
2021-06-08,100,68.0,,0.68,68.0
2021-06-09,65,68.0,,0.68,44.2
2021-06-10,31,68.0,,0.68,21.080000000000002
2021-06-11,31,68.0,,0.68,21.080000000000002
2021-06-12,23,68.0,,0.68,15.64
2021-06-13,16,68.0,,0.68,10.88
2021-06-14,50,68.0,,0.68,34.0
2021-06-15,60,68.0,,0.68,40.800000000000004
2021-06-16,50,68.0,,0.68,34.0
2021-06-17,72,68.0,,0.68,48.96
2021-06-18,68,68.0,,0.68,46.24
2021-06-19,58,68.0,,0.68,39.440000000000005
2021-06-20,29,68.0,,0.68,19.720000000000002
2021-06-21,61,68.0,,0.68,41.480000000000004
2021-06-22,67,68.0,,0.68,45.56
2021-06-23,71,68.0,,0.68,48.28
2021-06-24,52,68.0,,0.68,35.36
2021-06-25,47,68.0,,0.68,31.96
2021-06-26,52,68.0,,0.68,35.36
2021-06-27,35,68.0,,0.68,23.8
2021-06-28,52,68.0,,0.68,35.36
2021-06-29,88,68.0,,0.68,59.84
2021-06-30,60,68.0,,0.68,40.800000000000004
2021-07-01,42,70.0,False,0.7,29.4
2021-07-02,49,70.0,,0.7,34.3
2021-07-03,22,70.0,,0.7,15.399999999999999
2021-07-04,41,70.0,,0.7,28.7
2021-07-05,17,70.0,,0.7,11.899999999999999
2021-07-06,44,70.0,,0.7,30.799999999999997
2021-07-07,75,70.0,,0.7,52.5
2021-07-08,73,70.0,,0.7,51.099999999999994
2021-07-09,25,70.0,,0.7,17.5
2021-07-10,27,70.0,,0.7,18.9
2021-07-11,59,70.0,,0.7,41.3
2021-07-12,63,70.0,,0.7,44.099999999999994
2021-07-13,54,70.0,,0.7,37.8
2021-07-14,57,70.0,,0.7,39.9
2021-07-15,34,70.0,,0.7,23.799999999999997
2021-07-16,34,70.0,,0.7,23.799999999999997
2021-07-17,22,70.0,,0.7,15.399999999999999
2021-07-18,54,70.0,,0.7,37.8
2021-07-19,67,70.0,,0.7,46.9
2021-07-20,72,70.0,,0.7,50.4
2021-07-21,48,70.0,,0.7,33.599999999999994
2021-07-22,100,70.0,,0.7,70.0
2021-07-23,63,70.0,,0.7,44.099999999999994
2021-07-24,27,70.0,,0.7,18.9
2021-07-25,33,70.0,,0.7,23.099999999999998
2021-07-26,43,70.0,,0.7,30.099999999999998
2021-07-27,92,70.0,,0.7,64.39999999999999
2021-07-28,92,70.0,,0.7,64.39999999999999
2021-07-29,62,70.0,,0.7,43.4
2021-07-30,43,70.0,,0.7,30.099999999999998
2021-07-31,43,70.0,,0.7,30.099999999999998
2021-08-01,30,75.0,False,0.75,22.5
2021-08-02,60,75.0,,0.75,45.0
2021-08-03,82,75.0,,0.75,61.5
2021-08-04,39,75.0,,0.75,29.25
2021-08-05,67,75.0,,0.75,50.25
2021-08-06,34,75.0,,0.75,25.5
2021-08-07,19,75.0,,0.75,14.25
2021-08-08,37,75.0,,0.75,27.75
2021-08-09,76,75.0,,0.75,57.0
2021-08-10,68,75.0,,0.75,51.0
2021-08-11,70,75.0,,0.75,52.5
2021-08-12,84,75.0,,0.75,63.0
2021-08-13,51,75.0,,0.75,38.25
2021-08-14,62,75.0,,0.75,46.5
2021-08-15,74,75.0,,0.75,55.5
2021-08-16,90,75.0,,0.75,67.5
2021-08-17,65,75.0,,0.75,48.75
2021-08-18,54,75.0,,0.75,40.5
2021-08-19,87,75.0,,0.75,65.25
2021-08-20,38,75.0,,0.75,28.5
2021-08-21,42,75.0,,0.75,31.5
2021-08-22,31,75.0,,0.75,23.25
2021-08-23,66,75.0,,0.75,49.5
2021-08-24,78,75.0,,0.75,58.5
2021-08-25,86,75.0,,0.75,64.5
2021-08-26,96,75.0,,0.75,72.0
2021-08-27,84,75.0,,0.75,63.0
2021-08-28,37,75.0,,0.75,27.75
2021-08-29,30,75.0,,0.75,22.5
2021-08-30,59,75.0,,0.75,44.25
2021-08-31,100,75.0,,0.75,75.0
2021-09-01,84,78.0,False,0.78,65.52
2021-09-02,61,78.0,,0.78,47.58
2021-09-03,41,78.0,,0.78,31.98
2021-09-04,36,78.0,,0.78,28.080000000000002
2021-09-05,31,78.0,,0.78,24.18
2021-09-06,34,78.0,,0.78,26.52
2021-09-07,58,78.0,,0.78,45.24
2021-09-08,43,78.0,,0.78,33.54
2021-09-09,57,78.0,,0.78,44.46
2021-09-10,41,78.0,,0.78,31.98
2021-09-11,15,78.0,,0.78,11.700000000000001
2021-09-12,34,78.0,,0.78,26.52
2021-09-13,62,78.0,,0.78,48.36
2021-09-14,69,78.0,,0.78,53.82
2021-09-15,86,78.0,,0.78,67.08
2021-09-16,48,78.0,,0.78,37.44
2021-09-17,80,78.0,,0.78,62.400000000000006
2021-09-18,25,78.0,,0.78,19.5
2021-09-19,44,78.0,,0.78,34.32
2021-09-20,69,78.0,,0.78,53.82
2021-09-21,18,78.0,,0.78,14.040000000000001
2021-09-22,81,78.0,,0.78,63.18
2021-09-23,56,78.0,,0.78,43.68
2021-09-24,23,78.0,,0.78,17.94
2021-09-25,20,78.0,,0.78,15.600000000000001
2021-09-26,24,78.0,,0.78,18.72
2021-09-27,39,78.0,,0.78,30.42
2021-09-28,100,78.0,,0.78,78.0
2021-09-29,60,78.0,,0.78,46.800000000000004
2021-09-30,48,78.0,,0.78,37.44
2021-10-01,80,73.0,False,0.73,58.4
2021-10-02,73,73.0,,0.73,53.29
2021-10-03,51,73.0,,0.73,37.23
2021-10-04,51,73.0,,0.73,37.23
2021-10-05,72,73.0,,0.73,52.56
2021-10-06,70,73.0,,0.73,51.1
2021-10-07,60,73.0,,0.73,43.8
2021-10-08,62,73.0,,0.73,45.26
2021-10-09,47,73.0,,0.73,34.31
2021-10-10,26,73.0,,0.73,18.98
2021-10-11,66,73.0,,0.73,48.18
2021-10-12,84,73.0,,0.73,61.32
2021-10-13,61,73.0,,0.73,44.53
2021-10-14,84,73.0,,0.73,61.32
2021-10-15,61,73.0,,0.73,44.53
2021-10-16,60,73.0,,0.73,43.8
2021-10-17,27,73.0,,0.73,19.71
2021-10-18,95,73.0,,0.73,69.35
2021-10-19,86,73.0,,0.73,62.78
2021-10-20,72,73.0,,0.73,52.56
2021-10-21,54,73.0,,0.73,39.42
2021-10-22,42,73.0,,0.73,30.66
2021-10-23,61,73.0,,0.73,44.53
2021-10-24,59,73.0,,0.73,43.07
2021-10-25,77,73.0,,0.73,56.21
2021-10-26,77,73.0,,0.73,56.21
2021-10-27,100,73.0,,0.73,73.0
2021-10-28,84,73.0,,0.73,61.32
2021-10-29,48,73.0,,0.73,35.04
2021-10-30,33,73.0,,0.73,24.09
2021-10-31,48,73.0,,0.73,35.04
2021-11-01,53,71.0,False,0.71,37.629999999999995
2021-11-02,92,71.0,,0.71,65.32
2021-11-03,78,71.0,,0.71,55.379999999999995
2021-11-04,64,71.0,,0.71,45.44
2021-11-05,35,71.0,,0.71,24.849999999999998
2021-11-06,71,71.0,,0.71,50.41
2021-11-07,89,71.0,,0.71,63.19
2021-11-08,100,71.0,,0.71,71.0
2021-11-09,58,71.0,,0.71,41.18
2021-11-10,57,71.0,,0.71,40.47
2021-11-11,45,71.0,,0.71,31.95
2021-11-12,88,71.0,,0.71,62.48
2021-11-13,32,71.0,,0.71,22.72
2021-11-14,45,71.0,,0.71,31.95
2021-11-15,29,71.0,,0.71,20.59
2021-11-16,87,71.0,,0.71,61.769999999999996
2021-11-17,67,71.0,,0.71,47.57
2021-11-18,75,71.0,,0.71,53.25
2021-11-19,64,71.0,,0.71,45.44
2021-11-20,65,71.0,,0.71,46.15
2021-11-21,39,71.0,,0.71,27.689999999999998
2021-11-22,70,71.0,,0.71,49.699999999999996
2021-11-23,53,71.0,,0.71,37.629999999999995
2021-11-24,70,71.0,,0.71,49.699999999999996
2021-11-25,56,71.0,,0.71,39.76
2021-11-26,66,71.0,,0.71,46.86
2021-11-27,25,71.0,,0.71,17.75
2021-11-28,24,71.0,,0.71,17.04
2021-11-29,54,71.0,,0.71,38.339999999999996
2021-11-30,60,71.0,,0.71,42.599999999999994
2021-12-01,38,61.0,False,0.61,23.18
2021-12-02,19,61.0,,0.61,11.59
2021-12-03,65,61.0,,0.61,39.65
2021-12-04,44,61.0,,0.61,26.84
2021-12-05,27,61.0,,0.61,16.47
2021-12-06,54,61.0,,0.61,32.94
2021-12-07,49,61.0,,0.61,29.89
2021-12-08,56,61.0,,0.61,34.16
2021-12-09,61,61.0,,0.61,37.21
2021-12-10,46,61.0,,0.61,28.06
2021-12-11,17,61.0,,0.61,10.37
2021-12-12,39,61.0,,0.61,23.79
2021-12-13,56,61.0,,0.61,34.16
2021-12-14,66,61.0,,0.61,40.26
2021-12-15,60,61.0,,0.61,36.6
2021-12-16,100,61.0,,0.61,61.0
2021-12-17,80,61.0,,0.61,48.8
2021-12-18,6,61.0,,0.61,3.66
2021-12-19,23,61.0,,0.61,14.03
2021-12-20,49,61.0,,0.61,29.89
2021-12-21,58,61.0,,0.61,35.38
2021-12-22,42,61.0,,0.61,25.62
2021-12-23,49,61.0,,0.61,29.89
2021-12-24,35,61.0,,0.61,21.349999999999998
2021-12-25,38,61.0,,0.61,23.18
2021-12-26,18,61.0,,0.61,10.98
2021-12-27,21,61.0,,0.61,12.81
2021-12-28,32,61.0,,0.61,19.52
2021-12-29,46,61.0,,0.61,28.06
2021-12-30,72,61.0,,0.61,43.92
2021-12-31,31,61.0,,0.61,18.91
