date,AG_unscaled,AG_monthly,isPartial,scale,AG
2017-12-30,65,76.0,,0.76,49.4
2017-12-31,61,76.0,,0.76,46.36
2018-01-01,65,88.0,False,0.88,57.2
2018-01-02,81,88.0,,0.88,71.28
2018-01-03,88,88.0,,0.88,77.44
2018-01-04,90,88.0,,0.88,79.2
2018-01-05,83,88.0,,0.88,73.04
2018-01-06,64,88.0,,0.88,56.32
2018-01-07,65,88.0,,0.88,57.2
2018-01-08,84,88.0,,0.88,73.92
2018-01-09,83,88.0,,0.88,73.04
2018-01-10,89,88.0,,0.88,78.32000000000001
2018-01-11,87,88.0,,0.88,76.56
2018-01-12,84,88.0,,0.88,73.92
2018-01-13,65,88.0,,0.88,57.2
2018-01-14,66,88.0,,0.88,58.08
2018-01-15,83,88.0,,0.88,73.04
2018-01-16,85,88.0,,0.88,74.8
2018-01-17,90,88.0,,0.88,79.2
2018-01-18,83,88.0,,0.88,73.04
2018-01-19,91,88.0,,0.88,80.08
2018-01-20,72,88.0,,0.88,63.36
2018-01-21,60,88.0,,0.88,52.8
2018-01-22,85,88.0,,0.88,74.8
2018-01-23,88,88.0,,0.88,77.44
2018-01-24,96,88.0,,0.88,84.48
2018-01-25,100,88.0,,0.88,88.0
2018-01-26,92,88.0,,0.88,80.96
2018-01-27,66,88.0,,0.88,58.08
2018-01-28,64,88.0,,0.88,56.32
2018-01-29,88,88.0,,0.88,77.44
2018-01-30,88,88.0,,0.88,77.44
2018-01-31,89,88.0,,0.88,78.32000000000001
2018-02-01,83,90.0,False,0.9,74.7
2018-02-02,80,90.0,,0.9,72.0
2018-02-03,68,90.0,,0.9,61.2
2018-02-04,58,90.0,,0.9,52.2
2018-02-05,76,90.0,,0.9,68.4
2018-02-06,88,90.0,,0.9,79.2
2018-02-07,85,90.0,,0.9,76.5
2018-02-08,87,90.0,,0.9,78.3
2018-02-09,86,90.0,,0.9,77.4
2018-02-10,64,90.0,,0.9,57.6
2018-02-11,57,90.0,,0.9,51.300000000000004
2018-02-12,85,90.0,,0.9,76.5
2018-02-13,100,90.0,,0.9,90.0
2018-02-14,91,90.0,,0.9,81.9
2018-02-15,93,90.0,,0.9,83.7
2018-02-16,85,90.0,,0.9,76.5
2018-02-17,64,90.0,,0.9,57.6
2018-02-18,56,90.0,,0.9,50.4
2018-02-19,80,90.0,,0.9,72.0
2018-02-20,88,90.0,,0.9,79.2
2018-02-21,84,90.0,,0.9,75.60000000000001
2018-02-22,80,90.0,,0.9,72.0
2018-02-23,79,90.0,,0.9,71.10000000000001
2018-02-24,66,90.0,,0.9,59.4
2018-02-25,61,90.0,,0.9,54.9
2018-02-26,86,90.0,,0.9,77.4
2018-02-27,87,90.0,,0.9,78.3
2018-02-28,84,90.0,,0.9,75.60000000000001
2018-03-01,84,90.0,False,0.9,75.60000000000001
2018-03-02,80,90.0,,0.9,72.0
2018-03-03,71,90.0,,0.9,63.9
2018-03-04,63,90.0,,0.9,56.7
2018-03-05,83,90.0,,0.9,74.7
2018-03-06,87,90.0,,0.9,78.3
2018-03-07,89,90.0,,0.9,80.10000000000001
2018-03-08,84,90.0,,0.9,75.60000000000001
2018-03-09,89,90.0,,0.9,80.10000000000001
2018-03-10,64,90.0,,0.9,57.6
2018-03-11,64,90.0,,0.9,57.6
2018-03-12,83,90.0,,0.9,74.7
2018-03-13,88,90.0,,0.9,79.2
2018-03-14,94,90.0,,0.9,84.60000000000001
2018-03-15,87,90.0,,0.9,78.3
2018-03-16,82,90.0,,0.9,73.8
2018-03-17,66,90.0,,0.9,59.4
2018-03-18,67,90.0,,0.9,60.300000000000004
2018-03-19,81,90.0,,0.9,72.9
2018-03-20,100,90.0,,0.9,90.0
2018-03-21,92,90.0,,0.9,82.8
2018-03-22,82,90.0,,0.9,73.8
2018-03-23,89,90.0,,0.9,80.10000000000001
2018-03-24,67,90.0,,0.9,60.300000000000004
2018-03-25,56,90.0,,0.9,50.4
2018-03-26,87,90.0,,0.9,78.3
2018-03-27,83,90.0,,0.9,74.7
2018-03-28,90,90.0,,0.9,81.0
2018-03-29,86,90.0,,0.9,77.4
2018-03-30,74,90.0,,0.9,66.60000000000001
2018-03-31,60,90.0,,0.9,54.0
2018-04-01,60,87.0,False,0.87,52.2
2018-04-02,90,87.0,,0.87,78.3
2018-04-03,90,87.0,,0.87,78.3
2018-04-04,90,87.0,,0.87,78.3
2018-04-05,100,87.0,,0.87,87.0
2018-04-06,84,87.0,,0.87,73.08
2018-04-07,70,87.0,,0.87,60.9
2018-04-08,59,87.0,,0.87,51.33
2018-04-09,90,87.0,,0.87,78.3
2018-04-10,100,87.0,,0.87,87.0
2018-04-11,95,87.0,,0.87,82.65
2018-04-12,93,87.0,,0.87,80.91
2018-04-13,93,87.0,,0.87,80.91
2018-04-14,70,87.0,,0.87,60.9
2018-04-15,60,87.0,,0.87,52.2
2018-04-16,87,87.0,,0.87,75.69
2018-04-17,99,87.0,,0.87,86.13
2018-04-18,91,87.0,,0.87,79.17
2018-04-19,93,87.0,,0.87,80.91
2018-04-20,88,87.0,,0.87,76.56
2018-04-21,71,87.0,,0.87,61.77
2018-04-22,64,87.0,,0.87,55.68
2018-04-23,97,87.0,,0.87,84.39
2018-04-24,96,87.0,,0.87,83.52
2018-04-25,98,87.0,,0.87,85.26
2018-04-26,93,87.0,,0.87,80.91
2018-04-27,86,87.0,,0.87,74.82
2018-04-28,70,87.0,,0.87,60.9
2018-04-29,74,87.0,,0.87,64.38
2018-04-30,93,87.0,,0.87,80.91
2018-05-01,77,87.0,False,0.87,66.99
2018-05-02,74,87.0,,0.87,64.38
2018-05-03,72,87.0,,0.87,62.64
2018-05-04,72,87.0,,0.87,62.64
2018-05-05,55,87.0,,0.87,47.85
2018-05-06,50,87.0,,0.87,43.5
2018-05-07,69,87.0,,0.87,60.03
2018-05-08,100,87.0,,0.87,87.0
2018-05-09,77,87.0,,0.87,66.99
2018-05-10,73,87.0,,0.87,63.51
2018-05-11,64,87.0,,0.87,55.68
2018-05-12,56,87.0,,0.87,48.72
2018-05-13,50,87.0,,0.87,43.5
2018-05-14,74,87.0,,0.87,64.38
2018-05-15,73,87.0,,0.87,63.51
2018-05-16,71,87.0,,0.87,61.77
2018-05-17,67,87.0,,0.87,58.29
2018-05-18,64,87.0,,0.87,55.68
2018-05-19,53,87.0,,0.87,46.11
2018-05-20,50,87.0,,0.87,43.5
2018-05-21,69,87.0,,0.87,60.03
2018-05-22,70,87.0,,0.87,60.9
2018-05-23,70,87.0,,0.87,60.9
2018-05-24,69,87.0,,0.87,60.03
2018-05-25,63,87.0,,0.87,54.81
2018-05-26,53,87.0,,0.87,46.11
2018-05-27,48,87.0,,0.87,41.76
2018-05-28,52,87.0,,0.87,45.24
2018-05-29,64,87.0,,0.87,55.68
2018-05-30,69,87.0,,0.87,60.03
2018-05-31,71,87.0,,0.87,61.77
2018-06-01,83,82.0,False,0.82,68.06
2018-06-02,68,82.0,,0.82,55.76
2018-06-03,67,82.0,,0.82,54.94
2018-06-04,88,82.0,,0.82,72.16
2018-06-05,94,82.0,,0.82,77.08
2018-06-06,95,82.0,,0.82,77.89999999999999
2018-06-07,90,82.0,,0.82,73.8
2018-06-08,80,82.0,,0.82,65.6
2018-06-09,77,82.0,,0.82,63.13999999999999
2018-06-10,59,82.0,,0.82,48.379999999999995
2018-06-11,94,82.0,,0.82,77.08
2018-06-12,95,82.0,,0.82,77.89999999999999
2018-06-13,91,82.0,,0.82,74.61999999999999
2018-06-14,100,82.0,,0.82,82.0
2018-06-15,94,82.0,,0.82,77.08
2018-06-16,68,82.0,,0.82,55.76
2018-06-17,58,82.0,,0.82,47.559999999999995
2018-06-18,90,82.0,,0.82,73.8
2018-06-19,94,82.0,,0.82,77.08
2018-06-20,89,82.0,,0.82,72.97999999999999
2018-06-21,91,82.0,,0.82,74.61999999999999
2018-06-22,85,82.0,,0.82,69.7
2018-06-23,65,82.0,,0.82,53.3
2018-06-24,66,82.0,,0.82,54.12
2018-06-25,96,82.0,,0.82,78.72
2018-06-26,92,82.0,,0.82,75.44
2018-06-27,90,82.0,,0.82,73.8
2018-06-28,92,82.0,,0.82,75.44
2018-06-29,87,82.0,,0.82,71.33999999999999
2018-06-30,66,82.0,,0.82,54.12
2018-07-01,60,81.0,False,0.81,48.6
2018-07-02,81,81.0,,0.81,65.61
2018-07-03,85,81.0,,0.81,68.85000000000001
2018-07-04,56,81.0,,0.81,45.36
2018-07-05,86,81.0,,0.81,69.66000000000001
2018-07-06,83,81.0,,0.81,67.23
2018-07-07,58,81.0,,0.81,46.980000000000004
2018-07-08,61,81.0,,0.81,49.410000000000004
2018-07-09,90,81.0,,0.81,72.9
2018-07-10,94,81.0,,0.81,76.14
2018-07-11,85,81.0,,0.81,68.85000000000001
2018-07-12,97,81.0,,0.81,78.57000000000001
2018-07-13,90,81.0,,0.81,72.9
2018-07-14,61,81.0,,0.81,49.410000000000004
2018-07-15,59,81.0,,0.81,47.790000000000006
2018-07-16,91,81.0,,0.81,73.71000000000001
2018-07-17,94,81.0,,0.81,76.14
2018-07-18,84,81.0,,0.81,68.04
2018-07-19,82,81.0,,0.81,66.42
2018-07-20,83,81.0,,0.81,67.23
2018-07-21,65,81.0,,0.81,52.650000000000006
2018-07-22,59,81.0,,0.81,47.790000000000006
2018-07-23,87,81.0,,0.81,70.47
2018-07-24,90,81.0,,0.81,72.9
2018-07-25,97,81.0,,0.81,78.57000000000001
2018-07-26,96,81.0,,0.81,77.76
2018-07-27,89,81.0,,0.81,72.09
2018-07-28,62,81.0,,0.81,50.220000000000006
2018-07-29,71,81.0,,0.81,57.510000000000005
2018-07-30,100,81.0,,0.81,81.0
2018-07-31,86,81.0,,0.81,69.66000000000001
2018-08-01,92,87.0,False,0.87,80.04
2018-08-02,77,87.0,,0.87,66.99
2018-08-03,84,87.0,,0.87,73.08
2018-08-04,60,87.0,,0.87,52.2
2018-08-05,64,87.0,,0.87,55.68
2018-08-06,81,87.0,,0.87,70.47
2018-08-07,86,87.0,,0.87,74.82
2018-08-08,87,87.0,,0.87,75.69
2018-08-09,79,87.0,,0.87,68.73
2018-08-10,79,87.0,,0.87,68.73
2018-08-11,60,87.0,,0.87,52.2
2018-08-12,54,87.0,,0.87,46.98
2018-08-13,87,87.0,,0.87,75.69
2018-08-14,96,87.0,,0.87,83.52
2018-08-15,92,87.0,,0.87,80.04
2018-08-16,91,87.0,,0.87,79.17
2018-08-17,88,87.0,,0.87,76.56
2018-08-18,61,87.0,,0.87,53.07
2018-08-19,60,87.0,,0.87,52.2
2018-08-20,91,87.0,,0.87,79.17
2018-08-21,96,87.0,,0.87,83.52
2018-08-22,90,87.0,,0.87,78.3
2018-08-23,89,87.0,,0.87,77.42999999999999
2018-08-24,88,87.0,,0.87,76.56
2018-08-25,63,87.0,,0.87,54.81
2018-08-26,60,87.0,,0.87,52.2
2018-08-27,96,87.0,,0.87,83.52
2018-08-28,99,87.0,,0.87,86.13
2018-08-29,100,87.0,,0.87,87.0
2018-08-30,81,87.0,,0.87,70.47
2018-08-31,83,87.0,,0.87,72.21
2018-09-01,58,88.0,False,0.88,51.04
2018-09-02,61,88.0,,0.88,53.68
2018-09-03,69,88.0,,0.88,60.72
2018-09-04,89,88.0,,0.88,78.32000000000001
2018-09-05,89,88.0,,0.88,78.32000000000001
2018-09-06,92,88.0,,0.88,80.96
2018-09-07,83,88.0,,0.88,73.04
2018-09-08,67,88.0,,0.88,58.96
2018-09-09,68,88.0,,0.88,59.84
2018-09-10,83,88.0,,0.88,73.04
2018-09-11,92,88.0,,0.88,80.96
2018-09-12,92,88.0,,0.88,80.96
2018-09-13,97,88.0,,0.88,85.36
2018-09-14,89,88.0,,0.88,78.32000000000001
2018-09-15,62,88.0,,0.88,54.56
2018-09-16,59,88.0,,0.88,51.92
2018-09-17,93,88.0,,0.88,81.84
2018-09-18,91,88.0,,0.88,80.08
2018-09-19,95,88.0,,0.88,83.6
2018-09-20,97,88.0,,0.88,85.36
2018-09-21,95,88.0,,0.88,83.6
2018-09-22,68,88.0,,0.88,59.84
2018-09-23,59,88.0,,0.88,51.92
2018-09-24,93,88.0,,0.88,81.84
2018-09-25,100,88.0,,0.88,88.0
2018-09-26,91,88.0,,0.88,80.08
2018-09-27,82,88.0,,0.88,72.16
2018-09-28,81,88.0,,0.88,71.28
2018-09-29,69,88.0,,0.88,60.72
2018-09-30,60,88.0,,0.88,52.8
2018-10-01,92,90.0,False,0.9,82.8
2018-10-02,90,90.0,,0.9,81.0
2018-10-03,79,90.0,,0.9,71.10000000000001
2018-10-04,83,90.0,,0.9,74.7
2018-10-05,79,90.0,,0.9,71.10000000000001
2018-10-06,66,90.0,,0.9,59.4
2018-10-07,56,90.0,,0.9,50.4
2018-10-08,83,90.0,,0.9,74.7
2018-10-09,86,90.0,,0.9,77.4
2018-10-10,82,90.0,,0.9,73.8
2018-10-11,89,90.0,,0.9,80.10000000000001
2018-10-12,78,90.0,,0.9,70.2
2018-10-13,61,90.0,,0.9,54.9
2018-10-14,58,90.0,,0.9,52.2
2018-10-15,81,90.0,,0.9,72.9
2018-10-16,90,90.0,,0.9,81.0
2018-10-17,85,90.0,,0.9,76.5
2018-10-18,80,90.0,,0.9,72.0
2018-10-19,84,90.0,,0.9,75.60000000000001
2018-10-20,62,90.0,,0.9,55.800000000000004
2018-10-21,58,90.0,,0.9,52.2
2018-10-22,83,90.0,,0.9,74.7
2018-10-23,79,90.0,,0.9,71.10000000000001
2018-10-24,83,90.0,,0.9,74.7
2018-10-25,79,90.0,,0.9,71.10000000000001
2018-10-26,80,90.0,,0.9,72.0
2018-10-27,61,90.0,,0.9,54.9
2018-10-28,54,90.0,,0.9,48.6
2018-10-29,95,90.0,,0.9,85.5
2018-10-30,100,90.0,,0.9,90.0
2018-10-31,89,90.0,,0.9,80.10000000000001
2018-11-01,61,87.0,False,0.87,53.07
2018-11-02,64,87.0,,0.87,55.68
2018-11-03,48,87.0,,0.87,41.76
2018-11-04,48,87.0,,0.87,41.76
2018-11-05,67,87.0,,0.87,58.29
2018-11-06,65,87.0,,0.87,56.55
2018-11-07,95,87.0,,0.87,82.65
2018-11-08,100,87.0,,0.87,87.0
2018-11-09,75,87.0,,0.87,65.25
2018-11-10,52,87.0,,0.87,45.24
2018-11-11,50,87.0,,0.87,43.5
2018-11-12,57,87.0,,0.87,49.589999999999996
2018-11-13,62,87.0,,0.87,53.94
2018-11-14,58,87.0,,0.87,50.46
2018-11-15,59,87.0,,0.87,51.33
2018-11-16,60,87.0,,0.87,52.2
2018-11-17,46,87.0,,0.87,40.02
2018-11-18,43,87.0,,0.87,37.41
2018-11-19,62,87.0,,0.87,53.94
2018-11-20,60,87.0,,0.87,52.2
2018-11-21,48,87.0,,0.87,41.76
2018-11-22,40,87.0,,0.87,34.8
2018-11-23,51,87.0,,0.87,44.37
2018-11-24,42,87.0,,0.87,36.54
2018-11-25,40,87.0,,0.87,34.8
2018-11-26,64,87.0,,0.87,55.68
2018-11-27,61,87.0,,0.87,53.07
2018-11-28,56,87.0,,0.87,48.72
2018-11-29,63,87.0,,0.87,54.81
2018-11-30,57,87.0,,0.87,49.589999999999996
2018-12-01,70,80.0,False,0.8,56.0
2018-12-02,67,80.0,,0.8,53.6
2018-12-03,89,80.0,,0.8,71.2
2018-12-04,93,80.0,,0.8,74.4
2018-12-05,95,80.0,,0.8,76.0
2018-12-06,91,80.0,,0.8,72.8
2018-12-07,100,80.0,,0.8,80.0
2018-12-08,70,80.0,,0.8,56.0
2018-12-09,75,80.0,,0.8,60.0
2018-12-10,91,80.0,,0.8,72.8
2018-12-11,90,80.0,,0.8,72.0
2018-12-12,94,80.0,,0.8,75.2
2018-12-13,98,80.0,,0.8,78.4
2018-12-14,86,80.0,,0.8,68.8
2018-12-15,63,80.0,,0.8,50.400000000000006
2018-12-16,66,80.0,,0.8,52.800000000000004
2018-12-17,88,80.0,,0.8,70.4
2018-12-18,83,80.0,,0.8,66.4
2018-12-19,91,80.0,,0.8,72.8
2018-12-20,91,80.0,,0.8,72.8
2018-12-21,88,80.0,,0.8,70.4
2018-12-22,61,80.0,,0.8,48.800000000000004
2018-12-23,58,80.0,,0.8,46.400000000000006
2018-12-24,57,80.0,,0.8,45.6
2018-12-25,51,80.0,,0.8,40.800000000000004
2018-12-26,79,80.0,,0.8,63.2
2018-12-27,82,80.0,,0.8,65.60000000000001
2018-12-28,82,80.0,,0.8,65.60000000000001
2018-12-29,64,80.0,,0.8,51.2
2018-12-30,75,80.0,,0.8,60.0
2018-12-31,77,80.0,,0.8,61.6
2019-01-01,51,88.0,False,0.88,44.88
2019-01-02,73,88.0,,0.88,64.24
2019-01-03,78,88.0,,0.88,68.64
2019-01-04,83,88.0,,0.88,73.04
2019-01-05,53,88.0,,0.88,46.64
2019-01-06,58,88.0,,0.88,51.04
2019-01-07,82,88.0,,0.88,72.16
2019-01-08,76,88.0,,0.88,66.88
2019-01-09,83,88.0,,0.88,73.04
2019-01-10,82,88.0,,0.88,72.16
2019-01-11,77,88.0,,0.88,67.76
2019-01-12,61,88.0,,0.88,53.68
2019-01-13,54,88.0,,0.88,47.52
2019-01-14,79,88.0,,0.88,69.52
2019-01-15,100,88.0,,0.88,88.0
2019-01-16,94,88.0,,0.88,82.72
2019-01-17,83,88.0,,0.88,73.04
2019-01-18,80,88.0,,0.88,70.4
2019-01-19,55,88.0,,0.88,48.4
2019-01-20,58,88.0,,0.88,51.04
2019-01-21,69,88.0,,0.88,60.72
2019-01-22,83,88.0,,0.88,73.04
2019-01-23,82,88.0,,0.88,72.16
2019-01-24,81,88.0,,0.88,71.28
2019-01-25,76,88.0,,0.88,66.88
2019-01-26,63,88.0,,0.88,55.44
2019-01-27,53,88.0,,0.88,46.64
2019-01-28,82,88.0,,0.88,72.16
2019-01-29,92,88.0,,0.88,80.96
2019-01-30,85,88.0,,0.88,74.8
2019-01-31,81,88.0,,0.88,71.28
2019-02-01,77,94.0,False,0.94,72.38
2019-02-02,56,94.0,,0.94,52.64
2019-02-03,46,94.0,,0.94,43.239999999999995
2019-02-04,65,94.0,,0.94,61.099999999999994
2019-02-05,82,94.0,,0.94,77.08
2019-02-06,84,94.0,,0.94,78.96
2019-02-07,77,94.0,,0.94,72.38
2019-02-08,100,94.0,,0.94,94.0
2019-02-09,75,94.0,,0.94,70.5
2019-02-10,60,94.0,,0.94,56.4
2019-02-11,73,94.0,,0.94,68.61999999999999
2019-02-12,81,94.0,,0.94,76.14
2019-02-13,80,94.0,,0.94,75.19999999999999
2019-02-14,81,94.0,,0.94,76.14
2019-02-15,72,94.0,,0.94,67.67999999999999
2019-02-16,50,94.0,,0.94,47.0
2019-02-17,52,94.0,,0.94,48.879999999999995
2019-02-18,66,94.0,,0.94,62.04
2019-02-19,76,94.0,,0.94,71.44
2019-02-20,71,94.0,,0.94,66.74
2019-02-21,78,94.0,,0.94,73.32
2019-02-22,69,94.0,,0.94,64.86
2019-02-23,52,94.0,,0.94,48.879999999999995
2019-02-24,48,94.0,,0.94,45.12
2019-02-25,70,94.0,,0.94,65.8
2019-02-26,76,94.0,,0.94,71.44
2019-02-27,75,94.0,,0.94,70.5
2019-02-28,70,94.0,,0.94,65.8
2019-03-01,72,93.0,False,0.93,66.96000000000001
2019-03-02,59,93.0,,0.93,54.870000000000005
2019-03-03,51,93.0,,0.93,47.43
2019-03-04,86,93.0,,0.93,79.98
2019-03-05,83,93.0,,0.93,77.19
2019-03-06,82,93.0,,0.93,76.26
2019-03-07,78,93.0,,0.93,72.54
2019-03-08,77,93.0,,0.93,71.61
2019-03-09,59,93.0,,0.93,54.870000000000005
2019-03-10,57,93.0,,0.93,53.010000000000005
2019-03-11,81,93.0,,0.93,75.33
2019-03-12,83,93.0,,0.93,77.19
2019-03-13,79,93.0,,0.93,73.47
2019-03-14,88,93.0,,0.93,81.84
2019-03-15,81,93.0,,0.93,75.33
2019-03-16,59,93.0,,0.93,54.870000000000005
2019-03-17,51,93.0,,0.93,47.43
2019-03-18,77,93.0,,0.93,71.61
2019-03-19,83,93.0,,0.93,77.19
2019-03-20,83,93.0,,0.93,77.19
2019-03-21,83,93.0,,0.93,77.19
2019-03-22,86,93.0,,0.93,79.98
2019-03-23,70,93.0,,0.93,65.10000000000001
2019-03-24,73,93.0,,0.93,67.89
2019-03-25,100,93.0,,0.93,93.0
2019-03-26,90,93.0,,0.93,83.7
2019-03-27,91,93.0,,0.93,84.63000000000001
2019-03-28,87,93.0,,0.93,80.91000000000001
2019-03-29,86,93.0,,0.93,79.98
2019-03-30,63,93.0,,0.93,58.59
2019-03-31,57,93.0,,0.93,53.010000000000005
2019-04-01,79,96.0,False,0.96,75.84
2019-04-02,83,96.0,,0.96,79.67999999999999
2019-04-03,79,96.0,,0.96,75.84
2019-04-04,76,96.0,,0.96,72.96
2019-04-05,75,96.0,,0.96,72.0
2019-04-06,57,96.0,,0.96,54.72
2019-04-07,52,96.0,,0.96,49.92
2019-04-08,78,96.0,,0.96,74.88
2019-04-09,91,96.0,,0.96,87.36
2019-04-10,91,96.0,,0.96,87.36
2019-04-11,78,96.0,,0.96,74.88
2019-04-12,77,96.0,,0.96,73.92
2019-04-13,61,96.0,,0.96,58.559999999999995
2019-04-14,51,96.0,,0.96,48.96
2019-04-15,79,96.0,,0.96,75.84
2019-04-16,78,96.0,,0.96,74.88
2019-04-17,80,96.0,,0.96,76.8
2019-04-18,100,96.0,,0.96,96.0
2019-04-19,70,96.0,,0.96,67.2
2019-04-20,56,96.0,,0.96,53.76
2019-04-21,48,96.0,,0.96,46.08
2019-04-22,78,96.0,,0.96,74.88
2019-04-23,78,96.0,,0.96,74.88
2019-04-24,83,96.0,,0.96,79.67999999999999
2019-04-25,75,96.0,,0.96,72.0
2019-04-26,69,96.0,,0.96,66.24
2019-04-27,61,96.0,,0.96,58.559999999999995
2019-04-28,62,96.0,,0.96,59.519999999999996
2019-04-29,77,96.0,,0.96,73.92
2019-04-30,82,96.0,,0.96,78.72
2019-05-01,100,92.0,False,0.92,92.0
2019-05-02,87,92.0,,0.92,80.04
2019-05-03,71,92.0,,0.92,65.32000000000001
2019-05-04,53,92.0,,0.92,48.760000000000005
2019-05-05,49,92.0,,0.92,45.080000000000005
2019-05-06,69,92.0,,0.92,63.480000000000004
2019-05-07,70,92.0,,0.92,64.4
2019-05-08,84,92.0,,0.92,77.28
2019-05-09,69,92.0,,0.92,63.480000000000004
2019-05-10,64,92.0,,0.92,58.88
2019-05-11,49,92.0,,0.92,45.080000000000005
2019-05-12,46,92.0,,0.92,42.32
2019-05-13,67,92.0,,0.92,61.64
2019-05-14,69,92.0,,0.92,63.480000000000004
2019-05-15,69,92.0,,0.92,63.480000000000004
2019-05-16,65,92.0,,0.92,59.800000000000004
2019-05-17,68,92.0,,0.92,62.56
2019-05-18,53,92.0,,0.92,48.760000000000005
2019-05-19,42,92.0,,0.92,38.64
2019-05-20,63,92.0,,0.92,57.96
2019-05-21,71,92.0,,0.92,65.32000000000001
2019-05-22,68,92.0,,0.92,62.56
2019-05-23,64,92.0,,0.92,58.88
2019-05-24,71,92.0,,0.92,65.32000000000001
2019-05-25,53,92.0,,0.92,48.760000000000005
2019-05-26,42,92.0,,0.92,38.64
2019-05-27,51,92.0,,0.92,46.92
2019-05-28,65,92.0,,0.92,59.800000000000004
2019-05-29,70,92.0,,0.92,64.4
2019-05-30,69,92.0,,0.92,63.480000000000004
2019-05-31,65,92.0,,0.92,59.800000000000004
2019-06-01,69,82.0,False,0.82,56.58
2019-06-02,63,82.0,,0.82,51.66
2019-06-03,85,82.0,,0.82,69.7
2019-06-04,92,82.0,,0.82,75.44
2019-06-05,92,82.0,,0.82,75.44
2019-06-06,99,82.0,,0.82,81.17999999999999
2019-06-07,89,82.0,,0.82,72.97999999999999
2019-06-08,66,82.0,,0.82,54.12
2019-06-09,58,82.0,,0.82,47.559999999999995
2019-06-10,91,82.0,,0.82,74.61999999999999
2019-06-11,100,82.0,,0.82,82.0
2019-06-12,100,82.0,,0.82,82.0
2019-06-13,98,82.0,,0.82,80.36
2019-06-14,85,82.0,,0.82,69.7
2019-06-15,61,82.0,,0.82,50.019999999999996
2019-06-16,63,82.0,,0.82,51.66
2019-06-17,86,82.0,,0.82,70.52
2019-06-18,97,82.0,,0.82,79.53999999999999
2019-06-19,94,82.0,,0.82,77.08
2019-06-20,85,82.0,,0.82,69.7
2019-06-21,88,82.0,,0.82,72.16
2019-06-22,68,82.0,,0.82,55.76
2019-06-23,61,82.0,,0.82,50.019999999999996
2019-06-24,94,82.0,,0.82,77.08
2019-06-25,96,82.0,,0.82,78.72
2019-06-26,94,82.0,,0.82,77.08
2019-06-27,89,82.0,,0.82,72.97999999999999
2019-06-28,85,82.0,,0.82,69.7
2019-06-29,63,82.0,,0.82,51.66
2019-06-30,57,82.0,,0.82,46.739999999999995
2019-07-01,85,82.0,False,0.82,69.7
2019-07-02,91,82.0,,0.82,74.61999999999999
2019-07-03,87,82.0,,0.82,71.33999999999999
2019-07-04,59,82.0,,0.82,48.379999999999995
2019-07-05,81,82.0,,0.82,66.42
2019-07-06,54,82.0,,0.82,44.279999999999994
2019-07-07,52,82.0,,0.82,42.64
2019-07-08,94,82.0,,0.82,77.08
2019-07-09,99,82.0,,0.82,81.17999999999999
2019-07-10,80,82.0,,0.82,65.6
2019-07-11,94,82.0,,0.82,77.08
2019-07-12,85,82.0,,0.82,69.7
2019-07-13,62,82.0,,0.82,50.839999999999996
2019-07-14,64,82.0,,0.82,52.48
2019-07-15,95,82.0,,0.82,77.89999999999999
2019-07-16,99,82.0,,0.82,81.17999999999999
2019-07-17,88,82.0,,0.82,72.16
2019-07-18,89,82.0,,0.82,72.97999999999999
2019-07-19,90,82.0,,0.82,73.8
2019-07-20,59,82.0,,0.82,48.379999999999995
2019-07-21,59,82.0,,0.82,48.379999999999995
2019-07-22,86,82.0,,0.82,70.52
2019-07-23,79,82.0,,0.82,64.78
2019-07-24,100,82.0,,0.82,82.0
2019-07-25,93,82.0,,0.82,76.25999999999999
2019-07-26,79,82.0,,0.82,64.78
2019-07-27,69,82.0,,0.82,56.58
2019-07-28,65,82.0,,0.82,53.3
2019-07-29,99,82.0,,0.82,81.17999999999999
2019-07-30,89,82.0,,0.82,72.97999999999999
2019-07-31,92,82.0,,0.82,75.44
2019-08-01,80,89.0,False,0.89,71.2
2019-08-02,83,89.0,,0.89,73.87
2019-08-03,62,89.0,,0.89,55.18
2019-08-04,49,89.0,,0.89,43.61
2019-08-05,81,89.0,,0.89,72.09
2019-08-06,81,89.0,,0.89,72.09
2019-08-07,87,89.0,,0.89,77.43
2019-08-08,82,89.0,,0.89,72.98
2019-08-09,80,89.0,,0.89,71.2
2019-08-10,63,89.0,,0.89,56.07
2019-08-11,63,89.0,,0.89,56.07
2019-08-12,100,89.0,,0.89,89.0
2019-08-13,96,89.0,,0.89,85.44
2019-08-14,91,89.0,,0.89,80.99
2019-08-15,89,89.0,,0.89,79.21000000000001
2019-08-16,81,89.0,,0.89,72.09
2019-08-17,61,89.0,,0.89,54.29
2019-08-18,60,89.0,,0.89,53.4
2019-08-19,83,89.0,,0.89,73.87
2019-08-20,92,89.0,,0.89,81.88
2019-08-21,84,89.0,,0.89,74.76
2019-08-22,83,89.0,,0.89,73.87
2019-08-23,89,89.0,,0.89,79.21000000000001
2019-08-24,61,89.0,,0.89,54.29
2019-08-25,65,89.0,,0.89,57.85
2019-08-26,86,89.0,,0.89,76.54
2019-08-27,88,89.0,,0.89,78.32000000000001
2019-08-28,91,89.0,,0.89,80.99
2019-08-29,85,89.0,,0.89,75.65
2019-08-30,75,89.0,,0.89,66.75
2019-08-31,56,89.0,,0.89,49.84
2019-09-01,54,89.0,False,0.89,48.06
