date,BK_unscaled,BK_monthly,isPartial,scale,BK
2019-08-27,84,95.0,,0.95,79.8
2019-08-28,84,95.0,,0.95,79.8
2019-08-29,81,95.0,,0.95,76.95
2019-08-30,86,95.0,,0.95,81.7
2019-08-31,82,95.0,,0.95,77.89999999999999
2019-09-01,80,79.0,False,0.79,63.2
2019-09-02,80,79.0,,0.79,63.2
2019-09-03,67,79.0,,0.79,52.93
2019-09-04,86,79.0,,0.79,67.94
2019-09-05,93,79.0,,0.79,73.47
2019-09-06,87,79.0,,0.79,68.73
2019-09-07,87,79.0,,0.79,68.73
2019-09-08,79,79.0,,0.79,62.410000000000004
2019-09-09,84,79.0,,0.79,66.36
2019-09-10,84,79.0,,0.79,66.36
2019-09-11,71,79.0,,0.79,56.09
2019-09-12,84,79.0,,0.79,66.36
2019-09-13,72,79.0,,0.79,56.88
2019-09-14,85,79.0,,0.79,67.15
2019-09-15,73,79.0,,0.79,57.67
2019-09-16,78,79.0,,0.79,61.620000000000005
2019-09-17,73,79.0,,0.79,57.67
2019-09-18,79,79.0,,0.79,62.410000000000004
2019-09-19,73,79.0,,0.79,57.67
2019-09-20,79,79.0,,0.79,62.410000000000004
2019-09-21,88,79.0,,0.79,69.52000000000001
2019-09-22,79,79.0,,0.79,62.410000000000004
2019-09-23,78,79.0,,0.79,61.620000000000005
2019-09-24,79,79.0,,0.79,62.410000000000004
2019-09-25,98,79.0,,0.79,77.42
2019-09-26,77,79.0,,0.79,60.830000000000005
2019-09-27,100,79.0,,0.79,79.0
2019-09-28,88,79.0,,0.79,69.52000000000001
2019-09-29,81,79.0,,0.79,63.99
2019-09-30,77,79.0,,0.79,60.830000000000005
2019-10-01,91,81.0,False,0.81,73.71000000000001
2019-10-02,90,81.0,,0.81,72.9
2019-10-03,87,81.0,,0.81,70.47
2019-10-04,96,81.0,,0.81,77.76
2019-10-05,90,81.0,,0.81,72.9
2019-10-06,88,81.0,,0.81,71.28
2019-10-07,90,81.0,,0.81,72.9
2019-10-08,89,81.0,,0.81,72.09
2019-10-09,87,81.0,,0.81,70.47
2019-10-10,86,81.0,,0.81,69.66000000000001
2019-10-11,87,81.0,,0.81,70.47
2019-10-12,90,81.0,,0.81,72.9
2019-10-13,79,81.0,,0.81,63.99
2019-10-14,72,81.0,,0.81,58.32000000000001
2019-10-15,81,81.0,,0.81,65.61
2019-10-16,84,81.0,,0.81,68.04
2019-10-17,88,81.0,,0.81,71.28
2019-10-18,87,81.0,,0.81,70.47
2019-10-19,95,81.0,,0.81,76.95
2019-10-20,78,81.0,,0.81,63.18000000000001
2019-10-21,90,81.0,,0.81,72.9
2019-10-22,94,81.0,,0.81,76.14
2019-10-23,100,81.0,,0.81,81.0
2019-10-24,98,81.0,,0.81,79.38000000000001
2019-10-25,92,81.0,,0.81,74.52000000000001
2019-10-26,93,81.0,,0.81,75.33
2019-10-27,72,81.0,,0.81,58.32000000000001
2019-10-28,87,81.0,,0.81,70.47
2019-10-29,82,81.0,,0.81,66.42
2019-10-30,84,81.0,,0.81,68.04
2019-10-31,80,81.0,,0.81,64.80000000000001
2019-11-01,83,83.0,False,0.83,68.89
2019-11-02,84,83.0,,0.83,69.72
2019-11-03,85,83.0,,0.83,70.55
2019-11-04,85,83.0,,0.83,70.55
2019-11-05,80,83.0,,0.83,66.39999999999999
2019-11-06,87,83.0,,0.83,72.21
2019-11-07,84,83.0,,0.83,69.72
2019-11-08,76,83.0,,0.83,63.08
2019-11-09,69,83.0,,0.83,57.269999999999996
2019-11-10,76,83.0,,0.83,63.08
2019-11-11,72,83.0,,0.83,59.76
2019-11-12,72,83.0,,0.83,59.76
2019-11-13,79,83.0,,0.83,65.57
2019-11-14,80,83.0,,0.83,66.39999999999999
2019-11-15,81,83.0,,0.83,67.22999999999999
2019-11-16,88,83.0,,0.83,73.03999999999999
2019-11-17,86,83.0,,0.83,71.38
2019-11-18,68,83.0,,0.83,56.44
2019-11-19,80,83.0,,0.83,66.39999999999999
2019-11-20,87,83.0,,0.83,72.21
2019-11-21,85,83.0,,0.83,70.55
2019-11-22,81,83.0,,0.83,67.22999999999999
2019-11-23,79,83.0,,0.83,65.57
2019-11-24,68,83.0,,0.83,56.44
2019-11-25,78,83.0,,0.83,64.74
2019-11-26,82,83.0,,0.83,68.06
2019-11-27,100,83.0,,0.83,83.0
2019-11-28,61,83.0,,0.83,50.629999999999995
2019-11-29,79,83.0,,0.83,65.57
2019-11-30,77,83.0,,0.83,63.91
2019-12-01,63,100.0,False,1.0,63.0
2019-12-02,60,100.0,,1.0,60.0
2019-12-03,70,100.0,,1.0,70.0
2019-12-04,64,100.0,,1.0,64.0
2019-12-05,72,100.0,,1.0,72.0
2019-12-06,74,100.0,,1.0,74.0
2019-12-07,75,100.0,,1.0,75.0
2019-12-08,66,100.0,,1.0,66.0
2019-12-09,64,100.0,,1.0,64.0
2019-12-10,66,100.0,,1.0,66.0
2019-12-11,85,100.0,,1.0,85.0
2019-12-12,67,100.0,,1.0,67.0
2019-12-13,79,100.0,,1.0,79.0
2019-12-14,77,100.0,,1.0,77.0
2019-12-15,71,100.0,,1.0,71.0
2019-12-16,64,100.0,,1.0,64.0
2019-12-17,63,100.0,,1.0,63.0
2019-12-18,68,100.0,,1.0,68.0
2019-12-19,70,100.0,,1.0,70.0
2019-12-20,82,100.0,,1.0,82.0
2019-12-21,100,100.0,,1.0,100.0
2019-12-22,73,100.0,,1.0,73.0
2019-12-23,76,100.0,,1.0,76.0
2019-12-24,82,100.0,,1.0,82.0
2019-12-25,51,100.0,,1.0,51.0
2019-12-26,70,100.0,,1.0,70.0
2019-12-27,74,100.0,,1.0,74.0
2019-12-28,66,100.0,,1.0,66.0
2019-12-29,55,100.0,,1.0,55.0
2019-12-30,73,100.0,,1.0,73.0
2019-12-31,80,100.0,,1.0,80.0
2020-01-01,78,95.0,False,0.95,74.1
2020-01-02,98,95.0,,0.95,93.1
2020-01-03,96,95.0,,0.95,91.19999999999999
2020-01-04,90,95.0,,0.95,85.5
2020-01-05,99,95.0,,0.95,94.05
2020-01-06,82,95.0,,0.95,77.89999999999999
2020-01-07,100,95.0,,0.95,95.0
2020-01-08,86,95.0,,0.95,81.7
2020-01-09,89,95.0,,0.95,84.55
2020-01-10,98,95.0,,0.95,93.1
2020-01-11,89,95.0,,0.95,84.55
2020-01-12,90,95.0,,0.95,85.5
2020-01-13,90,95.0,,0.95,85.5
2020-01-14,86,95.0,,0.95,81.7
2020-01-15,82,95.0,,0.95,77.89999999999999
2020-01-16,99,95.0,,0.95,94.05
2020-01-17,95,95.0,,0.95,90.25
2020-01-18,95,95.0,,0.95,90.25
2020-01-19,71,95.0,,0.95,67.45
2020-01-20,76,95.0,,0.95,72.2
2020-01-21,91,95.0,,0.95,86.45
2020-01-22,80,95.0,,0.95,76.0
2020-01-23,78,95.0,,0.95,74.1
2020-01-24,92,95.0,,0.95,87.39999999999999
2020-01-25,84,95.0,,0.95,79.8
2020-01-26,81,95.0,,0.95,76.95
2020-01-27,77,95.0,,0.95,73.14999999999999
2020-01-28,81,95.0,,0.95,76.95
2020-01-29,81,95.0,,0.95,76.95
2020-01-30,96,95.0,,0.95,91.19999999999999
2020-01-31,90,95.0,,0.95,85.5
2020-02-01,88,85.0,False,0.85,74.8
2020-02-02,85,85.0,,0.85,72.25
2020-02-03,86,85.0,,0.85,73.1
2020-02-04,86,85.0,,0.85,73.1
2020-02-05,91,85.0,,0.85,77.35
2020-02-06,80,85.0,,0.85,68.0
2020-02-07,87,85.0,,0.85,73.95
2020-02-08,89,85.0,,0.85,75.64999999999999
2020-02-09,72,85.0,,0.85,61.199999999999996
2020-02-10,79,85.0,,0.85,67.14999999999999
2020-02-11,93,85.0,,0.85,79.05
2020-02-12,80,85.0,,0.85,68.0
2020-02-13,97,85.0,,0.85,82.45
2020-02-14,87,85.0,,0.85,73.95
2020-02-15,82,85.0,,0.85,69.7
2020-02-16,76,85.0,,0.85,64.6
2020-02-17,99,85.0,,0.85,84.14999999999999
2020-02-18,91,85.0,,0.85,77.35
2020-02-19,91,85.0,,0.85,77.35
2020-02-20,92,85.0,,0.85,78.2
2020-02-21,98,85.0,,0.85,83.3
2020-02-22,85,85.0,,0.85,72.25
2020-02-23,94,85.0,,0.85,79.89999999999999
2020-02-24,82,85.0,,0.85,69.7
2020-02-25,100,85.0,,0.85,85.0
2020-02-26,87,85.0,,0.85,73.95
2020-02-27,87,85.0,,0.85,73.95
2020-02-28,96,85.0,,0.85,81.6
2020-02-29,95,85.0,,0.85,80.75
2020-03-01,99,76.0,False,0.76,75.24
2020-03-02,78,76.0,,0.76,59.28
2020-03-03,99,76.0,,0.76,75.24
2020-03-04,86,76.0,,0.76,65.36
2020-03-05,91,76.0,,0.76,69.16
2020-03-06,88,76.0,,0.76,66.88
2020-03-07,88,76.0,,0.76,66.88
2020-03-08,85,76.0,,0.76,64.6
2020-03-09,100,76.0,,0.76,76.0
2020-03-10,81,76.0,,0.76,61.56
2020-03-11,84,76.0,,0.76,63.84
2020-03-12,89,76.0,,0.76,67.64
2020-03-13,84,76.0,,0.76,63.84
2020-03-14,86,76.0,,0.76,65.36
2020-03-15,76,76.0,,0.76,57.76
2020-03-16,71,76.0,,0.76,53.96
2020-03-17,85,76.0,,0.76,64.6
2020-03-18,75,76.0,,0.76,57.0
2020-03-19,82,76.0,,0.76,62.32
2020-03-20,91,76.0,,0.76,69.16
2020-03-21,88,76.0,,0.76,66.88
2020-03-22,64,76.0,,0.76,48.64
2020-03-23,76,76.0,,0.76,57.76
2020-03-24,94,76.0,,0.76,71.44
2020-03-25,88,76.0,,0.76,66.88
2020-03-26,82,76.0,,0.76,62.32
2020-03-27,90,76.0,,0.76,68.4
2020-03-28,77,76.0,,0.76,58.52
2020-03-29,73,76.0,,0.76,55.480000000000004
2020-03-30,79,76.0,,0.76,60.04
2020-03-31,79,76.0,,0.76,60.04
2020-04-01,74,76.0,False,0.76,56.24
2020-04-02,88,76.0,,0.76,66.88
2020-04-03,82,76.0,,0.76,62.32
2020-04-04,85,76.0,,0.76,64.6
2020-04-05,80,76.0,,0.76,60.8
2020-04-06,74,76.0,,0.76,56.24
2020-04-07,84,76.0,,0.76,63.84
2020-04-08,81,76.0,,0.76,61.56
2020-04-09,81,76.0,,0.76,61.56
2020-04-10,80,76.0,,0.76,60.8
2020-04-11,83,76.0,,0.76,63.08
2020-04-12,75,76.0,,0.76,57.0
2020-04-13,100,76.0,,0.76,76.0
2020-04-14,96,76.0,,0.76,72.96000000000001
2020-04-15,93,76.0,,0.76,70.68
2020-04-16,100,76.0,,0.76,76.0
2020-04-17,95,76.0,,0.76,72.2
2020-04-18,89,76.0,,0.76,67.64
2020-04-19,78,76.0,,0.76,59.28
2020-04-20,85,76.0,,0.76,64.6
2020-04-21,94,76.0,,0.76,71.44
2020-04-22,88,76.0,,0.76,66.88
2020-04-23,88,76.0,,0.76,66.88
2020-04-24,78,76.0,,0.76,59.28
2020-04-25,70,76.0,,0.76,53.2
2020-04-26,81,76.0,,0.76,61.56
2020-04-27,92,76.0,,0.76,69.92
2020-04-28,93,76.0,,0.76,70.68
2020-04-29,86,76.0,,0.76,65.36
2020-04-30,81,76.0,,0.76,61.56
2020-05-01,97,82.0,False,0.82,79.53999999999999
2020-05-02,91,82.0,,0.82,74.61999999999999
2020-05-03,83,82.0,,0.82,68.06
2020-05-04,72,82.0,,0.82,59.04
2020-05-05,94,82.0,,0.82,77.08
2020-05-06,69,82.0,,0.82,56.58
2020-05-07,77,82.0,,0.82,63.13999999999999
2020-05-08,74,82.0,,0.82,60.68
2020-05-09,82,82.0,,0.82,67.24
2020-05-10,76,82.0,,0.82,62.31999999999999
2020-05-11,70,82.0,,0.82,57.4
2020-05-12,77,82.0,,0.82,63.13999999999999
2020-05-13,72,82.0,,0.82,59.04
2020-05-14,72,82.0,,0.82,59.04
2020-05-15,81,82.0,,0.82,66.42
2020-05-16,83,82.0,,0.82,68.06
2020-05-17,74,82.0,,0.82,60.68
2020-05-18,75,82.0,,0.82,61.49999999999999
2020-05-19,59,82.0,,0.82,48.379999999999995
2020-05-20,78,82.0,,0.82,63.959999999999994
2020-05-21,82,82.0,,0.82,67.24
2020-05-22,77,82.0,,0.82,63.13999999999999
2020-05-23,76,82.0,,0.82,62.31999999999999
2020-05-24,82,82.0,,0.82,67.24
2020-05-25,69,82.0,,0.82,56.58
2020-05-26,77,82.0,,0.82,63.13999999999999
2020-05-27,88,82.0,,0.82,72.16
2020-05-28,76,82.0,,0.82,62.31999999999999
2020-05-29,85,82.0,,0.82,69.7
2020-05-30,100,82.0,,0.82,82.0
2020-05-31,77,82.0,,0.82,63.13999999999999
2020-06-01,78,93.0,False,0.93,72.54
2020-06-02,100,93.0,,0.93,93.0
2020-06-03,76,93.0,,0.93,70.68
2020-06-04,79,93.0,,0.93,73.47
2020-06-05,87,93.0,,0.93,80.91000000000001
2020-06-06,88,93.0,,0.93,81.84
2020-06-07,75,93.0,,0.93,69.75
2020-06-08,86,93.0,,0.93,79.98
2020-06-09,81,93.0,,0.93,75.33
2020-06-10,91,93.0,,0.93,84.63000000000001
2020-06-11,87,93.0,,0.93,80.91000000000001
2020-06-12,100,93.0,,0.93,93.0
2020-06-13,91,93.0,,0.93,84.63000000000001
2020-06-14,90,93.0,,0.93,83.7
2020-06-15,89,93.0,,0.93,82.77000000000001
2020-06-16,89,93.0,,0.93,82.77000000000001
2020-06-17,93,93.0,,0.93,86.49000000000001
2020-06-18,83,93.0,,0.93,77.19
2020-06-19,87,93.0,,0.93,80.91000000000001
2020-06-20,83,93.0,,0.93,77.19
2020-06-21,78,93.0,,0.93,72.54
2020-06-22,89,93.0,,0.93,82.77000000000001
2020-06-23,87,93.0,,0.93,80.91000000000001
2020-06-24,81,93.0,,0.93,75.33
2020-06-25,94,93.0,,0.93,87.42
2020-06-26,89,93.0,,0.93,82.77000000000001
2020-06-27,89,93.0,,0.93,82.77000000000001
2020-06-28,87,93.0,,0.93,80.91000000000001
2020-06-29,94,93.0,,0.93,87.42
2020-06-30,83,93.0,,0.93,77.19
2020-07-01,87,96.0,False,0.96,83.52
2020-07-02,87,96.0,,0.96,83.52
2020-07-03,81,96.0,,0.96,77.75999999999999
2020-07-04,76,96.0,,0.96,72.96
2020-07-05,72,96.0,,0.96,69.12
2020-07-06,68,96.0,,0.96,65.28
2020-07-07,81,96.0,,0.96,77.75999999999999
2020-07-08,85,96.0,,0.96,81.6
2020-07-09,79,96.0,,0.96,75.84
2020-07-10,85,96.0,,0.96,81.6
2020-07-11,85,96.0,,0.96,81.6
2020-07-12,78,96.0,,0.96,74.88
2020-07-13,79,96.0,,0.96,75.84
2020-07-14,79,96.0,,0.96,75.84
2020-07-15,100,96.0,,0.96,96.0
2020-07-16,86,96.0,,0.96,82.56
2020-07-17,80,96.0,,0.96,76.8
2020-07-18,88,96.0,,0.96,84.47999999999999
2020-07-19,88,96.0,,0.96,84.47999999999999
2020-07-20,86,96.0,,0.96,82.56
2020-07-21,81,96.0,,0.96,77.75999999999999
2020-07-22,88,96.0,,0.96,84.47999999999999
2020-07-23,76,96.0,,0.96,72.96
2020-07-24,97,96.0,,0.96,93.11999999999999
2020-07-25,84,96.0,,0.96,80.64
2020-07-26,92,96.0,,0.96,88.32
2020-07-27,77,96.0,,0.96,73.92
2020-07-28,81,96.0,,0.96,77.75999999999999
2020-07-29,90,96.0,,0.96,86.39999999999999
2020-07-30,76,96.0,,0.96,72.96
2020-07-31,89,96.0,,0.96,85.44
2020-08-01,96,98.0,False,0.98,94.08
2020-08-02,92,98.0,,0.98,90.16
2020-08-03,100,98.0,,0.98,98.0
2020-08-04,97,98.0,,0.98,95.06
2020-08-05,96,98.0,,0.98,94.08
2020-08-06,93,98.0,,0.98,91.14
2020-08-07,91,98.0,,0.98,89.17999999999999
2020-08-08,99,98.0,,0.98,97.02
2020-08-09,93,98.0,,0.98,91.14
2020-08-10,91,98.0,,0.98,89.17999999999999
2020-08-11,84,98.0,,0.98,82.32
2020-08-12,76,98.0,,0.98,74.48
2020-08-13,96,98.0,,0.98,94.08
2020-08-14,86,98.0,,0.98,84.28
2020-08-15,94,98.0,,0.98,92.12
2020-08-16,89,98.0,,0.98,87.22
2020-08-17,85,98.0,,0.98,83.3
2020-08-18,77,98.0,,0.98,75.46
2020-08-19,88,98.0,,0.98,86.24
2020-08-20,89,98.0,,0.98,87.22
2020-08-21,89,98.0,,0.98,87.22
2020-08-22,90,98.0,,0.98,88.2
2020-08-23,90,98.0,,0.98,88.2
2020-08-24,81,98.0,,0.98,79.38
2020-08-25,84,98.0,,0.98,82.32
2020-08-26,81,98.0,,0.98,79.38
2020-08-27,84,98.0,,0.98,82.32
2020-08-28,91,98.0,,0.98,89.17999999999999
2020-08-29,82,98.0,,0.98,80.36
2020-08-30,82,98.0,,0.98,80.36
2020-08-31,93,98.0,,0.98,91.14
2020-09-01,97,87.0,False,0.87,84.39
2020-09-02,96,87.0,,0.87,83.52
2020-09-03,89,87.0,,0.87,77.42999999999999
2020-09-04,93,87.0,,0.87,80.91
2020-09-05,90,87.0,,0.87,78.3
2020-09-06,86,87.0,,0.87,74.82
2020-09-07,90,87.0,,0.87,78.3
2020-09-08,75,87.0,,0.87,65.25
2020-09-09,89,87.0,,0.87,77.42999999999999
2020-09-10,83,87.0,,0.87,72.21
2020-09-11,80,87.0,,0.87,69.6
2020-09-12,94,87.0,,0.87,81.78
2020-09-13,81,87.0,,0.87,70.47
2020-09-14,80,87.0,,0.87,69.6
2020-09-15,87,87.0,,0.87,75.69
2020-09-16,92,87.0,,0.87,80.04
2020-09-17,82,87.0,,0.87,71.34
2020-09-18,91,87.0,,0.87,79.17
2020-09-19,85,87.0,,0.87,73.95
2020-09-20,85,87.0,,0.87,73.95
2020-09-21,74,87.0,,0.87,64.38
2020-09-22,90,87.0,,0.87,78.3
2020-09-23,100,87.0,,0.87,87.0
2020-09-24,88,87.0,,0.87,76.56
2020-09-25,84,87.0,,0.87,73.08
2020-09-26,87,87.0,,0.87,75.69
2020-09-27,92,87.0,,0.87,80.04
2020-09-28,79,87.0,,0.87,68.73
2020-09-29,78,87.0,,0.87,67.86
2020-09-30,81,87.0,,0.87,70.47
2020-10-01,78,86.0,False,0.86,67.08
2020-10-02,80,86.0,,0.86,68.8
2020-10-03,89,86.0,,0.86,76.53999999999999
2020-10-04,76,86.0,,0.86,65.36
2020-10-05,72,86.0,,0.86,61.92
2020-10-06,83,86.0,,0.86,71.38
2020-10-07,77,86.0,,0.86,66.22
2020-10-08,79,86.0,,0.86,67.94
2020-10-09,98,86.0,,0.86,84.28
2020-10-10,90,86.0,,0.86,77.4
2020-10-11,89,86.0,,0.86,76.53999999999999
2020-10-12,88,86.0,,0.86,75.67999999999999
2020-10-13,77,86.0,,0.86,66.22
2020-10-14,89,86.0,,0.86,76.53999999999999
2020-10-15,89,86.0,,0.86,76.53999999999999
2020-10-16,96,86.0,,0.86,82.56
2020-10-17,97,86.0,,0.86,83.42
2020-10-18,76,86.0,,0.86,65.36
2020-10-19,91,86.0,,0.86,78.26
2020-10-20,84,86.0,,0.86,72.24
2020-10-21,79,86.0,,0.86,67.94
2020-10-22,93,86.0,,0.86,79.98
2020-10-23,95,86.0,,0.86,81.7
2020-10-24,83,86.0,,0.86,71.38
2020-10-25,91,86.0,,0.86,78.26
2020-10-26,90,86.0,,0.86,77.4
2020-10-27,87,86.0,,0.86,74.82
2020-10-28,91,86.0,,0.86,78.26
2020-10-29,87,86.0,,0.86,74.82
2020-10-30,89,86.0,,0.86,76.53999999999999
2020-10-31,100,86.0,,0.86,86.0
2020-11-01,100,73.0,False,0.73,73.0
2020-11-02,79,73.0,,0.73,57.67
2020-11-03,76,73.0,,0.73,55.48
2020-11-04,57,73.0,,0.73,41.61
2020-11-05,66,73.0,,0.73,48.18
2020-11-06,66,73.0,,0.73,48.18
2020-11-07,69,73.0,,0.73,50.37
2020-11-08,84,73.0,,0.73,61.32
2020-11-09,85,73.0,,0.73,62.05
2020-11-10,72,73.0,,0.73,52.56
2020-11-11,83,73.0,,0.73,60.589999999999996
2020-11-12,87,73.0,,0.73,63.51
2020-11-13,79,73.0,,0.73,57.67
2020-11-14,79,73.0,,0.73,57.67
2020-11-15,67,73.0,,0.73,48.91
2020-11-16,71,73.0,,0.73,51.83
2020-11-17,82,73.0,,0.73,59.86
2020-11-18,92,73.0,,0.73,67.16
2020-11-19,79,73.0,,0.73,57.67
2020-11-20,97,73.0,,0.73,70.81
2020-11-21,92,73.0,,0.73,67.16
2020-11-22,80,73.0,,0.73,58.4
2020-11-23,92,73.0,,0.73,67.16
2020-11-24,82,73.0,,0.73,59.86
2020-11-25,82,73.0,,0.73,59.86
2020-11-26,59,73.0,,0.73,43.07
2020-11-27,73,73.0,,0.73,53.29
2020-11-28,68,73.0,,0.73,49.64
2020-11-29,66,73.0,,0.73,48.18
2020-11-30,71,73.0,,0.73,51.83
2020-12-01,94,73.0,False,0.73,68.62
2020-12-02,79,73.0,,0.73,57.67
2020-12-03,89,73.0,,0.73,64.97
2020-12-04,90,73.0,,0.73,65.7
2020-12-05,86,73.0,,0.73,62.78
2020-12-06,79,73.0,,0.73,57.67
2020-12-07,92,73.0,,0.73,67.16
2020-12-08,78,73.0,,0.73,56.94
2020-12-09,100,73.0,,0.73,73.0
2020-12-10,78,73.0,,0.73,56.94
2020-12-11,85,73.0,,0.73,62.05
2020-12-12,88,73.0,,0.73,64.24
2020-12-13,78,73.0,,0.73,56.94
2020-12-14,76,73.0,,0.73,55.48
2020-12-15,85,73.0,,0.73,62.05
2020-12-16,90,73.0,,0.73,65.7
2020-12-17,76,73.0,,0.73,55.48
2020-12-18,81,73.0,,0.73,59.129999999999995
2020-12-19,94,73.0,,0.73,68.62
2020-12-20,82,73.0,,0.73,59.86
2020-12-21,88,73.0,,0.73,64.24
2020-12-22,78,73.0,,0.73,56.94
2020-12-23,90,73.0,,0.73,65.7
2020-12-24,88,73.0,,0.73,64.24
2020-12-25,75,73.0,,0.73,54.75
2020-12-26,72,73.0,,0.73,52.56
2020-12-27,93,73.0,,0.73,67.89
2020-12-28,74,73.0,,0.73,54.019999999999996
2020-12-29,78,73.0,,0.73,56.94
2020-12-30,88,73.0,,0.73,64.24
2020-12-31,94,73.0,,0.73,68.62
2021-01-01,72,78.0,False,0.78,56.160000000000004
2021-01-02,72,78.0,,0.78,56.160000000000004
2021-01-03,71,78.0,,0.78,55.38
2021-01-04,71,78.0,,0.78,55.38
2021-01-05,73,78.0,,0.78,56.940000000000005
2021-01-06,84,78.0,,0.78,65.52
2021-01-07,71,78.0,,0.78,55.38
2021-01-08,84,78.0,,0.78,65.52
2021-01-09,73,78.0,,0.78,56.940000000000005
2021-01-10,85,78.0,,0.78,66.3
2021-01-11,62,78.0,,0.78,48.36
2021-01-12,73,78.0,,0.78,56.940000000000005
2021-01-13,75,78.0,,0.78,58.5
2021-01-14,87,78.0,,0.78,67.86
2021-01-15,80,78.0,,0.78,62.400000000000006
2021-01-16,83,78.0,,0.78,64.74000000000001
2021-01-17,76,78.0,,0.78,59.28
2021-01-18,85,78.0,,0.78,66.3
2021-01-19,77,78.0,,0.78,60.06
2021-01-20,80,78.0,,0.78,62.400000000000006
2021-01-21,94,78.0,,0.78,73.32000000000001
2021-01-22,74,78.0,,0.78,57.72
2021-01-23,75,78.0,,0.78,58.5
2021-01-24,72,78.0,,0.78,56.160000000000004
2021-01-25,79,78.0,,0.78,61.620000000000005
2021-01-26,78,78.0,,0.78,60.84
2021-01-27,88,78.0,,0.78,68.64
2021-01-28,100,78.0,,0.78,78.0
2021-01-29,96,78.0,,0.78,74.88
2021-01-30,86,78.0,,0.78,67.08
2021-01-31,69,78.0,,0.78,53.82
2021-02-01,84,81.0,False,0.81,68.04
2021-02-02,84,81.0,,0.81,68.04
2021-02-03,86,81.0,,0.81,69.66000000000001
2021-02-04,91,81.0,,0.81,73.71000000000001
2021-02-05,94,81.0,,0.81,76.14
2021-02-06,98,81.0,,0.81,79.38000000000001
2021-02-07,65,81.0,,0.81,52.650000000000006
2021-02-08,69,81.0,,0.81,55.89
2021-02-09,75,81.0,,0.81,60.75000000000001
2021-02-10,96,81.0,,0.81,77.76
2021-02-11,90,81.0,,0.81,72.9
2021-02-12,84,81.0,,0.81,68.04
2021-02-13,92,81.0,,0.81,74.52000000000001
2021-02-14,79,81.0,,0.81,63.99
2021-02-15,81,81.0,,0.81,65.61
2021-02-16,90,81.0,,0.81,72.9
2021-02-17,92,81.0,,0.81,74.52000000000001
2021-02-18,78,81.0,,0.81,63.18000000000001
2021-02-19,86,81.0,,0.81,69.66000000000001
2021-02-20,88,81.0,,0.81,71.28
2021-02-21,83,81.0,,0.81,67.23
2021-02-22,81,81.0,,0.81,65.61
2021-02-23,87,81.0,,0.81,70.47
2021-02-24,89,81.0,,0.81,72.09
2021-02-25,78,81.0,,0.81,63.18000000000001
2021-02-26,100,81.0,,0.81,81.0
2021-02-27,97,81.0,,0.81,78.57000000000001
2021-02-28,97,81.0,,0.81,78.57000000000001
2021-03-01,81,84.0,False,0.84,68.03999999999999
2021-03-02,99,84.0,,0.84,83.16
2021-03-03,95,84.0,,0.84,79.8
2021-03-04,93,84.0,,0.84,78.11999999999999
2021-03-05,90,84.0,,0.84,75.6
2021-03-06,91,84.0,,0.84,76.44
2021-03-07,100,84.0,,0.84,84.0
2021-03-08,94,84.0,,0.84,78.96
2021-03-09,100,84.0,,0.84,84.0
2021-03-10,95,84.0,,0.84,79.8
2021-03-11,95,84.0,,0.84,79.8
2021-03-12,87,84.0,,0.84,73.08
2021-03-13,86,84.0,,0.84,72.24
2021-03-14,82,84.0,,0.84,68.88
2021-03-15,73,84.0,,0.84,61.32
2021-03-16,76,84.0,,0.84,63.839999999999996
2021-03-17,81,84.0,,0.84,68.03999999999999
2021-03-18,81,84.0,,0.84,68.03999999999999
2021-03-19,76,84.0,,0.84,63.839999999999996
2021-03-20,91,84.0,,0.84,76.44
2021-03-21,92,84.0,,0.84,77.28
2021-03-22,97,84.0,,0.84,81.48
2021-03-23,89,84.0,,0.84,74.75999999999999
2021-03-24,85,84.0,,0.84,71.39999999999999
2021-03-25,87,84.0,,0.84,73.08
2021-03-26,83,84.0,,0.84,69.72
2021-03-27,90,84.0,,0.84,75.6
2021-03-28,96,84.0,,0.84,80.64
2021-03-29,90,84.0,,0.84,75.6
2021-03-30,84,84.0,,0.84,70.56
2021-03-31,85,84.0,,0.84,71.39999999999999
2021-04-01,68,89.0,False,0.89,60.52
2021-04-02,70,89.0,,0.89,62.300000000000004
2021-04-03,73,89.0,,0.89,64.97
2021-04-04,78,89.0,,0.89,69.42
2021-04-05,74,89.0,,0.89,65.86
2021-04-06,70,89.0,,0.89,62.300000000000004
2021-04-07,66,89.0,,0.89,58.74
2021-04-08,69,89.0,,0.89,61.410000000000004
2021-04-09,76,89.0,,0.89,67.64
2021-04-10,76,89.0,,0.89,67.64
2021-04-11,75,89.0,,0.89,66.75
2021-04-12,68,89.0,,0.89,60.52
2021-04-13,79,89.0,,0.89,70.31
2021-04-14,74,89.0,,0.89,65.86
2021-04-15,73,89.0,,0.89,64.97
2021-04-16,96,89.0,,0.89,85.44
2021-04-17,84,89.0,,0.89,74.76
2021-04-18,100,89.0,,0.89,89.0
2021-04-19,67,89.0,,0.89,59.63
2021-04-20,73,89.0,,0.89,64.97
2021-04-21,73,89.0,,0.89,64.97
2021-04-22,90,89.0,,0.89,80.1
2021-04-23,87,89.0,,0.89,77.43
2021-04-24,64,89.0,,0.89,56.96
2021-04-25,73,89.0,,0.89,64.97
2021-04-26,71,89.0,,0.89,63.19
2021-04-27,73,89.0,,0.89,64.97
2021-04-28,69,89.0,,0.89,61.410000000000004
