date,OPEN_unscaled,OPEN_monthly,isPartial,scale,OPEN
2018-01-06,31,51.0,,0.51,15.81
2018-01-07,32,51.0,,0.51,16.32
2018-01-08,26,51.0,,0.51,13.26
2018-01-09,25,51.0,,0.51,12.75
2018-01-10,25,51.0,,0.51,12.75
2018-01-11,26,51.0,,0.51,13.26
2018-01-12,28,51.0,,0.51,14.280000000000001
2018-01-13,36,51.0,,0.51,18.36
2018-01-14,43,51.0,,0.51,21.93
2018-01-15,56,51.0,,0.51,28.560000000000002
2018-01-16,36,51.0,,0.51,18.36
2018-01-17,37,51.0,,0.51,18.87
2018-01-18,35,51.0,,0.51,17.85
2018-01-19,35,51.0,,0.51,17.85
2018-01-20,49,51.0,,0.51,24.990000000000002
2018-01-21,49,51.0,,0.51,24.990000000000002
2018-01-22,44,51.0,,0.51,22.44
2018-01-23,40,51.0,,0.51,20.4
2018-01-24,41,51.0,,0.51,20.91
2018-01-25,40,51.0,,0.51,20.4
2018-01-26,40,51.0,,0.51,20.4
2018-01-27,50,51.0,,0.51,25.5
2018-01-28,58,51.0,,0.51,29.580000000000002
2018-01-29,33,51.0,,0.51,16.830000000000002
2018-01-30,26,51.0,,0.51,13.26
2018-01-31,26,51.0,,0.51,13.26
2018-02-01,59,40.0,False,0.4,23.6
2018-02-02,61,40.0,,0.4,24.400000000000002
2018-02-03,79,40.0,,0.4,31.6
2018-02-04,83,40.0,,0.4,33.2
2018-02-05,55,40.0,,0.4,22.0
2018-02-06,54,40.0,,0.4,21.6
2018-02-07,55,40.0,,0.4,22.0
2018-02-08,52,40.0,,0.4,20.8
2018-02-09,57,40.0,,0.4,22.8
2018-02-10,66,40.0,,0.4,26.400000000000002
2018-02-11,72,40.0,,0.4,28.8
2018-02-12,61,40.0,,0.4,24.400000000000002
2018-02-13,53,40.0,,0.4,21.200000000000003
2018-02-14,56,40.0,,0.4,22.400000000000002
2018-02-15,62,40.0,,0.4,24.8
2018-02-16,63,40.0,,0.4,25.200000000000003
2018-02-17,79,40.0,,0.4,31.6
2018-02-18,90,40.0,,0.4,36.0
2018-02-19,100,40.0,,0.4,40.0
2018-02-20,56,40.0,,0.4,22.400000000000002
2018-02-21,53,40.0,,0.4,21.200000000000003
2018-02-22,55,40.0,,0.4,22.0
2018-02-23,62,40.0,,0.4,24.8
2018-02-24,73,40.0,,0.4,29.200000000000003
2018-02-25,80,40.0,,0.4,32.0
2018-02-26,58,40.0,,0.4,23.200000000000003
2018-02-27,56,40.0,,0.4,22.400000000000002
2018-02-28,54,40.0,,0.4,21.6
2018-03-01,49,43.0,False,0.43,21.07
2018-03-02,56,43.0,,0.43,24.08
2018-03-03,67,43.0,,0.43,28.81
2018-03-04,73,43.0,,0.43,31.39
2018-03-05,51,43.0,,0.43,21.93
2018-03-06,51,43.0,,0.43,21.93
2018-03-07,56,43.0,,0.43,24.08
2018-03-08,53,43.0,,0.43,22.79
2018-03-09,56,43.0,,0.43,24.08
2018-03-10,70,43.0,,0.43,30.099999999999998
2018-03-11,73,43.0,,0.43,31.39
2018-03-12,55,43.0,,0.43,23.65
2018-03-13,55,43.0,,0.43,23.65
2018-03-14,51,43.0,,0.43,21.93
2018-03-15,49,43.0,,0.43,21.07
2018-03-16,53,43.0,,0.43,22.79
2018-03-17,66,43.0,,0.43,28.38
2018-03-18,73,43.0,,0.43,31.39
2018-03-19,52,43.0,,0.43,22.36
2018-03-20,51,43.0,,0.43,21.93
2018-03-21,62,43.0,,0.43,26.66
2018-03-22,62,43.0,,0.43,26.66
2018-03-23,62,43.0,,0.43,26.66
2018-03-24,76,43.0,,0.43,32.68
2018-03-25,84,43.0,,0.43,36.12
2018-03-26,65,43.0,,0.43,27.95
2018-03-27,65,43.0,,0.43,27.95
2018-03-28,64,43.0,,0.43,27.52
2018-03-29,76,43.0,,0.43,32.68
2018-03-30,100,43.0,,0.43,43.0
2018-03-31,99,43.0,,0.43,42.57
2018-04-01,100,42.0,False,0.42,42.0
2018-04-02,33,42.0,,0.42,13.86
2018-04-03,23,42.0,,0.42,9.66
2018-04-04,23,42.0,,0.42,9.66
2018-04-05,23,42.0,,0.42,9.66
2018-04-06,23,42.0,,0.42,9.66
2018-04-07,31,42.0,,0.42,13.02
2018-04-08,33,42.0,,0.42,13.86
2018-04-09,23,42.0,,0.42,9.66
2018-04-10,21,42.0,,0.42,8.82
2018-04-11,21,42.0,,0.42,8.82
2018-04-12,21,42.0,,0.42,8.82
2018-04-13,22,42.0,,0.42,9.24
2018-04-14,29,42.0,,0.42,12.18
2018-04-15,33,42.0,,0.42,13.86
2018-04-16,25,42.0,,0.42,10.5
2018-04-17,23,42.0,,0.42,9.66
2018-04-18,22,42.0,,0.42,9.24
2018-04-19,21,42.0,,0.42,8.82
2018-04-20,23,42.0,,0.42,9.66
2018-04-21,29,42.0,,0.42,12.18
2018-04-22,33,42.0,,0.42,13.86
2018-04-23,23,42.0,,0.42,9.66
2018-04-24,21,42.0,,0.42,8.82
2018-04-25,21,42.0,,0.42,8.82
2018-04-26,21,42.0,,0.42,8.82
2018-04-27,23,42.0,,0.42,9.66
2018-04-28,29,42.0,,0.42,12.18
2018-04-29,32,42.0,,0.42,13.44
2018-04-30,22,42.0,,0.42,9.24
2018-05-01,32,42.0,False,0.42,13.44
2018-05-02,31,42.0,,0.42,13.02
2018-05-03,31,42.0,,0.42,13.02
2018-05-04,34,42.0,,0.42,14.28
2018-05-05,44,42.0,,0.42,18.48
2018-05-06,51,42.0,,0.42,21.419999999999998
2018-05-07,34,42.0,,0.42,14.28
2018-05-08,34,42.0,,0.42,14.28
2018-05-09,33,42.0,,0.42,13.86
2018-05-10,35,42.0,,0.42,14.7
2018-05-11,38,42.0,,0.42,15.959999999999999
2018-05-12,47,42.0,,0.42,19.74
2018-05-13,53,42.0,,0.42,22.259999999999998
2018-05-14,37,42.0,,0.42,15.54
2018-05-15,33,42.0,,0.42,13.86
2018-05-16,33,42.0,,0.42,13.86
2018-05-17,34,42.0,,0.42,14.28
2018-05-18,37,42.0,,0.42,15.54
2018-05-19,45,42.0,,0.42,18.9
2018-05-20,50,42.0,,0.42,21.0
2018-05-21,35,42.0,,0.42,14.7
2018-05-22,33,42.0,,0.42,13.86
2018-05-23,34,42.0,,0.42,14.28
2018-05-24,36,42.0,,0.42,15.12
2018-05-25,40,42.0,,0.42,16.8
2018-05-26,50,42.0,,0.42,21.0
2018-05-27,68,42.0,,0.42,28.56
2018-05-28,100,42.0,,0.42,42.0
2018-05-29,47,42.0,,0.42,19.74
2018-05-30,42,42.0,,0.42,17.64
2018-05-31,46,42.0,,0.42,19.32
2018-06-01,37,56.0,False,0.56,20.720000000000002
2018-06-02,49,56.0,,0.56,27.44
2018-06-03,54,56.0,,0.56,30.240000000000002
2018-06-04,43,56.0,,0.56,24.080000000000002
2018-06-05,38,56.0,,0.56,21.28
2018-06-06,41,56.0,,0.56,22.96
2018-06-07,41,56.0,,0.56,22.96
2018-06-08,41,56.0,,0.56,22.96
2018-06-09,47,56.0,,0.56,26.320000000000004
2018-06-10,56,56.0,,0.56,31.360000000000003
2018-06-11,35,56.0,,0.56,19.6
2018-06-12,33,56.0,,0.56,18.48
2018-06-13,36,56.0,,0.56,20.160000000000004
2018-06-14,70,56.0,,0.56,39.2
2018-06-15,69,56.0,,0.56,38.64
2018-06-16,77,56.0,,0.56,43.120000000000005
2018-06-17,100,56.0,,0.56,56.00000000000001
2018-06-18,42,56.0,,0.56,23.520000000000003
2018-06-19,29,56.0,,0.56,16.240000000000002
2018-06-20,28,56.0,,0.56,15.680000000000001
2018-06-21,29,56.0,,0.56,16.240000000000002
2018-06-22,29,56.0,,0.56,16.240000000000002
2018-06-23,35,56.0,,0.56,19.6
2018-06-24,39,56.0,,0.56,21.840000000000003
2018-06-25,28,56.0,,0.56,15.680000000000001
2018-06-26,27,56.0,,0.56,15.120000000000001
2018-06-27,27,56.0,,0.56,15.120000000000001
2018-06-28,29,56.0,,0.56,16.240000000000002
2018-06-29,32,56.0,,0.56,17.92
2018-06-30,37,56.0,,0.56,20.720000000000002
2018-07-01,36,55.0,False,0.55,19.8
2018-07-02,29,55.0,,0.55,15.950000000000001
2018-07-03,34,55.0,,0.55,18.700000000000003
2018-07-04,77,55.0,,0.55,42.35
2018-07-05,34,55.0,,0.55,18.700000000000003
2018-07-06,27,55.0,,0.55,14.850000000000001
2018-07-07,31,55.0,,0.55,17.05
2018-07-08,34,55.0,,0.55,18.700000000000003
2018-07-09,26,55.0,,0.55,14.3
2018-07-10,25,55.0,,0.55,13.750000000000002
2018-07-11,25,55.0,,0.55,13.750000000000002
2018-07-12,27,55.0,,0.55,14.850000000000001
2018-07-13,28,55.0,,0.55,15.400000000000002
2018-07-14,35,55.0,,0.55,19.25
2018-07-15,37,55.0,,0.55,20.35
2018-07-16,30,55.0,,0.55,16.5
2018-07-17,29,55.0,,0.55,15.950000000000001
2018-07-18,32,55.0,,0.55,17.6
2018-07-19,58,55.0,,0.55,31.900000000000002
2018-07-20,57,55.0,,0.55,31.35
2018-07-21,68,55.0,,0.55,37.400000000000006
2018-07-22,100,55.0,,0.55,55.00000000000001
2018-07-23,33,55.0,,0.55,18.150000000000002
2018-07-24,28,55.0,,0.55,15.400000000000002
2018-07-25,26,55.0,,0.55,14.3
2018-07-26,27,55.0,,0.55,14.850000000000001
2018-07-27,29,55.0,,0.55,15.950000000000001
2018-07-28,36,55.0,,0.55,19.8
2018-07-29,41,55.0,,0.55,22.55
2018-07-30,29,55.0,,0.55,15.950000000000001
2018-07-31,26,55.0,,0.55,14.3
2018-08-01,57,49.0,False,0.49,27.93
2018-08-02,56,49.0,,0.49,27.439999999999998
2018-08-03,61,49.0,,0.49,29.89
2018-08-04,72,49.0,,0.49,35.28
2018-08-05,82,49.0,,0.49,40.18
2018-08-06,61,49.0,,0.49,29.89
2018-08-07,57,49.0,,0.49,27.93
2018-08-08,56,49.0,,0.49,27.439999999999998
2018-08-09,56,49.0,,0.49,27.439999999999998
2018-08-10,59,49.0,,0.49,28.91
2018-08-11,72,49.0,,0.49,35.28
2018-08-12,82,49.0,,0.49,40.18
2018-08-13,65,49.0,,0.49,31.849999999999998
2018-08-14,60,49.0,,0.49,29.4
2018-08-15,57,49.0,,0.49,27.93
2018-08-16,60,49.0,,0.49,29.4
2018-08-17,66,49.0,,0.49,32.339999999999996
2018-08-18,82,49.0,,0.49,40.18
2018-08-19,85,49.0,,0.49,41.65
2018-08-20,59,49.0,,0.49,28.91
2018-08-21,53,49.0,,0.49,25.97
2018-08-22,55,49.0,,0.49,26.95
2018-08-23,59,49.0,,0.49,28.91
2018-08-24,63,49.0,,0.49,30.87
2018-08-25,80,49.0,,0.49,39.2
2018-08-26,83,49.0,,0.49,40.67
2018-08-27,78,49.0,,0.49,38.22
2018-08-28,86,49.0,,0.49,42.14
2018-08-29,92,49.0,,0.49,45.08
2018-08-30,93,49.0,,0.49,45.57
2018-08-31,100,49.0,,0.49,49.0
2018-09-01,66,57.0,False,0.57,37.62
2018-09-02,80,57.0,,0.57,45.599999999999994
2018-09-03,100,57.0,,0.57,56.99999999999999
2018-09-04,63,57.0,,0.57,35.91
2018-09-05,65,57.0,,0.57,37.05
2018-09-06,54,57.0,,0.57,30.779999999999998
2018-09-07,57,57.0,,0.57,32.489999999999995
2018-09-08,85,57.0,,0.57,48.449999999999996
2018-09-09,83,57.0,,0.57,47.309999999999995
2018-09-10,41,57.0,,0.57,23.369999999999997
2018-09-11,28,57.0,,0.57,15.959999999999999
2018-09-12,25,57.0,,0.57,14.249999999999998
2018-09-13,26,57.0,,0.57,14.819999999999999
2018-09-14,27,57.0,,0.57,15.389999999999999
2018-09-15,35,57.0,,0.57,19.95
2018-09-16,36,57.0,,0.57,20.52
2018-09-17,27,57.0,,0.57,15.389999999999999
2018-09-18,25,57.0,,0.57,14.249999999999998
2018-09-19,26,57.0,,0.57,14.819999999999999
2018-09-20,25,57.0,,0.57,14.249999999999998
2018-09-21,25,57.0,,0.57,14.249999999999998
2018-09-22,33,57.0,,0.57,18.81
2018-09-23,35,57.0,,0.57,19.95
2018-09-24,25,57.0,,0.57,14.249999999999998
2018-09-25,24,57.0,,0.57,13.68
2018-09-26,23,57.0,,0.57,13.11
2018-09-27,24,57.0,,0.57,13.68
2018-09-28,25,57.0,,0.57,14.249999999999998
2018-09-29,32,57.0,,0.57,18.24
2018-09-30,35,57.0,,0.57,19.95
2018-10-01,59,40.0,False,0.4,23.6
2018-10-02,55,40.0,,0.4,22.0
2018-10-03,56,40.0,,0.4,22.400000000000002
2018-10-04,59,40.0,,0.4,23.6
2018-10-05,61,40.0,,0.4,24.400000000000002
2018-10-06,77,40.0,,0.4,30.8
2018-10-07,89,40.0,,0.4,35.6
2018-10-08,100,40.0,,0.4,40.0
2018-10-09,58,40.0,,0.4,23.200000000000003
2018-10-10,58,40.0,,0.4,23.200000000000003
2018-10-11,60,40.0,,0.4,24.0
2018-10-12,63,40.0,,0.4,25.200000000000003
2018-10-13,74,40.0,,0.4,29.6
2018-10-14,82,40.0,,0.4,32.800000000000004
2018-10-15,58,40.0,,0.4,23.200000000000003
2018-10-16,56,40.0,,0.4,22.400000000000002
2018-10-17,53,40.0,,0.4,21.200000000000003
2018-10-18,54,40.0,,0.4,21.6
2018-10-19,57,40.0,,0.4,22.8
2018-10-20,69,40.0,,0.4,27.6
2018-10-21,75,40.0,,0.4,30.0
2018-10-22,57,40.0,,0.4,22.8
2018-10-23,53,40.0,,0.4,21.200000000000003
2018-10-24,53,40.0,,0.4,21.200000000000003
2018-10-25,55,40.0,,0.4,22.0
2018-10-26,60,40.0,,0.4,24.0
2018-10-27,69,40.0,,0.4,27.6
2018-10-28,75,40.0,,0.4,30.0
2018-10-29,57,40.0,,0.4,22.8
2018-10-30,56,40.0,,0.4,22.400000000000002
2018-10-31,56,40.0,,0.4,22.400000000000002
2018-11-01,18,50.0,False,0.5,9.0
2018-11-02,19,50.0,,0.5,9.5
2018-11-03,23,50.0,,0.5,11.5
2018-11-04,26,50.0,,0.5,13.0
2018-11-05,23,50.0,,0.5,11.5
2018-11-06,30,50.0,,0.5,15.0
2018-11-07,16,50.0,,0.5,8.0
2018-11-08,18,50.0,,0.5,9.0
2018-11-09,19,50.0,,0.5,9.5
2018-11-10,23,50.0,,0.5,11.5
2018-11-11,28,50.0,,0.5,14.0
2018-11-12,32,50.0,,0.5,16.0
2018-11-13,18,50.0,,0.5,9.0
2018-11-14,17,50.0,,0.5,8.5
2018-11-15,18,50.0,,0.5,9.0
2018-11-16,19,50.0,,0.5,9.5
2018-11-17,23,50.0,,0.5,11.5
2018-11-18,25,50.0,,0.5,12.5
2018-11-19,20,50.0,,0.5,10.0
2018-11-20,20,50.0,,0.5,10.0
2018-11-21,29,50.0,,0.5,14.5
2018-11-22,100,50.0,,0.5,50.0
2018-11-23,48,50.0,,0.5,24.0
2018-11-24,21,50.0,,0.5,10.5
2018-11-25,23,50.0,,0.5,11.5
2018-11-26,17,50.0,,0.5,8.5
2018-11-27,16,50.0,,0.5,8.0
2018-11-28,16,50.0,,0.5,8.0
2018-11-29,16,50.0,,0.5,8.0
2018-11-30,17,50.0,,0.5,8.5
2018-12-01,10,58.0,False,0.58,5.8
2018-12-02,11,58.0,,0.58,6.38
2018-12-03,8,58.0,,0.58,4.64
2018-12-04,9,58.0,,0.58,5.22
2018-12-05,10,58.0,,0.58,5.8
2018-12-06,8,58.0,,0.58,4.64
2018-12-07,8,58.0,,0.58,4.64
2018-12-08,10,58.0,,0.58,5.8
2018-12-09,12,58.0,,0.58,6.959999999999999
2018-12-10,9,58.0,,0.58,5.22
2018-12-11,8,58.0,,0.58,4.64
2018-12-12,8,58.0,,0.58,4.64
2018-12-13,8,58.0,,0.58,4.64
2018-12-14,9,58.0,,0.58,5.22
2018-12-15,11,58.0,,0.58,6.38
2018-12-16,12,58.0,,0.58,6.959999999999999
2018-12-17,9,58.0,,0.58,5.22
2018-12-18,8,58.0,,0.58,4.64
2018-12-19,8,58.0,,0.58,4.64
2018-12-20,9,58.0,,0.58,5.22
2018-12-21,10,58.0,,0.58,5.8
2018-12-22,14,58.0,,0.58,8.12
2018-12-23,17,58.0,,0.58,9.86
2018-12-24,30,58.0,,0.58,17.4
2018-12-25,100,58.0,,0.58,57.99999999999999
2018-12-26,28,58.0,,0.58,16.24
2018-12-27,10,58.0,,0.58,5.8
2018-12-28,10,58.0,,0.58,5.8
2018-12-29,12,58.0,,0.58,6.959999999999999
2018-12-30,13,58.0,,0.58,7.539999999999999
2018-12-31,18,58.0,,0.58,10.44
2019-01-01,100,54.0,False,0.54,54.0
2019-01-02,31,54.0,,0.54,16.740000000000002
2019-01-03,24,54.0,,0.54,12.96
2019-01-04,24,54.0,,0.54,12.96
2019-01-05,28,54.0,,0.54,15.120000000000001
2019-01-06,29,54.0,,0.54,15.66
2019-01-07,23,54.0,,0.54,12.420000000000002
2019-01-08,22,54.0,,0.54,11.88
2019-01-09,22,54.0,,0.54,11.88
2019-01-10,23,54.0,,0.54,12.420000000000002
2019-01-11,23,54.0,,0.54,12.420000000000002
2019-01-12,29,54.0,,0.54,15.66
2019-01-13,31,54.0,,0.54,16.740000000000002
2019-01-14,31,54.0,,0.54,16.740000000000002
2019-01-15,28,54.0,,0.54,15.120000000000001
2019-01-16,30,54.0,,0.54,16.200000000000003
2019-01-17,33,54.0,,0.54,17.82
2019-01-18,33,54.0,,0.54,17.82
2019-01-19,42,54.0,,0.54,22.68
2019-01-20,51,54.0,,0.54,27.540000000000003
2019-01-21,56,54.0,,0.54,30.240000000000002
2019-01-22,38,54.0,,0.54,20.520000000000003
2019-01-23,37,54.0,,0.54,19.98
2019-01-24,36,54.0,,0.54,19.44
2019-01-25,36,54.0,,0.54,19.44
2019-01-26,44,54.0,,0.54,23.76
2019-01-27,49,54.0,,0.54,26.46
2019-01-28,26,54.0,,0.54,14.040000000000001
2019-01-29,24,54.0,,0.54,12.96
2019-01-30,26,54.0,,0.54,14.040000000000001
2019-01-31,27,54.0,,0.54,14.580000000000002
2019-02-01,60,43.0,False,0.43,25.8
2019-02-02,72,43.0,,0.43,30.96
2019-02-03,79,43.0,,0.43,33.97
2019-02-04,51,43.0,,0.43,21.93
2019-02-05,50,43.0,,0.43,21.5
2019-02-06,48,43.0,,0.43,20.64
2019-02-07,48,43.0,,0.43,20.64
2019-02-08,52,43.0,,0.43,22.36
2019-02-09,65,43.0,,0.43,27.95
2019-02-10,71,43.0,,0.43,30.53
2019-02-11,53,43.0,,0.43,22.79
2019-02-12,53,43.0,,0.43,22.79
2019-02-13,50,43.0,,0.43,21.5
2019-02-14,57,43.0,,0.43,24.509999999999998
2019-02-15,63,43.0,,0.43,27.09
2019-02-16,78,43.0,,0.43,33.54
2019-02-17,97,43.0,,0.43,41.71
2019-02-18,100,43.0,,0.43,43.0
2019-02-19,51,43.0,,0.43,21.93
2019-02-20,52,43.0,,0.43,22.36
2019-02-21,51,43.0,,0.43,21.93
2019-02-22,55,43.0,,0.43,23.65
2019-02-23,65,43.0,,0.43,27.95
2019-02-24,72,43.0,,0.43,30.96
2019-02-25,52,43.0,,0.43,22.36
2019-02-26,49,43.0,,0.43,21.07
2019-02-27,48,43.0,,0.43,20.64
2019-02-28,52,43.0,,0.43,22.36
2019-03-01,63,44.0,False,0.44,27.72
2019-03-02,72,44.0,,0.44,31.68
2019-03-03,80,44.0,,0.44,35.2
2019-03-04,61,44.0,,0.44,26.84
2019-03-05,54,44.0,,0.44,23.76
2019-03-06,52,44.0,,0.44,22.88
2019-03-07,53,44.0,,0.44,23.32
2019-03-08,59,44.0,,0.44,25.96
2019-03-09,71,44.0,,0.44,31.24
2019-03-10,76,44.0,,0.44,33.44
2019-03-11,60,44.0,,0.44,26.4
2019-03-12,54,44.0,,0.44,23.76
2019-03-13,56,44.0,,0.44,24.64
2019-03-14,58,44.0,,0.44,25.52
2019-03-15,61,44.0,,0.44,26.84
2019-03-16,74,44.0,,0.44,32.56
2019-03-17,84,44.0,,0.44,36.96
2019-03-18,61,44.0,,0.44,26.84
2019-03-19,58,44.0,,0.44,25.52
2019-03-20,57,44.0,,0.44,25.080000000000002
2019-03-21,61,44.0,,0.44,26.84
2019-03-22,69,44.0,,0.44,30.36
2019-03-23,85,44.0,,0.44,37.4
2019-03-24,100,44.0,,0.44,44.0
2019-03-25,73,44.0,,0.44,32.12
2019-03-26,69,44.0,,0.44,30.36
2019-03-27,74,44.0,,0.44,32.56
2019-03-28,72,44.0,,0.44,31.68
2019-03-29,76,44.0,,0.44,33.44
2019-03-30,85,44.0,,0.44,37.4
2019-03-31,87,44.0,,0.44,38.28
2019-04-01,24,44.0,False,0.44,10.56
2019-04-02,22,44.0,,0.44,9.68
2019-04-03,23,44.0,,0.44,10.12
2019-04-04,23,44.0,,0.44,10.12
2019-04-05,25,44.0,,0.44,11.0
2019-04-06,31,44.0,,0.44,13.64
2019-04-07,36,44.0,,0.44,15.84
2019-04-08,23,44.0,,0.44,10.12
2019-04-09,21,44.0,,0.44,9.24
2019-04-10,21,44.0,,0.44,9.24
2019-04-11,22,44.0,,0.44,9.68
2019-04-12,23,44.0,,0.44,10.12
2019-04-13,30,44.0,,0.44,13.2
2019-04-14,34,44.0,,0.44,14.96
2019-04-15,25,44.0,,0.44,11.0
2019-04-16,24,44.0,,0.44,10.56
2019-04-17,23,44.0,,0.44,10.12
2019-04-18,27,44.0,,0.44,11.88
2019-04-19,37,44.0,,0.44,16.28
2019-04-20,38,44.0,,0.44,16.72
2019-04-21,100,44.0,,0.44,44.0
2019-04-22,30,44.0,,0.44,13.2
2019-04-23,22,44.0,,0.44,9.68
2019-04-24,22,44.0,,0.44,9.68
2019-04-25,23,44.0,,0.44,10.12
2019-04-26,23,44.0,,0.44,10.12
2019-04-27,30,44.0,,0.44,13.2
2019-04-28,33,44.0,,0.44,14.52
2019-04-29,22,44.0,,0.44,9.68
2019-04-30,22,44.0,,0.44,9.68
2019-05-01,30,48.0,False,0.48,14.399999999999999
2019-05-02,31,48.0,,0.48,14.879999999999999
2019-05-03,32,48.0,,0.48,15.36
2019-05-04,42,48.0,,0.48,20.16
2019-05-05,48,48.0,,0.48,23.04
2019-05-06,35,48.0,,0.48,16.8
2019-05-07,34,48.0,,0.48,16.32
2019-05-08,34,48.0,,0.48,16.32
2019-05-09,35,48.0,,0.48,16.8
2019-05-10,39,48.0,,0.48,18.72
2019-05-11,48,48.0,,0.48,23.04
2019-05-12,52,48.0,,0.48,24.96
2019-05-13,34,48.0,,0.48,16.32
2019-05-14,33,48.0,,0.48,15.84
2019-05-15,34,48.0,,0.48,16.32
2019-05-16,38,48.0,,0.48,18.24
2019-05-17,40,48.0,,0.48,19.2
2019-05-18,50,48.0,,0.48,24.0
2019-05-19,55,48.0,,0.48,26.4
2019-05-20,35,48.0,,0.48,16.8
2019-05-21,33,48.0,,0.48,15.84
2019-05-22,33,48.0,,0.48,15.84
2019-05-23,34,48.0,,0.48,16.32
2019-05-24,38,48.0,,0.48,18.24
2019-05-25,52,48.0,,0.48,24.96
2019-05-26,69,48.0,,0.48,33.12
2019-05-27,100,48.0,,0.48,48.0
2019-05-28,46,48.0,,0.48,22.08
2019-05-29,41,48.0,,0.48,19.68
2019-05-30,43,48.0,,0.48,20.64
2019-05-31,48,48.0,,0.48,23.04
2019-06-01,58,60.0,False,0.6,34.8
2019-06-02,65,60.0,,0.6,39.0
2019-06-03,48,60.0,,0.6,28.799999999999997
2019-06-04,47,60.0,,0.6,28.2
2019-06-05,45,60.0,,0.6,27.0
2019-06-06,48,60.0,,0.6,28.799999999999997
2019-06-07,62,60.0,,0.6,37.199999999999996
2019-06-08,66,60.0,,0.6,39.6
2019-06-09,70,60.0,,0.6,42.0
2019-06-10,40,60.0,,0.6,24.0
2019-06-11,36,60.0,,0.6,21.599999999999998
2019-06-12,40,60.0,,0.6,24.0
2019-06-13,74,60.0,,0.6,44.4
2019-06-14,80,60.0,,0.6,48.0
2019-06-15,90,60.0,,0.6,54.0
2019-06-16,100,60.0,,0.6,60.0
2019-06-17,61,60.0,,0.6,36.6
2019-06-18,34,60.0,,0.6,20.4
2019-06-19,32,60.0,,0.6,19.2
2019-06-20,34,60.0,,0.6,20.4
2019-06-21,36,60.0,,0.6,21.599999999999998
2019-06-22,42,60.0,,0.6,25.2
2019-06-23,47,60.0,,0.6,28.2
2019-06-24,34,60.0,,0.6,20.4
2019-06-25,31,60.0,,0.6,18.599999999999998
2019-06-26,31,60.0,,0.6,18.599999999999998
2019-06-27,34,60.0,,0.6,20.4
2019-06-28,35,60.0,,0.6,21.0
2019-06-29,42,60.0,,0.6,25.2
2019-06-30,48,60.0,,0.6,28.799999999999997
2019-07-01,33,54.0,False,0.54,17.82
2019-07-02,33,54.0,,0.54,17.82
2019-07-03,44,54.0,,0.54,23.76
2019-07-04,100,54.0,,0.54,54.0
2019-07-05,49,54.0,,0.54,26.46
2019-07-06,39,54.0,,0.54,21.060000000000002
2019-07-07,40,54.0,,0.54,21.6
2019-07-08,32,54.0,,0.54,17.28
2019-07-09,31,54.0,,0.54,16.740000000000002
2019-07-10,31,54.0,,0.54,16.740000000000002
2019-07-11,33,54.0,,0.54,17.82
2019-07-12,35,54.0,,0.54,18.900000000000002
2019-07-13,43,54.0,,0.54,23.220000000000002
2019-07-14,49,54.0,,0.54,26.46
2019-07-15,36,54.0,,0.54,19.44
2019-07-16,34,54.0,,0.54,18.36
2019-07-17,38,54.0,,0.54,20.520000000000003
2019-07-18,71,54.0,,0.54,38.34
2019-07-19,69,54.0,,0.54,37.260000000000005
2019-07-20,70,54.0,,0.54,37.800000000000004
2019-07-21,82,54.0,,0.54,44.28
2019-07-22,36,54.0,,0.54,19.44
2019-07-23,30,54.0,,0.54,16.200000000000003
2019-07-24,30,54.0,,0.54,16.200000000000003
2019-07-25,30,54.0,,0.54,16.200000000000003
2019-07-26,33,54.0,,0.54,17.82
2019-07-27,40,54.0,,0.54,21.6
2019-07-28,45,54.0,,0.54,24.3
2019-07-29,32,54.0,,0.54,17.28
2019-07-30,31,54.0,,0.54,16.740000000000002
2019-07-31,31,54.0,,0.54,16.740000000000002
2019-08-01,42,51.0,False,0.51,21.42
2019-08-02,46,51.0,,0.51,23.46
2019-08-03,55,51.0,,0.51,28.05
2019-08-04,63,51.0,,0.51,32.13
2019-08-05,44,51.0,,0.51,22.44
2019-08-06,41,51.0,,0.51,20.91
2019-08-07,42,51.0,,0.51,21.42
2019-08-08,42,51.0,,0.51,21.42
2019-08-09,46,51.0,,0.51,23.46
2019-08-10,52,51.0,,0.51,26.52
2019-08-11,58,51.0,,0.51,29.580000000000002
2019-08-12,43,51.0,,0.51,21.93
2019-08-13,43,51.0,,0.51,21.93
2019-08-14,45,51.0,,0.51,22.95
2019-08-15,44,51.0,,0.51,22.44
2019-08-16,47,51.0,,0.51,23.97
2019-08-17,58,51.0,,0.51,29.580000000000002
2019-08-18,58,51.0,,0.51,29.580000000000002
2019-08-19,43,51.0,,0.51,21.93
2019-08-20,40,51.0,,0.51,20.4
2019-08-21,39,51.0,,0.51,19.89
2019-08-22,43,51.0,,0.51,21.93
2019-08-23,45,51.0,,0.51,22.95
2019-08-24,53,51.0,,0.51,27.03
2019-08-25,58,51.0,,0.51,29.580000000000002
2019-08-26,59,51.0,,0.51,30.09
2019-08-27,70,51.0,,0.51,35.7
2019-08-28,72,51.0,,0.51,36.72
2019-08-29,76,51.0,,0.51,38.76
2019-08-30,80,51.0,,0.51,40.8
2019-08-31,100,51.0,,0.51,51.0
2019-09-01,78,58.0,False,0.58,45.239999999999995
2019-09-02,100,58.0,,0.58,57.99999999999999
2019-09-03,61,58.0,,0.58,35.379999999999995
2019-09-04,60,58.0,,0.58,34.8
