date,BBBY_unscaled,BBBY_monthly,isPartial,scale,BBBY
2019-08-23,69,12.0,,0.12,8.28
2019-08-24,47,12.0,,0.12,5.64
2019-08-25,34,12.0,,0.12,4.08
2019-08-26,39,12.0,,0.12,4.68
2019-08-27,50,12.0,,0.12,6.0
2019-08-28,39,12.0,,0.12,4.68
2019-08-29,90,12.0,,0.12,10.799999999999999
2019-08-30,88,12.0,,0.12,10.559999999999999
2019-08-31,45,12.0,,0.12,5.3999999999999995
2019-09-01,17,10.0,False,0.1,1.7000000000000002
2019-09-02,11,10.0,,0.1,1.1
2019-09-03,65,10.0,,0.1,6.5
2019-09-04,51,10.0,,0.1,5.1000000000000005
2019-09-05,70,10.0,,0.1,7.0
2019-09-06,70,10.0,,0.1,7.0
2019-09-07,45,10.0,,0.1,4.5
2019-09-08,22,10.0,,0.1,2.2
2019-09-09,47,10.0,,0.1,4.7
2019-09-10,47,10.0,,0.1,4.7
2019-09-11,47,10.0,,0.1,4.7
2019-09-12,52,10.0,,0.1,5.2
2019-09-13,47,10.0,,0.1,4.7
2019-09-14,6,10.0,,0.1,0.6000000000000001
2019-09-15,22,10.0,,0.1,2.2
2019-09-16,59,10.0,,0.1,5.9
2019-09-17,37,10.0,,0.1,3.7
2019-09-18,46,10.0,,0.1,4.6000000000000005
2019-09-19,33,10.0,,0.1,3.3000000000000003
2019-09-20,24,10.0,,0.1,2.4000000000000004
2019-09-21,34,10.0,,0.1,3.4000000000000004
2019-09-22,5,10.0,,0.1,0.5
2019-09-23,55,10.0,,0.1,5.5
2019-09-24,61,10.0,,0.1,6.1000000000000005
2019-09-25,43,10.0,,0.1,4.3
2019-09-26,58,10.0,,0.1,5.800000000000001
2019-09-27,58,10.0,,0.1,5.800000000000001
2019-09-28,18,10.0,,0.1,1.8
2019-09-29,0,10.0,,0.1,0.0
2019-09-30,100,10.0,,0.1,10.0
2019-10-01,34,20.0,False,0.2,6.800000000000001
2019-10-02,100,20.0,,0.2,20.0
2019-10-03,46,20.0,,0.2,9.200000000000001
2019-10-04,29,20.0,,0.2,5.800000000000001
2019-10-05,11,20.0,,0.2,2.2
2019-10-06,5,20.0,,0.2,1.0
2019-10-07,21,20.0,,0.2,4.2
2019-10-08,11,20.0,,0.2,2.2
2019-10-09,29,20.0,,0.2,5.800000000000001
2019-10-10,85,20.0,,0.2,17.0
2019-10-11,62,20.0,,0.2,12.4
2019-10-12,13,20.0,,0.2,2.6
2019-10-13,11,20.0,,0.2,2.2
2019-10-14,23,20.0,,0.2,4.6000000000000005
2019-10-15,31,20.0,,0.2,6.2
2019-10-16,32,20.0,,0.2,6.4
2019-10-17,21,20.0,,0.2,4.2
2019-10-18,26,20.0,,0.2,5.2
2019-10-19,5,20.0,,0.2,1.0
2019-10-20,3,20.0,,0.2,0.6000000000000001
2019-10-21,18,20.0,,0.2,3.6
2019-10-22,25,20.0,,0.2,5.0
2019-10-23,25,20.0,,0.2,5.0
2019-10-24,21,20.0,,0.2,4.2
2019-10-25,31,20.0,,0.2,6.2
2019-10-26,5,20.0,,0.2,1.0
2019-10-27,10,20.0,,0.2,2.0
2019-10-28,19,20.0,,0.2,3.8000000000000003
2019-10-29,24,20.0,,0.2,4.800000000000001
2019-10-30,16,20.0,,0.2,3.2
2019-10-31,17,20.0,,0.2,3.4000000000000004
2019-11-01,70,11.0,False,0.11,7.7
2019-11-02,0,11.0,,0.11,0.0
2019-11-03,0,11.0,,0.11,0.0
2019-11-04,66,11.0,,0.11,7.26
2019-11-05,66,11.0,,0.11,7.26
2019-11-06,40,11.0,,0.11,4.4
2019-11-07,76,11.0,,0.11,8.36
2019-11-08,61,11.0,,0.11,6.71
2019-11-09,41,11.0,,0.11,4.51
2019-11-10,6,11.0,,0.11,0.66
2019-11-11,45,11.0,,0.11,4.95
2019-11-12,44,11.0,,0.11,4.84
2019-11-13,54,11.0,,0.11,5.94
2019-11-14,30,11.0,,0.11,3.3
2019-11-15,69,11.0,,0.11,7.59
2019-11-16,53,11.0,,0.11,5.83
2019-11-17,6,11.0,,0.11,0.66
2019-11-18,99,11.0,,0.11,10.89
2019-11-19,100,11.0,,0.11,11.0
2019-11-20,46,11.0,,0.11,5.06
2019-11-21,56,11.0,,0.11,6.16
2019-11-22,56,11.0,,0.11,6.16
2019-11-23,12,11.0,,0.11,1.32
2019-11-24,0,11.0,,0.11,0.0
2019-11-25,61,11.0,,0.11,6.71
2019-11-26,90,11.0,,0.11,9.9
2019-11-27,82,11.0,,0.11,9.02
2019-11-28,12,11.0,,0.11,1.32
2019-11-29,50,11.0,,0.11,5.5
2019-11-30,23,11.0,,0.11,2.53
2019-12-01,16,11.0,False,0.11,1.76
2019-12-02,28,11.0,,0.11,3.08
2019-12-03,39,11.0,,0.11,4.29
2019-12-04,43,11.0,,0.11,4.73
2019-12-05,37,11.0,,0.11,4.07
2019-12-06,44,11.0,,0.11,4.84
2019-12-07,17,11.0,,0.11,1.87
2019-12-08,0,11.0,,0.11,0.0
2019-12-09,33,11.0,,0.11,3.63
2019-12-10,45,11.0,,0.11,4.95
2019-12-11,36,11.0,,0.11,3.96
2019-12-12,37,11.0,,0.11,4.07
2019-12-13,40,11.0,,0.11,4.4
2019-12-14,21,11.0,,0.11,2.31
2019-12-15,9,11.0,,0.11,0.99
2019-12-16,11,11.0,,0.11,1.21
2019-12-17,100,11.0,,0.11,11.0
2019-12-18,85,11.0,,0.11,9.35
2019-12-19,83,11.0,,0.11,9.13
2019-12-20,74,11.0,,0.11,8.14
2019-12-21,27,11.0,,0.11,2.97
2019-12-22,22,11.0,,0.11,2.42
2019-12-23,29,11.0,,0.11,3.19
2019-12-24,65,11.0,,0.11,7.15
2019-12-25,15,11.0,,0.11,1.65
2019-12-26,39,11.0,,0.11,4.29
2019-12-27,24,11.0,,0.11,2.64
2019-12-28,9,11.0,,0.11,0.99
2019-12-29,4,11.0,,0.11,0.44
2019-12-30,60,11.0,,0.11,6.6
2019-12-31,53,11.0,,0.11,5.83
2020-01-01,3,19.0,False,0.19,0.5700000000000001
2020-01-02,10,19.0,,0.19,1.9
2020-01-03,10,19.0,,0.19,1.9
2020-01-04,2,19.0,,0.19,0.38
2020-01-05,7,19.0,,0.19,1.33
2020-01-06,16,19.0,,0.19,3.04
2020-01-07,24,19.0,,0.19,4.5600000000000005
2020-01-08,58,19.0,,0.19,11.02
2020-01-09,100,19.0,,0.19,19.0
2020-01-10,47,19.0,,0.19,8.93
2020-01-11,13,19.0,,0.19,2.47
2020-01-12,13,19.0,,0.19,2.47
2020-01-13,20,19.0,,0.19,3.8
2020-01-14,17,19.0,,0.19,3.23
2020-01-15,19,19.0,,0.19,3.61
2020-01-16,17,19.0,,0.19,3.23
2020-01-17,10,19.0,,0.19,1.9
2020-01-18,2,19.0,,0.19,0.38
2020-01-19,11,19.0,,0.19,2.09
2020-01-20,3,19.0,,0.19,0.5700000000000001
2020-01-21,14,19.0,,0.19,2.66
2020-01-22,21,19.0,,0.19,3.99
2020-01-23,11,19.0,,0.19,2.09
2020-01-24,15,19.0,,0.19,2.85
2020-01-25,4,19.0,,0.19,0.76
2020-01-26,2,19.0,,0.19,0.38
2020-01-27,11,19.0,,0.19,2.09
2020-01-28,14,19.0,,0.19,2.66
2020-01-29,13,19.0,,0.19,2.47
2020-01-30,14,19.0,,0.19,2.66
2020-01-31,12,19.0,,0.19,2.2800000000000002
2020-02-01,4,21.0,False,0.21,0.84
2020-02-02,4,21.0,,0.21,0.84
2020-02-03,14,21.0,,0.21,2.94
2020-02-04,11,21.0,,0.21,2.31
2020-02-05,12,21.0,,0.21,2.52
2020-02-06,14,21.0,,0.21,2.94
2020-02-07,15,21.0,,0.21,3.15
2020-02-08,4,21.0,,0.21,0.84
2020-02-09,0,21.0,,0.21,0.0
2020-02-10,9,21.0,,0.21,1.89
2020-02-11,29,21.0,,0.21,6.09
2020-02-12,100,21.0,,0.21,21.0
2020-02-13,42,21.0,,0.21,8.82
2020-02-14,51,21.0,,0.21,10.709999999999999
2020-02-15,11,21.0,,0.21,2.31
2020-02-16,6,21.0,,0.21,1.26
2020-02-17,8,21.0,,0.21,1.68
2020-02-18,29,21.0,,0.21,6.09
2020-02-19,48,21.0,,0.21,10.08
2020-02-20,24,21.0,,0.21,5.04
2020-02-21,20,21.0,,0.21,4.2
2020-02-22,7,21.0,,0.21,1.47
2020-02-23,5,21.0,,0.21,1.05
2020-02-24,19,21.0,,0.21,3.9899999999999998
2020-02-25,22,21.0,,0.21,4.62
2020-02-26,23,21.0,,0.21,4.83
2020-02-27,32,21.0,,0.21,6.72
2020-02-28,21,21.0,,0.21,4.41
2020-02-29,7,21.0,,0.21,1.47
2020-03-01,5,14.0,False,0.14,0.7000000000000001
2020-03-02,82,14.0,,0.14,11.48
2020-03-03,57,14.0,,0.14,7.98
2020-03-04,48,14.0,,0.14,6.720000000000001
2020-03-05,41,14.0,,0.14,5.74
2020-03-06,67,14.0,,0.14,9.38
2020-03-07,24,14.0,,0.14,3.3600000000000003
2020-03-08,10,14.0,,0.14,1.4000000000000001
2020-03-09,57,14.0,,0.14,7.98
2020-03-10,81,14.0,,0.14,11.340000000000002
2020-03-11,45,14.0,,0.14,6.300000000000001
2020-03-12,87,14.0,,0.14,12.180000000000001
2020-03-13,82,14.0,,0.14,11.48
2020-03-14,35,14.0,,0.14,4.9
2020-03-15,28,14.0,,0.14,3.9200000000000004
2020-03-16,82,14.0,,0.14,11.48
2020-03-17,57,14.0,,0.14,7.98
2020-03-18,70,14.0,,0.14,9.8
2020-03-19,81,14.0,,0.14,11.340000000000002
2020-03-20,100,14.0,,0.14,14.000000000000002
2020-03-21,23,14.0,,0.14,3.22
2020-03-22,32,14.0,,0.14,4.48
2020-03-23,79,14.0,,0.14,11.06
2020-03-24,81,14.0,,0.14,11.340000000000002
2020-03-25,70,14.0,,0.14,9.8
2020-03-26,86,14.0,,0.14,12.040000000000001
2020-03-27,66,14.0,,0.14,9.24
2020-03-28,31,14.0,,0.14,4.340000000000001
2020-03-29,14,14.0,,0.14,1.9600000000000002
2020-03-30,42,14.0,,0.14,5.880000000000001
2020-03-31,61,14.0,,0.14,8.540000000000001
2020-04-01,26,27.0,False,0.27,7.0200000000000005
2020-04-02,18,27.0,,0.27,4.86
2020-04-03,19,27.0,,0.27,5.130000000000001
2020-04-04,8,27.0,,0.27,2.16
2020-04-05,4,27.0,,0.27,1.08
2020-04-06,33,27.0,,0.27,8.91
2020-04-07,26,27.0,,0.27,7.0200000000000005
2020-04-08,30,27.0,,0.27,8.100000000000001
2020-04-09,25,27.0,,0.27,6.75
2020-04-10,10,27.0,,0.27,2.7
2020-04-11,12,27.0,,0.27,3.24
2020-04-12,3,27.0,,0.27,0.81
2020-04-13,24,27.0,,0.27,6.48
2020-04-14,30,27.0,,0.27,8.100000000000001
2020-04-15,84,27.0,,0.27,22.68
2020-04-16,100,27.0,,0.27,27.0
2020-04-17,63,27.0,,0.27,17.01
2020-04-18,14,27.0,,0.27,3.7800000000000002
2020-04-19,14,27.0,,0.27,3.7800000000000002
2020-04-20,28,27.0,,0.27,7.5600000000000005
2020-04-21,32,27.0,,0.27,8.64
2020-04-22,26,27.0,,0.27,7.0200000000000005
2020-04-23,23,27.0,,0.27,6.210000000000001
2020-04-24,26,27.0,,0.27,7.0200000000000005
2020-04-25,10,27.0,,0.27,2.7
2020-04-26,7,27.0,,0.27,1.8900000000000001
2020-04-27,74,27.0,,0.27,19.98
2020-04-28,67,27.0,,0.27,18.09
2020-04-29,32,27.0,,0.27,8.64
2020-04-30,49,27.0,,0.27,13.23
2020-05-01,78,18.0,False,0.18,14.04
2020-05-02,35,18.0,,0.18,6.3
2020-05-03,27,18.0,,0.18,4.859999999999999
2020-05-04,79,18.0,,0.18,14.219999999999999
2020-05-05,51,18.0,,0.18,9.18
2020-05-06,57,18.0,,0.18,10.26
2020-05-07,76,18.0,,0.18,13.68
2020-05-08,62,18.0,,0.18,11.16
2020-05-09,26,18.0,,0.18,4.68
2020-05-10,21,18.0,,0.18,3.78
2020-05-11,53,18.0,,0.18,9.54
2020-05-12,42,18.0,,0.18,7.56
2020-05-13,48,18.0,,0.18,8.64
2020-05-14,46,18.0,,0.18,8.28
2020-05-15,52,18.0,,0.18,9.36
2020-05-16,21,18.0,,0.18,3.78
2020-05-17,9,18.0,,0.18,1.6199999999999999
2020-05-18,66,18.0,,0.18,11.879999999999999
2020-05-19,61,18.0,,0.18,10.98
2020-05-20,41,18.0,,0.18,7.38
2020-05-21,81,18.0,,0.18,14.58
2020-05-22,94,18.0,,0.18,16.919999999999998
2020-05-23,30,18.0,,0.18,5.3999999999999995
2020-05-24,19,18.0,,0.18,3.42
2020-05-25,15,18.0,,0.18,2.6999999999999997
2020-05-26,100,18.0,,0.18,18.0
2020-05-27,67,18.0,,0.18,12.059999999999999
2020-05-28,59,18.0,,0.18,10.62
2020-05-29,50,18.0,,0.18,9.0
2020-05-30,15,18.0,,0.18,2.6999999999999997
2020-05-31,18,18.0,,0.18,3.2399999999999998
2020-06-01,46,23.0,False,0.23,10.58
2020-06-02,44,23.0,,0.23,10.120000000000001
2020-06-03,50,23.0,,0.23,11.5
2020-06-04,56,23.0,,0.23,12.88
2020-06-05,67,23.0,,0.23,15.41
2020-06-06,16,23.0,,0.23,3.68
2020-06-07,30,23.0,,0.23,6.9
2020-06-08,80,23.0,,0.23,18.400000000000002
2020-06-09,77,23.0,,0.23,17.71
2020-06-10,60,23.0,,0.23,13.8
2020-06-11,64,23.0,,0.23,14.72
2020-06-12,70,23.0,,0.23,16.1
2020-06-13,22,23.0,,0.23,5.0600000000000005
2020-06-14,3,23.0,,0.23,0.6900000000000001
2020-06-15,54,23.0,,0.23,12.42
2020-06-16,80,23.0,,0.23,18.400000000000002
2020-06-17,100,23.0,,0.23,23.0
2020-06-18,67,23.0,,0.23,15.41
2020-06-19,63,23.0,,0.23,14.49
2020-06-20,30,23.0,,0.23,6.9
2020-06-21,11,23.0,,0.23,2.5300000000000002
2020-06-22,60,23.0,,0.23,13.8
2020-06-23,72,23.0,,0.23,16.560000000000002
2020-06-24,76,23.0,,0.23,17.48
2020-06-25,72,23.0,,0.23,16.560000000000002
2020-06-26,65,23.0,,0.23,14.950000000000001
2020-06-27,19,23.0,,0.23,4.37
2020-06-28,3,23.0,,0.23,0.6900000000000001
2020-06-29,82,23.0,,0.23,18.86
2020-06-30,71,23.0,,0.23,16.330000000000002
2020-07-01,23,27.0,False,0.27,6.210000000000001
2020-07-02,22,27.0,,0.27,5.94
2020-07-03,5,27.0,,0.27,1.35
2020-07-04,4,27.0,,0.27,1.08
2020-07-05,7,27.0,,0.27,1.8900000000000001
2020-07-06,29,27.0,,0.27,7.83
2020-07-07,33,27.0,,0.27,8.91
2020-07-08,82,27.0,,0.27,22.14
2020-07-09,100,27.0,,0.27,27.0
2020-07-10,58,27.0,,0.27,15.66
2020-07-11,9,27.0,,0.27,2.43
2020-07-12,10,27.0,,0.27,2.7
2020-07-13,27,27.0,,0.27,7.290000000000001
2020-07-14,29,27.0,,0.27,7.83
2020-07-15,34,27.0,,0.27,9.18
2020-07-16,18,27.0,,0.27,4.86
2020-07-17,31,27.0,,0.27,8.370000000000001
2020-07-18,6,27.0,,0.27,1.62
2020-07-19,8,27.0,,0.27,2.16
2020-07-20,22,27.0,,0.27,5.94
2020-07-21,20,27.0,,0.27,5.4
2020-07-22,25,27.0,,0.27,6.75
2020-07-23,20,27.0,,0.27,5.4
2020-07-24,16,27.0,,0.27,4.32
2020-07-25,5,27.0,,0.27,1.35
2020-07-26,8,27.0,,0.27,2.16
2020-07-27,22,27.0,,0.27,5.94
2020-07-28,16,27.0,,0.27,4.32
2020-07-29,21,27.0,,0.27,5.67
2020-07-30,18,27.0,,0.27,4.86
2020-07-31,16,27.0,,0.27,4.32
2020-08-01,21,14.0,False,0.14,2.9400000000000004
2020-08-02,21,14.0,,0.14,2.9400000000000004
2020-08-03,51,14.0,,0.14,7.140000000000001
2020-08-04,60,14.0,,0.14,8.4
2020-08-05,76,14.0,,0.14,10.64
2020-08-06,87,14.0,,0.14,12.180000000000001
2020-08-07,72,14.0,,0.14,10.080000000000002
2020-08-08,21,14.0,,0.14,2.9400000000000004
2020-08-09,8,14.0,,0.14,1.12
2020-08-10,72,14.0,,0.14,10.080000000000002
2020-08-11,100,14.0,,0.14,14.000000000000002
2020-08-12,61,14.0,,0.14,8.540000000000001
2020-08-13,68,14.0,,0.14,9.520000000000001
2020-08-14,40,14.0,,0.14,5.6000000000000005
2020-08-15,25,14.0,,0.14,3.5000000000000004
2020-08-16,21,14.0,,0.14,2.9400000000000004
2020-08-17,57,14.0,,0.14,7.98
2020-08-18,42,14.0,,0.14,5.880000000000001
2020-08-19,87,14.0,,0.14,12.180000000000001
2020-08-20,39,14.0,,0.14,5.460000000000001
2020-08-21,43,14.0,,0.14,6.0200000000000005
2020-08-22,8,14.0,,0.14,1.12
2020-08-23,4,14.0,,0.14,0.56
2020-08-24,68,14.0,,0.14,9.520000000000001
2020-08-25,58,14.0,,0.14,8.120000000000001
2020-08-26,91,14.0,,0.14,12.740000000000002
2020-08-27,47,14.0,,0.14,6.580000000000001
2020-08-28,53,14.0,,0.14,7.420000000000001
2020-08-29,27,14.0,,0.14,3.7800000000000002
2020-08-30,28,14.0,,0.14,3.9200000000000004
2020-08-31,30,14.0,,0.14,4.2
2020-09-01,48,13.0,False,0.13,6.24
2020-09-02,51,13.0,,0.13,6.63
2020-09-03,35,13.0,,0.13,4.55
2020-09-04,47,13.0,,0.13,6.11
2020-09-05,20,13.0,,0.13,2.6
2020-09-06,8,13.0,,0.13,1.04
2020-09-07,27,13.0,,0.13,3.5100000000000002
2020-09-08,38,13.0,,0.13,4.94
2020-09-09,48,13.0,,0.13,6.24
2020-09-10,52,13.0,,0.13,6.76
2020-09-11,16,13.0,,0.13,2.08
2020-09-12,11,13.0,,0.13,1.4300000000000002
2020-09-13,19,13.0,,0.13,2.47
2020-09-14,16,13.0,,0.13,2.08
2020-09-15,38,13.0,,0.13,4.94
2020-09-16,44,13.0,,0.13,5.720000000000001
2020-09-17,31,13.0,,0.13,4.03
2020-09-18,58,13.0,,0.13,7.54
2020-09-19,19,13.0,,0.13,2.47
2020-09-20,8,13.0,,0.13,1.04
2020-09-21,38,13.0,,0.13,4.94
2020-09-22,68,13.0,,0.13,8.84
2020-09-23,61,13.0,,0.13,7.930000000000001
2020-09-24,59,13.0,,0.13,7.67
2020-09-25,60,13.0,,0.13,7.800000000000001
2020-09-26,21,13.0,,0.13,2.73
2020-09-27,32,13.0,,0.13,4.16
2020-09-28,65,13.0,,0.13,8.450000000000001
2020-09-29,95,13.0,,0.13,12.35
2020-09-30,100,13.0,,0.13,13.0
2020-10-01,100,29.0,False,0.29,28.999999999999996
2020-10-02,46,29.0,,0.29,13.34
2020-10-03,15,29.0,,0.29,4.35
2020-10-04,5,29.0,,0.29,1.45
2020-10-05,29,29.0,,0.29,8.41
2020-10-06,28,29.0,,0.29,8.12
2020-10-07,18,29.0,,0.29,5.22
2020-10-08,23,29.0,,0.29,6.67
2020-10-09,21,29.0,,0.29,6.09
2020-10-10,6,29.0,,0.29,1.7399999999999998
2020-10-11,2,29.0,,0.29,0.58
2020-10-12,12,29.0,,0.29,3.4799999999999995
2020-10-13,24,29.0,,0.29,6.959999999999999
2020-10-14,29,29.0,,0.29,8.41
2020-10-15,24,29.0,,0.29,6.959999999999999
2020-10-16,27,29.0,,0.29,7.829999999999999
2020-10-17,10,29.0,,0.29,2.9
2020-10-18,4,29.0,,0.29,1.16
2020-10-19,23,29.0,,0.29,6.67
2020-10-20,24,29.0,,0.29,6.959999999999999
2020-10-21,21,29.0,,0.29,6.09
2020-10-22,20,29.0,,0.29,5.8
2020-10-23,17,29.0,,0.29,4.93
2020-10-24,11,29.0,,0.29,3.19
2020-10-25,2,29.0,,0.29,0.58
2020-10-26,18,29.0,,0.29,5.22
2020-10-27,18,29.0,,0.29,5.22
2020-10-28,28,29.0,,0.29,8.12
2020-10-29,19,29.0,,0.29,5.51
2020-10-30,16,29.0,,0.29,4.64
2020-10-31,4,29.0,,0.29,1.16
2020-11-01,14,12.0,False,0.12,1.68
2020-11-02,56,12.0,,0.12,6.72
2020-11-03,50,12.0,,0.12,6.0
2020-11-04,16,12.0,,0.12,1.92
2020-11-05,17,12.0,,0.12,2.04
2020-11-06,36,12.0,,0.12,4.32
2020-11-07,23,12.0,,0.12,2.76
2020-11-08,12,12.0,,0.12,1.44
2020-11-09,100,12.0,,0.12,12.0
2020-11-10,58,12.0,,0.12,6.96
2020-11-11,87,12.0,,0.12,10.44
2020-11-12,49,12.0,,0.12,5.88
2020-11-13,51,12.0,,0.12,6.12
2020-11-14,22,12.0,,0.12,2.6399999999999997
2020-11-15,4,12.0,,0.12,0.48
2020-11-16,58,12.0,,0.12,6.96
2020-11-17,23,12.0,,0.12,2.76
2020-11-18,60,12.0,,0.12,7.199999999999999
2020-11-19,39,12.0,,0.12,4.68
2020-11-20,49,12.0,,0.12,5.88
2020-11-21,18,12.0,,0.12,2.16
2020-11-22,17,12.0,,0.12,2.04
2020-11-23,44,12.0,,0.12,5.279999999999999
2020-11-24,57,12.0,,0.12,6.84
2020-11-25,74,12.0,,0.12,8.879999999999999
2020-11-26,21,12.0,,0.12,2.52
2020-11-27,17,12.0,,0.12,2.04
2020-11-28,30,12.0,,0.12,3.5999999999999996
2020-11-29,13,12.0,,0.12,1.56
2020-11-30,48,12.0,,0.12,5.76
2020-12-01,71,12.0,False,0.12,8.52
2020-12-02,47,12.0,,0.12,5.64
2020-12-03,38,12.0,,0.12,4.56
2020-12-04,49,12.0,,0.12,5.88
2020-12-05,27,12.0,,0.12,3.2399999999999998
2020-12-06,21,12.0,,0.12,2.52
2020-12-07,62,12.0,,0.12,7.4399999999999995
2020-12-08,57,12.0,,0.12,6.84
2020-12-09,39,12.0,,0.12,4.68
2020-12-10,53,12.0,,0.12,6.359999999999999
2020-12-11,29,12.0,,0.12,3.48
2020-12-12,21,12.0,,0.12,2.52
2020-12-13,5,12.0,,0.12,0.6
2020-12-14,100,12.0,,0.12,12.0
2020-12-15,91,12.0,,0.12,10.92
2020-12-16,88,12.0,,0.12,10.559999999999999
2020-12-17,96,12.0,,0.12,11.52
2020-12-18,86,12.0,,0.12,10.32
2020-12-19,17,12.0,,0.12,2.04
2020-12-20,6,12.0,,0.12,0.72
2020-12-21,55,12.0,,0.12,6.6
2020-12-22,87,12.0,,0.12,10.44
2020-12-23,31,12.0,,0.12,3.7199999999999998
2020-12-24,38,12.0,,0.12,4.56
2020-12-25,18,12.0,,0.12,2.16
2020-12-26,17,12.0,,0.12,2.04
2020-12-27,16,12.0,,0.12,1.92
2020-12-28,45,12.0,,0.12,5.3999999999999995
2020-12-29,100,12.0,,0.12,12.0
2020-12-30,65,12.0,,0.12,7.8
2020-12-31,85,12.0,,0.12,10.2
2021-01-01,1,100.0,False,1.0,1.0
2021-01-02,1,100.0,,1.0,1.0
2021-01-03,1,100.0,,1.0,1.0
2021-01-04,4,100.0,,1.0,4.0
2021-01-05,7,100.0,,1.0,7.0
2021-01-06,9,100.0,,1.0,9.0
2021-01-07,12,100.0,,1.0,12.0
2021-01-08,6,100.0,,1.0,6.0
2021-01-09,3,100.0,,1.0,3.0
2021-01-10,1,100.0,,1.0,1.0
2021-01-11,4,100.0,,1.0,4.0
2021-01-12,5,100.0,,1.0,5.0
2021-01-13,5,100.0,,1.0,5.0
2021-01-14,9,100.0,,1.0,9.0
2021-01-15,10,100.0,,1.0,10.0
2021-01-16,2,100.0,,1.0,2.0
2021-01-17,2,100.0,,1.0,2.0
2021-01-18,3,100.0,,1.0,3.0
2021-01-19,4,100.0,,1.0,4.0
2021-01-20,3,100.0,,1.0,3.0
2021-01-21,5,100.0,,1.0,5.0
2021-01-22,7,100.0,,1.0,7.0
2021-01-23,5,100.0,,1.0,5.0
2021-01-24,2,100.0,,1.0,2.0
2021-01-25,28,100.0,,1.0,28.0
2021-01-26,30,100.0,,1.0,30.0
2021-01-27,100,100.0,,1.0,100.0
2021-01-28,88,100.0,,1.0,88.0
2021-01-29,58,100.0,,1.0,58.0
2021-01-30,15,100.0,,1.0,15.0
2021-01-31,11,100.0,,1.0,11.0
2021-02-01,100,37.0,False,0.37,37.0
2021-02-02,81,37.0,,0.37,29.97
2021-02-03,53,37.0,,0.37,19.61
2021-02-04,42,37.0,,0.37,15.54
2021-02-05,36,37.0,,0.37,13.32
2021-02-06,12,37.0,,0.37,4.4399999999999995
2021-02-07,5,37.0,,0.37,1.85
2021-02-08,19,37.0,,0.37,7.03
2021-02-09,20,37.0,,0.37,7.4
2021-02-10,19,37.0,,0.37,7.03
2021-02-11,19,37.0,,0.37,7.03
2021-02-12,14,37.0,,0.37,5.18
2021-02-13,6,37.0,,0.37,2.2199999999999998
2021-02-14,4,37.0,,0.37,1.48
2021-02-15,7,37.0,,0.37,2.59
2021-02-16,13,37.0,,0.37,4.81
2021-02-17,7,37.0,,0.37,2.59
2021-02-18,10,37.0,,0.37,3.7
2021-02-19,7,37.0,,0.37,2.59
2021-02-20,4,37.0,,0.37,1.48
2021-02-21,9,37.0,,0.37,3.33
2021-02-22,13,37.0,,0.37,4.81
2021-02-23,12,37.0,,0.37,4.4399999999999995
2021-02-24,17,37.0,,0.37,6.29
2021-02-25,19,37.0,,0.37,7.03
2021-02-26,14,37.0,,0.37,5.18
2021-02-27,4,37.0,,0.37,1.48
2021-02-28,4,37.0,,0.37,1.48
2021-03-01,52,14.0,False,0.14,7.280000000000001
2021-03-02,70,14.0,,0.14,9.8
2021-03-03,100,14.0,,0.14,14.000000000000002
2021-03-04,67,14.0,,0.14,9.38
2021-03-05,39,14.0,,0.14,5.460000000000001
2021-03-06,16,14.0,,0.14,2.24
2021-03-07,20,14.0,,0.14,2.8000000000000003
2021-03-08,64,14.0,,0.14,8.96
2021-03-09,66,14.0,,0.14,9.24
2021-03-10,71,14.0,,0.14,9.940000000000001
2021-03-11,18,14.0,,0.14,2.5200000000000005
2021-03-12,32,14.0,,0.14,4.48
2021-03-13,19,14.0,,0.14,2.66
2021-03-14,19,14.0,,0.14,2.66
2021-03-15,54,14.0,,0.14,7.5600000000000005
2021-03-16,50,14.0,,0.14,7.000000000000001
2021-03-17,61,14.0,,0.14,8.540000000000001
2021-03-18,34,14.0,,0.14,4.760000000000001
2021-03-19,42,14.0,,0.14,5.880000000000001
2021-03-20,23,14.0,,0.14,3.22
2021-03-21,4,14.0,,0.14,0.56
2021-03-22,38,14.0,,0.14,5.32
2021-03-23,52,14.0,,0.14,7.280000000000001
2021-03-24,34,14.0,,0.14,4.760000000000001
2021-03-25,38,14.0,,0.14,5.32
2021-03-26,36,14.0,,0.14,5.040000000000001
2021-03-27,8,14.0,,0.14,1.12
2021-03-28,12,14.0,,0.14,1.6800000000000002
2021-03-29,53,14.0,,0.14,7.420000000000001
2021-03-30,28,14.0,,0.14,3.9200000000000004
2021-03-31,27,14.0,,0.14,3.7800000000000002
2021-04-01,12,11.0,False,0.11,1.32
2021-04-02,20,11.0,,0.11,2.2
2021-04-03,3,11.0,,0.11,0.33
2021-04-04,3,11.0,,0.11,0.33
2021-04-05,32,11.0,,0.11,3.52
2021-04-06,19,11.0,,0.11,2.09
2021-04-07,26,11.0,,0.11,2.86
2021-04-08,44,11.0,,0.11,4.84
2021-04-09,12,11.0,,0.11,1.32
2021-04-10,8,11.0,,0.11,0.88
2021-04-11,8,11.0,,0.11,0.88
2021-04-12,35,11.0,,0.11,3.85
2021-04-13,28,11.0,,0.11,3.08
2021-04-14,100,11.0,,0.11,11.0
2021-04-15,52,11.0,,0.11,5.72
2021-04-16,34,11.0,,0.11,3.74
