date,MORE_unscaled,MORE_monthly,isPartial,scale,MORE
2019-08-22,86,66.0,,0.66,56.760000000000005
2019-08-23,82,66.0,,0.66,54.120000000000005
2019-08-24,71,66.0,,0.66,46.86
2019-08-25,77,66.0,,0.66,50.82
2019-08-26,89,66.0,,0.66,58.74
2019-08-27,93,66.0,,0.66,61.38
2019-08-28,100,66.0,,0.66,66.0
2019-08-29,97,66.0,,0.66,64.02
2019-08-30,88,66.0,,0.66,58.080000000000005
2019-08-31,72,66.0,,0.66,47.52
2019-09-01,62,78.0,False,0.78,48.36
2019-09-02,72,78.0,,0.78,56.160000000000004
2019-09-03,83,78.0,,0.78,64.74000000000001
2019-09-04,87,78.0,,0.78,67.86
2019-09-05,89,78.0,,0.78,69.42
2019-09-06,82,78.0,,0.78,63.96
2019-09-07,64,78.0,,0.78,49.92
2019-09-08,73,78.0,,0.78,56.940000000000005
2019-09-09,92,78.0,,0.78,71.76
2019-09-10,91,78.0,,0.78,70.98
2019-09-11,91,78.0,,0.78,70.98
2019-09-12,91,78.0,,0.78,70.98
2019-09-13,87,78.0,,0.78,67.86
2019-09-14,71,78.0,,0.78,55.38
2019-09-15,78,78.0,,0.78,60.84
2019-09-16,93,78.0,,0.78,72.54
2019-09-17,98,78.0,,0.78,76.44
2019-09-18,95,78.0,,0.78,74.10000000000001
2019-09-19,93,78.0,,0.78,72.54
2019-09-20,88,78.0,,0.78,68.64
2019-09-21,69,78.0,,0.78,53.82
2019-09-22,79,78.0,,0.78,61.620000000000005
2019-09-23,97,78.0,,0.78,75.66
2019-09-24,99,78.0,,0.78,77.22
2019-09-25,100,78.0,,0.78,78.0
2019-09-26,97,78.0,,0.78,75.66
2019-09-27,91,78.0,,0.78,70.98
2019-09-28,71,78.0,,0.78,55.38
2019-09-29,80,78.0,,0.78,62.400000000000006
2019-09-30,94,78.0,,0.78,73.32000000000001
2019-10-01,97,77.0,False,0.77,74.69
2019-10-02,98,77.0,,0.77,75.46000000000001
2019-10-03,94,77.0,,0.77,72.38
2019-10-04,88,77.0,,0.77,67.76
2019-10-05,65,77.0,,0.77,50.050000000000004
2019-10-06,81,77.0,,0.77,62.370000000000005
2019-10-07,99,77.0,,0.77,76.23
2019-10-08,98,77.0,,0.77,75.46000000000001
2019-10-09,95,77.0,,0.77,73.15
2019-10-10,96,77.0,,0.77,73.92
2019-10-11,90,77.0,,0.77,69.3
2019-10-12,73,77.0,,0.77,56.21
2019-10-13,73,77.0,,0.77,56.21
2019-10-14,96,77.0,,0.77,73.92
2019-10-15,93,77.0,,0.77,71.61
2019-10-16,94,77.0,,0.77,72.38
2019-10-17,94,77.0,,0.77,72.38
2019-10-18,87,77.0,,0.77,66.99
2019-10-19,66,77.0,,0.77,50.82
2019-10-20,79,77.0,,0.77,60.83
2019-10-21,95,77.0,,0.77,73.15
2019-10-22,98,77.0,,0.77,75.46000000000001
2019-10-23,100,77.0,,0.77,77.0
2019-10-24,93,77.0,,0.77,71.61
2019-10-25,90,77.0,,0.77,69.3
2019-10-26,74,77.0,,0.77,56.980000000000004
2019-10-27,76,77.0,,0.77,58.52
2019-10-28,98,77.0,,0.77,75.46000000000001
2019-10-29,97,77.0,,0.77,74.69
2019-10-30,96,77.0,,0.77,73.92
2019-10-31,88,77.0,,0.77,67.76
2019-11-01,79,76.0,False,0.76,60.04
2019-11-02,65,76.0,,0.76,49.4
2019-11-03,75,76.0,,0.76,57.0
2019-11-04,96,76.0,,0.76,72.96000000000001
2019-11-05,94,76.0,,0.76,71.44
2019-11-06,94,76.0,,0.76,71.44
2019-11-07,89,76.0,,0.76,67.64
2019-11-08,89,76.0,,0.76,67.64
2019-11-09,67,76.0,,0.76,50.92
2019-11-10,73,76.0,,0.76,55.480000000000004
2019-11-11,88,76.0,,0.76,66.88
2019-11-12,91,76.0,,0.76,69.16
2019-11-13,95,76.0,,0.76,72.2
2019-11-14,95,76.0,,0.76,72.2
2019-11-15,87,76.0,,0.76,66.12
2019-11-16,67,76.0,,0.76,50.92
2019-11-17,77,76.0,,0.76,58.52
2019-11-18,96,76.0,,0.76,72.96000000000001
2019-11-19,100,76.0,,0.76,76.0
2019-11-20,99,76.0,,0.76,75.24
2019-11-21,95,76.0,,0.76,72.2
2019-11-22,89,76.0,,0.76,67.64
2019-11-23,65,76.0,,0.76,49.4
2019-11-24,74,76.0,,0.76,56.24
2019-11-25,87,76.0,,0.76,66.12
2019-11-26,82,76.0,,0.76,62.32
2019-11-27,67,76.0,,0.76,50.92
2019-11-28,58,76.0,,0.76,44.08
2019-11-29,54,76.0,,0.76,41.04
2019-11-30,63,76.0,,0.76,47.88
2019-12-01,72,75.0,False,0.75,54.0
2019-12-02,90,75.0,,0.75,67.5
2019-12-03,96,75.0,,0.75,72.0
2019-12-04,98,75.0,,0.75,73.5
2019-12-05,100,75.0,,0.75,75.0
2019-12-06,91,75.0,,0.75,68.25
2019-12-07,68,75.0,,0.75,51.0
2019-12-08,71,75.0,,0.75,53.25
2019-12-09,93,75.0,,0.75,69.75
2019-12-10,96,75.0,,0.75,72.0
2019-12-11,95,75.0,,0.75,71.25
2019-12-12,96,75.0,,0.75,72.0
2019-12-13,90,75.0,,0.75,67.5
2019-12-14,68,75.0,,0.75,51.0
2019-12-15,71,75.0,,0.75,53.25
2019-12-16,88,75.0,,0.75,66.0
2019-12-17,91,75.0,,0.75,68.25
2019-12-18,86,75.0,,0.75,64.5
2019-12-19,94,75.0,,0.75,70.5
2019-12-20,84,75.0,,0.75,63.0
2019-12-21,67,75.0,,0.75,50.25
2019-12-22,63,75.0,,0.75,47.25
2019-12-23,65,75.0,,0.75,48.75
2019-12-24,62,75.0,,0.75,46.5
2019-12-25,59,75.0,,0.75,44.25
2019-12-26,62,75.0,,0.75,46.5
2019-12-27,63,75.0,,0.75,47.25
2019-12-28,68,75.0,,0.75,51.0
2019-12-29,64,75.0,,0.75,48.0
2019-12-30,68,75.0,,0.75,51.0
2019-12-31,71,75.0,,0.75,53.25
2020-01-01,62,77.0,False,0.77,47.74
2020-01-02,70,77.0,,0.77,53.9
2020-01-03,74,77.0,,0.77,56.980000000000004
2020-01-04,68,77.0,,0.77,52.36
2020-01-05,71,77.0,,0.77,54.67
2020-01-06,76,77.0,,0.77,58.52
2020-01-07,83,77.0,,0.77,63.910000000000004
2020-01-08,87,77.0,,0.77,66.99
2020-01-09,89,77.0,,0.77,68.53
2020-01-10,86,77.0,,0.77,66.22
2020-01-11,71,77.0,,0.77,54.67
2020-01-12,73,77.0,,0.77,56.21
2020-01-13,87,77.0,,0.77,66.99
2020-01-14,88,77.0,,0.77,67.76
2020-01-15,95,77.0,,0.77,73.15
2020-01-16,90,77.0,,0.77,69.3
2020-01-17,87,77.0,,0.77,66.99
2020-01-18,72,77.0,,0.77,55.44
2020-01-19,72,77.0,,0.77,55.44
2020-01-20,81,77.0,,0.77,62.370000000000005
2020-01-21,93,77.0,,0.77,71.61
2020-01-22,97,77.0,,0.77,74.69
2020-01-23,98,77.0,,0.77,75.46000000000001
2020-01-24,94,77.0,,0.77,72.38
2020-01-25,79,77.0,,0.77,60.83
2020-01-26,79,77.0,,0.77,60.83
2020-01-27,95,77.0,,0.77,73.15
2020-01-28,100,77.0,,0.77,77.0
2020-01-29,100,77.0,,0.77,77.0
2020-01-30,98,77.0,,0.77,75.46000000000001
2020-01-31,94,77.0,,0.77,72.38
2020-02-01,73,89.0,False,0.89,64.97
2020-02-02,82,89.0,,0.89,72.98
2020-02-03,92,89.0,,0.89,81.88
2020-02-04,91,89.0,,0.89,80.99
2020-02-05,98,89.0,,0.89,87.22
2020-02-06,95,89.0,,0.89,84.55
2020-02-07,88,89.0,,0.89,78.32000000000001
2020-02-08,71,89.0,,0.89,63.19
2020-02-09,78,89.0,,0.89,69.42
2020-02-10,94,89.0,,0.89,83.66
2020-02-11,97,89.0,,0.89,86.33
2020-02-12,96,89.0,,0.89,85.44
2020-02-13,94,89.0,,0.89,83.66
2020-02-14,90,89.0,,0.89,80.1
2020-02-15,71,89.0,,0.89,63.19
2020-02-16,80,89.0,,0.89,71.2
2020-02-17,86,89.0,,0.89,76.54
2020-02-18,96,89.0,,0.89,85.44
2020-02-19,96,89.0,,0.89,85.44
2020-02-20,96,89.0,,0.89,85.44
2020-02-21,92,89.0,,0.89,81.88
2020-02-22,76,89.0,,0.89,67.64
2020-02-23,84,89.0,,0.89,74.76
2020-02-24,98,89.0,,0.89,87.22
2020-02-25,100,89.0,,0.89,89.0
2020-02-26,98,89.0,,0.89,87.22
2020-02-27,95,89.0,,0.89,84.55
2020-02-28,96,89.0,,0.89,85.44
2020-02-29,76,89.0,,0.89,67.64
2020-03-01,74,90.0,False,0.9,66.60000000000001
2020-03-02,87,90.0,,0.9,78.3
2020-03-03,85,90.0,,0.9,76.5
2020-03-04,85,90.0,,0.9,76.5
2020-03-05,85,90.0,,0.9,76.5
2020-03-06,81,90.0,,0.9,72.9
2020-03-07,66,90.0,,0.9,59.4
2020-03-08,70,90.0,,0.9,63.0
2020-03-09,83,90.0,,0.9,74.7
2020-03-10,82,90.0,,0.9,73.8
2020-03-11,86,90.0,,0.9,77.4
2020-03-12,86,90.0,,0.9,77.4
2020-03-13,77,90.0,,0.9,69.3
2020-03-14,72,90.0,,0.9,64.8
2020-03-15,75,90.0,,0.9,67.5
2020-03-16,83,90.0,,0.9,74.7
2020-03-17,80,90.0,,0.9,72.0
2020-03-18,83,90.0,,0.9,74.7
2020-03-19,86,90.0,,0.9,77.4
2020-03-20,83,90.0,,0.9,74.7
2020-03-21,81,90.0,,0.9,72.9
2020-03-22,84,90.0,,0.9,75.60000000000001
2020-03-23,88,90.0,,0.9,79.2
2020-03-24,94,90.0,,0.9,84.60000000000001
2020-03-25,94,90.0,,0.9,84.60000000000001
2020-03-26,96,90.0,,0.9,86.4
2020-03-27,95,90.0,,0.9,85.5
2020-03-28,87,90.0,,0.9,78.3
2020-03-29,89,90.0,,0.9,80.10000000000001
2020-03-30,99,90.0,,0.9,89.10000000000001
2020-03-31,100,90.0,,0.9,90.0
2020-04-01,90,100.0,False,1.0,90.0
2020-04-02,90,100.0,,1.0,90.0
2020-04-03,90,100.0,,1.0,90.0
2020-04-04,81,100.0,,1.0,81.0
2020-04-05,84,100.0,,1.0,84.0
2020-04-06,87,100.0,,1.0,87.0
2020-04-07,88,100.0,,1.0,88.0
2020-04-08,92,100.0,,1.0,92.0
2020-04-09,89,100.0,,1.0,89.0
2020-04-10,85,100.0,,1.0,85.0
2020-04-11,82,100.0,,1.0,82.0
2020-04-12,81,100.0,,1.0,81.0
2020-04-13,89,100.0,,1.0,89.0
2020-04-14,93,100.0,,1.0,93.0
2020-04-15,94,100.0,,1.0,94.0
2020-04-16,96,100.0,,1.0,96.0
2020-04-17,97,100.0,,1.0,97.0
2020-04-18,86,100.0,,1.0,86.0
2020-04-19,86,100.0,,1.0,86.0
2020-04-20,96,100.0,,1.0,96.0
2020-04-21,100,100.0,,1.0,100.0
2020-04-22,98,100.0,,1.0,98.0
2020-04-23,97,100.0,,1.0,97.0
2020-04-24,92,100.0,,1.0,92.0
2020-04-25,84,100.0,,1.0,84.0
2020-04-26,88,100.0,,1.0,88.0
2020-04-27,97,100.0,,1.0,97.0
2020-04-28,96,100.0,,1.0,96.0
2020-04-29,92,100.0,,1.0,92.0
2020-04-30,94,100.0,,1.0,94.0
2020-05-01,95,94.0,False,0.94,89.3
2020-05-02,86,94.0,,0.94,80.83999999999999
2020-05-03,89,94.0,,0.94,83.66
2020-05-04,95,94.0,,0.94,89.3
2020-05-05,100,94.0,,0.94,94.0
2020-05-06,98,94.0,,0.94,92.11999999999999
2020-05-07,95,94.0,,0.94,89.3
2020-05-08,92,94.0,,0.94,86.47999999999999
2020-05-09,79,94.0,,0.94,74.25999999999999
2020-05-10,77,94.0,,0.94,72.38
2020-05-11,89,94.0,,0.94,83.66
2020-05-12,92,94.0,,0.94,86.47999999999999
2020-05-13,92,94.0,,0.94,86.47999999999999
2020-05-14,96,94.0,,0.94,90.24
2020-05-15,88,94.0,,0.94,82.72
2020-05-16,79,94.0,,0.94,74.25999999999999
2020-05-17,77,94.0,,0.94,72.38
2020-05-18,87,94.0,,0.94,81.78
2020-05-19,84,94.0,,0.94,78.96
2020-05-20,85,94.0,,0.94,79.89999999999999
2020-05-21,83,94.0,,0.94,78.02
2020-05-22,81,94.0,,0.94,76.14
2020-05-23,72,94.0,,0.94,67.67999999999999
2020-05-24,74,94.0,,0.94,69.56
2020-05-25,76,94.0,,0.94,71.44
2020-05-26,79,94.0,,0.94,74.25999999999999
2020-05-27,80,94.0,,0.94,75.19999999999999
2020-05-28,81,94.0,,0.94,76.14
2020-05-29,79,94.0,,0.94,74.25999999999999
2020-05-30,73,94.0,,0.94,68.61999999999999
2020-05-31,71,94.0,,0.94,66.74
2020-06-01,93,83.0,False,0.83,77.19
2020-06-02,96,83.0,,0.83,79.67999999999999
2020-06-03,100,83.0,,0.83,83.0
2020-06-04,96,83.0,,0.83,79.67999999999999
2020-06-05,98,83.0,,0.83,81.33999999999999
2020-06-06,90,83.0,,0.83,74.7
2020-06-07,91,83.0,,0.83,75.53
2020-06-08,91,83.0,,0.83,75.53
2020-06-09,95,83.0,,0.83,78.85
2020-06-10,97,83.0,,0.83,80.50999999999999
2020-06-11,94,83.0,,0.83,78.02
2020-06-12,90,83.0,,0.83,74.7
2020-06-13,88,83.0,,0.83,73.03999999999999
2020-06-14,87,83.0,,0.83,72.21
2020-06-15,90,83.0,,0.83,74.7
2020-06-16,93,83.0,,0.83,77.19
2020-06-17,94,83.0,,0.83,78.02
2020-06-18,91,83.0,,0.83,75.53
2020-06-19,91,83.0,,0.83,75.53
2020-06-20,87,83.0,,0.83,72.21
2020-06-21,85,83.0,,0.83,70.55
2020-06-22,94,83.0,,0.83,78.02
2020-06-23,89,83.0,,0.83,73.86999999999999
2020-06-24,91,83.0,,0.83,75.53
2020-06-25,94,83.0,,0.83,78.02
2020-06-26,91,83.0,,0.83,75.53
2020-06-27,87,83.0,,0.83,72.21
2020-06-28,91,83.0,,0.83,75.53
2020-06-29,90,83.0,,0.83,74.7
2020-06-30,89,83.0,,0.83,73.86999999999999
2020-07-01,98,77.0,False,0.77,75.46000000000001
2020-07-02,97,77.0,,0.77,74.69
2020-07-03,94,77.0,,0.77,72.38
2020-07-04,92,77.0,,0.77,70.84
2020-07-05,92,77.0,,0.77,70.84
2020-07-06,96,77.0,,0.77,73.92
2020-07-07,98,77.0,,0.77,75.46000000000001
2020-07-08,98,77.0,,0.77,75.46000000000001
2020-07-09,98,77.0,,0.77,75.46000000000001
2020-07-10,99,77.0,,0.77,76.23
2020-07-11,92,77.0,,0.77,70.84
2020-07-12,97,77.0,,0.77,74.69
2020-07-13,95,77.0,,0.77,73.15
2020-07-14,95,77.0,,0.77,73.15
2020-07-15,99,77.0,,0.77,76.23
2020-07-16,100,77.0,,0.77,77.0
2020-07-17,97,77.0,,0.77,74.69
2020-07-18,95,77.0,,0.77,73.15
2020-07-19,97,77.0,,0.77,74.69
2020-07-20,100,77.0,,0.77,77.0
2020-07-21,97,77.0,,0.77,74.69
2020-07-22,99,77.0,,0.77,76.23
2020-07-23,96,77.0,,0.77,73.92
2020-07-24,96,77.0,,0.77,73.92
2020-07-25,96,77.0,,0.77,73.92
2020-07-26,98,77.0,,0.77,75.46000000000001
2020-07-27,97,77.0,,0.77,74.69
2020-07-28,96,77.0,,0.77,73.92
2020-07-29,97,77.0,,0.77,74.69
2020-07-30,98,77.0,,0.77,75.46000000000001
2020-07-31,96,77.0,,0.77,73.92
2020-08-01,77,78.0,False,0.78,60.06
2020-08-02,78,78.0,,0.78,60.84
2020-08-03,78,78.0,,0.78,60.84
2020-08-04,76,78.0,,0.78,59.28
2020-08-05,78,78.0,,0.78,60.84
2020-08-06,77,78.0,,0.78,60.06
2020-08-07,79,78.0,,0.78,61.620000000000005
2020-08-08,74,78.0,,0.78,57.72
2020-08-09,80,78.0,,0.78,62.400000000000006
2020-08-10,76,78.0,,0.78,59.28
2020-08-11,80,78.0,,0.78,62.400000000000006
2020-08-12,80,78.0,,0.78,62.400000000000006
2020-08-13,78,78.0,,0.78,60.84
2020-08-14,81,78.0,,0.78,63.18
2020-08-15,73,78.0,,0.78,56.940000000000005
2020-08-16,73,78.0,,0.78,56.940000000000005
2020-08-17,80,78.0,,0.78,62.400000000000006
2020-08-18,86,78.0,,0.78,67.08
2020-08-19,81,78.0,,0.78,63.18
2020-08-20,86,78.0,,0.78,67.08
2020-08-21,84,78.0,,0.78,65.52
2020-08-22,75,78.0,,0.78,58.5
2020-08-23,78,78.0,,0.78,60.84
2020-08-24,85,78.0,,0.78,66.3
2020-08-25,92,78.0,,0.78,71.76
2020-08-26,92,78.0,,0.78,71.76
2020-08-27,92,78.0,,0.78,71.76
2020-08-28,100,78.0,,0.78,78.0
2020-08-29,79,78.0,,0.78,61.620000000000005
2020-08-30,85,78.0,,0.78,66.3
2020-08-31,96,78.0,,0.78,74.88
2020-09-01,82,95.0,False,0.95,77.89999999999999
2020-09-02,84,95.0,,0.95,79.8
2020-09-03,87,95.0,,0.95,82.64999999999999
2020-09-04,82,95.0,,0.95,77.89999999999999
2020-09-05,68,95.0,,0.95,64.6
2020-09-06,70,95.0,,0.95,66.5
2020-09-07,75,95.0,,0.95,71.25
2020-09-08,86,95.0,,0.95,81.7
2020-09-09,90,95.0,,0.95,85.5
2020-09-10,88,95.0,,0.95,83.6
2020-09-11,86,95.0,,0.95,81.7
2020-09-12,68,95.0,,0.95,64.6
2020-09-13,75,95.0,,0.95,71.25
2020-09-14,94,95.0,,0.95,89.3
2020-09-15,91,95.0,,0.95,86.45
2020-09-16,92,95.0,,0.95,87.39999999999999
2020-09-17,95,95.0,,0.95,90.25
2020-09-18,95,95.0,,0.95,90.25
2020-09-19,71,95.0,,0.95,67.45
2020-09-20,75,95.0,,0.95,71.25
2020-09-21,95,95.0,,0.95,90.25
2020-09-22,96,95.0,,0.95,91.19999999999999
2020-09-23,100,95.0,,0.95,95.0
2020-09-24,97,95.0,,0.95,92.14999999999999
2020-09-25,92,95.0,,0.95,87.39999999999999
2020-09-26,69,95.0,,0.95,65.55
2020-09-27,74,95.0,,0.95,70.3
2020-09-28,93,95.0,,0.95,88.35
2020-09-29,95,95.0,,0.95,90.25
2020-09-30,96,95.0,,0.95,91.19999999999999
2020-10-01,97,94.0,False,0.94,91.17999999999999
2020-10-02,91,94.0,,0.94,85.53999999999999
2020-10-03,66,94.0,,0.94,62.04
2020-10-04,73,94.0,,0.94,68.61999999999999
2020-10-05,94,94.0,,0.94,88.36
2020-10-06,92,94.0,,0.94,86.47999999999999
2020-10-07,98,94.0,,0.94,92.11999999999999
2020-10-08,100,94.0,,0.94,94.0
2020-10-09,86,94.0,,0.94,80.83999999999999
2020-10-10,63,94.0,,0.94,59.22
2020-10-11,70,94.0,,0.94,65.8
2020-10-12,85,94.0,,0.94,79.89999999999999
2020-10-13,83,94.0,,0.94,78.02
2020-10-14,85,94.0,,0.94,79.89999999999999
2020-10-15,86,94.0,,0.94,80.83999999999999
2020-10-16,87,94.0,,0.94,81.78
2020-10-17,68,94.0,,0.94,63.919999999999995
2020-10-18,71,94.0,,0.94,66.74
2020-10-19,89,94.0,,0.94,83.66
2020-10-20,89,94.0,,0.94,83.66
2020-10-21,91,94.0,,0.94,85.53999999999999
2020-10-22,88,94.0,,0.94,82.72
2020-10-23,90,94.0,,0.94,84.6
2020-10-24,64,94.0,,0.94,60.16
2020-10-25,73,94.0,,0.94,68.61999999999999
2020-10-26,88,94.0,,0.94,82.72
2020-10-27,91,94.0,,0.94,85.53999999999999
2020-10-28,91,94.0,,0.94,85.53999999999999
2020-10-29,87,94.0,,0.94,81.78
2020-10-30,91,94.0,,0.94,85.53999999999999
2020-10-31,73,94.0,,0.94,68.61999999999999
2020-11-01,77,88.0,False,0.88,67.76
2020-11-02,97,88.0,,0.88,85.36
2020-11-03,92,88.0,,0.88,80.96
2020-11-04,91,88.0,,0.88,80.08
2020-11-05,89,88.0,,0.88,78.32000000000001
2020-11-06,90,88.0,,0.88,79.2
2020-11-07,73,88.0,,0.88,64.24
2020-11-08,78,88.0,,0.88,68.64
2020-11-09,94,88.0,,0.88,82.72
2020-11-10,96,88.0,,0.88,84.48
2020-11-11,86,88.0,,0.88,75.68
2020-11-12,99,88.0,,0.88,87.12
2020-11-13,95,88.0,,0.88,83.6
2020-11-14,78,88.0,,0.88,68.64
2020-11-15,77,88.0,,0.88,67.76
2020-11-16,94,88.0,,0.88,82.72
2020-11-17,96,88.0,,0.88,84.48
2020-11-18,100,88.0,,0.88,88.0
2020-11-19,95,88.0,,0.88,83.6
2020-11-20,95,88.0,,0.88,83.6
2020-11-21,73,88.0,,0.88,64.24
2020-11-22,78,88.0,,0.88,68.64
2020-11-23,87,88.0,,0.88,76.56
2020-11-24,84,88.0,,0.88,73.92
2020-11-25,76,88.0,,0.88,66.88
2020-11-26,62,88.0,,0.88,54.56
2020-11-27,61,88.0,,0.88,53.68
2020-11-28,65,88.0,,0.88,57.2
2020-11-29,67,88.0,,0.88,58.96
2020-11-30,85,88.0,,0.88,74.8
2020-12-01,90,85.0,False,0.85,76.5
2020-12-02,92,85.0,,0.85,78.2
2020-12-03,95,85.0,,0.85,80.75
2020-12-04,100,85.0,,0.85,85.0
2020-12-05,77,85.0,,0.85,65.45
2020-12-06,75,85.0,,0.85,63.75
2020-12-07,94,85.0,,0.85,79.89999999999999
2020-12-08,94,85.0,,0.85,79.89999999999999
2020-12-09,95,85.0,,0.85,80.75
2020-12-10,91,85.0,,0.85,77.35
2020-12-11,89,85.0,,0.85,75.64999999999999
2020-12-12,69,85.0,,0.85,58.65
2020-12-13,70,85.0,,0.85,59.5
2020-12-14,85,85.0,,0.85,72.25
2020-12-15,89,85.0,,0.85,75.64999999999999
2020-12-16,88,85.0,,0.85,74.8
2020-12-17,89,85.0,,0.85,75.64999999999999
2020-12-18,79,85.0,,0.85,67.14999999999999
2020-12-19,65,85.0,,0.85,55.25
2020-12-20,64,85.0,,0.85,54.4
2020-12-21,69,85.0,,0.85,58.65
2020-12-22,67,85.0,,0.85,56.949999999999996
2020-12-23,65,85.0,,0.85,55.25
2020-12-24,54,85.0,,0.85,45.9
2020-12-25,52,85.0,,0.85,44.199999999999996
2020-12-26,54,85.0,,0.85,45.9
2020-12-27,59,85.0,,0.85,50.15
2020-12-28,64,85.0,,0.85,54.4
2020-12-29,70,85.0,,0.85,59.5
2020-12-30,65,85.0,,0.85,55.25
2020-12-31,67,85.0,,0.85,56.949999999999996
2021-01-01,66,84.0,False,0.84,55.44
2021-01-02,69,84.0,,0.84,57.96
2021-01-03,76,84.0,,0.84,63.839999999999996
2021-01-04,80,84.0,,0.84,67.2
2021-01-05,86,84.0,,0.84,72.24
2021-01-06,85,84.0,,0.84,71.39999999999999
2021-01-07,87,84.0,,0.84,73.08
2021-01-08,86,84.0,,0.84,72.24
2021-01-09,75,84.0,,0.84,63.0
2021-01-10,77,84.0,,0.84,64.67999999999999
2021-01-11,85,84.0,,0.84,71.39999999999999
2021-01-12,87,84.0,,0.84,73.08
2021-01-13,90,84.0,,0.84,75.6
2021-01-14,95,84.0,,0.84,79.8
2021-01-15,91,84.0,,0.84,76.44
2021-01-16,75,84.0,,0.84,63.0
2021-01-17,74,84.0,,0.84,62.16
2021-01-18,80,84.0,,0.84,67.2
2021-01-19,93,84.0,,0.84,78.11999999999999
2021-01-20,94,84.0,,0.84,78.96
2021-01-21,99,84.0,,0.84,83.16
2021-01-22,97,84.0,,0.84,81.48
2021-01-23,79,84.0,,0.84,66.36
2021-01-24,83,84.0,,0.84,69.72
2021-01-25,96,84.0,,0.84,80.64
2021-01-26,94,84.0,,0.84,78.96
2021-01-27,95,84.0,,0.84,79.8
2021-01-28,100,84.0,,0.84,84.0
2021-01-29,96,84.0,,0.84,80.64
2021-01-30,82,84.0,,0.84,68.88
2021-01-31,91,84.0,,0.84,76.44
2021-02-01,90,94.0,False,0.94,84.6
2021-02-02,95,94.0,,0.94,89.3
2021-02-03,97,94.0,,0.94,91.17999999999999
2021-02-04,98,94.0,,0.94,92.11999999999999
2021-02-05,97,94.0,,0.94,91.17999999999999
2021-02-06,83,94.0,,0.94,78.02
2021-02-07,79,94.0,,0.94,74.25999999999999
2021-02-08,93,94.0,,0.94,87.42
2021-02-09,95,94.0,,0.94,89.3
2021-02-10,94,94.0,,0.94,88.36
2021-02-11,96,94.0,,0.94,90.24
2021-02-12,89,94.0,,0.94,83.66
2021-02-13,76,94.0,,0.94,71.44
2021-02-14,75,94.0,,0.94,70.5
2021-02-15,83,94.0,,0.94,78.02
2021-02-16,91,94.0,,0.94,85.53999999999999
2021-02-17,92,94.0,,0.94,86.47999999999999
2021-02-18,93,94.0,,0.94,87.42
2021-02-19,94,94.0,,0.94,88.36
2021-02-20,82,94.0,,0.94,77.08
2021-02-21,85,94.0,,0.94,79.89999999999999
2021-02-22,99,94.0,,0.94,93.05999999999999
2021-02-23,100,94.0,,0.94,94.0
2021-02-24,95,94.0,,0.94,89.3
2021-02-25,96,94.0,,0.94,90.24
2021-02-26,93,94.0,,0.94,87.42
2021-02-27,83,94.0,,0.94,78.02
2021-02-28,84,94.0,,0.94,78.96
2021-03-01,95,87.0,False,0.87,82.65
2021-03-02,100,87.0,,0.87,87.0
2021-03-03,97,87.0,,0.87,84.39
2021-03-04,100,87.0,,0.87,87.0
2021-03-05,94,87.0,,0.87,81.78
2021-03-06,78,87.0,,0.87,67.86
2021-03-07,85,87.0,,0.87,73.95
2021-03-08,96,87.0,,0.87,83.52
2021-03-09,94,87.0,,0.87,81.78
2021-03-10,93,87.0,,0.87,80.91
2021-03-11,94,87.0,,0.87,81.78
2021-03-12,92,87.0,,0.87,80.04
2021-03-13,75,87.0,,0.87,65.25
2021-03-14,81,87.0,,0.87,70.47
2021-03-15,91,87.0,,0.87,79.17
2021-03-16,93,87.0,,0.87,80.91
2021-03-17,86,87.0,,0.87,74.82
2021-03-18,90,87.0,,0.87,78.3
2021-03-19,88,87.0,,0.87,76.56
2021-03-20,71,87.0,,0.87,61.77
2021-03-21,71,87.0,,0.87,61.77
2021-03-22,91,87.0,,0.87,79.17
2021-03-23,93,87.0,,0.87,80.91
2021-03-24,92,87.0,,0.87,80.04
2021-03-25,96,87.0,,0.87,83.52
2021-03-26,89,87.0,,0.87,77.42999999999999
2021-03-27,73,87.0,,0.87,63.51
2021-03-28,78,87.0,,0.87,67.86
2021-03-29,89,87.0,,0.87,77.42999999999999
2021-03-30,89,87.0,,0.87,77.42999999999999
2021-03-31,86,87.0,,0.87,74.82
2021-04-01,87,88.0,False,0.88,76.56
2021-04-02,80,88.0,,0.88,70.4
2021-04-03,68,88.0,,0.88,59.84
2021-04-04,68,88.0,,0.88,59.84
2021-04-05,88,88.0,,0.88,77.44
2021-04-06,90,88.0,,0.88,79.2
2021-04-07,92,88.0,,0.88,80.96
2021-04-08,92,88.0,,0.88,80.96
2021-04-09,92,88.0,,0.88,80.96
2021-04-10,75,88.0,,0.88,66.0
2021-04-11,77,88.0,,0.88,67.76
2021-04-12,99,88.0,,0.88,87.12
2021-04-13,96,88.0,,0.88,84.48
2021-04-14,95,88.0,,0.88,83.6
2021-04-15,96,88.0,,0.88,84.48
2021-04-16,97,88.0,,0.88,85.36
2021-04-17,76,88.0,,0.88,66.88
2021-04-18,76,88.0,,0.88,66.88
2021-04-19,99,88.0,,0.88,87.12
2021-04-20,93,88.0,,0.88,81.84
2021-04-21,94,88.0,,0.88,82.72
2021-04-22,98,88.0,,0.88,86.24
2021-04-23,95,88.0,,0.88,83.6
2021-04-24,75,88.0,,0.88,66.0
