date,GRS_unscaled,GRS_monthly,isPartial,scale,GRS
2019-08-25,60,61.0,,0.61,36.6
2019-08-26,55,61.0,,0.61,33.55
2019-08-27,100,61.0,,0.61,61.0
2019-08-28,80,61.0,,0.61,48.8
2019-08-29,63,61.0,,0.61,38.43
2019-08-30,54,61.0,,0.61,32.94
2019-08-31,48,61.0,,0.61,29.28
2019-09-01,34,60.0,False,0.6,20.4
2019-09-02,55,60.0,,0.6,33.0
2019-09-03,52,60.0,,0.6,31.2
2019-09-04,92,60.0,,0.6,55.199999999999996
2019-09-05,68,60.0,,0.6,40.8
2019-09-06,48,60.0,,0.6,28.799999999999997
2019-09-07,38,60.0,,0.6,22.8
2019-09-08,37,60.0,,0.6,22.2
2019-09-09,76,60.0,,0.6,45.6
2019-09-10,32,60.0,,0.6,19.2
2019-09-11,48,60.0,,0.6,28.799999999999997
2019-09-12,100,60.0,,0.6,60.0
2019-09-13,52,60.0,,0.6,31.2
2019-09-14,58,60.0,,0.6,34.8
2019-09-15,23,60.0,,0.6,13.799999999999999
2019-09-16,47,60.0,,0.6,28.2
2019-09-17,59,60.0,,0.6,35.4
2019-09-18,59,60.0,,0.6,35.4
2019-09-19,76,60.0,,0.6,45.6
2019-09-20,65,60.0,,0.6,39.0
2019-09-21,43,60.0,,0.6,25.8
2019-09-22,51,60.0,,0.6,30.599999999999998
2019-09-23,35,60.0,,0.6,21.0
2019-09-24,48,60.0,,0.6,28.799999999999997
2019-09-25,53,60.0,,0.6,31.799999999999997
2019-09-26,86,60.0,,0.6,51.6
2019-09-27,62,60.0,,0.6,37.199999999999996
2019-09-28,30,60.0,,0.6,18.0
2019-09-29,39,60.0,,0.6,23.4
2019-09-30,65,60.0,,0.6,39.0
2019-10-01,58,69.0,False,0.69,40.019999999999996
2019-10-02,57,69.0,,0.69,39.33
2019-10-03,75,69.0,,0.69,51.74999999999999
2019-10-04,45,69.0,,0.69,31.049999999999997
2019-10-05,43,69.0,,0.69,29.669999999999998
2019-10-06,26,69.0,,0.69,17.939999999999998
2019-10-07,51,69.0,,0.69,35.19
2019-10-08,55,69.0,,0.69,37.949999999999996
2019-10-09,70,69.0,,0.69,48.3
2019-10-10,70,69.0,,0.69,48.3
2019-10-11,56,69.0,,0.69,38.64
2019-10-12,59,69.0,,0.69,40.709999999999994
2019-10-13,30,69.0,,0.69,20.7
2019-10-14,52,69.0,,0.69,35.879999999999995
2019-10-15,47,69.0,,0.69,32.43
2019-10-16,73,69.0,,0.69,50.37
2019-10-17,40,69.0,,0.69,27.599999999999998
2019-10-18,66,69.0,,0.69,45.54
2019-10-19,83,69.0,,0.69,57.269999999999996
2019-10-20,30,69.0,,0.69,20.7
2019-10-21,67,69.0,,0.69,46.23
2019-10-22,49,69.0,,0.69,33.809999999999995
2019-10-23,50,69.0,,0.69,34.5
2019-10-24,79,69.0,,0.69,54.51
2019-10-25,100,69.0,,0.69,69.0
2019-10-26,52,69.0,,0.69,35.879999999999995
2019-10-27,54,69.0,,0.69,37.26
2019-10-28,56,69.0,,0.69,38.64
2019-10-29,92,69.0,,0.69,63.48
2019-10-30,97,69.0,,0.69,66.92999999999999
2019-10-31,55,69.0,,0.69,37.949999999999996
2019-11-01,33,59.0,False,0.59,19.47
2019-11-02,59,59.0,,0.59,34.809999999999995
2019-11-03,42,59.0,,0.59,24.779999999999998
2019-11-04,53,59.0,,0.59,31.27
2019-11-05,71,59.0,,0.59,41.89
2019-11-06,75,59.0,,0.59,44.25
2019-11-07,67,59.0,,0.59,39.53
2019-11-08,45,59.0,,0.59,26.549999999999997
2019-11-09,78,59.0,,0.59,46.019999999999996
2019-11-10,36,59.0,,0.59,21.24
2019-11-11,84,59.0,,0.59,49.559999999999995
2019-11-12,77,59.0,,0.59,45.43
2019-11-13,74,59.0,,0.59,43.66
2019-11-14,87,59.0,,0.59,51.33
2019-11-15,100,59.0,,0.59,59.0
2019-11-16,51,59.0,,0.59,30.09
2019-11-17,36,59.0,,0.59,21.24
2019-11-18,52,59.0,,0.59,30.68
2019-11-19,70,59.0,,0.59,41.3
2019-11-20,58,59.0,,0.59,34.22
2019-11-21,67,59.0,,0.59,39.53
2019-11-22,41,59.0,,0.59,24.189999999999998
2019-11-23,31,59.0,,0.59,18.29
2019-11-24,56,59.0,,0.59,33.04
2019-11-25,40,59.0,,0.59,23.599999999999998
2019-11-26,65,59.0,,0.59,38.35
2019-11-27,53,59.0,,0.59,31.27
2019-11-28,52,59.0,,0.59,30.68
2019-11-29,44,59.0,,0.59,25.959999999999997
2019-11-30,45,59.0,,0.59,26.549999999999997
2019-12-01,78,55.0,False,0.55,42.900000000000006
2019-12-02,87,55.0,,0.55,47.85
2019-12-03,84,55.0,,0.55,46.2
2019-12-04,75,55.0,,0.55,41.25
2019-12-05,76,55.0,,0.55,41.800000000000004
2019-12-06,76,55.0,,0.55,41.800000000000004
2019-12-07,83,55.0,,0.55,45.650000000000006
2019-12-08,100,55.0,,0.55,55.00000000000001
2019-12-09,81,55.0,,0.55,44.550000000000004
2019-12-10,77,55.0,,0.55,42.35
2019-12-11,85,55.0,,0.55,46.75000000000001
2019-12-12,86,55.0,,0.55,47.300000000000004
2019-12-13,92,55.0,,0.55,50.6
2019-12-14,57,55.0,,0.55,31.35
2019-12-15,70,55.0,,0.55,38.5
2019-12-16,81,55.0,,0.55,44.550000000000004
2019-12-17,44,55.0,,0.55,24.200000000000003
2019-12-18,55,55.0,,0.55,30.250000000000004
2019-12-19,61,55.0,,0.55,33.550000000000004
2019-12-20,69,55.0,,0.55,37.95
2019-12-21,66,55.0,,0.55,36.300000000000004
2019-12-22,86,55.0,,0.55,47.300000000000004
2019-12-23,67,55.0,,0.55,36.85
2019-12-24,58,55.0,,0.55,31.900000000000002
2019-12-25,44,55.0,,0.55,24.200000000000003
2019-12-26,51,55.0,,0.55,28.05
2019-12-27,72,55.0,,0.55,39.6
2019-12-28,45,55.0,,0.55,24.750000000000004
2019-12-29,49,55.0,,0.55,26.950000000000003
2019-12-30,65,55.0,,0.55,35.75
2019-12-31,48,55.0,,0.55,26.400000000000002
2020-01-01,59,70.0,False,0.7,41.3
2020-01-02,69,70.0,,0.7,48.3
2020-01-03,63,70.0,,0.7,44.099999999999994
2020-01-04,65,70.0,,0.7,45.5
2020-01-05,61,70.0,,0.7,42.699999999999996
2020-01-06,87,70.0,,0.7,60.9
2020-01-07,42,70.0,,0.7,29.4
2020-01-08,53,70.0,,0.7,37.099999999999994
2020-01-09,50,70.0,,0.7,35.0
2020-01-10,98,70.0,,0.7,68.6
2020-01-11,47,70.0,,0.7,32.9
2020-01-12,60,70.0,,0.7,42.0
2020-01-13,83,70.0,,0.7,58.099999999999994
2020-01-14,85,70.0,,0.7,59.49999999999999
2020-01-15,83,70.0,,0.7,58.099999999999994
2020-01-16,64,70.0,,0.7,44.8
2020-01-17,62,70.0,,0.7,43.4
2020-01-18,67,70.0,,0.7,46.9
2020-01-19,92,70.0,,0.7,64.39999999999999
2020-01-20,93,70.0,,0.7,65.1
2020-01-21,65,70.0,,0.7,45.5
2020-01-22,77,70.0,,0.7,53.9
2020-01-23,69,70.0,,0.7,48.3
2020-01-24,53,70.0,,0.7,37.099999999999994
2020-01-25,52,70.0,,0.7,36.4
2020-01-26,48,70.0,,0.7,33.599999999999994
2020-01-27,88,70.0,,0.7,61.599999999999994
2020-01-28,100,70.0,,0.7,70.0
2020-01-29,85,70.0,,0.7,59.49999999999999
2020-01-30,69,70.0,,0.7,48.3
2020-01-31,70,70.0,,0.7,49.0
2020-02-01,52,71.0,False,0.71,36.92
2020-02-02,62,71.0,,0.71,44.019999999999996
2020-02-03,38,71.0,,0.71,26.979999999999997
2020-02-04,53,71.0,,0.71,37.629999999999995
2020-02-05,42,71.0,,0.71,29.82
2020-02-06,41,71.0,,0.71,29.11
2020-02-07,65,71.0,,0.71,46.15
2020-02-08,66,71.0,,0.71,46.86
2020-02-09,41,71.0,,0.71,29.11
2020-02-10,40,71.0,,0.71,28.4
2020-02-11,59,71.0,,0.71,41.89
2020-02-12,43,71.0,,0.71,30.529999999999998
2020-02-13,65,71.0,,0.71,46.15
2020-02-14,59,71.0,,0.71,41.89
2020-02-15,44,71.0,,0.71,31.24
2020-02-16,59,71.0,,0.71,41.89
2020-02-17,49,71.0,,0.71,34.79
2020-02-18,42,71.0,,0.71,29.82
2020-02-19,79,71.0,,0.71,56.089999999999996
2020-02-20,45,71.0,,0.71,31.95
2020-02-21,56,71.0,,0.71,39.76
2020-02-22,77,71.0,,0.71,54.669999999999995
2020-02-23,29,71.0,,0.71,20.59
2020-02-24,72,71.0,,0.71,51.12
2020-02-25,90,71.0,,0.71,63.9
2020-02-26,100,71.0,,0.71,71.0
2020-02-27,50,71.0,,0.71,35.5
2020-02-28,44,71.0,,0.71,31.24
2020-02-29,50,71.0,,0.71,35.5
2020-03-01,41,63.0,False,0.63,25.830000000000002
2020-03-02,65,63.0,,0.63,40.95
2020-03-03,69,63.0,,0.63,43.47
2020-03-04,52,63.0,,0.63,32.76
2020-03-05,78,63.0,,0.63,49.14
2020-03-06,70,63.0,,0.63,44.1
2020-03-07,55,63.0,,0.63,34.65
2020-03-08,60,63.0,,0.63,37.8
2020-03-09,73,63.0,,0.63,45.99
2020-03-10,87,63.0,,0.63,54.81
2020-03-11,84,63.0,,0.63,52.92
2020-03-12,100,63.0,,0.63,63.0
2020-03-13,50,63.0,,0.63,31.5
2020-03-14,19,63.0,,0.63,11.97
2020-03-15,62,63.0,,0.63,39.06
2020-03-16,58,63.0,,0.63,36.54
2020-03-17,61,63.0,,0.63,38.43
2020-03-18,43,63.0,,0.63,27.09
2020-03-19,53,63.0,,0.63,33.39
2020-03-20,45,63.0,,0.63,28.35
2020-03-21,64,63.0,,0.63,40.32
2020-03-22,69,63.0,,0.63,43.47
2020-03-23,67,63.0,,0.63,42.21
2020-03-24,88,63.0,,0.63,55.44
2020-03-25,77,63.0,,0.63,48.51
2020-03-26,58,63.0,,0.63,36.54
2020-03-27,91,63.0,,0.63,57.33
2020-03-28,50,63.0,,0.63,31.5
2020-03-29,51,63.0,,0.63,32.13
2020-03-30,72,63.0,,0.63,45.36
2020-03-31,65,63.0,,0.63,40.95
2020-04-01,79,59.0,False,0.59,46.61
2020-04-02,32,59.0,,0.59,18.88
2020-04-03,32,59.0,,0.59,18.88
2020-04-04,67,59.0,,0.59,39.53
2020-04-05,67,59.0,,0.59,39.53
2020-04-06,53,59.0,,0.59,31.27
2020-04-07,69,59.0,,0.59,40.71
2020-04-08,51,59.0,,0.59,30.09
2020-04-09,81,59.0,,0.59,47.79
2020-04-10,64,59.0,,0.59,37.76
2020-04-11,62,59.0,,0.59,36.58
2020-04-12,59,59.0,,0.59,34.809999999999995
2020-04-13,68,59.0,,0.59,40.12
2020-04-14,54,59.0,,0.59,31.86
2020-04-15,83,59.0,,0.59,48.97
2020-04-16,56,59.0,,0.59,33.04
2020-04-17,66,59.0,,0.59,38.94
2020-04-18,64,59.0,,0.59,37.76
2020-04-19,45,59.0,,0.59,26.549999999999997
2020-04-20,35,59.0,,0.59,20.65
2020-04-21,60,59.0,,0.59,35.4
2020-04-22,64,59.0,,0.59,37.76
2020-04-23,49,59.0,,0.59,28.91
2020-04-24,100,59.0,,0.59,59.0
2020-04-25,32,59.0,,0.59,18.88
2020-04-26,53,59.0,,0.59,31.27
2020-04-27,36,59.0,,0.59,21.24
2020-04-28,50,59.0,,0.59,29.5
2020-04-29,73,59.0,,0.59,43.07
2020-04-30,62,59.0,,0.59,36.58
2020-05-01,48,67.0,False,0.67,32.160000000000004
2020-05-02,100,67.0,,0.67,67.0
2020-05-03,49,67.0,,0.67,32.830000000000005
2020-05-04,69,67.0,,0.67,46.230000000000004
2020-05-05,53,67.0,,0.67,35.510000000000005
2020-05-06,98,67.0,,0.67,65.66000000000001
2020-05-07,61,67.0,,0.67,40.870000000000005
2020-05-08,63,67.0,,0.67,42.21
2020-05-09,62,67.0,,0.67,41.54
2020-05-10,46,67.0,,0.67,30.82
2020-05-11,58,67.0,,0.67,38.86
2020-05-12,70,67.0,,0.67,46.900000000000006
2020-05-13,79,67.0,,0.67,52.93
2020-05-14,58,67.0,,0.67,38.86
2020-05-15,92,67.0,,0.67,61.64
2020-05-16,26,67.0,,0.67,17.42
2020-05-17,52,67.0,,0.67,34.84
2020-05-18,39,67.0,,0.67,26.130000000000003
2020-05-19,74,67.0,,0.67,49.580000000000005
2020-05-20,74,67.0,,0.67,49.580000000000005
2020-05-21,27,67.0,,0.67,18.09
2020-05-22,69,67.0,,0.67,46.230000000000004
2020-05-23,57,67.0,,0.67,38.190000000000005
2020-05-24,52,67.0,,0.67,34.84
2020-05-25,42,67.0,,0.67,28.14
2020-05-26,67,67.0,,0.67,44.89
2020-05-27,49,67.0,,0.67,32.830000000000005
2020-05-28,68,67.0,,0.67,45.56
2020-05-29,53,67.0,,0.67,35.510000000000005
2020-05-30,45,67.0,,0.67,30.150000000000002
2020-05-31,43,67.0,,0.67,28.810000000000002
2020-06-01,72,60.0,False,0.6,43.199999999999996
2020-06-02,68,60.0,,0.6,40.8
2020-06-03,61,60.0,,0.6,36.6
2020-06-04,79,60.0,,0.6,47.4
2020-06-05,54,60.0,,0.6,32.4
2020-06-06,27,60.0,,0.6,16.2
2020-06-07,42,60.0,,0.6,25.2
2020-06-08,60,60.0,,0.6,36.0
2020-06-09,76,60.0,,0.6,45.6
2020-06-10,84,60.0,,0.6,50.4
2020-06-11,64,60.0,,0.6,38.4
2020-06-12,100,60.0,,0.6,60.0
2020-06-13,66,60.0,,0.6,39.6
2020-06-14,52,60.0,,0.6,31.2
2020-06-15,49,60.0,,0.6,29.4
2020-06-16,36,60.0,,0.6,21.599999999999998
2020-06-17,62,60.0,,0.6,37.199999999999996
2020-06-18,99,60.0,,0.6,59.4
2020-06-19,76,60.0,,0.6,45.6
2020-06-20,43,60.0,,0.6,25.8
2020-06-21,63,60.0,,0.6,37.8
2020-06-22,71,60.0,,0.6,42.6
2020-06-23,37,60.0,,0.6,22.2
2020-06-24,41,60.0,,0.6,24.599999999999998
2020-06-25,95,60.0,,0.6,57.0
2020-06-26,35,60.0,,0.6,21.0
2020-06-27,76,60.0,,0.6,45.6
2020-06-28,24,60.0,,0.6,14.399999999999999
2020-06-29,88,60.0,,0.6,52.8
2020-06-30,55,60.0,,0.6,33.0
2020-07-01,65,62.0,False,0.62,40.3
2020-07-02,48,62.0,,0.62,29.759999999999998
2020-07-03,40,62.0,,0.62,24.8
2020-07-04,54,62.0,,0.62,33.48
2020-07-05,54,62.0,,0.62,33.48
2020-07-06,64,62.0,,0.62,39.68
2020-07-07,41,62.0,,0.62,25.419999999999998
2020-07-08,69,62.0,,0.62,42.78
2020-07-09,44,62.0,,0.62,27.28
2020-07-10,92,62.0,,0.62,57.04
2020-07-11,58,62.0,,0.62,35.96
2020-07-12,31,62.0,,0.62,19.22
2020-07-13,58,62.0,,0.62,35.96
2020-07-14,74,62.0,,0.62,45.88
2020-07-15,58,62.0,,0.62,35.96
2020-07-16,28,62.0,,0.62,17.36
2020-07-17,100,62.0,,0.62,62.0
2020-07-18,41,62.0,,0.62,25.419999999999998
2020-07-19,44,62.0,,0.62,27.28
2020-07-20,53,62.0,,0.62,32.86
2020-07-21,45,62.0,,0.62,27.9
2020-07-22,53,62.0,,0.62,32.86
2020-07-23,44,62.0,,0.62,27.28
2020-07-24,64,62.0,,0.62,39.68
2020-07-25,32,62.0,,0.62,19.84
2020-07-26,32,62.0,,0.62,19.84
2020-07-27,63,62.0,,0.62,39.06
2020-07-28,67,62.0,,0.62,41.54
2020-07-29,56,62.0,,0.62,34.72
2020-07-30,58,62.0,,0.62,35.96
2020-07-31,65,62.0,,0.62,40.3
2020-08-01,47,64.0,False,0.64,30.080000000000002
2020-08-02,47,64.0,,0.64,30.080000000000002
2020-08-03,60,64.0,,0.64,38.4
2020-08-04,85,64.0,,0.64,54.4
2020-08-05,56,64.0,,0.64,35.84
2020-08-06,71,64.0,,0.64,45.44
2020-08-07,47,64.0,,0.64,30.080000000000002
2020-08-08,43,64.0,,0.64,27.52
2020-08-09,39,64.0,,0.64,24.96
2020-08-10,78,64.0,,0.64,49.92
2020-08-11,100,64.0,,0.64,64.0
2020-08-12,41,64.0,,0.64,26.240000000000002
2020-08-13,70,64.0,,0.64,44.800000000000004
2020-08-14,34,64.0,,0.64,21.76
2020-08-15,47,64.0,,0.64,30.080000000000002
2020-08-16,55,64.0,,0.64,35.2
2020-08-17,55,64.0,,0.64,35.2
2020-08-18,43,64.0,,0.64,27.52
2020-08-19,61,64.0,,0.64,39.04
2020-08-20,76,64.0,,0.64,48.64
2020-08-21,81,64.0,,0.64,51.84
2020-08-22,60,64.0,,0.64,38.4
2020-08-23,56,64.0,,0.64,35.84
2020-08-24,56,64.0,,0.64,35.84
2020-08-25,63,64.0,,0.64,40.32
2020-08-26,63,64.0,,0.64,40.32
2020-08-27,66,64.0,,0.64,42.24
2020-08-28,58,64.0,,0.64,37.12
2020-08-29,33,64.0,,0.64,21.12
2020-08-30,46,64.0,,0.64,29.44
2020-08-31,77,64.0,,0.64,49.28
2020-09-01,67,63.0,False,0.63,42.21
2020-09-02,59,63.0,,0.63,37.17
2020-09-03,55,63.0,,0.63,34.65
2020-09-04,70,63.0,,0.63,44.1
2020-09-05,64,63.0,,0.63,40.32
2020-09-06,49,63.0,,0.63,30.87
2020-09-07,66,63.0,,0.63,41.58
2020-09-08,55,63.0,,0.63,34.65
2020-09-09,87,63.0,,0.63,54.81
2020-09-10,61,63.0,,0.63,38.43
2020-09-11,56,63.0,,0.63,35.28
2020-09-12,100,63.0,,0.63,63.0
2020-09-13,52,63.0,,0.63,32.76
2020-09-14,83,63.0,,0.63,52.29
2020-09-15,86,63.0,,0.63,54.18
2020-09-16,83,63.0,,0.63,52.29
2020-09-17,84,63.0,,0.63,52.92
2020-09-18,56,63.0,,0.63,35.28
2020-09-19,39,63.0,,0.63,24.57
2020-09-20,43,63.0,,0.63,27.09
2020-09-21,66,63.0,,0.63,41.58
2020-09-22,58,63.0,,0.63,36.54
2020-09-23,64,63.0,,0.63,40.32
2020-09-24,77,63.0,,0.63,48.51
2020-09-25,75,63.0,,0.63,47.25
2020-09-26,83,63.0,,0.63,52.29
2020-09-27,45,63.0,,0.63,28.35
2020-09-28,34,63.0,,0.63,21.42
2020-09-29,72,63.0,,0.63,45.36
2020-09-30,77,63.0,,0.63,48.51
2020-10-01,66,59.0,False,0.59,38.94
2020-10-02,52,59.0,,0.59,30.68
2020-10-03,84,59.0,,0.59,49.559999999999995
2020-10-04,52,59.0,,0.59,30.68
2020-10-05,67,59.0,,0.59,39.53
2020-10-06,44,59.0,,0.59,25.959999999999997
2020-10-07,60,59.0,,0.59,35.4
2020-10-08,59,59.0,,0.59,34.809999999999995
2020-10-09,43,59.0,,0.59,25.369999999999997
2020-10-10,47,59.0,,0.59,27.729999999999997
2020-10-11,42,59.0,,0.59,24.779999999999998
2020-10-12,54,59.0,,0.59,31.86
2020-10-13,100,59.0,,0.59,59.0
2020-10-14,38,59.0,,0.59,22.419999999999998
2020-10-15,37,59.0,,0.59,21.83
2020-10-16,43,59.0,,0.59,25.369999999999997
2020-10-17,43,59.0,,0.59,25.369999999999997
2020-10-18,52,59.0,,0.59,30.68
2020-10-19,54,59.0,,0.59,31.86
2020-10-20,17,59.0,,0.59,10.03
2020-10-21,59,59.0,,0.59,34.809999999999995
2020-10-22,59,59.0,,0.59,34.809999999999995
2020-10-23,48,59.0,,0.59,28.32
2020-10-24,52,59.0,,0.59,30.68
2020-10-25,33,59.0,,0.59,19.47
2020-10-26,54,59.0,,0.59,31.86
2020-10-27,89,59.0,,0.59,52.51
2020-10-28,87,59.0,,0.59,51.33
2020-10-29,66,59.0,,0.59,38.94
2020-10-30,56,59.0,,0.59,33.04
2020-10-31,54,59.0,,0.59,31.86
2020-11-01,15,61.0,False,0.61,9.15
2020-11-02,57,61.0,,0.61,34.769999999999996
2020-11-03,34,61.0,,0.61,20.74
2020-11-04,34,61.0,,0.61,20.74
2020-11-05,60,61.0,,0.61,36.6
2020-11-06,39,61.0,,0.61,23.79
2020-11-07,45,61.0,,0.61,27.45
2020-11-08,45,61.0,,0.61,27.45
2020-11-09,88,61.0,,0.61,53.68
2020-11-10,67,61.0,,0.61,40.87
2020-11-11,54,61.0,,0.61,32.94
2020-11-12,61,61.0,,0.61,37.21
2020-11-13,55,61.0,,0.61,33.55
2020-11-14,63,61.0,,0.61,38.43
2020-11-15,48,61.0,,0.61,29.28
2020-11-16,51,61.0,,0.61,31.11
2020-11-17,76,61.0,,0.61,46.36
2020-11-18,48,61.0,,0.61,29.28
2020-11-19,76,61.0,,0.61,46.36
2020-11-20,66,61.0,,0.61,40.26
2020-11-21,58,61.0,,0.61,35.38
2020-11-22,61,61.0,,0.61,37.21
2020-11-23,57,61.0,,0.61,34.769999999999996
2020-11-24,80,61.0,,0.61,48.8
2020-11-25,58,61.0,,0.61,35.38
2020-11-26,75,61.0,,0.61,45.75
2020-11-27,100,61.0,,0.61,61.0
2020-11-28,74,61.0,,0.61,45.14
2020-11-29,64,61.0,,0.61,39.04
2020-11-30,73,61.0,,0.61,44.53
2020-12-01,43,59.0,False,0.59,25.369999999999997
2020-12-02,65,59.0,,0.59,38.35
2020-12-03,100,59.0,,0.59,59.0
2020-12-04,49,59.0,,0.59,28.91
2020-12-05,83,59.0,,0.59,48.97
2020-12-06,48,59.0,,0.59,28.32
2020-12-07,44,59.0,,0.59,25.959999999999997
2020-12-08,61,59.0,,0.59,35.989999999999995
2020-12-09,31,59.0,,0.59,18.29
2020-12-10,26,59.0,,0.59,15.34
2020-12-11,94,59.0,,0.59,55.459999999999994
2020-12-12,29,59.0,,0.59,17.11
2020-12-13,53,59.0,,0.59,31.27
2020-12-14,83,59.0,,0.59,48.97
2020-12-15,44,59.0,,0.59,25.959999999999997
2020-12-16,72,59.0,,0.59,42.48
2020-12-17,66,59.0,,0.59,38.94
2020-12-18,56,59.0,,0.59,33.04
2020-12-19,45,59.0,,0.59,26.549999999999997
2020-12-20,55,59.0,,0.59,32.449999999999996
2020-12-21,41,59.0,,0.59,24.189999999999998
2020-12-22,51,59.0,,0.59,30.09
2020-12-23,62,59.0,,0.59,36.58
2020-12-24,34,59.0,,0.59,20.06
2020-12-25,61,59.0,,0.59,35.989999999999995
2020-12-26,31,59.0,,0.59,18.29
2020-12-27,67,59.0,,0.59,39.53
2020-12-28,77,59.0,,0.59,45.43
2020-12-29,69,59.0,,0.59,40.71
2020-12-30,82,59.0,,0.59,48.379999999999995
2020-12-31,91,59.0,,0.59,53.69
2021-01-01,46,53.0,False,0.53,24.380000000000003
2021-01-02,51,53.0,,0.53,27.03
2021-01-03,45,53.0,,0.53,23.85
2021-01-04,53,53.0,,0.53,28.09
2021-01-05,76,53.0,,0.53,40.28
2021-01-06,70,53.0,,0.53,37.1
2021-01-07,45,53.0,,0.53,23.85
2021-01-08,36,53.0,,0.53,19.080000000000002
2021-01-09,54,53.0,,0.53,28.62
2021-01-10,63,53.0,,0.53,33.39
2021-01-11,62,53.0,,0.53,32.86
2021-01-12,54,53.0,,0.53,28.62
2021-01-13,69,53.0,,0.53,36.57
2021-01-14,55,53.0,,0.53,29.150000000000002
2021-01-15,77,53.0,,0.53,40.81
2021-01-16,50,53.0,,0.53,26.5
2021-01-17,39,53.0,,0.53,20.67
2021-01-18,71,53.0,,0.53,37.63
2021-01-19,41,53.0,,0.53,21.73
2021-01-20,40,53.0,,0.53,21.200000000000003
2021-01-21,63,53.0,,0.53,33.39
2021-01-22,32,53.0,,0.53,16.96
2021-01-23,50,53.0,,0.53,26.5
2021-01-24,50,53.0,,0.53,26.5
2021-01-25,54,53.0,,0.53,28.62
2021-01-26,77,53.0,,0.53,40.81
2021-01-27,63,53.0,,0.53,33.39
2021-01-28,58,53.0,,0.53,30.740000000000002
2021-01-29,100,53.0,,0.53,53.0
2021-01-30,41,53.0,,0.53,21.73
2021-01-31,36,53.0,,0.53,19.080000000000002
2021-02-01,37,65.0,False,0.65,24.05
2021-02-02,55,65.0,,0.65,35.75
2021-02-03,84,65.0,,0.65,54.6
2021-02-04,61,65.0,,0.65,39.65
2021-02-05,38,65.0,,0.65,24.7
2021-02-06,31,65.0,,0.65,20.150000000000002
2021-02-07,76,65.0,,0.65,49.4
2021-02-08,82,65.0,,0.65,53.300000000000004
2021-02-09,100,65.0,,0.65,65.0
2021-02-10,94,65.0,,0.65,61.1
2021-02-11,65,65.0,,0.65,42.25
2021-02-12,81,65.0,,0.65,52.65
2021-02-13,67,65.0,,0.65,43.550000000000004
2021-02-14,41,65.0,,0.65,26.650000000000002
2021-02-15,59,65.0,,0.65,38.35
2021-02-16,82,65.0,,0.65,53.300000000000004
2021-02-17,90,65.0,,0.65,58.5
2021-02-18,57,65.0,,0.65,37.050000000000004
2021-02-19,71,65.0,,0.65,46.15
2021-02-20,69,65.0,,0.65,44.85
2021-02-21,85,65.0,,0.65,55.25
2021-02-22,41,65.0,,0.65,26.650000000000002
2021-02-23,57,65.0,,0.65,37.050000000000004
2021-02-24,75,65.0,,0.65,48.75
2021-02-25,47,65.0,,0.65,30.55
2021-02-26,71,65.0,,0.65,46.15
2021-02-27,75,65.0,,0.65,48.75
2021-02-28,26,65.0,,0.65,16.900000000000002
2021-03-01,51,61.0,False,0.61,31.11
2021-03-02,60,61.0,,0.61,36.6
2021-03-03,55,61.0,,0.61,33.55
2021-03-04,47,61.0,,0.61,28.669999999999998
2021-03-05,100,61.0,,0.61,61.0
2021-03-06,87,61.0,,0.61,53.07
2021-03-07,82,61.0,,0.61,50.019999999999996
2021-03-08,77,61.0,,0.61,46.97
2021-03-09,43,61.0,,0.61,26.23
2021-03-10,87,61.0,,0.61,53.07
2021-03-11,43,61.0,,0.61,26.23
2021-03-12,52,61.0,,0.61,31.72
2021-03-13,50,61.0,,0.61,30.5
2021-03-14,95,61.0,,0.61,57.949999999999996
2021-03-15,63,61.0,,0.61,38.43
2021-03-16,68,61.0,,0.61,41.48
2021-03-17,75,61.0,,0.61,45.75
2021-03-18,17,61.0,,0.61,10.37
2021-03-19,59,61.0,,0.61,35.99
2021-03-20,42,61.0,,0.61,25.62
2021-03-21,19,61.0,,0.61,11.59
2021-03-22,38,61.0,,0.61,23.18
2021-03-23,80,61.0,,0.61,48.8
2021-03-24,66,61.0,,0.61,40.26
2021-03-25,80,61.0,,0.61,48.8
2021-03-26,83,61.0,,0.61,50.629999999999995
2021-03-27,34,61.0,,0.61,20.74
2021-03-28,38,61.0,,0.61,23.18
2021-03-29,34,61.0,,0.61,20.74
2021-03-30,52,61.0,,0.61,31.72
2021-03-31,54,61.0,,0.61,32.94
2021-04-01,53,55.0,False,0.55,29.150000000000002
2021-04-02,39,55.0,,0.55,21.450000000000003
2021-04-03,60,55.0,,0.55,33.0
2021-04-04,24,55.0,,0.55,13.200000000000001
2021-04-05,76,55.0,,0.55,41.800000000000004
2021-04-06,100,55.0,,0.55,55.00000000000001
2021-04-07,44,55.0,,0.55,24.200000000000003
2021-04-08,40,55.0,,0.55,22.0
2021-04-09,56,55.0,,0.55,30.800000000000004
2021-04-10,18,55.0,,0.55,9.9
2021-04-11,49,55.0,,0.55,26.950000000000003
2021-04-12,44,55.0,,0.55,24.200000000000003
2021-04-13,48,55.0,,0.55,26.400000000000002
2021-04-14,48,55.0,,0.55,26.400000000000002
2021-04-15,56,55.0,,0.55,30.800000000000004
2021-04-16,78,55.0,,0.55,42.900000000000006
2021-04-17,65,55.0,,0.55,35.75
2021-04-18,46,55.0,,0.55,25.3
2021-04-19,56,55.0,,0.55,30.800000000000004
2021-04-20,44,55.0,,0.55,24.200000000000003
