date,OG_unscaled,OG_monthly,isPartial,scale,OG
2017-12-20,81,70.0,,0.7,56.699999999999996
2017-12-21,83,70.0,,0.7,58.099999999999994
2017-12-22,78,70.0,,0.7,54.599999999999994
2017-12-23,81,70.0,,0.7,56.699999999999996
2017-12-24,74,70.0,,0.7,51.8
2017-12-25,66,70.0,,0.7,46.199999999999996
2017-12-26,80,70.0,,0.7,56.0
2017-12-27,86,70.0,,0.7,60.199999999999996
2017-12-28,74,70.0,,0.7,51.8
2017-12-29,79,70.0,,0.7,55.3
2017-12-30,77,70.0,,0.7,53.9
2017-12-31,79,70.0,,0.7,55.3
2018-01-01,68,68.0,False,0.68,46.24
2018-01-02,89,68.0,,0.68,60.52
2018-01-03,83,68.0,,0.68,56.440000000000005
2018-01-04,73,68.0,,0.68,49.64
2018-01-05,81,68.0,,0.68,55.080000000000005
2018-01-06,80,68.0,,0.68,54.400000000000006
2018-01-07,83,68.0,,0.68,56.440000000000005
2018-01-08,75,68.0,,0.68,51.00000000000001
2018-01-09,92,68.0,,0.68,62.56
2018-01-10,81,68.0,,0.68,55.080000000000005
2018-01-11,73,68.0,,0.68,49.64
2018-01-12,82,68.0,,0.68,55.760000000000005
2018-01-13,85,68.0,,0.68,57.800000000000004
2018-01-14,74,68.0,,0.68,50.32
2018-01-15,79,68.0,,0.68,53.720000000000006
2018-01-16,92,68.0,,0.68,62.56
2018-01-17,75,68.0,,0.68,51.00000000000001
2018-01-18,73,68.0,,0.68,49.64
2018-01-19,80,68.0,,0.68,54.400000000000006
2018-01-20,84,68.0,,0.68,57.120000000000005
2018-01-21,86,68.0,,0.68,58.480000000000004
2018-01-22,71,68.0,,0.68,48.28
2018-01-23,89,68.0,,0.68,60.52
2018-01-24,79,68.0,,0.68,53.720000000000006
2018-01-25,76,68.0,,0.68,51.68000000000001
2018-01-26,77,68.0,,0.68,52.36000000000001
2018-01-27,85,68.0,,0.68,57.800000000000004
2018-01-28,83,68.0,,0.68,56.440000000000005
2018-01-29,69,68.0,,0.68,46.92
2018-01-30,100,68.0,,0.68,68.0
2018-01-31,95,68.0,,0.68,64.60000000000001
2018-02-01,77,71.0,False,0.71,54.669999999999995
2018-02-02,79,71.0,,0.71,56.089999999999996
2018-02-03,82,71.0,,0.71,58.22
2018-02-04,73,71.0,,0.71,51.83
2018-02-05,61,71.0,,0.71,43.309999999999995
2018-02-06,83,71.0,,0.71,58.93
2018-02-07,76,71.0,,0.71,53.959999999999994
2018-02-08,73,71.0,,0.71,51.83
2018-02-09,74,71.0,,0.71,52.54
2018-02-10,86,71.0,,0.71,61.059999999999995
2018-02-11,80,71.0,,0.71,56.8
2018-02-12,77,71.0,,0.71,54.669999999999995
2018-02-13,89,71.0,,0.71,63.19
2018-02-14,77,71.0,,0.71,54.669999999999995
2018-02-15,80,71.0,,0.71,56.8
2018-02-16,79,71.0,,0.71,56.089999999999996
2018-02-17,95,71.0,,0.71,67.45
2018-02-18,88,71.0,,0.71,62.48
2018-02-19,84,71.0,,0.71,59.64
2018-02-20,100,71.0,,0.71,71.0
2018-02-21,82,71.0,,0.71,58.22
2018-02-22,73,71.0,,0.71,51.83
2018-02-23,81,71.0,,0.71,57.51
2018-02-24,92,71.0,,0.71,65.32
2018-02-25,91,71.0,,0.71,64.61
2018-02-26,81,71.0,,0.71,57.51
2018-02-27,99,71.0,,0.71,70.28999999999999
2018-02-28,85,71.0,,0.71,60.349999999999994
2018-03-01,51,79.0,False,0.79,40.29
2018-03-02,52,79.0,,0.79,41.08
2018-03-03,59,79.0,,0.79,46.61
2018-03-04,57,79.0,,0.79,45.03
2018-03-05,51,79.0,,0.79,40.29
2018-03-06,60,79.0,,0.79,47.400000000000006
2018-03-07,51,79.0,,0.79,40.29
2018-03-08,52,79.0,,0.79,41.08
2018-03-09,54,79.0,,0.79,42.660000000000004
2018-03-10,60,79.0,,0.79,47.400000000000006
2018-03-11,57,79.0,,0.79,45.03
2018-03-12,100,79.0,,0.79,79.0
2018-03-13,73,79.0,,0.79,57.67
2018-03-14,58,79.0,,0.79,45.82
2018-03-15,50,79.0,,0.79,39.5
2018-03-16,51,79.0,,0.79,40.29
2018-03-17,57,79.0,,0.79,45.03
2018-03-18,57,79.0,,0.79,45.03
2018-03-19,52,79.0,,0.79,41.08
2018-03-20,59,79.0,,0.79,46.61
2018-03-21,52,79.0,,0.79,41.08
2018-03-22,57,79.0,,0.79,45.03
2018-03-23,58,79.0,,0.79,45.82
2018-03-24,57,79.0,,0.79,45.03
2018-03-25,68,79.0,,0.79,53.72
2018-03-26,53,79.0,,0.79,41.870000000000005
2018-03-27,60,79.0,,0.79,47.400000000000006
2018-03-28,55,79.0,,0.79,43.45
2018-03-29,58,79.0,,0.79,45.82
2018-03-30,64,79.0,,0.79,50.56
2018-03-31,71,79.0,,0.79,56.09
2018-04-01,86,89.0,False,0.89,76.54
2018-04-02,65,89.0,,0.89,57.85
2018-04-03,100,89.0,,0.89,89.0
2018-04-04,98,89.0,,0.89,87.22
2018-04-05,70,89.0,,0.89,62.300000000000004
2018-04-06,64,89.0,,0.89,56.96
2018-04-07,67,89.0,,0.89,59.63
2018-04-08,66,89.0,,0.89,58.74
2018-04-09,64,89.0,,0.89,56.96
2018-04-10,88,89.0,,0.89,78.32000000000001
2018-04-11,69,89.0,,0.89,61.410000000000004
2018-04-12,64,89.0,,0.89,56.96
2018-04-13,60,89.0,,0.89,53.4
2018-04-14,65,89.0,,0.89,57.85
2018-04-15,66,89.0,,0.89,58.74
2018-04-16,62,89.0,,0.89,55.18
2018-04-17,68,89.0,,0.89,60.52
2018-04-18,64,89.0,,0.89,56.96
2018-04-19,65,89.0,,0.89,57.85
2018-04-20,67,89.0,,0.89,59.63
2018-04-21,68,89.0,,0.89,60.52
2018-04-22,73,89.0,,0.89,64.97
2018-04-23,63,89.0,,0.89,56.07
2018-04-24,68,89.0,,0.89,60.52
2018-04-25,64,89.0,,0.89,56.96
2018-04-26,61,89.0,,0.89,54.29
2018-04-27,55,89.0,,0.89,48.95
2018-04-28,63,89.0,,0.89,56.07
2018-04-29,62,89.0,,0.89,55.18
2018-04-30,59,89.0,,0.89,52.51
2018-05-01,84,73.0,False,0.73,61.32
2018-05-02,91,73.0,,0.73,66.42999999999999
2018-05-03,81,73.0,,0.73,59.129999999999995
2018-05-04,84,73.0,,0.73,61.32
2018-05-05,91,73.0,,0.73,66.42999999999999
2018-05-06,100,73.0,,0.73,73.0
2018-05-07,80,73.0,,0.73,58.4
2018-05-08,81,73.0,,0.73,59.129999999999995
2018-05-09,82,73.0,,0.73,59.86
2018-05-10,71,73.0,,0.73,51.83
2018-05-11,77,73.0,,0.73,56.21
2018-05-12,78,73.0,,0.73,56.94
2018-05-13,84,73.0,,0.73,61.32
2018-05-14,84,73.0,,0.73,61.32
2018-05-15,75,73.0,,0.73,54.75
2018-05-16,87,73.0,,0.73,63.51
2018-05-17,78,73.0,,0.73,56.94
2018-05-18,82,73.0,,0.73,59.86
2018-05-19,91,73.0,,0.73,66.42999999999999
2018-05-20,84,73.0,,0.73,61.32
2018-05-21,79,73.0,,0.73,57.67
2018-05-22,74,73.0,,0.73,54.019999999999996
2018-05-23,80,73.0,,0.73,58.4
2018-05-24,76,73.0,,0.73,55.48
2018-05-25,82,73.0,,0.73,59.86
2018-05-26,82,73.0,,0.73,59.86
2018-05-27,88,73.0,,0.73,64.24
2018-05-28,99,73.0,,0.73,72.27
2018-05-29,83,73.0,,0.73,60.589999999999996
2018-05-30,82,73.0,,0.73,59.86
2018-05-31,73,73.0,,0.73,53.29
2018-06-01,94,67.0,False,0.67,62.980000000000004
2018-06-02,95,67.0,,0.67,63.650000000000006
2018-06-03,100,67.0,,0.67,67.0
2018-06-04,83,67.0,,0.67,55.61000000000001
2018-06-05,87,67.0,,0.67,58.290000000000006
2018-06-06,100,67.0,,0.67,67.0
2018-06-07,85,67.0,,0.67,56.95
2018-06-08,77,67.0,,0.67,51.59
2018-06-09,92,67.0,,0.67,61.64
2018-06-10,82,67.0,,0.67,54.940000000000005
2018-06-11,80,67.0,,0.67,53.6
2018-06-12,95,67.0,,0.67,63.650000000000006
2018-06-13,87,67.0,,0.67,58.290000000000006
2018-06-14,86,67.0,,0.67,57.620000000000005
2018-06-15,82,67.0,,0.67,54.940000000000005
2018-06-16,84,67.0,,0.67,56.28
2018-06-17,86,67.0,,0.67,57.620000000000005
2018-06-18,84,67.0,,0.67,56.28
2018-06-19,86,67.0,,0.67,57.620000000000005
2018-06-20,79,67.0,,0.67,52.93
2018-06-21,82,67.0,,0.67,54.940000000000005
2018-06-22,75,67.0,,0.67,50.25
2018-06-23,87,67.0,,0.67,58.290000000000006
2018-06-24,93,67.0,,0.67,62.31
2018-06-25,81,67.0,,0.67,54.27
2018-06-26,80,67.0,,0.67,53.6
2018-06-27,78,67.0,,0.67,52.260000000000005
2018-06-28,82,67.0,,0.67,54.940000000000005
2018-06-29,83,67.0,,0.67,55.61000000000001
2018-06-30,84,67.0,,0.67,56.28
2018-07-01,92,66.0,False,0.66,60.720000000000006
2018-07-02,73,66.0,,0.66,48.18
2018-07-03,84,66.0,,0.66,55.440000000000005
2018-07-04,87,66.0,,0.66,57.42
2018-07-05,74,66.0,,0.66,48.84
2018-07-06,89,66.0,,0.66,58.74
2018-07-07,91,66.0,,0.66,60.06
2018-07-08,88,66.0,,0.66,58.080000000000005
2018-07-09,79,66.0,,0.66,52.14
2018-07-10,82,66.0,,0.66,54.120000000000005
2018-07-11,83,66.0,,0.66,54.78
2018-07-12,85,66.0,,0.66,56.1
2018-07-13,84,66.0,,0.66,55.440000000000005
2018-07-14,89,66.0,,0.66,58.74
2018-07-15,89,66.0,,0.66,58.74
2018-07-16,77,66.0,,0.66,50.82
2018-07-17,80,66.0,,0.66,52.800000000000004
2018-07-18,93,66.0,,0.66,61.38
2018-07-19,87,66.0,,0.66,57.42
2018-07-20,100,66.0,,0.66,66.0
2018-07-21,91,66.0,,0.66,60.06
2018-07-22,85,66.0,,0.66,56.1
2018-07-23,75,66.0,,0.66,49.5
2018-07-24,91,66.0,,0.66,60.06
2018-07-25,80,66.0,,0.66,52.800000000000004
2018-07-26,87,66.0,,0.66,57.42
2018-07-27,90,66.0,,0.66,59.400000000000006
2018-07-28,91,66.0,,0.66,60.06
2018-07-29,87,66.0,,0.66,57.42
2018-07-30,78,66.0,,0.66,51.480000000000004
2018-07-31,77,66.0,,0.66,50.82
2018-08-01,70,64.0,False,0.64,44.800000000000004
2018-08-02,74,64.0,,0.64,47.36
2018-08-03,74,64.0,,0.64,47.36
2018-08-04,79,64.0,,0.64,50.56
2018-08-05,75,64.0,,0.64,48.0
2018-08-06,71,64.0,,0.64,45.44
2018-08-07,65,64.0,,0.64,41.6
2018-08-08,73,64.0,,0.64,46.72
2018-08-09,73,64.0,,0.64,46.72
2018-08-10,68,64.0,,0.64,43.52
2018-08-11,73,64.0,,0.64,46.72
2018-08-12,75,64.0,,0.64,48.0
2018-08-13,65,64.0,,0.64,41.6
2018-08-14,71,64.0,,0.64,45.44
2018-08-15,69,64.0,,0.64,44.160000000000004
2018-08-16,66,64.0,,0.64,42.24
2018-08-17,69,64.0,,0.64,44.160000000000004
2018-08-18,72,64.0,,0.64,46.08
2018-08-19,71,64.0,,0.64,45.44
2018-08-20,73,64.0,,0.64,46.72
2018-08-21,75,64.0,,0.64,48.0
2018-08-22,65,64.0,,0.64,41.6
2018-08-23,79,64.0,,0.64,50.56
2018-08-24,77,64.0,,0.64,49.28
2018-08-25,97,64.0,,0.64,62.08
2018-08-26,100,64.0,,0.64,64.0
2018-08-27,72,64.0,,0.64,46.08
2018-08-28,71,64.0,,0.64,45.44
2018-08-29,72,64.0,,0.64,46.08
2018-08-30,68,64.0,,0.64,43.52
2018-08-31,73,64.0,,0.64,46.72
2018-09-01,87,71.0,False,0.71,61.769999999999996
2018-09-02,78,71.0,,0.71,55.379999999999995
2018-09-03,76,71.0,,0.71,53.959999999999994
2018-09-04,78,71.0,,0.71,55.379999999999995
2018-09-05,72,71.0,,0.71,51.12
2018-09-06,69,71.0,,0.71,48.989999999999995
2018-09-07,84,71.0,,0.71,59.64
2018-09-08,85,71.0,,0.71,60.349999999999994
2018-09-09,81,71.0,,0.71,57.51
2018-09-10,79,71.0,,0.71,56.089999999999996
2018-09-11,84,71.0,,0.71,59.64
2018-09-12,85,71.0,,0.71,60.349999999999994
2018-09-13,77,71.0,,0.71,54.669999999999995
2018-09-14,86,71.0,,0.71,61.059999999999995
2018-09-15,88,71.0,,0.71,62.48
2018-09-16,82,71.0,,0.71,58.22
2018-09-17,86,71.0,,0.71,61.059999999999995
2018-09-18,85,71.0,,0.71,60.349999999999994
2018-09-19,88,71.0,,0.71,62.48
2018-09-20,92,71.0,,0.71,65.32
2018-09-21,83,71.0,,0.71,58.93
2018-09-22,96,71.0,,0.71,68.16
2018-09-23,84,71.0,,0.71,59.64
2018-09-24,78,71.0,,0.71,55.379999999999995
2018-09-25,98,71.0,,0.71,69.58
2018-09-26,79,71.0,,0.71,56.089999999999996
2018-09-27,100,71.0,,0.71,71.0
2018-09-28,94,71.0,,0.71,66.74
2018-09-29,96,71.0,,0.71,68.16
2018-09-30,89,71.0,,0.71,63.19
2018-10-01,76,72.0,False,0.72,54.72
2018-10-02,100,72.0,,0.72,72.0
2018-10-03,81,72.0,,0.72,58.32
2018-10-04,80,72.0,,0.72,57.599999999999994
2018-10-05,72,72.0,,0.72,51.839999999999996
2018-10-06,73,72.0,,0.72,52.559999999999995
2018-10-07,74,72.0,,0.72,53.28
2018-10-08,72,72.0,,0.72,51.839999999999996
2018-10-09,92,72.0,,0.72,66.24
2018-10-10,89,72.0,,0.72,64.08
2018-10-11,76,72.0,,0.72,54.72
2018-10-12,82,72.0,,0.72,59.04
2018-10-13,79,72.0,,0.72,56.879999999999995
2018-10-14,82,72.0,,0.72,59.04
2018-10-15,77,72.0,,0.72,55.44
2018-10-16,84,72.0,,0.72,60.48
2018-10-17,79,72.0,,0.72,56.879999999999995
2018-10-18,76,72.0,,0.72,54.72
2018-10-19,70,72.0,,0.72,50.4
2018-10-20,77,72.0,,0.72,55.44
2018-10-21,76,72.0,,0.72,54.72
2018-10-22,69,72.0,,0.72,49.68
2018-10-23,86,72.0,,0.72,61.919999999999995
2018-10-24,74,72.0,,0.72,53.28
2018-10-25,69,72.0,,0.72,49.68
2018-10-26,68,72.0,,0.72,48.96
2018-10-27,76,72.0,,0.72,54.72
2018-10-28,72,72.0,,0.72,51.839999999999996
2018-10-29,75,72.0,,0.72,54.0
2018-10-30,87,72.0,,0.72,62.64
2018-10-31,77,72.0,,0.72,55.44
2018-11-01,70,68.0,False,0.68,47.6
2018-11-02,76,68.0,,0.68,51.68000000000001
2018-11-03,76,68.0,,0.68,51.68000000000001
2018-11-04,72,68.0,,0.68,48.96
2018-11-05,76,68.0,,0.68,51.68000000000001
2018-11-06,73,68.0,,0.68,49.64
2018-11-07,66,68.0,,0.68,44.88
2018-11-08,76,68.0,,0.68,51.68000000000001
2018-11-09,100,68.0,,0.68,68.0
2018-11-10,81,68.0,,0.68,55.080000000000005
2018-11-11,79,68.0,,0.68,53.720000000000006
2018-11-12,67,68.0,,0.68,45.56
2018-11-13,74,68.0,,0.68,50.32
2018-11-14,75,68.0,,0.68,51.00000000000001
2018-11-15,78,68.0,,0.68,53.040000000000006
2018-11-16,73,68.0,,0.68,49.64
2018-11-17,86,68.0,,0.68,58.480000000000004
2018-11-18,84,68.0,,0.68,57.120000000000005
2018-11-19,76,68.0,,0.68,51.68000000000001
2018-11-20,92,68.0,,0.68,62.56
2018-11-21,78,68.0,,0.68,53.040000000000006
2018-11-22,73,68.0,,0.68,49.64
2018-11-23,77,68.0,,0.68,52.36000000000001
2018-11-24,80,68.0,,0.68,54.400000000000006
2018-11-25,73,68.0,,0.68,49.64
2018-11-26,75,68.0,,0.68,51.00000000000001
2018-11-27,88,68.0,,0.68,59.84
2018-11-28,81,68.0,,0.68,55.080000000000005
2018-11-29,82,68.0,,0.68,55.760000000000005
2018-11-30,77,68.0,,0.68,52.36000000000001
2018-12-01,69,83.0,False,0.83,57.269999999999996
2018-12-02,63,83.0,,0.83,52.29
2018-12-03,66,83.0,,0.83,54.779999999999994
2018-12-04,66,83.0,,0.83,54.779999999999994
2018-12-05,71,83.0,,0.83,58.93
2018-12-06,68,83.0,,0.83,56.44
2018-12-07,72,83.0,,0.83,59.76
2018-12-08,80,83.0,,0.83,66.39999999999999
2018-12-09,78,83.0,,0.83,64.74
2018-12-10,77,83.0,,0.83,63.91
2018-12-11,83,83.0,,0.83,68.89
2018-12-12,78,83.0,,0.83,64.74
2018-12-13,74,83.0,,0.83,61.419999999999995
2018-12-14,86,83.0,,0.83,71.38
2018-12-15,100,83.0,,0.83,83.0
2018-12-16,86,83.0,,0.83,71.38
2018-12-17,77,83.0,,0.83,63.91
2018-12-18,88,83.0,,0.83,73.03999999999999
2018-12-19,82,83.0,,0.83,68.06
2018-12-20,80,83.0,,0.83,66.39999999999999
2018-12-21,81,83.0,,0.83,67.22999999999999
2018-12-22,88,83.0,,0.83,73.03999999999999
2018-12-23,75,83.0,,0.83,62.25
2018-12-24,79,83.0,,0.83,65.57
2018-12-25,76,83.0,,0.83,63.08
2018-12-26,74,83.0,,0.83,61.419999999999995
2018-12-27,80,83.0,,0.83,66.39999999999999
2018-12-28,73,83.0,,0.83,60.589999999999996
2018-12-29,77,83.0,,0.83,63.91
2018-12-30,74,83.0,,0.83,61.419999999999995
2018-12-31,77,83.0,,0.83,63.91
2019-01-01,99,70.0,False,0.7,69.3
2019-01-02,89,70.0,,0.7,62.3
2019-01-03,97,70.0,,0.7,67.89999999999999
2019-01-04,86,70.0,,0.7,60.199999999999996
2019-01-05,94,70.0,,0.7,65.8
2019-01-06,95,70.0,,0.7,66.5
2019-01-07,80,70.0,,0.7,56.0
2019-01-08,96,70.0,,0.7,67.19999999999999
2019-01-09,88,70.0,,0.7,61.599999999999994
2019-01-10,97,70.0,,0.7,67.89999999999999
2019-01-11,88,70.0,,0.7,61.599999999999994
2019-01-12,100,70.0,,0.7,70.0
2019-01-13,93,70.0,,0.7,65.1
2019-01-14,84,70.0,,0.7,58.8
2019-01-15,85,70.0,,0.7,59.49999999999999
2019-01-16,83,70.0,,0.7,58.099999999999994
2019-01-17,85,70.0,,0.7,59.49999999999999
2019-01-18,91,70.0,,0.7,63.699999999999996
2019-01-19,91,70.0,,0.7,63.699999999999996
2019-01-20,83,70.0,,0.7,58.099999999999994
2019-01-21,85,70.0,,0.7,59.49999999999999
2019-01-22,81,70.0,,0.7,56.699999999999996
2019-01-23,79,70.0,,0.7,55.3
2019-01-24,85,70.0,,0.7,59.49999999999999
2019-01-25,83,70.0,,0.7,58.099999999999994
2019-01-26,87,70.0,,0.7,60.9
2019-01-27,95,70.0,,0.7,66.5
2019-01-28,81,70.0,,0.7,56.699999999999996
2019-01-29,87,70.0,,0.7,60.9
2019-01-30,83,70.0,,0.7,58.099999999999994
2019-01-31,83,70.0,,0.7,58.099999999999994
2019-02-01,67,72.0,False,0.72,48.239999999999995
2019-02-02,73,72.0,,0.72,52.559999999999995
2019-02-03,71,72.0,,0.72,51.12
2019-02-04,63,72.0,,0.72,45.36
2019-02-05,66,72.0,,0.72,47.519999999999996
2019-02-06,63,72.0,,0.72,45.36
2019-02-07,64,72.0,,0.72,46.08
2019-02-08,65,72.0,,0.72,46.8
2019-02-09,74,72.0,,0.72,53.28
2019-02-10,68,72.0,,0.72,48.96
2019-02-11,66,72.0,,0.72,47.519999999999996
2019-02-12,65,72.0,,0.72,46.8
2019-02-13,63,72.0,,0.72,45.36
2019-02-14,68,72.0,,0.72,48.96
2019-02-15,68,72.0,,0.72,48.96
2019-02-16,72,72.0,,0.72,51.839999999999996
2019-02-17,73,72.0,,0.72,52.559999999999995
2019-02-18,73,72.0,,0.72,52.559999999999995
2019-02-19,65,72.0,,0.72,46.8
2019-02-20,67,72.0,,0.72,48.239999999999995
2019-02-21,63,72.0,,0.72,45.36
2019-02-22,70,72.0,,0.72,50.4
2019-02-23,79,72.0,,0.72,56.879999999999995
2019-02-24,100,72.0,,0.72,72.0
2019-02-25,77,72.0,,0.72,55.44
2019-02-26,78,72.0,,0.72,56.16
2019-02-27,73,72.0,,0.72,52.559999999999995
2019-02-28,72,72.0,,0.72,51.839999999999996
2019-03-01,58,79.0,False,0.79,45.82
2019-03-02,67,79.0,,0.79,52.93
2019-03-03,60,79.0,,0.79,47.400000000000006
2019-03-04,54,79.0,,0.79,42.660000000000004
2019-03-05,55,79.0,,0.79,43.45
2019-03-06,58,79.0,,0.79,45.82
2019-03-07,55,79.0,,0.79,43.45
2019-03-08,57,79.0,,0.79,45.03
2019-03-09,61,79.0,,0.79,48.190000000000005
2019-03-10,100,79.0,,0.79,79.0
2019-03-11,64,79.0,,0.79,50.56
2019-03-12,64,79.0,,0.79,50.56
2019-03-13,56,79.0,,0.79,44.24
2019-03-14,58,79.0,,0.79,45.82
2019-03-15,59,79.0,,0.79,46.61
2019-03-16,59,79.0,,0.79,46.61
2019-03-17,57,79.0,,0.79,45.03
2019-03-18,53,79.0,,0.79,41.870000000000005
2019-03-19,52,79.0,,0.79,41.08
2019-03-20,55,79.0,,0.79,43.45
2019-03-21,57,79.0,,0.79,45.03
2019-03-22,60,79.0,,0.79,47.400000000000006
2019-03-23,61,79.0,,0.79,48.190000000000005
2019-03-24,61,79.0,,0.79,48.190000000000005
2019-03-25,57,79.0,,0.79,45.03
2019-03-26,58,79.0,,0.79,45.82
2019-03-27,58,79.0,,0.79,45.82
2019-03-28,58,79.0,,0.79,45.82
2019-03-29,58,79.0,,0.79,45.82
2019-03-30,68,79.0,,0.79,53.72
2019-03-31,86,79.0,,0.79,67.94
2019-04-01,68,77.0,False,0.77,52.36
2019-04-02,100,77.0,,0.77,77.0
2019-04-03,81,77.0,,0.77,62.370000000000005
2019-04-04,66,77.0,,0.77,50.82
2019-04-05,74,77.0,,0.77,56.980000000000004
2019-04-06,79,77.0,,0.77,60.83
2019-04-07,69,77.0,,0.77,53.13
2019-04-08,72,77.0,,0.77,55.44
2019-04-09,69,77.0,,0.77,53.13
2019-04-10,74,77.0,,0.77,56.980000000000004
2019-04-11,75,77.0,,0.77,57.75
2019-04-12,68,77.0,,0.77,52.36
2019-04-13,79,77.0,,0.77,60.83
2019-04-14,80,77.0,,0.77,61.6
2019-04-15,72,77.0,,0.77,55.44
2019-04-16,74,77.0,,0.77,56.980000000000004
2019-04-17,78,77.0,,0.77,60.06
2019-04-18,66,77.0,,0.77,50.82
2019-04-19,73,77.0,,0.77,56.21
2019-04-20,94,77.0,,0.77,72.38
2019-04-21,79,77.0,,0.77,60.83
2019-04-22,67,77.0,,0.77,51.59
2019-04-23,70,77.0,,0.77,53.9
2019-04-24,68,77.0,,0.77,52.36
2019-04-25,65,77.0,,0.77,50.050000000000004
2019-04-26,69,77.0,,0.77,53.13
2019-04-27,68,77.0,,0.77,52.36
2019-04-28,62,77.0,,0.77,47.74
2019-04-29,68,77.0,,0.77,52.36
2019-04-30,71,77.0,,0.77,54.67
2019-05-01,90,79.0,False,0.79,71.10000000000001
2019-05-02,85,79.0,,0.79,67.15
2019-05-03,90,79.0,,0.79,71.10000000000001
2019-05-04,92,79.0,,0.79,72.68
2019-05-05,89,79.0,,0.79,70.31
2019-05-06,79,79.0,,0.79,62.410000000000004
2019-05-07,80,79.0,,0.79,63.2
2019-05-08,82,79.0,,0.79,64.78
2019-05-09,88,79.0,,0.79,69.52000000000001
2019-05-10,82,79.0,,0.79,64.78
2019-05-11,94,79.0,,0.79,74.26
2019-05-12,94,79.0,,0.79,74.26
2019-05-13,91,79.0,,0.79,71.89
2019-05-14,100,79.0,,0.79,79.0
2019-05-15,91,79.0,,0.79,71.89
2019-05-16,83,79.0,,0.79,65.57000000000001
2019-05-17,82,79.0,,0.79,64.78
2019-05-18,97,79.0,,0.79,76.63000000000001
2019-05-19,95,79.0,,0.79,75.05
2019-05-20,79,79.0,,0.79,62.410000000000004
2019-05-21,78,79.0,,0.79,61.620000000000005
2019-05-22,86,79.0,,0.79,67.94
2019-05-23,87,79.0,,0.79,68.73
2019-05-24,89,79.0,,0.79,70.31
2019-05-25,94,79.0,,0.79,74.26
2019-05-26,91,79.0,,0.79,71.89
2019-05-27,82,79.0,,0.79,64.78
2019-05-28,78,79.0,,0.79,61.620000000000005
2019-05-29,81,79.0,,0.79,63.99
2019-05-30,83,79.0,,0.79,65.57000000000001
2019-05-31,90,79.0,,0.79,71.10000000000001
2019-06-01,68,73.0,False,0.73,49.64
2019-06-02,68,73.0,,0.73,49.64
2019-06-03,61,73.0,,0.73,44.53
2019-06-04,64,73.0,,0.73,46.72
2019-06-05,68,73.0,,0.73,49.64
2019-06-06,66,73.0,,0.73,48.18
2019-06-07,68,73.0,,0.73,49.64
2019-06-08,76,73.0,,0.73,55.48
2019-06-09,69,73.0,,0.73,50.37
2019-06-10,68,73.0,,0.73,49.64
2019-06-11,100,73.0,,0.73,73.0
2019-06-12,68,73.0,,0.73,49.64
2019-06-13,71,73.0,,0.73,51.83
2019-06-14,76,73.0,,0.73,55.48
2019-06-15,66,73.0,,0.73,48.18
2019-06-16,67,73.0,,0.73,48.91
2019-06-17,62,73.0,,0.73,45.26
2019-06-18,76,73.0,,0.73,55.48
2019-06-19,66,73.0,,0.73,48.18
2019-06-20,62,73.0,,0.73,45.26
2019-06-21,68,73.0,,0.73,49.64
2019-06-22,64,73.0,,0.73,46.72
2019-06-23,68,73.0,,0.73,49.64
2019-06-24,57,73.0,,0.73,41.61
2019-06-25,72,73.0,,0.73,52.56
2019-06-26,64,73.0,,0.73,46.72
2019-06-27,63,73.0,,0.73,45.99
2019-06-28,65,73.0,,0.73,47.449999999999996
2019-06-29,66,73.0,,0.73,48.18
2019-06-30,67,73.0,,0.73,48.91
2019-07-01,76,70.0,False,0.7,53.199999999999996
2019-07-02,91,70.0,,0.7,63.699999999999996
2019-07-03,82,70.0,,0.7,57.4
2019-07-04,95,70.0,,0.7,66.5
2019-07-05,85,70.0,,0.7,59.49999999999999
2019-07-06,88,70.0,,0.7,61.599999999999994
2019-07-07,92,70.0,,0.7,64.39999999999999
2019-07-08,77,70.0,,0.7,53.9
2019-07-09,92,70.0,,0.7,64.39999999999999
2019-07-10,80,70.0,,0.7,56.0
2019-07-11,81,70.0,,0.7,56.699999999999996
2019-07-12,94,70.0,,0.7,65.8
2019-07-13,93,70.0,,0.7,65.1
2019-07-14,81,70.0,,0.7,56.699999999999996
2019-07-15,84,70.0,,0.7,58.8
2019-07-16,88,70.0,,0.7,61.599999999999994
2019-07-17,89,70.0,,0.7,62.3
2019-07-18,69,70.0,,0.7,48.3
2019-07-19,84,70.0,,0.7,58.8
2019-07-20,97,70.0,,0.7,67.89999999999999
2019-07-21,90,70.0,,0.7,62.99999999999999
2019-07-22,76,70.0,,0.7,53.199999999999996
2019-07-23,100,70.0,,0.7,70.0
2019-07-24,88,70.0,,0.7,61.599999999999994
2019-07-25,87,70.0,,0.7,60.9
2019-07-26,80,70.0,,0.7,56.0
2019-07-27,92,70.0,,0.7,64.39999999999999
2019-07-28,85,70.0,,0.7,59.49999999999999
2019-07-29,85,70.0,,0.7,59.49999999999999
2019-07-30,96,70.0,,0.7,67.19999999999999
2019-07-31,76,70.0,,0.7,53.199999999999996
2019-08-01,80,73.0,False,0.73,58.4
2019-08-02,78,73.0,,0.73,56.94
2019-08-03,74,73.0,,0.73,54.019999999999996
2019-08-04,80,73.0,,0.73,58.4
2019-08-05,79,73.0,,0.73,57.67
2019-08-06,81,73.0,,0.73,59.129999999999995
2019-08-07,73,73.0,,0.73,53.29
