date,ROKU_unscaled,ROKU_monthly,isPartial,scale,ROKU
2019-08-20,67,63.0,,0.63,42.21
2019-08-21,59,63.0,,0.63,37.17
2019-08-22,59,63.0,,0.63,37.17
2019-08-23,68,63.0,,0.63,42.84
2019-08-24,88,63.0,,0.63,55.44
2019-08-25,94,63.0,,0.63,59.22
2019-08-26,79,63.0,,0.63,49.77
2019-08-27,71,63.0,,0.63,44.73
2019-08-28,59,63.0,,0.63,37.17
2019-08-29,62,63.0,,0.63,39.06
2019-08-30,64,63.0,,0.63,40.32
2019-08-31,100,63.0,,0.63,63.0
2019-09-01,78,63.0,False,0.63,49.14
2019-09-02,75,63.0,,0.63,47.25
2019-09-03,53,63.0,,0.63,33.39
2019-09-04,61,63.0,,0.63,38.43
2019-09-05,63,63.0,,0.63,39.69
2019-09-06,61,63.0,,0.63,38.43
2019-09-07,84,63.0,,0.63,52.92
2019-09-08,100,63.0,,0.63,63.0
2019-09-09,62,63.0,,0.63,39.06
2019-09-10,61,63.0,,0.63,38.43
2019-09-11,56,63.0,,0.63,35.28
2019-09-12,54,63.0,,0.63,34.02
2019-09-13,59,63.0,,0.63,37.17
2019-09-14,76,63.0,,0.63,47.88
2019-09-15,88,63.0,,0.63,55.44
2019-09-16,50,63.0,,0.63,31.5
2019-09-17,48,63.0,,0.63,30.240000000000002
2019-09-18,58,63.0,,0.63,36.54
2019-09-19,59,63.0,,0.63,37.17
2019-09-20,70,63.0,,0.63,44.1
2019-09-21,80,63.0,,0.63,50.4
2019-09-22,81,63.0,,0.63,51.03
2019-09-23,60,63.0,,0.63,37.8
2019-09-24,55,63.0,,0.63,34.65
2019-09-25,49,63.0,,0.63,30.87
2019-09-26,51,63.0,,0.63,32.13
2019-09-27,60,63.0,,0.63,37.8
2019-09-28,78,63.0,,0.63,49.14
2019-09-29,80,63.0,,0.63,50.4
2019-09-30,59,63.0,,0.63,37.17
2019-10-01,71,59.0,False,0.59,41.89
2019-10-02,58,59.0,,0.59,34.22
2019-10-03,66,59.0,,0.59,38.94
2019-10-04,72,59.0,,0.59,42.48
2019-10-05,92,59.0,,0.59,54.279999999999994
2019-10-06,100,59.0,,0.59,59.0
2019-10-07,75,59.0,,0.59,44.25
2019-10-08,67,59.0,,0.59,39.53
2019-10-09,66,59.0,,0.59,38.94
2019-10-10,64,59.0,,0.59,37.76
2019-10-11,71,59.0,,0.59,41.89
2019-10-12,94,59.0,,0.59,55.459999999999994
2019-10-13,92,59.0,,0.59,54.279999999999994
2019-10-14,74,59.0,,0.59,43.66
2019-10-15,81,59.0,,0.59,47.79
2019-10-16,71,59.0,,0.59,41.89
2019-10-17,71,59.0,,0.59,41.89
2019-10-18,74,59.0,,0.59,43.66
2019-10-19,95,59.0,,0.59,56.05
2019-10-20,95,59.0,,0.59,56.05
2019-10-21,72,59.0,,0.59,42.48
2019-10-22,73,59.0,,0.59,43.07
2019-10-23,69,59.0,,0.59,40.71
2019-10-24,67,59.0,,0.59,39.53
2019-10-25,66,59.0,,0.59,38.94
2019-10-26,94,59.0,,0.59,55.459999999999994
2019-10-27,96,59.0,,0.59,56.64
2019-10-28,77,59.0,,0.59,45.43
2019-10-29,73,59.0,,0.59,43.07
2019-10-30,73,59.0,,0.59,43.07
2019-10-31,68,59.0,,0.59,40.12
2019-11-01,30,95.0,False,0.95,28.5
2019-11-02,40,95.0,,0.95,38.0
2019-11-03,43,95.0,,0.95,40.85
2019-11-04,31,95.0,,0.95,29.45
2019-11-05,29,95.0,,0.95,27.549999999999997
2019-11-06,36,95.0,,0.95,34.199999999999996
2019-11-07,38,95.0,,0.95,36.1
2019-11-08,34,95.0,,0.95,32.3
2019-11-09,43,95.0,,0.95,40.85
2019-11-10,44,95.0,,0.95,41.8
2019-11-11,39,95.0,,0.95,37.05
2019-11-12,53,95.0,,0.95,50.349999999999994
2019-11-13,49,95.0,,0.95,46.55
2019-11-14,45,95.0,,0.95,42.75
2019-11-15,45,95.0,,0.95,42.75
2019-11-16,58,95.0,,0.95,55.099999999999994
2019-11-17,60,95.0,,0.95,57.0
2019-11-18,45,95.0,,0.95,42.75
2019-11-19,40,95.0,,0.95,38.0
2019-11-20,34,95.0,,0.95,32.3
2019-11-21,34,95.0,,0.95,32.3
2019-11-22,36,95.0,,0.95,34.199999999999996
2019-11-23,47,95.0,,0.95,44.65
2019-11-24,56,95.0,,0.95,53.199999999999996
2019-11-25,39,95.0,,0.95,37.05
2019-11-26,39,95.0,,0.95,37.05
2019-11-27,45,95.0,,0.95,42.75
2019-11-28,78,95.0,,0.95,74.1
2019-11-29,100,95.0,,0.95,95.0
2019-11-30,74,95.0,,0.95,70.3
2019-12-01,100,84.0,False,0.84,84.0
2019-12-02,82,84.0,,0.84,68.88
2019-12-03,65,84.0,,0.84,54.6
2019-12-04,56,84.0,,0.84,47.04
2019-12-05,52,84.0,,0.84,43.68
2019-12-06,52,84.0,,0.84,43.68
2019-12-07,64,84.0,,0.84,53.76
2019-12-08,66,84.0,,0.84,55.44
2019-12-09,47,84.0,,0.84,39.48
2019-12-10,46,84.0,,0.84,38.64
2019-12-11,45,84.0,,0.84,37.8
2019-12-12,46,84.0,,0.84,38.64
2019-12-13,46,84.0,,0.84,38.64
2019-12-14,59,84.0,,0.84,49.559999999999995
2019-12-15,68,84.0,,0.84,57.12
2019-12-16,51,84.0,,0.84,42.839999999999996
2019-12-17,50,84.0,,0.84,42.0
2019-12-18,46,84.0,,0.84,38.64
2019-12-19,46,84.0,,0.84,38.64
2019-12-20,49,84.0,,0.84,41.16
2019-12-21,69,84.0,,0.84,57.96
2019-12-22,67,84.0,,0.84,56.28
2019-12-23,57,84.0,,0.84,47.879999999999995
2019-12-24,64,84.0,,0.84,53.76
2019-12-25,91,84.0,,0.84,76.44
2019-12-26,80,84.0,,0.84,67.2
2019-12-27,75,84.0,,0.84,63.0
2019-12-28,79,84.0,,0.84,66.36
2019-12-29,79,84.0,,0.84,66.36
2019-12-30,66,84.0,,0.84,55.44
2019-12-31,66,84.0,,0.84,55.44
2020-01-01,100,68.0,False,0.68,68.0
2020-01-02,79,68.0,,0.68,53.720000000000006
2020-01-03,69,68.0,,0.68,46.92
2020-01-04,87,68.0,,0.68,59.160000000000004
2020-01-05,88,68.0,,0.68,59.84
2020-01-06,61,68.0,,0.68,41.480000000000004
2020-01-07,56,68.0,,0.68,38.080000000000005
2020-01-08,52,68.0,,0.68,35.36
2020-01-09,56,68.0,,0.68,38.080000000000005
2020-01-10,54,68.0,,0.68,36.720000000000006
2020-01-11,80,68.0,,0.68,54.400000000000006
2020-01-12,84,68.0,,0.68,57.120000000000005
2020-01-13,63,68.0,,0.68,42.84
2020-01-14,59,68.0,,0.68,40.120000000000005
2020-01-15,56,68.0,,0.68,38.080000000000005
2020-01-16,52,68.0,,0.68,35.36
2020-01-17,54,68.0,,0.68,36.720000000000006
2020-01-18,83,68.0,,0.68,56.440000000000005
2020-01-19,92,68.0,,0.68,62.56
2020-01-20,65,68.0,,0.68,44.2
2020-01-21,54,68.0,,0.68,36.720000000000006
2020-01-22,51,68.0,,0.68,34.68
2020-01-23,52,68.0,,0.68,35.36
2020-01-24,54,68.0,,0.68,36.720000000000006
2020-01-25,71,68.0,,0.68,48.28
2020-01-26,69,68.0,,0.68,46.92
2020-01-27,51,68.0,,0.68,34.68
2020-01-28,48,68.0,,0.68,32.64
2020-01-29,51,68.0,,0.68,34.68
2020-01-30,51,68.0,,0.68,34.68
2020-01-31,62,68.0,,0.68,42.160000000000004
2020-02-01,80,64.0,False,0.64,51.2
2020-02-02,100,64.0,,0.64,64.0
2020-02-03,52,64.0,,0.64,33.28
2020-02-04,46,64.0,,0.64,29.44
2020-02-05,45,64.0,,0.64,28.8
2020-02-06,43,64.0,,0.64,27.52
2020-02-07,45,64.0,,0.64,28.8
2020-02-08,73,64.0,,0.64,46.72
2020-02-09,64,64.0,,0.64,40.96
2020-02-10,46,64.0,,0.64,29.44
2020-02-11,45,64.0,,0.64,28.8
2020-02-12,46,64.0,,0.64,29.44
2020-02-13,50,64.0,,0.64,32.0
2020-02-14,60,64.0,,0.64,38.4
2020-02-15,61,64.0,,0.64,39.04
2020-02-16,66,64.0,,0.64,42.24
2020-02-17,52,64.0,,0.64,33.28
2020-02-18,45,64.0,,0.64,28.8
2020-02-19,42,64.0,,0.64,26.88
2020-02-20,42,64.0,,0.64,26.88
2020-02-21,44,64.0,,0.64,28.16
2020-02-22,62,64.0,,0.64,39.68
2020-02-23,63,64.0,,0.64,40.32
2020-02-24,43,64.0,,0.64,27.52
2020-02-25,45,64.0,,0.64,28.8
2020-02-26,44,64.0,,0.64,28.16
2020-02-27,44,64.0,,0.64,28.16
2020-02-28,46,64.0,,0.64,29.44
2020-02-29,60,64.0,,0.64,38.4
2020-03-01,69,68.0,False,0.68,46.92
2020-03-02,48,68.0,,0.68,32.64
2020-03-03,47,68.0,,0.68,31.96
2020-03-04,42,68.0,,0.68,28.560000000000002
2020-03-05,45,68.0,,0.68,30.6
2020-03-06,47,68.0,,0.68,31.96
2020-03-07,61,68.0,,0.68,41.480000000000004
2020-03-08,64,68.0,,0.68,43.52
2020-03-09,46,68.0,,0.68,31.28
2020-03-10,45,68.0,,0.68,30.6
2020-03-11,44,68.0,,0.68,29.92
2020-03-12,42,68.0,,0.68,28.560000000000002
2020-03-13,44,68.0,,0.68,29.92
2020-03-14,63,68.0,,0.68,42.84
2020-03-15,76,68.0,,0.68,51.68000000000001
2020-03-16,54,68.0,,0.68,36.720000000000006
2020-03-17,63,68.0,,0.68,42.84
2020-03-18,59,68.0,,0.68,40.120000000000005
2020-03-19,65,68.0,,0.68,44.2
2020-03-20,65,68.0,,0.68,44.2
2020-03-21,89,68.0,,0.68,60.52
2020-03-22,100,68.0,,0.68,68.0
2020-03-23,67,68.0,,0.68,45.56
2020-03-24,69,68.0,,0.68,46.92
2020-03-25,63,68.0,,0.68,42.84
2020-03-26,63,68.0,,0.68,42.84
2020-03-27,65,68.0,,0.68,44.2
2020-03-28,84,68.0,,0.68,57.120000000000005
2020-03-29,91,68.0,,0.68,61.88
2020-03-30,60,68.0,,0.68,40.800000000000004
2020-03-31,61,68.0,,0.68,41.480000000000004
2020-04-01,65,77.0,False,0.77,50.050000000000004
2020-04-02,64,77.0,,0.77,49.28
2020-04-03,69,77.0,,0.77,53.13
2020-04-04,93,77.0,,0.77,71.61
2020-04-05,100,77.0,,0.77,77.0
2020-04-06,65,77.0,,0.77,50.050000000000004
2020-04-07,64,77.0,,0.77,49.28
2020-04-08,66,77.0,,0.77,50.82
2020-04-09,69,77.0,,0.77,53.13
2020-04-10,76,77.0,,0.77,58.52
2020-04-11,90,77.0,,0.77,69.3
2020-04-12,97,77.0,,0.77,74.69
2020-04-13,75,77.0,,0.77,57.75
2020-04-14,82,77.0,,0.77,63.14
2020-04-15,74,77.0,,0.77,56.980000000000004
2020-04-16,81,77.0,,0.77,62.370000000000005
2020-04-17,78,77.0,,0.77,60.06
2020-04-18,91,77.0,,0.77,70.07000000000001
2020-04-19,95,77.0,,0.77,73.15
2020-04-20,71,77.0,,0.77,54.67
2020-04-21,67,77.0,,0.77,51.59
2020-04-22,64,77.0,,0.77,49.28
2020-04-23,70,77.0,,0.77,53.9
2020-04-24,66,77.0,,0.77,50.82
2020-04-25,81,77.0,,0.77,62.370000000000005
2020-04-26,88,77.0,,0.77,67.76
2020-04-27,63,77.0,,0.77,48.51
2020-04-28,66,77.0,,0.77,50.82
2020-04-29,62,77.0,,0.77,47.74
2020-04-30,61,77.0,,0.77,46.97
2020-05-01,67,75.0,False,0.75,50.25
2020-05-02,80,75.0,,0.75,60.0
2020-05-03,80,75.0,,0.75,60.0
2020-05-04,68,75.0,,0.75,51.0
2020-05-05,63,75.0,,0.75,47.25
2020-05-06,69,75.0,,0.75,51.75
2020-05-07,79,75.0,,0.75,59.25
2020-05-08,75,75.0,,0.75,56.25
2020-05-09,85,75.0,,0.75,63.75
2020-05-10,85,75.0,,0.75,63.75
2020-05-11,69,75.0,,0.75,51.75
2020-05-12,65,75.0,,0.75,48.75
2020-05-13,62,75.0,,0.75,46.5
2020-05-14,67,75.0,,0.75,50.25
2020-05-15,69,75.0,,0.75,51.75
2020-05-16,81,75.0,,0.75,60.75
2020-05-17,86,75.0,,0.75,64.5
2020-05-18,68,75.0,,0.75,51.0
2020-05-19,68,75.0,,0.75,51.0
2020-05-20,67,75.0,,0.75,50.25
2020-05-21,66,75.0,,0.75,49.5
2020-05-22,69,75.0,,0.75,51.75
2020-05-23,79,75.0,,0.75,59.25
2020-05-24,85,75.0,,0.75,63.75
2020-05-25,80,75.0,,0.75,60.0
2020-05-26,71,75.0,,0.75,53.25
2020-05-27,100,75.0,,0.75,75.0
2020-05-28,91,75.0,,0.75,68.25
2020-05-29,83,75.0,,0.75,62.25
2020-05-30,88,75.0,,0.75,66.0
2020-05-31,91,75.0,,0.75,68.25
2020-06-01,74,76.0,False,0.76,56.24
2020-06-02,73,76.0,,0.76,55.480000000000004
2020-06-03,74,76.0,,0.76,56.24
2020-06-04,75,76.0,,0.76,57.0
2020-06-05,78,76.0,,0.76,59.28
2020-06-06,85,76.0,,0.76,64.6
2020-06-07,90,76.0,,0.76,68.4
2020-06-08,74,76.0,,0.76,56.24
2020-06-09,73,76.0,,0.76,55.480000000000004
2020-06-10,76,76.0,,0.76,57.76
2020-06-11,70,76.0,,0.76,53.2
2020-06-12,72,76.0,,0.76,54.72
2020-06-13,83,76.0,,0.76,63.08
2020-06-14,88,76.0,,0.76,66.88
2020-06-15,70,76.0,,0.76,53.2
2020-06-16,78,76.0,,0.76,59.28
2020-06-17,78,76.0,,0.76,59.28
2020-06-18,79,76.0,,0.76,60.04
2020-06-19,79,76.0,,0.76,60.04
2020-06-20,89,76.0,,0.76,67.64
2020-06-21,94,76.0,,0.76,71.44
2020-06-22,83,76.0,,0.76,63.08
2020-06-23,79,76.0,,0.76,60.04
2020-06-24,76,76.0,,0.76,57.76
2020-06-25,73,76.0,,0.76,55.480000000000004
2020-06-26,79,76.0,,0.76,60.04
2020-06-27,92,76.0,,0.76,69.92
2020-06-28,100,76.0,,0.76,76.0
2020-06-29,79,76.0,,0.76,60.04
2020-06-30,79,76.0,,0.76,60.04
2020-07-01,73,80.0,False,0.8,58.400000000000006
2020-07-02,76,80.0,,0.8,60.800000000000004
2020-07-03,88,80.0,,0.8,70.4
2020-07-04,91,80.0,,0.8,72.8
2020-07-05,94,80.0,,0.8,75.2
2020-07-06,74,80.0,,0.8,59.2
2020-07-07,75,80.0,,0.8,60.0
2020-07-08,71,80.0,,0.8,56.800000000000004
2020-07-09,75,80.0,,0.8,60.0
2020-07-10,78,80.0,,0.8,62.400000000000006
2020-07-11,88,80.0,,0.8,70.4
2020-07-12,88,80.0,,0.8,70.4
2020-07-13,75,80.0,,0.8,60.0
2020-07-14,69,80.0,,0.8,55.2
2020-07-15,85,80.0,,0.8,68.0
2020-07-16,82,80.0,,0.8,65.60000000000001
2020-07-17,79,80.0,,0.8,63.2
2020-07-18,96,80.0,,0.8,76.80000000000001
2020-07-19,98,80.0,,0.8,78.4
2020-07-20,79,80.0,,0.8,63.2
2020-07-21,73,80.0,,0.8,58.400000000000006
2020-07-22,78,80.0,,0.8,62.400000000000006
2020-07-23,71,80.0,,0.8,56.800000000000004
2020-07-24,79,80.0,,0.8,63.2
2020-07-25,95,80.0,,0.8,76.0
2020-07-26,100,80.0,,0.8,80.0
2020-07-27,75,80.0,,0.8,60.0
2020-07-28,73,80.0,,0.8,58.400000000000006
2020-07-29,71,80.0,,0.8,56.800000000000004
2020-07-30,75,80.0,,0.8,60.0
2020-07-31,74,80.0,,0.8,59.2
2020-08-01,92,79.0,False,0.79,72.68
2020-08-02,98,79.0,,0.79,77.42
2020-08-03,82,79.0,,0.79,64.78
2020-08-04,74,79.0,,0.79,58.46
2020-08-05,77,79.0,,0.79,60.830000000000005
2020-08-06,85,79.0,,0.79,67.15
2020-08-07,80,79.0,,0.79,63.2
2020-08-08,85,79.0,,0.79,67.15
2020-08-09,93,79.0,,0.79,73.47
2020-08-10,71,79.0,,0.79,56.09
2020-08-11,70,79.0,,0.79,55.300000000000004
2020-08-12,68,79.0,,0.79,53.72
2020-08-13,65,79.0,,0.79,51.35
2020-08-14,64,79.0,,0.79,50.56
2020-08-15,87,79.0,,0.79,68.73
2020-08-16,100,79.0,,0.79,79.0
2020-08-17,73,79.0,,0.79,57.67
2020-08-18,66,79.0,,0.79,52.14
2020-08-19,63,79.0,,0.79,49.77
2020-08-20,61,79.0,,0.79,48.190000000000005
2020-08-21,73,79.0,,0.79,57.67
2020-08-22,86,79.0,,0.79,67.94
2020-08-23,91,79.0,,0.79,71.89
2020-08-24,69,79.0,,0.79,54.510000000000005
2020-08-25,62,79.0,,0.79,48.980000000000004
2020-08-26,66,79.0,,0.79,52.14
2020-08-27,63,79.0,,0.79,49.77
2020-08-28,67,79.0,,0.79,52.93
2020-08-29,80,79.0,,0.79,63.2
2020-08-30,91,79.0,,0.79,71.89
2020-08-31,62,79.0,,0.79,48.980000000000004
2020-09-01,53,76.0,False,0.76,40.28
2020-09-02,50,76.0,,0.76,38.0
2020-09-03,48,76.0,,0.76,36.480000000000004
2020-09-04,51,76.0,,0.76,38.76
2020-09-05,71,76.0,,0.76,53.96
2020-09-06,72,76.0,,0.76,54.72
2020-09-07,70,76.0,,0.76,53.2
2020-09-08,51,76.0,,0.76,38.76
2020-09-09,46,76.0,,0.76,34.96
2020-09-10,49,76.0,,0.76,37.24
2020-09-11,52,76.0,,0.76,39.52
2020-09-12,68,76.0,,0.76,51.68
2020-09-13,100,76.0,,0.76,76.0
2020-09-14,54,76.0,,0.76,41.04
2020-09-15,48,76.0,,0.76,36.480000000000004
2020-09-16,45,76.0,,0.76,34.2
2020-09-17,48,76.0,,0.76,36.480000000000004
2020-09-18,52,76.0,,0.76,39.52
2020-09-19,73,76.0,,0.76,55.480000000000004
2020-09-20,87,76.0,,0.76,66.12
2020-09-21,54,76.0,,0.76,41.04
2020-09-22,50,76.0,,0.76,38.0
2020-09-23,44,76.0,,0.76,33.44
2020-09-24,45,76.0,,0.76,34.2
2020-09-25,52,76.0,,0.76,39.52
2020-09-26,68,76.0,,0.76,51.68
2020-09-27,80,76.0,,0.76,60.8
2020-09-28,54,76.0,,0.76,41.04
2020-09-29,55,76.0,,0.76,41.8
2020-09-30,51,76.0,,0.76,38.76
2020-10-01,58,78.0,False,0.78,45.24
2020-10-02,63,78.0,,0.78,49.14
2020-10-03,91,78.0,,0.78,70.98
2020-10-04,98,78.0,,0.78,76.44
2020-10-05,68,78.0,,0.78,53.04
2020-10-06,63,78.0,,0.78,49.14
2020-10-07,63,78.0,,0.78,49.14
2020-10-08,61,78.0,,0.78,47.58
2020-10-09,67,78.0,,0.78,52.260000000000005
2020-10-10,88,78.0,,0.78,68.64
2020-10-11,99,78.0,,0.78,77.22
2020-10-12,76,78.0,,0.78,59.28
2020-10-13,82,78.0,,0.78,63.96
2020-10-14,74,78.0,,0.78,57.72
2020-10-15,67,78.0,,0.78,52.260000000000005
2020-10-16,70,78.0,,0.78,54.6
2020-10-17,94,78.0,,0.78,73.32000000000001
2020-10-18,97,78.0,,0.78,75.66
2020-10-19,68,78.0,,0.78,53.04
2020-10-20,69,78.0,,0.78,53.82
2020-10-21,67,78.0,,0.78,52.260000000000005
2020-10-22,71,78.0,,0.78,55.38
2020-10-23,68,78.0,,0.78,53.04
2020-10-24,98,78.0,,0.78,76.44
2020-10-25,100,78.0,,0.78,78.0
2020-10-26,70,78.0,,0.78,54.6
2020-10-27,68,78.0,,0.78,53.04
2020-10-28,65,78.0,,0.78,50.7
2020-10-29,67,78.0,,0.78,52.260000000000005
2020-10-30,70,78.0,,0.78,54.6
2020-10-31,92,78.0,,0.78,71.76
2020-11-01,76,96.0,False,0.96,72.96
2020-11-02,53,96.0,,0.96,50.879999999999995
2020-11-03,55,96.0,,0.96,52.8
2020-11-04,36,96.0,,0.96,34.56
2020-11-05,44,96.0,,0.96,42.239999999999995
2020-11-06,44,96.0,,0.96,42.239999999999995
2020-11-07,57,96.0,,0.96,54.72
2020-11-08,74,96.0,,0.96,71.03999999999999
2020-11-09,56,96.0,,0.96,53.76
2020-11-10,54,96.0,,0.96,51.839999999999996
2020-11-11,60,96.0,,0.96,57.599999999999994
2020-11-12,65,96.0,,0.96,62.4
2020-11-13,55,96.0,,0.96,52.8
2020-11-14,78,96.0,,0.96,74.88
2020-11-15,81,96.0,,0.96,77.75999999999999
2020-11-16,56,96.0,,0.96,53.76
2020-11-17,53,96.0,,0.96,50.879999999999995
2020-11-18,52,96.0,,0.96,49.92
2020-11-19,56,96.0,,0.96,53.76
2020-11-20,63,96.0,,0.96,60.48
2020-11-21,75,96.0,,0.96,72.0
2020-11-22,87,96.0,,0.96,83.52
2020-11-23,64,96.0,,0.96,61.44
2020-11-24,63,96.0,,0.96,60.48
2020-11-25,72,96.0,,0.96,69.12
2020-11-26,91,96.0,,0.96,87.36
2020-11-27,100,96.0,,0.96,96.0
2020-11-28,97,96.0,,0.96,93.11999999999999
2020-11-29,100,96.0,,0.96,96.0
2020-11-30,75,96.0,,0.96,72.0
2020-12-01,63,100.0,False,1.0,63.0
2020-12-02,56,100.0,,1.0,56.0
2020-12-03,60,100.0,,1.0,60.0
2020-12-04,67,100.0,,1.0,67.0
2020-12-05,78,100.0,,1.0,78.0
2020-12-06,75,100.0,,1.0,75.0
2020-12-07,58,100.0,,1.0,58.0
2020-12-08,54,100.0,,1.0,54.0
2020-12-09,55,100.0,,1.0,55.0
2020-12-10,52,100.0,,1.0,52.0
2020-12-11,55,100.0,,1.0,55.0
2020-12-12,73,100.0,,1.0,73.0
2020-12-13,79,100.0,,1.0,79.0
2020-12-14,56,100.0,,1.0,56.0
2020-12-15,54,100.0,,1.0,54.0
2020-12-16,55,100.0,,1.0,55.0
2020-12-17,76,100.0,,1.0,76.0
2020-12-18,69,100.0,,1.0,69.0
2020-12-19,79,100.0,,1.0,79.0
2020-12-20,80,100.0,,1.0,80.0
2020-12-21,62,100.0,,1.0,62.0
2020-12-22,58,100.0,,1.0,58.0
2020-12-23,61,100.0,,1.0,61.0
2020-12-24,67,100.0,,1.0,67.0
2020-12-25,98,100.0,,1.0,98.0
2020-12-26,100,100.0,,1.0,100.0
2020-12-27,86,100.0,,1.0,86.0
2020-12-28,73,100.0,,1.0,73.0
2020-12-29,67,100.0,,1.0,67.0
2020-12-30,59,100.0,,1.0,59.0
2020-12-31,66,100.0,,1.0,66.0
2021-01-01,100,83.0,False,0.83,83.0
2021-01-02,87,83.0,,0.83,72.21
2021-01-03,91,83.0,,0.83,75.53
2021-01-04,72,83.0,,0.83,59.76
2021-01-05,65,83.0,,0.83,53.949999999999996
2021-01-06,53,83.0,,0.83,43.989999999999995
2021-01-07,56,83.0,,0.83,46.48
2021-01-08,62,83.0,,0.83,51.46
2021-01-09,82,83.0,,0.83,68.06
2021-01-10,83,83.0,,0.83,68.89
2021-01-11,64,83.0,,0.83,53.12
2021-01-12,61,83.0,,0.83,50.629999999999995
2021-01-13,60,83.0,,0.83,49.8
2021-01-14,56,83.0,,0.83,46.48
2021-01-15,60,83.0,,0.83,49.8
2021-01-16,79,83.0,,0.83,65.57
2021-01-17,81,83.0,,0.83,67.22999999999999
2021-01-18,68,83.0,,0.83,56.44
2021-01-19,62,83.0,,0.83,51.46
2021-01-20,58,83.0,,0.83,48.14
2021-01-21,55,83.0,,0.83,45.65
2021-01-22,59,83.0,,0.83,48.97
2021-01-23,72,83.0,,0.83,59.76
2021-01-24,96,83.0,,0.83,79.67999999999999
2021-01-25,62,83.0,,0.83,51.46
2021-01-26,56,83.0,,0.83,46.48
2021-01-27,53,83.0,,0.83,43.989999999999995
2021-01-28,51,83.0,,0.83,42.33
2021-01-29,56,83.0,,0.83,46.48
2021-01-30,73,83.0,,0.83,60.589999999999996
2021-01-31,77,83.0,,0.83,63.91
2021-02-01,59,75.0,False,0.75,44.25
2021-02-02,51,75.0,,0.75,38.25
2021-02-03,52,75.0,,0.75,39.0
2021-02-04,52,75.0,,0.75,39.0
2021-02-05,54,75.0,,0.75,40.5
2021-02-06,74,75.0,,0.75,55.5
2021-02-07,100,75.0,,0.75,75.0
2021-02-08,56,75.0,,0.75,42.0
2021-02-09,52,75.0,,0.75,39.0
2021-02-10,51,75.0,,0.75,38.25
2021-02-11,47,75.0,,0.75,35.25
2021-02-12,53,75.0,,0.75,39.75
2021-02-13,68,75.0,,0.75,51.0
2021-02-14,69,75.0,,0.75,51.75
2021-02-15,61,75.0,,0.75,45.75
2021-02-16,55,75.0,,0.75,41.25
2021-02-17,53,75.0,,0.75,39.75
2021-02-18,59,75.0,,0.75,44.25
2021-02-19,56,75.0,,0.75,42.0
2021-02-20,63,75.0,,0.75,47.25
2021-02-21,69,75.0,,0.75,51.75
2021-02-22,48,75.0,,0.75,36.0
2021-02-23,46,75.0,,0.75,34.5
2021-02-24,47,75.0,,0.75,35.25
2021-02-25,45,75.0,,0.75,33.75
2021-02-26,51,75.0,,0.75,38.25
2021-02-27,62,75.0,,0.75,46.5
2021-02-28,68,75.0,,0.75,51.0
2021-03-01,76,67.0,False,0.67,50.92
2021-03-02,70,67.0,,0.67,46.900000000000006
2021-03-03,70,67.0,,0.67,46.900000000000006
2021-03-04,82,67.0,,0.67,54.940000000000005
2021-03-05,75,67.0,,0.67,50.25
2021-03-06,93,67.0,,0.67,62.31
2021-03-07,100,67.0,,0.67,67.0
2021-03-08,74,67.0,,0.67,49.580000000000005
2021-03-09,72,67.0,,0.67,48.24
2021-03-10,63,67.0,,0.67,42.21
2021-03-11,61,67.0,,0.67,40.870000000000005
2021-03-12,64,67.0,,0.67,42.88
2021-03-13,81,67.0,,0.67,54.27
2021-03-14,89,67.0,,0.67,59.63
2021-03-15,68,67.0,,0.67,45.56
2021-03-16,67,67.0,,0.67,44.89
2021-03-17,62,67.0,,0.67,41.54
2021-03-18,68,67.0,,0.67,45.56
2021-03-19,73,67.0,,0.67,48.910000000000004
2021-03-20,81,67.0,,0.67,54.27
2021-03-21,94,67.0,,0.67,62.980000000000004
2021-03-22,69,67.0,,0.67,46.230000000000004
2021-03-23,65,67.0,,0.67,43.550000000000004
2021-03-24,59,67.0,,0.67,39.53
2021-03-25,62,67.0,,0.67,41.54
2021-03-26,61,67.0,,0.67,40.870000000000005
2021-03-27,79,67.0,,0.67,52.93
2021-03-28,79,67.0,,0.67,52.93
2021-03-29,66,67.0,,0.67,44.220000000000006
2021-03-30,62,67.0,,0.67,41.54
2021-03-31,65,67.0,,0.67,43.550000000000004
2021-04-01,79,63.0,False,0.63,49.77
2021-04-02,80,63.0,,0.63,50.4
2021-04-03,95,63.0,,0.63,59.85
2021-04-04,95,63.0,,0.63,59.85
2021-04-05,81,63.0,,0.63,51.03
2021-04-06,74,63.0,,0.63,46.62
2021-04-07,74,63.0,,0.63,46.62
2021-04-08,75,63.0,,0.63,47.25
2021-04-09,68,63.0,,0.63,42.84
2021-04-10,99,63.0,,0.63,62.37
2021-04-11,92,63.0,,0.63,57.96
2021-04-12,73,63.0,,0.63,45.99
2021-04-13,71,63.0,,0.63,44.73
2021-04-14,69,63.0,,0.63,43.47
2021-04-15,67,63.0,,0.63,42.21
2021-04-16,68,63.0,,0.63,42.84
2021-04-17,87,63.0,,0.63,54.81
2021-04-18,97,63.0,,0.63,61.11
2021-04-19,71,63.0,,0.63,44.73
2021-04-20,64,63.0,,0.63,40.32
2021-04-21,71,63.0,,0.63,44.73
2021-04-22,66,63.0,,0.63,41.58
2021-04-23,67,63.0,,0.63,42.21
2021-04-24,90,63.0,,0.63,56.7
2021-04-25,100,63.0,,0.63,63.0
