date,MU_unscaled,MU_monthly,isPartial,scale,MU
2021-05-13,83,39.0,,0.39,32.370000000000005
2021-05-14,88,39.0,,0.39,34.32
2021-05-15,80,39.0,,0.39,31.200000000000003
2021-05-16,76,39.0,,0.39,29.64
2021-05-17,84,39.0,,0.39,32.76
2021-05-18,84,39.0,,0.39,32.76
2021-05-19,79,39.0,,0.39,30.810000000000002
2021-05-20,75,39.0,,0.39,29.25
2021-05-21,86,39.0,,0.39,33.54
2021-05-22,75,39.0,,0.39,29.25
2021-05-23,76,39.0,,0.39,29.64
2021-05-24,92,39.0,,0.39,35.88
2021-05-25,90,39.0,,0.39,35.1
2021-05-26,91,39.0,,0.39,35.49
2021-05-27,82,39.0,,0.39,31.98
2021-05-28,79,39.0,,0.39,30.810000000000002
2021-05-29,86,39.0,,0.39,33.54
2021-05-30,76,39.0,,0.39,29.64
2021-05-31,75,39.0,,0.39,29.25
2021-06-01,72,41.0,False,0.41,29.52
2021-06-02,66,41.0,,0.41,27.06
2021-06-03,71,41.0,,0.41,29.11
2021-06-04,69,41.0,,0.41,28.29
2021-06-05,65,41.0,,0.41,26.65
2021-06-06,55,41.0,,0.41,22.549999999999997
2021-06-07,59,41.0,,0.41,24.189999999999998
2021-06-08,72,41.0,,0.41,29.52
2021-06-09,75,41.0,,0.41,30.749999999999996
2021-06-10,70,41.0,,0.41,28.7
2021-06-11,75,41.0,,0.41,30.749999999999996
2021-06-12,67,41.0,,0.41,27.47
2021-06-13,71,41.0,,0.41,29.11
2021-06-14,67,41.0,,0.41,27.47
2021-06-15,67,41.0,,0.41,27.47
2021-06-16,64,41.0,,0.41,26.24
2021-06-17,72,41.0,,0.41,29.52
2021-06-18,71,41.0,,0.41,29.11
2021-06-19,59,41.0,,0.41,24.189999999999998
2021-06-20,72,41.0,,0.41,29.52
2021-06-21,88,41.0,,0.41,36.08
2021-06-22,77,41.0,,0.41,31.569999999999997
2021-06-23,69,41.0,,0.41,28.29
2021-06-24,73,41.0,,0.41,29.93
2021-06-25,100,41.0,,0.41,41.0
2021-06-26,79,41.0,,0.41,32.39
2021-06-27,65,41.0,,0.41,26.65
2021-06-28,90,41.0,,0.41,36.9
2021-06-29,83,41.0,,0.41,34.03
2021-06-30,100,41.0,,0.41,41.0
2021-07-01,77,42.0,False,0.42,32.339999999999996
2021-07-02,66,42.0,,0.42,27.72
2021-07-03,52,42.0,,0.42,21.84
2021-07-04,50,42.0,,0.42,21.0
2021-07-05,55,42.0,,0.42,23.099999999999998
2021-07-06,64,42.0,,0.42,26.88
2021-07-07,58,42.0,,0.42,24.36
2021-07-08,61,42.0,,0.42,25.619999999999997
2021-07-09,61,42.0,,0.42,25.619999999999997
2021-07-10,49,42.0,,0.42,20.58
2021-07-11,52,42.0,,0.42,21.84
2021-07-12,55,42.0,,0.42,23.099999999999998
2021-07-13,57,42.0,,0.42,23.939999999999998
2021-07-14,59,42.0,,0.42,24.779999999999998
2021-07-15,51,42.0,,0.42,21.419999999999998
2021-07-16,56,42.0,,0.42,23.52
2021-07-17,51,42.0,,0.42,21.419999999999998
2021-07-18,49,42.0,,0.42,20.58
2021-07-19,58,42.0,,0.42,24.36
2021-07-20,55,42.0,,0.42,23.099999999999998
2021-07-21,59,42.0,,0.42,24.779999999999998
2021-07-22,63,42.0,,0.42,26.459999999999997
2021-07-23,53,42.0,,0.42,22.259999999999998
2021-07-24,49,42.0,,0.42,20.58
2021-07-25,47,42.0,,0.42,19.74
2021-07-26,56,42.0,,0.42,23.52
2021-07-27,57,42.0,,0.42,23.939999999999998
2021-07-28,58,42.0,,0.42,24.36
2021-07-29,57,42.0,,0.42,23.939999999999998
2021-07-30,95,42.0,,0.42,39.9
2021-07-31,100,42.0,,0.42,42.0
2021-08-01,27,58.0,False,0.58,15.659999999999998
2021-08-02,24,58.0,,0.58,13.919999999999998
2021-08-03,48,58.0,,0.58,27.839999999999996
2021-08-04,100,58.0,,0.58,57.99999999999999
2021-08-05,32,58.0,,0.58,18.56
2021-08-06,29,58.0,,0.58,16.82
2021-08-07,33,58.0,,0.58,19.139999999999997
2021-08-08,42,58.0,,0.58,24.36
2021-08-09,32,58.0,,0.58,18.56
2021-08-10,29,58.0,,0.58,16.82
2021-08-11,27,58.0,,0.58,15.659999999999998
2021-08-12,33,58.0,,0.58,19.139999999999997
2021-08-13,30,58.0,,0.58,17.4
2021-08-14,25,58.0,,0.58,14.499999999999998
2021-08-15,24,58.0,,0.58,13.919999999999998
2021-08-16,26,58.0,,0.58,15.079999999999998
2021-08-17,26,58.0,,0.58,15.079999999999998
2021-08-18,27,58.0,,0.58,15.659999999999998
2021-08-19,24,58.0,,0.58,13.919999999999998
2021-08-20,24,58.0,,0.58,13.919999999999998
2021-08-21,23,58.0,,0.58,13.34
2021-08-22,29,58.0,,0.58,16.82
2021-08-23,27,58.0,,0.58,15.659999999999998
2021-08-24,27,58.0,,0.58,15.659999999999998
2021-08-25,27,58.0,,0.58,15.659999999999998
2021-08-26,26,58.0,,0.58,15.079999999999998
2021-08-27,23,58.0,,0.58,13.34
2021-08-28,22,58.0,,0.58,12.76
2021-08-29,23,58.0,,0.58,13.34
2021-08-30,25,58.0,,0.58,14.499999999999998
2021-08-31,28,58.0,,0.58,16.24
2021-09-01,35,100.0,False,1.0,35.0
2021-09-02,73,100.0,,1.0,73.0
2021-09-03,89,100.0,,1.0,89.0
2021-09-04,77,100.0,,1.0,77.0
2021-09-05,64,100.0,,1.0,64.0
2021-09-06,61,100.0,,1.0,61.0
2021-09-07,100,100.0,,1.0,100.0
2021-09-08,93,100.0,,1.0,93.0
2021-09-09,72,100.0,,1.0,72.0
2021-09-10,53,100.0,,1.0,53.0
2021-09-11,38,100.0,,1.0,38.0
2021-09-12,37,100.0,,1.0,37.0
2021-09-13,34,100.0,,1.0,34.0
2021-09-14,32,100.0,,1.0,32.0
2021-09-15,28,100.0,,1.0,28.0
2021-09-16,27,100.0,,1.0,27.0
2021-09-17,25,100.0,,1.0,25.0
2021-09-18,26,100.0,,1.0,26.0
2021-09-19,22,100.0,,1.0,22.0
2021-09-20,23,100.0,,1.0,23.0
2021-09-21,25,100.0,,1.0,25.0
2021-09-22,22,100.0,,1.0,22.0
2021-09-23,24,100.0,,1.0,24.0
2021-09-24,22,100.0,,1.0,22.0
2021-09-25,24,100.0,,1.0,24.0
2021-09-26,20,100.0,,1.0,20.0
2021-09-27,23,100.0,,1.0,23.0
2021-09-28,24,100.0,,1.0,24.0
2021-09-29,26,100.0,,1.0,26.0
2021-09-30,23,100.0,,1.0,23.0
2021-10-01,99,45.0,False,0.45,44.550000000000004
2021-10-02,94,45.0,,0.45,42.300000000000004
2021-10-03,77,45.0,,0.45,34.65
2021-10-04,86,45.0,,0.45,38.7
2021-10-05,98,45.0,,0.45,44.1
2021-10-06,85,45.0,,0.45,38.25
2021-10-07,90,45.0,,0.45,40.5
2021-10-08,80,45.0,,0.45,36.0
2021-10-09,88,45.0,,0.45,39.6
2021-10-10,77,45.0,,0.45,34.65
2021-10-11,96,45.0,,0.45,43.2
2021-10-12,84,45.0,,0.45,37.800000000000004
2021-10-13,97,45.0,,0.45,43.65
2021-10-14,82,45.0,,0.45,36.9
2021-10-15,100,45.0,,0.45,45.0
2021-10-16,97,45.0,,0.45,43.65
2021-10-17,81,45.0,,0.45,36.45
2021-10-18,86,45.0,,0.45,38.7
2021-10-19,97,45.0,,0.45,43.65
2021-10-20,95,45.0,,0.45,42.75
2021-10-21,93,45.0,,0.45,41.85
2021-10-22,76,45.0,,0.45,34.2
2021-10-23,73,45.0,,0.45,32.85
2021-10-24,87,45.0,,0.45,39.15
2021-10-25,89,45.0,,0.45,40.050000000000004
2021-10-26,87,45.0,,0.45,39.15
2021-10-27,83,45.0,,0.45,37.35
2021-10-28,92,45.0,,0.45,41.4
2021-10-29,89,45.0,,0.45,40.050000000000004
2021-10-30,86,45.0,,0.45,38.7
2021-10-31,73,45.0,,0.45,32.85
2021-11-01,86,47.0,False,0.47,40.419999999999995
2021-11-02,83,47.0,,0.47,39.01
2021-11-03,95,47.0,,0.47,44.65
2021-11-04,97,47.0,,0.47,45.589999999999996
2021-11-05,89,47.0,,0.47,41.83
2021-11-06,97,47.0,,0.47,45.589999999999996
2021-11-07,76,47.0,,0.47,35.72
2021-11-08,87,47.0,,0.47,40.89
2021-11-09,85,47.0,,0.47,39.949999999999996
2021-11-10,87,47.0,,0.47,40.89
2021-11-11,76,47.0,,0.47,35.72
2021-11-12,84,47.0,,0.47,39.48
2021-11-13,89,47.0,,0.47,41.83
2021-11-14,75,47.0,,0.47,35.25
2021-11-15,89,47.0,,0.47,41.83
2021-11-16,89,47.0,,0.47,41.83
2021-11-17,79,47.0,,0.47,37.129999999999995
2021-11-18,87,47.0,,0.47,40.89
2021-11-19,90,47.0,,0.47,42.3
2021-11-20,80,47.0,,0.47,37.599999999999994
2021-11-21,84,47.0,,0.47,39.48
2021-11-22,90,47.0,,0.47,42.3
2021-11-23,95,47.0,,0.47,44.65
2021-11-24,83,47.0,,0.47,39.01
2021-11-25,59,47.0,,0.47,27.729999999999997
2021-11-26,81,47.0,,0.47,38.07
2021-11-27,80,47.0,,0.47,37.599999999999994
2021-11-28,80,47.0,,0.47,37.599999999999994
2021-11-29,100,47.0,,0.47,47.0
2021-11-30,93,47.0,,0.47,43.71
2021-12-01,81,44.0,False,0.44,35.64
2021-12-02,82,44.0,,0.44,36.08
2021-12-03,88,44.0,,0.44,38.72
2021-12-04,71,44.0,,0.44,31.24
2021-12-05,85,44.0,,0.44,37.4
2021-12-06,73,44.0,,0.44,32.12
2021-12-07,80,44.0,,0.44,35.2
2021-12-08,83,44.0,,0.44,36.52
2021-12-09,80,44.0,,0.44,35.2
2021-12-10,75,44.0,,0.44,33.0
2021-12-11,100,44.0,,0.44,44.0
2021-12-12,67,44.0,,0.44,29.48
2021-12-13,77,44.0,,0.44,33.88
2021-12-14,72,44.0,,0.44,31.68
2021-12-15,81,44.0,,0.44,35.64
2021-12-16,71,44.0,,0.44,31.24
2021-12-17,72,44.0,,0.44,31.68
2021-12-18,70,44.0,,0.44,30.8
2021-12-19,64,44.0,,0.44,28.16
2021-12-20,78,44.0,,0.44,34.32
2021-12-21,95,44.0,,0.44,41.8
2021-12-22,81,44.0,,0.44,35.64
2021-12-23,98,44.0,,0.44,43.12
2021-12-24,67,44.0,,0.44,29.48
2021-12-25,68,44.0,,0.44,29.92
2021-12-26,68,44.0,,0.44,29.92
2021-12-27,76,44.0,,0.44,33.44
2021-12-28,73,44.0,,0.44,32.12
2021-12-29,81,44.0,,0.44,35.64
2021-12-30,79,44.0,,0.44,34.76
2021-12-31,74,44.0,,0.44,32.56
