date,CIA_unscaled,CIA_monthly,isPartial,scale,CIA
2017-12-27,32,56.0,,0.56,17.92
2017-12-28,31,56.0,,0.56,17.360000000000003
2017-12-29,45,56.0,,0.56,25.200000000000003
2017-12-30,31,56.0,,0.56,17.360000000000003
2017-12-31,29,56.0,,0.56,16.240000000000002
2018-01-01,52,50.0,False,0.5,26.0
2018-01-02,67,50.0,,0.5,33.5
2018-01-03,68,50.0,,0.5,34.0
2018-01-04,68,50.0,,0.5,34.0
2018-01-05,65,50.0,,0.5,32.5
2018-01-06,61,50.0,,0.5,30.5
2018-01-07,78,50.0,,0.5,39.0
2018-01-08,76,50.0,,0.5,38.0
2018-01-09,65,50.0,,0.5,32.5
2018-01-10,68,50.0,,0.5,34.0
2018-01-11,75,50.0,,0.5,37.5
2018-01-12,64,50.0,,0.5,32.0
2018-01-13,66,50.0,,0.5,33.0
2018-01-14,68,50.0,,0.5,34.0
2018-01-15,64,50.0,,0.5,32.0
2018-01-16,64,50.0,,0.5,32.0
2018-01-17,100,50.0,,0.5,50.0
2018-01-18,83,50.0,,0.5,41.5
2018-01-19,69,50.0,,0.5,34.5
2018-01-20,63,50.0,,0.5,31.5
2018-01-21,63,50.0,,0.5,31.5
2018-01-22,71,50.0,,0.5,35.5
2018-01-23,66,50.0,,0.5,33.0
2018-01-24,83,50.0,,0.5,41.5
2018-01-25,69,50.0,,0.5,34.5
2018-01-26,63,50.0,,0.5,31.5
2018-01-27,61,50.0,,0.5,30.5
2018-01-28,60,50.0,,0.5,30.0
2018-01-29,74,50.0,,0.5,37.0
2018-01-30,68,50.0,,0.5,34.0
2018-01-31,73,50.0,,0.5,36.5
2018-02-01,93,52.0,False,0.52,48.36
2018-02-02,83,52.0,,0.52,43.160000000000004
2018-02-03,65,52.0,,0.52,33.800000000000004
2018-02-04,75,52.0,,0.52,39.0
2018-02-05,78,52.0,,0.52,40.56
2018-02-06,92,52.0,,0.52,47.84
2018-02-07,80,52.0,,0.52,41.6
2018-02-08,85,52.0,,0.52,44.2
2018-02-09,69,52.0,,0.52,35.88
2018-02-10,75,52.0,,0.52,39.0
2018-02-11,64,52.0,,0.52,33.28
2018-02-12,85,52.0,,0.52,44.2
2018-02-13,85,52.0,,0.52,44.2
2018-02-14,99,52.0,,0.52,51.480000000000004
2018-02-15,100,52.0,,0.52,52.0
2018-02-16,75,52.0,,0.52,39.0
2018-02-17,73,52.0,,0.52,37.96
2018-02-18,78,52.0,,0.52,40.56
2018-02-19,83,52.0,,0.52,43.160000000000004
2018-02-20,97,52.0,,0.52,50.440000000000005
2018-02-21,92,52.0,,0.52,47.84
2018-02-22,90,52.0,,0.52,46.800000000000004
2018-02-23,86,52.0,,0.52,44.72
2018-02-24,72,52.0,,0.52,37.44
2018-02-25,74,52.0,,0.52,38.480000000000004
2018-02-26,87,52.0,,0.52,45.24
2018-02-27,89,52.0,,0.52,46.28
2018-02-28,97,52.0,,0.52,50.440000000000005
2018-03-01,36,60.0,False,0.6,21.599999999999998
2018-03-02,30,60.0,,0.6,18.0
2018-03-03,24,60.0,,0.6,14.399999999999999
2018-03-04,24,60.0,,0.6,14.399999999999999
2018-03-05,27,60.0,,0.6,16.2
2018-03-06,32,60.0,,0.6,19.2
2018-03-07,33,60.0,,0.6,19.8
2018-03-08,29,60.0,,0.6,17.4
2018-03-09,27,60.0,,0.6,16.2
2018-03-10,24,60.0,,0.6,14.399999999999999
2018-03-11,25,60.0,,0.6,15.0
2018-03-12,32,60.0,,0.6,19.2
2018-03-13,100,60.0,,0.6,60.0
2018-03-14,56,60.0,,0.6,33.6
2018-03-15,42,60.0,,0.6,25.2
2018-03-16,32,60.0,,0.6,19.2
2018-03-17,38,60.0,,0.6,22.8
2018-03-18,43,60.0,,0.6,25.8
2018-03-19,47,60.0,,0.6,28.2
2018-03-20,37,60.0,,0.6,22.2
2018-03-21,40,60.0,,0.6,24.0
2018-03-22,36,60.0,,0.6,21.599999999999998
2018-03-23,30,60.0,,0.6,18.0
2018-03-24,24,60.0,,0.6,14.399999999999999
2018-03-25,26,60.0,,0.6,15.6
2018-03-26,28,60.0,,0.6,16.8
2018-03-27,30,60.0,,0.6,18.0
2018-03-28,31,60.0,,0.6,18.599999999999998
2018-03-29,29,60.0,,0.6,17.4
2018-03-30,24,60.0,,0.6,14.399999999999999
2018-03-31,21,60.0,,0.6,12.6
2018-04-01,55,54.0,False,0.54,29.700000000000003
2018-04-02,68,54.0,,0.54,36.72
2018-04-03,67,54.0,,0.54,36.18
2018-04-04,79,54.0,,0.54,42.660000000000004
2018-04-05,71,54.0,,0.54,38.34
2018-04-06,71,54.0,,0.54,38.34
2018-04-07,62,54.0,,0.54,33.480000000000004
2018-04-08,69,54.0,,0.54,37.260000000000005
2018-04-09,79,54.0,,0.54,42.660000000000004
2018-04-10,79,54.0,,0.54,42.660000000000004
2018-04-11,80,54.0,,0.54,43.2
2018-04-12,89,54.0,,0.54,48.06
2018-04-13,83,54.0,,0.54,44.82
2018-04-14,61,54.0,,0.54,32.940000000000005
2018-04-15,73,54.0,,0.54,39.42
2018-04-16,89,54.0,,0.54,48.06
2018-04-17,75,54.0,,0.54,40.5
2018-04-18,100,54.0,,0.54,54.0
2018-04-19,93,54.0,,0.54,50.220000000000006
2018-04-20,88,54.0,,0.54,47.52
2018-04-21,72,54.0,,0.54,38.88
2018-04-22,72,54.0,,0.54,38.88
2018-04-23,91,54.0,,0.54,49.14
2018-04-24,86,54.0,,0.54,46.440000000000005
2018-04-25,74,54.0,,0.54,39.96
2018-04-26,72,54.0,,0.54,38.88
2018-04-27,82,54.0,,0.54,44.28
2018-04-28,56,54.0,,0.54,30.240000000000002
2018-04-29,67,54.0,,0.54,36.18
2018-04-30,69,54.0,,0.54,37.260000000000005
2018-05-01,46,60.0,False,0.6,27.599999999999998
2018-05-02,47,60.0,,0.6,28.2
2018-05-03,46,60.0,,0.6,27.599999999999998
2018-05-04,42,60.0,,0.6,25.2
2018-05-05,32,60.0,,0.6,19.2
2018-05-06,40,60.0,,0.6,24.0
2018-05-07,50,60.0,,0.6,30.0
2018-05-08,55,60.0,,0.6,33.0
2018-05-09,100,60.0,,0.6,60.0
2018-05-10,86,60.0,,0.6,51.6
2018-05-11,66,60.0,,0.6,39.6
2018-05-12,45,60.0,,0.6,27.0
2018-05-13,44,60.0,,0.6,26.4
2018-05-14,48,60.0,,0.6,28.799999999999997
2018-05-15,48,60.0,,0.6,28.799999999999997
2018-05-16,55,60.0,,0.6,33.0
2018-05-17,62,60.0,,0.6,37.199999999999996
2018-05-18,56,60.0,,0.6,33.6
2018-05-19,34,60.0,,0.6,20.4
2018-05-20,40,60.0,,0.6,24.0
2018-05-21,62,60.0,,0.6,37.199999999999996
2018-05-22,53,60.0,,0.6,31.799999999999997
2018-05-23,46,60.0,,0.6,27.599999999999998
2018-05-24,48,60.0,,0.6,28.799999999999997
2018-05-25,40,60.0,,0.6,24.0
2018-05-26,32,60.0,,0.6,19.2
2018-05-27,39,60.0,,0.6,23.4
2018-05-28,46,60.0,,0.6,27.599999999999998
2018-05-29,36,60.0,,0.6,21.599999999999998
2018-05-30,42,60.0,,0.6,25.2
2018-05-31,40,60.0,,0.6,24.0
2018-06-01,98,36.0,False,0.36,35.28
2018-06-02,93,36.0,,0.36,33.48
2018-06-03,92,36.0,,0.36,33.12
2018-06-04,100,36.0,,0.36,36.0
2018-06-05,86,36.0,,0.36,30.959999999999997
2018-06-06,77,36.0,,0.36,27.72
2018-06-07,98,36.0,,0.36,35.28
2018-06-08,90,36.0,,0.36,32.4
2018-06-09,94,36.0,,0.36,33.839999999999996
2018-06-10,98,36.0,,0.36,35.28
2018-06-11,92,36.0,,0.36,33.12
2018-06-12,88,36.0,,0.36,31.68
2018-06-13,86,36.0,,0.36,30.959999999999997
2018-06-14,95,36.0,,0.36,34.199999999999996
2018-06-15,77,36.0,,0.36,27.72
2018-06-16,93,36.0,,0.36,33.48
2018-06-17,85,36.0,,0.36,30.599999999999998
2018-06-18,92,36.0,,0.36,33.12
2018-06-19,87,36.0,,0.36,31.32
2018-06-20,79,36.0,,0.36,28.439999999999998
2018-06-21,82,36.0,,0.36,29.52
2018-06-22,75,36.0,,0.36,27.0
2018-06-23,75,36.0,,0.36,27.0
2018-06-24,75,36.0,,0.36,27.0
2018-06-25,74,36.0,,0.36,26.64
2018-06-26,72,36.0,,0.36,25.919999999999998
2018-06-27,78,36.0,,0.36,28.08
2018-06-28,80,36.0,,0.36,28.799999999999997
2018-06-29,76,36.0,,0.36,27.36
2018-06-30,96,36.0,,0.36,34.56
2018-07-01,86,42.0,False,0.42,36.12
2018-07-02,67,42.0,,0.42,28.14
2018-07-03,52,42.0,,0.42,21.84
2018-07-04,65,42.0,,0.42,27.3
2018-07-05,54,42.0,,0.42,22.68
2018-07-06,51,42.0,,0.42,21.419999999999998
2018-07-07,66,42.0,,0.42,27.72
2018-07-08,67,42.0,,0.42,28.14
2018-07-09,57,42.0,,0.42,23.939999999999998
2018-07-10,51,42.0,,0.42,21.419999999999998
2018-07-11,63,42.0,,0.42,26.459999999999997
2018-07-12,61,42.0,,0.42,25.619999999999997
2018-07-13,52,42.0,,0.42,21.84
2018-07-14,69,42.0,,0.42,28.98
2018-07-15,71,42.0,,0.42,29.82
2018-07-16,81,42.0,,0.42,34.019999999999996
2018-07-17,100,42.0,,0.42,42.0
2018-07-18,99,42.0,,0.42,41.58
2018-07-19,96,42.0,,0.42,40.32
2018-07-20,91,42.0,,0.42,38.22
2018-07-21,63,42.0,,0.42,26.459999999999997
2018-07-22,62,42.0,,0.42,26.04
2018-07-23,70,42.0,,0.42,29.4
2018-07-24,64,42.0,,0.42,26.88
2018-07-25,63,42.0,,0.42,26.459999999999997
2018-07-26,66,42.0,,0.42,27.72
2018-07-27,61,42.0,,0.42,25.619999999999997
2018-07-28,57,42.0,,0.42,23.939999999999998
2018-07-29,62,42.0,,0.42,26.04
2018-07-30,57,42.0,,0.42,23.939999999999998
2018-07-31,55,42.0,,0.42,23.099999999999998
2018-08-01,54,44.0,False,0.44,23.76
2018-08-02,57,44.0,,0.44,25.080000000000002
2018-08-03,63,44.0,,0.44,27.72
2018-08-04,64,44.0,,0.44,28.16
2018-08-05,62,44.0,,0.44,27.28
2018-08-06,62,44.0,,0.44,27.28
2018-08-07,55,44.0,,0.44,24.2
2018-08-08,55,44.0,,0.44,24.2
2018-08-09,58,44.0,,0.44,25.52
2018-08-10,54,44.0,,0.44,23.76
2018-08-11,56,44.0,,0.44,24.64
2018-08-12,44,44.0,,0.44,19.36
2018-08-13,54,44.0,,0.44,23.76
2018-08-14,55,44.0,,0.44,24.2
2018-08-15,73,44.0,,0.44,32.12
2018-08-16,89,44.0,,0.44,39.160000000000004
2018-08-17,86,44.0,,0.44,37.84
2018-08-18,100,44.0,,0.44,44.0
2018-08-19,84,44.0,,0.44,36.96
2018-08-20,66,44.0,,0.44,29.04
2018-08-21,67,44.0,,0.44,29.48
2018-08-22,64,44.0,,0.44,28.16
2018-08-23,68,44.0,,0.44,29.92
2018-08-24,64,44.0,,0.44,28.16
2018-08-25,57,44.0,,0.44,25.080000000000002
2018-08-26,59,44.0,,0.44,25.96
2018-08-27,65,44.0,,0.44,28.6
2018-08-28,62,44.0,,0.44,27.28
2018-08-29,76,44.0,,0.44,33.44
2018-08-30,75,44.0,,0.44,33.0
2018-08-31,80,44.0,,0.44,35.2
2018-09-01,70,53.0,False,0.53,37.1
2018-09-02,72,53.0,,0.53,38.160000000000004
2018-09-03,100,53.0,,0.53,53.0
2018-09-04,68,53.0,,0.53,36.04
2018-09-05,75,53.0,,0.53,39.75
2018-09-06,65,53.0,,0.53,34.45
2018-09-07,60,53.0,,0.53,31.8
2018-09-08,62,53.0,,0.53,32.86
2018-09-09,58,53.0,,0.53,30.740000000000002
2018-09-10,67,53.0,,0.53,35.510000000000005
2018-09-11,71,53.0,,0.53,37.63
2018-09-12,70,53.0,,0.53,37.1
2018-09-13,66,53.0,,0.53,34.980000000000004
2018-09-14,58,53.0,,0.53,30.740000000000002
2018-09-15,61,53.0,,0.53,32.33
2018-09-16,58,53.0,,0.53,30.740000000000002
2018-09-17,66,53.0,,0.53,34.980000000000004
2018-09-18,73,53.0,,0.53,38.690000000000005
2018-09-19,72,53.0,,0.53,38.160000000000004
2018-09-20,69,53.0,,0.53,36.57
2018-09-21,66,53.0,,0.53,34.980000000000004
2018-09-22,59,53.0,,0.53,31.270000000000003
2018-09-23,54,53.0,,0.53,28.62
2018-09-24,64,53.0,,0.53,33.92
2018-09-25,72,53.0,,0.53,38.160000000000004
2018-09-26,68,53.0,,0.53,36.04
2018-09-27,67,53.0,,0.53,35.510000000000005
2018-09-28,87,53.0,,0.53,46.11
2018-09-29,82,53.0,,0.53,43.46
2018-09-30,89,53.0,,0.53,47.17
2018-10-01,100,49.0,False,0.49,49.0
2018-10-02,80,49.0,,0.49,39.2
2018-10-03,72,49.0,,0.49,35.28
2018-10-04,69,49.0,,0.49,33.81
2018-10-05,54,49.0,,0.49,26.46
2018-10-06,45,49.0,,0.49,22.05
2018-10-07,47,49.0,,0.49,23.03
2018-10-08,50,49.0,,0.49,24.5
2018-10-09,55,49.0,,0.49,26.95
2018-10-10,56,49.0,,0.49,27.439999999999998
2018-10-11,59,49.0,,0.49,28.91
2018-10-12,59,49.0,,0.49,28.91
2018-10-13,41,49.0,,0.49,20.09
2018-10-14,49,49.0,,0.49,24.009999999999998
2018-10-15,58,49.0,,0.49,28.419999999999998
2018-10-16,63,49.0,,0.49,30.87
2018-10-17,63,49.0,,0.49,30.87
2018-10-18,65,49.0,,0.49,31.849999999999998
2018-10-19,63,49.0,,0.49,30.87
2018-10-20,48,49.0,,0.49,23.52
2018-10-21,48,49.0,,0.49,23.52
2018-10-22,54,49.0,,0.49,26.46
2018-10-23,61,49.0,,0.49,29.89
2018-10-24,63,49.0,,0.49,30.87
2018-10-25,68,49.0,,0.49,33.32
2018-10-26,61,49.0,,0.49,29.89
2018-10-27,50,49.0,,0.49,24.5
2018-10-28,49,49.0,,0.49,24.009999999999998
2018-10-29,57,49.0,,0.49,27.93
2018-10-30,62,49.0,,0.49,30.38
2018-10-31,56,49.0,,0.49,27.439999999999998
2018-11-01,67,45.0,False,0.45,30.150000000000002
2018-11-02,65,45.0,,0.45,29.25
2018-11-03,54,45.0,,0.45,24.3
2018-11-04,66,45.0,,0.45,29.7
2018-11-05,69,45.0,,0.45,31.05
2018-11-06,63,45.0,,0.45,28.35
2018-11-07,65,45.0,,0.45,29.25
2018-11-08,73,45.0,,0.45,32.85
2018-11-09,63,45.0,,0.45,28.35
2018-11-10,52,45.0,,0.45,23.400000000000002
2018-11-11,46,45.0,,0.45,20.7
2018-11-12,66,45.0,,0.45,29.7
2018-11-13,71,45.0,,0.45,31.95
2018-11-14,70,45.0,,0.45,31.5
2018-11-15,63,45.0,,0.45,28.35
2018-11-16,66,45.0,,0.45,29.7
2018-11-17,100,45.0,,0.45,45.0
2018-11-18,62,45.0,,0.45,27.900000000000002
2018-11-19,74,45.0,,0.45,33.300000000000004
2018-11-20,70,45.0,,0.45,31.5
2018-11-21,54,45.0,,0.45,24.3
2018-11-22,60,45.0,,0.45,27.0
2018-11-23,53,45.0,,0.45,23.85
2018-11-24,58,45.0,,0.45,26.1
2018-11-25,63,45.0,,0.45,28.35
2018-11-26,71,45.0,,0.45,31.95
2018-11-27,76,45.0,,0.45,34.2
2018-11-28,84,45.0,,0.45,37.800000000000004
2018-11-29,75,45.0,,0.45,33.75
2018-11-30,75,45.0,,0.45,33.75
2018-12-01,74,45.0,False,0.45,33.300000000000004
2018-12-02,66,45.0,,0.45,29.7
2018-12-03,89,45.0,,0.45,40.050000000000004
2018-12-04,93,45.0,,0.45,41.85
2018-12-05,100,45.0,,0.45,45.0
2018-12-06,91,45.0,,0.45,40.95
2018-12-07,66,45.0,,0.45,29.7
2018-12-08,49,45.0,,0.45,22.05
2018-12-09,58,45.0,,0.45,26.1
2018-12-10,67,45.0,,0.45,30.150000000000002
2018-12-11,65,45.0,,0.45,29.25
2018-12-12,67,45.0,,0.45,30.150000000000002
2018-12-13,63,45.0,,0.45,28.35
2018-12-14,58,45.0,,0.45,26.1
2018-12-15,54,45.0,,0.45,24.3
2018-12-16,49,45.0,,0.45,22.05
2018-12-17,62,45.0,,0.45,27.900000000000002
2018-12-18,56,45.0,,0.45,25.2
2018-12-19,54,45.0,,0.45,24.3
2018-12-20,60,45.0,,0.45,27.0
2018-12-21,53,45.0,,0.45,23.85
2018-12-22,60,45.0,,0.45,27.0
2018-12-23,48,45.0,,0.45,21.6
2018-12-24,51,45.0,,0.45,22.95
2018-12-25,49,45.0,,0.45,22.05
2018-12-26,54,45.0,,0.45,24.3
2018-12-27,47,45.0,,0.45,21.150000000000002
2018-12-28,54,45.0,,0.45,24.3
2018-12-29,54,45.0,,0.45,24.3
2018-12-30,48,45.0,,0.45,21.6
2018-12-31,42,45.0,,0.45,18.900000000000002
2019-01-01,64,49.0,False,0.49,31.36
2019-01-02,73,49.0,,0.49,35.769999999999996
2019-01-03,76,49.0,,0.49,37.24
2019-01-04,73,49.0,,0.49,35.769999999999996
2019-01-05,66,49.0,,0.49,32.339999999999996
2019-01-06,71,49.0,,0.49,34.79
2019-01-07,86,49.0,,0.49,42.14
2019-01-08,72,49.0,,0.49,35.28
2019-01-09,77,49.0,,0.49,37.73
2019-01-10,80,49.0,,0.49,39.2
2019-01-11,73,49.0,,0.49,35.769999999999996
2019-01-12,72,49.0,,0.49,35.28
2019-01-13,62,49.0,,0.49,30.38
2019-01-14,77,49.0,,0.49,37.73
2019-01-15,83,49.0,,0.49,40.67
2019-01-16,87,49.0,,0.49,42.63
2019-01-17,77,49.0,,0.49,37.73
2019-01-18,81,49.0,,0.49,39.69
2019-01-19,71,49.0,,0.49,34.79
2019-01-20,64,49.0,,0.49,31.36
2019-01-21,82,49.0,,0.49,40.18
2019-01-22,90,49.0,,0.49,44.1
2019-01-23,100,49.0,,0.49,49.0
2019-01-24,86,49.0,,0.49,42.14
2019-01-25,84,49.0,,0.49,41.16
2019-01-26,64,49.0,,0.49,31.36
2019-01-27,78,49.0,,0.49,38.22
2019-01-28,86,49.0,,0.49,42.14
2019-01-29,81,49.0,,0.49,39.69
2019-01-30,86,49.0,,0.49,42.14
2019-01-31,82,49.0,,0.49,40.18
2019-02-01,79,46.0,False,0.46,36.34
2019-02-02,63,46.0,,0.46,28.98
2019-02-03,64,46.0,,0.46,29.44
2019-02-04,78,46.0,,0.46,35.88
2019-02-05,91,46.0,,0.46,41.86
2019-02-06,97,46.0,,0.46,44.620000000000005
2019-02-07,87,46.0,,0.46,40.02
2019-02-08,89,46.0,,0.46,40.940000000000005
2019-02-09,72,46.0,,0.46,33.120000000000005
2019-02-10,76,46.0,,0.46,34.96
2019-02-11,77,46.0,,0.46,35.42
2019-02-12,96,46.0,,0.46,44.160000000000004
2019-02-13,94,46.0,,0.46,43.24
2019-02-14,75,46.0,,0.46,34.5
2019-02-15,83,46.0,,0.46,38.18
2019-02-16,69,46.0,,0.46,31.740000000000002
2019-02-17,71,46.0,,0.46,32.660000000000004
2019-02-18,79,46.0,,0.46,36.34
2019-02-19,97,46.0,,0.46,44.620000000000005
2019-02-20,88,46.0,,0.46,40.480000000000004
2019-02-21,86,46.0,,0.46,39.56
2019-02-22,88,46.0,,0.46,40.480000000000004
2019-02-23,70,46.0,,0.46,32.2
2019-02-24,79,46.0,,0.46,36.34
2019-02-25,97,46.0,,0.46,44.620000000000005
2019-02-26,100,46.0,,0.46,46.0
2019-02-27,92,46.0,,0.46,42.32
2019-02-28,98,46.0,,0.46,45.080000000000005
2019-03-01,95,45.0,False,0.45,42.75
2019-03-02,70,45.0,,0.45,31.5
2019-03-03,76,45.0,,0.45,34.2
2019-03-04,91,45.0,,0.45,40.95
2019-03-05,97,45.0,,0.45,43.65
2019-03-06,87,45.0,,0.45,39.15
2019-03-07,100,45.0,,0.45,45.0
2019-03-08,88,45.0,,0.45,39.6
2019-03-09,69,45.0,,0.45,31.05
2019-03-10,70,45.0,,0.45,31.5
2019-03-11,96,45.0,,0.45,43.2
2019-03-12,96,45.0,,0.45,43.2
2019-03-13,95,45.0,,0.45,42.75
2019-03-14,88,45.0,,0.45,39.6
2019-03-15,78,45.0,,0.45,35.1
2019-03-16,67,45.0,,0.45,30.150000000000002
2019-03-17,69,45.0,,0.45,31.05
2019-03-18,100,45.0,,0.45,45.0
2019-03-19,85,45.0,,0.45,38.25
2019-03-20,91,45.0,,0.45,40.95
2019-03-21,93,45.0,,0.45,41.85
2019-03-22,79,45.0,,0.45,35.550000000000004
2019-03-23,67,45.0,,0.45,30.150000000000002
2019-03-24,67,45.0,,0.45,30.150000000000002
2019-03-25,81,45.0,,0.45,36.45
2019-03-26,96,45.0,,0.45,43.2
2019-03-27,89,45.0,,0.45,40.050000000000004
2019-03-28,92,45.0,,0.45,41.4
2019-03-29,85,45.0,,0.45,38.25
2019-03-30,69,45.0,,0.45,31.05
2019-03-31,74,45.0,,0.45,33.300000000000004
2019-04-01,92,45.0,False,0.45,41.4
2019-04-02,83,45.0,,0.45,37.35
2019-04-03,92,45.0,,0.45,41.4
2019-04-04,79,45.0,,0.45,35.550000000000004
2019-04-05,89,45.0,,0.45,40.050000000000004
2019-04-06,52,45.0,,0.45,23.400000000000002
2019-04-07,63,45.0,,0.45,28.35
2019-04-08,82,45.0,,0.45,36.9
2019-04-09,85,45.0,,0.45,38.25
2019-04-10,75,45.0,,0.45,33.75
2019-04-11,89,45.0,,0.45,40.050000000000004
2019-04-12,74,45.0,,0.45,33.300000000000004
2019-04-13,55,45.0,,0.45,24.75
2019-04-14,61,45.0,,0.45,27.45
2019-04-15,74,45.0,,0.45,33.300000000000004
2019-04-16,85,45.0,,0.45,38.25
2019-04-17,83,45.0,,0.45,37.35
2019-04-18,80,45.0,,0.45,36.0
2019-04-19,64,45.0,,0.45,28.8
2019-04-20,54,45.0,,0.45,24.3
2019-04-21,61,45.0,,0.45,27.45
2019-04-22,87,45.0,,0.45,39.15
2019-04-23,100,45.0,,0.45,45.0
2019-04-24,93,45.0,,0.45,41.85
2019-04-25,94,45.0,,0.45,42.300000000000004
2019-04-26,97,45.0,,0.45,43.65
2019-04-27,61,45.0,,0.45,27.45
2019-04-28,57,45.0,,0.45,25.650000000000002
2019-04-29,81,45.0,,0.45,36.45
2019-04-30,89,45.0,,0.45,40.050000000000004
2019-05-01,96,46.0,False,0.46,44.160000000000004
2019-05-02,100,46.0,,0.46,46.0
2019-05-03,90,46.0,,0.46,41.4
2019-05-04,54,46.0,,0.46,24.84
2019-05-05,65,46.0,,0.46,29.900000000000002
2019-05-06,83,46.0,,0.46,38.18
2019-05-07,87,46.0,,0.46,40.02
2019-05-08,90,46.0,,0.46,41.4
2019-05-09,80,46.0,,0.46,36.800000000000004
2019-05-10,81,46.0,,0.46,37.260000000000005
2019-05-11,62,46.0,,0.46,28.52
2019-05-12,70,46.0,,0.46,32.2
2019-05-13,74,46.0,,0.46,34.04
2019-05-14,85,46.0,,0.46,39.1
2019-05-15,85,46.0,,0.46,39.1
2019-05-16,97,46.0,,0.46,44.620000000000005
2019-05-17,93,46.0,,0.46,42.78
2019-05-18,68,46.0,,0.46,31.28
2019-05-19,71,46.0,,0.46,32.660000000000004
2019-05-20,79,46.0,,0.46,36.34
2019-05-21,90,46.0,,0.46,41.4
2019-05-22,89,46.0,,0.46,40.940000000000005
2019-05-23,85,46.0,,0.46,39.1
2019-05-24,81,46.0,,0.46,37.260000000000005
2019-05-25,65,46.0,,0.46,29.900000000000002
2019-05-26,61,46.0,,0.46,28.060000000000002
2019-05-27,68,46.0,,0.46,31.28
2019-05-28,77,46.0,,0.46,35.42
2019-05-29,68,46.0,,0.46,31.28
2019-05-30,82,46.0,,0.46,37.72
2019-05-31,69,46.0,,0.46,31.740000000000002
2019-06-01,75,37.0,False,0.37,27.75
2019-06-02,79,37.0,,0.37,29.23
2019-06-03,98,37.0,,0.37,36.26
2019-06-04,87,37.0,,0.37,32.19
2019-06-05,93,37.0,,0.37,34.41
2019-06-06,86,37.0,,0.37,31.82
2019-06-07,84,37.0,,0.37,31.08
2019-06-08,69,37.0,,0.37,25.53
2019-06-09,82,37.0,,0.37,30.34
2019-06-10,88,37.0,,0.37,32.56
2019-06-11,97,37.0,,0.37,35.89
2019-06-12,87,37.0,,0.37,32.19
2019-06-13,82,37.0,,0.37,30.34
2019-06-14,73,37.0,,0.37,27.009999999999998
2019-06-15,75,37.0,,0.37,27.75
2019-06-16,88,37.0,,0.37,32.56
2019-06-17,88,37.0,,0.37,32.56
2019-06-18,81,37.0,,0.37,29.97
2019-06-19,87,37.0,,0.37,32.19
2019-06-20,78,37.0,,0.37,28.86
2019-06-21,86,37.0,,0.37,31.82
2019-06-22,85,37.0,,0.37,31.45
2019-06-23,100,37.0,,0.37,37.0
2019-06-24,74,37.0,,0.37,27.38
2019-06-25,80,37.0,,0.37,29.6
2019-06-26,80,37.0,,0.37,29.6
2019-06-27,70,37.0,,0.37,25.9
2019-06-28,70,37.0,,0.37,25.9
2019-06-29,73,37.0,,0.37,27.009999999999998
2019-06-30,79,37.0,,0.37,29.23
2019-07-01,78,36.0,False,0.36,28.08
2019-07-02,71,36.0,,0.36,25.56
2019-07-03,71,36.0,,0.36,25.56
2019-07-04,69,36.0,,0.36,24.84
2019-07-05,63,36.0,,0.36,22.68
2019-07-06,64,36.0,,0.36,23.04
2019-07-07,82,36.0,,0.36,29.52
2019-07-08,76,36.0,,0.36,27.36
2019-07-09,69,36.0,,0.36,24.84
2019-07-10,79,36.0,,0.36,28.439999999999998
2019-07-11,74,36.0,,0.36,26.64
2019-07-12,84,36.0,,0.36,30.24
2019-07-13,83,36.0,,0.36,29.88
2019-07-14,82,36.0,,0.36,29.52
2019-07-15,79,36.0,,0.36,28.439999999999998
2019-07-16,80,36.0,,0.36,28.799999999999997
2019-07-17,81,36.0,,0.36,29.16
2019-07-18,89,36.0,,0.36,32.04
2019-07-19,66,36.0,,0.36,23.759999999999998
2019-07-20,67,36.0,,0.36,24.119999999999997
2019-07-21,77,36.0,,0.36,27.72
2019-07-22,100,36.0,,0.36,36.0
2019-07-23,92,36.0,,0.36,33.12
2019-07-24,72,36.0,,0.36,25.919999999999998
2019-07-25,84,36.0,,0.36,30.24
2019-07-26,73,36.0,,0.36,26.279999999999998
2019-07-27,68,36.0,,0.36,24.48
2019-07-28,83,36.0,,0.36,29.88
2019-07-29,81,36.0,,0.36,29.16
2019-07-30,73,36.0,,0.36,26.279999999999998
2019-07-31,77,36.0,,0.36,27.72
2019-08-01,70,37.0,False,0.37,25.9
2019-08-02,75,37.0,,0.37,27.75
2019-08-03,76,37.0,,0.37,28.12
2019-08-04,80,37.0,,0.37,29.6
2019-08-05,69,37.0,,0.37,25.53
2019-08-06,69,37.0,,0.37,25.53
2019-08-07,83,37.0,,0.37,30.71
2019-08-08,79,37.0,,0.37,29.23
2019-08-09,80,37.0,,0.37,29.6
2019-08-10,82,37.0,,0.37,30.34
2019-08-11,83,37.0,,0.37,30.71
2019-08-12,88,37.0,,0.37,32.56
2019-08-13,86,37.0,,0.37,31.82
2019-08-14,79,37.0,,0.37,29.23
2019-08-15,100,37.0,,0.37,37.0
2019-08-16,92,37.0,,0.37,34.04
2019-08-17,79,37.0,,0.37,29.23
2019-08-18,88,37.0,,0.37,32.56
2019-08-19,89,37.0,,0.37,32.93
2019-08-20,94,37.0,,0.37,34.78
2019-08-21,93,37.0,,0.37,34.41
2019-08-22,91,37.0,,0.37,33.67
2019-08-23,85,37.0,,0.37,31.45
2019-08-24,71,37.0,,0.37,26.27
2019-08-25,74,37.0,,0.37,27.38
