date,PT_unscaled,PT_monthly,isPartial,scale,PT
2021-04-18,55,83.0,,0.83,45.65
2021-04-19,76,83.0,,0.83,63.08
2021-04-20,84,83.0,,0.83,69.72
2021-04-21,95,83.0,,0.83,78.85
2021-04-22,95,83.0,,0.83,78.85
2021-04-23,100,83.0,,0.83,83.0
2021-04-24,56,83.0,,0.83,46.48
2021-04-25,55,83.0,,0.83,45.65
2021-04-26,79,83.0,,0.83,65.57
2021-04-27,76,83.0,,0.83,63.08
2021-04-28,75,83.0,,0.83,62.25
2021-04-29,87,83.0,,0.83,72.21
2021-04-30,70,83.0,,0.83,58.099999999999994
2021-05-01,63,78.0,False,0.78,49.14
2021-05-02,63,78.0,,0.78,49.14
2021-05-03,78,78.0,,0.78,60.84
2021-05-04,83,78.0,,0.78,64.74000000000001
2021-05-05,75,78.0,,0.78,58.5
2021-05-06,82,78.0,,0.78,63.96
2021-05-07,78,78.0,,0.78,60.84
2021-05-08,71,78.0,,0.78,55.38
2021-05-09,57,78.0,,0.78,44.46
2021-05-10,85,78.0,,0.78,66.3
2021-05-11,85,78.0,,0.78,66.3
2021-05-12,78,78.0,,0.78,60.84
2021-05-13,81,78.0,,0.78,63.18
2021-05-14,78,78.0,,0.78,60.84
2021-05-15,56,78.0,,0.78,43.68
2021-05-16,62,78.0,,0.78,48.36
2021-05-17,74,78.0,,0.78,57.72
2021-05-18,85,78.0,,0.78,66.3
2021-05-19,80,78.0,,0.78,62.400000000000006
2021-05-20,82,78.0,,0.78,63.96
2021-05-21,78,78.0,,0.78,60.84
2021-05-22,62,78.0,,0.78,48.36
2021-05-23,60,78.0,,0.78,46.800000000000004
2021-05-24,83,78.0,,0.78,64.74000000000001
2021-05-25,82,78.0,,0.78,63.96
2021-05-26,94,78.0,,0.78,73.32000000000001
2021-05-27,100,78.0,,0.78,78.0
2021-05-28,73,78.0,,0.78,56.940000000000005
2021-05-29,61,78.0,,0.78,47.58
2021-05-30,55,78.0,,0.78,42.9
2021-05-31,72,78.0,,0.78,56.160000000000004
2021-06-01,72,86.0,False,0.86,61.92
2021-06-02,86,86.0,,0.86,73.96
2021-06-03,73,86.0,,0.86,62.78
2021-06-04,75,86.0,,0.86,64.5
2021-06-05,54,86.0,,0.86,46.44
2021-06-06,57,86.0,,0.86,49.019999999999996
2021-06-07,75,86.0,,0.86,64.5
2021-06-08,77,86.0,,0.86,66.22
2021-06-09,75,86.0,,0.86,64.5
2021-06-10,77,86.0,,0.86,66.22
2021-06-11,76,86.0,,0.86,65.36
2021-06-12,68,86.0,,0.86,58.48
2021-06-13,69,86.0,,0.86,59.339999999999996
2021-06-14,86,86.0,,0.86,73.96
2021-06-15,100,86.0,,0.86,86.0
2021-06-16,90,86.0,,0.86,77.4
2021-06-17,79,86.0,,0.86,67.94
2021-06-18,71,86.0,,0.86,61.06
2021-06-19,56,86.0,,0.86,48.16
2021-06-20,47,86.0,,0.86,40.42
2021-06-21,92,86.0,,0.86,79.12
2021-06-22,82,86.0,,0.86,70.52
2021-06-23,80,86.0,,0.86,68.8
2021-06-24,75,86.0,,0.86,64.5
2021-06-25,71,86.0,,0.86,61.06
2021-06-26,55,86.0,,0.86,47.3
2021-06-27,55,86.0,,0.86,47.3
2021-06-28,76,86.0,,0.86,65.36
2021-06-29,89,86.0,,0.86,76.53999999999999
2021-06-30,79,86.0,,0.86,67.94
2021-07-01,80,85.0,False,0.85,68.0
2021-07-02,73,85.0,,0.85,62.05
2021-07-03,62,85.0,,0.85,52.699999999999996
2021-07-04,57,85.0,,0.85,48.449999999999996
2021-07-05,63,85.0,,0.85,53.55
2021-07-06,83,85.0,,0.85,70.55
2021-07-07,92,85.0,,0.85,78.2
2021-07-08,84,85.0,,0.85,71.39999999999999
2021-07-09,78,85.0,,0.85,66.3
2021-07-10,61,85.0,,0.85,51.85
2021-07-11,57,85.0,,0.85,48.449999999999996
2021-07-12,89,85.0,,0.85,75.64999999999999
2021-07-13,86,85.0,,0.85,73.1
2021-07-14,83,85.0,,0.85,70.55
2021-07-15,87,85.0,,0.85,73.95
2021-07-16,83,85.0,,0.85,70.55
2021-07-17,63,85.0,,0.85,53.55
2021-07-18,57,85.0,,0.85,48.449999999999996
2021-07-19,77,85.0,,0.85,65.45
2021-07-20,100,85.0,,0.85,85.0
2021-07-21,81,85.0,,0.85,68.85
2021-07-22,87,85.0,,0.85,73.95
2021-07-23,78,85.0,,0.85,66.3
2021-07-24,63,85.0,,0.85,53.55
2021-07-25,60,85.0,,0.85,51.0
2021-07-26,84,85.0,,0.85,71.39999999999999
2021-07-27,98,85.0,,0.85,83.3
2021-07-28,93,85.0,,0.85,79.05
2021-07-29,84,85.0,,0.85,71.39999999999999
2021-07-30,96,85.0,,0.85,81.6
2021-07-31,63,85.0,,0.85,53.55
2021-08-01,60,84.0,False,0.84,50.4
2021-08-02,77,84.0,,0.84,64.67999999999999
2021-08-03,91,84.0,,0.84,76.44
2021-08-04,86,84.0,,0.84,72.24
2021-08-05,82,84.0,,0.84,68.88
2021-08-06,78,84.0,,0.84,65.52
2021-08-07,63,84.0,,0.84,52.919999999999995
2021-08-08,58,84.0,,0.84,48.72
2021-08-09,73,84.0,,0.84,61.32
2021-08-10,81,84.0,,0.84,68.03999999999999
2021-08-11,81,84.0,,0.84,68.03999999999999
2021-08-12,90,84.0,,0.84,75.6
2021-08-13,69,84.0,,0.84,57.96
2021-08-14,57,84.0,,0.84,47.879999999999995
2021-08-15,54,84.0,,0.84,45.36
2021-08-16,80,84.0,,0.84,67.2
2021-08-17,80,84.0,,0.84,67.2
2021-08-18,79,84.0,,0.84,66.36
2021-08-19,73,84.0,,0.84,61.32
2021-08-20,73,84.0,,0.84,61.32
2021-08-21,53,84.0,,0.84,44.519999999999996
2021-08-22,51,84.0,,0.84,42.839999999999996
2021-08-23,75,84.0,,0.84,63.0
2021-08-24,80,84.0,,0.84,67.2
2021-08-25,89,84.0,,0.84,74.75999999999999
2021-08-26,78,84.0,,0.84,65.52
2021-08-27,80,84.0,,0.84,67.2
2021-08-28,54,84.0,,0.84,45.36
2021-08-29,79,84.0,,0.84,66.36
2021-08-30,100,84.0,,0.84,84.0
2021-08-31,91,84.0,,0.84,76.44
2021-09-01,78,83.0,False,0.83,64.74
2021-09-02,76,83.0,,0.83,63.08
2021-09-03,71,83.0,,0.83,58.93
2021-09-04,52,83.0,,0.83,43.16
2021-09-05,49,83.0,,0.83,40.669999999999995
2021-09-06,54,83.0,,0.83,44.82
2021-09-07,79,83.0,,0.83,65.57
2021-09-08,74,83.0,,0.83,61.419999999999995
2021-09-09,78,83.0,,0.83,64.74
2021-09-10,72,83.0,,0.83,59.76
2021-09-11,55,83.0,,0.83,45.65
2021-09-12,53,83.0,,0.83,43.989999999999995
2021-09-13,75,83.0,,0.83,62.25
2021-09-14,87,83.0,,0.83,72.21
2021-09-15,73,83.0,,0.83,60.589999999999996
2021-09-16,75,83.0,,0.83,62.25
2021-09-17,76,83.0,,0.83,63.08
2021-09-18,52,83.0,,0.83,43.16
2021-09-19,51,83.0,,0.83,42.33
2021-09-20,75,83.0,,0.83,62.25
2021-09-21,82,83.0,,0.83,68.06
2021-09-22,90,83.0,,0.83,74.7
2021-09-23,100,83.0,,0.83,83.0
2021-09-24,81,83.0,,0.83,67.22999999999999
2021-09-25,64,83.0,,0.83,53.12
2021-09-26,51,83.0,,0.83,42.33
2021-09-27,77,83.0,,0.83,63.91
2021-09-28,86,83.0,,0.83,71.38
2021-09-29,71,83.0,,0.83,58.93
2021-09-30,72,83.0,,0.83,59.76
2021-10-01,84,79.0,False,0.79,66.36
2021-10-02,58,79.0,,0.79,45.82
2021-10-03,58,79.0,,0.79,45.82
2021-10-04,88,79.0,,0.79,69.52000000000001
2021-10-05,100,79.0,,0.79,79.0
2021-10-06,88,79.0,,0.79,69.52000000000001
2021-10-07,88,79.0,,0.79,69.52000000000001
2021-10-08,73,79.0,,0.79,57.67
2021-10-09,55,79.0,,0.79,43.45
2021-10-10,53,79.0,,0.79,41.870000000000005
2021-10-11,77,79.0,,0.79,60.830000000000005
2021-10-12,78,79.0,,0.79,61.620000000000005
2021-10-13,81,79.0,,0.79,63.99
2021-10-14,88,79.0,,0.79,69.52000000000001
2021-10-15,80,79.0,,0.79,63.2
2021-10-16,62,79.0,,0.79,48.980000000000004
2021-10-17,55,79.0,,0.79,43.45
2021-10-18,87,79.0,,0.79,68.73
2021-10-19,86,79.0,,0.79,67.94
2021-10-20,88,79.0,,0.79,69.52000000000001
2021-10-21,88,79.0,,0.79,69.52000000000001
2021-10-22,80,79.0,,0.79,63.2
2021-10-23,57,79.0,,0.79,45.03
2021-10-24,60,79.0,,0.79,47.400000000000006
2021-10-25,85,79.0,,0.79,67.15
2021-10-26,84,79.0,,0.79,66.36
2021-10-27,84,79.0,,0.79,66.36
2021-10-28,87,79.0,,0.79,68.73
2021-10-29,76,79.0,,0.79,60.040000000000006
2021-10-30,57,79.0,,0.79,45.03
2021-10-31,59,79.0,,0.79,46.61
2021-11-01,73,81.0,False,0.81,59.13
2021-11-02,79,81.0,,0.81,63.99
2021-11-03,82,81.0,,0.81,66.42
2021-11-04,80,81.0,,0.81,64.80000000000001
2021-11-05,71,81.0,,0.81,57.510000000000005
2021-11-06,68,81.0,,0.81,55.080000000000005
2021-11-07,59,81.0,,0.81,47.790000000000006
2021-11-08,73,81.0,,0.81,59.13
2021-11-09,75,81.0,,0.81,60.75000000000001
2021-11-10,79,81.0,,0.81,63.99
2021-11-11,71,81.0,,0.81,57.510000000000005
2021-11-12,73,81.0,,0.81,59.13
2021-11-13,57,81.0,,0.81,46.17
2021-11-14,46,81.0,,0.81,37.260000000000005
2021-11-15,75,81.0,,0.81,60.75000000000001
2021-11-16,83,81.0,,0.81,67.23
2021-11-17,76,81.0,,0.81,61.56
2021-11-18,75,81.0,,0.81,60.75000000000001
2021-11-19,69,81.0,,0.81,55.89
2021-11-20,51,81.0,,0.81,41.31
2021-11-21,49,81.0,,0.81,39.690000000000005
2021-11-22,100,81.0,,0.81,81.0
2021-11-23,74,81.0,,0.81,59.940000000000005
2021-11-24,63,81.0,,0.81,51.03
2021-11-25,45,81.0,,0.81,36.45
2021-11-26,52,81.0,,0.81,42.120000000000005
2021-11-27,43,81.0,,0.81,34.830000000000005
2021-11-28,48,81.0,,0.81,38.88
2021-11-29,68,81.0,,0.81,55.080000000000005
2021-11-30,72,81.0,,0.81,58.32000000000001
2021-12-01,76,73.0,False,0.73,55.48
2021-12-02,81,73.0,,0.73,59.129999999999995
2021-12-03,77,73.0,,0.73,56.21
2021-12-04,56,73.0,,0.73,40.879999999999995
2021-12-05,56,73.0,,0.73,40.879999999999995
2021-12-06,82,73.0,,0.73,59.86
2021-12-07,95,73.0,,0.73,69.35
2021-12-08,100,73.0,,0.73,73.0
2021-12-09,89,73.0,,0.73,64.97
2021-12-10,80,73.0,,0.73,58.4
2021-12-11,58,73.0,,0.73,42.339999999999996
2021-12-12,54,73.0,,0.73,39.42
2021-12-13,79,73.0,,0.73,57.67
2021-12-14,78,73.0,,0.73,56.94
2021-12-15,84,73.0,,0.73,61.32
2021-12-16,82,73.0,,0.73,59.86
2021-12-17,78,73.0,,0.73,56.94
2021-12-18,57,73.0,,0.73,41.61
2021-12-19,47,73.0,,0.73,34.31
2021-12-20,73,73.0,,0.73,53.29
2021-12-21,70,73.0,,0.73,51.1
2021-12-22,73,73.0,,0.73,53.29
2021-12-23,64,73.0,,0.73,46.72
2021-12-24,56,73.0,,0.73,40.879999999999995
2021-12-25,40,73.0,,0.73,29.2
2021-12-26,47,73.0,,0.73,34.31
2021-12-27,66,73.0,,0.73,48.18
2021-12-28,71,73.0,,0.73,51.83
2021-12-29,64,73.0,,0.73,46.72
2021-12-30,69,73.0,,0.73,50.37
2021-12-31,53,73.0,,0.73,38.69
