date,YOU_unscaled,YOU_monthly,isPartial,scale,YOU
2017-12-19,87,65.0,,0.65,56.550000000000004
2017-12-20,89,65.0,,0.65,57.85
2017-12-21,90,65.0,,0.65,58.5
2017-12-22,88,65.0,,0.65,57.2
2017-12-23,91,65.0,,0.65,59.15
2017-12-24,94,65.0,,0.65,61.1
2017-12-25,100,65.0,,0.65,65.0
2017-12-26,87,65.0,,0.65,56.550000000000004
2017-12-27,92,65.0,,0.65,59.800000000000004
2017-12-28,93,65.0,,0.65,60.45
2017-12-29,86,65.0,,0.65,55.9
2017-12-30,92,65.0,,0.65,59.800000000000004
2017-12-31,95,65.0,,0.65,61.75
2018-01-01,90,68.0,False,0.68,61.2
2018-01-02,85,68.0,,0.68,57.800000000000004
2018-01-03,90,68.0,,0.68,61.2
2018-01-04,89,68.0,,0.68,60.52
2018-01-05,90,68.0,,0.68,61.2
2018-01-06,99,68.0,,0.68,67.32000000000001
2018-01-07,96,68.0,,0.68,65.28
2018-01-08,87,68.0,,0.68,59.160000000000004
2018-01-09,92,68.0,,0.68,62.56
2018-01-10,91,68.0,,0.68,61.88
2018-01-11,92,68.0,,0.68,62.56
2018-01-12,91,68.0,,0.68,61.88
2018-01-13,94,68.0,,0.68,63.92
2018-01-14,95,68.0,,0.68,64.60000000000001
2018-01-15,89,68.0,,0.68,60.52
2018-01-16,89,68.0,,0.68,60.52
2018-01-17,91,68.0,,0.68,61.88
2018-01-18,94,68.0,,0.68,63.92
2018-01-19,93,68.0,,0.68,63.24
2018-01-20,94,68.0,,0.68,63.92
2018-01-21,93,68.0,,0.68,63.24
2018-01-22,88,68.0,,0.68,59.84
2018-01-23,92,68.0,,0.68,62.56
2018-01-24,93,68.0,,0.68,63.24
2018-01-25,91,68.0,,0.68,61.88
2018-01-26,91,68.0,,0.68,61.88
2018-01-27,97,68.0,,0.68,65.96000000000001
2018-01-28,100,68.0,,0.68,68.0
2018-01-29,92,68.0,,0.68,62.56
2018-01-30,93,68.0,,0.68,63.24
2018-01-31,91,68.0,,0.68,61.88
2018-02-01,94,68.0,False,0.68,63.92
2018-02-02,92,68.0,,0.68,62.56
2018-02-03,96,68.0,,0.68,65.28
2018-02-04,99,68.0,,0.68,67.32000000000001
2018-02-05,86,68.0,,0.68,58.480000000000004
2018-02-06,95,68.0,,0.68,64.60000000000001
2018-02-07,95,68.0,,0.68,64.60000000000001
2018-02-08,92,68.0,,0.68,62.56
2018-02-09,92,68.0,,0.68,62.56
2018-02-10,96,68.0,,0.68,65.28
2018-02-11,100,68.0,,0.68,68.0
2018-02-12,95,68.0,,0.68,64.60000000000001
2018-02-13,94,68.0,,0.68,63.92
2018-02-14,94,68.0,,0.68,63.92
2018-02-15,93,68.0,,0.68,63.24
2018-02-16,92,68.0,,0.68,62.56
2018-02-17,96,68.0,,0.68,65.28
2018-02-18,97,68.0,,0.68,65.96000000000001
2018-02-19,94,68.0,,0.68,63.92
2018-02-20,93,68.0,,0.68,63.24
2018-02-21,94,68.0,,0.68,63.92
2018-02-22,94,68.0,,0.68,63.92
2018-02-23,95,68.0,,0.68,64.60000000000001
2018-02-24,96,68.0,,0.68,65.28
2018-02-25,100,68.0,,0.68,68.0
2018-02-26,93,68.0,,0.68,63.24
2018-02-27,96,68.0,,0.68,65.28
2018-02-28,96,68.0,,0.68,65.28
2018-03-01,95,69.0,False,0.69,65.55
2018-03-02,91,69.0,,0.69,62.78999999999999
2018-03-03,98,69.0,,0.69,67.61999999999999
2018-03-04,98,69.0,,0.69,67.61999999999999
2018-03-05,93,69.0,,0.69,64.17
2018-03-06,96,69.0,,0.69,66.24
2018-03-07,96,69.0,,0.69,66.24
2018-03-08,93,69.0,,0.69,64.17
2018-03-09,92,69.0,,0.69,63.48
2018-03-10,95,69.0,,0.69,65.55
2018-03-11,99,69.0,,0.69,68.30999999999999
2018-03-12,94,69.0,,0.69,64.86
2018-03-13,97,69.0,,0.69,66.92999999999999
2018-03-14,94,69.0,,0.69,64.86
2018-03-15,96,69.0,,0.69,66.24
2018-03-16,90,69.0,,0.69,62.099999999999994
2018-03-17,96,69.0,,0.69,66.24
2018-03-18,100,69.0,,0.69,69.0
2018-03-19,93,69.0,,0.69,64.17
2018-03-20,94,69.0,,0.69,64.86
2018-03-21,96,69.0,,0.69,66.24
2018-03-22,94,69.0,,0.69,64.86
2018-03-23,92,69.0,,0.69,63.48
2018-03-24,98,69.0,,0.69,67.61999999999999
2018-03-25,100,69.0,,0.69,69.0
2018-03-26,94,69.0,,0.69,64.86
2018-03-27,95,69.0,,0.69,65.55
2018-03-28,97,69.0,,0.69,66.92999999999999
2018-03-29,98,69.0,,0.69,67.61999999999999
2018-03-30,95,69.0,,0.69,65.55
2018-03-31,98,69.0,,0.69,67.61999999999999
2018-04-01,94,69.0,False,0.69,64.86
2018-04-02,88,69.0,,0.69,60.72
2018-04-03,94,69.0,,0.69,64.86
2018-04-04,94,69.0,,0.69,64.86
2018-04-05,95,69.0,,0.69,65.55
2018-04-06,93,69.0,,0.69,64.17
2018-04-07,92,69.0,,0.69,63.48
2018-04-08,96,69.0,,0.69,66.24
2018-04-09,97,69.0,,0.69,66.92999999999999
2018-04-10,95,69.0,,0.69,65.55
2018-04-11,93,69.0,,0.69,64.17
2018-04-12,97,69.0,,0.69,66.92999999999999
2018-04-13,94,69.0,,0.69,64.86
2018-04-14,92,69.0,,0.69,63.48
2018-04-15,100,69.0,,0.69,69.0
2018-04-16,94,69.0,,0.69,64.86
2018-04-17,96,69.0,,0.69,66.24
2018-04-18,96,69.0,,0.69,66.24
2018-04-19,92,69.0,,0.69,63.48
2018-04-20,89,69.0,,0.69,61.41
2018-04-21,95,69.0,,0.69,65.55
2018-04-22,98,69.0,,0.69,67.61999999999999
2018-04-23,89,69.0,,0.69,61.41
2018-04-24,94,69.0,,0.69,64.86
2018-04-25,94,69.0,,0.69,64.86
2018-04-26,93,69.0,,0.69,64.17
2018-04-27,86,69.0,,0.69,59.339999999999996
2018-04-28,92,69.0,,0.69,63.48
2018-04-29,94,69.0,,0.69,64.86
2018-04-30,89,69.0,,0.69,61.41
2018-05-01,93,67.0,False,0.67,62.31
2018-05-02,92,67.0,,0.67,61.64
2018-05-03,94,67.0,,0.67,62.980000000000004
2018-05-04,100,67.0,,0.67,67.0
2018-05-05,95,67.0,,0.67,63.650000000000006
2018-05-06,97,67.0,,0.67,64.99000000000001
2018-05-07,95,67.0,,0.67,63.650000000000006
2018-05-08,95,67.0,,0.67,63.650000000000006
2018-05-09,93,67.0,,0.67,62.31
2018-05-10,94,67.0,,0.67,62.980000000000004
2018-05-11,93,67.0,,0.67,62.31
2018-05-12,94,67.0,,0.67,62.980000000000004
2018-05-13,96,67.0,,0.67,64.32000000000001
2018-05-14,96,67.0,,0.67,64.32000000000001
2018-05-15,94,67.0,,0.67,62.980000000000004
2018-05-16,92,67.0,,0.67,61.64
2018-05-17,98,67.0,,0.67,65.66000000000001
2018-05-18,91,67.0,,0.67,60.970000000000006
2018-05-19,92,67.0,,0.67,61.64
2018-05-20,98,67.0,,0.67,65.66000000000001
2018-05-21,91,67.0,,0.67,60.970000000000006
2018-05-22,94,67.0,,0.67,62.980000000000004
2018-05-23,96,67.0,,0.67,64.32000000000001
2018-05-24,96,67.0,,0.67,64.32000000000001
2018-05-25,91,67.0,,0.67,60.970000000000006
2018-05-26,92,67.0,,0.67,61.64
2018-05-27,97,67.0,,0.67,64.99000000000001
2018-05-28,95,67.0,,0.67,63.650000000000006
2018-05-29,90,67.0,,0.67,60.300000000000004
2018-05-30,93,67.0,,0.67,62.31
2018-05-31,96,67.0,,0.67,64.32000000000001
2018-06-01,92,66.0,False,0.66,60.720000000000006
2018-06-02,99,66.0,,0.66,65.34
2018-06-03,100,66.0,,0.66,66.0
2018-06-04,89,66.0,,0.66,58.74
2018-06-05,90,66.0,,0.66,59.400000000000006
2018-06-06,92,66.0,,0.66,60.720000000000006
2018-06-07,94,66.0,,0.66,62.040000000000006
2018-06-08,89,66.0,,0.66,58.74
2018-06-09,93,66.0,,0.66,61.38
2018-06-10,93,66.0,,0.66,61.38
2018-06-11,91,66.0,,0.66,60.06
2018-06-12,93,66.0,,0.66,61.38
2018-06-13,94,66.0,,0.66,62.040000000000006
2018-06-14,96,66.0,,0.66,63.36
2018-06-15,92,66.0,,0.66,60.720000000000006
2018-06-16,92,66.0,,0.66,60.720000000000006
2018-06-17,97,66.0,,0.66,64.02
2018-06-18,89,66.0,,0.66,58.74
2018-06-19,90,66.0,,0.66,59.400000000000006
2018-06-20,95,66.0,,0.66,62.7
2018-06-21,94,66.0,,0.66,62.040000000000006
2018-06-22,89,66.0,,0.66,58.74
2018-06-23,94,66.0,,0.66,62.040000000000006
2018-06-24,98,66.0,,0.66,64.68
2018-06-25,90,66.0,,0.66,59.400000000000006
2018-06-26,95,66.0,,0.66,62.7
2018-06-27,92,66.0,,0.66,60.720000000000006
2018-06-28,90,66.0,,0.66,59.400000000000006
2018-06-29,91,66.0,,0.66,60.06
2018-06-30,97,66.0,,0.66,64.02
2018-07-01,95,70.0,False,0.7,66.5
2018-07-02,89,70.0,,0.7,62.3
2018-07-03,89,70.0,,0.7,62.3
2018-07-04,92,70.0,,0.7,64.39999999999999
2018-07-05,89,70.0,,0.7,62.3
2018-07-06,90,70.0,,0.7,62.99999999999999
2018-07-07,96,70.0,,0.7,67.19999999999999
2018-07-08,98,70.0,,0.7,68.6
2018-07-09,94,70.0,,0.7,65.8
2018-07-10,93,70.0,,0.7,65.1
2018-07-11,95,70.0,,0.7,66.5
2018-07-12,95,70.0,,0.7,66.5
2018-07-13,98,70.0,,0.7,68.6
2018-07-14,100,70.0,,0.7,70.0
2018-07-15,97,70.0,,0.7,67.89999999999999
2018-07-16,94,70.0,,0.7,65.8
2018-07-17,93,70.0,,0.7,65.1
2018-07-18,94,70.0,,0.7,65.8
2018-07-19,94,70.0,,0.7,65.8
2018-07-20,94,70.0,,0.7,65.8
2018-07-21,94,70.0,,0.7,65.8
2018-07-22,97,70.0,,0.7,67.89999999999999
2018-07-23,92,70.0,,0.7,64.39999999999999
2018-07-24,96,70.0,,0.7,67.19999999999999
2018-07-25,94,70.0,,0.7,65.8
2018-07-26,96,70.0,,0.7,67.19999999999999
2018-07-27,93,70.0,,0.7,65.1
2018-07-28,97,70.0,,0.7,67.89999999999999
2018-07-29,98,70.0,,0.7,68.6
2018-07-30,96,70.0,,0.7,67.19999999999999
2018-07-31,90,70.0,,0.7,62.99999999999999
2018-08-01,96,68.0,False,0.68,65.28
2018-08-02,95,68.0,,0.68,64.60000000000001
2018-08-03,94,68.0,,0.68,63.92
2018-08-04,99,68.0,,0.68,67.32000000000001
2018-08-05,100,68.0,,0.68,68.0
2018-08-06,94,68.0,,0.68,63.92
2018-08-07,94,68.0,,0.68,63.92
2018-08-08,95,68.0,,0.68,64.60000000000001
2018-08-09,93,68.0,,0.68,63.24
2018-08-10,92,68.0,,0.68,62.56
2018-08-11,94,68.0,,0.68,63.92
2018-08-12,100,68.0,,0.68,68.0
2018-08-13,94,68.0,,0.68,63.92
2018-08-14,96,68.0,,0.68,65.28
2018-08-15,98,68.0,,0.68,66.64
2018-08-16,96,68.0,,0.68,65.28
2018-08-17,94,68.0,,0.68,63.92
2018-08-18,97,68.0,,0.68,65.96000000000001
2018-08-19,99,68.0,,0.68,67.32000000000001
2018-08-20,96,68.0,,0.68,65.28
2018-08-21,93,68.0,,0.68,63.24
2018-08-22,91,68.0,,0.68,61.88
2018-08-23,94,68.0,,0.68,63.92
2018-08-24,92,68.0,,0.68,62.56
2018-08-25,98,68.0,,0.68,66.64
2018-08-26,96,68.0,,0.68,65.28
2018-08-27,96,68.0,,0.68,65.28
2018-08-28,96,68.0,,0.68,65.28
2018-08-29,95,68.0,,0.68,64.60000000000001
2018-08-30,94,68.0,,0.68,63.92
2018-08-31,95,68.0,,0.68,64.60000000000001
2018-09-01,96,68.0,False,0.68,65.28
2018-09-02,99,68.0,,0.68,67.32000000000001
2018-09-03,97,68.0,,0.68,65.96000000000001
2018-09-04,92,68.0,,0.68,62.56
2018-09-05,93,68.0,,0.68,63.24
2018-09-06,95,68.0,,0.68,64.60000000000001
2018-09-07,90,68.0,,0.68,61.2
2018-09-08,94,68.0,,0.68,63.92
2018-09-09,98,68.0,,0.68,66.64
2018-09-10,89,68.0,,0.68,60.52
2018-09-11,95,68.0,,0.68,64.60000000000001
2018-09-12,95,68.0,,0.68,64.60000000000001
2018-09-13,94,68.0,,0.68,63.92
2018-09-14,90,68.0,,0.68,61.2
2018-09-15,96,68.0,,0.68,65.28
2018-09-16,99,68.0,,0.68,67.32000000000001
2018-09-17,97,68.0,,0.68,65.96000000000001
2018-09-18,94,68.0,,0.68,63.92
2018-09-19,99,68.0,,0.68,67.32000000000001
2018-09-20,97,68.0,,0.68,65.96000000000001
2018-09-21,94,68.0,,0.68,63.92
2018-09-22,100,68.0,,0.68,68.0
2018-09-23,99,68.0,,0.68,67.32000000000001
2018-09-24,95,68.0,,0.68,64.60000000000001
2018-09-25,99,68.0,,0.68,67.32000000000001
2018-09-26,98,68.0,,0.68,66.64
2018-09-27,94,68.0,,0.68,63.92
2018-09-28,91,68.0,,0.68,61.88
2018-09-29,95,68.0,,0.68,64.60000000000001
2018-09-30,97,68.0,,0.68,65.96000000000001
2018-10-01,95,69.0,False,0.69,65.55
2018-10-02,99,69.0,,0.69,68.30999999999999
2018-10-03,95,69.0,,0.69,65.55
2018-10-04,96,69.0,,0.69,66.24
2018-10-05,91,69.0,,0.69,62.78999999999999
2018-10-06,91,69.0,,0.69,62.78999999999999
2018-10-07,94,69.0,,0.69,64.86
2018-10-08,93,69.0,,0.69,64.17
2018-10-09,98,69.0,,0.69,67.61999999999999
2018-10-10,98,69.0,,0.69,67.61999999999999
2018-10-11,94,69.0,,0.69,64.86
2018-10-12,93,69.0,,0.69,64.17
2018-10-13,93,69.0,,0.69,64.17
2018-10-14,97,69.0,,0.69,66.92999999999999
2018-10-15,93,69.0,,0.69,64.17
2018-10-16,97,69.0,,0.69,66.92999999999999
2018-10-17,96,69.0,,0.69,66.24
2018-10-18,100,69.0,,0.69,69.0
2018-10-19,96,69.0,,0.69,66.24
2018-10-20,98,69.0,,0.69,67.61999999999999
2018-10-21,98,69.0,,0.69,67.61999999999999
2018-10-22,97,69.0,,0.69,66.92999999999999
2018-10-23,100,69.0,,0.69,69.0
2018-10-24,98,69.0,,0.69,67.61999999999999
2018-10-25,95,69.0,,0.69,65.55
2018-10-26,94,69.0,,0.69,64.86
2018-10-27,96,69.0,,0.69,66.24
2018-10-28,96,69.0,,0.69,66.24
2018-10-29,93,69.0,,0.69,64.17
2018-10-30,95,69.0,,0.69,65.55
2018-10-31,93,69.0,,0.69,64.17
2018-11-01,88,69.0,False,0.69,60.72
2018-11-02,90,69.0,,0.69,62.099999999999994
2018-11-03,91,69.0,,0.69,62.78999999999999
2018-11-04,95,69.0,,0.69,65.55
2018-11-05,88,69.0,,0.69,60.72
2018-11-06,96,69.0,,0.69,66.24
2018-11-07,82,69.0,,0.69,56.58
2018-11-08,91,69.0,,0.69,62.78999999999999
2018-11-09,87,69.0,,0.69,60.029999999999994
2018-11-10,89,69.0,,0.69,61.41
2018-11-11,92,69.0,,0.69,63.48
2018-11-12,89,69.0,,0.69,61.41
2018-11-13,90,69.0,,0.69,62.099999999999994
2018-11-14,92,69.0,,0.69,63.48
2018-11-15,89,69.0,,0.69,61.41
2018-11-16,87,69.0,,0.69,60.029999999999994
2018-11-17,93,69.0,,0.69,64.17
2018-11-18,92,69.0,,0.69,63.48
2018-11-19,90,69.0,,0.69,62.099999999999994
2018-11-20,92,69.0,,0.69,63.48
2018-11-21,92,69.0,,0.69,63.48
2018-11-22,100,69.0,,0.69,69.0
2018-11-23,79,69.0,,0.69,54.51
2018-11-24,85,69.0,,0.69,58.65
2018-11-25,89,69.0,,0.69,61.41
2018-11-26,81,69.0,,0.69,55.88999999999999
2018-11-27,89,69.0,,0.69,61.41
2018-11-28,92,69.0,,0.69,63.48
2018-11-29,92,69.0,,0.69,63.48
2018-11-30,92,69.0,,0.69,63.48
2018-12-01,94,70.0,False,0.7,65.8
2018-12-02,92,70.0,,0.7,64.39999999999999
2018-12-03,92,70.0,,0.7,64.39999999999999
2018-12-04,94,70.0,,0.7,65.8
2018-12-05,89,70.0,,0.7,62.3
2018-12-06,92,70.0,,0.7,64.39999999999999
2018-12-07,87,70.0,,0.7,60.9
2018-12-08,89,70.0,,0.7,62.3
2018-12-09,91,70.0,,0.7,63.699999999999996
2018-12-10,86,70.0,,0.7,60.199999999999996
2018-12-11,87,70.0,,0.7,60.9
2018-12-12,90,70.0,,0.7,62.99999999999999
2018-12-13,92,70.0,,0.7,64.39999999999999
2018-12-14,87,70.0,,0.7,60.9
2018-12-15,93,70.0,,0.7,65.1
2018-12-16,90,70.0,,0.7,62.99999999999999
2018-12-17,89,70.0,,0.7,62.3
2018-12-18,90,70.0,,0.7,62.99999999999999
2018-12-19,92,70.0,,0.7,64.39999999999999
2018-12-20,91,70.0,,0.7,63.699999999999996
2018-12-21,90,70.0,,0.7,62.99999999999999
2018-12-22,92,70.0,,0.7,64.39999999999999
2018-12-23,89,70.0,,0.7,62.3
2018-12-24,91,70.0,,0.7,63.699999999999996
2018-12-25,100,70.0,,0.7,70.0
2018-12-26,92,70.0,,0.7,64.39999999999999
2018-12-27,92,70.0,,0.7,64.39999999999999
2018-12-28,90,70.0,,0.7,62.99999999999999
2018-12-29,93,70.0,,0.7,65.1
2018-12-30,98,70.0,,0.7,68.6
2018-12-31,95,70.0,,0.7,66.5
2019-01-01,97,73.0,False,0.73,70.81
2019-01-02,90,73.0,,0.73,65.7
2019-01-03,92,73.0,,0.73,67.16
2019-01-04,92,73.0,,0.73,67.16
2019-01-05,96,73.0,,0.73,70.08
2019-01-06,95,73.0,,0.73,69.35
2019-01-07,90,73.0,,0.73,65.7
2019-01-08,90,73.0,,0.73,65.7
2019-01-09,96,73.0,,0.73,70.08
2019-01-10,94,73.0,,0.73,68.62
2019-01-11,91,73.0,,0.73,66.42999999999999
2019-01-12,97,73.0,,0.73,70.81
2019-01-13,96,73.0,,0.73,70.08
2019-01-14,92,73.0,,0.73,67.16
2019-01-15,90,73.0,,0.73,65.7
2019-01-16,92,73.0,,0.73,67.16
2019-01-17,89,73.0,,0.73,64.97
2019-01-18,88,73.0,,0.73,64.24
2019-01-19,96,73.0,,0.73,70.08
2019-01-20,92,73.0,,0.73,67.16
2019-01-21,91,73.0,,0.73,66.42999999999999
2019-01-22,92,73.0,,0.73,67.16
2019-01-23,91,73.0,,0.73,66.42999999999999
2019-01-24,92,73.0,,0.73,67.16
2019-01-25,92,73.0,,0.73,67.16
2019-01-26,94,73.0,,0.73,68.62
2019-01-27,100,73.0,,0.73,73.0
2019-01-28,90,73.0,,0.73,65.7
2019-01-29,92,73.0,,0.73,67.16
2019-01-30,93,73.0,,0.73,67.89
2019-01-31,90,73.0,,0.73,65.7
2019-02-01,92,73.0,False,0.73,67.16
2019-02-02,96,73.0,,0.73,70.08
2019-02-03,100,73.0,,0.73,73.0
2019-02-04,93,73.0,,0.73,67.89
2019-02-05,97,73.0,,0.73,70.81
2019-02-06,94,73.0,,0.73,68.62
2019-02-07,97,73.0,,0.73,70.81
2019-02-08,97,73.0,,0.73,70.81
2019-02-09,98,73.0,,0.73,71.53999999999999
2019-02-10,98,73.0,,0.73,71.53999999999999
2019-02-11,94,73.0,,0.73,68.62
2019-02-12,97,73.0,,0.73,70.81
2019-02-13,97,73.0,,0.73,70.81
2019-02-14,95,73.0,,0.73,69.35
2019-02-15,93,73.0,,0.73,67.89
2019-02-16,93,73.0,,0.73,67.89
2019-02-17,96,73.0,,0.73,70.08
2019-02-18,94,73.0,,0.73,68.62
2019-02-19,94,73.0,,0.73,68.62
2019-02-20,95,73.0,,0.73,69.35
2019-02-21,93,73.0,,0.73,67.89
2019-02-22,90,73.0,,0.73,65.7
2019-02-23,95,73.0,,0.73,69.35
2019-02-24,99,73.0,,0.73,72.27
2019-02-25,93,73.0,,0.73,67.89
2019-02-26,93,73.0,,0.73,67.89
2019-02-27,93,73.0,,0.73,67.89
2019-02-28,94,73.0,,0.73,68.62
2019-03-01,93,70.0,False,0.7,65.1
2019-03-02,94,70.0,,0.7,65.8
2019-03-03,98,70.0,,0.7,68.6
2019-03-04,93,70.0,,0.7,65.1
2019-03-05,95,70.0,,0.7,66.5
2019-03-06,93,70.0,,0.7,65.1
2019-03-07,94,70.0,,0.7,65.8
2019-03-08,90,70.0,,0.7,62.99999999999999
2019-03-09,96,70.0,,0.7,67.19999999999999
2019-03-10,98,70.0,,0.7,68.6
2019-03-11,93,70.0,,0.7,65.1
2019-03-12,95,70.0,,0.7,66.5
2019-03-13,93,70.0,,0.7,65.1
2019-03-14,90,70.0,,0.7,62.99999999999999
2019-03-15,90,70.0,,0.7,62.99999999999999
2019-03-16,93,70.0,,0.7,65.1
2019-03-17,100,70.0,,0.7,70.0
2019-03-18,97,70.0,,0.7,67.89999999999999
2019-03-19,92,70.0,,0.7,64.39999999999999
2019-03-20,94,70.0,,0.7,65.8
2019-03-21,95,70.0,,0.7,66.5
2019-03-22,91,70.0,,0.7,63.699999999999996
2019-03-23,94,70.0,,0.7,65.8
2019-03-24,97,70.0,,0.7,67.89999999999999
2019-03-25,93,70.0,,0.7,65.1
2019-03-26,97,70.0,,0.7,67.89999999999999
2019-03-27,98,70.0,,0.7,68.6
2019-03-28,93,70.0,,0.7,65.1
2019-03-29,92,70.0,,0.7,64.39999999999999
2019-03-30,94,70.0,,0.7,65.8
2019-03-31,96,70.0,,0.7,67.19999999999999
2019-04-01,92,70.0,False,0.7,64.39999999999999
2019-04-02,96,70.0,,0.7,67.19999999999999
2019-04-03,95,70.0,,0.7,66.5
2019-04-04,96,70.0,,0.7,67.19999999999999
2019-04-05,96,70.0,,0.7,67.19999999999999
2019-04-06,95,70.0,,0.7,66.5
2019-04-07,97,70.0,,0.7,67.89999999999999
2019-04-08,93,70.0,,0.7,65.1
2019-04-09,92,70.0,,0.7,64.39999999999999
2019-04-10,98,70.0,,0.7,68.6
2019-04-11,95,70.0,,0.7,66.5
2019-04-12,93,70.0,,0.7,65.1
2019-04-13,96,70.0,,0.7,67.19999999999999
2019-04-14,99,70.0,,0.7,69.3
2019-04-15,96,70.0,,0.7,67.19999999999999
2019-04-16,95,70.0,,0.7,66.5
2019-04-17,94,70.0,,0.7,65.8
2019-04-18,94,70.0,,0.7,65.8
2019-04-19,95,70.0,,0.7,66.5
2019-04-20,99,70.0,,0.7,69.3
2019-04-21,100,70.0,,0.7,70.0
2019-04-22,92,70.0,,0.7,64.39999999999999
2019-04-23,94,70.0,,0.7,65.8
2019-04-24,97,70.0,,0.7,67.89999999999999
2019-04-25,96,70.0,,0.7,67.19999999999999
2019-04-26,89,70.0,,0.7,62.3
2019-04-27,91,70.0,,0.7,63.699999999999996
2019-04-28,100,70.0,,0.7,70.0
2019-04-29,93,70.0,,0.7,65.1
2019-04-30,95,70.0,,0.7,66.5
2019-05-01,96,69.0,False,0.69,66.24
2019-05-02,93,69.0,,0.69,64.17
2019-05-03,93,69.0,,0.69,64.17
2019-05-04,96,69.0,,0.69,66.24
2019-05-05,99,69.0,,0.69,68.30999999999999
2019-05-06,91,69.0,,0.69,62.78999999999999
2019-05-07,92,69.0,,0.69,63.48
2019-05-08,98,69.0,,0.69,67.61999999999999
2019-05-09,95,69.0,,0.69,65.55
2019-05-10,93,69.0,,0.69,64.17
2019-05-11,93,69.0,,0.69,64.17
2019-05-12,100,69.0,,0.69,69.0
2019-05-13,96,69.0,,0.69,66.24
2019-05-14,97,69.0,,0.69,66.92999999999999
2019-05-15,94,69.0,,0.69,64.86
2019-05-16,91,69.0,,0.69,62.78999999999999
2019-05-17,95,69.0,,0.69,65.55
2019-05-18,94,69.0,,0.69,64.86
2019-05-19,100,69.0,,0.69,69.0
2019-05-20,91,69.0,,0.69,62.78999999999999
2019-05-21,95,69.0,,0.69,65.55
2019-05-22,97,69.0,,0.69,66.92999999999999
2019-05-23,95,69.0,,0.69,65.55
2019-05-24,92,69.0,,0.69,63.48
2019-05-25,99,69.0,,0.69,68.30999999999999
2019-05-26,96,69.0,,0.69,66.24
2019-05-27,97,69.0,,0.69,66.92999999999999
2019-05-28,93,69.0,,0.69,64.17
2019-05-29,93,69.0,,0.69,64.17
2019-05-30,94,69.0,,0.69,64.86
2019-05-31,93,69.0,,0.69,64.17
2019-06-01,95,71.0,False,0.71,67.45
2019-06-02,98,71.0,,0.71,69.58
2019-06-03,92,71.0,,0.71,65.32
2019-06-04,92,71.0,,0.71,65.32
2019-06-05,96,71.0,,0.71,68.16
2019-06-06,93,71.0,,0.71,66.03
2019-06-07,93,71.0,,0.71,66.03
2019-06-08,96,71.0,,0.71,68.16
2019-06-09,96,71.0,,0.71,68.16
2019-06-10,93,71.0,,0.71,66.03
2019-06-11,96,71.0,,0.71,68.16
2019-06-12,93,71.0,,0.71,66.03
2019-06-13,97,71.0,,0.71,68.86999999999999
2019-06-14,92,71.0,,0.71,65.32
2019-06-15,95,71.0,,0.71,67.45
2019-06-16,96,71.0,,0.71,68.16
2019-06-17,95,71.0,,0.71,67.45
2019-06-18,96,71.0,,0.71,68.16
2019-06-19,95,71.0,,0.71,67.45
2019-06-20,94,71.0,,0.71,66.74
2019-06-21,94,71.0,,0.71,66.74
2019-06-22,99,71.0,,0.71,70.28999999999999
2019-06-23,100,71.0,,0.71,71.0
2019-06-24,93,71.0,,0.71,66.03
2019-06-25,92,71.0,,0.71,65.32
2019-06-26,94,71.0,,0.71,66.74
2019-06-27,93,71.0,,0.71,66.03
2019-06-28,93,71.0,,0.71,66.03
2019-06-29,96,71.0,,0.71,68.16
2019-06-30,97,71.0,,0.71,68.86999999999999
2019-07-01,94,68.0,False,0.68,63.92
2019-07-02,91,68.0,,0.68,61.88
2019-07-03,89,68.0,,0.68,60.52
2019-07-04,92,68.0,,0.68,62.56
2019-07-05,89,68.0,,0.68,60.52
2019-07-06,93,68.0,,0.68,63.24
2019-07-07,92,68.0,,0.68,62.56
2019-07-08,93,68.0,,0.68,63.24
2019-07-09,95,68.0,,0.68,64.60000000000001
2019-07-10,94,68.0,,0.68,63.92
2019-07-11,95,68.0,,0.68,64.60000000000001
2019-07-12,93,68.0,,0.68,63.24
2019-07-13,100,68.0,,0.68,68.0
2019-07-14,99,68.0,,0.68,67.32000000000001
2019-07-15,96,68.0,,0.68,65.28
2019-07-16,96,68.0,,0.68,65.28
2019-07-17,96,68.0,,0.68,65.28
2019-07-18,95,68.0,,0.68,64.60000000000001
2019-07-19,93,68.0,,0.68,63.24
2019-07-20,94,68.0,,0.68,63.92
2019-07-21,99,68.0,,0.68,67.32000000000001
2019-07-22,96,68.0,,0.68,65.28
2019-07-23,94,68.0,,0.68,63.92
2019-07-24,92,68.0,,0.68,62.56
2019-07-25,93,68.0,,0.68,63.24
2019-07-26,93,68.0,,0.68,63.24
2019-07-27,98,68.0,,0.68,66.64
2019-07-28,99,68.0,,0.68,67.32000000000001
2019-07-29,92,68.0,,0.68,62.56
2019-07-30,96,68.0,,0.68,65.28
2019-07-31,94,68.0,,0.68,63.92
2019-08-01,90,69.0,False,0.69,62.099999999999994
2019-08-02,96,69.0,,0.69,66.24
2019-08-03,96,69.0,,0.69,66.24
2019-08-04,95,69.0,,0.69,65.55
2019-08-05,93,69.0,,0.69,64.17
2019-08-06,95,69.0,,0.69,65.55
2019-08-07,94,69.0,,0.69,64.86
2019-08-08,95,69.0,,0.69,65.55
2019-08-09,99,69.0,,0.69,68.30999999999999
2019-08-10,97,69.0,,0.69,66.92999999999999
