date,AI_unscaled,AI_monthly,isPartial,scale,AI
2019-08-06,100,65.0,,0.65,65.0
2019-08-07,90,65.0,,0.65,58.5
2019-08-08,94,65.0,,0.65,61.1
2019-08-09,90,65.0,,0.65,58.5
2019-08-10,79,65.0,,0.65,51.35
2019-08-11,80,65.0,,0.65,52.0
2019-08-12,85,65.0,,0.65,55.25
2019-08-13,90,65.0,,0.65,58.5
2019-08-14,100,65.0,,0.65,65.0
2019-08-15,98,65.0,,0.65,63.7
2019-08-16,88,65.0,,0.65,57.2
2019-08-17,75,65.0,,0.65,48.75
2019-08-18,80,65.0,,0.65,52.0
2019-08-19,94,65.0,,0.65,61.1
2019-08-20,100,65.0,,0.65,65.0
2019-08-21,87,65.0,,0.65,56.550000000000004
2019-08-22,86,65.0,,0.65,55.9
2019-08-23,87,65.0,,0.65,56.550000000000004
2019-08-24,69,65.0,,0.65,44.85
2019-08-25,75,65.0,,0.65,48.75
2019-08-26,84,65.0,,0.65,54.6
2019-08-27,94,65.0,,0.65,61.1
2019-08-28,84,65.0,,0.65,54.6
2019-08-29,95,65.0,,0.65,61.75
2019-08-30,89,65.0,,0.65,57.85
2019-08-31,75,65.0,,0.65,48.75
2019-09-01,67,75.0,False,0.75,50.25
2019-09-02,63,75.0,,0.75,47.25
2019-09-03,81,75.0,,0.75,60.75
2019-09-04,84,75.0,,0.75,63.0
2019-09-05,87,75.0,,0.75,65.25
2019-09-06,89,75.0,,0.75,66.75
2019-09-07,63,75.0,,0.75,47.25
2019-09-08,73,75.0,,0.75,54.75
2019-09-09,82,75.0,,0.75,61.5
2019-09-10,87,75.0,,0.75,65.25
2019-09-11,92,75.0,,0.75,69.0
2019-09-12,88,75.0,,0.75,66.0
2019-09-13,87,75.0,,0.75,65.25
2019-09-14,72,75.0,,0.75,54.0
2019-09-15,70,75.0,,0.75,52.5
2019-09-16,88,75.0,,0.75,66.0
2019-09-17,95,75.0,,0.75,71.25
2019-09-18,92,75.0,,0.75,69.0
2019-09-19,91,75.0,,0.75,68.25
2019-09-20,90,75.0,,0.75,67.5
2019-09-21,76,75.0,,0.75,57.0
2019-09-22,69,75.0,,0.75,51.75
2019-09-23,98,75.0,,0.75,73.5
2019-09-24,90,75.0,,0.75,67.5
2019-09-25,100,75.0,,0.75,75.0
2019-09-26,100,75.0,,0.75,75.0
2019-09-27,97,75.0,,0.75,72.75
2019-09-28,76,75.0,,0.75,57.0
2019-09-29,80,75.0,,0.75,60.0
2019-09-30,92,75.0,,0.75,69.0
2019-10-01,84,75.0,False,0.75,63.0
2019-10-02,85,75.0,,0.75,63.75
2019-10-03,83,75.0,,0.75,62.25
2019-10-04,75,75.0,,0.75,56.25
2019-10-05,73,75.0,,0.75,54.75
2019-10-06,71,75.0,,0.75,53.25
2019-10-07,88,75.0,,0.75,66.0
2019-10-08,85,75.0,,0.75,63.75
2019-10-09,89,75.0,,0.75,66.75
2019-10-10,100,75.0,,0.75,75.0
2019-10-11,93,75.0,,0.75,69.75
2019-10-12,73,75.0,,0.75,54.75
2019-10-13,68,75.0,,0.75,51.0
2019-10-14,84,75.0,,0.75,63.0
2019-10-15,84,75.0,,0.75,63.0
2019-10-16,87,75.0,,0.75,65.25
2019-10-17,89,75.0,,0.75,66.75
2019-10-18,83,75.0,,0.75,62.25
2019-10-19,72,75.0,,0.75,54.0
2019-10-20,72,75.0,,0.75,54.0
2019-10-21,84,75.0,,0.75,63.0
2019-10-22,87,75.0,,0.75,65.25
2019-10-23,91,75.0,,0.75,68.25
2019-10-24,82,75.0,,0.75,61.5
2019-10-25,83,75.0,,0.75,62.25
2019-10-26,72,75.0,,0.75,54.0
2019-10-27,72,75.0,,0.75,54.0
2019-10-28,84,75.0,,0.75,63.0
2019-10-29,84,75.0,,0.75,63.0
2019-10-30,85,75.0,,0.75,63.75
2019-10-31,80,75.0,,0.75,60.0
2019-11-01,90,71.0,False,0.71,63.9
2019-11-02,71,71.0,,0.71,50.41
2019-11-03,71,71.0,,0.71,50.41
2019-11-04,90,71.0,,0.71,63.9
2019-11-05,91,71.0,,0.71,64.61
2019-11-06,96,71.0,,0.71,68.16
2019-11-07,100,71.0,,0.71,71.0
2019-11-08,95,71.0,,0.71,67.45
2019-11-09,77,71.0,,0.71,54.669999999999995
2019-11-10,79,71.0,,0.71,56.089999999999996
2019-11-11,94,71.0,,0.71,66.74
2019-11-12,93,71.0,,0.71,66.03
2019-11-13,94,71.0,,0.71,66.74
2019-11-14,94,71.0,,0.71,66.74
2019-11-15,97,71.0,,0.71,68.86999999999999
2019-11-16,79,71.0,,0.71,56.089999999999996
2019-11-17,82,71.0,,0.71,58.22
2019-11-18,91,71.0,,0.71,64.61
2019-11-19,95,71.0,,0.71,67.45
2019-11-20,97,71.0,,0.71,68.86999999999999
2019-11-21,93,71.0,,0.71,66.03
2019-11-22,89,71.0,,0.71,63.19
2019-11-23,74,71.0,,0.71,52.54
2019-11-24,72,71.0,,0.71,51.12
2019-11-25,90,71.0,,0.71,63.9
2019-11-26,85,71.0,,0.71,60.349999999999994
2019-11-27,80,71.0,,0.71,56.8
2019-11-28,71,71.0,,0.71,50.41
2019-11-29,69,71.0,,0.71,48.989999999999995
2019-11-30,70,71.0,,0.71,49.699999999999996
2019-12-01,70,73.0,False,0.73,51.1
2019-12-02,88,73.0,,0.73,64.24
2019-12-03,96,73.0,,0.73,70.08
2019-12-04,89,73.0,,0.73,64.97
2019-12-05,94,73.0,,0.73,68.62
2019-12-06,94,73.0,,0.73,68.62
2019-12-07,83,73.0,,0.73,60.589999999999996
2019-12-08,93,73.0,,0.73,67.89
2019-12-09,100,73.0,,0.73,73.0
2019-12-10,96,73.0,,0.73,70.08
2019-12-11,96,73.0,,0.73,70.08
2019-12-12,88,73.0,,0.73,64.24
2019-12-13,88,73.0,,0.73,64.24
2019-12-14,83,73.0,,0.73,60.589999999999996
2019-12-15,76,73.0,,0.73,55.48
2019-12-16,81,73.0,,0.73,59.129999999999995
2019-12-17,93,73.0,,0.73,67.89
2019-12-18,88,73.0,,0.73,64.24
2019-12-19,85,73.0,,0.73,62.05
2019-12-20,77,73.0,,0.73,56.21
2019-12-21,78,73.0,,0.73,56.94
2019-12-22,74,73.0,,0.73,54.019999999999996
2019-12-23,74,73.0,,0.73,54.019999999999996
2019-12-24,71,73.0,,0.73,51.83
2019-12-25,75,73.0,,0.73,54.75
2019-12-26,74,73.0,,0.73,54.019999999999996
2019-12-27,78,73.0,,0.73,56.94
2019-12-28,71,73.0,,0.73,51.83
2019-12-29,73,73.0,,0.73,53.29
2019-12-30,78,73.0,,0.73,56.94
2019-12-31,80,73.0,,0.73,58.4
2020-01-01,69,79.0,False,0.79,54.510000000000005
2020-01-02,79,79.0,,0.79,62.410000000000004
2020-01-03,79,79.0,,0.79,62.410000000000004
2020-01-04,66,79.0,,0.79,52.14
2020-01-05,67,79.0,,0.79,52.93
2020-01-06,78,79.0,,0.79,61.620000000000005
2020-01-07,84,79.0,,0.79,66.36
2020-01-08,85,79.0,,0.79,67.15
2020-01-09,81,79.0,,0.79,63.99
2020-01-10,80,79.0,,0.79,63.2
2020-01-11,69,79.0,,0.79,54.510000000000005
2020-01-12,67,79.0,,0.79,52.93
2020-01-13,79,79.0,,0.79,62.410000000000004
2020-01-14,76,79.0,,0.79,60.040000000000006
2020-01-15,85,79.0,,0.79,67.15
2020-01-16,89,79.0,,0.79,70.31
2020-01-17,83,79.0,,0.79,65.57000000000001
2020-01-18,83,79.0,,0.79,65.57000000000001
2020-01-19,76,79.0,,0.79,60.040000000000006
2020-01-20,76,79.0,,0.79,60.040000000000006
2020-01-21,100,79.0,,0.79,79.0
2020-01-22,83,79.0,,0.79,65.57000000000001
2020-01-23,90,79.0,,0.79,71.10000000000001
2020-01-24,86,79.0,,0.79,67.94
2020-01-25,76,79.0,,0.79,60.040000000000006
2020-01-26,62,79.0,,0.79,48.980000000000004
2020-01-27,80,79.0,,0.79,63.2
2020-01-28,92,79.0,,0.79,72.68
2020-01-29,90,79.0,,0.79,71.10000000000001
2020-01-30,84,79.0,,0.79,66.36
2020-01-31,80,79.0,,0.79,63.2
2020-02-01,39,84.0,False,0.84,32.76
2020-02-02,38,84.0,,0.84,31.919999999999998
2020-02-03,44,84.0,,0.84,36.96
2020-02-04,47,84.0,,0.84,39.48
2020-02-05,52,84.0,,0.84,43.68
2020-02-06,47,84.0,,0.84,39.48
2020-02-07,46,84.0,,0.84,38.64
2020-02-08,44,84.0,,0.84,36.96
2020-02-09,36,84.0,,0.84,30.24
2020-02-10,64,84.0,,0.84,53.76
2020-02-11,100,84.0,,0.84,84.0
2020-02-12,67,84.0,,0.84,56.28
2020-02-13,51,84.0,,0.84,42.839999999999996
2020-02-14,50,84.0,,0.84,42.0
2020-02-15,45,84.0,,0.84,37.8
2020-02-16,45,84.0,,0.84,37.8
2020-02-17,49,84.0,,0.84,41.16
2020-02-18,54,84.0,,0.84,45.36
2020-02-19,54,84.0,,0.84,45.36
2020-02-20,54,84.0,,0.84,45.36
2020-02-21,44,84.0,,0.84,36.96
2020-02-22,42,84.0,,0.84,35.28
2020-02-23,43,84.0,,0.84,36.12
2020-02-24,47,84.0,,0.84,39.48
2020-02-25,47,84.0,,0.84,39.48
2020-02-26,47,84.0,,0.84,39.48
2020-02-27,52,84.0,,0.84,43.68
2020-02-28,48,84.0,,0.84,40.32
2020-02-29,42,84.0,,0.84,35.28
2020-03-01,84,68.0,False,0.68,57.120000000000005
2020-03-02,98,68.0,,0.68,66.64
2020-03-03,100,68.0,,0.68,68.0
2020-03-04,95,68.0,,0.68,64.60000000000001
2020-03-05,93,68.0,,0.68,63.24
2020-03-06,96,68.0,,0.68,65.28
2020-03-07,83,68.0,,0.68,56.440000000000005
2020-03-08,83,68.0,,0.68,56.440000000000005
2020-03-09,87,68.0,,0.68,59.160000000000004
2020-03-10,94,68.0,,0.68,63.92
2020-03-11,94,68.0,,0.68,63.92
2020-03-12,81,68.0,,0.68,55.080000000000005
2020-03-13,82,68.0,,0.68,55.760000000000005
2020-03-14,73,68.0,,0.68,49.64
2020-03-15,75,68.0,,0.68,51.00000000000001
2020-03-16,77,68.0,,0.68,52.36000000000001
2020-03-17,86,68.0,,0.68,58.480000000000004
2020-03-18,90,68.0,,0.68,61.2
2020-03-19,82,68.0,,0.68,55.760000000000005
2020-03-20,80,68.0,,0.68,54.400000000000006
2020-03-21,82,68.0,,0.68,55.760000000000005
2020-03-22,82,68.0,,0.68,55.760000000000005
2020-03-23,74,68.0,,0.68,50.32
2020-03-24,88,68.0,,0.68,59.84
2020-03-25,85,68.0,,0.68,57.800000000000004
2020-03-26,82,68.0,,0.68,55.760000000000005
2020-03-27,83,68.0,,0.68,56.440000000000005
2020-03-28,76,68.0,,0.68,51.68000000000001
2020-03-29,87,68.0,,0.68,59.160000000000004
2020-03-30,92,68.0,,0.68,62.56
2020-03-31,90,68.0,,0.68,61.2
2020-04-01,95,83.0,False,0.83,78.85
2020-04-02,92,83.0,,0.83,76.36
2020-04-03,78,83.0,,0.83,64.74
2020-04-04,89,83.0,,0.83,73.86999999999999
2020-04-05,87,83.0,,0.83,72.21
2020-04-06,77,83.0,,0.83,63.91
2020-04-07,79,83.0,,0.83,65.57
2020-04-08,77,83.0,,0.83,63.91
2020-04-09,83,83.0,,0.83,68.89
2020-04-10,84,83.0,,0.83,69.72
2020-04-11,78,83.0,,0.83,64.74
2020-04-12,75,83.0,,0.83,62.25
2020-04-13,76,83.0,,0.83,63.08
2020-04-14,82,83.0,,0.83,68.06
2020-04-15,86,83.0,,0.83,71.38
2020-04-16,78,83.0,,0.83,64.74
2020-04-17,85,83.0,,0.83,70.55
2020-04-18,76,83.0,,0.83,63.08
2020-04-19,80,83.0,,0.83,66.39999999999999
2020-04-20,77,83.0,,0.83,63.91
2020-04-21,80,83.0,,0.83,66.39999999999999
2020-04-22,89,83.0,,0.83,73.86999999999999
2020-04-23,79,83.0,,0.83,65.57
2020-04-24,84,83.0,,0.83,69.72
2020-04-25,73,83.0,,0.83,60.589999999999996
2020-04-26,80,83.0,,0.83,66.39999999999999
2020-04-27,78,83.0,,0.83,64.74
2020-04-28,78,83.0,,0.83,64.74
2020-04-29,87,83.0,,0.83,72.21
2020-04-30,100,83.0,,0.83,83.0
2020-05-01,94,81.0,False,0.81,76.14
2020-05-02,90,81.0,,0.81,72.9
2020-05-03,85,81.0,,0.81,68.85000000000001
2020-05-04,84,81.0,,0.81,68.04
2020-05-05,92,81.0,,0.81,74.52000000000001
2020-05-06,86,81.0,,0.81,69.66000000000001
2020-05-07,86,81.0,,0.81,69.66000000000001
2020-05-08,84,81.0,,0.81,68.04
2020-05-09,82,81.0,,0.81,66.42
2020-05-10,87,81.0,,0.81,70.47
2020-05-11,96,81.0,,0.81,77.76
2020-05-12,96,81.0,,0.81,77.76
2020-05-13,100,81.0,,0.81,81.0
2020-05-14,96,81.0,,0.81,77.76
2020-05-15,88,81.0,,0.81,71.28
2020-05-16,87,81.0,,0.81,70.47
2020-05-17,79,81.0,,0.81,63.99
2020-05-18,88,81.0,,0.81,71.28
2020-05-19,88,81.0,,0.81,71.28
2020-05-20,85,81.0,,0.81,68.85000000000001
2020-05-21,90,81.0,,0.81,72.9
2020-05-22,100,81.0,,0.81,81.0
2020-05-23,84,81.0,,0.81,68.04
2020-05-24,87,81.0,,0.81,70.47
2020-05-25,88,81.0,,0.81,71.28
2020-05-26,100,81.0,,0.81,81.0
2020-05-27,85,81.0,,0.81,68.85000000000001
2020-05-28,95,81.0,,0.81,76.95
2020-05-29,91,81.0,,0.81,73.71000000000001
2020-05-30,77,81.0,,0.81,62.370000000000005
2020-05-31,80,81.0,,0.81,64.80000000000001
2020-06-01,73,83.0,False,0.83,60.589999999999996
2020-06-02,77,83.0,,0.83,63.91
2020-06-03,82,83.0,,0.83,68.06
2020-06-04,76,83.0,,0.83,63.08
2020-06-05,76,83.0,,0.83,63.08
2020-06-06,77,83.0,,0.83,63.91
2020-06-07,86,83.0,,0.83,71.38
2020-06-08,86,83.0,,0.83,71.38
2020-06-09,79,83.0,,0.83,65.57
2020-06-10,92,83.0,,0.83,76.36
2020-06-11,83,83.0,,0.83,68.89
2020-06-12,85,83.0,,0.83,70.55
2020-06-13,81,83.0,,0.83,67.22999999999999
2020-06-14,75,83.0,,0.83,62.25
2020-06-15,100,83.0,,0.83,83.0
2020-06-16,98,83.0,,0.83,81.33999999999999
2020-06-17,85,83.0,,0.83,70.55
2020-06-18,83,83.0,,0.83,68.89
2020-06-19,86,83.0,,0.83,71.38
2020-06-20,80,83.0,,0.83,66.39999999999999
2020-06-21,79,83.0,,0.83,65.57
2020-06-22,79,83.0,,0.83,65.57
2020-06-23,84,83.0,,0.83,69.72
2020-06-24,86,83.0,,0.83,71.38
2020-06-25,83,83.0,,0.83,68.89
2020-06-26,85,83.0,,0.83,70.55
2020-06-27,78,83.0,,0.83,64.74
2020-06-28,75,83.0,,0.83,62.25
2020-06-29,81,83.0,,0.83,67.22999999999999
2020-06-30,79,83.0,,0.83,65.57
2020-07-01,73,80.0,False,0.8,58.400000000000006
2020-07-02,77,80.0,,0.8,61.6
2020-07-03,75,80.0,,0.8,60.0
2020-07-04,69,80.0,,0.8,55.2
2020-07-05,78,80.0,,0.8,62.400000000000006
2020-07-06,80,80.0,,0.8,64.0
2020-07-07,78,80.0,,0.8,62.400000000000006
2020-07-08,100,80.0,,0.8,80.0
2020-07-09,82,80.0,,0.8,65.60000000000001
2020-07-10,85,80.0,,0.8,68.0
2020-07-11,79,80.0,,0.8,63.2
2020-07-12,78,80.0,,0.8,62.400000000000006
2020-07-13,83,80.0,,0.8,66.4
2020-07-14,87,80.0,,0.8,69.60000000000001
2020-07-15,84,80.0,,0.8,67.2
2020-07-16,88,80.0,,0.8,70.4
2020-07-17,84,80.0,,0.8,67.2
2020-07-18,77,80.0,,0.8,61.6
2020-07-19,83,80.0,,0.8,66.4
2020-07-20,81,80.0,,0.8,64.8
2020-07-21,78,80.0,,0.8,62.400000000000006
2020-07-22,80,80.0,,0.8,64.0
2020-07-23,87,80.0,,0.8,69.60000000000001
2020-07-24,80,80.0,,0.8,64.0
2020-07-25,86,80.0,,0.8,68.8
2020-07-26,92,80.0,,0.8,73.60000000000001
2020-07-27,87,80.0,,0.8,69.60000000000001
2020-07-28,86,80.0,,0.8,68.8
2020-07-29,99,80.0,,0.8,79.2
2020-07-30,91,80.0,,0.8,72.8
2020-07-31,79,80.0,,0.8,63.2
2020-08-01,80,82.0,False,0.82,65.6
2020-08-02,78,82.0,,0.82,63.959999999999994
2020-08-03,88,82.0,,0.82,72.16
2020-08-04,85,82.0,,0.82,69.7
2020-08-05,86,82.0,,0.82,70.52
2020-08-06,92,82.0,,0.82,75.44
2020-08-07,94,82.0,,0.82,77.08
2020-08-08,81,82.0,,0.82,66.42
2020-08-09,86,82.0,,0.82,70.52
2020-08-10,84,82.0,,0.82,68.88
2020-08-11,86,82.0,,0.82,70.52
2020-08-12,90,82.0,,0.82,73.8
2020-08-13,100,82.0,,0.82,82.0
2020-08-14,83,82.0,,0.82,68.06
2020-08-15,84,82.0,,0.82,68.88
2020-08-16,88,82.0,,0.82,72.16
2020-08-17,87,82.0,,0.82,71.33999999999999
2020-08-18,87,82.0,,0.82,71.33999999999999
2020-08-19,84,82.0,,0.82,68.88
2020-08-20,82,82.0,,0.82,67.24
2020-08-21,88,82.0,,0.82,72.16
2020-08-22,84,82.0,,0.82,68.88
2020-08-23,84,82.0,,0.82,68.88
2020-08-24,88,82.0,,0.82,72.16
2020-08-25,90,82.0,,0.82,73.8
2020-08-26,85,82.0,,0.82,69.7
2020-08-27,93,82.0,,0.82,76.25999999999999
2020-08-28,81,82.0,,0.82,66.42
2020-08-29,80,82.0,,0.82,65.6
2020-08-30,80,82.0,,0.82,65.6
2020-08-31,86,82.0,,0.82,70.52
2020-09-01,86,82.0,False,0.82,70.52
2020-09-02,91,82.0,,0.82,74.61999999999999
2020-09-03,91,82.0,,0.82,74.61999999999999
2020-09-04,79,82.0,,0.82,64.78
2020-09-05,75,82.0,,0.82,61.49999999999999
2020-09-06,79,82.0,,0.82,64.78
2020-09-07,83,82.0,,0.82,68.06
2020-09-08,100,82.0,,0.82,82.0
2020-09-09,95,82.0,,0.82,77.89999999999999
2020-09-10,89,82.0,,0.82,72.97999999999999
2020-09-11,92,82.0,,0.82,75.44
2020-09-12,80,82.0,,0.82,65.6
2020-09-13,86,82.0,,0.82,70.52
2020-09-14,92,82.0,,0.82,75.44
2020-09-15,93,82.0,,0.82,76.25999999999999
2020-09-16,84,82.0,,0.82,68.88
2020-09-17,77,82.0,,0.82,63.13999999999999
2020-09-18,75,82.0,,0.82,61.49999999999999
2020-09-19,75,82.0,,0.82,61.49999999999999
2020-09-20,81,82.0,,0.82,66.42
2020-09-21,82,82.0,,0.82,67.24
2020-09-22,81,82.0,,0.82,66.42
2020-09-23,83,82.0,,0.82,68.06
2020-09-24,84,82.0,,0.82,68.88
2020-09-25,80,82.0,,0.82,65.6
2020-09-26,83,82.0,,0.82,68.06
2020-09-27,75,82.0,,0.82,61.49999999999999
2020-09-28,78,82.0,,0.82,63.959999999999994
2020-09-29,83,82.0,,0.82,68.06
2020-09-30,83,82.0,,0.82,68.06
2020-10-01,90,74.0,False,0.74,66.6
2020-10-02,92,74.0,,0.74,68.08
2020-10-03,93,74.0,,0.74,68.82
2020-10-04,86,74.0,,0.74,63.64
2020-10-05,89,74.0,,0.74,65.86
2020-10-06,93,74.0,,0.74,68.82
2020-10-07,90,74.0,,0.74,66.6
2020-10-08,98,74.0,,0.74,72.52
2020-10-09,90,74.0,,0.74,66.6
2020-10-10,87,74.0,,0.74,64.38
2020-10-11,91,74.0,,0.74,67.34
2020-10-12,88,74.0,,0.74,65.12
2020-10-13,88,74.0,,0.74,65.12
2020-10-14,89,74.0,,0.74,65.86
2020-10-15,93,74.0,,0.74,68.82
2020-10-16,93,74.0,,0.74,68.82
2020-10-17,89,74.0,,0.74,65.86
2020-10-18,77,74.0,,0.74,56.98
2020-10-19,92,74.0,,0.74,68.08
2020-10-20,92,74.0,,0.74,68.08
2020-10-21,100,74.0,,0.74,74.0
2020-10-22,97,74.0,,0.74,71.78
2020-10-23,88,74.0,,0.74,65.12
2020-10-24,78,74.0,,0.74,57.72
2020-10-25,89,74.0,,0.74,65.86
2020-10-26,87,74.0,,0.74,64.38
2020-10-27,91,74.0,,0.74,67.34
2020-10-28,93,74.0,,0.74,68.82
2020-10-29,100,74.0,,0.74,74.0
2020-10-30,86,74.0,,0.74,63.64
2020-10-31,92,74.0,,0.74,68.08
2020-11-01,95,71.0,False,0.71,67.45
2020-11-02,97,71.0,,0.71,68.86999999999999
2020-11-03,93,71.0,,0.71,66.03
2020-11-04,62,71.0,,0.71,44.019999999999996
2020-11-05,70,71.0,,0.71,49.699999999999996
2020-11-06,76,71.0,,0.71,53.959999999999994
2020-11-07,79,71.0,,0.71,56.089999999999996
2020-11-08,78,71.0,,0.71,55.379999999999995
2020-11-09,94,71.0,,0.71,66.74
2020-11-10,91,71.0,,0.71,64.61
2020-11-11,88,71.0,,0.71,62.48
2020-11-12,91,71.0,,0.71,64.61
2020-11-13,89,71.0,,0.71,63.19
2020-11-14,87,71.0,,0.71,61.769999999999996
2020-11-15,94,71.0,,0.71,66.74
2020-11-16,100,71.0,,0.71,71.0
2020-11-17,91,71.0,,0.71,64.61
2020-11-18,97,71.0,,0.71,68.86999999999999
2020-11-19,99,71.0,,0.71,70.28999999999999
2020-11-20,99,71.0,,0.71,70.28999999999999
2020-11-21,86,71.0,,0.71,61.059999999999995
2020-11-22,96,71.0,,0.71,68.16
2020-11-23,92,71.0,,0.71,65.32
2020-11-24,100,71.0,,0.71,71.0
2020-11-25,90,71.0,,0.71,63.9
2020-11-26,83,71.0,,0.71,58.93
2020-11-27,88,71.0,,0.71,62.48
2020-11-28,89,71.0,,0.71,63.19
2020-11-29,83,71.0,,0.71,58.93
2020-11-30,97,71.0,,0.71,68.86999999999999
2020-12-01,58,90.0,False,0.9,52.2
2020-12-02,69,90.0,,0.9,62.1
2020-12-03,77,90.0,,0.9,69.3
2020-12-04,72,90.0,,0.9,64.8
2020-12-05,58,90.0,,0.9,52.2
2020-12-06,55,90.0,,0.9,49.5
2020-12-07,62,90.0,,0.9,55.800000000000004
2020-12-08,63,90.0,,0.9,56.7
2020-12-09,84,90.0,,0.9,75.60000000000001
2020-12-10,79,90.0,,0.9,71.10000000000001
2020-12-11,68,90.0,,0.9,61.2
2020-12-12,52,90.0,,0.9,46.800000000000004
2020-12-13,60,90.0,,0.9,54.0
2020-12-14,61,90.0,,0.9,54.9
2020-12-15,64,90.0,,0.9,57.6
2020-12-16,63,90.0,,0.9,56.7
2020-12-17,58,90.0,,0.9,52.2
2020-12-18,59,90.0,,0.9,53.1
2020-12-19,56,90.0,,0.9,50.4
2020-12-20,59,90.0,,0.9,53.1
2020-12-21,65,90.0,,0.9,58.5
2020-12-22,62,90.0,,0.9,55.800000000000004
2020-12-23,85,90.0,,0.9,76.5
2020-12-24,100,90.0,,0.9,90.0
2020-12-25,69,90.0,,0.9,62.1
2020-12-26,62,90.0,,0.9,55.800000000000004
2020-12-27,57,90.0,,0.9,51.300000000000004
2020-12-28,58,90.0,,0.9,52.2
2020-12-29,60,90.0,,0.9,54.0
2020-12-30,58,90.0,,0.9,52.2
2020-12-31,59,90.0,,0.9,53.1
2021-01-01,74,83.0,False,0.83,61.419999999999995
2021-01-02,76,83.0,,0.83,63.08
2021-01-03,79,83.0,,0.83,65.57
2021-01-04,89,83.0,,0.83,73.86999999999999
2021-01-05,85,83.0,,0.83,70.55
2021-01-06,72,83.0,,0.83,59.76
2021-01-07,87,83.0,,0.83,72.21
2021-01-08,95,83.0,,0.83,78.85
2021-01-09,85,83.0,,0.83,70.55
2021-01-10,88,83.0,,0.83,73.03999999999999
2021-01-11,84,83.0,,0.83,69.72
2021-01-12,94,83.0,,0.83,78.02
2021-01-13,95,83.0,,0.83,78.85
2021-01-14,91,83.0,,0.83,75.53
2021-01-15,81,83.0,,0.83,67.22999999999999
2021-01-16,84,83.0,,0.83,69.72
2021-01-17,76,83.0,,0.83,63.08
2021-01-18,88,83.0,,0.83,73.03999999999999
2021-01-19,91,83.0,,0.83,75.53
2021-01-20,79,83.0,,0.83,65.57
2021-01-21,93,83.0,,0.83,77.19
2021-01-22,91,83.0,,0.83,75.53
2021-01-23,88,83.0,,0.83,73.03999999999999
2021-01-24,81,83.0,,0.83,67.22999999999999
2021-01-25,86,83.0,,0.83,71.38
2021-01-26,96,83.0,,0.83,79.67999999999999
2021-01-27,86,83.0,,0.83,71.38
2021-01-28,98,83.0,,0.83,81.33999999999999
2021-01-29,92,83.0,,0.83,76.36
2021-01-30,100,83.0,,0.83,83.0
2021-01-31,96,83.0,,0.83,79.67999999999999
2021-02-01,85,88.0,False,0.88,74.8
2021-02-02,97,88.0,,0.88,85.36
2021-02-03,100,88.0,,0.88,88.0
2021-02-04,95,88.0,,0.88,83.6
2021-02-05,94,88.0,,0.88,82.72
2021-02-06,88,88.0,,0.88,77.44
2021-02-07,85,88.0,,0.88,74.8
2021-02-08,88,88.0,,0.88,77.44
2021-02-09,97,88.0,,0.88,85.36
2021-02-10,97,88.0,,0.88,85.36
2021-02-11,94,88.0,,0.88,82.72
2021-02-12,86,88.0,,0.88,75.68
2021-02-13,91,88.0,,0.88,80.08
2021-02-14,88,88.0,,0.88,77.44
2021-02-15,89,88.0,,0.88,78.32000000000001
2021-02-16,91,88.0,,0.88,80.08
2021-02-17,87,88.0,,0.88,76.56
2021-02-18,88,88.0,,0.88,77.44
2021-02-19,94,88.0,,0.88,82.72
2021-02-20,88,88.0,,0.88,77.44
2021-02-21,86,88.0,,0.88,75.68
2021-02-22,84,88.0,,0.88,73.92
2021-02-23,96,88.0,,0.88,84.48
2021-02-24,87,88.0,,0.88,76.56
2021-02-25,91,88.0,,0.88,80.08
2021-02-26,83,88.0,,0.88,73.04
2021-02-27,78,88.0,,0.88,68.64
2021-02-28,80,88.0,,0.88,70.4
2021-03-01,79,87.0,False,0.87,68.73
2021-03-02,87,87.0,,0.87,75.69
2021-03-03,87,87.0,,0.87,75.69
2021-03-04,85,87.0,,0.87,73.95
2021-03-05,83,87.0,,0.87,72.21
2021-03-06,74,87.0,,0.87,64.38
2021-03-07,77,87.0,,0.87,66.99
2021-03-08,78,87.0,,0.87,67.86
2021-03-09,86,87.0,,0.87,74.82
2021-03-10,90,87.0,,0.87,78.3
2021-03-11,100,87.0,,0.87,87.0
2021-03-12,88,87.0,,0.87,76.56
2021-03-13,81,87.0,,0.87,70.47
2021-03-14,83,87.0,,0.87,72.21
2021-03-15,84,87.0,,0.87,73.08
2021-03-16,87,87.0,,0.87,75.69
2021-03-17,88,87.0,,0.87,76.56
2021-03-18,88,87.0,,0.87,76.56
2021-03-19,84,87.0,,0.87,73.08
2021-03-20,75,87.0,,0.87,65.25
2021-03-21,68,87.0,,0.87,59.16
2021-03-22,76,87.0,,0.87,66.12
2021-03-23,85,87.0,,0.87,73.95
2021-03-24,87,87.0,,0.87,75.69
2021-03-25,88,87.0,,0.87,76.56
2021-03-26,78,87.0,,0.87,67.86
2021-03-27,73,87.0,,0.87,63.51
2021-03-28,71,87.0,,0.87,61.77
2021-03-29,80,87.0,,0.87,69.6
2021-03-30,83,87.0,,0.87,72.21
2021-03-31,81,87.0,,0.87,70.47
2021-04-01,84,86.0,False,0.86,72.24
2021-04-02,85,86.0,,0.86,73.1
2021-04-03,74,86.0,,0.86,63.64
2021-04-04,100,86.0,,0.86,86.0
2021-04-05,89,86.0,,0.86,76.53999999999999
2021-04-06,84,86.0,,0.86,72.24
