date,SBUX_unscaled,SBUX_monthly,isPartial,scale,SBUX
2021-04-24,19,37.0,,0.37,7.03
2021-04-25,6,37.0,,0.37,2.2199999999999998
2021-04-26,45,37.0,,0.37,16.65
2021-04-27,100,37.0,,0.37,37.0
2021-04-28,65,37.0,,0.37,24.05
2021-04-29,58,37.0,,0.37,21.46
2021-04-30,41,37.0,,0.37,15.17
2021-05-01,23,25.0,False,0.25,5.75
2021-05-02,20,25.0,,0.25,5.0
2021-05-03,100,25.0,,0.25,25.0
2021-05-04,77,25.0,,0.25,19.25
2021-05-05,67,25.0,,0.25,16.75
2021-05-06,72,25.0,,0.25,18.0
2021-05-07,71,25.0,,0.25,17.75
2021-05-08,28,25.0,,0.25,7.0
2021-05-09,28,25.0,,0.25,7.0
2021-05-10,82,25.0,,0.25,20.5
2021-05-11,66,25.0,,0.25,16.5
2021-05-12,78,25.0,,0.25,19.5
2021-05-13,63,25.0,,0.25,15.75
2021-05-14,69,25.0,,0.25,17.25
2021-05-15,57,25.0,,0.25,14.25
2021-05-16,24,25.0,,0.25,6.0
2021-05-17,88,25.0,,0.25,22.0
2021-05-18,77,25.0,,0.25,19.25
2021-05-19,81,25.0,,0.25,20.25
2021-05-20,70,25.0,,0.25,17.5
2021-05-21,50,25.0,,0.25,12.5
2021-05-22,28,25.0,,0.25,7.0
2021-05-23,16,25.0,,0.25,4.0
2021-05-24,67,25.0,,0.25,16.75
2021-05-25,87,25.0,,0.25,21.75
2021-05-26,62,25.0,,0.25,15.5
2021-05-27,74,25.0,,0.25,18.5
2021-05-28,42,25.0,,0.25,10.5
2021-05-29,39,25.0,,0.25,9.75
2021-05-30,20,25.0,,0.25,5.0
2021-05-31,12,25.0,,0.25,3.0
2021-06-01,75,23.0,False,0.23,17.25
2021-06-02,77,23.0,,0.23,17.71
2021-06-03,87,23.0,,0.23,20.01
2021-06-04,91,23.0,,0.23,20.93
2021-06-05,40,23.0,,0.23,9.200000000000001
2021-06-06,50,23.0,,0.23,11.5
2021-06-07,99,23.0,,0.23,22.77
2021-06-08,91,23.0,,0.23,20.93
2021-06-09,83,23.0,,0.23,19.09
2021-06-10,67,23.0,,0.23,15.41
2021-06-11,59,23.0,,0.23,13.57
2021-06-12,20,23.0,,0.23,4.6000000000000005
2021-06-13,24,23.0,,0.23,5.5200000000000005
2021-06-14,100,23.0,,0.23,23.0
2021-06-15,52,23.0,,0.23,11.96
2021-06-16,79,23.0,,0.23,18.17
2021-06-17,85,23.0,,0.23,19.55
2021-06-18,78,23.0,,0.23,17.94
2021-06-19,30,23.0,,0.23,6.9
2021-06-20,15,23.0,,0.23,3.45
2021-06-21,84,23.0,,0.23,19.32
2021-06-22,90,23.0,,0.23,20.7
2021-06-23,44,23.0,,0.23,10.120000000000001
2021-06-24,77,23.0,,0.23,17.71
2021-06-25,50,23.0,,0.23,11.5
2021-06-26,30,23.0,,0.23,6.9
2021-06-27,46,23.0,,0.23,10.58
2021-06-28,72,23.0,,0.23,16.560000000000002
2021-06-29,59,23.0,,0.23,13.57
2021-06-30,65,23.0,,0.23,14.950000000000001
2021-07-01,24,33.0,False,0.33,7.92
2021-07-02,46,33.0,,0.33,15.180000000000001
2021-07-03,19,33.0,,0.33,6.2700000000000005
2021-07-04,5,33.0,,0.33,1.6500000000000001
2021-07-05,13,33.0,,0.33,4.29
2021-07-06,40,33.0,,0.33,13.200000000000001
2021-07-07,40,33.0,,0.33,13.200000000000001
2021-07-08,44,33.0,,0.33,14.520000000000001
2021-07-09,29,33.0,,0.33,9.57
2021-07-10,11,33.0,,0.33,3.6300000000000003
2021-07-11,15,33.0,,0.33,4.95
2021-07-12,36,33.0,,0.33,11.88
2021-07-13,38,33.0,,0.33,12.540000000000001
2021-07-14,48,33.0,,0.33,15.84
2021-07-15,53,33.0,,0.33,17.490000000000002
2021-07-16,53,33.0,,0.33,17.490000000000002
2021-07-17,23,33.0,,0.33,7.590000000000001
2021-07-18,13,33.0,,0.33,4.29
2021-07-19,67,33.0,,0.33,22.11
2021-07-20,42,33.0,,0.33,13.860000000000001
2021-07-21,32,33.0,,0.33,10.56
2021-07-22,58,33.0,,0.33,19.14
2021-07-23,49,33.0,,0.33,16.17
2021-07-24,26,33.0,,0.33,8.58
2021-07-25,28,33.0,,0.33,9.24
2021-07-26,64,33.0,,0.33,21.12
2021-07-27,100,33.0,,0.33,33.0
2021-07-28,100,33.0,,0.33,33.0
2021-07-29,71,33.0,,0.33,23.43
2021-07-30,37,33.0,,0.33,12.21
2021-07-31,17,33.0,,0.33,5.61
2021-08-01,24,30.0,False,0.3,7.199999999999999
2021-08-02,79,30.0,,0.3,23.7
2021-08-03,100,30.0,,0.3,30.0
2021-08-04,77,30.0,,0.3,23.099999999999998
2021-08-05,55,30.0,,0.3,16.5
2021-08-06,82,30.0,,0.3,24.599999999999998
2021-08-07,9,30.0,,0.3,2.6999999999999997
2021-08-08,15,30.0,,0.3,4.5
2021-08-09,60,30.0,,0.3,18.0
2021-08-10,76,30.0,,0.3,22.8
2021-08-11,62,30.0,,0.3,18.599999999999998
2021-08-12,61,30.0,,0.3,18.3
2021-08-13,51,30.0,,0.3,15.299999999999999
2021-08-14,31,30.0,,0.3,9.299999999999999
2021-08-15,22,30.0,,0.3,6.6
2021-08-16,90,30.0,,0.3,27.0
2021-08-17,49,30.0,,0.3,14.7
2021-08-18,49,30.0,,0.3,14.7
2021-08-19,59,30.0,,0.3,17.7
2021-08-20,46,30.0,,0.3,13.799999999999999
2021-08-21,27,30.0,,0.3,8.1
2021-08-22,12,30.0,,0.3,3.5999999999999996
2021-08-23,50,30.0,,0.3,15.0
2021-08-24,71,30.0,,0.3,21.3
2021-08-25,38,30.0,,0.3,11.4
2021-08-26,51,30.0,,0.3,15.299999999999999
2021-08-27,53,30.0,,0.3,15.899999999999999
2021-08-28,21,30.0,,0.3,6.3
2021-08-29,18,30.0,,0.3,5.3999999999999995
2021-08-30,50,30.0,,0.3,15.0
2021-08-31,80,30.0,,0.3,24.0
2021-09-01,49,27.0,False,0.27,13.23
2021-09-02,48,27.0,,0.27,12.96
2021-09-03,47,27.0,,0.27,12.690000000000001
2021-09-04,23,27.0,,0.27,6.210000000000001
2021-09-05,30,27.0,,0.27,8.100000000000001
2021-09-06,25,27.0,,0.27,6.75
2021-09-07,74,27.0,,0.27,19.98
2021-09-08,33,27.0,,0.27,8.91
2021-09-09,82,27.0,,0.27,22.14
2021-09-10,47,27.0,,0.27,12.690000000000001
2021-09-11,22,27.0,,0.27,5.94
2021-09-12,6,27.0,,0.27,1.62
2021-09-13,31,27.0,,0.27,8.370000000000001
2021-09-14,45,27.0,,0.27,12.15
2021-09-15,100,27.0,,0.27,27.0
2021-09-16,79,27.0,,0.27,21.330000000000002
2021-09-17,52,27.0,,0.27,14.040000000000001
2021-09-18,19,27.0,,0.27,5.130000000000001
2021-09-19,16,27.0,,0.27,4.32
2021-09-20,53,27.0,,0.27,14.31
2021-09-21,54,27.0,,0.27,14.580000000000002
2021-09-22,58,27.0,,0.27,15.66
2021-09-23,76,27.0,,0.27,20.520000000000003
2021-09-24,47,27.0,,0.27,12.690000000000001
2021-09-25,16,27.0,,0.27,4.32
2021-09-26,3,27.0,,0.27,0.81
2021-09-27,56,27.0,,0.27,15.120000000000001
2021-09-28,62,27.0,,0.27,16.740000000000002
2021-09-29,58,27.0,,0.27,15.66
2021-09-30,68,27.0,,0.27,18.36
2021-10-01,18,32.0,False,0.32,5.76
2021-10-02,9,32.0,,0.32,2.88
2021-10-03,4,32.0,,0.32,1.28
2021-10-04,21,32.0,,0.32,6.72
2021-10-05,18,32.0,,0.32,5.76
2021-10-06,18,32.0,,0.32,5.76
2021-10-07,19,32.0,,0.32,6.08
2021-10-08,22,32.0,,0.32,7.04
2021-10-09,3,32.0,,0.32,0.96
2021-10-10,8,32.0,,0.32,2.56
2021-10-11,19,32.0,,0.32,6.08
2021-10-12,23,32.0,,0.32,7.36
2021-10-13,18,32.0,,0.32,5.76
2021-10-14,22,32.0,,0.32,7.04
2021-10-15,32,32.0,,0.32,10.24
2021-10-16,8,32.0,,0.32,2.56
2021-10-17,9,32.0,,0.32,2.88
2021-10-18,18,32.0,,0.32,5.76
2021-10-19,27,32.0,,0.32,8.64
2021-10-20,29,32.0,,0.32,9.28
2021-10-21,23,32.0,,0.32,7.36
2021-10-22,28,32.0,,0.32,8.96
2021-10-23,9,32.0,,0.32,2.88
2021-10-24,17,32.0,,0.32,5.44
2021-10-25,21,32.0,,0.32,6.72
2021-10-26,25,32.0,,0.32,8.0
2021-10-27,21,32.0,,0.32,6.72
2021-10-28,63,32.0,,0.32,20.16
2021-10-29,100,32.0,,0.32,32.0
2021-10-30,33,32.0,,0.32,10.56
2021-10-31,20,32.0,,0.32,6.4
2021-11-01,100,31.0,False,0.31,31.0
2021-11-02,91,31.0,,0.31,28.21
2021-11-03,60,31.0,,0.31,18.6
2021-11-04,75,31.0,,0.31,23.25
2021-11-05,91,31.0,,0.31,28.21
2021-11-06,40,31.0,,0.31,12.4
2021-11-07,39,31.0,,0.31,12.09
2021-11-08,79,31.0,,0.31,24.49
2021-11-09,81,31.0,,0.31,25.11
2021-11-10,53,31.0,,0.31,16.43
2021-11-11,78,31.0,,0.31,24.18
2021-11-12,54,31.0,,0.31,16.74
2021-11-13,33,31.0,,0.31,10.23
2021-11-14,13,31.0,,0.31,4.03
2021-11-15,65,31.0,,0.31,20.15
2021-11-16,61,31.0,,0.31,18.91
2021-11-17,46,31.0,,0.31,14.26
2021-11-18,63,31.0,,0.31,19.53
2021-11-19,54,31.0,,0.31,16.74
2021-11-20,43,31.0,,0.31,13.33
2021-11-21,17,31.0,,0.31,5.27
2021-11-22,66,31.0,,0.31,20.46
2021-11-23,58,31.0,,0.31,17.98
2021-11-24,54,31.0,,0.31,16.74
2021-11-25,13,31.0,,0.31,4.03
2021-11-26,50,31.0,,0.31,15.5
2021-11-27,35,31.0,,0.31,10.85
2021-11-28,35,31.0,,0.31,10.85
2021-11-29,64,31.0,,0.31,19.84
2021-11-30,39,31.0,,0.31,12.09
2021-12-01,63,28.0,False,0.28,17.64
2021-12-02,61,28.0,,0.28,17.080000000000002
2021-12-03,47,28.0,,0.28,13.160000000000002
2021-12-04,24,28.0,,0.28,6.720000000000001
2021-12-05,17,28.0,,0.28,4.760000000000001
2021-12-06,37,28.0,,0.28,10.360000000000001
2021-12-07,71,28.0,,0.28,19.880000000000003
2021-12-08,83,28.0,,0.28,23.240000000000002
2021-12-09,89,28.0,,0.28,24.92
2021-12-10,100,28.0,,0.28,28.000000000000004
2021-12-11,46,28.0,,0.28,12.88
2021-12-12,14,28.0,,0.28,3.9200000000000004
2021-12-13,58,28.0,,0.28,16.240000000000002
2021-12-14,61,28.0,,0.28,17.080000000000002
2021-12-15,44,28.0,,0.28,12.32
2021-12-16,66,28.0,,0.28,18.48
2021-12-17,60,28.0,,0.28,16.8
2021-12-18,29,28.0,,0.28,8.120000000000001
2021-12-19,36,28.0,,0.28,10.080000000000002
2021-12-20,48,28.0,,0.28,13.440000000000001
2021-12-21,83,28.0,,0.28,23.240000000000002
2021-12-22,83,28.0,,0.28,23.240000000000002
2021-12-23,55,28.0,,0.28,15.400000000000002
2021-12-24,26,28.0,,0.28,7.280000000000001
2021-12-25,20,28.0,,0.28,5.6000000000000005
2021-12-26,7,28.0,,0.28,1.9600000000000002
2021-12-27,73,28.0,,0.28,20.44
2021-12-28,46,28.0,,0.28,12.88
2021-12-29,51,28.0,,0.28,14.280000000000001
2021-12-30,58,28.0,,0.28,16.240000000000002
2021-12-31,74,28.0,,0.28,20.720000000000002
