date,HP_unscaled,HP_monthly,isPartial,scale,HP
2019-09-02,100,74.0,,0.74,74.0
2019-09-03,100,74.0,,0.74,74.0
2019-09-04,100,74.0,,0.74,74.0
2019-09-05,99,74.0,,0.74,73.26
2019-09-06,97,74.0,,0.74,71.78
2019-09-07,86,74.0,,0.74,63.64
2019-09-08,85,74.0,,0.74,62.9
2019-09-09,98,74.0,,0.74,72.52
2019-09-10,96,74.0,,0.74,71.03999999999999
2019-09-11,94,74.0,,0.74,69.56
2019-09-12,95,74.0,,0.74,70.3
2019-09-13,91,74.0,,0.74,67.34
2019-09-14,85,74.0,,0.74,62.9
2019-09-15,83,74.0,,0.74,61.42
2019-09-16,98,74.0,,0.74,72.52
2019-09-17,94,74.0,,0.74,69.56
2019-09-18,98,74.0,,0.74,72.52
2019-09-19,96,74.0,,0.74,71.03999999999999
2019-09-20,93,74.0,,0.74,68.82
2019-09-21,82,74.0,,0.74,60.68
2019-09-22,87,74.0,,0.74,64.38
2019-09-23,91,74.0,,0.74,67.34
2019-09-24,93,74.0,,0.74,68.82
2019-09-25,90,74.0,,0.74,66.6
2019-09-26,89,74.0,,0.74,65.86
2019-09-27,89,74.0,,0.74,65.86
2019-09-28,84,74.0,,0.74,62.16
2019-09-29,86,74.0,,0.74,63.64
2019-09-30,96,74.0,,0.74,71.03999999999999
2019-10-01,97,70.0,False,0.7,67.89999999999999
2019-10-02,97,70.0,,0.7,67.89999999999999
2019-10-03,97,70.0,,0.7,67.89999999999999
2019-10-04,97,70.0,,0.7,67.89999999999999
2019-10-05,94,70.0,,0.7,65.8
2019-10-06,83,70.0,,0.7,58.099999999999994
2019-10-07,99,70.0,,0.7,69.3
2019-10-08,97,70.0,,0.7,67.89999999999999
2019-10-09,100,70.0,,0.7,70.0
2019-10-10,94,70.0,,0.7,65.8
2019-10-11,96,70.0,,0.7,67.19999999999999
2019-10-12,82,70.0,,0.7,57.4
2019-10-13,81,70.0,,0.7,56.699999999999996
2019-10-14,93,70.0,,0.7,65.1
2019-10-15,94,70.0,,0.7,65.8
2019-10-16,95,70.0,,0.7,66.5
2019-10-17,94,70.0,,0.7,65.8
2019-10-18,91,70.0,,0.7,63.699999999999996
2019-10-19,86,70.0,,0.7,60.199999999999996
2019-10-20,80,70.0,,0.7,56.0
2019-10-21,96,70.0,,0.7,67.19999999999999
2019-10-22,95,70.0,,0.7,66.5
2019-10-23,99,70.0,,0.7,69.3
2019-10-24,93,70.0,,0.7,65.1
2019-10-25,91,70.0,,0.7,63.699999999999996
2019-10-26,81,70.0,,0.7,56.699999999999996
2019-10-27,76,70.0,,0.7,53.199999999999996
2019-10-28,90,70.0,,0.7,62.99999999999999
2019-10-29,91,70.0,,0.7,63.699999999999996
2019-10-30,93,70.0,,0.7,65.1
2019-10-31,83,70.0,,0.7,58.099999999999994
2019-11-01,59,76.0,False,0.76,44.84
2019-11-02,55,76.0,,0.76,41.8
2019-11-03,54,76.0,,0.76,41.04
2019-11-04,60,76.0,,0.76,45.6
2019-11-05,65,76.0,,0.76,49.4
2019-11-06,68,76.0,,0.76,51.68
2019-11-07,67,76.0,,0.76,50.92
2019-11-08,64,76.0,,0.76,48.64
2019-11-09,56,76.0,,0.76,42.56
2019-11-10,56,76.0,,0.76,42.56
2019-11-11,59,76.0,,0.76,44.84
2019-11-12,64,76.0,,0.76,48.64
2019-11-13,59,76.0,,0.76,44.84
2019-11-14,64,76.0,,0.76,48.64
2019-11-15,61,76.0,,0.76,46.36
2019-11-16,58,76.0,,0.76,44.08
2019-11-17,60,76.0,,0.76,45.6
2019-11-18,63,76.0,,0.76,47.88
2019-11-19,62,76.0,,0.76,47.12
2019-11-20,64,76.0,,0.76,48.64
2019-11-21,63,76.0,,0.76,47.88
2019-11-22,66,76.0,,0.76,50.160000000000004
2019-11-23,61,76.0,,0.76,46.36
2019-11-24,60,76.0,,0.76,45.6
2019-11-25,66,76.0,,0.76,50.160000000000004
2019-11-26,67,76.0,,0.76,50.92
2019-11-27,69,76.0,,0.76,52.44
2019-11-28,77,76.0,,0.76,58.52
2019-11-29,100,76.0,,0.76,76.0
2019-11-30,75,76.0,,0.76,57.0
2019-12-01,79,73.0,False,0.73,57.67
2019-12-02,100,73.0,,0.73,73.0
2019-12-03,84,73.0,,0.73,61.32
2019-12-04,77,73.0,,0.73,56.21
2019-12-05,81,73.0,,0.73,59.129999999999995
2019-12-06,76,73.0,,0.73,55.48
2019-12-07,70,73.0,,0.73,51.1
2019-12-08,68,73.0,,0.73,49.64
2019-12-09,68,73.0,,0.73,49.64
2019-12-10,70,73.0,,0.73,51.1
2019-12-11,76,73.0,,0.73,55.48
2019-12-12,73,73.0,,0.73,53.29
2019-12-13,70,73.0,,0.73,51.1
2019-12-14,66,73.0,,0.73,48.18
2019-12-15,66,73.0,,0.73,48.18
2019-12-16,71,73.0,,0.73,51.83
2019-12-17,72,73.0,,0.73,52.56
2019-12-18,70,73.0,,0.73,51.1
2019-12-19,70,73.0,,0.73,51.1
2019-12-20,72,73.0,,0.73,52.56
2019-12-21,64,73.0,,0.73,46.72
2019-12-22,66,73.0,,0.73,48.18
2019-12-23,70,73.0,,0.73,51.1
2019-12-24,65,73.0,,0.73,47.449999999999996
2019-12-25,68,73.0,,0.73,49.64
2019-12-26,78,73.0,,0.73,56.94
2019-12-27,77,73.0,,0.73,56.21
2019-12-28,64,73.0,,0.73,46.72
2019-12-29,60,73.0,,0.73,43.8
2019-12-30,72,73.0,,0.73,52.56
2019-12-31,65,73.0,,0.73,47.449999999999996
2020-01-01,67,74.0,False,0.74,49.58
2020-01-02,90,74.0,,0.74,66.6
2020-01-03,91,74.0,,0.74,67.34
2020-01-04,79,74.0,,0.74,58.46
2020-01-05,83,74.0,,0.74,61.42
2020-01-06,96,74.0,,0.74,71.03999999999999
2020-01-07,94,74.0,,0.74,69.56
2020-01-08,90,74.0,,0.74,66.6
2020-01-09,97,74.0,,0.74,71.78
2020-01-10,94,74.0,,0.74,69.56
2020-01-11,93,74.0,,0.74,68.82
2020-01-12,81,74.0,,0.74,59.94
2020-01-13,89,74.0,,0.74,65.86
2020-01-14,92,74.0,,0.74,68.08
2020-01-15,100,74.0,,0.74,74.0
2020-01-16,95,74.0,,0.74,70.3
2020-01-17,90,74.0,,0.74,66.6
2020-01-18,99,74.0,,0.74,73.26
2020-01-19,85,74.0,,0.74,62.9
2020-01-20,93,74.0,,0.74,68.82
2020-01-21,92,74.0,,0.74,68.08
2020-01-22,96,74.0,,0.74,71.03999999999999
2020-01-23,96,74.0,,0.74,71.03999999999999
2020-01-24,93,74.0,,0.74,68.82
2020-01-25,87,74.0,,0.74,64.38
2020-01-26,80,74.0,,0.74,59.2
2020-01-27,88,74.0,,0.74,65.12
2020-01-28,90,74.0,,0.74,66.6
2020-01-29,90,74.0,,0.74,66.6
2020-01-30,88,74.0,,0.74,65.12
2020-01-31,88,74.0,,0.74,65.12
2020-02-01,96,73.0,False,0.73,70.08
2020-02-02,84,73.0,,0.73,61.32
2020-02-03,88,73.0,,0.73,64.24
2020-02-04,96,73.0,,0.73,70.08
2020-02-05,100,73.0,,0.73,73.0
2020-02-06,94,73.0,,0.73,68.62
2020-02-07,92,73.0,,0.73,67.16
2020-02-08,94,73.0,,0.73,68.62
2020-02-09,89,73.0,,0.73,64.97
2020-02-10,96,73.0,,0.73,70.08
2020-02-11,100,73.0,,0.73,73.0
2020-02-12,95,73.0,,0.73,69.35
2020-02-13,95,73.0,,0.73,69.35
2020-02-14,91,73.0,,0.73,66.42999999999999
2020-02-15,94,73.0,,0.73,68.62
2020-02-16,88,73.0,,0.73,64.24
2020-02-17,98,73.0,,0.73,71.53999999999999
2020-02-18,96,73.0,,0.73,70.08
2020-02-19,98,73.0,,0.73,71.53999999999999
2020-02-20,95,73.0,,0.73,69.35
2020-02-21,95,73.0,,0.73,69.35
2020-02-22,94,73.0,,0.73,68.62
2020-02-23,86,73.0,,0.73,62.78
2020-02-24,94,73.0,,0.73,68.62
2020-02-25,96,73.0,,0.73,70.08
2020-02-26,96,73.0,,0.73,70.08
2020-02-27,92,73.0,,0.73,67.16
2020-02-28,91,73.0,,0.73,66.42999999999999
2020-02-29,92,73.0,,0.73,67.16
2020-03-01,68,83.0,False,0.83,56.44
2020-03-02,68,83.0,,0.83,56.44
2020-03-03,69,83.0,,0.83,57.269999999999996
2020-03-04,67,83.0,,0.83,55.61
2020-03-05,69,83.0,,0.83,57.269999999999996
2020-03-06,68,83.0,,0.83,56.44
2020-03-07,65,83.0,,0.83,53.949999999999996
2020-03-08,67,83.0,,0.83,55.61
2020-03-09,68,83.0,,0.83,56.44
2020-03-10,69,83.0,,0.83,57.269999999999996
2020-03-11,70,83.0,,0.83,58.099999999999994
2020-03-12,64,83.0,,0.83,53.12
2020-03-13,66,83.0,,0.83,54.779999999999994
2020-03-14,69,83.0,,0.83,57.269999999999996
2020-03-15,68,83.0,,0.83,56.44
2020-03-16,75,83.0,,0.83,62.25
2020-03-17,82,83.0,,0.83,68.06
2020-03-18,85,83.0,,0.83,70.55
2020-03-19,86,83.0,,0.83,71.38
2020-03-20,81,83.0,,0.83,67.22999999999999
2020-03-21,78,83.0,,0.83,64.74
2020-03-22,75,83.0,,0.83,62.25
2020-03-23,97,83.0,,0.83,80.50999999999999
2020-03-24,98,83.0,,0.83,81.33999999999999
2020-03-25,98,83.0,,0.83,81.33999999999999
2020-03-26,94,83.0,,0.83,78.02
2020-03-27,92,83.0,,0.83,76.36
2020-03-28,81,83.0,,0.83,67.22999999999999
2020-03-29,81,83.0,,0.83,67.22999999999999
2020-03-30,97,83.0,,0.83,80.50999999999999
2020-03-31,100,83.0,,0.83,83.0
2020-04-01,93,93.0,False,0.93,86.49000000000001
2020-04-02,98,93.0,,0.93,91.14
2020-04-03,96,93.0,,0.93,89.28
2020-04-04,80,93.0,,0.93,74.4
2020-04-05,76,93.0,,0.93,70.68
2020-04-06,96,93.0,,0.93,89.28
2020-04-07,91,93.0,,0.93,84.63000000000001
2020-04-08,86,93.0,,0.93,79.98
2020-04-09,92,93.0,,0.93,85.56
2020-04-10,87,93.0,,0.93,80.91000000000001
2020-04-11,77,93.0,,0.93,71.61
2020-04-12,72,93.0,,0.93,66.96000000000001
2020-04-13,90,93.0,,0.93,83.7
2020-04-14,95,93.0,,0.93,88.35000000000001
2020-04-15,95,93.0,,0.93,88.35000000000001
2020-04-16,100,93.0,,0.93,93.0
2020-04-17,92,93.0,,0.93,85.56
2020-04-18,81,93.0,,0.93,75.33
2020-04-19,81,93.0,,0.93,75.33
2020-04-20,96,93.0,,0.93,89.28
2020-04-21,94,93.0,,0.93,87.42
2020-04-22,94,93.0,,0.93,87.42
2020-04-23,93,93.0,,0.93,86.49000000000001
2020-04-24,84,93.0,,0.93,78.12
2020-04-25,77,93.0,,0.93,71.61
2020-04-26,79,93.0,,0.93,73.47
2020-04-27,91,93.0,,0.93,84.63000000000001
2020-04-28,91,93.0,,0.93,84.63000000000001
2020-04-29,88,93.0,,0.93,81.84
2020-04-30,93,93.0,,0.93,86.49000000000001
2020-05-01,89,92.0,False,0.92,81.88000000000001
2020-05-02,86,92.0,,0.92,79.12
2020-05-03,87,92.0,,0.92,80.04
2020-05-04,98,92.0,,0.92,90.16000000000001
2020-05-05,100,92.0,,0.92,92.0
2020-05-06,94,92.0,,0.92,86.48
2020-05-07,89,92.0,,0.92,81.88000000000001
2020-05-08,87,92.0,,0.92,80.04
2020-05-09,86,92.0,,0.92,79.12
2020-05-10,82,92.0,,0.92,75.44
2020-05-11,94,92.0,,0.92,86.48
2020-05-12,90,92.0,,0.92,82.8
2020-05-13,94,92.0,,0.92,86.48
2020-05-14,94,92.0,,0.92,86.48
2020-05-15,89,92.0,,0.92,81.88000000000001
2020-05-16,83,92.0,,0.92,76.36
2020-05-17,82,92.0,,0.92,75.44
2020-05-18,100,92.0,,0.92,92.0
2020-05-19,91,92.0,,0.92,83.72
2020-05-20,94,92.0,,0.92,86.48
2020-05-21,91,92.0,,0.92,83.72
2020-05-22,86,92.0,,0.92,79.12
2020-05-23,85,92.0,,0.92,78.2
2020-05-24,85,92.0,,0.92,78.2
2020-05-25,84,92.0,,0.92,77.28
2020-05-26,94,92.0,,0.92,86.48
2020-05-27,90,92.0,,0.92,82.8
2020-05-28,93,92.0,,0.92,85.56
2020-05-29,83,92.0,,0.92,76.36
2020-05-30,77,92.0,,0.92,70.84
2020-05-31,77,92.0,,0.92,70.84
2020-06-01,88,89.0,False,0.89,78.32000000000001
2020-06-02,91,89.0,,0.89,80.99
2020-06-03,98,89.0,,0.89,87.22
2020-06-04,94,89.0,,0.89,83.66
2020-06-05,86,89.0,,0.89,76.54
2020-06-06,87,89.0,,0.89,77.43
2020-06-07,91,89.0,,0.89,80.99
2020-06-08,97,89.0,,0.89,86.33
2020-06-09,100,89.0,,0.89,89.0
2020-06-10,96,89.0,,0.89,85.44
2020-06-11,94,89.0,,0.89,83.66
2020-06-12,90,89.0,,0.89,80.1
2020-06-13,87,89.0,,0.89,77.43
2020-06-14,83,89.0,,0.89,73.87
2020-06-15,95,89.0,,0.89,84.55
2020-06-16,96,89.0,,0.89,85.44
2020-06-17,95,89.0,,0.89,84.55
2020-06-18,98,89.0,,0.89,87.22
2020-06-19,88,89.0,,0.89,78.32000000000001
2020-06-20,86,89.0,,0.89,76.54
2020-06-21,85,89.0,,0.89,75.65
2020-06-22,98,89.0,,0.89,87.22
2020-06-23,93,89.0,,0.89,82.77
2020-06-24,94,89.0,,0.89,83.66
2020-06-25,97,89.0,,0.89,86.33
2020-06-26,95,89.0,,0.89,84.55
2020-06-27,87,89.0,,0.89,77.43
2020-06-28,88,89.0,,0.89,78.32000000000001
2020-06-29,97,89.0,,0.89,86.33
2020-06-30,95,89.0,,0.89,84.55
2020-07-01,89,92.0,False,0.92,81.88000000000001
2020-07-02,86,92.0,,0.92,79.12
2020-07-03,82,92.0,,0.92,75.44
2020-07-04,82,92.0,,0.92,75.44
2020-07-05,82,92.0,,0.92,75.44
2020-07-06,91,92.0,,0.92,83.72
2020-07-07,92,92.0,,0.92,84.64
2020-07-08,93,92.0,,0.92,85.56
2020-07-09,89,92.0,,0.92,81.88000000000001
2020-07-10,86,92.0,,0.92,79.12
2020-07-11,84,92.0,,0.92,77.28
2020-07-12,83,92.0,,0.92,76.36
2020-07-13,92,92.0,,0.92,84.64
2020-07-14,94,92.0,,0.92,86.48
2020-07-15,99,92.0,,0.92,91.08
2020-07-16,93,92.0,,0.92,85.56
2020-07-17,91,92.0,,0.92,83.72
2020-07-18,88,92.0,,0.92,80.96000000000001
2020-07-19,84,92.0,,0.92,77.28
2020-07-20,98,92.0,,0.92,90.16000000000001
2020-07-21,96,92.0,,0.92,88.32000000000001
2020-07-22,100,92.0,,0.92,92.0
2020-07-23,92,92.0,,0.92,84.64
2020-07-24,89,92.0,,0.92,81.88000000000001
2020-07-25,83,92.0,,0.92,76.36
2020-07-26,84,92.0,,0.92,77.28
2020-07-27,94,92.0,,0.92,86.48
2020-07-28,98,92.0,,0.92,90.16000000000001
2020-07-29,95,92.0,,0.92,87.4
2020-07-30,97,92.0,,0.92,89.24000000000001
2020-07-31,92,92.0,,0.92,84.64
2020-08-01,72,100.0,False,1.0,72.0
2020-08-02,73,100.0,,1.0,73.0
2020-08-03,82,100.0,,1.0,82.0
2020-08-04,82,100.0,,1.0,82.0
2020-08-05,79,100.0,,1.0,79.0
2020-08-06,85,100.0,,1.0,85.0
2020-08-07,80,100.0,,1.0,80.0
2020-08-08,77,100.0,,1.0,77.0
2020-08-09,78,100.0,,1.0,78.0
2020-08-10,83,100.0,,1.0,83.0
2020-08-11,84,100.0,,1.0,84.0
2020-08-12,87,100.0,,1.0,87.0
2020-08-13,85,100.0,,1.0,85.0
2020-08-14,90,100.0,,1.0,90.0
2020-08-15,76,100.0,,1.0,76.0
2020-08-16,78,100.0,,1.0,78.0
2020-08-17,100,100.0,,1.0,100.0
2020-08-18,96,100.0,,1.0,96.0
2020-08-19,92,100.0,,1.0,92.0
2020-08-20,92,100.0,,1.0,92.0
2020-08-21,81,100.0,,1.0,81.0
2020-08-22,80,100.0,,1.0,80.0
2020-08-23,80,100.0,,1.0,80.0
2020-08-24,92,100.0,,1.0,92.0
2020-08-25,96,100.0,,1.0,96.0
2020-08-26,92,100.0,,1.0,92.0
2020-08-27,89,100.0,,1.0,89.0
2020-08-28,81,100.0,,1.0,81.0
2020-08-29,76,100.0,,1.0,76.0
2020-08-30,77,100.0,,1.0,77.0
2020-08-31,93,100.0,,1.0,93.0
2020-09-01,100,90.0,False,0.9,90.0
2020-09-02,95,90.0,,0.9,85.5
2020-09-03,92,90.0,,0.9,82.8
2020-09-04,83,90.0,,0.9,74.7
2020-09-05,77,90.0,,0.9,69.3
2020-09-06,73,90.0,,0.9,65.7
2020-09-07,80,90.0,,0.9,72.0
2020-09-08,94,90.0,,0.9,84.60000000000001
2020-09-09,87,90.0,,0.9,78.3
2020-09-10,85,90.0,,0.9,76.5
2020-09-11,80,90.0,,0.9,72.0
2020-09-12,76,90.0,,0.9,68.4
2020-09-13,75,90.0,,0.9,67.5
2020-09-14,84,90.0,,0.9,75.60000000000001
2020-09-15,83,90.0,,0.9,74.7
2020-09-16,82,90.0,,0.9,73.8
2020-09-17,81,90.0,,0.9,72.9
2020-09-18,72,90.0,,0.9,64.8
2020-09-19,67,90.0,,0.9,60.300000000000004
2020-09-20,70,90.0,,0.9,63.0
2020-09-21,80,90.0,,0.9,72.0
2020-09-22,77,90.0,,0.9,69.3
2020-09-23,76,90.0,,0.9,68.4
2020-09-24,76,90.0,,0.9,68.4
2020-09-25,71,90.0,,0.9,63.9
2020-09-26,74,90.0,,0.9,66.60000000000001
2020-09-27,71,90.0,,0.9,63.9
2020-09-28,76,90.0,,0.9,68.4
2020-09-29,77,90.0,,0.9,69.3
2020-09-30,77,90.0,,0.9,69.3
2020-10-01,87,83.0,False,0.83,72.21
2020-10-02,88,83.0,,0.83,73.03999999999999
2020-10-03,86,83.0,,0.83,71.38
2020-10-04,86,83.0,,0.83,71.38
2020-10-05,94,83.0,,0.83,78.02
2020-10-06,93,83.0,,0.83,77.19
2020-10-07,93,83.0,,0.83,77.19
2020-10-08,93,83.0,,0.83,77.19
2020-10-09,89,83.0,,0.83,73.86999999999999
2020-10-10,89,83.0,,0.83,73.86999999999999
2020-10-11,89,83.0,,0.83,73.86999999999999
2020-10-12,93,83.0,,0.83,77.19
2020-10-13,96,83.0,,0.83,79.67999999999999
2020-10-14,99,83.0,,0.83,82.17
2020-10-15,98,83.0,,0.83,81.33999999999999
2020-10-16,89,83.0,,0.83,73.86999999999999
2020-10-17,88,83.0,,0.83,73.03999999999999
2020-10-18,86,83.0,,0.83,71.38
2020-10-19,95,83.0,,0.83,78.85
2020-10-20,97,83.0,,0.83,80.50999999999999
2020-10-21,97,83.0,,0.83,80.50999999999999
2020-10-22,94,83.0,,0.83,78.02
2020-10-23,100,83.0,,0.83,83.0
2020-10-24,88,83.0,,0.83,73.03999999999999
2020-10-25,85,83.0,,0.83,70.55
2020-10-26,94,83.0,,0.83,78.02
2020-10-27,93,83.0,,0.83,77.19
2020-10-28,93,83.0,,0.83,77.19
2020-10-29,99,83.0,,0.83,82.17
2020-10-30,94,83.0,,0.83,78.02
2020-10-31,87,83.0,,0.83,72.21
2020-11-01,69,81.0,False,0.81,55.89
2020-11-02,78,81.0,,0.81,63.18000000000001
2020-11-03,72,81.0,,0.81,58.32000000000001
2020-11-04,47,81.0,,0.81,38.07
2020-11-05,54,81.0,,0.81,43.74
2020-11-06,56,81.0,,0.81,45.36
2020-11-07,56,81.0,,0.81,45.36
2020-11-08,65,81.0,,0.81,52.650000000000006
2020-11-09,74,81.0,,0.81,59.940000000000005
2020-11-10,75,81.0,,0.81,60.75000000000001
2020-11-11,78,81.0,,0.81,63.18000000000001
2020-11-12,79,81.0,,0.81,63.99
2020-11-13,74,81.0,,0.81,59.940000000000005
2020-11-14,70,81.0,,0.81,56.7
2020-11-15,72,81.0,,0.81,58.32000000000001
2020-11-16,77,81.0,,0.81,62.370000000000005
2020-11-17,78,81.0,,0.81,63.18000000000001
2020-11-18,79,81.0,,0.81,63.99
2020-11-19,77,81.0,,0.81,62.370000000000005
2020-11-20,76,81.0,,0.81,61.56
2020-11-21,70,81.0,,0.81,56.7
2020-11-22,73,81.0,,0.81,59.13
2020-11-23,80,81.0,,0.81,64.80000000000001
2020-11-24,79,81.0,,0.81,63.99
2020-11-25,80,81.0,,0.81,64.80000000000001
2020-11-26,79,81.0,,0.81,63.99
2020-11-27,97,81.0,,0.81,78.57000000000001
2020-11-28,84,81.0,,0.81,68.04
2020-11-29,78,81.0,,0.81,63.18000000000001
2020-11-30,100,81.0,,0.81,81.0
2020-12-01,100,82.0,False,0.82,82.0
2020-12-02,92,82.0,,0.82,75.44
2020-12-03,92,82.0,,0.82,75.44
2020-12-04,87,82.0,,0.82,71.33999999999999
2020-12-05,86,82.0,,0.82,70.52
2020-12-06,81,82.0,,0.82,66.42
2020-12-07,89,82.0,,0.82,72.97999999999999
2020-12-08,90,82.0,,0.82,73.8
2020-12-09,93,82.0,,0.82,76.25999999999999
2020-12-10,87,82.0,,0.82,71.33999999999999
2020-12-11,84,82.0,,0.82,68.88
2020-12-12,84,82.0,,0.82,68.88
2020-12-13,81,82.0,,0.82,66.42
2020-12-14,87,82.0,,0.82,71.33999999999999
2020-12-15,86,82.0,,0.82,70.52
2020-12-16,89,82.0,,0.82,72.97999999999999
2020-12-17,86,82.0,,0.82,70.52
2020-12-18,86,82.0,,0.82,70.52
2020-12-19,79,82.0,,0.82,64.78
2020-12-20,82,82.0,,0.82,67.24
2020-12-21,83,82.0,,0.82,68.06
2020-12-22,82,82.0,,0.82,67.24
2020-12-23,79,82.0,,0.82,64.78
2020-12-24,80,82.0,,0.82,65.6
2020-12-25,75,82.0,,0.82,61.49999999999999
2020-12-26,81,82.0,,0.82,66.42
2020-12-27,76,82.0,,0.82,62.31999999999999
2020-12-28,84,82.0,,0.82,68.88
2020-12-29,84,82.0,,0.82,68.88
2020-12-30,86,82.0,,0.82,70.52
2020-12-31,78,82.0,,0.82,63.959999999999994
2021-01-01,67,82.0,False,0.82,54.94
2021-01-02,71,82.0,,0.82,58.22
2021-01-03,74,82.0,,0.82,60.68
2021-01-04,83,82.0,,0.82,68.06
2021-01-05,83,82.0,,0.82,68.06
2021-01-06,94,82.0,,0.82,77.08
2021-01-07,80,82.0,,0.82,65.6
2021-01-08,83,82.0,,0.82,68.06
2021-01-09,75,82.0,,0.82,61.49999999999999
2021-01-10,74,82.0,,0.82,60.68
2021-01-11,83,82.0,,0.82,68.06
2021-01-12,83,82.0,,0.82,68.06
2021-01-13,83,82.0,,0.82,68.06
2021-01-14,86,82.0,,0.82,70.52
2021-01-15,84,82.0,,0.82,68.88
2021-01-16,76,82.0,,0.82,62.31999999999999
2021-01-17,74,82.0,,0.82,60.68
2021-01-18,83,82.0,,0.82,68.06
2021-01-19,85,82.0,,0.82,69.7
2021-01-20,81,82.0,,0.82,66.42
2021-01-21,82,82.0,,0.82,67.24
2021-01-22,82,82.0,,0.82,67.24
2021-01-23,77,82.0,,0.82,63.13999999999999
2021-01-24,76,82.0,,0.82,62.31999999999999
2021-01-25,100,82.0,,0.82,82.0
2021-01-26,87,82.0,,0.82,71.33999999999999
2021-01-27,86,82.0,,0.82,70.52
2021-01-28,82,82.0,,0.82,67.24
2021-01-29,80,82.0,,0.82,65.6
2021-01-30,79,82.0,,0.82,64.78
2021-01-31,80,82.0,,0.82,65.6
2021-02-01,87,84.0,False,0.84,73.08
2021-02-02,86,84.0,,0.84,72.24
2021-02-03,91,84.0,,0.84,76.44
2021-02-04,90,84.0,,0.84,75.6
2021-02-05,90,84.0,,0.84,75.6
2021-02-06,81,84.0,,0.84,68.03999999999999
2021-02-07,75,84.0,,0.84,63.0
2021-02-08,79,84.0,,0.84,66.36
2021-02-09,86,84.0,,0.84,72.24
2021-02-10,100,84.0,,0.84,84.0
2021-02-11,82,84.0,,0.84,68.88
2021-02-12,82,84.0,,0.84,68.88
2021-02-13,76,84.0,,0.84,63.839999999999996
2021-02-14,75,84.0,,0.84,63.0
2021-02-15,80,84.0,,0.84,67.2
2021-02-16,83,84.0,,0.84,69.72
2021-02-17,84,84.0,,0.84,70.56
2021-02-18,81,84.0,,0.84,68.03999999999999
2021-02-19,82,84.0,,0.84,68.88
2021-02-20,76,84.0,,0.84,63.839999999999996
2021-02-21,75,84.0,,0.84,63.0
2021-02-22,88,84.0,,0.84,73.92
2021-02-23,87,84.0,,0.84,73.08
2021-02-24,85,84.0,,0.84,71.39999999999999
2021-02-25,86,84.0,,0.84,72.24
2021-02-26,83,84.0,,0.84,69.72
2021-02-27,79,84.0,,0.84,66.36
2021-02-28,78,84.0,,0.84,65.52
2021-03-01,75,83.0,False,0.83,62.25
2021-03-02,77,83.0,,0.83,63.91
2021-03-03,77,83.0,,0.83,63.91
2021-03-04,77,83.0,,0.83,63.91
2021-03-05,72,83.0,,0.83,59.76
2021-03-06,68,83.0,,0.83,56.44
2021-03-07,69,83.0,,0.83,57.269999999999996
2021-03-08,74,83.0,,0.83,61.419999999999995
2021-03-09,73,83.0,,0.83,60.589999999999996
2021-03-10,72,83.0,,0.83,59.76
2021-03-11,73,83.0,,0.83,60.589999999999996
2021-03-12,100,83.0,,0.83,83.0
2021-03-13,71,83.0,,0.83,58.93
2021-03-14,70,83.0,,0.83,58.099999999999994
2021-03-15,71,83.0,,0.83,58.93
2021-03-16,76,83.0,,0.83,63.08
2021-03-17,76,83.0,,0.83,63.08
2021-03-18,73,83.0,,0.83,60.589999999999996
2021-03-19,73,83.0,,0.83,60.589999999999996
2021-03-20,77,83.0,,0.83,63.91
2021-03-21,70,83.0,,0.83,58.099999999999994
2021-03-22,75,83.0,,0.83,62.25
2021-03-23,75,83.0,,0.83,62.25
2021-03-24,72,83.0,,0.83,59.76
2021-03-25,73,83.0,,0.83,60.589999999999996
2021-03-26,74,83.0,,0.83,61.419999999999995
2021-03-27,69,83.0,,0.83,57.269999999999996
2021-03-28,67,83.0,,0.83,55.61
2021-03-29,73,83.0,,0.83,60.589999999999996
2021-03-30,73,83.0,,0.83,60.589999999999996
2021-03-31,74,83.0,,0.83,61.419999999999995
2021-04-01,75,83.0,False,0.83,62.25
2021-04-02,76,83.0,,0.83,63.08
2021-04-03,68,83.0,,0.83,56.44
2021-04-04,71,83.0,,0.83,58.93
2021-04-05,88,83.0,,0.83,73.03999999999999
2021-04-06,77,83.0,,0.83,63.91
2021-04-07,79,83.0,,0.83,65.57
2021-04-08,78,83.0,,0.83,64.74
2021-04-09,94,83.0,,0.83,78.02
2021-04-10,71,83.0,,0.83,58.93
2021-04-11,74,83.0,,0.83,61.419999999999995
2021-04-12,78,83.0,,0.83,64.74
2021-04-13,76,83.0,,0.83,63.08
2021-04-14,79,83.0,,0.83,65.57
2021-04-15,79,83.0,,0.83,65.57
2021-04-16,73,83.0,,0.83,60.589999999999996
2021-04-17,71,83.0,,0.83,58.93
2021-04-18,71,83.0,,0.83,58.93
2021-04-19,78,83.0,,0.83,64.74
2021-04-20,75,83.0,,0.83,62.25
2021-04-21,78,83.0,,0.83,64.74
2021-04-22,77,83.0,,0.83,63.91
2021-04-23,76,83.0,,0.83,63.08
2021-04-24,69,83.0,,0.83,57.269999999999996
2021-04-25,72,83.0,,0.83,59.76
2021-04-26,79,83.0,,0.83,65.57
2021-04-27,78,83.0,,0.83,64.74
2021-04-28,100,83.0,,0.83,83.0
2021-04-29,98,83.0,,0.83,81.33999999999999
2021-04-30,71,83.0,,0.83,58.93
2021-05-01,68,79.0,False,0.79,53.72
