date,AMZN_unscaled,AMZN_monthly,isPartial,scale,AMZN
2021-04-22,25,46.0,,0.46,11.5
2021-04-23,27,46.0,,0.46,12.42
2021-04-24,6,46.0,,0.46,2.7600000000000002
2021-04-25,5,46.0,,0.46,2.3000000000000003
2021-04-26,36,46.0,,0.46,16.560000000000002
2021-04-27,46,46.0,,0.46,21.16
2021-04-28,50,46.0,,0.46,23.0
2021-04-29,100,46.0,,0.46,46.0
2021-04-30,85,46.0,,0.46,39.1
2021-05-01,41,34.0,False,0.34,13.940000000000001
2021-05-02,23,34.0,,0.34,7.82
2021-05-03,100,34.0,,0.34,34.0
2021-05-04,99,34.0,,0.34,33.660000000000004
2021-05-05,85,34.0,,0.34,28.900000000000002
2021-05-06,94,34.0,,0.34,31.96
2021-05-07,88,34.0,,0.34,29.92
2021-05-08,23,34.0,,0.34,7.82
2021-05-09,18,34.0,,0.34,6.12
2021-05-10,82,34.0,,0.34,27.880000000000003
2021-05-11,95,34.0,,0.34,32.300000000000004
2021-05-12,88,34.0,,0.34,29.92
2021-05-13,99,34.0,,0.34,33.660000000000004
2021-05-14,75,34.0,,0.34,25.500000000000004
2021-05-15,16,34.0,,0.34,5.44
2021-05-16,13,34.0,,0.34,4.42
2021-05-17,83,34.0,,0.34,28.220000000000002
2021-05-18,89,34.0,,0.34,30.26
2021-05-19,73,34.0,,0.34,24.82
2021-05-20,71,34.0,,0.34,24.14
2021-05-21,73,34.0,,0.34,24.82
2021-05-22,19,34.0,,0.34,6.460000000000001
2021-05-23,15,34.0,,0.34,5.1000000000000005
2021-05-24,80,34.0,,0.34,27.200000000000003
2021-05-25,81,34.0,,0.34,27.540000000000003
2021-05-26,86,34.0,,0.34,29.240000000000002
2021-05-27,79,34.0,,0.34,26.860000000000003
2021-05-28,66,34.0,,0.34,22.44
2021-05-29,13,34.0,,0.34,4.42
2021-05-30,10,34.0,,0.34,3.4000000000000004
2021-05-31,15,34.0,,0.34,5.1000000000000005
2021-06-01,66,34.0,False,0.34,22.44
2021-06-02,59,34.0,,0.34,20.060000000000002
2021-06-03,69,34.0,,0.34,23.46
2021-06-04,59,34.0,,0.34,20.060000000000002
2021-06-05,21,34.0,,0.34,7.140000000000001
2021-06-06,13,34.0,,0.34,4.42
2021-06-07,65,34.0,,0.34,22.1
2021-06-08,75,34.0,,0.34,25.500000000000004
2021-06-09,69,34.0,,0.34,23.46
2021-06-10,76,34.0,,0.34,25.840000000000003
2021-06-11,83,34.0,,0.34,28.220000000000002
2021-06-12,23,34.0,,0.34,7.82
2021-06-13,11,34.0,,0.34,3.74
2021-06-14,68,34.0,,0.34,23.12
2021-06-15,77,34.0,,0.34,26.180000000000003
2021-06-16,68,34.0,,0.34,23.12
2021-06-17,90,34.0,,0.34,30.6
2021-06-18,99,34.0,,0.34,33.660000000000004
2021-06-19,23,34.0,,0.34,7.82
2021-06-20,15,34.0,,0.34,5.1000000000000005
2021-06-21,73,34.0,,0.34,24.82
2021-06-22,93,34.0,,0.34,31.62
2021-06-23,85,34.0,,0.34,28.900000000000002
2021-06-24,100,34.0,,0.34,34.0
2021-06-25,75,34.0,,0.34,25.500000000000004
2021-06-26,16,34.0,,0.34,5.44
2021-06-27,14,34.0,,0.34,4.760000000000001
2021-06-28,79,34.0,,0.34,26.860000000000003
2021-06-29,70,34.0,,0.34,23.8
2021-06-30,68,34.0,,0.34,23.12
2021-07-01,24,48.0,False,0.48,11.52
2021-07-02,28,48.0,,0.48,13.44
2021-07-03,7,48.0,,0.48,3.36
2021-07-04,5,48.0,,0.48,2.4
2021-07-05,10,48.0,,0.48,4.8
2021-07-06,54,48.0,,0.48,25.919999999999998
2021-07-07,57,48.0,,0.48,27.36
2021-07-08,49,48.0,,0.48,23.52
2021-07-09,41,48.0,,0.48,19.68
2021-07-10,10,48.0,,0.48,4.8
2021-07-11,6,48.0,,0.48,2.88
2021-07-12,33,48.0,,0.48,15.84
2021-07-13,35,48.0,,0.48,16.8
2021-07-14,34,48.0,,0.48,16.32
2021-07-15,34,48.0,,0.48,16.32
2021-07-16,27,48.0,,0.48,12.959999999999999
2021-07-17,7,48.0,,0.48,3.36
2021-07-18,6,48.0,,0.48,2.88
2021-07-19,33,48.0,,0.48,15.84
2021-07-20,37,48.0,,0.48,17.759999999999998
2021-07-21,29,48.0,,0.48,13.92
2021-07-22,28,48.0,,0.48,13.44
2021-07-23,26,48.0,,0.48,12.48
2021-07-24,9,48.0,,0.48,4.32
2021-07-25,6,48.0,,0.48,2.88
2021-07-26,34,48.0,,0.48,16.32
2021-07-27,37,48.0,,0.48,17.759999999999998
2021-07-28,37,48.0,,0.48,17.759999999999998
2021-07-29,73,48.0,,0.48,35.04
2021-07-30,100,48.0,,0.48,48.0
2021-07-31,18,48.0,,0.48,8.64
2021-08-01,29,37.0,False,0.37,10.73
2021-08-02,100,37.0,,0.37,37.0
2021-08-03,85,37.0,,0.37,31.45
2021-08-04,84,37.0,,0.37,31.08
2021-08-05,80,37.0,,0.37,29.6
2021-08-06,72,37.0,,0.37,26.64
2021-08-07,14,37.0,,0.37,5.18
2021-08-08,9,37.0,,0.37,3.33
2021-08-09,70,37.0,,0.37,25.9
2021-08-10,66,37.0,,0.37,24.419999999999998
2021-08-11,68,37.0,,0.37,25.16
2021-08-12,68,37.0,,0.37,25.16
2021-08-13,64,37.0,,0.37,23.68
2021-08-14,23,37.0,,0.37,8.51
2021-08-15,11,37.0,,0.37,4.07
2021-08-16,66,37.0,,0.37,24.419999999999998
2021-08-17,71,37.0,,0.37,26.27
2021-08-18,72,37.0,,0.37,26.64
2021-08-19,78,37.0,,0.37,28.86
2021-08-20,76,37.0,,0.37,28.12
2021-08-21,19,37.0,,0.37,7.03
2021-08-22,13,37.0,,0.37,4.81
2021-08-23,72,37.0,,0.37,26.64
2021-08-24,80,37.0,,0.37,29.6
2021-08-25,65,37.0,,0.37,24.05
2021-08-26,65,37.0,,0.37,24.05
2021-08-27,61,37.0,,0.37,22.57
2021-08-28,18,37.0,,0.37,6.66
2021-08-29,11,37.0,,0.37,4.07
2021-08-30,70,37.0,,0.37,25.9
2021-08-31,74,37.0,,0.37,27.38
2021-09-01,100,25.0,False,0.25,25.0
2021-09-02,93,25.0,,0.25,23.25
2021-09-03,91,25.0,,0.25,22.75
2021-09-04,17,25.0,,0.25,4.25
2021-09-05,18,25.0,,0.25,4.5
2021-09-06,23,25.0,,0.25,5.75
2021-09-07,80,25.0,,0.25,20.0
2021-09-08,85,25.0,,0.25,21.25
2021-09-09,80,25.0,,0.25,20.0
2021-09-10,81,25.0,,0.25,20.25
2021-09-11,23,25.0,,0.25,5.75
2021-09-12,15,25.0,,0.25,3.75
2021-09-13,85,25.0,,0.25,21.25
2021-09-14,69,25.0,,0.25,17.25
2021-09-15,72,25.0,,0.25,18.0
2021-09-16,72,25.0,,0.25,18.0
2021-09-17,67,25.0,,0.25,16.75
2021-09-18,14,25.0,,0.25,3.5
2021-09-19,20,25.0,,0.25,5.0
2021-09-20,87,25.0,,0.25,21.75
2021-09-21,90,25.0,,0.25,22.5
2021-09-22,65,25.0,,0.25,16.25
2021-09-23,75,25.0,,0.25,18.75
2021-09-24,73,25.0,,0.25,18.25
2021-09-25,16,25.0,,0.25,4.0
2021-09-26,14,25.0,,0.25,3.5
2021-09-27,75,25.0,,0.25,18.75
2021-09-28,94,25.0,,0.25,23.5
2021-09-29,80,25.0,,0.25,20.0
2021-09-30,80,25.0,,0.25,20.0
2021-10-01,31,34.0,False,0.34,10.540000000000001
2021-10-02,9,34.0,,0.34,3.06
2021-10-03,7,34.0,,0.34,2.3800000000000003
2021-10-04,37,34.0,,0.34,12.58
2021-10-05,39,34.0,,0.34,13.260000000000002
2021-10-06,36,34.0,,0.34,12.24
2021-10-07,34,34.0,,0.34,11.56
2021-10-08,31,34.0,,0.34,10.540000000000001
2021-10-09,6,34.0,,0.34,2.04
2021-10-10,4,34.0,,0.34,1.36
2021-10-11,30,34.0,,0.34,10.200000000000001
2021-10-12,30,34.0,,0.34,10.200000000000001
2021-10-13,31,34.0,,0.34,10.540000000000001
2021-10-14,30,34.0,,0.34,10.200000000000001
2021-10-15,38,34.0,,0.34,12.920000000000002
2021-10-16,11,34.0,,0.34,3.74
2021-10-17,9,34.0,,0.34,3.06
2021-10-18,32,34.0,,0.34,10.88
2021-10-19,34,34.0,,0.34,11.56
2021-10-20,37,34.0,,0.34,12.58
2021-10-21,34,34.0,,0.34,11.56
2021-10-22,31,34.0,,0.34,10.540000000000001
2021-10-23,7,34.0,,0.34,2.3800000000000003
2021-10-24,8,34.0,,0.34,2.72
2021-10-25,39,34.0,,0.34,13.260000000000002
2021-10-26,47,34.0,,0.34,15.98
2021-10-27,43,34.0,,0.34,14.620000000000001
2021-10-28,100,34.0,,0.34,34.0
2021-10-29,93,34.0,,0.34,31.62
2021-10-30,12,34.0,,0.34,4.08
2021-10-31,9,34.0,,0.34,3.06
2021-11-01,73,34.0,False,0.34,24.82
2021-11-02,69,34.0,,0.34,23.46
2021-11-03,79,34.0,,0.34,26.860000000000003
2021-11-04,95,34.0,,0.34,32.300000000000004
2021-11-05,95,34.0,,0.34,32.300000000000004
2021-11-06,22,34.0,,0.34,7.48
2021-11-07,15,34.0,,0.34,5.1000000000000005
2021-11-08,77,34.0,,0.34,26.180000000000003
2021-11-09,82,34.0,,0.34,27.880000000000003
2021-11-10,78,34.0,,0.34,26.520000000000003
2021-11-11,67,34.0,,0.34,22.78
2021-11-12,71,34.0,,0.34,24.14
2021-11-13,17,34.0,,0.34,5.78
2021-11-14,15,34.0,,0.34,5.1000000000000005
2021-11-15,61,34.0,,0.34,20.740000000000002
2021-11-16,70,34.0,,0.34,23.8
2021-11-17,69,34.0,,0.34,23.46
2021-11-18,100,34.0,,0.34,34.0
2021-11-19,100,34.0,,0.34,34.0
2021-11-20,22,34.0,,0.34,7.48
2021-11-21,16,34.0,,0.34,5.44
2021-11-22,82,34.0,,0.34,27.880000000000003
2021-11-23,80,34.0,,0.34,27.200000000000003
2021-11-24,63,34.0,,0.34,21.42
2021-11-25,22,34.0,,0.34,7.48
2021-11-26,74,34.0,,0.34,25.16
2021-11-27,21,34.0,,0.34,7.140000000000001
2021-11-28,16,34.0,,0.34,5.44
2021-11-29,83,34.0,,0.34,28.220000000000002
2021-11-30,72,34.0,,0.34,24.48
2021-12-01,89,26.0,False,0.26,23.14
2021-12-02,68,26.0,,0.26,17.68
2021-12-03,66,26.0,,0.26,17.16
2021-12-04,23,26.0,,0.26,5.98
2021-12-05,15,26.0,,0.26,3.9000000000000004
2021-12-06,72,26.0,,0.26,18.72
2021-12-07,100,26.0,,0.26,26.0
2021-12-08,92,26.0,,0.26,23.92
2021-12-09,71,26.0,,0.26,18.46
2021-12-10,72,26.0,,0.26,18.72
2021-12-11,17,26.0,,0.26,4.42
2021-12-12,14,26.0,,0.26,3.64
2021-12-13,67,26.0,,0.26,17.42
2021-12-14,75,26.0,,0.26,19.5
2021-12-15,70,26.0,,0.26,18.2
2021-12-16,75,26.0,,0.26,19.5
2021-12-17,72,26.0,,0.26,18.72
2021-12-18,24,26.0,,0.26,6.24
2021-12-19,12,26.0,,0.26,3.12
2021-12-20,70,26.0,,0.26,18.2
2021-12-21,71,26.0,,0.26,18.46
2021-12-22,71,26.0,,0.26,18.46
2021-12-23,78,26.0,,0.26,20.28
2021-12-24,23,26.0,,0.26,5.98
2021-12-25,15,26.0,,0.26,3.9000000000000004
2021-12-26,12,26.0,,0.26,3.12
2021-12-27,70,26.0,,0.26,18.2
2021-12-28,78,26.0,,0.26,20.28
2021-12-29,68,26.0,,0.26,17.68
2021-12-30,55,26.0,,0.26,14.3
2021-12-31,47,26.0,,0.26,12.22
