date,DM_unscaled,DM_monthly,isPartial,scale,DM
2017-12-31,86,94.0,,0.94,80.83999999999999
2018-01-01,79,100.0,False,1.0,79.0
2018-01-02,82,100.0,,1.0,82.0
2018-01-03,85,100.0,,1.0,85.0
2018-01-04,100,100.0,,1.0,100.0
2018-01-05,95,100.0,,1.0,95.0
2018-01-06,89,100.0,,1.0,89.0
2018-01-07,82,100.0,,1.0,82.0
2018-01-08,85,100.0,,1.0,85.0
2018-01-09,86,100.0,,1.0,86.0
2018-01-10,90,100.0,,1.0,90.0
2018-01-11,81,100.0,,1.0,81.0
2018-01-12,84,100.0,,1.0,84.0
2018-01-13,85,100.0,,1.0,85.0
2018-01-14,77,100.0,,1.0,77.0
2018-01-15,79,100.0,,1.0,79.0
2018-01-16,76,100.0,,1.0,76.0
2018-01-17,76,100.0,,1.0,76.0
2018-01-18,81,100.0,,1.0,81.0
2018-01-19,79,100.0,,1.0,79.0
2018-01-20,77,100.0,,1.0,77.0
2018-01-21,81,100.0,,1.0,81.0
2018-01-22,79,100.0,,1.0,79.0
2018-01-23,82,100.0,,1.0,82.0
2018-01-24,82,100.0,,1.0,82.0
2018-01-25,83,100.0,,1.0,83.0
2018-01-26,75,100.0,,1.0,75.0
2018-01-27,75,100.0,,1.0,75.0
2018-01-28,77,100.0,,1.0,77.0
2018-01-29,72,100.0,,1.0,72.0
2018-01-30,71,100.0,,1.0,71.0
2018-01-31,84,100.0,,1.0,84.0
2018-02-01,91,88.0,False,0.88,80.08
2018-02-02,92,88.0,,0.88,80.96
2018-02-03,92,88.0,,0.88,80.96
2018-02-04,93,88.0,,0.88,81.84
2018-02-05,84,88.0,,0.88,73.92
2018-02-06,98,88.0,,0.88,86.24
2018-02-07,100,88.0,,0.88,88.0
2018-02-08,88,88.0,,0.88,77.44
2018-02-09,98,88.0,,0.88,86.24
2018-02-10,90,88.0,,0.88,79.2
2018-02-11,91,88.0,,0.88,80.08
2018-02-12,87,88.0,,0.88,76.56
2018-02-13,86,88.0,,0.88,75.68
2018-02-14,93,88.0,,0.88,81.84
2018-02-15,88,88.0,,0.88,77.44
2018-02-16,94,88.0,,0.88,82.72
2018-02-17,93,88.0,,0.88,81.84
2018-02-18,76,88.0,,0.88,66.88
2018-02-19,85,88.0,,0.88,74.8
2018-02-20,89,88.0,,0.88,78.32000000000001
2018-02-21,88,88.0,,0.88,77.44
2018-02-22,87,88.0,,0.88,76.56
2018-02-23,94,88.0,,0.88,82.72
2018-02-24,83,88.0,,0.88,73.04
2018-02-25,84,88.0,,0.88,73.92
2018-02-26,82,88.0,,0.88,72.16
2018-02-27,81,88.0,,0.88,71.28
2018-02-28,95,88.0,,0.88,83.6
2018-03-01,80,83.0,False,0.83,66.39999999999999
2018-03-02,80,83.0,,0.83,66.39999999999999
2018-03-03,84,83.0,,0.83,69.72
2018-03-04,76,83.0,,0.83,63.08
2018-03-05,74,83.0,,0.83,61.419999999999995
2018-03-06,91,83.0,,0.83,75.53
2018-03-07,96,83.0,,0.83,79.67999999999999
2018-03-08,100,83.0,,0.83,83.0
2018-03-09,78,83.0,,0.83,64.74
2018-03-10,82,83.0,,0.83,68.06
2018-03-11,75,83.0,,0.83,62.25
2018-03-12,91,83.0,,0.83,75.53
2018-03-13,84,83.0,,0.83,69.72
2018-03-14,83,83.0,,0.83,68.89
2018-03-15,84,83.0,,0.83,69.72
2018-03-16,85,83.0,,0.83,70.55
2018-03-17,90,83.0,,0.83,74.7
2018-03-18,74,83.0,,0.83,61.419999999999995
2018-03-19,87,83.0,,0.83,72.21
2018-03-20,89,83.0,,0.83,73.86999999999999
2018-03-21,89,83.0,,0.83,73.86999999999999
2018-03-22,94,83.0,,0.83,78.02
2018-03-23,83,83.0,,0.83,68.89
2018-03-24,76,83.0,,0.83,63.08
2018-03-25,77,83.0,,0.83,63.91
2018-03-26,83,83.0,,0.83,68.89
2018-03-27,86,83.0,,0.83,71.38
2018-03-28,83,83.0,,0.83,68.89
2018-03-29,85,83.0,,0.83,70.55
2018-03-30,75,83.0,,0.83,62.25
2018-03-31,84,83.0,,0.83,69.72
2018-04-01,78,77.0,False,0.77,60.06
2018-04-02,86,77.0,,0.77,66.22
2018-04-03,85,77.0,,0.77,65.45
2018-04-04,90,77.0,,0.77,69.3
2018-04-05,90,77.0,,0.77,69.3
2018-04-06,86,77.0,,0.77,66.22
2018-04-07,81,77.0,,0.77,62.370000000000005
2018-04-08,85,77.0,,0.77,65.45
2018-04-09,94,77.0,,0.77,72.38
2018-04-10,100,77.0,,0.77,77.0
2018-04-11,83,77.0,,0.77,63.910000000000004
2018-04-12,82,77.0,,0.77,63.14
2018-04-13,79,77.0,,0.77,60.83
2018-04-14,80,77.0,,0.77,61.6
2018-04-15,74,77.0,,0.77,56.980000000000004
2018-04-16,75,77.0,,0.77,57.75
2018-04-17,94,77.0,,0.77,72.38
2018-04-18,82,77.0,,0.77,63.14
2018-04-19,100,77.0,,0.77,77.0
2018-04-20,89,77.0,,0.77,68.53
2018-04-21,91,77.0,,0.77,70.07000000000001
2018-04-22,86,77.0,,0.77,66.22
2018-04-23,93,77.0,,0.77,71.61
2018-04-24,93,77.0,,0.77,71.61
2018-04-25,84,77.0,,0.77,64.68
2018-04-26,87,77.0,,0.77,66.99
2018-04-27,84,77.0,,0.77,64.68
2018-04-28,98,77.0,,0.77,75.46000000000001
2018-04-29,76,77.0,,0.77,58.52
2018-04-30,79,77.0,,0.77,60.83
2018-05-01,97,71.0,False,0.71,68.86999999999999
2018-05-02,86,71.0,,0.71,61.059999999999995
2018-05-03,98,71.0,,0.71,69.58
2018-05-04,83,71.0,,0.71,58.93
2018-05-05,83,71.0,,0.71,58.93
2018-05-06,90,71.0,,0.71,63.9
2018-05-07,87,71.0,,0.71,61.769999999999996
2018-05-08,85,71.0,,0.71,60.349999999999994
2018-05-09,91,71.0,,0.71,64.61
2018-05-10,88,71.0,,0.71,62.48
2018-05-11,89,71.0,,0.71,63.19
2018-05-12,77,71.0,,0.71,54.669999999999995
2018-05-13,77,71.0,,0.71,54.669999999999995
2018-05-14,92,71.0,,0.71,65.32
2018-05-15,83,71.0,,0.71,58.93
2018-05-16,83,71.0,,0.71,58.93
2018-05-17,100,71.0,,0.71,71.0
2018-05-18,88,71.0,,0.71,62.48
2018-05-19,77,71.0,,0.71,54.669999999999995
2018-05-20,87,71.0,,0.71,61.769999999999996
2018-05-21,87,71.0,,0.71,61.769999999999996
2018-05-22,88,71.0,,0.71,62.48
2018-05-23,87,71.0,,0.71,61.769999999999996
2018-05-24,88,71.0,,0.71,62.48
2018-05-25,93,71.0,,0.71,66.03
2018-05-26,77,71.0,,0.71,54.669999999999995
2018-05-27,94,71.0,,0.71,66.74
2018-05-28,77,71.0,,0.71,54.669999999999995
2018-05-29,94,71.0,,0.71,66.74
2018-05-30,98,71.0,,0.71,69.58
2018-05-31,92,71.0,,0.71,65.32
2018-06-01,89,68.0,False,0.68,60.52
2018-06-02,84,68.0,,0.68,57.120000000000005
2018-06-03,93,68.0,,0.68,63.24
2018-06-04,88,68.0,,0.68,59.84
2018-06-05,94,68.0,,0.68,63.92
2018-06-06,96,68.0,,0.68,65.28
2018-06-07,94,68.0,,0.68,63.92
2018-06-08,93,68.0,,0.68,63.24
2018-06-09,81,68.0,,0.68,55.080000000000005
2018-06-10,72,68.0,,0.68,48.96
2018-06-11,98,68.0,,0.68,66.64
2018-06-12,88,68.0,,0.68,59.84
2018-06-13,100,68.0,,0.68,68.0
2018-06-14,97,68.0,,0.68,65.96000000000001
2018-06-15,85,68.0,,0.68,57.800000000000004
2018-06-16,81,68.0,,0.68,55.080000000000005
2018-06-17,65,68.0,,0.68,44.2
2018-06-18,80,68.0,,0.68,54.400000000000006
2018-06-19,85,68.0,,0.68,57.800000000000004
2018-06-20,89,68.0,,0.68,60.52
2018-06-21,86,68.0,,0.68,58.480000000000004
2018-06-22,87,68.0,,0.68,59.160000000000004
2018-06-23,85,68.0,,0.68,57.800000000000004
2018-06-24,83,68.0,,0.68,56.440000000000005
2018-06-25,95,68.0,,0.68,64.60000000000001
2018-06-26,100,68.0,,0.68,68.0
2018-06-27,93,68.0,,0.68,63.24
2018-06-28,89,68.0,,0.68,60.52
2018-06-29,97,68.0,,0.68,65.96000000000001
2018-06-30,83,68.0,,0.68,56.440000000000005
2018-07-01,63,69.0,False,0.69,43.47
2018-07-02,81,69.0,,0.69,55.88999999999999
2018-07-03,72,69.0,,0.69,49.67999999999999
2018-07-04,66,69.0,,0.69,45.54
2018-07-05,66,69.0,,0.69,45.54
2018-07-06,70,69.0,,0.69,48.3
2018-07-07,73,69.0,,0.69,50.37
2018-07-08,64,69.0,,0.69,44.16
2018-07-09,76,69.0,,0.69,52.44
2018-07-10,86,69.0,,0.69,59.339999999999996
2018-07-11,87,69.0,,0.69,60.029999999999994
2018-07-12,78,69.0,,0.69,53.81999999999999
2018-07-13,76,69.0,,0.69,52.44
2018-07-14,69,69.0,,0.69,47.61
2018-07-15,60,69.0,,0.69,41.4
2018-07-16,74,69.0,,0.69,51.059999999999995
2018-07-17,73,69.0,,0.69,50.37
2018-07-18,70,69.0,,0.69,48.3
2018-07-19,83,69.0,,0.69,57.269999999999996
2018-07-20,61,69.0,,0.69,42.089999999999996
2018-07-21,70,69.0,,0.69,48.3
2018-07-22,57,69.0,,0.69,39.33
2018-07-23,83,69.0,,0.69,57.269999999999996
2018-07-24,100,69.0,,0.69,69.0
2018-07-25,73,69.0,,0.69,50.37
2018-07-26,75,69.0,,0.69,51.74999999999999
2018-07-27,72,69.0,,0.69,49.67999999999999
2018-07-28,69,69.0,,0.69,47.61
2018-07-29,60,69.0,,0.69,41.4
2018-07-30,77,69.0,,0.69,53.129999999999995
2018-07-31,82,69.0,,0.69,56.58
2018-08-01,85,70.0,False,0.7,59.49999999999999
2018-08-02,80,70.0,,0.7,56.0
2018-08-03,84,70.0,,0.7,58.8
2018-08-04,73,70.0,,0.7,51.099999999999994
2018-08-05,81,70.0,,0.7,56.699999999999996
2018-08-06,92,70.0,,0.7,64.39999999999999
2018-08-07,81,70.0,,0.7,56.699999999999996
2018-08-08,81,70.0,,0.7,56.699999999999996
2018-08-09,76,70.0,,0.7,53.199999999999996
2018-08-10,79,70.0,,0.7,55.3
2018-08-11,86,70.0,,0.7,60.199999999999996
2018-08-12,81,70.0,,0.7,56.699999999999996
2018-08-13,83,70.0,,0.7,58.099999999999994
2018-08-14,83,70.0,,0.7,58.099999999999994
2018-08-15,84,70.0,,0.7,58.8
2018-08-16,99,70.0,,0.7,69.3
2018-08-17,86,70.0,,0.7,60.199999999999996
2018-08-18,71,70.0,,0.7,49.699999999999996
2018-08-19,76,70.0,,0.7,53.199999999999996
2018-08-20,80,70.0,,0.7,56.0
2018-08-21,92,70.0,,0.7,64.39999999999999
2018-08-22,94,70.0,,0.7,65.8
2018-08-23,78,70.0,,0.7,54.599999999999994
2018-08-24,80,70.0,,0.7,56.0
2018-08-25,81,70.0,,0.7,56.699999999999996
2018-08-26,88,70.0,,0.7,61.599999999999994
2018-08-27,88,70.0,,0.7,61.599999999999994
2018-08-28,93,70.0,,0.7,65.1
2018-08-29,92,70.0,,0.7,64.39999999999999
2018-08-30,100,70.0,,0.7,70.0
2018-08-31,93,70.0,,0.7,65.1
2018-09-01,77,83.0,False,0.83,63.91
2018-09-02,74,83.0,,0.83,61.419999999999995
2018-09-03,82,83.0,,0.83,68.06
2018-09-04,86,83.0,,0.83,71.38
2018-09-05,91,83.0,,0.83,75.53
2018-09-06,97,83.0,,0.83,80.50999999999999
2018-09-07,83,83.0,,0.83,68.89
2018-09-08,99,83.0,,0.83,82.17
2018-09-09,95,83.0,,0.83,78.85
2018-09-10,96,83.0,,0.83,79.67999999999999
2018-09-11,92,83.0,,0.83,76.36
2018-09-12,95,83.0,,0.83,78.85
2018-09-13,92,83.0,,0.83,76.36
2018-09-14,86,83.0,,0.83,71.38
2018-09-15,91,83.0,,0.83,75.53
2018-09-16,95,83.0,,0.83,78.85
2018-09-17,96,83.0,,0.83,79.67999999999999
2018-09-18,92,83.0,,0.83,76.36
2018-09-19,98,83.0,,0.83,81.33999999999999
2018-09-20,100,83.0,,0.83,83.0
2018-09-21,86,83.0,,0.83,71.38
2018-09-22,88,83.0,,0.83,73.03999999999999
2018-09-23,87,83.0,,0.83,72.21
2018-09-24,98,83.0,,0.83,81.33999999999999
2018-09-25,97,83.0,,0.83,80.50999999999999
2018-09-26,92,83.0,,0.83,76.36
2018-09-27,89,83.0,,0.83,73.86999999999999
2018-09-28,94,83.0,,0.83,78.02
2018-09-29,82,83.0,,0.83,68.06
2018-09-30,83,83.0,,0.83,68.89
2018-10-01,83,77.0,False,0.77,63.910000000000004
2018-10-02,88,77.0,,0.77,67.76
2018-10-03,94,77.0,,0.77,72.38
2018-10-04,90,77.0,,0.77,69.3
2018-10-05,92,77.0,,0.77,70.84
2018-10-06,81,77.0,,0.77,62.370000000000005
2018-10-07,70,77.0,,0.77,53.9
2018-10-08,95,77.0,,0.77,73.15
2018-10-09,100,77.0,,0.77,77.0
2018-10-10,93,77.0,,0.77,71.61
2018-10-11,89,77.0,,0.77,68.53
2018-10-12,90,77.0,,0.77,69.3
2018-10-13,84,77.0,,0.77,64.68
2018-10-14,95,77.0,,0.77,73.15
2018-10-15,86,77.0,,0.77,66.22
2018-10-16,88,77.0,,0.77,67.76
2018-10-17,92,77.0,,0.77,70.84
2018-10-18,82,77.0,,0.77,63.14
2018-10-19,90,77.0,,0.77,69.3
2018-10-20,82,77.0,,0.77,63.14
2018-10-21,73,77.0,,0.77,56.21
2018-10-22,91,77.0,,0.77,70.07000000000001
2018-10-23,97,77.0,,0.77,74.69
2018-10-24,93,77.0,,0.77,71.61
2018-10-25,83,77.0,,0.77,63.910000000000004
2018-10-26,100,77.0,,0.77,77.0
2018-10-27,71,77.0,,0.77,54.67
2018-10-28,65,77.0,,0.77,50.050000000000004
2018-10-29,88,77.0,,0.77,67.76
2018-10-30,84,77.0,,0.77,64.68
2018-10-31,87,77.0,,0.77,66.99
2018-11-01,80,77.0,False,0.77,61.6
2018-11-02,88,77.0,,0.77,67.76
2018-11-03,88,77.0,,0.77,67.76
2018-11-04,83,77.0,,0.77,63.910000000000004
2018-11-05,78,77.0,,0.77,60.06
2018-11-06,85,77.0,,0.77,65.45
2018-11-07,75,77.0,,0.77,57.75
2018-11-08,88,77.0,,0.77,67.76
2018-11-09,91,77.0,,0.77,70.07000000000001
2018-11-10,76,77.0,,0.77,58.52
2018-11-11,83,77.0,,0.77,63.910000000000004
2018-11-12,75,77.0,,0.77,57.75
2018-11-13,97,77.0,,0.77,74.69
2018-11-14,91,77.0,,0.77,70.07000000000001
2018-11-15,86,77.0,,0.77,66.22
2018-11-16,79,77.0,,0.77,60.83
2018-11-17,92,77.0,,0.77,70.84
2018-11-18,85,77.0,,0.77,65.45
2018-11-19,93,77.0,,0.77,71.61
2018-11-20,97,77.0,,0.77,74.69
2018-11-21,100,77.0,,0.77,77.0
2018-11-22,70,77.0,,0.77,53.9
2018-11-23,69,77.0,,0.77,53.13
2018-11-24,81,77.0,,0.77,62.370000000000005
2018-11-25,82,77.0,,0.77,63.14
2018-11-26,84,77.0,,0.77,64.68
2018-11-27,100,77.0,,0.77,77.0
2018-11-28,87,77.0,,0.77,66.99
2018-11-29,90,77.0,,0.77,69.3
2018-11-30,97,77.0,,0.77,74.69
2018-12-01,80,87.0,False,0.87,69.6
2018-12-02,85,87.0,,0.87,73.95
2018-12-03,84,87.0,,0.87,73.08
2018-12-04,88,87.0,,0.87,76.56
2018-12-05,91,87.0,,0.87,79.17
2018-12-06,77,87.0,,0.87,66.99
2018-12-07,82,87.0,,0.87,71.34
2018-12-08,86,87.0,,0.87,74.82
2018-12-09,85,87.0,,0.87,73.95
2018-12-10,83,87.0,,0.87,72.21
2018-12-11,91,87.0,,0.87,79.17
2018-12-12,81,87.0,,0.87,70.47
2018-12-13,92,87.0,,0.87,80.04
2018-12-14,78,87.0,,0.87,67.86
2018-12-15,83,87.0,,0.87,72.21
2018-12-16,83,87.0,,0.87,72.21
2018-12-17,79,87.0,,0.87,68.73
2018-12-18,82,87.0,,0.87,71.34
2018-12-19,90,87.0,,0.87,78.3
2018-12-20,83,87.0,,0.87,72.21
2018-12-21,95,87.0,,0.87,82.65
2018-12-22,92,87.0,,0.87,80.04
2018-12-23,74,87.0,,0.87,64.38
2018-12-24,88,87.0,,0.87,76.56
2018-12-25,75,87.0,,0.87,65.25
2018-12-26,100,87.0,,0.87,87.0
2018-12-27,97,87.0,,0.87,84.39
2018-12-28,93,87.0,,0.87,80.91
2018-12-29,100,87.0,,0.87,87.0
2018-12-30,92,87.0,,0.87,80.04
2018-12-31,96,87.0,,0.87,83.52
2019-01-01,87,94.0,False,0.94,81.78
2019-01-02,79,94.0,,0.94,74.25999999999999
2019-01-03,99,94.0,,0.94,93.05999999999999
2019-01-04,100,94.0,,0.94,94.0
2019-01-05,96,94.0,,0.94,90.24
2019-01-06,78,94.0,,0.94,73.32
2019-01-07,88,94.0,,0.94,82.72
2019-01-08,84,94.0,,0.94,78.96
2019-01-09,90,94.0,,0.94,84.6
2019-01-10,93,94.0,,0.94,87.42
2019-01-11,86,94.0,,0.94,80.83999999999999
2019-01-12,82,94.0,,0.94,77.08
2019-01-13,64,94.0,,0.94,60.16
2019-01-14,75,94.0,,0.94,70.5
2019-01-15,80,94.0,,0.94,75.19999999999999
2019-01-16,80,94.0,,0.94,75.19999999999999
2019-01-17,84,94.0,,0.94,78.96
2019-01-18,79,94.0,,0.94,74.25999999999999
2019-01-19,72,94.0,,0.94,67.67999999999999
2019-01-20,68,94.0,,0.94,63.919999999999995
2019-01-21,71,94.0,,0.94,66.74
2019-01-22,72,94.0,,0.94,67.67999999999999
2019-01-23,76,94.0,,0.94,71.44
2019-01-24,83,94.0,,0.94,78.02
2019-01-25,81,94.0,,0.94,76.14
2019-01-26,81,94.0,,0.94,76.14
2019-01-27,76,94.0,,0.94,71.44
2019-01-28,82,94.0,,0.94,77.08
2019-01-29,87,94.0,,0.94,81.78
2019-01-30,91,94.0,,0.94,85.53999999999999
2019-01-31,86,94.0,,0.94,80.83999999999999
2019-02-01,86,95.0,False,0.95,81.7
2019-02-02,77,95.0,,0.95,73.14999999999999
2019-02-03,70,95.0,,0.95,66.5
2019-02-04,80,95.0,,0.95,76.0
2019-02-05,86,95.0,,0.95,81.7
2019-02-06,87,95.0,,0.95,82.64999999999999
2019-02-07,91,95.0,,0.95,86.45
2019-02-08,80,95.0,,0.95,76.0
2019-02-09,85,95.0,,0.95,80.75
2019-02-10,87,95.0,,0.95,82.64999999999999
2019-02-11,82,95.0,,0.95,77.89999999999999
2019-02-12,83,95.0,,0.95,78.85
2019-02-13,93,95.0,,0.95,88.35
2019-02-14,83,95.0,,0.95,78.85
2019-02-15,94,95.0,,0.95,89.3
2019-02-16,95,95.0,,0.95,90.25
2019-02-17,87,95.0,,0.95,82.64999999999999
2019-02-18,94,95.0,,0.95,89.3
2019-02-19,91,95.0,,0.95,86.45
2019-02-20,92,95.0,,0.95,87.39999999999999
2019-02-21,90,95.0,,0.95,85.5
2019-02-22,84,95.0,,0.95,79.8
2019-02-23,84,95.0,,0.95,79.8
2019-02-24,100,95.0,,0.95,95.0
2019-02-25,81,95.0,,0.95,76.95
2019-02-26,84,95.0,,0.95,79.8
2019-02-27,83,95.0,,0.95,78.85
2019-02-28,88,95.0,,0.95,83.6
2019-03-01,87,86.0,False,0.86,74.82
2019-03-02,90,86.0,,0.86,77.4
2019-03-03,89,86.0,,0.86,76.53999999999999
2019-03-04,95,86.0,,0.86,81.7
2019-03-05,100,86.0,,0.86,86.0
2019-03-06,90,86.0,,0.86,77.4
2019-03-07,79,86.0,,0.86,67.94
2019-03-08,86,86.0,,0.86,73.96
2019-03-09,81,86.0,,0.86,69.66
2019-03-10,85,86.0,,0.86,73.1
2019-03-11,89,86.0,,0.86,76.53999999999999
2019-03-12,87,86.0,,0.86,74.82
2019-03-13,97,86.0,,0.86,83.42
2019-03-14,87,86.0,,0.86,74.82
2019-03-15,89,86.0,,0.86,76.53999999999999
2019-03-16,77,86.0,,0.86,66.22
2019-03-17,91,86.0,,0.86,78.26
2019-03-18,96,86.0,,0.86,82.56
2019-03-19,96,86.0,,0.86,82.56
2019-03-20,90,86.0,,0.86,77.4
2019-03-21,100,86.0,,0.86,86.0
2019-03-22,94,86.0,,0.86,80.84
2019-03-23,92,86.0,,0.86,79.12
2019-03-24,86,86.0,,0.86,73.96
2019-03-25,88,86.0,,0.86,75.67999999999999
2019-03-26,89,86.0,,0.86,76.53999999999999
2019-03-27,90,86.0,,0.86,77.4
2019-03-28,93,86.0,,0.86,79.98
2019-03-29,75,86.0,,0.86,64.5
2019-03-30,71,86.0,,0.86,61.06
2019-03-31,82,86.0,,0.86,70.52
2019-04-01,88,80.0,False,0.8,70.4
2019-04-02,89,80.0,,0.8,71.2
2019-04-03,89,80.0,,0.8,71.2
2019-04-04,90,80.0,,0.8,72.0
2019-04-05,86,80.0,,0.8,68.8
2019-04-06,91,80.0,,0.8,72.8
2019-04-07,79,80.0,,0.8,63.2
2019-04-08,89,80.0,,0.8,71.2
2019-04-09,91,80.0,,0.8,72.8
2019-04-10,100,80.0,,0.8,80.0
2019-04-11,84,80.0,,0.8,67.2
2019-04-12,82,80.0,,0.8,65.60000000000001
2019-04-13,86,80.0,,0.8,68.8
2019-04-14,82,80.0,,0.8,65.60000000000001
2019-04-15,84,80.0,,0.8,67.2
2019-04-16,88,80.0,,0.8,70.4
2019-04-17,85,80.0,,0.8,68.0
2019-04-18,82,80.0,,0.8,65.60000000000001
2019-04-19,80,80.0,,0.8,64.0
2019-04-20,82,80.0,,0.8,65.60000000000001
2019-04-21,71,80.0,,0.8,56.800000000000004
2019-04-22,84,80.0,,0.8,67.2
2019-04-23,81,80.0,,0.8,64.8
2019-04-24,87,80.0,,0.8,69.60000000000001
2019-04-25,80,80.0,,0.8,64.0
2019-04-26,77,80.0,,0.8,61.6
2019-04-27,76,80.0,,0.8,60.800000000000004
2019-04-28,83,80.0,,0.8,66.4
2019-04-29,77,80.0,,0.8,61.6
2019-04-30,75,80.0,,0.8,60.0
2019-05-01,82,77.0,False,0.77,63.14
2019-05-02,85,77.0,,0.77,65.45
2019-05-03,71,77.0,,0.77,54.67
2019-05-04,83,77.0,,0.77,63.910000000000004
2019-05-05,71,77.0,,0.77,54.67
2019-05-06,78,77.0,,0.77,60.06
2019-05-07,85,77.0,,0.77,65.45
2019-05-08,90,77.0,,0.77,69.3
2019-05-09,96,77.0,,0.77,73.92
2019-05-10,83,77.0,,0.77,63.910000000000004
2019-05-11,81,77.0,,0.77,62.370000000000005
2019-05-12,68,77.0,,0.77,52.36
2019-05-13,78,77.0,,0.77,60.06
2019-05-14,92,77.0,,0.77,70.84
2019-05-15,77,77.0,,0.77,59.29
2019-05-16,90,77.0,,0.77,69.3
2019-05-17,87,77.0,,0.77,66.99
2019-05-18,79,77.0,,0.77,60.83
2019-05-19,81,77.0,,0.77,62.370000000000005
2019-05-20,88,77.0,,0.77,67.76
2019-05-21,85,77.0,,0.77,65.45
2019-05-22,89,77.0,,0.77,68.53
2019-05-23,80,77.0,,0.77,61.6
2019-05-24,94,77.0,,0.77,72.38
2019-05-25,67,77.0,,0.77,51.59
2019-05-26,62,77.0,,0.77,47.74
2019-05-27,69,77.0,,0.77,53.13
2019-05-28,100,77.0,,0.77,77.0
2019-05-29,81,77.0,,0.77,62.370000000000005
2019-05-30,83,77.0,,0.77,63.910000000000004
2019-05-31,80,77.0,,0.77,61.6
2019-06-01,72,74.0,False,0.74,53.28
2019-06-02,80,74.0,,0.74,59.2
2019-06-03,88,74.0,,0.74,65.12
2019-06-04,97,74.0,,0.74,71.78
2019-06-05,83,74.0,,0.74,61.42
2019-06-06,84,74.0,,0.74,62.16
2019-06-07,100,74.0,,0.74,74.0
2019-06-08,84,74.0,,0.74,62.16
2019-06-09,72,74.0,,0.74,53.28
2019-06-10,88,74.0,,0.74,65.12
2019-06-11,93,74.0,,0.74,68.82
2019-06-12,83,74.0,,0.74,61.42
2019-06-13,91,74.0,,0.74,67.34
2019-06-14,81,74.0,,0.74,59.94
2019-06-15,75,74.0,,0.74,55.5
2019-06-16,72,74.0,,0.74,53.28
2019-06-17,87,74.0,,0.74,64.38
2019-06-18,80,74.0,,0.74,59.2
2019-06-19,97,74.0,,0.74,71.78
2019-06-20,93,74.0,,0.74,68.82
2019-06-21,82,74.0,,0.74,60.68
2019-06-22,74,74.0,,0.74,54.76
2019-06-23,81,74.0,,0.74,59.94
2019-06-24,79,74.0,,0.74,58.46
2019-06-25,88,74.0,,0.74,65.12
2019-06-26,87,74.0,,0.74,64.38
2019-06-27,86,74.0,,0.74,63.64
2019-06-28,87,74.0,,0.74,64.38
2019-06-29,73,74.0,,0.74,54.019999999999996
2019-06-30,78,74.0,,0.74,57.72
2019-07-01,98,66.0,False,0.66,64.68
2019-07-02,97,66.0,,0.66,64.02
2019-07-03,94,66.0,,0.66,62.040000000000006
2019-07-04,78,66.0,,0.66,51.480000000000004
2019-07-05,81,66.0,,0.66,53.46
2019-07-06,75,66.0,,0.66,49.5
2019-07-07,91,66.0,,0.66,60.06
2019-07-08,95,66.0,,0.66,62.7
2019-07-09,99,66.0,,0.66,65.34
2019-07-10,92,66.0,,0.66,60.720000000000006
2019-07-11,100,66.0,,0.66,66.0
2019-07-12,97,66.0,,0.66,64.02
2019-07-13,94,66.0,,0.66,62.040000000000006
2019-07-14,81,66.0,,0.66,53.46
2019-07-15,82,66.0,,0.66,54.120000000000005
2019-07-16,83,66.0,,0.66,54.78
2019-07-17,84,66.0,,0.66,55.440000000000005
2019-07-18,87,66.0,,0.66,57.42
2019-07-19,97,66.0,,0.66,64.02
2019-07-20,82,66.0,,0.66,54.120000000000005
2019-07-21,71,66.0,,0.66,46.86
2019-07-22,91,66.0,,0.66,60.06
2019-07-23,85,66.0,,0.66,56.1
2019-07-24,97,66.0,,0.66,64.02
2019-07-25,89,66.0,,0.66,58.74
2019-07-26,84,66.0,,0.66,55.440000000000005
2019-07-27,69,66.0,,0.66,45.54
2019-07-28,87,66.0,,0.66,57.42
2019-07-29,90,66.0,,0.66,59.400000000000006
2019-07-30,88,66.0,,0.66,58.080000000000005
2019-07-31,92,66.0,,0.66,60.720000000000006
2019-08-01,73,72.0,False,0.72,52.559999999999995
2019-08-02,84,72.0,,0.72,60.48
2019-08-03,75,72.0,,0.72,54.0
2019-08-04,74,72.0,,0.72,53.28
2019-08-05,80,72.0,,0.72,57.599999999999994
2019-08-06,88,72.0,,0.72,63.36
2019-08-07,87,72.0,,0.72,62.64
2019-08-08,90,72.0,,0.72,64.8
2019-08-09,85,72.0,,0.72,61.199999999999996
2019-08-10,73,72.0,,0.72,52.559999999999995
2019-08-11,75,72.0,,0.72,54.0
2019-08-12,88,72.0,,0.72,63.36
2019-08-13,95,72.0,,0.72,68.39999999999999
2019-08-14,93,72.0,,0.72,66.96
2019-08-15,81,72.0,,0.72,58.32
2019-08-16,77,72.0,,0.72,55.44
2019-08-17,77,72.0,,0.72,55.44
2019-08-18,76,72.0,,0.72,54.72
2019-08-19,88,72.0,,0.72,63.36
2019-08-20,88,72.0,,0.72,63.36
2019-08-21,91,72.0,,0.72,65.52
2019-08-22,93,72.0,,0.72,66.96
2019-08-23,86,72.0,,0.72,61.919999999999995
2019-08-24,72,72.0,,0.72,51.839999999999996
2019-08-25,85,72.0,,0.72,61.199999999999996
2019-08-26,93,72.0,,0.72,66.96
2019-08-27,93,72.0,,0.72,66.96
2019-08-28,95,72.0,,0.72,68.39999999999999
2019-08-29,100,72.0,,0.72,72.0
