date,SQ_unscaled,SQ_monthly,isPartial,scale,SQ
2019-08-25,61,73.0,,0.73,44.53
2019-08-26,71,73.0,,0.73,51.83
2019-08-27,76,73.0,,0.73,55.48
2019-08-28,76,73.0,,0.73,55.48
2019-08-29,67,73.0,,0.73,48.91
2019-08-30,66,73.0,,0.73,48.18
2019-08-31,56,73.0,,0.73,40.879999999999995
2019-09-01,70,68.0,False,0.68,47.6
2019-09-02,78,68.0,,0.68,53.040000000000006
2019-09-03,92,68.0,,0.68,62.56
2019-09-04,95,68.0,,0.68,64.60000000000001
2019-09-05,95,68.0,,0.68,64.60000000000001
2019-09-06,83,68.0,,0.68,56.440000000000005
2019-09-07,84,68.0,,0.68,57.120000000000005
2019-09-08,71,68.0,,0.68,48.28
2019-09-09,89,68.0,,0.68,60.52
2019-09-10,89,68.0,,0.68,60.52
2019-09-11,98,68.0,,0.68,66.64
2019-09-12,95,68.0,,0.68,64.60000000000001
2019-09-13,83,68.0,,0.68,56.440000000000005
2019-09-14,75,68.0,,0.68,51.00000000000001
2019-09-15,73,68.0,,0.68,49.64
2019-09-16,95,68.0,,0.68,64.60000000000001
2019-09-17,100,68.0,,0.68,68.0
2019-09-18,90,68.0,,0.68,61.2
2019-09-19,88,68.0,,0.68,59.84
2019-09-20,87,68.0,,0.68,59.160000000000004
2019-09-21,73,68.0,,0.68,49.64
2019-09-22,71,68.0,,0.68,48.28
2019-09-23,85,68.0,,0.68,57.800000000000004
2019-09-24,91,68.0,,0.68,61.88
2019-09-25,91,68.0,,0.68,61.88
2019-09-26,83,68.0,,0.68,56.440000000000005
2019-09-27,100,68.0,,0.68,68.0
2019-09-28,71,68.0,,0.68,48.28
2019-09-29,80,68.0,,0.68,54.400000000000006
2019-09-30,93,68.0,,0.68,63.24
2019-10-01,100,64.0,False,0.64,64.0
2019-10-02,86,64.0,,0.64,55.04
2019-10-03,84,64.0,,0.64,53.76
2019-10-04,92,64.0,,0.64,58.88
2019-10-05,70,64.0,,0.64,44.800000000000004
2019-10-06,73,64.0,,0.64,46.72
2019-10-07,93,64.0,,0.64,59.52
2019-10-08,90,64.0,,0.64,57.6
2019-10-09,95,64.0,,0.64,60.800000000000004
2019-10-10,86,64.0,,0.64,55.04
2019-10-11,86,64.0,,0.64,55.04
2019-10-12,76,64.0,,0.64,48.64
2019-10-13,73,64.0,,0.64,46.72
2019-10-14,83,64.0,,0.64,53.120000000000005
2019-10-15,93,64.0,,0.64,59.52
2019-10-16,95,64.0,,0.64,60.800000000000004
2019-10-17,89,64.0,,0.64,56.96
2019-10-18,85,64.0,,0.64,54.4
2019-10-19,79,64.0,,0.64,50.56
2019-10-20,74,64.0,,0.64,47.36
2019-10-21,92,64.0,,0.64,58.88
2019-10-22,94,64.0,,0.64,60.160000000000004
2019-10-23,91,64.0,,0.64,58.24
2019-10-24,92,64.0,,0.64,58.88
2019-10-25,92,64.0,,0.64,58.88
2019-10-26,70,64.0,,0.64,44.800000000000004
2019-10-27,67,64.0,,0.64,42.88
2019-10-28,87,64.0,,0.64,55.68
2019-10-29,85,64.0,,0.64,54.4
2019-10-30,91,64.0,,0.64,58.24
2019-10-31,81,64.0,,0.64,51.84
2019-11-01,80,61.0,False,0.61,48.8
2019-11-02,70,61.0,,0.61,42.699999999999996
2019-11-03,62,61.0,,0.61,37.82
2019-11-04,79,61.0,,0.61,48.19
2019-11-05,83,61.0,,0.61,50.629999999999995
2019-11-06,93,61.0,,0.61,56.73
2019-11-07,100,61.0,,0.61,61.0
2019-11-08,75,61.0,,0.61,45.75
2019-11-09,67,61.0,,0.61,40.87
2019-11-10,66,61.0,,0.61,40.26
2019-11-11,77,61.0,,0.61,46.97
2019-11-12,78,61.0,,0.61,47.58
2019-11-13,84,61.0,,0.61,51.24
2019-11-14,72,61.0,,0.61,43.92
2019-11-15,68,61.0,,0.61,41.48
2019-11-16,61,61.0,,0.61,37.21
2019-11-17,72,61.0,,0.61,43.92
2019-11-18,79,61.0,,0.61,48.19
2019-11-19,84,61.0,,0.61,51.24
2019-11-20,72,61.0,,0.61,43.92
2019-11-21,74,61.0,,0.61,45.14
2019-11-22,73,61.0,,0.61,44.53
2019-11-23,66,61.0,,0.61,40.26
2019-11-24,63,61.0,,0.61,38.43
2019-11-25,75,61.0,,0.61,45.75
2019-11-26,79,61.0,,0.61,48.19
2019-11-27,65,61.0,,0.61,39.65
2019-11-28,48,61.0,,0.61,29.28
2019-11-29,55,61.0,,0.61,33.55
2019-11-30,55,61.0,,0.61,33.55
2019-12-01,69,55.0,False,0.55,37.95
2019-12-02,94,55.0,,0.55,51.7
2019-12-03,95,55.0,,0.55,52.25000000000001
2019-12-04,94,55.0,,0.55,51.7
2019-12-05,95,55.0,,0.55,52.25000000000001
2019-12-06,95,55.0,,0.55,52.25000000000001
2019-12-07,67,55.0,,0.55,36.85
2019-12-08,67,55.0,,0.55,36.85
2019-12-09,91,55.0,,0.55,50.050000000000004
2019-12-10,95,55.0,,0.55,52.25000000000001
2019-12-11,90,55.0,,0.55,49.50000000000001
2019-12-12,98,55.0,,0.55,53.900000000000006
2019-12-13,84,55.0,,0.55,46.2
2019-12-14,80,55.0,,0.55,44.0
2019-12-15,78,55.0,,0.55,42.900000000000006
2019-12-16,94,55.0,,0.55,51.7
2019-12-17,98,55.0,,0.55,53.900000000000006
2019-12-18,94,55.0,,0.55,51.7
2019-12-19,100,55.0,,0.55,55.00000000000001
2019-12-20,80,55.0,,0.55,44.0
2019-12-21,75,55.0,,0.55,41.25
2019-12-22,68,55.0,,0.55,37.400000000000006
2019-12-23,90,55.0,,0.55,49.50000000000001
2019-12-24,81,55.0,,0.55,44.550000000000004
2019-12-25,61,55.0,,0.55,33.550000000000004
2019-12-26,92,55.0,,0.55,50.6
2019-12-27,94,55.0,,0.55,51.7
2019-12-28,91,55.0,,0.55,50.050000000000004
2019-12-29,79,55.0,,0.55,43.45
2019-12-30,98,55.0,,0.55,53.900000000000006
2019-12-31,98,55.0,,0.55,53.900000000000006
2020-01-01,68,66.0,False,0.66,44.88
2020-01-02,90,66.0,,0.66,59.400000000000006
2020-01-03,88,66.0,,0.66,58.080000000000005
2020-01-04,78,66.0,,0.66,51.480000000000004
2020-01-05,80,66.0,,0.66,52.800000000000004
2020-01-06,94,66.0,,0.66,62.040000000000006
2020-01-07,93,66.0,,0.66,61.38
2020-01-08,94,66.0,,0.66,62.040000000000006
2020-01-09,90,66.0,,0.66,59.400000000000006
2020-01-10,88,66.0,,0.66,58.080000000000005
2020-01-11,80,66.0,,0.66,52.800000000000004
2020-01-12,71,66.0,,0.66,46.86
2020-01-13,87,66.0,,0.66,57.42
2020-01-14,87,66.0,,0.66,57.42
2020-01-15,95,66.0,,0.66,62.7
2020-01-16,91,66.0,,0.66,60.06
2020-01-17,86,66.0,,0.66,56.760000000000005
2020-01-18,80,66.0,,0.66,52.800000000000004
2020-01-19,77,66.0,,0.66,50.82
2020-01-20,85,66.0,,0.66,56.1
2020-01-21,93,66.0,,0.66,61.38
2020-01-22,92,66.0,,0.66,60.720000000000006
2020-01-23,90,66.0,,0.66,59.400000000000006
2020-01-24,94,66.0,,0.66,62.040000000000006
2020-01-25,83,66.0,,0.66,54.78
2020-01-26,70,66.0,,0.66,46.2
2020-01-27,86,66.0,,0.66,56.760000000000005
2020-01-28,100,66.0,,0.66,66.0
2020-01-29,98,66.0,,0.66,64.68
2020-01-30,96,66.0,,0.66,63.36
2020-01-31,93,66.0,,0.66,61.38
2020-02-01,68,71.0,False,0.71,48.28
2020-02-02,62,71.0,,0.71,44.019999999999996
2020-02-03,76,71.0,,0.71,53.959999999999994
2020-02-04,82,71.0,,0.71,58.22
2020-02-05,84,71.0,,0.71,59.64
2020-02-06,77,71.0,,0.71,54.669999999999995
2020-02-07,74,71.0,,0.71,52.54
2020-02-08,66,71.0,,0.71,46.86
2020-02-09,71,71.0,,0.71,50.41
2020-02-10,74,71.0,,0.71,52.54
2020-02-11,81,71.0,,0.71,57.51
2020-02-12,79,71.0,,0.71,56.089999999999996
2020-02-13,79,71.0,,0.71,56.089999999999996
2020-02-14,70,71.0,,0.71,49.699999999999996
2020-02-15,72,71.0,,0.71,51.12
2020-02-16,78,71.0,,0.71,55.379999999999995
2020-02-17,78,71.0,,0.71,55.379999999999995
2020-02-18,83,71.0,,0.71,58.93
2020-02-19,86,71.0,,0.71,61.059999999999995
2020-02-20,92,71.0,,0.71,65.32
2020-02-21,76,71.0,,0.71,53.959999999999994
2020-02-22,70,71.0,,0.71,49.699999999999996
2020-02-23,76,71.0,,0.71,53.959999999999994
2020-02-24,89,71.0,,0.71,63.19
2020-02-25,87,71.0,,0.71,61.769999999999996
2020-02-26,100,71.0,,0.71,71.0
2020-02-27,94,71.0,,0.71,66.74
2020-02-28,84,71.0,,0.71,59.64
2020-02-29,67,71.0,,0.71,47.57
2020-03-01,82,65.0,False,0.65,53.300000000000004
2020-03-02,100,65.0,,0.65,65.0
2020-03-03,95,65.0,,0.65,61.75
2020-03-04,96,65.0,,0.65,62.400000000000006
2020-03-05,94,65.0,,0.65,61.1
2020-03-06,88,65.0,,0.65,57.2
2020-03-07,90,65.0,,0.65,58.5
2020-03-08,88,65.0,,0.65,57.2
2020-03-09,98,65.0,,0.65,63.7
2020-03-10,88,65.0,,0.65,57.2
2020-03-11,85,65.0,,0.65,55.25
2020-03-12,84,65.0,,0.65,54.6
2020-03-13,78,65.0,,0.65,50.7
2020-03-14,71,65.0,,0.65,46.15
2020-03-15,69,65.0,,0.65,44.85
2020-03-16,69,65.0,,0.65,44.85
2020-03-17,83,65.0,,0.65,53.95
2020-03-18,76,65.0,,0.65,49.4
2020-03-19,80,65.0,,0.65,52.0
2020-03-20,83,65.0,,0.65,53.95
2020-03-21,67,65.0,,0.65,43.550000000000004
2020-03-22,69,65.0,,0.65,44.85
2020-03-23,86,65.0,,0.65,55.9
2020-03-24,90,65.0,,0.65,58.5
2020-03-25,97,65.0,,0.65,63.050000000000004
2020-03-26,89,65.0,,0.65,57.85
2020-03-27,90,65.0,,0.65,58.5
2020-03-28,80,65.0,,0.65,52.0
2020-03-29,81,65.0,,0.65,52.65
2020-03-30,88,65.0,,0.65,57.2
2020-03-31,90,65.0,,0.65,58.5
2020-04-01,69,77.0,False,0.77,53.13
2020-04-02,78,77.0,,0.77,60.06
2020-04-03,77,77.0,,0.77,59.29
2020-04-04,83,77.0,,0.77,63.910000000000004
2020-04-05,74,77.0,,0.77,56.980000000000004
2020-04-06,83,77.0,,0.77,63.910000000000004
2020-04-07,86,77.0,,0.77,66.22
2020-04-08,89,77.0,,0.77,68.53
2020-04-09,87,77.0,,0.77,66.99
2020-04-10,70,77.0,,0.77,53.9
2020-04-11,75,77.0,,0.77,57.75
2020-04-12,75,77.0,,0.77,57.75
2020-04-13,80,77.0,,0.77,61.6
2020-04-14,92,77.0,,0.77,70.84
2020-04-15,85,77.0,,0.77,65.45
2020-04-16,92,77.0,,0.77,70.84
2020-04-17,89,77.0,,0.77,68.53
2020-04-18,82,77.0,,0.77,63.14
2020-04-19,84,77.0,,0.77,64.68
2020-04-20,87,77.0,,0.77,66.99
2020-04-21,89,77.0,,0.77,68.53
2020-04-22,88,77.0,,0.77,67.76
2020-04-23,90,77.0,,0.77,69.3
2020-04-24,83,77.0,,0.77,63.910000000000004
2020-04-25,81,77.0,,0.77,62.370000000000005
2020-04-26,86,77.0,,0.77,66.22
2020-04-27,93,77.0,,0.77,71.61
2020-04-28,97,77.0,,0.77,74.69
2020-04-29,100,77.0,,0.77,77.0
2020-04-30,94,77.0,,0.77,72.38
2020-05-01,81,90.0,False,0.9,72.9
2020-05-02,88,90.0,,0.9,79.2
2020-05-03,92,90.0,,0.9,82.8
2020-05-04,93,90.0,,0.9,83.7
2020-05-05,92,90.0,,0.9,82.8
2020-05-06,100,90.0,,0.9,90.0
2020-05-07,97,90.0,,0.9,87.3
2020-05-08,88,90.0,,0.9,79.2
2020-05-09,77,90.0,,0.9,69.3
2020-05-10,84,90.0,,0.9,75.60000000000001
2020-05-11,88,90.0,,0.9,79.2
2020-05-12,87,90.0,,0.9,78.3
2020-05-13,89,90.0,,0.9,80.10000000000001
2020-05-14,96,90.0,,0.9,86.4
2020-05-15,87,90.0,,0.9,78.3
2020-05-16,90,90.0,,0.9,81.0
2020-05-17,97,90.0,,0.9,87.3
2020-05-18,93,90.0,,0.9,83.7
2020-05-19,94,90.0,,0.9,84.60000000000001
2020-05-20,94,90.0,,0.9,84.60000000000001
2020-05-21,96,90.0,,0.9,86.4
2020-05-22,86,90.0,,0.9,77.4
2020-05-23,76,90.0,,0.9,68.4
2020-05-24,92,90.0,,0.9,82.8
2020-05-25,92,90.0,,0.9,82.8
2020-05-26,94,90.0,,0.9,84.60000000000001
2020-05-27,97,90.0,,0.9,87.3
2020-05-28,96,90.0,,0.9,86.4
2020-05-29,99,90.0,,0.9,89.10000000000001
2020-05-30,84,90.0,,0.9,75.60000000000001
2020-05-31,88,90.0,,0.9,79.2
2020-06-01,77,90.0,False,0.9,69.3
2020-06-02,82,90.0,,0.9,73.8
2020-06-03,89,90.0,,0.9,80.10000000000001
2020-06-04,85,90.0,,0.9,76.5
2020-06-05,92,90.0,,0.9,82.8
2020-06-06,83,90.0,,0.9,74.7
2020-06-07,91,90.0,,0.9,81.9
2020-06-08,85,90.0,,0.9,76.5
2020-06-09,87,90.0,,0.9,78.3
2020-06-10,87,90.0,,0.9,78.3
2020-06-11,90,90.0,,0.9,81.0
2020-06-12,88,90.0,,0.9,79.2
2020-06-13,87,90.0,,0.9,78.3
2020-06-14,84,90.0,,0.9,75.60000000000001
2020-06-15,94,90.0,,0.9,84.60000000000001
2020-06-16,94,90.0,,0.9,84.60000000000001
2020-06-17,91,90.0,,0.9,81.9
2020-06-18,90,90.0,,0.9,81.0
2020-06-19,87,90.0,,0.9,78.3
2020-06-20,75,90.0,,0.9,67.5
2020-06-21,82,90.0,,0.9,73.8
2020-06-22,100,90.0,,0.9,90.0
2020-06-23,93,90.0,,0.9,83.7
2020-06-24,89,90.0,,0.9,80.10000000000001
2020-06-25,99,90.0,,0.9,89.10000000000001
2020-06-26,91,90.0,,0.9,81.9
2020-06-27,81,90.0,,0.9,72.9
2020-06-28,87,90.0,,0.9,78.3
2020-06-29,98,90.0,,0.9,88.2
2020-06-30,93,90.0,,0.9,83.7
2020-07-01,81,93.0,False,0.93,75.33
2020-07-02,81,93.0,,0.93,75.33
2020-07-03,71,93.0,,0.93,66.03
2020-07-04,63,93.0,,0.93,58.59
2020-07-05,67,93.0,,0.93,62.31
2020-07-06,83,93.0,,0.93,77.19
2020-07-07,100,93.0,,0.93,93.0
2020-07-08,91,93.0,,0.93,84.63000000000001
2020-07-09,91,93.0,,0.93,84.63000000000001
2020-07-10,82,93.0,,0.93,76.26
2020-07-11,74,93.0,,0.93,68.82000000000001
2020-07-12,76,93.0,,0.93,70.68
2020-07-13,89,93.0,,0.93,82.77000000000001
2020-07-14,82,93.0,,0.93,76.26
2020-07-15,79,93.0,,0.93,73.47
2020-07-16,80,93.0,,0.93,74.4
2020-07-17,77,93.0,,0.93,71.61
2020-07-18,72,93.0,,0.93,66.96000000000001
2020-07-19,72,93.0,,0.93,66.96000000000001
2020-07-20,83,93.0,,0.93,77.19
2020-07-21,87,93.0,,0.93,80.91000000000001
2020-07-22,85,93.0,,0.93,79.05
2020-07-23,73,93.0,,0.93,67.89
2020-07-24,76,93.0,,0.93,70.68
2020-07-25,78,93.0,,0.93,72.54
2020-07-26,70,93.0,,0.93,65.10000000000001
2020-07-27,78,93.0,,0.93,72.54
2020-07-28,73,93.0,,0.93,67.89
2020-07-29,76,93.0,,0.93,70.68
2020-07-30,79,93.0,,0.93,73.47
2020-07-31,82,93.0,,0.93,76.26
2020-08-01,51,90.0,False,0.9,45.9
2020-08-02,57,90.0,,0.9,51.300000000000004
2020-08-03,66,90.0,,0.9,59.4
2020-08-04,72,90.0,,0.9,64.8
2020-08-05,100,90.0,,0.9,90.0
2020-08-06,69,90.0,,0.9,62.1
2020-08-07,69,90.0,,0.9,62.1
2020-08-08,54,90.0,,0.9,48.6
2020-08-09,53,90.0,,0.9,47.7
2020-08-10,65,90.0,,0.9,58.5
2020-08-11,68,90.0,,0.9,61.2
2020-08-12,61,90.0,,0.9,54.9
2020-08-13,63,90.0,,0.9,56.7
2020-08-14,58,90.0,,0.9,52.2
2020-08-15,55,90.0,,0.9,49.5
2020-08-16,55,90.0,,0.9,49.5
2020-08-17,65,90.0,,0.9,58.5
2020-08-18,64,90.0,,0.9,57.6
2020-08-19,65,90.0,,0.9,58.5
2020-08-20,65,90.0,,0.9,58.5
2020-08-21,61,90.0,,0.9,54.9
2020-08-22,60,90.0,,0.9,54.0
2020-08-23,56,90.0,,0.9,50.4
2020-08-24,59,90.0,,0.9,53.1
2020-08-25,60,90.0,,0.9,54.0
2020-08-26,61,90.0,,0.9,54.9
2020-08-27,58,90.0,,0.9,52.2
2020-08-28,54,90.0,,0.9,48.6
2020-08-29,58,90.0,,0.9,52.2
2020-08-30,53,90.0,,0.9,47.7
2020-08-31,60,90.0,,0.9,54.0
2020-09-01,100,80.0,False,0.8,80.0
2020-09-02,90,80.0,,0.8,72.0
2020-09-03,92,80.0,,0.8,73.60000000000001
2020-09-04,96,80.0,,0.8,76.80000000000001
2020-09-05,80,80.0,,0.8,64.0
2020-09-06,85,80.0,,0.8,68.0
2020-09-07,84,80.0,,0.8,67.2
2020-09-08,95,80.0,,0.8,76.0
2020-09-09,96,80.0,,0.8,76.80000000000001
2020-09-10,89,80.0,,0.8,71.2
2020-09-11,90,80.0,,0.8,72.0
2020-09-12,88,80.0,,0.8,70.4
2020-09-13,83,80.0,,0.8,66.4
2020-09-14,93,80.0,,0.8,74.4
2020-09-15,91,80.0,,0.8,72.8
2020-09-16,95,80.0,,0.8,76.0
2020-09-17,94,80.0,,0.8,75.2
2020-09-18,87,80.0,,0.8,69.60000000000001
2020-09-19,76,80.0,,0.8,60.800000000000004
2020-09-20,84,80.0,,0.8,67.2
2020-09-21,87,80.0,,0.8,69.60000000000001
2020-09-22,83,80.0,,0.8,66.4
2020-09-23,96,80.0,,0.8,76.80000000000001
2020-09-24,84,80.0,,0.8,67.2
2020-09-25,83,80.0,,0.8,66.4
2020-09-26,86,80.0,,0.8,68.8
2020-09-27,78,80.0,,0.8,62.400000000000006
2020-09-28,92,80.0,,0.8,73.60000000000001
2020-09-29,93,80.0,,0.8,74.4
2020-09-30,90,80.0,,0.8,72.0
2020-10-01,91,78.0,False,0.78,70.98
2020-10-02,90,78.0,,0.78,70.2
2020-10-03,77,78.0,,0.78,60.06
2020-10-04,86,78.0,,0.78,67.08
2020-10-05,100,78.0,,0.78,78.0
2020-10-06,92,78.0,,0.78,71.76
2020-10-07,99,78.0,,0.78,77.22
2020-10-08,86,78.0,,0.78,67.08
2020-10-09,87,78.0,,0.78,67.86
2020-10-10,78,78.0,,0.78,60.84
2020-10-11,75,78.0,,0.78,58.5
2020-10-12,94,78.0,,0.78,73.32000000000001
2020-10-13,94,78.0,,0.78,73.32000000000001
2020-10-14,91,78.0,,0.78,70.98
2020-10-15,79,78.0,,0.78,61.620000000000005
2020-10-16,89,78.0,,0.78,69.42
2020-10-17,78,78.0,,0.78,60.84
2020-10-18,76,78.0,,0.78,59.28
2020-10-19,95,78.0,,0.78,74.10000000000001
2020-10-20,87,78.0,,0.78,67.86
2020-10-21,99,78.0,,0.78,77.22
2020-10-22,85,78.0,,0.78,66.3
2020-10-23,84,78.0,,0.78,65.52
2020-10-24,74,78.0,,0.78,57.72
2020-10-25,78,78.0,,0.78,60.84
2020-10-26,90,78.0,,0.78,70.2
2020-10-27,93,78.0,,0.78,72.54
2020-10-28,89,78.0,,0.78,69.42
2020-10-29,84,78.0,,0.78,65.52
2020-10-30,78,78.0,,0.78,60.84
2020-10-31,66,78.0,,0.78,51.480000000000004
2020-11-01,70,71.0,False,0.71,49.699999999999996
2020-11-02,94,71.0,,0.71,66.74
2020-11-03,94,71.0,,0.71,66.74
2020-11-04,62,71.0,,0.71,44.019999999999996
2020-11-05,77,71.0,,0.71,54.669999999999995
2020-11-06,88,71.0,,0.71,62.48
2020-11-07,67,71.0,,0.71,47.57
2020-11-08,69,71.0,,0.71,48.989999999999995
2020-11-09,95,71.0,,0.71,67.45
2020-11-10,99,71.0,,0.71,70.28999999999999
2020-11-11,96,71.0,,0.71,68.16
2020-11-12,90,71.0,,0.71,63.9
2020-11-13,80,71.0,,0.71,56.8
2020-11-14,78,71.0,,0.71,55.379999999999995
2020-11-15,75,71.0,,0.71,53.25
2020-11-16,88,71.0,,0.71,62.48
2020-11-17,90,71.0,,0.71,63.9
2020-11-18,92,71.0,,0.71,65.32
2020-11-19,89,71.0,,0.71,63.19
2020-11-20,93,71.0,,0.71,66.03
2020-11-21,81,71.0,,0.71,57.51
2020-11-22,77,71.0,,0.71,54.669999999999995
2020-11-23,95,71.0,,0.71,67.45
2020-11-24,100,71.0,,0.71,71.0
2020-11-25,93,71.0,,0.71,66.03
2020-11-26,65,71.0,,0.71,46.15
2020-11-27,78,71.0,,0.71,55.379999999999995
2020-11-28,72,71.0,,0.71,51.12
2020-11-29,72,71.0,,0.71,51.12
2020-11-30,84,71.0,,0.71,59.64
2020-12-01,78,75.0,False,0.75,58.5
2020-12-02,85,75.0,,0.75,63.75
2020-12-03,87,75.0,,0.75,65.25
2020-12-04,78,75.0,,0.75,58.5
2020-12-05,66,75.0,,0.75,49.5
2020-12-06,73,75.0,,0.75,54.75
2020-12-07,78,75.0,,0.75,58.5
2020-12-08,86,75.0,,0.75,64.5
2020-12-09,85,75.0,,0.75,63.75
2020-12-10,87,75.0,,0.75,65.25
2020-12-11,77,75.0,,0.75,57.75
2020-12-12,61,75.0,,0.75,45.75
2020-12-13,63,75.0,,0.75,47.25
2020-12-14,82,75.0,,0.75,61.5
2020-12-15,82,75.0,,0.75,61.5
2020-12-16,89,75.0,,0.75,66.75
2020-12-17,85,75.0,,0.75,63.75
2020-12-18,82,75.0,,0.75,61.5
2020-12-19,60,75.0,,0.75,45.0
2020-12-20,66,75.0,,0.75,49.5
2020-12-21,74,75.0,,0.75,55.5
2020-12-22,77,75.0,,0.75,57.75
2020-12-23,86,75.0,,0.75,64.5
2020-12-24,67,75.0,,0.75,50.25
2020-12-25,48,75.0,,0.75,36.0
2020-12-26,62,75.0,,0.75,46.5
2020-12-27,62,75.0,,0.75,46.5
2020-12-28,91,75.0,,0.75,68.25
2020-12-29,100,75.0,,0.75,75.0
2020-12-30,94,75.0,,0.75,70.5
2020-12-31,78,75.0,,0.75,58.5
2021-01-01,61,85.0,False,0.85,51.85
2021-01-02,81,85.0,,0.85,68.85
2021-01-03,76,85.0,,0.85,64.6
2021-01-04,92,85.0,,0.85,78.2
2021-01-05,82,85.0,,0.85,69.7
2021-01-06,82,85.0,,0.85,69.7
2021-01-07,80,85.0,,0.85,68.0
2021-01-08,88,85.0,,0.85,74.8
2021-01-09,78,85.0,,0.85,66.3
2021-01-10,78,85.0,,0.85,66.3
2021-01-11,88,85.0,,0.85,74.8
2021-01-12,90,85.0,,0.85,76.5
2021-01-13,84,85.0,,0.85,71.39999999999999
2021-01-14,94,85.0,,0.85,79.89999999999999
2021-01-15,89,85.0,,0.85,75.64999999999999
2021-01-16,80,85.0,,0.85,68.0
2021-01-17,84,85.0,,0.85,71.39999999999999
2021-01-18,78,85.0,,0.85,66.3
2021-01-19,91,85.0,,0.85,77.35
2021-01-20,86,85.0,,0.85,73.1
2021-01-21,95,85.0,,0.85,80.75
2021-01-22,91,85.0,,0.85,77.35
2021-01-23,80,85.0,,0.85,68.0
2021-01-24,83,85.0,,0.85,70.55
2021-01-25,97,85.0,,0.85,82.45
2021-01-26,100,85.0,,0.85,85.0
2021-01-27,90,85.0,,0.85,76.5
2021-01-28,99,85.0,,0.85,84.14999999999999
2021-01-29,91,85.0,,0.85,77.35
2021-01-30,84,85.0,,0.85,71.39999999999999
2021-01-31,87,85.0,,0.85,73.95
2021-02-01,62,94.0,False,0.94,58.279999999999994
2021-02-02,65,94.0,,0.94,61.099999999999994
2021-02-03,64,94.0,,0.94,60.16
2021-02-04,67,94.0,,0.94,62.98
2021-02-05,61,94.0,,0.94,57.339999999999996
2021-02-06,58,94.0,,0.94,54.519999999999996
2021-02-07,55,94.0,,0.94,51.699999999999996
2021-02-08,72,94.0,,0.94,67.67999999999999
2021-02-09,72,94.0,,0.94,67.67999999999999
2021-02-10,70,94.0,,0.94,65.8
2021-02-11,68,94.0,,0.94,63.919999999999995
2021-02-12,64,94.0,,0.94,60.16
2021-02-13,55,94.0,,0.94,51.699999999999996
2021-02-14,55,94.0,,0.94,51.699999999999996
2021-02-15,58,94.0,,0.94,54.519999999999996
2021-02-16,65,94.0,,0.94,61.099999999999994
2021-02-17,64,94.0,,0.94,60.16
2021-02-18,71,94.0,,0.94,66.74
2021-02-19,67,94.0,,0.94,62.98
2021-02-20,63,94.0,,0.94,59.22
2021-02-21,62,94.0,,0.94,58.279999999999994
2021-02-22,78,94.0,,0.94,73.32
2021-02-23,100,94.0,,0.94,94.0
2021-02-24,94,94.0,,0.94,88.36
2021-02-25,79,94.0,,0.94,74.25999999999999
2021-02-26,72,94.0,,0.94,67.67999999999999
2021-02-27,62,94.0,,0.94,58.279999999999994
2021-02-28,66,94.0,,0.94,62.04
2021-03-01,90,100.0,False,1.0,90.0
2021-03-02,97,100.0,,1.0,97.0
2021-03-03,84,100.0,,1.0,84.0
2021-03-04,97,100.0,,1.0,97.0
2021-03-05,100,100.0,,1.0,100.0
2021-03-06,80,100.0,,1.0,80.0
2021-03-07,80,100.0,,1.0,80.0
2021-03-08,93,100.0,,1.0,93.0
2021-03-09,99,100.0,,1.0,99.0
2021-03-10,86,100.0,,1.0,86.0
2021-03-11,96,100.0,,1.0,96.0
2021-03-12,91,100.0,,1.0,91.0
2021-03-13,82,100.0,,1.0,82.0
2021-03-14,75,100.0,,1.0,75.0
2021-03-15,92,100.0,,1.0,92.0
2021-03-16,85,100.0,,1.0,85.0
2021-03-17,85,100.0,,1.0,85.0
2021-03-18,89,100.0,,1.0,89.0
2021-03-19,86,100.0,,1.0,86.0
2021-03-20,77,100.0,,1.0,77.0
2021-03-21,83,100.0,,1.0,83.0
2021-03-22,91,100.0,,1.0,91.0
2021-03-23,87,100.0,,1.0,87.0
2021-03-24,84,100.0,,1.0,84.0
2021-03-25,96,100.0,,1.0,96.0
2021-03-26,82,100.0,,1.0,82.0
2021-03-27,75,100.0,,1.0,75.0
2021-03-28,82,100.0,,1.0,82.0
2021-03-29,84,100.0,,1.0,84.0
2021-03-30,87,100.0,,1.0,87.0
2021-03-31,83,100.0,,1.0,83.0
2021-04-01,87,100.0,False,1.0,87.0
2021-04-02,75,100.0,,1.0,75.0
2021-04-03,76,100.0,,1.0,76.0
2021-04-04,78,100.0,,1.0,78.0
2021-04-05,91,100.0,,1.0,91.0
2021-04-06,88,100.0,,1.0,88.0
2021-04-07,97,100.0,,1.0,97.0
2021-04-08,100,100.0,,1.0,100.0
2021-04-09,96,100.0,,1.0,96.0
2021-04-10,87,100.0,,1.0,87.0
2021-04-11,84,100.0,,1.0,84.0
2021-04-12,91,100.0,,1.0,91.0
2021-04-13,97,100.0,,1.0,97.0
2021-04-14,98,100.0,,1.0,98.0
2021-04-15,94,100.0,,1.0,94.0
2021-04-16,87,100.0,,1.0,87.0
2021-04-17,83,100.0,,1.0,83.0
2021-04-18,80,100.0,,1.0,80.0
2021-04-19,93,100.0,,1.0,93.0
2021-04-20,85,100.0,,1.0,85.0
2021-04-21,82,100.0,,1.0,82.0
2021-04-22,90,100.0,,1.0,90.0
2021-04-23,82,100.0,,1.0,82.0
