date,BIG_unscaled,BIG_monthly,isPartial,scale,BIG
2019-09-03,79,79.0,,0.79,62.410000000000004
2019-09-04,79,79.0,,0.79,62.410000000000004
2019-09-05,83,79.0,,0.79,65.57000000000001
2019-09-06,83,79.0,,0.79,65.57000000000001
2019-09-07,96,79.0,,0.79,75.84
2019-09-08,92,79.0,,0.79,72.68
2019-09-09,83,79.0,,0.79,65.57000000000001
2019-09-10,80,79.0,,0.79,63.2
2019-09-11,79,79.0,,0.79,62.410000000000004
2019-09-12,81,79.0,,0.79,63.99
2019-09-13,90,79.0,,0.79,71.10000000000001
2019-09-14,100,79.0,,0.79,79.0
2019-09-15,97,79.0,,0.79,76.63000000000001
2019-09-16,87,79.0,,0.79,68.73
2019-09-17,80,79.0,,0.79,63.2
2019-09-18,82,79.0,,0.79,64.78
2019-09-19,81,79.0,,0.79,63.99
2019-09-20,85,79.0,,0.79,67.15
2019-09-21,98,79.0,,0.79,77.42
2019-09-22,93,79.0,,0.79,73.47
2019-09-23,85,79.0,,0.79,67.15
2019-09-24,79,79.0,,0.79,62.410000000000004
2019-09-25,80,79.0,,0.79,63.2
2019-09-26,99,79.0,,0.79,78.21000000000001
2019-09-27,85,79.0,,0.79,67.15
2019-09-28,96,79.0,,0.79,75.84
2019-09-29,92,79.0,,0.79,72.68
2019-09-30,76,79.0,,0.79,60.040000000000006
2019-10-01,78,74.0,False,0.74,57.72
2019-10-02,79,74.0,,0.74,58.46
2019-10-03,81,74.0,,0.74,59.94
2019-10-04,84,74.0,,0.74,62.16
2019-10-05,100,74.0,,0.74,74.0
2019-10-06,98,74.0,,0.74,72.52
2019-10-07,85,74.0,,0.74,62.9
2019-10-08,81,74.0,,0.74,59.94
2019-10-09,82,74.0,,0.74,60.68
2019-10-10,82,74.0,,0.74,60.68
2019-10-11,85,74.0,,0.74,62.9
2019-10-12,98,74.0,,0.74,72.52
2019-10-13,91,74.0,,0.74,67.34
2019-10-14,81,74.0,,0.74,59.94
2019-10-15,78,74.0,,0.74,57.72
2019-10-16,79,74.0,,0.74,58.46
2019-10-17,81,74.0,,0.74,59.94
2019-10-18,83,74.0,,0.74,61.42
2019-10-19,99,74.0,,0.74,73.26
2019-10-20,93,74.0,,0.74,68.82
2019-10-21,84,74.0,,0.74,62.16
2019-10-22,80,74.0,,0.74,59.2
2019-10-23,80,74.0,,0.74,59.2
2019-10-24,79,74.0,,0.74,58.46
2019-10-25,80,74.0,,0.74,59.2
2019-10-26,97,74.0,,0.74,71.78
2019-10-27,92,74.0,,0.74,68.08
2019-10-28,78,74.0,,0.74,57.72
2019-10-29,79,74.0,,0.74,58.46
2019-10-30,77,74.0,,0.74,56.98
2019-10-31,78,74.0,,0.74,57.72
2019-11-01,74,75.0,False,0.75,55.5
2019-11-02,89,75.0,,0.75,66.75
2019-11-03,85,75.0,,0.75,63.75
2019-11-04,74,75.0,,0.75,55.5
2019-11-05,77,75.0,,0.75,57.75
2019-11-06,75,75.0,,0.75,56.25
2019-11-07,76,75.0,,0.75,57.0
2019-11-08,78,75.0,,0.75,58.5
2019-11-09,88,75.0,,0.75,66.0
2019-11-10,92,75.0,,0.75,69.0
2019-11-11,78,75.0,,0.75,58.5
2019-11-12,74,75.0,,0.75,55.5
2019-11-13,76,75.0,,0.75,57.0
2019-11-14,75,75.0,,0.75,56.25
2019-11-15,78,75.0,,0.75,58.5
2019-11-16,90,75.0,,0.75,67.5
2019-11-17,90,75.0,,0.75,67.5
2019-11-18,77,75.0,,0.75,57.75
2019-11-19,76,75.0,,0.75,57.0
2019-11-20,79,75.0,,0.75,59.25
2019-11-21,76,75.0,,0.75,57.0
2019-11-22,79,75.0,,0.75,59.25
2019-11-23,92,75.0,,0.75,69.0
2019-11-24,93,75.0,,0.75,69.75
2019-11-25,79,75.0,,0.75,59.25
2019-11-26,80,75.0,,0.75,60.0
2019-11-27,81,75.0,,0.75,60.75
2019-11-28,90,75.0,,0.75,67.5
2019-11-29,95,75.0,,0.75,71.25
2019-11-30,100,75.0,,0.75,75.0
2019-12-01,96,76.0,False,0.76,72.96000000000001
2019-12-02,79,76.0,,0.76,60.04
2019-12-03,78,76.0,,0.76,59.28
2019-12-04,81,76.0,,0.76,61.56
2019-12-05,81,76.0,,0.76,61.56
2019-12-06,81,76.0,,0.76,61.56
2019-12-07,96,76.0,,0.76,72.96000000000001
2019-12-08,100,76.0,,0.76,76.0
2019-12-09,78,76.0,,0.76,59.28
2019-12-10,77,76.0,,0.76,58.52
2019-12-11,76,76.0,,0.76,57.76
2019-12-12,74,76.0,,0.76,56.24
2019-12-13,75,76.0,,0.76,57.0
2019-12-14,87,76.0,,0.76,66.12
2019-12-15,84,76.0,,0.76,63.84
2019-12-16,78,76.0,,0.76,59.28
2019-12-17,79,76.0,,0.76,60.04
2019-12-18,78,76.0,,0.76,59.28
2019-12-19,73,76.0,,0.76,55.480000000000004
2019-12-20,77,76.0,,0.76,58.52
2019-12-21,89,76.0,,0.76,67.64
2019-12-22,86,76.0,,0.76,65.36
2019-12-23,80,76.0,,0.76,60.8
2019-12-24,86,76.0,,0.76,65.36
2019-12-25,82,76.0,,0.76,62.32
2019-12-26,85,76.0,,0.76,64.6
2019-12-27,83,76.0,,0.76,63.08
2019-12-28,90,76.0,,0.76,68.4
2019-12-29,87,76.0,,0.76,66.12
2019-12-30,81,76.0,,0.76,61.56
2019-12-31,81,76.0,,0.76,61.56
2020-01-01,99,72.0,False,0.72,71.28
2020-01-02,91,72.0,,0.72,65.52
2020-01-03,89,72.0,,0.72,64.08
2020-01-04,95,72.0,,0.72,68.39999999999999
2020-01-05,97,72.0,,0.72,69.84
2020-01-06,81,72.0,,0.72,58.32
2020-01-07,83,72.0,,0.72,59.76
2020-01-08,84,72.0,,0.72,60.48
2020-01-09,84,72.0,,0.72,60.48
2020-01-10,86,72.0,,0.72,61.919999999999995
2020-01-11,94,72.0,,0.72,67.67999999999999
2020-01-12,96,72.0,,0.72,69.12
2020-01-13,83,72.0,,0.72,59.76
2020-01-14,83,72.0,,0.72,59.76
2020-01-15,87,72.0,,0.72,62.64
2020-01-16,84,72.0,,0.72,60.48
2020-01-17,85,72.0,,0.72,61.199999999999996
2020-01-18,100,72.0,,0.72,72.0
2020-01-19,97,72.0,,0.72,69.84
2020-01-20,85,72.0,,0.72,61.199999999999996
2020-01-21,81,72.0,,0.72,58.32
2020-01-22,83,72.0,,0.72,59.76
2020-01-23,84,72.0,,0.72,60.48
2020-01-24,87,72.0,,0.72,62.64
2020-01-25,96,72.0,,0.72,69.12
2020-01-26,89,72.0,,0.72,64.08
2020-01-27,78,72.0,,0.72,56.16
2020-01-28,80,72.0,,0.72,57.599999999999994
2020-01-29,83,72.0,,0.72,59.76
2020-01-30,82,72.0,,0.72,59.04
2020-01-31,84,72.0,,0.72,60.48
2020-02-01,95,72.0,False,0.72,68.39999999999999
2020-02-02,92,72.0,,0.72,66.24
2020-02-03,77,72.0,,0.72,55.44
2020-02-04,83,72.0,,0.72,59.76
2020-02-05,84,72.0,,0.72,60.48
2020-02-06,83,72.0,,0.72,59.76
2020-02-07,86,72.0,,0.72,61.919999999999995
2020-02-08,96,72.0,,0.72,69.12
2020-02-09,97,72.0,,0.72,69.84
2020-02-10,82,72.0,,0.72,59.04
2020-02-11,81,72.0,,0.72,58.32
2020-02-12,81,72.0,,0.72,58.32
2020-02-13,85,72.0,,0.72,61.199999999999996
2020-02-14,84,72.0,,0.72,60.48
2020-02-15,96,72.0,,0.72,69.12
2020-02-16,100,72.0,,0.72,72.0
2020-02-17,89,72.0,,0.72,64.08
2020-02-18,83,72.0,,0.72,59.76
2020-02-19,83,72.0,,0.72,59.76
2020-02-20,86,72.0,,0.72,61.919999999999995
2020-02-21,85,72.0,,0.72,61.199999999999996
2020-02-22,99,72.0,,0.72,71.28
2020-02-23,99,72.0,,0.72,71.28
2020-02-24,84,72.0,,0.72,60.48
2020-02-25,84,72.0,,0.72,60.48
2020-02-26,82,72.0,,0.72,59.04
2020-02-27,84,72.0,,0.72,60.48
2020-02-28,87,72.0,,0.72,62.64
2020-02-29,99,72.0,,0.72,71.28
2020-03-01,87,72.0,False,0.72,62.64
2020-03-02,74,72.0,,0.72,53.28
2020-03-03,72,72.0,,0.72,51.839999999999996
2020-03-04,73,72.0,,0.72,52.559999999999995
2020-03-05,77,72.0,,0.72,55.44
2020-03-06,77,72.0,,0.72,55.44
2020-03-07,96,72.0,,0.72,69.12
2020-03-08,100,72.0,,0.72,72.0
2020-03-09,83,72.0,,0.72,59.76
2020-03-10,77,72.0,,0.72,55.44
2020-03-11,82,72.0,,0.72,59.04
2020-03-12,89,72.0,,0.72,64.08
2020-03-13,70,72.0,,0.72,50.4
2020-03-14,85,72.0,,0.72,61.199999999999996
2020-03-15,82,72.0,,0.72,59.04
2020-03-16,68,72.0,,0.72,48.96
2020-03-17,66,72.0,,0.72,47.519999999999996
2020-03-18,73,72.0,,0.72,52.559999999999995
2020-03-19,70,72.0,,0.72,50.4
2020-03-20,70,72.0,,0.72,50.4
2020-03-21,82,72.0,,0.72,59.04
2020-03-22,79,72.0,,0.72,56.879999999999995
2020-03-23,70,72.0,,0.72,50.4
2020-03-24,71,72.0,,0.72,51.12
2020-03-25,72,72.0,,0.72,51.839999999999996
2020-03-26,72,72.0,,0.72,51.839999999999996
2020-03-27,74,72.0,,0.72,53.28
2020-03-28,86,72.0,,0.72,61.919999999999995
2020-03-29,86,72.0,,0.72,61.919999999999995
2020-03-30,71,72.0,,0.72,51.12
2020-03-31,71,72.0,,0.72,51.12
2020-04-01,77,77.0,False,0.77,59.29
2020-04-02,76,77.0,,0.77,58.52
2020-04-03,77,77.0,,0.77,59.29
2020-04-04,91,77.0,,0.77,70.07000000000001
2020-04-05,91,77.0,,0.77,70.07000000000001
2020-04-06,80,77.0,,0.77,61.6
2020-04-07,82,77.0,,0.77,63.14
2020-04-08,82,77.0,,0.77,63.14
2020-04-09,83,77.0,,0.77,63.910000000000004
2020-04-10,86,77.0,,0.77,66.22
2020-04-11,93,77.0,,0.77,71.61
2020-04-12,88,77.0,,0.77,67.76
2020-04-13,81,77.0,,0.77,62.370000000000005
2020-04-14,79,77.0,,0.77,60.83
2020-04-15,81,77.0,,0.77,62.370000000000005
2020-04-16,83,77.0,,0.77,63.910000000000004
2020-04-17,84,77.0,,0.77,64.68
2020-04-18,95,77.0,,0.77,73.15
2020-04-19,99,77.0,,0.77,76.23
2020-04-20,81,77.0,,0.77,62.370000000000005
2020-04-21,82,77.0,,0.77,63.14
2020-04-22,84,77.0,,0.77,64.68
2020-04-23,85,77.0,,0.77,65.45
2020-04-24,83,77.0,,0.77,63.910000000000004
2020-04-25,93,77.0,,0.77,71.61
2020-04-26,100,77.0,,0.77,77.0
2020-04-27,83,77.0,,0.77,63.910000000000004
2020-04-28,84,77.0,,0.77,64.68
2020-04-29,83,77.0,,0.77,63.910000000000004
2020-04-30,83,77.0,,0.77,63.910000000000004
2020-05-01,82,82.0,False,0.82,67.24
2020-05-02,95,82.0,,0.82,77.89999999999999
2020-05-03,96,82.0,,0.82,78.72
2020-05-04,83,82.0,,0.82,68.06
2020-05-05,79,82.0,,0.82,64.78
2020-05-06,78,82.0,,0.82,63.959999999999994
2020-05-07,82,82.0,,0.82,67.24
2020-05-08,80,82.0,,0.82,65.6
2020-05-09,91,82.0,,0.82,74.61999999999999
2020-05-10,92,82.0,,0.82,75.44
2020-05-11,80,82.0,,0.82,65.6
2020-05-12,77,82.0,,0.82,63.13999999999999
2020-05-13,78,82.0,,0.82,63.959999999999994
2020-05-14,81,82.0,,0.82,66.42
2020-05-15,82,82.0,,0.82,67.24
2020-05-16,94,82.0,,0.82,77.08
2020-05-17,94,82.0,,0.82,77.08
2020-05-18,84,82.0,,0.82,68.88
2020-05-19,85,82.0,,0.82,69.7
2020-05-20,82,82.0,,0.82,67.24
2020-05-21,85,82.0,,0.82,69.7
2020-05-22,87,82.0,,0.82,71.33999999999999
2020-05-23,95,82.0,,0.82,77.89999999999999
2020-05-24,100,82.0,,0.82,82.0
2020-05-25,98,82.0,,0.82,80.36
2020-05-26,85,82.0,,0.82,69.7
2020-05-27,82,82.0,,0.82,67.24
2020-05-28,84,82.0,,0.82,68.88
2020-05-29,81,82.0,,0.82,66.42
2020-05-30,90,82.0,,0.82,73.8
2020-05-31,88,82.0,,0.82,72.16
2020-06-01,80,80.0,False,0.8,64.0
2020-06-02,82,80.0,,0.8,65.60000000000001
2020-06-03,82,80.0,,0.8,65.60000000000001
2020-06-04,81,80.0,,0.8,64.8
2020-06-05,86,80.0,,0.8,68.8
2020-06-06,94,80.0,,0.8,75.2
2020-06-07,98,80.0,,0.8,78.4
2020-06-08,88,80.0,,0.8,70.4
2020-06-09,85,80.0,,0.8,68.0
2020-06-10,87,80.0,,0.8,69.60000000000001
2020-06-11,86,80.0,,0.8,68.8
2020-06-12,88,80.0,,0.8,70.4
2020-06-13,99,80.0,,0.8,79.2
2020-06-14,99,80.0,,0.8,79.2
2020-06-15,85,80.0,,0.8,68.0
2020-06-16,84,80.0,,0.8,67.2
2020-06-17,87,80.0,,0.8,69.60000000000001
2020-06-18,87,80.0,,0.8,69.60000000000001
2020-06-19,85,80.0,,0.8,68.0
2020-06-20,98,80.0,,0.8,78.4
2020-06-21,99,80.0,,0.8,79.2
2020-06-22,87,80.0,,0.8,69.60000000000001
2020-06-23,87,80.0,,0.8,69.60000000000001
2020-06-24,83,80.0,,0.8,66.4
2020-06-25,85,80.0,,0.8,68.0
2020-06-26,90,80.0,,0.8,72.0
2020-06-27,97,80.0,,0.8,77.60000000000001
2020-06-28,100,80.0,,0.8,80.0
2020-06-29,90,80.0,,0.8,72.0
2020-06-30,87,80.0,,0.8,69.60000000000001
2020-07-01,84,80.0,False,0.8,67.2
2020-07-02,87,80.0,,0.8,69.60000000000001
2020-07-03,96,80.0,,0.8,76.80000000000001
2020-07-04,98,80.0,,0.8,78.4
2020-07-05,100,80.0,,0.8,80.0
2020-07-06,82,80.0,,0.8,65.60000000000001
2020-07-07,83,80.0,,0.8,66.4
2020-07-08,83,80.0,,0.8,66.4
2020-07-09,87,80.0,,0.8,69.60000000000001
2020-07-10,88,80.0,,0.8,70.4
2020-07-11,95,80.0,,0.8,76.0
2020-07-12,96,80.0,,0.8,76.80000000000001
2020-07-13,83,80.0,,0.8,66.4
2020-07-14,82,80.0,,0.8,65.60000000000001
2020-07-15,81,80.0,,0.8,64.8
2020-07-16,83,80.0,,0.8,66.4
2020-07-17,88,80.0,,0.8,70.4
2020-07-18,100,80.0,,0.8,80.0
2020-07-19,100,80.0,,0.8,80.0
2020-07-20,86,80.0,,0.8,68.8
2020-07-21,83,80.0,,0.8,66.4
2020-07-22,86,80.0,,0.8,68.8
2020-07-23,84,80.0,,0.8,67.2
2020-07-24,87,80.0,,0.8,69.60000000000001
2020-07-25,98,80.0,,0.8,78.4
2020-07-26,98,80.0,,0.8,78.4
2020-07-27,85,80.0,,0.8,68.0
2020-07-28,85,80.0,,0.8,68.0
2020-07-29,86,80.0,,0.8,68.8
2020-07-30,87,80.0,,0.8,69.60000000000001
2020-07-31,86,80.0,,0.8,68.8
2020-08-01,83,85.0,False,0.85,70.55
2020-08-02,87,85.0,,0.85,73.95
2020-08-03,73,85.0,,0.85,62.05
2020-08-04,72,85.0,,0.85,61.199999999999996
2020-08-05,81,85.0,,0.85,68.85
2020-08-06,92,85.0,,0.85,78.2
2020-08-07,83,85.0,,0.85,70.55
2020-08-08,89,85.0,,0.85,75.64999999999999
2020-08-09,89,85.0,,0.85,75.64999999999999
2020-08-10,100,85.0,,0.85,85.0
2020-08-11,94,85.0,,0.85,79.89999999999999
2020-08-12,83,85.0,,0.85,70.55
2020-08-13,80,85.0,,0.85,68.0
2020-08-14,78,85.0,,0.85,66.3
2020-08-15,85,85.0,,0.85,72.25
2020-08-16,88,85.0,,0.85,74.8
2020-08-17,75,85.0,,0.85,63.75
2020-08-18,72,85.0,,0.85,61.199999999999996
2020-08-19,73,85.0,,0.85,62.05
2020-08-20,75,85.0,,0.85,63.75
2020-08-21,78,85.0,,0.85,66.3
2020-08-22,90,85.0,,0.85,76.5
2020-08-23,86,85.0,,0.85,73.1
2020-08-24,74,85.0,,0.85,62.9
2020-08-25,70,85.0,,0.85,59.5
2020-08-26,70,85.0,,0.85,59.5
2020-08-27,72,85.0,,0.85,61.199999999999996
2020-08-28,78,85.0,,0.85,66.3
2020-08-29,82,85.0,,0.85,69.7
2020-08-30,84,85.0,,0.85,71.39999999999999
2020-08-31,73,85.0,,0.85,62.05
2020-09-01,79,78.0,False,0.78,61.620000000000005
2020-09-02,83,78.0,,0.78,64.74000000000001
2020-09-03,83,78.0,,0.78,64.74000000000001
2020-09-04,91,78.0,,0.78,70.98
2020-09-05,97,78.0,,0.78,75.66
2020-09-06,100,78.0,,0.78,78.0
2020-09-07,100,78.0,,0.78,78.0
2020-09-08,84,78.0,,0.78,65.52
2020-09-09,78,78.0,,0.78,60.84
2020-09-10,80,78.0,,0.78,62.400000000000006
2020-09-11,87,78.0,,0.78,67.86
2020-09-12,96,78.0,,0.78,74.88
2020-09-13,94,78.0,,0.78,73.32000000000001
2020-09-14,86,78.0,,0.78,67.08
2020-09-15,84,78.0,,0.78,65.52
2020-09-16,99,78.0,,0.78,77.22
2020-09-17,84,78.0,,0.78,65.52
2020-09-18,90,78.0,,0.78,70.2
2020-09-19,98,78.0,,0.78,76.44
2020-09-20,94,78.0,,0.78,73.32000000000001
2020-09-21,85,78.0,,0.78,66.3
2020-09-22,77,78.0,,0.78,60.06
2020-09-23,80,78.0,,0.78,62.400000000000006
2020-09-24,79,78.0,,0.78,61.620000000000005
2020-09-25,88,78.0,,0.78,68.64
2020-09-26,94,78.0,,0.78,73.32000000000001
2020-09-27,91,78.0,,0.78,70.98
2020-09-28,79,78.0,,0.78,61.620000000000005
2020-09-29,79,78.0,,0.78,61.620000000000005
2020-09-30,77,78.0,,0.78,60.06
2020-10-01,79,80.0,False,0.8,63.2
2020-10-02,86,80.0,,0.8,68.8
2020-10-03,88,80.0,,0.8,70.4
2020-10-04,93,80.0,,0.8,74.4
2020-10-05,83,80.0,,0.8,66.4
2020-10-06,83,80.0,,0.8,66.4
2020-10-07,81,80.0,,0.8,64.8
2020-10-08,76,80.0,,0.8,60.800000000000004
2020-10-09,89,80.0,,0.8,71.2
2020-10-10,92,80.0,,0.8,73.60000000000001
2020-10-11,92,80.0,,0.8,73.60000000000001
2020-10-12,84,80.0,,0.8,67.2
2020-10-13,82,80.0,,0.8,65.60000000000001
2020-10-14,82,80.0,,0.8,65.60000000000001
2020-10-15,80,80.0,,0.8,64.0
2020-10-16,88,80.0,,0.8,70.4
2020-10-17,95,80.0,,0.8,76.0
2020-10-18,94,80.0,,0.8,75.2
2020-10-19,84,80.0,,0.8,67.2
2020-10-20,82,80.0,,0.8,65.60000000000001
2020-10-21,83,80.0,,0.8,66.4
2020-10-22,84,80.0,,0.8,67.2
2020-10-23,90,80.0,,0.8,72.0
2020-10-24,100,80.0,,0.8,80.0
2020-10-25,96,80.0,,0.8,76.80000000000001
2020-10-26,82,80.0,,0.8,65.60000000000001
2020-10-27,83,80.0,,0.8,66.4
2020-10-28,84,80.0,,0.8,67.2
2020-10-29,92,80.0,,0.8,73.60000000000001
2020-10-30,82,80.0,,0.8,65.60000000000001
2020-10-31,90,80.0,,0.8,72.0
2020-11-01,87,80.0,False,0.8,69.60000000000001
2020-11-02,74,80.0,,0.8,59.2
2020-11-03,68,80.0,,0.8,54.400000000000006
2020-11-04,45,80.0,,0.8,36.0
2020-11-05,54,80.0,,0.8,43.2
2020-11-06,61,80.0,,0.8,48.800000000000004
2020-11-07,76,80.0,,0.8,60.800000000000004
2020-11-08,84,80.0,,0.8,67.2
2020-11-09,75,80.0,,0.8,60.0
2020-11-10,80,80.0,,0.8,64.0
2020-11-11,78,80.0,,0.8,62.400000000000006
2020-11-12,82,80.0,,0.8,65.60000000000001
2020-11-13,81,80.0,,0.8,64.8
2020-11-14,95,80.0,,0.8,76.0
2020-11-15,94,80.0,,0.8,75.2
2020-11-16,82,80.0,,0.8,65.60000000000001
2020-11-17,82,80.0,,0.8,65.60000000000001
2020-11-18,88,80.0,,0.8,70.4
2020-11-19,84,80.0,,0.8,67.2
2020-11-20,83,80.0,,0.8,66.4
2020-11-21,97,80.0,,0.8,77.60000000000001
2020-11-22,97,80.0,,0.8,77.60000000000001
2020-11-23,85,80.0,,0.8,68.0
2020-11-24,86,80.0,,0.8,68.8
2020-11-25,93,80.0,,0.8,74.4
2020-11-26,95,80.0,,0.8,76.0
2020-11-27,95,80.0,,0.8,76.0
2020-11-28,100,80.0,,0.8,80.0
2020-11-29,93,80.0,,0.8,74.4
2020-11-30,82,80.0,,0.8,65.60000000000001
2020-12-01,79,86.0,False,0.86,67.94
2020-12-02,84,86.0,,0.86,72.24
2020-12-03,78,86.0,,0.86,67.08
2020-12-04,84,86.0,,0.86,72.24
2020-12-05,100,86.0,,0.86,86.0
2020-12-06,98,86.0,,0.86,84.28
2020-12-07,84,86.0,,0.86,72.24
2020-12-08,82,86.0,,0.86,70.52
2020-12-09,87,86.0,,0.86,74.82
2020-12-10,83,86.0,,0.86,71.38
2020-12-11,79,86.0,,0.86,67.94
2020-12-12,90,86.0,,0.86,77.4
2020-12-13,89,86.0,,0.86,76.53999999999999
2020-12-14,77,86.0,,0.86,66.22
2020-12-15,78,86.0,,0.86,67.08
2020-12-16,81,86.0,,0.86,69.66
2020-12-17,80,86.0,,0.86,68.8
2020-12-18,80,86.0,,0.86,68.8
2020-12-19,95,86.0,,0.86,81.7
2020-12-20,88,86.0,,0.86,75.67999999999999
2020-12-21,76,86.0,,0.86,65.36
2020-12-22,79,86.0,,0.86,67.94
2020-12-23,82,86.0,,0.86,70.52
2020-12-24,83,86.0,,0.86,71.38
2020-12-25,77,86.0,,0.86,66.22
2020-12-26,89,86.0,,0.86,76.53999999999999
2020-12-27,87,86.0,,0.86,74.82
2020-12-28,79,86.0,,0.86,67.94
2020-12-29,82,86.0,,0.86,70.52
2020-12-30,82,86.0,,0.86,70.52
2020-12-31,82,86.0,,0.86,70.52
2021-01-01,95,78.0,False,0.78,74.10000000000001
2021-01-02,97,78.0,,0.78,75.66
2021-01-03,94,78.0,,0.78,73.32000000000001
2021-01-04,79,78.0,,0.78,61.620000000000005
2021-01-05,79,78.0,,0.78,61.620000000000005
2021-01-06,73,78.0,,0.78,56.940000000000005
2021-01-07,75,78.0,,0.78,58.5
2021-01-08,80,78.0,,0.78,62.400000000000006
2021-01-09,88,78.0,,0.78,68.64
2021-01-10,88,78.0,,0.78,68.64
2021-01-11,79,78.0,,0.78,61.620000000000005
2021-01-12,78,78.0,,0.78,60.84
2021-01-13,77,78.0,,0.78,60.06
2021-01-14,79,78.0,,0.78,61.620000000000005
2021-01-15,80,78.0,,0.78,62.400000000000006
2021-01-16,87,78.0,,0.78,67.86
2021-01-17,88,78.0,,0.78,68.64
2021-01-18,82,78.0,,0.78,63.96
2021-01-19,75,78.0,,0.78,58.5
2021-01-20,78,78.0,,0.78,60.84
2021-01-21,74,78.0,,0.78,57.72
2021-01-22,81,78.0,,0.78,63.18
2021-01-23,93,78.0,,0.78,72.54
2021-01-24,90,78.0,,0.78,70.2
2021-01-25,76,78.0,,0.78,59.28
2021-01-26,78,78.0,,0.78,60.84
2021-01-27,81,78.0,,0.78,63.18
2021-01-28,81,78.0,,0.78,63.18
2021-01-29,81,78.0,,0.78,63.18
2021-01-30,100,78.0,,0.78,78.0
2021-01-31,97,78.0,,0.78,75.66
2021-02-01,86,80.0,False,0.8,68.8
2021-02-02,81,80.0,,0.8,64.8
2021-02-03,87,80.0,,0.8,69.60000000000001
2021-02-04,84,80.0,,0.8,67.2
2021-02-05,87,80.0,,0.8,69.60000000000001
2021-02-06,99,80.0,,0.8,79.2
2021-02-07,95,80.0,,0.8,76.0
2021-02-08,81,80.0,,0.8,64.8
2021-02-09,85,80.0,,0.8,68.0
2021-02-10,87,80.0,,0.8,69.60000000000001
2021-02-11,88,80.0,,0.8,70.4
2021-02-12,86,80.0,,0.8,68.8
2021-02-13,96,80.0,,0.8,76.80000000000001
2021-02-14,94,80.0,,0.8,75.2
2021-02-15,88,80.0,,0.8,70.4
2021-02-16,83,80.0,,0.8,66.4
2021-02-17,87,80.0,,0.8,69.60000000000001
2021-02-18,88,80.0,,0.8,70.4
2021-02-19,89,80.0,,0.8,71.2
2021-02-20,98,80.0,,0.8,78.4
2021-02-21,98,80.0,,0.8,78.4
2021-02-22,85,80.0,,0.8,68.0
2021-02-23,86,80.0,,0.8,68.8
2021-02-24,88,80.0,,0.8,70.4
2021-02-25,87,80.0,,0.8,69.60000000000001
2021-02-26,89,80.0,,0.8,71.2
2021-02-27,100,80.0,,0.8,80.0
2021-02-28,99,80.0,,0.8,79.2
2021-03-01,76,79.0,False,0.79,60.040000000000006
2021-03-02,76,79.0,,0.79,60.040000000000006
2021-03-03,74,79.0,,0.79,58.46
2021-03-04,75,79.0,,0.79,59.25
2021-03-05,79,79.0,,0.79,62.410000000000004
2021-03-06,94,79.0,,0.79,74.26
2021-03-07,100,79.0,,0.79,79.0
2021-03-08,82,79.0,,0.79,64.78
2021-03-09,78,79.0,,0.79,61.620000000000005
2021-03-10,81,79.0,,0.79,63.99
2021-03-11,88,79.0,,0.79,69.52000000000001
2021-03-12,90,79.0,,0.79,71.10000000000001
2021-03-13,97,79.0,,0.79,76.63000000000001
2021-03-14,100,79.0,,0.79,79.0
2021-03-15,71,79.0,,0.79,56.09
2021-03-16,72,79.0,,0.79,56.88
2021-03-17,73,79.0,,0.79,57.67
2021-03-18,75,79.0,,0.79,59.25
2021-03-19,77,79.0,,0.79,60.830000000000005
2021-03-20,85,79.0,,0.79,67.15
2021-03-21,90,79.0,,0.79,71.10000000000001
2021-03-22,78,79.0,,0.79,61.620000000000005
2021-03-23,72,79.0,,0.79,56.88
2021-03-24,72,79.0,,0.79,56.88
2021-03-25,76,79.0,,0.79,60.040000000000006
2021-03-26,74,79.0,,0.79,58.46
2021-03-27,86,79.0,,0.79,67.94
2021-03-28,87,79.0,,0.79,68.73
2021-03-29,77,79.0,,0.79,60.830000000000005
2021-03-30,75,79.0,,0.79,59.25
2021-03-31,76,79.0,,0.79,60.040000000000006
2021-04-01,82,81.0,False,0.81,66.42
2021-04-02,88,81.0,,0.81,71.28
2021-04-03,97,81.0,,0.81,78.57000000000001
2021-04-04,100,81.0,,0.81,81.0
2021-04-05,86,81.0,,0.81,69.66000000000001
2021-04-06,82,81.0,,0.81,66.42
2021-04-07,82,81.0,,0.81,66.42
2021-04-08,82,81.0,,0.81,66.42
2021-04-09,84,81.0,,0.81,68.04
2021-04-10,97,81.0,,0.81,78.57000000000001
2021-04-11,100,81.0,,0.81,81.0
2021-04-12,83,81.0,,0.81,67.23
2021-04-13,82,81.0,,0.81,66.42
2021-04-14,86,81.0,,0.81,69.66000000000001
2021-04-15,82,81.0,,0.81,66.42
2021-04-16,84,81.0,,0.81,68.04
2021-04-17,95,81.0,,0.81,76.95
2021-04-18,95,81.0,,0.81,76.95
2021-04-19,84,81.0,,0.81,68.04
2021-04-20,80,81.0,,0.81,64.80000000000001
2021-04-21,84,81.0,,0.81,68.04
2021-04-22,83,81.0,,0.81,67.23
2021-04-23,82,81.0,,0.81,66.42
2021-04-24,93,81.0,,0.81,75.33
2021-04-25,99,81.0,,0.81,80.19000000000001
2021-04-26,82,81.0,,0.81,66.42
2021-04-27,85,81.0,,0.81,68.85000000000001
2021-04-28,86,81.0,,0.81,69.66000000000001
2021-04-29,81,81.0,,0.81,65.61
2021-04-30,86,81.0,,0.81,69.66000000000001
