date,NUGT_unscaled,NUGT_monthly,isPartial,scale,NUGT
2019-08-31,23,45.0,,0.45,10.35
2019-09-01,9,39.0,False,0.39,3.5100000000000002
2019-09-02,6,39.0,,0.39,2.34
2019-09-03,90,39.0,,0.39,35.1
2019-09-04,66,39.0,,0.39,25.740000000000002
2019-09-05,93,39.0,,0.39,36.27
2019-09-06,100,39.0,,0.39,39.0
2019-09-07,17,39.0,,0.39,6.63
2019-09-08,11,39.0,,0.39,4.29
2019-09-09,92,39.0,,0.39,35.88
2019-09-10,75,39.0,,0.39,29.25
2019-09-11,97,39.0,,0.39,37.83
2019-09-12,66,39.0,,0.39,25.740000000000002
2019-09-13,69,39.0,,0.39,26.91
2019-09-14,12,39.0,,0.39,4.68
2019-09-15,20,39.0,,0.39,7.800000000000001
2019-09-16,67,39.0,,0.39,26.130000000000003
2019-09-17,77,39.0,,0.39,30.03
2019-09-18,89,39.0,,0.39,34.71
2019-09-19,73,39.0,,0.39,28.470000000000002
2019-09-20,60,39.0,,0.39,23.400000000000002
2019-09-21,9,39.0,,0.39,3.5100000000000002
2019-09-22,14,39.0,,0.39,5.46
2019-09-23,69,39.0,,0.39,26.91
2019-09-24,90,39.0,,0.39,35.1
2019-09-25,67,39.0,,0.39,26.130000000000003
2019-09-26,75,39.0,,0.39,29.25
2019-09-27,66,39.0,,0.39,25.740000000000002
2019-09-28,9,39.0,,0.39,3.5100000000000002
2019-09-29,3,39.0,,0.39,1.17
2019-09-30,72,39.0,,0.39,28.080000000000002
2019-10-01,83,31.0,False,0.31,25.73
2019-10-02,100,31.0,,0.31,31.0
2019-10-03,92,31.0,,0.31,28.52
2019-10-04,95,31.0,,0.31,29.45
2019-10-05,15,31.0,,0.31,4.65
2019-10-06,11,31.0,,0.31,3.41
2019-10-07,71,31.0,,0.31,22.01
2019-10-08,65,31.0,,0.31,20.15
2019-10-09,63,31.0,,0.31,19.53
2019-10-10,78,31.0,,0.31,24.18
2019-10-11,67,31.0,,0.31,20.77
2019-10-12,12,31.0,,0.31,3.7199999999999998
2019-10-13,7,31.0,,0.31,2.17
2019-10-14,57,31.0,,0.31,17.669999999999998
2019-10-15,65,31.0,,0.31,20.15
2019-10-16,65,31.0,,0.31,20.15
2019-10-17,79,31.0,,0.31,24.49
2019-10-18,69,31.0,,0.31,21.39
2019-10-19,4,31.0,,0.31,1.24
2019-10-20,11,31.0,,0.31,3.41
2019-10-21,60,31.0,,0.31,18.6
2019-10-22,74,31.0,,0.31,22.94
2019-10-23,74,31.0,,0.31,22.94
2019-10-24,65,31.0,,0.31,20.15
2019-10-25,47,31.0,,0.31,14.57
2019-10-26,22,31.0,,0.31,6.82
2019-10-27,11,31.0,,0.31,3.41
2019-10-28,63,31.0,,0.31,19.53
2019-10-29,70,31.0,,0.31,21.7
2019-10-30,92,31.0,,0.31,28.52
2019-10-31,72,31.0,,0.31,22.32
2019-11-01,85,26.0,False,0.26,22.1
2019-11-02,16,26.0,,0.26,4.16
2019-11-03,0,26.0,,0.26,0.0
2019-11-04,64,26.0,,0.26,16.64
2019-11-05,90,26.0,,0.26,23.400000000000002
2019-11-06,73,26.0,,0.26,18.98
2019-11-07,87,26.0,,0.26,22.62
2019-11-08,75,26.0,,0.26,19.5
2019-11-09,19,26.0,,0.26,4.94
2019-11-10,4,26.0,,0.26,1.04
2019-11-11,58,26.0,,0.26,15.08
2019-11-12,62,26.0,,0.26,16.12
2019-11-13,100,26.0,,0.26,26.0
2019-11-14,53,26.0,,0.26,13.780000000000001
2019-11-15,60,26.0,,0.26,15.600000000000001
2019-11-16,18,26.0,,0.26,4.68
2019-11-17,4,26.0,,0.26,1.04
2019-11-18,44,26.0,,0.26,11.440000000000001
2019-11-19,92,26.0,,0.26,23.92
2019-11-20,55,26.0,,0.26,14.3
2019-11-21,48,26.0,,0.26,12.48
2019-11-22,49,26.0,,0.26,12.74
2019-11-23,4,26.0,,0.26,1.04
2019-11-24,7,26.0,,0.26,1.82
2019-11-25,74,26.0,,0.26,19.240000000000002
2019-11-26,63,26.0,,0.26,16.38
2019-11-27,52,26.0,,0.26,13.52
2019-11-28,22,26.0,,0.26,5.720000000000001
2019-11-29,32,26.0,,0.26,8.32
2019-11-30,11,26.0,,0.26,2.8600000000000003
2019-12-01,3,26.0,False,0.26,0.78
2019-12-02,53,26.0,,0.26,13.780000000000001
2019-12-03,76,26.0,,0.26,19.76
2019-12-04,59,26.0,,0.26,15.34
2019-12-05,71,26.0,,0.26,18.46
2019-12-06,37,26.0,,0.26,9.620000000000001
2019-12-07,10,26.0,,0.26,2.6
2019-12-08,20,26.0,,0.26,5.2
2019-12-09,39,26.0,,0.26,10.14
2019-12-10,58,26.0,,0.26,15.08
2019-12-11,61,26.0,,0.26,15.860000000000001
2019-12-12,62,26.0,,0.26,16.12
2019-12-13,42,26.0,,0.26,10.92
2019-12-14,20,26.0,,0.26,5.2
2019-12-15,3,26.0,,0.26,0.78
2019-12-16,65,26.0,,0.26,16.900000000000002
2019-12-17,40,26.0,,0.26,10.4
2019-12-18,51,26.0,,0.26,13.26
2019-12-19,61,26.0,,0.26,15.860000000000001
2019-12-20,36,26.0,,0.26,9.36
2019-12-21,10,26.0,,0.26,2.6
2019-12-22,3,26.0,,0.26,0.78
2019-12-23,54,26.0,,0.26,14.040000000000001
2019-12-24,64,26.0,,0.26,16.64
2019-12-25,8,26.0,,0.26,2.08
2019-12-26,100,26.0,,0.26,26.0
2019-12-27,53,26.0,,0.26,13.780000000000001
2019-12-28,30,26.0,,0.26,7.800000000000001
2019-12-29,6,26.0,,0.26,1.56
2019-12-30,68,26.0,,0.26,17.68
2019-12-31,60,26.0,,0.26,15.600000000000001
2020-01-01,19,32.0,False,0.32,6.08
2020-01-02,48,32.0,,0.32,15.36
2020-01-03,100,32.0,,0.32,32.0
2020-01-04,9,32.0,,0.32,2.88
2020-01-05,15,32.0,,0.32,4.8
2020-01-06,90,32.0,,0.32,28.8
2020-01-07,67,32.0,,0.32,21.44
2020-01-08,97,32.0,,0.32,31.04
2020-01-09,77,32.0,,0.32,24.64
2020-01-10,79,32.0,,0.32,25.28
2020-01-11,26,32.0,,0.32,8.32
2020-01-12,3,32.0,,0.32,0.96
2020-01-13,66,32.0,,0.32,21.12
2020-01-14,62,32.0,,0.32,19.84
2020-01-15,59,32.0,,0.32,18.88
2020-01-16,50,32.0,,0.32,16.0
2020-01-17,49,32.0,,0.32,15.68
2020-01-18,24,32.0,,0.32,7.68
2020-01-19,6,32.0,,0.32,1.92
2020-01-20,8,32.0,,0.32,2.56
2020-01-21,55,32.0,,0.32,17.6
2020-01-22,58,32.0,,0.32,18.56
2020-01-23,73,32.0,,0.32,23.36
2020-01-24,69,32.0,,0.32,22.080000000000002
2020-01-25,6,32.0,,0.32,1.92
2020-01-26,11,32.0,,0.32,3.52
2020-01-27,69,32.0,,0.32,22.080000000000002
2020-01-28,65,32.0,,0.32,20.8
2020-01-29,51,32.0,,0.32,16.32
2020-01-30,46,32.0,,0.32,14.72
2020-01-31,62,32.0,,0.32,19.84
2020-02-01,8,34.0,False,0.34,2.72
2020-02-02,6,34.0,,0.34,2.04
2020-02-03,31,34.0,,0.34,10.540000000000001
2020-02-04,37,34.0,,0.34,12.58
2020-02-05,48,34.0,,0.34,16.32
2020-02-06,25,34.0,,0.34,8.5
2020-02-07,46,34.0,,0.34,15.64
2020-02-08,4,34.0,,0.34,1.36
2020-02-09,2,34.0,,0.34,0.68
2020-02-10,29,34.0,,0.34,9.860000000000001
2020-02-11,31,34.0,,0.34,10.540000000000001
2020-02-12,30,34.0,,0.34,10.200000000000001
2020-02-13,33,34.0,,0.34,11.22
2020-02-14,30,34.0,,0.34,10.200000000000001
2020-02-15,8,34.0,,0.34,2.72
2020-02-16,2,34.0,,0.34,0.68
2020-02-17,21,34.0,,0.34,7.140000000000001
2020-02-18,47,34.0,,0.34,15.98
2020-02-19,50,34.0,,0.34,17.0
2020-02-20,50,34.0,,0.34,17.0
2020-02-21,61,34.0,,0.34,20.740000000000002
2020-02-22,16,34.0,,0.34,5.44
2020-02-23,8,34.0,,0.34,2.72
2020-02-24,93,34.0,,0.34,31.62
2020-02-25,82,34.0,,0.34,27.880000000000003
2020-02-26,45,34.0,,0.34,15.3
2020-02-27,73,34.0,,0.34,24.82
2020-02-28,100,34.0,,0.34,34.0
2020-02-29,19,34.0,,0.34,6.460000000000001
2020-03-01,8,89.0,False,0.89,7.12
2020-03-02,32,89.0,,0.89,28.48
2020-03-03,48,89.0,,0.89,42.72
2020-03-04,39,89.0,,0.89,34.71
2020-03-05,39,89.0,,0.89,34.71
2020-03-06,50,89.0,,0.89,44.5
2020-03-07,8,89.0,,0.89,7.12
2020-03-08,3,89.0,,0.89,2.67
2020-03-09,52,89.0,,0.89,46.28
2020-03-10,34,89.0,,0.89,30.26
2020-03-11,37,89.0,,0.89,32.93
2020-03-12,49,89.0,,0.89,43.61
2020-03-13,71,89.0,,0.89,63.19
2020-03-14,28,89.0,,0.89,24.92
2020-03-15,10,89.0,,0.89,8.9
2020-03-16,78,89.0,,0.89,69.42
2020-03-17,74,89.0,,0.89,65.86
2020-03-18,80,89.0,,0.89,71.2
2020-03-19,77,89.0,,0.89,68.53
2020-03-20,81,89.0,,0.89,72.09
2020-03-21,18,89.0,,0.89,16.02
2020-03-22,13,89.0,,0.89,11.57
2020-03-23,65,89.0,,0.89,57.85
2020-03-24,100,89.0,,0.89,89.0
2020-03-25,71,89.0,,0.89,63.19
2020-03-26,66,89.0,,0.89,58.74
2020-03-27,56,89.0,,0.89,49.84
2020-03-28,11,89.0,,0.89,9.790000000000001
2020-03-29,11,89.0,,0.89,9.790000000000001
2020-03-30,54,89.0,,0.89,48.06
2020-03-31,37,89.0,,0.89,32.93
2020-04-01,40,56.0,False,0.56,22.400000000000002
2020-04-02,40,56.0,,0.56,22.400000000000002
2020-04-03,32,56.0,,0.56,17.92
2020-04-04,12,56.0,,0.56,6.720000000000001
2020-04-05,9,56.0,,0.56,5.040000000000001
2020-04-06,45,56.0,,0.56,25.200000000000003
2020-04-07,36,56.0,,0.56,20.160000000000004
2020-04-08,22,56.0,,0.56,12.32
2020-04-09,42,56.0,,0.56,23.520000000000003
2020-04-10,16,56.0,,0.56,8.96
2020-04-11,8,56.0,,0.56,4.48
2020-04-12,5,56.0,,0.56,2.8000000000000003
2020-04-13,36,56.0,,0.56,20.160000000000004
2020-04-14,53,56.0,,0.56,29.680000000000003
2020-04-15,37,56.0,,0.56,20.720000000000002
2020-04-16,37,56.0,,0.56,20.720000000000002
2020-04-17,28,56.0,,0.56,15.680000000000001
2020-04-18,4,56.0,,0.56,2.24
2020-04-19,3,56.0,,0.56,1.6800000000000002
2020-04-20,24,56.0,,0.56,13.440000000000001
2020-04-21,23,56.0,,0.56,12.88
2020-04-22,31,56.0,,0.56,17.360000000000003
2020-04-23,100,56.0,,0.56,56.00000000000001
2020-04-24,37,56.0,,0.56,20.720000000000002
2020-04-25,12,56.0,,0.56,6.720000000000001
2020-04-26,4,56.0,,0.56,2.24
2020-04-27,19,56.0,,0.56,10.64
2020-04-28,21,56.0,,0.56,11.760000000000002
2020-04-29,24,56.0,,0.56,13.440000000000001
2020-04-30,30,56.0,,0.56,16.8
2020-05-01,83,25.0,False,0.25,20.75
2020-05-02,26,25.0,,0.25,6.5
2020-05-03,30,25.0,,0.25,7.5
2020-05-04,100,25.0,,0.25,25.0
2020-05-05,90,25.0,,0.25,22.5
2020-05-06,85,25.0,,0.25,21.25
2020-05-07,73,25.0,,0.25,18.25
2020-05-08,87,25.0,,0.25,21.75
2020-05-09,18,25.0,,0.25,4.5
2020-05-10,15,25.0,,0.25,3.75
2020-05-11,83,25.0,,0.25,20.75
2020-05-12,60,25.0,,0.25,15.0
2020-05-13,28,25.0,,0.25,7.0
2020-05-14,89,25.0,,0.25,22.25
2020-05-15,88,25.0,,0.25,22.0
2020-05-16,30,25.0,,0.25,7.5
2020-05-17,33,25.0,,0.25,8.25
2020-05-18,58,25.0,,0.25,14.5
2020-05-19,87,25.0,,0.25,21.75
2020-05-20,67,25.0,,0.25,16.75
2020-05-21,56,25.0,,0.25,14.0
2020-05-22,72,25.0,,0.25,18.0
2020-05-23,4,25.0,,0.25,1.0
2020-05-24,24,25.0,,0.25,6.0
2020-05-25,8,25.0,,0.25,2.0
2020-05-26,70,25.0,,0.25,17.5
2020-05-27,68,25.0,,0.25,17.0
2020-05-28,80,25.0,,0.25,20.0
2020-05-29,76,25.0,,0.25,19.0
2020-05-30,30,25.0,,0.25,7.5
2020-05-31,4,25.0,,0.25,1.0
2020-06-01,57,21.0,False,0.21,11.969999999999999
2020-06-02,73,21.0,,0.21,15.33
2020-06-03,69,21.0,,0.21,14.49
2020-06-04,94,21.0,,0.21,19.74
2020-06-05,86,21.0,,0.21,18.06
2020-06-06,36,21.0,,0.21,7.56
2020-06-07,28,21.0,,0.21,5.88
2020-06-08,79,21.0,,0.21,16.59
2020-06-09,54,21.0,,0.21,11.34
2020-06-10,81,21.0,,0.21,17.009999999999998
2020-06-11,100,21.0,,0.21,21.0
2020-06-12,71,21.0,,0.21,14.91
2020-06-13,5,21.0,,0.21,1.05
2020-06-14,10,21.0,,0.21,2.1
2020-06-15,66,21.0,,0.21,13.86
2020-06-16,48,21.0,,0.21,10.08
2020-06-17,62,21.0,,0.21,13.02
2020-06-18,54,21.0,,0.21,11.34
2020-06-19,72,21.0,,0.21,15.12
2020-06-20,24,21.0,,0.21,5.04
2020-06-21,5,21.0,,0.21,1.05
2020-06-22,80,21.0,,0.21,16.8
2020-06-23,84,21.0,,0.21,17.64
2020-06-24,58,21.0,,0.21,12.18
2020-06-25,83,21.0,,0.21,17.43
2020-06-26,57,21.0,,0.21,11.969999999999999
2020-06-27,10,21.0,,0.21,2.1
2020-06-28,9,21.0,,0.21,1.89
2020-06-29,59,21.0,,0.21,12.389999999999999
2020-06-30,64,21.0,,0.21,13.44
2020-07-01,35,25.0,False,0.25,8.75
2020-07-02,47,25.0,,0.25,11.75
2020-07-03,22,25.0,,0.25,5.5
2020-07-04,4,25.0,,0.25,1.0
2020-07-05,18,25.0,,0.25,4.5
2020-07-06,29,25.0,,0.25,7.25
2020-07-07,44,25.0,,0.25,11.0
2020-07-08,81,25.0,,0.25,20.25
2020-07-09,50,25.0,,0.25,12.5
2020-07-10,34,25.0,,0.25,8.5
2020-07-11,10,25.0,,0.25,2.5
2020-07-12,7,25.0,,0.25,1.75
2020-07-13,50,25.0,,0.25,12.5
2020-07-14,32,25.0,,0.25,8.0
2020-07-15,47,25.0,,0.25,11.75
2020-07-16,24,25.0,,0.25,6.0
2020-07-17,68,25.0,,0.25,17.0
2020-07-18,14,25.0,,0.25,3.5
2020-07-19,10,25.0,,0.25,2.5
2020-07-20,43,25.0,,0.25,10.75
2020-07-21,75,25.0,,0.25,18.75
2020-07-22,91,25.0,,0.25,22.75
2020-07-23,80,25.0,,0.25,20.0
2020-07-24,52,25.0,,0.25,13.0
2020-07-25,25,25.0,,0.25,6.25
2020-07-26,18,25.0,,0.25,4.5
2020-07-27,100,25.0,,0.25,25.0
2020-07-28,97,25.0,,0.25,24.25
2020-07-29,76,25.0,,0.25,19.0
2020-07-30,90,25.0,,0.25,22.5
2020-07-31,69,25.0,,0.25,17.25
2020-08-01,35,26.0,False,0.26,9.1
2020-08-02,4,26.0,,0.26,1.04
2020-08-03,46,26.0,,0.26,11.96
2020-08-04,41,26.0,,0.26,10.66
2020-08-05,96,26.0,,0.26,24.96
2020-08-06,81,26.0,,0.26,21.060000000000002
2020-08-07,84,26.0,,0.26,21.84
2020-08-08,4,26.0,,0.26,1.04
2020-08-09,13,26.0,,0.26,3.38
2020-08-10,72,26.0,,0.26,18.72
2020-08-11,99,26.0,,0.26,25.740000000000002
2020-08-12,64,26.0,,0.26,16.64
2020-08-13,94,26.0,,0.26,24.44
2020-08-14,66,26.0,,0.26,17.16
2020-08-15,35,26.0,,0.26,9.1
2020-08-16,31,26.0,,0.26,8.06
2020-08-17,83,26.0,,0.26,21.580000000000002
2020-08-18,100,26.0,,0.26,26.0
2020-08-19,66,26.0,,0.26,17.16
2020-08-20,86,26.0,,0.26,22.36
2020-08-21,83,26.0,,0.26,21.580000000000002
2020-08-22,9,26.0,,0.26,2.34
2020-08-23,9,26.0,,0.26,2.34
2020-08-24,75,26.0,,0.26,19.5
2020-08-25,47,26.0,,0.26,12.22
2020-08-26,47,26.0,,0.26,12.22
2020-08-27,71,26.0,,0.26,18.46
2020-08-28,48,26.0,,0.26,12.48
2020-08-29,13,26.0,,0.26,3.38
2020-08-30,4,26.0,,0.26,1.04
2020-08-31,53,26.0,,0.26,13.780000000000001
2020-09-01,72,17.0,False,0.17,12.24
2020-09-02,67,17.0,,0.17,11.39
2020-09-03,85,17.0,,0.17,14.450000000000001
2020-09-04,100,17.0,,0.17,17.0
2020-09-05,12,17.0,,0.17,2.04
2020-09-06,12,17.0,,0.17,2.04
2020-09-07,6,17.0,,0.17,1.02
2020-09-08,91,17.0,,0.17,15.47
2020-09-09,53,17.0,,0.17,9.01
2020-09-10,69,17.0,,0.17,11.73
2020-09-11,34,17.0,,0.17,5.78
2020-09-12,12,17.0,,0.17,2.04
2020-09-13,6,17.0,,0.17,1.02
2020-09-14,43,17.0,,0.17,7.3100000000000005
2020-09-15,57,17.0,,0.17,9.690000000000001
2020-09-16,48,17.0,,0.17,8.16
2020-09-17,60,17.0,,0.17,10.200000000000001
2020-09-18,63,17.0,,0.17,10.71
2020-09-19,23,17.0,,0.17,3.91
2020-09-20,0,17.0,,0.17,0.0
2020-09-21,57,17.0,,0.17,9.690000000000001
2020-09-22,89,17.0,,0.17,15.13
2020-09-23,63,17.0,,0.17,10.71
2020-09-24,33,17.0,,0.17,5.61
2020-09-25,59,17.0,,0.17,10.030000000000001
2020-09-26,0,17.0,,0.17,0.0
2020-09-27,6,17.0,,0.17,1.02
2020-09-28,52,17.0,,0.17,8.84
2020-09-29,77,17.0,,0.17,13.090000000000002
2020-09-30,47,17.0,,0.17,7.99
2020-10-01,71,16.0,False,0.16,11.36
2020-10-02,78,16.0,,0.16,12.48
2020-10-03,6,16.0,,0.16,0.96
2020-10-04,6,16.0,,0.16,0.96
2020-10-05,46,16.0,,0.16,7.36
2020-10-06,56,16.0,,0.16,8.96
2020-10-07,67,16.0,,0.16,10.72
2020-10-08,61,16.0,,0.16,9.76
2020-10-09,83,16.0,,0.16,13.280000000000001
2020-10-10,13,16.0,,0.16,2.08
2020-10-11,13,16.0,,0.16,2.08
2020-10-12,91,16.0,,0.16,14.56
2020-10-13,46,16.0,,0.16,7.36
2020-10-14,70,16.0,,0.16,11.200000000000001
2020-10-15,63,16.0,,0.16,10.08
2020-10-16,36,16.0,,0.16,5.76
2020-10-17,7,16.0,,0.16,1.12
2020-10-18,7,16.0,,0.16,1.12
2020-10-19,64,16.0,,0.16,10.24
2020-10-20,41,16.0,,0.16,6.5600000000000005
2020-10-21,100,16.0,,0.16,16.0
2020-10-22,64,16.0,,0.16,10.24
2020-10-23,67,16.0,,0.16,10.72
2020-10-24,33,16.0,,0.16,5.28
2020-10-25,6,16.0,,0.16,0.96
2020-10-26,34,16.0,,0.16,5.44
2020-10-27,53,16.0,,0.16,8.48
2020-10-28,81,16.0,,0.16,12.96
2020-10-29,57,16.0,,0.16,9.120000000000001
2020-10-30,72,16.0,,0.16,11.52
2020-10-31,27,16.0,,0.16,4.32
2020-11-01,11,16.0,False,0.16,1.76
2020-11-02,44,16.0,,0.16,7.04
2020-11-03,28,16.0,,0.16,4.48
2020-11-04,32,16.0,,0.16,5.12
2020-11-05,60,16.0,,0.16,9.6
2020-11-06,68,16.0,,0.16,10.88
2020-11-07,23,16.0,,0.16,3.68
2020-11-08,10,16.0,,0.16,1.6
2020-11-09,66,16.0,,0.16,10.56
2020-11-10,42,16.0,,0.16,6.72
2020-11-11,84,16.0,,0.16,13.44
2020-11-12,83,16.0,,0.16,13.280000000000001
2020-11-13,57,16.0,,0.16,9.120000000000001
2020-11-14,5,16.0,,0.16,0.8
2020-11-15,5,16.0,,0.16,0.8
2020-11-16,43,16.0,,0.16,6.88
2020-11-17,71,16.0,,0.16,11.36
2020-11-18,69,16.0,,0.16,11.040000000000001
2020-11-19,33,16.0,,0.16,5.28
2020-11-20,50,16.0,,0.16,8.0
2020-11-21,0,16.0,,0.16,0.0
2020-11-22,11,16.0,,0.16,1.76
2020-11-23,64,16.0,,0.16,10.24
2020-11-24,100,16.0,,0.16,16.0
2020-11-25,76,16.0,,0.16,12.16
2020-11-26,11,16.0,,0.16,1.76
2020-11-27,61,16.0,,0.16,9.76
2020-11-28,0,16.0,,0.16,0.0
2020-11-29,0,16.0,,0.16,0.0
2020-11-30,55,16.0,,0.16,8.8
2020-12-01,100,16.0,False,0.16,16.0
2020-12-02,73,16.0,,0.16,11.68
2020-12-03,79,16.0,,0.16,12.64
2020-12-04,58,16.0,,0.16,9.28
2020-12-05,13,16.0,,0.16,2.08
2020-12-06,25,16.0,,0.16,4.0
2020-12-07,79,16.0,,0.16,12.64
2020-12-08,79,16.0,,0.16,12.64
2020-12-09,69,16.0,,0.16,11.040000000000001
2020-12-10,73,16.0,,0.16,11.68
2020-12-11,52,16.0,,0.16,8.32
2020-12-12,12,16.0,,0.16,1.92
2020-12-13,6,16.0,,0.16,0.96
2020-12-14,67,16.0,,0.16,10.72
2020-12-15,74,16.0,,0.16,11.84
2020-12-16,64,16.0,,0.16,10.24
2020-12-17,46,16.0,,0.16,7.36
2020-12-18,78,16.0,,0.16,12.48
2020-12-19,26,16.0,,0.16,4.16
2020-12-20,20,16.0,,0.16,3.2
2020-12-21,59,16.0,,0.16,9.44
2020-12-22,72,16.0,,0.16,11.52
2020-12-23,68,16.0,,0.16,10.88
2020-12-24,19,16.0,,0.16,3.04
2020-12-25,0,16.0,,0.16,0.0
2020-12-26,7,16.0,,0.16,1.12
2020-12-27,0,16.0,,0.16,0.0
2020-12-28,77,16.0,,0.16,12.32
2020-12-29,71,16.0,,0.16,11.36
2020-12-30,76,16.0,,0.16,12.16
2020-12-31,77,16.0,,0.16,12.32
2021-01-01,12,16.0,False,0.16,1.92
2021-01-02,0,16.0,,0.16,0.0
2021-01-03,12,16.0,,0.16,1.92
2021-01-04,96,16.0,,0.16,15.36
2021-01-05,92,16.0,,0.16,14.72
2021-01-06,80,16.0,,0.16,12.8
2021-01-07,81,16.0,,0.16,12.96
2021-01-08,66,16.0,,0.16,10.56
2021-01-09,18,16.0,,0.16,2.88
2021-01-10,6,16.0,,0.16,0.96
2021-01-11,59,16.0,,0.16,9.44
2021-01-12,93,16.0,,0.16,14.88
2021-01-13,100,16.0,,0.16,16.0
2021-01-14,78,16.0,,0.16,12.48
2021-01-15,55,16.0,,0.16,8.8
2021-01-16,30,16.0,,0.16,4.8
2021-01-17,6,16.0,,0.16,0.96
2021-01-18,17,16.0,,0.16,2.72
2021-01-19,50,16.0,,0.16,8.0
2021-01-20,70,16.0,,0.16,11.200000000000001
2021-01-21,38,16.0,,0.16,6.08
2021-01-22,55,16.0,,0.16,8.8
2021-01-23,12,16.0,,0.16,1.92
2021-01-24,18,16.0,,0.16,2.88
2021-01-25,49,16.0,,0.16,7.84
2021-01-26,66,16.0,,0.16,10.56
2021-01-27,92,16.0,,0.16,14.72
2021-01-28,82,16.0,,0.16,13.120000000000001
2021-01-29,55,16.0,,0.16,8.8
2021-01-30,12,16.0,,0.16,1.92
2021-01-31,12,16.0,,0.16,1.92
2021-02-01,45,15.0,False,0.15,6.75
2021-02-02,67,15.0,,0.15,10.049999999999999
2021-02-03,52,15.0,,0.15,7.8
2021-02-04,63,15.0,,0.15,9.45
2021-02-05,100,15.0,,0.15,15.0
2021-02-06,13,15.0,,0.15,1.95
2021-02-07,0,15.0,,0.15,0.0
2021-02-08,56,15.0,,0.15,8.4
2021-02-09,94,15.0,,0.15,14.1
2021-02-10,69,15.0,,0.15,10.35
2021-02-11,68,15.0,,0.15,10.2
2021-02-12,29,15.0,,0.15,4.35
2021-02-13,13,15.0,,0.15,1.95
2021-02-14,13,15.0,,0.15,1.95
2021-02-15,24,15.0,,0.15,3.5999999999999996
2021-02-16,35,15.0,,0.15,5.25
2021-02-17,70,15.0,,0.15,10.5
2021-02-18,81,15.0,,0.15,12.15
2021-02-19,47,15.0,,0.15,7.05
2021-02-20,33,15.0,,0.15,4.95
2021-02-21,13,15.0,,0.15,1.95
2021-02-22,45,15.0,,0.15,6.75
2021-02-23,64,15.0,,0.15,9.6
2021-02-24,46,15.0,,0.15,6.8999999999999995
2021-02-25,46,15.0,,0.15,6.8999999999999995
2021-02-26,70,15.0,,0.15,10.5
2021-02-27,26,15.0,,0.15,3.9
2021-02-28,19,15.0,,0.15,2.85
2021-03-01,82,10.0,False,0.1,8.200000000000001
2021-03-02,57,10.0,,0.1,5.7
2021-03-03,100,10.0,,0.1,10.0
2021-03-04,83,10.0,,0.1,8.3
2021-03-05,39,10.0,,0.1,3.9000000000000004
2021-03-06,22,10.0,,0.1,2.2
2021-03-07,0,10.0,,0.1,0.0
2021-03-08,51,10.0,,0.1,5.1000000000000005
2021-03-09,38,10.0,,0.1,3.8000000000000003
2021-03-10,37,10.0,,0.1,3.7
2021-03-11,44,10.0,,0.1,4.4
2021-03-12,13,10.0,,0.1,1.3
2021-03-13,7,10.0,,0.1,0.7000000000000001
2021-03-14,7,10.0,,0.1,0.7000000000000001
2021-03-15,31,10.0,,0.1,3.1
2021-03-16,11,10.0,,0.1,1.1
2021-03-17,62,10.0,,0.1,6.2
2021-03-18,61,10.0,,0.1,6.1000000000000005
2021-03-19,25,10.0,,0.1,2.5
2021-03-20,0,10.0,,0.1,0.0
2021-03-21,0,10.0,,0.1,0.0
2021-03-22,50,10.0,,0.1,5.0
2021-03-23,38,10.0,,0.1,3.8000000000000003
2021-03-24,43,10.0,,0.1,4.3
2021-03-25,25,10.0,,0.1,2.5
2021-03-26,39,10.0,,0.1,3.9000000000000004
2021-03-27,14,10.0,,0.1,1.4000000000000001
2021-03-28,7,10.0,,0.1,0.7000000000000001
2021-03-29,13,10.0,,0.1,1.3
2021-03-30,32,10.0,,0.1,3.2
2021-03-31,18,10.0,,0.1,1.8
2021-04-01,8,8.0,False,0.08,0.64
2021-04-02,40,8.0,,0.08,3.2
2021-04-03,0,8.0,,0.08,0.0
2021-04-04,9,8.0,,0.08,0.72
2021-04-05,40,8.0,,0.08,3.2
2021-04-06,38,8.0,,0.08,3.04
2021-04-07,68,8.0,,0.08,5.44
2021-04-08,52,8.0,,0.08,4.16
2021-04-09,45,8.0,,0.08,3.6
2021-04-10,8,8.0,,0.08,0.64
2021-04-11,0,8.0,,0.08,0.0
2021-04-12,38,8.0,,0.08,3.04
2021-04-13,53,8.0,,0.08,4.24
2021-04-14,37,8.0,,0.08,2.96
2021-04-15,60,8.0,,0.08,4.8
2021-04-16,100,8.0,,0.08,8.0
2021-04-17,0,8.0,,0.08,0.0
2021-04-18,0,8.0,,0.08,0.0
2021-04-19,22,8.0,,0.08,1.76
2021-04-20,67,8.0,,0.08,5.36
2021-04-21,37,8.0,,0.08,2.96
2021-04-22,38,8.0,,0.08,3.04
2021-04-23,70,8.0,,0.08,5.6000000000000005
2021-04-24,9,8.0,,0.08,0.72
2021-04-25,9,8.0,,0.08,0.72
2021-04-26,31,8.0,,0.08,2.48
2021-04-27,46,8.0,,0.08,3.68
2021-04-28,30,8.0,,0.08,2.4
2021-04-29,37,8.0,,0.08,2.96
2021-04-30,52,8.0,,0.08,4.16
2021-05-01,15,12.0,False,0.12,1.7999999999999998
2021-05-02,0,12.0,,0.12,0.0
2021-05-03,65,12.0,,0.12,7.8
2021-05-04,76,12.0,,0.12,9.12
