date,TGT_unscaled,TGT_monthly,isPartial,scale,TGT
2021-04-26,56,64.0,,0.64,35.84
2021-04-27,44,64.0,,0.64,28.16
2021-04-28,72,64.0,,0.64,46.08
2021-04-29,54,64.0,,0.64,34.56
2021-04-30,54,64.0,,0.64,34.56
2021-05-01,7,65.0,False,0.65,4.55
2021-05-02,9,65.0,,0.65,5.8500000000000005
2021-05-03,15,65.0,,0.65,9.75
2021-05-04,28,65.0,,0.65,18.2
2021-05-05,22,65.0,,0.65,14.3
2021-05-06,28,65.0,,0.65,18.2
2021-05-07,28,65.0,,0.65,18.2
2021-05-08,15,65.0,,0.65,9.75
2021-05-09,9,65.0,,0.65,5.8500000000000005
2021-05-10,26,65.0,,0.65,16.900000000000002
2021-05-11,32,65.0,,0.65,20.8
2021-05-12,12,65.0,,0.65,7.800000000000001
2021-05-13,30,65.0,,0.65,19.5
2021-05-14,17,65.0,,0.65,11.05
2021-05-15,20,65.0,,0.65,13.0
2021-05-16,15,65.0,,0.65,9.75
2021-05-17,20,65.0,,0.65,13.0
2021-05-18,41,65.0,,0.65,26.650000000000002
2021-05-19,100,65.0,,0.65,65.0
2021-05-20,61,65.0,,0.65,39.65
2021-05-21,43,65.0,,0.65,27.95
2021-05-22,10,65.0,,0.65,6.5
2021-05-23,10,65.0,,0.65,6.5
2021-05-24,34,65.0,,0.65,22.1
2021-05-25,17,65.0,,0.65,11.05
2021-05-26,34,65.0,,0.65,22.1
2021-05-27,38,65.0,,0.65,24.7
2021-05-28,28,65.0,,0.65,18.2
2021-05-29,9,65.0,,0.65,5.8500000000000005
2021-05-30,11,65.0,,0.65,7.15
2021-05-31,9,65.0,,0.65,5.8500000000000005
2021-06-01,73,64.0,False,0.64,46.72
2021-06-02,73,64.0,,0.64,46.72
2021-06-03,67,64.0,,0.64,42.88
2021-06-04,78,64.0,,0.64,49.92
2021-06-05,26,64.0,,0.64,16.64
2021-06-06,22,64.0,,0.64,14.08
2021-06-07,69,64.0,,0.64,44.160000000000004
2021-06-08,86,64.0,,0.64,55.04
2021-06-09,100,64.0,,0.64,64.0
2021-06-10,88,64.0,,0.64,56.32
2021-06-11,84,64.0,,0.64,53.76
2021-06-12,25,64.0,,0.64,16.0
2021-06-13,15,64.0,,0.64,9.6
2021-06-14,64,64.0,,0.64,40.96
2021-06-15,92,64.0,,0.64,58.88
2021-06-16,64,64.0,,0.64,40.96
2021-06-17,60,64.0,,0.64,38.4
2021-06-18,52,64.0,,0.64,33.28
2021-06-19,13,64.0,,0.64,8.32
2021-06-20,32,64.0,,0.64,20.48
2021-06-21,76,64.0,,0.64,48.64
2021-06-22,92,64.0,,0.64,58.88
2021-06-23,79,64.0,,0.64,50.56
2021-06-24,78,64.0,,0.64,49.92
2021-06-25,98,64.0,,0.64,62.72
2021-06-26,32,64.0,,0.64,20.48
2021-06-27,26,64.0,,0.64,16.64
2021-06-28,60,64.0,,0.64,38.4
2021-06-29,60,64.0,,0.64,38.4
2021-06-30,72,64.0,,0.64,46.08
2021-07-01,57,55.0,False,0.55,31.35
2021-07-02,54,55.0,,0.55,29.700000000000003
2021-07-03,32,55.0,,0.55,17.6
2021-07-04,19,55.0,,0.55,10.450000000000001
2021-07-05,22,55.0,,0.55,12.100000000000001
2021-07-06,89,55.0,,0.55,48.95
2021-07-07,67,55.0,,0.55,36.85
2021-07-08,72,55.0,,0.55,39.6
2021-07-09,76,55.0,,0.55,41.800000000000004
2021-07-10,53,55.0,,0.55,29.150000000000002
2021-07-11,21,55.0,,0.55,11.55
2021-07-12,91,55.0,,0.55,50.050000000000004
2021-07-13,63,55.0,,0.55,34.650000000000006
2021-07-14,98,55.0,,0.55,53.900000000000006
2021-07-15,63,55.0,,0.55,34.650000000000006
2021-07-16,66,55.0,,0.55,36.300000000000004
2021-07-17,21,55.0,,0.55,11.55
2021-07-18,10,55.0,,0.55,5.5
2021-07-19,93,55.0,,0.55,51.150000000000006
2021-07-20,97,55.0,,0.55,53.35
2021-07-21,83,55.0,,0.55,45.650000000000006
2021-07-22,44,55.0,,0.55,24.200000000000003
2021-07-23,66,55.0,,0.55,36.300000000000004
2021-07-24,32,55.0,,0.55,17.6
2021-07-25,21,55.0,,0.55,11.55
2021-07-26,81,55.0,,0.55,44.550000000000004
2021-07-27,100,55.0,,0.55,55.00000000000001
2021-07-28,78,55.0,,0.55,42.900000000000006
2021-07-29,56,55.0,,0.55,30.800000000000004
2021-07-30,96,55.0,,0.55,52.800000000000004
2021-07-31,17,55.0,,0.55,9.350000000000001
2021-08-01,10,84.0,False,0.84,8.4
2021-08-02,33,84.0,,0.84,27.72
2021-08-03,28,84.0,,0.84,23.52
2021-08-04,37,84.0,,0.84,31.08
2021-08-05,33,84.0,,0.84,27.72
2021-08-06,33,84.0,,0.84,27.72
2021-08-07,8,84.0,,0.84,6.72
2021-08-08,10,84.0,,0.84,8.4
2021-08-09,24,84.0,,0.84,20.16
2021-08-10,19,84.0,,0.84,15.959999999999999
2021-08-11,24,84.0,,0.84,20.16
2021-08-12,25,84.0,,0.84,21.0
2021-08-13,33,84.0,,0.84,27.72
2021-08-14,8,84.0,,0.84,6.72
2021-08-15,9,84.0,,0.84,7.56
2021-08-16,36,84.0,,0.84,30.24
2021-08-17,52,84.0,,0.84,43.68
2021-08-18,100,84.0,,0.84,84.0
2021-08-19,45,84.0,,0.84,37.8
2021-08-20,48,84.0,,0.84,40.32
2021-08-21,14,84.0,,0.84,11.76
2021-08-22,5,84.0,,0.84,4.2
2021-08-23,26,84.0,,0.84,21.84
2021-08-24,26,84.0,,0.84,21.84
2021-08-25,30,84.0,,0.84,25.2
2021-08-26,20,84.0,,0.84,16.8
2021-08-27,34,84.0,,0.84,28.56
2021-08-28,15,84.0,,0.84,12.6
2021-08-29,6,84.0,,0.84,5.04
2021-08-30,26,84.0,,0.84,21.84
2021-08-31,20,84.0,,0.84,16.8
2021-09-01,100,52.0,False,0.52,52.0
2021-09-02,75,52.0,,0.52,39.0
2021-09-03,84,52.0,,0.52,43.68
2021-09-04,38,52.0,,0.52,19.76
2021-09-05,27,52.0,,0.52,14.040000000000001
2021-09-06,29,52.0,,0.52,15.08
2021-09-07,76,52.0,,0.52,39.52
2021-09-08,100,52.0,,0.52,52.0
2021-09-09,49,52.0,,0.52,25.48
2021-09-10,64,52.0,,0.52,33.28
2021-09-11,18,52.0,,0.52,9.36
2021-09-12,11,52.0,,0.52,5.720000000000001
2021-09-13,72,52.0,,0.52,37.44
2021-09-14,52,52.0,,0.52,27.04
2021-09-15,64,52.0,,0.52,33.28
2021-09-16,29,52.0,,0.52,15.08
2021-09-17,47,52.0,,0.52,24.44
2021-09-18,11,52.0,,0.52,5.720000000000001
2021-09-19,18,52.0,,0.52,9.36
2021-09-20,71,52.0,,0.52,36.92
2021-09-21,73,52.0,,0.52,37.96
2021-09-22,73,52.0,,0.52,37.96
2021-09-23,58,52.0,,0.52,30.16
2021-09-24,67,52.0,,0.52,34.84
2021-09-25,45,52.0,,0.52,23.400000000000002
2021-09-26,18,52.0,,0.52,9.36
2021-09-27,73,52.0,,0.52,37.96
2021-09-28,87,52.0,,0.52,45.24
2021-09-29,51,52.0,,0.52,26.52
2021-09-30,89,52.0,,0.52,46.28
2021-10-01,68,59.0,False,0.59,40.12
2021-10-02,40,59.0,,0.59,23.599999999999998
2021-10-03,10,59.0,,0.59,5.8999999999999995
2021-10-04,42,59.0,,0.59,24.779999999999998
2021-10-05,69,59.0,,0.59,40.71
2021-10-06,76,59.0,,0.59,44.839999999999996
2021-10-07,66,59.0,,0.59,38.94
2021-10-08,65,59.0,,0.59,38.35
2021-10-09,17,59.0,,0.59,10.03
2021-10-10,23,59.0,,0.59,13.569999999999999
2021-10-11,60,59.0,,0.59,35.4
2021-10-12,60,59.0,,0.59,35.4
2021-10-13,74,59.0,,0.59,43.66
2021-10-14,72,59.0,,0.59,42.48
2021-10-15,89,59.0,,0.59,52.51
2021-10-16,47,59.0,,0.59,27.729999999999997
2021-10-17,27,59.0,,0.59,15.93
2021-10-18,71,59.0,,0.59,41.89
2021-10-19,83,59.0,,0.59,48.97
2021-10-20,90,59.0,,0.59,53.099999999999994
2021-10-21,75,59.0,,0.59,44.25
2021-10-22,100,59.0,,0.59,59.0
2021-10-23,51,59.0,,0.59,30.09
2021-10-24,42,59.0,,0.59,24.779999999999998
2021-10-25,83,59.0,,0.59,48.97
2021-10-26,62,59.0,,0.59,36.58
2021-10-27,50,59.0,,0.59,29.5
2021-10-28,57,59.0,,0.59,33.629999999999995
2021-10-29,88,59.0,,0.59,51.919999999999995
2021-10-30,30,59.0,,0.59,17.7
2021-10-31,14,59.0,,0.59,8.26
2021-11-01,28,76.0,False,0.76,21.28
2021-11-02,24,76.0,,0.76,18.240000000000002
2021-11-03,25,76.0,,0.76,19.0
2021-11-04,24,76.0,,0.76,18.240000000000002
2021-11-05,28,76.0,,0.76,21.28
2021-11-06,7,76.0,,0.76,5.32
2021-11-07,6,76.0,,0.76,4.5600000000000005
2021-11-08,15,76.0,,0.76,11.4
2021-11-09,24,76.0,,0.76,18.240000000000002
2021-11-10,28,76.0,,0.76,21.28
2021-11-11,23,76.0,,0.76,17.48
2021-11-12,20,76.0,,0.76,15.2
2021-11-13,5,76.0,,0.76,3.8
2021-11-14,7,76.0,,0.76,5.32
2021-11-15,30,76.0,,0.76,22.8
2021-11-16,47,76.0,,0.76,35.72
2021-11-17,100,76.0,,0.76,76.0
2021-11-18,58,76.0,,0.76,44.08
2021-11-19,32,76.0,,0.76,24.32
2021-11-20,8,76.0,,0.76,6.08
2021-11-21,7,76.0,,0.76,5.32
2021-11-22,39,76.0,,0.76,29.64
2021-11-23,23,76.0,,0.76,17.48
2021-11-24,26,76.0,,0.76,19.76
2021-11-25,10,76.0,,0.76,7.6
2021-11-26,25,76.0,,0.76,19.0
2021-11-27,11,76.0,,0.76,8.36
2021-11-28,8,76.0,,0.76,6.08
2021-11-29,22,76.0,,0.76,16.72
2021-11-30,30,76.0,,0.76,22.8
2021-12-01,64,70.0,False,0.7,44.8
2021-12-02,77,70.0,,0.7,53.9
2021-12-03,75,70.0,,0.7,52.5
2021-12-04,26,70.0,,0.7,18.2
2021-12-05,14,70.0,,0.7,9.799999999999999
2021-12-06,58,70.0,,0.7,40.599999999999994
2021-12-07,58,70.0,,0.7,40.599999999999994
2021-12-08,73,70.0,,0.7,51.099999999999994
2021-12-09,76,70.0,,0.7,53.199999999999996
2021-12-10,87,70.0,,0.7,60.9
2021-12-11,23,70.0,,0.7,16.099999999999998
2021-12-12,14,70.0,,0.7,9.799999999999999
2021-12-13,85,70.0,,0.7,59.49999999999999
2021-12-14,81,70.0,,0.7,56.699999999999996
2021-12-15,65,70.0,,0.7,45.5
2021-12-16,90,70.0,,0.7,62.99999999999999
2021-12-17,69,70.0,,0.7,48.3
2021-12-18,24,70.0,,0.7,16.799999999999997
2021-12-19,9,70.0,,0.7,6.3
2021-12-20,50,70.0,,0.7,35.0
2021-12-21,74,70.0,,0.7,51.8
2021-12-22,79,70.0,,0.7,55.3
2021-12-23,90,70.0,,0.7,62.99999999999999
2021-12-24,61,70.0,,0.7,42.699999999999996
2021-12-25,20,70.0,,0.7,14.0
2021-12-26,18,70.0,,0.7,12.6
2021-12-27,73,70.0,,0.7,51.099999999999994
2021-12-28,68,70.0,,0.7,47.599999999999994
2021-12-29,68,70.0,,0.7,47.599999999999994
2021-12-30,100,70.0,,0.7,70.0
2021-12-31,61,70.0,,0.7,42.699999999999996
