date,VZ_unscaled,VZ_monthly,isPartial,scale,VZ
2019-08-11,17,67.0,,0.67,11.39
2019-08-12,52,67.0,,0.67,34.84
2019-08-13,61,67.0,,0.67,40.870000000000005
2019-08-14,83,67.0,,0.67,55.61000000000001
2019-08-15,65,67.0,,0.67,43.550000000000004
2019-08-16,70,67.0,,0.67,46.900000000000006
2019-08-17,35,67.0,,0.67,23.450000000000003
2019-08-18,24,67.0,,0.67,16.080000000000002
2019-08-19,79,67.0,,0.67,52.93
2019-08-20,66,67.0,,0.67,44.220000000000006
2019-08-21,67,67.0,,0.67,44.89
2019-08-22,65,67.0,,0.67,43.550000000000004
2019-08-23,54,67.0,,0.67,36.18
2019-08-24,21,67.0,,0.67,14.07
2019-08-25,30,67.0,,0.67,20.1
2019-08-26,68,67.0,,0.67,45.56
2019-08-27,63,67.0,,0.67,42.21
2019-08-28,64,67.0,,0.67,42.88
2019-08-29,73,67.0,,0.67,48.910000000000004
2019-08-30,58,67.0,,0.67,38.86
2019-08-31,23,67.0,,0.67,15.41
2019-09-01,33,65.0,False,0.65,21.45
2019-09-02,30,65.0,,0.65,19.5
2019-09-03,63,65.0,,0.65,40.95
2019-09-04,72,65.0,,0.65,46.800000000000004
2019-09-05,76,65.0,,0.65,49.4
2019-09-06,90,65.0,,0.65,58.5
2019-09-07,35,65.0,,0.65,22.75
2019-09-08,34,65.0,,0.65,22.1
2019-09-09,86,65.0,,0.65,55.9
2019-09-10,75,65.0,,0.65,48.75
2019-09-11,87,65.0,,0.65,56.550000000000004
2019-09-12,98,65.0,,0.65,63.7
2019-09-13,78,65.0,,0.65,50.7
2019-09-14,37,65.0,,0.65,24.05
2019-09-15,33,65.0,,0.65,21.45
2019-09-16,80,65.0,,0.65,52.0
2019-09-17,73,65.0,,0.65,47.45
2019-09-18,68,65.0,,0.65,44.2
2019-09-19,78,65.0,,0.65,50.7
2019-09-20,75,65.0,,0.65,48.75
2019-09-21,41,65.0,,0.65,26.650000000000002
2019-09-22,24,65.0,,0.65,15.600000000000001
2019-09-23,64,65.0,,0.65,41.6
2019-09-24,86,65.0,,0.65,55.9
2019-09-25,100,65.0,,0.65,65.0
2019-09-26,77,65.0,,0.65,50.050000000000004
2019-09-27,51,65.0,,0.65,33.15
2019-09-28,39,65.0,,0.65,25.35
2019-09-29,34,65.0,,0.65,22.1
2019-09-30,74,65.0,,0.65,48.1
2019-10-01,72,66.0,False,0.66,47.52
2019-10-02,84,66.0,,0.66,55.440000000000005
2019-10-03,71,66.0,,0.66,46.86
2019-10-04,69,66.0,,0.66,45.54
2019-10-05,36,66.0,,0.66,23.76
2019-10-06,29,66.0,,0.66,19.14
2019-10-07,78,66.0,,0.66,51.480000000000004
2019-10-08,66,66.0,,0.66,43.56
2019-10-09,81,66.0,,0.66,53.46
2019-10-10,82,66.0,,0.66,54.120000000000005
2019-10-11,71,66.0,,0.66,46.86
2019-10-12,30,66.0,,0.66,19.8
2019-10-13,18,66.0,,0.66,11.88
2019-10-14,61,66.0,,0.66,40.260000000000005
2019-10-15,61,66.0,,0.66,40.260000000000005
2019-10-16,73,66.0,,0.66,48.18
2019-10-17,61,66.0,,0.66,40.260000000000005
2019-10-18,69,66.0,,0.66,45.54
2019-10-19,41,66.0,,0.66,27.060000000000002
2019-10-20,25,66.0,,0.66,16.5
2019-10-21,73,66.0,,0.66,48.18
2019-10-22,100,66.0,,0.66,66.0
2019-10-23,68,66.0,,0.66,44.88
2019-10-24,98,66.0,,0.66,64.68
2019-10-25,95,66.0,,0.66,62.7
2019-10-26,32,66.0,,0.66,21.12
2019-10-27,24,66.0,,0.66,15.84
2019-10-28,64,66.0,,0.66,42.24
2019-10-29,75,66.0,,0.66,49.5
2019-10-30,63,66.0,,0.66,41.580000000000005
2019-10-31,64,66.0,,0.66,42.24
2019-11-01,82,60.0,False,0.6,49.199999999999996
2019-11-02,56,60.0,,0.6,33.6
2019-11-03,39,60.0,,0.6,23.4
2019-11-04,72,60.0,,0.6,43.199999999999996
2019-11-05,71,60.0,,0.6,42.6
2019-11-06,85,60.0,,0.6,51.0
2019-11-07,86,60.0,,0.6,51.6
2019-11-08,87,60.0,,0.6,52.199999999999996
2019-11-09,41,60.0,,0.6,24.599999999999998
2019-11-10,35,60.0,,0.6,21.0
2019-11-11,71,60.0,,0.6,42.6
2019-11-12,72,60.0,,0.6,43.199999999999996
2019-11-13,61,60.0,,0.6,36.6
2019-11-14,59,60.0,,0.6,35.4
2019-11-15,81,60.0,,0.6,48.6
2019-11-16,46,60.0,,0.6,27.599999999999998
2019-11-17,31,60.0,,0.6,18.599999999999998
2019-11-18,78,60.0,,0.6,46.8
2019-11-19,75,60.0,,0.6,45.0
2019-11-20,56,60.0,,0.6,33.6
2019-11-21,59,60.0,,0.6,35.4
2019-11-22,74,60.0,,0.6,44.4
2019-11-23,33,60.0,,0.6,19.8
2019-11-24,36,60.0,,0.6,21.599999999999998
2019-11-25,75,60.0,,0.6,45.0
2019-11-26,100,60.0,,0.6,60.0
2019-11-27,66,60.0,,0.6,39.6
2019-11-28,43,60.0,,0.6,25.8
2019-11-29,58,60.0,,0.6,34.8
2019-11-30,48,60.0,,0.6,28.799999999999997
2019-12-01,34,57.0,False,0.57,19.38
2019-12-02,73,57.0,,0.57,41.61
2019-12-03,84,57.0,,0.57,47.879999999999995
2019-12-04,77,57.0,,0.57,43.88999999999999
2019-12-05,100,57.0,,0.57,56.99999999999999
2019-12-06,91,57.0,,0.57,51.87
2019-12-07,61,57.0,,0.57,34.769999999999996
2019-12-08,34,57.0,,0.57,19.38
2019-12-09,69,57.0,,0.57,39.33
2019-12-10,78,57.0,,0.57,44.459999999999994
2019-12-11,74,57.0,,0.57,42.18
2019-12-12,84,57.0,,0.57,47.879999999999995
2019-12-13,88,57.0,,0.57,50.16
2019-12-14,45,57.0,,0.57,25.65
2019-12-15,41,57.0,,0.57,23.369999999999997
2019-12-16,84,57.0,,0.57,47.879999999999995
2019-12-17,72,57.0,,0.57,41.04
2019-12-18,79,57.0,,0.57,45.029999999999994
2019-12-19,89,57.0,,0.57,50.73
2019-12-20,76,57.0,,0.57,43.31999999999999
2019-12-21,70,57.0,,0.57,39.9
2019-12-22,42,57.0,,0.57,23.939999999999998
2019-12-23,84,57.0,,0.57,47.879999999999995
2019-12-24,74,57.0,,0.57,42.18
2019-12-25,43,57.0,,0.57,24.509999999999998
2019-12-26,89,57.0,,0.57,50.73
2019-12-27,90,57.0,,0.57,51.3
2019-12-28,39,57.0,,0.57,22.229999999999997
2019-12-29,38,57.0,,0.57,21.659999999999997
2019-12-30,68,57.0,,0.57,38.76
2019-12-31,86,57.0,,0.57,49.019999999999996
2020-01-01,30,65.0,False,0.65,19.5
2020-01-02,73,65.0,,0.65,47.45
2020-01-03,55,65.0,,0.65,35.75
2020-01-04,27,65.0,,0.65,17.55
2020-01-05,24,65.0,,0.65,15.600000000000001
2020-01-06,55,65.0,,0.65,35.75
2020-01-07,64,65.0,,0.65,41.6
2020-01-08,64,65.0,,0.65,41.6
2020-01-09,82,65.0,,0.65,53.300000000000004
2020-01-10,55,65.0,,0.65,35.75
2020-01-11,28,65.0,,0.65,18.2
2020-01-12,26,65.0,,0.65,16.900000000000002
2020-01-13,55,65.0,,0.65,35.75
2020-01-14,50,65.0,,0.65,32.5
2020-01-15,54,65.0,,0.65,35.1
2020-01-16,56,65.0,,0.65,36.4
2020-01-17,69,65.0,,0.65,44.85
2020-01-18,38,65.0,,0.65,24.7
2020-01-19,26,65.0,,0.65,16.900000000000002
2020-01-20,35,65.0,,0.65,22.75
2020-01-21,59,65.0,,0.65,38.35
2020-01-22,45,65.0,,0.65,29.25
2020-01-23,62,65.0,,0.65,40.300000000000004
2020-01-24,51,65.0,,0.65,33.15
2020-01-25,17,65.0,,0.65,11.05
2020-01-26,29,65.0,,0.65,18.85
2020-01-27,51,65.0,,0.65,33.15
2020-01-28,63,65.0,,0.65,40.95
2020-01-29,76,65.0,,0.65,49.4
2020-01-30,100,65.0,,0.65,65.0
2020-01-31,72,65.0,,0.65,46.800000000000004
2020-02-01,42,70.0,False,0.7,29.4
2020-02-02,39,70.0,,0.7,27.299999999999997
2020-02-03,87,70.0,,0.7,60.9
2020-02-04,78,70.0,,0.7,54.599999999999994
2020-02-05,72,70.0,,0.7,50.4
2020-02-06,66,70.0,,0.7,46.199999999999996
2020-02-07,79,70.0,,0.7,55.3
2020-02-08,32,70.0,,0.7,22.4
2020-02-09,33,70.0,,0.7,23.099999999999998
2020-02-10,64,70.0,,0.7,44.8
2020-02-11,78,70.0,,0.7,54.599999999999994
2020-02-12,64,70.0,,0.7,44.8
2020-02-13,61,70.0,,0.7,42.699999999999996
2020-02-14,76,70.0,,0.7,53.199999999999996
2020-02-15,31,70.0,,0.7,21.7
2020-02-16,25,70.0,,0.7,17.5
2020-02-17,40,70.0,,0.7,28.0
2020-02-18,68,70.0,,0.7,47.599999999999994
2020-02-19,81,70.0,,0.7,56.699999999999996
2020-02-20,62,70.0,,0.7,43.4
2020-02-21,60,70.0,,0.7,42.0
2020-02-22,33,70.0,,0.7,23.099999999999998
2020-02-23,47,70.0,,0.7,32.9
2020-02-24,75,70.0,,0.7,52.5
2020-02-25,80,70.0,,0.7,56.0
2020-02-26,75,70.0,,0.7,52.5
2020-02-27,77,70.0,,0.7,53.9
2020-02-28,100,70.0,,0.7,70.0
2020-02-29,61,70.0,,0.7,42.699999999999996
2020-03-01,20,100.0,False,1.0,20.0
2020-03-02,76,100.0,,1.0,76.0
2020-03-03,74,100.0,,1.0,74.0
2020-03-04,61,100.0,,1.0,61.0
2020-03-05,58,100.0,,1.0,58.0
2020-03-06,55,100.0,,1.0,55.0
2020-03-07,24,100.0,,1.0,24.0
2020-03-08,22,100.0,,1.0,22.0
2020-03-09,76,100.0,,1.0,76.0
2020-03-10,66,100.0,,1.0,66.0
2020-03-11,66,100.0,,1.0,66.0
2020-03-12,98,100.0,,1.0,98.0
2020-03-13,96,100.0,,1.0,96.0
2020-03-14,32,100.0,,1.0,32.0
2020-03-15,27,100.0,,1.0,27.0
2020-03-16,84,100.0,,1.0,84.0
2020-03-17,79,100.0,,1.0,79.0
2020-03-18,84,100.0,,1.0,84.0
2020-03-19,85,100.0,,1.0,85.0
2020-03-20,80,100.0,,1.0,80.0
2020-03-21,39,100.0,,1.0,39.0
2020-03-22,26,100.0,,1.0,26.0
2020-03-23,80,100.0,,1.0,80.0
2020-03-24,97,100.0,,1.0,97.0
2020-03-25,100,100.0,,1.0,100.0
2020-03-26,73,100.0,,1.0,73.0
2020-03-27,76,100.0,,1.0,76.0
2020-03-28,25,100.0,,1.0,25.0
2020-03-29,27,100.0,,1.0,27.0
2020-03-30,67,100.0,,1.0,67.0
2020-03-31,61,100.0,,1.0,61.0
2020-04-01,77,86.0,False,0.86,66.22
2020-04-02,77,86.0,,0.86,66.22
2020-04-03,71,86.0,,0.86,61.06
2020-04-04,30,86.0,,0.86,25.8
2020-04-05,29,86.0,,0.86,24.94
2020-04-06,70,86.0,,0.86,60.199999999999996
2020-04-07,83,86.0,,0.86,71.38
2020-04-08,83,86.0,,0.86,71.38
2020-04-09,78,86.0,,0.86,67.08
2020-04-10,46,86.0,,0.86,39.56
2020-04-11,22,86.0,,0.86,18.919999999999998
2020-04-12,26,86.0,,0.86,22.36
2020-04-13,61,86.0,,0.86,52.46
2020-04-14,68,86.0,,0.86,58.48
2020-04-15,63,86.0,,0.86,54.18
2020-04-16,66,86.0,,0.86,56.76
2020-04-17,85,86.0,,0.86,73.1
2020-04-18,30,86.0,,0.86,25.8
2020-04-19,31,86.0,,0.86,26.66
2020-04-20,63,86.0,,0.86,54.18
2020-04-21,76,86.0,,0.86,65.36
2020-04-22,75,86.0,,0.86,64.5
2020-04-23,64,86.0,,0.86,55.04
2020-04-24,100,86.0,,0.86,86.0
2020-04-25,32,86.0,,0.86,27.52
2020-04-26,23,86.0,,0.86,19.78
2020-04-27,72,86.0,,0.86,61.92
2020-04-28,66,86.0,,0.86,56.76
2020-04-29,71,86.0,,0.86,61.06
2020-04-30,61,86.0,,0.86,52.46
2020-05-01,75,69.0,False,0.69,51.74999999999999
2020-05-02,41,69.0,,0.69,28.29
2020-05-03,34,69.0,,0.69,23.459999999999997
2020-05-04,78,69.0,,0.69,53.81999999999999
2020-05-05,78,69.0,,0.69,53.81999999999999
2020-05-06,85,69.0,,0.69,58.65
2020-05-07,72,69.0,,0.69,49.67999999999999
2020-05-08,81,69.0,,0.69,55.88999999999999
2020-05-09,30,69.0,,0.69,20.7
2020-05-10,39,69.0,,0.69,26.909999999999997
2020-05-11,82,69.0,,0.69,56.58
2020-05-12,85,69.0,,0.69,58.65
2020-05-13,78,69.0,,0.69,53.81999999999999
2020-05-14,86,69.0,,0.69,59.339999999999996
2020-05-15,84,69.0,,0.69,57.959999999999994
2020-05-16,34,69.0,,0.69,23.459999999999997
2020-05-17,32,69.0,,0.69,22.08
2020-05-18,85,69.0,,0.69,58.65
2020-05-19,70,69.0,,0.69,48.3
2020-05-20,100,69.0,,0.69,69.0
2020-05-21,81,69.0,,0.69,55.88999999999999
2020-05-22,71,69.0,,0.69,48.989999999999995
2020-05-23,39,69.0,,0.69,26.909999999999997
2020-05-24,32,69.0,,0.69,22.08
2020-05-25,37,69.0,,0.69,25.529999999999998
2020-05-26,79,69.0,,0.69,54.51
2020-05-27,92,69.0,,0.69,63.48
2020-05-28,78,69.0,,0.69,53.81999999999999
2020-05-29,97,69.0,,0.69,66.92999999999999
2020-05-30,39,69.0,,0.69,26.909999999999997
2020-05-31,26,69.0,,0.69,17.939999999999998
2020-06-01,76,77.0,False,0.77,58.52
2020-06-02,86,77.0,,0.77,66.22
2020-06-03,84,77.0,,0.77,64.68
2020-06-04,71,77.0,,0.77,54.67
2020-06-05,100,77.0,,0.77,77.0
2020-06-06,44,77.0,,0.77,33.88
2020-06-07,43,77.0,,0.77,33.11
2020-06-08,96,77.0,,0.77,73.92
2020-06-09,76,77.0,,0.77,58.52
2020-06-10,73,77.0,,0.77,56.21
2020-06-11,82,77.0,,0.77,63.14
2020-06-12,85,77.0,,0.77,65.45
2020-06-13,40,77.0,,0.77,30.8
2020-06-14,33,77.0,,0.77,25.41
2020-06-15,68,77.0,,0.77,52.36
2020-06-16,99,77.0,,0.77,76.23
2020-06-17,73,77.0,,0.77,56.21
2020-06-18,76,77.0,,0.77,58.52
2020-06-19,75,77.0,,0.77,57.75
2020-06-20,39,77.0,,0.77,30.03
2020-06-21,32,77.0,,0.77,24.64
2020-06-22,73,77.0,,0.77,56.21
2020-06-23,84,77.0,,0.77,64.68
2020-06-24,79,77.0,,0.77,60.83
2020-06-25,81,77.0,,0.77,62.370000000000005
2020-06-26,88,77.0,,0.77,67.76
2020-06-27,47,77.0,,0.77,36.19
2020-06-28,26,77.0,,0.77,20.02
2020-06-29,75,77.0,,0.77,57.75
2020-06-30,87,77.0,,0.77,66.99
2020-07-01,64,73.0,False,0.73,46.72
2020-07-02,62,73.0,,0.73,45.26
2020-07-03,37,73.0,,0.73,27.009999999999998
2020-07-04,23,73.0,,0.73,16.79
2020-07-05,30,73.0,,0.73,21.9
2020-07-06,58,73.0,,0.73,42.339999999999996
2020-07-07,63,73.0,,0.73,45.99
2020-07-08,54,73.0,,0.73,39.42
2020-07-09,63,73.0,,0.73,45.99
2020-07-10,69,73.0,,0.73,50.37
2020-07-11,31,73.0,,0.73,22.63
2020-07-12,26,73.0,,0.73,18.98
2020-07-13,66,73.0,,0.73,48.18
2020-07-14,52,73.0,,0.73,37.96
2020-07-15,51,73.0,,0.73,37.23
2020-07-16,59,73.0,,0.73,43.07
2020-07-17,66,73.0,,0.73,48.18
2020-07-18,31,73.0,,0.73,22.63
2020-07-19,23,73.0,,0.73,16.79
2020-07-20,60,73.0,,0.73,43.8
2020-07-21,59,73.0,,0.73,43.07
2020-07-22,61,73.0,,0.73,44.53
2020-07-23,66,73.0,,0.73,48.18
2020-07-24,100,73.0,,0.73,73.0
2020-07-25,39,73.0,,0.73,28.47
2020-07-26,26,73.0,,0.73,18.98
2020-07-27,65,73.0,,0.73,47.449999999999996
2020-07-28,67,73.0,,0.73,48.91
2020-07-29,55,73.0,,0.73,40.15
2020-07-30,57,73.0,,0.73,41.61
2020-07-31,59,73.0,,0.73,43.07
2020-08-01,49,66.0,False,0.66,32.34
2020-08-02,38,66.0,,0.66,25.080000000000002
2020-08-03,63,66.0,,0.66,41.580000000000005
2020-08-04,86,66.0,,0.66,56.760000000000005
2020-08-05,89,66.0,,0.66,58.74
2020-08-06,84,66.0,,0.66,55.440000000000005
2020-08-07,74,66.0,,0.66,48.84
2020-08-08,46,66.0,,0.66,30.360000000000003
2020-08-09,24,66.0,,0.66,15.84
2020-08-10,85,66.0,,0.66,56.1
2020-08-11,82,66.0,,0.66,54.120000000000005
2020-08-12,96,66.0,,0.66,63.36
2020-08-13,83,66.0,,0.66,54.78
2020-08-14,60,66.0,,0.66,39.6
2020-08-15,22,66.0,,0.66,14.520000000000001
2020-08-16,27,66.0,,0.66,17.82
2020-08-17,63,66.0,,0.66,41.580000000000005
2020-08-18,79,66.0,,0.66,52.14
2020-08-19,73,66.0,,0.66,48.18
2020-08-20,70,66.0,,0.66,46.2
2020-08-21,100,66.0,,0.66,66.0
2020-08-22,37,66.0,,0.66,24.42
2020-08-23,28,66.0,,0.66,18.48
2020-08-24,79,66.0,,0.66,52.14
2020-08-25,84,66.0,,0.66,55.440000000000005
2020-08-26,66,66.0,,0.66,43.56
2020-08-27,66,66.0,,0.66,43.56
2020-08-28,81,66.0,,0.66,53.46
2020-08-29,40,66.0,,0.66,26.400000000000002
2020-08-30,25,66.0,,0.66,16.5
2020-08-31,73,66.0,,0.66,48.18
2020-09-01,80,63.0,False,0.63,50.4
2020-09-02,84,63.0,,0.63,52.92
2020-09-03,87,63.0,,0.63,54.81
2020-09-04,100,63.0,,0.63,63.0
2020-09-05,38,63.0,,0.63,23.94
2020-09-06,31,63.0,,0.63,19.53
2020-09-07,32,63.0,,0.63,20.16
2020-09-08,75,63.0,,0.63,47.25
2020-09-09,70,63.0,,0.63,44.1
2020-09-10,73,63.0,,0.63,45.99
2020-09-11,71,63.0,,0.63,44.73
2020-09-12,32,63.0,,0.63,20.16
2020-09-13,36,63.0,,0.63,22.68
2020-09-14,92,63.0,,0.63,57.96
2020-09-15,66,63.0,,0.63,41.58
2020-09-16,66,63.0,,0.63,41.58
2020-09-17,66,63.0,,0.63,41.58
2020-09-18,52,63.0,,0.63,32.76
2020-09-19,31,63.0,,0.63,19.53
2020-09-20,25,63.0,,0.63,15.75
2020-09-21,72,63.0,,0.63,45.36
2020-09-22,61,63.0,,0.63,38.43
2020-09-23,64,63.0,,0.63,40.32
2020-09-24,64,63.0,,0.63,40.32
2020-09-25,60,63.0,,0.63,37.8
2020-09-26,31,63.0,,0.63,19.53
2020-09-27,21,63.0,,0.63,13.23
2020-09-28,70,63.0,,0.63,44.1
2020-09-29,58,63.0,,0.63,36.54
2020-09-30,72,63.0,,0.63,45.36
2020-10-01,62,68.0,False,0.68,42.160000000000004
2020-10-02,59,68.0,,0.68,40.120000000000005
2020-10-03,31,68.0,,0.68,21.080000000000002
2020-10-04,24,68.0,,0.68,16.32
2020-10-05,54,68.0,,0.68,36.720000000000006
2020-10-06,58,68.0,,0.68,39.440000000000005
2020-10-07,60,68.0,,0.68,40.800000000000004
2020-10-08,58,68.0,,0.68,39.440000000000005
2020-10-09,65,68.0,,0.68,44.2
2020-10-10,28,68.0,,0.68,19.040000000000003
2020-10-11,33,68.0,,0.68,22.44
2020-10-12,60,68.0,,0.68,40.800000000000004
2020-10-13,65,68.0,,0.68,44.2
2020-10-14,79,68.0,,0.68,53.720000000000006
2020-10-15,58,68.0,,0.68,39.440000000000005
2020-10-16,68,68.0,,0.68,46.24
2020-10-17,36,68.0,,0.68,24.48
2020-10-18,25,68.0,,0.68,17.0
2020-10-19,60,68.0,,0.68,40.800000000000004
2020-10-20,61,68.0,,0.68,41.480000000000004
2020-10-21,100,68.0,,0.68,68.0
2020-10-22,73,68.0,,0.68,49.64
2020-10-23,65,68.0,,0.68,44.2
2020-10-24,29,68.0,,0.68,19.720000000000002
2020-10-25,25,68.0,,0.68,17.0
2020-10-26,76,68.0,,0.68,51.68000000000001
2020-10-27,58,68.0,,0.68,39.440000000000005
2020-10-28,50,68.0,,0.68,34.0
2020-10-29,62,68.0,,0.68,42.160000000000004
2020-10-30,51,68.0,,0.68,34.68
2020-10-31,33,68.0,,0.68,22.44
2020-11-01,45,60.0,False,0.6,27.0
2020-11-02,76,60.0,,0.6,45.6
2020-11-03,80,60.0,,0.6,48.0
2020-11-04,50,60.0,,0.6,30.0
2020-11-05,50,60.0,,0.6,30.0
2020-11-06,61,60.0,,0.6,36.6
2020-11-07,32,60.0,,0.6,19.2
2020-11-08,38,60.0,,0.6,22.8
2020-11-09,100,60.0,,0.6,60.0
2020-11-10,100,60.0,,0.6,60.0
2020-11-11,94,60.0,,0.6,56.4
2020-11-12,85,60.0,,0.6,51.0
2020-11-13,88,60.0,,0.6,52.8
2020-11-14,33,60.0,,0.6,19.8
2020-11-15,34,60.0,,0.6,20.4
2020-11-16,82,60.0,,0.6,49.199999999999996
2020-11-17,75,60.0,,0.6,45.0
2020-11-18,91,60.0,,0.6,54.6
2020-11-19,95,60.0,,0.6,57.0
2020-11-20,85,60.0,,0.6,51.0
2020-11-21,54,60.0,,0.6,32.4
2020-11-22,37,60.0,,0.6,22.2
2020-11-23,68,60.0,,0.6,40.8
2020-11-24,91,60.0,,0.6,54.6
2020-11-25,85,60.0,,0.6,51.0
2020-11-26,38,60.0,,0.6,22.8
2020-11-27,80,60.0,,0.6,48.0
2020-11-28,41,60.0,,0.6,24.599999999999998
2020-11-29,54,60.0,,0.6,32.4
2020-11-30,59,60.0,,0.6,35.4
2020-12-01,70,63.0,False,0.63,44.1
2020-12-02,100,63.0,,0.63,63.0
2020-12-03,84,63.0,,0.63,52.92
2020-12-04,90,63.0,,0.63,56.7
2020-12-05,43,63.0,,0.63,27.09
2020-12-06,45,63.0,,0.63,28.35
2020-12-07,66,63.0,,0.63,41.58
2020-12-08,67,63.0,,0.63,42.21
2020-12-09,63,63.0,,0.63,39.69
2020-12-10,62,63.0,,0.63,39.06
2020-12-11,71,63.0,,0.63,44.73
2020-12-12,49,63.0,,0.63,30.87
2020-12-13,29,63.0,,0.63,18.27
2020-12-14,79,63.0,,0.63,49.77
2020-12-15,74,63.0,,0.63,46.62
2020-12-16,76,63.0,,0.63,47.88
2020-12-17,75,63.0,,0.63,47.25
2020-12-18,84,63.0,,0.63,52.92
2020-12-19,37,63.0,,0.63,23.31
2020-12-20,39,63.0,,0.63,24.57
2020-12-21,76,63.0,,0.63,47.88
2020-12-22,88,63.0,,0.63,55.44
2020-12-23,74,63.0,,0.63,46.62
2020-12-24,69,63.0,,0.63,43.47
2020-12-25,38,63.0,,0.63,23.94
2020-12-26,47,63.0,,0.63,29.61
2020-12-27,36,63.0,,0.63,22.68
2020-12-28,72,63.0,,0.63,45.36
2020-12-29,69,63.0,,0.63,43.47
2020-12-30,76,63.0,,0.63,47.88
2020-12-31,84,63.0,,0.63,52.92
2021-01-01,40,74.0,False,0.74,29.6
2021-01-02,25,74.0,,0.74,18.5
2021-01-03,23,74.0,,0.74,17.02
2021-01-04,43,74.0,,0.74,31.82
2021-01-05,48,74.0,,0.74,35.519999999999996
2021-01-06,57,74.0,,0.74,42.18
2021-01-07,65,74.0,,0.74,48.1
2021-01-08,56,74.0,,0.74,41.44
2021-01-09,29,74.0,,0.74,21.46
2021-01-10,29,74.0,,0.74,21.46
2021-01-11,51,74.0,,0.74,37.74
2021-01-12,57,74.0,,0.74,42.18
2021-01-13,56,74.0,,0.74,41.44
2021-01-14,57,74.0,,0.74,42.18
2021-01-15,55,74.0,,0.74,40.7
2021-01-16,31,74.0,,0.74,22.94
2021-01-17,28,74.0,,0.74,20.72
2021-01-18,31,74.0,,0.74,22.94
2021-01-19,62,74.0,,0.74,45.88
2021-01-20,63,74.0,,0.74,46.62
2021-01-21,49,74.0,,0.74,36.26
2021-01-22,57,74.0,,0.74,42.18
2021-01-23,24,74.0,,0.74,17.759999999999998
2021-01-24,27,74.0,,0.74,19.98
2021-01-25,58,74.0,,0.74,42.92
2021-01-26,100,74.0,,0.74,74.0
2021-01-27,77,74.0,,0.74,56.98
2021-01-28,84,74.0,,0.74,62.16
2021-01-29,77,74.0,,0.74,56.98
2021-01-30,28,74.0,,0.74,20.72
2021-01-31,27,74.0,,0.74,19.98
2021-02-01,39,96.0,False,0.96,37.44
2021-02-02,44,96.0,,0.96,42.239999999999995
2021-02-03,47,96.0,,0.96,45.12
2021-02-04,51,96.0,,0.96,48.96
2021-02-05,57,96.0,,0.96,54.72
2021-02-06,22,96.0,,0.96,21.119999999999997
2021-02-07,13,96.0,,0.96,12.48
2021-02-08,31,96.0,,0.96,29.759999999999998
2021-02-09,36,96.0,,0.96,34.56
2021-02-10,41,96.0,,0.96,39.36
2021-02-11,31,96.0,,0.96,29.759999999999998
2021-02-12,42,96.0,,0.96,40.32
2021-02-13,19,96.0,,0.96,18.24
2021-02-14,13,96.0,,0.96,12.48
2021-02-15,22,96.0,,0.96,21.119999999999997
2021-02-16,58,96.0,,0.96,55.68
2021-02-17,100,96.0,,0.96,96.0
2021-02-18,60,96.0,,0.96,57.599999999999994
2021-02-19,53,96.0,,0.96,50.879999999999995
2021-02-20,19,96.0,,0.96,18.24
2021-02-21,24,96.0,,0.96,23.04
2021-02-22,45,96.0,,0.96,43.199999999999996
2021-02-23,54,96.0,,0.96,51.839999999999996
2021-02-24,49,96.0,,0.96,47.04
2021-02-25,47,96.0,,0.96,45.12
2021-02-26,48,96.0,,0.96,46.08
2021-02-27,18,96.0,,0.96,17.28
2021-02-28,20,96.0,,0.96,19.2
2021-03-01,100,87.0,False,0.87,87.0
2021-03-02,78,87.0,,0.87,67.86
2021-03-03,81,87.0,,0.87,70.47
2021-03-04,66,87.0,,0.87,57.42
2021-03-05,80,87.0,,0.87,69.6
2021-03-06,43,87.0,,0.87,37.41
2021-03-07,31,87.0,,0.87,26.97
2021-03-08,70,87.0,,0.87,60.9
2021-03-09,79,87.0,,0.87,68.73
2021-03-10,63,87.0,,0.87,54.81
2021-03-11,81,87.0,,0.87,70.47
2021-03-12,86,87.0,,0.87,74.82
2021-03-13,37,87.0,,0.87,32.19
2021-03-14,27,87.0,,0.87,23.49
2021-03-15,75,87.0,,0.87,65.25
2021-03-16,84,87.0,,0.87,73.08
2021-03-17,70,87.0,,0.87,60.9
2021-03-18,58,87.0,,0.87,50.46
2021-03-19,72,87.0,,0.87,62.64
2021-03-20,32,87.0,,0.87,27.84
2021-03-21,30,87.0,,0.87,26.1
2021-03-22,67,87.0,,0.87,58.29
2021-03-23,68,87.0,,0.87,59.16
2021-03-24,56,87.0,,0.87,48.72
2021-03-25,60,87.0,,0.87,52.2
2021-03-26,68,87.0,,0.87,59.16
2021-03-27,39,87.0,,0.87,33.93
2021-03-28,27,87.0,,0.87,23.49
2021-03-29,81,87.0,,0.87,70.47
2021-03-30,68,87.0,,0.87,59.16
2021-03-31,66,87.0,,0.87,57.42
2021-04-01,64,79.0,False,0.79,50.56
2021-04-02,48,79.0,,0.79,37.92
2021-04-03,33,79.0,,0.79,26.07
2021-04-04,28,79.0,,0.79,22.12
2021-04-05,63,79.0,,0.79,49.77
2021-04-06,60,79.0,,0.79,47.400000000000006
2021-04-07,64,79.0,,0.79,50.56
2021-04-08,80,79.0,,0.79,63.2
2021-04-09,79,79.0,,0.79,62.410000000000004
2021-04-10,42,79.0,,0.79,33.18
2021-04-11,19,79.0,,0.79,15.010000000000002
