date,OIL_unscaled,OIL_monthly,isPartial,scale,OIL
2019-09-06,71,81.0,,0.81,57.510000000000005
2019-09-07,81,81.0,,0.81,65.61
2019-09-08,78,81.0,,0.81,63.18000000000001
2019-09-09,72,81.0,,0.81,58.32000000000001
2019-09-10,70,81.0,,0.81,56.7
2019-09-11,71,81.0,,0.81,57.510000000000005
2019-09-12,72,81.0,,0.81,58.32000000000001
2019-09-13,71,81.0,,0.81,57.510000000000005
2019-09-14,87,81.0,,0.81,70.47
2019-09-15,90,81.0,,0.81,72.9
2019-09-16,100,81.0,,0.81,81.0
2019-09-17,87,81.0,,0.81,70.47
2019-09-18,79,81.0,,0.81,63.99
2019-09-19,75,81.0,,0.81,60.75000000000001
2019-09-20,75,81.0,,0.81,60.75000000000001
2019-09-21,86,81.0,,0.81,69.66000000000001
2019-09-22,83,81.0,,0.81,67.23
2019-09-23,74,81.0,,0.81,59.940000000000005
2019-09-24,76,81.0,,0.81,61.56
2019-09-25,74,81.0,,0.81,59.940000000000005
2019-09-26,69,81.0,,0.81,55.89
2019-09-27,74,81.0,,0.81,59.940000000000005
2019-09-28,84,81.0,,0.81,68.04
2019-09-29,78,81.0,,0.81,63.18000000000001
2019-09-30,73,81.0,,0.81,59.13
2019-10-01,84,77.0,False,0.77,64.68
2019-10-02,86,77.0,,0.77,66.22
2019-10-03,83,77.0,,0.77,63.910000000000004
2019-10-04,84,77.0,,0.77,64.68
2019-10-05,94,77.0,,0.77,72.38
2019-10-06,88,77.0,,0.77,67.76
2019-10-07,82,77.0,,0.77,63.14
2019-10-08,81,77.0,,0.77,62.370000000000005
2019-10-09,88,77.0,,0.77,67.76
2019-10-10,82,77.0,,0.77,63.14
2019-10-11,88,77.0,,0.77,67.76
2019-10-12,96,77.0,,0.77,73.92
2019-10-13,90,77.0,,0.77,69.3
2019-10-14,87,77.0,,0.77,66.99
2019-10-15,83,77.0,,0.77,63.910000000000004
2019-10-16,81,77.0,,0.77,62.370000000000005
2019-10-17,84,77.0,,0.77,64.68
2019-10-18,86,77.0,,0.77,66.22
2019-10-19,100,77.0,,0.77,77.0
2019-10-20,90,77.0,,0.77,69.3
2019-10-21,85,77.0,,0.77,65.45
2019-10-22,84,77.0,,0.77,64.68
2019-10-23,83,77.0,,0.77,63.910000000000004
2019-10-24,86,77.0,,0.77,66.22
2019-10-25,85,77.0,,0.77,65.45
2019-10-26,92,77.0,,0.77,70.84
2019-10-27,87,77.0,,0.77,66.99
2019-10-28,82,77.0,,0.77,63.14
2019-10-29,79,77.0,,0.77,60.83
2019-10-30,78,77.0,,0.77,60.06
2019-10-31,74,77.0,,0.77,56.980000000000004
2019-11-01,85,76.0,False,0.76,64.6
2019-11-02,100,76.0,,0.76,76.0
2019-11-03,92,76.0,,0.76,69.92
2019-11-04,88,76.0,,0.76,66.88
2019-11-05,85,76.0,,0.76,64.6
2019-11-06,84,76.0,,0.76,63.84
2019-11-07,84,76.0,,0.76,63.84
2019-11-08,89,76.0,,0.76,67.64
2019-11-09,99,76.0,,0.76,75.24
2019-11-10,95,76.0,,0.76,72.2
2019-11-11,86,76.0,,0.76,65.36
2019-11-12,81,76.0,,0.76,61.56
2019-11-13,84,76.0,,0.76,63.84
2019-11-14,83,76.0,,0.76,63.08
2019-11-15,87,76.0,,0.76,66.12
2019-11-16,96,76.0,,0.76,72.96000000000001
2019-11-17,96,76.0,,0.76,72.96000000000001
2019-11-18,90,76.0,,0.76,68.4
2019-11-19,86,76.0,,0.76,65.36
2019-11-20,86,76.0,,0.76,65.36
2019-11-21,81,76.0,,0.76,61.56
2019-11-22,84,76.0,,0.76,63.84
2019-11-23,95,76.0,,0.76,72.2
2019-11-24,91,76.0,,0.76,69.16
2019-11-25,87,76.0,,0.76,66.12
2019-11-26,88,76.0,,0.76,66.88
2019-11-27,89,76.0,,0.76,67.64
2019-11-28,80,76.0,,0.76,60.8
2019-11-29,78,76.0,,0.76,59.28
2019-11-30,87,76.0,,0.76,66.12
2019-12-01,86,74.0,False,0.74,63.64
2019-12-02,83,74.0,,0.74,61.42
2019-12-03,82,74.0,,0.74,60.68
2019-12-04,87,74.0,,0.74,64.38
2019-12-05,84,74.0,,0.74,62.16
2019-12-06,86,74.0,,0.74,63.64
2019-12-07,95,74.0,,0.74,70.3
2019-12-08,90,74.0,,0.74,66.6
2019-12-09,80,74.0,,0.74,59.2
2019-12-10,81,74.0,,0.74,59.94
2019-12-11,86,74.0,,0.74,63.64
2019-12-12,84,74.0,,0.74,62.16
2019-12-13,87,74.0,,0.74,64.38
2019-12-14,94,74.0,,0.74,69.56
2019-12-15,93,74.0,,0.74,68.82
2019-12-16,85,74.0,,0.74,62.9
2019-12-17,83,74.0,,0.74,61.42
2019-12-18,85,74.0,,0.74,62.9
2019-12-19,82,74.0,,0.74,60.68
2019-12-20,90,74.0,,0.74,66.6
2019-12-21,100,74.0,,0.74,74.0
2019-12-22,91,74.0,,0.74,67.34
2019-12-23,97,74.0,,0.74,71.78
2019-12-24,90,74.0,,0.74,66.6
2019-12-25,69,74.0,,0.74,51.06
2019-12-26,94,74.0,,0.74,69.56
2019-12-27,96,74.0,,0.74,71.03999999999999
2019-12-28,100,74.0,,0.74,74.0
2019-12-29,92,74.0,,0.74,68.08
2019-12-30,99,74.0,,0.74,73.26
2019-12-31,93,74.0,,0.74,68.82
2020-01-01,72,82.0,False,0.82,59.04
2020-01-02,89,82.0,,0.82,72.97999999999999
2020-01-03,98,82.0,,0.82,80.36
2020-01-04,99,82.0,,0.82,81.17999999999999
2020-01-05,93,82.0,,0.82,76.25999999999999
2020-01-06,88,82.0,,0.82,72.16
2020-01-07,91,82.0,,0.82,74.61999999999999
2020-01-08,93,82.0,,0.82,76.25999999999999
2020-01-09,87,82.0,,0.82,71.33999999999999
2020-01-10,87,82.0,,0.82,71.33999999999999
2020-01-11,95,82.0,,0.82,77.89999999999999
2020-01-12,87,82.0,,0.82,71.33999999999999
2020-01-13,87,82.0,,0.82,71.33999999999999
2020-01-14,82,82.0,,0.82,67.24
2020-01-15,82,82.0,,0.82,67.24
2020-01-16,83,82.0,,0.82,68.06
2020-01-17,87,82.0,,0.82,71.33999999999999
2020-01-18,100,82.0,,0.82,82.0
2020-01-19,88,82.0,,0.82,72.16
2020-01-20,93,82.0,,0.82,76.25999999999999
2020-01-21,84,82.0,,0.82,68.88
2020-01-22,82,82.0,,0.82,67.24
2020-01-23,81,82.0,,0.82,66.42
2020-01-24,85,82.0,,0.82,69.7
2020-01-25,96,82.0,,0.82,78.72
2020-01-26,85,82.0,,0.82,69.7
2020-01-27,78,82.0,,0.82,63.959999999999994
2020-01-28,80,82.0,,0.82,65.6
2020-01-29,81,82.0,,0.82,66.42
2020-01-30,80,82.0,,0.82,65.6
2020-01-31,81,82.0,,0.82,66.42
2020-02-01,93,77.0,False,0.77,71.61
2020-02-02,87,77.0,,0.77,66.99
2020-02-03,79,77.0,,0.77,60.83
2020-02-04,82,77.0,,0.77,63.14
2020-02-05,81,77.0,,0.77,62.370000000000005
2020-02-06,75,77.0,,0.77,57.75
2020-02-07,79,77.0,,0.77,60.83
2020-02-08,94,77.0,,0.77,72.38
2020-02-09,92,77.0,,0.77,70.84
2020-02-10,81,77.0,,0.77,62.370000000000005
2020-02-11,78,77.0,,0.77,60.06
2020-02-12,79,77.0,,0.77,60.83
2020-02-13,78,77.0,,0.77,60.06
2020-02-14,78,77.0,,0.77,60.06
2020-02-15,92,77.0,,0.77,70.84
2020-02-16,91,77.0,,0.77,70.07000000000001
2020-02-17,89,77.0,,0.77,68.53
2020-02-18,80,77.0,,0.77,61.6
2020-02-19,80,77.0,,0.77,61.6
2020-02-20,78,77.0,,0.77,60.06
2020-02-21,83,77.0,,0.77,63.910000000000004
2020-02-22,97,77.0,,0.77,74.69
2020-02-23,92,77.0,,0.77,70.84
2020-02-24,83,77.0,,0.77,63.910000000000004
2020-02-25,81,77.0,,0.77,62.370000000000005
2020-02-26,81,77.0,,0.77,62.370000000000005
2020-02-27,81,77.0,,0.77,62.370000000000005
2020-02-28,89,77.0,,0.77,68.53
2020-02-29,100,77.0,,0.77,77.0
2020-03-01,66,90.0,False,0.9,59.4
2020-03-02,56,90.0,,0.9,50.4
2020-03-03,56,90.0,,0.9,50.4
2020-03-04,53,90.0,,0.9,47.7
2020-03-05,55,90.0,,0.9,49.5
2020-03-06,58,90.0,,0.9,52.2
2020-03-07,66,90.0,,0.9,59.4
2020-03-08,69,90.0,,0.9,62.1
2020-03-09,100,90.0,,0.9,90.0
2020-03-10,77,90.0,,0.9,69.3
2020-03-11,68,90.0,,0.9,61.2
2020-03-12,63,90.0,,0.9,56.7
2020-03-13,62,90.0,,0.9,55.800000000000004
2020-03-14,67,90.0,,0.9,60.300000000000004
2020-03-15,63,90.0,,0.9,56.7
2020-03-16,59,90.0,,0.9,53.1
2020-03-17,58,90.0,,0.9,52.2
2020-03-18,64,90.0,,0.9,57.6
2020-03-19,66,90.0,,0.9,59.4
2020-03-20,63,90.0,,0.9,56.7
2020-03-21,67,90.0,,0.9,60.300000000000004
2020-03-22,64,90.0,,0.9,57.6
2020-03-23,60,90.0,,0.9,54.0
2020-03-24,58,90.0,,0.9,52.2
2020-03-25,59,90.0,,0.9,53.1
2020-03-26,61,90.0,,0.9,54.9
2020-03-27,62,90.0,,0.9,55.800000000000004
2020-03-28,67,90.0,,0.9,60.300000000000004
2020-03-29,68,90.0,,0.9,61.2
2020-03-30,65,90.0,,0.9,58.5
2020-03-31,62,90.0,,0.9,55.800000000000004
2020-04-01,34,100.0,False,1.0,34.0
2020-04-02,37,100.0,,1.0,37.0
2020-04-03,39,100.0,,1.0,39.0
2020-04-04,41,100.0,,1.0,41.0
2020-04-05,38,100.0,,1.0,38.0
2020-04-06,37,100.0,,1.0,37.0
2020-04-07,36,100.0,,1.0,36.0
2020-04-08,37,100.0,,1.0,37.0
2020-04-09,40,100.0,,1.0,40.0
2020-04-10,38,100.0,,1.0,38.0
2020-04-11,41,100.0,,1.0,41.0
2020-04-12,36,100.0,,1.0,36.0
2020-04-13,36,100.0,,1.0,36.0
2020-04-14,36,100.0,,1.0,36.0
2020-04-15,37,100.0,,1.0,37.0
2020-04-16,36,100.0,,1.0,36.0
2020-04-17,37,100.0,,1.0,37.0
2020-04-18,43,100.0,,1.0,43.0
2020-04-19,40,100.0,,1.0,40.0
2020-04-20,100,100.0,,1.0,100.0
2020-04-21,76,100.0,,1.0,76.0
2020-04-22,51,100.0,,1.0,51.0
2020-04-23,44,100.0,,1.0,44.0
2020-04-24,40,100.0,,1.0,40.0
2020-04-25,42,100.0,,1.0,42.0
2020-04-26,41,100.0,,1.0,41.0
2020-04-27,41,100.0,,1.0,41.0
2020-04-28,41,100.0,,1.0,41.0
2020-04-29,39,100.0,,1.0,39.0
2020-04-30,38,100.0,,1.0,38.0
2020-05-01,89,92.0,False,0.92,81.88000000000001
2020-05-02,100,92.0,,0.92,92.0
2020-05-03,96,92.0,,0.92,88.32000000000001
2020-05-04,89,92.0,,0.92,81.88000000000001
2020-05-05,89,92.0,,0.92,81.88000000000001
2020-05-06,87,92.0,,0.92,80.04
2020-05-07,88,92.0,,0.92,80.96000000000001
2020-05-08,84,92.0,,0.92,77.28
2020-05-09,93,92.0,,0.92,85.56
2020-05-10,88,92.0,,0.92,80.96000000000001
2020-05-11,85,92.0,,0.92,78.2
2020-05-12,82,92.0,,0.92,75.44
2020-05-13,85,92.0,,0.92,78.2
2020-05-14,84,92.0,,0.92,77.28
2020-05-15,87,92.0,,0.92,80.04
2020-05-16,92,92.0,,0.92,84.64
2020-05-17,95,92.0,,0.92,87.4
2020-05-18,89,92.0,,0.92,81.88000000000001
2020-05-19,89,92.0,,0.92,81.88000000000001
2020-05-20,86,92.0,,0.92,79.12
2020-05-21,87,92.0,,0.92,80.04
2020-05-22,86,92.0,,0.92,79.12
2020-05-23,96,92.0,,0.92,88.32000000000001
2020-05-24,94,92.0,,0.92,86.48
2020-05-25,90,92.0,,0.92,82.8
2020-05-26,87,92.0,,0.92,80.04
2020-05-27,84,92.0,,0.92,77.28
2020-05-28,85,92.0,,0.92,78.2
2020-05-29,79,92.0,,0.92,72.68
2020-05-30,88,92.0,,0.92,80.96000000000001
2020-05-31,84,92.0,,0.92,77.28
2020-06-01,83,86.0,False,0.86,71.38
2020-06-02,81,86.0,,0.86,69.66
2020-06-03,86,86.0,,0.86,73.96
2020-06-04,89,86.0,,0.86,76.53999999999999
2020-06-05,91,86.0,,0.86,78.26
2020-06-06,99,86.0,,0.86,85.14
2020-06-07,95,86.0,,0.86,81.7
2020-06-08,94,86.0,,0.86,80.84
2020-06-09,93,86.0,,0.86,79.98
2020-06-10,88,86.0,,0.86,75.67999999999999
2020-06-11,89,86.0,,0.86,76.53999999999999
2020-06-12,88,86.0,,0.86,75.67999999999999
2020-06-13,100,86.0,,0.86,86.0
2020-06-14,93,86.0,,0.86,79.98
2020-06-15,90,86.0,,0.86,77.4
2020-06-16,89,86.0,,0.86,76.53999999999999
2020-06-17,86,86.0,,0.86,73.96
2020-06-18,89,86.0,,0.86,76.53999999999999
2020-06-19,87,86.0,,0.86,74.82
2020-06-20,96,86.0,,0.86,82.56
2020-06-21,87,86.0,,0.86,74.82
2020-06-22,89,86.0,,0.86,76.53999999999999
2020-06-23,87,86.0,,0.86,74.82
2020-06-24,88,86.0,,0.86,75.67999999999999
2020-06-25,88,86.0,,0.86,75.67999999999999
2020-06-26,87,86.0,,0.86,74.82
2020-06-27,96,86.0,,0.86,82.56
2020-06-28,94,86.0,,0.86,80.84
2020-06-29,89,86.0,,0.86,76.53999999999999
2020-06-30,86,86.0,,0.86,73.96
2020-07-01,88,81.0,False,0.81,71.28
2020-07-02,89,81.0,,0.81,72.09
2020-07-03,99,81.0,,0.81,80.19000000000001
2020-07-04,91,81.0,,0.81,73.71000000000001
2020-07-05,92,81.0,,0.81,74.52000000000001
2020-07-06,89,81.0,,0.81,72.09
2020-07-07,86,81.0,,0.81,69.66000000000001
2020-07-08,91,81.0,,0.81,73.71000000000001
2020-07-09,89,81.0,,0.81,72.09
2020-07-10,87,81.0,,0.81,70.47
2020-07-11,97,81.0,,0.81,78.57000000000001
2020-07-12,92,81.0,,0.81,74.52000000000001
2020-07-13,89,81.0,,0.81,72.09
2020-07-14,84,81.0,,0.81,68.04
2020-07-15,87,81.0,,0.81,70.47
2020-07-16,88,81.0,,0.81,71.28
2020-07-17,89,81.0,,0.81,72.09
2020-07-18,100,81.0,,0.81,81.0
2020-07-19,96,81.0,,0.81,77.76
2020-07-20,90,81.0,,0.81,72.9
2020-07-21,89,81.0,,0.81,72.09
2020-07-22,88,81.0,,0.81,71.28
2020-07-23,85,81.0,,0.81,68.85000000000001
2020-07-24,87,81.0,,0.81,70.47
2020-07-25,100,81.0,,0.81,81.0
2020-07-26,95,81.0,,0.81,76.95
2020-07-27,87,81.0,,0.81,70.47
2020-07-28,84,81.0,,0.81,68.04
2020-07-29,88,81.0,,0.81,71.28
2020-07-30,86,81.0,,0.81,69.66000000000001
2020-07-31,86,81.0,,0.81,69.66000000000001
2020-08-01,98,79.0,False,0.79,77.42
2020-08-02,91,79.0,,0.79,71.89
2020-08-03,85,79.0,,0.79,67.15
2020-08-04,83,79.0,,0.79,65.57000000000001
2020-08-05,87,79.0,,0.79,68.73
2020-08-06,88,79.0,,0.79,69.52000000000001
2020-08-07,88,79.0,,0.79,69.52000000000001
2020-08-08,98,79.0,,0.79,77.42
2020-08-09,96,79.0,,0.79,75.84
2020-08-10,88,79.0,,0.79,69.52000000000001
2020-08-11,84,79.0,,0.79,66.36
2020-08-12,86,79.0,,0.79,67.94
2020-08-13,85,79.0,,0.79,67.15
2020-08-14,88,79.0,,0.79,69.52000000000001
2020-08-15,99,79.0,,0.79,78.21000000000001
2020-08-16,92,79.0,,0.79,72.68
2020-08-17,84,79.0,,0.79,66.36
2020-08-18,81,79.0,,0.79,63.99
2020-08-19,81,79.0,,0.79,63.99
2020-08-20,84,79.0,,0.79,66.36
2020-08-21,85,79.0,,0.79,67.15
2020-08-22,100,79.0,,0.79,79.0
2020-08-23,93,79.0,,0.79,73.47
2020-08-24,80,79.0,,0.79,63.2
2020-08-25,79,79.0,,0.79,62.410000000000004
2020-08-26,79,79.0,,0.79,62.410000000000004
2020-08-27,78,79.0,,0.79,61.620000000000005
2020-08-28,80,79.0,,0.79,63.2
2020-08-29,94,79.0,,0.79,74.26
2020-08-30,92,79.0,,0.79,72.68
2020-08-31,79,79.0,,0.79,62.410000000000004
2020-09-01,82,75.0,False,0.75,61.5
2020-09-02,84,75.0,,0.75,63.0
2020-09-03,85,75.0,,0.75,63.75
2020-09-04,86,75.0,,0.75,64.5
2020-09-05,99,75.0,,0.75,74.25
2020-09-06,90,75.0,,0.75,67.5
2020-09-07,94,75.0,,0.75,70.5
2020-09-08,82,75.0,,0.75,61.5
2020-09-09,82,75.0,,0.75,61.5
2020-09-10,82,75.0,,0.75,61.5
2020-09-11,82,75.0,,0.75,61.5
2020-09-12,100,75.0,,0.75,75.0
2020-09-13,92,75.0,,0.75,69.0
2020-09-14,85,75.0,,0.75,63.75
2020-09-15,83,75.0,,0.75,62.25
2020-09-16,81,75.0,,0.75,60.75
2020-09-17,83,75.0,,0.75,62.25
2020-09-18,84,75.0,,0.75,63.0
2020-09-19,97,75.0,,0.75,72.75
2020-09-20,92,75.0,,0.75,69.0
2020-09-21,84,75.0,,0.75,63.0
2020-09-22,83,75.0,,0.75,62.25
2020-09-23,84,75.0,,0.75,63.0
2020-09-24,80,75.0,,0.75,60.0
2020-09-25,85,75.0,,0.75,63.75
2020-09-26,99,75.0,,0.75,74.25
2020-09-27,92,75.0,,0.75,69.0
2020-09-28,82,75.0,,0.75,61.5
2020-09-29,84,75.0,,0.75,63.0
2020-09-30,80,75.0,,0.75,60.0
2020-10-01,78,77.0,False,0.77,60.06
2020-10-02,76,77.0,,0.77,58.52
2020-10-03,91,77.0,,0.77,70.07000000000001
2020-10-04,86,77.0,,0.77,66.22
2020-10-05,80,77.0,,0.77,61.6
2020-10-06,78,77.0,,0.77,60.06
2020-10-07,79,77.0,,0.77,60.83
2020-10-08,78,77.0,,0.77,60.06
2020-10-09,84,77.0,,0.77,64.68
2020-10-10,89,77.0,,0.77,68.53
2020-10-11,84,77.0,,0.77,64.68
2020-10-12,83,77.0,,0.77,63.910000000000004
2020-10-13,82,77.0,,0.77,63.14
2020-10-14,81,77.0,,0.77,62.370000000000005
2020-10-15,81,77.0,,0.77,62.370000000000005
2020-10-16,81,77.0,,0.77,62.370000000000005
2020-10-17,92,77.0,,0.77,70.84
2020-10-18,86,77.0,,0.77,66.22
2020-10-19,82,77.0,,0.77,63.14
2020-10-20,80,77.0,,0.77,61.6
2020-10-21,85,77.0,,0.77,65.45
2020-10-22,82,77.0,,0.77,63.14
2020-10-23,100,77.0,,0.77,77.0
2020-10-24,95,77.0,,0.77,73.15
2020-10-25,86,77.0,,0.77,66.22
2020-10-26,83,77.0,,0.77,63.910000000000004
2020-10-27,82,77.0,,0.77,63.14
2020-10-28,81,77.0,,0.77,62.370000000000005
2020-10-29,81,77.0,,0.77,62.370000000000005
2020-10-30,82,77.0,,0.77,63.14
2020-10-31,91,77.0,,0.77,70.07000000000001
2020-11-01,88,73.0,False,0.73,64.24
2020-11-02,94,73.0,,0.73,68.62
2020-11-03,87,73.0,,0.73,63.51
2020-11-04,54,73.0,,0.73,39.42
2020-11-05,66,73.0,,0.73,48.18
2020-11-06,71,73.0,,0.73,51.83
2020-11-07,83,73.0,,0.73,60.589999999999996
2020-11-08,91,73.0,,0.73,66.42999999999999
2020-11-09,90,73.0,,0.73,65.7
2020-11-10,85,73.0,,0.73,62.05
2020-11-11,88,73.0,,0.73,64.24
2020-11-12,87,73.0,,0.73,63.51
2020-11-13,88,73.0,,0.73,64.24
2020-11-14,100,73.0,,0.73,73.0
2020-11-15,93,73.0,,0.73,67.89
2020-11-16,89,73.0,,0.73,64.97
2020-11-17,88,73.0,,0.73,64.24
2020-11-18,91,73.0,,0.73,66.42999999999999
2020-11-19,90,73.0,,0.73,65.7
2020-11-20,89,73.0,,0.73,64.97
2020-11-21,100,73.0,,0.73,73.0
2020-11-22,94,73.0,,0.73,68.62
2020-11-23,92,73.0,,0.73,67.16
2020-11-24,93,73.0,,0.73,67.89
2020-11-25,98,73.0,,0.73,71.53999999999999
2020-11-26,88,73.0,,0.73,64.24
2020-11-27,87,73.0,,0.73,63.51
2020-11-28,93,73.0,,0.73,67.89
2020-11-29,88,73.0,,0.73,64.24
2020-11-30,86,73.0,,0.73,62.78
2020-12-01,87,76.0,False,0.76,66.12
2020-12-02,84,76.0,,0.76,63.84
2020-12-03,88,76.0,,0.76,66.88
2020-12-04,91,76.0,,0.76,69.16
2020-12-05,100,76.0,,0.76,76.0
2020-12-06,98,76.0,,0.76,74.48
2020-12-07,89,76.0,,0.76,67.64
2020-12-08,91,76.0,,0.76,69.16
2020-12-09,89,76.0,,0.76,67.64
2020-12-10,93,76.0,,0.76,70.68
2020-12-11,91,76.0,,0.76,69.16
2020-12-12,95,76.0,,0.76,72.2
2020-12-13,93,76.0,,0.76,70.68
2020-12-14,88,76.0,,0.76,66.88
2020-12-15,88,76.0,,0.76,66.88
2020-12-16,88,76.0,,0.76,66.88
2020-12-17,89,76.0,,0.76,67.64
2020-12-18,88,76.0,,0.76,66.88
2020-12-19,96,76.0,,0.76,72.96000000000001
2020-12-20,94,76.0,,0.76,71.44
2020-12-21,89,76.0,,0.76,67.64
2020-12-22,87,76.0,,0.76,66.12
2020-12-23,88,76.0,,0.76,66.88
2020-12-24,85,76.0,,0.76,64.6
2020-12-25,65,76.0,,0.76,49.4
2020-12-26,94,76.0,,0.76,71.44
2020-12-27,91,76.0,,0.76,69.16
2020-12-28,98,76.0,,0.76,74.48
2020-12-29,98,76.0,,0.76,74.48
2020-12-30,96,76.0,,0.76,72.96000000000001
2020-12-31,91,76.0,,0.76,69.16
2021-01-01,73,78.0,False,0.78,56.940000000000005
2021-01-02,93,78.0,,0.78,72.54
2021-01-03,88,78.0,,0.78,68.64
2021-01-04,83,78.0,,0.78,64.74000000000001
2021-01-05,86,78.0,,0.78,67.08
2021-01-06,79,78.0,,0.78,61.620000000000005
2021-01-07,82,78.0,,0.78,63.96
2021-01-08,85,78.0,,0.78,66.3
2021-01-09,95,78.0,,0.78,74.10000000000001
2021-01-10,89,78.0,,0.78,69.42
2021-01-11,82,78.0,,0.78,63.96
2021-01-12,83,78.0,,0.78,64.74000000000001
2021-01-13,85,78.0,,0.78,66.3
2021-01-14,86,78.0,,0.78,67.08
2021-01-15,85,78.0,,0.78,66.3
2021-01-16,93,78.0,,0.78,72.54
2021-01-17,87,78.0,,0.78,67.86
2021-01-18,92,78.0,,0.78,71.76
2021-01-19,88,78.0,,0.78,68.64
2021-01-20,82,78.0,,0.78,63.96
2021-01-21,86,78.0,,0.78,67.08
2021-01-22,95,78.0,,0.78,74.10000000000001
2021-01-23,100,78.0,,0.78,78.0
2021-01-24,92,78.0,,0.78,71.76
2021-01-25,89,78.0,,0.78,69.42
2021-01-26,87,78.0,,0.78,67.86
2021-01-27,90,78.0,,0.78,70.2
2021-01-28,87,78.0,,0.78,67.86
2021-01-29,90,78.0,,0.78,70.2
2021-01-30,98,78.0,,0.78,76.44
2021-01-31,94,78.0,,0.78,73.32000000000001
2021-02-01,84,81.0,False,0.81,68.04
2021-02-02,82,81.0,,0.81,66.42
2021-02-03,86,81.0,,0.81,69.66000000000001
2021-02-04,87,81.0,,0.81,70.47
2021-02-05,86,81.0,,0.81,69.66000000000001
2021-02-06,98,81.0,,0.81,79.38000000000001
2021-02-07,86,81.0,,0.81,69.66000000000001
2021-02-08,80,81.0,,0.81,64.80000000000001
2021-02-09,87,81.0,,0.81,70.47
2021-02-10,87,81.0,,0.81,70.47
2021-02-11,82,81.0,,0.81,66.42
2021-02-12,83,81.0,,0.81,67.23
2021-02-13,88,81.0,,0.81,71.28
2021-02-14,82,81.0,,0.81,66.42
2021-02-15,84,81.0,,0.81,68.04
2021-02-16,83,81.0,,0.81,67.23
2021-02-17,84,81.0,,0.81,68.04
2021-02-18,80,81.0,,0.81,64.80000000000001
2021-02-19,84,81.0,,0.81,68.04
2021-02-20,96,81.0,,0.81,77.76
2021-02-21,91,81.0,,0.81,73.71000000000001
2021-02-22,89,81.0,,0.81,72.09
2021-02-23,87,81.0,,0.81,70.47
2021-02-24,89,81.0,,0.81,72.09
2021-02-25,86,81.0,,0.81,69.66000000000001
2021-02-26,87,81.0,,0.81,70.47
2021-02-27,100,81.0,,0.81,81.0
2021-02-28,91,81.0,,0.81,73.71000000000001
2021-03-01,85,82.0,False,0.82,69.7
2021-03-02,86,82.0,,0.82,70.52
2021-03-03,87,82.0,,0.82,71.33999999999999
2021-03-04,87,82.0,,0.82,71.33999999999999
2021-03-05,89,82.0,,0.82,72.97999999999999
2021-03-06,99,82.0,,0.82,81.17999999999999
2021-03-07,95,82.0,,0.82,77.89999999999999
2021-03-08,91,82.0,,0.82,74.61999999999999
2021-03-09,85,82.0,,0.82,69.7
2021-03-10,86,82.0,,0.82,70.52
2021-03-11,86,82.0,,0.82,70.52
2021-03-12,85,82.0,,0.82,69.7
2021-03-13,97,82.0,,0.82,79.53999999999999
2021-03-14,91,82.0,,0.82,74.61999999999999
2021-03-15,83,82.0,,0.82,68.06
2021-03-16,80,82.0,,0.82,65.6
2021-03-17,83,82.0,,0.82,68.06
2021-03-18,86,82.0,,0.82,70.52
2021-03-19,90,82.0,,0.82,73.8
2021-03-20,99,82.0,,0.82,81.17999999999999
2021-03-21,96,82.0,,0.82,78.72
2021-03-22,89,82.0,,0.82,72.97999999999999
2021-03-23,85,82.0,,0.82,69.7
2021-03-24,88,82.0,,0.82,72.16
2021-03-25,85,82.0,,0.82,69.7
2021-03-26,87,82.0,,0.82,71.33999999999999
2021-03-27,100,82.0,,0.82,82.0
2021-03-28,89,82.0,,0.82,72.97999999999999
2021-03-29,88,82.0,,0.82,72.16
2021-03-30,86,82.0,,0.82,70.52
2021-03-31,85,82.0,,0.82,69.7
2021-04-01,86,80.0,False,0.8,68.8
2021-04-02,92,80.0,,0.8,73.60000000000001
2021-04-03,100,80.0,,0.8,80.0
2021-04-04,89,80.0,,0.8,71.2
2021-04-05,95,80.0,,0.8,76.0
2021-04-06,92,80.0,,0.8,73.60000000000001
2021-04-07,91,80.0,,0.8,72.8
2021-04-08,90,80.0,,0.8,72.0
2021-04-09,88,80.0,,0.8,70.4
2021-04-10,97,80.0,,0.8,77.60000000000001
2021-04-11,95,80.0,,0.8,76.0
2021-04-12,91,80.0,,0.8,72.8
2021-04-13,86,80.0,,0.8,68.8
2021-04-14,87,80.0,,0.8,69.60000000000001
2021-04-15,85,80.0,,0.8,68.0
2021-04-16,89,80.0,,0.8,71.2
2021-04-17,98,80.0,,0.8,78.4
2021-04-18,96,80.0,,0.8,76.80000000000001
2021-04-19,86,80.0,,0.8,68.8
2021-04-20,84,80.0,,0.8,67.2
2021-04-21,85,80.0,,0.8,68.0
2021-04-22,87,80.0,,0.8,69.60000000000001
2021-04-23,88,80.0,,0.8,70.4
2021-04-24,91,80.0,,0.8,72.8
2021-04-25,92,80.0,,0.8,73.60000000000001
2021-04-26,86,80.0,,0.8,68.8
2021-04-27,85,80.0,,0.8,68.0
2021-04-28,88,80.0,,0.8,70.4
2021-04-29,87,80.0,,0.8,69.60000000000001
2021-04-30,84,80.0,,0.8,67.2
2021-05-01,98,79.0,False,0.79,77.42
2021-05-02,93,79.0,,0.79,73.47
2021-05-03,88,79.0,,0.79,69.52000000000001
2021-05-04,88,79.0,,0.79,69.52000000000001
2021-05-05,84,79.0,,0.79,66.36
