date,HLNE_unscaled,HLNE_monthly,isPartial,scale,HLNE
2018-06-19,66,48.0,,0.48,31.68
2018-06-20,34,48.0,,0.48,16.32
2018-06-21,34,48.0,,0.48,16.32
2018-06-22,0,48.0,,0.48,0.0
2018-06-23,0,48.0,,0.48,0.0
2018-06-24,0,48.0,,0.48,0.0
2018-06-25,33,48.0,,0.48,15.84
2018-06-26,0,48.0,,0.48,0.0
2018-06-27,100,48.0,,0.48,48.0
2018-06-28,0,48.0,,0.48,0.0
2018-06-29,35,48.0,,0.48,16.8
2018-06-30,39,48.0,,0.48,18.72
2018-07-01,0,36.0,False,0.36,0.0
2018-07-02,0,36.0,,0.36,0.0
2018-07-03,0,36.0,,0.36,0.0
2018-07-04,0,36.0,,0.36,0.0
2018-07-05,0,36.0,,0.36,0.0
2018-07-06,0,36.0,,0.36,0.0
2018-07-07,0,36.0,,0.36,0.0
2018-07-08,0,36.0,,0.36,0.0
2018-07-09,97,36.0,,0.36,34.92
2018-07-10,0,36.0,,0.36,0.0
2018-07-11,0,36.0,,0.36,0.0
2018-07-12,51,36.0,,0.36,18.36
2018-07-13,0,36.0,,0.36,0.0
2018-07-14,0,36.0,,0.36,0.0
2018-07-15,0,36.0,,0.36,0.0
2018-07-16,50,36.0,,0.36,18.0
2018-07-17,50,36.0,,0.36,18.0
2018-07-18,50,36.0,,0.36,18.0
2018-07-19,51,36.0,,0.36,18.36
2018-07-20,0,36.0,,0.36,0.0
2018-07-21,0,36.0,,0.36,0.0
2018-07-22,0,36.0,,0.36,0.0
2018-07-23,100,36.0,,0.36,36.0
2018-07-24,99,36.0,,0.36,35.64
2018-07-25,49,36.0,,0.36,17.64
2018-07-26,51,36.0,,0.36,18.36
2018-07-27,0,36.0,,0.36,0.0
2018-07-28,0,36.0,,0.36,0.0
2018-07-29,0,36.0,,0.36,0.0
2018-07-30,50,36.0,,0.36,18.0
2018-07-31,49,36.0,,0.36,17.64
2018-08-01,49,23.0,False,0.23,11.270000000000001
2018-08-02,0,23.0,,0.23,0.0
2018-08-03,0,23.0,,0.23,0.0
2018-08-04,58,23.0,,0.23,13.34
2018-08-05,0,23.0,,0.23,0.0
2018-08-06,0,23.0,,0.23,0.0
2018-08-07,0,23.0,,0.23,0.0
2018-08-08,0,23.0,,0.23,0.0
2018-08-09,0,23.0,,0.23,0.0
2018-08-10,0,23.0,,0.23,0.0
2018-08-11,0,23.0,,0.23,0.0
2018-08-12,0,23.0,,0.23,0.0
2018-08-13,0,23.0,,0.23,0.0
2018-08-14,0,23.0,,0.23,0.0
2018-08-15,49,23.0,,0.23,11.270000000000001
2018-08-16,100,23.0,,0.23,23.0
2018-08-17,0,23.0,,0.23,0.0
2018-08-18,0,23.0,,0.23,0.0
2018-08-19,0,23.0,,0.23,0.0
2018-08-20,0,23.0,,0.23,0.0
2018-08-21,0,23.0,,0.23,0.0
2018-08-22,0,23.0,,0.23,0.0
2018-08-23,50,23.0,,0.23,11.5
2018-08-24,0,23.0,,0.23,0.0
2018-08-25,0,23.0,,0.23,0.0
2018-08-26,0,23.0,,0.23,0.0
2018-08-27,0,23.0,,0.23,0.0
2018-08-28,0,23.0,,0.23,0.0
2018-08-29,0,23.0,,0.23,0.0
2018-08-30,0,23.0,,0.23,0.0
2018-08-31,0,23.0,,0.23,0.0
2018-09-01,0,24.0,False,0.24,0.0
2018-09-02,60,24.0,,0.24,14.399999999999999
2018-09-03,0,24.0,,0.24,0.0
2018-09-04,0,24.0,,0.24,0.0
2018-09-05,49,24.0,,0.24,11.76
2018-09-06,0,24.0,,0.24,0.0
2018-09-07,0,24.0,,0.24,0.0
2018-09-08,0,24.0,,0.24,0.0
2018-09-09,0,24.0,,0.24,0.0
2018-09-10,0,24.0,,0.24,0.0
2018-09-11,0,24.0,,0.24,0.0
2018-09-12,49,24.0,,0.24,11.76
2018-09-13,49,24.0,,0.24,11.76
2018-09-14,0,24.0,,0.24,0.0
2018-09-15,0,24.0,,0.24,0.0
2018-09-16,0,24.0,,0.24,0.0
2018-09-17,49,24.0,,0.24,11.76
2018-09-18,48,24.0,,0.24,11.52
2018-09-19,0,24.0,,0.24,0.0
2018-09-20,0,24.0,,0.24,0.0
2018-09-21,100,24.0,,0.24,24.0
2018-09-22,60,24.0,,0.24,14.399999999999999
2018-09-23,0,24.0,,0.24,0.0
2018-09-24,49,24.0,,0.24,11.76
2018-09-25,0,24.0,,0.24,0.0
2018-09-26,0,24.0,,0.24,0.0
2018-09-27,0,24.0,,0.24,0.0
2018-09-28,0,24.0,,0.24,0.0
2018-09-29,0,24.0,,0.24,0.0
2018-09-30,0,24.0,,0.24,0.0
2018-10-01,0,14.0,False,0.14,0.0
2018-10-02,0,14.0,,0.14,0.0
2018-10-03,0,14.0,,0.14,0.0
2018-10-04,0,14.0,,0.14,0.0
2018-10-05,96,14.0,,0.14,13.440000000000001
2018-10-06,0,14.0,,0.14,0.0
2018-10-07,0,14.0,,0.14,0.0
2018-10-08,96,14.0,,0.14,13.440000000000001
2018-10-09,0,14.0,,0.14,0.0
2018-10-10,0,14.0,,0.14,0.0
2018-10-11,0,14.0,,0.14,0.0
2018-10-12,0,14.0,,0.14,0.0
2018-10-13,0,14.0,,0.14,0.0
2018-10-14,0,14.0,,0.14,0.0
2018-10-15,95,14.0,,0.14,13.3
2018-10-16,95,14.0,,0.14,13.3
2018-10-17,0,14.0,,0.14,0.0
2018-10-18,0,14.0,,0.14,0.0
2018-10-19,100,14.0,,0.14,14.000000000000002
2018-10-20,0,14.0,,0.14,0.0
2018-10-21,0,14.0,,0.14,0.0
2018-10-22,94,14.0,,0.14,13.160000000000002
2018-10-23,0,14.0,,0.14,0.0
2018-10-24,0,14.0,,0.14,0.0
2018-10-25,0,14.0,,0.14,0.0
2018-10-26,0,14.0,,0.14,0.0
2018-10-27,0,14.0,,0.14,0.0
2018-10-28,0,14.0,,0.14,0.0
2018-10-29,0,14.0,,0.14,0.0
2018-10-30,0,14.0,,0.14,0.0
2018-10-31,0,14.0,,0.14,0.0
2018-11-01,100,42.0,False,0.42,42.0
2018-11-02,24,42.0,,0.42,10.08
2018-11-03,0,42.0,,0.42,0.0
2018-11-04,0,42.0,,0.42,0.0
2018-11-05,22,42.0,,0.42,9.24
2018-11-06,0,42.0,,0.42,0.0
2018-11-07,62,42.0,,0.42,26.04
2018-11-08,0,42.0,,0.42,0.0
2018-11-09,24,42.0,,0.42,10.08
2018-11-10,0,42.0,,0.42,0.0
2018-11-11,0,42.0,,0.42,0.0
2018-11-12,0,42.0,,0.42,0.0
2018-11-13,0,42.0,,0.42,0.0
2018-11-14,0,42.0,,0.42,0.0
2018-11-15,0,42.0,,0.42,0.0
2018-11-16,0,42.0,,0.42,0.0
2018-11-17,0,42.0,,0.42,0.0
2018-11-18,0,42.0,,0.42,0.0
2018-11-19,24,42.0,,0.42,10.08
2018-11-20,0,42.0,,0.42,0.0
2018-11-21,26,42.0,,0.42,10.92
2018-11-22,0,42.0,,0.42,0.0
2018-11-23,0,42.0,,0.42,0.0
2018-11-24,0,42.0,,0.42,0.0
2018-11-25,0,42.0,,0.42,0.0
2018-11-26,22,42.0,,0.42,9.24
2018-11-27,23,42.0,,0.42,9.66
2018-11-28,23,42.0,,0.42,9.66
2018-11-29,46,42.0,,0.42,19.32
2018-11-30,23,42.0,,0.42,9.66
2018-12-01,0,14.0,False,0.14,0.0
2018-12-02,0,14.0,,0.14,0.0
2018-12-03,0,14.0,,0.14,0.0
2018-12-04,0,14.0,,0.14,0.0
2018-12-05,41,14.0,,0.14,5.74
2018-12-06,0,14.0,,0.14,0.0
2018-12-07,0,14.0,,0.14,0.0
2018-12-08,0,14.0,,0.14,0.0
2018-12-09,0,14.0,,0.14,0.0
2018-12-10,42,14.0,,0.14,5.880000000000001
2018-12-11,0,14.0,,0.14,0.0
2018-12-12,0,14.0,,0.14,0.0
2018-12-13,0,14.0,,0.14,0.0
2018-12-14,0,14.0,,0.14,0.0
2018-12-15,0,14.0,,0.14,0.0
2018-12-16,0,14.0,,0.14,0.0
2018-12-17,0,14.0,,0.14,0.0
2018-12-18,41,14.0,,0.14,5.74
2018-12-19,0,14.0,,0.14,0.0
2018-12-20,0,14.0,,0.14,0.0
2018-12-21,0,14.0,,0.14,0.0
2018-12-22,53,14.0,,0.14,7.420000000000001
2018-12-23,0,14.0,,0.14,0.0
2018-12-24,0,14.0,,0.14,0.0
2018-12-25,0,14.0,,0.14,0.0
2018-12-26,100,14.0,,0.14,14.000000000000002
2018-12-27,0,14.0,,0.14,0.0
2018-12-28,0,14.0,,0.14,0.0
2018-12-29,0,14.0,,0.14,0.0
2018-12-30,0,14.0,,0.14,0.0
2018-12-31,0,14.0,,0.14,0.0
2019-01-01,0,20.0,False,0.2,0.0
2019-01-02,53,20.0,,0.2,10.600000000000001
2019-01-03,53,20.0,,0.2,10.600000000000001
2019-01-04,52,20.0,,0.2,10.4
2019-01-05,0,20.0,,0.2,0.0
2019-01-06,0,20.0,,0.2,0.0
2019-01-07,0,20.0,,0.2,0.0
2019-01-08,0,20.0,,0.2,0.0
2019-01-09,0,20.0,,0.2,0.0
2019-01-10,0,20.0,,0.2,0.0
2019-01-11,51,20.0,,0.2,10.200000000000001
2019-01-12,0,20.0,,0.2,0.0
2019-01-13,0,20.0,,0.2,0.0
2019-01-14,50,20.0,,0.2,10.0
2019-01-15,99,20.0,,0.2,19.8
2019-01-16,100,20.0,,0.2,20.0
2019-01-17,0,20.0,,0.2,0.0
2019-01-18,0,20.0,,0.2,0.0
2019-01-19,0,20.0,,0.2,0.0
2019-01-20,0,20.0,,0.2,0.0
2019-01-21,0,20.0,,0.2,0.0
2019-01-22,0,20.0,,0.2,0.0
2019-01-23,0,20.0,,0.2,0.0
2019-01-24,0,20.0,,0.2,0.0
2019-01-25,0,20.0,,0.2,0.0
2019-01-26,0,20.0,,0.2,0.0
2019-01-27,0,20.0,,0.2,0.0
2019-01-28,0,20.0,,0.2,0.0
2019-01-29,0,20.0,,0.2,0.0
2019-01-30,0,20.0,,0.2,0.0
2019-01-31,0,20.0,,0.2,0.0
2019-02-01,0,24.0,False,0.24,0.0
2019-02-02,59,24.0,,0.24,14.16
2019-02-03,0,24.0,,0.24,0.0
2019-02-04,0,24.0,,0.24,0.0
2019-02-05,100,24.0,,0.24,24.0
2019-02-06,98,24.0,,0.24,23.52
2019-02-07,0,24.0,,0.24,0.0
2019-02-08,50,24.0,,0.24,12.0
2019-02-09,0,24.0,,0.24,0.0
2019-02-10,0,24.0,,0.24,0.0
2019-02-11,0,24.0,,0.24,0.0
2019-02-12,0,24.0,,0.24,0.0
2019-02-13,0,24.0,,0.24,0.0
2019-02-14,100,24.0,,0.24,24.0
2019-02-15,0,24.0,,0.24,0.0
2019-02-16,0,24.0,,0.24,0.0
2019-02-17,0,24.0,,0.24,0.0
2019-02-18,0,24.0,,0.24,0.0
2019-02-19,49,24.0,,0.24,11.76
2019-02-20,0,24.0,,0.24,0.0
2019-02-21,0,24.0,,0.24,0.0
2019-02-22,0,24.0,,0.24,0.0
2019-02-23,0,24.0,,0.24,0.0
2019-02-24,0,24.0,,0.24,0.0
2019-02-25,48,24.0,,0.24,11.52
2019-02-26,0,24.0,,0.24,0.0
2019-02-27,0,24.0,,0.24,0.0
2019-02-28,0,24.0,,0.24,0.0
2019-03-01,0,34.0,False,0.34,0.0
2019-03-02,56,34.0,,0.34,19.040000000000003
2019-03-03,0,34.0,,0.34,0.0
2019-03-04,0,34.0,,0.34,0.0
2019-03-05,0,34.0,,0.34,0.0
2019-03-06,47,34.0,,0.34,15.98
2019-03-07,0,34.0,,0.34,0.0
2019-03-08,50,34.0,,0.34,17.0
2019-03-09,0,34.0,,0.34,0.0
2019-03-10,0,34.0,,0.34,0.0
2019-03-11,0,34.0,,0.34,0.0
2019-03-12,48,34.0,,0.34,16.32
2019-03-13,0,34.0,,0.34,0.0
2019-03-14,98,34.0,,0.34,33.32
2019-03-15,49,34.0,,0.34,16.66
2019-03-16,0,34.0,,0.34,0.0
2019-03-17,0,34.0,,0.34,0.0
2019-03-18,50,34.0,,0.34,17.0
2019-03-19,0,34.0,,0.34,0.0
2019-03-20,51,34.0,,0.34,17.34
2019-03-21,0,34.0,,0.34,0.0
2019-03-22,0,34.0,,0.34,0.0
2019-03-23,58,34.0,,0.34,19.720000000000002
2019-03-24,0,34.0,,0.34,0.0
2019-03-25,49,34.0,,0.34,16.66
2019-03-26,100,34.0,,0.34,34.0
2019-03-27,0,34.0,,0.34,0.0
2019-03-28,50,34.0,,0.34,17.0
2019-03-29,50,34.0,,0.34,17.0
2019-03-30,0,34.0,,0.34,0.0
2019-03-31,0,34.0,,0.34,0.0
2019-04-01,0,21.0,False,0.21,0.0
2019-04-02,91,21.0,,0.21,19.11
2019-04-03,0,21.0,,0.21,0.0
2019-04-04,0,21.0,,0.21,0.0
2019-04-05,0,21.0,,0.21,0.0
2019-04-06,0,21.0,,0.21,0.0
2019-04-07,0,21.0,,0.21,0.0
2019-04-08,0,21.0,,0.21,0.0
2019-04-09,90,21.0,,0.21,18.9
2019-04-10,92,21.0,,0.21,19.32
2019-04-11,0,21.0,,0.21,0.0
2019-04-12,0,21.0,,0.21,0.0
2019-04-13,0,21.0,,0.21,0.0
2019-04-14,0,21.0,,0.21,0.0
2019-04-15,0,21.0,,0.21,0.0
2019-04-16,0,21.0,,0.21,0.0
2019-04-17,95,21.0,,0.21,19.95
2019-04-18,94,21.0,,0.21,19.74
2019-04-19,100,21.0,,0.21,21.0
2019-04-20,0,21.0,,0.21,0.0
2019-04-21,0,21.0,,0.21,0.0
2019-04-22,96,21.0,,0.21,20.16
2019-04-23,0,21.0,,0.21,0.0
2019-04-24,0,21.0,,0.21,0.0
2019-04-25,91,21.0,,0.21,19.11
2019-04-26,0,21.0,,0.21,0.0
2019-04-27,0,21.0,,0.21,0.0
2019-04-28,0,21.0,,0.21,0.0
2019-04-29,92,21.0,,0.21,19.32
2019-04-30,0,21.0,,0.21,0.0
2019-05-01,100,25.0,False,0.25,25.0
2019-05-02,0,25.0,,0.25,0.0
2019-05-03,0,25.0,,0.25,0.0
2019-05-04,0,25.0,,0.25,0.0
2019-05-05,0,25.0,,0.25,0.0
2019-05-06,0,25.0,,0.25,0.0
2019-05-07,0,25.0,,0.25,0.0
2019-05-08,0,25.0,,0.25,0.0
2019-05-09,50,25.0,,0.25,12.5
2019-05-10,0,25.0,,0.25,0.0
2019-05-11,0,25.0,,0.25,0.0
2019-05-12,0,25.0,,0.25,0.0
2019-05-13,51,25.0,,0.25,12.75
2019-05-14,0,25.0,,0.25,0.0
2019-05-15,51,25.0,,0.25,12.75
2019-05-16,0,25.0,,0.25,0.0
2019-05-17,0,25.0,,0.25,0.0
2019-05-18,62,25.0,,0.25,15.5
2019-05-19,0,25.0,,0.25,0.0
2019-05-20,0,25.0,,0.25,0.0
2019-05-21,50,25.0,,0.25,12.5
2019-05-22,0,25.0,,0.25,0.0
2019-05-23,0,25.0,,0.25,0.0
2019-05-24,54,25.0,,0.25,13.5
2019-05-25,0,25.0,,0.25,0.0
2019-05-26,0,25.0,,0.25,0.0
2019-05-27,0,25.0,,0.25,0.0
2019-05-28,52,25.0,,0.25,13.0
2019-05-29,100,25.0,,0.25,25.0
2019-05-30,0,25.0,,0.25,0.0
2019-05-31,0,25.0,,0.25,0.0
2019-06-01,0,47.0,False,0.47,0.0
2019-06-02,0,47.0,,0.47,0.0
2019-06-03,24,47.0,,0.47,11.28
2019-06-04,0,47.0,,0.47,0.0
2019-06-05,25,47.0,,0.47,11.75
2019-06-06,0,47.0,,0.47,0.0
2019-06-07,0,47.0,,0.47,0.0
2019-06-08,29,47.0,,0.47,13.629999999999999
2019-06-09,0,47.0,,0.47,0.0
2019-06-10,49,47.0,,0.47,23.029999999999998
2019-06-11,0,47.0,,0.47,0.0
2019-06-12,25,47.0,,0.47,11.75
2019-06-13,25,47.0,,0.47,11.75
2019-06-14,24,47.0,,0.47,11.28
2019-06-15,0,47.0,,0.47,0.0
2019-06-16,29,47.0,,0.47,13.629999999999999
2019-06-17,50,47.0,,0.47,23.5
2019-06-18,24,47.0,,0.47,11.28
2019-06-19,0,47.0,,0.47,0.0
2019-06-20,0,47.0,,0.47,0.0
2019-06-21,0,47.0,,0.47,0.0
2019-06-22,30,47.0,,0.47,14.1
2019-06-23,0,47.0,,0.47,0.0
2019-06-24,0,47.0,,0.47,0.0
2019-06-25,76,47.0,,0.47,35.72
2019-06-26,0,47.0,,0.47,0.0
2019-06-27,100,47.0,,0.47,47.0
2019-06-28,0,47.0,,0.47,0.0
2019-06-29,0,47.0,,0.47,0.0
2019-06-30,0,47.0,,0.47,0.0
2019-07-01,0,40.0,False,0.4,0.0
2019-07-02,25,40.0,,0.4,10.0
2019-07-03,50,40.0,,0.4,20.0
2019-07-04,0,40.0,,0.4,0.0
2019-07-05,29,40.0,,0.4,11.600000000000001
2019-07-06,0,40.0,,0.4,0.0
2019-07-07,28,40.0,,0.4,11.200000000000001
2019-07-08,24,40.0,,0.4,9.600000000000001
2019-07-09,0,40.0,,0.4,0.0
2019-07-10,100,40.0,,0.4,40.0
2019-07-11,74,40.0,,0.4,29.6
2019-07-12,51,40.0,,0.4,20.400000000000002
2019-07-13,0,40.0,,0.4,0.0
2019-07-14,0,40.0,,0.4,0.0
2019-07-15,0,40.0,,0.4,0.0
2019-07-16,24,40.0,,0.4,9.600000000000001
2019-07-17,0,40.0,,0.4,0.0
2019-07-18,0,40.0,,0.4,0.0
2019-07-19,0,40.0,,0.4,0.0
2019-07-20,0,40.0,,0.4,0.0
2019-07-21,0,40.0,,0.4,0.0
2019-07-22,0,40.0,,0.4,0.0
2019-07-23,0,40.0,,0.4,0.0
2019-07-24,0,40.0,,0.4,0.0
2019-07-25,26,40.0,,0.4,10.4
2019-07-26,0,40.0,,0.4,0.0
2019-07-27,0,40.0,,0.4,0.0
2019-07-28,0,40.0,,0.4,0.0
2019-07-29,0,40.0,,0.4,0.0
2019-07-30,0,40.0,,0.4,0.0
2019-07-31,0,40.0,,0.4,0.0
2019-08-01,0,25.0,False,0.25,0.0
2019-08-02,0,25.0,,0.25,0.0
2019-08-03,0,25.0,,0.25,0.0
2019-08-04,0,25.0,,0.25,0.0
2019-08-05,53,25.0,,0.25,13.25
2019-08-06,53,25.0,,0.25,13.25
2019-08-07,54,25.0,,0.25,13.5
2019-08-08,0,25.0,,0.25,0.0
2019-08-09,0,25.0,,0.25,0.0
2019-08-10,0,25.0,,0.25,0.0
2019-08-11,0,25.0,,0.25,0.0
2019-08-12,0,25.0,,0.25,0.0
2019-08-13,0,25.0,,0.25,0.0
2019-08-14,100,25.0,,0.25,25.0
2019-08-15,0,25.0,,0.25,0.0
2019-08-16,0,25.0,,0.25,0.0
2019-08-17,0,25.0,,0.25,0.0
2019-08-18,0,25.0,,0.25,0.0
2019-08-19,50,25.0,,0.25,12.5
2019-08-20,0,25.0,,0.25,0.0
2019-08-21,50,25.0,,0.25,12.5
2019-08-22,0,25.0,,0.25,0.0
2019-08-23,0,25.0,,0.25,0.0
2019-08-24,0,25.0,,0.25,0.0
2019-08-25,0,25.0,,0.25,0.0
2019-08-26,99,25.0,,0.25,24.75
2019-08-27,49,25.0,,0.25,12.25
2019-08-28,49,25.0,,0.25,12.25
2019-08-29,0,25.0,,0.25,0.0
2019-08-30,0,25.0,,0.25,0.0
2019-08-31,0,25.0,,0.25,0.0
2019-09-01,0,28.0,False,0.28,0.0
2019-09-02,0,28.0,,0.28,0.0
2019-09-03,33,28.0,,0.28,9.24
2019-09-04,66,28.0,,0.28,18.48
2019-09-05,0,28.0,,0.28,0.0
2019-09-06,0,28.0,,0.28,0.0
2019-09-07,0,28.0,,0.28,0.0
2019-09-08,0,28.0,,0.28,0.0
2019-09-09,0,28.0,,0.28,0.0
2019-09-10,65,28.0,,0.28,18.200000000000003
2019-09-11,98,28.0,,0.28,27.44
2019-09-12,0,28.0,,0.28,0.0
2019-09-13,0,28.0,,0.28,0.0
2019-09-14,0,28.0,,0.28,0.0
2019-09-15,0,28.0,,0.28,0.0
2019-09-16,0,28.0,,0.28,0.0
2019-09-17,0,28.0,,0.28,0.0
2019-09-18,0,28.0,,0.28,0.0
2019-09-19,33,28.0,,0.28,9.24
2019-09-20,100,28.0,,0.28,28.000000000000004
2019-09-21,0,28.0,,0.28,0.0
2019-09-22,0,28.0,,0.28,0.0
2019-09-23,0,28.0,,0.28,0.0
2019-09-24,0,28.0,,0.28,0.0
2019-09-25,0,28.0,,0.28,0.0
2019-09-26,0,28.0,,0.28,0.0
2019-09-27,0,28.0,,0.28,0.0
2019-09-28,41,28.0,,0.28,11.48
2019-09-29,0,28.0,,0.28,0.0
2019-09-30,0,28.0,,0.28,0.0
2019-10-01,98,27.0,False,0.27,26.46
2019-10-02,48,27.0,,0.27,12.96
2019-10-03,49,27.0,,0.27,13.23
2019-10-04,50,27.0,,0.27,13.5
2019-10-05,0,27.0,,0.27,0.0
2019-10-06,0,27.0,,0.27,0.0
2019-10-07,0,27.0,,0.27,0.0
2019-10-08,0,27.0,,0.27,0.0
2019-10-09,50,27.0,,0.27,13.5
2019-10-10,0,27.0,,0.27,0.0
2019-10-11,0,27.0,,0.27,0.0
2019-10-12,0,27.0,,0.27,0.0
2019-10-13,0,27.0,,0.27,0.0
2019-10-14,100,27.0,,0.27,27.0
2019-10-15,49,27.0,,0.27,13.23
2019-10-16,49,27.0,,0.27,13.23
2019-10-17,50,27.0,,0.27,13.5
2019-10-18,0,27.0,,0.27,0.0
2019-10-19,0,27.0,,0.27,0.0
2019-10-20,0,27.0,,0.27,0.0
2019-10-21,0,27.0,,0.27,0.0
2019-10-22,47,27.0,,0.27,12.690000000000001
2019-10-23,0,27.0,,0.27,0.0
2019-10-24,49,27.0,,0.27,13.23
2019-10-25,0,27.0,,0.27,0.0
2019-10-26,0,27.0,,0.27,0.0
2019-10-27,0,27.0,,0.27,0.0
2019-10-28,0,27.0,,0.27,0.0
2019-10-29,0,27.0,,0.27,0.0
2019-10-30,0,27.0,,0.27,0.0
2019-10-31,0,27.0,,0.27,0.0
2019-11-01,0,28.0,False,0.28,0.0
2019-11-02,0,28.0,,0.28,0.0
2019-11-03,0,28.0,,0.28,0.0
2019-11-04,26,28.0,,0.28,7.280000000000001
2019-11-05,26,28.0,,0.28,7.280000000000001
2019-11-06,51,28.0,,0.28,14.280000000000001
2019-11-07,52,28.0,,0.28,14.560000000000002
2019-11-08,0,28.0,,0.28,0.0
2019-11-09,0,28.0,,0.28,0.0
2019-11-10,0,28.0,,0.28,0.0
2019-11-11,0,28.0,,0.28,0.0
2019-11-12,100,28.0,,0.28,28.000000000000004
2019-11-13,0,28.0,,0.28,0.0
2019-11-14,25,28.0,,0.28,7.000000000000001
2019-11-15,25,28.0,,0.28,7.000000000000001
2019-11-16,0,28.0,,0.28,0.0
2019-11-17,0,28.0,,0.28,0.0
2019-11-18,0,28.0,,0.28,0.0
2019-11-19,0,28.0,,0.28,0.0
2019-11-20,0,28.0,,0.28,0.0
2019-11-21,0,28.0,,0.28,0.0
2019-11-22,0,28.0,,0.28,0.0
2019-11-23,0,28.0,,0.28,0.0
2019-11-24,0,28.0,,0.28,0.0
2019-11-25,26,28.0,,0.28,7.280000000000001
2019-11-26,0,28.0,,0.28,0.0
2019-11-27,0,28.0,,0.28,0.0
2019-11-28,0,28.0,,0.28,0.0
2019-11-29,0,28.0,,0.28,0.0
2019-11-30,0,28.0,,0.28,0.0
2019-12-01,0,17.0,False,0.17,0.0
2019-12-02,80,17.0,,0.17,13.600000000000001
2019-12-03,0,17.0,,0.17,0.0
2019-12-04,0,17.0,,0.17,0.0
2019-12-05,85,17.0,,0.17,14.450000000000001
2019-12-06,0,17.0,,0.17,0.0
2019-12-07,0,17.0,,0.17,0.0
2019-12-08,0,17.0,,0.17,0.0
2019-12-09,0,17.0,,0.17,0.0
2019-12-10,0,17.0,,0.17,0.0
2019-12-11,0,17.0,,0.17,0.0
2019-12-12,0,17.0,,0.17,0.0
2019-12-13,0,17.0,,0.17,0.0
2019-12-14,0,17.0,,0.17,0.0
2019-12-15,0,17.0,,0.17,0.0
2019-12-16,85,17.0,,0.17,14.450000000000001
2019-12-17,86,17.0,,0.17,14.620000000000001
2019-12-18,86,17.0,,0.17,14.620000000000001
2019-12-19,0,17.0,,0.17,0.0
2019-12-20,91,17.0,,0.17,15.47
2019-12-21,0,17.0,,0.17,0.0
2019-12-22,0,17.0,,0.17,0.0
2019-12-23,0,17.0,,0.17,0.0
2019-12-24,0,17.0,,0.17,0.0
2019-12-25,0,17.0,,0.17,0.0
2019-12-26,0,17.0,,0.17,0.0
2019-12-27,93,17.0,,0.17,15.81
2019-12-28,100,17.0,,0.17,17.0
2019-12-29,0,17.0,,0.17,0.0
2019-12-30,0,17.0,,0.17,0.0
2019-12-31,0,17.0,,0.17,0.0
2020-01-01,0,24.0,False,0.24,0.0
2020-01-02,0,24.0,,0.24,0.0
2020-01-03,0,24.0,,0.24,0.0
2020-01-04,0,24.0,,0.24,0.0
2020-01-05,0,24.0,,0.24,0.0
2020-01-06,0,24.0,,0.24,0.0
2020-01-07,100,24.0,,0.24,24.0
2020-01-08,49,24.0,,0.24,11.76
2020-01-09,0,24.0,,0.24,0.0
2020-01-10,49,24.0,,0.24,11.76
2020-01-11,0,24.0,,0.24,0.0
2020-01-12,0,24.0,,0.24,0.0
2020-01-13,91,24.0,,0.24,21.84
2020-01-14,43,24.0,,0.24,10.32
2020-01-15,0,24.0,,0.24,0.0
2020-01-16,0,24.0,,0.24,0.0
2020-01-17,49,24.0,,0.24,11.76
2020-01-18,0,24.0,,0.24,0.0
2020-01-19,55,24.0,,0.24,13.2
2020-01-20,0,24.0,,0.24,0.0
2020-01-21,0,24.0,,0.24,0.0
2020-01-22,49,24.0,,0.24,11.76
2020-01-23,0,24.0,,0.24,0.0
2020-01-24,0,24.0,,0.24,0.0
2020-01-25,0,24.0,,0.24,0.0
2020-01-26,0,24.0,,0.24,0.0
2020-01-27,0,24.0,,0.24,0.0
2020-01-28,0,24.0,,0.24,0.0
2020-01-29,0,24.0,,0.24,0.0
2020-01-30,98,24.0,,0.24,23.52
2020-01-31,50,24.0,,0.24,12.0
2020-02-01,0,38.0,False,0.38,0.0
2020-02-02,0,38.0,,0.38,0.0
2020-02-03,0,38.0,,0.38,0.0
2020-02-04,100,38.0,,0.38,38.0
2020-02-05,34,38.0,,0.38,12.92
2020-02-06,0,38.0,,0.38,0.0
2020-02-07,69,38.0,,0.38,26.22
2020-02-08,0,38.0,,0.38,0.0
2020-02-09,0,38.0,,0.38,0.0
2020-02-10,33,38.0,,0.38,12.540000000000001
2020-02-11,0,38.0,,0.38,0.0
2020-02-12,0,38.0,,0.38,0.0
2020-02-13,33,38.0,,0.38,12.540000000000001
2020-02-14,35,38.0,,0.38,13.3
2020-02-15,0,38.0,,0.38,0.0
2020-02-16,0,38.0,,0.38,0.0
2020-02-17,35,38.0,,0.38,13.3
2020-02-18,0,38.0,,0.38,0.0
2020-02-19,33,38.0,,0.38,12.540000000000001
2020-02-20,32,38.0,,0.38,12.16
2020-02-21,0,38.0,,0.38,0.0
2020-02-22,0,38.0,,0.38,0.0
2020-02-23,0,38.0,,0.38,0.0
2020-02-24,32,38.0,,0.38,12.16
2020-02-25,32,38.0,,0.38,12.16
2020-02-26,31,38.0,,0.38,11.78
2020-02-27,63,38.0,,0.38,23.94
2020-02-28,33,38.0,,0.38,12.540000000000001
2020-02-29,0,38.0,,0.38,0.0
2020-03-01,0,27.0,False,0.27,0.0
2020-03-02,50,27.0,,0.27,13.5
2020-03-03,50,27.0,,0.27,13.5
2020-03-04,49,27.0,,0.27,13.23
