date,INTC_unscaled,INTC_monthly,isPartial,scale,INTC
2017-12-07,73,39.0,,0.39,28.470000000000002
2017-12-08,61,39.0,,0.39,23.79
2017-12-09,16,39.0,,0.39,6.24
2017-12-10,8,39.0,,0.39,3.12
2017-12-11,47,39.0,,0.39,18.330000000000002
2017-12-12,51,39.0,,0.39,19.89
2017-12-13,40,39.0,,0.39,15.600000000000001
2017-12-14,64,39.0,,0.39,24.96
2017-12-15,62,39.0,,0.39,24.18
2017-12-16,28,39.0,,0.39,10.92
2017-12-17,13,39.0,,0.39,5.07
2017-12-18,64,39.0,,0.39,24.96
2017-12-19,95,39.0,,0.39,37.050000000000004
2017-12-20,100,39.0,,0.39,39.0
2017-12-21,83,39.0,,0.39,32.370000000000005
2017-12-22,63,39.0,,0.39,24.57
2017-12-23,23,39.0,,0.39,8.97
2017-12-24,14,39.0,,0.39,5.46
2017-12-25,17,39.0,,0.39,6.63
2017-12-26,46,39.0,,0.39,17.94
2017-12-27,66,39.0,,0.39,25.740000000000002
2017-12-28,52,39.0,,0.39,20.28
2017-12-29,50,39.0,,0.39,19.5
2017-12-30,21,39.0,,0.39,8.19
2017-12-31,12,39.0,,0.39,4.68
2018-01-01,2,100.0,False,1.0,2.0
2018-01-02,20,100.0,,1.0,20.0
2018-01-03,71,100.0,,1.0,71.0
2018-01-04,97,100.0,,1.0,97.0
2018-01-05,69,100.0,,1.0,69.0
2018-01-06,13,100.0,,1.0,13.0
2018-01-07,7,100.0,,1.0,7.0
2018-01-08,29,100.0,,1.0,29.0
2018-01-09,36,100.0,,1.0,36.0
2018-01-10,38,100.0,,1.0,38.0
2018-01-11,28,100.0,,1.0,28.0
2018-01-12,27,100.0,,1.0,27.0
2018-01-13,9,100.0,,1.0,9.0
2018-01-14,4,100.0,,1.0,4.0
2018-01-15,5,100.0,,1.0,5.0
2018-01-16,26,100.0,,1.0,26.0
2018-01-17,21,100.0,,1.0,21.0
2018-01-18,23,100.0,,1.0,23.0
2018-01-19,20,100.0,,1.0,20.0
2018-01-20,6,100.0,,1.0,6.0
2018-01-21,5,100.0,,1.0,5.0
2018-01-22,21,100.0,,1.0,21.0
2018-01-23,24,100.0,,1.0,24.0
2018-01-24,26,100.0,,1.0,26.0
2018-01-25,63,100.0,,1.0,63.0
2018-01-26,100,100.0,,1.0,100.0
2018-01-27,23,100.0,,1.0,23.0
2018-01-28,9,100.0,,1.0,9.0
2018-01-29,42,100.0,,1.0,42.0
2018-01-30,36,100.0,,1.0,36.0
2018-01-31,35,100.0,,1.0,35.0
2018-02-01,48,63.0,False,0.63,30.240000000000002
2018-02-02,64,63.0,,0.63,40.32
2018-02-03,25,63.0,,0.63,15.75
2018-02-04,7,63.0,,0.63,4.41
2018-02-05,72,63.0,,0.63,45.36
2018-02-06,100,63.0,,0.63,63.0
2018-02-07,71,63.0,,0.63,44.73
2018-02-08,64,63.0,,0.63,40.32
2018-02-09,87,63.0,,0.63,54.81
2018-02-10,30,63.0,,0.63,18.9
2018-02-11,10,63.0,,0.63,6.3
2018-02-12,59,63.0,,0.63,37.17
2018-02-13,42,63.0,,0.63,26.46
2018-02-14,56,63.0,,0.63,35.28
2018-02-15,49,63.0,,0.63,30.87
2018-02-16,42,63.0,,0.63,26.46
2018-02-17,23,63.0,,0.63,14.49
2018-02-18,8,63.0,,0.63,5.04
2018-02-19,11,63.0,,0.63,6.93
2018-02-20,59,63.0,,0.63,37.17
2018-02-21,57,63.0,,0.63,35.910000000000004
2018-02-22,42,63.0,,0.63,26.46
2018-02-23,54,63.0,,0.63,34.02
2018-02-24,15,63.0,,0.63,9.45
2018-02-25,5,63.0,,0.63,3.15
2018-02-26,58,63.0,,0.63,36.54
2018-02-27,87,63.0,,0.63,54.81
2018-02-28,65,63.0,,0.63,40.95
2018-03-01,51,70.0,False,0.7,35.699999999999996
2018-03-02,57,70.0,,0.7,39.9
2018-03-03,16,70.0,,0.7,11.2
2018-03-04,12,70.0,,0.7,8.399999999999999
2018-03-05,50,70.0,,0.7,35.0
2018-03-06,65,70.0,,0.7,45.5
2018-03-07,57,70.0,,0.7,39.9
2018-03-08,68,70.0,,0.7,47.599999999999994
2018-03-09,98,70.0,,0.7,68.6
2018-03-10,28,70.0,,0.7,19.599999999999998
2018-03-11,13,70.0,,0.7,9.1
2018-03-12,79,70.0,,0.7,55.3
2018-03-13,100,70.0,,0.7,70.0
2018-03-14,76,70.0,,0.7,53.199999999999996
2018-03-15,58,70.0,,0.7,40.599999999999994
2018-03-16,60,70.0,,0.7,42.0
2018-03-17,16,70.0,,0.7,11.2
2018-03-18,15,70.0,,0.7,10.5
2018-03-19,58,70.0,,0.7,40.599999999999994
2018-03-20,71,70.0,,0.7,49.699999999999996
2018-03-21,45,70.0,,0.7,31.499999999999996
2018-03-22,52,70.0,,0.7,36.4
2018-03-23,57,70.0,,0.7,39.9
2018-03-24,17,70.0,,0.7,11.899999999999999
2018-03-25,11,70.0,,0.7,7.699999999999999
2018-03-26,72,70.0,,0.7,50.4
2018-03-27,90,70.0,,0.7,62.99999999999999
2018-03-28,83,70.0,,0.7,58.099999999999994
2018-03-29,70,70.0,,0.7,49.0
2018-03-30,39,70.0,,0.7,27.299999999999997
2018-03-31,10,70.0,,0.7,7.0
2018-04-01,5,81.0,False,0.81,4.050000000000001
2018-04-02,55,81.0,,0.81,44.550000000000004
2018-04-03,45,81.0,,0.81,36.45
2018-04-04,34,81.0,,0.81,27.540000000000003
2018-04-05,29,81.0,,0.81,23.490000000000002
2018-04-06,24,81.0,,0.81,19.44
2018-04-07,11,81.0,,0.81,8.91
2018-04-08,6,81.0,,0.81,4.86
2018-04-09,29,81.0,,0.81,23.490000000000002
2018-04-10,33,81.0,,0.81,26.73
2018-04-11,31,81.0,,0.81,25.110000000000003
2018-04-12,33,81.0,,0.81,26.73
2018-04-13,19,81.0,,0.81,15.39
2018-04-14,9,81.0,,0.81,7.290000000000001
2018-04-15,5,81.0,,0.81,4.050000000000001
2018-04-16,19,81.0,,0.81,15.39
2018-04-17,31,81.0,,0.81,25.110000000000003
2018-04-18,39,81.0,,0.81,31.590000000000003
2018-04-19,35,81.0,,0.81,28.35
2018-04-20,25,81.0,,0.81,20.25
2018-04-21,7,81.0,,0.81,5.67
2018-04-22,5,81.0,,0.81,4.050000000000001
2018-04-23,30,81.0,,0.81,24.3
2018-04-24,37,81.0,,0.81,29.970000000000002
2018-04-25,32,81.0,,0.81,25.92
2018-04-26,92,81.0,,0.81,74.52000000000001
2018-04-27,100,81.0,,0.81,81.0
2018-04-28,22,81.0,,0.81,17.82
2018-04-29,8,81.0,,0.81,6.48
2018-04-30,37,81.0,,0.81,29.970000000000002
2018-05-01,88,59.0,False,0.59,51.919999999999995
2018-05-02,100,59.0,,0.59,59.0
2018-05-03,77,59.0,,0.59,45.43
2018-05-04,76,59.0,,0.59,44.839999999999996
2018-05-05,27,59.0,,0.59,15.93
2018-05-06,13,59.0,,0.59,7.67
2018-05-07,61,59.0,,0.59,35.989999999999995
2018-05-08,71,59.0,,0.59,41.89
2018-05-09,82,59.0,,0.59,48.379999999999995
2018-05-10,83,59.0,,0.59,48.97
2018-05-11,91,59.0,,0.59,53.69
2018-05-12,26,59.0,,0.59,15.34
2018-05-13,20,59.0,,0.59,11.799999999999999
2018-05-14,66,59.0,,0.59,38.94
2018-05-15,74,59.0,,0.59,43.66
2018-05-16,63,59.0,,0.59,37.169999999999995
2018-05-17,75,59.0,,0.59,44.25
2018-05-18,64,59.0,,0.59,37.76
2018-05-19,17,59.0,,0.59,10.03
2018-05-20,8,59.0,,0.59,4.72
2018-05-21,73,59.0,,0.59,43.07
2018-05-22,75,59.0,,0.59,44.25
2018-05-23,70,59.0,,0.59,41.3
2018-05-24,75,59.0,,0.59,44.25
2018-05-25,71,59.0,,0.59,41.89
2018-05-26,29,59.0,,0.59,17.11
2018-05-27,10,59.0,,0.59,5.8999999999999995
2018-05-28,17,59.0,,0.59,10.03
2018-05-29,48,59.0,,0.59,28.32
2018-05-30,49,59.0,,0.59,28.91
2018-05-31,70,59.0,,0.59,41.3
2018-06-01,53,61.0,False,0.61,32.33
2018-06-02,11,61.0,,0.61,6.71
2018-06-03,6,61.0,,0.61,3.66
2018-06-04,40,61.0,,0.61,24.4
2018-06-05,28,61.0,,0.61,17.08
2018-06-06,37,61.0,,0.61,22.57
2018-06-07,33,61.0,,0.61,20.13
2018-06-08,41,61.0,,0.61,25.009999999999998
2018-06-09,7,61.0,,0.61,4.27
2018-06-10,9,61.0,,0.61,5.49
2018-06-11,36,61.0,,0.61,21.96
2018-06-12,41,61.0,,0.61,25.009999999999998
2018-06-13,41,61.0,,0.61,25.009999999999998
2018-06-14,30,61.0,,0.61,18.3
2018-06-15,23,61.0,,0.61,14.03
2018-06-16,12,61.0,,0.61,7.32
2018-06-17,10,61.0,,0.61,6.1
2018-06-18,40,61.0,,0.61,24.4
2018-06-19,40,61.0,,0.61,24.4
2018-06-20,28,61.0,,0.61,17.08
2018-06-21,100,61.0,,0.61,61.0
2018-06-22,71,61.0,,0.61,43.31
2018-06-23,8,61.0,,0.61,4.88
2018-06-24,7,61.0,,0.61,4.27
2018-06-25,53,61.0,,0.61,32.33
2018-06-26,53,61.0,,0.61,32.33
2018-06-27,48,61.0,,0.61,29.28
2018-06-28,42,61.0,,0.61,25.62
2018-06-29,41,61.0,,0.61,25.009999999999998
2018-06-30,10,61.0,,0.61,6.1
2018-07-01,2,63.0,False,0.63,1.26
2018-07-02,28,63.0,,0.63,17.64
2018-07-03,21,63.0,,0.63,13.23
2018-07-04,9,63.0,,0.63,5.67
2018-07-05,25,63.0,,0.63,15.75
2018-07-06,24,63.0,,0.63,15.120000000000001
2018-07-07,7,63.0,,0.63,4.41
2018-07-08,4,63.0,,0.63,2.52
2018-07-09,23,63.0,,0.63,14.49
2018-07-10,24,63.0,,0.63,15.120000000000001
2018-07-11,30,63.0,,0.63,18.9
2018-07-12,26,63.0,,0.63,16.38
2018-07-13,22,63.0,,0.63,13.86
2018-07-14,9,63.0,,0.63,5.67
2018-07-15,7,63.0,,0.63,4.41
2018-07-16,21,63.0,,0.63,13.23
2018-07-17,21,63.0,,0.63,13.23
2018-07-18,22,63.0,,0.63,13.86
2018-07-19,20,63.0,,0.63,12.6
2018-07-20,22,63.0,,0.63,13.86
2018-07-21,5,63.0,,0.63,3.15
2018-07-22,4,63.0,,0.63,2.52
2018-07-23,18,63.0,,0.63,11.34
2018-07-24,23,63.0,,0.63,14.49
2018-07-25,27,63.0,,0.63,17.01
2018-07-26,92,63.0,,0.63,57.96
2018-07-27,100,63.0,,0.63,63.0
2018-07-28,16,63.0,,0.63,10.08
2018-07-29,10,63.0,,0.63,6.3
2018-07-30,41,63.0,,0.63,25.830000000000002
2018-07-31,34,63.0,,0.63,21.42
2018-08-01,96,61.0,False,0.61,58.56
2018-08-02,87,61.0,,0.61,53.07
2018-08-03,95,61.0,,0.61,57.949999999999996
2018-08-04,21,61.0,,0.61,12.81
2018-08-05,12,61.0,,0.61,7.32
2018-08-06,71,61.0,,0.61,43.31
2018-08-07,99,61.0,,0.61,60.39
2018-08-08,91,61.0,,0.61,55.51
2018-08-09,71,61.0,,0.61,43.31
2018-08-10,83,61.0,,0.61,50.629999999999995
2018-08-11,22,61.0,,0.61,13.42
2018-08-12,15,61.0,,0.61,9.15
2018-08-13,84,61.0,,0.61,51.24
2018-08-14,81,61.0,,0.61,49.41
2018-08-15,88,61.0,,0.61,53.68
2018-08-16,91,61.0,,0.61,55.51
2018-08-17,73,61.0,,0.61,44.53
2018-08-18,17,61.0,,0.61,10.37
2018-08-19,11,61.0,,0.61,6.71
2018-08-20,65,61.0,,0.61,39.65
2018-08-21,100,61.0,,0.61,61.0
2018-08-22,78,61.0,,0.61,47.58
2018-08-23,95,61.0,,0.61,57.949999999999996
2018-08-24,73,61.0,,0.61,44.53
2018-08-25,19,61.0,,0.61,11.59
2018-08-26,9,61.0,,0.61,5.49
2018-08-27,88,61.0,,0.61,53.68
2018-08-28,88,61.0,,0.61,53.68
2018-08-29,73,61.0,,0.61,44.53
2018-08-30,55,61.0,,0.61,33.55
2018-08-31,59,61.0,,0.61,35.99
2018-09-01,15,45.0,False,0.45,6.75
2018-09-02,15,45.0,,0.45,6.75
2018-09-03,14,45.0,,0.45,6.3
2018-09-04,59,45.0,,0.45,26.55
2018-09-05,68,45.0,,0.45,30.6
2018-09-06,68,45.0,,0.45,30.6
2018-09-07,58,45.0,,0.45,26.1
2018-09-08,5,45.0,,0.45,2.25
2018-09-09,9,45.0,,0.45,4.05
2018-09-10,66,45.0,,0.45,29.7
2018-09-11,79,45.0,,0.45,35.550000000000004
2018-09-12,95,45.0,,0.45,42.75
2018-09-13,77,45.0,,0.45,34.65
2018-09-14,81,45.0,,0.45,36.45
2018-09-15,12,45.0,,0.45,5.4
2018-09-16,13,45.0,,0.45,5.8500000000000005
2018-09-17,66,45.0,,0.45,29.7
2018-09-18,76,45.0,,0.45,34.2
2018-09-19,66,45.0,,0.45,29.7
2018-09-20,100,45.0,,0.45,45.0
2018-09-21,84,45.0,,0.45,37.800000000000004
2018-09-22,23,45.0,,0.45,10.35
2018-09-23,6,45.0,,0.45,2.7
2018-09-24,66,45.0,,0.45,29.7
2018-09-25,80,45.0,,0.45,36.0
2018-09-26,69,45.0,,0.45,31.05
2018-09-27,70,45.0,,0.45,31.5
2018-09-28,98,45.0,,0.45,44.1
2018-09-29,30,45.0,,0.45,13.5
2018-09-30,19,45.0,,0.45,8.55
2018-10-01,31,69.0,False,0.69,21.389999999999997
2018-10-02,47,69.0,,0.69,32.43
2018-10-03,40,69.0,,0.69,27.599999999999998
2018-10-04,39,69.0,,0.69,26.909999999999997
2018-10-05,26,69.0,,0.69,17.939999999999998
2018-10-06,4,69.0,,0.69,2.76
2018-10-07,4,69.0,,0.69,2.76
2018-10-08,26,69.0,,0.69,17.939999999999998
2018-10-09,33,69.0,,0.69,22.77
2018-10-10,28,69.0,,0.69,19.32
2018-10-11,35,69.0,,0.69,24.15
2018-10-12,34,69.0,,0.69,23.459999999999997
2018-10-13,10,69.0,,0.69,6.8999999999999995
2018-10-14,3,69.0,,0.69,2.07
2018-10-15,21,69.0,,0.69,14.489999999999998
2018-10-16,25,69.0,,0.69,17.25
2018-10-17,22,69.0,,0.69,15.18
2018-10-18,21,69.0,,0.69,14.489999999999998
2018-10-19,29,69.0,,0.69,20.009999999999998
2018-10-20,3,69.0,,0.69,2.07
2018-10-21,4,69.0,,0.69,2.76
2018-10-22,35,69.0,,0.69,24.15
2018-10-23,28,69.0,,0.69,19.32
2018-10-24,37,69.0,,0.69,25.529999999999998
2018-10-25,100,69.0,,0.69,69.0
2018-10-26,71,69.0,,0.69,48.989999999999995
2018-10-27,12,69.0,,0.69,8.28
2018-10-28,9,69.0,,0.69,6.209999999999999
2018-10-29,32,69.0,,0.69,22.08
2018-10-30,35,69.0,,0.69,24.15
2018-10-31,47,69.0,,0.69,32.43
2018-11-01,96,46.0,False,0.46,44.160000000000004
2018-11-02,100,46.0,,0.46,46.0
2018-11-03,15,46.0,,0.46,6.9
2018-11-04,8,46.0,,0.46,3.68
2018-11-05,76,46.0,,0.46,34.96
2018-11-06,80,46.0,,0.46,36.800000000000004
2018-11-07,73,46.0,,0.46,33.58
2018-11-08,99,46.0,,0.46,45.54
2018-11-09,60,46.0,,0.46,27.6
2018-11-10,13,46.0,,0.46,5.98
2018-11-11,14,46.0,,0.46,6.44
2018-11-12,64,46.0,,0.46,29.44
2018-11-13,60,46.0,,0.46,27.6
2018-11-14,72,46.0,,0.46,33.120000000000005
2018-11-15,77,46.0,,0.46,35.42
2018-11-16,88,46.0,,0.46,40.480000000000004
2018-11-17,40,46.0,,0.46,18.400000000000002
2018-11-18,11,46.0,,0.46,5.0600000000000005
2018-11-19,73,46.0,,0.46,33.58
2018-11-20,96,46.0,,0.46,44.160000000000004
2018-11-21,82,46.0,,0.46,37.72
2018-11-22,18,46.0,,0.46,8.280000000000001
2018-11-23,24,46.0,,0.46,11.040000000000001
2018-11-24,14,46.0,,0.46,6.44
2018-11-25,8,46.0,,0.46,3.68
2018-11-26,44,46.0,,0.46,20.240000000000002
2018-11-27,59,46.0,,0.46,27.14
2018-11-28,79,46.0,,0.46,36.34
2018-11-29,71,46.0,,0.46,32.660000000000004
2018-11-30,71,46.0,,0.46,32.660000000000004
2018-12-01,27,42.0,False,0.42,11.34
2018-12-02,16,42.0,,0.42,6.72
2018-12-03,82,42.0,,0.42,34.44
2018-12-04,100,42.0,,0.42,42.0
2018-12-05,32,42.0,,0.42,13.44
2018-12-06,96,42.0,,0.42,40.32
2018-12-07,67,42.0,,0.42,28.14
2018-12-08,31,42.0,,0.42,13.02
2018-12-09,8,42.0,,0.42,3.36
2018-12-10,49,42.0,,0.42,20.58
2018-12-11,72,42.0,,0.42,30.24
2018-12-12,82,42.0,,0.42,34.44
2018-12-13,71,42.0,,0.42,29.82
2018-12-14,42,42.0,,0.42,17.64
2018-12-15,18,42.0,,0.42,7.56
2018-12-16,6,42.0,,0.42,2.52
2018-12-17,51,42.0,,0.42,21.419999999999998
2018-12-18,59,42.0,,0.42,24.779999999999998
2018-12-19,73,42.0,,0.42,30.66
2018-12-20,78,42.0,,0.42,32.76
2018-12-21,71,42.0,,0.42,29.82
2018-12-22,31,42.0,,0.42,13.02
2018-12-23,5,42.0,,0.42,2.1
2018-12-24,50,42.0,,0.42,21.0
2018-12-25,16,42.0,,0.42,6.72
2018-12-26,99,42.0,,0.42,41.58
2018-12-27,72,42.0,,0.42,30.24
2018-12-28,65,42.0,,0.42,27.3
2018-12-29,14,42.0,,0.42,5.88
2018-12-30,13,42.0,,0.42,5.46
2018-12-31,42,42.0,,0.42,17.64
2019-01-01,7,61.0,False,0.61,4.27
2019-01-02,16,61.0,,0.61,9.76
2019-01-03,25,61.0,,0.61,15.25
2019-01-04,26,61.0,,0.61,15.86
2019-01-05,10,61.0,,0.61,6.1
2019-01-06,4,61.0,,0.61,2.44
2019-01-07,21,61.0,,0.61,12.81
2019-01-08,22,61.0,,0.61,13.42
2019-01-09,24,61.0,,0.61,14.64
2019-01-10,26,61.0,,0.61,15.86
2019-01-11,25,61.0,,0.61,15.25
2019-01-12,7,61.0,,0.61,4.27
2019-01-13,4,61.0,,0.61,2.44
2019-01-14,18,61.0,,0.61,10.98
2019-01-15,22,61.0,,0.61,13.42
2019-01-16,23,61.0,,0.61,14.03
2019-01-17,24,61.0,,0.61,14.64
2019-01-18,27,61.0,,0.61,16.47
2019-01-19,8,61.0,,0.61,4.88
2019-01-20,6,61.0,,0.61,3.66
2019-01-21,6,61.0,,0.61,3.66
2019-01-22,20,61.0,,0.61,12.2
2019-01-23,36,61.0,,0.61,21.96
2019-01-24,89,61.0,,0.61,54.29
2019-01-25,100,61.0,,0.61,61.0
2019-01-26,14,61.0,,0.61,8.54
2019-01-27,10,61.0,,0.61,6.1
2019-01-28,29,61.0,,0.61,17.69
2019-01-29,20,61.0,,0.61,12.2
2019-01-30,32,61.0,,0.61,19.52
2019-01-31,43,61.0,,0.61,26.23
2019-02-01,100,53.0,False,0.53,53.0
2019-02-02,27,53.0,,0.53,14.31
2019-02-03,14,53.0,,0.53,7.42
2019-02-04,60,53.0,,0.53,31.8
2019-02-05,80,53.0,,0.53,42.400000000000006
2019-02-06,81,53.0,,0.53,42.93
2019-02-07,64,53.0,,0.53,33.92
2019-02-08,58,53.0,,0.53,30.740000000000002
2019-02-09,24,53.0,,0.53,12.72
2019-02-10,8,53.0,,0.53,4.24
2019-02-11,41,53.0,,0.53,21.73
2019-02-12,50,53.0,,0.53,26.5
2019-02-13,71,53.0,,0.53,37.63
2019-02-14,84,53.0,,0.53,44.52
2019-02-15,83,53.0,,0.53,43.99
2019-02-16,33,53.0,,0.53,17.490000000000002
2019-02-17,13,53.0,,0.53,6.890000000000001
2019-02-18,23,53.0,,0.53,12.190000000000001
2019-02-19,56,53.0,,0.53,29.68
2019-02-20,76,53.0,,0.53,40.28
2019-02-21,59,53.0,,0.53,31.270000000000003
2019-02-22,88,53.0,,0.53,46.64
2019-02-23,24,53.0,,0.53,12.72
2019-02-24,13,53.0,,0.53,6.890000000000001
2019-02-25,74,53.0,,0.53,39.22
2019-02-26,69,53.0,,0.53,36.57
2019-02-27,60,53.0,,0.53,31.8
2019-02-28,59,53.0,,0.53,31.270000000000003
2019-03-01,68,44.0,False,0.44,29.92
2019-03-02,21,44.0,,0.44,9.24
2019-03-03,13,44.0,,0.44,5.72
2019-03-04,64,44.0,,0.44,28.16
2019-03-05,81,44.0,,0.44,35.64
2019-03-06,90,44.0,,0.44,39.6
2019-03-07,76,44.0,,0.44,33.44
2019-03-08,64,44.0,,0.44,28.16
2019-03-09,20,44.0,,0.44,8.8
2019-03-10,12,44.0,,0.44,5.28
2019-03-11,89,44.0,,0.44,39.160000000000004
2019-03-12,89,44.0,,0.44,39.160000000000004
2019-03-13,100,44.0,,0.44,44.0
2019-03-14,100,44.0,,0.44,44.0
2019-03-15,69,44.0,,0.44,30.36
2019-03-16,22,44.0,,0.44,9.68
2019-03-17,20,44.0,,0.44,8.8
2019-03-18,84,44.0,,0.44,36.96
2019-03-19,88,44.0,,0.44,38.72
2019-03-20,39,44.0,,0.44,17.16
2019-03-21,79,44.0,,0.44,34.76
2019-03-22,61,44.0,,0.44,26.84
2019-03-23,22,44.0,,0.44,9.68
2019-03-24,14,44.0,,0.44,6.16
2019-03-25,64,44.0,,0.44,28.16
2019-03-26,62,44.0,,0.44,27.28
2019-03-27,42,44.0,,0.44,18.48
2019-03-28,51,44.0,,0.44,22.44
2019-03-29,65,44.0,,0.44,28.6
2019-03-30,15,44.0,,0.44,6.6
2019-03-31,7,44.0,,0.44,3.08
2019-04-01,21,73.0,False,0.73,15.33
2019-04-02,24,73.0,,0.73,17.52
2019-04-03,38,73.0,,0.73,27.74
2019-04-04,28,73.0,,0.73,20.439999999999998
2019-04-05,23,73.0,,0.73,16.79
2019-04-06,12,73.0,,0.73,8.76
2019-04-07,3,73.0,,0.73,2.19
2019-04-08,22,73.0,,0.73,16.06
2019-04-09,21,73.0,,0.73,15.33
2019-04-10,19,73.0,,0.73,13.87
2019-04-11,19,73.0,,0.73,13.87
2019-04-12,28,73.0,,0.73,20.439999999999998
2019-04-13,8,73.0,,0.73,5.84
2019-04-14,3,73.0,,0.73,2.19
2019-04-15,22,73.0,,0.73,16.06
2019-04-16,34,73.0,,0.73,24.82
2019-04-17,87,73.0,,0.73,63.51
2019-04-18,39,73.0,,0.73,28.47
2019-04-19,21,73.0,,0.73,15.33
2019-04-20,7,73.0,,0.73,5.109999999999999
2019-04-21,5,73.0,,0.73,3.65
2019-04-22,23,73.0,,0.73,16.79
2019-04-23,35,73.0,,0.73,25.55
2019-04-24,41,73.0,,0.73,29.93
2019-04-25,99,73.0,,0.73,72.27
2019-04-26,100,73.0,,0.73,73.0
2019-04-27,17,73.0,,0.73,12.41
2019-04-28,10,73.0,,0.73,7.3
2019-04-29,45,73.0,,0.73,32.85
2019-04-30,34,73.0,,0.73,24.82
2019-05-01,78,65.0,False,0.65,50.7
2019-05-02,58,65.0,,0.65,37.7
2019-05-03,83,65.0,,0.65,53.95
2019-05-04,23,65.0,,0.65,14.950000000000001
2019-05-05,12,65.0,,0.65,7.800000000000001
2019-05-06,53,65.0,,0.65,34.45
2019-05-07,65,65.0,,0.65,42.25
2019-05-08,65,65.0,,0.65,42.25
2019-05-09,100,65.0,,0.65,65.0
2019-05-10,97,65.0,,0.65,63.050000000000004
2019-05-11,18,65.0,,0.65,11.700000000000001
2019-05-12,11,65.0,,0.65,7.15
2019-05-13,58,65.0,,0.65,37.7
2019-05-14,79,65.0,,0.65,51.35
2019-05-15,76,65.0,,0.65,49.4
2019-05-16,63,65.0,,0.65,40.95
2019-05-17,59,65.0,,0.65,38.35
2019-05-18,11,65.0,,0.65,7.15
2019-05-19,6,65.0,,0.65,3.9000000000000004
2019-05-20,73,65.0,,0.65,47.45
2019-05-21,66,65.0,,0.65,42.9
2019-05-22,52,65.0,,0.65,33.800000000000004
2019-05-23,49,65.0,,0.65,31.85
2019-05-24,49,65.0,,0.65,31.85
2019-05-25,9,65.0,,0.65,5.8500000000000005
2019-05-26,6,65.0,,0.65,3.9000000000000004
2019-05-27,15,65.0,,0.65,9.75
2019-05-28,75,65.0,,0.65,48.75
2019-05-29,66,65.0,,0.65,42.9
2019-05-30,47,65.0,,0.65,30.55
2019-05-31,60,65.0,,0.65,39.0
2019-06-01,20,45.0,False,0.45,9.0
2019-06-02,5,45.0,,0.45,2.25
2019-06-03,71,45.0,,0.45,31.95
2019-06-04,65,45.0,,0.45,29.25
2019-06-05,90,45.0,,0.45,40.5
2019-06-06,64,45.0,,0.45,28.8
2019-06-07,83,45.0,,0.45,37.35
2019-06-08,27,45.0,,0.45,12.15
2019-06-09,11,45.0,,0.45,4.95
2019-06-10,59,45.0,,0.45,26.55
2019-06-11,94,45.0,,0.45,42.300000000000004
2019-06-12,57,45.0,,0.45,25.650000000000002
2019-06-13,87,45.0,,0.45,39.15
2019-06-14,84,45.0,,0.45,37.800000000000004
2019-06-15,20,45.0,,0.45,9.0
2019-06-16,9,45.0,,0.45,4.05
2019-06-17,67,45.0,,0.45,30.150000000000002
2019-06-18,84,45.0,,0.45,37.800000000000004
2019-06-19,82,45.0,,0.45,36.9
2019-06-20,94,45.0,,0.45,42.300000000000004
2019-06-21,91,45.0,,0.45,40.95
2019-06-22,31,45.0,,0.45,13.950000000000001
2019-06-23,11,45.0,,0.45,4.95
2019-06-24,52,45.0,,0.45,23.400000000000002
2019-06-25,62,45.0,,0.45,27.900000000000002
2019-06-26,100,45.0,,0.45,45.0
2019-06-27,91,45.0,,0.45,40.95
2019-06-28,69,45.0,,0.45,31.05
2019-06-29,34,45.0,,0.45,15.3
2019-06-30,9,45.0,,0.45,4.05
2019-07-01,33,59.0,False,0.59,19.47
2019-07-02,20,59.0,,0.59,11.799999999999999
2019-07-03,19,59.0,,0.59,11.209999999999999
2019-07-04,6,59.0,,0.59,3.54
2019-07-05,15,59.0,,0.59,8.85
2019-07-06,4,59.0,,0.59,2.36
2019-07-07,3,59.0,,0.59,1.77
2019-07-08,18,59.0,,0.59,10.62
2019-07-09,21,59.0,,0.59,12.389999999999999
2019-07-10,17,59.0,,0.59,10.03
2019-07-11,23,59.0,,0.59,13.569999999999999
2019-07-12,22,59.0,,0.59,12.979999999999999
2019-07-13,5,59.0,,0.59,2.9499999999999997
2019-07-14,3,59.0,,0.59,1.77
2019-07-15,24,59.0,,0.59,14.16
2019-07-16,16,59.0,,0.59,9.44
2019-07-17,27,59.0,,0.59,15.93
2019-07-18,20,59.0,,0.59,11.799999999999999
2019-07-19,25,59.0,,0.59,14.75
2019-07-20,7,59.0,,0.59,4.13
2019-07-21,7,59.0,,0.59,4.13
2019-07-22,31,59.0,,0.59,18.29
2019-07-23,39,59.0,,0.59,23.009999999999998
2019-07-24,45,59.0,,0.59,26.549999999999997
2019-07-25,100,59.0,,0.59,59.0
2019-07-26,73,59.0,,0.59,43.07
2019-07-27,12,59.0,,0.59,7.08
2019-07-28,5,59.0,,0.59,2.9499999999999997
2019-07-29,31,59.0,,0.59,18.29
2019-07-30,21,59.0,,0.59,12.389999999999999
2019-07-31,21,59.0,,0.59,12.389999999999999
2019-08-01,89,40.0,False,0.4,35.6
2019-08-02,82,40.0,,0.4,32.800000000000004
2019-08-03,23,40.0,,0.4,9.200000000000001
2019-08-04,14,40.0,,0.4,5.6000000000000005
2019-08-05,74,40.0,,0.4,29.6
2019-08-06,95,40.0,,0.4,38.0
2019-08-07,63,40.0,,0.4,25.200000000000003
2019-08-08,84,40.0,,0.4,33.6
