date,TTD_unscaled,TTD_monthly,isPartial,scale,TTD
2019-08-24,13,51.0,,0.51,6.63
2019-08-25,15,51.0,,0.51,7.65
2019-08-26,25,51.0,,0.51,12.75
2019-08-27,35,51.0,,0.51,17.85
2019-08-28,24,51.0,,0.51,12.24
2019-08-29,26,51.0,,0.51,13.26
2019-08-30,24,51.0,,0.51,12.24
2019-08-31,11,51.0,,0.51,5.61
2019-09-01,15,48.0,False,0.48,7.199999999999999
2019-09-02,29,48.0,,0.48,13.92
2019-09-03,46,48.0,,0.48,22.08
2019-09-04,64,48.0,,0.48,30.72
2019-09-05,49,48.0,,0.48,23.52
2019-09-06,51,48.0,,0.48,24.48
2019-09-07,40,48.0,,0.48,19.2
2019-09-08,32,48.0,,0.48,15.36
2019-09-09,100,48.0,,0.48,48.0
2019-09-10,75,48.0,,0.48,36.0
2019-09-11,67,48.0,,0.48,32.16
2019-09-12,41,48.0,,0.48,19.68
2019-09-13,46,48.0,,0.48,22.08
2019-09-14,25,48.0,,0.48,12.0
2019-09-15,15,48.0,,0.48,7.199999999999999
2019-09-16,42,48.0,,0.48,20.16
2019-09-17,64,48.0,,0.48,30.72
2019-09-18,50,48.0,,0.48,24.0
2019-09-19,60,48.0,,0.48,28.799999999999997
2019-09-20,60,48.0,,0.48,28.799999999999997
2019-09-21,25,48.0,,0.48,12.0
2019-09-22,15,48.0,,0.48,7.199999999999999
2019-09-23,61,48.0,,0.48,29.279999999999998
2019-09-24,53,48.0,,0.48,25.439999999999998
2019-09-25,72,48.0,,0.48,34.56
2019-09-26,65,48.0,,0.48,31.2
2019-09-27,81,48.0,,0.48,38.879999999999995
2019-09-28,26,48.0,,0.48,12.48
2019-09-29,8,48.0,,0.48,3.84
2019-09-30,58,48.0,,0.48,27.84
2019-10-01,58,50.0,False,0.5,29.0
2019-10-02,53,50.0,,0.5,26.5
2019-10-03,32,50.0,,0.5,16.0
2019-10-04,45,50.0,,0.5,22.5
2019-10-05,22,50.0,,0.5,11.0
2019-10-06,22,50.0,,0.5,11.0
2019-10-07,58,50.0,,0.5,29.0
2019-10-08,48,50.0,,0.5,24.0
2019-10-09,59,50.0,,0.5,29.5
2019-10-10,45,50.0,,0.5,22.5
2019-10-11,60,50.0,,0.5,30.0
2019-10-12,19,50.0,,0.5,9.5
2019-10-13,22,50.0,,0.5,11.0
2019-10-14,76,50.0,,0.5,38.0
2019-10-15,100,50.0,,0.5,50.0
2019-10-16,80,50.0,,0.5,40.0
2019-10-17,69,50.0,,0.5,34.5
2019-10-18,52,50.0,,0.5,26.0
2019-10-19,19,50.0,,0.5,9.5
2019-10-20,24,50.0,,0.5,12.0
2019-10-21,43,50.0,,0.5,21.5
2019-10-22,69,50.0,,0.5,34.5
2019-10-23,52,50.0,,0.5,26.0
2019-10-24,56,50.0,,0.5,28.0
2019-10-25,57,50.0,,0.5,28.5
2019-10-26,28,50.0,,0.5,14.0
2019-10-27,27,50.0,,0.5,13.5
2019-10-28,72,50.0,,0.5,36.0
2019-10-29,42,50.0,,0.5,21.0
2019-10-30,52,50.0,,0.5,26.0
2019-10-31,45,50.0,,0.5,22.5
2019-11-01,37,60.0,False,0.6,22.2
2019-11-02,18,60.0,,0.6,10.799999999999999
2019-11-03,25,60.0,,0.6,15.0
2019-11-04,40,60.0,,0.6,24.0
2019-11-05,57,60.0,,0.6,34.199999999999996
2019-11-06,37,60.0,,0.6,22.2
2019-11-07,86,60.0,,0.6,51.6
2019-11-08,100,60.0,,0.6,60.0
2019-11-09,24,60.0,,0.6,14.399999999999999
2019-11-10,5,60.0,,0.6,3.0
2019-11-11,62,60.0,,0.6,37.199999999999996
2019-11-12,68,60.0,,0.6,40.8
2019-11-13,66,60.0,,0.6,39.6
2019-11-14,47,60.0,,0.6,28.2
2019-11-15,39,60.0,,0.6,23.4
2019-11-16,22,60.0,,0.6,13.2
2019-11-17,14,60.0,,0.6,8.4
2019-11-18,32,60.0,,0.6,19.2
2019-11-19,45,60.0,,0.6,27.0
2019-11-20,50,60.0,,0.6,30.0
2019-11-21,45,60.0,,0.6,27.0
2019-11-22,39,60.0,,0.6,23.4
2019-11-23,8,60.0,,0.6,4.8
2019-11-24,7,60.0,,0.6,4.2
2019-11-25,46,60.0,,0.6,27.599999999999998
2019-11-26,48,60.0,,0.6,28.799999999999997
2019-11-27,57,60.0,,0.6,34.199999999999996
2019-11-28,13,60.0,,0.6,7.8
2019-11-29,36,60.0,,0.6,21.599999999999998
2019-11-30,26,60.0,,0.6,15.6
2019-12-01,39,51.0,False,0.51,19.89
2019-12-02,100,51.0,,0.51,51.0
2019-12-03,84,51.0,,0.51,42.84
2019-12-04,81,51.0,,0.51,41.31
2019-12-05,63,51.0,,0.51,32.13
2019-12-06,75,51.0,,0.51,38.25
2019-12-07,27,51.0,,0.51,13.77
2019-12-08,30,51.0,,0.51,15.3
2019-12-09,64,51.0,,0.51,32.64
2019-12-10,60,51.0,,0.51,30.6
2019-12-11,69,51.0,,0.51,35.19
2019-12-12,57,51.0,,0.51,29.07
2019-12-13,47,51.0,,0.51,23.97
2019-12-14,18,51.0,,0.51,9.18
2019-12-15,23,51.0,,0.51,11.73
2019-12-16,54,51.0,,0.51,27.54
2019-12-17,67,51.0,,0.51,34.17
2019-12-18,70,51.0,,0.51,35.7
2019-12-19,90,51.0,,0.51,45.9
2019-12-20,69,51.0,,0.51,35.19
2019-12-21,32,51.0,,0.51,16.32
2019-12-22,30,51.0,,0.51,15.3
2019-12-23,82,51.0,,0.51,41.82
2019-12-24,58,51.0,,0.51,29.580000000000002
2019-12-25,21,51.0,,0.51,10.71
2019-12-26,74,51.0,,0.51,37.74
2019-12-27,86,51.0,,0.51,43.86
2019-12-28,33,51.0,,0.51,16.830000000000002
2019-12-29,32,51.0,,0.51,16.32
2019-12-30,80,51.0,,0.51,40.8
2019-12-31,68,51.0,,0.51,34.68
2020-01-01,22,50.0,False,0.5,11.0
2020-01-02,71,50.0,,0.5,35.5
2020-01-03,73,50.0,,0.5,36.5
2020-01-04,19,50.0,,0.5,9.5
2020-01-05,18,50.0,,0.5,9.0
2020-01-06,46,50.0,,0.5,23.0
2020-01-07,66,50.0,,0.5,33.0
2020-01-08,86,50.0,,0.5,43.0
2020-01-09,74,50.0,,0.5,37.0
2020-01-10,64,50.0,,0.5,32.0
2020-01-11,13,50.0,,0.5,6.5
2020-01-12,17,50.0,,0.5,8.5
2020-01-13,100,50.0,,0.5,50.0
2020-01-14,72,50.0,,0.5,36.0
2020-01-15,56,50.0,,0.5,28.0
2020-01-16,58,50.0,,0.5,29.0
2020-01-17,58,50.0,,0.5,29.0
2020-01-18,23,50.0,,0.5,11.5
2020-01-19,21,50.0,,0.5,10.5
2020-01-20,16,50.0,,0.5,8.0
2020-01-21,60,50.0,,0.5,30.0
2020-01-22,60,50.0,,0.5,30.0
2020-01-23,42,50.0,,0.5,21.0
2020-01-24,41,50.0,,0.5,20.5
2020-01-25,21,50.0,,0.5,10.5
2020-01-26,19,50.0,,0.5,9.5
2020-01-27,32,50.0,,0.5,16.0
2020-01-28,50,50.0,,0.5,25.0
2020-01-29,41,50.0,,0.5,20.5
2020-01-30,36,50.0,,0.5,18.0
2020-01-31,60,50.0,,0.5,30.0
2020-02-01,22,65.0,False,0.65,14.3
2020-02-02,13,65.0,,0.65,8.450000000000001
2020-02-03,30,65.0,,0.65,19.5
2020-02-04,53,65.0,,0.65,34.45
2020-02-05,50,65.0,,0.65,32.5
2020-02-06,44,65.0,,0.65,28.6
2020-02-07,43,65.0,,0.65,27.95
2020-02-08,22,65.0,,0.65,14.3
2020-02-09,13,65.0,,0.65,8.450000000000001
2020-02-10,43,65.0,,0.65,27.95
2020-02-11,43,65.0,,0.65,27.95
2020-02-12,43,65.0,,0.65,27.95
2020-02-13,49,65.0,,0.65,31.85
2020-02-14,49,65.0,,0.65,31.85
2020-02-15,19,65.0,,0.65,12.35
2020-02-16,9,65.0,,0.65,5.8500000000000005
2020-02-17,23,65.0,,0.65,14.950000000000001
2020-02-18,45,65.0,,0.65,29.25
2020-02-19,43,65.0,,0.65,27.95
2020-02-20,41,65.0,,0.65,26.650000000000002
2020-02-21,44,65.0,,0.65,28.6
2020-02-22,22,65.0,,0.65,14.3
2020-02-23,16,65.0,,0.65,10.4
2020-02-24,41,65.0,,0.65,26.650000000000002
2020-02-25,55,65.0,,0.65,35.75
2020-02-26,58,65.0,,0.65,37.7
2020-02-27,100,65.0,,0.65,65.0
2020-02-28,99,65.0,,0.65,64.35000000000001
2020-02-29,29,65.0,,0.65,18.85
2020-03-01,29,71.0,False,0.71,20.59
2020-03-02,100,71.0,,0.71,71.0
2020-03-03,63,71.0,,0.71,44.73
2020-03-04,54,71.0,,0.71,38.339999999999996
2020-03-05,51,71.0,,0.71,36.21
2020-03-06,57,71.0,,0.71,40.47
2020-03-07,25,71.0,,0.71,17.75
2020-03-08,24,71.0,,0.71,17.04
2020-03-09,54,71.0,,0.71,38.339999999999996
2020-03-10,68,71.0,,0.71,48.28
2020-03-11,59,71.0,,0.71,41.89
2020-03-12,63,71.0,,0.71,44.73
2020-03-13,90,71.0,,0.71,63.9
2020-03-14,34,71.0,,0.71,24.14
2020-03-15,18,71.0,,0.71,12.78
2020-03-16,64,71.0,,0.71,45.44
2020-03-17,67,71.0,,0.71,47.57
2020-03-18,69,71.0,,0.71,48.989999999999995
2020-03-19,77,71.0,,0.71,54.669999999999995
2020-03-20,67,71.0,,0.71,47.57
2020-03-21,35,71.0,,0.71,24.849999999999998
2020-03-22,21,71.0,,0.71,14.91
2020-03-23,60,71.0,,0.71,42.599999999999994
2020-03-24,61,71.0,,0.71,43.309999999999995
2020-03-25,80,71.0,,0.71,56.8
2020-03-26,58,71.0,,0.71,41.18
2020-03-27,50,71.0,,0.71,35.5
2020-03-28,14,71.0,,0.71,9.94
2020-03-29,19,71.0,,0.71,13.489999999999998
2020-03-30,63,71.0,,0.71,44.73
2020-03-31,46,71.0,,0.71,32.66
2020-04-01,51,72.0,False,0.72,36.72
2020-04-02,63,72.0,,0.72,45.36
2020-04-03,59,72.0,,0.72,42.48
2020-04-04,28,72.0,,0.72,20.16
2020-04-05,24,72.0,,0.72,17.28
2020-04-06,76,72.0,,0.72,54.72
2020-04-07,70,72.0,,0.72,50.4
2020-04-08,56,72.0,,0.72,40.32
2020-04-09,59,72.0,,0.72,42.48
2020-04-10,31,72.0,,0.72,22.32
2020-04-11,12,72.0,,0.72,8.64
2020-04-12,22,72.0,,0.72,15.84
2020-04-13,76,72.0,,0.72,54.72
2020-04-14,85,72.0,,0.72,61.199999999999996
2020-04-15,68,72.0,,0.72,48.96
2020-04-16,64,72.0,,0.72,46.08
2020-04-17,61,72.0,,0.72,43.92
2020-04-18,16,72.0,,0.72,11.52
2020-04-19,24,72.0,,0.72,17.28
2020-04-20,53,72.0,,0.72,38.16
2020-04-21,68,72.0,,0.72,48.96
2020-04-22,71,72.0,,0.72,51.12
2020-04-23,69,72.0,,0.72,49.68
2020-04-24,67,72.0,,0.72,48.239999999999995
2020-04-25,30,72.0,,0.72,21.599999999999998
2020-04-26,37,72.0,,0.72,26.64
2020-04-27,52,72.0,,0.72,37.44
2020-04-28,66,72.0,,0.72,47.519999999999996
2020-04-29,100,72.0,,0.72,72.0
2020-04-30,92,72.0,,0.72,66.24
2020-05-01,46,77.0,False,0.77,35.42
2020-05-02,19,77.0,,0.77,14.63
2020-05-03,13,77.0,,0.77,10.01
2020-05-04,44,77.0,,0.77,33.88
2020-05-05,48,77.0,,0.77,36.96
2020-05-06,51,77.0,,0.77,39.27
2020-05-07,98,77.0,,0.77,75.46000000000001
2020-05-08,100,77.0,,0.77,77.0
2020-05-09,16,77.0,,0.77,12.32
2020-05-10,16,77.0,,0.77,12.32
2020-05-11,47,77.0,,0.77,36.19
2020-05-12,45,77.0,,0.77,34.65
2020-05-13,39,77.0,,0.77,30.03
2020-05-14,42,77.0,,0.77,32.34
2020-05-15,38,77.0,,0.77,29.26
2020-05-16,17,77.0,,0.77,13.09
2020-05-17,12,77.0,,0.77,9.24
2020-05-18,40,77.0,,0.77,30.8
2020-05-19,34,77.0,,0.77,26.18
2020-05-20,40,77.0,,0.77,30.8
2020-05-21,36,77.0,,0.77,27.72
2020-05-22,31,77.0,,0.77,23.87
2020-05-23,16,77.0,,0.77,12.32
2020-05-24,17,77.0,,0.77,13.09
2020-05-25,22,77.0,,0.77,16.94
2020-05-26,47,77.0,,0.77,36.19
2020-05-27,49,77.0,,0.77,37.730000000000004
2020-05-28,37,77.0,,0.77,28.490000000000002
2020-05-29,29,77.0,,0.77,22.330000000000002
2020-05-30,10,77.0,,0.77,7.7
2020-05-31,9,77.0,,0.77,6.93
2020-06-01,61,69.0,False,0.69,42.089999999999996
2020-06-02,57,69.0,,0.69,39.33
2020-06-03,91,69.0,,0.69,62.78999999999999
2020-06-04,76,69.0,,0.69,52.44
2020-06-05,84,69.0,,0.69,57.959999999999994
2020-06-06,28,69.0,,0.69,19.32
2020-06-07,30,69.0,,0.69,20.7
2020-06-08,71,69.0,,0.69,48.989999999999995
2020-06-09,63,69.0,,0.69,43.47
2020-06-10,70,69.0,,0.69,48.3
2020-06-11,71,69.0,,0.69,48.989999999999995
2020-06-12,89,69.0,,0.69,61.41
2020-06-13,23,69.0,,0.69,15.87
2020-06-14,23,69.0,,0.69,15.87
2020-06-15,70,69.0,,0.69,48.3
2020-06-16,54,69.0,,0.69,37.26
2020-06-17,92,69.0,,0.69,63.48
2020-06-18,68,69.0,,0.69,46.919999999999995
2020-06-19,78,69.0,,0.69,53.81999999999999
2020-06-20,24,69.0,,0.69,16.56
2020-06-21,26,69.0,,0.69,17.939999999999998
2020-06-22,78,69.0,,0.69,53.81999999999999
2020-06-23,79,69.0,,0.69,54.51
2020-06-24,83,69.0,,0.69,57.269999999999996
2020-06-25,62,69.0,,0.69,42.779999999999994
2020-06-26,88,69.0,,0.69,60.72
2020-06-27,21,69.0,,0.69,14.489999999999998
2020-06-28,25,69.0,,0.69,17.25
2020-06-29,100,69.0,,0.69,69.0
2020-06-30,74,69.0,,0.69,51.059999999999995
2020-07-01,91,60.0,False,0.6,54.6
2020-07-02,86,60.0,,0.6,51.6
2020-07-03,32,60.0,,0.6,19.2
2020-07-04,18,60.0,,0.6,10.799999999999999
2020-07-05,31,60.0,,0.6,18.599999999999998
2020-07-06,88,60.0,,0.6,52.8
2020-07-07,84,60.0,,0.6,50.4
2020-07-08,81,60.0,,0.6,48.6
2020-07-09,100,60.0,,0.6,60.0
2020-07-10,82,60.0,,0.6,49.199999999999996
2020-07-11,32,60.0,,0.6,19.2
2020-07-12,26,60.0,,0.6,15.6
2020-07-13,94,60.0,,0.6,56.4
2020-07-14,82,60.0,,0.6,49.199999999999996
2020-07-15,97,60.0,,0.6,58.199999999999996
2020-07-16,65,60.0,,0.6,39.0
2020-07-17,78,60.0,,0.6,46.8
2020-07-18,35,60.0,,0.6,21.0
2020-07-19,17,60.0,,0.6,10.2
2020-07-20,58,60.0,,0.6,34.8
2020-07-21,79,60.0,,0.6,47.4
2020-07-22,71,60.0,,0.6,42.6
2020-07-23,58,60.0,,0.6,34.8
2020-07-24,54,60.0,,0.6,32.4
2020-07-25,18,60.0,,0.6,10.799999999999999
2020-07-26,14,60.0,,0.6,8.4
2020-07-27,44,60.0,,0.6,26.4
2020-07-28,71,60.0,,0.6,42.6
2020-07-29,71,60.0,,0.6,42.6
2020-07-30,51,60.0,,0.6,30.599999999999998
2020-07-31,87,60.0,,0.6,52.199999999999996
2020-08-01,20,56.0,False,0.56,11.200000000000001
2020-08-02,11,56.0,,0.56,6.16
2020-08-03,44,56.0,,0.56,24.64
2020-08-04,40,56.0,,0.56,22.400000000000002
2020-08-05,59,56.0,,0.56,33.040000000000006
2020-08-06,100,56.0,,0.56,56.00000000000001
2020-08-07,85,56.0,,0.56,47.6
2020-08-08,17,56.0,,0.56,9.520000000000001
2020-08-09,18,56.0,,0.56,10.080000000000002
2020-08-10,53,56.0,,0.56,29.680000000000003
2020-08-11,51,56.0,,0.56,28.560000000000002
2020-08-12,38,56.0,,0.56,21.28
2020-08-13,36,56.0,,0.56,20.160000000000004
2020-08-14,33,56.0,,0.56,18.48
2020-08-15,15,56.0,,0.56,8.4
2020-08-16,12,56.0,,0.56,6.720000000000001
2020-08-17,39,56.0,,0.56,21.840000000000003
2020-08-18,29,56.0,,0.56,16.240000000000002
2020-08-19,28,56.0,,0.56,15.680000000000001
2020-08-20,33,56.0,,0.56,18.48
2020-08-21,35,56.0,,0.56,19.6
2020-08-22,13,56.0,,0.56,7.280000000000001
2020-08-23,11,56.0,,0.56,6.16
2020-08-24,35,56.0,,0.56,19.6
2020-08-25,30,56.0,,0.56,16.8
2020-08-26,31,56.0,,0.56,17.360000000000003
2020-08-27,27,56.0,,0.56,15.120000000000001
2020-08-28,29,56.0,,0.56,16.240000000000002
2020-08-29,13,56.0,,0.56,7.280000000000001
2020-08-30,18,56.0,,0.56,10.080000000000002
2020-08-31,21,56.0,,0.56,11.760000000000002
2020-09-01,76,46.0,False,0.46,34.96
2020-09-02,65,46.0,,0.46,29.900000000000002
2020-09-03,90,46.0,,0.46,41.4
2020-09-04,100,46.0,,0.46,46.0
2020-09-05,27,46.0,,0.46,12.42
2020-09-06,21,46.0,,0.46,9.66
2020-09-07,15,46.0,,0.46,6.9
2020-09-08,74,46.0,,0.46,34.04
2020-09-09,62,46.0,,0.46,28.52
2020-09-10,60,46.0,,0.46,27.6
2020-09-11,36,46.0,,0.46,16.560000000000002
2020-09-12,30,46.0,,0.46,13.8
2020-09-13,33,46.0,,0.46,15.180000000000001
2020-09-14,52,46.0,,0.46,23.92
2020-09-15,61,46.0,,0.46,28.060000000000002
2020-09-16,57,46.0,,0.46,26.220000000000002
2020-09-17,66,46.0,,0.46,30.360000000000003
2020-09-18,53,46.0,,0.46,24.380000000000003
2020-09-19,21,46.0,,0.46,9.66
2020-09-20,20,46.0,,0.46,9.200000000000001
2020-09-21,62,46.0,,0.46,28.52
2020-09-22,56,46.0,,0.46,25.76
2020-09-23,62,46.0,,0.46,28.52
2020-09-24,62,46.0,,0.46,28.52
2020-09-25,43,46.0,,0.46,19.78
2020-09-26,26,46.0,,0.46,11.96
2020-09-27,14,46.0,,0.46,6.44
2020-09-28,50,46.0,,0.46,23.0
2020-09-29,55,46.0,,0.46,25.3
2020-09-30,79,46.0,,0.46,36.34
2020-10-01,83,63.0,False,0.63,52.29
2020-10-02,77,63.0,,0.63,48.51
2020-10-03,29,63.0,,0.63,18.27
2020-10-04,13,63.0,,0.63,8.19
2020-10-05,63,63.0,,0.63,39.69
2020-10-06,87,63.0,,0.63,54.81
2020-10-07,72,63.0,,0.63,45.36
2020-10-08,80,63.0,,0.63,50.4
2020-10-09,60,63.0,,0.63,37.8
2020-10-10,29,63.0,,0.63,18.27
2020-10-11,10,63.0,,0.63,6.3
2020-10-12,61,63.0,,0.63,38.43
2020-10-13,57,63.0,,0.63,35.910000000000004
2020-10-14,91,63.0,,0.63,57.33
2020-10-15,100,63.0,,0.63,63.0
2020-10-16,84,63.0,,0.63,52.92
2020-10-17,28,63.0,,0.63,17.64
2020-10-18,26,63.0,,0.63,16.38
2020-10-19,59,63.0,,0.63,37.17
2020-10-20,88,63.0,,0.63,55.44
2020-10-21,63,63.0,,0.63,39.69
2020-10-22,58,63.0,,0.63,36.54
2020-10-23,71,63.0,,0.63,44.73
2020-10-24,21,63.0,,0.63,13.23
2020-10-25,21,63.0,,0.63,13.23
2020-10-26,57,63.0,,0.63,35.910000000000004
2020-10-27,55,63.0,,0.63,34.65
2020-10-28,59,63.0,,0.63,37.17
2020-10-29,67,63.0,,0.63,42.21
2020-10-30,71,63.0,,0.63,44.73
2020-10-31,20,63.0,,0.63,12.6
2020-11-01,9,70.0,False,0.7,6.3
2020-11-02,22,70.0,,0.7,15.399999999999999
2020-11-03,20,70.0,,0.7,14.0
2020-11-04,23,70.0,,0.7,16.099999999999998
2020-11-05,51,70.0,,0.7,35.699999999999996
2020-11-06,100,70.0,,0.7,70.0
2020-11-07,32,70.0,,0.7,22.4
2020-11-08,23,70.0,,0.7,16.099999999999998
2020-11-09,61,70.0,,0.7,42.699999999999996
2020-11-10,60,70.0,,0.7,42.0
2020-11-11,41,70.0,,0.7,28.7
2020-11-12,29,70.0,,0.7,20.299999999999997
2020-11-13,28,70.0,,0.7,19.599999999999998
2020-11-14,17,70.0,,0.7,11.899999999999999
2020-11-15,10,70.0,,0.7,7.0
2020-11-16,38,70.0,,0.7,26.599999999999998
2020-11-17,46,70.0,,0.7,32.199999999999996
2020-11-18,41,70.0,,0.7,28.7
2020-11-19,44,70.0,,0.7,30.799999999999997
2020-11-20,40,70.0,,0.7,28.0
2020-11-21,15,70.0,,0.7,10.5
2020-11-22,11,70.0,,0.7,7.699999999999999
2020-11-23,38,70.0,,0.7,26.599999999999998
2020-11-24,36,70.0,,0.7,25.2
2020-11-25,42,70.0,,0.7,29.4
2020-11-26,16,70.0,,0.7,11.2
2020-11-27,32,70.0,,0.7,22.4
2020-11-28,12,70.0,,0.7,8.399999999999999
2020-11-29,13,70.0,,0.7,9.1
2020-11-30,47,70.0,,0.7,32.9
2020-12-01,69,68.0,False,0.68,46.92
2020-12-02,40,68.0,,0.68,27.200000000000003
2020-12-03,53,68.0,,0.68,36.04
2020-12-04,47,68.0,,0.68,31.96
2020-12-05,23,68.0,,0.68,15.64
2020-12-06,9,68.0,,0.68,6.12
2020-12-07,35,68.0,,0.68,23.8
2020-12-08,44,68.0,,0.68,29.92
2020-12-09,48,68.0,,0.68,32.64
2020-12-10,53,68.0,,0.68,36.04
2020-12-11,37,68.0,,0.68,25.16
2020-12-12,6,68.0,,0.68,4.08
2020-12-13,13,68.0,,0.68,8.84
2020-12-14,48,68.0,,0.68,32.64
2020-12-15,39,68.0,,0.68,26.520000000000003
2020-12-16,41,68.0,,0.68,27.880000000000003
2020-12-17,33,68.0,,0.68,22.44
2020-12-18,39,68.0,,0.68,26.520000000000003
2020-12-19,13,68.0,,0.68,8.84
2020-12-20,14,68.0,,0.68,9.520000000000001
2020-12-21,34,68.0,,0.68,23.12
2020-12-22,51,68.0,,0.68,34.68
2020-12-23,34,68.0,,0.68,23.12
2020-12-24,26,68.0,,0.68,17.68
2020-12-25,17,68.0,,0.68,11.56
2020-12-26,14,68.0,,0.68,9.520000000000001
2020-12-27,12,68.0,,0.68,8.16
2020-12-28,72,68.0,,0.68,48.96
2020-12-29,100,68.0,,0.68,68.0
2020-12-30,53,68.0,,0.68,36.04
2020-12-31,54,68.0,,0.68,36.720000000000006
2021-01-01,34,56.0,False,0.56,19.040000000000003
2021-01-02,40,56.0,,0.56,22.400000000000002
2021-01-03,24,56.0,,0.56,13.440000000000001
2021-01-04,90,56.0,,0.56,50.400000000000006
2021-01-05,94,56.0,,0.56,52.64000000000001
2021-01-06,100,56.0,,0.56,56.00000000000001
2021-01-07,88,56.0,,0.56,49.28
2021-01-08,83,56.0,,0.56,46.480000000000004
2021-01-09,27,56.0,,0.56,15.120000000000001
2021-01-10,39,56.0,,0.56,21.840000000000003
2021-01-11,70,56.0,,0.56,39.2
2021-01-12,76,56.0,,0.56,42.56
2021-01-13,74,56.0,,0.56,41.440000000000005
2021-01-14,78,56.0,,0.56,43.68000000000001
2021-01-15,53,56.0,,0.56,29.680000000000003
2021-01-16,24,56.0,,0.56,13.440000000000001
2021-01-17,17,56.0,,0.56,9.520000000000001
2021-01-18,38,56.0,,0.56,21.28
2021-01-19,55,56.0,,0.56,30.800000000000004
2021-01-20,89,56.0,,0.56,49.84
2021-01-21,79,56.0,,0.56,44.24
2021-01-22,55,56.0,,0.56,30.800000000000004
2021-01-23,36,56.0,,0.56,20.160000000000004
2021-01-24,15,56.0,,0.56,8.4
2021-01-25,49,56.0,,0.56,27.44
2021-01-26,41,56.0,,0.56,22.96
2021-01-27,60,56.0,,0.56,33.6
2021-01-28,84,56.0,,0.56,47.040000000000006
2021-01-29,83,56.0,,0.56,46.480000000000004
2021-01-30,34,56.0,,0.56,19.040000000000003
2021-01-31,11,56.0,,0.56,6.16
2021-02-01,43,59.0,False,0.59,25.369999999999997
2021-02-02,45,59.0,,0.59,26.549999999999997
2021-02-03,55,59.0,,0.59,32.449999999999996
2021-02-04,38,59.0,,0.59,22.419999999999998
2021-02-05,31,59.0,,0.59,18.29
2021-02-06,16,59.0,,0.59,9.44
2021-02-07,11,59.0,,0.59,6.489999999999999
2021-02-08,39,59.0,,0.59,23.009999999999998
2021-02-09,40,59.0,,0.59,23.599999999999998
2021-02-10,49,59.0,,0.59,28.91
2021-02-11,40,59.0,,0.59,23.599999999999998
2021-02-12,33,59.0,,0.59,19.47
2021-02-13,18,59.0,,0.59,10.62
2021-02-14,14,59.0,,0.59,8.26
2021-02-15,21,59.0,,0.59,12.389999999999999
2021-02-16,26,59.0,,0.59,15.34
2021-02-17,46,59.0,,0.59,27.139999999999997
2021-02-18,99,59.0,,0.59,58.41
2021-02-19,100,59.0,,0.59,59.0
2021-02-20,34,59.0,,0.59,20.06
2021-02-21,25,59.0,,0.59,14.75
2021-02-22,39,59.0,,0.59,23.009999999999998
2021-02-23,45,59.0,,0.59,26.549999999999997
2021-02-24,56,59.0,,0.59,33.04
2021-02-25,40,59.0,,0.59,23.599999999999998
2021-02-26,46,59.0,,0.59,27.139999999999997
2021-02-27,14,59.0,,0.59,8.26
2021-02-28,12,59.0,,0.59,7.08
2021-03-01,44,64.0,False,0.64,28.16
2021-03-02,35,64.0,,0.64,22.400000000000002
2021-03-03,64,64.0,,0.64,40.96
2021-03-04,75,64.0,,0.64,48.0
2021-03-05,100,64.0,,0.64,64.0
2021-03-06,34,64.0,,0.64,21.76
2021-03-07,17,64.0,,0.64,10.88
2021-03-08,69,64.0,,0.64,44.160000000000004
2021-03-09,58,64.0,,0.64,37.12
2021-03-10,43,64.0,,0.64,27.52
2021-03-11,50,64.0,,0.64,32.0
2021-03-12,56,64.0,,0.64,35.84
2021-03-13,11,64.0,,0.64,7.04
2021-03-14,13,64.0,,0.64,8.32
2021-03-15,37,64.0,,0.64,23.68
2021-03-16,41,64.0,,0.64,26.240000000000002
2021-03-17,35,64.0,,0.64,22.400000000000002
2021-03-18,30,64.0,,0.64,19.2
2021-03-19,43,64.0,,0.64,27.52
2021-03-20,18,64.0,,0.64,11.52
2021-03-21,19,64.0,,0.64,12.16
2021-03-22,35,64.0,,0.64,22.400000000000002
2021-03-23,30,64.0,,0.64,19.2
2021-03-24,41,64.0,,0.64,26.240000000000002
2021-03-25,44,64.0,,0.64,28.16
2021-03-26,31,64.0,,0.64,19.84
2021-03-27,11,64.0,,0.64,7.04
2021-03-28,12,64.0,,0.64,7.68
2021-03-29,40,64.0,,0.64,25.6
2021-03-30,49,64.0,,0.64,31.36
2021-03-31,32,64.0,,0.64,20.48
2021-04-01,68,45.0,False,0.45,30.6
2021-04-02,60,45.0,,0.45,27.0
2021-04-03,35,45.0,,0.45,15.75
2021-04-04,34,45.0,,0.45,15.3
2021-04-05,70,45.0,,0.45,31.5
2021-04-06,67,45.0,,0.45,30.150000000000002
2021-04-07,88,45.0,,0.45,39.6
2021-04-08,86,45.0,,0.45,38.7
2021-04-09,64,45.0,,0.45,28.8
2021-04-10,24,45.0,,0.45,10.8
2021-04-11,39,45.0,,0.45,17.55
2021-04-12,78,45.0,,0.45,35.1
2021-04-13,100,45.0,,0.45,45.0
2021-04-14,73,45.0,,0.45,32.85
2021-04-15,69,45.0,,0.45,31.05
2021-04-16,73,45.0,,0.45,32.85
2021-04-17,35,45.0,,0.45,15.75
2021-04-18,12,45.0,,0.45,5.4
2021-04-19,69,45.0,,0.45,31.05
2021-04-20,77,45.0,,0.45,34.65
