date,BNY_unscaled,BNY_monthly,isPartial,scale,BNY
2019-08-31,18,85.0,,0.85,15.299999999999999
2019-09-01,8,95.0,False,0.95,7.6
2019-09-02,5,95.0,,0.95,4.75
2019-09-03,19,95.0,,0.95,18.05
2019-09-04,15,95.0,,0.95,14.25
2019-09-05,23,95.0,,0.95,21.849999999999998
2019-09-06,17,95.0,,0.95,16.15
2019-09-07,6,95.0,,0.95,5.699999999999999
2019-09-08,8,95.0,,0.95,7.6
2019-09-09,20,95.0,,0.95,19.0
2019-09-10,21,95.0,,0.95,19.95
2019-09-11,18,95.0,,0.95,17.099999999999998
2019-09-12,26,95.0,,0.95,24.7
2019-09-13,15,95.0,,0.95,14.25
2019-09-14,9,95.0,,0.95,8.549999999999999
2019-09-15,9,95.0,,0.95,8.549999999999999
2019-09-16,27,95.0,,0.95,25.65
2019-09-17,24,95.0,,0.95,22.799999999999997
2019-09-18,30,95.0,,0.95,28.5
2019-09-19,23,95.0,,0.95,21.849999999999998
2019-09-20,22,95.0,,0.95,20.9
2019-09-21,9,95.0,,0.95,8.549999999999999
2019-09-22,4,95.0,,0.95,3.8
2019-09-23,22,95.0,,0.95,20.9
2019-09-24,22,95.0,,0.95,20.9
2019-09-25,19,95.0,,0.95,18.05
2019-09-26,19,95.0,,0.95,18.05
2019-09-27,100,95.0,,0.95,95.0
2019-09-28,18,95.0,,0.95,17.099999999999998
2019-09-29,10,95.0,,0.95,9.5
2019-09-30,23,95.0,,0.95,21.849999999999998
2019-10-01,85,88.0,False,0.88,74.8
2019-10-02,87,88.0,,0.88,76.56
2019-10-03,87,88.0,,0.88,76.56
2019-10-04,66,88.0,,0.88,58.08
2019-10-05,27,88.0,,0.88,23.76
2019-10-06,29,88.0,,0.88,25.52
2019-10-07,75,88.0,,0.88,66.0
2019-10-08,48,88.0,,0.88,42.24
2019-10-09,79,88.0,,0.88,69.52
2019-10-10,78,88.0,,0.88,68.64
2019-10-11,60,88.0,,0.88,52.8
2019-10-12,26,88.0,,0.88,22.88
2019-10-13,24,88.0,,0.88,21.12
2019-10-14,70,88.0,,0.88,61.6
2019-10-15,62,88.0,,0.88,54.56
2019-10-16,100,88.0,,0.88,88.0
2019-10-17,72,88.0,,0.88,63.36
2019-10-18,87,88.0,,0.88,76.56
2019-10-19,25,88.0,,0.88,22.0
2019-10-20,27,88.0,,0.88,23.76
2019-10-21,73,88.0,,0.88,64.24
2019-10-22,78,88.0,,0.88,68.64
2019-10-23,72,88.0,,0.88,63.36
2019-10-24,76,88.0,,0.88,66.88
2019-10-25,74,88.0,,0.88,65.12
2019-10-26,42,88.0,,0.88,36.96
2019-10-27,19,88.0,,0.88,16.72
2019-10-28,52,88.0,,0.88,45.76
2019-10-29,57,88.0,,0.88,50.160000000000004
2019-10-30,64,88.0,,0.88,56.32
2019-10-31,48,88.0,,0.88,42.24
2019-11-01,86,73.0,False,0.73,62.78
2019-11-02,44,73.0,,0.73,32.12
2019-11-03,21,73.0,,0.73,15.33
2019-11-04,76,73.0,,0.73,55.48
2019-11-05,100,73.0,,0.73,73.0
2019-11-06,72,73.0,,0.73,52.56
2019-11-07,97,73.0,,0.73,70.81
2019-11-08,85,73.0,,0.73,62.05
2019-11-09,24,73.0,,0.73,17.52
2019-11-10,16,73.0,,0.73,11.68
2019-11-11,61,73.0,,0.73,44.53
2019-11-12,61,73.0,,0.73,44.53
2019-11-13,88,73.0,,0.73,64.24
2019-11-14,57,73.0,,0.73,41.61
2019-11-15,53,73.0,,0.73,38.69
2019-11-16,31,73.0,,0.73,22.63
2019-11-17,18,73.0,,0.73,13.14
2019-11-18,75,73.0,,0.73,54.75
2019-11-19,60,73.0,,0.73,43.8
2019-11-20,63,73.0,,0.73,45.99
2019-11-21,70,73.0,,0.73,51.1
2019-11-22,98,73.0,,0.73,71.53999999999999
2019-11-23,26,73.0,,0.73,18.98
2019-11-24,31,73.0,,0.73,22.63
2019-11-25,77,73.0,,0.73,56.21
2019-11-26,87,73.0,,0.73,63.51
2019-11-27,48,73.0,,0.73,35.04
2019-11-28,32,73.0,,0.73,23.36
2019-11-29,30,73.0,,0.73,21.9
2019-11-30,20,73.0,,0.73,14.6
2019-12-01,30,67.0,False,0.67,20.1
2019-12-02,100,67.0,,0.67,67.0
2019-12-03,98,67.0,,0.67,65.66000000000001
2019-12-04,94,67.0,,0.67,62.980000000000004
2019-12-05,88,67.0,,0.67,58.96
2019-12-06,61,67.0,,0.67,40.870000000000005
2019-12-07,31,67.0,,0.67,20.77
2019-12-08,25,67.0,,0.67,16.75
2019-12-09,61,67.0,,0.67,40.870000000000005
2019-12-10,78,67.0,,0.67,52.260000000000005
2019-12-11,81,67.0,,0.67,54.27
2019-12-12,77,67.0,,0.67,51.59
2019-12-13,45,67.0,,0.67,30.150000000000002
2019-12-14,50,67.0,,0.67,33.5
2019-12-15,16,67.0,,0.67,10.72
2019-12-16,77,67.0,,0.67,51.59
2019-12-17,94,67.0,,0.67,62.980000000000004
2019-12-18,80,67.0,,0.67,53.6
2019-12-19,87,67.0,,0.67,58.290000000000006
2019-12-20,77,67.0,,0.67,51.59
2019-12-21,26,67.0,,0.67,17.42
2019-12-22,26,67.0,,0.67,17.42
2019-12-23,59,67.0,,0.67,39.53
2019-12-24,35,67.0,,0.67,23.450000000000003
2019-12-25,25,67.0,,0.67,16.75
2019-12-26,56,67.0,,0.67,37.52
2019-12-27,58,67.0,,0.67,38.86
2019-12-28,31,67.0,,0.67,20.77
2019-12-29,15,67.0,,0.67,10.05
2019-12-30,61,67.0,,0.67,40.870000000000005
2019-12-31,68,67.0,,0.67,45.56
2020-01-01,36,89.0,False,0.89,32.04
2020-01-02,49,89.0,,0.89,43.61
2020-01-03,59,89.0,,0.89,52.51
2020-01-04,29,89.0,,0.89,25.81
2020-01-05,28,89.0,,0.89,24.92
2020-01-06,60,89.0,,0.89,53.4
2020-01-07,79,89.0,,0.89,70.31
2020-01-08,61,89.0,,0.89,54.29
2020-01-09,52,89.0,,0.89,46.28
2020-01-10,60,89.0,,0.89,53.4
2020-01-11,30,89.0,,0.89,26.7
2020-01-12,12,89.0,,0.89,10.68
2020-01-13,56,89.0,,0.89,49.84
2020-01-14,55,89.0,,0.89,48.95
2020-01-15,60,89.0,,0.89,53.4
2020-01-16,100,89.0,,0.89,89.0
2020-01-17,63,89.0,,0.89,56.07
2020-01-18,26,89.0,,0.89,23.14
2020-01-19,27,89.0,,0.89,24.03
2020-01-20,38,89.0,,0.89,33.82
2020-01-21,69,89.0,,0.89,61.410000000000004
2020-01-22,65,89.0,,0.89,57.85
2020-01-23,59,89.0,,0.89,52.51
2020-01-24,59,89.0,,0.89,52.51
2020-01-25,16,89.0,,0.89,14.24
2020-01-26,15,89.0,,0.89,13.35
2020-01-27,55,89.0,,0.89,48.95
2020-01-28,73,89.0,,0.89,64.97
2020-01-29,53,89.0,,0.89,47.17
2020-01-30,58,89.0,,0.89,51.62
2020-01-31,84,89.0,,0.89,74.76
2020-02-01,38,85.0,False,0.85,32.3
2020-02-02,25,85.0,,0.85,21.25
2020-02-03,61,85.0,,0.85,51.85
2020-02-04,53,85.0,,0.85,45.05
2020-02-05,53,85.0,,0.85,45.05
2020-02-06,100,85.0,,0.85,85.0
2020-02-07,55,85.0,,0.85,46.75
2020-02-08,31,85.0,,0.85,26.349999999999998
2020-02-09,36,85.0,,0.85,30.599999999999998
2020-02-10,59,85.0,,0.85,50.15
2020-02-11,54,85.0,,0.85,45.9
2020-02-12,61,85.0,,0.85,51.85
2020-02-13,56,85.0,,0.85,47.6
2020-02-14,50,85.0,,0.85,42.5
2020-02-15,21,85.0,,0.85,17.849999999999998
2020-02-16,29,85.0,,0.85,24.65
2020-02-17,37,85.0,,0.85,31.45
2020-02-18,61,85.0,,0.85,51.85
2020-02-19,67,85.0,,0.85,56.949999999999996
2020-02-20,72,85.0,,0.85,61.199999999999996
2020-02-21,54,85.0,,0.85,45.9
2020-02-22,33,85.0,,0.85,28.05
2020-02-23,14,85.0,,0.85,11.9
2020-02-24,58,85.0,,0.85,49.3
2020-02-25,82,85.0,,0.85,69.7
2020-02-26,48,85.0,,0.85,40.8
2020-02-27,79,85.0,,0.85,67.14999999999999
2020-02-28,73,85.0,,0.85,62.05
2020-02-29,20,85.0,,0.85,17.0
2020-03-01,31,84.0,False,0.84,26.04
2020-03-02,94,84.0,,0.84,78.96
2020-03-03,90,84.0,,0.84,75.6
2020-03-04,100,84.0,,0.84,84.0
2020-03-05,87,84.0,,0.84,73.08
2020-03-06,81,84.0,,0.84,68.03999999999999
2020-03-07,64,84.0,,0.84,53.76
2020-03-08,34,84.0,,0.84,28.56
2020-03-09,73,84.0,,0.84,61.32
2020-03-10,99,84.0,,0.84,83.16
2020-03-11,66,84.0,,0.84,55.44
2020-03-12,85,84.0,,0.84,71.39999999999999
2020-03-13,95,84.0,,0.84,79.8
2020-03-14,60,84.0,,0.84,50.4
2020-03-15,30,84.0,,0.84,25.2
2020-03-16,67,84.0,,0.84,56.28
2020-03-17,68,84.0,,0.84,57.12
2020-03-18,65,84.0,,0.84,54.6
2020-03-19,70,84.0,,0.84,58.8
2020-03-20,61,84.0,,0.84,51.239999999999995
2020-03-21,31,84.0,,0.84,26.04
2020-03-22,36,84.0,,0.84,30.24
2020-03-23,75,84.0,,0.84,63.0
2020-03-24,72,84.0,,0.84,60.48
2020-03-25,67,84.0,,0.84,56.28
2020-03-26,62,84.0,,0.84,52.08
2020-03-27,51,84.0,,0.84,42.839999999999996
2020-03-28,35,84.0,,0.84,29.4
2020-03-29,45,84.0,,0.84,37.8
2020-03-30,60,84.0,,0.84,50.4
2020-03-31,83,84.0,,0.84,69.72
2020-04-01,77,66.0,False,0.66,50.82
2020-04-02,72,66.0,,0.66,47.52
2020-04-03,45,66.0,,0.66,29.700000000000003
2020-04-04,36,66.0,,0.66,23.76
2020-04-05,30,66.0,,0.66,19.8
2020-04-06,67,66.0,,0.66,44.22
2020-04-07,80,66.0,,0.66,52.800000000000004
2020-04-08,76,66.0,,0.66,50.160000000000004
2020-04-09,67,66.0,,0.66,44.22
2020-04-10,78,66.0,,0.66,51.480000000000004
2020-04-11,30,66.0,,0.66,19.8
2020-04-12,22,66.0,,0.66,14.520000000000001
2020-04-13,58,66.0,,0.66,38.28
2020-04-14,70,66.0,,0.66,46.2
2020-04-15,69,66.0,,0.66,45.54
2020-04-16,100,66.0,,0.66,66.0
2020-04-17,56,66.0,,0.66,36.96
2020-04-18,34,66.0,,0.66,22.44
2020-04-19,32,66.0,,0.66,21.12
2020-04-20,47,66.0,,0.66,31.020000000000003
2020-04-21,51,66.0,,0.66,33.660000000000004
2020-04-22,63,66.0,,0.66,41.580000000000005
2020-04-23,70,66.0,,0.66,46.2
2020-04-24,76,66.0,,0.66,50.160000000000004
2020-04-25,28,66.0,,0.66,18.48
2020-04-26,31,66.0,,0.66,20.46
2020-04-27,72,66.0,,0.66,47.52
2020-04-28,78,66.0,,0.66,51.480000000000004
2020-04-29,63,66.0,,0.66,41.580000000000005
2020-04-30,65,66.0,,0.66,42.9
2020-05-01,100,56.0,False,0.56,56.00000000000001
2020-05-02,35,56.0,,0.56,19.6
2020-05-03,29,56.0,,0.56,16.240000000000002
2020-05-04,86,56.0,,0.56,48.160000000000004
2020-05-05,94,56.0,,0.56,52.64000000000001
2020-05-06,81,56.0,,0.56,45.36000000000001
2020-05-07,75,56.0,,0.56,42.00000000000001
2020-05-08,89,56.0,,0.56,49.84
2020-05-09,45,56.0,,0.56,25.200000000000003
2020-05-10,25,56.0,,0.56,14.000000000000002
2020-05-11,79,56.0,,0.56,44.24
2020-05-12,90,56.0,,0.56,50.400000000000006
2020-05-13,51,56.0,,0.56,28.560000000000002
2020-05-14,52,56.0,,0.56,29.120000000000005
2020-05-15,74,56.0,,0.56,41.440000000000005
2020-05-16,28,56.0,,0.56,15.680000000000001
2020-05-17,31,56.0,,0.56,17.360000000000003
2020-05-18,82,56.0,,0.56,45.92
2020-05-19,91,56.0,,0.56,50.96000000000001
2020-05-20,64,56.0,,0.56,35.84
2020-05-21,72,56.0,,0.56,40.32000000000001
2020-05-22,69,56.0,,0.56,38.64
2020-05-23,47,56.0,,0.56,26.320000000000004
2020-05-24,19,56.0,,0.56,10.64
2020-05-25,21,56.0,,0.56,11.760000000000002
2020-05-26,63,56.0,,0.56,35.28
2020-05-27,74,56.0,,0.56,41.440000000000005
2020-05-28,91,56.0,,0.56,50.96000000000001
2020-05-29,79,56.0,,0.56,44.24
2020-05-30,36,56.0,,0.56,20.160000000000004
2020-05-31,33,56.0,,0.56,18.48
2020-06-01,81,69.0,False,0.69,55.88999999999999
2020-06-02,76,69.0,,0.69,52.44
2020-06-03,57,69.0,,0.69,39.33
2020-06-04,67,69.0,,0.69,46.23
2020-06-05,94,69.0,,0.69,64.86
2020-06-06,49,69.0,,0.69,33.809999999999995
2020-06-07,22,69.0,,0.69,15.18
2020-06-08,75,69.0,,0.69,51.74999999999999
2020-06-09,74,69.0,,0.69,51.059999999999995
2020-06-10,81,69.0,,0.69,55.88999999999999
2020-06-11,59,69.0,,0.69,40.709999999999994
2020-06-12,58,69.0,,0.69,40.019999999999996
2020-06-13,30,69.0,,0.69,20.7
2020-06-14,27,69.0,,0.69,18.63
2020-06-15,59,69.0,,0.69,40.709999999999994
2020-06-16,78,69.0,,0.69,53.81999999999999
2020-06-17,67,69.0,,0.69,46.23
2020-06-18,100,69.0,,0.69,69.0
2020-06-19,61,69.0,,0.69,42.089999999999996
2020-06-20,33,69.0,,0.69,22.77
2020-06-21,28,69.0,,0.69,19.32
2020-06-22,72,69.0,,0.69,49.67999999999999
2020-06-23,81,69.0,,0.69,55.88999999999999
2020-06-24,69,69.0,,0.69,47.61
2020-06-25,60,69.0,,0.69,41.4
2020-06-26,52,69.0,,0.69,35.879999999999995
2020-06-27,36,69.0,,0.69,24.839999999999996
2020-06-28,11,69.0,,0.69,7.59
2020-06-29,63,69.0,,0.69,43.47
2020-06-30,63,69.0,,0.69,43.47
2020-07-01,46,73.0,False,0.73,33.58
2020-07-02,42,73.0,,0.73,30.66
2020-07-03,49,73.0,,0.73,35.769999999999996
2020-07-04,20,73.0,,0.73,14.6
2020-07-05,36,73.0,,0.73,26.28
2020-07-06,45,73.0,,0.73,32.85
2020-07-07,58,73.0,,0.73,42.339999999999996
2020-07-08,74,73.0,,0.73,54.019999999999996
2020-07-09,53,73.0,,0.73,38.69
2020-07-10,50,73.0,,0.73,36.5
2020-07-11,50,73.0,,0.73,36.5
2020-07-12,31,73.0,,0.73,22.63
2020-07-13,57,73.0,,0.73,41.61
2020-07-14,60,73.0,,0.73,43.8
2020-07-15,67,73.0,,0.73,48.91
2020-07-16,72,73.0,,0.73,52.56
2020-07-17,59,73.0,,0.73,43.07
2020-07-18,27,73.0,,0.73,19.71
2020-07-19,22,73.0,,0.73,16.06
2020-07-20,56,73.0,,0.73,40.879999999999995
2020-07-21,100,73.0,,0.73,73.0
2020-07-22,65,73.0,,0.73,47.449999999999996
2020-07-23,91,73.0,,0.73,66.42999999999999
2020-07-24,70,73.0,,0.73,51.1
2020-07-25,30,73.0,,0.73,21.9
2020-07-26,27,73.0,,0.73,19.71
2020-07-27,45,73.0,,0.73,32.85
2020-07-28,89,73.0,,0.73,64.97
2020-07-29,56,73.0,,0.73,40.879999999999995
2020-07-30,49,73.0,,0.73,35.769999999999996
2020-07-31,53,73.0,,0.73,38.69
2020-08-01,29,61.0,False,0.61,17.69
2020-08-02,29,61.0,,0.61,17.69
2020-08-03,94,61.0,,0.61,57.339999999999996
2020-08-04,78,61.0,,0.61,47.58
2020-08-05,100,61.0,,0.61,61.0
2020-08-06,66,61.0,,0.61,40.26
2020-08-07,80,61.0,,0.61,48.8
2020-08-08,40,61.0,,0.61,24.4
2020-08-09,23,61.0,,0.61,14.03
2020-08-10,96,61.0,,0.61,58.56
2020-08-11,93,61.0,,0.61,56.73
2020-08-12,84,61.0,,0.61,51.24
2020-08-13,56,61.0,,0.61,34.16
2020-08-14,75,61.0,,0.61,45.75
2020-08-15,52,61.0,,0.61,31.72
2020-08-16,45,61.0,,0.61,27.45
2020-08-17,59,61.0,,0.61,35.99
2020-08-18,63,61.0,,0.61,38.43
2020-08-19,77,61.0,,0.61,46.97
2020-08-20,72,61.0,,0.61,43.92
2020-08-21,53,61.0,,0.61,32.33
2020-08-22,20,61.0,,0.61,12.2
2020-08-23,36,61.0,,0.61,21.96
2020-08-24,83,61.0,,0.61,50.629999999999995
2020-08-25,96,61.0,,0.61,58.56
2020-08-26,40,61.0,,0.61,24.4
2020-08-27,86,61.0,,0.61,52.46
2020-08-28,47,61.0,,0.61,28.669999999999998
2020-08-29,53,61.0,,0.61,32.33
2020-08-30,32,61.0,,0.61,19.52
2020-08-31,69,61.0,,0.61,42.089999999999996
2020-09-01,75,58.0,False,0.58,43.5
2020-09-02,80,58.0,,0.58,46.4
2020-09-03,96,58.0,,0.58,55.67999999999999
2020-09-04,69,58.0,,0.58,40.019999999999996
2020-09-05,43,58.0,,0.58,24.939999999999998
2020-09-06,46,58.0,,0.58,26.68
2020-09-07,48,58.0,,0.58,27.839999999999996
2020-09-08,89,58.0,,0.58,51.62
2020-09-09,57,58.0,,0.58,33.059999999999995
2020-09-10,77,58.0,,0.58,44.66
2020-09-11,60,58.0,,0.58,34.8
2020-09-12,31,58.0,,0.58,17.98
2020-09-13,27,58.0,,0.58,15.659999999999998
2020-09-14,100,58.0,,0.58,57.99999999999999
2020-09-15,59,58.0,,0.58,34.22
2020-09-16,80,58.0,,0.58,46.4
2020-09-17,72,58.0,,0.58,41.76
2020-09-18,52,58.0,,0.58,30.159999999999997
2020-09-19,60,58.0,,0.58,34.8
2020-09-20,10,58.0,,0.58,5.8
2020-09-21,99,58.0,,0.58,57.419999999999995
2020-09-22,98,58.0,,0.58,56.839999999999996
2020-09-23,61,58.0,,0.58,35.379999999999995
2020-09-24,92,58.0,,0.58,53.36
2020-09-25,64,58.0,,0.58,37.12
2020-09-26,34,58.0,,0.58,19.72
2020-09-27,22,58.0,,0.58,12.76
2020-09-28,71,58.0,,0.58,41.18
2020-09-29,49,58.0,,0.58,28.419999999999998
2020-09-30,84,58.0,,0.58,48.72
2020-10-01,91,66.0,False,0.66,60.06
2020-10-02,55,66.0,,0.66,36.300000000000004
2020-10-03,37,66.0,,0.66,24.42
2020-10-04,31,66.0,,0.66,20.46
2020-10-05,57,66.0,,0.66,37.620000000000005
2020-10-06,93,66.0,,0.66,61.38
2020-10-07,66,66.0,,0.66,43.56
2020-10-08,80,66.0,,0.66,52.800000000000004
2020-10-09,69,66.0,,0.66,45.54
2020-10-10,40,66.0,,0.66,26.400000000000002
2020-10-11,20,66.0,,0.66,13.200000000000001
2020-10-12,52,66.0,,0.66,34.32
2020-10-13,94,66.0,,0.66,62.040000000000006
2020-10-14,77,66.0,,0.66,50.82
2020-10-15,85,66.0,,0.66,56.1
2020-10-16,84,66.0,,0.66,55.440000000000005
2020-10-17,34,66.0,,0.66,22.44
2020-10-18,23,66.0,,0.66,15.180000000000001
2020-10-19,100,66.0,,0.66,66.0
2020-10-20,66,66.0,,0.66,43.56
2020-10-21,63,66.0,,0.66,41.580000000000005
2020-10-22,83,66.0,,0.66,54.78
2020-10-23,74,66.0,,0.66,48.84
2020-10-24,13,66.0,,0.66,8.58
2020-10-25,36,66.0,,0.66,23.76
2020-10-26,46,66.0,,0.66,30.360000000000003
2020-10-27,71,66.0,,0.66,46.86
2020-10-28,88,66.0,,0.66,58.080000000000005
2020-10-29,55,66.0,,0.66,36.300000000000004
2020-10-30,61,66.0,,0.66,40.260000000000005
2020-10-31,14,66.0,,0.66,9.24
2020-11-01,43,52.0,False,0.52,22.36
2020-11-02,100,52.0,,0.52,52.0
2020-11-03,74,52.0,,0.52,38.480000000000004
2020-11-04,50,52.0,,0.52,26.0
2020-11-05,38,52.0,,0.52,19.76
2020-11-06,43,52.0,,0.52,22.36
2020-11-07,44,52.0,,0.52,22.880000000000003
2020-11-08,28,52.0,,0.52,14.56
2020-11-09,67,52.0,,0.52,34.84
2020-11-10,73,52.0,,0.52,37.96
2020-11-11,38,52.0,,0.52,19.76
2020-11-12,59,52.0,,0.52,30.68
2020-11-13,68,52.0,,0.52,35.36
2020-11-14,22,52.0,,0.52,11.440000000000001
2020-11-15,18,52.0,,0.52,9.36
2020-11-16,71,52.0,,0.52,36.92
2020-11-17,100,52.0,,0.52,52.0
2020-11-18,70,52.0,,0.52,36.4
2020-11-19,88,52.0,,0.52,45.760000000000005
2020-11-20,54,52.0,,0.52,28.080000000000002
2020-11-21,37,52.0,,0.52,19.240000000000002
2020-11-22,14,52.0,,0.52,7.28
2020-11-23,74,52.0,,0.52,38.480000000000004
2020-11-24,78,52.0,,0.52,40.56
2020-11-25,58,52.0,,0.52,30.16
2020-11-26,43,52.0,,0.52,22.36
2020-11-27,52,52.0,,0.52,27.04
2020-11-28,42,52.0,,0.52,21.84
2020-11-29,14,52.0,,0.52,7.28
2020-11-30,65,52.0,,0.52,33.800000000000004
2020-12-01,81,61.0,False,0.61,49.41
2020-12-02,61,61.0,,0.61,37.21
2020-12-03,77,61.0,,0.61,46.97
2020-12-04,39,61.0,,0.61,23.79
2020-12-05,37,61.0,,0.61,22.57
2020-12-06,31,61.0,,0.61,18.91
2020-12-07,69,61.0,,0.61,42.089999999999996
2020-12-08,79,61.0,,0.61,48.19
2020-12-09,68,61.0,,0.61,41.48
2020-12-10,100,61.0,,0.61,61.0
2020-12-11,45,61.0,,0.61,27.45
2020-12-12,28,61.0,,0.61,17.08
2020-12-13,23,61.0,,0.61,14.03
2020-12-14,59,61.0,,0.61,35.99
2020-12-15,52,61.0,,0.61,31.72
2020-12-16,84,61.0,,0.61,51.24
2020-12-17,54,61.0,,0.61,32.94
2020-12-18,57,61.0,,0.61,34.769999999999996
2020-12-19,30,61.0,,0.61,18.3
2020-12-20,45,61.0,,0.61,27.45
2020-12-21,48,61.0,,0.61,29.28
2020-12-22,44,61.0,,0.61,26.84
2020-12-23,73,61.0,,0.61,44.53
2020-12-24,55,61.0,,0.61,33.55
2020-12-25,16,61.0,,0.61,9.76
2020-12-26,22,61.0,,0.61,13.42
2020-12-27,17,61.0,,0.61,10.37
2020-12-28,56,61.0,,0.61,34.16
2020-12-29,56,61.0,,0.61,34.16
2020-12-30,56,61.0,,0.61,34.16
2020-12-31,35,61.0,,0.61,21.349999999999998
2021-01-01,25,70.0,False,0.7,17.5
2021-01-02,23,70.0,,0.7,16.099999999999998
2021-01-03,20,70.0,,0.7,14.0
2021-01-04,54,70.0,,0.7,37.8
2021-01-05,59,70.0,,0.7,41.3
2021-01-06,48,70.0,,0.7,33.599999999999994
2021-01-07,71,70.0,,0.7,49.699999999999996
2021-01-08,47,70.0,,0.7,32.9
2021-01-09,27,70.0,,0.7,18.9
2021-01-10,26,70.0,,0.7,18.2
2021-01-11,74,70.0,,0.7,51.8
2021-01-12,94,70.0,,0.7,65.8
2021-01-13,72,70.0,,0.7,50.4
2021-01-14,100,70.0,,0.7,70.0
2021-01-15,58,70.0,,0.7,40.599999999999994
2021-01-16,40,70.0,,0.7,28.0
2021-01-17,13,70.0,,0.7,9.1
2021-01-18,19,70.0,,0.7,13.299999999999999
2021-01-19,64,70.0,,0.7,44.8
2021-01-20,67,70.0,,0.7,46.9
2021-01-21,33,70.0,,0.7,23.099999999999998
2021-01-22,78,70.0,,0.7,54.599999999999994
2021-01-23,16,70.0,,0.7,11.2
2021-01-24,20,70.0,,0.7,14.0
2021-01-25,75,70.0,,0.7,52.5
2021-01-26,47,70.0,,0.7,32.9
2021-01-27,55,70.0,,0.7,38.5
2021-01-28,47,70.0,,0.7,32.9
2021-01-29,62,70.0,,0.7,43.4
2021-01-30,32,70.0,,0.7,22.4
2021-01-31,30,70.0,,0.7,21.0
2021-02-01,55,89.0,False,0.89,48.95
2021-02-02,42,89.0,,0.89,37.38
2021-02-03,62,89.0,,0.89,55.18
2021-02-04,64,89.0,,0.89,56.96
2021-02-05,50,89.0,,0.89,44.5
2021-02-06,21,89.0,,0.89,18.69
2021-02-07,13,89.0,,0.89,11.57
2021-02-08,35,89.0,,0.89,31.150000000000002
2021-02-09,48,89.0,,0.89,42.72
2021-02-10,46,89.0,,0.89,40.94
2021-02-11,100,89.0,,0.89,89.0
2021-02-12,89,89.0,,0.89,79.21000000000001
2021-02-13,26,89.0,,0.89,23.14
2021-02-14,23,89.0,,0.89,20.47
2021-02-15,36,89.0,,0.89,32.04
2021-02-16,40,89.0,,0.89,35.6
2021-02-17,45,89.0,,0.89,40.05
2021-02-18,40,89.0,,0.89,35.6
2021-02-19,36,89.0,,0.89,32.04
2021-02-20,15,89.0,,0.89,13.35
2021-02-21,17,89.0,,0.89,15.13
2021-02-22,48,89.0,,0.89,42.72
2021-02-23,42,89.0,,0.89,37.38
2021-02-24,43,89.0,,0.89,38.27
2021-02-25,46,89.0,,0.89,40.94
2021-02-26,47,89.0,,0.89,41.83
2021-02-27,29,89.0,,0.89,25.81
2021-02-28,18,89.0,,0.89,16.02
2021-03-01,90,67.0,False,0.67,60.300000000000004
2021-03-02,96,67.0,,0.67,64.32000000000001
2021-03-03,83,67.0,,0.67,55.61000000000001
2021-03-04,100,67.0,,0.67,67.0
2021-03-05,74,67.0,,0.67,49.580000000000005
2021-03-06,41,67.0,,0.67,27.470000000000002
2021-03-07,34,67.0,,0.67,22.78
2021-03-08,73,67.0,,0.67,48.910000000000004
2021-03-09,96,67.0,,0.67,64.32000000000001
2021-03-10,56,67.0,,0.67,37.52
2021-03-11,91,67.0,,0.67,60.970000000000006
2021-03-12,61,67.0,,0.67,40.870000000000005
2021-03-13,45,67.0,,0.67,30.150000000000002
2021-03-14,16,67.0,,0.67,10.72
2021-03-15,96,67.0,,0.67,64.32000000000001
2021-03-16,89,67.0,,0.67,59.63
2021-03-17,100,67.0,,0.67,67.0
2021-03-18,91,67.0,,0.67,60.970000000000006
2021-03-19,72,67.0,,0.67,48.24
2021-03-20,40,67.0,,0.67,26.8
2021-03-21,24,67.0,,0.67,16.080000000000002
2021-03-22,63,67.0,,0.67,42.21
2021-03-23,74,67.0,,0.67,49.580000000000005
2021-03-24,90,67.0,,0.67,60.300000000000004
2021-03-25,48,67.0,,0.67,32.160000000000004
2021-03-26,46,67.0,,0.67,30.82
2021-03-27,31,67.0,,0.67,20.77
2021-03-28,27,67.0,,0.67,18.09
2021-03-29,70,67.0,,0.67,46.900000000000006
2021-03-30,49,67.0,,0.67,32.830000000000005
2021-03-31,67,67.0,,0.67,44.89
2021-04-01,72,68.0,False,0.68,48.96
2021-04-02,44,68.0,,0.68,29.92
2021-04-03,41,68.0,,0.68,27.880000000000003
2021-04-04,14,68.0,,0.68,9.520000000000001
2021-04-05,68,68.0,,0.68,46.24
2021-04-06,91,68.0,,0.68,61.88
2021-04-07,53,68.0,,0.68,36.04
2021-04-08,99,68.0,,0.68,67.32000000000001
2021-04-09,56,68.0,,0.68,38.080000000000005
2021-04-10,20,68.0,,0.68,13.600000000000001
2021-04-11,23,68.0,,0.68,15.64
2021-04-12,74,68.0,,0.68,50.32
2021-04-13,74,68.0,,0.68,50.32
2021-04-14,84,68.0,,0.68,57.120000000000005
2021-04-15,77,68.0,,0.68,52.36000000000001
2021-04-16,99,68.0,,0.68,67.32000000000001
2021-04-17,54,68.0,,0.68,36.720000000000006
2021-04-18,44,68.0,,0.68,29.92
2021-04-19,88,68.0,,0.68,59.84
2021-04-20,90,68.0,,0.68,61.2
2021-04-21,96,68.0,,0.68,65.28
2021-04-22,63,68.0,,0.68,42.84
2021-04-23,67,68.0,,0.68,45.56
2021-04-24,44,68.0,,0.68,29.92
2021-04-25,37,68.0,,0.68,25.16
