date,FREE_unscaled,FREE_monthly,isPartial,scale,FREE
2018-01-01,88,85.0,False,0.85,74.8
2018-01-02,91,85.0,,0.85,77.35
2018-01-03,90,85.0,,0.85,76.5
2018-01-04,89,85.0,,0.85,75.64999999999999
2018-01-05,87,85.0,,0.85,73.95
2018-01-06,96,85.0,,0.85,81.6
2018-01-07,95,85.0,,0.85,80.75
2018-01-08,87,85.0,,0.85,73.95
2018-01-09,85,85.0,,0.85,72.25
2018-01-10,89,85.0,,0.85,75.64999999999999
2018-01-11,84,85.0,,0.85,71.39999999999999
2018-01-12,84,85.0,,0.85,71.39999999999999
2018-01-13,96,85.0,,0.85,81.6
2018-01-14,94,85.0,,0.85,79.89999999999999
2018-01-15,90,85.0,,0.85,76.5
2018-01-16,86,85.0,,0.85,73.1
2018-01-17,84,85.0,,0.85,71.39999999999999
2018-01-18,85,85.0,,0.85,72.25
2018-01-19,84,85.0,,0.85,71.39999999999999
2018-01-20,91,85.0,,0.85,77.35
2018-01-21,93,85.0,,0.85,79.05
2018-01-22,86,85.0,,0.85,73.1
2018-01-23,86,85.0,,0.85,73.1
2018-01-24,85,85.0,,0.85,72.25
2018-01-25,85,85.0,,0.85,72.25
2018-01-26,84,85.0,,0.85,71.39999999999999
2018-01-27,96,85.0,,0.85,81.6
2018-01-28,100,85.0,,0.85,85.0
2018-01-29,88,85.0,,0.85,74.8
2018-01-30,85,85.0,,0.85,72.25
2018-01-31,84,85.0,,0.85,71.39999999999999
2018-02-01,87,86.0,False,0.86,74.82
2018-02-02,83,86.0,,0.86,71.38
2018-02-03,98,86.0,,0.86,84.28
2018-02-04,99,86.0,,0.86,85.14
2018-02-05,88,86.0,,0.86,75.67999999999999
2018-02-06,91,86.0,,0.86,78.26
2018-02-07,87,86.0,,0.86,74.82
2018-02-08,89,86.0,,0.86,76.53999999999999
2018-02-09,85,86.0,,0.86,73.1
2018-02-10,97,86.0,,0.86,83.42
2018-02-11,100,86.0,,0.86,86.0
2018-02-12,87,86.0,,0.86,74.82
2018-02-13,88,86.0,,0.86,75.67999999999999
2018-02-14,86,86.0,,0.86,73.96
2018-02-15,84,86.0,,0.86,72.24
2018-02-16,84,86.0,,0.86,72.24
2018-02-17,96,86.0,,0.86,82.56
2018-02-18,94,86.0,,0.86,80.84
2018-02-19,92,86.0,,0.86,79.12
2018-02-20,88,86.0,,0.86,75.67999999999999
2018-02-21,86,86.0,,0.86,73.96
2018-02-22,84,86.0,,0.86,72.24
2018-02-23,87,86.0,,0.86,74.82
2018-02-24,92,86.0,,0.86,79.12
2018-02-25,97,86.0,,0.86,83.42
2018-02-26,83,86.0,,0.86,71.38
2018-02-27,90,86.0,,0.86,77.4
2018-02-28,85,86.0,,0.86,73.1
2018-03-01,91,81.0,False,0.81,73.71000000000001
2018-03-02,85,81.0,,0.81,68.85000000000001
2018-03-03,98,81.0,,0.81,79.38000000000001
2018-03-04,100,81.0,,0.81,81.0
2018-03-05,88,81.0,,0.81,71.28
2018-03-06,96,81.0,,0.81,77.76
2018-03-07,90,81.0,,0.81,72.9
2018-03-08,88,81.0,,0.81,71.28
2018-03-09,92,81.0,,0.81,74.52000000000001
2018-03-10,97,81.0,,0.81,78.57000000000001
2018-03-11,98,81.0,,0.81,79.38000000000001
2018-03-12,93,81.0,,0.81,75.33
2018-03-13,96,81.0,,0.81,77.76
2018-03-14,99,81.0,,0.81,80.19000000000001
2018-03-15,93,81.0,,0.81,75.33
2018-03-16,89,81.0,,0.81,72.09
2018-03-17,99,81.0,,0.81,80.19000000000001
2018-03-18,99,81.0,,0.81,80.19000000000001
2018-03-19,89,81.0,,0.81,72.09
2018-03-20,93,81.0,,0.81,75.33
2018-03-21,93,81.0,,0.81,75.33
2018-03-22,89,81.0,,0.81,72.09
2018-03-23,89,81.0,,0.81,72.09
2018-03-24,96,81.0,,0.81,77.76
2018-03-25,100,81.0,,0.81,81.0
2018-03-26,94,81.0,,0.81,76.14
2018-03-27,92,81.0,,0.81,74.52000000000001
2018-03-28,89,81.0,,0.81,72.09
2018-03-29,92,81.0,,0.81,74.52000000000001
2018-03-30,90,81.0,,0.81,72.9
2018-03-31,99,81.0,,0.81,80.19000000000001
2018-04-01,94,80.0,False,0.8,75.2
2018-04-02,98,80.0,,0.8,78.4
2018-04-03,86,80.0,,0.8,68.8
2018-04-04,91,80.0,,0.8,72.8
2018-04-05,89,80.0,,0.8,71.2
2018-04-06,86,80.0,,0.8,68.8
2018-04-07,94,80.0,,0.8,75.2
2018-04-08,100,80.0,,0.8,80.0
2018-04-09,87,80.0,,0.8,69.60000000000001
2018-04-10,89,80.0,,0.8,71.2
2018-04-11,85,80.0,,0.8,68.0
2018-04-12,86,80.0,,0.8,68.8
2018-04-13,84,80.0,,0.8,67.2
2018-04-14,93,80.0,,0.8,74.4
2018-04-15,98,80.0,,0.8,78.4
2018-04-16,90,80.0,,0.8,72.0
2018-04-17,90,80.0,,0.8,72.0
2018-04-18,87,80.0,,0.8,69.60000000000001
2018-04-19,85,80.0,,0.8,68.0
2018-04-20,83,80.0,,0.8,66.4
2018-04-21,91,80.0,,0.8,72.8
2018-04-22,93,80.0,,0.8,74.4
2018-04-23,86,80.0,,0.8,68.8
2018-04-24,85,80.0,,0.8,68.0
2018-04-25,84,80.0,,0.8,67.2
2018-04-26,85,80.0,,0.8,68.0
2018-04-27,82,80.0,,0.8,65.60000000000001
2018-04-28,90,80.0,,0.8,72.0
2018-04-29,100,80.0,,0.8,80.0
2018-04-30,89,80.0,,0.8,71.2
2018-05-01,89,79.0,False,0.79,70.31
2018-05-02,86,79.0,,0.79,67.94
2018-05-03,87,79.0,,0.79,68.73
2018-05-04,87,79.0,,0.79,68.73
2018-05-05,100,79.0,,0.79,79.0
2018-05-06,97,79.0,,0.79,76.63000000000001
2018-05-07,83,79.0,,0.79,65.57000000000001
2018-05-08,85,79.0,,0.79,67.15
2018-05-09,87,79.0,,0.79,68.73
2018-05-10,87,79.0,,0.79,68.73
2018-05-11,88,79.0,,0.79,69.52000000000001
2018-05-12,92,79.0,,0.79,72.68
2018-05-13,100,79.0,,0.79,79.0
2018-05-14,85,79.0,,0.79,67.15
2018-05-15,86,79.0,,0.79,67.94
2018-05-16,83,79.0,,0.79,65.57000000000001
2018-05-17,86,79.0,,0.79,67.94
2018-05-18,83,79.0,,0.79,65.57000000000001
2018-05-19,90,79.0,,0.79,71.10000000000001
2018-05-20,94,79.0,,0.79,74.26
2018-05-21,85,79.0,,0.79,67.15
2018-05-22,84,79.0,,0.79,66.36
2018-05-23,84,79.0,,0.79,66.36
2018-05-24,85,79.0,,0.79,67.15
2018-05-25,85,79.0,,0.79,67.15
2018-05-26,89,79.0,,0.79,70.31
2018-05-27,98,79.0,,0.79,77.42
2018-05-28,99,79.0,,0.79,78.21000000000001
2018-05-29,88,79.0,,0.79,69.52000000000001
2018-05-30,89,79.0,,0.79,70.31
2018-05-31,85,79.0,,0.79,67.15
2018-06-01,93,80.0,False,0.8,74.4
2018-06-02,95,80.0,,0.8,76.0
2018-06-03,100,80.0,,0.8,80.0
2018-06-04,90,80.0,,0.8,72.0
2018-06-05,87,80.0,,0.8,69.60000000000001
2018-06-06,92,80.0,,0.8,73.60000000000001
2018-06-07,89,80.0,,0.8,71.2
2018-06-08,88,80.0,,0.8,70.4
2018-06-09,97,80.0,,0.8,77.60000000000001
2018-06-10,97,80.0,,0.8,77.60000000000001
2018-06-11,95,80.0,,0.8,76.0
2018-06-12,94,80.0,,0.8,75.2
2018-06-13,92,80.0,,0.8,73.60000000000001
2018-06-14,92,80.0,,0.8,73.60000000000001
2018-06-15,91,80.0,,0.8,72.8
2018-06-16,90,80.0,,0.8,72.0
2018-06-17,97,80.0,,0.8,77.60000000000001
2018-06-18,90,80.0,,0.8,72.0
2018-06-19,89,80.0,,0.8,71.2
2018-06-20,91,80.0,,0.8,72.8
2018-06-21,89,80.0,,0.8,71.2
2018-06-22,94,80.0,,0.8,75.2
2018-06-23,91,80.0,,0.8,72.8
2018-06-24,96,80.0,,0.8,76.80000000000001
2018-06-25,91,80.0,,0.8,72.8
2018-06-26,90,80.0,,0.8,72.0
2018-06-27,89,80.0,,0.8,71.2
2018-06-28,93,80.0,,0.8,74.4
2018-06-29,93,80.0,,0.8,74.4
2018-06-30,98,80.0,,0.8,78.4
2018-07-01,100,83.0,False,0.83,83.0
2018-07-02,98,83.0,,0.83,81.33999999999999
2018-07-03,91,83.0,,0.83,75.53
2018-07-04,91,83.0,,0.83,75.53
2018-07-05,87,83.0,,0.83,72.21
2018-07-06,86,83.0,,0.83,71.38
2018-07-07,89,83.0,,0.83,73.86999999999999
2018-07-08,91,83.0,,0.83,75.53
2018-07-09,83,83.0,,0.83,68.89
2018-07-10,85,83.0,,0.83,70.55
2018-07-11,91,83.0,,0.83,75.53
2018-07-12,84,83.0,,0.83,69.72
2018-07-13,86,83.0,,0.83,71.38
2018-07-14,86,83.0,,0.83,71.38
2018-07-15,92,83.0,,0.83,76.36
2018-07-16,85,83.0,,0.83,70.55
2018-07-17,85,83.0,,0.83,70.55
2018-07-18,83,83.0,,0.83,68.89
2018-07-19,86,83.0,,0.83,71.38
2018-07-20,84,83.0,,0.83,69.72
2018-07-21,88,83.0,,0.83,73.03999999999999
2018-07-22,90,83.0,,0.83,74.7
2018-07-23,87,83.0,,0.83,72.21
2018-07-24,85,83.0,,0.83,70.55
2018-07-25,82,83.0,,0.83,68.06
2018-07-26,87,83.0,,0.83,72.21
2018-07-27,84,83.0,,0.83,69.72
2018-07-28,87,83.0,,0.83,72.21
2018-07-29,94,83.0,,0.83,78.02
2018-07-30,88,83.0,,0.83,73.03999999999999
2018-07-31,82,83.0,,0.83,68.06
2018-08-01,92,78.0,False,0.78,71.76
2018-08-02,92,78.0,,0.78,71.76
2018-08-03,94,78.0,,0.78,73.32000000000001
2018-08-04,100,78.0,,0.78,78.0
2018-08-05,99,78.0,,0.78,77.22
2018-08-06,93,78.0,,0.78,72.54
2018-08-07,90,78.0,,0.78,70.2
2018-08-08,88,78.0,,0.78,68.64
2018-08-09,90,78.0,,0.78,70.2
2018-08-10,89,78.0,,0.78,69.42
2018-08-11,95,78.0,,0.78,74.10000000000001
2018-08-12,95,78.0,,0.78,74.10000000000001
2018-08-13,86,78.0,,0.78,67.08
2018-08-14,89,78.0,,0.78,69.42
2018-08-15,87,78.0,,0.78,67.86
2018-08-16,87,78.0,,0.78,67.86
2018-08-17,87,78.0,,0.78,67.86
2018-08-18,95,78.0,,0.78,74.10000000000001
2018-08-19,95,78.0,,0.78,74.10000000000001
2018-08-20,88,78.0,,0.78,68.64
2018-08-21,86,78.0,,0.78,67.08
2018-08-22,82,78.0,,0.78,63.96
2018-08-23,85,78.0,,0.78,66.3
2018-08-24,85,78.0,,0.78,66.3
2018-08-25,95,78.0,,0.78,74.10000000000001
2018-08-26,95,78.0,,0.78,74.10000000000001
2018-08-27,86,78.0,,0.78,67.08
2018-08-28,87,78.0,,0.78,67.86
2018-08-29,87,78.0,,0.78,67.86
2018-08-30,86,78.0,,0.78,67.08
2018-08-31,84,78.0,,0.78,65.52
2018-09-01,86,78.0,False,0.78,67.08
2018-09-02,89,78.0,,0.78,69.42
2018-09-03,92,78.0,,0.78,71.76
2018-09-04,82,78.0,,0.78,63.96
2018-09-05,82,78.0,,0.78,63.96
2018-09-06,81,78.0,,0.78,63.18
2018-09-07,78,78.0,,0.78,60.84
2018-09-08,88,78.0,,0.78,68.64
2018-09-09,95,78.0,,0.78,74.10000000000001
2018-09-10,82,78.0,,0.78,63.96
2018-09-11,80,78.0,,0.78,62.400000000000006
2018-09-12,81,78.0,,0.78,63.18
2018-09-13,77,78.0,,0.78,60.06
2018-09-14,80,78.0,,0.78,62.400000000000006
2018-09-15,90,78.0,,0.78,70.2
2018-09-16,100,78.0,,0.78,78.0
2018-09-17,81,78.0,,0.78,63.18
2018-09-18,83,78.0,,0.78,64.74000000000001
2018-09-19,83,78.0,,0.78,64.74000000000001
2018-09-20,82,78.0,,0.78,63.96
2018-09-21,82,78.0,,0.78,63.96
2018-09-22,89,78.0,,0.78,69.42
2018-09-23,93,78.0,,0.78,72.54
2018-09-24,81,78.0,,0.78,63.18
2018-09-25,82,78.0,,0.78,63.96
2018-09-26,82,78.0,,0.78,63.96
2018-09-27,82,78.0,,0.78,63.96
2018-09-28,79,78.0,,0.78,61.620000000000005
2018-09-29,89,78.0,,0.78,69.42
2018-09-30,94,78.0,,0.78,73.32000000000001
2018-10-01,84,75.0,False,0.75,63.0
2018-10-02,84,75.0,,0.75,63.0
2018-10-03,79,75.0,,0.75,59.25
2018-10-04,85,75.0,,0.75,63.75
2018-10-05,83,75.0,,0.75,62.25
2018-10-06,91,75.0,,0.75,68.25
2018-10-07,100,75.0,,0.75,75.0
2018-10-08,86,75.0,,0.75,64.5
2018-10-09,84,75.0,,0.75,63.0
2018-10-10,81,75.0,,0.75,60.75
2018-10-11,80,75.0,,0.75,60.0
2018-10-12,85,75.0,,0.75,63.75
2018-10-13,91,75.0,,0.75,68.25
2018-10-14,90,75.0,,0.75,67.5
2018-10-15,82,75.0,,0.75,61.5
2018-10-16,82,75.0,,0.75,61.5
2018-10-17,80,75.0,,0.75,60.0
2018-10-18,80,75.0,,0.75,60.0
2018-10-19,82,75.0,,0.75,61.5
2018-10-20,87,75.0,,0.75,65.25
2018-10-21,91,75.0,,0.75,68.25
2018-10-22,80,75.0,,0.75,60.0
2018-10-23,81,75.0,,0.75,60.75
2018-10-24,80,75.0,,0.75,60.0
2018-10-25,80,75.0,,0.75,60.0
2018-10-26,82,75.0,,0.75,61.5
2018-10-27,87,75.0,,0.75,65.25
2018-10-28,91,75.0,,0.75,68.25
2018-10-29,82,75.0,,0.75,61.5
2018-10-30,82,75.0,,0.75,61.5
2018-10-31,82,75.0,,0.75,61.5
2018-11-01,80,75.0,False,0.75,60.0
2018-11-02,81,75.0,,0.75,60.75
2018-11-03,86,75.0,,0.75,64.5
2018-11-04,88,75.0,,0.75,66.0
2018-11-05,80,75.0,,0.75,60.0
2018-11-06,80,75.0,,0.75,60.0
2018-11-07,73,75.0,,0.75,54.75
2018-11-08,75,75.0,,0.75,56.25
2018-11-09,80,75.0,,0.75,60.0
2018-11-10,85,75.0,,0.75,63.75
2018-11-11,100,75.0,,0.75,75.0
2018-11-12,88,75.0,,0.75,66.0
2018-11-13,78,75.0,,0.75,58.5
2018-11-14,76,75.0,,0.75,57.0
2018-11-15,76,75.0,,0.75,57.0
2018-11-16,75,75.0,,0.75,56.25
2018-11-17,83,75.0,,0.75,62.25
2018-11-18,85,75.0,,0.75,63.75
2018-11-19,80,75.0,,0.75,60.0
2018-11-20,78,75.0,,0.75,58.5
2018-11-21,78,75.0,,0.75,58.5
2018-11-22,76,75.0,,0.75,57.0
2018-11-23,77,75.0,,0.75,57.75
2018-11-24,84,75.0,,0.75,63.0
2018-11-25,85,75.0,,0.75,63.75
2018-11-26,78,75.0,,0.75,58.5
2018-11-27,76,75.0,,0.75,57.0
2018-11-28,78,75.0,,0.75,58.5
2018-11-29,77,75.0,,0.75,57.75
2018-11-30,81,75.0,,0.75,60.75
2018-12-01,95,75.0,False,0.75,71.25
2018-12-02,97,75.0,,0.75,72.75
2018-12-03,90,75.0,,0.75,67.5
2018-12-04,88,75.0,,0.75,66.0
2018-12-05,87,75.0,,0.75,65.25
2018-12-06,88,75.0,,0.75,66.0
2018-12-07,85,75.0,,0.75,63.75
2018-12-08,92,75.0,,0.75,69.0
2018-12-09,95,75.0,,0.75,71.25
2018-12-10,87,75.0,,0.75,65.25
2018-12-11,87,75.0,,0.75,65.25
2018-12-12,86,75.0,,0.75,64.5
2018-12-13,87,75.0,,0.75,65.25
2018-12-14,88,75.0,,0.75,66.0
2018-12-15,95,75.0,,0.75,71.25
2018-12-16,96,75.0,,0.75,72.0
2018-12-17,90,75.0,,0.75,67.5
2018-12-18,89,75.0,,0.75,66.75
2018-12-19,90,75.0,,0.75,67.5
2018-12-20,91,75.0,,0.75,68.25
2018-12-21,91,75.0,,0.75,68.25
2018-12-22,92,75.0,,0.75,69.0
2018-12-23,90,75.0,,0.75,67.5
2018-12-24,88,75.0,,0.75,66.0
2018-12-25,89,75.0,,0.75,66.75
2018-12-26,90,75.0,,0.75,67.5
2018-12-27,88,75.0,,0.75,66.0
2018-12-28,92,75.0,,0.75,69.0
2018-12-29,94,75.0,,0.75,70.5
2018-12-30,100,75.0,,0.75,75.0
2018-12-31,91,75.0,,0.75,68.25
2019-01-01,94,75.0,False,0.75,70.5
2019-01-02,89,75.0,,0.75,66.75
2019-01-03,88,75.0,,0.75,66.0
2019-01-04,89,75.0,,0.75,66.75
2019-01-05,92,75.0,,0.75,69.0
2019-01-06,94,75.0,,0.75,70.5
2019-01-07,87,75.0,,0.75,65.25
2019-01-08,85,75.0,,0.75,63.75
2019-01-09,87,75.0,,0.75,65.25
2019-01-10,83,75.0,,0.75,62.25
2019-01-11,85,75.0,,0.75,63.75
2019-01-12,94,75.0,,0.75,70.5
2019-01-13,94,75.0,,0.75,70.5
2019-01-14,87,75.0,,0.75,65.25
2019-01-15,85,75.0,,0.75,63.75
2019-01-16,89,75.0,,0.75,66.75
2019-01-17,87,75.0,,0.75,65.25
2019-01-18,85,75.0,,0.75,63.75
2019-01-19,99,75.0,,0.75,74.25
2019-01-20,100,75.0,,0.75,75.0
2019-01-21,89,75.0,,0.75,66.75
2019-01-22,88,75.0,,0.75,66.0
2019-01-23,84,75.0,,0.75,63.0
2019-01-24,89,75.0,,0.75,66.75
2019-01-25,85,75.0,,0.75,63.75
2019-01-26,93,75.0,,0.75,69.75
2019-01-27,96,75.0,,0.75,72.0
2019-01-28,85,75.0,,0.75,63.75
2019-01-29,84,75.0,,0.75,63.0
2019-01-30,87,75.0,,0.75,65.25
2019-01-31,87,75.0,,0.75,65.25
2019-02-01,87,76.0,False,0.76,66.12
2019-02-02,98,76.0,,0.76,74.48
2019-02-03,100,76.0,,0.76,76.0
2019-02-04,87,76.0,,0.76,66.12
2019-02-05,90,76.0,,0.76,68.4
2019-02-06,84,76.0,,0.76,63.84
2019-02-07,89,76.0,,0.76,67.64
2019-02-08,88,76.0,,0.76,66.88
2019-02-09,93,76.0,,0.76,70.68
2019-02-10,98,76.0,,0.76,74.48
2019-02-11,86,76.0,,0.76,65.36
2019-02-12,85,76.0,,0.76,64.6
2019-02-13,83,76.0,,0.76,63.08
2019-02-14,86,76.0,,0.76,65.36
2019-02-15,83,76.0,,0.76,63.08
2019-02-16,92,76.0,,0.76,69.92
2019-02-17,96,76.0,,0.76,72.96000000000001
2019-02-18,89,76.0,,0.76,67.64
2019-02-19,83,76.0,,0.76,63.08
2019-02-20,84,76.0,,0.76,63.84
2019-02-21,83,76.0,,0.76,63.08
2019-02-22,81,76.0,,0.76,61.56
2019-02-23,89,76.0,,0.76,67.64
2019-02-24,92,76.0,,0.76,69.92
2019-02-25,89,76.0,,0.76,67.64
2019-02-26,84,76.0,,0.76,63.84
2019-02-27,84,76.0,,0.76,63.84
2019-02-28,82,76.0,,0.76,62.32
2019-03-01,80,79.0,False,0.79,63.2
2019-03-02,89,79.0,,0.79,70.31
2019-03-03,96,79.0,,0.79,75.84
2019-03-04,87,79.0,,0.79,68.73
2019-03-05,85,79.0,,0.79,67.15
2019-03-06,84,79.0,,0.79,66.36
2019-03-07,83,79.0,,0.79,65.57000000000001
2019-03-08,83,79.0,,0.79,65.57000000000001
2019-03-09,88,79.0,,0.79,69.52000000000001
2019-03-10,90,79.0,,0.79,71.10000000000001
2019-03-11,91,79.0,,0.79,71.89
2019-03-12,100,79.0,,0.79,79.0
2019-03-13,92,79.0,,0.79,72.68
2019-03-14,89,79.0,,0.79,70.31
2019-03-15,83,79.0,,0.79,65.57000000000001
2019-03-16,89,79.0,,0.79,70.31
2019-03-17,93,79.0,,0.79,73.47
2019-03-18,85,79.0,,0.79,67.15
2019-03-19,84,79.0,,0.79,66.36
2019-03-20,91,79.0,,0.79,71.89
2019-03-21,82,79.0,,0.79,64.78
2019-03-22,83,79.0,,0.79,65.57000000000001
2019-03-23,87,79.0,,0.79,68.73
2019-03-24,89,79.0,,0.79,70.31
2019-03-25,84,79.0,,0.79,66.36
2019-03-26,84,79.0,,0.79,66.36
2019-03-27,83,79.0,,0.79,65.57000000000001
2019-03-28,87,79.0,,0.79,68.73
2019-03-29,79,79.0,,0.79,62.410000000000004
2019-03-30,90,79.0,,0.79,71.10000000000001
2019-03-31,91,79.0,,0.79,71.89
2019-04-01,89,74.0,False,0.74,65.86
2019-04-02,88,74.0,,0.74,65.12
2019-04-03,87,74.0,,0.74,64.38
2019-04-04,86,74.0,,0.74,63.64
2019-04-05,91,74.0,,0.74,67.34
2019-04-06,94,74.0,,0.74,69.56
2019-04-07,97,74.0,,0.74,71.78
2019-04-08,88,74.0,,0.74,65.12
2019-04-09,87,74.0,,0.74,64.38
2019-04-10,89,74.0,,0.74,65.86
2019-04-11,89,74.0,,0.74,65.86
2019-04-12,89,74.0,,0.74,65.86
2019-04-13,95,74.0,,0.74,70.3
2019-04-14,100,74.0,,0.74,74.0
2019-04-15,94,74.0,,0.74,69.56
2019-04-16,87,74.0,,0.74,64.38
2019-04-17,88,74.0,,0.74,65.12
2019-04-18,89,74.0,,0.74,65.86
2019-04-19,88,74.0,,0.74,65.12
2019-04-20,90,74.0,,0.74,66.6
2019-04-21,93,74.0,,0.74,68.82
2019-04-22,86,74.0,,0.74,63.64
2019-04-23,87,74.0,,0.74,64.38
2019-04-24,88,74.0,,0.74,65.12
2019-04-25,86,74.0,,0.74,63.64
2019-04-26,88,74.0,,0.74,65.12
2019-04-27,92,74.0,,0.74,68.08
2019-04-28,100,74.0,,0.74,74.0
2019-04-29,92,74.0,,0.74,68.08
2019-04-30,95,74.0,,0.74,70.3
2019-05-01,92,75.0,False,0.75,69.0
2019-05-02,87,75.0,,0.75,65.25
2019-05-03,86,75.0,,0.75,64.5
2019-05-04,96,75.0,,0.75,72.0
2019-05-05,94,75.0,,0.75,70.5
2019-05-06,90,75.0,,0.75,67.5
2019-05-07,87,75.0,,0.75,65.25
2019-05-08,88,75.0,,0.75,66.0
2019-05-09,86,75.0,,0.75,64.5
2019-05-10,87,75.0,,0.75,65.25
2019-05-11,93,75.0,,0.75,69.75
2019-05-12,99,75.0,,0.75,74.25
2019-05-13,89,75.0,,0.75,66.75
2019-05-14,88,75.0,,0.75,66.0
2019-05-15,88,75.0,,0.75,66.0
2019-05-16,93,75.0,,0.75,69.75
2019-05-17,87,75.0,,0.75,65.25
2019-05-18,92,75.0,,0.75,69.0
2019-05-19,98,75.0,,0.75,73.5
2019-05-20,89,75.0,,0.75,66.75
2019-05-21,87,75.0,,0.75,65.25
2019-05-22,90,75.0,,0.75,67.5
2019-05-23,89,75.0,,0.75,66.75
2019-05-24,88,75.0,,0.75,66.0
2019-05-25,92,75.0,,0.75,69.0
2019-05-26,98,75.0,,0.75,73.5
2019-05-27,100,75.0,,0.75,75.0
2019-05-28,90,75.0,,0.75,67.5
2019-05-29,92,75.0,,0.75,69.0
2019-05-30,88,75.0,,0.75,66.0
2019-05-31,89,75.0,,0.75,66.75
2019-06-01,82,76.0,False,0.76,62.32
2019-06-02,87,76.0,,0.76,66.12
2019-06-03,79,76.0,,0.76,60.04
2019-06-04,78,76.0,,0.76,59.28
2019-06-05,77,76.0,,0.76,58.52
2019-06-06,81,76.0,,0.76,61.56
2019-06-07,82,76.0,,0.76,62.32
2019-06-08,85,76.0,,0.76,64.6
2019-06-09,84,76.0,,0.76,63.84
2019-06-10,80,76.0,,0.76,60.8
2019-06-11,79,76.0,,0.76,60.04
2019-06-12,78,76.0,,0.76,59.28
2019-06-13,81,76.0,,0.76,61.56
2019-06-14,84,76.0,,0.76,63.84
2019-06-15,86,76.0,,0.76,65.36
2019-06-16,90,76.0,,0.76,68.4
2019-06-17,83,76.0,,0.76,63.08
2019-06-18,85,76.0,,0.76,64.6
2019-06-19,82,76.0,,0.76,62.32
2019-06-20,81,76.0,,0.76,61.56
2019-06-21,84,76.0,,0.76,63.84
2019-06-22,85,76.0,,0.76,64.6
2019-06-23,86,76.0,,0.76,65.36
2019-06-24,84,76.0,,0.76,63.84
2019-06-25,80,76.0,,0.76,60.8
2019-06-26,82,76.0,,0.76,62.32
2019-06-27,84,76.0,,0.76,63.84
2019-06-28,82,76.0,,0.76,62.32
2019-06-29,89,76.0,,0.76,67.64
2019-06-30,100,76.0,,0.76,76.0
2019-07-01,100,77.0,False,0.77,77.0
2019-07-02,84,77.0,,0.77,64.68
2019-07-03,82,77.0,,0.77,63.14
2019-07-04,83,77.0,,0.77,63.910000000000004
2019-07-05,76,77.0,,0.77,58.52
2019-07-06,88,77.0,,0.77,67.76
2019-07-07,82,77.0,,0.77,63.14
2019-07-08,78,77.0,,0.77,60.06
2019-07-09,79,77.0,,0.77,60.83
2019-07-10,78,77.0,,0.77,60.06
2019-07-11,84,77.0,,0.77,64.68
2019-07-12,79,77.0,,0.77,60.83
2019-07-13,81,77.0,,0.77,62.370000000000005
2019-07-14,82,77.0,,0.77,63.14
2019-07-15,77,77.0,,0.77,59.29
2019-07-16,78,77.0,,0.77,60.06
2019-07-17,80,77.0,,0.77,61.6
2019-07-18,77,77.0,,0.77,59.29
2019-07-19,78,77.0,,0.77,60.06
2019-07-20,79,77.0,,0.77,60.83
2019-07-21,86,77.0,,0.77,66.22
2019-07-22,75,77.0,,0.77,57.75
2019-07-23,76,77.0,,0.77,58.52
2019-07-24,75,77.0,,0.77,57.75
2019-07-25,76,77.0,,0.77,58.52
2019-07-26,75,77.0,,0.77,57.75
2019-07-27,80,77.0,,0.77,61.6
2019-07-28,84,77.0,,0.77,64.68
2019-07-29,78,77.0,,0.77,60.06
2019-07-30,79,77.0,,0.77,60.83
2019-07-31,77,77.0,,0.77,59.29
2019-08-01,96,74.0,False,0.74,71.03999999999999
2019-08-02,95,74.0,,0.74,70.3
2019-08-03,100,74.0,,0.74,74.0
2019-08-04,95,74.0,,0.74,70.3
2019-08-05,91,74.0,,0.74,67.34
2019-08-06,92,74.0,,0.74,68.08
2019-08-07,90,74.0,,0.74,66.6
2019-08-08,89,74.0,,0.74,65.86
2019-08-09,93,74.0,,0.74,68.82
2019-08-10,97,74.0,,0.74,71.78
2019-08-11,95,74.0,,0.74,70.3
2019-08-12,89,74.0,,0.74,65.86
2019-08-13,91,74.0,,0.74,67.34
2019-08-14,94,74.0,,0.74,69.56
2019-08-15,88,74.0,,0.74,65.12
2019-08-16,88,74.0,,0.74,65.12
2019-08-17,96,74.0,,0.74,71.03999999999999
2019-08-18,98,74.0,,0.74,72.52
2019-08-19,90,74.0,,0.74,66.6
2019-08-20,87,74.0,,0.74,64.38
2019-08-21,87,74.0,,0.74,64.38
2019-08-22,87,74.0,,0.74,64.38
2019-08-23,87,74.0,,0.74,64.38
2019-08-24,91,74.0,,0.74,67.34
2019-08-25,93,74.0,,0.74,68.82
2019-08-26,86,74.0,,0.74,63.64
2019-08-27,86,74.0,,0.74,63.64
2019-08-28,88,74.0,,0.74,65.12
2019-08-29,86,74.0,,0.74,63.64
2019-08-30,85,74.0,,0.74,62.9
2019-08-31,89,74.0,,0.74,65.86
2019-09-01,91,74.0,False,0.74,67.34
2019-09-02,98,74.0,,0.74,72.52
2019-09-03,87,74.0,,0.74,64.38
2019-09-04,83,74.0,,0.74,61.42
2019-09-05,85,74.0,,0.74,62.9
2019-09-06,89,74.0,,0.74,65.86
2019-09-07,97,74.0,,0.74,71.78
2019-09-08,100,74.0,,0.74,74.0
2019-09-09,86,74.0,,0.74,63.64
2019-09-10,86,74.0,,0.74,63.64
2019-09-11,86,74.0,,0.74,63.64
2019-09-12,87,74.0,,0.74,64.38
