date,GT_unscaled,GT_monthly,isPartial,scale,GT
2019-09-08,88,82.0,,0.82,72.16
2019-09-09,74,82.0,,0.82,60.68
2019-09-10,75,82.0,,0.82,61.49999999999999
2019-09-11,71,82.0,,0.82,58.22
2019-09-12,68,82.0,,0.82,55.76
2019-09-13,75,82.0,,0.82,61.49999999999999
2019-09-14,90,82.0,,0.82,73.8
2019-09-15,85,82.0,,0.82,69.7
2019-09-16,73,82.0,,0.82,59.86
2019-09-17,73,82.0,,0.82,59.86
2019-09-18,73,82.0,,0.82,59.86
2019-09-19,73,82.0,,0.82,59.86
2019-09-20,75,82.0,,0.82,61.49999999999999
2019-09-21,86,82.0,,0.82,70.52
2019-09-22,81,82.0,,0.82,66.42
2019-09-23,71,82.0,,0.82,58.22
2019-09-24,73,82.0,,0.82,59.86
2019-09-25,76,82.0,,0.82,62.31999999999999
2019-09-26,69,82.0,,0.82,56.58
2019-09-27,71,82.0,,0.82,58.22
2019-09-28,89,82.0,,0.82,72.97999999999999
2019-09-29,79,82.0,,0.82,64.78
2019-09-30,71,82.0,,0.82,58.22
2019-10-01,75,77.0,False,0.77,57.75
2019-10-02,79,77.0,,0.77,60.83
2019-10-03,80,77.0,,0.77,61.6
2019-10-04,75,77.0,,0.77,57.75
2019-10-05,99,77.0,,0.77,76.23
2019-10-06,97,77.0,,0.77,74.69
2019-10-07,78,77.0,,0.77,60.06
2019-10-08,77,77.0,,0.77,59.29
2019-10-09,81,77.0,,0.77,62.370000000000005
2019-10-10,79,77.0,,0.77,60.83
2019-10-11,79,77.0,,0.77,60.83
2019-10-12,100,77.0,,0.77,77.0
2019-10-13,93,77.0,,0.77,71.61
2019-10-14,80,77.0,,0.77,61.6
2019-10-15,80,77.0,,0.77,61.6
2019-10-16,75,77.0,,0.77,57.75
2019-10-17,82,77.0,,0.77,63.14
2019-10-18,79,77.0,,0.77,60.83
2019-10-19,99,77.0,,0.77,76.23
2019-10-20,91,77.0,,0.77,70.07000000000001
2019-10-21,77,77.0,,0.77,59.29
2019-10-22,78,77.0,,0.77,60.06
2019-10-23,79,77.0,,0.77,60.83
2019-10-24,77,77.0,,0.77,59.29
2019-10-25,74,77.0,,0.77,56.980000000000004
2019-10-26,85,77.0,,0.77,65.45
2019-10-27,78,77.0,,0.77,60.06
2019-10-28,76,77.0,,0.77,58.52
2019-10-29,74,77.0,,0.77,56.980000000000004
2019-10-30,77,77.0,,0.77,59.29
2019-10-31,69,77.0,,0.77,53.13
2019-11-01,61,80.0,False,0.8,48.800000000000004
2019-11-02,78,80.0,,0.8,62.400000000000006
2019-11-03,75,80.0,,0.8,60.0
2019-11-04,65,80.0,,0.8,52.0
2019-11-05,67,80.0,,0.8,53.6
2019-11-06,70,80.0,,0.8,56.0
2019-11-07,66,80.0,,0.8,52.800000000000004
2019-11-08,73,80.0,,0.8,58.400000000000006
2019-11-09,82,80.0,,0.8,65.60000000000001
2019-11-10,79,80.0,,0.8,63.2
2019-11-11,67,80.0,,0.8,53.6
2019-11-12,65,80.0,,0.8,52.0
2019-11-13,65,80.0,,0.8,52.0
2019-11-14,69,80.0,,0.8,55.2
2019-11-15,69,80.0,,0.8,55.2
2019-11-16,91,80.0,,0.8,72.8
2019-11-17,80,80.0,,0.8,64.0
2019-11-18,80,80.0,,0.8,64.0
2019-11-19,74,80.0,,0.8,59.2
2019-11-20,71,80.0,,0.8,56.800000000000004
2019-11-21,73,80.0,,0.8,58.400000000000006
2019-11-22,72,80.0,,0.8,57.6
2019-11-23,79,80.0,,0.8,63.2
2019-11-24,86,80.0,,0.8,68.8
2019-11-25,68,80.0,,0.8,54.400000000000006
2019-11-26,74,80.0,,0.8,59.2
2019-11-27,74,80.0,,0.8,59.2
2019-11-28,80,80.0,,0.8,64.0
2019-11-29,78,80.0,,0.8,62.400000000000006
2019-11-30,100,80.0,,0.8,80.0
2019-12-01,99,77.0,False,0.77,76.23
2019-12-02,87,77.0,,0.77,66.99
2019-12-03,87,77.0,,0.77,66.99
2019-12-04,85,77.0,,0.77,65.45
2019-12-05,85,77.0,,0.77,65.45
2019-12-06,83,77.0,,0.77,63.910000000000004
2019-12-07,99,77.0,,0.77,76.23
2019-12-08,93,77.0,,0.77,71.61
2019-12-09,82,77.0,,0.77,63.14
2019-12-10,82,77.0,,0.77,63.14
2019-12-11,81,77.0,,0.77,62.370000000000005
2019-12-12,80,77.0,,0.77,61.6
2019-12-13,85,77.0,,0.77,65.45
2019-12-14,94,77.0,,0.77,72.38
2019-12-15,95,77.0,,0.77,73.15
2019-12-16,79,77.0,,0.77,60.83
2019-12-17,85,77.0,,0.77,65.45
2019-12-18,83,77.0,,0.77,63.910000000000004
2019-12-19,81,77.0,,0.77,62.370000000000005
2019-12-20,81,77.0,,0.77,62.370000000000005
2019-12-21,97,77.0,,0.77,74.69
2019-12-22,88,77.0,,0.77,67.76
2019-12-23,88,77.0,,0.77,67.76
2019-12-24,88,77.0,,0.77,67.76
2019-12-25,100,77.0,,0.77,77.0
2019-12-26,92,77.0,,0.77,70.84
2019-12-27,88,77.0,,0.77,67.76
2019-12-28,93,77.0,,0.77,71.61
2019-12-29,88,77.0,,0.77,67.76
2019-12-30,85,77.0,,0.77,65.45
2019-12-31,91,77.0,,0.77,70.07000000000001
2020-01-01,76,79.0,False,0.79,60.040000000000006
2020-01-02,86,79.0,,0.79,67.94
2020-01-03,85,79.0,,0.79,67.15
2020-01-04,93,79.0,,0.79,73.47
2020-01-05,88,79.0,,0.79,69.52000000000001
2020-01-06,81,79.0,,0.79,63.99
2020-01-07,78,79.0,,0.79,61.620000000000005
2020-01-08,80,79.0,,0.79,63.2
2020-01-09,84,79.0,,0.79,66.36
2020-01-10,89,79.0,,0.79,70.31
2020-01-11,97,79.0,,0.79,76.63000000000001
2020-01-12,93,79.0,,0.79,73.47
2020-01-13,92,79.0,,0.79,72.68
2020-01-14,92,79.0,,0.79,72.68
2020-01-15,85,79.0,,0.79,67.15
2020-01-16,83,79.0,,0.79,65.57000000000001
2020-01-17,89,79.0,,0.79,70.31
2020-01-18,97,79.0,,0.79,76.63000000000001
2020-01-19,100,79.0,,0.79,79.0
2020-01-20,89,79.0,,0.79,70.31
2020-01-21,85,79.0,,0.79,67.15
2020-01-22,83,79.0,,0.79,65.57000000000001
2020-01-23,79,79.0,,0.79,62.410000000000004
2020-01-24,85,79.0,,0.79,67.15
2020-01-25,96,79.0,,0.79,75.84
2020-01-26,93,79.0,,0.79,73.47
2020-01-27,81,79.0,,0.79,63.99
2020-01-28,82,79.0,,0.79,64.78
2020-01-29,85,79.0,,0.79,67.15
2020-01-30,82,79.0,,0.79,64.78
2020-01-31,89,79.0,,0.79,70.31
2020-02-01,85,86.0,False,0.86,73.1
2020-02-02,81,86.0,,0.86,69.66
2020-02-03,69,86.0,,0.86,59.339999999999996
2020-02-04,72,86.0,,0.86,61.92
2020-02-05,73,86.0,,0.86,62.78
2020-02-06,78,86.0,,0.86,67.08
2020-02-07,76,86.0,,0.86,65.36
2020-02-08,85,86.0,,0.86,73.1
2020-02-09,87,86.0,,0.86,74.82
2020-02-10,77,86.0,,0.86,66.22
2020-02-11,75,86.0,,0.86,64.5
2020-02-12,77,86.0,,0.86,66.22
2020-02-13,79,86.0,,0.86,67.94
2020-02-14,75,86.0,,0.86,64.5
2020-02-15,91,86.0,,0.86,78.26
2020-02-16,100,86.0,,0.86,86.0
2020-02-17,94,86.0,,0.86,80.84
2020-02-18,76,86.0,,0.86,65.36
2020-02-19,79,86.0,,0.86,67.94
2020-02-20,71,86.0,,0.86,61.06
2020-02-21,77,86.0,,0.86,66.22
2020-02-22,100,86.0,,0.86,86.0
2020-02-23,98,86.0,,0.86,84.28
2020-02-24,80,86.0,,0.86,68.8
2020-02-25,75,86.0,,0.86,64.5
2020-02-26,81,86.0,,0.86,69.66
2020-02-27,75,86.0,,0.86,64.5
2020-02-28,73,86.0,,0.86,62.78
2020-02-29,90,86.0,,0.86,77.4
2020-03-01,100,78.0,False,0.78,78.0
2020-03-02,82,78.0,,0.78,63.96
2020-03-03,76,78.0,,0.78,59.28
2020-03-04,74,78.0,,0.78,57.72
2020-03-05,81,78.0,,0.78,63.18
2020-03-06,84,78.0,,0.78,65.52
2020-03-07,94,78.0,,0.78,73.32000000000001
2020-03-08,93,78.0,,0.78,72.54
2020-03-09,88,78.0,,0.78,68.64
2020-03-10,76,78.0,,0.78,59.28
2020-03-11,75,78.0,,0.78,58.5
2020-03-12,67,78.0,,0.78,52.260000000000005
2020-03-13,71,78.0,,0.78,55.38
2020-03-14,91,78.0,,0.78,70.98
2020-03-15,81,78.0,,0.78,63.18
2020-03-16,70,78.0,,0.78,54.6
2020-03-17,68,78.0,,0.78,53.04
2020-03-18,64,78.0,,0.78,49.92
2020-03-19,67,78.0,,0.78,52.260000000000005
2020-03-20,69,78.0,,0.78,53.82
2020-03-21,79,78.0,,0.78,61.620000000000005
2020-03-22,77,78.0,,0.78,60.06
2020-03-23,71,78.0,,0.78,55.38
2020-03-24,69,78.0,,0.78,53.82
2020-03-25,72,78.0,,0.78,56.160000000000004
2020-03-26,75,78.0,,0.78,58.5
2020-03-27,79,78.0,,0.78,61.620000000000005
2020-03-28,81,78.0,,0.78,63.18
2020-03-29,83,78.0,,0.78,64.74000000000001
2020-03-30,68,78.0,,0.78,53.04
2020-03-31,73,78.0,,0.78,56.940000000000005
2020-04-01,66,85.0,False,0.85,56.1
2020-04-02,66,85.0,,0.85,56.1
2020-04-03,66,85.0,,0.85,56.1
2020-04-04,74,85.0,,0.85,62.9
2020-04-05,72,85.0,,0.85,61.199999999999996
2020-04-06,65,85.0,,0.85,55.25
2020-04-07,87,85.0,,0.85,73.95
2020-04-08,100,85.0,,0.85,85.0
2020-04-09,90,85.0,,0.85,76.5
2020-04-10,86,85.0,,0.85,73.1
2020-04-11,95,85.0,,0.85,80.75
2020-04-12,91,85.0,,0.85,77.35
2020-04-13,76,85.0,,0.85,64.6
2020-04-14,77,85.0,,0.85,65.45
2020-04-15,70,85.0,,0.85,59.5
2020-04-16,75,85.0,,0.85,63.75
2020-04-17,78,85.0,,0.85,66.3
2020-04-18,92,85.0,,0.85,78.2
2020-04-19,95,85.0,,0.85,80.75
2020-04-20,82,85.0,,0.85,69.7
2020-04-21,78,85.0,,0.85,66.3
2020-04-22,82,85.0,,0.85,69.7
2020-04-23,79,85.0,,0.85,67.14999999999999
2020-04-24,75,85.0,,0.85,63.75
2020-04-25,87,85.0,,0.85,73.95
2020-04-26,90,85.0,,0.85,76.5
2020-04-27,81,85.0,,0.85,68.85
2020-04-28,78,85.0,,0.85,66.3
2020-04-29,79,85.0,,0.85,67.14999999999999
2020-04-30,82,85.0,,0.85,69.7
2020-05-01,71,96.0,False,0.96,68.16
2020-05-02,84,96.0,,0.96,80.64
2020-05-03,93,96.0,,0.96,89.28
2020-05-04,76,96.0,,0.96,72.96
2020-05-05,71,96.0,,0.96,68.16
2020-05-06,74,96.0,,0.96,71.03999999999999
2020-05-07,68,96.0,,0.96,65.28
2020-05-08,73,96.0,,0.96,70.08
2020-05-09,84,96.0,,0.96,80.64
2020-05-10,88,96.0,,0.96,84.47999999999999
2020-05-11,75,96.0,,0.96,72.0
2020-05-12,77,96.0,,0.96,73.92
2020-05-13,76,96.0,,0.96,72.96
2020-05-14,80,96.0,,0.96,76.8
2020-05-15,84,96.0,,0.96,80.64
2020-05-16,92,96.0,,0.96,88.32
2020-05-17,93,96.0,,0.96,89.28
2020-05-18,83,96.0,,0.96,79.67999999999999
2020-05-19,80,96.0,,0.96,76.8
2020-05-20,80,96.0,,0.96,76.8
2020-05-21,80,96.0,,0.96,76.8
2020-05-22,83,96.0,,0.96,79.67999999999999
2020-05-23,100,96.0,,0.96,96.0
2020-05-24,97,96.0,,0.96,93.11999999999999
2020-05-25,92,96.0,,0.96,88.32
2020-05-26,82,96.0,,0.96,78.72
2020-05-27,79,96.0,,0.96,75.84
2020-05-28,77,96.0,,0.96,73.92
2020-05-29,75,96.0,,0.96,72.0
2020-05-30,87,96.0,,0.96,83.52
2020-05-31,80,96.0,,0.96,76.8
2020-06-01,73,95.0,False,0.95,69.35
2020-06-02,72,95.0,,0.95,68.39999999999999
2020-06-03,74,95.0,,0.95,70.3
2020-06-04,75,95.0,,0.95,71.25
2020-06-05,81,95.0,,0.95,76.95
2020-06-06,86,95.0,,0.95,81.7
2020-06-07,89,95.0,,0.95,84.55
2020-06-08,81,95.0,,0.95,76.95
2020-06-09,83,95.0,,0.95,78.85
2020-06-10,78,95.0,,0.95,74.1
2020-06-11,80,95.0,,0.95,76.0
2020-06-12,82,95.0,,0.95,77.89999999999999
2020-06-13,92,95.0,,0.95,87.39999999999999
2020-06-14,95,95.0,,0.95,90.25
2020-06-15,84,95.0,,0.95,79.8
2020-06-16,85,95.0,,0.95,80.75
2020-06-17,84,95.0,,0.95,79.8
2020-06-18,84,95.0,,0.95,79.8
2020-06-19,88,95.0,,0.95,83.6
2020-06-20,91,95.0,,0.95,86.45
2020-06-21,100,95.0,,0.95,95.0
2020-06-22,83,95.0,,0.95,78.85
2020-06-23,83,95.0,,0.95,78.85
2020-06-24,76,95.0,,0.95,72.2
2020-06-25,79,95.0,,0.95,75.05
2020-06-26,85,95.0,,0.95,80.75
2020-06-27,95,95.0,,0.95,90.25
2020-06-28,96,95.0,,0.95,91.19999999999999
2020-06-29,81,95.0,,0.95,76.95
2020-06-30,81,95.0,,0.95,76.95
2020-07-01,85,97.0,False,0.97,82.45
2020-07-02,82,97.0,,0.97,79.53999999999999
2020-07-03,88,97.0,,0.97,85.36
2020-07-04,94,97.0,,0.97,91.17999999999999
2020-07-05,91,97.0,,0.97,88.27
2020-07-06,85,97.0,,0.97,82.45
2020-07-07,84,97.0,,0.97,81.48
2020-07-08,83,97.0,,0.97,80.50999999999999
2020-07-09,83,97.0,,0.97,80.50999999999999
2020-07-10,86,97.0,,0.97,83.42
2020-07-11,93,97.0,,0.97,90.21
2020-07-12,96,97.0,,0.97,93.12
2020-07-13,81,97.0,,0.97,78.57
2020-07-14,87,97.0,,0.97,84.39
2020-07-15,83,97.0,,0.97,80.50999999999999
2020-07-16,87,97.0,,0.97,84.39
2020-07-17,83,97.0,,0.97,80.50999999999999
2020-07-18,100,97.0,,0.97,97.0
2020-07-19,92,97.0,,0.97,89.24
2020-07-20,91,97.0,,0.97,88.27
2020-07-21,88,97.0,,0.97,85.36
2020-07-22,89,97.0,,0.97,86.33
2020-07-23,85,97.0,,0.97,82.45
2020-07-24,86,97.0,,0.97,83.42
2020-07-25,94,97.0,,0.97,91.17999999999999
2020-07-26,95,97.0,,0.97,92.14999999999999
2020-07-27,89,97.0,,0.97,86.33
2020-07-28,88,97.0,,0.97,85.36
2020-07-29,84,97.0,,0.97,81.48
2020-07-30,88,97.0,,0.97,85.36
2020-07-31,86,97.0,,0.97,83.42
2020-08-01,98,93.0,False,0.93,91.14
2020-08-02,100,93.0,,0.93,93.0
2020-08-03,85,93.0,,0.93,79.05
2020-08-04,83,93.0,,0.93,77.19
2020-08-05,84,93.0,,0.93,78.12
2020-08-06,82,93.0,,0.93,76.26
2020-08-07,82,93.0,,0.93,76.26
2020-08-08,96,93.0,,0.93,89.28
2020-08-09,100,93.0,,0.93,93.0
2020-08-10,83,93.0,,0.93,77.19
2020-08-11,83,93.0,,0.93,77.19
2020-08-12,81,93.0,,0.93,75.33
2020-08-13,84,93.0,,0.93,78.12
2020-08-14,82,93.0,,0.93,76.26
2020-08-15,94,93.0,,0.93,87.42
2020-08-16,97,93.0,,0.93,90.21000000000001
2020-08-17,84,93.0,,0.93,78.12
2020-08-18,80,93.0,,0.93,74.4
2020-08-19,78,93.0,,0.93,72.54
2020-08-20,82,93.0,,0.93,76.26
2020-08-21,80,93.0,,0.93,74.4
2020-08-22,90,93.0,,0.93,83.7
2020-08-23,90,93.0,,0.93,83.7
2020-08-24,76,93.0,,0.93,70.68
2020-08-25,76,93.0,,0.93,70.68
2020-08-26,78,93.0,,0.93,72.54
2020-08-27,73,93.0,,0.93,67.89
2020-08-28,78,93.0,,0.93,72.54
2020-08-29,93,93.0,,0.93,86.49000000000001
2020-08-30,91,93.0,,0.93,84.63000000000001
2020-08-31,78,93.0,,0.93,72.54
2020-09-01,68,84.0,False,0.84,57.12
2020-09-02,78,84.0,,0.84,65.52
2020-09-03,73,84.0,,0.84,61.32
2020-09-04,74,84.0,,0.84,62.16
2020-09-05,84,84.0,,0.84,70.56
2020-09-06,88,84.0,,0.84,73.92
2020-09-07,86,84.0,,0.84,72.24
2020-09-08,68,84.0,,0.84,57.12
2020-09-09,74,84.0,,0.84,62.16
2020-09-10,65,84.0,,0.84,54.6
2020-09-11,75,84.0,,0.84,63.0
2020-09-12,97,84.0,,0.84,81.48
2020-09-13,95,84.0,,0.84,79.8
2020-09-14,77,84.0,,0.84,64.67999999999999
2020-09-15,71,84.0,,0.84,59.64
2020-09-16,69,84.0,,0.84,57.96
2020-09-17,71,84.0,,0.84,59.64
2020-09-18,77,84.0,,0.84,64.67999999999999
2020-09-19,98,84.0,,0.84,82.32
2020-09-20,88,84.0,,0.84,73.92
2020-09-21,73,84.0,,0.84,61.32
2020-09-22,65,84.0,,0.84,54.6
2020-09-23,72,84.0,,0.84,60.48
2020-09-24,75,84.0,,0.84,63.0
2020-09-25,76,84.0,,0.84,63.839999999999996
2020-09-26,100,84.0,,0.84,84.0
2020-09-27,83,84.0,,0.84,69.72
2020-09-28,71,84.0,,0.84,59.64
2020-09-29,69,84.0,,0.84,57.96
2020-09-30,68,84.0,,0.84,57.12
2020-10-01,77,86.0,False,0.86,66.22
2020-10-02,76,86.0,,0.86,65.36
2020-10-03,87,86.0,,0.86,74.82
2020-10-04,94,86.0,,0.86,80.84
2020-10-05,78,86.0,,0.86,67.08
2020-10-06,79,86.0,,0.86,67.94
2020-10-07,78,86.0,,0.86,67.08
2020-10-08,77,86.0,,0.86,66.22
2020-10-09,86,86.0,,0.86,73.96
2020-10-10,100,86.0,,0.86,86.0
2020-10-11,88,86.0,,0.86,75.67999999999999
2020-10-12,80,86.0,,0.86,68.8
2020-10-13,81,86.0,,0.86,69.66
2020-10-14,81,86.0,,0.86,69.66
2020-10-15,81,86.0,,0.86,69.66
2020-10-16,84,86.0,,0.86,72.24
2020-10-17,97,86.0,,0.86,83.42
2020-10-18,94,86.0,,0.86,80.84
2020-10-19,85,86.0,,0.86,73.1
2020-10-20,78,86.0,,0.86,67.08
2020-10-21,80,86.0,,0.86,68.8
2020-10-22,77,86.0,,0.86,66.22
2020-10-23,81,86.0,,0.86,69.66
2020-10-24,97,86.0,,0.86,83.42
2020-10-25,92,86.0,,0.86,79.12
2020-10-26,73,86.0,,0.86,62.78
2020-10-27,79,86.0,,0.86,67.94
2020-10-28,73,86.0,,0.86,62.78
2020-10-29,78,86.0,,0.86,67.08
2020-10-30,76,86.0,,0.86,65.36
2020-10-31,96,86.0,,0.86,82.56
2020-11-01,97,75.0,False,0.75,72.75
2020-11-02,81,75.0,,0.75,60.75
2020-11-03,79,75.0,,0.75,59.25
2020-11-04,43,75.0,,0.75,32.25
2020-11-05,59,75.0,,0.75,44.25
2020-11-06,67,75.0,,0.75,50.25
2020-11-07,80,75.0,,0.75,60.0
2020-11-08,89,75.0,,0.75,66.75
2020-11-09,78,75.0,,0.75,58.5
2020-11-10,81,75.0,,0.75,60.75
2020-11-11,83,75.0,,0.75,62.25
2020-11-12,85,75.0,,0.75,63.75
2020-11-13,81,75.0,,0.75,60.75
2020-11-14,95,75.0,,0.75,71.25
2020-11-15,93,75.0,,0.75,69.75
2020-11-16,81,75.0,,0.75,60.75
2020-11-17,82,75.0,,0.75,61.5
2020-11-18,90,75.0,,0.75,67.5
2020-11-19,81,75.0,,0.75,60.75
2020-11-20,80,75.0,,0.75,60.0
2020-11-21,100,75.0,,0.75,75.0
2020-11-22,87,75.0,,0.75,65.25
2020-11-23,87,75.0,,0.75,65.25
2020-11-24,84,75.0,,0.75,63.0
2020-11-25,88,75.0,,0.75,66.0
2020-11-26,89,75.0,,0.75,66.75
2020-11-27,91,75.0,,0.75,68.25
2020-11-28,98,75.0,,0.75,73.5
2020-11-29,89,75.0,,0.75,66.75
2020-11-30,78,75.0,,0.75,58.5
2020-12-01,78,79.0,False,0.79,61.620000000000005
2020-12-02,81,79.0,,0.79,63.99
2020-12-03,85,79.0,,0.79,67.15
2020-12-04,84,79.0,,0.79,66.36
2020-12-05,100,79.0,,0.79,79.0
2020-12-06,89,79.0,,0.79,70.31
2020-12-07,82,79.0,,0.79,64.78
2020-12-08,81,79.0,,0.79,63.99
2020-12-09,82,79.0,,0.79,64.78
2020-12-10,88,79.0,,0.79,69.52000000000001
2020-12-11,86,79.0,,0.79,67.94
2020-12-12,96,79.0,,0.79,75.84
2020-12-13,92,79.0,,0.79,72.68
2020-12-14,81,79.0,,0.79,63.99
2020-12-15,77,79.0,,0.79,60.830000000000005
2020-12-16,80,79.0,,0.79,63.2
2020-12-17,80,79.0,,0.79,63.2
2020-12-18,82,79.0,,0.79,64.78
2020-12-19,92,79.0,,0.79,72.68
2020-12-20,90,79.0,,0.79,71.10000000000001
2020-12-21,90,79.0,,0.79,71.10000000000001
2020-12-22,84,79.0,,0.79,66.36
2020-12-23,91,79.0,,0.79,71.89
2020-12-24,90,79.0,,0.79,71.10000000000001
2020-12-25,87,79.0,,0.79,68.73
2020-12-26,91,79.0,,0.79,71.89
2020-12-27,90,79.0,,0.79,71.10000000000001
2020-12-28,82,79.0,,0.79,64.78
2020-12-29,85,79.0,,0.79,67.15
2020-12-30,88,79.0,,0.79,69.52000000000001
2020-12-31,91,79.0,,0.79,71.89
2021-01-01,88,79.0,False,0.79,69.52000000000001
2021-01-02,91,79.0,,0.79,71.89
2021-01-03,91,79.0,,0.79,71.89
2021-01-04,85,79.0,,0.79,67.15
2021-01-05,79,79.0,,0.79,62.410000000000004
2021-01-06,77,79.0,,0.79,60.830000000000005
2021-01-07,74,79.0,,0.79,58.46
2021-01-08,86,79.0,,0.79,67.94
2021-01-09,92,79.0,,0.79,72.68
2021-01-10,88,79.0,,0.79,69.52000000000001
2021-01-11,83,79.0,,0.79,65.57000000000001
2021-01-12,85,79.0,,0.79,67.15
2021-01-13,83,79.0,,0.79,65.57000000000001
2021-01-14,85,79.0,,0.79,67.15
2021-01-15,90,79.0,,0.79,71.10000000000001
2021-01-16,89,79.0,,0.79,70.31
2021-01-17,99,79.0,,0.79,78.21000000000001
2021-01-18,93,79.0,,0.79,73.47
2021-01-19,89,79.0,,0.79,70.31
2021-01-20,84,79.0,,0.79,66.36
2021-01-21,81,79.0,,0.79,63.99
2021-01-22,88,79.0,,0.79,69.52000000000001
2021-01-23,95,79.0,,0.79,75.05
2021-01-24,100,79.0,,0.79,79.0
2021-01-25,84,79.0,,0.79,66.36
2021-01-26,83,79.0,,0.79,65.57000000000001
2021-01-27,85,79.0,,0.79,67.15
2021-01-28,83,79.0,,0.79,65.57000000000001
2021-01-29,83,79.0,,0.79,65.57000000000001
2021-01-30,98,79.0,,0.79,77.42
2021-01-31,98,79.0,,0.79,77.42
2021-02-01,76,84.0,False,0.84,63.839999999999996
2021-02-02,71,84.0,,0.84,59.64
2021-02-03,74,84.0,,0.84,62.16
2021-02-04,75,84.0,,0.84,63.0
2021-02-05,72,84.0,,0.84,60.48
2021-02-06,80,84.0,,0.84,67.2
2021-02-07,76,84.0,,0.84,63.839999999999996
2021-02-08,69,84.0,,0.84,57.96
2021-02-09,75,84.0,,0.84,63.0
2021-02-10,71,84.0,,0.84,59.64
2021-02-11,75,84.0,,0.84,63.0
2021-02-12,72,84.0,,0.84,60.48
2021-02-13,82,84.0,,0.84,68.88
2021-02-14,81,84.0,,0.84,68.03999999999999
2021-02-15,70,84.0,,0.84,58.8
2021-02-16,63,84.0,,0.84,52.919999999999995
2021-02-17,67,84.0,,0.84,56.28
2021-02-18,66,84.0,,0.84,55.44
2021-02-19,69,84.0,,0.84,57.96
2021-02-20,81,84.0,,0.84,68.03999999999999
2021-02-21,81,84.0,,0.84,68.03999999999999
2021-02-22,74,84.0,,0.84,62.16
2021-02-23,79,84.0,,0.84,66.36
2021-02-24,79,84.0,,0.84,66.36
2021-02-25,85,84.0,,0.84,71.39999999999999
2021-02-26,86,84.0,,0.84,72.24
2021-02-27,92,84.0,,0.84,77.28
2021-02-28,100,84.0,,0.84,84.0
2021-03-01,77,100.0,False,1.0,77.0
2021-03-02,71,100.0,,1.0,71.0
2021-03-03,79,100.0,,1.0,79.0
2021-03-04,76,100.0,,1.0,76.0
2021-03-05,79,100.0,,1.0,79.0
2021-03-06,91,100.0,,1.0,91.0
2021-03-07,82,100.0,,1.0,82.0
2021-03-08,85,100.0,,1.0,85.0
2021-03-09,76,100.0,,1.0,76.0
2021-03-10,82,100.0,,1.0,82.0
2021-03-11,79,100.0,,1.0,79.0
2021-03-12,81,100.0,,1.0,81.0
2021-03-13,92,100.0,,1.0,92.0
2021-03-14,100,100.0,,1.0,100.0
2021-03-15,79,100.0,,1.0,79.0
2021-03-16,84,100.0,,1.0,84.0
2021-03-17,85,100.0,,1.0,85.0
2021-03-18,88,100.0,,1.0,88.0
2021-03-19,86,100.0,,1.0,86.0
2021-03-20,94,100.0,,1.0,94.0
2021-03-21,92,100.0,,1.0,92.0
2021-03-22,85,100.0,,1.0,85.0
2021-03-23,82,100.0,,1.0,82.0
2021-03-24,80,100.0,,1.0,80.0
2021-03-25,86,100.0,,1.0,86.0
2021-03-26,89,100.0,,1.0,89.0
2021-03-27,92,100.0,,1.0,92.0
2021-03-28,96,100.0,,1.0,96.0
2021-03-29,82,100.0,,1.0,82.0
2021-03-30,81,100.0,,1.0,81.0
2021-03-31,83,100.0,,1.0,83.0
2021-04-01,76,100.0,False,1.0,76.0
2021-04-02,86,100.0,,1.0,86.0
2021-04-03,94,100.0,,1.0,94.0
2021-04-04,88,100.0,,1.0,88.0
2021-04-05,81,100.0,,1.0,81.0
2021-04-06,83,100.0,,1.0,83.0
2021-04-07,82,100.0,,1.0,82.0
2021-04-08,83,100.0,,1.0,83.0
2021-04-09,78,100.0,,1.0,78.0
2021-04-10,92,100.0,,1.0,92.0
2021-04-11,100,100.0,,1.0,100.0
2021-04-12,78,100.0,,1.0,78.0
2021-04-13,79,100.0,,1.0,79.0
2021-04-14,81,100.0,,1.0,81.0
2021-04-15,84,100.0,,1.0,84.0
2021-04-16,81,100.0,,1.0,81.0
2021-04-17,96,100.0,,1.0,96.0
2021-04-18,94,100.0,,1.0,94.0
2021-04-19,76,100.0,,1.0,76.0
2021-04-20,79,100.0,,1.0,79.0
2021-04-21,74,100.0,,1.0,74.0
2021-04-22,83,100.0,,1.0,83.0
2021-04-23,79,100.0,,1.0,79.0
2021-04-24,88,100.0,,1.0,88.0
2021-04-25,89,100.0,,1.0,89.0
2021-04-26,83,100.0,,1.0,83.0
2021-04-27,78,100.0,,1.0,78.0
2021-04-28,83,100.0,,1.0,83.0
2021-04-29,83,100.0,,1.0,83.0
2021-04-30,75,100.0,,1.0,75.0
2021-05-01,93,96.0,False,0.96,89.28
2021-05-02,100,96.0,,0.96,96.0
2021-05-03,88,96.0,,0.96,84.47999999999999
2021-05-04,83,96.0,,0.96,79.67999999999999
2021-05-05,76,96.0,,0.96,72.96
2021-05-06,76,96.0,,0.96,72.96
2021-05-07,85,96.0,,0.96,81.6
2021-05-08,95,96.0,,0.96,91.2
2021-05-09,91,96.0,,0.96,87.36
2021-05-10,87,96.0,,0.96,83.52
2021-05-11,79,96.0,,0.96,75.84
2021-05-12,76,96.0,,0.96,72.96
2021-05-13,77,96.0,,0.96,73.92
2021-05-14,81,96.0,,0.96,77.75999999999999
2021-05-15,92,96.0,,0.96,88.32
