date,SA_unscaled,SA_monthly,isPartial,scale,SA
2019-09-06,86,79.0,,0.79,67.94
2019-09-07,82,79.0,,0.79,64.78
2019-09-08,80,79.0,,0.79,63.2
2019-09-09,87,79.0,,0.79,68.73
2019-09-10,82,79.0,,0.79,64.78
2019-09-11,83,79.0,,0.79,65.57000000000001
2019-09-12,81,79.0,,0.79,63.99
2019-09-13,80,79.0,,0.79,63.2
2019-09-14,74,79.0,,0.79,58.46
2019-09-15,89,79.0,,0.79,70.31
2019-09-16,88,79.0,,0.79,69.52000000000001
2019-09-17,89,79.0,,0.79,70.31
2019-09-18,100,79.0,,0.79,79.0
2019-09-19,85,79.0,,0.79,67.15
2019-09-20,87,79.0,,0.79,68.73
2019-09-21,85,79.0,,0.79,67.15
2019-09-22,97,79.0,,0.79,76.63000000000001
2019-09-23,86,79.0,,0.79,67.94
2019-09-24,87,79.0,,0.79,68.73
2019-09-25,83,79.0,,0.79,65.57000000000001
2019-09-26,83,79.0,,0.79,65.57000000000001
2019-09-27,86,79.0,,0.79,67.94
2019-09-28,86,79.0,,0.79,67.94
2019-09-29,78,79.0,,0.79,61.620000000000005
2019-09-30,88,79.0,,0.79,69.52000000000001
2019-10-01,74,85.0,False,0.85,62.9
2019-10-02,91,85.0,,0.85,77.35
2019-10-03,96,85.0,,0.85,81.6
2019-10-04,91,85.0,,0.85,77.35
2019-10-05,80,85.0,,0.85,68.0
2019-10-06,92,85.0,,0.85,78.2
2019-10-07,76,85.0,,0.85,64.6
2019-10-08,78,85.0,,0.85,66.3
2019-10-09,79,85.0,,0.85,67.14999999999999
2019-10-10,91,85.0,,0.85,77.35
2019-10-11,96,85.0,,0.85,81.6
2019-10-12,92,85.0,,0.85,78.2
2019-10-13,91,85.0,,0.85,77.35
2019-10-14,76,85.0,,0.85,64.6
2019-10-15,82,85.0,,0.85,69.7
2019-10-16,75,85.0,,0.85,63.75
2019-10-17,80,85.0,,0.85,68.0
2019-10-18,75,85.0,,0.85,63.75
2019-10-19,96,85.0,,0.85,81.6
2019-10-20,97,85.0,,0.85,82.45
2019-10-21,100,85.0,,0.85,85.0
2019-10-22,85,85.0,,0.85,72.25
2019-10-23,80,85.0,,0.85,68.0
2019-10-24,75,85.0,,0.85,63.75
2019-10-25,71,85.0,,0.85,60.35
2019-10-26,71,85.0,,0.85,60.35
2019-10-27,77,85.0,,0.85,65.45
2019-10-28,73,85.0,,0.85,62.05
2019-10-29,79,85.0,,0.85,67.14999999999999
2019-10-30,71,85.0,,0.85,60.35
2019-10-31,77,85.0,,0.85,65.45
2019-11-01,85,76.0,False,0.76,64.6
2019-11-02,89,76.0,,0.76,67.64
2019-11-03,86,76.0,,0.76,65.36
2019-11-04,87,76.0,,0.76,66.12
2019-11-05,92,76.0,,0.76,69.92
2019-11-06,85,76.0,,0.76,64.6
2019-11-07,86,76.0,,0.76,65.36
2019-11-08,100,76.0,,0.76,76.0
2019-11-09,81,76.0,,0.76,61.56
2019-11-10,82,76.0,,0.76,62.32
2019-11-11,81,76.0,,0.76,61.56
2019-11-12,90,76.0,,0.76,68.4
2019-11-13,92,76.0,,0.76,69.92
2019-11-14,83,76.0,,0.76,63.08
2019-11-15,91,76.0,,0.76,69.16
2019-11-16,82,76.0,,0.76,62.32
2019-11-17,77,76.0,,0.76,58.52
2019-11-18,81,76.0,,0.76,61.56
2019-11-19,89,76.0,,0.76,67.64
2019-11-20,84,76.0,,0.76,63.84
2019-11-21,83,76.0,,0.76,63.08
2019-11-22,87,76.0,,0.76,66.12
2019-11-23,81,76.0,,0.76,61.56
2019-11-24,79,76.0,,0.76,60.04
2019-11-25,86,76.0,,0.76,65.36
2019-11-26,80,76.0,,0.76,60.8
2019-11-27,93,76.0,,0.76,70.68
2019-11-28,79,76.0,,0.76,60.04
2019-11-29,80,76.0,,0.76,60.8
2019-11-30,80,76.0,,0.76,60.8
2019-12-01,84,76.0,False,0.76,63.84
2019-12-02,89,76.0,,0.76,67.64
2019-12-03,96,76.0,,0.76,72.96000000000001
2019-12-04,89,76.0,,0.76,67.64
2019-12-05,95,76.0,,0.76,72.2
2019-12-06,89,76.0,,0.76,67.64
2019-12-07,94,76.0,,0.76,71.44
2019-12-08,93,76.0,,0.76,70.68
2019-12-09,89,76.0,,0.76,67.64
2019-12-10,98,76.0,,0.76,74.48
2019-12-11,98,76.0,,0.76,74.48
2019-12-12,98,76.0,,0.76,74.48
2019-12-13,87,76.0,,0.76,66.12
2019-12-14,85,76.0,,0.76,64.6
2019-12-15,81,76.0,,0.76,61.56
2019-12-16,95,76.0,,0.76,72.2
2019-12-17,96,76.0,,0.76,72.96000000000001
2019-12-18,94,76.0,,0.76,71.44
2019-12-19,88,76.0,,0.76,66.88
2019-12-20,88,76.0,,0.76,66.88
2019-12-21,86,76.0,,0.76,65.36
2019-12-22,88,76.0,,0.76,66.88
2019-12-23,85,76.0,,0.76,64.6
2019-12-24,91,76.0,,0.76,69.16
2019-12-25,90,76.0,,0.76,68.4
2019-12-26,92,76.0,,0.76,69.92
2019-12-27,100,76.0,,0.76,76.0
2019-12-28,82,76.0,,0.76,62.32
2019-12-29,84,76.0,,0.76,63.84
2019-12-30,92,76.0,,0.76,69.92
2019-12-31,91,76.0,,0.76,69.16
2020-01-01,74,83.0,False,0.83,61.419999999999995
2020-01-02,76,83.0,,0.83,63.08
2020-01-03,90,83.0,,0.83,74.7
2020-01-04,82,83.0,,0.83,68.06
2020-01-05,91,83.0,,0.83,75.53
2020-01-06,89,83.0,,0.83,73.86999999999999
2020-01-07,99,83.0,,0.83,82.17
2020-01-08,87,83.0,,0.83,72.21
2020-01-09,93,83.0,,0.83,77.19
2020-01-10,91,83.0,,0.83,75.53
2020-01-11,88,83.0,,0.83,73.03999999999999
2020-01-12,84,83.0,,0.83,69.72
2020-01-13,87,83.0,,0.83,72.21
2020-01-14,78,83.0,,0.83,64.74
2020-01-15,95,83.0,,0.83,78.85
2020-01-16,95,83.0,,0.83,78.85
2020-01-17,86,83.0,,0.83,71.38
2020-01-18,89,83.0,,0.83,73.86999999999999
2020-01-19,85,83.0,,0.83,70.55
2020-01-20,86,83.0,,0.83,71.38
2020-01-21,90,83.0,,0.83,74.7
2020-01-22,90,83.0,,0.83,74.7
2020-01-23,100,83.0,,0.83,83.0
2020-01-24,93,83.0,,0.83,77.19
2020-01-25,95,83.0,,0.83,78.85
2020-01-26,82,83.0,,0.83,68.06
2020-01-27,89,83.0,,0.83,73.86999999999999
2020-01-28,91,83.0,,0.83,75.53
2020-01-29,97,83.0,,0.83,80.50999999999999
2020-01-30,97,83.0,,0.83,80.50999999999999
2020-01-31,88,83.0,,0.83,73.03999999999999
2020-02-01,82,84.0,False,0.84,68.88
2020-02-02,84,84.0,,0.84,70.56
2020-02-03,78,84.0,,0.84,65.52
2020-02-04,94,84.0,,0.84,78.96
2020-02-05,98,84.0,,0.84,82.32
2020-02-06,96,84.0,,0.84,80.64
2020-02-07,93,84.0,,0.84,78.11999999999999
2020-02-08,86,84.0,,0.84,72.24
2020-02-09,94,84.0,,0.84,78.96
2020-02-10,95,84.0,,0.84,79.8
2020-02-11,88,84.0,,0.84,73.92
2020-02-12,96,84.0,,0.84,80.64
2020-02-13,85,84.0,,0.84,71.39999999999999
2020-02-14,94,84.0,,0.84,78.96
2020-02-15,84,84.0,,0.84,70.56
2020-02-16,92,84.0,,0.84,77.28
2020-02-17,98,84.0,,0.84,82.32
2020-02-18,92,84.0,,0.84,77.28
2020-02-19,92,84.0,,0.84,77.28
2020-02-20,95,84.0,,0.84,79.8
2020-02-21,100,84.0,,0.84,84.0
2020-02-22,94,84.0,,0.84,78.96
2020-02-23,92,84.0,,0.84,77.28
2020-02-24,92,84.0,,0.84,77.28
2020-02-25,89,84.0,,0.84,74.75999999999999
2020-02-26,95,84.0,,0.84,79.8
2020-02-27,87,84.0,,0.84,73.08
2020-02-28,93,84.0,,0.84,78.11999999999999
2020-02-29,89,84.0,,0.84,74.75999999999999
2020-03-01,82,83.0,False,0.83,68.06
2020-03-02,85,83.0,,0.83,70.55
2020-03-03,86,83.0,,0.83,71.38
2020-03-04,86,83.0,,0.83,71.38
2020-03-05,93,83.0,,0.83,77.19
2020-03-06,83,83.0,,0.83,68.89
2020-03-07,82,83.0,,0.83,68.06
2020-03-08,75,83.0,,0.83,62.25
2020-03-09,84,83.0,,0.83,69.72
2020-03-10,84,83.0,,0.83,69.72
2020-03-11,89,83.0,,0.83,73.86999999999999
2020-03-12,100,83.0,,0.83,83.0
2020-03-13,86,83.0,,0.83,71.38
2020-03-14,85,83.0,,0.83,70.55
2020-03-15,84,83.0,,0.83,69.72
2020-03-16,85,83.0,,0.83,70.55
2020-03-17,86,83.0,,0.83,71.38
2020-03-18,93,83.0,,0.83,77.19
2020-03-19,87,83.0,,0.83,72.21
2020-03-20,84,83.0,,0.83,69.72
2020-03-21,76,83.0,,0.83,63.08
2020-03-22,86,83.0,,0.83,71.38
2020-03-23,82,83.0,,0.83,68.06
2020-03-24,91,83.0,,0.83,75.53
2020-03-25,87,83.0,,0.83,72.21
2020-03-26,87,83.0,,0.83,72.21
2020-03-27,90,83.0,,0.83,74.7
2020-03-28,91,83.0,,0.83,75.53
2020-03-29,94,83.0,,0.83,78.02
2020-03-30,87,83.0,,0.83,72.21
2020-03-31,84,83.0,,0.83,69.72
2020-04-01,71,100.0,False,1.0,71.0
2020-04-02,72,100.0,,1.0,72.0
2020-04-03,89,100.0,,1.0,89.0
2020-04-04,100,100.0,,1.0,100.0
2020-04-05,80,100.0,,1.0,80.0
2020-04-06,82,100.0,,1.0,82.0
2020-04-07,74,100.0,,1.0,74.0
2020-04-08,83,100.0,,1.0,83.0
2020-04-09,76,100.0,,1.0,76.0
2020-04-10,74,100.0,,1.0,74.0
2020-04-11,72,100.0,,1.0,72.0
2020-04-12,74,100.0,,1.0,74.0
2020-04-13,69,100.0,,1.0,69.0
2020-04-14,79,100.0,,1.0,79.0
2020-04-15,77,100.0,,1.0,77.0
2020-04-16,85,100.0,,1.0,85.0
2020-04-17,80,100.0,,1.0,80.0
2020-04-18,77,100.0,,1.0,77.0
2020-04-19,72,100.0,,1.0,72.0
2020-04-20,70,100.0,,1.0,70.0
2020-04-21,72,100.0,,1.0,72.0
2020-04-22,71,100.0,,1.0,71.0
2020-04-23,71,100.0,,1.0,71.0
2020-04-24,66,100.0,,1.0,66.0
2020-04-25,75,100.0,,1.0,75.0
2020-04-26,71,100.0,,1.0,71.0
2020-04-27,70,100.0,,1.0,70.0
2020-04-28,73,100.0,,1.0,73.0
2020-04-29,76,100.0,,1.0,76.0
2020-04-30,75,100.0,,1.0,75.0
2020-05-01,88,90.0,False,0.9,79.2
2020-05-02,87,90.0,,0.9,78.3
2020-05-03,81,90.0,,0.9,72.9
2020-05-04,90,90.0,,0.9,81.0
2020-05-05,82,90.0,,0.9,73.8
2020-05-06,99,90.0,,0.9,89.10000000000001
2020-05-07,92,90.0,,0.9,82.8
2020-05-08,89,90.0,,0.9,80.10000000000001
2020-05-09,86,90.0,,0.9,77.4
2020-05-10,80,90.0,,0.9,72.0
2020-05-11,84,90.0,,0.9,75.60000000000001
2020-05-12,84,90.0,,0.9,75.60000000000001
2020-05-13,100,90.0,,0.9,90.0
2020-05-14,89,90.0,,0.9,80.10000000000001
2020-05-15,93,90.0,,0.9,83.7
2020-05-16,82,90.0,,0.9,73.8
2020-05-17,84,90.0,,0.9,75.60000000000001
2020-05-18,86,90.0,,0.9,77.4
2020-05-19,92,90.0,,0.9,82.8
2020-05-20,94,90.0,,0.9,84.60000000000001
2020-05-21,94,90.0,,0.9,84.60000000000001
2020-05-22,88,90.0,,0.9,79.2
2020-05-23,94,90.0,,0.9,84.60000000000001
2020-05-24,91,90.0,,0.9,81.9
2020-05-25,100,90.0,,0.9,90.0
2020-05-26,88,90.0,,0.9,79.2
2020-05-27,92,90.0,,0.9,82.8
2020-05-28,90,90.0,,0.9,81.0
2020-05-29,87,90.0,,0.9,78.3
2020-05-30,82,90.0,,0.9,73.8
2020-05-31,89,90.0,,0.9,80.10000000000001
2020-06-01,80,91.0,False,0.91,72.8
2020-06-02,83,91.0,,0.91,75.53
2020-06-03,83,91.0,,0.91,75.53
2020-06-04,86,91.0,,0.91,78.26
2020-06-05,89,91.0,,0.91,80.99000000000001
2020-06-06,82,91.0,,0.91,74.62
2020-06-07,85,91.0,,0.91,77.35000000000001
2020-06-08,87,91.0,,0.91,79.17
2020-06-09,88,91.0,,0.91,80.08
2020-06-10,88,91.0,,0.91,80.08
2020-06-11,87,91.0,,0.91,79.17
2020-06-12,84,91.0,,0.91,76.44
2020-06-13,81,91.0,,0.91,73.71000000000001
2020-06-14,90,91.0,,0.91,81.9
2020-06-15,90,91.0,,0.91,81.9
2020-06-16,89,91.0,,0.91,80.99000000000001
2020-06-17,87,91.0,,0.91,79.17
2020-06-18,88,91.0,,0.91,80.08
2020-06-19,82,91.0,,0.91,74.62
2020-06-20,82,91.0,,0.91,74.62
2020-06-21,79,91.0,,0.91,71.89
2020-06-22,91,91.0,,0.91,82.81
2020-06-23,94,91.0,,0.91,85.54
2020-06-24,91,91.0,,0.91,82.81
2020-06-25,84,91.0,,0.91,76.44
2020-06-26,92,91.0,,0.91,83.72
2020-06-27,100,91.0,,0.91,91.0
2020-06-28,95,91.0,,0.91,86.45
2020-06-29,92,91.0,,0.91,83.72
2020-06-30,98,91.0,,0.91,89.18
2020-07-01,92,95.0,False,0.95,87.39999999999999
2020-07-02,85,95.0,,0.95,80.75
2020-07-03,95,95.0,,0.95,90.25
2020-07-04,83,95.0,,0.95,78.85
2020-07-05,86,95.0,,0.95,81.7
2020-07-06,87,95.0,,0.95,82.64999999999999
2020-07-07,84,95.0,,0.95,79.8
2020-07-08,92,95.0,,0.95,87.39999999999999
2020-07-09,88,95.0,,0.95,83.6
2020-07-10,83,95.0,,0.95,78.85
2020-07-11,86,95.0,,0.95,81.7
2020-07-12,88,95.0,,0.95,83.6
2020-07-13,90,95.0,,0.95,85.5
2020-07-14,93,95.0,,0.95,88.35
2020-07-15,90,95.0,,0.95,85.5
2020-07-16,92,95.0,,0.95,87.39999999999999
2020-07-17,94,95.0,,0.95,89.3
2020-07-18,100,95.0,,0.95,95.0
2020-07-19,90,95.0,,0.95,85.5
2020-07-20,96,95.0,,0.95,91.19999999999999
2020-07-21,94,95.0,,0.95,89.3
2020-07-22,97,95.0,,0.95,92.14999999999999
2020-07-23,95,95.0,,0.95,90.25
2020-07-24,99,95.0,,0.95,94.05
2020-07-25,100,95.0,,0.95,95.0
2020-07-26,93,95.0,,0.95,88.35
2020-07-27,90,95.0,,0.95,85.5
2020-07-28,86,95.0,,0.95,81.7
2020-07-29,91,95.0,,0.95,86.45
2020-07-30,82,95.0,,0.95,77.89999999999999
2020-07-31,90,95.0,,0.95,85.5
2020-08-01,100,84.0,False,0.84,84.0
2020-08-02,91,84.0,,0.84,76.44
2020-08-03,94,84.0,,0.84,78.96
2020-08-04,97,84.0,,0.84,81.48
2020-08-05,94,84.0,,0.84,78.96
2020-08-06,93,84.0,,0.84,78.11999999999999
2020-08-07,93,84.0,,0.84,78.11999999999999
2020-08-08,91,84.0,,0.84,76.44
2020-08-09,92,84.0,,0.84,77.28
2020-08-10,91,84.0,,0.84,76.44
2020-08-11,95,84.0,,0.84,79.8
2020-08-12,89,84.0,,0.84,74.75999999999999
2020-08-13,94,84.0,,0.84,78.96
2020-08-14,88,84.0,,0.84,73.92
2020-08-15,78,84.0,,0.84,65.52
2020-08-16,89,84.0,,0.84,74.75999999999999
2020-08-17,84,84.0,,0.84,70.56
2020-08-18,85,84.0,,0.84,71.39999999999999
2020-08-19,83,84.0,,0.84,69.72
2020-08-20,86,84.0,,0.84,72.24
2020-08-21,86,84.0,,0.84,72.24
2020-08-22,81,84.0,,0.84,68.03999999999999
2020-08-23,83,84.0,,0.84,69.72
2020-08-24,81,84.0,,0.84,68.03999999999999
2020-08-25,81,84.0,,0.84,68.03999999999999
2020-08-26,82,84.0,,0.84,68.88
2020-08-27,82,84.0,,0.84,68.88
2020-08-28,86,84.0,,0.84,72.24
2020-08-29,83,84.0,,0.84,69.72
2020-08-30,83,84.0,,0.84,69.72
2020-08-31,81,84.0,,0.84,68.03999999999999
2020-09-01,89,77.0,False,0.77,68.53
2020-09-02,93,77.0,,0.77,71.61
2020-09-03,93,77.0,,0.77,71.61
2020-09-04,99,77.0,,0.77,76.23
2020-09-05,90,77.0,,0.77,69.3
2020-09-06,94,77.0,,0.77,72.38
2020-09-07,93,77.0,,0.77,71.61
2020-09-08,94,77.0,,0.77,72.38
2020-09-09,93,77.0,,0.77,71.61
2020-09-10,94,77.0,,0.77,72.38
2020-09-11,88,77.0,,0.77,67.76
2020-09-12,90,77.0,,0.77,69.3
2020-09-13,100,77.0,,0.77,77.0
2020-09-14,96,77.0,,0.77,73.92
2020-09-15,93,77.0,,0.77,71.61
2020-09-16,93,77.0,,0.77,71.61
2020-09-17,95,77.0,,0.77,73.15
2020-09-18,95,77.0,,0.77,73.15
2020-09-19,88,77.0,,0.77,67.76
2020-09-20,90,77.0,,0.77,69.3
2020-09-21,91,77.0,,0.77,70.07000000000001
2020-09-22,91,77.0,,0.77,70.07000000000001
2020-09-23,86,77.0,,0.77,66.22
2020-09-24,91,77.0,,0.77,70.07000000000001
2020-09-25,98,77.0,,0.77,75.46000000000001
2020-09-26,93,77.0,,0.77,71.61
2020-09-27,94,77.0,,0.77,72.38
2020-09-28,87,77.0,,0.77,66.99
2020-09-29,96,77.0,,0.77,73.92
2020-09-30,93,77.0,,0.77,71.61
2020-10-01,86,81.0,False,0.81,69.66000000000001
2020-10-02,93,81.0,,0.81,75.33
2020-10-03,76,81.0,,0.81,61.56
2020-10-04,88,81.0,,0.81,71.28
2020-10-05,91,81.0,,0.81,73.71000000000001
2020-10-06,92,81.0,,0.81,74.52000000000001
2020-10-07,92,81.0,,0.81,74.52000000000001
2020-10-08,91,81.0,,0.81,73.71000000000001
2020-10-09,97,81.0,,0.81,78.57000000000001
2020-10-10,95,81.0,,0.81,76.95
2020-10-11,94,81.0,,0.81,76.14
2020-10-12,91,81.0,,0.81,73.71000000000001
2020-10-13,96,81.0,,0.81,77.76
2020-10-14,100,81.0,,0.81,81.0
2020-10-15,95,81.0,,0.81,76.95
2020-10-16,94,81.0,,0.81,76.14
2020-10-17,86,81.0,,0.81,69.66000000000001
2020-10-18,86,81.0,,0.81,69.66000000000001
2020-10-19,99,81.0,,0.81,80.19000000000001
2020-10-20,98,81.0,,0.81,79.38000000000001
2020-10-21,95,81.0,,0.81,76.95
2020-10-22,97,81.0,,0.81,78.57000000000001
2020-10-23,94,81.0,,0.81,76.14
2020-10-24,84,81.0,,0.81,68.04
2020-10-25,84,81.0,,0.81,68.04
2020-10-26,93,81.0,,0.81,75.33
2020-10-27,97,81.0,,0.81,78.57000000000001
2020-10-28,93,81.0,,0.81,75.33
2020-10-29,96,81.0,,0.81,77.76
2020-10-30,89,81.0,,0.81,72.09
2020-10-31,97,81.0,,0.81,78.57000000000001
2020-11-01,93,77.0,False,0.77,71.61
2020-11-02,95,77.0,,0.77,73.15
2020-11-03,83,77.0,,0.77,63.910000000000004
2020-11-04,60,77.0,,0.77,46.2
2020-11-05,63,77.0,,0.77,48.51
2020-11-06,77,77.0,,0.77,59.29
2020-11-07,69,77.0,,0.77,53.13
2020-11-08,85,77.0,,0.77,65.45
2020-11-09,83,77.0,,0.77,63.910000000000004
2020-11-10,84,77.0,,0.77,64.68
2020-11-11,95,77.0,,0.77,73.15
2020-11-12,98,77.0,,0.77,75.46000000000001
2020-11-13,92,77.0,,0.77,70.84
2020-11-14,90,77.0,,0.77,69.3
2020-11-15,85,77.0,,0.77,65.45
2020-11-16,91,77.0,,0.77,70.07000000000001
2020-11-17,92,77.0,,0.77,70.84
2020-11-18,100,77.0,,0.77,77.0
2020-11-19,95,77.0,,0.77,73.15
2020-11-20,92,77.0,,0.77,70.84
2020-11-21,86,77.0,,0.77,66.22
2020-11-22,84,77.0,,0.77,64.68
2020-11-23,93,77.0,,0.77,71.61
2020-11-24,93,77.0,,0.77,71.61
2020-11-25,97,77.0,,0.77,74.69
2020-11-26,89,77.0,,0.77,68.53
2020-11-27,90,77.0,,0.77,69.3
2020-11-28,91,77.0,,0.77,70.07000000000001
2020-11-29,77,77.0,,0.77,59.29
2020-11-30,97,77.0,,0.77,74.69
2020-12-01,92,81.0,False,0.81,74.52000000000001
2020-12-02,89,81.0,,0.81,72.09
2020-12-03,94,81.0,,0.81,76.14
2020-12-04,97,81.0,,0.81,78.57000000000001
2020-12-05,89,81.0,,0.81,72.09
2020-12-06,83,81.0,,0.81,67.23
2020-12-07,93,81.0,,0.81,75.33
2020-12-08,90,81.0,,0.81,72.9
2020-12-09,100,81.0,,0.81,81.0
2020-12-10,92,81.0,,0.81,74.52000000000001
2020-12-11,88,81.0,,0.81,71.28
2020-12-12,87,81.0,,0.81,70.47
2020-12-13,90,81.0,,0.81,72.9
2020-12-14,85,81.0,,0.81,68.85000000000001
2020-12-15,86,81.0,,0.81,69.66000000000001
2020-12-16,100,81.0,,0.81,81.0
2020-12-17,95,81.0,,0.81,76.95
2020-12-18,87,81.0,,0.81,70.47
2020-12-19,88,81.0,,0.81,71.28
2020-12-20,82,81.0,,0.81,66.42
2020-12-21,86,81.0,,0.81,69.66000000000001
2020-12-22,91,81.0,,0.81,73.71000000000001
2020-12-23,88,81.0,,0.81,71.28
2020-12-24,90,81.0,,0.81,72.9
2020-12-25,83,81.0,,0.81,67.23
2020-12-26,84,81.0,,0.81,68.04
2020-12-27,83,81.0,,0.81,67.23
2020-12-28,88,81.0,,0.81,71.28
2020-12-29,94,81.0,,0.81,76.14
2020-12-30,93,81.0,,0.81,75.33
2020-12-31,81,81.0,,0.81,65.61
2021-01-01,77,83.0,False,0.83,63.91
2021-01-02,84,83.0,,0.83,69.72
2021-01-03,70,83.0,,0.83,58.099999999999994
2021-01-04,83,83.0,,0.83,68.89
2021-01-05,88,83.0,,0.83,73.03999999999999
2021-01-06,82,83.0,,0.83,68.06
2021-01-07,78,83.0,,0.83,64.74
2021-01-08,83,83.0,,0.83,68.89
2021-01-09,75,83.0,,0.83,62.25
2021-01-10,81,83.0,,0.83,67.22999999999999
2021-01-11,78,83.0,,0.83,64.74
2021-01-12,81,83.0,,0.83,67.22999999999999
2021-01-13,83,83.0,,0.83,68.89
2021-01-14,87,83.0,,0.83,72.21
2021-01-15,81,83.0,,0.83,67.22999999999999
2021-01-16,78,83.0,,0.83,64.74
2021-01-17,77,83.0,,0.83,63.91
2021-01-18,93,83.0,,0.83,77.19
2021-01-19,90,83.0,,0.83,74.7
2021-01-20,88,83.0,,0.83,73.03999999999999
2021-01-21,93,83.0,,0.83,77.19
2021-01-22,86,83.0,,0.83,71.38
2021-01-23,90,83.0,,0.83,74.7
2021-01-24,86,83.0,,0.83,71.38
2021-01-25,92,83.0,,0.83,76.36
2021-01-26,93,83.0,,0.83,77.19
2021-01-27,96,83.0,,0.83,79.67999999999999
2021-01-28,100,83.0,,0.83,83.0
2021-01-29,91,83.0,,0.83,75.53
2021-01-30,90,83.0,,0.83,74.7
2021-01-31,86,83.0,,0.83,71.38
2021-02-01,83,90.0,False,0.9,74.7
2021-02-02,86,90.0,,0.9,77.4
2021-02-03,87,90.0,,0.9,78.3
2021-02-04,90,90.0,,0.9,81.0
2021-02-05,94,90.0,,0.9,84.60000000000001
2021-02-06,100,90.0,,0.9,90.0
2021-02-07,97,90.0,,0.9,87.3
2021-02-08,91,90.0,,0.9,81.9
2021-02-09,85,90.0,,0.9,76.5
2021-02-10,88,90.0,,0.9,79.2
2021-02-11,95,90.0,,0.9,85.5
2021-02-12,83,90.0,,0.9,74.7
2021-02-13,89,90.0,,0.9,80.10000000000001
2021-02-14,89,90.0,,0.9,80.10000000000001
2021-02-15,87,90.0,,0.9,78.3
2021-02-16,91,90.0,,0.9,81.9
2021-02-17,87,90.0,,0.9,78.3
2021-02-18,86,90.0,,0.9,77.4
2021-02-19,80,90.0,,0.9,72.0
2021-02-20,81,90.0,,0.9,72.9
2021-02-21,85,90.0,,0.9,76.5
2021-02-22,92,90.0,,0.9,82.8
2021-02-23,96,90.0,,0.9,86.4
2021-02-24,85,90.0,,0.9,76.5
2021-02-25,86,90.0,,0.9,77.4
2021-02-26,83,90.0,,0.9,74.7
2021-02-27,85,90.0,,0.9,76.5
2021-02-28,75,90.0,,0.9,67.5
2021-03-01,97,86.0,False,0.86,83.42
2021-03-02,99,86.0,,0.86,85.14
2021-03-03,90,86.0,,0.86,77.4
2021-03-04,100,86.0,,0.86,86.0
2021-03-05,88,86.0,,0.86,75.67999999999999
2021-03-06,89,86.0,,0.86,76.53999999999999
2021-03-07,99,86.0,,0.86,85.14
2021-03-08,98,86.0,,0.86,84.28
2021-03-09,96,86.0,,0.86,82.56
2021-03-10,83,86.0,,0.86,71.38
2021-03-11,92,86.0,,0.86,79.12
2021-03-12,89,86.0,,0.86,76.53999999999999
2021-03-13,93,86.0,,0.86,79.98
2021-03-14,85,86.0,,0.86,73.1
2021-03-15,88,86.0,,0.86,75.67999999999999
2021-03-16,99,86.0,,0.86,85.14
2021-03-17,88,86.0,,0.86,75.67999999999999
2021-03-18,90,86.0,,0.86,77.4
2021-03-19,96,86.0,,0.86,82.56
2021-03-20,92,86.0,,0.86,79.12
2021-03-21,87,86.0,,0.86,74.82
2021-03-22,95,86.0,,0.86,81.7
2021-03-23,97,86.0,,0.86,83.42
2021-03-24,99,86.0,,0.86,85.14
2021-03-25,94,86.0,,0.86,80.84
2021-03-26,99,86.0,,0.86,85.14
2021-03-27,94,86.0,,0.86,80.84
2021-03-28,95,86.0,,0.86,81.7
2021-03-29,87,86.0,,0.86,74.82
2021-03-30,94,86.0,,0.86,80.84
2021-03-31,95,86.0,,0.86,81.7
2021-04-01,85,87.0,False,0.87,73.95
2021-04-02,95,87.0,,0.87,82.65
2021-04-03,86,87.0,,0.87,74.82
2021-04-04,100,87.0,,0.87,87.0
2021-04-05,87,87.0,,0.87,75.69
2021-04-06,90,87.0,,0.87,78.3
2021-04-07,96,87.0,,0.87,83.52
2021-04-08,89,87.0,,0.87,77.42999999999999
2021-04-09,84,87.0,,0.87,73.08
2021-04-10,92,87.0,,0.87,80.04
2021-04-11,87,87.0,,0.87,75.69
2021-04-12,92,87.0,,0.87,80.04
2021-04-13,89,87.0,,0.87,77.42999999999999
2021-04-14,96,87.0,,0.87,83.52
2021-04-15,90,87.0,,0.87,78.3
2021-04-16,95,87.0,,0.87,82.65
2021-04-17,82,87.0,,0.87,71.34
2021-04-18,82,87.0,,0.87,71.34
2021-04-19,85,87.0,,0.87,73.95
2021-04-20,83,87.0,,0.87,72.21
2021-04-21,85,87.0,,0.87,73.95
2021-04-22,91,87.0,,0.87,79.17
2021-04-23,86,87.0,,0.87,74.82
2021-04-24,89,87.0,,0.87,77.42999999999999
2021-04-25,84,87.0,,0.87,73.08
2021-04-26,90,87.0,,0.87,78.3
2021-04-27,93,87.0,,0.87,80.91
2021-04-28,94,87.0,,0.87,81.78
2021-04-29,94,87.0,,0.87,81.78
2021-04-30,85,87.0,,0.87,73.95
2021-05-01,94,83.0,False,0.83,78.02
2021-05-02,91,83.0,,0.83,75.53
2021-05-03,88,83.0,,0.83,73.03999999999999
2021-05-04,93,83.0,,0.83,77.19
2021-05-05,87,83.0,,0.83,72.21
2021-05-06,87,83.0,,0.83,72.21
2021-05-07,94,83.0,,0.83,78.02
2021-05-08,94,83.0,,0.83,78.02
2021-05-09,83,83.0,,0.83,68.89
2021-05-10,91,83.0,,0.83,75.53
2021-05-11,93,83.0,,0.83,77.19
2021-05-12,88,83.0,,0.83,73.03999999999999
