date,FL_unscaled,FL_monthly,isPartial,scale,FL
2019-09-01,88,73.0,False,0.73,64.24
2019-09-02,95,73.0,,0.73,69.35
2019-09-03,97,73.0,,0.73,70.81
2019-09-04,100,73.0,,0.73,73.0
2019-09-05,90,73.0,,0.73,65.7
2019-09-06,88,73.0,,0.73,64.24
2019-09-07,79,73.0,,0.73,57.67
2019-09-08,73,73.0,,0.73,53.29
2019-09-09,90,73.0,,0.73,65.7
2019-09-10,87,73.0,,0.73,63.51
2019-09-11,89,73.0,,0.73,64.97
2019-09-12,91,73.0,,0.73,66.42999999999999
2019-09-13,90,73.0,,0.73,65.7
2019-09-14,83,73.0,,0.73,60.589999999999996
2019-09-15,74,73.0,,0.73,54.019999999999996
2019-09-16,90,73.0,,0.73,65.7
2019-09-17,92,73.0,,0.73,67.16
2019-09-18,89,73.0,,0.73,64.97
2019-09-19,86,73.0,,0.73,62.78
2019-09-20,87,73.0,,0.73,63.51
2019-09-21,83,73.0,,0.73,60.589999999999996
2019-09-22,74,73.0,,0.73,54.019999999999996
2019-09-23,90,73.0,,0.73,65.7
2019-09-24,87,73.0,,0.73,63.51
2019-09-25,89,73.0,,0.73,64.97
2019-09-26,87,73.0,,0.73,63.51
2019-09-27,92,73.0,,0.73,67.16
2019-09-28,84,73.0,,0.73,61.32
2019-09-29,77,73.0,,0.73,56.21
2019-09-30,91,73.0,,0.73,66.42999999999999
2019-10-01,95,73.0,False,0.73,69.35
2019-10-02,97,73.0,,0.73,70.81
2019-10-03,91,73.0,,0.73,66.42999999999999
2019-10-04,98,73.0,,0.73,71.53999999999999
2019-10-05,88,73.0,,0.73,64.24
2019-10-06,78,73.0,,0.73,56.94
2019-10-07,99,73.0,,0.73,72.27
2019-10-08,94,73.0,,0.73,68.62
2019-10-09,98,73.0,,0.73,71.53999999999999
2019-10-10,96,73.0,,0.73,70.08
2019-10-11,97,73.0,,0.73,70.81
2019-10-12,91,73.0,,0.73,66.42999999999999
2019-10-13,82,73.0,,0.73,59.86
2019-10-14,97,73.0,,0.73,70.81
2019-10-15,96,73.0,,0.73,70.08
2019-10-16,96,73.0,,0.73,70.08
2019-10-17,95,73.0,,0.73,69.35
2019-10-18,96,73.0,,0.73,70.08
2019-10-19,100,73.0,,0.73,73.0
2019-10-20,82,73.0,,0.73,59.86
2019-10-21,98,73.0,,0.73,71.53999999999999
2019-10-22,95,73.0,,0.73,69.35
2019-10-23,97,73.0,,0.73,70.81
2019-10-24,94,73.0,,0.73,68.62
2019-10-25,94,73.0,,0.73,68.62
2019-10-26,93,73.0,,0.73,67.89
2019-10-27,78,73.0,,0.73,56.94
2019-10-28,94,73.0,,0.73,68.62
2019-10-29,94,73.0,,0.73,68.62
2019-10-30,95,73.0,,0.73,69.35
2019-10-31,92,73.0,,0.73,67.16
2019-11-01,91,71.0,False,0.71,64.61
2019-11-02,95,71.0,,0.71,67.45
2019-11-03,82,71.0,,0.71,58.22
2019-11-04,94,71.0,,0.71,66.74
2019-11-05,100,71.0,,0.71,71.0
2019-11-06,93,71.0,,0.71,66.03
2019-11-07,95,71.0,,0.71,67.45
2019-11-08,99,71.0,,0.71,70.28999999999999
2019-11-09,87,71.0,,0.71,61.769999999999996
2019-11-10,80,71.0,,0.71,56.8
2019-11-11,92,71.0,,0.71,65.32
2019-11-12,95,71.0,,0.71,67.45
2019-11-13,91,71.0,,0.71,64.61
2019-11-14,89,71.0,,0.71,63.19
2019-11-15,91,71.0,,0.71,64.61
2019-11-16,80,71.0,,0.71,56.8
2019-11-17,77,71.0,,0.71,54.669999999999995
2019-11-18,93,71.0,,0.71,66.03
2019-11-19,91,71.0,,0.71,64.61
2019-11-20,92,71.0,,0.71,65.32
2019-11-21,88,71.0,,0.71,62.48
2019-11-22,91,71.0,,0.71,64.61
2019-11-23,85,71.0,,0.71,60.349999999999994
2019-11-24,81,71.0,,0.71,57.51
2019-11-25,93,71.0,,0.71,66.03
2019-11-26,91,71.0,,0.71,64.61
2019-11-27,86,71.0,,0.71,61.059999999999995
2019-11-28,64,71.0,,0.71,45.44
2019-11-29,74,71.0,,0.71,52.54
2019-11-30,78,71.0,,0.71,55.379999999999995
2019-12-01,70,73.0,False,0.73,51.1
2019-12-02,80,73.0,,0.73,58.4
2019-12-03,80,73.0,,0.73,58.4
2019-12-04,84,73.0,,0.73,61.32
2019-12-05,83,73.0,,0.73,60.589999999999996
2019-12-06,91,73.0,,0.73,66.42999999999999
2019-12-07,76,73.0,,0.73,55.48
2019-12-08,66,73.0,,0.73,48.18
2019-12-09,81,73.0,,0.73,59.129999999999995
2019-12-10,82,73.0,,0.73,59.86
2019-12-11,82,73.0,,0.73,59.86
2019-12-12,84,73.0,,0.73,61.32
2019-12-13,85,73.0,,0.73,62.05
2019-12-14,80,73.0,,0.73,58.4
2019-12-15,71,73.0,,0.73,51.83
2019-12-16,86,73.0,,0.73,62.78
2019-12-17,90,73.0,,0.73,65.7
2019-12-18,86,73.0,,0.73,62.78
2019-12-19,83,73.0,,0.73,60.589999999999996
2019-12-20,86,73.0,,0.73,62.78
2019-12-21,84,73.0,,0.73,61.32
2019-12-22,78,73.0,,0.73,56.94
2019-12-23,95,73.0,,0.73,69.35
2019-12-24,80,73.0,,0.73,58.4
2019-12-25,72,73.0,,0.73,52.56
2019-12-26,96,73.0,,0.73,70.08
2019-12-27,100,73.0,,0.73,73.0
2019-12-28,88,73.0,,0.73,64.24
2019-12-29,82,73.0,,0.73,59.86
2019-12-30,100,73.0,,0.73,73.0
2019-12-31,91,73.0,,0.73,66.42999999999999
2020-01-01,82,79.0,False,0.79,64.78
2020-01-02,98,79.0,,0.79,77.42
2020-01-03,98,79.0,,0.79,77.42
2020-01-04,89,79.0,,0.79,70.31
2020-01-05,85,79.0,,0.79,67.15
2020-01-06,99,79.0,,0.79,78.21000000000001
2020-01-07,95,79.0,,0.79,75.05
2020-01-08,90,79.0,,0.79,71.10000000000001
2020-01-09,93,79.0,,0.79,73.47
2020-01-10,96,79.0,,0.79,75.84
2020-01-11,89,79.0,,0.79,70.31
2020-01-12,81,79.0,,0.79,63.99
2020-01-13,99,79.0,,0.79,78.21000000000001
2020-01-14,94,79.0,,0.79,74.26
2020-01-15,95,79.0,,0.79,75.05
2020-01-16,94,79.0,,0.79,74.26
2020-01-17,96,79.0,,0.79,75.84
2020-01-18,95,79.0,,0.79,75.05
2020-01-19,84,79.0,,0.79,66.36
2020-01-20,98,79.0,,0.79,77.42
2020-01-21,100,79.0,,0.79,79.0
2020-01-22,99,79.0,,0.79,78.21000000000001
2020-01-23,97,79.0,,0.79,76.63000000000001
2020-01-24,93,79.0,,0.79,73.47
2020-01-25,88,79.0,,0.79,69.52000000000001
2020-01-26,77,79.0,,0.79,60.830000000000005
2020-01-27,90,79.0,,0.79,71.10000000000001
2020-01-28,95,79.0,,0.79,75.05
2020-01-29,97,79.0,,0.79,76.63000000000001
2020-01-30,96,79.0,,0.79,75.84
2020-01-31,97,79.0,,0.79,76.63000000000001
2020-02-01,89,86.0,False,0.86,76.53999999999999
2020-02-02,77,86.0,,0.86,66.22
2020-02-03,86,86.0,,0.86,73.96
2020-02-04,90,86.0,,0.86,77.4
2020-02-05,92,86.0,,0.86,79.12
2020-02-06,95,86.0,,0.86,81.7
2020-02-07,97,86.0,,0.86,83.42
2020-02-08,89,86.0,,0.86,76.53999999999999
2020-02-09,82,86.0,,0.86,70.52
2020-02-10,94,86.0,,0.86,80.84
2020-02-11,93,86.0,,0.86,79.98
2020-02-12,94,86.0,,0.86,80.84
2020-02-13,93,86.0,,0.86,79.98
2020-02-14,94,86.0,,0.86,80.84
2020-02-15,91,86.0,,0.86,78.26
2020-02-16,91,86.0,,0.86,78.26
2020-02-17,100,86.0,,0.86,86.0
2020-02-18,97,86.0,,0.86,83.42
2020-02-19,94,86.0,,0.86,80.84
2020-02-20,93,86.0,,0.86,79.98
2020-02-21,99,86.0,,0.86,85.14
2020-02-22,91,86.0,,0.86,78.26
2020-02-23,83,86.0,,0.86,71.38
2020-02-24,94,86.0,,0.86,80.84
2020-02-25,95,86.0,,0.86,81.7
2020-02-26,94,86.0,,0.86,80.84
2020-02-27,90,86.0,,0.86,77.4
2020-02-28,91,86.0,,0.86,78.26
2020-02-29,91,86.0,,0.86,78.26
2020-03-01,87,73.0,False,0.73,63.51
2020-03-02,100,73.0,,0.73,73.0
2020-03-03,100,73.0,,0.73,73.0
2020-03-04,91,73.0,,0.73,66.42999999999999
2020-03-05,98,73.0,,0.73,71.53999999999999
2020-03-06,94,73.0,,0.73,68.62
2020-03-07,99,73.0,,0.73,72.27
2020-03-08,87,73.0,,0.73,63.51
2020-03-09,96,73.0,,0.73,70.08
2020-03-10,93,73.0,,0.73,67.89
2020-03-11,92,73.0,,0.73,67.16
2020-03-12,86,73.0,,0.73,62.78
2020-03-13,86,73.0,,0.73,62.78
2020-03-14,87,73.0,,0.73,63.51
2020-03-15,77,73.0,,0.73,56.21
2020-03-16,85,73.0,,0.73,62.05
2020-03-17,86,73.0,,0.73,62.78
2020-03-18,79,73.0,,0.73,57.67
2020-03-19,76,73.0,,0.73,55.48
2020-03-20,75,73.0,,0.73,54.75
2020-03-21,69,73.0,,0.73,50.37
2020-03-22,65,73.0,,0.73,47.449999999999996
2020-03-23,74,73.0,,0.73,54.019999999999996
2020-03-24,74,73.0,,0.73,54.019999999999996
2020-03-25,69,73.0,,0.73,50.37
2020-03-26,73,73.0,,0.73,53.29
2020-03-27,70,73.0,,0.73,51.1
2020-03-28,65,73.0,,0.73,47.449999999999996
2020-03-29,63,73.0,,0.73,45.99
2020-03-30,69,73.0,,0.73,50.37
2020-03-31,70,73.0,,0.73,51.1
2020-04-01,95,58.0,False,0.58,55.099999999999994
2020-04-02,93,58.0,,0.58,53.94
2020-04-03,86,58.0,,0.58,49.879999999999995
2020-04-04,81,58.0,,0.58,46.98
2020-04-05,81,58.0,,0.58,46.98
2020-04-06,87,58.0,,0.58,50.459999999999994
2020-04-07,88,58.0,,0.58,51.04
2020-04-08,92,58.0,,0.58,53.36
2020-04-09,89,58.0,,0.58,51.62
2020-04-10,90,58.0,,0.58,52.199999999999996
2020-04-11,81,58.0,,0.58,46.98
2020-04-12,78,58.0,,0.58,45.239999999999995
2020-04-13,92,58.0,,0.58,53.36
2020-04-14,92,58.0,,0.58,53.36
2020-04-15,90,58.0,,0.58,52.199999999999996
2020-04-16,93,58.0,,0.58,53.94
2020-04-17,91,58.0,,0.58,52.779999999999994
2020-04-18,92,58.0,,0.58,53.36
2020-04-19,88,58.0,,0.58,51.04
2020-04-20,98,58.0,,0.58,56.839999999999996
2020-04-21,95,58.0,,0.58,55.099999999999994
2020-04-22,95,58.0,,0.58,55.099999999999994
2020-04-23,97,58.0,,0.58,56.26
2020-04-24,96,58.0,,0.58,55.67999999999999
2020-04-25,87,58.0,,0.58,50.459999999999994
2020-04-26,88,58.0,,0.58,51.04
2020-04-27,99,58.0,,0.58,57.419999999999995
2020-04-28,99,58.0,,0.58,57.419999999999995
2020-04-29,99,58.0,,0.58,57.419999999999995
2020-04-30,100,58.0,,0.58,57.99999999999999
2020-05-01,81,72.0,False,0.72,58.32
2020-05-02,77,72.0,,0.72,55.44
2020-05-03,76,72.0,,0.72,54.72
2020-05-04,86,72.0,,0.72,61.919999999999995
2020-05-05,86,72.0,,0.72,61.919999999999995
2020-05-06,88,72.0,,0.72,63.36
2020-05-07,88,72.0,,0.72,63.36
2020-05-08,84,72.0,,0.72,60.48
2020-05-09,82,72.0,,0.72,59.04
2020-05-10,76,72.0,,0.72,54.72
2020-05-11,93,72.0,,0.72,66.96
2020-05-12,86,72.0,,0.72,61.919999999999995
2020-05-13,90,72.0,,0.72,64.8
2020-05-14,92,72.0,,0.72,66.24
2020-05-15,88,72.0,,0.72,63.36
2020-05-16,86,72.0,,0.72,61.919999999999995
2020-05-17,82,72.0,,0.72,59.04
2020-05-18,96,72.0,,0.72,69.12
2020-05-19,92,72.0,,0.72,66.24
2020-05-20,94,72.0,,0.72,67.67999999999999
2020-05-21,99,72.0,,0.72,71.28
2020-05-22,94,72.0,,0.72,67.67999999999999
2020-05-23,90,72.0,,0.72,64.8
2020-05-24,93,72.0,,0.72,66.96
2020-05-25,92,72.0,,0.72,66.24
2020-05-26,100,72.0,,0.72,72.0
2020-05-27,96,72.0,,0.72,69.12
2020-05-28,97,72.0,,0.72,69.84
2020-05-29,94,72.0,,0.72,67.67999999999999
2020-05-30,88,72.0,,0.72,63.36
2020-05-31,87,72.0,,0.72,62.64
2020-06-01,92,81.0,False,0.81,74.52000000000001
2020-06-02,94,81.0,,0.81,76.14
2020-06-03,92,81.0,,0.81,74.52000000000001
2020-06-04,92,81.0,,0.81,74.52000000000001
2020-06-05,90,81.0,,0.81,72.9
2020-06-06,88,81.0,,0.81,71.28
2020-06-07,91,81.0,,0.81,73.71000000000001
2020-06-08,97,81.0,,0.81,78.57000000000001
2020-06-09,93,81.0,,0.81,75.33
2020-06-10,93,81.0,,0.81,75.33
2020-06-11,93,81.0,,0.81,75.33
2020-06-12,94,81.0,,0.81,76.14
2020-06-13,88,81.0,,0.81,71.28
2020-06-14,83,81.0,,0.81,67.23
2020-06-15,96,81.0,,0.81,77.76
2020-06-16,92,81.0,,0.81,74.52000000000001
2020-06-17,94,81.0,,0.81,76.14
2020-06-18,95,81.0,,0.81,76.95
2020-06-19,100,81.0,,0.81,81.0
2020-06-20,87,81.0,,0.81,70.47
2020-06-21,80,81.0,,0.81,64.80000000000001
2020-06-22,100,81.0,,0.81,81.0
2020-06-23,95,81.0,,0.81,76.95
2020-06-24,94,81.0,,0.81,76.14
2020-06-25,94,81.0,,0.81,76.14
2020-06-26,93,81.0,,0.81,75.33
2020-06-27,87,81.0,,0.81,70.47
2020-06-28,84,81.0,,0.81,68.04
2020-06-29,97,81.0,,0.81,78.57000000000001
2020-06-30,91,81.0,,0.81,73.71000000000001
2020-07-01,98,76.0,False,0.76,74.48
2020-07-02,98,76.0,,0.76,74.48
2020-07-03,95,76.0,,0.76,72.2
2020-07-04,85,76.0,,0.76,64.6
2020-07-05,88,76.0,,0.76,66.88
2020-07-06,99,76.0,,0.76,75.24
2020-07-07,98,76.0,,0.76,74.48
2020-07-08,97,76.0,,0.76,73.72
2020-07-09,95,76.0,,0.76,72.2
2020-07-10,96,76.0,,0.76,72.96000000000001
2020-07-11,87,76.0,,0.76,66.12
2020-07-12,84,76.0,,0.76,63.84
2020-07-13,97,76.0,,0.76,73.72
2020-07-14,93,76.0,,0.76,70.68
2020-07-15,98,76.0,,0.76,74.48
2020-07-16,94,76.0,,0.76,71.44
2020-07-17,95,76.0,,0.76,72.2
2020-07-18,90,76.0,,0.76,68.4
2020-07-19,85,76.0,,0.76,64.6
2020-07-20,99,76.0,,0.76,75.24
2020-07-21,100,76.0,,0.76,76.0
2020-07-22,99,76.0,,0.76,75.24
2020-07-23,96,76.0,,0.76,72.96000000000001
2020-07-24,94,76.0,,0.76,71.44
2020-07-25,85,76.0,,0.76,64.6
2020-07-26,83,76.0,,0.76,63.08
2020-07-27,99,76.0,,0.76,75.24
2020-07-28,95,76.0,,0.76,72.2
2020-07-29,95,76.0,,0.76,72.2
2020-07-30,91,76.0,,0.76,69.16
2020-07-31,97,76.0,,0.76,73.72
2020-08-01,91,71.0,False,0.71,64.61
2020-08-02,88,71.0,,0.71,62.48
2020-08-03,100,71.0,,0.71,71.0
2020-08-04,96,71.0,,0.71,68.16
2020-08-05,99,71.0,,0.71,70.28999999999999
2020-08-06,98,71.0,,0.71,69.58
2020-08-07,99,71.0,,0.71,70.28999999999999
2020-08-08,86,71.0,,0.71,61.059999999999995
2020-08-09,83,71.0,,0.71,58.93
2020-08-10,97,71.0,,0.71,68.86999999999999
2020-08-11,97,71.0,,0.71,68.86999999999999
2020-08-12,95,71.0,,0.71,67.45
2020-08-13,95,71.0,,0.71,67.45
2020-08-14,95,71.0,,0.71,67.45
2020-08-15,89,71.0,,0.71,63.19
2020-08-16,85,71.0,,0.71,60.349999999999994
2020-08-17,99,71.0,,0.71,70.28999999999999
2020-08-18,96,71.0,,0.71,68.16
2020-08-19,96,71.0,,0.71,68.16
2020-08-20,93,71.0,,0.71,66.03
2020-08-21,94,71.0,,0.71,66.74
2020-08-22,86,71.0,,0.71,61.059999999999995
2020-08-23,84,71.0,,0.71,59.64
2020-08-24,96,71.0,,0.71,68.16
2020-08-25,89,71.0,,0.71,63.19
2020-08-26,88,71.0,,0.71,62.48
2020-08-27,87,71.0,,0.71,61.769999999999996
2020-08-28,86,71.0,,0.71,61.059999999999995
2020-08-29,81,71.0,,0.71,57.51
2020-08-30,82,71.0,,0.71,58.22
2020-08-31,91,71.0,,0.71,64.61
2020-09-01,92,66.0,False,0.66,60.720000000000006
2020-09-02,90,66.0,,0.66,59.400000000000006
2020-09-03,92,66.0,,0.66,60.720000000000006
2020-09-04,92,66.0,,0.66,60.720000000000006
2020-09-05,90,66.0,,0.66,59.400000000000006
2020-09-06,85,66.0,,0.66,56.1
2020-09-07,88,66.0,,0.66,58.080000000000005
2020-09-08,91,66.0,,0.66,60.06
2020-09-09,91,66.0,,0.66,60.06
2020-09-10,90,66.0,,0.66,59.400000000000006
2020-09-11,91,66.0,,0.66,60.06
2020-09-12,89,66.0,,0.66,58.74
2020-09-13,80,66.0,,0.66,52.800000000000004
2020-09-14,93,66.0,,0.66,61.38
2020-09-15,91,66.0,,0.66,60.06
2020-09-16,100,66.0,,0.66,66.0
2020-09-17,91,66.0,,0.66,60.06
2020-09-18,89,66.0,,0.66,58.74
2020-09-19,84,66.0,,0.66,55.440000000000005
2020-09-20,83,66.0,,0.66,54.78
2020-09-21,91,66.0,,0.66,60.06
2020-09-22,88,66.0,,0.66,58.080000000000005
2020-09-23,89,66.0,,0.66,58.74
2020-09-24,87,66.0,,0.66,57.42
2020-09-25,91,66.0,,0.66,60.06
2020-09-26,90,66.0,,0.66,59.400000000000006
2020-09-27,86,66.0,,0.66,56.760000000000005
2020-09-28,92,66.0,,0.66,60.720000000000006
2020-09-29,91,66.0,,0.66,60.06
2020-09-30,89,66.0,,0.66,58.74
2020-10-01,89,71.0,False,0.71,63.19
2020-10-02,86,71.0,,0.71,61.059999999999995
2020-10-03,88,71.0,,0.71,62.48
2020-10-04,81,71.0,,0.71,57.51
2020-10-05,94,71.0,,0.71,66.74
2020-10-06,92,71.0,,0.71,65.32
2020-10-07,91,71.0,,0.71,64.61
2020-10-08,87,71.0,,0.71,61.769999999999996
2020-10-09,96,71.0,,0.71,68.16
2020-10-10,92,71.0,,0.71,65.32
2020-10-11,83,71.0,,0.71,58.93
2020-10-12,97,71.0,,0.71,68.86999999999999
2020-10-13,95,71.0,,0.71,67.45
2020-10-14,95,71.0,,0.71,67.45
2020-10-15,97,71.0,,0.71,68.86999999999999
2020-10-16,97,71.0,,0.71,68.86999999999999
2020-10-17,91,71.0,,0.71,64.61
2020-10-18,83,71.0,,0.71,58.93
2020-10-19,100,71.0,,0.71,71.0
2020-10-20,98,71.0,,0.71,69.58
2020-10-21,98,71.0,,0.71,69.58
2020-10-22,96,71.0,,0.71,68.16
2020-10-23,96,71.0,,0.71,68.16
2020-10-24,88,71.0,,0.71,62.48
2020-10-25,84,71.0,,0.71,59.64
2020-10-26,96,71.0,,0.71,68.16
2020-10-27,97,71.0,,0.71,68.86999999999999
2020-10-28,96,71.0,,0.71,68.16
2020-10-29,94,71.0,,0.71,66.74
2020-10-30,98,71.0,,0.71,69.58
2020-10-31,87,71.0,,0.71,61.769999999999996
2020-11-01,84,65.0,False,0.65,54.6
2020-11-02,98,65.0,,0.65,63.7
2020-11-03,94,65.0,,0.65,61.1
2020-11-04,63,65.0,,0.65,40.95
2020-11-05,69,65.0,,0.65,44.85
2020-11-06,73,65.0,,0.65,47.45
2020-11-07,78,65.0,,0.65,50.7
2020-11-08,78,65.0,,0.65,50.7
2020-11-09,97,65.0,,0.65,63.050000000000004
2020-11-10,93,65.0,,0.65,60.45
2020-11-11,94,65.0,,0.65,61.1
2020-11-12,100,65.0,,0.65,65.0
2020-11-13,92,65.0,,0.65,59.800000000000004
2020-11-14,87,65.0,,0.65,56.550000000000004
2020-11-15,79,65.0,,0.65,51.35
2020-11-16,93,65.0,,0.65,60.45
2020-11-17,90,65.0,,0.65,58.5
2020-11-18,94,65.0,,0.65,61.1
2020-11-19,91,65.0,,0.65,59.15
2020-11-20,92,65.0,,0.65,59.800000000000004
2020-11-21,85,65.0,,0.65,55.25
2020-11-22,79,65.0,,0.65,51.35
2020-11-23,96,65.0,,0.65,62.400000000000006
2020-11-24,91,65.0,,0.65,59.15
2020-11-25,88,65.0,,0.65,57.2
2020-11-26,69,65.0,,0.65,44.85
2020-11-27,80,65.0,,0.65,52.0
2020-11-28,81,65.0,,0.65,52.65
2020-11-29,74,65.0,,0.65,48.1
2020-11-30,95,65.0,,0.65,61.75
2020-12-01,84,70.0,False,0.7,58.8
2020-12-02,85,70.0,,0.7,59.49999999999999
2020-12-03,88,70.0,,0.7,61.599999999999994
2020-12-04,88,70.0,,0.7,61.599999999999994
2020-12-05,82,70.0,,0.7,57.4
2020-12-06,78,70.0,,0.7,54.599999999999994
2020-12-07,90,70.0,,0.7,62.99999999999999
2020-12-08,88,70.0,,0.7,61.599999999999994
2020-12-09,90,70.0,,0.7,62.99999999999999
2020-12-10,87,70.0,,0.7,60.9
2020-12-11,87,70.0,,0.7,60.9
2020-12-12,82,70.0,,0.7,57.4
2020-12-13,77,70.0,,0.7,53.9
2020-12-14,89,70.0,,0.7,62.3
2020-12-15,86,70.0,,0.7,60.199999999999996
2020-12-16,93,70.0,,0.7,65.1
2020-12-17,89,70.0,,0.7,62.3
2020-12-18,90,70.0,,0.7,62.99999999999999
2020-12-19,82,70.0,,0.7,57.4
2020-12-20,79,70.0,,0.7,55.3
2020-12-21,94,70.0,,0.7,65.8
2020-12-22,92,70.0,,0.7,64.39999999999999
2020-12-23,91,70.0,,0.7,63.699999999999996
2020-12-24,80,70.0,,0.7,56.0
2020-12-25,68,70.0,,0.7,47.599999999999994
2020-12-26,84,70.0,,0.7,58.8
2020-12-27,81,70.0,,0.7,56.699999999999996
2020-12-28,100,70.0,,0.7,70.0
2020-12-29,99,70.0,,0.7,69.3
2020-12-30,99,70.0,,0.7,69.3
2020-12-31,92,70.0,,0.7,64.39999999999999
2021-01-01,82,75.0,False,0.75,61.5
2021-01-02,89,75.0,,0.75,66.75
2021-01-03,88,75.0,,0.75,66.0
2021-01-04,98,75.0,,0.75,73.5
2021-01-05,96,75.0,,0.75,72.0
2021-01-06,88,75.0,,0.75,66.0
2021-01-07,90,75.0,,0.75,67.5
2021-01-08,94,75.0,,0.75,70.5
2021-01-09,88,75.0,,0.75,66.0
2021-01-10,79,75.0,,0.75,59.25
2021-01-11,95,75.0,,0.75,71.25
2021-01-12,97,75.0,,0.75,72.75
2021-01-13,96,75.0,,0.75,72.0
2021-01-14,97,75.0,,0.75,72.75
2021-01-15,99,75.0,,0.75,74.25
2021-01-16,90,75.0,,0.75,67.5
2021-01-17,86,75.0,,0.75,64.5
2021-01-18,96,75.0,,0.75,72.0
2021-01-19,98,75.0,,0.75,73.5
2021-01-20,97,75.0,,0.75,72.75
2021-01-21,96,75.0,,0.75,72.0
2021-01-22,97,75.0,,0.75,72.75
2021-01-23,91,75.0,,0.75,68.25
2021-01-24,84,75.0,,0.75,63.0
2021-01-25,100,75.0,,0.75,75.0
2021-01-26,100,75.0,,0.75,75.0
2021-01-27,100,75.0,,0.75,75.0
2021-01-28,96,75.0,,0.75,72.0
2021-01-29,95,75.0,,0.75,71.25
2021-01-30,93,75.0,,0.75,69.75
2021-01-31,87,75.0,,0.75,65.25
2021-02-01,89,84.0,False,0.84,74.75999999999999
2021-02-02,91,84.0,,0.84,76.44
2021-02-03,94,84.0,,0.84,78.96
2021-02-04,88,84.0,,0.84,73.92
2021-02-05,91,84.0,,0.84,76.44
2021-02-06,84,84.0,,0.84,70.56
2021-02-07,75,84.0,,0.84,63.0
2021-02-08,86,84.0,,0.84,72.24
2021-02-09,95,84.0,,0.84,79.8
2021-02-10,93,84.0,,0.84,78.11999999999999
2021-02-11,92,84.0,,0.84,77.28
2021-02-12,92,84.0,,0.84,77.28
2021-02-13,86,84.0,,0.84,72.24
2021-02-14,84,84.0,,0.84,70.56
2021-02-15,97,84.0,,0.84,81.48
2021-02-16,98,84.0,,0.84,82.32
2021-02-17,96,84.0,,0.84,80.64
2021-02-18,94,84.0,,0.84,78.96
2021-02-19,97,84.0,,0.84,81.48
2021-02-20,88,84.0,,0.84,73.92
2021-02-21,86,84.0,,0.84,72.24
2021-02-22,100,84.0,,0.84,84.0
2021-02-23,97,84.0,,0.84,81.48
2021-02-24,93,84.0,,0.84,78.11999999999999
2021-02-25,96,84.0,,0.84,80.64
2021-02-26,97,84.0,,0.84,81.48
2021-02-27,89,84.0,,0.84,74.75999999999999
2021-02-28,86,84.0,,0.84,72.24
2021-03-01,97,86.0,False,0.86,83.42
2021-03-02,96,86.0,,0.86,82.56
2021-03-03,94,86.0,,0.86,80.84
2021-03-04,95,86.0,,0.86,81.7
2021-03-05,95,86.0,,0.86,81.7
2021-03-06,92,86.0,,0.86,79.12
2021-03-07,85,86.0,,0.86,73.1
2021-03-08,95,86.0,,0.86,81.7
2021-03-09,96,86.0,,0.86,82.56
2021-03-10,93,86.0,,0.86,79.98
2021-03-11,93,86.0,,0.86,79.98
2021-03-12,94,86.0,,0.86,80.84
2021-03-13,88,86.0,,0.86,75.67999999999999
2021-03-14,86,86.0,,0.86,73.96
2021-03-15,92,86.0,,0.86,79.12
2021-03-16,95,86.0,,0.86,81.7
2021-03-17,100,86.0,,0.86,86.0
2021-03-18,99,86.0,,0.86,85.14
2021-03-19,96,86.0,,0.86,82.56
2021-03-20,92,86.0,,0.86,79.12
2021-03-21,87,86.0,,0.86,74.82
2021-03-22,98,86.0,,0.86,84.28
2021-03-23,92,86.0,,0.86,79.12
2021-03-24,95,86.0,,0.86,81.7
2021-03-25,98,86.0,,0.86,84.28
2021-03-26,95,86.0,,0.86,81.7
2021-03-27,90,86.0,,0.86,77.4
2021-03-28,85,86.0,,0.86,73.1
2021-03-29,98,86.0,,0.86,84.28
2021-03-30,97,86.0,,0.86,83.42
2021-03-31,98,86.0,,0.86,84.28
2021-04-01,93,86.0,False,0.86,79.98
2021-04-02,93,86.0,,0.86,79.98
2021-04-03,87,86.0,,0.86,74.82
2021-04-04,83,86.0,,0.86,71.38
2021-04-05,99,86.0,,0.86,85.14
2021-04-06,95,86.0,,0.86,81.7
2021-04-07,100,86.0,,0.86,86.0
2021-04-08,95,86.0,,0.86,81.7
2021-04-09,93,86.0,,0.86,79.98
2021-04-10,89,86.0,,0.86,76.53999999999999
2021-04-11,87,86.0,,0.86,74.82
2021-04-12,95,86.0,,0.86,81.7
2021-04-13,93,86.0,,0.86,79.98
2021-04-14,92,86.0,,0.86,79.12
2021-04-15,93,86.0,,0.86,79.98
2021-04-16,92,86.0,,0.86,79.12
2021-04-17,87,86.0,,0.86,74.82
2021-04-18,83,86.0,,0.86,71.38
2021-04-19,94,86.0,,0.86,80.84
2021-04-20,88,86.0,,0.86,75.67999999999999
2021-04-21,89,86.0,,0.86,76.53999999999999
2021-04-22,90,86.0,,0.86,77.4
2021-04-23,90,86.0,,0.86,77.4
2021-04-24,83,86.0,,0.86,71.38
2021-04-25,81,86.0,,0.86,69.66
2021-04-26,90,86.0,,0.86,77.4
2021-04-27,90,86.0,,0.86,77.4
2021-04-28,91,86.0,,0.86,78.26
2021-04-29,85,86.0,,0.86,73.1
2021-04-30,85,86.0,,0.86,73.1
2021-05-01,88,81.0,False,0.81,71.28
2021-05-02,86,81.0,,0.81,69.66000000000001
