date,WWE_unscaled,WWE_monthly,isPartial,scale,WWE
2019-08-21,41,57.0,,0.57,23.369999999999997
2019-08-22,31,57.0,,0.57,17.669999999999998
2019-08-23,30,57.0,,0.57,17.099999999999998
2019-08-24,32,57.0,,0.57,18.24
2019-08-25,34,57.0,,0.57,19.38
2019-08-26,31,57.0,,0.57,17.669999999999998
2019-08-27,43,57.0,,0.57,24.509999999999998
2019-08-28,37,57.0,,0.57,21.09
2019-08-29,28,57.0,,0.57,15.959999999999999
2019-08-30,27,57.0,,0.57,15.389999999999999
2019-08-31,31,57.0,,0.57,17.669999999999998
2019-09-01,49,48.0,False,0.48,23.52
2019-09-02,50,48.0,,0.48,24.0
2019-09-03,63,48.0,,0.48,30.24
2019-09-04,51,48.0,,0.48,24.48
2019-09-05,41,48.0,,0.48,19.68
2019-09-06,38,48.0,,0.48,18.24
2019-09-07,45,48.0,,0.48,21.599999999999998
2019-09-08,49,48.0,,0.48,23.52
2019-09-09,45,48.0,,0.48,21.599999999999998
2019-09-10,62,48.0,,0.48,29.759999999999998
2019-09-11,52,48.0,,0.48,24.96
2019-09-12,40,48.0,,0.48,19.2
2019-09-13,40,48.0,,0.48,19.2
2019-09-14,45,48.0,,0.48,21.599999999999998
2019-09-15,76,48.0,,0.48,36.48
2019-09-16,100,48.0,,0.48,48.0
2019-09-17,68,48.0,,0.48,32.64
2019-09-18,54,48.0,,0.48,25.919999999999998
2019-09-19,45,48.0,,0.48,21.599999999999998
2019-09-20,40,48.0,,0.48,19.2
2019-09-21,46,48.0,,0.48,22.08
2019-09-22,47,48.0,,0.48,22.56
2019-09-23,42,48.0,,0.48,20.16
2019-09-24,64,48.0,,0.48,30.72
2019-09-25,54,48.0,,0.48,25.919999999999998
2019-09-26,45,48.0,,0.48,21.599999999999998
2019-09-27,44,48.0,,0.48,21.119999999999997
2019-09-28,52,48.0,,0.48,24.96
2019-09-29,58,48.0,,0.48,27.84
2019-09-30,54,48.0,,0.48,25.919999999999998
2019-10-01,71,63.0,False,0.63,44.73
2019-10-02,48,63.0,,0.63,30.240000000000002
2019-10-03,49,63.0,,0.63,30.87
2019-10-04,52,63.0,,0.63,32.76
2019-10-05,93,63.0,,0.63,58.59
2019-10-06,77,63.0,,0.63,48.51
2019-10-07,100,63.0,,0.63,63.0
2019-10-08,70,63.0,,0.63,44.1
2019-10-09,48,63.0,,0.63,30.240000000000002
2019-10-10,46,63.0,,0.63,28.98
2019-10-11,48,63.0,,0.63,30.240000000000002
2019-10-12,82,63.0,,0.63,51.660000000000004
2019-10-13,49,63.0,,0.63,30.87
2019-10-14,47,63.0,,0.63,29.61
2019-10-15,70,63.0,,0.63,44.1
2019-10-16,51,63.0,,0.63,32.13
2019-10-17,41,63.0,,0.63,25.830000000000002
2019-10-18,40,63.0,,0.63,25.2
2019-10-19,60,63.0,,0.63,37.8
2019-10-20,49,63.0,,0.63,30.87
2019-10-21,43,63.0,,0.63,27.09
2019-10-22,63,63.0,,0.63,39.69
2019-10-23,49,63.0,,0.63,30.87
2019-10-24,44,63.0,,0.63,27.72
2019-10-25,46,63.0,,0.63,28.98
2019-10-26,55,63.0,,0.63,34.65
2019-10-27,50,63.0,,0.63,31.5
2019-10-28,45,63.0,,0.63,28.35
2019-10-29,57,63.0,,0.63,35.910000000000004
2019-10-30,44,63.0,,0.63,27.72
2019-10-31,76,63.0,,0.63,47.88
2019-11-01,80,55.0,False,0.55,44.0
2019-11-02,88,55.0,,0.55,48.400000000000006
2019-11-03,62,55.0,,0.55,34.1
2019-11-04,50,55.0,,0.55,27.500000000000004
2019-11-05,73,55.0,,0.55,40.150000000000006
2019-11-06,50,55.0,,0.55,27.500000000000004
2019-11-07,49,55.0,,0.55,26.950000000000003
2019-11-08,46,55.0,,0.55,25.3
2019-11-09,61,55.0,,0.55,33.550000000000004
2019-11-10,55,55.0,,0.55,30.250000000000004
2019-11-11,46,55.0,,0.55,25.3
2019-11-12,62,55.0,,0.55,34.1
2019-11-13,52,55.0,,0.55,28.6
2019-11-14,47,55.0,,0.55,25.85
2019-11-15,43,55.0,,0.55,23.650000000000002
2019-11-16,69,55.0,,0.55,37.95
2019-11-17,55,55.0,,0.55,30.250000000000004
2019-11-18,45,55.0,,0.55,24.750000000000004
2019-11-19,61,55.0,,0.55,33.550000000000004
2019-11-20,51,55.0,,0.55,28.05
2019-11-21,47,55.0,,0.55,25.85
2019-11-22,45,55.0,,0.55,24.750000000000004
2019-11-23,71,55.0,,0.55,39.050000000000004
2019-11-24,87,55.0,,0.55,47.85
2019-11-25,100,55.0,,0.55,55.00000000000001
2019-11-26,73,55.0,,0.55,40.150000000000006
2019-11-27,51,55.0,,0.55,28.05
2019-11-28,55,55.0,,0.55,30.250000000000004
2019-11-29,54,55.0,,0.55,29.700000000000003
2019-11-30,72,55.0,,0.55,39.6
2019-12-01,67,52.0,False,0.52,34.84
2019-12-02,65,52.0,,0.52,33.800000000000004
2019-12-03,69,52.0,,0.52,35.88
2019-12-04,47,52.0,,0.52,24.44
2019-12-05,49,52.0,,0.52,25.48
2019-12-06,46,52.0,,0.52,23.92
2019-12-07,68,52.0,,0.52,35.36
2019-12-08,58,52.0,,0.52,30.16
2019-12-09,54,52.0,,0.52,28.080000000000002
2019-12-10,67,52.0,,0.52,34.84
2019-12-11,51,52.0,,0.52,26.52
2019-12-12,50,52.0,,0.52,26.0
2019-12-13,50,52.0,,0.52,26.0
2019-12-14,69,52.0,,0.52,35.88
2019-12-15,81,52.0,,0.52,42.120000000000005
2019-12-16,100,52.0,,0.52,52.0
2019-12-17,73,52.0,,0.52,37.96
2019-12-18,47,52.0,,0.52,24.44
2019-12-19,52,52.0,,0.52,27.04
2019-12-20,47,52.0,,0.52,24.44
2019-12-21,63,52.0,,0.52,32.76
2019-12-22,54,52.0,,0.52,28.080000000000002
2019-12-23,49,52.0,,0.52,25.48
2019-12-24,67,52.0,,0.52,34.84
2019-12-25,57,52.0,,0.52,29.64
2019-12-26,52,52.0,,0.52,27.04
2019-12-27,57,52.0,,0.52,29.64
2019-12-28,66,52.0,,0.52,34.32
2019-12-29,59,52.0,,0.52,30.68
2019-12-30,54,52.0,,0.52,28.080000000000002
2019-12-31,79,52.0,,0.52,41.08
2020-01-01,29,56.0,False,0.56,16.240000000000002
2020-01-02,24,56.0,,0.56,13.440000000000001
2020-01-03,22,56.0,,0.56,12.32
2020-01-04,30,56.0,,0.56,16.8
2020-01-05,24,56.0,,0.56,13.440000000000001
2020-01-06,22,56.0,,0.56,12.32
2020-01-07,32,56.0,,0.56,17.92
2020-01-08,23,56.0,,0.56,12.88
2020-01-09,20,56.0,,0.56,11.200000000000001
2020-01-10,19,56.0,,0.56,10.64
2020-01-11,30,56.0,,0.56,16.8
2020-01-12,27,56.0,,0.56,15.120000000000001
2020-01-13,21,56.0,,0.56,11.760000000000002
2020-01-14,29,56.0,,0.56,16.240000000000002
2020-01-15,22,56.0,,0.56,12.32
2020-01-16,24,56.0,,0.56,13.440000000000001
2020-01-17,24,56.0,,0.56,13.440000000000001
2020-01-18,31,56.0,,0.56,17.360000000000003
2020-01-19,29,56.0,,0.56,16.240000000000002
2020-01-20,25,56.0,,0.56,14.000000000000002
2020-01-21,30,56.0,,0.56,16.8
2020-01-22,21,56.0,,0.56,11.760000000000002
2020-01-23,22,56.0,,0.56,12.32
2020-01-24,23,56.0,,0.56,12.88
2020-01-25,36,56.0,,0.56,20.160000000000004
2020-01-26,49,56.0,,0.56,27.44
2020-01-27,100,56.0,,0.56,56.00000000000001
2020-01-28,46,56.0,,0.56,25.76
2020-01-29,28,56.0,,0.56,15.680000000000001
2020-01-30,26,56.0,,0.56,14.560000000000002
2020-01-31,29,56.0,,0.56,16.240000000000002
2020-02-01,89,56.0,False,0.56,49.84
2020-02-02,76,56.0,,0.56,42.56
2020-02-03,64,56.0,,0.56,35.84
2020-02-04,81,56.0,,0.56,45.36000000000001
2020-02-05,58,56.0,,0.56,32.480000000000004
2020-02-06,60,56.0,,0.56,33.6
2020-02-07,61,56.0,,0.56,34.160000000000004
2020-02-08,90,56.0,,0.56,50.400000000000006
2020-02-09,75,56.0,,0.56,42.00000000000001
2020-02-10,57,56.0,,0.56,31.92
2020-02-11,82,56.0,,0.56,45.92
2020-02-12,57,56.0,,0.56,31.92
2020-02-13,56,56.0,,0.56,31.360000000000003
2020-02-14,53,56.0,,0.56,29.680000000000003
2020-02-15,82,56.0,,0.56,45.92
2020-02-16,80,56.0,,0.56,44.800000000000004
2020-02-17,75,56.0,,0.56,42.00000000000001
2020-02-18,74,56.0,,0.56,41.440000000000005
2020-02-19,53,56.0,,0.56,29.680000000000003
2020-02-20,53,56.0,,0.56,29.680000000000003
2020-02-21,54,56.0,,0.56,30.240000000000002
2020-02-22,89,56.0,,0.56,49.84
2020-02-23,73,56.0,,0.56,40.88
2020-02-24,59,56.0,,0.56,33.040000000000006
2020-02-25,71,56.0,,0.56,39.760000000000005
2020-02-26,54,56.0,,0.56,30.240000000000002
2020-02-27,100,56.0,,0.56,56.00000000000001
2020-02-28,85,56.0,,0.56,47.6
2020-02-29,91,56.0,,0.56,50.96000000000001
2020-03-01,66,54.0,False,0.54,35.64
2020-03-02,53,54.0,,0.54,28.62
2020-03-03,71,54.0,,0.54,38.34
2020-03-04,50,54.0,,0.54,27.0
2020-03-05,50,54.0,,0.54,27.0
2020-03-06,52,54.0,,0.54,28.080000000000002
2020-03-07,75,54.0,,0.54,40.5
2020-03-08,91,54.0,,0.54,49.14
2020-03-09,100,54.0,,0.54,54.0
2020-03-10,72,54.0,,0.54,38.88
2020-03-11,55,54.0,,0.54,29.700000000000003
2020-03-12,68,54.0,,0.54,36.72
2020-03-13,68,54.0,,0.54,36.72
2020-03-14,91,54.0,,0.54,49.14
2020-03-15,66,54.0,,0.54,35.64
2020-03-16,65,54.0,,0.54,35.1
2020-03-17,78,54.0,,0.54,42.120000000000005
2020-03-18,53,54.0,,0.54,28.62
2020-03-19,50,54.0,,0.54,27.0
2020-03-20,50,54.0,,0.54,27.0
2020-03-21,71,54.0,,0.54,38.34
2020-03-22,65,54.0,,0.54,35.1
2020-03-23,62,54.0,,0.54,33.480000000000004
2020-03-24,71,54.0,,0.54,38.34
2020-03-25,56,54.0,,0.54,30.240000000000002
2020-03-26,54,54.0,,0.54,29.160000000000004
2020-03-27,62,54.0,,0.54,33.480000000000004
2020-03-28,77,54.0,,0.54,41.580000000000005
2020-03-29,74,54.0,,0.54,39.96
2020-03-30,63,54.0,,0.54,34.02
2020-03-31,70,54.0,,0.54,37.800000000000004
2020-04-01,29,64.0,False,0.64,18.56
2020-04-02,29,64.0,,0.64,18.56
2020-04-03,30,64.0,,0.64,19.2
2020-04-04,75,64.0,,0.64,48.0
2020-04-05,100,64.0,,0.64,64.0
2020-04-06,76,64.0,,0.64,48.64
2020-04-07,41,64.0,,0.64,26.240000000000002
2020-04-08,33,64.0,,0.64,21.12
2020-04-09,31,64.0,,0.64,19.84
2020-04-10,32,64.0,,0.64,20.48
2020-04-11,39,64.0,,0.64,24.96
2020-04-12,36,64.0,,0.64,23.04
2020-04-13,30,64.0,,0.64,19.2
2020-04-14,40,64.0,,0.64,25.6
2020-04-15,49,64.0,,0.64,31.36
2020-04-16,52,64.0,,0.64,33.28
2020-04-17,34,64.0,,0.64,21.76
2020-04-18,42,64.0,,0.64,26.88
2020-04-19,34,64.0,,0.64,21.76
2020-04-20,28,64.0,,0.64,17.92
2020-04-21,36,64.0,,0.64,23.04
2020-04-22,28,64.0,,0.64,17.92
2020-04-23,29,64.0,,0.64,18.56
2020-04-24,26,64.0,,0.64,16.64
2020-04-25,30,64.0,,0.64,19.2
2020-04-26,27,64.0,,0.64,17.28
2020-04-27,25,64.0,,0.64,16.0
2020-04-28,32,64.0,,0.64,20.48
2020-04-29,27,64.0,,0.64,17.28
2020-04-30,27,64.0,,0.64,17.28
2020-05-01,56,51.0,False,0.51,28.560000000000002
2020-05-02,64,51.0,,0.51,32.64
2020-05-03,58,51.0,,0.51,29.580000000000002
2020-05-04,50,51.0,,0.51,25.5
2020-05-05,60,51.0,,0.51,30.6
2020-05-06,50,51.0,,0.51,25.5
2020-05-07,51,51.0,,0.51,26.01
2020-05-08,48,51.0,,0.51,24.48
2020-05-09,61,51.0,,0.51,31.11
2020-05-10,89,51.0,,0.51,45.39
2020-05-11,100,51.0,,0.51,51.0
2020-05-12,79,51.0,,0.51,40.29
2020-05-13,57,51.0,,0.51,29.07
2020-05-14,51,51.0,,0.51,26.01
2020-05-15,49,51.0,,0.51,24.990000000000002
2020-05-16,65,51.0,,0.51,33.15
2020-05-17,58,51.0,,0.51,29.580000000000002
2020-05-18,59,51.0,,0.51,30.09
2020-05-19,75,51.0,,0.51,38.25
2020-05-20,80,51.0,,0.51,40.8
2020-05-21,68,51.0,,0.51,34.68
2020-05-22,52,51.0,,0.51,26.52
2020-05-23,72,51.0,,0.51,36.72
2020-05-24,62,51.0,,0.51,31.62
2020-05-25,56,51.0,,0.51,28.560000000000002
2020-05-26,67,51.0,,0.51,34.17
2020-05-27,50,51.0,,0.51,25.5
2020-05-28,47,51.0,,0.51,23.97
2020-05-29,46,51.0,,0.51,23.46
2020-05-30,63,51.0,,0.51,32.13
2020-05-31,51,51.0,,0.51,26.01
2020-06-01,50,48.0,False,0.48,24.0
2020-06-02,65,48.0,,0.48,31.2
2020-06-03,50,48.0,,0.48,24.0
2020-06-04,48,48.0,,0.48,23.04
2020-06-05,47,48.0,,0.48,22.56
2020-06-06,65,48.0,,0.48,31.2
2020-06-07,67,48.0,,0.48,32.16
2020-06-08,59,48.0,,0.48,28.32
2020-06-09,64,48.0,,0.48,30.72
2020-06-10,51,48.0,,0.48,24.48
2020-06-11,47,48.0,,0.48,22.56
2020-06-12,44,48.0,,0.48,21.119999999999997
2020-06-13,65,48.0,,0.48,31.2
2020-06-14,81,48.0,,0.48,38.879999999999995
2020-06-15,100,48.0,,0.48,48.0
2020-06-16,75,48.0,,0.48,36.0
2020-06-17,66,48.0,,0.48,31.68
2020-06-18,54,48.0,,0.48,25.919999999999998
2020-06-19,52,48.0,,0.48,24.96
2020-06-20,66,48.0,,0.48,31.68
2020-06-21,57,48.0,,0.48,27.36
2020-06-22,56,48.0,,0.48,26.88
2020-06-23,68,48.0,,0.48,32.64
2020-06-24,52,48.0,,0.48,24.96
2020-06-25,55,48.0,,0.48,26.4
2020-06-26,50,48.0,,0.48,24.0
2020-06-27,62,48.0,,0.48,29.759999999999998
2020-06-28,56,48.0,,0.48,26.88
2020-06-29,48,48.0,,0.48,23.04
2020-06-30,58,48.0,,0.48,27.84
2020-07-01,41,43.0,False,0.43,17.63
2020-07-02,45,43.0,,0.43,19.35
2020-07-03,40,43.0,,0.43,17.2
2020-07-04,52,43.0,,0.43,22.36
2020-07-05,47,43.0,,0.43,20.21
2020-07-06,41,43.0,,0.43,17.63
2020-07-07,62,43.0,,0.43,26.66
2020-07-08,46,43.0,,0.43,19.78
2020-07-09,44,43.0,,0.43,18.919999999999998
2020-07-10,40,43.0,,0.43,17.2
2020-07-11,52,43.0,,0.43,22.36
2020-07-12,50,43.0,,0.43,21.5
2020-07-13,42,43.0,,0.43,18.06
2020-07-14,52,43.0,,0.43,22.36
2020-07-15,41,43.0,,0.43,17.63
2020-07-16,40,43.0,,0.43,17.2
2020-07-17,41,43.0,,0.43,17.63
2020-07-18,55,43.0,,0.43,23.65
2020-07-19,73,43.0,,0.43,31.39
2020-07-20,100,43.0,,0.43,43.0
2020-07-21,63,43.0,,0.43,27.09
2020-07-22,42,43.0,,0.43,18.06
2020-07-23,43,43.0,,0.43,18.49
2020-07-24,41,43.0,,0.43,17.63
2020-07-25,53,43.0,,0.43,22.79
2020-07-26,44,43.0,,0.43,18.919999999999998
2020-07-27,41,43.0,,0.43,17.63
2020-07-28,53,43.0,,0.43,22.79
2020-07-29,40,43.0,,0.43,17.2
2020-07-30,39,43.0,,0.43,16.77
2020-07-31,40,43.0,,0.43,17.2
2020-08-01,51,51.0,False,0.51,26.01
2020-08-02,43,51.0,,0.51,21.93
2020-08-03,42,51.0,,0.51,21.42
2020-08-04,65,51.0,,0.51,33.15
2020-08-05,48,51.0,,0.51,24.48
2020-08-06,40,51.0,,0.51,20.4
2020-08-07,39,51.0,,0.51,19.89
2020-08-08,62,51.0,,0.51,31.62
2020-08-09,49,51.0,,0.51,24.990000000000002
2020-08-10,56,51.0,,0.51,28.560000000000002
2020-08-11,59,51.0,,0.51,30.09
2020-08-12,43,51.0,,0.51,21.93
2020-08-13,41,51.0,,0.51,20.91
2020-08-14,41,51.0,,0.51,20.91
2020-08-15,56,51.0,,0.51,28.560000000000002
2020-08-16,53,51.0,,0.51,27.03
2020-08-17,65,51.0,,0.51,33.15
2020-08-18,61,51.0,,0.51,31.11
2020-08-19,43,51.0,,0.51,21.93
2020-08-20,45,51.0,,0.51,22.95
2020-08-21,46,51.0,,0.51,23.46
2020-08-22,79,51.0,,0.51,40.29
2020-08-23,93,51.0,,0.51,47.43
2020-08-24,100,51.0,,0.51,51.0
2020-08-25,71,51.0,,0.51,36.21
2020-08-26,46,51.0,,0.51,23.46
2020-08-27,43,51.0,,0.51,21.93
2020-08-28,42,51.0,,0.51,21.42
2020-08-29,58,51.0,,0.51,29.580000000000002
2020-08-30,79,51.0,,0.51,40.29
2020-08-31,88,51.0,,0.51,44.88
2020-09-01,71,42.0,False,0.42,29.82
2020-09-02,50,42.0,,0.42,21.0
2020-09-03,45,42.0,,0.42,18.9
2020-09-04,45,42.0,,0.42,18.9
2020-09-05,69,42.0,,0.42,28.98
2020-09-06,54,42.0,,0.42,22.68
2020-09-07,55,42.0,,0.42,23.099999999999998
2020-09-08,63,42.0,,0.42,26.459999999999997
2020-09-09,50,42.0,,0.42,21.0
2020-09-10,45,42.0,,0.42,18.9
2020-09-11,44,42.0,,0.42,18.48
2020-09-12,65,42.0,,0.42,27.3
2020-09-13,52,42.0,,0.42,21.84
2020-09-14,44,42.0,,0.42,18.48
2020-09-15,60,42.0,,0.42,25.2
2020-09-16,44,42.0,,0.42,18.48
2020-09-17,45,42.0,,0.42,18.9
2020-09-18,52,42.0,,0.42,21.84
2020-09-19,72,42.0,,0.42,30.24
2020-09-20,55,42.0,,0.42,23.099999999999998
2020-09-21,44,42.0,,0.42,18.48
2020-09-22,64,42.0,,0.42,26.88
2020-09-23,60,42.0,,0.42,25.2
2020-09-24,52,42.0,,0.42,21.84
2020-09-25,49,42.0,,0.42,20.58
2020-09-26,65,42.0,,0.42,27.3
2020-09-27,75,42.0,,0.42,31.5
2020-09-28,100,42.0,,0.42,42.0
2020-09-29,66,42.0,,0.42,27.72
2020-09-30,46,42.0,,0.42,19.32
2020-10-01,39,43.0,False,0.43,16.77
2020-10-02,40,43.0,,0.43,17.2
2020-10-03,56,43.0,,0.43,24.08
2020-10-04,50,43.0,,0.43,21.5
2020-10-05,49,43.0,,0.43,21.07
2020-10-06,54,43.0,,0.43,23.22
2020-10-07,40,43.0,,0.43,17.2
2020-10-08,41,43.0,,0.43,17.63
2020-10-09,46,43.0,,0.43,19.78
2020-10-10,76,43.0,,0.43,32.68
2020-10-11,52,43.0,,0.43,22.36
2020-10-12,47,43.0,,0.43,20.21
2020-10-13,74,43.0,,0.43,31.82
2020-10-14,43,43.0,,0.43,18.49
2020-10-15,41,43.0,,0.43,17.63
2020-10-16,43,43.0,,0.43,18.49
2020-10-17,59,43.0,,0.43,25.37
2020-10-18,50,43.0,,0.43,21.5
2020-10-19,45,43.0,,0.43,19.35
2020-10-20,62,43.0,,0.43,26.66
2020-10-21,43,43.0,,0.43,18.49
2020-10-22,42,43.0,,0.43,18.06
2020-10-23,41,43.0,,0.43,17.63
2020-10-24,57,43.0,,0.43,24.509999999999998
2020-10-25,72,43.0,,0.43,30.96
2020-10-26,100,43.0,,0.43,43.0
2020-10-27,67,43.0,,0.43,28.81
2020-10-28,44,43.0,,0.43,18.919999999999998
2020-10-29,45,43.0,,0.43,19.35
2020-10-30,45,43.0,,0.43,19.35
2020-10-31,62,43.0,,0.43,26.66
2020-11-01,41,42.0,False,0.42,17.22
2020-11-02,38,42.0,,0.42,15.959999999999999
2020-11-03,45,42.0,,0.42,18.9
2020-11-04,21,42.0,,0.42,8.82
2020-11-05,28,42.0,,0.42,11.76
2020-11-06,30,42.0,,0.42,12.6
2020-11-07,41,42.0,,0.42,17.22
2020-11-08,36,42.0,,0.42,15.12
2020-11-09,35,42.0,,0.42,14.7
2020-11-10,44,42.0,,0.42,18.48
2020-11-11,37,42.0,,0.42,15.54
2020-11-12,33,42.0,,0.42,13.86
2020-11-13,34,42.0,,0.42,14.28
2020-11-14,94,42.0,,0.42,39.48
2020-11-15,45,42.0,,0.42,18.9
2020-11-16,39,42.0,,0.42,16.38
2020-11-17,55,42.0,,0.42,23.099999999999998
2020-11-18,41,42.0,,0.42,17.22
2020-11-19,39,42.0,,0.42,16.38
2020-11-20,40,42.0,,0.42,16.8
2020-11-21,53,42.0,,0.42,22.259999999999998
2020-11-22,68,42.0,,0.42,28.56
2020-11-23,100,42.0,,0.42,42.0
2020-11-24,61,42.0,,0.42,25.619999999999997
2020-11-25,45,42.0,,0.42,18.9
2020-11-26,44,42.0,,0.42,18.48
2020-11-27,44,42.0,,0.42,18.48
2020-11-28,56,42.0,,0.42,23.52
2020-11-29,45,42.0,,0.42,18.9
2020-11-30,40,42.0,,0.42,16.8
2020-12-01,55,45.0,False,0.45,24.75
2020-12-02,48,45.0,,0.45,21.6
2020-12-03,44,45.0,,0.45,19.8
2020-12-04,40,45.0,,0.45,18.0
2020-12-05,56,45.0,,0.45,25.2
2020-12-06,53,45.0,,0.45,23.85
2020-12-07,52,45.0,,0.45,23.400000000000002
2020-12-08,54,45.0,,0.45,24.3
2020-12-09,40,45.0,,0.45,18.0
2020-12-10,42,45.0,,0.45,18.900000000000002
2020-12-11,46,45.0,,0.45,20.7
2020-12-12,60,45.0,,0.45,27.0
2020-12-13,48,45.0,,0.45,21.6
2020-12-14,43,45.0,,0.45,19.35
2020-12-15,51,45.0,,0.45,22.95
2020-12-16,40,45.0,,0.45,18.0
2020-12-17,39,45.0,,0.45,17.55
2020-12-18,41,45.0,,0.45,18.45
2020-12-19,53,45.0,,0.45,23.85
2020-12-20,60,45.0,,0.45,27.0
2020-12-21,100,45.0,,0.45,45.0
2020-12-22,57,45.0,,0.45,25.650000000000002
2020-12-23,44,45.0,,0.45,19.8
2020-12-24,43,45.0,,0.45,19.35
2020-12-25,43,45.0,,0.45,19.35
2020-12-26,57,45.0,,0.45,25.650000000000002
2020-12-27,77,45.0,,0.45,34.65
2020-12-28,48,45.0,,0.45,21.6
2020-12-29,60,45.0,,0.45,27.0
2020-12-30,44,45.0,,0.45,19.8
2020-12-31,43,45.0,,0.45,19.35
2021-01-01,43,40.0,False,0.4,17.2
2021-01-02,56,40.0,,0.4,22.400000000000002
2021-01-03,45,40.0,,0.4,18.0
2021-01-04,40,40.0,,0.4,16.0
2021-01-05,67,40.0,,0.4,26.8
2021-01-06,41,40.0,,0.4,16.400000000000002
2021-01-07,40,40.0,,0.4,16.0
2021-01-08,39,40.0,,0.4,15.600000000000001
2021-01-09,53,40.0,,0.4,21.200000000000003
2021-01-10,43,40.0,,0.4,17.2
2021-01-11,42,40.0,,0.4,16.8
2021-01-12,56,40.0,,0.4,22.400000000000002
2021-01-13,45,40.0,,0.4,18.0
2021-01-14,42,40.0,,0.4,16.8
2021-01-15,39,40.0,,0.4,15.600000000000001
2021-01-16,52,40.0,,0.4,20.8
2021-01-17,45,40.0,,0.4,18.0
2021-01-18,42,40.0,,0.4,16.8
2021-01-19,54,40.0,,0.4,21.6
2021-01-20,38,40.0,,0.4,15.200000000000001
2021-01-21,39,40.0,,0.4,15.600000000000001
2021-01-22,41,40.0,,0.4,16.400000000000002
2021-01-23,51,40.0,,0.4,20.400000000000002
2021-01-24,50,40.0,,0.4,20.0
2021-01-25,57,40.0,,0.4,22.8
2021-01-26,69,40.0,,0.4,27.6
2021-01-27,46,40.0,,0.4,18.400000000000002
2021-01-28,41,40.0,,0.4,16.400000000000002
2021-01-29,45,40.0,,0.4,18.0
2021-01-30,62,40.0,,0.4,24.8
2021-01-31,100,40.0,,0.4,40.0
2021-02-01,100,50.0,False,0.5,50.0
2021-02-02,36,50.0,,0.5,18.0
2021-02-03,24,50.0,,0.5,12.0
2021-02-04,22,50.0,,0.5,11.0
2021-02-05,23,50.0,,0.5,11.5
2021-02-06,34,50.0,,0.5,17.0
2021-02-07,24,50.0,,0.5,12.0
2021-02-08,22,50.0,,0.5,11.0
2021-02-09,28,50.0,,0.5,14.0
2021-02-10,22,50.0,,0.5,11.0
2021-02-11,21,50.0,,0.5,10.5
2021-02-12,19,50.0,,0.5,9.5
2021-02-13,26,50.0,,0.5,13.0
2021-02-14,24,50.0,,0.5,12.0
2021-02-15,27,50.0,,0.5,13.5
2021-02-16,28,50.0,,0.5,14.0
2021-02-17,21,50.0,,0.5,10.5
2021-02-18,20,50.0,,0.5,10.0
2021-02-19,20,50.0,,0.5,10.0
2021-02-20,28,50.0,,0.5,14.0
2021-02-21,35,50.0,,0.5,17.5
2021-02-22,51,50.0,,0.5,25.5
2021-02-23,31,50.0,,0.5,15.5
2021-02-24,21,50.0,,0.5,10.5
2021-02-25,22,50.0,,0.5,11.0
2021-02-26,19,50.0,,0.5,9.5
2021-02-27,25,50.0,,0.5,12.5
2021-02-28,23,50.0,,0.5,11.5
2021-03-01,44,43.0,False,0.43,18.919999999999998
2021-03-02,70,43.0,,0.43,30.099999999999998
2021-03-03,47,43.0,,0.43,20.21
2021-03-04,47,43.0,,0.43,20.21
2021-03-05,43,43.0,,0.43,18.49
2021-03-06,60,43.0,,0.43,25.8
2021-03-07,51,43.0,,0.43,21.93
2021-03-08,47,43.0,,0.43,20.21
2021-03-09,59,43.0,,0.43,25.37
2021-03-10,41,43.0,,0.43,17.63
2021-03-11,43,43.0,,0.43,18.49
2021-03-12,44,43.0,,0.43,18.919999999999998
2021-03-13,56,43.0,,0.43,24.08
2021-03-14,49,43.0,,0.43,21.07
2021-03-15,43,43.0,,0.43,18.49
2021-03-16,56,43.0,,0.43,24.08
2021-03-17,43,43.0,,0.43,18.49
2021-03-18,46,43.0,,0.43,19.78
2021-03-19,43,43.0,,0.43,18.49
2021-03-20,54,43.0,,0.43,23.22
2021-03-21,83,43.0,,0.43,35.69
2021-03-22,100,43.0,,0.43,43.0
2021-03-23,62,43.0,,0.43,26.66
2021-03-24,48,43.0,,0.43,20.64
2021-03-25,47,43.0,,0.43,20.21
2021-03-26,44,43.0,,0.43,18.919999999999998
2021-03-27,56,43.0,,0.43,24.08
2021-03-28,51,43.0,,0.43,21.93
2021-03-29,48,43.0,,0.43,20.64
2021-03-30,58,43.0,,0.43,24.94
2021-03-31,48,43.0,,0.43,20.64
2021-04-01,30,51.0,False,0.51,15.3
2021-04-02,29,51.0,,0.51,14.790000000000001
2021-04-03,36,51.0,,0.51,18.36
2021-04-04,34,51.0,,0.51,17.34
2021-04-05,32,51.0,,0.51,16.32
2021-04-06,40,51.0,,0.51,20.4
2021-04-07,39,51.0,,0.51,19.89
2021-04-08,35,51.0,,0.51,17.85
2021-04-09,33,51.0,,0.51,16.830000000000002
2021-04-10,55,51.0,,0.51,28.05
2021-04-11,100,51.0,,0.51,51.0
2021-04-12,82,51.0,,0.51,41.82
2021-04-13,50,51.0,,0.51,25.5
2021-04-14,30,51.0,,0.51,15.3
2021-04-15,39,51.0,,0.51,19.89
2021-04-16,39,51.0,,0.51,19.89
2021-04-17,41,51.0,,0.51,20.91
2021-04-18,32,51.0,,0.51,16.32
2021-04-19,32,51.0,,0.51,16.32
