date,FDX_unscaled,FDX_monthly,isPartial,scale,FDX
2017-12-25,17,40.0,,0.4,6.800000000000001
2017-12-26,50,40.0,,0.4,20.0
2017-12-27,58,40.0,,0.4,23.200000000000003
2017-12-28,20,40.0,,0.4,8.0
2017-12-29,41,40.0,,0.4,16.400000000000002
2017-12-30,11,40.0,,0.4,4.4
2017-12-31,22,40.0,,0.4,8.8
2018-01-01,17,42.0,False,0.42,7.14
2018-01-02,37,42.0,,0.42,15.54
2018-01-03,73,42.0,,0.42,30.66
2018-01-04,77,42.0,,0.42,32.339999999999996
2018-01-05,100,42.0,,0.42,42.0
2018-01-06,29,42.0,,0.42,12.18
2018-01-07,4,42.0,,0.42,1.68
2018-01-08,52,42.0,,0.42,21.84
2018-01-09,59,42.0,,0.42,24.779999999999998
2018-01-10,72,42.0,,0.42,30.24
2018-01-11,57,42.0,,0.42,23.939999999999998
2018-01-12,82,42.0,,0.42,34.44
2018-01-13,42,42.0,,0.42,17.64
2018-01-14,8,42.0,,0.42,3.36
2018-01-15,26,42.0,,0.42,10.92
2018-01-16,49,42.0,,0.42,20.58
2018-01-17,62,42.0,,0.42,26.04
2018-01-18,67,42.0,,0.42,28.14
2018-01-19,47,42.0,,0.42,19.74
2018-01-20,21,42.0,,0.42,8.82
2018-01-21,8,42.0,,0.42,3.36
2018-01-22,41,42.0,,0.42,17.22
2018-01-23,59,42.0,,0.42,24.779999999999998
2018-01-24,56,42.0,,0.42,23.52
2018-01-25,38,42.0,,0.42,15.959999999999999
2018-01-26,71,42.0,,0.42,29.82
2018-01-27,42,42.0,,0.42,17.64
2018-01-28,8,42.0,,0.42,3.36
2018-01-29,48,42.0,,0.42,20.16
2018-01-30,44,42.0,,0.42,18.48
2018-01-31,52,42.0,,0.42,21.84
2018-02-01,58,40.0,False,0.4,23.200000000000003
2018-02-02,72,40.0,,0.4,28.8
2018-02-03,33,40.0,,0.4,13.200000000000001
2018-02-04,23,40.0,,0.4,9.200000000000001
2018-02-05,45,40.0,,0.4,18.0
2018-02-06,100,40.0,,0.4,40.0
2018-02-07,91,40.0,,0.4,36.4
2018-02-08,54,40.0,,0.4,21.6
2018-02-09,79,40.0,,0.4,31.6
2018-02-10,14,40.0,,0.4,5.6000000000000005
2018-02-11,23,40.0,,0.4,9.200000000000001
2018-02-12,54,40.0,,0.4,21.6
2018-02-13,46,40.0,,0.4,18.400000000000002
2018-02-14,47,40.0,,0.4,18.8
2018-02-15,44,40.0,,0.4,17.6
2018-02-16,72,40.0,,0.4,28.8
2018-02-17,28,40.0,,0.4,11.200000000000001
2018-02-18,14,40.0,,0.4,5.6000000000000005
2018-02-19,24,40.0,,0.4,9.600000000000001
2018-02-20,61,40.0,,0.4,24.400000000000002
2018-02-21,43,40.0,,0.4,17.2
2018-02-22,70,40.0,,0.4,28.0
2018-02-23,64,40.0,,0.4,25.6
2018-02-24,46,40.0,,0.4,18.400000000000002
2018-02-25,5,40.0,,0.4,2.0
2018-02-26,68,40.0,,0.4,27.200000000000003
2018-02-27,62,40.0,,0.4,24.8
2018-02-28,39,40.0,,0.4,15.600000000000001
2018-03-01,30,49.0,False,0.49,14.7
2018-03-02,19,49.0,,0.49,9.31
2018-03-03,4,49.0,,0.49,1.96
2018-03-04,2,49.0,,0.49,0.98
2018-03-05,26,49.0,,0.49,12.74
2018-03-06,24,49.0,,0.49,11.76
2018-03-07,33,49.0,,0.49,16.169999999999998
2018-03-08,24,49.0,,0.49,11.76
2018-03-09,29,49.0,,0.49,14.209999999999999
2018-03-10,8,49.0,,0.49,3.92
2018-03-11,8,49.0,,0.49,3.92
2018-03-12,26,49.0,,0.49,12.74
2018-03-13,16,49.0,,0.49,7.84
2018-03-14,33,49.0,,0.49,16.169999999999998
2018-03-15,16,49.0,,0.49,7.84
2018-03-16,20,49.0,,0.49,9.8
2018-03-17,6,49.0,,0.49,2.94
2018-03-18,9,49.0,,0.49,4.41
2018-03-19,23,49.0,,0.49,11.27
2018-03-20,82,49.0,,0.49,40.18
2018-03-21,100,49.0,,0.49,49.0
2018-03-22,45,49.0,,0.49,22.05
2018-03-23,46,49.0,,0.49,22.54
2018-03-24,9,49.0,,0.49,4.41
2018-03-25,6,49.0,,0.49,2.94
2018-03-26,42,49.0,,0.49,20.58
2018-03-27,52,49.0,,0.49,25.48
2018-03-28,31,49.0,,0.49,15.19
2018-03-29,33,49.0,,0.49,16.169999999999998
2018-03-30,20,49.0,,0.49,9.8
2018-03-31,11,49.0,,0.49,5.39
2018-04-01,13,29.0,False,0.29,3.7699999999999996
2018-04-02,67,29.0,,0.29,19.43
2018-04-03,54,29.0,,0.29,15.659999999999998
2018-04-04,65,29.0,,0.29,18.849999999999998
2018-04-05,41,29.0,,0.29,11.889999999999999
2018-04-06,97,29.0,,0.29,28.13
2018-04-07,23,29.0,,0.29,6.67
2018-04-08,6,29.0,,0.29,1.7399999999999998
2018-04-09,55,29.0,,0.29,15.95
2018-04-10,70,29.0,,0.29,20.299999999999997
2018-04-11,45,29.0,,0.29,13.049999999999999
2018-04-12,56,29.0,,0.29,16.24
2018-04-13,77,29.0,,0.29,22.33
2018-04-14,24,29.0,,0.29,6.959999999999999
2018-04-15,12,29.0,,0.29,3.4799999999999995
2018-04-16,63,29.0,,0.29,18.27
2018-04-17,45,29.0,,0.29,13.049999999999999
2018-04-18,100,29.0,,0.29,28.999999999999996
2018-04-19,55,29.0,,0.29,15.95
2018-04-20,51,29.0,,0.29,14.79
2018-04-21,25,29.0,,0.29,7.249999999999999
2018-04-22,0,29.0,,0.29,0.0
2018-04-23,24,29.0,,0.29,6.959999999999999
2018-04-24,44,29.0,,0.29,12.76
2018-04-25,63,29.0,,0.29,18.27
2018-04-26,49,29.0,,0.29,14.209999999999999
2018-04-27,51,29.0,,0.29,14.79
2018-04-28,12,29.0,,0.29,3.4799999999999995
2018-04-29,12,29.0,,0.29,3.4799999999999995
2018-04-30,49,29.0,,0.29,14.209999999999999
2018-05-01,51,24.0,False,0.24,12.24
2018-05-02,80,24.0,,0.24,19.2
2018-05-03,81,24.0,,0.24,19.439999999999998
2018-05-04,69,24.0,,0.24,16.56
2018-05-05,18,24.0,,0.24,4.32
2018-05-06,18,24.0,,0.24,4.32
2018-05-07,59,24.0,,0.24,14.16
2018-05-08,87,24.0,,0.24,20.88
2018-05-09,44,24.0,,0.24,10.559999999999999
2018-05-10,52,24.0,,0.24,12.48
2018-05-11,62,24.0,,0.24,14.879999999999999
2018-05-12,64,24.0,,0.24,15.36
2018-05-13,28,24.0,,0.24,6.72
2018-05-14,61,24.0,,0.24,14.639999999999999
2018-05-15,66,24.0,,0.24,15.84
2018-05-16,74,24.0,,0.24,17.759999999999998
2018-05-17,52,24.0,,0.24,12.48
2018-05-18,62,24.0,,0.24,14.879999999999999
2018-05-19,18,24.0,,0.24,4.32
2018-05-20,45,24.0,,0.24,10.799999999999999
2018-05-21,83,24.0,,0.24,19.919999999999998
2018-05-22,89,24.0,,0.24,21.36
2018-05-23,84,24.0,,0.24,20.16
2018-05-24,47,24.0,,0.24,11.28
2018-05-25,33,24.0,,0.24,7.92
2018-05-26,19,24.0,,0.24,4.56
2018-05-27,19,24.0,,0.24,4.56
2018-05-28,36,24.0,,0.24,8.64
2018-05-29,68,24.0,,0.24,16.32
2018-05-30,60,24.0,,0.24,14.399999999999999
2018-05-31,100,24.0,,0.24,24.0
2018-06-01,42,39.0,False,0.39,16.38
2018-06-02,7,39.0,,0.39,2.73
2018-06-03,7,39.0,,0.39,2.73
2018-06-04,12,39.0,,0.39,4.68
2018-06-05,21,39.0,,0.39,8.19
2018-06-06,30,39.0,,0.39,11.700000000000001
2018-06-07,36,39.0,,0.39,14.040000000000001
2018-06-08,31,39.0,,0.39,12.09
2018-06-09,7,39.0,,0.39,2.73
2018-06-10,7,39.0,,0.39,2.73
2018-06-11,29,39.0,,0.39,11.31
2018-06-12,41,39.0,,0.39,15.99
2018-06-13,40,39.0,,0.39,15.600000000000001
2018-06-14,47,39.0,,0.39,18.330000000000002
2018-06-15,37,39.0,,0.39,14.43
2018-06-16,21,39.0,,0.39,8.19
2018-06-17,11,39.0,,0.39,4.29
2018-06-18,30,39.0,,0.39,11.700000000000001
2018-06-19,100,39.0,,0.39,39.0
2018-06-20,79,39.0,,0.39,30.810000000000002
2018-06-21,84,39.0,,0.39,32.76
2018-06-22,55,39.0,,0.39,21.45
2018-06-23,14,39.0,,0.39,5.46
2018-06-24,14,39.0,,0.39,5.46
2018-06-25,39,39.0,,0.39,15.21
2018-06-26,63,39.0,,0.39,24.57
2018-06-27,56,39.0,,0.39,21.84
2018-06-28,67,39.0,,0.39,26.130000000000003
2018-06-29,57,39.0,,0.39,22.23
2018-06-30,18,39.0,,0.39,7.0200000000000005
2018-07-01,13,32.0,False,0.32,4.16
2018-07-02,95,32.0,,0.32,30.400000000000002
2018-07-03,39,32.0,,0.32,12.48
2018-07-04,13,32.0,,0.32,4.16
2018-07-05,78,32.0,,0.32,24.96
2018-07-06,67,32.0,,0.32,21.44
2018-07-07,39,32.0,,0.32,12.48
2018-07-08,6,32.0,,0.32,1.92
2018-07-09,38,32.0,,0.32,12.16
2018-07-10,76,32.0,,0.32,24.32
2018-07-11,78,32.0,,0.32,24.96
2018-07-12,63,32.0,,0.32,20.16
2018-07-13,93,32.0,,0.32,29.76
2018-07-14,26,32.0,,0.32,8.32
2018-07-15,25,32.0,,0.32,8.0
2018-07-16,73,32.0,,0.32,23.36
2018-07-17,100,32.0,,0.32,32.0
2018-07-18,67,32.0,,0.32,21.44
2018-07-19,75,32.0,,0.32,24.0
2018-07-20,52,32.0,,0.32,16.64
2018-07-21,26,32.0,,0.32,8.32
2018-07-22,13,32.0,,0.32,4.16
2018-07-23,56,32.0,,0.32,17.92
2018-07-24,39,32.0,,0.32,12.48
2018-07-25,60,32.0,,0.32,19.2
2018-07-26,68,32.0,,0.32,21.76
2018-07-27,69,32.0,,0.32,22.080000000000002
2018-07-28,13,32.0,,0.32,4.16
2018-07-29,13,32.0,,0.32,4.16
2018-07-30,56,32.0,,0.32,17.92
2018-07-31,98,32.0,,0.32,31.36
2018-08-01,59,29.0,False,0.29,17.11
2018-08-02,92,29.0,,0.29,26.68
2018-08-03,49,29.0,,0.29,14.209999999999999
2018-08-04,28,29.0,,0.29,8.12
2018-08-05,14,29.0,,0.29,4.06
2018-08-06,85,29.0,,0.29,24.65
2018-08-07,65,29.0,,0.29,18.849999999999998
2018-08-08,60,29.0,,0.29,17.4
2018-08-09,89,29.0,,0.29,25.81
2018-08-10,61,29.0,,0.29,17.689999999999998
2018-08-11,48,29.0,,0.29,13.919999999999998
2018-08-12,7,29.0,,0.29,2.03
2018-08-13,30,29.0,,0.29,8.7
2018-08-14,36,29.0,,0.29,10.44
2018-08-15,54,29.0,,0.29,15.659999999999998
2018-08-16,55,29.0,,0.29,15.95
2018-08-17,36,29.0,,0.29,10.44
2018-08-18,14,29.0,,0.29,4.06
2018-08-19,35,29.0,,0.29,10.149999999999999
2018-08-20,91,29.0,,0.29,26.389999999999997
2018-08-21,59,29.0,,0.29,17.11
2018-08-22,53,29.0,,0.29,15.37
2018-08-23,42,29.0,,0.29,12.18
2018-08-24,67,29.0,,0.29,19.43
2018-08-25,21,29.0,,0.29,6.09
2018-08-26,0,29.0,,0.29,0.0
2018-08-27,100,29.0,,0.29,28.999999999999996
2018-08-28,94,29.0,,0.29,27.259999999999998
2018-08-29,71,29.0,,0.29,20.59
2018-08-30,41,29.0,,0.29,11.889999999999999
2018-08-31,42,29.0,,0.29,12.18
2018-09-01,7,41.0,False,0.41,2.8699999999999997
2018-09-02,10,41.0,,0.41,4.1
2018-09-03,5,41.0,,0.41,2.05
2018-09-04,20,41.0,,0.41,8.2
2018-09-05,23,41.0,,0.41,9.43
2018-09-06,19,41.0,,0.41,7.789999999999999
2018-09-07,29,41.0,,0.41,11.889999999999999
2018-09-08,14,41.0,,0.41,5.739999999999999
2018-09-09,7,41.0,,0.41,2.8699999999999997
2018-09-10,31,41.0,,0.41,12.709999999999999
2018-09-11,21,41.0,,0.41,8.61
2018-09-12,21,41.0,,0.41,8.61
2018-09-13,37,41.0,,0.41,15.17
2018-09-14,24,41.0,,0.41,9.84
2018-09-15,14,41.0,,0.41,5.739999999999999
2018-09-16,16,41.0,,0.41,6.56
2018-09-17,97,41.0,,0.41,39.769999999999996
2018-09-18,100,41.0,,0.41,41.0
2018-09-19,38,41.0,,0.41,15.579999999999998
2018-09-20,22,41.0,,0.41,9.02
2018-09-21,28,41.0,,0.41,11.479999999999999
2018-09-22,2,41.0,,0.41,0.82
2018-09-23,7,41.0,,0.41,2.8699999999999997
2018-09-24,16,41.0,,0.41,6.56
2018-09-25,35,41.0,,0.41,14.35
2018-09-26,33,41.0,,0.41,13.53
2018-09-27,28,41.0,,0.41,11.479999999999999
2018-09-28,26,41.0,,0.41,10.66
2018-09-29,10,41.0,,0.41,4.1
2018-09-30,2,41.0,,0.41,0.82
2018-10-01,54,36.0,False,0.36,19.439999999999998
2018-10-02,73,36.0,,0.36,26.279999999999998
2018-10-03,72,36.0,,0.36,25.919999999999998
2018-10-04,46,36.0,,0.36,16.56
2018-10-05,38,36.0,,0.36,13.68
2018-10-06,6,36.0,,0.36,2.16
2018-10-07,11,36.0,,0.36,3.96
2018-10-08,56,36.0,,0.36,20.16
2018-10-09,69,36.0,,0.36,24.84
2018-10-10,61,36.0,,0.36,21.96
2018-10-11,80,36.0,,0.36,28.799999999999997
2018-10-12,88,36.0,,0.36,31.68
2018-10-13,23,36.0,,0.36,8.28
2018-10-14,11,36.0,,0.36,3.96
2018-10-15,51,36.0,,0.36,18.36
2018-10-16,79,36.0,,0.36,28.439999999999998
2018-10-17,92,36.0,,0.36,33.12
2018-10-18,100,36.0,,0.36,36.0
2018-10-19,78,36.0,,0.36,28.08
2018-10-20,11,36.0,,0.36,3.96
2018-10-21,17,36.0,,0.36,6.12
2018-10-22,41,36.0,,0.36,14.76
2018-10-23,68,36.0,,0.36,24.48
2018-10-24,68,36.0,,0.36,24.48
2018-10-25,70,36.0,,0.36,25.2
2018-10-26,39,36.0,,0.36,14.04
2018-10-27,17,36.0,,0.36,6.12
2018-10-28,6,36.0,,0.36,2.16
2018-10-29,59,36.0,,0.36,21.24
2018-10-30,37,36.0,,0.36,13.32
2018-10-31,43,36.0,,0.36,15.479999999999999
2018-11-01,67,24.0,False,0.24,16.08
2018-11-02,58,24.0,,0.24,13.92
2018-11-03,14,24.0,,0.24,3.36
2018-11-04,13,24.0,,0.24,3.12
2018-11-05,48,24.0,,0.24,11.52
2018-11-06,17,24.0,,0.24,4.08
2018-11-07,60,24.0,,0.24,14.399999999999999
2018-11-08,56,24.0,,0.24,13.44
2018-11-09,76,24.0,,0.24,18.24
2018-11-10,14,24.0,,0.24,3.36
2018-11-11,13,24.0,,0.24,3.12
2018-11-12,40,24.0,,0.24,9.6
2018-11-13,45,24.0,,0.24,10.799999999999999
2018-11-14,40,24.0,,0.24,9.6
2018-11-15,62,24.0,,0.24,14.879999999999999
2018-11-16,99,24.0,,0.24,23.759999999999998
2018-11-17,21,24.0,,0.24,5.04
2018-11-18,0,24.0,,0.24,0.0
2018-11-19,59,24.0,,0.24,14.16
2018-11-20,47,24.0,,0.24,11.28
2018-11-21,100,24.0,,0.24,24.0
2018-11-22,27,24.0,,0.24,6.4799999999999995
2018-11-23,13,24.0,,0.24,3.12
2018-11-24,13,24.0,,0.24,3.12
2018-11-25,20,24.0,,0.24,4.8
2018-11-26,63,24.0,,0.24,15.12
2018-11-27,38,24.0,,0.24,9.12
2018-11-28,45,24.0,,0.24,10.799999999999999
2018-11-29,68,24.0,,0.24,16.32
2018-11-30,61,24.0,,0.24,14.639999999999999
2018-12-01,3,71.0,False,0.71,2.13
2018-12-02,2,71.0,,0.71,1.42
2018-12-03,13,71.0,,0.71,9.23
2018-12-04,19,71.0,,0.71,13.489999999999998
2018-12-05,8,71.0,,0.71,5.68
2018-12-06,13,71.0,,0.71,9.23
2018-12-07,19,71.0,,0.71,13.489999999999998
2018-12-08,8,71.0,,0.71,5.68
2018-12-09,3,71.0,,0.71,2.13
2018-12-10,23,71.0,,0.71,16.33
2018-12-11,21,71.0,,0.71,14.91
2018-12-12,30,71.0,,0.71,21.299999999999997
2018-12-13,18,71.0,,0.71,12.78
2018-12-14,29,71.0,,0.71,20.59
2018-12-15,13,71.0,,0.71,9.23
2018-12-16,4,71.0,,0.71,2.84
2018-12-17,22,71.0,,0.71,15.62
2018-12-18,66,71.0,,0.71,46.86
2018-12-19,100,71.0,,0.71,71.0
2018-12-20,43,71.0,,0.71,30.529999999999998
2018-12-21,37,71.0,,0.71,26.27
2018-12-22,10,71.0,,0.71,7.1
2018-12-23,5,71.0,,0.71,3.55
2018-12-24,29,71.0,,0.71,20.59
2018-12-25,7,71.0,,0.71,4.97
2018-12-26,27,71.0,,0.71,19.169999999999998
2018-12-27,30,71.0,,0.71,21.299999999999997
2018-12-28,14,71.0,,0.71,9.94
2018-12-29,5,71.0,,0.71,3.55
2018-12-30,6,71.0,,0.71,4.26
2018-12-31,13,71.0,,0.71,9.23
2019-01-01,15,44.0,False,0.44,6.6
2019-01-02,45,44.0,,0.44,19.8
2019-01-03,41,44.0,,0.44,18.04
2019-01-04,85,44.0,,0.44,37.4
2019-01-05,25,44.0,,0.44,11.0
2019-01-06,11,44.0,,0.44,4.84
2019-01-07,39,44.0,,0.44,17.16
2019-01-08,48,44.0,,0.44,21.12
2019-01-09,67,44.0,,0.44,29.48
2019-01-10,51,44.0,,0.44,22.44
2019-01-11,68,44.0,,0.44,29.92
2019-01-12,25,44.0,,0.44,11.0
2019-01-13,14,44.0,,0.44,6.16
2019-01-14,55,44.0,,0.44,24.2
2019-01-15,54,44.0,,0.44,23.76
2019-01-16,67,44.0,,0.44,29.48
2019-01-17,57,44.0,,0.44,25.080000000000002
2019-01-18,59,44.0,,0.44,25.96
2019-01-19,21,44.0,,0.44,9.24
2019-01-20,20,44.0,,0.44,8.8
2019-01-21,21,44.0,,0.44,9.24
2019-01-22,44,44.0,,0.44,19.36
2019-01-23,53,44.0,,0.44,23.32
2019-01-24,50,44.0,,0.44,22.0
2019-01-25,34,44.0,,0.44,14.96
2019-01-26,14,44.0,,0.44,6.16
2019-01-27,11,44.0,,0.44,4.84
2019-01-28,21,44.0,,0.44,9.24
2019-01-29,47,44.0,,0.44,20.68
2019-01-30,100,44.0,,0.44,44.0
2019-01-31,44,44.0,,0.44,19.36
2019-02-01,24,37.0,False,0.37,8.879999999999999
2019-02-02,9,37.0,,0.37,3.33
2019-02-03,12,37.0,,0.37,4.4399999999999995
2019-02-04,49,37.0,,0.37,18.13
2019-02-05,45,37.0,,0.37,16.65
2019-02-06,42,37.0,,0.37,15.54
2019-02-07,39,37.0,,0.37,14.43
2019-02-08,40,37.0,,0.37,14.8
2019-02-09,10,37.0,,0.37,3.7
2019-02-10,12,37.0,,0.37,4.4399999999999995
2019-02-11,40,37.0,,0.37,14.8
2019-02-12,37,37.0,,0.37,13.69
2019-02-13,37,37.0,,0.37,13.69
2019-02-14,29,37.0,,0.37,10.73
2019-02-15,100,37.0,,0.37,37.0
2019-02-16,44,37.0,,0.37,16.28
2019-02-17,6,37.0,,0.37,2.2199999999999998
2019-02-18,11,37.0,,0.37,4.07
2019-02-19,26,37.0,,0.37,9.62
2019-02-20,29,37.0,,0.37,10.73
2019-02-21,39,37.0,,0.37,14.43
2019-02-22,37,37.0,,0.37,13.69
2019-02-23,15,37.0,,0.37,5.55
2019-02-24,6,37.0,,0.37,2.2199999999999998
2019-02-25,36,37.0,,0.37,13.32
2019-02-26,32,37.0,,0.37,11.84
2019-02-27,41,37.0,,0.37,15.17
2019-02-28,24,37.0,,0.37,8.879999999999999
2019-03-01,15,53.0,False,0.53,7.95
2019-03-02,8,53.0,,0.53,4.24
2019-03-03,5,53.0,,0.53,2.6500000000000004
2019-03-04,9,53.0,,0.53,4.7700000000000005
2019-03-05,13,53.0,,0.53,6.890000000000001
2019-03-06,10,53.0,,0.53,5.300000000000001
2019-03-07,23,53.0,,0.53,12.190000000000001
2019-03-08,17,53.0,,0.53,9.01
2019-03-09,7,53.0,,0.53,3.71
2019-03-10,2,53.0,,0.53,1.06
2019-03-11,12,53.0,,0.53,6.36
2019-03-12,20,53.0,,0.53,10.600000000000001
2019-03-13,18,53.0,,0.53,9.540000000000001
2019-03-14,10,53.0,,0.53,5.300000000000001
2019-03-15,20,53.0,,0.53,10.600000000000001
2019-03-16,10,53.0,,0.53,5.300000000000001
2019-03-17,1,53.0,,0.53,0.53
2019-03-18,19,53.0,,0.53,10.07
2019-03-19,54,53.0,,0.53,28.62
2019-03-20,100,53.0,,0.53,53.0
2019-03-21,33,53.0,,0.53,17.490000000000002
2019-03-22,30,53.0,,0.53,15.9
2019-03-23,6,53.0,,0.53,3.18
2019-03-24,6,53.0,,0.53,3.18
2019-03-25,15,53.0,,0.53,7.95
2019-03-26,17,53.0,,0.53,9.01
2019-03-27,22,53.0,,0.53,11.66
2019-03-28,14,53.0,,0.53,7.42
2019-03-29,12,53.0,,0.53,6.36
2019-03-30,5,53.0,,0.53,2.6500000000000004
2019-03-31,2,53.0,,0.53,1.06
2019-04-01,68,40.0,False,0.4,27.200000000000003
2019-04-02,85,40.0,,0.4,34.0
2019-04-03,100,40.0,,0.4,40.0
2019-04-04,80,40.0,,0.4,32.0
2019-04-05,81,40.0,,0.4,32.4
2019-04-06,26,40.0,,0.4,10.4
2019-04-07,16,40.0,,0.4,6.4
2019-04-08,43,40.0,,0.4,17.2
2019-04-09,59,40.0,,0.4,23.6
2019-04-10,73,40.0,,0.4,29.200000000000003
2019-04-11,47,40.0,,0.4,18.8
2019-04-12,53,40.0,,0.4,21.200000000000003
2019-04-13,26,40.0,,0.4,10.4
2019-04-14,21,40.0,,0.4,8.4
2019-04-15,86,40.0,,0.4,34.4
2019-04-16,95,40.0,,0.4,38.0
2019-04-17,58,40.0,,0.4,23.200000000000003
2019-04-18,57,40.0,,0.4,22.8
2019-04-19,38,40.0,,0.4,15.200000000000001
2019-04-20,26,40.0,,0.4,10.4
2019-04-21,11,40.0,,0.4,4.4
2019-04-22,67,40.0,,0.4,26.8
2019-04-23,57,40.0,,0.4,22.8
2019-04-24,79,40.0,,0.4,31.6
2019-04-25,89,40.0,,0.4,35.6
2019-04-26,74,40.0,,0.4,29.6
2019-04-27,21,40.0,,0.4,8.4
2019-04-28,10,40.0,,0.4,4.0
2019-04-29,69,40.0,,0.4,27.6
2019-04-30,46,40.0,,0.4,18.400000000000002
2019-05-01,100,35.0,False,0.35,35.0
2019-05-02,49,35.0,,0.35,17.15
2019-05-03,41,35.0,,0.35,14.35
2019-05-04,22,35.0,,0.35,7.699999999999999
2019-05-05,22,35.0,,0.35,7.699999999999999
2019-05-06,58,35.0,,0.35,20.299999999999997
2019-05-07,49,35.0,,0.35,17.15
2019-05-08,41,35.0,,0.35,14.35
2019-05-09,45,35.0,,0.35,15.749999999999998
2019-05-10,71,35.0,,0.35,24.849999999999998
2019-05-11,11,35.0,,0.35,3.8499999999999996
2019-05-12,17,35.0,,0.35,5.949999999999999
2019-05-13,65,35.0,,0.35,22.75
2019-05-14,74,35.0,,0.35,25.9
2019-05-15,88,35.0,,0.35,30.799999999999997
2019-05-16,46,35.0,,0.35,16.099999999999998
2019-05-17,86,35.0,,0.35,30.099999999999998
2019-05-18,11,35.0,,0.35,3.8499999999999996
2019-05-19,6,35.0,,0.35,2.0999999999999996
2019-05-20,27,35.0,,0.35,9.45
2019-05-21,41,35.0,,0.35,14.35
2019-05-22,80,35.0,,0.35,28.0
2019-05-23,84,35.0,,0.35,29.4
2019-05-24,63,35.0,,0.35,22.049999999999997
2019-05-25,23,35.0,,0.35,8.049999999999999
2019-05-26,18,35.0,,0.35,6.3
2019-05-27,11,35.0,,0.35,3.8499999999999996
2019-05-28,80,35.0,,0.35,28.0
2019-05-29,86,35.0,,0.35,30.099999999999998
2019-05-30,54,35.0,,0.35,18.9
2019-05-31,99,35.0,,0.35,34.65
2019-06-01,9,58.0,False,0.58,5.22
2019-06-02,5,58.0,,0.58,2.9
2019-06-03,24,58.0,,0.58,13.919999999999998
2019-06-04,28,58.0,,0.58,16.24
2019-06-05,24,58.0,,0.58,13.919999999999998
2019-06-06,19,58.0,,0.58,11.02
2019-06-07,33,58.0,,0.58,19.139999999999997
2019-06-08,11,58.0,,0.58,6.38
2019-06-09,8,58.0,,0.58,4.64
2019-06-10,25,58.0,,0.58,14.499999999999998
2019-06-11,22,58.0,,0.58,12.76
2019-06-12,16,58.0,,0.58,9.28
2019-06-13,16,58.0,,0.58,9.28
2019-06-14,25,58.0,,0.58,14.499999999999998
2019-06-15,11,58.0,,0.58,6.38
2019-06-16,5,58.0,,0.58,2.9
2019-06-17,23,58.0,,0.58,13.34
2019-06-18,29,58.0,,0.58,16.82
2019-06-19,23,58.0,,0.58,13.34
2019-06-20,16,58.0,,0.58,9.28
2019-06-21,27,58.0,,0.58,15.659999999999998
2019-06-22,13,58.0,,0.58,7.539999999999999
2019-06-23,10,58.0,,0.58,5.8
2019-06-24,29,58.0,,0.58,16.82
2019-06-25,86,58.0,,0.58,49.879999999999995
2019-06-26,100,58.0,,0.58,57.99999999999999
2019-06-27,36,58.0,,0.58,20.88
2019-06-28,31,58.0,,0.58,17.98
2019-06-29,8,58.0,,0.58,4.64
2019-06-30,8,58.0,,0.58,4.64
2019-07-01,81,44.0,False,0.44,35.64
2019-07-02,85,44.0,,0.44,37.4
2019-07-03,50,44.0,,0.44,22.0
2019-07-04,22,44.0,,0.44,9.68
2019-07-05,35,44.0,,0.44,15.4
2019-07-06,13,44.0,,0.44,5.72
2019-07-07,4,44.0,,0.44,1.76
2019-07-08,49,44.0,,0.44,21.56
2019-07-09,66,44.0,,0.44,29.04
2019-07-10,85,44.0,,0.44,37.4
2019-07-11,80,44.0,,0.44,35.2
2019-07-12,91,44.0,,0.44,40.04
2019-07-13,41,44.0,,0.44,18.04
2019-07-14,9,44.0,,0.44,3.96
2019-07-15,77,44.0,,0.44,33.88
2019-07-16,96,44.0,,0.44,42.24
2019-07-17,64,44.0,,0.44,28.16
2019-07-18,58,44.0,,0.44,25.52
2019-07-19,60,44.0,,0.44,26.4
2019-07-20,13,44.0,,0.44,5.72
2019-07-21,18,44.0,,0.44,7.92
2019-07-22,62,44.0,,0.44,27.28
2019-07-23,80,44.0,,0.44,35.2
2019-07-24,100,44.0,,0.44,44.0
2019-07-25,48,44.0,,0.44,21.12
2019-07-26,65,44.0,,0.44,28.6
2019-07-27,5,44.0,,0.44,2.2
2019-07-28,9,44.0,,0.44,3.96
2019-07-29,27,44.0,,0.44,11.88
2019-07-30,47,44.0,,0.44,20.68
2019-07-31,44,44.0,,0.44,19.36
2019-08-01,77,43.0,False,0.43,33.11
2019-08-02,56,43.0,,0.43,24.08
2019-08-03,12,43.0,,0.43,5.16
2019-08-04,21,43.0,,0.43,9.03
2019-08-05,86,43.0,,0.43,36.98
2019-08-06,46,43.0,,0.43,19.78
2019-08-07,72,43.0,,0.43,30.96
2019-08-08,61,43.0,,0.43,26.23
2019-08-09,58,43.0,,0.43,24.94
2019-08-10,12,43.0,,0.43,5.16
2019-08-11,16,43.0,,0.43,6.88
2019-08-12,42,43.0,,0.43,18.06
2019-08-13,84,43.0,,0.43,36.12
2019-08-14,88,43.0,,0.43,37.839999999999996
2019-08-15,38,43.0,,0.43,16.34
2019-08-16,42,43.0,,0.43,18.06
2019-08-17,20,43.0,,0.43,8.6
2019-08-18,16,43.0,,0.43,6.88
2019-08-19,41,43.0,,0.43,17.63
2019-08-20,27,43.0,,0.43,11.61
2019-08-21,30,43.0,,0.43,12.9
