date,IP_unscaled,IP_monthly,isPartial,scale,IP
2019-09-08,69,75.0,,0.75,51.75
2019-09-09,94,75.0,,0.75,70.5
2019-09-10,94,75.0,,0.75,70.5
2019-09-11,95,75.0,,0.75,71.25
2019-09-12,98,75.0,,0.75,73.5
2019-09-13,89,75.0,,0.75,66.75
2019-09-14,67,75.0,,0.75,50.25
2019-09-15,62,75.0,,0.75,46.5
2019-09-16,94,75.0,,0.75,70.5
2019-09-17,99,75.0,,0.75,74.25
2019-09-18,95,75.0,,0.75,71.25
2019-09-19,96,75.0,,0.75,72.0
2019-09-20,93,75.0,,0.75,69.75
2019-09-21,66,75.0,,0.75,49.5
2019-09-22,63,75.0,,0.75,47.25
2019-09-23,93,75.0,,0.75,69.75
2019-09-24,97,75.0,,0.75,72.75
2019-09-25,100,75.0,,0.75,75.0
2019-09-26,98,75.0,,0.75,73.5
2019-09-27,90,75.0,,0.75,67.5
2019-09-28,67,75.0,,0.75,50.25
2019-09-29,64,75.0,,0.75,48.0
2019-09-30,88,75.0,,0.75,66.0
2019-10-01,95,74.0,False,0.74,70.3
2019-10-02,95,74.0,,0.74,70.3
2019-10-03,96,74.0,,0.74,71.03999999999999
2019-10-04,89,74.0,,0.74,65.86
2019-10-05,70,74.0,,0.74,51.8
2019-10-06,63,74.0,,0.74,46.62
2019-10-07,85,74.0,,0.74,62.9
2019-10-08,100,74.0,,0.74,74.0
2019-10-09,97,74.0,,0.74,71.78
2019-10-10,97,74.0,,0.74,71.78
2019-10-11,95,74.0,,0.74,70.3
2019-10-12,70,74.0,,0.74,51.8
2019-10-13,67,74.0,,0.74,49.58
2019-10-14,84,74.0,,0.74,62.16
2019-10-15,93,74.0,,0.74,68.82
2019-10-16,97,74.0,,0.74,71.78
2019-10-17,92,74.0,,0.74,68.08
2019-10-18,84,74.0,,0.74,62.16
2019-10-19,68,74.0,,0.74,50.32
2019-10-20,64,74.0,,0.74,47.36
2019-10-21,92,74.0,,0.74,68.08
2019-10-22,95,74.0,,0.74,70.3
2019-10-23,96,74.0,,0.74,71.03999999999999
2019-10-24,93,74.0,,0.74,68.82
2019-10-25,85,74.0,,0.74,62.9
2019-10-26,68,74.0,,0.74,50.32
2019-10-27,67,74.0,,0.74,49.58
2019-10-28,87,74.0,,0.74,64.38
2019-10-29,94,74.0,,0.74,69.56
2019-10-30,100,74.0,,0.74,74.0
2019-10-31,91,74.0,,0.74,67.34
2019-11-01,87,73.0,False,0.73,63.51
2019-11-02,67,73.0,,0.73,48.91
2019-11-03,68,73.0,,0.73,49.64
2019-11-04,96,73.0,,0.73,70.08
2019-11-05,100,73.0,,0.73,73.0
2019-11-06,97,73.0,,0.73,70.81
2019-11-07,97,73.0,,0.73,70.81
2019-11-08,93,73.0,,0.73,67.89
2019-11-09,69,73.0,,0.73,50.37
2019-11-10,63,73.0,,0.73,45.99
2019-11-11,86,73.0,,0.73,62.78
2019-11-12,97,73.0,,0.73,70.81
2019-11-13,95,73.0,,0.73,69.35
2019-11-14,95,73.0,,0.73,69.35
2019-11-15,89,73.0,,0.73,64.97
2019-11-16,72,73.0,,0.73,52.56
2019-11-17,65,73.0,,0.73,47.449999999999996
2019-11-18,95,73.0,,0.73,69.35
2019-11-19,97,73.0,,0.73,70.81
2019-11-20,100,73.0,,0.73,73.0
2019-11-21,94,73.0,,0.73,68.62
2019-11-22,91,73.0,,0.73,66.42999999999999
2019-11-23,65,73.0,,0.73,47.449999999999996
2019-11-24,68,73.0,,0.73,49.64
2019-11-25,90,73.0,,0.73,65.7
2019-11-26,97,73.0,,0.73,70.81
2019-11-27,89,73.0,,0.73,64.97
2019-11-28,71,73.0,,0.73,51.83
2019-11-29,63,73.0,,0.73,45.99
2019-11-30,64,73.0,,0.73,46.72
2019-12-01,51,75.0,False,0.75,38.25
2019-12-02,69,75.0,,0.75,51.75
2019-12-03,71,75.0,,0.75,53.25
2019-12-04,73,75.0,,0.75,54.75
2019-12-05,75,75.0,,0.75,56.25
2019-12-06,71,75.0,,0.75,53.25
2019-12-07,53,75.0,,0.75,39.75
2019-12-08,53,75.0,,0.75,39.75
2019-12-09,64,75.0,,0.75,48.0
2019-12-10,70,75.0,,0.75,52.5
2019-12-11,73,75.0,,0.75,54.75
2019-12-12,75,75.0,,0.75,56.25
2019-12-13,72,75.0,,0.75,54.0
2019-12-14,53,75.0,,0.75,39.75
2019-12-15,55,75.0,,0.75,41.25
2019-12-16,68,75.0,,0.75,51.0
2019-12-17,76,75.0,,0.75,57.0
2019-12-18,72,75.0,,0.75,54.0
2019-12-19,70,75.0,,0.75,52.5
2019-12-20,74,75.0,,0.75,55.5
2019-12-21,57,75.0,,0.75,42.75
2019-12-22,56,75.0,,0.75,42.0
2019-12-23,70,75.0,,0.75,52.5
2019-12-24,68,75.0,,0.75,51.0
2019-12-25,100,75.0,,0.75,75.0
2019-12-26,80,75.0,,0.75,60.0
2019-12-27,79,75.0,,0.75,59.25
2019-12-28,69,75.0,,0.75,51.75
2019-12-29,61,75.0,,0.75,45.75
2019-12-30,73,75.0,,0.75,54.75
2019-12-31,72,75.0,,0.75,54.0
2020-01-01,66,81.0,False,0.81,53.46
2020-01-02,92,81.0,,0.81,74.52000000000001
2020-01-03,89,81.0,,0.81,72.09
2020-01-04,77,81.0,,0.81,62.370000000000005
2020-01-05,77,81.0,,0.81,62.370000000000005
2020-01-06,90,81.0,,0.81,72.9
2020-01-07,100,81.0,,0.81,81.0
2020-01-08,91,81.0,,0.81,73.71000000000001
2020-01-09,95,81.0,,0.81,76.95
2020-01-10,89,81.0,,0.81,72.09
2020-01-11,74,81.0,,0.81,59.940000000000005
2020-01-12,66,81.0,,0.81,53.46
2020-01-13,83,81.0,,0.81,67.23
2020-01-14,89,81.0,,0.81,72.09
2020-01-15,94,81.0,,0.81,76.14
2020-01-16,96,81.0,,0.81,77.76
2020-01-17,79,81.0,,0.81,63.99
2020-01-18,78,81.0,,0.81,63.18000000000001
2020-01-19,66,81.0,,0.81,53.46
2020-01-20,90,81.0,,0.81,72.9
2020-01-21,93,81.0,,0.81,75.33
2020-01-22,96,81.0,,0.81,77.76
2020-01-23,97,81.0,,0.81,78.57000000000001
2020-01-24,93,81.0,,0.81,75.33
2020-01-25,69,81.0,,0.81,55.89
2020-01-26,64,81.0,,0.81,51.84
2020-01-27,90,81.0,,0.81,72.9
2020-01-28,93,81.0,,0.81,75.33
2020-01-29,97,81.0,,0.81,78.57000000000001
2020-01-30,93,81.0,,0.81,75.33
2020-01-31,91,81.0,,0.81,73.71000000000001
2020-02-01,67,82.0,False,0.82,54.94
2020-02-02,63,82.0,,0.82,51.66
2020-02-03,76,82.0,,0.82,62.31999999999999
2020-02-04,83,82.0,,0.82,68.06
2020-02-05,92,82.0,,0.82,75.44
2020-02-06,86,82.0,,0.82,70.52
2020-02-07,84,82.0,,0.82,68.88
2020-02-08,63,82.0,,0.82,51.66
2020-02-09,62,82.0,,0.82,50.839999999999996
2020-02-10,90,82.0,,0.82,73.8
2020-02-11,94,82.0,,0.82,77.08
2020-02-12,96,82.0,,0.82,78.72
2020-02-13,94,82.0,,0.82,77.08
2020-02-14,90,82.0,,0.82,73.8
2020-02-15,76,82.0,,0.82,62.31999999999999
2020-02-16,71,82.0,,0.82,58.22
2020-02-17,92,82.0,,0.82,75.44
2020-02-18,100,82.0,,0.82,82.0
2020-02-19,100,82.0,,0.82,82.0
2020-02-20,98,82.0,,0.82,80.36
2020-02-21,88,82.0,,0.82,72.16
2020-02-22,77,82.0,,0.82,63.13999999999999
2020-02-23,80,82.0,,0.82,65.6
2020-02-24,87,82.0,,0.82,71.33999999999999
2020-02-25,93,82.0,,0.82,76.25999999999999
2020-02-26,96,82.0,,0.82,78.72
2020-02-27,93,82.0,,0.82,76.25999999999999
2020-02-28,89,82.0,,0.82,72.97999999999999
2020-02-29,77,82.0,,0.82,63.13999999999999
2020-03-01,67,84.0,False,0.84,56.28
2020-03-02,78,84.0,,0.84,65.52
2020-03-03,80,84.0,,0.84,67.2
2020-03-04,77,84.0,,0.84,64.67999999999999
2020-03-05,82,84.0,,0.84,68.88
2020-03-06,82,84.0,,0.84,68.88
2020-03-07,60,84.0,,0.84,50.4
2020-03-08,59,84.0,,0.84,49.559999999999995
2020-03-09,77,84.0,,0.84,64.67999999999999
2020-03-10,81,84.0,,0.84,68.03999999999999
2020-03-11,81,84.0,,0.84,68.03999999999999
2020-03-12,78,84.0,,0.84,65.52
2020-03-13,81,84.0,,0.84,68.03999999999999
2020-03-14,67,84.0,,0.84,56.28
2020-03-15,59,84.0,,0.84,49.559999999999995
2020-03-16,91,84.0,,0.84,76.44
2020-03-17,96,84.0,,0.84,80.64
2020-03-18,100,84.0,,0.84,84.0
2020-03-19,94,84.0,,0.84,78.96
2020-03-20,87,84.0,,0.84,73.08
2020-03-21,69,84.0,,0.84,57.96
2020-03-22,69,84.0,,0.84,57.96
2020-03-23,94,84.0,,0.84,78.96
2020-03-24,94,84.0,,0.84,78.96
2020-03-25,92,84.0,,0.84,77.28
2020-03-26,86,84.0,,0.84,72.24
2020-03-27,87,84.0,,0.84,73.08
2020-03-28,70,84.0,,0.84,58.8
2020-03-29,70,84.0,,0.84,58.8
2020-03-30,85,84.0,,0.84,71.39999999999999
2020-03-31,89,84.0,,0.84,74.75999999999999
2020-04-01,93,89.0,False,0.89,82.77
2020-04-02,94,89.0,,0.89,83.66
2020-04-03,90,89.0,,0.89,80.1
2020-04-04,76,89.0,,0.89,67.64
2020-04-05,77,89.0,,0.89,68.53
2020-04-06,92,89.0,,0.89,81.88
2020-04-07,98,89.0,,0.89,87.22
2020-04-08,98,89.0,,0.89,87.22
2020-04-09,98,89.0,,0.89,87.22
2020-04-10,93,89.0,,0.89,82.77
2020-04-11,76,89.0,,0.89,67.64
2020-04-12,72,89.0,,0.89,64.08
2020-04-13,99,89.0,,0.89,88.11
2020-04-14,100,89.0,,0.89,89.0
2020-04-15,99,89.0,,0.89,88.11
2020-04-16,96,89.0,,0.89,85.44
2020-04-17,97,89.0,,0.89,86.33
2020-04-18,78,89.0,,0.89,69.42
2020-04-19,76,89.0,,0.89,67.64
2020-04-20,97,89.0,,0.89,86.33
2020-04-21,98,89.0,,0.89,87.22
2020-04-22,99,89.0,,0.89,88.11
2020-04-23,97,89.0,,0.89,86.33
2020-04-24,91,89.0,,0.89,80.99
2020-04-25,78,89.0,,0.89,69.42
2020-04-26,82,89.0,,0.89,72.98
2020-04-27,95,89.0,,0.89,84.55
2020-04-28,95,89.0,,0.89,84.55
2020-04-29,94,89.0,,0.89,83.66
2020-04-30,92,89.0,,0.89,81.88
2020-05-01,92,84.0,False,0.84,77.28
2020-05-02,80,84.0,,0.84,67.2
2020-05-03,77,84.0,,0.84,64.67999999999999
2020-05-04,94,84.0,,0.84,78.96
2020-05-05,95,84.0,,0.84,79.8
2020-05-06,94,84.0,,0.84,78.96
2020-05-07,93,84.0,,0.84,78.11999999999999
2020-05-08,87,84.0,,0.84,73.08
2020-05-09,78,84.0,,0.84,65.52
2020-05-10,71,84.0,,0.84,59.64
2020-05-11,97,84.0,,0.84,81.48
2020-05-12,98,84.0,,0.84,82.32
2020-05-13,96,84.0,,0.84,80.64
2020-05-14,98,84.0,,0.84,82.32
2020-05-15,96,84.0,,0.84,80.64
2020-05-16,79,84.0,,0.84,66.36
2020-05-17,73,84.0,,0.84,61.32
2020-05-18,97,84.0,,0.84,81.48
2020-05-19,97,84.0,,0.84,81.48
2020-05-20,99,84.0,,0.84,83.16
2020-05-21,97,84.0,,0.84,81.48
2020-05-22,91,84.0,,0.84,76.44
2020-05-23,77,84.0,,0.84,64.67999999999999
2020-05-24,75,84.0,,0.84,63.0
2020-05-25,74,84.0,,0.84,62.16
2020-05-26,100,84.0,,0.84,84.0
2020-05-27,89,84.0,,0.84,74.75999999999999
2020-05-28,91,84.0,,0.84,76.44
2020-05-29,92,84.0,,0.84,77.28
2020-05-30,75,84.0,,0.84,63.0
2020-05-31,68,84.0,,0.84,57.12
2020-06-01,90,85.0,False,0.85,76.5
2020-06-02,93,85.0,,0.85,79.05
2020-06-03,95,85.0,,0.85,80.75
2020-06-04,96,85.0,,0.85,81.6
2020-06-05,86,85.0,,0.85,73.1
2020-06-06,73,85.0,,0.85,62.05
2020-06-07,71,85.0,,0.85,60.35
2020-06-08,93,85.0,,0.85,79.05
2020-06-09,93,85.0,,0.85,79.05
2020-06-10,98,85.0,,0.85,83.3
2020-06-11,94,85.0,,0.85,79.89999999999999
2020-06-12,95,85.0,,0.85,80.75
2020-06-13,70,85.0,,0.85,59.5
2020-06-14,69,85.0,,0.85,58.65
2020-06-15,87,85.0,,0.85,73.95
2020-06-16,94,85.0,,0.85,79.89999999999999
2020-06-17,92,85.0,,0.85,78.2
2020-06-18,95,85.0,,0.85,80.75
2020-06-19,87,85.0,,0.85,73.95
2020-06-20,74,85.0,,0.85,62.9
2020-06-21,70,85.0,,0.85,59.5
2020-06-22,98,85.0,,0.85,83.3
2020-06-23,97,85.0,,0.85,82.45
2020-06-24,100,85.0,,0.85,85.0
2020-06-25,94,85.0,,0.85,79.89999999999999
2020-06-26,89,85.0,,0.85,75.64999999999999
2020-06-27,72,85.0,,0.85,61.199999999999996
2020-06-28,72,85.0,,0.85,61.199999999999996
2020-06-29,88,85.0,,0.85,74.8
2020-06-30,93,85.0,,0.85,79.05
2020-07-01,83,94.0,False,0.94,78.02
2020-07-02,76,94.0,,0.94,71.44
2020-07-03,61,94.0,,0.94,57.339999999999996
2020-07-04,60,94.0,,0.94,56.4
2020-07-05,61,94.0,,0.94,57.339999999999996
2020-07-06,80,94.0,,0.94,75.19999999999999
2020-07-07,83,94.0,,0.94,78.02
2020-07-08,87,94.0,,0.94,81.78
2020-07-09,91,94.0,,0.94,85.53999999999999
2020-07-10,84,94.0,,0.94,78.96
2020-07-11,67,94.0,,0.94,62.98
2020-07-12,64,94.0,,0.94,60.16
2020-07-13,85,94.0,,0.94,79.89999999999999
2020-07-14,85,94.0,,0.94,79.89999999999999
2020-07-15,86,94.0,,0.94,80.83999999999999
2020-07-16,84,94.0,,0.94,78.96
2020-07-17,87,94.0,,0.94,81.78
2020-07-18,66,94.0,,0.94,62.04
2020-07-19,63,94.0,,0.94,59.22
2020-07-20,85,94.0,,0.94,79.89999999999999
2020-07-21,88,94.0,,0.94,82.72
2020-07-22,100,94.0,,0.94,94.0
2020-07-23,99,94.0,,0.94,93.05999999999999
2020-07-24,100,94.0,,0.94,94.0
2020-07-25,89,94.0,,0.94,83.66
2020-07-26,89,94.0,,0.94,83.66
2020-07-27,95,94.0,,0.94,89.3
2020-07-28,98,94.0,,0.94,92.11999999999999
2020-07-29,97,94.0,,0.94,91.17999999999999
2020-07-30,88,94.0,,0.94,82.72
2020-07-31,88,94.0,,0.94,82.72
2020-08-01,78,88.0,False,0.88,68.64
2020-08-02,80,88.0,,0.88,70.4
2020-08-03,100,88.0,,0.88,88.0
2020-08-04,96,88.0,,0.88,84.48
2020-08-05,97,88.0,,0.88,85.36
2020-08-06,97,88.0,,0.88,85.36
2020-08-07,91,88.0,,0.88,80.08
2020-08-08,77,88.0,,0.88,67.76
2020-08-09,78,88.0,,0.88,68.64
2020-08-10,97,88.0,,0.88,85.36
2020-08-11,95,88.0,,0.88,83.6
2020-08-12,96,88.0,,0.88,84.48
2020-08-13,92,88.0,,0.88,80.96
2020-08-14,90,88.0,,0.88,79.2
2020-08-15,71,88.0,,0.88,62.48
2020-08-16,73,88.0,,0.88,64.24
2020-08-17,89,88.0,,0.88,78.32000000000001
2020-08-18,91,88.0,,0.88,80.08
2020-08-19,90,88.0,,0.88,79.2
2020-08-20,94,88.0,,0.88,82.72
2020-08-21,88,88.0,,0.88,77.44
2020-08-22,72,88.0,,0.88,63.36
2020-08-23,73,88.0,,0.88,64.24
2020-08-24,87,88.0,,0.88,76.56
2020-08-25,91,88.0,,0.88,80.08
2020-08-26,95,88.0,,0.88,83.6
2020-08-27,96,88.0,,0.88,84.48
2020-08-28,85,88.0,,0.88,74.8
2020-08-29,73,88.0,,0.88,64.24
2020-08-30,74,88.0,,0.88,65.12
2020-08-31,91,88.0,,0.88,80.08
2020-09-01,96,82.0,False,0.82,78.72
2020-09-02,100,82.0,,0.82,82.0
2020-09-03,95,82.0,,0.82,77.89999999999999
2020-09-04,88,82.0,,0.82,72.16
2020-09-05,77,82.0,,0.82,63.13999999999999
2020-09-06,74,82.0,,0.82,60.68
2020-09-07,77,82.0,,0.82,63.13999999999999
2020-09-08,97,82.0,,0.82,79.53999999999999
2020-09-09,91,82.0,,0.82,74.61999999999999
2020-09-10,93,82.0,,0.82,76.25999999999999
2020-09-11,93,82.0,,0.82,76.25999999999999
2020-09-12,79,82.0,,0.82,64.78
2020-09-13,78,82.0,,0.82,63.959999999999994
2020-09-14,91,82.0,,0.82,74.61999999999999
2020-09-15,98,82.0,,0.82,80.36
2020-09-16,91,82.0,,0.82,74.61999999999999
2020-09-17,95,82.0,,0.82,77.89999999999999
2020-09-18,86,82.0,,0.82,70.52
2020-09-19,76,82.0,,0.82,62.31999999999999
2020-09-20,76,82.0,,0.82,62.31999999999999
2020-09-21,96,82.0,,0.82,78.72
2020-09-22,94,82.0,,0.82,77.08
2020-09-23,93,82.0,,0.82,76.25999999999999
2020-09-24,94,82.0,,0.82,77.08
2020-09-25,88,82.0,,0.82,72.16
2020-09-26,71,82.0,,0.82,58.22
2020-09-27,75,82.0,,0.82,61.49999999999999
2020-09-28,88,82.0,,0.82,72.16
2020-09-29,93,82.0,,0.82,76.25999999999999
2020-09-30,94,82.0,,0.82,77.08
2020-10-01,95,77.0,False,0.77,73.15
2020-10-02,93,77.0,,0.77,71.61
2020-10-03,75,77.0,,0.77,57.75
2020-10-04,77,77.0,,0.77,59.29
2020-10-05,95,77.0,,0.77,73.15
2020-10-06,95,77.0,,0.77,73.15
2020-10-07,95,77.0,,0.77,73.15
2020-10-08,95,77.0,,0.77,73.15
2020-10-09,89,77.0,,0.77,68.53
2020-10-10,73,77.0,,0.77,56.21
2020-10-11,71,77.0,,0.77,54.67
2020-10-12,86,77.0,,0.77,66.22
2020-10-13,97,77.0,,0.77,74.69
2020-10-14,95,77.0,,0.77,73.15
2020-10-15,100,77.0,,0.77,77.0
2020-10-16,91,77.0,,0.77,70.07000000000001
2020-10-17,73,77.0,,0.77,56.21
2020-10-18,68,77.0,,0.77,52.36
2020-10-19,85,77.0,,0.77,65.45
2020-10-20,93,77.0,,0.77,71.61
2020-10-21,97,77.0,,0.77,74.69
2020-10-22,89,77.0,,0.77,68.53
2020-10-23,87,77.0,,0.77,66.99
2020-10-24,72,77.0,,0.77,55.44
2020-10-25,71,77.0,,0.77,54.67
2020-10-26,87,77.0,,0.77,66.99
2020-10-27,92,77.0,,0.77,70.84
2020-10-28,93,77.0,,0.77,71.61
2020-10-29,96,77.0,,0.77,73.92
2020-10-30,88,77.0,,0.77,67.76
2020-10-31,73,77.0,,0.77,56.21
2020-11-01,70,70.0,False,0.7,49.0
2020-11-02,94,70.0,,0.7,65.8
2020-11-03,93,70.0,,0.7,65.1
2020-11-04,61,70.0,,0.7,42.699999999999996
2020-11-05,70,70.0,,0.7,49.0
2020-11-06,76,70.0,,0.7,53.199999999999996
2020-11-07,61,70.0,,0.7,42.699999999999996
2020-11-08,70,70.0,,0.7,49.0
2020-11-09,92,70.0,,0.7,64.39999999999999
2020-11-10,100,70.0,,0.7,70.0
2020-11-11,87,70.0,,0.7,60.9
2020-11-12,97,70.0,,0.7,67.89999999999999
2020-11-13,90,70.0,,0.7,62.99999999999999
2020-11-14,76,70.0,,0.7,53.199999999999996
2020-11-15,71,70.0,,0.7,49.699999999999996
2020-11-16,94,70.0,,0.7,65.8
2020-11-17,94,70.0,,0.7,65.8
2020-11-18,98,70.0,,0.7,68.6
2020-11-19,99,70.0,,0.7,69.3
2020-11-20,88,70.0,,0.7,61.599999999999994
2020-11-21,74,70.0,,0.7,51.8
2020-11-22,74,70.0,,0.7,51.8
2020-11-23,91,70.0,,0.7,63.699999999999996
2020-11-24,94,70.0,,0.7,65.8
2020-11-25,90,70.0,,0.7,62.99999999999999
2020-11-26,71,70.0,,0.7,49.699999999999996
2020-11-27,72,70.0,,0.7,50.4
2020-11-28,73,70.0,,0.7,51.099999999999994
2020-11-29,72,70.0,,0.7,50.4
2020-11-30,92,70.0,,0.7,64.39999999999999
2020-12-01,92,75.0,False,0.75,69.0
2020-12-02,90,75.0,,0.75,67.5
2020-12-03,96,75.0,,0.75,72.0
2020-12-04,87,75.0,,0.75,65.25
2020-12-05,74,75.0,,0.75,55.5
2020-12-06,78,75.0,,0.75,58.5
2020-12-07,96,75.0,,0.75,72.0
2020-12-08,96,75.0,,0.75,72.0
2020-12-09,92,75.0,,0.75,69.0
2020-12-10,99,75.0,,0.75,74.25
2020-12-11,88,75.0,,0.75,66.0
2020-12-12,79,75.0,,0.75,59.25
2020-12-13,74,75.0,,0.75,55.5
2020-12-14,93,75.0,,0.75,69.75
2020-12-15,100,75.0,,0.75,75.0
2020-12-16,92,75.0,,0.75,69.0
2020-12-17,97,75.0,,0.75,72.75
2020-12-18,91,75.0,,0.75,68.25
2020-12-19,84,75.0,,0.75,63.0
2020-12-20,71,75.0,,0.75,53.25
2020-12-21,91,75.0,,0.75,68.25
2020-12-22,94,75.0,,0.75,70.5
2020-12-23,86,75.0,,0.75,64.5
2020-12-24,72,75.0,,0.75,54.0
2020-12-25,76,75.0,,0.75,57.0
2020-12-26,78,75.0,,0.75,58.5
2020-12-27,80,75.0,,0.75,60.0
2020-12-28,85,75.0,,0.75,63.75
2020-12-29,92,75.0,,0.75,69.0
2020-12-30,95,75.0,,0.75,71.25
2020-12-31,78,75.0,,0.75,58.5
2021-01-01,66,77.0,False,0.77,50.82
2021-01-02,71,77.0,,0.77,54.67
2021-01-03,79,77.0,,0.77,60.83
2021-01-04,94,77.0,,0.77,72.38
2021-01-05,96,77.0,,0.77,73.92
2021-01-06,89,77.0,,0.77,68.53
2021-01-07,94,77.0,,0.77,72.38
2021-01-08,95,77.0,,0.77,73.15
2021-01-09,79,77.0,,0.77,60.83
2021-01-10,77,77.0,,0.77,59.29
2021-01-11,88,77.0,,0.77,67.76
2021-01-12,97,77.0,,0.77,74.69
2021-01-13,100,77.0,,0.77,77.0
2021-01-14,99,77.0,,0.77,76.23
2021-01-15,99,77.0,,0.77,76.23
2021-01-16,73,77.0,,0.77,56.21
2021-01-17,74,77.0,,0.77,56.980000000000004
2021-01-18,91,77.0,,0.77,70.07000000000001
2021-01-19,96,77.0,,0.77,73.92
2021-01-20,95,77.0,,0.77,73.15
2021-01-21,92,77.0,,0.77,70.84
2021-01-22,90,77.0,,0.77,69.3
2021-01-23,80,77.0,,0.77,61.6
2021-01-24,77,77.0,,0.77,59.29
2021-01-25,98,77.0,,0.77,75.46000000000001
2021-01-26,96,77.0,,0.77,73.92
2021-01-27,95,77.0,,0.77,73.15
2021-01-28,88,77.0,,0.77,67.76
2021-01-29,96,77.0,,0.77,73.92
2021-01-30,79,77.0,,0.77,60.83
2021-01-31,76,77.0,,0.77,58.52
2021-02-01,88,79.0,False,0.79,69.52000000000001
2021-02-02,90,79.0,,0.79,71.10000000000001
2021-02-03,97,79.0,,0.79,76.63000000000001
2021-02-04,96,79.0,,0.79,75.84
2021-02-05,92,79.0,,0.79,72.68
2021-02-06,73,79.0,,0.79,57.67
2021-02-07,76,79.0,,0.79,60.040000000000006
2021-02-08,89,79.0,,0.79,70.31
2021-02-09,91,79.0,,0.79,71.89
2021-02-10,97,79.0,,0.79,76.63000000000001
2021-02-11,97,79.0,,0.79,76.63000000000001
2021-02-12,94,79.0,,0.79,74.26
2021-02-13,82,79.0,,0.79,64.78
2021-02-14,74,79.0,,0.79,58.46
2021-02-15,91,79.0,,0.79,71.89
2021-02-16,98,79.0,,0.79,77.42
2021-02-17,98,79.0,,0.79,77.42
2021-02-18,98,79.0,,0.79,77.42
2021-02-19,94,79.0,,0.79,74.26
2021-02-20,81,79.0,,0.79,63.99
2021-02-21,77,79.0,,0.79,60.830000000000005
2021-02-22,93,79.0,,0.79,73.47
2021-02-23,91,79.0,,0.79,71.89
2021-02-24,100,79.0,,0.79,79.0
2021-02-25,89,79.0,,0.79,70.31
2021-02-26,90,79.0,,0.79,71.10000000000001
2021-02-27,71,79.0,,0.79,56.09
2021-02-28,69,79.0,,0.79,54.510000000000005
2021-03-01,95,77.0,False,0.77,73.15
2021-03-02,93,77.0,,0.77,71.61
2021-03-03,100,77.0,,0.77,77.0
2021-03-04,100,77.0,,0.77,77.0
2021-03-05,88,77.0,,0.77,67.76
2021-03-06,73,77.0,,0.77,56.21
2021-03-07,68,77.0,,0.77,52.36
2021-03-08,90,77.0,,0.77,69.3
2021-03-09,99,77.0,,0.77,76.23
2021-03-10,95,77.0,,0.77,73.15
2021-03-11,94,77.0,,0.77,72.38
2021-03-12,89,77.0,,0.77,68.53
2021-03-13,71,77.0,,0.77,54.67
2021-03-14,74,77.0,,0.77,56.980000000000004
2021-03-15,89,77.0,,0.77,68.53
2021-03-16,93,77.0,,0.77,71.61
2021-03-17,89,77.0,,0.77,68.53
2021-03-18,90,77.0,,0.77,69.3
2021-03-19,93,77.0,,0.77,71.61
2021-03-20,72,77.0,,0.77,55.44
2021-03-21,66,77.0,,0.77,50.82
2021-03-22,89,77.0,,0.77,68.53
2021-03-23,90,77.0,,0.77,69.3
2021-03-24,95,77.0,,0.77,73.15
2021-03-25,91,77.0,,0.77,70.07000000000001
2021-03-26,89,77.0,,0.77,68.53
2021-03-27,70,77.0,,0.77,53.9
2021-03-28,68,77.0,,0.77,52.36
2021-03-29,94,77.0,,0.77,72.38
2021-03-30,91,77.0,,0.77,70.07000000000001
2021-03-31,94,77.0,,0.77,72.38
2021-04-01,90,72.0,False,0.72,64.8
2021-04-02,87,72.0,,0.72,62.64
2021-04-03,73,72.0,,0.72,52.559999999999995
2021-04-04,70,72.0,,0.72,50.4
2021-04-05,93,72.0,,0.72,66.96
2021-04-06,89,72.0,,0.72,64.08
2021-04-07,89,72.0,,0.72,64.08
2021-04-08,97,72.0,,0.72,69.84
2021-04-09,88,72.0,,0.72,63.36
2021-04-10,72,72.0,,0.72,51.839999999999996
2021-04-11,72,72.0,,0.72,51.839999999999996
2021-04-12,88,72.0,,0.72,63.36
2021-04-13,100,72.0,,0.72,72.0
2021-04-14,89,72.0,,0.72,64.08
2021-04-15,92,72.0,,0.72,66.24
2021-04-16,85,72.0,,0.72,61.199999999999996
2021-04-17,70,72.0,,0.72,50.4
2021-04-18,75,72.0,,0.72,54.0
2021-04-19,90,72.0,,0.72,64.8
2021-04-20,86,72.0,,0.72,61.919999999999995
2021-04-21,91,72.0,,0.72,65.52
2021-04-22,94,72.0,,0.72,67.67999999999999
2021-04-23,90,72.0,,0.72,64.8
2021-04-24,78,72.0,,0.72,56.16
2021-04-25,75,72.0,,0.72,54.0
2021-04-26,95,72.0,,0.72,68.39999999999999
2021-04-27,95,72.0,,0.72,68.39999999999999
2021-04-28,88,72.0,,0.72,63.36
2021-04-29,98,72.0,,0.72,70.56
2021-04-30,87,72.0,,0.72,62.64
2021-05-01,74,69.0,False,0.69,51.059999999999995
2021-05-02,74,69.0,,0.69,51.059999999999995
2021-05-03,91,69.0,,0.69,62.78999999999999
2021-05-04,93,69.0,,0.69,64.17
2021-05-05,99,69.0,,0.69,68.30999999999999
2021-05-06,91,69.0,,0.69,62.78999999999999
2021-05-07,92,69.0,,0.69,63.48
2021-05-08,80,69.0,,0.69,55.199999999999996
2021-05-09,71,69.0,,0.69,48.989999999999995
2021-05-10,95,69.0,,0.69,65.55
2021-05-11,95,69.0,,0.69,65.55
2021-05-12,97,69.0,,0.69,66.92999999999999
