date,JD_unscaled,JD_monthly,isPartial,scale,JD
2019-08-26,75,88.0,,0.88,66.0
2019-08-27,68,88.0,,0.88,59.84
2019-08-28,70,88.0,,0.88,61.6
2019-08-29,69,88.0,,0.88,60.72
2019-08-30,72,88.0,,0.88,63.36
2019-08-31,72,88.0,,0.88,63.36
2019-09-01,60,85.0,False,0.85,51.0
2019-09-02,57,85.0,,0.85,48.449999999999996
2019-09-03,100,85.0,,0.85,85.0
2019-09-04,85,85.0,,0.85,72.25
2019-09-05,81,85.0,,0.85,68.85
2019-09-06,67,85.0,,0.85,56.949999999999996
2019-09-07,66,85.0,,0.85,56.1
2019-09-08,67,85.0,,0.85,56.949999999999996
2019-09-09,69,85.0,,0.85,58.65
2019-09-10,65,85.0,,0.85,55.25
2019-09-11,69,85.0,,0.85,58.65
2019-09-12,66,85.0,,0.85,56.1
2019-09-13,71,85.0,,0.85,60.35
2019-09-14,59,85.0,,0.85,50.15
2019-09-15,59,85.0,,0.85,50.15
2019-09-16,63,85.0,,0.85,53.55
2019-09-17,62,85.0,,0.85,52.699999999999996
2019-09-18,60,85.0,,0.85,51.0
2019-09-19,64,85.0,,0.85,54.4
2019-09-20,55,85.0,,0.85,46.75
2019-09-21,64,85.0,,0.85,54.4
2019-09-22,53,85.0,,0.85,45.05
2019-09-23,61,85.0,,0.85,51.85
2019-09-24,61,85.0,,0.85,51.85
2019-09-25,59,85.0,,0.85,50.15
2019-09-26,60,85.0,,0.85,51.0
2019-09-27,65,85.0,,0.85,55.25
2019-09-28,58,85.0,,0.85,49.3
2019-09-29,59,85.0,,0.85,50.15
2019-09-30,63,85.0,,0.85,53.55
2019-10-01,72,78.0,False,0.78,56.160000000000004
2019-10-02,67,78.0,,0.78,52.260000000000005
2019-10-03,63,78.0,,0.78,49.14
2019-10-04,66,78.0,,0.78,51.480000000000004
2019-10-05,65,78.0,,0.78,50.7
2019-10-06,53,78.0,,0.78,41.34
2019-10-07,72,78.0,,0.78,56.160000000000004
2019-10-08,68,78.0,,0.78,53.04
2019-10-09,68,78.0,,0.78,53.04
2019-10-10,66,78.0,,0.78,51.480000000000004
2019-10-11,69,78.0,,0.78,53.82
2019-10-12,65,78.0,,0.78,50.7
2019-10-13,56,78.0,,0.78,43.68
2019-10-14,64,78.0,,0.78,49.92
2019-10-15,73,78.0,,0.78,56.940000000000005
2019-10-16,64,78.0,,0.78,49.92
2019-10-17,63,78.0,,0.78,49.14
2019-10-18,69,78.0,,0.78,53.82
2019-10-19,61,78.0,,0.78,47.58
2019-10-20,67,78.0,,0.78,52.260000000000005
2019-10-21,70,78.0,,0.78,54.6
2019-10-22,72,78.0,,0.78,56.160000000000004
2019-10-23,81,78.0,,0.78,63.18
2019-10-24,78,78.0,,0.78,60.84
2019-10-25,64,78.0,,0.78,49.92
2019-10-26,63,78.0,,0.78,49.14
2019-10-27,58,78.0,,0.78,45.24
2019-10-28,68,78.0,,0.78,53.04
2019-10-29,68,78.0,,0.78,53.04
2019-10-30,100,78.0,,0.78,78.0
2019-10-31,100,78.0,,0.78,78.0
2019-11-01,70,76.0,False,0.76,53.2
2019-11-02,73,76.0,,0.76,55.480000000000004
2019-11-03,76,76.0,,0.76,57.76
2019-11-04,100,76.0,,0.76,76.0
2019-11-05,75,76.0,,0.76,57.0
2019-11-06,69,76.0,,0.76,52.44
2019-11-07,70,76.0,,0.76,53.2
2019-11-08,69,76.0,,0.76,52.44
2019-11-09,56,76.0,,0.76,42.56
2019-11-10,60,76.0,,0.76,45.6
2019-11-11,64,76.0,,0.76,48.64
2019-11-12,66,76.0,,0.76,50.160000000000004
2019-11-13,65,76.0,,0.76,49.4
2019-11-14,65,76.0,,0.76,49.4
2019-11-15,77,76.0,,0.76,58.52
2019-11-16,60,76.0,,0.76,45.6
2019-11-17,91,76.0,,0.76,69.16
2019-11-18,75,76.0,,0.76,57.0
2019-11-19,65,76.0,,0.76,49.4
2019-11-20,59,76.0,,0.76,44.84
2019-11-21,64,76.0,,0.76,48.64
2019-11-22,63,76.0,,0.76,47.88
2019-11-23,62,76.0,,0.76,47.12
2019-11-24,53,76.0,,0.76,40.28
2019-11-25,58,76.0,,0.76,44.08
2019-11-26,62,76.0,,0.76,47.12
2019-11-27,60,76.0,,0.76,45.6
2019-11-28,53,76.0,,0.76,40.28
2019-11-29,58,76.0,,0.76,44.08
2019-11-30,57,76.0,,0.76,43.32
2019-12-01,90,67.0,False,0.67,60.300000000000004
2019-12-02,95,67.0,,0.67,63.650000000000006
2019-12-03,92,67.0,,0.67,61.64
2019-12-04,82,67.0,,0.67,54.940000000000005
2019-12-05,88,67.0,,0.67,58.96
2019-12-06,93,67.0,,0.67,62.31
2019-12-07,70,67.0,,0.67,46.900000000000006
2019-12-08,77,67.0,,0.67,51.59
2019-12-09,83,67.0,,0.67,55.61000000000001
2019-12-10,84,67.0,,0.67,56.28
2019-12-11,82,67.0,,0.67,54.940000000000005
2019-12-12,87,67.0,,0.67,58.290000000000006
2019-12-13,91,67.0,,0.67,60.970000000000006
2019-12-14,81,67.0,,0.67,54.27
2019-12-15,71,67.0,,0.67,47.57
2019-12-16,93,67.0,,0.67,62.31
2019-12-17,95,67.0,,0.67,63.650000000000006
2019-12-18,90,67.0,,0.67,60.300000000000004
2019-12-19,89,67.0,,0.67,59.63
2019-12-20,87,67.0,,0.67,58.290000000000006
2019-12-21,83,67.0,,0.67,55.61000000000001
2019-12-22,68,67.0,,0.67,45.56
2019-12-23,94,67.0,,0.67,62.980000000000004
2019-12-24,83,67.0,,0.67,55.61000000000001
2019-12-25,86,67.0,,0.67,57.620000000000005
2019-12-26,100,67.0,,0.67,67.0
2019-12-27,94,67.0,,0.67,62.980000000000004
2019-12-28,75,67.0,,0.67,50.25
2019-12-29,82,67.0,,0.67,54.940000000000005
2019-12-30,92,67.0,,0.67,61.64
2019-12-31,96,67.0,,0.67,64.32000000000001
2020-01-01,68,72.0,False,0.72,48.96
2020-01-02,100,72.0,,0.72,72.0
2020-01-03,84,72.0,,0.72,60.48
2020-01-04,78,72.0,,0.72,56.16
2020-01-05,77,72.0,,0.72,55.44
2020-01-06,82,72.0,,0.72,59.04
2020-01-07,75,72.0,,0.72,54.0
2020-01-08,79,72.0,,0.72,56.879999999999995
2020-01-09,77,72.0,,0.72,55.44
2020-01-10,79,72.0,,0.72,56.879999999999995
2020-01-11,77,72.0,,0.72,55.44
2020-01-12,58,72.0,,0.72,41.76
2020-01-13,79,72.0,,0.72,56.879999999999995
2020-01-14,70,72.0,,0.72,50.4
2020-01-15,73,72.0,,0.72,52.559999999999995
2020-01-16,72,72.0,,0.72,51.839999999999996
2020-01-17,74,72.0,,0.72,53.28
2020-01-18,75,72.0,,0.72,54.0
2020-01-19,58,72.0,,0.72,41.76
2020-01-20,69,72.0,,0.72,49.68
2020-01-21,70,72.0,,0.72,50.4
2020-01-22,77,72.0,,0.72,55.44
2020-01-23,82,72.0,,0.72,59.04
2020-01-24,78,72.0,,0.72,56.16
2020-01-25,61,72.0,,0.72,43.92
2020-01-26,48,72.0,,0.72,34.56
2020-01-27,74,72.0,,0.72,53.28
2020-01-28,77,72.0,,0.72,55.44
2020-01-29,73,72.0,,0.72,52.559999999999995
2020-01-30,74,72.0,,0.72,53.28
2020-01-31,77,72.0,,0.72,55.44
2020-02-01,68,72.0,False,0.72,48.96
2020-02-02,66,72.0,,0.72,47.519999999999996
2020-02-03,72,72.0,,0.72,51.839999999999996
2020-02-04,77,72.0,,0.72,55.44
2020-02-05,77,72.0,,0.72,55.44
2020-02-06,70,72.0,,0.72,50.4
2020-02-07,66,72.0,,0.72,47.519999999999996
2020-02-08,68,72.0,,0.72,48.96
2020-02-09,64,72.0,,0.72,46.08
2020-02-10,73,72.0,,0.72,52.559999999999995
2020-02-11,71,72.0,,0.72,51.12
2020-02-12,75,72.0,,0.72,54.0
2020-02-13,79,72.0,,0.72,56.879999999999995
2020-02-14,79,72.0,,0.72,56.879999999999995
2020-02-15,70,72.0,,0.72,50.4
2020-02-16,100,72.0,,0.72,72.0
2020-02-17,71,72.0,,0.72,51.12
2020-02-18,82,72.0,,0.72,59.04
2020-02-19,80,72.0,,0.72,57.599999999999994
2020-02-20,69,72.0,,0.72,49.68
2020-02-21,75,72.0,,0.72,54.0
2020-02-22,78,72.0,,0.72,56.16
2020-02-23,63,72.0,,0.72,45.36
2020-02-24,76,72.0,,0.72,54.72
2020-02-25,78,72.0,,0.72,56.16
2020-02-26,76,72.0,,0.72,54.72
2020-02-27,72,72.0,,0.72,51.839999999999996
2020-02-28,78,72.0,,0.72,56.16
2020-02-29,73,72.0,,0.72,52.559999999999995
2020-03-01,80,64.0,False,0.64,51.2
2020-03-02,96,64.0,,0.64,61.44
2020-03-03,100,64.0,,0.64,64.0
2020-03-04,83,64.0,,0.64,53.120000000000005
2020-03-05,80,64.0,,0.64,51.2
2020-03-06,82,64.0,,0.64,52.480000000000004
2020-03-07,72,64.0,,0.64,46.08
2020-03-08,68,64.0,,0.64,43.52
2020-03-09,81,64.0,,0.64,51.84
2020-03-10,78,64.0,,0.64,49.92
2020-03-11,81,64.0,,0.64,51.84
2020-03-12,71,64.0,,0.64,45.44
2020-03-13,77,64.0,,0.64,49.28
2020-03-14,72,64.0,,0.64,46.08
2020-03-15,56,64.0,,0.64,35.84
2020-03-16,63,64.0,,0.64,40.32
2020-03-17,67,64.0,,0.64,42.88
2020-03-18,76,64.0,,0.64,48.64
2020-03-19,76,64.0,,0.64,48.64
2020-03-20,79,64.0,,0.64,50.56
2020-03-21,66,64.0,,0.64,42.24
2020-03-22,64,64.0,,0.64,40.96
2020-03-23,70,64.0,,0.64,44.800000000000004
2020-03-24,68,64.0,,0.64,43.52
2020-03-25,70,64.0,,0.64,44.800000000000004
2020-03-26,71,64.0,,0.64,45.44
2020-03-27,73,64.0,,0.64,46.72
2020-03-28,71,64.0,,0.64,45.44
2020-03-29,63,64.0,,0.64,40.32
2020-03-30,79,64.0,,0.64,50.56
2020-03-31,82,64.0,,0.64,52.480000000000004
2020-04-01,78,73.0,False,0.73,56.94
2020-04-02,82,73.0,,0.73,59.86
2020-04-03,84,73.0,,0.73,61.32
2020-04-04,76,73.0,,0.73,55.48
2020-04-05,76,73.0,,0.73,55.48
2020-04-06,90,73.0,,0.73,65.7
2020-04-07,81,73.0,,0.73,59.129999999999995
2020-04-08,83,73.0,,0.73,60.589999999999996
2020-04-09,86,73.0,,0.73,62.78
2020-04-10,83,73.0,,0.73,60.589999999999996
2020-04-11,100,73.0,,0.73,73.0
2020-04-12,72,73.0,,0.73,52.56
2020-04-13,87,73.0,,0.73,63.51
2020-04-14,95,73.0,,0.73,69.35
2020-04-15,100,73.0,,0.73,73.0
2020-04-16,94,73.0,,0.73,68.62
2020-04-17,96,73.0,,0.73,70.08
2020-04-18,97,73.0,,0.73,70.81
2020-04-19,82,73.0,,0.73,59.86
2020-04-20,100,73.0,,0.73,73.0
2020-04-21,89,73.0,,0.73,64.97
2020-04-22,86,73.0,,0.73,62.78
2020-04-23,85,73.0,,0.73,62.05
2020-04-24,91,73.0,,0.73,66.42999999999999
2020-04-25,86,73.0,,0.73,62.78
2020-04-26,93,73.0,,0.73,67.89
2020-04-27,89,73.0,,0.73,64.97
2020-04-28,92,73.0,,0.73,67.16
2020-04-29,87,73.0,,0.73,63.51
2020-04-30,91,73.0,,0.73,66.42999999999999
2020-05-01,76,81.0,False,0.81,61.56
2020-05-02,74,81.0,,0.81,59.940000000000005
2020-05-03,83,81.0,,0.81,67.23
2020-05-04,74,81.0,,0.81,59.940000000000005
2020-05-05,72,81.0,,0.81,58.32000000000001
2020-05-06,83,81.0,,0.81,67.23
2020-05-07,76,81.0,,0.81,61.56
2020-05-08,75,81.0,,0.81,60.75000000000001
2020-05-09,81,81.0,,0.81,65.61
2020-05-10,68,81.0,,0.81,55.080000000000005
2020-05-11,91,81.0,,0.81,73.71000000000001
2020-05-12,76,81.0,,0.81,61.56
2020-05-13,79,81.0,,0.81,63.99
2020-05-14,98,81.0,,0.81,79.38000000000001
2020-05-15,100,81.0,,0.81,81.0
2020-05-16,78,81.0,,0.81,63.18000000000001
2020-05-17,79,81.0,,0.81,63.99
2020-05-18,89,81.0,,0.81,72.09
2020-05-19,82,81.0,,0.81,66.42
2020-05-20,84,81.0,,0.81,68.04
2020-05-21,78,81.0,,0.81,63.18000000000001
2020-05-22,75,81.0,,0.81,60.75000000000001
2020-05-23,78,81.0,,0.81,63.18000000000001
2020-05-24,70,81.0,,0.81,56.7
2020-05-25,71,81.0,,0.81,57.510000000000005
2020-05-26,89,81.0,,0.81,72.09
2020-05-27,85,81.0,,0.81,68.85000000000001
2020-05-28,83,81.0,,0.81,67.23
2020-05-29,79,81.0,,0.81,63.99
2020-05-30,78,81.0,,0.81,63.18000000000001
2020-05-31,64,81.0,,0.81,51.84
2020-06-01,73,83.0,False,0.83,60.589999999999996
2020-06-02,72,83.0,,0.83,59.76
2020-06-03,79,83.0,,0.83,65.57
2020-06-04,81,83.0,,0.83,67.22999999999999
2020-06-05,76,83.0,,0.83,63.08
2020-06-06,73,83.0,,0.83,60.589999999999996
2020-06-07,85,83.0,,0.83,70.55
2020-06-08,100,83.0,,0.83,83.0
2020-06-09,92,83.0,,0.83,76.36
2020-06-10,97,83.0,,0.83,80.50999999999999
2020-06-11,83,83.0,,0.83,68.89
2020-06-12,82,83.0,,0.83,68.06
2020-06-13,76,83.0,,0.83,63.08
2020-06-14,74,83.0,,0.83,61.419999999999995
2020-06-15,87,83.0,,0.83,72.21
2020-06-16,82,83.0,,0.83,68.06
2020-06-17,87,83.0,,0.83,72.21
2020-06-18,95,83.0,,0.83,78.85
2020-06-19,79,83.0,,0.83,65.57
2020-06-20,76,83.0,,0.83,63.08
2020-06-21,68,83.0,,0.83,56.44
2020-06-22,82,83.0,,0.83,68.06
2020-06-23,79,83.0,,0.83,65.57
2020-06-24,87,83.0,,0.83,72.21
2020-06-25,85,83.0,,0.83,70.55
2020-06-26,87,83.0,,0.83,72.21
2020-06-27,81,83.0,,0.83,67.22999999999999
2020-06-28,74,83.0,,0.83,61.419999999999995
2020-06-29,87,83.0,,0.83,72.21
2020-06-30,76,83.0,,0.83,63.08
2020-07-01,75,81.0,False,0.81,60.75000000000001
2020-07-02,79,81.0,,0.81,63.99
2020-07-03,75,81.0,,0.81,60.75000000000001
2020-07-04,71,81.0,,0.81,57.510000000000005
2020-07-05,68,81.0,,0.81,55.080000000000005
2020-07-06,81,81.0,,0.81,65.61
2020-07-07,81,81.0,,0.81,65.61
2020-07-08,93,81.0,,0.81,75.33
2020-07-09,90,81.0,,0.81,72.9
2020-07-10,89,81.0,,0.81,72.09
2020-07-11,82,81.0,,0.81,66.42
2020-07-12,74,81.0,,0.81,59.940000000000005
2020-07-13,83,81.0,,0.81,67.23
2020-07-14,79,81.0,,0.81,63.99
2020-07-15,82,81.0,,0.81,66.42
2020-07-16,85,81.0,,0.81,68.85000000000001
2020-07-17,84,81.0,,0.81,68.04
2020-07-18,82,81.0,,0.81,66.42
2020-07-19,77,81.0,,0.81,62.370000000000005
2020-07-20,100,81.0,,0.81,81.0
2020-07-21,86,81.0,,0.81,69.66000000000001
2020-07-22,91,81.0,,0.81,73.71000000000001
2020-07-23,87,81.0,,0.81,70.47
2020-07-24,91,81.0,,0.81,73.71000000000001
2020-07-25,97,81.0,,0.81,78.57000000000001
2020-07-26,79,81.0,,0.81,63.99
2020-07-27,86,81.0,,0.81,69.66000000000001
2020-07-28,95,81.0,,0.81,76.95
2020-07-29,91,81.0,,0.81,73.71000000000001
2020-07-30,80,81.0,,0.81,64.80000000000001
2020-07-31,78,81.0,,0.81,63.18000000000001
2020-08-01,78,83.0,False,0.83,64.74
2020-08-02,78,83.0,,0.83,64.74
2020-08-03,88,83.0,,0.83,73.03999999999999
2020-08-04,82,83.0,,0.83,68.06
2020-08-05,82,83.0,,0.83,68.06
2020-08-06,84,83.0,,0.83,69.72
2020-08-07,88,83.0,,0.83,73.03999999999999
2020-08-08,80,83.0,,0.83,66.39999999999999
2020-08-09,76,83.0,,0.83,63.08
2020-08-10,87,83.0,,0.83,72.21
2020-08-11,82,83.0,,0.83,68.06
2020-08-12,79,83.0,,0.83,65.57
2020-08-13,85,83.0,,0.83,70.55
2020-08-14,84,83.0,,0.83,69.72
2020-08-15,81,83.0,,0.83,67.22999999999999
2020-08-16,76,83.0,,0.83,63.08
2020-08-17,100,83.0,,0.83,83.0
2020-08-18,86,83.0,,0.83,71.38
2020-08-19,85,83.0,,0.83,70.55
2020-08-20,87,83.0,,0.83,72.21
2020-08-21,97,83.0,,0.83,80.50999999999999
2020-08-22,79,83.0,,0.83,65.57
2020-08-23,79,83.0,,0.83,65.57
2020-08-24,83,83.0,,0.83,68.89
2020-08-25,87,83.0,,0.83,72.21
2020-08-26,89,83.0,,0.83,73.86999999999999
2020-08-27,87,83.0,,0.83,72.21
2020-08-28,78,83.0,,0.83,64.74
2020-08-29,67,83.0,,0.83,55.61
2020-08-30,71,83.0,,0.83,58.93
2020-08-31,89,83.0,,0.83,73.86999999999999
2020-09-01,92,77.0,False,0.77,70.84
2020-09-02,97,77.0,,0.77,74.69
2020-09-03,89,77.0,,0.77,68.53
2020-09-04,100,77.0,,0.77,77.0
2020-09-05,94,77.0,,0.77,72.38
2020-09-06,77,77.0,,0.77,59.29
2020-09-07,79,77.0,,0.77,60.83
2020-09-08,99,77.0,,0.77,76.23
2020-09-09,100,77.0,,0.77,77.0
2020-09-10,91,77.0,,0.77,70.07000000000001
2020-09-11,80,77.0,,0.77,61.6
2020-09-12,77,77.0,,0.77,59.29
2020-09-13,72,77.0,,0.77,55.44
2020-09-14,77,77.0,,0.77,59.29
2020-09-15,86,77.0,,0.77,66.22
2020-09-16,86,77.0,,0.77,66.22
2020-09-17,89,77.0,,0.77,68.53
2020-09-18,78,77.0,,0.77,60.06
2020-09-19,78,77.0,,0.77,60.06
2020-09-20,75,77.0,,0.77,57.75
2020-09-21,85,77.0,,0.77,65.45
2020-09-22,82,77.0,,0.77,63.14
2020-09-23,80,77.0,,0.77,61.6
2020-09-24,80,77.0,,0.77,61.6
2020-09-25,98,77.0,,0.77,75.46000000000001
2020-09-26,85,77.0,,0.77,65.45
2020-09-27,78,77.0,,0.77,60.06
2020-09-28,81,77.0,,0.77,62.370000000000005
2020-09-29,93,77.0,,0.77,71.61
2020-09-30,85,77.0,,0.77,65.45
2020-10-01,78,83.0,False,0.83,64.74
2020-10-02,80,83.0,,0.83,66.39999999999999
2020-10-03,77,83.0,,0.83,63.91
2020-10-04,66,83.0,,0.83,54.779999999999994
2020-10-05,73,83.0,,0.83,60.589999999999996
2020-10-06,71,83.0,,0.83,58.93
2020-10-07,71,83.0,,0.83,58.93
2020-10-08,76,83.0,,0.83,63.08
2020-10-09,77,83.0,,0.83,63.91
2020-10-10,69,83.0,,0.83,57.269999999999996
2020-10-11,63,83.0,,0.83,52.29
2020-10-12,74,83.0,,0.83,61.419999999999995
2020-10-13,79,83.0,,0.83,65.57
2020-10-14,86,83.0,,0.83,71.38
2020-10-15,89,83.0,,0.83,73.86999999999999
2020-10-16,80,83.0,,0.83,66.39999999999999
2020-10-17,73,83.0,,0.83,60.589999999999996
2020-10-18,69,83.0,,0.83,57.269999999999996
2020-10-19,73,83.0,,0.83,60.589999999999996
2020-10-20,83,83.0,,0.83,68.89
2020-10-21,78,83.0,,0.83,64.74
2020-10-22,88,83.0,,0.83,73.03999999999999
2020-10-23,74,83.0,,0.83,61.419999999999995
2020-10-24,76,83.0,,0.83,63.08
2020-10-25,68,83.0,,0.83,56.44
2020-10-26,72,83.0,,0.83,59.76
2020-10-27,73,83.0,,0.83,60.589999999999996
2020-10-28,69,83.0,,0.83,57.269999999999996
2020-10-29,70,83.0,,0.83,58.099999999999994
2020-10-30,82,83.0,,0.83,68.06
2020-10-31,100,83.0,,0.83,83.0
2020-11-01,45,88.0,False,0.88,39.6
2020-11-02,54,88.0,,0.88,47.52
2020-11-03,51,88.0,,0.88,44.88
2020-11-04,37,88.0,,0.88,32.56
2020-11-05,41,88.0,,0.88,36.08
2020-11-06,43,88.0,,0.88,37.84
2020-11-07,41,88.0,,0.88,36.08
2020-11-08,47,88.0,,0.88,41.36
2020-11-09,56,88.0,,0.88,49.28
2020-11-10,59,88.0,,0.88,51.92
2020-11-11,66,88.0,,0.88,58.08
2020-11-12,61,88.0,,0.88,53.68
2020-11-13,63,88.0,,0.88,55.44
2020-11-14,53,88.0,,0.88,46.64
2020-11-15,62,88.0,,0.88,54.56
2020-11-16,66,88.0,,0.88,58.08
2020-11-17,60,88.0,,0.88,52.8
2020-11-18,62,88.0,,0.88,54.56
2020-11-19,56,88.0,,0.88,49.28
2020-11-20,54,88.0,,0.88,47.52
2020-11-21,52,88.0,,0.88,45.76
2020-11-22,55,88.0,,0.88,48.4
2020-11-23,63,88.0,,0.88,55.44
2020-11-24,71,88.0,,0.88,62.48
2020-11-25,100,88.0,,0.88,88.0
2020-11-26,93,88.0,,0.88,81.84
2020-11-27,91,88.0,,0.88,80.08
2020-11-28,92,88.0,,0.88,80.96
2020-11-29,79,88.0,,0.88,69.52
2020-11-30,75,88.0,,0.88,66.0
2020-12-01,87,89.0,False,0.89,77.43
2020-12-02,86,89.0,,0.89,76.54
2020-12-03,81,89.0,,0.89,72.09
2020-12-04,82,89.0,,0.89,72.98
2020-12-05,100,89.0,,0.89,89.0
2020-12-06,73,89.0,,0.89,64.97
2020-12-07,84,89.0,,0.89,74.76
2020-12-08,83,89.0,,0.89,73.87
2020-12-09,73,89.0,,0.89,64.97
2020-12-10,77,89.0,,0.89,68.53
2020-12-11,75,89.0,,0.89,66.75
2020-12-12,83,89.0,,0.89,73.87
2020-12-13,78,89.0,,0.89,69.42
2020-12-14,78,89.0,,0.89,69.42
2020-12-15,78,89.0,,0.89,69.42
2020-12-16,71,89.0,,0.89,63.19
2020-12-17,76,89.0,,0.89,67.64
2020-12-18,70,89.0,,0.89,62.300000000000004
2020-12-19,78,89.0,,0.89,69.42
2020-12-20,73,89.0,,0.89,64.97
2020-12-21,71,89.0,,0.89,63.19
2020-12-22,72,89.0,,0.89,64.08
2020-12-23,74,89.0,,0.89,65.86
2020-12-24,70,89.0,,0.89,62.300000000000004
2020-12-25,52,89.0,,0.89,46.28
2020-12-26,67,89.0,,0.89,59.63
2020-12-27,72,89.0,,0.89,64.08
2020-12-28,73,89.0,,0.89,64.97
2020-12-29,75,89.0,,0.89,66.75
2020-12-30,75,89.0,,0.89,66.75
2020-12-31,77,89.0,,0.89,68.53
2021-01-01,79,77.0,False,0.77,60.83
2021-01-02,86,77.0,,0.77,66.22
2021-01-03,81,77.0,,0.77,62.370000000000005
2021-01-04,87,77.0,,0.77,66.99
2021-01-05,100,77.0,,0.77,77.0
2021-01-06,91,77.0,,0.77,70.07000000000001
2021-01-07,91,77.0,,0.77,70.07000000000001
2021-01-08,90,77.0,,0.77,69.3
2021-01-09,83,77.0,,0.77,63.910000000000004
2021-01-10,77,77.0,,0.77,59.29
2021-01-11,86,77.0,,0.77,66.22
2021-01-12,91,77.0,,0.77,70.07000000000001
2021-01-13,93,77.0,,0.77,71.61
2021-01-14,93,77.0,,0.77,71.61
2021-01-15,97,77.0,,0.77,74.69
2021-01-16,81,77.0,,0.77,62.370000000000005
2021-01-17,66,77.0,,0.77,50.82
2021-01-18,87,77.0,,0.77,66.99
2021-01-19,89,77.0,,0.77,68.53
2021-01-20,85,77.0,,0.77,65.45
2021-01-21,78,77.0,,0.77,60.06
2021-01-22,90,77.0,,0.77,69.3
2021-01-23,81,77.0,,0.77,62.370000000000005
2021-01-24,73,77.0,,0.77,56.21
2021-01-25,98,77.0,,0.77,75.46000000000001
2021-01-26,90,77.0,,0.77,69.3
2021-01-27,91,77.0,,0.77,70.07000000000001
2021-01-28,92,77.0,,0.77,70.84
2021-01-29,93,77.0,,0.77,71.61
2021-01-30,86,77.0,,0.77,66.22
2021-01-31,87,77.0,,0.77,66.99
2021-02-01,82,83.0,False,0.83,68.06
2021-02-02,83,83.0,,0.83,68.89
2021-02-03,85,83.0,,0.83,70.55
2021-02-04,72,83.0,,0.83,59.76
2021-02-05,76,83.0,,0.83,63.08
2021-02-06,69,83.0,,0.83,57.269999999999996
2021-02-07,66,83.0,,0.83,54.779999999999994
2021-02-08,75,83.0,,0.83,62.25
2021-02-09,77,83.0,,0.83,63.91
2021-02-10,89,83.0,,0.83,73.86999999999999
2021-02-11,76,83.0,,0.83,63.08
2021-02-12,76,83.0,,0.83,63.08
2021-02-13,79,83.0,,0.83,65.57
2021-02-14,74,83.0,,0.83,61.419999999999995
2021-02-15,83,83.0,,0.83,68.89
2021-02-16,80,83.0,,0.83,66.39999999999999
2021-02-17,76,83.0,,0.83,63.08
2021-02-18,89,83.0,,0.83,73.86999999999999
2021-02-19,95,83.0,,0.83,78.85
2021-02-20,90,83.0,,0.83,74.7
2021-02-21,77,83.0,,0.83,63.91
2021-02-22,88,83.0,,0.83,73.03999999999999
2021-02-23,100,83.0,,0.83,83.0
2021-02-24,83,83.0,,0.83,68.89
2021-02-25,81,83.0,,0.83,67.22999999999999
2021-02-26,82,83.0,,0.83,68.06
2021-02-27,79,83.0,,0.83,65.57
2021-02-28,72,83.0,,0.83,59.76
2021-03-01,80,90.0,False,0.9,72.0
2021-03-02,77,90.0,,0.9,69.3
2021-03-03,76,90.0,,0.9,68.4
2021-03-04,75,90.0,,0.9,67.5
2021-03-05,72,90.0,,0.9,64.8
2021-03-06,100,90.0,,0.9,90.0
2021-03-07,69,90.0,,0.9,62.1
2021-03-08,75,90.0,,0.9,67.5
2021-03-09,82,90.0,,0.9,73.8
2021-03-10,84,90.0,,0.9,75.60000000000001
2021-03-11,99,90.0,,0.9,89.10000000000001
2021-03-12,91,90.0,,0.9,81.9
2021-03-13,74,90.0,,0.9,66.60000000000001
2021-03-14,74,90.0,,0.9,66.60000000000001
2021-03-15,89,90.0,,0.9,80.10000000000001
2021-03-16,84,90.0,,0.9,75.60000000000001
2021-03-17,86,90.0,,0.9,77.4
2021-03-18,78,90.0,,0.9,70.2
2021-03-19,83,90.0,,0.9,74.7
2021-03-20,79,90.0,,0.9,71.10000000000001
2021-03-21,77,90.0,,0.9,69.3
2021-03-22,86,90.0,,0.9,77.4
2021-03-23,77,90.0,,0.9,69.3
2021-03-24,80,90.0,,0.9,72.0
2021-03-25,85,90.0,,0.9,76.5
2021-03-26,82,90.0,,0.9,73.8
2021-03-27,87,90.0,,0.9,78.3
2021-03-28,76,90.0,,0.9,68.4
2021-03-29,88,90.0,,0.9,79.2
2021-03-30,84,90.0,,0.9,75.60000000000001
2021-03-31,81,90.0,,0.9,72.9
2021-04-01,79,95.0,False,0.95,75.05
2021-04-02,77,95.0,,0.95,73.14999999999999
2021-04-03,71,95.0,,0.95,67.45
2021-04-04,67,95.0,,0.95,63.65
2021-04-05,78,95.0,,0.95,74.1
2021-04-06,77,95.0,,0.95,73.14999999999999
2021-04-07,81,95.0,,0.95,76.95
2021-04-08,80,95.0,,0.95,76.0
2021-04-09,78,95.0,,0.95,74.1
2021-04-10,90,95.0,,0.95,85.5
2021-04-11,86,95.0,,0.95,81.7
2021-04-12,86,95.0,,0.95,81.7
2021-04-13,83,95.0,,0.95,78.85
2021-04-14,87,95.0,,0.95,82.64999999999999
2021-04-15,80,95.0,,0.95,76.0
2021-04-16,81,95.0,,0.95,76.95
2021-04-17,100,95.0,,0.95,95.0
2021-04-18,67,95.0,,0.95,63.65
2021-04-19,76,95.0,,0.95,72.2
2021-04-20,75,95.0,,0.95,71.25
2021-04-21,75,95.0,,0.95,71.25
2021-04-22,77,95.0,,0.95,73.14999999999999
