date,MUST_unscaled,MUST_monthly,isPartial,scale,MUST
2019-08-25,81,64.0,,0.64,51.84
2019-08-26,92,64.0,,0.64,58.88
2019-08-27,94,64.0,,0.64,60.160000000000004
2019-08-28,98,64.0,,0.64,62.72
2019-08-29,100,64.0,,0.64,64.0
2019-08-30,88,64.0,,0.64,56.32
2019-08-31,73,64.0,,0.64,46.72
2019-09-01,65,79.0,False,0.79,51.35
2019-09-02,71,79.0,,0.79,56.09
2019-09-03,80,79.0,,0.79,63.2
2019-09-04,85,79.0,,0.79,67.15
2019-09-05,81,79.0,,0.79,63.99
2019-09-06,81,79.0,,0.79,63.99
2019-09-07,62,79.0,,0.79,48.980000000000004
2019-09-08,75,79.0,,0.79,59.25
2019-09-09,92,79.0,,0.79,72.68
2019-09-10,94,79.0,,0.79,74.26
2019-09-11,93,79.0,,0.79,73.47
2019-09-12,96,79.0,,0.79,75.84
2019-09-13,81,79.0,,0.79,63.99
2019-09-14,70,79.0,,0.79,55.300000000000004
2019-09-15,81,79.0,,0.79,63.99
2019-09-16,97,79.0,,0.79,76.63000000000001
2019-09-17,98,79.0,,0.79,77.42
2019-09-18,94,79.0,,0.79,74.26
2019-09-19,94,79.0,,0.79,74.26
2019-09-20,85,79.0,,0.79,67.15
2019-09-21,65,79.0,,0.79,51.35
2019-09-22,78,79.0,,0.79,61.620000000000005
2019-09-23,100,79.0,,0.79,79.0
2019-09-24,98,79.0,,0.79,77.42
2019-09-25,100,79.0,,0.79,79.0
2019-09-26,94,79.0,,0.79,74.26
2019-09-27,85,79.0,,0.79,67.15
2019-09-28,70,79.0,,0.79,55.300000000000004
2019-09-29,77,79.0,,0.79,60.830000000000005
2019-09-30,96,79.0,,0.79,75.84
2019-10-01,96,80.0,False,0.8,76.80000000000001
2019-10-02,100,80.0,,0.8,80.0
2019-10-03,92,80.0,,0.8,73.60000000000001
2019-10-04,85,80.0,,0.8,68.0
2019-10-05,65,80.0,,0.8,52.0
2019-10-06,77,80.0,,0.8,61.6
2019-10-07,99,80.0,,0.8,79.2
2019-10-08,97,80.0,,0.8,77.60000000000001
2019-10-09,96,80.0,,0.8,76.80000000000001
2019-10-10,93,80.0,,0.8,74.4
2019-10-11,81,80.0,,0.8,64.8
2019-10-12,67,80.0,,0.8,53.6
2019-10-13,70,80.0,,0.8,56.0
2019-10-14,91,80.0,,0.8,72.8
2019-10-15,92,80.0,,0.8,73.60000000000001
2019-10-16,92,80.0,,0.8,73.60000000000001
2019-10-17,90,80.0,,0.8,72.0
2019-10-18,80,80.0,,0.8,64.0
2019-10-19,67,80.0,,0.8,53.6
2019-10-20,69,80.0,,0.8,55.2
2019-10-21,97,80.0,,0.8,77.60000000000001
2019-10-22,96,80.0,,0.8,76.80000000000001
2019-10-23,94,80.0,,0.8,75.2
2019-10-24,93,80.0,,0.8,74.4
2019-10-25,83,80.0,,0.8,66.4
2019-10-26,60,80.0,,0.8,48.0
2019-10-27,70,80.0,,0.8,56.0
2019-10-28,94,80.0,,0.8,75.2
2019-10-29,90,80.0,,0.8,72.0
2019-10-30,88,80.0,,0.8,70.4
2019-10-31,80,80.0,,0.8,64.0
2019-11-01,74,71.0,False,0.71,52.54
2019-11-02,61,71.0,,0.71,43.309999999999995
2019-11-03,76,71.0,,0.71,53.959999999999994
2019-11-04,92,71.0,,0.71,65.32
2019-11-05,91,71.0,,0.71,64.61
2019-11-06,92,71.0,,0.71,65.32
2019-11-07,90,71.0,,0.71,63.9
2019-11-08,84,71.0,,0.71,59.64
2019-11-09,63,71.0,,0.71,44.73
2019-11-10,67,71.0,,0.71,47.57
2019-11-11,85,71.0,,0.71,60.349999999999994
2019-11-12,89,71.0,,0.71,63.19
2019-11-13,93,71.0,,0.71,66.03
2019-11-14,92,71.0,,0.71,65.32
2019-11-15,81,71.0,,0.71,57.51
2019-11-16,61,71.0,,0.71,43.309999999999995
2019-11-17,72,71.0,,0.71,51.12
2019-11-18,100,71.0,,0.71,71.0
2019-11-19,94,71.0,,0.71,66.74
2019-11-20,90,71.0,,0.71,63.9
2019-11-21,89,71.0,,0.71,63.19
2019-11-22,76,71.0,,0.71,53.959999999999994
2019-11-23,56,71.0,,0.71,39.76
2019-11-24,61,71.0,,0.71,43.309999999999995
2019-11-25,82,71.0,,0.71,58.22
2019-11-26,77,71.0,,0.71,54.669999999999995
2019-11-27,63,71.0,,0.71,44.73
2019-11-28,46,71.0,,0.71,32.66
2019-11-29,41,71.0,,0.71,29.11
2019-11-30,59,71.0,,0.71,41.89
2019-12-01,60,66.0,False,0.66,39.6
2019-12-02,80,66.0,,0.66,52.800000000000004
2019-12-03,84,66.0,,0.66,55.440000000000005
2019-12-04,88,66.0,,0.66,58.080000000000005
2019-12-05,87,66.0,,0.66,57.42
2019-12-06,81,66.0,,0.66,53.46
2019-12-07,58,66.0,,0.66,38.28
2019-12-08,59,66.0,,0.66,38.940000000000005
2019-12-09,88,66.0,,0.66,58.080000000000005
2019-12-10,100,66.0,,0.66,66.0
2019-12-11,90,66.0,,0.66,59.400000000000006
2019-12-12,90,66.0,,0.66,59.400000000000006
2019-12-13,84,66.0,,0.66,55.440000000000005
2019-12-14,60,66.0,,0.66,39.6
2019-12-15,65,66.0,,0.66,42.9
2019-12-16,81,66.0,,0.66,53.46
2019-12-17,82,66.0,,0.66,54.120000000000005
2019-12-18,82,66.0,,0.66,54.120000000000005
2019-12-19,73,66.0,,0.66,48.18
2019-12-20,60,66.0,,0.66,39.6
2019-12-21,47,66.0,,0.66,31.020000000000003
2019-12-22,52,66.0,,0.66,34.32
2019-12-23,49,66.0,,0.66,32.34
2019-12-24,44,66.0,,0.66,29.040000000000003
2019-12-25,43,66.0,,0.66,28.380000000000003
2019-12-26,57,66.0,,0.66,37.620000000000005
2019-12-27,56,66.0,,0.66,36.96
2019-12-28,54,66.0,,0.66,35.64
2019-12-29,57,66.0,,0.66,37.620000000000005
2019-12-30,57,66.0,,0.66,37.620000000000005
2019-12-31,56,66.0,,0.66,36.96
2020-01-01,58,70.0,False,0.7,40.599999999999994
2020-01-02,66,70.0,,0.7,46.199999999999996
2020-01-03,68,70.0,,0.7,47.599999999999994
2020-01-04,59,70.0,,0.7,41.3
2020-01-05,64,70.0,,0.7,44.8
2020-01-06,68,70.0,,0.7,47.599999999999994
2020-01-07,78,70.0,,0.7,54.599999999999994
2020-01-08,80,70.0,,0.7,56.0
2020-01-09,79,70.0,,0.7,55.3
2020-01-10,77,70.0,,0.7,53.9
2020-01-11,63,70.0,,0.7,44.099999999999994
2020-01-12,62,70.0,,0.7,43.4
2020-01-13,83,70.0,,0.7,58.099999999999994
2020-01-14,83,70.0,,0.7,58.099999999999994
2020-01-15,91,70.0,,0.7,63.699999999999996
2020-01-16,88,70.0,,0.7,61.599999999999994
2020-01-17,80,70.0,,0.7,56.0
2020-01-18,69,70.0,,0.7,48.3
2020-01-19,67,70.0,,0.7,46.9
2020-01-20,76,70.0,,0.7,53.199999999999996
2020-01-21,91,70.0,,0.7,63.699999999999996
2020-01-22,94,70.0,,0.7,65.8
2020-01-23,94,70.0,,0.7,65.8
2020-01-24,85,70.0,,0.7,59.49999999999999
2020-01-25,68,70.0,,0.7,47.599999999999994
2020-01-26,71,70.0,,0.7,49.699999999999996
2020-01-27,93,70.0,,0.7,65.1
2020-01-28,93,70.0,,0.7,65.1
2020-01-29,100,70.0,,0.7,70.0
2020-01-30,94,70.0,,0.7,65.8
2020-01-31,89,70.0,,0.7,62.3
2020-02-01,62,83.0,False,0.83,51.46
2020-02-02,70,83.0,,0.83,58.099999999999994
2020-02-03,89,83.0,,0.83,73.86999999999999
2020-02-04,88,83.0,,0.83,73.03999999999999
2020-02-05,89,83.0,,0.83,73.86999999999999
2020-02-06,89,83.0,,0.83,73.86999999999999
2020-02-07,83,83.0,,0.83,68.89
2020-02-08,64,83.0,,0.83,53.12
2020-02-09,73,83.0,,0.83,60.589999999999996
2020-02-10,92,83.0,,0.83,76.36
2020-02-11,92,83.0,,0.83,76.36
2020-02-12,94,83.0,,0.83,78.02
2020-02-13,91,83.0,,0.83,75.53
2020-02-14,77,83.0,,0.83,63.91
2020-02-15,70,83.0,,0.83,58.099999999999994
2020-02-16,74,83.0,,0.83,61.419999999999995
2020-02-17,89,83.0,,0.83,73.86999999999999
2020-02-18,95,83.0,,0.83,78.85
2020-02-19,100,83.0,,0.83,83.0
2020-02-20,90,83.0,,0.83,74.7
2020-02-21,85,83.0,,0.83,70.55
2020-02-22,70,83.0,,0.83,58.099999999999994
2020-02-23,75,83.0,,0.83,62.25
2020-02-24,100,83.0,,0.83,83.0
2020-02-25,95,83.0,,0.83,78.85
2020-02-26,93,83.0,,0.83,77.19
2020-02-27,88,83.0,,0.83,73.03999999999999
2020-02-28,81,83.0,,0.83,67.22999999999999
2020-02-29,65,83.0,,0.83,53.949999999999996
2020-03-01,76,74.0,False,0.74,56.24
2020-03-02,100,74.0,,0.74,74.0
2020-03-03,97,74.0,,0.74,71.78
2020-03-04,95,74.0,,0.74,70.3
2020-03-05,95,74.0,,0.74,70.3
2020-03-06,83,74.0,,0.74,61.42
2020-03-07,62,74.0,,0.74,45.88
2020-03-08,73,74.0,,0.74,54.019999999999996
2020-03-09,90,74.0,,0.74,66.6
2020-03-10,84,74.0,,0.74,62.16
2020-03-11,86,74.0,,0.74,63.64
2020-03-12,79,74.0,,0.74,58.46
2020-03-13,68,74.0,,0.74,50.32
2020-03-14,61,74.0,,0.74,45.14
2020-03-15,63,74.0,,0.74,46.62
2020-03-16,74,74.0,,0.74,54.76
2020-03-17,75,74.0,,0.74,55.5
2020-03-18,79,74.0,,0.74,58.46
2020-03-19,77,74.0,,0.74,56.98
2020-03-20,78,74.0,,0.74,57.72
2020-03-21,61,74.0,,0.74,45.14
2020-03-22,63,74.0,,0.74,46.62
2020-03-23,86,74.0,,0.74,63.64
2020-03-24,92,74.0,,0.74,68.08
2020-03-25,87,74.0,,0.74,64.38
2020-03-26,86,74.0,,0.74,63.64
2020-03-27,87,74.0,,0.74,64.38
2020-03-28,66,74.0,,0.74,48.839999999999996
2020-03-29,70,74.0,,0.74,51.8
2020-03-30,92,74.0,,0.74,68.08
2020-03-31,97,74.0,,0.74,71.78
2020-04-01,94,89.0,False,0.89,83.66
2020-04-02,90,89.0,,0.89,80.1
2020-04-03,93,89.0,,0.89,82.77
2020-04-04,72,89.0,,0.89,64.08
2020-04-05,74,89.0,,0.89,65.86
2020-04-06,92,89.0,,0.89,81.88
2020-04-07,93,89.0,,0.89,82.77
2020-04-08,91,89.0,,0.89,80.99
2020-04-09,91,89.0,,0.89,80.99
2020-04-10,80,89.0,,0.89,71.2
2020-04-11,74,89.0,,0.89,65.86
2020-04-12,72,89.0,,0.89,64.08
2020-04-13,90,89.0,,0.89,80.1
2020-04-14,95,89.0,,0.89,84.55
2020-04-15,94,89.0,,0.89,83.66
2020-04-16,93,89.0,,0.89,82.77
2020-04-17,96,89.0,,0.89,85.44
2020-04-18,82,89.0,,0.89,72.98
2020-04-19,84,89.0,,0.89,74.76
2020-04-20,94,89.0,,0.89,83.66
2020-04-21,97,89.0,,0.89,86.33
2020-04-22,95,89.0,,0.89,84.55
2020-04-23,91,89.0,,0.89,80.99
2020-04-24,92,89.0,,0.89,81.88
2020-04-25,75,89.0,,0.89,66.75
2020-04-26,76,89.0,,0.89,67.64
2020-04-27,100,89.0,,0.89,89.0
2020-04-28,94,89.0,,0.89,83.66
2020-04-29,94,89.0,,0.89,83.66
2020-04-30,99,89.0,,0.89,88.11
2020-05-01,95,81.0,False,0.81,76.95
2020-05-02,79,81.0,,0.81,63.99
2020-05-03,82,81.0,,0.81,66.42
2020-05-04,100,81.0,,0.81,81.0
2020-05-05,100,81.0,,0.81,81.0
2020-05-06,97,81.0,,0.81,78.57000000000001
2020-05-07,100,81.0,,0.81,81.0
2020-05-08,94,81.0,,0.81,76.14
2020-05-09,76,81.0,,0.81,61.56
2020-05-10,71,81.0,,0.81,57.510000000000005
2020-05-11,91,81.0,,0.81,73.71000000000001
2020-05-12,92,81.0,,0.81,74.52000000000001
2020-05-13,91,81.0,,0.81,73.71000000000001
2020-05-14,88,81.0,,0.81,71.28
2020-05-15,87,81.0,,0.81,70.47
2020-05-16,71,81.0,,0.81,57.510000000000005
2020-05-17,67,81.0,,0.81,54.27
2020-05-18,83,81.0,,0.81,67.23
2020-05-19,78,81.0,,0.81,63.18000000000001
2020-05-20,84,81.0,,0.81,68.04
2020-05-21,82,81.0,,0.81,66.42
2020-05-22,74,81.0,,0.81,59.940000000000005
2020-05-23,66,81.0,,0.81,53.46
2020-05-24,61,81.0,,0.81,49.410000000000004
2020-05-25,66,81.0,,0.81,53.46
2020-05-26,73,81.0,,0.81,59.13
2020-05-27,76,81.0,,0.81,61.56
2020-05-28,75,81.0,,0.81,60.75000000000001
2020-05-29,75,81.0,,0.81,60.75000000000001
2020-05-30,63,81.0,,0.81,51.03
2020-05-31,62,81.0,,0.81,50.220000000000006
2020-06-01,87,71.0,False,0.71,61.769999999999996
2020-06-02,100,71.0,,0.71,71.0
2020-06-03,86,71.0,,0.71,61.059999999999995
2020-06-04,85,71.0,,0.71,60.349999999999994
2020-06-05,84,71.0,,0.71,59.64
2020-06-06,72,71.0,,0.71,51.12
2020-06-07,80,71.0,,0.71,56.8
2020-06-08,85,71.0,,0.71,60.349999999999994
2020-06-09,84,71.0,,0.71,59.64
2020-06-10,85,71.0,,0.71,60.349999999999994
2020-06-11,88,71.0,,0.71,62.48
2020-06-12,79,71.0,,0.71,56.089999999999996
2020-06-13,74,71.0,,0.71,52.54
2020-06-14,78,71.0,,0.71,55.379999999999995
2020-06-15,82,71.0,,0.71,58.22
2020-06-16,84,71.0,,0.71,59.64
2020-06-17,83,71.0,,0.71,58.93
2020-06-18,83,71.0,,0.71,58.93
2020-06-19,78,71.0,,0.71,55.379999999999995
2020-06-20,68,71.0,,0.71,48.28
2020-06-21,69,71.0,,0.71,48.989999999999995
2020-06-22,83,71.0,,0.71,58.93
2020-06-23,81,71.0,,0.71,57.51
2020-06-24,85,71.0,,0.71,60.349999999999994
2020-06-25,85,71.0,,0.71,60.349999999999994
2020-06-26,79,71.0,,0.71,56.089999999999996
2020-06-27,70,71.0,,0.71,49.699999999999996
2020-06-28,78,71.0,,0.71,55.379999999999995
2020-06-29,82,71.0,,0.71,58.22
2020-06-30,78,71.0,,0.71,55.379999999999995
2020-07-01,96,70.0,False,0.7,67.19999999999999
2020-07-02,86,70.0,,0.7,60.199999999999996
2020-07-03,86,70.0,,0.7,60.199999999999996
2020-07-04,80,70.0,,0.7,56.0
2020-07-05,81,70.0,,0.7,56.699999999999996
2020-07-06,89,70.0,,0.7,62.3
2020-07-07,99,70.0,,0.7,69.3
2020-07-08,92,70.0,,0.7,64.39999999999999
2020-07-09,93,70.0,,0.7,65.1
2020-07-10,92,70.0,,0.7,64.39999999999999
2020-07-11,78,70.0,,0.7,54.599999999999994
2020-07-12,92,70.0,,0.7,64.39999999999999
2020-07-13,96,70.0,,0.7,67.19999999999999
2020-07-14,99,70.0,,0.7,69.3
2020-07-15,100,70.0,,0.7,70.0
2020-07-16,92,70.0,,0.7,64.39999999999999
2020-07-17,88,70.0,,0.7,61.599999999999994
2020-07-18,82,70.0,,0.7,57.4
2020-07-19,84,70.0,,0.7,58.8
2020-07-20,96,70.0,,0.7,67.19999999999999
2020-07-21,89,70.0,,0.7,62.3
2020-07-22,96,70.0,,0.7,67.19999999999999
2020-07-23,97,70.0,,0.7,67.89999999999999
2020-07-24,88,70.0,,0.7,61.599999999999994
2020-07-25,84,70.0,,0.7,58.8
2020-07-26,92,70.0,,0.7,64.39999999999999
2020-07-27,87,70.0,,0.7,60.9
2020-07-28,94,70.0,,0.7,65.8
2020-07-29,95,70.0,,0.7,66.5
2020-07-30,93,70.0,,0.7,65.1
2020-07-31,89,70.0,,0.7,62.3
2020-08-01,58,68.0,False,0.68,39.440000000000005
2020-08-02,62,68.0,,0.68,42.160000000000004
2020-08-03,68,68.0,,0.68,46.24
2020-08-04,70,68.0,,0.68,47.6
2020-08-05,65,68.0,,0.68,44.2
2020-08-06,71,68.0,,0.68,48.28
2020-08-07,69,68.0,,0.68,46.92
2020-08-08,59,68.0,,0.68,40.120000000000005
2020-08-09,67,68.0,,0.68,45.56
2020-08-10,65,68.0,,0.68,44.2
2020-08-11,67,68.0,,0.68,45.56
2020-08-12,71,68.0,,0.68,48.28
2020-08-13,73,68.0,,0.68,49.64
2020-08-14,68,68.0,,0.68,46.24
2020-08-15,57,68.0,,0.68,38.760000000000005
2020-08-16,60,68.0,,0.68,40.800000000000004
2020-08-17,77,68.0,,0.68,52.36000000000001
2020-08-18,73,68.0,,0.68,49.64
2020-08-19,75,68.0,,0.68,51.00000000000001
2020-08-20,78,68.0,,0.68,53.040000000000006
2020-08-21,76,68.0,,0.68,51.68000000000001
2020-08-22,58,68.0,,0.68,39.440000000000005
2020-08-23,67,68.0,,0.68,45.56
2020-08-24,78,68.0,,0.68,53.040000000000006
2020-08-25,84,68.0,,0.68,57.120000000000005
2020-08-26,84,68.0,,0.68,57.120000000000005
2020-08-27,91,68.0,,0.68,61.88
2020-08-28,90,68.0,,0.68,61.2
2020-08-29,69,68.0,,0.68,46.92
2020-08-30,74,68.0,,0.68,50.32
2020-08-31,100,68.0,,0.68,68.0
2020-09-01,82,100.0,False,1.0,82.0
2020-09-02,84,100.0,,1.0,84.0
2020-09-03,85,100.0,,1.0,85.0
2020-09-04,83,100.0,,1.0,83.0
2020-09-05,59,100.0,,1.0,59.0
2020-09-06,64,100.0,,1.0,64.0
2020-09-07,67,100.0,,1.0,67.0
2020-09-08,84,100.0,,1.0,84.0
2020-09-09,89,100.0,,1.0,89.0
2020-09-10,87,100.0,,1.0,87.0
2020-09-11,94,100.0,,1.0,94.0
2020-09-12,64,100.0,,1.0,64.0
2020-09-13,74,100.0,,1.0,74.0
2020-09-14,98,100.0,,1.0,98.0
2020-09-15,99,100.0,,1.0,99.0
2020-09-16,96,100.0,,1.0,96.0
2020-09-17,97,100.0,,1.0,97.0
2020-09-18,92,100.0,,1.0,92.0
2020-09-19,64,100.0,,1.0,64.0
2020-09-20,74,100.0,,1.0,74.0
2020-09-21,99,100.0,,1.0,99.0
2020-09-22,99,100.0,,1.0,99.0
2020-09-23,98,100.0,,1.0,98.0
2020-09-24,100,100.0,,1.0,100.0
2020-09-25,92,100.0,,1.0,92.0
2020-09-26,66,100.0,,1.0,66.0
2020-09-27,68,100.0,,1.0,68.0
2020-09-28,94,100.0,,1.0,94.0
2020-09-29,98,100.0,,1.0,98.0
2020-09-30,97,100.0,,1.0,97.0
2020-10-01,93,94.0,False,0.94,87.42
2020-10-02,95,94.0,,0.94,89.3
2020-10-03,60,94.0,,0.94,56.4
2020-10-04,68,94.0,,0.94,63.919999999999995
2020-10-05,100,94.0,,0.94,94.0
2020-10-06,98,94.0,,0.94,92.11999999999999
2020-10-07,96,94.0,,0.94,90.24
2020-10-08,97,94.0,,0.94,91.17999999999999
2020-10-09,86,94.0,,0.94,80.83999999999999
2020-10-10,58,94.0,,0.94,54.519999999999996
2020-10-11,68,94.0,,0.94,63.919999999999995
2020-10-12,84,94.0,,0.94,78.96
2020-10-13,94,94.0,,0.94,88.36
2020-10-14,87,94.0,,0.94,81.78
2020-10-15,91,94.0,,0.94,85.53999999999999
2020-10-16,86,94.0,,0.94,80.83999999999999
2020-10-17,61,94.0,,0.94,57.339999999999996
2020-10-18,67,94.0,,0.94,62.98
2020-10-19,91,94.0,,0.94,85.53999999999999
2020-10-20,89,94.0,,0.94,83.66
2020-10-21,88,94.0,,0.94,82.72
2020-10-22,89,94.0,,0.94,83.66
2020-10-23,88,94.0,,0.94,82.72
2020-10-24,58,94.0,,0.94,54.519999999999996
2020-10-25,66,94.0,,0.94,62.04
2020-10-26,87,94.0,,0.94,81.78
2020-10-27,96,94.0,,0.94,90.24
2020-10-28,88,94.0,,0.94,82.72
2020-10-29,84,94.0,,0.94,78.96
2020-10-30,83,94.0,,0.94,78.02
2020-10-31,58,94.0,,0.94,54.519999999999996
2020-11-01,64,80.0,False,0.8,51.2
2020-11-02,100,80.0,,0.8,80.0
2020-11-03,84,80.0,,0.8,67.2
2020-11-04,63,80.0,,0.8,50.400000000000006
2020-11-05,71,80.0,,0.8,56.800000000000004
2020-11-06,74,80.0,,0.8,59.2
2020-11-07,59,80.0,,0.8,47.2
2020-11-08,69,80.0,,0.8,55.2
2020-11-09,99,80.0,,0.8,79.2
2020-11-10,90,80.0,,0.8,72.0
2020-11-11,81,80.0,,0.8,64.8
2020-11-12,90,80.0,,0.8,72.0
2020-11-13,88,80.0,,0.8,70.4
2020-11-14,61,80.0,,0.8,48.800000000000004
2020-11-15,66,80.0,,0.8,52.800000000000004
2020-11-16,98,80.0,,0.8,78.4
2020-11-17,94,80.0,,0.8,75.2
2020-11-18,96,80.0,,0.8,76.80000000000001
2020-11-19,96,80.0,,0.8,76.80000000000001
2020-11-20,90,80.0,,0.8,72.0
2020-11-21,60,80.0,,0.8,48.0
2020-11-22,65,80.0,,0.8,52.0
2020-11-23,87,80.0,,0.8,69.60000000000001
2020-11-24,86,80.0,,0.8,68.8
2020-11-25,67,80.0,,0.8,53.6
2020-11-26,47,80.0,,0.8,37.6
2020-11-27,52,80.0,,0.8,41.6
2020-11-28,58,80.0,,0.8,46.400000000000006
2020-11-29,59,80.0,,0.8,47.2
2020-11-30,86,80.0,,0.8,68.8
2020-12-01,93,73.0,False,0.73,67.89
2020-12-02,91,73.0,,0.73,66.42999999999999
2020-12-03,93,73.0,,0.73,67.89
2020-12-04,89,73.0,,0.73,64.97
2020-12-05,65,73.0,,0.73,47.449999999999996
2020-12-06,73,73.0,,0.73,53.29
2020-12-07,99,73.0,,0.73,72.27
2020-12-08,100,73.0,,0.73,73.0
2020-12-09,91,73.0,,0.73,66.42999999999999
2020-12-10,93,73.0,,0.73,67.89
2020-12-11,93,73.0,,0.73,67.89
2020-12-12,59,73.0,,0.73,43.07
2020-12-13,60,73.0,,0.73,43.8
2020-12-14,88,73.0,,0.73,64.24
2020-12-15,90,73.0,,0.73,65.7
2020-12-16,91,73.0,,0.73,66.42999999999999
2020-12-17,89,73.0,,0.73,64.97
2020-12-18,79,73.0,,0.73,57.67
2020-12-19,52,73.0,,0.73,37.96
2020-12-20,52,73.0,,0.73,37.96
2020-12-21,56,73.0,,0.73,40.879999999999995
2020-12-22,54,73.0,,0.73,39.42
2020-12-23,51,73.0,,0.73,37.23
2020-12-24,39,73.0,,0.73,28.47
2020-12-25,37,73.0,,0.73,27.009999999999998
2020-12-26,44,73.0,,0.73,32.12
2020-12-27,50,73.0,,0.73,36.5
2020-12-28,51,73.0,,0.73,37.23
2020-12-29,54,73.0,,0.73,39.42
2020-12-30,50,73.0,,0.73,36.5
2020-12-31,50,73.0,,0.73,36.5
2021-01-01,56,72.0,False,0.72,40.32
2021-01-02,55,72.0,,0.72,39.6
2021-01-03,63,72.0,,0.72,45.36
2021-01-04,63,72.0,,0.72,45.36
2021-01-05,75,72.0,,0.72,54.0
2021-01-06,75,72.0,,0.72,54.0
2021-01-07,85,72.0,,0.72,61.199999999999996
2021-01-08,81,72.0,,0.72,58.32
2021-01-09,58,72.0,,0.72,41.76
2021-01-10,60,72.0,,0.72,43.199999999999996
2021-01-11,79,72.0,,0.72,56.879999999999995
2021-01-12,89,72.0,,0.72,64.08
2021-01-13,88,72.0,,0.72,63.36
2021-01-14,89,72.0,,0.72,64.08
2021-01-15,86,72.0,,0.72,61.919999999999995
2021-01-16,59,72.0,,0.72,42.48
2021-01-17,68,72.0,,0.72,48.96
2021-01-18,80,72.0,,0.72,57.599999999999994
2021-01-19,87,72.0,,0.72,62.64
2021-01-20,94,72.0,,0.72,67.67999999999999
2021-01-21,100,72.0,,0.72,72.0
2021-01-22,95,72.0,,0.72,68.39999999999999
2021-01-23,66,72.0,,0.72,47.519999999999996
2021-01-24,69,72.0,,0.72,49.68
2021-01-25,96,72.0,,0.72,69.12
2021-01-26,96,72.0,,0.72,69.12
2021-01-27,100,72.0,,0.72,72.0
2021-01-28,96,72.0,,0.72,69.12
2021-01-29,98,72.0,,0.72,70.56
2021-01-30,68,72.0,,0.72,48.96
2021-01-31,83,72.0,,0.72,59.76
2021-02-01,96,88.0,False,0.88,84.48
2021-02-02,93,88.0,,0.88,81.84
2021-02-03,95,88.0,,0.88,83.6
2021-02-04,93,88.0,,0.88,81.84
2021-02-05,96,88.0,,0.88,84.48
2021-02-06,72,88.0,,0.88,63.36
2021-02-07,72,88.0,,0.88,63.36
2021-02-08,87,88.0,,0.88,76.56
2021-02-09,98,88.0,,0.88,86.24
2021-02-10,94,88.0,,0.88,82.72
2021-02-11,95,88.0,,0.88,83.6
2021-02-12,87,88.0,,0.88,76.56
2021-02-13,67,88.0,,0.88,58.96
2021-02-14,71,88.0,,0.88,62.48
2021-02-15,86,88.0,,0.88,75.68
2021-02-16,82,88.0,,0.88,72.16
2021-02-17,86,88.0,,0.88,75.68
2021-02-18,91,88.0,,0.88,80.08
2021-02-19,84,88.0,,0.88,73.92
2021-02-20,67,88.0,,0.88,58.96
2021-02-21,76,88.0,,0.88,66.88
2021-02-22,93,88.0,,0.88,81.84
2021-02-23,97,88.0,,0.88,85.36
2021-02-24,96,88.0,,0.88,84.48
2021-02-25,100,88.0,,0.88,88.0
2021-02-26,94,88.0,,0.88,82.72
2021-02-27,72,88.0,,0.88,63.36
2021-02-28,75,88.0,,0.88,66.0
2021-03-01,95,85.0,False,0.85,80.75
2021-03-02,96,85.0,,0.85,81.6
2021-03-03,84,85.0,,0.85,71.39999999999999
2021-03-04,100,85.0,,0.85,85.0
2021-03-05,92,85.0,,0.85,78.2
2021-03-06,69,85.0,,0.85,58.65
2021-03-07,72,85.0,,0.85,61.199999999999996
2021-03-08,91,85.0,,0.85,77.35
2021-03-09,89,85.0,,0.85,75.64999999999999
2021-03-10,87,85.0,,0.85,73.95
2021-03-11,92,85.0,,0.85,78.2
2021-03-12,85,85.0,,0.85,72.25
2021-03-13,64,85.0,,0.85,54.4
2021-03-14,67,85.0,,0.85,56.949999999999996
2021-03-15,91,85.0,,0.85,77.35
2021-03-16,91,85.0,,0.85,77.35
2021-03-17,78,85.0,,0.85,66.3
2021-03-18,81,85.0,,0.85,68.85
2021-03-19,78,85.0,,0.85,66.3
2021-03-20,55,85.0,,0.85,46.75
2021-03-21,67,85.0,,0.85,56.949999999999996
2021-03-22,84,85.0,,0.85,71.39999999999999
2021-03-23,84,85.0,,0.85,71.39999999999999
2021-03-24,83,85.0,,0.85,70.55
2021-03-25,88,85.0,,0.85,74.8
2021-03-26,87,85.0,,0.85,73.95
2021-03-27,64,85.0,,0.85,54.4
2021-03-28,76,85.0,,0.85,64.6
2021-03-29,87,85.0,,0.85,73.95
2021-03-30,84,85.0,,0.85,71.39999999999999
2021-03-31,81,85.0,,0.85,68.85
2021-04-01,83,84.0,False,0.84,69.72
2021-04-02,72,84.0,,0.84,60.48
2021-04-03,58,84.0,,0.84,48.72
2021-04-04,61,84.0,,0.84,51.239999999999995
2021-04-05,83,84.0,,0.84,69.72
2021-04-06,87,84.0,,0.84,73.08
2021-04-07,85,84.0,,0.84,71.39999999999999
2021-04-08,86,84.0,,0.84,72.24
2021-04-09,88,84.0,,0.84,73.92
2021-04-10,68,84.0,,0.84,57.12
2021-04-11,76,84.0,,0.84,63.839999999999996
2021-04-12,97,84.0,,0.84,81.48
2021-04-13,92,84.0,,0.84,77.28
2021-04-14,89,84.0,,0.84,74.75999999999999
2021-04-15,92,84.0,,0.84,77.28
2021-04-16,90,84.0,,0.84,75.6
2021-04-17,65,84.0,,0.84,54.6
2021-04-18,72,84.0,,0.84,60.48
