date,EA_unscaled,EA_monthly,isPartial,scale,EA
2020-10-31,30,56.0,,0.56,16.8
2020-11-01,47,54.0,False,0.54,25.380000000000003
2020-11-02,51,54.0,,0.54,27.540000000000003
2020-11-03,49,54.0,,0.54,26.46
2020-11-04,33,54.0,,0.54,17.82
2020-11-05,53,54.0,,0.54,28.62
2020-11-06,87,54.0,,0.54,46.980000000000004
2020-11-07,100,54.0,,0.54,54.0
2020-11-08,86,54.0,,0.54,46.440000000000005
2020-11-09,81,54.0,,0.54,43.74
2020-11-10,94,54.0,,0.54,50.760000000000005
2020-11-11,73,54.0,,0.54,39.42
2020-11-12,64,54.0,,0.54,34.56
2020-11-13,59,54.0,,0.54,31.860000000000003
2020-11-14,61,54.0,,0.54,32.940000000000005
2020-11-15,59,54.0,,0.54,31.860000000000003
2020-11-16,51,54.0,,0.54,27.540000000000003
2020-11-17,46,54.0,,0.54,24.840000000000003
2020-11-18,54,54.0,,0.54,29.160000000000004
2020-11-19,49,54.0,,0.54,26.46
2020-11-20,51,54.0,,0.54,27.540000000000003
2020-11-21,55,54.0,,0.54,29.700000000000003
2020-11-22,56,54.0,,0.54,30.240000000000002
2020-11-23,53,54.0,,0.54,28.62
2020-11-24,50,54.0,,0.54,27.0
2020-11-25,56,54.0,,0.54,30.240000000000002
2020-11-26,49,54.0,,0.54,26.46
2020-11-27,49,54.0,,0.54,26.46
2020-11-28,59,54.0,,0.54,31.860000000000003
2020-11-29,48,54.0,,0.54,25.92
2020-11-30,52,54.0,,0.54,28.080000000000002
2020-12-01,98,49.0,False,0.49,48.019999999999996
2020-12-02,70,49.0,,0.49,34.3
2020-12-03,72,49.0,,0.49,35.28
2020-12-04,81,49.0,,0.49,39.69
2020-12-05,76,49.0,,0.49,37.24
2020-12-06,69,49.0,,0.49,33.81
2020-12-07,73,49.0,,0.49,35.769999999999996
2020-12-08,68,49.0,,0.49,33.32
2020-12-09,66,49.0,,0.49,32.339999999999996
2020-12-10,73,49.0,,0.49,35.769999999999996
2020-12-11,69,49.0,,0.49,33.81
2020-12-12,67,49.0,,0.49,32.83
2020-12-13,70,49.0,,0.49,34.3
2020-12-14,84,49.0,,0.49,41.16
2020-12-15,90,49.0,,0.49,44.1
2020-12-16,77,49.0,,0.49,37.73
2020-12-17,74,49.0,,0.49,36.26
2020-12-18,72,49.0,,0.49,35.28
2020-12-19,73,49.0,,0.49,35.769999999999996
2020-12-20,77,49.0,,0.49,37.73
2020-12-21,65,49.0,,0.49,31.849999999999998
2020-12-22,66,49.0,,0.49,32.339999999999996
2020-12-23,69,49.0,,0.49,33.81
2020-12-24,65,49.0,,0.49,31.849999999999998
2020-12-25,94,49.0,,0.49,46.06
2020-12-26,100,49.0,,0.49,49.0
2020-12-27,83,49.0,,0.49,40.67
2020-12-28,69,49.0,,0.49,33.81
2020-12-29,68,49.0,,0.49,33.32
2020-12-30,68,49.0,,0.49,33.32
2020-12-31,71,49.0,,0.49,34.79
2021-01-01,66,49.0,False,0.49,32.339999999999996
2021-01-02,77,49.0,,0.49,37.73
2021-01-03,80,49.0,,0.49,39.2
2021-01-04,69,49.0,,0.49,33.81
2021-01-05,62,49.0,,0.49,30.38
2021-01-06,67,49.0,,0.49,32.83
2021-01-07,80,49.0,,0.49,39.2
2021-01-08,73,49.0,,0.49,35.769999999999996
2021-01-09,69,49.0,,0.49,33.81
2021-01-10,71,49.0,,0.49,34.79
2021-01-11,67,49.0,,0.49,32.83
2021-01-12,70,49.0,,0.49,34.3
2021-01-13,78,49.0,,0.49,38.22
2021-01-14,79,49.0,,0.49,38.71
2021-01-15,91,49.0,,0.49,44.589999999999996
2021-01-16,81,49.0,,0.49,39.69
2021-01-17,100,49.0,,0.49,49.0
2021-01-18,86,49.0,,0.49,42.14
2021-01-19,71,49.0,,0.49,34.79
2021-01-20,73,49.0,,0.49,35.769999999999996
2021-01-21,65,49.0,,0.49,31.849999999999998
2021-01-22,79,49.0,,0.49,38.71
2021-01-23,70,49.0,,0.49,34.3
2021-01-24,84,49.0,,0.49,41.16
2021-01-25,79,49.0,,0.49,38.71
2021-01-26,85,49.0,,0.49,41.65
2021-01-27,78,49.0,,0.49,38.22
2021-01-28,73,49.0,,0.49,35.769999999999996
2021-01-29,77,49.0,,0.49,37.73
2021-01-30,75,49.0,,0.49,36.75
2021-01-31,74,49.0,,0.49,36.26
2021-02-01,26,58.0,False,0.58,15.079999999999998
2021-02-02,100,58.0,,0.58,57.99999999999999
2021-02-03,54,58.0,,0.58,31.319999999999997
2021-02-04,35,58.0,,0.58,20.299999999999997
2021-02-05,33,58.0,,0.58,19.139999999999997
2021-02-06,33,58.0,,0.58,19.139999999999997
2021-02-07,28,58.0,,0.58,16.24
2021-02-08,27,58.0,,0.58,15.659999999999998
2021-02-09,33,58.0,,0.58,19.139999999999997
2021-02-10,26,58.0,,0.58,15.079999999999998
2021-02-11,35,58.0,,0.58,20.299999999999997
2021-02-12,24,58.0,,0.58,13.919999999999998
2021-02-13,26,58.0,,0.58,15.079999999999998
2021-02-14,27,58.0,,0.58,15.659999999999998
2021-02-15,26,58.0,,0.58,15.079999999999998
2021-02-16,25,58.0,,0.58,14.499999999999998
2021-02-17,23,58.0,,0.58,13.34
2021-02-18,24,58.0,,0.58,13.919999999999998
2021-02-19,24,58.0,,0.58,13.919999999999998
2021-02-20,26,58.0,,0.58,15.079999999999998
2021-02-21,23,58.0,,0.58,13.34
2021-02-22,23,58.0,,0.58,13.34
2021-02-23,25,58.0,,0.58,14.499999999999998
2021-02-24,23,58.0,,0.58,13.34
2021-02-25,29,58.0,,0.58,16.82
2021-02-26,26,58.0,,0.58,15.079999999999998
2021-02-27,23,58.0,,0.58,13.34
2021-02-28,22,58.0,,0.58,12.76
2021-03-01,72,46.0,False,0.46,33.120000000000005
2021-03-02,82,46.0,,0.46,37.72
2021-03-03,73,46.0,,0.46,33.58
2021-03-04,75,46.0,,0.46,34.5
2021-03-05,60,46.0,,0.46,27.6
2021-03-06,70,46.0,,0.46,32.2
2021-03-07,77,46.0,,0.46,35.42
2021-03-08,62,46.0,,0.46,28.52
2021-03-09,62,46.0,,0.46,28.52
2021-03-10,91,46.0,,0.46,41.86
2021-03-11,82,46.0,,0.46,37.72
2021-03-12,85,46.0,,0.46,39.1
2021-03-13,70,46.0,,0.46,32.2
2021-03-14,75,46.0,,0.46,34.5
2021-03-15,66,46.0,,0.46,30.360000000000003
2021-03-16,71,46.0,,0.46,32.660000000000004
2021-03-17,69,46.0,,0.46,31.740000000000002
2021-03-18,82,46.0,,0.46,37.72
2021-03-19,83,46.0,,0.46,38.18
2021-03-20,82,46.0,,0.46,37.72
2021-03-21,77,46.0,,0.46,35.42
2021-03-22,70,46.0,,0.46,32.2
2021-03-23,69,46.0,,0.46,31.740000000000002
2021-03-24,65,46.0,,0.46,29.900000000000002
2021-03-25,100,46.0,,0.46,46.0
2021-03-26,75,46.0,,0.46,34.5
2021-03-27,87,46.0,,0.46,40.02
2021-03-28,89,46.0,,0.46,40.940000000000005
2021-03-29,64,46.0,,0.46,29.44
2021-03-30,69,46.0,,0.46,31.740000000000002
2021-03-31,70,46.0,,0.46,32.2
2021-04-01,90,41.0,False,0.41,36.9
2021-04-02,86,41.0,,0.41,35.26
2021-04-03,89,41.0,,0.41,36.489999999999995
2021-04-04,100,41.0,,0.41,41.0
2021-04-05,88,41.0,,0.41,36.08
2021-04-06,80,41.0,,0.41,32.8
2021-04-07,97,41.0,,0.41,39.769999999999996
2021-04-08,90,41.0,,0.41,36.9
2021-04-09,77,41.0,,0.41,31.569999999999997
2021-04-10,85,41.0,,0.41,34.85
2021-04-11,85,41.0,,0.41,34.85
2021-04-12,79,41.0,,0.41,32.39
2021-04-13,81,41.0,,0.41,33.21
2021-04-14,76,41.0,,0.41,31.159999999999997
2021-04-15,76,41.0,,0.41,31.159999999999997
2021-04-16,86,41.0,,0.41,35.26
2021-04-17,76,41.0,,0.41,31.159999999999997
2021-04-18,82,41.0,,0.41,33.62
2021-04-19,77,41.0,,0.41,31.569999999999997
2021-04-20,75,41.0,,0.41,30.749999999999996
2021-04-21,78,41.0,,0.41,31.979999999999997
2021-04-22,76,41.0,,0.41,31.159999999999997
2021-04-23,77,41.0,,0.41,31.569999999999997
2021-04-24,82,41.0,,0.41,33.62
2021-04-25,86,41.0,,0.41,35.26
2021-04-26,73,41.0,,0.41,29.93
2021-04-27,91,41.0,,0.41,37.309999999999995
2021-04-28,70,41.0,,0.41,28.7
2021-04-29,81,41.0,,0.41,33.21
2021-04-30,71,41.0,,0.41,29.11
2021-05-01,65,42.0,False,0.42,27.3
2021-05-02,73,42.0,,0.42,30.66
2021-05-03,70,42.0,,0.42,29.4
2021-05-04,100,42.0,,0.42,42.0
2021-05-05,88,42.0,,0.42,36.96
2021-05-06,77,42.0,,0.42,32.339999999999996
2021-05-07,79,42.0,,0.42,33.18
2021-05-08,74,42.0,,0.42,31.08
2021-05-09,69,42.0,,0.42,28.98
2021-05-10,71,42.0,,0.42,29.82
2021-05-11,80,42.0,,0.42,33.6
2021-05-12,86,42.0,,0.42,36.12
2021-05-13,64,42.0,,0.42,26.88
2021-05-14,80,42.0,,0.42,33.6
2021-05-15,76,42.0,,0.42,31.919999999999998
2021-05-16,78,42.0,,0.42,32.76
2021-05-17,71,42.0,,0.42,29.82
2021-05-18,70,42.0,,0.42,29.4
2021-05-19,64,42.0,,0.42,26.88
2021-05-20,64,42.0,,0.42,26.88
2021-05-21,80,42.0,,0.42,33.6
2021-05-22,75,42.0,,0.42,31.5
2021-05-23,78,42.0,,0.42,32.76
2021-05-24,77,42.0,,0.42,32.339999999999996
2021-05-25,77,42.0,,0.42,32.339999999999996
2021-05-26,71,42.0,,0.42,29.82
2021-05-27,69,42.0,,0.42,28.98
2021-05-28,74,42.0,,0.42,31.08
2021-05-29,75,42.0,,0.42,31.5
2021-05-30,65,42.0,,0.42,27.3
2021-05-31,76,42.0,,0.42,31.919999999999998
2021-06-01,64,46.0,False,0.46,29.44
2021-06-02,77,46.0,,0.46,35.42
2021-06-03,68,46.0,,0.46,31.28
2021-06-04,62,46.0,,0.46,28.52
2021-06-05,64,46.0,,0.46,29.44
2021-06-06,59,46.0,,0.46,27.14
2021-06-07,64,46.0,,0.46,29.44
2021-06-08,70,46.0,,0.46,32.2
2021-06-09,72,46.0,,0.46,33.120000000000005
2021-06-10,98,46.0,,0.46,45.080000000000005
2021-06-11,100,46.0,,0.46,46.0
2021-06-12,97,46.0,,0.46,44.620000000000005
2021-06-13,87,46.0,,0.46,40.02
2021-06-14,93,46.0,,0.46,42.78
2021-06-15,79,46.0,,0.46,36.34
2021-06-16,74,46.0,,0.46,34.04
2021-06-17,79,46.0,,0.46,36.34
2021-06-18,70,46.0,,0.46,32.2
2021-06-19,70,46.0,,0.46,32.2
2021-06-20,75,46.0,,0.46,34.5
2021-06-21,75,46.0,,0.46,34.5
2021-06-22,75,46.0,,0.46,34.5
2021-06-23,70,46.0,,0.46,32.2
2021-06-24,67,46.0,,0.46,30.82
2021-06-25,68,46.0,,0.46,31.28
2021-06-26,63,46.0,,0.46,28.98
2021-06-27,64,46.0,,0.46,29.44
2021-06-28,70,46.0,,0.46,32.2
2021-06-29,72,46.0,,0.46,33.120000000000005
2021-06-30,68,46.0,,0.46,31.28
2021-07-01,43,47.0,False,0.47,20.209999999999997
2021-07-02,48,47.0,,0.47,22.56
2021-07-03,41,47.0,,0.47,19.27
2021-07-04,55,47.0,,0.47,25.849999999999998
2021-07-05,54,47.0,,0.47,25.38
2021-07-06,45,47.0,,0.47,21.15
2021-07-07,40,47.0,,0.47,18.799999999999997
2021-07-08,50,47.0,,0.47,23.5
2021-07-09,43,47.0,,0.47,20.209999999999997
2021-07-10,44,47.0,,0.47,20.68
2021-07-11,45,47.0,,0.47,21.15
2021-07-12,44,47.0,,0.47,20.68
2021-07-13,43,47.0,,0.47,20.209999999999997
2021-07-14,45,47.0,,0.47,21.15
2021-07-15,43,47.0,,0.47,20.209999999999997
2021-07-16,43,47.0,,0.47,20.209999999999997
2021-07-17,36,47.0,,0.47,16.919999999999998
2021-07-18,44,47.0,,0.47,20.68
2021-07-19,45,47.0,,0.47,21.15
2021-07-20,47,47.0,,0.47,22.09
2021-07-21,46,47.0,,0.47,21.619999999999997
2021-07-22,100,47.0,,0.47,47.0
2021-07-23,48,47.0,,0.47,22.56
2021-07-24,40,47.0,,0.47,18.799999999999997
2021-07-25,45,47.0,,0.47,21.15
2021-07-26,46,47.0,,0.47,21.619999999999997
2021-07-27,51,47.0,,0.47,23.97
2021-07-28,49,47.0,,0.47,23.029999999999998
2021-07-29,39,47.0,,0.47,18.33
2021-07-30,42,47.0,,0.47,19.74
2021-07-31,45,47.0,,0.47,21.15
2021-08-01,47,50.0,False,0.5,23.5
2021-08-02,49,50.0,,0.5,24.5
2021-08-03,53,50.0,,0.5,26.5
2021-08-04,58,50.0,,0.5,29.0
2021-08-05,55,50.0,,0.5,27.5
2021-08-06,48,50.0,,0.5,24.0
2021-08-07,49,50.0,,0.5,24.5
2021-08-08,50,50.0,,0.5,25.0
2021-08-09,49,50.0,,0.5,24.5
2021-08-10,54,50.0,,0.5,27.0
2021-08-11,67,50.0,,0.5,33.5
2021-08-12,100,50.0,,0.5,50.0
2021-08-13,60,50.0,,0.5,30.0
2021-08-14,59,50.0,,0.5,29.5
2021-08-15,58,50.0,,0.5,29.0
2021-08-16,52,50.0,,0.5,26.0
2021-08-17,50,50.0,,0.5,25.0
2021-08-18,65,50.0,,0.5,32.5
2021-08-19,54,50.0,,0.5,27.0
2021-08-20,60,50.0,,0.5,30.0
2021-08-21,61,50.0,,0.5,30.5
2021-08-22,60,50.0,,0.5,30.0
2021-08-23,48,50.0,,0.5,24.0
2021-08-24,46,50.0,,0.5,23.0
2021-08-25,52,50.0,,0.5,26.0
2021-08-26,50,50.0,,0.5,25.0
2021-08-27,48,50.0,,0.5,24.0
2021-08-28,45,50.0,,0.5,22.5
2021-08-29,54,50.0,,0.5,27.0
2021-08-30,48,50.0,,0.5,24.0
2021-08-31,47,50.0,,0.5,23.5
2021-09-01,67,44.0,False,0.44,29.48
2021-09-02,74,44.0,,0.44,32.56
2021-09-03,63,44.0,,0.44,27.72
2021-09-04,65,44.0,,0.44,28.6
2021-09-05,61,44.0,,0.44,26.84
2021-09-06,66,44.0,,0.44,29.04
2021-09-07,67,44.0,,0.44,29.48
2021-09-08,72,44.0,,0.44,31.68
2021-09-09,65,44.0,,0.44,28.6
2021-09-10,62,44.0,,0.44,27.28
2021-09-11,56,44.0,,0.44,24.64
2021-09-12,65,44.0,,0.44,28.6
2021-09-13,59,44.0,,0.44,25.96
2021-09-14,71,44.0,,0.44,31.24
2021-09-15,64,44.0,,0.44,28.16
2021-09-16,68,44.0,,0.44,29.92
2021-09-17,59,44.0,,0.44,25.96
2021-09-18,66,44.0,,0.44,29.04
2021-09-19,69,44.0,,0.44,30.36
2021-09-20,61,44.0,,0.44,26.84
2021-09-21,79,44.0,,0.44,34.76
2021-09-22,100,44.0,,0.44,44.0
2021-09-23,83,44.0,,0.44,36.52
2021-09-24,61,44.0,,0.44,26.84
2021-09-25,60,44.0,,0.44,26.4
2021-09-26,68,44.0,,0.44,29.92
2021-09-27,62,44.0,,0.44,27.28
2021-09-28,62,44.0,,0.44,27.28
2021-09-29,60,44.0,,0.44,26.4
2021-09-30,64,44.0,,0.44,28.16
2021-10-01,57,47.0,False,0.47,26.79
2021-10-02,57,47.0,,0.47,26.79
2021-10-03,48,47.0,,0.47,22.56
2021-10-04,44,47.0,,0.47,20.68
2021-10-05,59,47.0,,0.47,27.729999999999997
2021-10-06,100,47.0,,0.47,47.0
2021-10-07,85,47.0,,0.47,39.949999999999996
2021-10-08,62,47.0,,0.47,29.139999999999997
2021-10-09,49,47.0,,0.47,23.029999999999998
2021-10-10,49,47.0,,0.47,23.029999999999998
2021-10-11,42,47.0,,0.47,19.74
2021-10-12,44,47.0,,0.47,20.68
2021-10-13,61,47.0,,0.47,28.669999999999998
2021-10-14,39,47.0,,0.47,18.33
2021-10-15,41,47.0,,0.47,19.27
2021-10-16,45,47.0,,0.47,21.15
2021-10-17,46,47.0,,0.47,21.619999999999997
2021-10-18,51,47.0,,0.47,23.97
2021-10-19,57,47.0,,0.47,26.79
2021-10-20,46,47.0,,0.47,21.619999999999997
2021-10-21,45,47.0,,0.47,21.15
2021-10-22,44,47.0,,0.47,20.68
2021-10-23,45,47.0,,0.47,21.15
2021-10-24,41,47.0,,0.47,19.27
2021-10-25,47,47.0,,0.47,22.09
2021-10-26,46,47.0,,0.47,21.619999999999997
2021-10-27,42,47.0,,0.47,19.74
2021-10-28,48,47.0,,0.47,22.56
2021-10-29,49,47.0,,0.47,23.029999999999998
2021-10-30,45,47.0,,0.47,21.15
2021-10-31,45,47.0,,0.47,21.15
2021-11-01,48,53.0,False,0.53,25.44
2021-11-02,61,53.0,,0.53,32.33
2021-11-03,60,53.0,,0.53,31.8
2021-11-04,66,53.0,,0.53,34.980000000000004
2021-11-05,60,53.0,,0.53,31.8
2021-11-06,71,53.0,,0.53,37.63
2021-11-07,53,53.0,,0.53,28.09
2021-11-08,52,53.0,,0.53,27.560000000000002
2021-11-09,56,53.0,,0.53,29.68
2021-11-10,59,53.0,,0.53,31.270000000000003
2021-11-11,77,53.0,,0.53,40.81
2021-11-12,100,53.0,,0.53,53.0
2021-11-13,96,53.0,,0.53,50.88
2021-11-14,74,53.0,,0.53,39.22
2021-11-15,71,53.0,,0.53,37.63
2021-11-16,62,53.0,,0.53,32.86
2021-11-17,61,53.0,,0.53,32.33
2021-11-18,61,53.0,,0.53,32.33
2021-11-19,78,53.0,,0.53,41.34
2021-11-20,83,53.0,,0.53,43.99
2021-11-21,72,53.0,,0.53,38.160000000000004
2021-11-22,69,53.0,,0.53,36.57
2021-11-23,65,53.0,,0.53,34.45
2021-11-24,63,53.0,,0.53,33.39
2021-11-25,67,53.0,,0.53,35.510000000000005
2021-11-26,61,53.0,,0.53,32.33
2021-11-27,64,53.0,,0.53,33.92
2021-11-28,65,53.0,,0.53,34.45
2021-11-29,52,53.0,,0.53,27.560000000000002
2021-11-30,56,53.0,,0.53,29.68
2021-12-01,74,49.0,False,0.49,36.26
2021-12-02,75,49.0,,0.49,36.75
2021-12-03,82,49.0,,0.49,40.18
2021-12-04,77,49.0,,0.49,37.73
2021-12-05,81,49.0,,0.49,39.69
2021-12-06,71,49.0,,0.49,34.79
2021-12-07,68,49.0,,0.49,33.32
2021-12-08,66,49.0,,0.49,32.339999999999996
2021-12-09,73,49.0,,0.49,35.769999999999996
2021-12-10,74,49.0,,0.49,36.26
2021-12-11,82,49.0,,0.49,40.18
2021-12-12,70,49.0,,0.49,34.3
2021-12-13,73,49.0,,0.49,35.769999999999996
2021-12-14,69,49.0,,0.49,33.81
2021-12-15,75,49.0,,0.49,36.75
2021-12-16,78,49.0,,0.49,38.22
2021-12-17,74,49.0,,0.49,36.26
2021-12-18,86,49.0,,0.49,42.14
2021-12-19,68,49.0,,0.49,33.32
2021-12-20,77,49.0,,0.49,37.73
2021-12-21,71,49.0,,0.49,34.79
2021-12-22,78,49.0,,0.49,38.22
2021-12-23,58,49.0,,0.49,28.419999999999998
2021-12-24,70,49.0,,0.49,34.3
2021-12-25,80,49.0,,0.49,39.2
2021-12-26,98,49.0,,0.49,48.019999999999996
2021-12-27,80,49.0,,0.49,39.2
2021-12-28,77,49.0,,0.49,37.73
2021-12-29,100,49.0,,0.49,49.0
2021-12-30,85,49.0,,0.49,41.65
2021-12-31,80,49.0,,0.49,39.2
