date,EA_unscaled,EA_monthly,isPartial,scale,EA
2019-03-09,68,52.0,,0.52,35.36
2019-03-10,66,52.0,,0.52,34.32
2019-03-11,80,52.0,,0.52,41.6
2019-03-12,71,52.0,,0.52,36.92
2019-03-13,84,52.0,,0.52,43.68
2019-03-14,81,52.0,,0.52,42.120000000000005
2019-03-15,81,52.0,,0.52,42.120000000000005
2019-03-16,68,52.0,,0.52,35.36
2019-03-17,68,52.0,,0.52,35.36
2019-03-18,74,52.0,,0.52,38.480000000000004
2019-03-19,100,52.0,,0.52,52.0
2019-03-20,63,52.0,,0.52,32.76
2019-03-21,75,52.0,,0.52,39.0
2019-03-22,77,52.0,,0.52,40.04
2019-03-23,58,52.0,,0.52,30.16
2019-03-24,57,52.0,,0.52,29.64
2019-03-25,70,52.0,,0.52,36.4
2019-03-26,71,52.0,,0.52,36.92
2019-03-27,77,52.0,,0.52,40.04
2019-03-28,64,52.0,,0.52,33.28
2019-03-29,65,52.0,,0.52,33.800000000000004
2019-03-30,72,52.0,,0.52,37.44
2019-03-31,72,52.0,,0.52,37.44
2019-04-01,71,43.0,False,0.43,30.53
2019-04-02,62,43.0,,0.43,26.66
2019-04-03,83,43.0,,0.43,35.69
2019-04-04,60,43.0,,0.43,25.8
2019-04-05,60,43.0,,0.43,25.8
2019-04-06,58,43.0,,0.43,24.94
2019-04-07,54,43.0,,0.43,23.22
2019-04-08,61,43.0,,0.43,26.23
2019-04-09,61,43.0,,0.43,26.23
2019-04-10,64,43.0,,0.43,27.52
2019-04-11,55,43.0,,0.43,23.65
2019-04-12,69,43.0,,0.43,29.669999999999998
2019-04-13,73,43.0,,0.43,31.39
2019-04-14,68,43.0,,0.43,29.24
2019-04-15,70,43.0,,0.43,30.099999999999998
2019-04-16,70,43.0,,0.43,30.099999999999998
2019-04-17,65,43.0,,0.43,27.95
2019-04-18,62,43.0,,0.43,26.66
2019-04-19,65,43.0,,0.43,27.95
2019-04-20,58,43.0,,0.43,24.94
2019-04-21,60,43.0,,0.43,25.8
2019-04-22,100,43.0,,0.43,43.0
2019-04-23,61,43.0,,0.43,26.23
2019-04-24,63,43.0,,0.43,27.09
2019-04-25,56,43.0,,0.43,24.08
2019-04-26,56,43.0,,0.43,24.08
2019-04-27,63,43.0,,0.43,27.09
2019-04-28,52,43.0,,0.43,22.36
2019-04-29,51,43.0,,0.43,21.93
2019-04-30,54,43.0,,0.43,23.22
2019-05-01,11,51.0,False,0.51,5.61
2019-05-02,14,51.0,,0.51,7.140000000000001
2019-05-03,13,51.0,,0.51,6.63
2019-05-04,12,51.0,,0.51,6.12
2019-05-05,100,51.0,,0.51,51.0
2019-05-06,25,51.0,,0.51,12.75
2019-05-07,19,51.0,,0.51,9.69
2019-05-08,19,51.0,,0.51,9.69
2019-05-09,13,51.0,,0.51,6.63
2019-05-10,13,51.0,,0.51,6.63
2019-05-11,11,51.0,,0.51,5.61
2019-05-12,13,51.0,,0.51,6.63
2019-05-13,12,51.0,,0.51,6.12
2019-05-14,13,51.0,,0.51,6.63
2019-05-15,13,51.0,,0.51,6.63
2019-05-16,18,51.0,,0.51,9.18
2019-05-17,13,51.0,,0.51,6.63
2019-05-18,11,51.0,,0.51,5.61
2019-05-19,13,51.0,,0.51,6.63
2019-05-20,12,51.0,,0.51,6.12
2019-05-21,14,51.0,,0.51,7.140000000000001
2019-05-22,15,51.0,,0.51,7.65
2019-05-23,13,51.0,,0.51,6.63
2019-05-24,15,51.0,,0.51,7.65
2019-05-25,12,51.0,,0.51,6.12
2019-05-26,13,51.0,,0.51,6.63
2019-05-27,14,51.0,,0.51,7.140000000000001
2019-05-28,12,51.0,,0.51,6.12
2019-05-29,14,51.0,,0.51,7.140000000000001
2019-05-30,12,51.0,,0.51,6.12
2019-05-31,12,51.0,,0.51,6.12
2019-06-01,26,47.0,False,0.47,12.219999999999999
2019-06-02,28,47.0,,0.47,13.16
2019-06-03,28,47.0,,0.47,13.16
2019-06-04,29,47.0,,0.47,13.629999999999999
2019-06-05,27,47.0,,0.47,12.69
2019-06-06,32,47.0,,0.47,15.04
2019-06-07,36,47.0,,0.47,16.919999999999998
2019-06-08,100,47.0,,0.47,47.0
2019-06-09,50,47.0,,0.47,23.5
2019-06-10,36,47.0,,0.47,16.919999999999998
2019-06-11,29,47.0,,0.47,13.629999999999999
2019-06-12,27,47.0,,0.47,12.69
2019-06-13,27,47.0,,0.47,12.69
2019-06-14,29,47.0,,0.47,13.629999999999999
2019-06-15,26,47.0,,0.47,12.219999999999999
2019-06-16,27,47.0,,0.47,12.69
2019-06-17,25,47.0,,0.47,11.75
2019-06-18,23,47.0,,0.47,10.809999999999999
2019-06-19,28,47.0,,0.47,13.16
2019-06-20,36,47.0,,0.47,16.919999999999998
2019-06-21,37,47.0,,0.47,17.39
2019-06-22,31,47.0,,0.47,14.569999999999999
2019-06-23,26,47.0,,0.47,12.219999999999999
2019-06-24,29,47.0,,0.47,13.629999999999999
2019-06-25,23,47.0,,0.47,10.809999999999999
2019-06-26,24,47.0,,0.47,11.28
2019-06-27,25,47.0,,0.47,11.75
2019-06-28,26,47.0,,0.47,12.219999999999999
2019-06-29,22,47.0,,0.47,10.34
2019-06-30,24,47.0,,0.47,11.28
2019-07-01,45,54.0,False,0.54,24.3
2019-07-02,51,54.0,,0.54,27.540000000000003
2019-07-03,53,54.0,,0.54,28.62
2019-07-04,47,54.0,,0.54,25.380000000000003
2019-07-05,48,54.0,,0.54,25.92
2019-07-06,50,54.0,,0.54,27.0
2019-07-07,39,54.0,,0.54,21.060000000000002
2019-07-08,48,54.0,,0.54,25.92
2019-07-09,55,54.0,,0.54,29.700000000000003
2019-07-10,76,54.0,,0.54,41.040000000000006
2019-07-11,45,54.0,,0.54,24.3
2019-07-12,49,54.0,,0.54,26.46
2019-07-13,45,54.0,,0.54,24.3
2019-07-14,42,54.0,,0.54,22.68
2019-07-15,50,54.0,,0.54,27.0
2019-07-16,52,54.0,,0.54,28.080000000000002
2019-07-17,47,54.0,,0.54,25.380000000000003
2019-07-18,48,54.0,,0.54,25.92
2019-07-19,49,54.0,,0.54,26.46
2019-07-20,46,54.0,,0.54,24.840000000000003
2019-07-21,55,54.0,,0.54,29.700000000000003
2019-07-22,53,54.0,,0.54,28.62
2019-07-23,58,54.0,,0.54,31.32
2019-07-24,100,54.0,,0.54,54.0
2019-07-25,91,54.0,,0.54,49.14
2019-07-26,75,54.0,,0.54,40.5
2019-07-27,73,54.0,,0.54,39.42
2019-07-28,69,54.0,,0.54,37.260000000000005
2019-07-29,58,54.0,,0.54,31.32
2019-07-30,80,54.0,,0.54,43.2
2019-07-31,66,54.0,,0.54,35.64
2019-08-01,76,47.0,False,0.47,35.72
2019-08-02,100,47.0,,0.47,47.0
2019-08-03,78,47.0,,0.47,36.66
2019-08-04,77,47.0,,0.47,36.19
2019-08-05,85,47.0,,0.47,39.949999999999996
2019-08-06,84,47.0,,0.47,39.48
2019-08-07,83,47.0,,0.47,39.01
2019-08-08,74,47.0,,0.47,34.78
2019-08-09,77,47.0,,0.47,36.19
2019-08-10,69,47.0,,0.47,32.43
2019-08-11,61,47.0,,0.47,28.669999999999998
2019-08-12,57,47.0,,0.47,26.79
2019-08-13,61,47.0,,0.47,28.669999999999998
2019-08-14,64,47.0,,0.47,30.08
2019-08-15,62,47.0,,0.47,29.139999999999997
2019-08-16,59,47.0,,0.47,27.729999999999997
2019-08-17,62,47.0,,0.47,29.139999999999997
2019-08-18,73,47.0,,0.47,34.309999999999995
2019-08-19,61,47.0,,0.47,28.669999999999998
2019-08-20,67,47.0,,0.47,31.49
2019-08-21,60,47.0,,0.47,28.2
2019-08-22,57,47.0,,0.47,26.79
2019-08-23,59,47.0,,0.47,27.729999999999997
2019-08-24,54,47.0,,0.47,25.38
2019-08-25,56,47.0,,0.47,26.32
2019-08-26,56,47.0,,0.47,26.32
2019-08-27,57,47.0,,0.47,26.79
2019-08-28,55,47.0,,0.47,25.849999999999998
2019-08-29,57,47.0,,0.47,26.79
2019-08-30,49,47.0,,0.47,23.029999999999998
2019-08-31,60,47.0,,0.47,28.2
2019-09-01,59,47.0,False,0.47,27.729999999999997
2019-09-02,58,47.0,,0.47,27.259999999999998
2019-09-03,60,47.0,,0.47,28.2
2019-09-04,63,47.0,,0.47,29.61
2019-09-05,71,47.0,,0.47,33.37
2019-09-06,70,47.0,,0.47,32.9
2019-09-07,87,47.0,,0.47,40.89
2019-09-08,65,47.0,,0.47,30.549999999999997
2019-09-09,75,47.0,,0.47,35.25
2019-09-10,73,47.0,,0.47,34.309999999999995
2019-09-11,68,47.0,,0.47,31.959999999999997
2019-09-12,72,47.0,,0.47,33.839999999999996
2019-09-13,70,47.0,,0.47,32.9
2019-09-14,70,47.0,,0.47,32.9
2019-09-15,66,47.0,,0.47,31.02
2019-09-16,69,47.0,,0.47,32.43
2019-09-17,62,47.0,,0.47,29.139999999999997
2019-09-18,83,47.0,,0.47,39.01
2019-09-19,100,47.0,,0.47,47.0
2019-09-20,76,47.0,,0.47,35.72
2019-09-21,79,47.0,,0.47,37.129999999999995
2019-09-22,75,47.0,,0.47,35.25
2019-09-23,69,47.0,,0.47,32.43
2019-09-24,71,47.0,,0.47,33.37
2019-09-25,70,47.0,,0.47,32.9
2019-09-26,78,47.0,,0.47,36.66
2019-09-27,75,47.0,,0.47,35.25
2019-09-28,75,47.0,,0.47,35.25
2019-09-29,71,47.0,,0.47,33.37
2019-09-30,72,47.0,,0.47,33.839999999999996
2019-10-01,36,53.0,False,0.53,19.080000000000002
2019-10-02,36,53.0,,0.53,19.080000000000002
2019-10-03,38,53.0,,0.53,20.14
2019-10-04,36,53.0,,0.53,19.080000000000002
2019-10-05,38,53.0,,0.53,20.14
2019-10-06,38,53.0,,0.53,20.14
2019-10-07,100,53.0,,0.53,53.0
2019-10-08,40,53.0,,0.53,21.200000000000003
2019-10-09,44,53.0,,0.53,23.32
2019-10-10,40,53.0,,0.53,21.200000000000003
2019-10-11,41,53.0,,0.53,21.73
2019-10-12,36,53.0,,0.53,19.080000000000002
2019-10-13,40,53.0,,0.53,21.200000000000003
2019-10-14,44,53.0,,0.53,23.32
2019-10-15,37,53.0,,0.53,19.61
2019-10-16,31,53.0,,0.53,16.43
2019-10-17,34,53.0,,0.53,18.02
2019-10-18,34,53.0,,0.53,18.02
2019-10-19,38,53.0,,0.53,20.14
2019-10-20,33,53.0,,0.53,17.490000000000002
2019-10-21,36,53.0,,0.53,19.080000000000002
2019-10-22,41,53.0,,0.53,21.73
2019-10-23,41,53.0,,0.53,21.73
2019-10-24,31,53.0,,0.53,16.43
2019-10-25,35,53.0,,0.53,18.55
2019-10-26,50,53.0,,0.53,26.5
2019-10-27,51,53.0,,0.53,27.03
2019-10-28,42,53.0,,0.53,22.26
2019-10-29,71,53.0,,0.53,37.63
2019-10-30,70,53.0,,0.53,37.1
2019-10-31,44,53.0,,0.53,23.32
2019-11-01,75,51.0,False,0.51,38.25
2019-11-02,75,51.0,,0.51,38.25
2019-11-03,76,51.0,,0.51,38.76
2019-11-04,72,51.0,,0.51,36.72
2019-11-05,86,51.0,,0.51,43.86
2019-11-06,68,51.0,,0.51,34.68
2019-11-07,65,51.0,,0.51,33.15
2019-11-08,72,51.0,,0.51,36.72
2019-11-09,100,51.0,,0.51,51.0
2019-11-10,88,51.0,,0.51,44.88
2019-11-11,74,51.0,,0.51,37.74
2019-11-12,77,51.0,,0.51,39.27
2019-11-13,87,51.0,,0.51,44.37
2019-11-14,74,51.0,,0.51,37.74
2019-11-15,85,51.0,,0.51,43.35
2019-11-16,81,51.0,,0.51,41.31
2019-11-17,72,51.0,,0.51,36.72
2019-11-18,73,51.0,,0.51,37.230000000000004
2019-11-19,65,51.0,,0.51,33.15
2019-11-20,75,51.0,,0.51,38.25
2019-11-21,74,51.0,,0.51,37.74
2019-11-22,63,51.0,,0.51,32.13
2019-11-23,67,51.0,,0.51,34.17
2019-11-24,76,51.0,,0.51,38.76
2019-11-25,68,51.0,,0.51,34.68
2019-11-26,70,51.0,,0.51,35.7
2019-11-27,82,51.0,,0.51,41.82
2019-11-28,79,51.0,,0.51,40.29
2019-11-29,89,51.0,,0.51,45.39
2019-11-30,87,51.0,,0.51,44.37
2019-12-01,76,54.0,False,0.54,41.040000000000006
2019-12-02,63,54.0,,0.54,34.02
2019-12-03,63,54.0,,0.54,34.02
2019-12-04,69,54.0,,0.54,37.260000000000005
2019-12-05,56,54.0,,0.54,30.240000000000002
2019-12-06,66,54.0,,0.54,35.64
2019-12-07,65,54.0,,0.54,35.1
2019-12-08,65,54.0,,0.54,35.1
2019-12-09,58,54.0,,0.54,31.32
2019-12-10,60,54.0,,0.54,32.400000000000006
2019-12-11,66,54.0,,0.54,35.64
2019-12-12,77,54.0,,0.54,41.580000000000005
2019-12-13,92,54.0,,0.54,49.68000000000001
2019-12-14,91,54.0,,0.54,49.14
2019-12-15,76,54.0,,0.54,41.040000000000006
2019-12-16,69,54.0,,0.54,37.260000000000005
2019-12-17,74,54.0,,0.54,39.96
2019-12-18,73,54.0,,0.54,39.42
2019-12-19,72,54.0,,0.54,38.88
2019-12-20,62,54.0,,0.54,33.480000000000004
2019-12-21,71,54.0,,0.54,38.34
2019-12-22,63,54.0,,0.54,34.02
2019-12-23,67,54.0,,0.54,36.18
2019-12-24,61,54.0,,0.54,32.940000000000005
2019-12-25,100,54.0,,0.54,54.0
2019-12-26,86,54.0,,0.54,46.440000000000005
2019-12-27,68,54.0,,0.54,36.72
2019-12-28,59,54.0,,0.54,31.860000000000003
2019-12-29,64,54.0,,0.54,34.56
2019-12-30,64,54.0,,0.54,34.56
2019-12-31,62,54.0,,0.54,33.480000000000004
2020-01-01,81,43.0,False,0.43,34.83
2020-01-02,87,43.0,,0.43,37.41
2020-01-03,79,43.0,,0.43,33.97
2020-01-04,75,43.0,,0.43,32.25
2020-01-05,81,43.0,,0.43,34.83
2020-01-06,79,43.0,,0.43,33.97
2020-01-07,80,43.0,,0.43,34.4
2020-01-08,74,43.0,,0.43,31.82
2020-01-09,79,43.0,,0.43,33.97
2020-01-10,73,43.0,,0.43,31.39
2020-01-11,78,43.0,,0.43,33.54
2020-01-12,76,43.0,,0.43,32.68
2020-01-13,68,43.0,,0.43,29.24
2020-01-14,74,43.0,,0.43,31.82
2020-01-15,81,43.0,,0.43,34.83
2020-01-16,74,43.0,,0.43,31.82
2020-01-17,76,43.0,,0.43,32.68
2020-01-18,81,43.0,,0.43,34.83
2020-01-19,70,43.0,,0.43,30.099999999999998
2020-01-20,75,43.0,,0.43,32.25
2020-01-21,75,43.0,,0.43,32.25
2020-01-22,78,43.0,,0.43,33.54
2020-01-23,79,43.0,,0.43,33.97
2020-01-24,81,43.0,,0.43,34.83
2020-01-25,82,43.0,,0.43,35.26
2020-01-26,70,43.0,,0.43,30.099999999999998
2020-01-27,69,43.0,,0.43,29.669999999999998
2020-01-28,78,43.0,,0.43,33.54
2020-01-29,70,43.0,,0.43,30.099999999999998
2020-01-30,82,43.0,,0.43,35.26
2020-01-31,100,43.0,,0.43,43.0
2020-02-01,35,49.0,False,0.49,17.15
2020-02-02,33,49.0,,0.49,16.169999999999998
2020-02-03,29,49.0,,0.49,14.209999999999999
2020-02-04,31,49.0,,0.49,15.19
2020-02-05,29,49.0,,0.49,14.209999999999999
2020-02-06,29,49.0,,0.49,14.209999999999999
2020-02-07,35,49.0,,0.49,17.15
2020-02-08,33,49.0,,0.49,16.169999999999998
2020-02-09,35,49.0,,0.49,17.15
2020-02-10,30,49.0,,0.49,14.7
2020-02-11,32,49.0,,0.49,15.68
2020-02-12,32,49.0,,0.49,15.68
2020-02-13,30,49.0,,0.49,14.7
2020-02-14,29,49.0,,0.49,14.209999999999999
2020-02-15,29,49.0,,0.49,14.209999999999999
2020-02-16,29,49.0,,0.49,14.209999999999999
2020-02-17,27,49.0,,0.49,13.23
2020-02-18,61,49.0,,0.49,29.89
2020-02-19,31,49.0,,0.49,15.19
2020-02-20,31,49.0,,0.49,15.19
2020-02-21,30,49.0,,0.49,14.7
2020-02-22,32,49.0,,0.49,15.68
2020-02-23,31,49.0,,0.49,15.19
2020-02-24,27,49.0,,0.49,13.23
2020-02-25,31,49.0,,0.49,15.19
2020-02-26,28,49.0,,0.49,13.719999999999999
2020-02-27,44,49.0,,0.49,21.56
2020-02-28,29,49.0,,0.49,14.209999999999999
2020-02-29,100,49.0,,0.49,49.0
2020-03-01,100,47.0,False,0.47,47.0
2020-03-02,67,47.0,,0.47,31.49
2020-03-03,78,47.0,,0.47,36.66
2020-03-04,60,47.0,,0.47,28.2
2020-03-05,64,47.0,,0.47,30.08
2020-03-06,77,47.0,,0.47,36.19
2020-03-07,61,47.0,,0.47,28.669999999999998
2020-03-08,59,47.0,,0.47,27.729999999999997
2020-03-09,56,47.0,,0.47,26.32
2020-03-10,68,47.0,,0.47,31.959999999999997
2020-03-11,63,47.0,,0.47,29.61
2020-03-12,58,47.0,,0.47,27.259999999999998
2020-03-13,72,47.0,,0.47,33.839999999999996
2020-03-14,63,47.0,,0.47,29.61
2020-03-15,71,47.0,,0.47,33.37
2020-03-16,60,47.0,,0.47,28.2
2020-03-17,59,47.0,,0.47,27.729999999999997
2020-03-18,70,47.0,,0.47,32.9
2020-03-19,62,47.0,,0.47,29.139999999999997
2020-03-20,75,47.0,,0.47,35.25
2020-03-21,82,47.0,,0.47,38.54
2020-03-22,80,47.0,,0.47,37.599999999999994
2020-03-23,64,47.0,,0.47,30.08
2020-03-24,75,47.0,,0.47,35.25
2020-03-25,73,47.0,,0.47,34.309999999999995
2020-03-26,77,47.0,,0.47,36.19
2020-03-27,87,47.0,,0.47,40.89
2020-03-28,76,47.0,,0.47,35.72
2020-03-29,83,47.0,,0.47,39.01
2020-03-30,73,47.0,,0.47,34.309999999999995
2020-03-31,67,47.0,,0.47,31.49
2020-04-01,34,54.0,False,0.54,18.36
2020-04-02,35,54.0,,0.54,18.900000000000002
2020-04-03,35,54.0,,0.54,18.900000000000002
2020-04-04,35,54.0,,0.54,18.900000000000002
2020-04-05,35,54.0,,0.54,18.900000000000002
2020-04-06,36,54.0,,0.54,19.44
2020-04-07,35,54.0,,0.54,18.900000000000002
2020-04-08,36,54.0,,0.54,19.44
2020-04-09,35,54.0,,0.54,18.900000000000002
2020-04-10,34,54.0,,0.54,18.36
2020-04-11,36,54.0,,0.54,19.44
2020-04-12,41,54.0,,0.54,22.14
2020-04-13,34,54.0,,0.54,18.36
2020-04-14,100,54.0,,0.54,54.0
2020-04-15,50,54.0,,0.54,27.0
2020-04-16,39,54.0,,0.54,21.060000000000002
2020-04-17,40,54.0,,0.54,21.6
2020-04-18,46,54.0,,0.54,24.840000000000003
2020-04-19,38,54.0,,0.54,20.520000000000003
2020-04-20,33,54.0,,0.54,17.82
2020-04-21,37,54.0,,0.54,19.98
2020-04-22,37,54.0,,0.54,19.98
2020-04-23,37,54.0,,0.54,19.98
2020-04-24,36,54.0,,0.54,19.44
2020-04-25,41,54.0,,0.54,22.14
2020-04-26,36,54.0,,0.54,19.44
2020-04-27,35,54.0,,0.54,18.900000000000002
2020-04-28,40,54.0,,0.54,21.6
2020-04-29,38,54.0,,0.54,20.520000000000003
2020-04-30,41,54.0,,0.54,22.14
2020-05-01,80,47.0,False,0.47,37.599999999999994
2020-05-02,77,47.0,,0.47,36.19
2020-05-03,73,47.0,,0.47,34.309999999999995
2020-05-04,79,47.0,,0.47,37.129999999999995
2020-05-05,96,47.0,,0.47,45.12
2020-05-06,91,47.0,,0.47,42.769999999999996
2020-05-07,93,47.0,,0.47,43.71
2020-05-08,82,47.0,,0.47,38.54
2020-05-09,81,47.0,,0.47,38.07
2020-05-10,78,47.0,,0.47,36.66
2020-05-11,80,47.0,,0.47,37.599999999999994
2020-05-12,91,47.0,,0.47,42.769999999999996
2020-05-13,92,47.0,,0.47,43.239999999999995
2020-05-14,91,47.0,,0.47,42.769999999999996
2020-05-15,86,47.0,,0.47,40.419999999999995
2020-05-16,100,47.0,,0.47,47.0
2020-05-17,90,47.0,,0.47,42.3
2020-05-18,83,47.0,,0.47,39.01
2020-05-19,89,47.0,,0.47,41.83
2020-05-20,83,47.0,,0.47,39.01
2020-05-21,82,47.0,,0.47,38.54
2020-05-22,71,47.0,,0.47,33.37
2020-05-23,78,47.0,,0.47,36.66
2020-05-24,67,47.0,,0.47,31.49
2020-05-25,73,47.0,,0.47,34.309999999999995
2020-05-26,74,47.0,,0.47,34.78
2020-05-27,75,47.0,,0.47,35.25
2020-05-28,74,47.0,,0.47,34.78
2020-05-29,75,47.0,,0.47,35.25
2020-05-30,65,47.0,,0.47,30.549999999999997
2020-05-31,62,47.0,,0.47,29.139999999999997
2020-06-01,30,52.0,False,0.52,15.600000000000001
2020-06-02,30,52.0,,0.52,15.600000000000001
2020-06-03,33,52.0,,0.52,17.16
2020-06-04,36,52.0,,0.52,18.72
2020-06-05,40,52.0,,0.52,20.8
2020-06-06,36,52.0,,0.52,18.72
2020-06-07,33,52.0,,0.52,17.16
2020-06-08,34,52.0,,0.52,17.68
2020-06-09,34,52.0,,0.52,17.68
2020-06-10,31,52.0,,0.52,16.12
2020-06-11,36,52.0,,0.52,18.72
2020-06-12,40,52.0,,0.52,20.8
2020-06-13,40,52.0,,0.52,20.8
2020-06-14,34,52.0,,0.52,17.68
2020-06-15,46,52.0,,0.52,23.92
2020-06-16,47,52.0,,0.52,24.44
2020-06-17,45,52.0,,0.52,23.400000000000002
2020-06-18,100,52.0,,0.52,52.0
2020-06-19,93,52.0,,0.52,48.36
2020-06-20,40,52.0,,0.52,20.8
2020-06-21,40,52.0,,0.52,20.8
2020-06-22,35,52.0,,0.52,18.2
2020-06-23,37,52.0,,0.52,19.240000000000002
2020-06-24,37,52.0,,0.52,19.240000000000002
2020-06-25,34,52.0,,0.52,17.68
2020-06-26,32,52.0,,0.52,16.64
2020-06-27,34,52.0,,0.52,17.68
2020-06-28,35,52.0,,0.52,18.2
2020-06-29,34,52.0,,0.52,17.68
2020-06-30,44,52.0,,0.52,22.880000000000003
2020-07-01,90,45.0,False,0.45,40.5
2020-07-02,94,45.0,,0.45,42.300000000000004
2020-07-03,95,45.0,,0.45,42.75
2020-07-04,84,45.0,,0.45,37.800000000000004
2020-07-05,76,45.0,,0.45,34.2
2020-07-06,75,45.0,,0.45,33.75
2020-07-07,85,45.0,,0.45,38.25
2020-07-08,81,45.0,,0.45,36.45
2020-07-09,81,45.0,,0.45,36.45
2020-07-10,80,45.0,,0.45,36.0
2020-07-11,93,45.0,,0.45,41.85
2020-07-12,99,45.0,,0.45,44.550000000000004
2020-07-13,88,45.0,,0.45,39.6
2020-07-14,100,45.0,,0.45,45.0
2020-07-15,91,45.0,,0.45,40.95
2020-07-16,90,45.0,,0.45,40.5
2020-07-17,87,45.0,,0.45,39.15
2020-07-18,95,45.0,,0.45,42.75
2020-07-19,89,45.0,,0.45,40.050000000000004
2020-07-20,97,45.0,,0.45,43.65
2020-07-21,98,45.0,,0.45,44.1
2020-07-22,99,45.0,,0.45,44.550000000000004
2020-07-23,89,45.0,,0.45,40.050000000000004
2020-07-24,82,45.0,,0.45,36.9
2020-07-25,86,45.0,,0.45,38.7
2020-07-26,83,45.0,,0.45,37.35
2020-07-27,82,45.0,,0.45,36.9
2020-07-28,91,45.0,,0.45,40.95
2020-07-29,91,45.0,,0.45,40.95
2020-07-30,93,45.0,,0.45,41.85
2020-07-31,99,45.0,,0.45,44.550000000000004
2020-08-01,56,60.0,False,0.6,33.6
2020-08-02,54,60.0,,0.6,32.4
2020-08-03,56,60.0,,0.6,33.6
2020-08-04,50,60.0,,0.6,30.0
2020-08-05,60,60.0,,0.6,36.0
2020-08-06,63,60.0,,0.6,37.8
2020-08-07,77,60.0,,0.6,46.199999999999996
2020-08-08,65,60.0,,0.6,39.0
2020-08-09,57,60.0,,0.6,34.199999999999996
2020-08-10,68,60.0,,0.6,40.8
2020-08-11,57,60.0,,0.6,34.199999999999996
2020-08-12,61,60.0,,0.6,36.6
2020-08-13,65,60.0,,0.6,39.0
2020-08-14,80,60.0,,0.6,48.0
2020-08-15,71,60.0,,0.6,42.6
2020-08-16,68,60.0,,0.6,40.8
2020-08-17,67,60.0,,0.6,40.199999999999996
2020-08-18,78,60.0,,0.6,46.8
2020-08-19,84,60.0,,0.6,50.4
2020-08-20,98,60.0,,0.6,58.8
2020-08-21,93,60.0,,0.6,55.8
2020-08-22,100,60.0,,0.6,60.0
2020-08-23,86,60.0,,0.6,51.6
2020-08-24,75,60.0,,0.6,45.0
2020-08-25,72,60.0,,0.6,43.199999999999996
2020-08-26,64,60.0,,0.6,38.4
2020-08-27,64,60.0,,0.6,38.4
2020-08-28,77,60.0,,0.6,46.199999999999996
2020-08-29,69,60.0,,0.6,41.4
2020-08-30,86,60.0,,0.6,51.6
2020-08-31,75,60.0,,0.6,45.0
2020-09-01,77,49.0,False,0.49,37.73
2020-09-02,67,49.0,,0.49,32.83
2020-09-03,70,49.0,,0.49,34.3
2020-09-04,67,49.0,,0.49,32.83
2020-09-05,69,49.0,,0.49,33.81
2020-09-06,61,49.0,,0.49,29.89
2020-09-07,62,49.0,,0.49,30.38
2020-09-08,60,49.0,,0.49,29.4
2020-09-09,100,49.0,,0.49,49.0
2020-09-10,88,49.0,,0.49,43.12
2020-09-11,61,49.0,,0.49,29.89
2020-09-12,74,49.0,,0.49,36.26
2020-09-13,61,49.0,,0.49,29.89
2020-09-14,56,49.0,,0.49,27.439999999999998
2020-09-15,60,49.0,,0.49,29.4
2020-09-16,68,49.0,,0.49,33.32
2020-09-17,57,49.0,,0.49,27.93
2020-09-18,59,49.0,,0.49,28.91
2020-09-19,51,49.0,,0.49,24.99
2020-09-20,50,49.0,,0.49,24.5
2020-09-21,60,49.0,,0.49,29.4
2020-09-22,63,49.0,,0.49,30.87
2020-09-23,63,49.0,,0.49,30.87
2020-09-24,59,49.0,,0.49,28.91
2020-09-25,66,49.0,,0.49,32.339999999999996
2020-09-26,58,49.0,,0.49,28.419999999999998
2020-09-27,55,49.0,,0.49,26.95
2020-09-28,56,49.0,,0.49,27.439999999999998
2020-09-29,70,49.0,,0.49,34.3
2020-09-30,81,49.0,,0.49,39.69
2020-10-01,40,56.0,False,0.56,22.400000000000002
2020-10-02,41,56.0,,0.56,22.96
2020-10-03,36,56.0,,0.56,20.160000000000004
2020-10-04,31,56.0,,0.56,17.360000000000003
2020-10-05,31,56.0,,0.56,17.360000000000003
2020-10-06,31,56.0,,0.56,17.360000000000003
2020-10-07,31,56.0,,0.56,17.360000000000003
2020-10-08,28,56.0,,0.56,15.680000000000001
2020-10-09,33,56.0,,0.56,18.48
2020-10-10,32,56.0,,0.56,17.92
2020-10-11,28,56.0,,0.56,15.680000000000001
2020-10-12,27,56.0,,0.56,15.120000000000001
2020-10-13,26,56.0,,0.56,14.560000000000002
2020-10-14,27,56.0,,0.56,15.120000000000001
2020-10-15,28,56.0,,0.56,15.680000000000001
2020-10-16,26,56.0,,0.56,14.560000000000002
2020-10-17,25,56.0,,0.56,14.000000000000002
2020-10-18,24,56.0,,0.56,13.440000000000001
2020-10-19,27,56.0,,0.56,15.120000000000001
2020-10-20,25,56.0,,0.56,14.000000000000002
2020-10-21,23,56.0,,0.56,12.88
2020-10-22,24,56.0,,0.56,13.440000000000001
2020-10-23,100,56.0,,0.56,56.00000000000001
2020-10-24,39,56.0,,0.56,21.840000000000003
2020-10-25,25,56.0,,0.56,14.000000000000002
2020-10-26,26,56.0,,0.56,14.560000000000002
2020-10-27,26,56.0,,0.56,14.560000000000002
2020-10-28,26,56.0,,0.56,14.560000000000002
2020-10-29,25,56.0,,0.56,14.000000000000002
2020-10-30,27,56.0,,0.56,15.120000000000001
