date,MCD_unscaled,MCD_monthly,isPartial,scale,MCD
2019-08-12,68,74.0,,0.74,50.32
2019-08-13,68,74.0,,0.74,50.32
2019-08-14,69,74.0,,0.74,51.06
2019-08-15,68,74.0,,0.74,50.32
2019-08-16,74,74.0,,0.74,54.76
2019-08-17,46,74.0,,0.74,34.04
2019-08-18,39,74.0,,0.74,28.86
2019-08-19,75,74.0,,0.74,55.5
2019-08-20,50,74.0,,0.74,37.0
2019-08-21,84,74.0,,0.74,62.16
2019-08-22,69,74.0,,0.74,51.06
2019-08-23,56,74.0,,0.74,41.44
2019-08-24,42,74.0,,0.74,31.08
2019-08-25,42,74.0,,0.74,31.08
2019-08-26,60,74.0,,0.74,44.4
2019-08-27,71,74.0,,0.74,52.54
2019-08-28,83,74.0,,0.74,61.42
2019-08-29,73,74.0,,0.74,54.019999999999996
2019-08-30,76,74.0,,0.74,56.24
2019-08-31,50,74.0,,0.74,37.0
2019-09-01,39,69.0,False,0.69,26.909999999999997
2019-09-02,46,69.0,,0.69,31.74
2019-09-03,53,69.0,,0.69,36.57
2019-09-04,66,69.0,,0.69,45.54
2019-09-05,63,69.0,,0.69,43.47
2019-09-06,61,69.0,,0.69,42.089999999999996
2019-09-07,45,69.0,,0.69,31.049999999999997
2019-09-08,41,69.0,,0.69,28.29
2019-09-09,55,69.0,,0.69,37.949999999999996
2019-09-10,100,69.0,,0.69,69.0
2019-09-11,85,69.0,,0.69,58.65
2019-09-12,82,69.0,,0.69,56.58
2019-09-13,73,69.0,,0.69,50.37
2019-09-14,32,69.0,,0.69,22.08
2019-09-15,48,69.0,,0.69,33.12
2019-09-16,62,69.0,,0.69,42.779999999999994
2019-09-17,69,69.0,,0.69,47.61
2019-09-18,73,69.0,,0.69,50.37
2019-09-19,75,69.0,,0.69,51.74999999999999
2019-09-20,81,69.0,,0.69,55.88999999999999
2019-09-21,50,69.0,,0.69,34.5
2019-09-22,32,69.0,,0.69,22.08
2019-09-23,64,69.0,,0.69,44.16
2019-09-24,53,69.0,,0.69,36.57
2019-09-25,66,69.0,,0.69,45.54
2019-09-26,80,69.0,,0.69,55.199999999999996
2019-09-27,58,69.0,,0.69,40.019999999999996
2019-09-28,56,69.0,,0.69,38.64
2019-09-29,44,69.0,,0.69,30.36
2019-09-30,75,69.0,,0.69,51.74999999999999
2019-10-01,44,82.0,False,0.82,36.08
2019-10-02,43,82.0,,0.82,35.26
2019-10-03,30,82.0,,0.82,24.599999999999998
2019-10-04,43,82.0,,0.82,35.26
2019-10-05,26,82.0,,0.82,21.32
2019-10-06,27,82.0,,0.82,22.139999999999997
2019-10-07,36,82.0,,0.82,29.52
2019-10-08,44,82.0,,0.82,36.08
2019-10-09,32,82.0,,0.82,26.24
2019-10-10,32,82.0,,0.82,26.24
2019-10-11,29,82.0,,0.82,23.779999999999998
2019-10-12,24,82.0,,0.82,19.68
2019-10-13,28,82.0,,0.82,22.959999999999997
2019-10-14,26,82.0,,0.82,21.32
2019-10-15,31,82.0,,0.82,25.419999999999998
2019-10-16,38,82.0,,0.82,31.159999999999997
2019-10-17,34,82.0,,0.82,27.88
2019-10-18,31,82.0,,0.82,25.419999999999998
2019-10-19,24,82.0,,0.82,19.68
2019-10-20,25,82.0,,0.82,20.5
2019-10-21,48,82.0,,0.82,39.36
2019-10-22,100,82.0,,0.82,82.0
2019-10-23,54,82.0,,0.82,44.279999999999994
2019-10-24,50,82.0,,0.82,41.0
2019-10-25,43,82.0,,0.82,35.26
2019-10-26,23,82.0,,0.82,18.86
2019-10-27,25,82.0,,0.82,20.5
2019-10-28,48,82.0,,0.82,39.36
2019-10-29,48,82.0,,0.82,39.36
2019-10-30,44,82.0,,0.82,36.08
2019-10-31,46,82.0,,0.82,37.72
2019-11-01,25,93.0,False,0.93,23.25
2019-11-02,16,93.0,,0.93,14.88
2019-11-03,33,93.0,,0.93,30.69
2019-11-04,100,93.0,,0.93,93.0
2019-11-05,62,93.0,,0.93,57.660000000000004
2019-11-06,46,93.0,,0.93,42.78
2019-11-07,35,93.0,,0.93,32.550000000000004
2019-11-08,33,93.0,,0.93,30.69
2019-11-09,13,93.0,,0.93,12.09
2019-11-10,13,93.0,,0.93,12.09
2019-11-11,23,93.0,,0.93,21.39
2019-11-12,26,93.0,,0.93,24.18
2019-11-13,26,93.0,,0.93,24.18
2019-11-14,30,93.0,,0.93,27.900000000000002
2019-11-15,24,93.0,,0.93,22.32
2019-11-16,19,93.0,,0.93,17.67
2019-11-17,19,93.0,,0.93,17.67
2019-11-18,25,93.0,,0.93,23.25
2019-11-19,26,93.0,,0.93,24.18
2019-11-20,27,93.0,,0.93,25.110000000000003
2019-11-21,25,93.0,,0.93,23.25
2019-11-22,26,93.0,,0.93,24.18
2019-11-23,15,93.0,,0.93,13.950000000000001
2019-11-24,15,93.0,,0.93,13.950000000000001
2019-11-25,28,93.0,,0.93,26.040000000000003
2019-11-26,23,93.0,,0.93,21.39
2019-11-27,32,93.0,,0.93,29.76
2019-11-28,21,93.0,,0.93,19.53
2019-11-29,23,93.0,,0.93,21.39
2019-11-30,14,93.0,,0.93,13.020000000000001
2019-12-01,55,72.0,False,0.72,39.6
2019-12-02,100,72.0,,0.72,72.0
2019-12-03,75,72.0,,0.72,54.0
2019-12-04,88,72.0,,0.72,63.36
2019-12-05,79,72.0,,0.72,56.879999999999995
2019-12-06,79,72.0,,0.72,56.879999999999995
2019-12-07,53,72.0,,0.72,38.16
2019-12-08,49,72.0,,0.72,35.28
2019-12-09,65,72.0,,0.72,46.8
2019-12-10,73,72.0,,0.72,52.559999999999995
2019-12-11,79,72.0,,0.72,56.879999999999995
2019-12-12,81,72.0,,0.72,58.32
2019-12-13,72,72.0,,0.72,51.839999999999996
2019-12-14,34,72.0,,0.72,24.48
2019-12-15,57,72.0,,0.72,41.04
2019-12-16,66,72.0,,0.72,47.519999999999996
2019-12-17,71,72.0,,0.72,51.12
2019-12-18,78,72.0,,0.72,56.16
2019-12-19,64,72.0,,0.72,46.08
2019-12-20,69,72.0,,0.72,49.68
2019-12-21,59,72.0,,0.72,42.48
2019-12-22,52,72.0,,0.72,37.44
2019-12-23,60,72.0,,0.72,43.199999999999996
2019-12-24,66,72.0,,0.72,47.519999999999996
2019-12-25,60,72.0,,0.72,43.199999999999996
2019-12-26,89,72.0,,0.72,64.08
2019-12-27,91,72.0,,0.72,65.52
2019-12-28,68,72.0,,0.72,48.96
2019-12-29,36,72.0,,0.72,25.919999999999998
2019-12-30,92,72.0,,0.72,66.24
2019-12-31,76,72.0,,0.72,54.72
2020-01-01,30,77.0,False,0.77,23.1
2020-01-02,57,77.0,,0.77,43.89
2020-01-03,47,77.0,,0.77,36.19
2020-01-04,32,77.0,,0.77,24.64
2020-01-05,36,77.0,,0.77,27.72
2020-01-06,68,77.0,,0.77,52.36
2020-01-07,54,77.0,,0.77,41.58
2020-01-08,65,77.0,,0.77,50.050000000000004
2020-01-09,58,77.0,,0.77,44.660000000000004
2020-01-10,63,77.0,,0.77,48.51
2020-01-11,38,77.0,,0.77,29.26
2020-01-12,39,77.0,,0.77,30.03
2020-01-13,42,77.0,,0.77,32.34
2020-01-14,38,77.0,,0.77,29.26
2020-01-15,52,77.0,,0.77,40.04
2020-01-16,57,77.0,,0.77,43.89
2020-01-17,72,77.0,,0.77,55.44
2020-01-18,34,77.0,,0.77,26.18
2020-01-19,41,77.0,,0.77,31.57
2020-01-20,40,77.0,,0.77,30.8
2020-01-21,50,77.0,,0.77,38.5
2020-01-22,55,77.0,,0.77,42.35
2020-01-23,62,77.0,,0.77,47.74
2020-01-24,39,77.0,,0.77,30.03
2020-01-25,32,77.0,,0.77,24.64
2020-01-26,24,77.0,,0.77,18.48
2020-01-27,59,77.0,,0.77,45.43
2020-01-28,67,77.0,,0.77,51.59
2020-01-29,100,77.0,,0.77,77.0
2020-01-30,64,77.0,,0.77,49.28
2020-01-31,62,77.0,,0.77,47.74
2020-02-01,43,73.0,False,0.73,31.39
2020-02-02,39,73.0,,0.73,28.47
2020-02-03,57,73.0,,0.73,41.61
2020-02-04,75,73.0,,0.73,54.75
2020-02-05,59,73.0,,0.73,43.07
2020-02-06,74,73.0,,0.73,54.019999999999996
2020-02-07,56,73.0,,0.73,40.879999999999995
2020-02-08,43,73.0,,0.73,31.39
2020-02-09,22,73.0,,0.73,16.06
2020-02-10,49,73.0,,0.73,35.769999999999996
2020-02-11,64,73.0,,0.73,46.72
2020-02-12,76,73.0,,0.73,55.48
2020-02-13,72,73.0,,0.73,52.56
2020-02-14,49,73.0,,0.73,35.769999999999996
2020-02-15,47,73.0,,0.73,34.31
2020-02-16,45,73.0,,0.73,32.85
2020-02-17,53,73.0,,0.73,38.69
2020-02-18,54,73.0,,0.73,39.42
2020-02-19,53,73.0,,0.73,38.69
2020-02-20,59,73.0,,0.73,43.07
2020-02-21,71,73.0,,0.73,51.83
2020-02-22,38,73.0,,0.73,27.74
2020-02-23,33,73.0,,0.73,24.09
2020-02-24,65,73.0,,0.73,47.449999999999996
2020-02-25,67,73.0,,0.73,48.91
2020-02-26,78,73.0,,0.73,56.94
2020-02-27,74,73.0,,0.73,54.019999999999996
2020-02-28,100,73.0,,0.73,73.0
2020-02-29,65,73.0,,0.73,47.449999999999996
2020-03-01,36,100.0,False,1.0,36.0
2020-03-02,61,100.0,,1.0,61.0
2020-03-03,43,100.0,,1.0,43.0
2020-03-04,46,100.0,,1.0,46.0
2020-03-05,40,100.0,,1.0,40.0
2020-03-06,46,100.0,,1.0,46.0
2020-03-07,24,100.0,,1.0,24.0
2020-03-08,31,100.0,,1.0,31.0
2020-03-09,60,100.0,,1.0,60.0
2020-03-10,57,100.0,,1.0,57.0
2020-03-11,60,100.0,,1.0,60.0
2020-03-12,51,100.0,,1.0,51.0
2020-03-13,57,100.0,,1.0,57.0
2020-03-14,36,100.0,,1.0,36.0
2020-03-15,42,100.0,,1.0,42.0
2020-03-16,59,100.0,,1.0,59.0
2020-03-17,100,100.0,,1.0,100.0
2020-03-18,88,100.0,,1.0,88.0
2020-03-19,78,100.0,,1.0,78.0
2020-03-20,78,100.0,,1.0,78.0
2020-03-21,37,100.0,,1.0,37.0
2020-03-22,40,100.0,,1.0,40.0
2020-03-23,83,100.0,,1.0,83.0
2020-03-24,80,100.0,,1.0,80.0
2020-03-25,87,100.0,,1.0,87.0
2020-03-26,83,100.0,,1.0,83.0
2020-03-27,67,100.0,,1.0,67.0
2020-03-28,45,100.0,,1.0,45.0
2020-03-29,27,100.0,,1.0,27.0
2020-03-30,56,100.0,,1.0,56.0
2020-03-31,64,100.0,,1.0,64.0
2020-04-01,85,90.0,False,0.9,76.5
2020-04-02,62,90.0,,0.9,55.800000000000004
2020-04-03,52,90.0,,0.9,46.800000000000004
2020-04-04,42,90.0,,0.9,37.800000000000004
2020-04-05,39,90.0,,0.9,35.1
2020-04-06,65,90.0,,0.9,58.5
2020-04-07,76,90.0,,0.9,68.4
2020-04-08,100,90.0,,0.9,90.0
2020-04-09,66,90.0,,0.9,59.4
2020-04-10,42,90.0,,0.9,37.800000000000004
2020-04-11,31,90.0,,0.9,27.900000000000002
2020-04-12,34,90.0,,0.9,30.6
2020-04-13,55,90.0,,0.9,49.5
2020-04-14,68,90.0,,0.9,61.2
2020-04-15,51,90.0,,0.9,45.9
2020-04-16,54,90.0,,0.9,48.6
2020-04-17,62,90.0,,0.9,55.800000000000004
2020-04-18,35,90.0,,0.9,31.5
2020-04-19,39,90.0,,0.9,35.1
2020-04-20,55,90.0,,0.9,49.5
2020-04-21,59,90.0,,0.9,53.1
2020-04-22,64,90.0,,0.9,57.6
2020-04-23,52,90.0,,0.9,46.800000000000004
2020-04-24,59,90.0,,0.9,53.1
2020-04-25,33,90.0,,0.9,29.7
2020-04-26,39,90.0,,0.9,35.1
2020-04-27,61,90.0,,0.9,54.9
2020-04-28,65,90.0,,0.9,58.5
2020-04-29,60,90.0,,0.9,54.0
2020-04-30,98,90.0,,0.9,88.2
2020-05-01,83,75.0,False,0.75,62.25
2020-05-02,50,75.0,,0.75,37.5
2020-05-03,49,75.0,,0.75,36.75
2020-05-04,56,75.0,,0.75,42.0
2020-05-05,89,75.0,,0.75,66.75
2020-05-06,66,75.0,,0.75,49.5
2020-05-07,87,75.0,,0.75,65.25
2020-05-08,53,75.0,,0.75,39.75
2020-05-09,30,75.0,,0.75,22.5
2020-05-10,39,75.0,,0.75,29.25
2020-05-11,58,75.0,,0.75,43.5
2020-05-12,56,75.0,,0.75,42.0
2020-05-13,83,75.0,,0.75,62.25
2020-05-14,63,75.0,,0.75,47.25
2020-05-15,65,75.0,,0.75,48.75
2020-05-16,48,75.0,,0.75,36.0
2020-05-17,85,75.0,,0.75,63.75
2020-05-18,100,75.0,,0.75,75.0
2020-05-19,72,75.0,,0.75,54.0
2020-05-20,71,75.0,,0.75,53.25
2020-05-21,71,75.0,,0.75,53.25
2020-05-22,80,75.0,,0.75,60.0
2020-05-23,43,75.0,,0.75,32.25
2020-05-24,36,75.0,,0.75,27.0
2020-05-25,55,75.0,,0.75,41.25
2020-05-26,73,75.0,,0.75,54.75
2020-05-27,81,75.0,,0.75,60.75
2020-05-28,82,75.0,,0.75,61.5
2020-05-29,71,75.0,,0.75,53.25
2020-05-30,41,75.0,,0.75,30.75
2020-05-31,46,75.0,,0.75,34.5
2020-06-01,67,80.0,False,0.8,53.6
2020-06-02,70,80.0,,0.8,56.0
2020-06-03,80,80.0,,0.8,64.0
2020-06-04,60,80.0,,0.8,48.0
2020-06-05,89,80.0,,0.8,71.2
2020-06-06,50,80.0,,0.8,40.0
2020-06-07,43,80.0,,0.8,34.4
2020-06-08,73,80.0,,0.8,58.400000000000006
2020-06-09,88,80.0,,0.8,70.4
2020-06-10,81,80.0,,0.8,64.8
2020-06-11,65,80.0,,0.8,52.0
2020-06-12,100,80.0,,0.8,80.0
2020-06-13,53,80.0,,0.8,42.400000000000006
2020-06-14,38,80.0,,0.8,30.400000000000002
2020-06-15,71,80.0,,0.8,56.800000000000004
2020-06-16,76,80.0,,0.8,60.800000000000004
2020-06-17,73,80.0,,0.8,58.400000000000006
2020-06-18,72,80.0,,0.8,57.6
2020-06-19,61,80.0,,0.8,48.800000000000004
2020-06-20,47,80.0,,0.8,37.6
2020-06-21,41,80.0,,0.8,32.800000000000004
2020-06-22,67,80.0,,0.8,53.6
2020-06-23,71,80.0,,0.8,56.800000000000004
2020-06-24,62,80.0,,0.8,49.6
2020-06-25,55,80.0,,0.8,44.0
2020-06-26,63,80.0,,0.8,50.400000000000006
2020-06-27,41,80.0,,0.8,32.800000000000004
2020-06-28,51,80.0,,0.8,40.800000000000004
2020-06-29,62,80.0,,0.8,49.6
2020-06-30,63,80.0,,0.8,50.400000000000006
2020-07-01,39,76.0,False,0.76,29.64
2020-07-02,38,76.0,,0.76,28.88
2020-07-03,41,76.0,,0.76,31.16
2020-07-04,17,76.0,,0.76,12.92
2020-07-05,27,76.0,,0.76,20.52
2020-07-06,37,76.0,,0.76,28.12
2020-07-07,30,76.0,,0.76,22.8
2020-07-08,38,76.0,,0.76,28.88
2020-07-09,40,76.0,,0.76,30.4
2020-07-10,29,76.0,,0.76,22.04
2020-07-11,26,76.0,,0.76,19.76
2020-07-12,30,76.0,,0.76,22.8
2020-07-13,43,76.0,,0.76,32.68
2020-07-14,40,76.0,,0.76,30.4
2020-07-15,40,76.0,,0.76,30.4
2020-07-16,35,76.0,,0.76,26.6
2020-07-17,35,76.0,,0.76,26.6
2020-07-18,28,76.0,,0.76,21.28
2020-07-19,33,76.0,,0.76,25.080000000000002
2020-07-20,40,76.0,,0.76,30.4
2020-07-21,31,76.0,,0.76,23.56
2020-07-22,50,76.0,,0.76,38.0
2020-07-23,29,76.0,,0.76,22.04
2020-07-24,34,76.0,,0.76,25.84
2020-07-25,32,76.0,,0.76,24.32
2020-07-26,21,76.0,,0.76,15.96
2020-07-27,39,76.0,,0.76,29.64
2020-07-28,100,76.0,,0.76,76.0
2020-07-29,44,76.0,,0.76,33.44
2020-07-30,37,76.0,,0.76,28.12
2020-07-31,44,76.0,,0.76,33.44
2020-08-01,57,74.0,False,0.74,42.18
2020-08-02,58,74.0,,0.74,42.92
2020-08-03,79,74.0,,0.74,58.46
2020-08-04,70,74.0,,0.74,51.8
2020-08-05,93,74.0,,0.74,68.82
2020-08-06,69,74.0,,0.74,51.06
2020-08-07,72,74.0,,0.74,53.28
2020-08-08,61,74.0,,0.74,45.14
2020-08-09,48,74.0,,0.74,35.519999999999996
2020-08-10,79,74.0,,0.74,58.46
2020-08-11,80,74.0,,0.74,59.2
2020-08-12,74,74.0,,0.74,54.76
2020-08-13,82,74.0,,0.74,60.68
2020-08-14,72,74.0,,0.74,53.28
2020-08-15,75,74.0,,0.74,55.5
2020-08-16,45,74.0,,0.74,33.3
2020-08-17,81,74.0,,0.74,59.94
2020-08-18,100,74.0,,0.74,74.0
2020-08-19,79,74.0,,0.74,58.46
2020-08-20,70,74.0,,0.74,51.8
2020-08-21,81,74.0,,0.74,59.94
2020-08-22,62,74.0,,0.74,45.88
2020-08-23,60,74.0,,0.74,44.4
2020-08-24,83,74.0,,0.74,61.42
2020-08-25,90,74.0,,0.74,66.6
2020-08-26,77,74.0,,0.74,56.98
2020-08-27,82,74.0,,0.74,60.68
2020-08-28,76,74.0,,0.74,56.24
2020-08-29,67,74.0,,0.74,49.58
2020-08-30,53,74.0,,0.74,39.22
2020-08-31,69,74.0,,0.74,51.06
2020-09-01,97,76.0,False,0.76,73.72
2020-09-02,61,76.0,,0.76,46.36
2020-09-03,81,76.0,,0.76,61.56
2020-09-04,77,76.0,,0.76,58.52
2020-09-05,47,76.0,,0.76,35.72
2020-09-06,34,76.0,,0.76,25.84
2020-09-07,43,76.0,,0.76,32.68
2020-09-08,98,76.0,,0.76,74.48
2020-09-09,86,76.0,,0.76,65.36
2020-09-10,82,76.0,,0.76,62.32
2020-09-11,89,76.0,,0.76,67.64
2020-09-12,55,76.0,,0.76,41.8
2020-09-13,44,76.0,,0.76,33.44
2020-09-14,100,76.0,,0.76,76.0
2020-09-15,88,76.0,,0.76,66.88
2020-09-16,75,76.0,,0.76,57.0
2020-09-17,77,76.0,,0.76,58.52
2020-09-18,59,76.0,,0.76,44.84
2020-09-19,50,76.0,,0.76,38.0
2020-09-20,62,76.0,,0.76,47.12
2020-09-21,69,76.0,,0.76,52.44
2020-09-22,82,76.0,,0.76,62.32
2020-09-23,59,76.0,,0.76,44.84
2020-09-24,75,76.0,,0.76,57.0
2020-09-25,60,76.0,,0.76,45.6
2020-09-26,58,76.0,,0.76,44.08
2020-09-27,52,76.0,,0.76,39.52
2020-09-28,79,76.0,,0.76,60.04
2020-09-29,86,76.0,,0.76,65.36
2020-09-30,84,76.0,,0.76,63.84
2020-10-01,70,76.0,False,0.76,53.2
2020-10-02,67,76.0,,0.76,50.92
2020-10-03,48,76.0,,0.76,36.480000000000004
2020-10-04,45,76.0,,0.76,34.2
2020-10-05,54,76.0,,0.76,41.04
2020-10-06,64,76.0,,0.76,48.64
2020-10-07,78,76.0,,0.76,59.28
2020-10-08,100,76.0,,0.76,76.0
2020-10-09,64,76.0,,0.76,48.64
2020-10-10,36,76.0,,0.76,27.36
2020-10-11,44,76.0,,0.76,33.44
2020-10-12,62,76.0,,0.76,47.12
2020-10-13,48,76.0,,0.76,36.480000000000004
2020-10-14,51,76.0,,0.76,38.76
2020-10-15,66,76.0,,0.76,50.160000000000004
2020-10-16,71,76.0,,0.76,53.96
2020-10-17,39,76.0,,0.76,29.64
2020-10-18,43,76.0,,0.76,32.68
2020-10-19,58,76.0,,0.76,44.08
2020-10-20,46,76.0,,0.76,34.96
2020-10-21,60,76.0,,0.76,45.6
2020-10-22,66,76.0,,0.76,50.160000000000004
2020-10-23,59,76.0,,0.76,44.84
2020-10-24,41,76.0,,0.76,31.16
2020-10-25,44,76.0,,0.76,33.44
2020-10-26,56,76.0,,0.76,42.56
2020-10-27,63,76.0,,0.76,47.88
2020-10-28,50,76.0,,0.76,38.0
2020-10-29,74,76.0,,0.76,56.24
2020-10-30,53,76.0,,0.76,40.28
2020-10-31,51,76.0,,0.76,38.76
2020-11-01,40,75.0,False,0.75,30.0
2020-11-02,70,75.0,,0.75,52.5
2020-11-03,63,75.0,,0.75,47.25
2020-11-04,38,75.0,,0.75,28.5
2020-11-05,41,75.0,,0.75,30.75
2020-11-06,47,75.0,,0.75,35.25
2020-11-07,35,75.0,,0.75,26.25
2020-11-08,42,75.0,,0.75,31.5
2020-11-09,94,75.0,,0.75,70.5
2020-11-10,100,75.0,,0.75,75.0
2020-11-11,71,75.0,,0.75,53.25
2020-11-12,55,75.0,,0.75,41.25
2020-11-13,55,75.0,,0.75,41.25
2020-11-14,38,75.0,,0.75,28.5
2020-11-15,43,75.0,,0.75,32.25
2020-11-16,68,75.0,,0.75,51.0
2020-11-17,61,75.0,,0.75,45.75
2020-11-18,66,75.0,,0.75,49.5
2020-11-19,71,75.0,,0.75,53.25
2020-11-20,59,75.0,,0.75,44.25
2020-11-21,55,75.0,,0.75,41.25
2020-11-22,50,75.0,,0.75,37.5
2020-11-23,66,75.0,,0.75,49.5
2020-11-24,63,75.0,,0.75,47.25
2020-11-25,61,75.0,,0.75,45.75
2020-11-26,44,75.0,,0.75,33.0
2020-11-27,70,75.0,,0.75,52.5
2020-11-28,34,75.0,,0.75,25.5
2020-11-29,31,75.0,,0.75,23.25
2020-11-30,48,75.0,,0.75,36.0
2020-12-01,69,73.0,False,0.73,50.37
2020-12-02,100,73.0,,0.73,73.0
2020-12-03,66,73.0,,0.73,48.18
2020-12-04,80,73.0,,0.73,58.4
2020-12-05,44,73.0,,0.73,32.12
2020-12-06,54,73.0,,0.73,39.42
2020-12-07,74,73.0,,0.73,54.019999999999996
2020-12-08,87,73.0,,0.73,63.51
2020-12-09,74,73.0,,0.73,54.019999999999996
2020-12-10,94,73.0,,0.73,68.62
2020-12-11,76,73.0,,0.73,55.48
2020-12-12,48,73.0,,0.73,35.04
2020-12-13,43,73.0,,0.73,31.39
2020-12-14,81,73.0,,0.73,59.129999999999995
2020-12-15,73,73.0,,0.73,53.29
2020-12-16,58,73.0,,0.73,42.339999999999996
2020-12-17,68,73.0,,0.73,49.64
2020-12-18,60,73.0,,0.73,43.8
2020-12-19,55,73.0,,0.73,40.15
2020-12-20,62,73.0,,0.73,45.26
2020-12-21,68,73.0,,0.73,49.64
2020-12-22,75,73.0,,0.73,54.75
2020-12-23,72,73.0,,0.73,52.56
2020-12-24,59,73.0,,0.73,43.07
2020-12-25,77,73.0,,0.73,56.21
2020-12-26,59,73.0,,0.73,43.07
2020-12-27,39,73.0,,0.73,28.47
2020-12-28,79,73.0,,0.73,57.67
2020-12-29,79,73.0,,0.73,57.67
2020-12-30,80,73.0,,0.73,58.4
2020-12-31,59,73.0,,0.73,43.07
2021-01-01,48,69.0,False,0.69,33.12
2021-01-02,41,69.0,,0.69,28.29
2021-01-03,38,69.0,,0.69,26.22
2021-01-04,57,69.0,,0.69,39.33
2021-01-05,53,69.0,,0.69,36.57
2021-01-06,45,69.0,,0.69,31.049999999999997
2021-01-07,52,69.0,,0.69,35.879999999999995
2021-01-08,46,69.0,,0.69,31.74
2021-01-09,36,69.0,,0.69,24.839999999999996
2021-01-10,40,69.0,,0.69,27.599999999999998
2021-01-11,49,69.0,,0.69,33.809999999999995
2021-01-12,56,69.0,,0.69,38.64
2021-01-13,59,69.0,,0.69,40.709999999999994
2021-01-14,76,69.0,,0.69,52.44
2021-01-15,65,69.0,,0.69,44.849999999999994
2021-01-16,39,69.0,,0.69,26.909999999999997
2021-01-17,39,69.0,,0.69,26.909999999999997
2021-01-18,36,69.0,,0.69,24.839999999999996
2021-01-19,69,69.0,,0.69,47.61
2021-01-20,58,69.0,,0.69,40.019999999999996
2021-01-21,59,69.0,,0.69,40.709999999999994
2021-01-22,59,69.0,,0.69,40.709999999999994
2021-01-23,33,69.0,,0.69,22.77
2021-01-24,47,69.0,,0.69,32.43
2021-01-25,52,69.0,,0.69,35.879999999999995
2021-01-26,49,69.0,,0.69,33.809999999999995
2021-01-27,76,69.0,,0.69,52.44
2021-01-28,100,69.0,,0.69,69.0
2021-01-29,63,69.0,,0.69,43.47
2021-01-30,30,69.0,,0.69,20.7
2021-01-31,45,69.0,,0.69,31.049999999999997
2021-02-01,59,74.0,False,0.74,43.66
2021-02-02,76,74.0,,0.74,56.24
2021-02-03,100,74.0,,0.74,74.0
2021-02-04,76,74.0,,0.74,56.24
2021-02-05,70,74.0,,0.74,51.8
2021-02-06,56,74.0,,0.74,41.44
2021-02-07,46,74.0,,0.74,34.04
2021-02-08,78,74.0,,0.74,57.72
2021-02-09,76,74.0,,0.74,56.24
2021-02-10,89,74.0,,0.74,65.86
2021-02-11,88,74.0,,0.74,65.12
2021-02-12,69,74.0,,0.74,51.06
2021-02-13,48,74.0,,0.74,35.519999999999996
2021-02-14,45,74.0,,0.74,33.3
2021-02-15,40,74.0,,0.74,29.6
2021-02-16,80,74.0,,0.74,59.2
2021-02-17,67,74.0,,0.74,49.58
2021-02-18,72,74.0,,0.74,53.28
2021-02-19,67,74.0,,0.74,49.58
2021-02-20,45,74.0,,0.74,33.3
2021-02-21,47,74.0,,0.74,34.78
2021-02-22,53,74.0,,0.74,39.22
2021-02-23,86,74.0,,0.74,63.64
2021-02-24,76,74.0,,0.74,56.24
2021-02-25,94,74.0,,0.74,69.56
2021-02-26,74,74.0,,0.74,54.76
2021-02-27,59,74.0,,0.74,43.66
2021-02-28,61,74.0,,0.74,45.14
2021-03-01,58,69.0,False,0.69,40.019999999999996
2021-03-02,46,69.0,,0.69,31.74
2021-03-03,78,69.0,,0.69,53.81999999999999
2021-03-04,81,69.0,,0.69,55.88999999999999
2021-03-05,74,69.0,,0.69,51.059999999999995
2021-03-06,58,69.0,,0.69,40.019999999999996
2021-03-07,51,69.0,,0.69,35.19
2021-03-08,56,69.0,,0.69,38.64
2021-03-09,85,69.0,,0.69,58.65
2021-03-10,65,69.0,,0.69,44.849999999999994
2021-03-11,77,69.0,,0.69,53.129999999999995
2021-03-12,72,69.0,,0.69,49.67999999999999
2021-03-13,46,69.0,,0.69,31.74
2021-03-14,47,69.0,,0.69,32.43
2021-03-15,67,69.0,,0.69,46.23
2021-03-16,100,69.0,,0.69,69.0
2021-03-17,77,69.0,,0.69,53.129999999999995
2021-03-18,71,69.0,,0.69,48.989999999999995
2021-03-19,61,69.0,,0.69,42.089999999999996
2021-03-20,57,69.0,,0.69,39.33
2021-03-21,44,69.0,,0.69,30.36
2021-03-22,66,69.0,,0.69,45.54
2021-03-23,58,69.0,,0.69,40.019999999999996
2021-03-24,71,69.0,,0.69,48.989999999999995
2021-03-25,63,69.0,,0.69,43.47
2021-03-26,63,69.0,,0.69,43.47
2021-03-27,38,69.0,,0.69,26.22
2021-03-28,50,69.0,,0.69,34.5
2021-03-29,52,69.0,,0.69,35.879999999999995
2021-03-30,79,69.0,,0.69,54.51
2021-03-31,66,69.0,,0.69,45.54
2021-04-01,78,75.0,False,0.75,58.5
2021-04-02,63,75.0,,0.75,47.25
2021-04-03,57,75.0,,0.75,42.75
2021-04-04,49,75.0,,0.75,36.75
2021-04-05,96,75.0,,0.75,72.0
2021-04-06,73,75.0,,0.75,54.75
2021-04-07,84,75.0,,0.75,63.0
2021-04-08,73,75.0,,0.75,54.75
2021-04-09,74,75.0,,0.75,55.5
2021-04-10,88,75.0,,0.75,66.0
2021-04-11,55,75.0,,0.75,41.25
2021-04-12,79,75.0,,0.75,59.25
2021-04-13,72,75.0,,0.75,54.0
2021-04-14,80,75.0,,0.75,60.0
2021-04-15,82,75.0,,0.75,61.5
2021-04-16,93,75.0,,0.75,69.75
