date,DE_unscaled,DE_monthly,isPartial,scale,DE
2019-09-22,92,81.0,,0.81,74.52000000000001
2019-09-23,87,81.0,,0.81,70.47
2019-09-24,87,81.0,,0.81,70.47
2019-09-25,96,81.0,,0.81,77.76
2019-09-26,93,81.0,,0.81,75.33
2019-09-27,91,81.0,,0.81,73.71000000000001
2019-09-28,100,81.0,,0.81,81.0
2019-09-29,99,81.0,,0.81,80.19000000000001
2019-09-30,92,81.0,,0.81,74.52000000000001
2019-10-01,89,83.0,False,0.83,73.86999999999999
2019-10-02,90,83.0,,0.83,74.7
2019-10-03,88,83.0,,0.83,73.03999999999999
2019-10-04,88,83.0,,0.83,73.03999999999999
2019-10-05,92,83.0,,0.83,76.36
2019-10-06,93,83.0,,0.83,77.19
2019-10-07,88,83.0,,0.83,73.03999999999999
2019-10-08,89,83.0,,0.83,73.86999999999999
2019-10-09,92,83.0,,0.83,76.36
2019-10-10,92,83.0,,0.83,76.36
2019-10-11,90,83.0,,0.83,74.7
2019-10-12,99,83.0,,0.83,82.17
2019-10-13,92,83.0,,0.83,76.36
2019-10-14,88,83.0,,0.83,73.03999999999999
2019-10-15,92,83.0,,0.83,76.36
2019-10-16,97,83.0,,0.83,80.50999999999999
2019-10-17,91,83.0,,0.83,75.53
2019-10-18,89,83.0,,0.83,73.86999999999999
2019-10-19,97,83.0,,0.83,80.50999999999999
2019-10-20,96,83.0,,0.83,79.67999999999999
2019-10-21,91,83.0,,0.83,75.53
2019-10-22,91,83.0,,0.83,75.53
2019-10-23,90,83.0,,0.83,74.7
2019-10-24,92,83.0,,0.83,76.36
2019-10-25,93,83.0,,0.83,77.19
2019-10-26,96,83.0,,0.83,79.67999999999999
2019-10-27,99,83.0,,0.83,82.17
2019-10-28,92,83.0,,0.83,76.36
2019-10-29,95,83.0,,0.83,78.85
2019-10-30,98,83.0,,0.83,81.33999999999999
2019-10-31,100,83.0,,0.83,83.0
2019-11-01,85,83.0,False,0.83,70.55
2019-11-02,94,83.0,,0.83,78.02
2019-11-03,96,83.0,,0.83,79.67999999999999
2019-11-04,82,83.0,,0.83,68.06
2019-11-05,82,83.0,,0.83,68.06
2019-11-06,83,83.0,,0.83,68.89
2019-11-07,80,83.0,,0.83,66.39999999999999
2019-11-08,80,83.0,,0.83,66.39999999999999
2019-11-09,86,83.0,,0.83,71.38
2019-11-10,86,83.0,,0.83,71.38
2019-11-11,81,83.0,,0.83,67.22999999999999
2019-11-12,81,83.0,,0.83,67.22999999999999
2019-11-13,81,83.0,,0.83,67.22999999999999
2019-11-14,77,83.0,,0.83,63.91
2019-11-15,78,83.0,,0.83,64.74
2019-11-16,81,83.0,,0.83,67.22999999999999
2019-11-17,84,83.0,,0.83,69.72
2019-11-18,76,83.0,,0.83,63.08
2019-11-19,80,83.0,,0.83,66.39999999999999
2019-11-20,85,83.0,,0.83,70.55
2019-11-21,83,83.0,,0.83,68.89
2019-11-22,79,83.0,,0.83,65.57
2019-11-23,82,83.0,,0.83,68.06
2019-11-24,85,83.0,,0.83,70.55
2019-11-25,79,83.0,,0.83,65.57
2019-11-26,79,83.0,,0.83,65.57
2019-11-27,86,83.0,,0.83,71.38
2019-11-28,100,83.0,,0.83,83.0
2019-11-29,81,83.0,,0.83,67.22999999999999
2019-11-30,86,83.0,,0.83,71.38
2019-12-01,96,81.0,False,0.81,77.76
2019-12-02,87,81.0,,0.81,70.47
2019-12-03,87,81.0,,0.81,70.47
2019-12-04,90,81.0,,0.81,72.9
2019-12-05,89,81.0,,0.81,72.09
2019-12-06,87,81.0,,0.81,70.47
2019-12-07,96,81.0,,0.81,77.76
2019-12-08,96,81.0,,0.81,77.76
2019-12-09,89,81.0,,0.81,72.09
2019-12-10,90,81.0,,0.81,72.9
2019-12-11,86,81.0,,0.81,69.66000000000001
2019-12-12,92,81.0,,0.81,74.52000000000001
2019-12-13,84,81.0,,0.81,68.04
2019-12-14,93,81.0,,0.81,75.33
2019-12-15,92,81.0,,0.81,74.52000000000001
2019-12-16,90,81.0,,0.81,72.9
2019-12-17,90,81.0,,0.81,72.9
2019-12-18,89,81.0,,0.81,72.09
2019-12-19,88,81.0,,0.81,71.28
2019-12-20,86,81.0,,0.81,69.66000000000001
2019-12-21,94,81.0,,0.81,76.14
2019-12-22,95,81.0,,0.81,76.95
2019-12-23,89,81.0,,0.81,72.09
2019-12-24,100,81.0,,0.81,81.0
2019-12-25,95,81.0,,0.81,76.95
2019-12-26,95,81.0,,0.81,76.95
2019-12-27,91,81.0,,0.81,73.71000000000001
2019-12-28,95,81.0,,0.81,76.95
2019-12-29,90,81.0,,0.81,72.9
2019-12-30,93,81.0,,0.81,75.33
2019-12-31,91,81.0,,0.81,73.71000000000001
2020-01-01,85,84.0,False,0.84,71.39999999999999
2020-01-02,84,84.0,,0.84,70.56
2020-01-03,82,84.0,,0.84,68.88
2020-01-04,89,84.0,,0.84,74.75999999999999
2020-01-05,89,84.0,,0.84,74.75999999999999
2020-01-06,89,84.0,,0.84,74.75999999999999
2020-01-07,92,84.0,,0.84,77.28
2020-01-08,94,84.0,,0.84,78.96
2020-01-09,100,84.0,,0.84,84.0
2020-01-10,89,84.0,,0.84,74.75999999999999
2020-01-11,94,84.0,,0.84,78.96
2020-01-12,96,84.0,,0.84,80.64
2020-01-13,88,84.0,,0.84,73.92
2020-01-14,91,84.0,,0.84,76.44
2020-01-15,93,84.0,,0.84,78.11999999999999
2020-01-16,89,84.0,,0.84,74.75999999999999
2020-01-17,90,84.0,,0.84,75.6
2020-01-18,96,84.0,,0.84,80.64
2020-01-19,94,84.0,,0.84,78.96
2020-01-20,91,84.0,,0.84,76.44
2020-01-21,94,84.0,,0.84,78.96
2020-01-22,95,84.0,,0.84,79.8
2020-01-23,89,84.0,,0.84,74.75999999999999
2020-01-24,91,84.0,,0.84,76.44
2020-01-25,93,84.0,,0.84,78.11999999999999
2020-01-26,87,84.0,,0.84,73.08
2020-01-27,85,84.0,,0.84,71.39999999999999
2020-01-28,93,84.0,,0.84,78.11999999999999
2020-01-29,89,84.0,,0.84,74.75999999999999
2020-01-30,88,84.0,,0.84,73.92
2020-01-31,87,84.0,,0.84,73.08
2020-02-01,90,85.0,False,0.85,76.5
2020-02-02,89,85.0,,0.85,75.64999999999999
2020-02-03,84,85.0,,0.85,71.39999999999999
2020-02-04,84,85.0,,0.85,71.39999999999999
2020-02-05,89,85.0,,0.85,75.64999999999999
2020-02-06,88,85.0,,0.85,74.8
2020-02-07,86,85.0,,0.85,73.1
2020-02-08,89,85.0,,0.85,75.64999999999999
2020-02-09,93,85.0,,0.85,79.05
2020-02-10,89,85.0,,0.85,75.64999999999999
2020-02-11,87,85.0,,0.85,73.95
2020-02-12,87,85.0,,0.85,73.95
2020-02-13,86,85.0,,0.85,73.1
2020-02-14,100,85.0,,0.85,85.0
2020-02-15,92,85.0,,0.85,78.2
2020-02-16,93,85.0,,0.85,79.05
2020-02-17,85,85.0,,0.85,72.25
2020-02-18,87,85.0,,0.85,73.95
2020-02-19,87,85.0,,0.85,73.95
2020-02-20,85,85.0,,0.85,72.25
2020-02-21,86,85.0,,0.85,73.1
2020-02-22,94,85.0,,0.85,79.89999999999999
2020-02-23,92,85.0,,0.85,78.2
2020-02-24,88,85.0,,0.85,74.8
2020-02-25,85,85.0,,0.85,72.25
2020-02-26,90,85.0,,0.85,76.5
2020-02-27,88,85.0,,0.85,74.8
2020-02-28,84,85.0,,0.85,71.39999999999999
2020-02-29,88,85.0,,0.85,74.8
2020-03-01,92,79.0,False,0.79,72.68
2020-03-02,85,79.0,,0.79,67.15
2020-03-03,84,79.0,,0.79,66.36
2020-03-04,80,79.0,,0.79,63.2
2020-03-05,84,79.0,,0.79,66.36
2020-03-06,82,79.0,,0.79,64.78
2020-03-07,91,79.0,,0.79,71.89
2020-03-08,100,79.0,,0.79,79.0
2020-03-09,84,79.0,,0.79,66.36
2020-03-10,82,79.0,,0.79,64.78
2020-03-11,85,79.0,,0.79,67.15
2020-03-12,84,79.0,,0.79,66.36
2020-03-13,83,79.0,,0.79,65.57000000000001
2020-03-14,89,79.0,,0.79,70.31
2020-03-15,88,79.0,,0.79,69.52000000000001
2020-03-16,81,79.0,,0.79,63.99
2020-03-17,80,79.0,,0.79,63.2
2020-03-18,83,79.0,,0.79,65.57000000000001
2020-03-19,85,79.0,,0.79,67.15
2020-03-20,84,79.0,,0.79,66.36
2020-03-21,91,79.0,,0.79,71.89
2020-03-22,92,79.0,,0.79,72.68
2020-03-23,83,79.0,,0.79,65.57000000000001
2020-03-24,86,79.0,,0.79,67.94
2020-03-25,86,79.0,,0.79,67.94
2020-03-26,87,79.0,,0.79,68.73
2020-03-27,84,79.0,,0.79,66.36
2020-03-28,87,79.0,,0.79,68.73
2020-03-29,91,79.0,,0.79,71.89
2020-03-30,80,79.0,,0.79,63.2
2020-03-31,82,79.0,,0.79,64.78
2020-04-01,81,80.0,False,0.8,64.8
2020-04-02,84,80.0,,0.8,67.2
2020-04-03,83,80.0,,0.8,66.4
2020-04-04,95,80.0,,0.8,76.0
2020-04-05,94,80.0,,0.8,75.2
2020-04-06,85,80.0,,0.8,68.0
2020-04-07,84,80.0,,0.8,67.2
2020-04-08,86,80.0,,0.8,68.8
2020-04-09,85,80.0,,0.8,68.0
2020-04-10,87,80.0,,0.8,69.60000000000001
2020-04-11,93,80.0,,0.8,74.4
2020-04-12,100,80.0,,0.8,80.0
2020-04-13,86,80.0,,0.8,68.8
2020-04-14,83,80.0,,0.8,66.4
2020-04-15,83,80.0,,0.8,66.4
2020-04-16,84,80.0,,0.8,67.2
2020-04-17,80,80.0,,0.8,64.0
2020-04-18,94,80.0,,0.8,75.2
2020-04-19,94,80.0,,0.8,75.2
2020-04-20,86,80.0,,0.8,68.8
2020-04-21,87,80.0,,0.8,69.60000000000001
2020-04-22,85,80.0,,0.8,68.0
2020-04-23,85,80.0,,0.8,68.0
2020-04-24,84,80.0,,0.8,67.2
2020-04-25,87,80.0,,0.8,69.60000000000001
2020-04-26,93,80.0,,0.8,74.4
2020-04-27,84,80.0,,0.8,67.2
2020-04-28,83,80.0,,0.8,66.4
2020-04-29,84,80.0,,0.8,67.2
2020-04-30,87,80.0,,0.8,69.60000000000001
2020-05-01,63,85.0,False,0.85,53.55
2020-05-02,67,85.0,,0.85,56.949999999999996
2020-05-03,69,85.0,,0.85,58.65
2020-05-04,65,85.0,,0.85,55.25
2020-05-05,100,85.0,,0.85,85.0
2020-05-06,72,85.0,,0.85,61.199999999999996
2020-05-07,64,85.0,,0.85,54.4
2020-05-08,64,85.0,,0.85,54.4
2020-05-09,68,85.0,,0.85,57.8
2020-05-10,89,85.0,,0.85,75.64999999999999
2020-05-11,58,85.0,,0.85,49.3
2020-05-12,59,85.0,,0.85,50.15
2020-05-13,61,85.0,,0.85,51.85
2020-05-14,61,85.0,,0.85,51.85
2020-05-15,61,85.0,,0.85,51.85
2020-05-16,67,85.0,,0.85,56.949999999999996
2020-05-17,66,85.0,,0.85,56.1
2020-05-18,62,85.0,,0.85,52.699999999999996
2020-05-19,60,85.0,,0.85,51.0
2020-05-20,60,85.0,,0.85,51.0
2020-05-21,60,85.0,,0.85,51.0
2020-05-22,63,85.0,,0.85,53.55
2020-05-23,67,85.0,,0.85,56.949999999999996
2020-05-24,74,85.0,,0.85,62.9
2020-05-25,74,85.0,,0.85,62.9
2020-05-26,63,85.0,,0.85,53.55
2020-05-27,62,85.0,,0.85,52.699999999999996
2020-05-28,61,85.0,,0.85,51.85
2020-05-29,59,85.0,,0.85,50.15
2020-05-30,65,85.0,,0.85,55.25
2020-05-31,68,85.0,,0.85,57.8
2020-06-01,92,82.0,False,0.82,75.44
2020-06-02,88,82.0,,0.82,72.16
2020-06-03,91,82.0,,0.82,74.61999999999999
2020-06-04,88,82.0,,0.82,72.16
2020-06-05,88,82.0,,0.82,72.16
2020-06-06,94,82.0,,0.82,77.08
2020-06-07,99,82.0,,0.82,81.17999999999999
2020-06-08,90,82.0,,0.82,73.8
2020-06-09,91,82.0,,0.82,74.61999999999999
2020-06-10,89,82.0,,0.82,72.97999999999999
2020-06-11,87,82.0,,0.82,71.33999999999999
2020-06-12,93,82.0,,0.82,76.25999999999999
2020-06-13,100,82.0,,0.82,82.0
2020-06-14,96,82.0,,0.82,78.72
2020-06-15,89,82.0,,0.82,72.97999999999999
2020-06-16,89,82.0,,0.82,72.97999999999999
2020-06-17,90,82.0,,0.82,73.8
2020-06-18,87,82.0,,0.82,71.33999999999999
2020-06-19,87,82.0,,0.82,71.33999999999999
2020-06-20,95,82.0,,0.82,77.89999999999999
2020-06-21,94,82.0,,0.82,77.08
2020-06-22,85,82.0,,0.82,69.7
2020-06-23,88,82.0,,0.82,72.16
2020-06-24,88,82.0,,0.82,72.16
2020-06-25,88,82.0,,0.82,72.16
2020-06-26,89,82.0,,0.82,72.97999999999999
2020-06-27,97,82.0,,0.82,79.53999999999999
2020-06-28,95,82.0,,0.82,77.89999999999999
2020-06-29,86,82.0,,0.82,70.52
2020-06-30,87,82.0,,0.82,71.33999999999999
2020-07-01,80,81.0,False,0.81,64.80000000000001
2020-07-02,84,81.0,,0.81,68.04
2020-07-03,86,81.0,,0.81,69.66000000000001
2020-07-04,97,81.0,,0.81,78.57000000000001
2020-07-05,95,81.0,,0.81,76.95
2020-07-06,83,81.0,,0.81,67.23
2020-07-07,83,81.0,,0.81,67.23
2020-07-08,81,81.0,,0.81,65.61
2020-07-09,80,81.0,,0.81,64.80000000000001
2020-07-10,83,81.0,,0.81,67.23
2020-07-11,88,81.0,,0.81,71.28
2020-07-12,90,81.0,,0.81,72.9
2020-07-13,83,81.0,,0.81,67.23
2020-07-14,81,81.0,,0.81,65.61
2020-07-15,83,81.0,,0.81,67.23
2020-07-16,79,81.0,,0.81,63.99
2020-07-17,83,81.0,,0.81,67.23
2020-07-18,92,81.0,,0.81,74.52000000000001
2020-07-19,90,81.0,,0.81,72.9
2020-07-20,83,81.0,,0.81,67.23
2020-07-21,82,81.0,,0.81,66.42
2020-07-22,84,81.0,,0.81,68.04
2020-07-23,81,81.0,,0.81,65.61
2020-07-24,84,81.0,,0.81,68.04
2020-07-25,91,81.0,,0.81,73.71000000000001
2020-07-26,100,81.0,,0.81,81.0
2020-07-27,86,81.0,,0.81,69.66000000000001
2020-07-28,86,81.0,,0.81,69.66000000000001
2020-07-29,84,81.0,,0.81,68.04
2020-07-30,83,81.0,,0.81,67.23
2020-07-31,89,81.0,,0.81,72.09
2020-08-01,99,78.0,False,0.78,77.22
2020-08-02,95,78.0,,0.78,74.10000000000001
2020-08-03,87,78.0,,0.78,67.86
2020-08-04,87,78.0,,0.78,67.86
2020-08-05,86,78.0,,0.78,67.08
2020-08-06,87,78.0,,0.78,67.86
2020-08-07,87,78.0,,0.78,67.86
2020-08-08,93,78.0,,0.78,72.54
2020-08-09,94,78.0,,0.78,73.32000000000001
2020-08-10,85,78.0,,0.78,66.3
2020-08-11,88,78.0,,0.78,68.64
2020-08-12,86,78.0,,0.78,67.08
2020-08-13,88,78.0,,0.78,68.64
2020-08-14,86,78.0,,0.78,67.08
2020-08-15,95,78.0,,0.78,74.10000000000001
2020-08-16,97,78.0,,0.78,75.66
2020-08-17,87,78.0,,0.78,67.86
2020-08-18,85,78.0,,0.78,66.3
2020-08-19,88,78.0,,0.78,68.64
2020-08-20,86,78.0,,0.78,67.08
2020-08-21,87,78.0,,0.78,67.86
2020-08-22,94,78.0,,0.78,73.32000000000001
2020-08-23,98,78.0,,0.78,76.44
2020-08-24,85,78.0,,0.78,66.3
2020-08-25,82,78.0,,0.78,63.96
2020-08-26,82,78.0,,0.78,63.96
2020-08-27,82,78.0,,0.78,63.96
2020-08-28,86,78.0,,0.78,67.08
2020-08-29,99,78.0,,0.78,77.22
2020-08-30,100,78.0,,0.78,78.0
2020-08-31,90,78.0,,0.78,70.2
2020-09-01,87,79.0,False,0.79,68.73
2020-09-02,85,79.0,,0.79,67.15
2020-09-03,84,79.0,,0.79,66.36
2020-09-04,85,79.0,,0.79,67.15
2020-09-05,89,79.0,,0.79,70.31
2020-09-06,95,79.0,,0.79,75.05
2020-09-07,100,79.0,,0.79,79.0
2020-09-08,86,79.0,,0.79,67.94
2020-09-09,89,79.0,,0.79,70.31
2020-09-10,86,79.0,,0.79,67.94
2020-09-11,87,79.0,,0.79,68.73
2020-09-12,96,79.0,,0.79,75.84
2020-09-13,94,79.0,,0.79,74.26
2020-09-14,88,79.0,,0.79,69.52000000000001
2020-09-15,92,79.0,,0.79,72.68
2020-09-16,93,79.0,,0.79,73.47
2020-09-17,86,79.0,,0.79,67.94
2020-09-18,86,79.0,,0.79,67.94
2020-09-19,95,79.0,,0.79,75.05
2020-09-20,94,79.0,,0.79,74.26
2020-09-21,84,79.0,,0.79,66.36
2020-09-22,85,79.0,,0.79,67.15
2020-09-23,86,79.0,,0.79,67.94
2020-09-24,83,79.0,,0.79,65.57000000000001
2020-09-25,89,79.0,,0.79,70.31
2020-09-26,96,79.0,,0.79,75.84
2020-09-27,94,79.0,,0.79,74.26
2020-09-28,89,79.0,,0.79,70.31
2020-09-29,88,79.0,,0.79,69.52000000000001
2020-09-30,87,79.0,,0.79,68.73
2020-10-01,84,87.0,False,0.87,73.08
2020-10-02,84,87.0,,0.87,73.08
2020-10-03,87,87.0,,0.87,75.69
2020-10-04,95,87.0,,0.87,82.65
2020-10-05,85,87.0,,0.87,73.95
2020-10-06,83,87.0,,0.87,72.21
2020-10-07,83,87.0,,0.87,72.21
2020-10-08,83,87.0,,0.87,72.21
2020-10-09,91,87.0,,0.87,79.17
2020-10-10,90,87.0,,0.87,78.3
2020-10-11,91,87.0,,0.87,79.17
2020-10-12,89,87.0,,0.87,77.42999999999999
2020-10-13,94,87.0,,0.87,81.78
2020-10-14,94,87.0,,0.87,81.78
2020-10-15,90,87.0,,0.87,78.3
2020-10-16,93,87.0,,0.87,80.91
2020-10-17,92,87.0,,0.87,80.04
2020-10-18,94,87.0,,0.87,81.78
2020-10-19,88,87.0,,0.87,76.56
2020-10-20,91,87.0,,0.87,79.17
2020-10-21,92,87.0,,0.87,80.04
2020-10-22,91,87.0,,0.87,79.17
2020-10-23,91,87.0,,0.87,79.17
2020-10-24,99,87.0,,0.87,86.13
2020-10-25,97,87.0,,0.87,84.39
2020-10-26,93,87.0,,0.87,80.91
2020-10-27,94,87.0,,0.87,81.78
2020-10-28,95,87.0,,0.87,82.65
2020-10-29,95,87.0,,0.87,82.65
2020-10-30,92,87.0,,0.87,80.04
2020-10-31,100,87.0,,0.87,87.0
2020-11-01,100,86.0,False,0.86,86.0
2020-11-02,87,86.0,,0.86,74.82
2020-11-03,82,86.0,,0.86,70.52
2020-11-04,71,86.0,,0.86,61.06
2020-11-05,82,86.0,,0.86,70.52
2020-11-06,84,86.0,,0.86,72.24
2020-11-07,87,86.0,,0.86,74.82
2020-11-08,86,86.0,,0.86,73.96
2020-11-09,82,86.0,,0.86,70.52
2020-11-10,83,86.0,,0.86,71.38
2020-11-11,84,86.0,,0.86,72.24
2020-11-12,85,86.0,,0.86,73.1
2020-11-13,82,86.0,,0.86,70.52
2020-11-14,87,86.0,,0.86,74.82
2020-11-15,87,86.0,,0.86,74.82
2020-11-16,82,86.0,,0.86,70.52
2020-11-17,84,86.0,,0.86,72.24
2020-11-18,83,86.0,,0.86,71.38
2020-11-19,80,86.0,,0.86,68.8
2020-11-20,83,86.0,,0.86,71.38
2020-11-21,83,86.0,,0.86,71.38
2020-11-22,84,86.0,,0.86,72.24
2020-11-23,82,86.0,,0.86,70.52
2020-11-24,87,86.0,,0.86,74.82
2020-11-25,87,86.0,,0.86,74.82
2020-11-26,97,86.0,,0.86,83.42
2020-11-27,81,86.0,,0.86,69.66
2020-11-28,83,86.0,,0.86,71.38
2020-11-29,83,86.0,,0.86,71.38
2020-11-30,81,86.0,,0.86,69.66
2020-12-01,87,83.0,False,0.83,72.21
2020-12-02,88,83.0,,0.83,73.03999999999999
2020-12-03,88,83.0,,0.83,73.03999999999999
2020-12-04,88,83.0,,0.83,73.03999999999999
2020-12-05,95,83.0,,0.83,78.85
2020-12-06,92,83.0,,0.83,76.36
2020-12-07,88,83.0,,0.83,73.03999999999999
2020-12-08,92,83.0,,0.83,76.36
2020-12-09,95,83.0,,0.83,78.85
2020-12-10,87,83.0,,0.83,72.21
2020-12-11,89,83.0,,0.83,73.86999999999999
2020-12-12,100,83.0,,0.83,83.0
2020-12-13,94,83.0,,0.83,78.02
2020-12-14,93,83.0,,0.83,77.19
2020-12-15,87,83.0,,0.83,72.21
2020-12-16,89,83.0,,0.83,73.86999999999999
2020-12-17,90,83.0,,0.83,74.7
2020-12-18,90,83.0,,0.83,74.7
2020-12-19,92,83.0,,0.83,76.36
2020-12-20,95,83.0,,0.83,78.85
2020-12-21,92,83.0,,0.83,76.36
2020-12-22,94,83.0,,0.83,78.02
2020-12-23,94,83.0,,0.83,78.02
2020-12-24,94,83.0,,0.83,78.02
2020-12-25,93,83.0,,0.83,77.19
2020-12-26,94,83.0,,0.83,78.02
2020-12-27,93,83.0,,0.83,77.19
2020-12-28,89,83.0,,0.83,73.86999999999999
2020-12-29,90,83.0,,0.83,74.7
2020-12-30,87,83.0,,0.83,72.21
2020-12-31,90,83.0,,0.83,74.7
2021-01-01,89,83.0,False,0.83,73.86999999999999
2021-01-02,94,83.0,,0.83,78.02
2021-01-03,94,83.0,,0.83,78.02
2021-01-04,85,83.0,,0.83,70.55
2021-01-05,88,83.0,,0.83,73.03999999999999
2021-01-06,92,83.0,,0.83,76.36
2021-01-07,90,83.0,,0.83,74.7
2021-01-08,87,83.0,,0.83,72.21
2021-01-09,95,83.0,,0.83,78.85
2021-01-10,92,83.0,,0.83,76.36
2021-01-11,88,83.0,,0.83,73.03999999999999
2021-01-12,89,83.0,,0.83,73.86999999999999
2021-01-13,91,83.0,,0.83,75.53
2021-01-14,95,83.0,,0.83,78.85
2021-01-15,94,83.0,,0.83,78.02
2021-01-16,95,83.0,,0.83,78.85
2021-01-17,100,83.0,,0.83,83.0
2021-01-18,98,83.0,,0.83,81.33999999999999
2021-01-19,96,83.0,,0.83,79.67999999999999
2021-01-20,97,83.0,,0.83,80.50999999999999
2021-01-21,96,83.0,,0.83,79.67999999999999
2021-01-22,93,83.0,,0.83,77.19
2021-01-23,96,83.0,,0.83,79.67999999999999
2021-01-24,95,83.0,,0.83,78.85
2021-01-25,96,83.0,,0.83,79.67999999999999
2021-01-26,98,83.0,,0.83,81.33999999999999
2021-01-27,92,83.0,,0.83,76.36
2021-01-28,95,83.0,,0.83,78.85
2021-01-29,92,83.0,,0.83,76.36
2021-01-30,96,83.0,,0.83,79.67999999999999
2021-01-31,100,83.0,,0.83,83.0
2021-02-01,79,87.0,False,0.87,68.73
2021-02-02,84,87.0,,0.87,73.08
2021-02-03,85,87.0,,0.87,73.95
2021-02-04,84,87.0,,0.87,73.08
2021-02-05,84,87.0,,0.87,73.08
2021-02-06,90,87.0,,0.87,78.3
2021-02-07,88,87.0,,0.87,76.56
2021-02-08,87,87.0,,0.87,75.69
2021-02-09,89,87.0,,0.87,77.42999999999999
2021-02-10,89,87.0,,0.87,77.42999999999999
2021-02-11,92,87.0,,0.87,80.04
2021-02-12,88,87.0,,0.87,76.56
2021-02-13,90,87.0,,0.87,78.3
2021-02-14,100,87.0,,0.87,87.0
2021-02-15,88,87.0,,0.87,76.56
2021-02-16,84,87.0,,0.87,73.08
2021-02-17,88,87.0,,0.87,76.56
2021-02-18,89,87.0,,0.87,77.42999999999999
2021-02-19,88,87.0,,0.87,76.56
2021-02-20,96,87.0,,0.87,83.52
2021-02-21,89,87.0,,0.87,77.42999999999999
2021-02-22,88,87.0,,0.87,76.56
2021-02-23,89,87.0,,0.87,77.42999999999999
2021-02-24,85,87.0,,0.87,73.95
2021-02-25,82,87.0,,0.87,71.34
2021-02-26,82,87.0,,0.87,71.34
2021-02-27,90,87.0,,0.87,78.3
2021-02-28,92,87.0,,0.87,80.04
2021-03-01,86,86.0,False,0.86,73.96
2021-03-02,85,86.0,,0.86,73.1
2021-03-03,88,86.0,,0.86,75.67999999999999
2021-03-04,86,86.0,,0.86,73.96
2021-03-05,81,86.0,,0.86,69.66
2021-03-06,91,86.0,,0.86,78.26
2021-03-07,92,86.0,,0.86,79.12
2021-03-08,94,86.0,,0.86,80.84
2021-03-09,86,86.0,,0.86,73.96
2021-03-10,89,86.0,,0.86,76.53999999999999
2021-03-11,89,86.0,,0.86,76.53999999999999
2021-03-12,88,86.0,,0.86,75.67999999999999
2021-03-13,91,86.0,,0.86,78.26
2021-03-14,100,86.0,,0.86,86.0
2021-03-15,84,86.0,,0.86,72.24
2021-03-16,86,86.0,,0.86,73.96
2021-03-17,89,86.0,,0.86,76.53999999999999
2021-03-18,85,86.0,,0.86,73.1
2021-03-19,86,86.0,,0.86,73.96
2021-03-20,91,86.0,,0.86,78.26
2021-03-21,92,86.0,,0.86,79.12
2021-03-22,90,86.0,,0.86,77.4
2021-03-23,89,86.0,,0.86,76.53999999999999
2021-03-24,89,86.0,,0.86,76.53999999999999
2021-03-25,94,86.0,,0.86,80.84
2021-03-26,88,86.0,,0.86,75.67999999999999
2021-03-27,94,86.0,,0.86,80.84
2021-03-28,97,86.0,,0.86,83.42
2021-03-29,87,86.0,,0.86,74.82
2021-03-30,88,86.0,,0.86,75.67999999999999
2021-03-31,83,86.0,,0.86,71.38
2021-04-01,87,88.0,False,0.88,76.56
2021-04-02,88,88.0,,0.88,77.44
2021-04-03,92,88.0,,0.88,80.96
2021-04-04,99,88.0,,0.88,87.12
2021-04-05,86,88.0,,0.88,75.68
2021-04-06,85,88.0,,0.88,74.8
2021-04-07,89,88.0,,0.88,78.32000000000001
2021-04-08,88,88.0,,0.88,77.44
2021-04-09,84,88.0,,0.88,73.92
2021-04-10,91,88.0,,0.88,80.08
2021-04-11,95,88.0,,0.88,83.6
2021-04-12,90,88.0,,0.88,79.2
2021-04-13,89,88.0,,0.88,78.32000000000001
2021-04-14,90,88.0,,0.88,79.2
2021-04-15,88,88.0,,0.88,77.44
2021-04-16,86,88.0,,0.88,75.68
2021-04-17,94,88.0,,0.88,82.72
2021-04-18,94,88.0,,0.88,82.72
2021-04-19,89,88.0,,0.88,78.32000000000001
2021-04-20,89,88.0,,0.88,78.32000000000001
2021-04-21,88,88.0,,0.88,77.44
2021-04-22,97,88.0,,0.88,85.36
2021-04-23,89,88.0,,0.88,78.32000000000001
2021-04-24,96,88.0,,0.88,84.48
2021-04-25,100,88.0,,0.88,88.0
2021-04-26,92,88.0,,0.88,80.96
2021-04-27,92,88.0,,0.88,80.96
2021-04-28,89,88.0,,0.88,78.32000000000001
2021-04-29,94,88.0,,0.88,82.72
2021-04-30,91,88.0,,0.88,80.08
2021-05-01,68,94.0,False,0.94,63.919999999999995
2021-05-02,69,94.0,,0.94,64.86
2021-05-03,67,94.0,,0.94,62.98
2021-05-04,70,94.0,,0.94,65.8
2021-05-05,100,94.0,,0.94,94.0
2021-05-06,71,94.0,,0.94,66.74
2021-05-07,67,94.0,,0.94,62.98
2021-05-08,70,94.0,,0.94,65.8
2021-05-09,85,94.0,,0.94,79.89999999999999
2021-05-10,73,94.0,,0.94,68.61999999999999
2021-05-11,66,94.0,,0.94,62.04
2021-05-12,64,94.0,,0.94,60.16
2021-05-13,65,94.0,,0.94,61.099999999999994
2021-05-14,64,94.0,,0.94,60.16
2021-05-15,65,94.0,,0.94,61.099999999999994
2021-05-16,69,94.0,,0.94,64.86
2021-05-17,65,94.0,,0.94,61.099999999999994
2021-05-18,65,94.0,,0.94,61.099999999999994
2021-05-19,62,94.0,,0.94,58.279999999999994
2021-05-20,67,94.0,,0.94,62.98
