date,GM_unscaled,GM_monthly,isPartial,scale,GM
2019-08-20,91,59.0,,0.59,53.69
2019-08-21,96,59.0,,0.59,56.64
2019-08-22,98,59.0,,0.59,57.82
2019-08-23,93,59.0,,0.59,54.87
2019-08-24,76,59.0,,0.59,44.839999999999996
2019-08-25,60,59.0,,0.59,35.4
2019-08-26,99,59.0,,0.59,58.41
2019-08-27,91,59.0,,0.59,53.69
2019-08-28,94,59.0,,0.59,55.459999999999994
2019-08-29,89,59.0,,0.59,52.51
2019-08-30,94,59.0,,0.59,55.459999999999994
2019-08-31,76,59.0,,0.59,44.839999999999996
2019-09-01,25,89.0,False,0.89,22.25
2019-09-02,26,89.0,,0.89,23.14
2019-09-03,37,89.0,,0.89,32.93
2019-09-04,37,89.0,,0.89,32.93
2019-09-05,38,89.0,,0.89,33.82
2019-09-06,39,89.0,,0.89,34.71
2019-09-07,36,89.0,,0.89,32.04
2019-09-08,29,89.0,,0.89,25.81
2019-09-09,38,89.0,,0.89,33.82
2019-09-10,42,89.0,,0.89,37.38
2019-09-11,46,89.0,,0.89,40.94
2019-09-12,46,89.0,,0.89,40.94
2019-09-13,41,89.0,,0.89,36.49
2019-09-14,37,89.0,,0.89,32.93
2019-09-15,61,89.0,,0.89,54.29
2019-09-16,100,89.0,,0.89,89.0
2019-09-17,85,89.0,,0.89,75.65
2019-09-18,79,89.0,,0.89,70.31
2019-09-19,74,89.0,,0.89,65.86
2019-09-20,68,89.0,,0.89,60.52
2019-09-21,54,89.0,,0.89,48.06
2019-09-22,46,89.0,,0.89,40.94
2019-09-23,67,89.0,,0.89,59.63
2019-09-24,64,89.0,,0.89,56.96
2019-09-25,64,89.0,,0.89,56.96
2019-09-26,70,89.0,,0.89,62.300000000000004
2019-09-27,62,89.0,,0.89,55.18
2019-09-28,51,89.0,,0.89,45.39
2019-09-29,47,89.0,,0.89,41.83
2019-09-30,68,89.0,,0.89,60.52
2019-10-01,78,100.0,False,1.0,78.0
2019-10-02,70,100.0,,1.0,70.0
2019-10-03,76,100.0,,1.0,76.0
2019-10-04,69,100.0,,1.0,69.0
2019-10-05,56,100.0,,1.0,56.0
2019-10-06,53,100.0,,1.0,53.0
2019-10-07,83,100.0,,1.0,83.0
2019-10-08,82,100.0,,1.0,82.0
2019-10-09,79,100.0,,1.0,79.0
2019-10-10,77,100.0,,1.0,77.0
2019-10-11,78,100.0,,1.0,78.0
2019-10-12,66,100.0,,1.0,66.0
2019-10-13,61,100.0,,1.0,61.0
2019-10-14,85,100.0,,1.0,85.0
2019-10-15,85,100.0,,1.0,85.0
2019-10-16,98,100.0,,1.0,98.0
2019-10-17,100,100.0,,1.0,100.0
2019-10-18,78,100.0,,1.0,78.0
2019-10-19,50,100.0,,1.0,50.0
2019-10-20,45,100.0,,1.0,45.0
2019-10-21,69,100.0,,1.0,69.0
2019-10-22,70,100.0,,1.0,70.0
2019-10-23,71,100.0,,1.0,71.0
2019-10-24,80,100.0,,1.0,80.0
2019-10-25,99,100.0,,1.0,99.0
2019-10-26,52,100.0,,1.0,52.0
2019-10-27,41,100.0,,1.0,41.0
2019-10-28,53,100.0,,1.0,53.0
2019-10-29,52,100.0,,1.0,52.0
2019-10-30,47,100.0,,1.0,47.0
2019-10-31,46,100.0,,1.0,46.0
2019-11-01,100,57.0,False,0.57,56.99999999999999
2019-11-02,68,57.0,,0.57,38.76
2019-11-03,67,57.0,,0.57,38.19
2019-11-04,92,57.0,,0.57,52.44
2019-11-05,89,57.0,,0.57,50.73
2019-11-06,91,57.0,,0.57,51.87
2019-11-07,87,57.0,,0.57,49.589999999999996
2019-11-08,96,57.0,,0.57,54.72
2019-11-09,69,57.0,,0.57,39.33
2019-11-10,61,57.0,,0.57,34.769999999999996
2019-11-11,84,57.0,,0.57,47.879999999999995
2019-11-12,90,57.0,,0.57,51.3
2019-11-13,91,57.0,,0.57,51.87
2019-11-14,86,57.0,,0.57,49.019999999999996
2019-11-15,85,57.0,,0.57,48.449999999999996
2019-11-16,71,57.0,,0.57,40.47
2019-11-17,64,57.0,,0.57,36.48
2019-11-18,89,57.0,,0.57,50.73
2019-11-19,94,57.0,,0.57,53.58
2019-11-20,94,57.0,,0.57,53.58
2019-11-21,90,57.0,,0.57,51.3
2019-11-22,93,57.0,,0.57,53.01
2019-11-23,73,57.0,,0.57,41.61
2019-11-24,61,57.0,,0.57,34.769999999999996
2019-11-25,87,57.0,,0.57,49.589999999999996
2019-11-26,90,57.0,,0.57,51.3
2019-11-27,89,57.0,,0.57,50.73
2019-11-28,58,57.0,,0.57,33.059999999999995
2019-11-29,67,57.0,,0.57,38.19
2019-11-30,59,57.0,,0.57,33.629999999999995
2019-12-01,68,53.0,False,0.53,36.04
2019-12-02,100,53.0,,0.53,53.0
2019-12-03,95,53.0,,0.53,50.35
2019-12-04,96,53.0,,0.53,50.88
2019-12-05,98,53.0,,0.53,51.940000000000005
2019-12-06,99,53.0,,0.53,52.470000000000006
2019-12-07,76,53.0,,0.53,40.28
2019-12-08,62,53.0,,0.53,32.86
2019-12-09,89,53.0,,0.53,47.17
2019-12-10,85,53.0,,0.53,45.050000000000004
2019-12-11,91,53.0,,0.53,48.230000000000004
2019-12-12,88,53.0,,0.53,46.64
2019-12-13,96,53.0,,0.53,50.88
2019-12-14,71,53.0,,0.53,37.63
2019-12-15,66,53.0,,0.53,34.980000000000004
2019-12-16,88,53.0,,0.53,46.64
2019-12-17,91,53.0,,0.53,48.230000000000004
2019-12-18,87,53.0,,0.53,46.11
2019-12-19,91,53.0,,0.53,48.230000000000004
2019-12-20,89,53.0,,0.53,47.17
2019-12-21,69,53.0,,0.53,36.57
2019-12-22,63,53.0,,0.53,33.39
2019-12-23,84,53.0,,0.53,44.52
2019-12-24,69,53.0,,0.53,36.57
2019-12-25,56,53.0,,0.53,29.68
2019-12-26,90,53.0,,0.53,47.7
2019-12-27,99,53.0,,0.53,52.470000000000006
2019-12-28,74,53.0,,0.53,39.22
2019-12-29,62,53.0,,0.53,32.86
2019-12-30,97,53.0,,0.53,51.410000000000004
2019-12-31,90,53.0,,0.53,47.7
2020-01-01,61,58.0,False,0.58,35.379999999999995
2020-01-02,87,58.0,,0.58,50.459999999999994
2020-01-03,90,58.0,,0.58,52.199999999999996
2020-01-04,76,58.0,,0.58,44.08
2020-01-05,59,58.0,,0.58,34.22
2020-01-06,85,58.0,,0.58,49.3
2020-01-07,89,58.0,,0.58,51.62
2020-01-08,87,58.0,,0.58,50.459999999999994
2020-01-09,89,58.0,,0.58,51.62
2020-01-10,89,58.0,,0.58,51.62
2020-01-11,71,58.0,,0.58,41.18
2020-01-12,67,58.0,,0.58,38.86
2020-01-13,100,58.0,,0.58,57.99999999999999
2020-01-14,92,58.0,,0.58,53.36
2020-01-15,93,58.0,,0.58,53.94
2020-01-16,90,58.0,,0.58,52.199999999999996
2020-01-17,82,58.0,,0.58,47.559999999999995
2020-01-18,78,58.0,,0.58,45.239999999999995
2020-01-19,63,58.0,,0.58,36.54
2020-01-20,81,58.0,,0.58,46.98
2020-01-21,86,58.0,,0.58,49.879999999999995
2020-01-22,92,58.0,,0.58,53.36
2020-01-23,87,58.0,,0.58,50.459999999999994
2020-01-24,88,58.0,,0.58,51.04
2020-01-25,70,58.0,,0.58,40.599999999999994
2020-01-26,57,58.0,,0.58,33.059999999999995
2020-01-27,85,58.0,,0.58,49.3
2020-01-28,91,58.0,,0.58,52.779999999999994
2020-01-29,90,58.0,,0.58,52.199999999999996
2020-01-30,89,58.0,,0.58,51.62
2020-01-31,97,58.0,,0.58,56.26
2020-02-01,65,61.0,False,0.61,39.65
2020-02-02,57,61.0,,0.61,34.769999999999996
2020-02-03,83,61.0,,0.61,50.629999999999995
2020-02-04,88,61.0,,0.61,53.68
2020-02-05,100,61.0,,0.61,61.0
2020-02-06,84,61.0,,0.61,51.24
2020-02-07,77,61.0,,0.61,46.97
2020-02-08,69,61.0,,0.61,42.089999999999996
2020-02-09,59,61.0,,0.61,35.99
2020-02-10,77,61.0,,0.61,46.97
2020-02-11,87,61.0,,0.61,53.07
2020-02-12,78,61.0,,0.61,47.58
2020-02-13,76,61.0,,0.61,46.36
2020-02-14,81,61.0,,0.61,49.41
2020-02-15,64,61.0,,0.61,39.04
2020-02-16,57,61.0,,0.61,34.769999999999996
2020-02-17,83,61.0,,0.61,50.629999999999995
2020-02-18,78,61.0,,0.61,47.58
2020-02-19,79,61.0,,0.61,48.19
2020-02-20,77,61.0,,0.61,46.97
2020-02-21,78,61.0,,0.61,47.58
2020-02-22,71,61.0,,0.61,43.31
2020-02-23,58,61.0,,0.61,35.38
2020-02-24,89,61.0,,0.61,54.29
2020-02-25,84,61.0,,0.61,51.24
2020-02-26,83,61.0,,0.61,50.629999999999995
2020-02-27,83,61.0,,0.61,50.629999999999995
2020-02-28,83,61.0,,0.61,50.629999999999995
2020-02-29,79,61.0,,0.61,48.19
2020-03-01,37,71.0,False,0.71,26.27
2020-03-02,54,71.0,,0.71,38.339999999999996
2020-03-03,50,71.0,,0.71,35.5
2020-03-04,54,71.0,,0.71,38.339999999999996
2020-03-05,59,71.0,,0.71,41.89
2020-03-06,54,71.0,,0.71,38.339999999999996
2020-03-07,44,71.0,,0.71,31.24
2020-03-08,37,71.0,,0.71,26.27
2020-03-09,57,71.0,,0.71,40.47
2020-03-10,53,71.0,,0.71,37.629999999999995
2020-03-11,51,71.0,,0.71,36.21
2020-03-12,48,71.0,,0.71,34.08
2020-03-13,55,71.0,,0.71,39.05
2020-03-14,39,71.0,,0.71,27.689999999999998
2020-03-15,34,71.0,,0.71,24.14
2020-03-16,55,71.0,,0.71,39.05
2020-03-17,70,71.0,,0.71,49.699999999999996
2020-03-18,100,71.0,,0.71,71.0
2020-03-19,76,71.0,,0.71,53.959999999999994
2020-03-20,65,71.0,,0.71,46.15
2020-03-21,53,71.0,,0.71,37.629999999999995
2020-03-22,47,71.0,,0.71,33.37
2020-03-23,61,71.0,,0.71,43.309999999999995
2020-03-24,62,71.0,,0.71,44.019999999999996
2020-03-25,65,71.0,,0.71,46.15
2020-03-26,62,71.0,,0.71,44.019999999999996
2020-03-27,96,71.0,,0.71,68.16
2020-03-28,79,71.0,,0.71,56.089999999999996
2020-03-29,50,71.0,,0.71,35.5
2020-03-30,64,71.0,,0.71,45.44
2020-03-31,58,71.0,,0.71,41.18
2020-04-01,94,62.0,False,0.62,58.28
2020-04-02,89,62.0,,0.62,55.18
2020-04-03,90,62.0,,0.62,55.8
2020-04-04,77,62.0,,0.62,47.74
2020-04-05,67,62.0,,0.62,41.54
2020-04-06,87,62.0,,0.62,53.94
2020-04-07,88,62.0,,0.62,54.56
2020-04-08,95,62.0,,0.62,58.9
2020-04-09,98,62.0,,0.62,60.76
2020-04-10,88,62.0,,0.62,54.56
2020-04-11,71,62.0,,0.62,44.02
2020-04-12,58,62.0,,0.62,35.96
2020-04-13,89,62.0,,0.62,55.18
2020-04-14,89,62.0,,0.62,55.18
2020-04-15,95,62.0,,0.62,58.9
2020-04-16,93,62.0,,0.62,57.66
2020-04-17,93,62.0,,0.62,57.66
2020-04-18,78,62.0,,0.62,48.36
2020-04-19,68,62.0,,0.62,42.16
2020-04-20,98,62.0,,0.62,60.76
2020-04-21,94,62.0,,0.62,58.28
2020-04-22,94,62.0,,0.62,58.28
2020-04-23,96,62.0,,0.62,59.519999999999996
2020-04-24,95,62.0,,0.62,58.9
2020-04-25,82,62.0,,0.62,50.839999999999996
2020-04-26,70,62.0,,0.62,43.4
2020-04-27,100,62.0,,0.62,62.0
2020-04-28,94,62.0,,0.62,58.28
2020-04-29,90,62.0,,0.62,55.8
2020-04-30,94,62.0,,0.62,58.28
2020-05-01,91,60.0,False,0.6,54.6
2020-05-02,75,60.0,,0.6,45.0
2020-05-03,65,60.0,,0.6,39.0
2020-05-04,92,60.0,,0.6,55.199999999999996
2020-05-05,92,60.0,,0.6,55.199999999999996
2020-05-06,96,60.0,,0.6,57.599999999999994
2020-05-07,88,60.0,,0.6,52.8
2020-05-08,92,60.0,,0.6,55.199999999999996
2020-05-09,71,60.0,,0.6,42.6
2020-05-10,61,60.0,,0.6,36.6
2020-05-11,97,60.0,,0.6,58.199999999999996
2020-05-12,84,60.0,,0.6,50.4
2020-05-13,89,60.0,,0.6,53.4
2020-05-14,89,60.0,,0.6,53.4
2020-05-15,95,60.0,,0.6,57.0
2020-05-16,72,60.0,,0.6,43.199999999999996
2020-05-17,70,60.0,,0.6,42.0
2020-05-18,100,60.0,,0.6,60.0
2020-05-19,93,60.0,,0.6,55.8
2020-05-20,91,60.0,,0.6,54.6
2020-05-21,85,60.0,,0.6,51.0
2020-05-22,87,60.0,,0.6,52.199999999999996
2020-05-23,71,60.0,,0.6,42.6
2020-05-24,64,60.0,,0.6,38.4
2020-05-25,69,60.0,,0.6,41.4
2020-05-26,96,60.0,,0.6,57.599999999999994
2020-05-27,92,60.0,,0.6,55.199999999999996
2020-05-28,91,60.0,,0.6,54.6
2020-05-29,86,60.0,,0.6,51.6
2020-05-30,71,60.0,,0.6,42.6
2020-05-31,55,60.0,,0.6,33.0
2020-06-01,93,62.0,False,0.62,57.66
2020-06-02,88,62.0,,0.62,54.56
2020-06-03,97,62.0,,0.62,60.14
2020-06-04,90,62.0,,0.62,55.8
2020-06-05,86,62.0,,0.62,53.32
2020-06-06,69,62.0,,0.62,42.78
2020-06-07,60,62.0,,0.62,37.2
2020-06-08,89,62.0,,0.62,55.18
2020-06-09,92,62.0,,0.62,57.04
2020-06-10,92,62.0,,0.62,57.04
2020-06-11,91,62.0,,0.62,56.42
2020-06-12,88,62.0,,0.62,54.56
2020-06-13,75,62.0,,0.62,46.5
2020-06-14,61,62.0,,0.62,37.82
2020-06-15,97,62.0,,0.62,60.14
2020-06-16,100,62.0,,0.62,62.0
2020-06-17,97,62.0,,0.62,60.14
2020-06-18,85,62.0,,0.62,52.7
2020-06-19,91,62.0,,0.62,56.42
2020-06-20,68,62.0,,0.62,42.16
2020-06-21,63,62.0,,0.62,39.06
2020-06-22,90,62.0,,0.62,55.8
2020-06-23,94,62.0,,0.62,58.28
2020-06-24,93,62.0,,0.62,57.66
2020-06-25,83,62.0,,0.62,51.46
2020-06-26,90,62.0,,0.62,55.8
2020-06-27,72,62.0,,0.62,44.64
2020-06-28,63,62.0,,0.62,39.06
2020-06-29,96,62.0,,0.62,59.519999999999996
2020-06-30,95,62.0,,0.62,58.9
2020-07-01,86,60.0,False,0.6,51.6
2020-07-02,83,60.0,,0.6,49.8
2020-07-03,62,60.0,,0.6,37.199999999999996
2020-07-04,56,60.0,,0.6,33.6
2020-07-05,60,60.0,,0.6,36.0
2020-07-06,93,60.0,,0.6,55.8
2020-07-07,80,60.0,,0.6,48.0
2020-07-08,82,60.0,,0.6,49.199999999999996
2020-07-09,90,60.0,,0.6,54.0
2020-07-10,84,60.0,,0.6,50.4
2020-07-11,71,60.0,,0.6,42.6
2020-07-12,57,60.0,,0.6,34.199999999999996
2020-07-13,89,60.0,,0.6,53.4
2020-07-14,89,60.0,,0.6,53.4
2020-07-15,92,60.0,,0.6,55.199999999999996
2020-07-16,90,60.0,,0.6,54.0
2020-07-17,88,60.0,,0.6,52.8
2020-07-18,68,60.0,,0.6,40.8
2020-07-19,60,60.0,,0.6,36.0
2020-07-20,87,60.0,,0.6,52.199999999999996
2020-07-21,91,60.0,,0.6,54.6
2020-07-22,81,60.0,,0.6,48.6
2020-07-23,92,60.0,,0.6,55.199999999999996
2020-07-24,82,60.0,,0.6,49.199999999999996
2020-07-25,64,60.0,,0.6,38.4
2020-07-26,63,60.0,,0.6,37.8
2020-07-27,85,60.0,,0.6,51.0
2020-07-28,84,60.0,,0.6,50.4
2020-07-29,100,60.0,,0.6,60.0
2020-07-30,93,60.0,,0.6,55.8
2020-07-31,86,60.0,,0.6,51.6
2020-08-01,74,64.0,False,0.64,47.36
2020-08-02,61,64.0,,0.64,39.04
2020-08-03,94,64.0,,0.64,60.160000000000004
2020-08-04,90,64.0,,0.64,57.6
2020-08-05,87,64.0,,0.64,55.68
2020-08-06,93,64.0,,0.64,59.52
2020-08-07,100,64.0,,0.64,64.0
2020-08-08,75,64.0,,0.64,48.0
2020-08-09,69,64.0,,0.64,44.160000000000004
2020-08-10,89,64.0,,0.64,56.96
2020-08-11,95,64.0,,0.64,60.800000000000004
2020-08-12,90,64.0,,0.64,57.6
2020-08-13,90,64.0,,0.64,57.6
2020-08-14,87,64.0,,0.64,55.68
2020-08-15,69,64.0,,0.64,44.160000000000004
2020-08-16,60,64.0,,0.64,38.4
2020-08-17,94,64.0,,0.64,60.160000000000004
2020-08-18,92,64.0,,0.64,58.88
2020-08-19,90,64.0,,0.64,57.6
2020-08-20,83,64.0,,0.64,53.120000000000005
2020-08-21,91,64.0,,0.64,58.24
2020-08-22,75,64.0,,0.64,48.0
2020-08-23,63,64.0,,0.64,40.32
2020-08-24,90,64.0,,0.64,57.6
2020-08-25,94,64.0,,0.64,60.160000000000004
2020-08-26,82,64.0,,0.64,52.480000000000004
2020-08-27,86,64.0,,0.64,55.04
2020-08-28,85,64.0,,0.64,54.4
2020-08-29,68,64.0,,0.64,43.52
2020-08-30,60,64.0,,0.64,38.4
2020-08-31,94,64.0,,0.64,60.160000000000004
2020-09-01,75,65.0,False,0.65,48.75
2020-09-02,75,65.0,,0.65,48.75
2020-09-03,73,65.0,,0.65,47.45
2020-09-04,73,65.0,,0.65,47.45
2020-09-05,57,65.0,,0.65,37.050000000000004
2020-09-06,52,65.0,,0.65,33.800000000000004
2020-09-07,62,65.0,,0.65,40.300000000000004
2020-09-08,100,65.0,,0.65,65.0
2020-09-09,88,65.0,,0.65,57.2
2020-09-10,75,65.0,,0.65,48.75
2020-09-11,78,65.0,,0.65,50.7
2020-09-12,61,65.0,,0.65,39.65
2020-09-13,58,65.0,,0.65,37.7
2020-09-14,81,65.0,,0.65,52.65
2020-09-15,81,65.0,,0.65,52.65
2020-09-16,75,65.0,,0.65,48.75
2020-09-17,73,65.0,,0.65,47.45
2020-09-18,72,65.0,,0.65,46.800000000000004
2020-09-19,53,65.0,,0.65,34.45
2020-09-20,48,65.0,,0.65,31.200000000000003
2020-09-21,76,65.0,,0.65,49.4
2020-09-22,70,65.0,,0.65,45.5
2020-09-23,76,65.0,,0.65,49.4
2020-09-24,69,65.0,,0.65,44.85
2020-09-25,70,65.0,,0.65,45.5
2020-09-26,52,65.0,,0.65,33.800000000000004
2020-09-27,47,65.0,,0.65,30.55
2020-09-28,68,65.0,,0.65,44.2
2020-09-29,74,65.0,,0.65,48.1
2020-09-30,74,65.0,,0.65,48.1
2020-10-01,76,62.0,False,0.62,47.12
2020-10-02,72,62.0,,0.62,44.64
2020-10-03,57,62.0,,0.62,35.339999999999996
2020-10-04,50,62.0,,0.62,31.0
2020-10-05,72,62.0,,0.62,44.64
2020-10-06,78,62.0,,0.62,48.36
2020-10-07,72,62.0,,0.62,44.64
2020-10-08,71,62.0,,0.62,44.02
2020-10-09,68,62.0,,0.62,42.16
2020-10-10,56,62.0,,0.62,34.72
2020-10-11,51,62.0,,0.62,31.62
2020-10-12,79,62.0,,0.62,48.98
2020-10-13,73,62.0,,0.62,45.26
2020-10-14,71,62.0,,0.62,44.02
2020-10-15,76,62.0,,0.62,47.12
2020-10-16,81,62.0,,0.62,50.22
2020-10-17,63,62.0,,0.62,39.06
2020-10-18,53,62.0,,0.62,32.86
2020-10-19,72,62.0,,0.62,44.64
2020-10-20,88,62.0,,0.62,54.56
2020-10-21,100,62.0,,0.62,62.0
2020-10-22,83,62.0,,0.62,51.46
2020-10-23,78,62.0,,0.62,48.36
2020-10-24,59,62.0,,0.62,36.58
2020-10-25,56,62.0,,0.62,34.72
2020-10-26,73,62.0,,0.62,45.26
2020-10-27,70,62.0,,0.62,43.4
2020-10-28,76,62.0,,0.62,47.12
2020-10-29,76,62.0,,0.62,47.12
2020-10-30,75,62.0,,0.62,46.5
2020-10-31,59,62.0,,0.62,36.58
2020-11-01,48,60.0,False,0.6,28.799999999999997
2020-11-02,72,60.0,,0.6,43.199999999999996
2020-11-03,60,60.0,,0.6,36.0
2020-11-04,39,60.0,,0.6,23.4
2020-11-05,55,60.0,,0.6,33.0
2020-11-06,56,60.0,,0.6,33.6
2020-11-07,44,60.0,,0.6,26.4
2020-11-08,47,60.0,,0.6,28.2
2020-11-09,75,60.0,,0.6,45.0
2020-11-10,78,60.0,,0.6,46.8
2020-11-11,70,60.0,,0.6,42.0
2020-11-12,67,60.0,,0.6,40.199999999999996
2020-11-13,77,60.0,,0.6,46.199999999999996
2020-11-14,70,60.0,,0.6,42.0
2020-11-15,48,60.0,,0.6,28.799999999999997
2020-11-16,76,60.0,,0.6,45.6
2020-11-17,78,60.0,,0.6,46.8
2020-11-18,76,60.0,,0.6,45.6
2020-11-19,78,60.0,,0.6,46.8
2020-11-20,74,60.0,,0.6,44.4
2020-11-21,65,60.0,,0.6,39.0
2020-11-22,52,60.0,,0.6,31.2
2020-11-23,93,60.0,,0.6,55.8
2020-11-24,100,60.0,,0.6,60.0
2020-11-25,73,60.0,,0.6,43.8
2020-11-26,48,60.0,,0.6,28.799999999999997
2020-11-27,63,60.0,,0.6,37.8
2020-11-28,56,60.0,,0.6,33.6
2020-11-29,56,60.0,,0.6,33.6
2020-11-30,86,60.0,,0.6,51.6
2020-12-01,98,56.0,False,0.56,54.88
2020-12-02,93,56.0,,0.56,52.080000000000005
2020-12-03,89,56.0,,0.56,49.84
2020-12-04,93,56.0,,0.56,52.080000000000005
2020-12-05,76,56.0,,0.56,42.56
2020-12-06,68,56.0,,0.56,38.080000000000005
2020-12-07,94,56.0,,0.56,52.64000000000001
2020-12-08,89,56.0,,0.56,49.84
2020-12-09,93,56.0,,0.56,52.080000000000005
2020-12-10,93,56.0,,0.56,52.080000000000005
2020-12-11,100,56.0,,0.56,56.00000000000001
2020-12-12,74,56.0,,0.56,41.440000000000005
2020-12-13,70,56.0,,0.56,39.2
2020-12-14,95,56.0,,0.56,53.2
2020-12-15,92,56.0,,0.56,51.52
2020-12-16,93,56.0,,0.56,52.080000000000005
2020-12-17,87,56.0,,0.56,48.720000000000006
2020-12-18,85,56.0,,0.56,47.6
2020-12-19,77,56.0,,0.56,43.120000000000005
2020-12-20,63,56.0,,0.56,35.28
2020-12-21,92,56.0,,0.56,51.52
2020-12-22,92,56.0,,0.56,51.52
2020-12-23,93,56.0,,0.56,52.080000000000005
2020-12-24,71,56.0,,0.56,39.760000000000005
2020-12-25,55,56.0,,0.56,30.800000000000004
2020-12-26,67,56.0,,0.56,37.52
2020-12-27,69,56.0,,0.56,38.64
2020-12-28,90,56.0,,0.56,50.400000000000006
2020-12-29,92,56.0,,0.56,51.52
2020-12-30,86,56.0,,0.56,48.160000000000004
2020-12-31,86,56.0,,0.56,48.160000000000004
2021-01-01,39,72.0,False,0.72,28.08
2021-01-02,45,72.0,,0.72,32.4
2021-01-03,42,72.0,,0.72,30.24
2021-01-04,61,72.0,,0.72,43.92
2021-01-05,61,72.0,,0.72,43.92
2021-01-06,58,72.0,,0.72,41.76
2021-01-07,57,72.0,,0.72,41.04
2021-01-08,68,72.0,,0.72,48.96
2021-01-09,62,72.0,,0.72,44.64
2021-01-10,54,72.0,,0.72,38.879999999999995
2021-01-11,74,72.0,,0.72,53.28
2021-01-12,78,72.0,,0.72,56.16
2021-01-13,92,72.0,,0.72,66.24
2021-01-14,78,72.0,,0.72,56.16
2021-01-15,75,72.0,,0.72,54.0
2021-01-16,55,72.0,,0.72,39.6
2021-01-17,47,72.0,,0.72,33.839999999999996
2021-01-18,60,72.0,,0.72,43.199999999999996
2021-01-19,100,72.0,,0.72,72.0
2021-01-20,82,72.0,,0.72,59.04
2021-01-21,76,72.0,,0.72,54.72
2021-01-22,70,72.0,,0.72,50.4
2021-01-23,54,72.0,,0.72,38.879999999999995
2021-01-24,47,72.0,,0.72,33.839999999999996
2021-01-25,74,72.0,,0.72,53.28
2021-01-26,74,72.0,,0.72,53.28
2021-01-27,76,72.0,,0.72,54.72
2021-01-28,81,72.0,,0.72,58.32
2021-01-29,86,72.0,,0.72,61.919999999999995
2021-01-30,61,72.0,,0.72,43.92
2021-01-31,54,72.0,,0.72,38.879999999999995
2021-02-01,70,69.0,False,0.69,48.3
2021-02-02,71,69.0,,0.69,48.989999999999995
2021-02-03,77,69.0,,0.69,53.129999999999995
2021-02-04,78,69.0,,0.69,53.81999999999999
2021-02-05,71,69.0,,0.69,48.989999999999995
2021-02-06,53,69.0,,0.69,36.57
2021-02-07,43,69.0,,0.69,29.669999999999998
2021-02-08,100,69.0,,0.69,69.0
2021-02-09,77,69.0,,0.69,53.129999999999995
2021-02-10,88,69.0,,0.69,60.72
2021-02-11,68,69.0,,0.69,46.919999999999995
2021-02-12,63,69.0,,0.69,43.47
2021-02-13,47,69.0,,0.69,32.43
2021-02-14,42,69.0,,0.69,28.979999999999997
2021-02-15,59,69.0,,0.69,40.709999999999994
2021-02-16,63,69.0,,0.69,43.47
2021-02-17,62,69.0,,0.69,42.779999999999994
2021-02-18,65,69.0,,0.69,44.849999999999994
2021-02-19,60,69.0,,0.69,41.4
2021-02-20,48,69.0,,0.69,33.12
2021-02-21,41,69.0,,0.69,28.29
2021-02-22,59,69.0,,0.69,40.709999999999994
2021-02-23,61,69.0,,0.69,42.089999999999996
2021-02-24,68,69.0,,0.69,46.919999999999995
2021-02-25,71,69.0,,0.69,48.989999999999995
2021-02-26,59,69.0,,0.69,40.709999999999994
2021-02-27,52,69.0,,0.69,35.879999999999995
2021-02-28,46,69.0,,0.69,31.74
2021-03-01,92,66.0,False,0.66,60.720000000000006
2021-03-02,95,66.0,,0.66,62.7
2021-03-03,94,66.0,,0.66,62.040000000000006
2021-03-04,91,66.0,,0.66,60.06
2021-03-05,90,66.0,,0.66,59.400000000000006
2021-03-06,72,66.0,,0.66,47.52
2021-03-07,63,66.0,,0.66,41.580000000000005
2021-03-08,94,66.0,,0.66,62.040000000000006
2021-03-09,94,66.0,,0.66,62.040000000000006
2021-03-10,95,66.0,,0.66,62.7
2021-03-11,91,66.0,,0.66,60.06
2021-03-12,100,66.0,,0.66,66.0
2021-03-13,67,66.0,,0.66,44.22
2021-03-14,58,66.0,,0.66,38.28
2021-03-15,91,66.0,,0.66,60.06
2021-03-16,96,66.0,,0.66,63.36
2021-03-17,92,66.0,,0.66,60.720000000000006
2021-03-18,99,66.0,,0.66,65.34
2021-03-19,92,66.0,,0.66,60.720000000000006
2021-03-20,70,66.0,,0.66,46.2
2021-03-21,66,66.0,,0.66,43.56
2021-03-22,91,66.0,,0.66,60.06
2021-03-23,93,66.0,,0.66,61.38
2021-03-24,97,66.0,,0.66,64.02
2021-03-25,88,66.0,,0.66,58.080000000000005
2021-03-26,88,66.0,,0.66,58.080000000000005
2021-03-27,70,66.0,,0.66,46.2
2021-03-28,65,66.0,,0.66,42.9
2021-03-29,93,66.0,,0.66,61.38
2021-03-30,89,66.0,,0.66,58.74
2021-03-31,88,66.0,,0.66,58.080000000000005
2021-04-01,95,61.0,False,0.61,57.949999999999996
2021-04-02,83,61.0,,0.61,50.629999999999995
2021-04-03,72,61.0,,0.61,43.92
2021-04-04,68,61.0,,0.61,41.48
2021-04-05,98,61.0,,0.61,59.78
2021-04-06,95,61.0,,0.61,57.949999999999996
2021-04-07,100,61.0,,0.61,61.0
2021-04-08,91,61.0,,0.61,55.51
2021-04-09,90,61.0,,0.61,54.9
2021-04-10,71,61.0,,0.61,43.31
2021-04-11,65,61.0,,0.61,39.65
2021-04-12,94,61.0,,0.61,57.339999999999996
2021-04-13,93,61.0,,0.61,56.73
2021-04-14,96,61.0,,0.61,58.56
2021-04-15,92,61.0,,0.61,56.12
2021-04-16,91,61.0,,0.61,55.51
