date,GPL_unscaled,GPL_monthly,isPartial,scale,GPL
2019-08-28,73,59.0,,0.59,43.07
2019-08-29,73,59.0,,0.59,43.07
2019-08-30,30,59.0,,0.59,17.7
2019-08-31,41,59.0,,0.59,24.189999999999998
2019-09-01,18,62.0,False,0.62,11.16
2019-09-02,38,62.0,,0.62,23.56
2019-09-03,48,62.0,,0.62,29.759999999999998
2019-09-04,37,62.0,,0.62,22.94
2019-09-05,100,62.0,,0.62,62.0
2019-09-06,44,62.0,,0.62,27.28
2019-09-07,53,62.0,,0.62,32.86
2019-09-08,26,62.0,,0.62,16.12
2019-09-09,52,62.0,,0.62,32.24
2019-09-10,66,62.0,,0.62,40.92
2019-09-11,48,62.0,,0.62,29.759999999999998
2019-09-12,33,62.0,,0.62,20.46
2019-09-13,33,62.0,,0.62,20.46
2019-09-14,63,62.0,,0.62,39.06
2019-09-15,21,62.0,,0.62,13.02
2019-09-16,29,62.0,,0.62,17.98
2019-09-17,44,62.0,,0.62,27.28
2019-09-18,48,62.0,,0.62,29.759999999999998
2019-09-19,37,62.0,,0.62,22.94
2019-09-20,34,62.0,,0.62,21.08
2019-09-21,22,62.0,,0.62,13.64
2019-09-22,17,62.0,,0.62,10.54
2019-09-23,47,62.0,,0.62,29.14
2019-09-24,44,62.0,,0.62,27.28
2019-09-25,45,62.0,,0.62,27.9
2019-09-26,49,62.0,,0.62,30.38
2019-09-27,46,62.0,,0.62,28.52
2019-09-28,23,62.0,,0.62,14.26
2019-09-29,27,62.0,,0.62,16.74
2019-09-30,38,62.0,,0.62,23.56
2019-10-01,85,50.0,False,0.5,42.5
2019-10-02,54,50.0,,0.5,27.0
2019-10-03,79,50.0,,0.5,39.5
2019-10-04,57,50.0,,0.5,28.5
2019-10-05,73,50.0,,0.5,36.5
2019-10-06,58,50.0,,0.5,29.0
2019-10-07,55,50.0,,0.5,27.5
2019-10-08,80,50.0,,0.5,40.0
2019-10-09,50,50.0,,0.5,25.0
2019-10-10,68,50.0,,0.5,34.0
2019-10-11,38,50.0,,0.5,19.0
2019-10-12,31,50.0,,0.5,15.5
2019-10-13,36,50.0,,0.5,18.0
2019-10-14,56,50.0,,0.5,28.0
2019-10-15,37,50.0,,0.5,18.5
2019-10-16,98,50.0,,0.5,49.0
2019-10-17,50,50.0,,0.5,25.0
2019-10-18,44,50.0,,0.5,22.0
2019-10-19,59,50.0,,0.5,29.5
2019-10-20,29,50.0,,0.5,14.5
2019-10-21,42,50.0,,0.5,21.0
2019-10-22,100,50.0,,0.5,50.0
2019-10-23,97,50.0,,0.5,48.5
2019-10-24,49,50.0,,0.5,24.5
2019-10-25,31,50.0,,0.5,15.5
2019-10-26,15,50.0,,0.5,7.5
2019-10-27,21,50.0,,0.5,10.5
2019-10-28,42,50.0,,0.5,21.0
2019-10-29,48,50.0,,0.5,24.0
2019-10-30,49,50.0,,0.5,24.5
2019-10-31,86,50.0,,0.5,43.0
2019-11-01,46,53.0,False,0.53,24.380000000000003
2019-11-02,68,53.0,,0.53,36.04
2019-11-03,59,53.0,,0.53,31.270000000000003
2019-11-04,44,53.0,,0.53,23.32
2019-11-05,63,53.0,,0.53,33.39
2019-11-06,62,53.0,,0.53,32.86
2019-11-07,100,53.0,,0.53,53.0
2019-11-08,32,53.0,,0.53,16.96
2019-11-09,66,53.0,,0.53,34.980000000000004
2019-11-10,51,53.0,,0.53,27.03
2019-11-11,68,53.0,,0.53,36.04
2019-11-12,78,53.0,,0.53,41.34
2019-11-13,79,53.0,,0.53,41.870000000000005
2019-11-14,55,53.0,,0.53,29.150000000000002
2019-11-15,85,53.0,,0.53,45.050000000000004
2019-11-16,50,53.0,,0.53,26.5
2019-11-17,51,53.0,,0.53,27.03
2019-11-18,79,53.0,,0.53,41.870000000000005
2019-11-19,74,53.0,,0.53,39.22
2019-11-20,75,53.0,,0.53,39.75
2019-11-21,50,53.0,,0.53,26.5
2019-11-22,44,53.0,,0.53,23.32
2019-11-23,100,53.0,,0.53,53.0
2019-11-24,57,53.0,,0.53,30.21
2019-11-25,44,53.0,,0.53,23.32
2019-11-26,52,53.0,,0.53,27.560000000000002
2019-11-27,54,53.0,,0.53,28.62
2019-11-28,22,53.0,,0.53,11.66
2019-11-29,55,53.0,,0.53,29.150000000000002
2019-11-30,42,53.0,,0.53,22.26
2019-12-01,56,53.0,False,0.53,29.68
2019-12-02,100,53.0,,0.53,53.0
2019-12-03,91,53.0,,0.53,48.230000000000004
2019-12-04,80,53.0,,0.53,42.400000000000006
2019-12-05,75,53.0,,0.53,39.75
2019-12-06,63,53.0,,0.53,33.39
2019-12-07,66,53.0,,0.53,34.980000000000004
2019-12-08,51,53.0,,0.53,27.03
2019-12-09,44,53.0,,0.53,23.32
2019-12-10,51,53.0,,0.53,27.03
2019-12-11,18,53.0,,0.53,9.540000000000001
2019-12-12,81,53.0,,0.53,42.93
2019-12-13,75,53.0,,0.53,39.75
2019-12-14,22,53.0,,0.53,11.66
2019-12-15,66,53.0,,0.53,34.980000000000004
2019-12-16,56,53.0,,0.53,29.68
2019-12-17,70,53.0,,0.53,37.1
2019-12-18,50,53.0,,0.53,26.5
2019-12-19,51,53.0,,0.53,27.03
2019-12-20,67,53.0,,0.53,35.510000000000005
2019-12-21,99,53.0,,0.53,52.470000000000006
2019-12-22,38,53.0,,0.53,20.14
2019-12-23,35,53.0,,0.53,18.55
2019-12-24,67,53.0,,0.53,35.510000000000005
2019-12-25,51,53.0,,0.53,27.03
2019-12-26,81,53.0,,0.53,42.93
2019-12-27,96,53.0,,0.53,50.88
2019-12-28,29,53.0,,0.53,15.370000000000001
2019-12-29,28,53.0,,0.53,14.84
2019-12-30,54,53.0,,0.53,28.62
2019-12-31,76,53.0,,0.53,40.28
2020-01-01,53,57.0,False,0.57,30.209999999999997
2020-01-02,46,57.0,,0.57,26.22
2020-01-03,62,57.0,,0.57,35.339999999999996
2020-01-04,56,57.0,,0.57,31.919999999999998
2020-01-05,25,57.0,,0.57,14.249999999999998
2020-01-06,77,57.0,,0.57,43.88999999999999
2020-01-07,39,57.0,,0.57,22.229999999999997
2020-01-08,60,57.0,,0.57,34.199999999999996
2020-01-09,99,57.0,,0.57,56.42999999999999
2020-01-10,65,57.0,,0.57,37.05
2020-01-11,31,57.0,,0.57,17.669999999999998
2020-01-12,25,57.0,,0.57,14.249999999999998
2020-01-13,60,57.0,,0.57,34.199999999999996
2020-01-14,71,57.0,,0.57,40.47
2020-01-15,52,57.0,,0.57,29.639999999999997
2020-01-16,69,57.0,,0.57,39.33
2020-01-17,71,57.0,,0.57,40.47
2020-01-18,19,57.0,,0.57,10.829999999999998
2020-01-19,55,57.0,,0.57,31.349999999999998
2020-01-20,62,57.0,,0.57,35.339999999999996
2020-01-21,22,57.0,,0.57,12.54
2020-01-22,60,57.0,,0.57,34.199999999999996
2020-01-23,60,57.0,,0.57,34.199999999999996
2020-01-24,98,57.0,,0.57,55.85999999999999
2020-01-25,100,57.0,,0.57,56.99999999999999
2020-01-26,29,57.0,,0.57,16.529999999999998
2020-01-27,51,57.0,,0.57,29.069999999999997
2020-01-28,59,57.0,,0.57,33.629999999999995
2020-01-29,38,57.0,,0.57,21.659999999999997
2020-01-30,38,57.0,,0.57,21.659999999999997
2020-01-31,94,57.0,,0.57,53.58
2020-02-01,0,61.0,False,0.61,0.0
2020-02-02,13,61.0,,0.61,7.93
2020-02-03,61,61.0,,0.61,37.21
2020-02-04,76,61.0,,0.61,46.36
2020-02-05,50,61.0,,0.61,30.5
2020-02-06,88,61.0,,0.61,53.68
2020-02-07,34,61.0,,0.61,20.74
2020-02-08,32,61.0,,0.61,19.52
2020-02-09,45,61.0,,0.61,27.45
2020-02-10,75,61.0,,0.61,45.75
2020-02-11,81,61.0,,0.61,49.41
2020-02-12,49,61.0,,0.61,29.89
2020-02-13,81,61.0,,0.61,49.41
2020-02-14,74,61.0,,0.61,45.14
2020-02-15,25,61.0,,0.61,15.25
2020-02-16,84,61.0,,0.61,51.24
2020-02-17,63,61.0,,0.61,38.43
2020-02-18,100,61.0,,0.61,61.0
2020-02-19,74,61.0,,0.61,45.14
2020-02-20,79,61.0,,0.61,48.19
2020-02-21,54,61.0,,0.61,32.94
2020-02-22,64,61.0,,0.61,39.04
2020-02-23,75,61.0,,0.61,45.75
2020-02-24,84,61.0,,0.61,51.24
2020-02-25,89,61.0,,0.61,54.29
2020-02-26,72,61.0,,0.61,43.92
2020-02-27,98,61.0,,0.61,59.78
2020-02-28,76,61.0,,0.61,46.36
2020-02-29,62,61.0,,0.61,37.82
2020-03-01,63,56.0,False,0.56,35.28
2020-03-02,58,56.0,,0.56,32.480000000000004
2020-03-03,82,56.0,,0.56,45.92
2020-03-04,75,56.0,,0.56,42.00000000000001
2020-03-05,54,56.0,,0.56,30.240000000000002
2020-03-06,24,56.0,,0.56,13.440000000000001
2020-03-07,17,56.0,,0.56,9.520000000000001
2020-03-08,52,56.0,,0.56,29.120000000000005
2020-03-09,86,56.0,,0.56,48.160000000000004
2020-03-10,52,56.0,,0.56,29.120000000000005
2020-03-11,52,56.0,,0.56,29.120000000000005
2020-03-12,74,56.0,,0.56,41.440000000000005
2020-03-13,53,56.0,,0.56,29.680000000000003
2020-03-14,53,56.0,,0.56,29.680000000000003
2020-03-15,39,56.0,,0.56,21.840000000000003
2020-03-16,53,56.0,,0.56,29.680000000000003
2020-03-17,100,56.0,,0.56,56.00000000000001
2020-03-18,68,56.0,,0.56,38.080000000000005
2020-03-19,48,56.0,,0.56,26.880000000000003
2020-03-20,24,56.0,,0.56,13.440000000000001
2020-03-21,22,56.0,,0.56,12.32
2020-03-22,49,56.0,,0.56,27.44
2020-03-23,71,56.0,,0.56,39.760000000000005
2020-03-24,38,56.0,,0.56,21.28
2020-03-25,72,56.0,,0.56,40.32000000000001
2020-03-26,48,56.0,,0.56,26.880000000000003
2020-03-27,32,56.0,,0.56,17.92
2020-03-28,52,56.0,,0.56,29.120000000000005
2020-03-29,42,56.0,,0.56,23.520000000000003
2020-03-30,54,56.0,,0.56,30.240000000000002
2020-03-31,68,56.0,,0.56,38.080000000000005
2020-04-01,55,60.0,False,0.6,33.0
2020-04-02,90,60.0,,0.6,54.0
2020-04-03,56,60.0,,0.6,33.6
2020-04-04,65,60.0,,0.6,39.0
2020-04-05,59,60.0,,0.6,35.4
2020-04-06,60,60.0,,0.6,36.0
2020-04-07,76,60.0,,0.6,45.6
2020-04-08,41,60.0,,0.6,24.599999999999998
2020-04-09,62,60.0,,0.6,37.199999999999996
2020-04-10,79,60.0,,0.6,47.4
2020-04-11,0,60.0,,0.6,0.0
2020-04-12,41,60.0,,0.6,24.599999999999998
2020-04-13,70,60.0,,0.6,42.0
2020-04-14,100,60.0,,0.6,60.0
2020-04-15,63,60.0,,0.6,37.8
2020-04-16,83,60.0,,0.6,49.8
2020-04-17,83,60.0,,0.6,49.8
2020-04-18,73,60.0,,0.6,43.8
2020-04-19,46,60.0,,0.6,27.599999999999998
2020-04-20,58,60.0,,0.6,34.8
2020-04-21,74,60.0,,0.6,44.4
2020-04-22,70,60.0,,0.6,42.0
2020-04-23,68,60.0,,0.6,40.8
2020-04-24,87,60.0,,0.6,52.199999999999996
2020-04-25,33,60.0,,0.6,19.8
2020-04-26,74,60.0,,0.6,44.4
2020-04-27,80,60.0,,0.6,48.0
2020-04-28,85,60.0,,0.6,51.0
2020-04-29,58,60.0,,0.6,34.8
2020-04-30,48,60.0,,0.6,28.799999999999997
2020-05-01,39,66.0,False,0.66,25.740000000000002
2020-05-02,33,66.0,,0.66,21.78
2020-05-03,46,66.0,,0.66,30.360000000000003
2020-05-04,80,66.0,,0.66,52.800000000000004
2020-05-05,66,66.0,,0.66,43.56
2020-05-06,76,66.0,,0.66,50.160000000000004
2020-05-07,77,66.0,,0.66,50.82
2020-05-08,70,66.0,,0.66,46.2
2020-05-09,60,66.0,,0.66,39.6
2020-05-10,63,66.0,,0.66,41.580000000000005
2020-05-11,73,66.0,,0.66,48.18
2020-05-12,100,66.0,,0.66,66.0
2020-05-13,91,66.0,,0.66,60.06
2020-05-14,53,66.0,,0.66,34.980000000000004
2020-05-15,93,66.0,,0.66,61.38
2020-05-16,67,66.0,,0.66,44.22
2020-05-17,78,66.0,,0.66,51.480000000000004
2020-05-18,68,66.0,,0.66,44.88
2020-05-19,58,66.0,,0.66,38.28
2020-05-20,73,66.0,,0.66,48.18
2020-05-21,85,66.0,,0.66,56.1
2020-05-22,60,66.0,,0.66,39.6
2020-05-23,34,66.0,,0.66,22.44
2020-05-24,42,66.0,,0.66,27.720000000000002
2020-05-25,34,66.0,,0.66,22.44
2020-05-26,80,66.0,,0.66,52.800000000000004
2020-05-27,93,66.0,,0.66,61.38
2020-05-28,73,66.0,,0.66,48.18
2020-05-29,80,66.0,,0.66,52.800000000000004
2020-05-30,46,66.0,,0.66,30.360000000000003
2020-05-31,70,66.0,,0.66,46.2
2020-06-01,58,78.0,False,0.78,45.24
2020-06-02,50,78.0,,0.78,39.0
2020-06-03,37,78.0,,0.78,28.86
2020-06-04,61,78.0,,0.78,47.58
2020-06-05,56,78.0,,0.78,43.68
2020-06-06,77,78.0,,0.78,60.06
2020-06-07,45,78.0,,0.78,35.1
2020-06-08,54,78.0,,0.78,42.120000000000005
2020-06-09,73,78.0,,0.78,56.940000000000005
2020-06-10,42,78.0,,0.78,32.76
2020-06-11,76,78.0,,0.78,59.28
2020-06-12,68,78.0,,0.78,53.04
2020-06-13,73,78.0,,0.78,56.940000000000005
2020-06-14,41,78.0,,0.78,31.98
2020-06-15,35,78.0,,0.78,27.3
2020-06-16,65,78.0,,0.78,50.7
2020-06-17,67,78.0,,0.78,52.260000000000005
2020-06-18,56,78.0,,0.78,43.68
2020-06-19,61,78.0,,0.78,47.58
2020-06-20,59,78.0,,0.78,46.02
2020-06-21,32,78.0,,0.78,24.96
2020-06-22,76,78.0,,0.78,59.28
2020-06-23,44,78.0,,0.78,34.32
2020-06-24,71,78.0,,0.78,55.38
2020-06-25,52,78.0,,0.78,40.56
2020-06-26,100,78.0,,0.78,78.0
2020-06-27,69,78.0,,0.78,53.82
2020-06-28,72,78.0,,0.78,56.160000000000004
2020-06-29,65,78.0,,0.78,50.7
2020-06-30,57,78.0,,0.78,44.46
2020-07-01,29,90.0,False,0.9,26.1
2020-07-02,44,90.0,,0.9,39.6
2020-07-03,54,90.0,,0.9,48.6
2020-07-04,47,90.0,,0.9,42.300000000000004
2020-07-05,40,90.0,,0.9,36.0
2020-07-06,55,90.0,,0.9,49.5
2020-07-07,67,90.0,,0.9,60.300000000000004
2020-07-08,27,90.0,,0.9,24.3
2020-07-09,38,90.0,,0.9,34.2
2020-07-10,43,90.0,,0.9,38.7
2020-07-11,50,90.0,,0.9,45.0
2020-07-12,27,90.0,,0.9,24.3
2020-07-13,59,90.0,,0.9,53.1
2020-07-14,52,90.0,,0.9,46.800000000000004
2020-07-15,53,90.0,,0.9,47.7
2020-07-16,71,90.0,,0.9,63.9
2020-07-17,77,90.0,,0.9,69.3
2020-07-18,56,90.0,,0.9,50.4
2020-07-19,34,90.0,,0.9,30.6
2020-07-20,73,90.0,,0.9,65.7
2020-07-21,69,90.0,,0.9,62.1
2020-07-22,100,90.0,,0.9,90.0
2020-07-23,65,90.0,,0.9,58.5
2020-07-24,86,90.0,,0.9,77.4
2020-07-25,59,90.0,,0.9,53.1
2020-07-26,49,90.0,,0.9,44.1
2020-07-27,48,90.0,,0.9,43.2
2020-07-28,58,90.0,,0.9,52.2
2020-07-29,64,90.0,,0.9,57.6
2020-07-30,56,90.0,,0.9,50.4
2020-07-31,53,90.0,,0.9,47.7
2020-08-01,43,100.0,False,1.0,43.0
2020-08-02,43,100.0,,1.0,43.0
2020-08-03,38,100.0,,1.0,38.0
2020-08-04,70,100.0,,1.0,70.0
2020-08-05,82,100.0,,1.0,82.0
2020-08-06,96,100.0,,1.0,96.0
2020-08-07,89,100.0,,1.0,89.0
2020-08-08,51,100.0,,1.0,51.0
2020-08-09,67,100.0,,1.0,67.0
2020-08-10,65,100.0,,1.0,65.0
2020-08-11,71,100.0,,1.0,71.0
2020-08-12,61,100.0,,1.0,61.0
2020-08-13,57,100.0,,1.0,57.0
2020-08-14,100,100.0,,1.0,100.0
2020-08-15,54,100.0,,1.0,54.0
2020-08-16,78,100.0,,1.0,78.0
2020-08-17,54,100.0,,1.0,54.0
2020-08-18,76,100.0,,1.0,76.0
2020-08-19,72,100.0,,1.0,72.0
2020-08-20,76,100.0,,1.0,76.0
2020-08-21,64,100.0,,1.0,64.0
2020-08-22,83,100.0,,1.0,83.0
2020-08-23,39,100.0,,1.0,39.0
2020-08-24,74,100.0,,1.0,74.0
2020-08-25,51,100.0,,1.0,51.0
2020-08-26,77,100.0,,1.0,77.0
2020-08-27,72,100.0,,1.0,72.0
2020-08-28,76,100.0,,1.0,76.0
2020-08-29,63,100.0,,1.0,63.0
2020-08-30,42,100.0,,1.0,42.0
2020-08-31,60,100.0,,1.0,60.0
2020-09-01,84,75.0,False,0.75,63.0
2020-09-02,56,75.0,,0.75,42.0
2020-09-03,63,75.0,,0.75,47.25
2020-09-04,79,75.0,,0.75,59.25
2020-09-05,35,75.0,,0.75,26.25
2020-09-06,45,75.0,,0.75,33.75
2020-09-07,100,75.0,,0.75,75.0
2020-09-08,88,75.0,,0.75,66.0
2020-09-09,60,75.0,,0.75,45.0
2020-09-10,39,75.0,,0.75,29.25
2020-09-11,48,75.0,,0.75,36.0
2020-09-12,43,75.0,,0.75,32.25
2020-09-13,43,75.0,,0.75,32.25
2020-09-14,72,75.0,,0.75,54.0
2020-09-15,95,75.0,,0.75,71.25
2020-09-16,76,75.0,,0.75,57.0
2020-09-17,74,75.0,,0.75,55.5
2020-09-18,69,75.0,,0.75,51.75
2020-09-19,44,75.0,,0.75,33.0
2020-09-20,43,75.0,,0.75,32.25
2020-09-21,51,75.0,,0.75,38.25
2020-09-22,59,75.0,,0.75,44.25
2020-09-23,56,75.0,,0.75,42.0
2020-09-24,63,75.0,,0.75,47.25
2020-09-25,58,75.0,,0.75,43.5
2020-09-26,52,75.0,,0.75,39.0
2020-09-27,25,75.0,,0.75,18.75
2020-09-28,95,75.0,,0.75,71.25
2020-09-29,81,75.0,,0.75,60.75
2020-09-30,48,75.0,,0.75,36.0
2020-10-01,67,79.0,False,0.79,52.93
2020-10-02,48,79.0,,0.79,37.92
2020-10-03,38,79.0,,0.79,30.020000000000003
2020-10-04,65,79.0,,0.79,51.35
2020-10-05,32,79.0,,0.79,25.28
2020-10-06,63,79.0,,0.79,49.77
2020-10-07,52,79.0,,0.79,41.08
2020-10-08,63,79.0,,0.79,49.77
2020-10-09,64,79.0,,0.79,50.56
2020-10-10,70,79.0,,0.79,55.300000000000004
2020-10-11,40,79.0,,0.79,31.6
2020-10-12,31,79.0,,0.79,24.490000000000002
2020-10-13,54,79.0,,0.79,42.660000000000004
2020-10-14,77,79.0,,0.79,60.830000000000005
2020-10-15,53,79.0,,0.79,41.870000000000005
2020-10-16,46,79.0,,0.79,36.34
2020-10-17,56,79.0,,0.79,44.24
2020-10-18,35,79.0,,0.79,27.650000000000002
2020-10-19,72,79.0,,0.79,56.88
2020-10-20,64,79.0,,0.79,50.56
2020-10-21,100,79.0,,0.79,79.0
2020-10-22,45,79.0,,0.79,35.550000000000004
2020-10-23,33,79.0,,0.79,26.07
2020-10-24,46,79.0,,0.79,36.34
2020-10-25,70,79.0,,0.79,55.300000000000004
2020-10-26,93,79.0,,0.79,73.47
2020-10-27,63,79.0,,0.79,49.77
2020-10-28,98,79.0,,0.79,77.42
2020-10-29,71,79.0,,0.79,56.09
2020-10-30,65,79.0,,0.79,51.35
2020-10-31,47,79.0,,0.79,37.13
2020-11-01,41,65.0,False,0.65,26.650000000000002
2020-11-02,53,65.0,,0.65,34.45
2020-11-03,51,65.0,,0.65,33.15
2020-11-04,53,65.0,,0.65,34.45
2020-11-05,43,65.0,,0.65,27.95
2020-11-06,72,65.0,,0.65,46.800000000000004
2020-11-07,50,65.0,,0.65,32.5
2020-11-08,92,65.0,,0.65,59.800000000000004
2020-11-09,57,65.0,,0.65,37.050000000000004
2020-11-10,56,65.0,,0.65,36.4
2020-11-11,33,65.0,,0.65,21.45
2020-11-12,88,65.0,,0.65,57.2
2020-11-13,63,65.0,,0.65,40.95
2020-11-14,72,65.0,,0.65,46.800000000000004
2020-11-15,32,65.0,,0.65,20.8
2020-11-16,57,65.0,,0.65,37.050000000000004
2020-11-17,74,65.0,,0.65,48.1
2020-11-18,100,65.0,,0.65,65.0
2020-11-19,29,65.0,,0.65,18.85
2020-11-20,78,65.0,,0.65,50.7
2020-11-21,78,65.0,,0.65,50.7
2020-11-22,70,65.0,,0.65,45.5
2020-11-23,71,65.0,,0.65,46.15
2020-11-24,78,65.0,,0.65,50.7
2020-11-25,91,65.0,,0.65,59.15
2020-11-26,63,65.0,,0.65,40.95
2020-11-27,80,65.0,,0.65,52.0
2020-11-28,100,65.0,,0.65,65.0
2020-11-29,50,65.0,,0.65,32.5
2020-11-30,76,65.0,,0.65,49.4
2020-12-01,61,71.0,False,0.71,43.309999999999995
2020-12-02,50,71.0,,0.71,35.5
2020-12-03,46,71.0,,0.71,32.66
2020-12-04,55,71.0,,0.71,39.05
2020-12-05,26,71.0,,0.71,18.46
2020-12-06,30,71.0,,0.71,21.299999999999997
2020-12-07,54,71.0,,0.71,38.339999999999996
2020-12-08,62,71.0,,0.71,44.019999999999996
2020-12-09,55,71.0,,0.71,39.05
2020-12-10,39,71.0,,0.71,27.689999999999998
2020-12-11,47,71.0,,0.71,33.37
2020-12-12,47,71.0,,0.71,33.37
2020-12-13,38,71.0,,0.71,26.979999999999997
2020-12-14,100,71.0,,0.71,71.0
2020-12-15,27,71.0,,0.71,19.169999999999998
2020-12-16,71,71.0,,0.71,50.41
2020-12-17,31,71.0,,0.71,22.009999999999998
2020-12-18,61,71.0,,0.71,43.309999999999995
2020-12-19,31,71.0,,0.71,22.009999999999998
2020-12-20,36,71.0,,0.71,25.56
2020-12-21,24,71.0,,0.71,17.04
2020-12-22,58,71.0,,0.71,41.18
2020-12-23,55,71.0,,0.71,39.05
2020-12-24,35,71.0,,0.71,24.849999999999998
2020-12-25,49,71.0,,0.71,34.79
2020-12-26,42,71.0,,0.71,29.82
2020-12-27,34,71.0,,0.71,24.14
2020-12-28,52,71.0,,0.71,36.92
2020-12-29,48,71.0,,0.71,34.08
2020-12-30,60,71.0,,0.71,42.599999999999994
2020-12-31,53,71.0,,0.71,37.629999999999995
2021-01-01,54,69.0,False,0.69,37.26
2021-01-02,79,69.0,,0.69,54.51
2021-01-03,26,69.0,,0.69,17.939999999999998
2021-01-04,46,69.0,,0.69,31.74
2021-01-05,61,69.0,,0.69,42.089999999999996
2021-01-06,46,69.0,,0.69,31.74
2021-01-07,37,69.0,,0.69,25.529999999999998
2021-01-08,80,69.0,,0.69,55.199999999999996
2021-01-09,51,69.0,,0.69,35.19
2021-01-10,51,69.0,,0.69,35.19
2021-01-11,28,69.0,,0.69,19.32
2021-01-12,89,69.0,,0.69,61.41
2021-01-13,72,69.0,,0.69,49.67999999999999
2021-01-14,34,69.0,,0.69,23.459999999999997
2021-01-15,57,69.0,,0.69,39.33
2021-01-16,36,69.0,,0.69,24.839999999999996
2021-01-17,51,69.0,,0.69,35.19
2021-01-18,25,69.0,,0.69,17.25
2021-01-19,81,69.0,,0.69,55.88999999999999
2021-01-20,65,69.0,,0.69,44.849999999999994
2021-01-21,52,69.0,,0.69,35.879999999999995
2021-01-22,100,69.0,,0.69,69.0
2021-01-23,57,69.0,,0.69,39.33
2021-01-24,67,69.0,,0.69,46.23
2021-01-25,75,69.0,,0.69,51.74999999999999
2021-01-26,66,69.0,,0.69,45.54
2021-01-27,51,69.0,,0.69,35.19
2021-01-28,56,69.0,,0.69,38.64
2021-01-29,66,69.0,,0.69,45.54
2021-01-30,64,69.0,,0.69,44.16
2021-01-31,74,69.0,,0.69,51.059999999999995
2021-02-01,60,94.0,False,0.94,56.4
2021-02-02,54,94.0,,0.94,50.76
2021-02-03,64,94.0,,0.94,60.16
2021-02-04,27,94.0,,0.94,25.38
2021-02-05,31,94.0,,0.94,29.139999999999997
2021-02-06,34,94.0,,0.94,31.959999999999997
2021-02-07,23,94.0,,0.94,21.619999999999997
2021-02-08,15,94.0,,0.94,14.1
2021-02-09,75,94.0,,0.94,70.5
2021-02-10,73,94.0,,0.94,68.61999999999999
2021-02-11,100,94.0,,0.94,94.0
2021-02-12,44,94.0,,0.94,41.36
2021-02-13,40,94.0,,0.94,37.599999999999994
2021-02-14,37,94.0,,0.94,34.78
2021-02-15,45,94.0,,0.94,42.3
2021-02-16,66,94.0,,0.94,62.04
2021-02-17,71,94.0,,0.94,66.74
2021-02-18,52,94.0,,0.94,48.879999999999995
2021-02-19,59,94.0,,0.94,55.459999999999994
2021-02-20,49,94.0,,0.94,46.059999999999995
2021-02-21,56,94.0,,0.94,52.64
2021-02-22,60,94.0,,0.94,56.4
2021-02-23,50,94.0,,0.94,47.0
2021-02-24,27,94.0,,0.94,25.38
2021-02-25,68,94.0,,0.94,63.919999999999995
2021-02-26,59,94.0,,0.94,55.459999999999994
2021-02-27,28,94.0,,0.94,26.32
2021-02-28,17,94.0,,0.94,15.979999999999999
2021-03-01,77,77.0,False,0.77,59.29
2021-03-02,72,77.0,,0.77,55.44
2021-03-03,66,77.0,,0.77,50.82
2021-03-04,72,77.0,,0.77,55.44
2021-03-05,79,77.0,,0.77,60.83
2021-03-06,70,77.0,,0.77,53.9
2021-03-07,64,77.0,,0.77,49.28
2021-03-08,52,77.0,,0.77,40.04
2021-03-09,51,77.0,,0.77,39.27
2021-03-10,55,77.0,,0.77,42.35
2021-03-11,93,77.0,,0.77,71.61
2021-03-12,58,77.0,,0.77,44.660000000000004
2021-03-13,61,77.0,,0.77,46.97
2021-03-14,33,77.0,,0.77,25.41
2021-03-15,89,77.0,,0.77,68.53
2021-03-16,65,77.0,,0.77,50.050000000000004
2021-03-17,70,77.0,,0.77,53.9
2021-03-18,70,77.0,,0.77,53.9
2021-03-19,56,77.0,,0.77,43.120000000000005
2021-03-20,45,77.0,,0.77,34.65
2021-03-21,52,77.0,,0.77,40.04
2021-03-22,66,77.0,,0.77,50.82
2021-03-23,97,77.0,,0.77,74.69
2021-03-24,94,77.0,,0.77,72.38
2021-03-25,82,77.0,,0.77,63.14
2021-03-26,74,77.0,,0.77,56.980000000000004
2021-03-27,100,77.0,,0.77,77.0
2021-03-28,80,77.0,,0.77,61.6
2021-03-29,93,77.0,,0.77,71.61
2021-03-30,47,77.0,,0.77,36.19
2021-03-31,65,77.0,,0.77,50.050000000000004
2021-04-01,72,78.0,False,0.78,56.160000000000004
2021-04-02,53,78.0,,0.78,41.34
2021-04-03,43,78.0,,0.78,33.54
2021-04-04,20,78.0,,0.78,15.600000000000001
2021-04-05,61,78.0,,0.78,47.58
2021-04-06,45,78.0,,0.78,35.1
2021-04-07,50,78.0,,0.78,39.0
2021-04-08,66,78.0,,0.78,51.480000000000004
2021-04-09,70,78.0,,0.78,54.6
2021-04-10,47,78.0,,0.78,36.660000000000004
2021-04-11,28,78.0,,0.78,21.84
2021-04-12,67,78.0,,0.78,52.260000000000005
2021-04-13,54,78.0,,0.78,42.120000000000005
2021-04-14,70,78.0,,0.78,54.6
2021-04-15,100,78.0,,0.78,78.0
2021-04-16,51,78.0,,0.78,39.78
2021-04-17,53,78.0,,0.78,41.34
2021-04-18,62,78.0,,0.78,48.36
2021-04-19,79,78.0,,0.78,61.620000000000005
2021-04-20,49,78.0,,0.78,38.22
2021-04-21,37,78.0,,0.78,28.86
2021-04-22,60,78.0,,0.78,46.800000000000004
