date,ZM_unscaled,ZM_monthly,isPartial,scale,ZM
2017-12-30,20,3.0,,0.03,0.6
2017-12-31,50,3.0,,0.03,1.5
2018-01-01,20,4.0,False,0.04,0.8
2018-01-02,9,4.0,,0.04,0.36
2018-01-03,35,4.0,,0.04,1.4000000000000001
2018-01-04,26,4.0,,0.04,1.04
2018-01-05,53,4.0,,0.04,2.12
2018-01-06,40,4.0,,0.04,1.6
2018-01-07,39,4.0,,0.04,1.56
2018-01-08,66,4.0,,0.04,2.64
2018-01-09,42,4.0,,0.04,1.68
2018-01-10,51,4.0,,0.04,2.04
2018-01-11,84,4.0,,0.04,3.36
2018-01-12,94,4.0,,0.04,3.7600000000000002
2018-01-13,40,4.0,,0.04,1.6
2018-01-14,59,4.0,,0.04,2.36
2018-01-15,44,4.0,,0.04,1.76
2018-01-16,42,4.0,,0.04,1.68
2018-01-17,75,4.0,,0.04,3.0
2018-01-18,59,4.0,,0.04,2.36
2018-01-19,69,4.0,,0.04,2.7600000000000002
2018-01-20,100,4.0,,0.04,4.0
2018-01-21,10,4.0,,0.04,0.4
2018-01-22,57,4.0,,0.04,2.2800000000000002
2018-01-23,58,4.0,,0.04,2.32
2018-01-24,84,4.0,,0.04,3.36
2018-01-25,75,4.0,,0.04,3.0
2018-01-26,77,4.0,,0.04,3.08
2018-01-27,70,4.0,,0.04,2.8000000000000003
2018-01-28,60,4.0,,0.04,2.4
2018-01-29,57,4.0,,0.04,2.2800000000000002
2018-01-30,41,4.0,,0.04,1.6400000000000001
2018-01-31,42,4.0,,0.04,1.68
2018-02-01,37,4.0,False,0.04,1.48
2018-02-02,46,4.0,,0.04,1.84
2018-02-03,80,4.0,,0.04,3.2
2018-02-04,26,4.0,,0.04,1.04
2018-02-05,22,4.0,,0.04,0.88
2018-02-06,30,4.0,,0.04,1.2
2018-02-07,58,4.0,,0.04,2.32
2018-02-08,15,4.0,,0.04,0.6
2018-02-09,53,4.0,,0.04,2.12
2018-02-10,26,4.0,,0.04,1.04
2018-02-11,35,4.0,,0.04,1.4000000000000001
2018-02-12,66,4.0,,0.04,2.64
2018-02-13,74,4.0,,0.04,2.96
2018-02-14,52,4.0,,0.04,2.08
2018-02-15,61,4.0,,0.04,2.44
2018-02-16,61,4.0,,0.04,2.44
2018-02-17,100,4.0,,0.04,4.0
2018-02-18,35,4.0,,0.04,1.4000000000000001
2018-02-19,15,4.0,,0.04,0.6
2018-02-20,30,4.0,,0.04,1.2
2018-02-21,75,4.0,,0.04,3.0
2018-02-22,52,4.0,,0.04,2.08
2018-02-23,46,4.0,,0.04,1.84
2018-02-24,44,4.0,,0.04,1.76
2018-02-25,18,4.0,,0.04,0.72
2018-02-26,36,4.0,,0.04,1.44
2018-02-27,37,4.0,,0.04,1.48
2018-02-28,37,4.0,,0.04,1.48
2018-03-01,78,4.0,False,0.04,3.12
2018-03-02,41,4.0,,0.04,1.6400000000000001
2018-03-03,29,4.0,,0.04,1.16
2018-03-04,39,4.0,,0.04,1.56
2018-03-05,40,4.0,,0.04,1.6
2018-03-06,97,4.0,,0.04,3.88
2018-03-07,72,4.0,,0.04,2.88
2018-03-08,49,4.0,,0.04,1.96
2018-03-09,25,4.0,,0.04,1.0
2018-03-10,29,4.0,,0.04,1.16
2018-03-11,67,4.0,,0.04,2.68
2018-03-12,24,4.0,,0.04,0.96
2018-03-13,49,4.0,,0.04,1.96
2018-03-14,57,4.0,,0.04,2.2800000000000002
2018-03-15,17,4.0,,0.04,0.68
2018-03-16,67,4.0,,0.04,2.68
2018-03-17,29,4.0,,0.04,1.16
2018-03-18,20,4.0,,0.04,0.8
2018-03-19,49,4.0,,0.04,1.96
2018-03-20,80,4.0,,0.04,3.2
2018-03-21,33,4.0,,0.04,1.32
2018-03-22,100,4.0,,0.04,4.0
2018-03-23,43,4.0,,0.04,1.72
2018-03-24,40,4.0,,0.04,1.6
2018-03-25,50,4.0,,0.04,2.0
2018-03-26,25,4.0,,0.04,1.0
2018-03-27,33,4.0,,0.04,1.32
2018-03-28,59,4.0,,0.04,2.36
2018-03-29,35,4.0,,0.04,1.4000000000000001
2018-03-30,45,4.0,,0.04,1.8
2018-03-31,40,4.0,,0.04,1.6
2018-04-01,68,4.0,False,0.04,2.72
2018-04-02,72,4.0,,0.04,2.88
2018-04-03,69,4.0,,0.04,2.7600000000000002
2018-04-04,39,4.0,,0.04,1.56
2018-04-05,24,4.0,,0.04,0.96
2018-04-06,56,4.0,,0.04,2.24
2018-04-07,73,4.0,,0.04,2.92
2018-04-08,55,4.0,,0.04,2.2
2018-04-09,39,4.0,,0.04,1.56
2018-04-10,70,4.0,,0.04,2.8000000000000003
2018-04-11,61,4.0,,0.04,2.44
2018-04-12,39,4.0,,0.04,1.56
2018-04-13,40,4.0,,0.04,1.6
2018-04-14,28,4.0,,0.04,1.12
2018-04-15,55,4.0,,0.04,2.2
2018-04-16,61,4.0,,0.04,2.44
2018-04-17,100,4.0,,0.04,4.0
2018-04-18,31,4.0,,0.04,1.24
2018-04-19,47,4.0,,0.04,1.8800000000000001
2018-04-20,40,4.0,,0.04,1.6
2018-04-21,48,4.0,,0.04,1.92
2018-04-22,57,4.0,,0.04,2.2800000000000002
2018-04-23,45,4.0,,0.04,1.8
2018-04-24,84,4.0,,0.04,3.36
2018-04-25,38,4.0,,0.04,1.52
2018-04-26,46,4.0,,0.04,1.84
2018-04-27,71,4.0,,0.04,2.84
2018-04-28,29,4.0,,0.04,1.16
2018-04-29,28,4.0,,0.04,1.12
2018-04-30,8,4.0,,0.04,0.32
2018-05-01,95,3.0,False,0.03,2.85
2018-05-02,36,3.0,,0.03,1.08
2018-05-03,61,3.0,,0.03,1.8299999999999998
2018-05-04,100,3.0,,0.03,3.0
2018-05-05,75,3.0,,0.03,2.25
2018-05-06,30,3.0,,0.03,0.8999999999999999
2018-05-07,85,3.0,,0.03,2.55
2018-05-08,96,3.0,,0.03,2.88
2018-05-09,72,3.0,,0.03,2.16
2018-05-10,37,3.0,,0.03,1.1099999999999999
2018-05-11,89,3.0,,0.03,2.67
2018-05-12,90,3.0,,0.03,2.6999999999999997
2018-05-13,61,3.0,,0.03,1.8299999999999998
2018-05-14,63,3.0,,0.03,1.89
2018-05-15,48,3.0,,0.03,1.44
2018-05-16,72,3.0,,0.03,2.16
2018-05-17,49,3.0,,0.03,1.47
2018-05-18,77,3.0,,0.03,2.31
2018-05-19,74,3.0,,0.03,2.2199999999999998
2018-05-20,60,3.0,,0.03,1.7999999999999998
2018-05-21,74,3.0,,0.03,2.2199999999999998
2018-05-22,85,3.0,,0.03,2.55
2018-05-23,88,3.0,,0.03,2.6399999999999997
2018-05-24,39,3.0,,0.03,1.17
2018-05-25,67,3.0,,0.03,2.01
2018-05-26,62,3.0,,0.03,1.8599999999999999
2018-05-27,61,3.0,,0.03,1.8299999999999998
2018-05-28,73,3.0,,0.03,2.19
2018-05-29,75,3.0,,0.03,2.25
2018-05-30,98,3.0,,0.03,2.94
2018-05-31,76,3.0,,0.03,2.28
2018-06-01,35,4.0,False,0.04,1.4000000000000001
2018-06-02,14,4.0,,0.04,0.56
2018-06-03,28,4.0,,0.04,1.12
2018-06-04,45,4.0,,0.04,1.8
2018-06-05,46,4.0,,0.04,1.84
2018-06-06,17,4.0,,0.04,0.68
2018-06-07,12,4.0,,0.04,0.48
2018-06-08,24,4.0,,0.04,0.96
2018-06-09,20,4.0,,0.04,0.8
2018-06-10,20,4.0,,0.04,0.8
2018-06-11,45,4.0,,0.04,1.8
2018-06-12,16,4.0,,0.04,0.64
2018-06-13,22,4.0,,0.04,0.88
2018-06-14,46,4.0,,0.04,1.84
2018-06-15,30,4.0,,0.04,1.2
2018-06-16,21,4.0,,0.04,0.84
2018-06-17,14,4.0,,0.04,0.56
2018-06-18,23,4.0,,0.04,0.92
2018-06-19,34,4.0,,0.04,1.36
2018-06-20,53,4.0,,0.04,2.12
2018-06-21,47,4.0,,0.04,1.8800000000000001
2018-06-22,100,4.0,,0.04,4.0
2018-06-23,67,4.0,,0.04,2.68
2018-06-24,21,4.0,,0.04,0.84
2018-06-25,29,4.0,,0.04,1.16
2018-06-26,23,4.0,,0.04,0.92
2018-06-27,46,4.0,,0.04,1.84
2018-06-28,53,4.0,,0.04,2.12
2018-06-29,43,4.0,,0.04,1.72
2018-06-30,41,4.0,,0.04,1.6400000000000001
2018-07-01,100,3.0,False,0.03,3.0
2018-07-02,57,3.0,,0.03,1.71
2018-07-03,58,3.0,,0.03,1.74
2018-07-04,22,3.0,,0.03,0.6599999999999999
2018-07-05,51,3.0,,0.03,1.53
2018-07-06,48,3.0,,0.03,1.44
2018-07-07,33,3.0,,0.03,0.99
2018-07-08,55,3.0,,0.03,1.65
2018-07-09,19,3.0,,0.03,0.57
2018-07-10,74,3.0,,0.03,2.2199999999999998
2018-07-11,79,3.0,,0.03,2.37
2018-07-12,59,3.0,,0.03,1.77
2018-07-13,20,3.0,,0.03,0.6
2018-07-14,33,3.0,,0.03,0.99
2018-07-15,33,3.0,,0.03,0.99
2018-07-16,58,3.0,,0.03,1.74
2018-07-17,38,3.0,,0.03,1.14
2018-07-18,29,3.0,,0.03,0.87
2018-07-19,59,3.0,,0.03,1.77
2018-07-20,59,3.0,,0.03,1.77
2018-07-21,44,3.0,,0.03,1.3199999999999998
2018-07-22,66,3.0,,0.03,1.98
2018-07-23,38,3.0,,0.03,1.14
2018-07-24,85,3.0,,0.03,2.55
2018-07-25,65,3.0,,0.03,1.95
2018-07-26,68,3.0,,0.03,2.04
2018-07-27,30,3.0,,0.03,0.8999999999999999
2018-07-28,33,3.0,,0.03,0.99
2018-07-29,57,3.0,,0.03,1.71
2018-07-30,67,3.0,,0.03,2.01
2018-07-31,46,3.0,,0.03,1.38
2018-08-01,27,4.0,False,0.04,1.08
2018-08-02,71,4.0,,0.04,2.84
2018-08-03,14,4.0,,0.04,0.56
2018-08-04,47,4.0,,0.04,1.8800000000000001
2018-08-05,39,4.0,,0.04,1.56
2018-08-06,41,4.0,,0.04,1.6400000000000001
2018-08-07,20,4.0,,0.04,0.8
2018-08-08,27,4.0,,0.04,1.08
2018-08-09,60,4.0,,0.04,2.4
2018-08-10,27,4.0,,0.04,1.08
2018-08-11,100,4.0,,0.04,4.0
2018-08-12,23,4.0,,0.04,0.92
2018-08-13,61,4.0,,0.04,2.44
2018-08-14,60,4.0,,0.04,2.4
2018-08-15,47,4.0,,0.04,1.8800000000000001
2018-08-16,48,4.0,,0.04,1.92
2018-08-17,34,4.0,,0.04,1.36
2018-08-18,24,4.0,,0.04,0.96
2018-08-19,40,4.0,,0.04,1.6
2018-08-20,20,4.0,,0.04,0.8
2018-08-21,33,4.0,,0.04,1.32
2018-08-22,33,4.0,,0.04,1.32
2018-08-23,14,4.0,,0.04,0.56
2018-08-24,27,4.0,,0.04,1.08
2018-08-25,32,4.0,,0.04,1.28
2018-08-26,39,4.0,,0.04,1.56
2018-08-27,26,4.0,,0.04,1.04
2018-08-28,40,4.0,,0.04,1.6
2018-08-29,53,4.0,,0.04,2.12
2018-08-30,13,4.0,,0.04,0.52
2018-08-31,34,4.0,,0.04,1.36
2018-09-01,50,3.0,False,0.03,1.5
2018-09-02,20,3.0,,0.03,0.6
2018-09-03,10,3.0,,0.03,0.3
2018-09-04,76,3.0,,0.03,2.28
2018-09-05,100,3.0,,0.03,3.0
2018-09-06,41,3.0,,0.03,1.23
2018-09-07,75,3.0,,0.03,2.25
2018-09-08,89,3.0,,0.03,2.67
2018-09-09,38,3.0,,0.03,1.14
2018-09-10,66,3.0,,0.03,1.98
2018-09-11,25,3.0,,0.03,0.75
2018-09-12,67,3.0,,0.03,2.01
2018-09-13,17,3.0,,0.03,0.51
2018-09-14,34,3.0,,0.03,1.02
2018-09-15,60,3.0,,0.03,1.7999999999999998
2018-09-16,79,3.0,,0.03,2.37
2018-09-17,33,3.0,,0.03,0.99
2018-09-18,41,3.0,,0.03,1.23
2018-09-19,43,3.0,,0.03,1.29
2018-09-20,67,3.0,,0.03,2.01
2018-09-21,51,3.0,,0.03,1.53
2018-09-22,41,3.0,,0.03,1.23
2018-09-23,30,3.0,,0.03,0.8999999999999999
2018-09-24,42,3.0,,0.03,1.26
2018-09-25,25,3.0,,0.03,0.75
2018-09-26,57,3.0,,0.03,1.71
2018-09-27,17,3.0,,0.03,0.51
2018-09-28,34,3.0,,0.03,1.02
2018-09-29,61,3.0,,0.03,1.8299999999999998
2018-09-30,79,3.0,,0.03,2.37
2018-10-01,72,3.0,False,0.03,2.16
2018-10-02,29,3.0,,0.03,0.87
2018-10-03,100,3.0,,0.03,3.0
2018-10-04,37,3.0,,0.03,1.1099999999999999
2018-10-05,30,3.0,,0.03,0.8999999999999999
2018-10-06,35,3.0,,0.03,1.05
2018-10-07,51,3.0,,0.03,1.53
2018-10-08,22,3.0,,0.03,0.6599999999999999
2018-10-09,29,3.0,,0.03,0.87
2018-10-10,22,3.0,,0.03,0.6599999999999999
2018-10-11,45,3.0,,0.03,1.3499999999999999
2018-10-12,31,3.0,,0.03,0.9299999999999999
2018-10-13,27,3.0,,0.03,0.8099999999999999
2018-10-14,44,3.0,,0.03,1.3199999999999998
2018-10-15,44,3.0,,0.03,1.3199999999999998
2018-10-16,66,3.0,,0.03,1.98
2018-10-17,36,3.0,,0.03,1.08
2018-10-18,15,3.0,,0.03,0.44999999999999996
2018-10-19,39,3.0,,0.03,1.17
2018-10-20,17,3.0,,0.03,0.51
2018-10-21,35,3.0,,0.03,1.05
2018-10-22,44,3.0,,0.03,1.3199999999999998
2018-10-23,58,3.0,,0.03,1.74
2018-10-24,14,3.0,,0.03,0.42
2018-10-25,37,3.0,,0.03,1.1099999999999999
2018-10-26,46,3.0,,0.03,1.38
2018-10-27,27,3.0,,0.03,0.8099999999999999
2018-10-28,18,3.0,,0.03,0.54
2018-10-29,44,3.0,,0.03,1.3199999999999998
2018-10-30,30,3.0,,0.03,0.8999999999999999
2018-10-31,38,3.0,,0.03,1.14
2018-11-01,40,3.0,False,0.03,1.2
2018-11-02,57,3.0,,0.03,1.71
2018-11-03,68,3.0,,0.03,2.04
2018-11-04,32,3.0,,0.03,0.96
2018-11-05,17,3.0,,0.03,0.51
2018-11-06,74,3.0,,0.03,2.2199999999999998
2018-11-07,33,3.0,,0.03,0.99
2018-11-08,55,3.0,,0.03,1.65
2018-11-09,19,3.0,,0.03,0.57
2018-11-10,66,3.0,,0.03,1.98
2018-11-11,55,3.0,,0.03,1.65
2018-11-12,9,3.0,,0.03,0.27
2018-11-13,55,3.0,,0.03,1.65
2018-11-14,28,3.0,,0.03,0.84
2018-11-15,37,3.0,,0.03,1.1099999999999999
2018-11-16,19,3.0,,0.03,0.57
2018-11-17,68,3.0,,0.03,2.04
2018-11-18,78,3.0,,0.03,2.34
2018-11-19,29,3.0,,0.03,0.87
2018-11-20,58,3.0,,0.03,1.74
2018-11-21,31,3.0,,0.03,0.9299999999999999
2018-11-22,100,3.0,,0.03,3.0
2018-11-23,42,3.0,,0.03,1.26
2018-11-24,42,3.0,,0.03,1.26
2018-11-25,96,3.0,,0.03,2.88
2018-11-26,77,3.0,,0.03,2.31
2018-11-27,63,3.0,,0.03,1.89
2018-11-28,27,3.0,,0.03,0.8099999999999999
2018-11-29,46,3.0,,0.03,1.38
2018-11-30,27,3.0,,0.03,0.8099999999999999
2018-12-01,0,3.0,False,0.03,0.0
2018-12-02,83,3.0,,0.03,2.4899999999999998
2018-12-03,95,3.0,,0.03,2.85
2018-12-04,36,3.0,,0.03,1.08
2018-12-05,71,3.0,,0.03,2.13
2018-12-06,49,3.0,,0.03,1.47
2018-12-07,100,3.0,,0.03,3.0
2018-12-08,87,3.0,,0.03,2.61
2018-12-09,42,3.0,,0.03,1.26
2018-12-10,96,3.0,,0.03,2.88
2018-12-11,85,3.0,,0.03,2.55
2018-12-12,86,3.0,,0.03,2.58
2018-12-13,85,3.0,,0.03,2.55
2018-12-14,84,3.0,,0.03,2.52
2018-12-15,45,3.0,,0.03,1.3499999999999999
2018-12-16,0,3.0,,0.03,0.0
2018-12-17,45,3.0,,0.03,1.3499999999999999
2018-12-18,71,3.0,,0.03,2.13
2018-12-19,0,3.0,,0.03,0.0
2018-12-20,78,3.0,,0.03,2.34
2018-12-21,40,3.0,,0.03,1.2
2018-12-22,15,3.0,,0.03,0.44999999999999996
2018-12-23,46,3.0,,0.03,1.38
2018-12-24,90,3.0,,0.03,2.6999999999999997
2018-12-25,50,3.0,,0.03,1.5
2018-12-26,71,3.0,,0.03,2.13
2018-12-27,67,3.0,,0.03,2.01
2018-12-28,92,3.0,,0.03,2.76
2018-12-29,0,3.0,,0.03,0.0
2018-12-30,44,3.0,,0.03,1.3199999999999998
2018-12-31,13,3.0,,0.03,0.39
2019-01-01,29,3.0,False,0.03,0.87
2019-01-02,50,3.0,,0.03,1.5
2019-01-03,50,3.0,,0.03,1.5
2019-01-04,33,3.0,,0.03,0.99
2019-01-05,28,3.0,,0.03,0.84
2019-01-06,0,3.0,,0.03,0.0
2019-01-07,55,3.0,,0.03,1.65
2019-01-08,77,3.0,,0.03,2.31
2019-01-09,56,3.0,,0.03,1.68
2019-01-10,39,3.0,,0.03,1.17
2019-01-11,40,3.0,,0.03,1.2
2019-01-12,56,3.0,,0.03,1.68
2019-01-13,100,3.0,,0.03,3.0
2019-01-14,71,3.0,,0.03,2.13
2019-01-15,47,3.0,,0.03,1.41
2019-01-16,16,3.0,,0.03,0.48
2019-01-17,23,3.0,,0.03,0.69
2019-01-18,39,3.0,,0.03,1.17
2019-01-19,27,3.0,,0.03,0.8099999999999999
2019-01-20,35,3.0,,0.03,1.05
2019-01-21,40,3.0,,0.03,1.2
2019-01-22,23,3.0,,0.03,0.69
2019-01-23,38,3.0,,0.03,1.14
2019-01-24,31,3.0,,0.03,0.9299999999999999
2019-01-25,48,3.0,,0.03,1.44
2019-01-26,84,3.0,,0.03,2.52
2019-01-27,66,3.0,,0.03,1.98
2019-01-28,69,3.0,,0.03,2.07
2019-01-29,30,3.0,,0.03,0.8999999999999999
2019-01-30,23,3.0,,0.03,0.69
2019-01-31,77,3.0,,0.03,2.31
2019-02-01,49,4.0,False,0.04,1.96
2019-02-02,35,4.0,,0.04,1.4000000000000001
2019-02-03,81,4.0,,0.04,3.24
2019-02-04,67,4.0,,0.04,2.68
2019-02-05,80,4.0,,0.04,3.2
2019-02-06,29,4.0,,0.04,1.16
2019-02-07,58,4.0,,0.04,2.32
2019-02-08,100,4.0,,0.04,4.0
2019-02-09,59,4.0,,0.04,2.36
2019-02-10,46,4.0,,0.04,1.84
2019-02-11,66,4.0,,0.04,2.64
2019-02-12,88,4.0,,0.04,3.52
2019-02-13,59,4.0,,0.04,2.36
2019-02-14,69,4.0,,0.04,2.7600000000000002
2019-02-15,41,4.0,,0.04,1.6400000000000001
2019-02-16,83,4.0,,0.04,3.3200000000000003
2019-02-17,59,4.0,,0.04,2.36
2019-02-18,62,4.0,,0.04,2.48
2019-02-19,69,4.0,,0.04,2.7600000000000002
2019-02-20,69,4.0,,0.04,2.7600000000000002
2019-02-21,29,4.0,,0.04,1.16
2019-02-22,60,4.0,,0.04,2.4
2019-02-23,68,4.0,,0.04,2.72
2019-02-24,35,4.0,,0.04,1.4000000000000001
2019-02-25,57,4.0,,0.04,2.2800000000000002
2019-02-26,89,4.0,,0.04,3.56
2019-02-27,57,4.0,,0.04,2.2800000000000002
2019-02-28,69,4.0,,0.04,2.7600000000000002
2019-03-01,41,3.0,False,0.03,1.23
2019-03-02,32,3.0,,0.03,0.96
2019-03-03,24,3.0,,0.03,0.72
2019-03-04,56,3.0,,0.03,1.68
2019-03-05,21,3.0,,0.03,0.63
2019-03-06,40,3.0,,0.03,1.2
2019-03-07,56,3.0,,0.03,1.68
2019-03-08,29,3.0,,0.03,0.87
2019-03-09,42,3.0,,0.03,1.26
2019-03-10,25,3.0,,0.03,0.75
2019-03-11,21,3.0,,0.03,0.63
2019-03-12,35,3.0,,0.03,1.05
2019-03-13,56,3.0,,0.03,1.68
2019-03-14,56,3.0,,0.03,1.68
2019-03-15,42,3.0,,0.03,1.26
2019-03-16,33,3.0,,0.03,0.99
2019-03-17,17,3.0,,0.03,0.51
2019-03-18,29,3.0,,0.03,0.87
2019-03-19,21,3.0,,0.03,0.63
2019-03-20,36,3.0,,0.03,1.08
2019-03-21,29,3.0,,0.03,0.87
2019-03-22,72,3.0,,0.03,2.16
2019-03-23,8,3.0,,0.03,0.24
2019-03-24,24,3.0,,0.03,0.72
2019-03-25,57,3.0,,0.03,1.71
2019-03-26,50,3.0,,0.03,1.5
2019-03-27,58,3.0,,0.03,1.74
2019-03-28,100,3.0,,0.03,3.0
2019-03-29,29,3.0,,0.03,0.87
2019-03-30,17,3.0,,0.03,0.51
2019-03-31,33,3.0,,0.03,0.99
2019-04-01,2,26.0,False,0.26,0.52
2019-04-02,1,26.0,,0.26,0.26
2019-04-03,2,26.0,,0.26,0.52
2019-04-04,1,26.0,,0.26,0.26
2019-04-05,1,26.0,,0.26,0.26
2019-04-06,3,26.0,,0.26,0.78
2019-04-07,1,26.0,,0.26,0.26
2019-04-08,4,26.0,,0.26,1.04
2019-04-09,2,26.0,,0.26,0.52
2019-04-10,3,26.0,,0.26,0.78
2019-04-11,1,26.0,,0.26,0.26
2019-04-12,1,26.0,,0.26,0.26
2019-04-13,2,26.0,,0.26,0.52
2019-04-14,3,26.0,,0.26,0.78
2019-04-15,4,26.0,,0.26,1.04
2019-04-16,3,26.0,,0.26,0.78
2019-04-17,7,26.0,,0.26,1.82
2019-04-18,100,26.0,,0.26,26.0
2019-04-19,43,26.0,,0.26,11.18
2019-04-20,11,26.0,,0.26,2.8600000000000003
2019-04-21,7,26.0,,0.26,1.82
2019-04-22,36,26.0,,0.26,9.36
2019-04-23,28,26.0,,0.26,7.28
2019-04-24,20,26.0,,0.26,5.2
2019-04-25,19,26.0,,0.26,4.94
2019-04-26,14,26.0,,0.26,3.64
2019-04-27,5,26.0,,0.26,1.3
2019-04-28,1,26.0,,0.26,0.26
2019-04-29,13,26.0,,0.26,3.38
2019-04-30,13,26.0,,0.26,3.38
2019-05-01,85,21.0,False,0.21,17.849999999999998
2019-05-02,75,21.0,,0.21,15.75
2019-05-03,100,21.0,,0.21,21.0
2019-05-04,18,21.0,,0.21,3.78
2019-05-05,11,21.0,,0.21,2.31
2019-05-06,62,21.0,,0.21,13.02
2019-05-07,73,21.0,,0.21,15.33
2019-05-08,72,21.0,,0.21,15.12
2019-05-09,72,21.0,,0.21,15.12
2019-05-10,65,21.0,,0.21,13.65
2019-05-11,38,21.0,,0.21,7.9799999999999995
2019-05-12,19,21.0,,0.21,3.9899999999999998
2019-05-13,71,21.0,,0.21,14.91
2019-05-14,49,21.0,,0.21,10.29
2019-05-15,43,21.0,,0.21,9.03
2019-05-16,66,21.0,,0.21,13.86
2019-05-17,80,21.0,,0.21,16.8
2019-05-18,28,21.0,,0.21,5.88
2019-05-19,20,21.0,,0.21,4.2
2019-05-20,48,21.0,,0.21,10.08
2019-05-21,71,21.0,,0.21,14.91
2019-05-22,54,21.0,,0.21,11.34
2019-05-23,54,21.0,,0.21,11.34
2019-05-24,61,21.0,,0.21,12.809999999999999
2019-05-25,15,21.0,,0.21,3.15
2019-05-26,8,21.0,,0.21,1.68
2019-05-27,22,21.0,,0.21,4.62
2019-05-28,70,21.0,,0.21,14.7
2019-05-29,39,21.0,,0.21,8.19
2019-05-30,54,21.0,,0.21,11.34
2019-05-31,51,21.0,,0.21,10.709999999999999
2019-06-01,20,21.0,False,0.21,4.2
2019-06-02,10,21.0,,0.21,2.1
2019-06-03,37,21.0,,0.21,7.77
2019-06-04,42,21.0,,0.21,8.82
2019-06-05,33,21.0,,0.21,6.93
2019-06-06,88,21.0,,0.21,18.48
2019-06-07,100,21.0,,0.21,21.0
2019-06-08,23,21.0,,0.21,4.83
2019-06-09,9,21.0,,0.21,1.89
2019-06-10,67,21.0,,0.21,14.07
2019-06-11,71,21.0,,0.21,14.91
2019-06-12,62,21.0,,0.21,13.02
2019-06-13,61,21.0,,0.21,12.809999999999999
2019-06-14,52,21.0,,0.21,10.92
2019-06-15,7,21.0,,0.21,1.47
2019-06-16,16,21.0,,0.21,3.36
2019-06-17,33,21.0,,0.21,6.93
2019-06-18,45,21.0,,0.21,9.45
2019-06-19,36,21.0,,0.21,7.56
2019-06-20,59,21.0,,0.21,12.389999999999999
2019-06-21,57,21.0,,0.21,11.969999999999999
2019-06-22,19,21.0,,0.21,3.9899999999999998
2019-06-23,14,21.0,,0.21,2.94
2019-06-24,55,21.0,,0.21,11.549999999999999
2019-06-25,63,21.0,,0.21,13.229999999999999
2019-06-26,52,21.0,,0.21,10.92
2019-06-27,50,21.0,,0.21,10.5
2019-06-28,56,21.0,,0.21,11.76
2019-06-29,10,21.0,,0.21,2.1
2019-06-30,9,21.0,,0.21,1.89
2019-07-01,95,17.0,False,0.17,16.150000000000002
2019-07-02,80,17.0,,0.17,13.600000000000001
2019-07-03,100,17.0,,0.17,17.0
2019-07-04,40,17.0,,0.17,6.800000000000001
2019-07-05,86,17.0,,0.17,14.620000000000001
2019-07-06,24,17.0,,0.17,4.08
2019-07-07,21,17.0,,0.17,3.5700000000000003
2019-07-08,78,17.0,,0.17,13.260000000000002
2019-07-09,97,17.0,,0.17,16.490000000000002
2019-07-10,61,17.0,,0.17,10.370000000000001
2019-07-11,72,17.0,,0.17,12.24
2019-07-12,58,17.0,,0.17,9.860000000000001
2019-07-13,39,17.0,,0.17,6.630000000000001
2019-07-14,22,17.0,,0.17,3.74
2019-07-15,97,17.0,,0.17,16.490000000000002
2019-07-16,80,17.0,,0.17,13.600000000000001
2019-07-17,74,17.0,,0.17,12.58
2019-07-18,88,17.0,,0.17,14.96
2019-07-19,56,17.0,,0.17,9.520000000000001
2019-07-20,19,17.0,,0.17,3.2300000000000004
2019-07-21,11,17.0,,0.17,1.87
2019-07-22,55,17.0,,0.17,9.350000000000001
2019-07-23,68,17.0,,0.17,11.56
2019-07-24,76,17.0,,0.17,12.920000000000002
2019-07-25,83,17.0,,0.17,14.110000000000001
2019-07-26,70,17.0,,0.17,11.9
2019-07-27,28,17.0,,0.17,4.760000000000001
2019-07-28,23,17.0,,0.17,3.91
2019-07-29,68,17.0,,0.17,11.56
2019-07-30,97,17.0,,0.17,16.490000000000002
2019-07-31,66,17.0,,0.17,11.22
2019-08-01,89,12.0,False,0.12,10.68
2019-08-02,79,12.0,,0.12,9.48
2019-08-03,27,12.0,,0.12,3.2399999999999998
2019-08-04,27,12.0,,0.12,3.2399999999999998
2019-08-05,91,12.0,,0.12,10.92
2019-08-06,73,12.0,,0.12,8.76
2019-08-07,80,12.0,,0.12,9.6
2019-08-08,53,12.0,,0.12,6.359999999999999
2019-08-09,54,12.0,,0.12,6.4799999999999995
2019-08-10,33,12.0,,0.12,3.96
2019-08-11,13,12.0,,0.12,1.56
2019-08-12,46,12.0,,0.12,5.52
2019-08-13,95,12.0,,0.12,11.4
2019-08-14,64,12.0,,0.12,7.68
2019-08-15,65,12.0,,0.12,7.8
2019-08-16,88,12.0,,0.12,10.559999999999999
2019-08-17,17,12.0,,0.12,2.04
2019-08-18,20,12.0,,0.12,2.4
2019-08-19,33,12.0,,0.12,3.96
2019-08-20,58,12.0,,0.12,6.96
2019-08-21,100,12.0,,0.12,12.0
2019-08-22,73,12.0,,0.12,8.76
2019-08-23,53,12.0,,0.12,6.359999999999999
2019-08-24,16,12.0,,0.12,1.92
2019-08-25,33,12.0,,0.12,3.96
2019-08-26,60,12.0,,0.12,7.199999999999999
2019-08-27,70,12.0,,0.12,8.4
2019-08-28,60,12.0,,0.12,7.199999999999999
2019-08-29,74,12.0,,0.12,8.879999999999999
