date,ZM_unscaled,ZM_monthly,isPartial,scale,ZM
2019-08-30,51,12.0,,0.12,6.12
2019-08-31,19,12.0,,0.12,2.28
2019-09-01,10,14.0,False,0.14,1.4000000000000001
2019-09-02,11,14.0,,0.14,1.54
2019-09-03,34,14.0,,0.14,4.760000000000001
2019-09-04,39,14.0,,0.14,5.460000000000001
2019-09-05,100,14.0,,0.14,14.000000000000002
2019-09-06,63,14.0,,0.14,8.82
2019-09-07,22,14.0,,0.14,3.08
2019-09-08,14,14.0,,0.14,1.9600000000000002
2019-09-09,66,14.0,,0.14,9.24
2019-09-10,52,14.0,,0.14,7.280000000000001
2019-09-11,58,14.0,,0.14,8.120000000000001
2019-09-12,35,14.0,,0.14,4.9
2019-09-13,37,14.0,,0.14,5.180000000000001
2019-09-14,11,14.0,,0.14,1.54
2019-09-15,9,14.0,,0.14,1.2600000000000002
2019-09-16,19,14.0,,0.14,2.66
2019-09-17,52,14.0,,0.14,7.280000000000001
2019-09-18,36,14.0,,0.14,5.040000000000001
2019-09-19,30,14.0,,0.14,4.2
2019-09-20,27,14.0,,0.14,3.7800000000000002
2019-09-21,16,14.0,,0.14,2.24
2019-09-22,9,14.0,,0.14,1.2600000000000002
2019-09-23,23,14.0,,0.14,3.22
2019-09-24,32,14.0,,0.14,4.48
2019-09-25,28,14.0,,0.14,3.9200000000000004
2019-09-26,35,14.0,,0.14,4.9
2019-09-27,31,14.0,,0.14,4.340000000000001
2019-09-28,8,14.0,,0.14,1.12
2019-09-29,5,14.0,,0.14,0.7000000000000001
2019-09-30,39,14.0,,0.14,5.460000000000001
2019-10-01,54,11.0,False,0.11,5.94
2019-10-02,60,11.0,,0.11,6.6
2019-10-03,54,11.0,,0.11,5.94
2019-10-04,45,11.0,,0.11,4.95
2019-10-05,15,11.0,,0.11,1.65
2019-10-06,18,11.0,,0.11,1.98
2019-10-07,54,11.0,,0.11,5.94
2019-10-08,70,11.0,,0.11,7.7
2019-10-09,69,11.0,,0.11,7.59
2019-10-10,55,11.0,,0.11,6.05
2019-10-11,48,11.0,,0.11,5.28
2019-10-12,32,11.0,,0.11,3.52
2019-10-13,24,11.0,,0.11,2.64
2019-10-14,44,11.0,,0.11,4.84
2019-10-15,100,11.0,,0.11,11.0
2019-10-16,54,11.0,,0.11,5.94
2019-10-17,76,11.0,,0.11,8.36
2019-10-18,73,11.0,,0.11,8.03
2019-10-19,34,11.0,,0.11,3.74
2019-10-20,12,11.0,,0.11,1.32
2019-10-21,43,11.0,,0.11,4.73
2019-10-22,64,11.0,,0.11,7.04
2019-10-23,92,11.0,,0.11,10.12
2019-10-24,66,11.0,,0.11,7.26
2019-10-25,66,11.0,,0.11,7.26
2019-10-26,34,11.0,,0.11,3.74
2019-10-27,18,11.0,,0.11,1.98
2019-10-28,80,11.0,,0.11,8.8
2019-10-29,35,11.0,,0.11,3.85
2019-10-30,59,11.0,,0.11,6.49
2019-10-31,65,11.0,,0.11,7.15
2019-11-01,58,8.0,False,0.08,4.64
2019-11-02,62,8.0,,0.08,4.96
2019-11-03,37,8.0,,0.08,2.96
2019-11-04,81,8.0,,0.08,6.48
2019-11-05,70,8.0,,0.08,5.6000000000000005
2019-11-06,69,8.0,,0.08,5.5200000000000005
2019-11-07,94,8.0,,0.08,7.5200000000000005
2019-11-08,91,8.0,,0.08,7.28
2019-11-09,36,8.0,,0.08,2.88
2019-11-10,23,8.0,,0.08,1.84
2019-11-11,74,8.0,,0.08,5.92
2019-11-12,56,8.0,,0.08,4.48
2019-11-13,61,8.0,,0.08,4.88
2019-11-14,49,8.0,,0.08,3.92
2019-11-15,68,8.0,,0.08,5.44
2019-11-16,40,8.0,,0.08,3.2
2019-11-17,23,8.0,,0.08,1.84
2019-11-18,38,8.0,,0.08,3.04
2019-11-19,100,8.0,,0.08,8.0
2019-11-20,74,8.0,,0.08,5.92
2019-11-21,66,8.0,,0.08,5.28
2019-11-22,71,8.0,,0.08,5.68
2019-11-23,31,8.0,,0.08,2.48
2019-11-24,45,8.0,,0.08,3.6
2019-11-25,62,8.0,,0.08,4.96
2019-11-26,45,8.0,,0.08,3.6
2019-11-27,88,8.0,,0.08,7.04
2019-11-28,23,8.0,,0.08,1.84
2019-11-29,47,8.0,,0.08,3.7600000000000002
2019-11-30,22,8.0,,0.08,1.76
2019-12-01,27,10.0,False,0.1,2.7
2019-12-02,52,10.0,,0.1,5.2
2019-12-03,31,10.0,,0.1,3.1
2019-12-04,41,10.0,,0.1,4.1000000000000005
2019-12-05,76,10.0,,0.1,7.6000000000000005
2019-12-06,100,10.0,,0.1,10.0
2019-12-07,23,10.0,,0.1,2.3000000000000003
2019-12-08,30,10.0,,0.1,3.0
2019-12-09,62,10.0,,0.1,6.2
2019-12-10,30,10.0,,0.1,3.0
2019-12-11,43,10.0,,0.1,4.3
2019-12-12,42,10.0,,0.1,4.2
2019-12-13,48,10.0,,0.1,4.800000000000001
2019-12-14,14,10.0,,0.1,1.4000000000000001
2019-12-15,19,10.0,,0.1,1.9000000000000001
2019-12-16,46,10.0,,0.1,4.6000000000000005
2019-12-17,34,10.0,,0.1,3.4000000000000004
2019-12-18,36,10.0,,0.1,3.6
2019-12-19,27,10.0,,0.1,2.7
2019-12-20,40,10.0,,0.1,4.0
2019-12-21,27,10.0,,0.1,2.7
2019-12-22,7,10.0,,0.1,0.7000000000000001
2019-12-23,20,10.0,,0.1,2.0
2019-12-24,26,10.0,,0.1,2.6
2019-12-25,21,10.0,,0.1,2.1
2019-12-26,47,10.0,,0.1,4.7
2019-12-27,37,10.0,,0.1,3.7
2019-12-28,23,10.0,,0.1,2.3000000000000003
2019-12-29,14,10.0,,0.1,1.4000000000000001
2019-12-30,35,10.0,,0.1,3.5
2019-12-31,42,10.0,,0.1,4.2
2020-01-01,12,10.0,False,0.1,1.2000000000000002
2020-01-02,51,10.0,,0.1,5.1000000000000005
2020-01-03,46,10.0,,0.1,4.6000000000000005
2020-01-04,11,10.0,,0.1,1.1
2020-01-05,33,10.0,,0.1,3.3000000000000003
2020-01-06,68,10.0,,0.1,6.800000000000001
2020-01-07,78,10.0,,0.1,7.800000000000001
2020-01-08,100,10.0,,0.1,10.0
2020-01-09,94,10.0,,0.1,9.4
2020-01-10,58,10.0,,0.1,5.800000000000001
2020-01-11,44,10.0,,0.1,4.4
2020-01-12,29,10.0,,0.1,2.9000000000000004
2020-01-13,62,10.0,,0.1,6.2
2020-01-14,55,10.0,,0.1,5.5
2020-01-15,80,10.0,,0.1,8.0
2020-01-16,94,10.0,,0.1,9.4
2020-01-17,61,10.0,,0.1,6.1000000000000005
2020-01-18,49,10.0,,0.1,4.9
2020-01-19,18,10.0,,0.1,1.8
2020-01-20,33,10.0,,0.1,3.3000000000000003
2020-01-21,63,10.0,,0.1,6.300000000000001
2020-01-22,73,10.0,,0.1,7.300000000000001
2020-01-23,73,10.0,,0.1,7.300000000000001
2020-01-24,70,10.0,,0.1,7.0
2020-01-25,29,10.0,,0.1,2.9000000000000004
2020-01-26,20,10.0,,0.1,2.0
2020-01-27,51,10.0,,0.1,5.1000000000000005
2020-01-28,44,10.0,,0.1,4.4
2020-01-29,76,10.0,,0.1,7.6000000000000005
2020-01-30,51,10.0,,0.1,5.1000000000000005
2020-01-31,81,10.0,,0.1,8.1
2020-02-01,8,23.0,False,0.23,1.84
2020-02-02,5,23.0,,0.23,1.1500000000000001
2020-02-03,41,23.0,,0.23,9.43
2020-02-04,36,23.0,,0.23,8.280000000000001
2020-02-05,28,23.0,,0.23,6.44
2020-02-06,27,23.0,,0.23,6.21
2020-02-07,20,23.0,,0.23,4.6000000000000005
2020-02-08,10,23.0,,0.23,2.3000000000000003
2020-02-09,7,23.0,,0.23,1.61
2020-02-10,28,23.0,,0.23,6.44
2020-02-11,20,23.0,,0.23,4.6000000000000005
2020-02-12,16,23.0,,0.23,3.68
2020-02-13,28,23.0,,0.23,6.44
2020-02-14,35,23.0,,0.23,8.05
2020-02-15,14,23.0,,0.23,3.22
2020-02-16,8,23.0,,0.23,1.84
2020-02-17,7,23.0,,0.23,1.61
2020-02-18,31,23.0,,0.23,7.13
2020-02-19,56,23.0,,0.23,12.88
2020-02-20,44,23.0,,0.23,10.120000000000001
2020-02-21,44,23.0,,0.23,10.120000000000001
2020-02-22,11,23.0,,0.23,2.5300000000000002
2020-02-23,8,23.0,,0.23,1.84
2020-02-24,36,23.0,,0.23,8.280000000000001
2020-02-25,58,23.0,,0.23,13.34
2020-02-26,51,23.0,,0.23,11.73
2020-02-27,56,23.0,,0.23,12.88
2020-02-28,100,23.0,,0.23,23.0
2020-02-29,33,23.0,,0.23,7.590000000000001
2020-03-01,6,84.0,False,0.84,5.04
2020-03-02,22,84.0,,0.84,18.48
2020-03-03,28,84.0,,0.84,23.52
2020-03-04,45,84.0,,0.84,37.8
2020-03-05,49,84.0,,0.84,41.16
2020-03-06,41,84.0,,0.84,34.44
2020-03-07,9,84.0,,0.84,7.56
2020-03-08,7,84.0,,0.84,5.88
2020-03-09,29,84.0,,0.84,24.36
2020-03-10,29,84.0,,0.84,24.36
2020-03-11,32,84.0,,0.84,26.88
2020-03-12,43,84.0,,0.84,36.12
2020-03-13,35,84.0,,0.84,29.4
2020-03-14,13,84.0,,0.84,10.92
2020-03-15,10,84.0,,0.84,8.4
2020-03-16,38,84.0,,0.84,31.919999999999998
2020-03-17,35,84.0,,0.84,29.4
2020-03-18,42,84.0,,0.84,35.28
2020-03-19,47,84.0,,0.84,39.48
2020-03-20,58,84.0,,0.84,48.72
2020-03-21,22,84.0,,0.84,18.48
2020-03-22,15,84.0,,0.84,12.6
2020-03-23,94,84.0,,0.84,78.96
2020-03-24,100,84.0,,0.84,84.0
2020-03-25,69,84.0,,0.84,57.96
2020-03-26,70,84.0,,0.84,58.8
2020-03-27,63,84.0,,0.84,52.919999999999995
2020-03-28,30,84.0,,0.84,25.2
2020-03-29,10,84.0,,0.84,8.4
2020-03-30,59,84.0,,0.84,49.559999999999995
2020-03-31,50,84.0,,0.84,42.0
2020-04-01,75,92.0,False,0.92,69.0
2020-04-02,88,92.0,,0.92,80.96000000000001
2020-04-03,77,92.0,,0.92,70.84
2020-04-04,25,92.0,,0.92,23.0
2020-04-05,20,92.0,,0.92,18.400000000000002
2020-04-06,86,92.0,,0.92,79.12
2020-04-07,75,92.0,,0.92,69.0
2020-04-08,71,92.0,,0.92,65.32000000000001
2020-04-09,61,92.0,,0.92,56.120000000000005
2020-04-10,29,92.0,,0.92,26.68
2020-04-11,10,92.0,,0.92,9.200000000000001
2020-04-12,13,92.0,,0.92,11.96
2020-04-13,55,92.0,,0.92,50.6
2020-04-14,60,92.0,,0.92,55.2
2020-04-15,60,92.0,,0.92,55.2
2020-04-16,60,92.0,,0.92,55.2
2020-04-17,55,92.0,,0.92,50.6
2020-04-18,21,92.0,,0.92,19.32
2020-04-19,9,92.0,,0.92,8.280000000000001
2020-04-20,43,92.0,,0.92,39.56
2020-04-21,44,92.0,,0.92,40.480000000000004
2020-04-22,37,92.0,,0.92,34.04
2020-04-23,64,92.0,,0.92,58.88
2020-04-24,100,92.0,,0.92,92.0
2020-04-25,25,92.0,,0.92,23.0
2020-04-26,15,92.0,,0.92,13.8
2020-04-27,73,92.0,,0.92,67.16
2020-04-28,47,92.0,,0.92,43.24
2020-04-29,63,92.0,,0.92,57.96
2020-04-30,72,92.0,,0.92,66.24000000000001
2020-05-01,100,48.0,False,0.48,48.0
2020-05-02,30,48.0,,0.48,14.399999999999999
2020-05-03,21,48.0,,0.48,10.08
2020-05-04,83,48.0,,0.48,39.839999999999996
2020-05-05,74,48.0,,0.48,35.519999999999996
2020-05-06,75,48.0,,0.48,36.0
2020-05-07,96,48.0,,0.48,46.08
2020-05-08,64,48.0,,0.48,30.72
2020-05-09,22,48.0,,0.48,10.559999999999999
2020-05-10,17,48.0,,0.48,8.16
2020-05-11,90,48.0,,0.48,43.199999999999996
2020-05-12,80,48.0,,0.48,38.4
2020-05-13,82,48.0,,0.48,39.36
2020-05-14,79,48.0,,0.48,37.92
2020-05-15,76,48.0,,0.48,36.48
2020-05-16,23,48.0,,0.48,11.04
2020-05-17,23,48.0,,0.48,11.04
2020-05-18,82,48.0,,0.48,39.36
2020-05-19,70,48.0,,0.48,33.6
2020-05-20,69,48.0,,0.48,33.12
2020-05-21,66,48.0,,0.48,31.68
2020-05-22,67,48.0,,0.48,32.16
2020-05-23,23,48.0,,0.48,11.04
2020-05-24,19,48.0,,0.48,9.12
2020-05-25,14,48.0,,0.48,6.72
2020-05-26,57,48.0,,0.48,27.36
2020-05-27,72,48.0,,0.48,34.56
2020-05-28,62,48.0,,0.48,29.759999999999998
2020-05-29,71,48.0,,0.48,34.08
2020-05-30,36,48.0,,0.48,17.28
2020-05-31,16,48.0,,0.48,7.68
2020-06-01,44,80.0,False,0.8,35.2
2020-06-02,100,80.0,,0.8,80.0
2020-06-03,84,80.0,,0.8,67.2
2020-06-04,48,80.0,,0.8,38.400000000000006
2020-06-05,41,80.0,,0.8,32.800000000000004
2020-06-06,9,80.0,,0.8,7.2
2020-06-07,7,80.0,,0.8,5.6000000000000005
2020-06-08,23,80.0,,0.8,18.400000000000002
2020-06-09,24,80.0,,0.8,19.200000000000003
2020-06-10,25,80.0,,0.8,20.0
2020-06-11,31,80.0,,0.8,24.8
2020-06-12,27,80.0,,0.8,21.6
2020-06-13,10,80.0,,0.8,8.0
2020-06-14,6,80.0,,0.8,4.800000000000001
2020-06-15,31,80.0,,0.8,24.8
2020-06-16,26,80.0,,0.8,20.8
2020-06-17,28,80.0,,0.8,22.400000000000002
2020-06-18,21,80.0,,0.8,16.8
2020-06-19,22,80.0,,0.8,17.6
2020-06-20,4,80.0,,0.8,3.2
2020-06-21,4,80.0,,0.8,3.2
2020-06-22,21,80.0,,0.8,16.8
2020-06-23,22,80.0,,0.8,17.6
2020-06-24,26,80.0,,0.8,20.8
2020-06-25,24,80.0,,0.8,19.200000000000003
2020-06-26,22,80.0,,0.8,17.6
2020-06-27,8,80.0,,0.8,6.4
2020-06-28,5,80.0,,0.8,4.0
2020-06-29,24,80.0,,0.8,19.200000000000003
2020-06-30,23,80.0,,0.8,18.400000000000002
2020-07-01,83,45.0,False,0.45,37.35
2020-07-02,64,45.0,,0.45,28.8
2020-07-03,25,45.0,,0.45,11.25
2020-07-04,16,45.0,,0.45,7.2
2020-07-05,10,45.0,,0.45,4.5
2020-07-06,65,45.0,,0.45,29.25
2020-07-07,67,45.0,,0.45,30.150000000000002
2020-07-08,70,45.0,,0.45,31.5
2020-07-09,73,45.0,,0.45,32.85
2020-07-10,69,45.0,,0.45,31.05
2020-07-11,26,45.0,,0.45,11.700000000000001
2020-07-12,18,45.0,,0.45,8.1
2020-07-13,77,45.0,,0.45,34.65
2020-07-14,100,45.0,,0.45,45.0
2020-07-15,93,45.0,,0.45,41.85
2020-07-16,74,45.0,,0.45,33.300000000000004
2020-07-17,68,45.0,,0.45,30.6
2020-07-18,18,45.0,,0.45,8.1
2020-07-19,13,45.0,,0.45,5.8500000000000005
2020-07-20,78,45.0,,0.45,35.1
2020-07-21,84,45.0,,0.45,37.800000000000004
2020-07-22,54,45.0,,0.45,24.3
2020-07-23,60,45.0,,0.45,27.0
2020-07-24,66,45.0,,0.45,29.7
2020-07-25,17,45.0,,0.45,7.65
2020-07-26,17,45.0,,0.45,7.65
2020-07-27,54,45.0,,0.45,24.3
2020-07-28,62,45.0,,0.45,27.900000000000002
2020-07-29,46,45.0,,0.45,20.7
2020-07-30,80,45.0,,0.45,36.0
2020-07-31,68,45.0,,0.45,30.6
2020-08-01,4,48.0,False,0.48,1.92
2020-08-02,6,48.0,,0.48,2.88
2020-08-03,19,48.0,,0.48,9.12
2020-08-04,20,48.0,,0.48,9.6
2020-08-05,19,48.0,,0.48,9.12
2020-08-06,18,48.0,,0.48,8.64
2020-08-07,16,48.0,,0.48,7.68
2020-08-08,5,48.0,,0.48,2.4
2020-08-09,3,48.0,,0.48,1.44
2020-08-10,17,48.0,,0.48,8.16
2020-08-11,26,48.0,,0.48,12.48
2020-08-12,24,48.0,,0.48,11.52
2020-08-13,22,48.0,,0.48,10.559999999999999
2020-08-14,15,48.0,,0.48,7.199999999999999
2020-08-15,6,48.0,,0.48,2.88
2020-08-16,3,48.0,,0.48,1.44
2020-08-17,20,48.0,,0.48,9.6
2020-08-18,24,48.0,,0.48,11.52
2020-08-19,22,48.0,,0.48,10.559999999999999
2020-08-20,27,48.0,,0.48,12.959999999999999
2020-08-21,25,48.0,,0.48,12.0
2020-08-22,8,48.0,,0.48,3.84
2020-08-23,3,48.0,,0.48,1.44
2020-08-24,27,48.0,,0.48,12.959999999999999
2020-08-25,24,48.0,,0.48,11.52
2020-08-26,25,48.0,,0.48,12.0
2020-08-27,26,48.0,,0.48,12.48
2020-08-28,28,48.0,,0.48,13.44
2020-08-29,8,48.0,,0.48,3.84
2020-08-30,9,48.0,,0.48,4.32
2020-08-31,100,48.0,,0.48,48.0
2020-09-01,100,100.0,False,1.0,100.0
2020-09-02,55,100.0,,1.0,55.0
2020-09-03,40,100.0,,1.0,40.0
2020-09-04,28,100.0,,1.0,28.0
2020-09-05,7,100.0,,1.0,7.0
2020-09-06,4,100.0,,1.0,4.0
2020-09-07,3,100.0,,1.0,3.0
2020-09-08,19,100.0,,1.0,19.0
2020-09-09,24,100.0,,1.0,24.0
2020-09-10,19,100.0,,1.0,19.0
2020-09-11,16,100.0,,1.0,16.0
2020-09-12,4,100.0,,1.0,4.0
2020-09-13,3,100.0,,1.0,3.0
2020-09-14,15,100.0,,1.0,15.0
2020-09-15,17,100.0,,1.0,17.0
2020-09-16,13,100.0,,1.0,13.0
2020-09-17,12,100.0,,1.0,12.0
2020-09-18,17,100.0,,1.0,17.0
2020-09-19,5,100.0,,1.0,5.0
2020-09-20,3,100.0,,1.0,3.0
2020-09-21,19,100.0,,1.0,19.0
2020-09-22,21,100.0,,1.0,21.0
2020-09-23,30,100.0,,1.0,30.0
2020-09-24,21,100.0,,1.0,21.0
2020-09-25,23,100.0,,1.0,23.0
2020-09-26,6,100.0,,1.0,6.0
2020-09-27,3,100.0,,1.0,3.0
2020-09-28,18,100.0,,1.0,18.0
2020-09-29,20,100.0,,1.0,20.0
2020-09-30,16,100.0,,1.0,16.0
2020-10-01,60,66.0,False,0.66,39.6
2020-10-02,77,66.0,,0.66,50.82
2020-10-03,16,66.0,,0.66,10.56
2020-10-04,13,66.0,,0.66,8.58
2020-10-05,58,66.0,,0.66,38.28
2020-10-06,52,66.0,,0.66,34.32
2020-10-07,42,66.0,,0.66,27.720000000000002
2020-10-08,49,66.0,,0.66,32.34
2020-10-09,53,66.0,,0.66,34.980000000000004
2020-10-10,13,66.0,,0.66,8.58
2020-10-11,13,66.0,,0.66,8.58
2020-10-12,55,66.0,,0.66,36.300000000000004
2020-10-13,65,66.0,,0.66,42.9
2020-10-14,57,66.0,,0.66,37.620000000000005
2020-10-15,90,66.0,,0.66,59.400000000000006
2020-10-16,91,66.0,,0.66,60.06
2020-10-17,18,66.0,,0.66,11.88
2020-10-18,14,66.0,,0.66,9.24
2020-10-19,84,66.0,,0.66,55.440000000000005
2020-10-20,100,66.0,,0.66,66.0
2020-10-21,78,66.0,,0.66,51.480000000000004
2020-10-22,66,66.0,,0.66,43.56
2020-10-23,67,66.0,,0.66,44.22
2020-10-24,14,66.0,,0.66,9.24
2020-10-25,9,66.0,,0.66,5.94
2020-10-26,60,66.0,,0.66,39.6
2020-10-27,72,66.0,,0.66,47.52
2020-10-28,69,66.0,,0.66,45.54
2020-10-29,82,66.0,,0.66,54.120000000000005
2020-10-30,70,66.0,,0.66,46.2
2020-10-31,18,66.0,,0.66,11.88
2020-11-01,8,80.0,False,0.8,6.4
2020-11-02,38,80.0,,0.8,30.400000000000002
2020-11-03,46,80.0,,0.8,36.800000000000004
2020-11-04,25,80.0,,0.8,20.0
2020-11-05,31,80.0,,0.8,24.8
2020-11-06,35,80.0,,0.8,28.0
2020-11-07,9,80.0,,0.8,7.2
2020-11-08,6,80.0,,0.8,4.800000000000001
2020-11-09,82,80.0,,0.8,65.60000000000001
2020-11-10,94,80.0,,0.8,75.2
2020-11-11,76,80.0,,0.8,60.800000000000004
2020-11-12,65,80.0,,0.8,52.0
2020-11-13,65,80.0,,0.8,52.0
2020-11-14,20,80.0,,0.8,16.0
2020-11-15,14,80.0,,0.8,11.200000000000001
2020-11-16,71,80.0,,0.8,56.800000000000004
2020-11-17,61,80.0,,0.8,48.800000000000004
2020-11-18,61,80.0,,0.8,48.800000000000004
2020-11-19,65,80.0,,0.8,52.0
2020-11-20,67,80.0,,0.8,53.6
2020-11-21,15,80.0,,0.8,12.0
2020-11-22,9,80.0,,0.8,7.2
2020-11-23,51,80.0,,0.8,40.800000000000004
2020-11-24,60,80.0,,0.8,48.0
2020-11-25,52,80.0,,0.8,41.6
2020-11-26,16,80.0,,0.8,12.8
2020-11-27,45,80.0,,0.8,36.0
2020-11-28,16,80.0,,0.8,12.8
2020-11-29,9,80.0,,0.8,7.2
2020-11-30,100,80.0,,0.8,80.0
2020-12-01,100,63.0,False,0.63,63.0
2020-12-02,65,63.0,,0.63,40.95
2020-12-03,39,63.0,,0.63,24.57
2020-12-04,43,63.0,,0.63,27.09
2020-12-05,14,63.0,,0.63,8.82
2020-12-06,8,63.0,,0.63,5.04
2020-12-07,30,63.0,,0.63,18.9
2020-12-08,29,63.0,,0.63,18.27
2020-12-09,34,63.0,,0.63,21.42
2020-12-10,35,63.0,,0.63,22.05
2020-12-11,34,63.0,,0.63,21.42
2020-12-12,9,63.0,,0.63,5.67
2020-12-13,6,63.0,,0.63,3.7800000000000002
2020-12-14,34,63.0,,0.63,21.42
2020-12-15,28,63.0,,0.63,17.64
2020-12-16,30,63.0,,0.63,18.9
2020-12-17,20,63.0,,0.63,12.6
2020-12-18,23,63.0,,0.63,14.49
2020-12-19,10,63.0,,0.63,6.3
2020-12-20,6,63.0,,0.63,3.7800000000000002
2020-12-21,34,63.0,,0.63,21.42
2020-12-22,28,63.0,,0.63,17.64
2020-12-23,38,63.0,,0.63,23.94
2020-12-24,30,63.0,,0.63,18.9
2020-12-25,8,63.0,,0.63,5.04
2020-12-26,5,63.0,,0.63,3.15
2020-12-27,6,63.0,,0.63,3.7800000000000002
2020-12-28,39,63.0,,0.63,24.57
2020-12-29,43,63.0,,0.63,27.09
2020-12-30,35,63.0,,0.63,22.05
2020-12-31,31,63.0,,0.63,19.53
2021-01-01,31,45.0,False,0.45,13.950000000000001
2021-01-02,21,45.0,,0.45,9.450000000000001
2021-01-03,13,45.0,,0.45,5.8500000000000005
2021-01-04,75,45.0,,0.45,33.75
2021-01-05,63,45.0,,0.45,28.35
2021-01-06,48,45.0,,0.45,21.6
2021-01-07,67,45.0,,0.45,30.150000000000002
2021-01-08,59,45.0,,0.45,26.55
2021-01-09,23,45.0,,0.45,10.35
2021-01-10,12,45.0,,0.45,5.4
2021-01-11,47,45.0,,0.45,21.150000000000002
2021-01-12,60,45.0,,0.45,27.0
2021-01-13,100,45.0,,0.45,45.0
2021-01-14,82,45.0,,0.45,36.9
2021-01-15,67,45.0,,0.45,30.150000000000002
2021-01-16,27,45.0,,0.45,12.15
2021-01-17,18,45.0,,0.45,8.1
2021-01-18,21,45.0,,0.45,9.450000000000001
2021-01-19,70,45.0,,0.45,31.5
2021-01-20,71,45.0,,0.45,31.95
2021-01-21,53,45.0,,0.45,23.85
2021-01-22,40,45.0,,0.45,18.0
2021-01-23,16,45.0,,0.45,7.2
2021-01-24,7,45.0,,0.45,3.15
2021-01-25,50,45.0,,0.45,22.5
2021-01-26,42,45.0,,0.45,18.900000000000002
2021-01-27,39,45.0,,0.45,17.55
2021-01-28,36,45.0,,0.45,16.2
2021-01-29,42,45.0,,0.45,18.900000000000002
2021-01-30,16,45.0,,0.45,7.2
2021-01-31,16,45.0,,0.45,7.2
2021-02-01,60,33.0,False,0.33,19.8
2021-02-02,61,33.0,,0.33,20.130000000000003
2021-02-03,66,33.0,,0.33,21.78
2021-02-04,64,33.0,,0.33,21.12
2021-02-05,100,33.0,,0.33,33.0
2021-02-06,30,33.0,,0.33,9.9
2021-02-07,23,33.0,,0.33,7.590000000000001
2021-02-08,67,33.0,,0.33,22.11
2021-02-09,95,33.0,,0.33,31.35
2021-02-10,74,33.0,,0.33,24.42
2021-02-11,73,33.0,,0.33,24.09
2021-02-12,64,33.0,,0.33,21.12
2021-02-13,23,33.0,,0.33,7.590000000000001
2021-02-14,26,33.0,,0.33,8.58
2021-02-15,33,33.0,,0.33,10.89
2021-02-16,59,33.0,,0.33,19.470000000000002
2021-02-17,69,33.0,,0.33,22.77
2021-02-18,47,33.0,,0.33,15.510000000000002
2021-02-19,57,33.0,,0.33,18.810000000000002
2021-02-20,14,33.0,,0.33,4.62
2021-02-21,17,33.0,,0.33,5.61
2021-02-22,51,33.0,,0.33,16.830000000000002
2021-02-23,86,33.0,,0.33,28.380000000000003
2021-02-24,62,33.0,,0.33,20.46
2021-02-25,56,33.0,,0.33,18.48
2021-02-26,59,33.0,,0.33,19.470000000000002
2021-02-27,25,33.0,,0.33,8.25
2021-02-28,22,33.0,,0.33,7.260000000000001
2021-03-01,57,43.0,False,0.43,24.509999999999998
2021-03-02,100,43.0,,0.43,43.0
2021-03-03,65,43.0,,0.43,27.95
2021-03-04,42,43.0,,0.43,18.06
2021-03-05,36,43.0,,0.43,15.48
2021-03-06,10,43.0,,0.43,4.3
2021-03-07,7,43.0,,0.43,3.01
2021-03-08,31,43.0,,0.43,13.33
2021-03-09,39,43.0,,0.43,16.77
2021-03-10,27,43.0,,0.43,11.61
2021-03-11,25,43.0,,0.43,10.75
2021-03-12,26,43.0,,0.43,11.18
2021-03-13,7,43.0,,0.43,3.01
2021-03-14,4,43.0,,0.43,1.72
2021-03-15,16,43.0,,0.43,6.88
2021-03-16,19,43.0,,0.43,8.17
2021-03-17,21,43.0,,0.43,9.03
2021-03-18,19,43.0,,0.43,8.17
2021-03-19,18,43.0,,0.43,7.74
2021-03-20,8,43.0,,0.43,3.44
2021-03-21,8,43.0,,0.43,3.44
2021-03-22,15,43.0,,0.43,6.45
2021-03-23,20,43.0,,0.43,8.6
2021-03-24,14,43.0,,0.43,6.02
2021-03-25,18,43.0,,0.43,7.74
2021-03-26,18,43.0,,0.43,7.74
2021-03-27,7,43.0,,0.43,3.01
2021-03-28,5,43.0,,0.43,2.15
2021-03-29,20,43.0,,0.43,8.6
2021-03-30,17,43.0,,0.43,7.31
2021-03-31,14,43.0,,0.43,6.02
2021-04-01,59,21.0,False,0.21,12.389999999999999
2021-04-02,48,21.0,,0.21,10.08
2021-04-03,12,21.0,,0.21,2.52
2021-04-04,16,21.0,,0.21,3.36
2021-04-05,69,21.0,,0.21,14.49
2021-04-06,67,21.0,,0.21,14.07
2021-04-07,67,21.0,,0.21,14.07
2021-04-08,72,21.0,,0.21,15.12
2021-04-09,57,21.0,,0.21,11.969999999999999
2021-04-10,20,21.0,,0.21,4.2
2021-04-11,12,21.0,,0.21,2.52
2021-04-12,66,21.0,,0.21,13.86
2021-04-13,100,21.0,,0.21,21.0
2021-04-14,72,21.0,,0.21,15.12
2021-04-15,62,21.0,,0.21,13.02
2021-04-16,58,21.0,,0.21,12.18
2021-04-17,19,21.0,,0.21,3.9899999999999998
2021-04-18,11,21.0,,0.21,2.31
2021-04-19,51,21.0,,0.21,10.709999999999999
2021-04-20,68,21.0,,0.21,14.28
2021-04-21,57,21.0,,0.21,11.969999999999999
2021-04-22,64,21.0,,0.21,13.44
2021-04-23,46,21.0,,0.21,9.66
2021-04-24,31,21.0,,0.21,6.51
2021-04-25,17,21.0,,0.21,3.57
