date,AN_unscaled,AN_monthly,isPartial,scale,AN
2019-09-02,67,79.0,,0.79,52.93
2019-09-03,83,79.0,,0.79,65.57000000000001
2019-09-04,86,79.0,,0.79,67.94
2019-09-05,88,79.0,,0.79,69.52000000000001
2019-09-06,82,79.0,,0.79,64.78
2019-09-07,66,79.0,,0.79,52.14
2019-09-08,72,79.0,,0.79,56.88
2019-09-09,92,79.0,,0.79,72.68
2019-09-10,93,79.0,,0.79,73.47
2019-09-11,93,79.0,,0.79,73.47
2019-09-12,94,79.0,,0.79,74.26
2019-09-13,86,79.0,,0.79,67.94
2019-09-14,68,79.0,,0.79,53.72
2019-09-15,76,79.0,,0.79,60.040000000000006
2019-09-16,93,79.0,,0.79,73.47
2019-09-17,96,79.0,,0.79,75.84
2019-09-18,96,79.0,,0.79,75.84
2019-09-19,92,79.0,,0.79,72.68
2019-09-20,87,79.0,,0.79,68.73
2019-09-21,68,79.0,,0.79,53.72
2019-09-22,75,79.0,,0.79,59.25
2019-09-23,96,79.0,,0.79,75.84
2019-09-24,97,79.0,,0.79,76.63000000000001
2019-09-25,100,79.0,,0.79,79.0
2019-09-26,95,79.0,,0.79,75.05
2019-09-27,85,79.0,,0.79,67.15
2019-09-28,67,79.0,,0.79,52.93
2019-09-29,73,79.0,,0.79,57.67
2019-09-30,93,79.0,,0.79,73.47
2019-10-01,97,77.0,False,0.77,74.69
2019-10-02,96,77.0,,0.77,73.92
2019-10-03,97,77.0,,0.77,74.69
2019-10-04,87,77.0,,0.77,66.99
2019-10-05,68,77.0,,0.77,52.36
2019-10-06,76,77.0,,0.77,58.52
2019-10-07,100,77.0,,0.77,77.0
2019-10-08,98,77.0,,0.77,75.46000000000001
2019-10-09,98,77.0,,0.77,75.46000000000001
2019-10-10,97,77.0,,0.77,74.69
2019-10-11,86,77.0,,0.77,66.22
2019-10-12,71,77.0,,0.77,54.67
2019-10-13,73,77.0,,0.77,56.21
2019-10-14,91,77.0,,0.77,70.07000000000001
2019-10-15,96,77.0,,0.77,73.92
2019-10-16,93,77.0,,0.77,71.61
2019-10-17,96,77.0,,0.77,73.92
2019-10-18,86,77.0,,0.77,66.22
2019-10-19,68,77.0,,0.77,52.36
2019-10-20,75,77.0,,0.77,57.75
2019-10-21,94,77.0,,0.77,72.38
2019-10-22,99,77.0,,0.77,76.23
2019-10-23,99,77.0,,0.77,76.23
2019-10-24,99,77.0,,0.77,76.23
2019-10-25,86,77.0,,0.77,66.22
2019-10-26,67,77.0,,0.77,51.59
2019-10-27,73,77.0,,0.77,56.21
2019-10-28,96,77.0,,0.77,73.92
2019-10-29,95,77.0,,0.77,73.15
2019-10-30,98,77.0,,0.77,75.46000000000001
2019-10-31,89,77.0,,0.77,68.53
2019-11-01,81,75.0,False,0.75,60.75
2019-11-02,69,75.0,,0.75,51.75
2019-11-03,79,75.0,,0.75,59.25
2019-11-04,95,75.0,,0.75,71.25
2019-11-05,98,75.0,,0.75,73.5
2019-11-06,96,75.0,,0.75,72.0
2019-11-07,96,75.0,,0.75,72.0
2019-11-08,88,75.0,,0.75,66.0
2019-11-09,68,75.0,,0.75,51.0
2019-11-10,72,75.0,,0.75,54.0
2019-11-11,87,75.0,,0.75,65.25
2019-11-12,93,75.0,,0.75,69.75
2019-11-13,95,75.0,,0.75,71.25
2019-11-14,95,75.0,,0.75,71.25
2019-11-15,86,75.0,,0.75,64.5
2019-11-16,66,75.0,,0.75,49.5
2019-11-17,74,75.0,,0.75,55.5
2019-11-18,97,75.0,,0.75,72.75
2019-11-19,97,75.0,,0.75,72.75
2019-11-20,97,75.0,,0.75,72.75
2019-11-21,100,75.0,,0.75,75.0
2019-11-22,87,75.0,,0.75,65.25
2019-11-23,67,75.0,,0.75,50.25
2019-11-24,70,75.0,,0.75,52.5
2019-11-25,82,75.0,,0.75,61.5
2019-11-26,84,75.0,,0.75,63.0
2019-11-27,72,75.0,,0.75,54.0
2019-11-28,65,75.0,,0.75,48.75
2019-11-29,58,75.0,,0.75,43.5
2019-11-30,62,75.0,,0.75,46.5
2019-12-01,74,70.0,False,0.7,51.8
2019-12-02,90,70.0,,0.7,62.99999999999999
2019-12-03,98,70.0,,0.7,68.6
2019-12-04,100,70.0,,0.7,70.0
2019-12-05,99,70.0,,0.7,69.3
2019-12-06,90,70.0,,0.7,62.99999999999999
2019-12-07,70,70.0,,0.7,49.0
2019-12-08,72,70.0,,0.7,50.4
2019-12-09,94,70.0,,0.7,65.8
2019-12-10,96,70.0,,0.7,67.19999999999999
2019-12-11,100,70.0,,0.7,70.0
2019-12-12,95,70.0,,0.7,66.5
2019-12-13,90,70.0,,0.7,62.99999999999999
2019-12-14,69,70.0,,0.7,48.3
2019-12-15,73,70.0,,0.7,51.099999999999994
2019-12-16,88,70.0,,0.7,61.599999999999994
2019-12-17,94,70.0,,0.7,65.8
2019-12-18,89,70.0,,0.7,62.3
2019-12-19,89,70.0,,0.7,62.3
2019-12-20,74,70.0,,0.7,51.8
2019-12-21,63,70.0,,0.7,44.099999999999994
2019-12-22,60,70.0,,0.7,42.0
2019-12-23,65,70.0,,0.7,45.5
2019-12-24,63,70.0,,0.7,44.099999999999994
2019-12-25,67,70.0,,0.7,46.9
2019-12-26,71,70.0,,0.7,49.699999999999996
2019-12-27,70,70.0,,0.7,49.0
2019-12-28,67,70.0,,0.7,46.9
2019-12-29,65,70.0,,0.7,45.5
2019-12-30,71,70.0,,0.7,49.699999999999996
2019-12-31,67,70.0,,0.7,46.9
2020-01-01,62,75.0,False,0.75,46.5
2020-01-02,72,75.0,,0.75,54.0
2020-01-03,75,75.0,,0.75,56.25
2020-01-04,69,75.0,,0.75,51.75
2020-01-05,73,75.0,,0.75,54.75
2020-01-06,81,75.0,,0.75,60.75
2020-01-07,88,75.0,,0.75,66.0
2020-01-08,88,75.0,,0.75,66.0
2020-01-09,90,75.0,,0.75,67.5
2020-01-10,87,75.0,,0.75,65.25
2020-01-11,72,75.0,,0.75,54.0
2020-01-12,73,75.0,,0.75,54.75
2020-01-13,88,75.0,,0.75,66.0
2020-01-14,90,75.0,,0.75,67.5
2020-01-15,95,75.0,,0.75,71.25
2020-01-16,92,75.0,,0.75,69.0
2020-01-17,89,75.0,,0.75,66.75
2020-01-18,72,75.0,,0.75,54.0
2020-01-19,70,75.0,,0.75,52.5
2020-01-20,78,75.0,,0.75,58.5
2020-01-21,95,75.0,,0.75,71.25
2020-01-22,100,75.0,,0.75,75.0
2020-01-23,100,75.0,,0.75,75.0
2020-01-24,92,75.0,,0.75,69.0
2020-01-25,74,75.0,,0.75,55.5
2020-01-26,75,75.0,,0.75,56.25
2020-01-27,94,75.0,,0.75,70.5
2020-01-28,100,75.0,,0.75,75.0
2020-01-29,100,75.0,,0.75,75.0
2020-01-30,98,75.0,,0.75,73.5
2020-01-31,91,75.0,,0.75,68.25
2020-02-01,70,78.0,False,0.78,54.6
2020-02-02,74,78.0,,0.78,57.72
2020-02-03,85,78.0,,0.78,66.3
2020-02-04,94,78.0,,0.78,73.32000000000001
2020-02-05,95,78.0,,0.78,74.10000000000001
2020-02-06,93,78.0,,0.78,72.54
2020-02-07,88,78.0,,0.78,68.64
2020-02-08,73,78.0,,0.78,56.940000000000005
2020-02-09,78,78.0,,0.78,60.84
2020-02-10,97,78.0,,0.78,75.66
2020-02-11,100,78.0,,0.78,78.0
2020-02-12,97,78.0,,0.78,75.66
2020-02-13,93,78.0,,0.78,72.54
2020-02-14,83,78.0,,0.78,64.74000000000001
2020-02-15,68,78.0,,0.78,53.04
2020-02-16,74,78.0,,0.78,57.72
2020-02-17,85,78.0,,0.78,66.3
2020-02-18,94,78.0,,0.78,73.32000000000001
2020-02-19,94,78.0,,0.78,73.32000000000001
2020-02-20,99,78.0,,0.78,77.22
2020-02-21,88,78.0,,0.78,68.64
2020-02-22,73,78.0,,0.78,56.940000000000005
2020-02-23,75,78.0,,0.78,58.5
2020-02-24,96,78.0,,0.78,74.88
2020-02-25,100,78.0,,0.78,78.0
2020-02-26,93,78.0,,0.78,72.54
2020-02-27,96,78.0,,0.78,74.88
2020-02-28,88,78.0,,0.78,68.64
2020-02-29,72,78.0,,0.78,56.160000000000004
2020-03-01,73,76.0,False,0.76,55.480000000000004
2020-03-02,92,76.0,,0.76,69.92
2020-03-03,92,76.0,,0.76,69.92
2020-03-04,91,76.0,,0.76,69.16
2020-03-05,93,76.0,,0.76,70.68
2020-03-06,84,76.0,,0.76,63.84
2020-03-07,69,76.0,,0.76,52.44
2020-03-08,76,76.0,,0.76,57.76
2020-03-09,86,76.0,,0.76,65.36
2020-03-10,86,76.0,,0.76,65.36
2020-03-11,83,76.0,,0.76,63.08
2020-03-12,78,76.0,,0.76,59.28
2020-03-13,71,76.0,,0.76,53.96
2020-03-14,64,76.0,,0.76,48.64
2020-03-15,63,76.0,,0.76,47.88
2020-03-16,73,76.0,,0.76,55.480000000000004
2020-03-17,76,76.0,,0.76,57.76
2020-03-18,85,76.0,,0.76,64.6
2020-03-19,81,76.0,,0.76,61.56
2020-03-20,81,76.0,,0.76,61.56
2020-03-21,70,76.0,,0.76,53.2
2020-03-22,74,76.0,,0.76,56.24
2020-03-23,91,76.0,,0.76,69.16
2020-03-24,95,76.0,,0.76,72.2
2020-03-25,95,76.0,,0.76,72.2
2020-03-26,94,76.0,,0.76,71.44
2020-03-27,90,76.0,,0.76,68.4
2020-03-28,76,76.0,,0.76,57.76
2020-03-29,81,76.0,,0.76,61.56
2020-03-30,97,76.0,,0.76,73.72
2020-03-31,100,76.0,,0.76,76.0
2020-04-01,95,90.0,False,0.9,85.5
2020-04-02,95,90.0,,0.9,85.5
2020-04-03,90,90.0,,0.9,81.0
2020-04-04,79,90.0,,0.9,71.10000000000001
2020-04-05,77,90.0,,0.9,69.3
2020-04-06,96,90.0,,0.9,86.4
2020-04-07,94,90.0,,0.9,84.60000000000001
2020-04-08,96,90.0,,0.9,86.4
2020-04-09,95,90.0,,0.9,85.5
2020-04-10,88,90.0,,0.9,79.2
2020-04-11,75,90.0,,0.9,67.5
2020-04-12,76,90.0,,0.9,68.4
2020-04-13,91,90.0,,0.9,81.9
2020-04-14,97,90.0,,0.9,87.3
2020-04-15,97,90.0,,0.9,87.3
2020-04-16,97,90.0,,0.9,87.3
2020-04-17,93,90.0,,0.9,83.7
2020-04-18,76,90.0,,0.9,68.4
2020-04-19,78,90.0,,0.9,70.2
2020-04-20,98,90.0,,0.9,88.2
2020-04-21,98,90.0,,0.9,88.2
2020-04-22,99,90.0,,0.9,89.10000000000001
2020-04-23,99,90.0,,0.9,89.10000000000001
2020-04-24,94,90.0,,0.9,84.60000000000001
2020-04-25,75,90.0,,0.9,67.5
2020-04-26,79,90.0,,0.9,71.10000000000001
2020-04-27,100,90.0,,0.9,90.0
2020-04-28,95,90.0,,0.9,85.5
2020-04-29,97,90.0,,0.9,87.3
2020-04-30,100,90.0,,0.9,90.0
2020-05-01,95,85.0,False,0.85,80.75
2020-05-02,80,85.0,,0.85,68.0
2020-05-03,80,85.0,,0.85,68.0
2020-05-04,100,85.0,,0.85,85.0
2020-05-05,98,85.0,,0.85,83.3
2020-05-06,100,85.0,,0.85,85.0
2020-05-07,98,85.0,,0.85,83.3
2020-05-08,93,85.0,,0.85,79.05
2020-05-09,76,85.0,,0.85,64.6
2020-05-10,73,85.0,,0.85,62.05
2020-05-11,93,85.0,,0.85,79.05
2020-05-12,95,85.0,,0.85,80.75
2020-05-13,94,85.0,,0.85,79.89999999999999
2020-05-14,97,85.0,,0.85,82.45
2020-05-15,88,85.0,,0.85,74.8
2020-05-16,74,85.0,,0.85,62.9
2020-05-17,78,85.0,,0.85,66.3
2020-05-18,92,85.0,,0.85,78.2
2020-05-19,88,85.0,,0.85,74.8
2020-05-20,88,85.0,,0.85,74.8
2020-05-21,87,85.0,,0.85,73.95
2020-05-22,83,85.0,,0.85,70.55
2020-05-23,71,85.0,,0.85,60.35
2020-05-24,69,85.0,,0.85,58.65
2020-05-25,72,85.0,,0.85,61.199999999999996
2020-05-26,82,85.0,,0.85,69.7
2020-05-27,83,85.0,,0.85,70.55
2020-05-28,83,85.0,,0.85,70.55
2020-05-29,78,85.0,,0.85,66.3
2020-05-30,71,85.0,,0.85,60.35
2020-05-31,69,85.0,,0.85,58.65
2020-06-01,96,75.0,False,0.75,72.0
2020-06-02,93,75.0,,0.75,69.75
2020-06-03,99,75.0,,0.75,74.25
2020-06-04,96,75.0,,0.75,72.0
2020-06-05,94,75.0,,0.75,70.5
2020-06-06,84,75.0,,0.75,63.0
2020-06-07,87,75.0,,0.75,65.25
2020-06-08,95,75.0,,0.75,71.25
2020-06-09,96,75.0,,0.75,72.0
2020-06-10,100,75.0,,0.75,75.0
2020-06-11,96,75.0,,0.75,72.0
2020-06-12,89,75.0,,0.75,66.75
2020-06-13,82,75.0,,0.75,61.5
2020-06-14,84,75.0,,0.75,63.0
2020-06-15,93,75.0,,0.75,69.75
2020-06-16,95,75.0,,0.75,71.25
2020-06-17,95,75.0,,0.75,71.25
2020-06-18,93,75.0,,0.75,69.75
2020-06-19,91,75.0,,0.75,68.25
2020-06-20,83,75.0,,0.75,62.25
2020-06-21,82,75.0,,0.75,61.5
2020-06-22,93,75.0,,0.75,69.75
2020-06-23,94,75.0,,0.75,70.5
2020-06-24,93,75.0,,0.75,69.75
2020-06-25,96,75.0,,0.75,72.0
2020-06-26,90,75.0,,0.75,67.5
2020-06-27,82,75.0,,0.75,61.5
2020-06-28,84,75.0,,0.75,63.0
2020-06-29,90,75.0,,0.75,67.5
2020-06-30,88,75.0,,0.75,66.0
2020-07-01,94,73.0,False,0.73,68.62
2020-07-02,94,73.0,,0.73,68.62
2020-07-03,86,73.0,,0.73,62.78
2020-07-04,85,73.0,,0.73,62.05
2020-07-05,88,73.0,,0.73,64.24
2020-07-06,95,73.0,,0.73,69.35
2020-07-07,98,73.0,,0.73,71.53999999999999
2020-07-08,97,73.0,,0.73,70.81
2020-07-09,96,73.0,,0.73,70.08
2020-07-10,93,73.0,,0.73,67.89
2020-07-11,87,73.0,,0.73,63.51
2020-07-12,91,73.0,,0.73,66.42999999999999
2020-07-13,97,73.0,,0.73,70.81
2020-07-14,98,73.0,,0.73,71.53999999999999
2020-07-15,98,73.0,,0.73,71.53999999999999
2020-07-16,97,73.0,,0.73,70.81
2020-07-17,94,73.0,,0.73,68.62
2020-07-18,87,73.0,,0.73,63.51
2020-07-19,88,73.0,,0.73,64.24
2020-07-20,100,73.0,,0.73,73.0
2020-07-21,99,73.0,,0.73,72.27
2020-07-22,100,73.0,,0.73,73.0
2020-07-23,95,73.0,,0.73,69.35
2020-07-24,91,73.0,,0.73,66.42999999999999
2020-07-25,89,73.0,,0.73,64.97
2020-07-26,89,73.0,,0.73,64.97
2020-07-27,95,73.0,,0.73,69.35
2020-07-28,96,73.0,,0.73,70.08
2020-07-29,97,73.0,,0.73,70.81
2020-07-30,96,73.0,,0.73,70.08
2020-07-31,91,73.0,,0.73,66.42999999999999
2020-08-01,68,76.0,False,0.76,51.68
2020-08-02,71,76.0,,0.76,53.96
2020-08-03,75,76.0,,0.76,57.0
2020-08-04,76,76.0,,0.76,57.76
2020-08-05,75,76.0,,0.76,57.0
2020-08-06,78,76.0,,0.76,59.28
2020-08-07,74,76.0,,0.76,56.24
2020-08-08,68,76.0,,0.76,51.68
2020-08-09,70,76.0,,0.76,53.2
2020-08-10,75,76.0,,0.76,57.0
2020-08-11,78,76.0,,0.76,59.28
2020-08-12,77,76.0,,0.76,58.52
2020-08-13,77,76.0,,0.76,58.52
2020-08-14,75,76.0,,0.76,57.0
2020-08-15,69,76.0,,0.76,52.44
2020-08-16,70,76.0,,0.76,53.2
2020-08-17,79,76.0,,0.76,60.04
2020-08-18,80,76.0,,0.76,60.8
2020-08-19,83,76.0,,0.76,63.08
2020-08-20,85,76.0,,0.76,64.6
2020-08-21,83,76.0,,0.76,63.08
2020-08-22,72,76.0,,0.76,54.72
2020-08-23,75,76.0,,0.76,57.0
2020-08-24,87,76.0,,0.76,66.12
2020-08-25,93,76.0,,0.76,70.68
2020-08-26,94,76.0,,0.76,71.44
2020-08-27,91,76.0,,0.76,69.16
2020-08-28,96,76.0,,0.76,72.96000000000001
2020-08-29,72,76.0,,0.76,54.72
2020-08-30,80,76.0,,0.76,60.8
2020-08-31,100,76.0,,0.76,76.0
2020-09-01,82,100.0,False,1.0,82.0
2020-09-02,84,100.0,,1.0,84.0
2020-09-03,85,100.0,,1.0,85.0
2020-09-04,82,100.0,,1.0,82.0
2020-09-05,62,100.0,,1.0,62.0
2020-09-06,62,100.0,,1.0,62.0
2020-09-07,69,100.0,,1.0,69.0
2020-09-08,83,100.0,,1.0,83.0
2020-09-09,90,100.0,,1.0,90.0
2020-09-10,89,100.0,,1.0,89.0
2020-09-11,87,100.0,,1.0,87.0
2020-09-12,64,100.0,,1.0,64.0
2020-09-13,67,100.0,,1.0,67.0
2020-09-14,91,100.0,,1.0,91.0
2020-09-15,94,100.0,,1.0,94.0
2020-09-16,94,100.0,,1.0,94.0
2020-09-17,93,100.0,,1.0,93.0
2020-09-18,90,100.0,,1.0,90.0
2020-09-19,66,100.0,,1.0,66.0
2020-09-20,68,100.0,,1.0,68.0
2020-09-21,95,100.0,,1.0,95.0
2020-09-22,94,100.0,,1.0,94.0
2020-09-23,98,100.0,,1.0,98.0
2020-09-24,100,100.0,,1.0,100.0
2020-09-25,92,100.0,,1.0,92.0
2020-09-26,64,100.0,,1.0,64.0
2020-09-27,67,100.0,,1.0,67.0
2020-09-28,87,100.0,,1.0,87.0
2020-09-29,95,100.0,,1.0,95.0
2020-09-30,91,100.0,,1.0,91.0
2020-10-01,100,91.0,False,0.91,91.0
2020-10-02,93,91.0,,0.91,84.63000000000001
2020-10-03,65,91.0,,0.91,59.15
2020-10-04,71,91.0,,0.91,64.61
2020-10-05,100,91.0,,0.91,91.0
2020-10-06,98,91.0,,0.91,89.18
2020-10-07,98,91.0,,0.91,89.18
2020-10-08,98,91.0,,0.91,89.18
2020-10-09,86,91.0,,0.91,78.26
2020-10-10,63,91.0,,0.91,57.330000000000005
2020-10-11,67,91.0,,0.91,60.97
2020-10-12,84,91.0,,0.91,76.44
2020-10-13,87,91.0,,0.91,79.17
2020-10-14,89,91.0,,0.91,80.99000000000001
2020-10-15,91,91.0,,0.91,82.81
2020-10-16,87,91.0,,0.91,79.17
2020-10-17,63,91.0,,0.91,57.330000000000005
2020-10-18,65,91.0,,0.91,59.15
2020-10-19,90,91.0,,0.91,81.9
2020-10-20,89,91.0,,0.91,80.99000000000001
2020-10-21,89,91.0,,0.91,80.99000000000001
2020-10-22,87,91.0,,0.91,79.17
2020-10-23,85,91.0,,0.91,77.35000000000001
2020-10-24,63,91.0,,0.91,57.330000000000005
2020-10-25,67,91.0,,0.91,60.97
2020-10-26,86,91.0,,0.91,78.26
2020-10-27,90,91.0,,0.91,81.9
2020-10-28,83,91.0,,0.91,75.53
2020-10-29,86,91.0,,0.91,78.26
2020-10-30,85,91.0,,0.91,77.35000000000001
2020-10-31,63,91.0,,0.91,57.330000000000005
2020-11-01,78,78.0,False,0.78,60.84
2020-11-02,98,78.0,,0.78,76.44
2020-11-03,88,78.0,,0.78,68.64
2020-11-04,62,78.0,,0.78,48.36
2020-11-05,73,78.0,,0.78,56.940000000000005
2020-11-06,79,78.0,,0.78,61.620000000000005
2020-11-07,62,78.0,,0.78,48.36
2020-11-08,70,78.0,,0.78,54.6
2020-11-09,94,78.0,,0.78,73.32000000000001
2020-11-10,96,78.0,,0.78,74.88
2020-11-11,89,78.0,,0.78,69.42
2020-11-12,97,78.0,,0.78,75.66
2020-11-13,97,78.0,,0.78,75.66
2020-11-14,72,78.0,,0.78,56.160000000000004
2020-11-15,76,78.0,,0.78,59.28
2020-11-16,96,78.0,,0.78,74.88
2020-11-17,100,78.0,,0.78,78.0
2020-11-18,98,78.0,,0.78,76.44
2020-11-19,96,78.0,,0.78,74.88
2020-11-20,96,78.0,,0.78,74.88
2020-11-21,70,78.0,,0.78,54.6
2020-11-22,71,78.0,,0.78,55.38
2020-11-23,91,78.0,,0.78,70.98
2020-11-24,89,78.0,,0.78,69.42
2020-11-25,77,78.0,,0.78,60.06
2020-11-26,64,78.0,,0.78,49.92
2020-11-27,60,78.0,,0.78,46.800000000000004
2020-11-28,65,78.0,,0.78,50.7
2020-11-29,69,78.0,,0.78,53.82
2020-11-30,87,78.0,,0.78,67.86
2020-12-01,95,76.0,False,0.76,72.2
2020-12-02,95,76.0,,0.76,72.2
2020-12-03,97,76.0,,0.76,73.72
2020-12-04,96,76.0,,0.76,72.96000000000001
2020-12-05,74,76.0,,0.76,56.24
2020-12-06,75,76.0,,0.76,57.0
2020-12-07,97,76.0,,0.76,73.72
2020-12-08,100,76.0,,0.76,76.0
2020-12-09,100,76.0,,0.76,76.0
2020-12-10,99,76.0,,0.76,75.24
2020-12-11,95,76.0,,0.76,72.2
2020-12-12,71,76.0,,0.76,53.96
2020-12-13,69,76.0,,0.76,52.44
2020-12-14,92,76.0,,0.76,69.92
2020-12-15,96,76.0,,0.76,72.96000000000001
2020-12-16,96,76.0,,0.76,72.96000000000001
2020-12-17,90,76.0,,0.76,68.4
2020-12-18,85,76.0,,0.76,64.6
2020-12-19,65,76.0,,0.76,49.4
2020-12-20,63,76.0,,0.76,47.88
2020-12-21,71,76.0,,0.76,53.96
2020-12-22,71,76.0,,0.76,53.96
2020-12-23,64,76.0,,0.76,48.64
2020-12-24,57,76.0,,0.76,43.32
2020-12-25,62,76.0,,0.76,47.12
2020-12-26,65,76.0,,0.76,49.4
2020-12-27,64,76.0,,0.76,48.64
2020-12-28,68,76.0,,0.76,51.68
2020-12-29,70,76.0,,0.76,53.2
2020-12-30,68,76.0,,0.76,51.68
2020-12-31,65,76.0,,0.76,49.4
2021-01-01,61,79.0,False,0.79,48.190000000000005
2021-01-02,64,79.0,,0.79,50.56
2021-01-03,69,79.0,,0.79,54.510000000000005
2021-01-04,79,79.0,,0.79,62.410000000000004
2021-01-05,84,79.0,,0.79,66.36
2021-01-06,79,79.0,,0.79,62.410000000000004
2021-01-07,87,79.0,,0.79,68.73
2021-01-08,86,79.0,,0.79,67.94
2021-01-09,69,79.0,,0.79,54.510000000000005
2021-01-10,69,79.0,,0.79,54.510000000000005
2021-01-11,88,79.0,,0.79,69.52000000000001
2021-01-12,92,79.0,,0.79,72.68
2021-01-13,93,79.0,,0.79,73.47
2021-01-14,95,79.0,,0.79,75.05
2021-01-15,93,79.0,,0.79,73.47
2021-01-16,73,79.0,,0.79,57.67
2021-01-17,71,79.0,,0.79,56.09
2021-01-18,80,79.0,,0.79,63.2
2021-01-19,94,79.0,,0.79,74.26
2021-01-20,92,79.0,,0.79,72.68
2021-01-21,98,79.0,,0.79,77.42
2021-01-22,96,79.0,,0.79,75.84
2021-01-23,75,79.0,,0.79,59.25
2021-01-24,78,79.0,,0.79,61.620000000000005
2021-01-25,96,79.0,,0.79,75.84
2021-01-26,100,79.0,,0.79,79.0
2021-01-27,96,79.0,,0.79,75.84
2021-01-28,99,79.0,,0.79,78.21000000000001
2021-01-29,95,79.0,,0.79,75.05
2021-01-30,79,79.0,,0.79,62.410000000000004
2021-01-31,78,79.0,,0.79,61.620000000000005
2021-02-01,93,86.0,False,0.86,79.98
2021-02-02,95,86.0,,0.86,81.7
2021-02-03,100,86.0,,0.86,86.0
2021-02-04,98,86.0,,0.86,84.28
2021-02-05,96,86.0,,0.86,82.56
2021-02-06,76,86.0,,0.86,65.36
2021-02-07,75,86.0,,0.86,64.5
2021-02-08,93,86.0,,0.86,79.98
2021-02-09,98,86.0,,0.86,84.28
2021-02-10,98,86.0,,0.86,84.28
2021-02-11,99,86.0,,0.86,85.14
2021-02-12,92,86.0,,0.86,79.12
2021-02-13,75,86.0,,0.86,64.5
2021-02-14,73,86.0,,0.86,62.78
2021-02-15,84,86.0,,0.86,72.24
2021-02-16,94,86.0,,0.86,80.84
2021-02-17,92,86.0,,0.86,79.12
2021-02-18,96,86.0,,0.86,82.56
2021-02-19,90,86.0,,0.86,77.4
2021-02-20,75,86.0,,0.86,64.5
2021-02-21,80,86.0,,0.86,68.8
2021-02-22,99,86.0,,0.86,85.14
2021-02-23,99,86.0,,0.86,85.14
2021-02-24,97,86.0,,0.86,83.42
2021-02-25,98,86.0,,0.86,84.28
2021-02-26,98,86.0,,0.86,84.28
2021-02-27,75,86.0,,0.86,64.5
2021-02-28,77,86.0,,0.86,66.22
2021-03-01,96,85.0,False,0.85,81.6
2021-03-02,98,85.0,,0.85,83.3
2021-03-03,92,85.0,,0.85,78.2
2021-03-04,100,85.0,,0.85,85.0
2021-03-05,92,85.0,,0.85,78.2
2021-03-06,72,85.0,,0.85,61.199999999999996
2021-03-07,75,85.0,,0.85,63.75
2021-03-08,94,85.0,,0.85,79.89999999999999
2021-03-09,95,85.0,,0.85,80.75
2021-03-10,91,85.0,,0.85,77.35
2021-03-11,92,85.0,,0.85,78.2
2021-03-12,89,85.0,,0.85,75.64999999999999
2021-03-13,72,85.0,,0.85,61.199999999999996
2021-03-14,76,85.0,,0.85,64.6
2021-03-15,88,85.0,,0.85,74.8
2021-03-16,91,85.0,,0.85,77.35
2021-03-17,88,85.0,,0.85,74.8
2021-03-18,89,85.0,,0.85,75.64999999999999
2021-03-19,82,85.0,,0.85,69.7
2021-03-20,69,85.0,,0.85,58.65
2021-03-21,71,85.0,,0.85,60.35
2021-03-22,87,85.0,,0.85,73.95
2021-03-23,93,85.0,,0.85,79.05
2021-03-24,90,85.0,,0.85,76.5
2021-03-25,91,85.0,,0.85,77.35
2021-03-26,86,85.0,,0.85,73.1
2021-03-27,70,85.0,,0.85,59.5
2021-03-28,72,85.0,,0.85,61.199999999999996
2021-03-29,87,85.0,,0.85,73.95
2021-03-30,90,85.0,,0.85,76.5
2021-03-31,87,85.0,,0.85,73.95
2021-04-01,90,80.0,False,0.8,72.0
2021-04-02,79,80.0,,0.8,63.2
2021-04-03,70,80.0,,0.8,56.0
2021-04-04,74,80.0,,0.8,59.2
2021-04-05,94,80.0,,0.8,75.2
2021-04-06,92,80.0,,0.8,73.60000000000001
2021-04-07,94,80.0,,0.8,75.2
2021-04-08,92,80.0,,0.8,73.60000000000001
2021-04-09,89,80.0,,0.8,71.2
2021-04-10,74,80.0,,0.8,59.2
2021-04-11,76,80.0,,0.8,60.800000000000004
2021-04-12,99,80.0,,0.8,79.2
2021-04-13,96,80.0,,0.8,76.80000000000001
2021-04-14,94,80.0,,0.8,75.2
2021-04-15,95,80.0,,0.8,76.0
2021-04-16,90,80.0,,0.8,72.0
2021-04-17,72,80.0,,0.8,57.6
2021-04-18,77,80.0,,0.8,61.6
2021-04-19,93,80.0,,0.8,74.4
2021-04-20,96,80.0,,0.8,76.80000000000001
2021-04-21,93,80.0,,0.8,74.4
2021-04-22,96,80.0,,0.8,76.80000000000001
2021-04-23,93,80.0,,0.8,74.4
2021-04-24,72,80.0,,0.8,57.6
2021-04-25,76,80.0,,0.8,60.800000000000004
2021-04-26,100,80.0,,0.8,80.0
2021-04-27,98,80.0,,0.8,78.4
2021-04-28,98,80.0,,0.8,78.4
2021-04-29,92,80.0,,0.8,73.60000000000001
2021-04-30,93,80.0,,0.8,74.4
2021-05-01,73,77.0,False,0.77,56.21
2021-05-02,76,77.0,,0.77,58.52
2021-05-03,100,77.0,,0.77,77.0
2021-05-04,99,77.0,,0.77,76.23
2021-05-05,98,77.0,,0.77,75.46000000000001
2021-05-06,98,77.0,,0.77,75.46000000000001
2021-05-07,92,77.0,,0.77,70.84
2021-05-08,71,77.0,,0.77,54.67
2021-05-09,69,77.0,,0.77,53.13
2021-05-10,96,77.0,,0.77,73.92
2021-05-11,97,77.0,,0.77,74.69
