date,ED_unscaled,ED_monthly,isPartial,scale,ED
2019-08-28,88,64.0,,0.64,56.32
2019-08-29,86,64.0,,0.64,55.04
2019-08-30,79,64.0,,0.64,50.56
2019-08-31,74,64.0,,0.64,47.36
2019-09-01,65,74.0,False,0.74,48.1
2019-09-02,67,74.0,,0.74,49.58
2019-09-03,77,74.0,,0.74,56.98
2019-09-04,77,74.0,,0.74,56.98
2019-09-05,78,74.0,,0.74,57.72
2019-09-06,79,74.0,,0.74,58.46
2019-09-07,78,74.0,,0.74,57.72
2019-09-08,79,74.0,,0.74,58.46
2019-09-09,83,74.0,,0.74,61.42
2019-09-10,82,74.0,,0.74,60.68
2019-09-11,80,74.0,,0.74,59.2
2019-09-12,84,74.0,,0.74,62.16
2019-09-13,80,74.0,,0.74,59.2
2019-09-14,74,74.0,,0.74,54.76
2019-09-15,71,74.0,,0.74,52.54
2019-09-16,80,74.0,,0.74,59.2
2019-09-17,88,74.0,,0.74,65.12
2019-09-18,100,74.0,,0.74,74.0
2019-09-19,91,74.0,,0.74,67.34
2019-09-20,82,74.0,,0.74,60.68
2019-09-21,72,74.0,,0.74,53.28
2019-09-22,71,74.0,,0.74,52.54
2019-09-23,80,74.0,,0.74,59.2
2019-09-24,80,74.0,,0.74,59.2
2019-09-25,77,74.0,,0.74,56.98
2019-09-26,78,74.0,,0.74,57.72
2019-09-27,73,74.0,,0.74,54.019999999999996
2019-09-28,61,74.0,,0.74,45.14
2019-09-29,71,74.0,,0.74,52.54
2019-09-30,75,74.0,,0.74,55.5
2019-10-01,97,63.0,False,0.63,61.11
2019-10-02,93,63.0,,0.63,58.59
2019-10-03,95,63.0,,0.63,59.85
2019-10-04,97,63.0,,0.63,61.11
2019-10-05,77,63.0,,0.63,48.51
2019-10-06,84,63.0,,0.63,52.92
2019-10-07,99,63.0,,0.63,62.37
2019-10-08,98,63.0,,0.63,61.74
2019-10-09,100,63.0,,0.63,63.0
2019-10-10,97,63.0,,0.63,61.11
2019-10-11,93,63.0,,0.63,58.59
2019-10-12,85,63.0,,0.63,53.55
2019-10-13,93,63.0,,0.63,58.59
2019-10-14,93,63.0,,0.63,58.59
2019-10-15,96,63.0,,0.63,60.480000000000004
2019-10-16,99,63.0,,0.63,62.37
2019-10-17,95,63.0,,0.63,59.85
2019-10-18,90,63.0,,0.63,56.7
2019-10-19,82,63.0,,0.63,51.660000000000004
2019-10-20,80,63.0,,0.63,50.4
2019-10-21,94,63.0,,0.63,59.22
2019-10-22,99,63.0,,0.63,62.37
2019-10-23,97,63.0,,0.63,61.11
2019-10-24,97,63.0,,0.63,61.11
2019-10-25,89,63.0,,0.63,56.07
2019-10-26,80,63.0,,0.63,50.4
2019-10-27,73,63.0,,0.63,45.99
2019-10-28,96,63.0,,0.63,60.480000000000004
2019-10-29,98,63.0,,0.63,61.74
2019-10-30,98,63.0,,0.63,61.74
2019-10-31,93,63.0,,0.63,58.59
2019-11-01,85,60.0,False,0.6,51.0
2019-11-02,72,60.0,,0.6,43.199999999999996
2019-11-03,72,60.0,,0.6,43.199999999999996
2019-11-04,97,60.0,,0.6,58.199999999999996
2019-11-05,91,60.0,,0.6,54.6
2019-11-06,87,60.0,,0.6,52.199999999999996
2019-11-07,86,60.0,,0.6,51.6
2019-11-08,85,60.0,,0.6,51.0
2019-11-09,87,60.0,,0.6,52.199999999999996
2019-11-10,100,60.0,,0.6,60.0
2019-11-11,91,60.0,,0.6,54.6
2019-11-12,91,60.0,,0.6,54.6
2019-11-13,88,60.0,,0.6,52.8
2019-11-14,87,60.0,,0.6,52.199999999999996
2019-11-15,83,60.0,,0.6,49.8
2019-11-16,73,60.0,,0.6,43.8
2019-11-17,76,60.0,,0.6,45.6
2019-11-18,85,60.0,,0.6,51.0
2019-11-19,89,60.0,,0.6,53.4
2019-11-20,86,60.0,,0.6,51.6
2019-11-21,82,60.0,,0.6,49.199999999999996
2019-11-22,86,60.0,,0.6,51.6
2019-11-23,67,60.0,,0.6,40.199999999999996
2019-11-24,69,60.0,,0.6,41.4
2019-11-25,78,60.0,,0.6,46.8
2019-11-26,74,60.0,,0.6,44.4
2019-11-27,69,60.0,,0.6,41.4
2019-11-28,65,60.0,,0.6,39.0
2019-11-29,57,60.0,,0.6,34.199999999999996
2019-11-30,60,60.0,,0.6,36.0
2019-12-01,63,58.0,False,0.58,36.54
2019-12-02,73,58.0,,0.58,42.339999999999996
2019-12-03,76,58.0,,0.58,44.08
2019-12-04,75,58.0,,0.58,43.5
2019-12-05,79,58.0,,0.58,45.82
2019-12-06,78,58.0,,0.58,45.239999999999995
2019-12-07,77,58.0,,0.58,44.66
2019-12-08,69,58.0,,0.58,40.019999999999996
2019-12-09,79,58.0,,0.58,45.82
2019-12-10,81,58.0,,0.58,46.98
2019-12-11,87,58.0,,0.58,50.459999999999994
2019-12-12,87,58.0,,0.58,50.459999999999994
2019-12-13,87,58.0,,0.58,50.459999999999994
2019-12-14,65,58.0,,0.58,37.699999999999996
2019-12-15,67,58.0,,0.58,38.86
2019-12-16,77,58.0,,0.58,44.66
2019-12-17,78,58.0,,0.58,45.239999999999995
2019-12-18,73,58.0,,0.58,42.339999999999996
2019-12-19,70,58.0,,0.58,40.599999999999994
2019-12-20,66,58.0,,0.58,38.279999999999994
2019-12-21,64,58.0,,0.58,37.12
2019-12-22,57,58.0,,0.58,33.059999999999995
2019-12-23,62,58.0,,0.58,35.96
2019-12-24,60,58.0,,0.58,34.8
2019-12-25,100,58.0,,0.58,57.99999999999999
2019-12-26,68,58.0,,0.58,39.44
2019-12-27,66,58.0,,0.58,38.279999999999994
2019-12-28,82,58.0,,0.58,47.559999999999995
2019-12-29,83,58.0,,0.58,48.13999999999999
2019-12-30,67,58.0,,0.58,38.86
2019-12-31,67,58.0,,0.58,38.86
2020-01-01,53,64.0,False,0.64,33.92
2020-01-02,54,64.0,,0.64,34.56
2020-01-03,56,64.0,,0.64,35.84
2020-01-04,52,64.0,,0.64,33.28
2020-01-05,60,64.0,,0.64,38.4
2020-01-06,58,64.0,,0.64,37.12
2020-01-07,59,64.0,,0.64,37.76
2020-01-08,63,64.0,,0.64,40.32
2020-01-09,67,64.0,,0.64,42.88
2020-01-10,66,64.0,,0.64,42.24
2020-01-11,57,64.0,,0.64,36.480000000000004
2020-01-12,58,64.0,,0.64,37.12
2020-01-13,63,64.0,,0.64,40.32
2020-01-14,100,64.0,,0.64,64.0
2020-01-15,68,64.0,,0.64,43.52
2020-01-16,65,64.0,,0.64,41.6
2020-01-17,63,64.0,,0.64,40.32
2020-01-18,57,64.0,,0.64,36.480000000000004
2020-01-19,53,64.0,,0.64,33.92
2020-01-20,56,64.0,,0.64,35.84
2020-01-21,62,64.0,,0.64,39.68
2020-01-22,64,64.0,,0.64,40.96
2020-01-23,65,64.0,,0.64,41.6
2020-01-24,61,64.0,,0.64,39.04
2020-01-25,58,64.0,,0.64,37.12
2020-01-26,49,64.0,,0.64,31.36
2020-01-27,58,64.0,,0.64,37.12
2020-01-28,65,64.0,,0.64,41.6
2020-01-29,66,64.0,,0.64,42.24
2020-01-30,62,64.0,,0.64,39.68
2020-01-31,62,64.0,,0.64,39.68
2020-02-01,87,59.0,False,0.59,51.33
2020-02-02,86,59.0,,0.59,50.739999999999995
2020-02-03,93,59.0,,0.59,54.87
2020-02-04,99,59.0,,0.59,58.41
2020-02-05,97,59.0,,0.59,57.23
2020-02-06,99,59.0,,0.59,58.41
2020-02-07,100,59.0,,0.59,59.0
2020-02-08,81,59.0,,0.59,47.79
2020-02-09,86,59.0,,0.59,50.739999999999995
2020-02-10,99,59.0,,0.59,58.41
2020-02-11,99,59.0,,0.59,58.41
2020-02-12,99,59.0,,0.59,58.41
2020-02-13,94,59.0,,0.59,55.459999999999994
2020-02-14,97,59.0,,0.59,57.23
2020-02-15,80,59.0,,0.59,47.199999999999996
2020-02-16,77,59.0,,0.59,45.43
2020-02-17,87,59.0,,0.59,51.33
2020-02-18,100,59.0,,0.59,59.0
2020-02-19,97,59.0,,0.59,57.23
2020-02-20,95,59.0,,0.59,56.05
2020-02-21,91,59.0,,0.59,53.69
2020-02-22,83,59.0,,0.59,48.97
2020-02-23,95,59.0,,0.59,56.05
2020-02-24,98,59.0,,0.59,57.82
2020-02-25,97,59.0,,0.59,57.23
2020-02-26,98,59.0,,0.59,57.82
2020-02-27,100,59.0,,0.59,59.0
2020-02-28,96,59.0,,0.59,56.64
2020-02-29,84,59.0,,0.59,49.559999999999995
2020-03-01,76,55.0,False,0.55,41.800000000000004
2020-03-02,91,55.0,,0.55,50.050000000000004
2020-03-03,86,55.0,,0.55,47.300000000000004
2020-03-04,86,55.0,,0.55,47.300000000000004
2020-03-05,91,55.0,,0.55,50.050000000000004
2020-03-06,82,55.0,,0.55,45.1
2020-03-07,96,55.0,,0.55,52.800000000000004
2020-03-08,91,55.0,,0.55,50.050000000000004
2020-03-09,100,55.0,,0.55,55.00000000000001
2020-03-10,92,55.0,,0.55,50.6
2020-03-11,84,55.0,,0.55,46.2
2020-03-12,79,55.0,,0.55,43.45
2020-03-13,81,55.0,,0.55,44.550000000000004
2020-03-14,76,55.0,,0.55,41.800000000000004
2020-03-15,71,55.0,,0.55,39.050000000000004
2020-03-16,77,55.0,,0.55,42.35
2020-03-17,76,55.0,,0.55,41.800000000000004
2020-03-18,79,55.0,,0.55,43.45
2020-03-19,76,55.0,,0.55,41.800000000000004
2020-03-20,77,55.0,,0.55,42.35
2020-03-21,69,55.0,,0.55,37.95
2020-03-22,74,55.0,,0.55,40.7
2020-03-23,81,55.0,,0.55,44.550000000000004
2020-03-24,84,55.0,,0.55,46.2
2020-03-25,83,55.0,,0.55,45.650000000000006
2020-03-26,82,55.0,,0.55,45.1
2020-03-27,81,55.0,,0.55,44.550000000000004
2020-03-28,78,55.0,,0.55,42.900000000000006
2020-03-29,79,55.0,,0.55,43.45
2020-03-30,88,55.0,,0.55,48.400000000000006
2020-03-31,83,55.0,,0.55,45.650000000000006
2020-04-01,72,70.0,False,0.7,50.4
2020-04-02,89,70.0,,0.7,62.3
2020-04-03,77,70.0,,0.7,53.9
2020-04-04,67,70.0,,0.7,46.9
2020-04-05,68,70.0,,0.7,47.599999999999994
2020-04-06,80,70.0,,0.7,56.0
2020-04-07,75,70.0,,0.7,52.5
2020-04-08,75,70.0,,0.7,52.5
2020-04-09,87,70.0,,0.7,60.9
2020-04-10,75,70.0,,0.7,52.5
2020-04-11,82,70.0,,0.7,57.4
2020-04-12,77,70.0,,0.7,53.9
2020-04-13,90,70.0,,0.7,62.99999999999999
2020-04-14,87,70.0,,0.7,60.9
2020-04-15,88,70.0,,0.7,61.599999999999994
2020-04-16,88,70.0,,0.7,61.599999999999994
2020-04-17,86,70.0,,0.7,60.199999999999996
2020-04-18,86,70.0,,0.7,60.199999999999996
2020-04-19,82,70.0,,0.7,57.4
2020-04-20,89,70.0,,0.7,62.3
2020-04-21,88,70.0,,0.7,61.599999999999994
2020-04-22,90,70.0,,0.7,62.99999999999999
2020-04-23,91,70.0,,0.7,63.699999999999996
2020-04-24,87,70.0,,0.7,60.9
2020-04-25,87,70.0,,0.7,60.9
2020-04-26,90,70.0,,0.7,62.99999999999999
2020-04-27,100,70.0,,0.7,70.0
2020-04-28,92,70.0,,0.7,64.39999999999999
2020-04-29,84,70.0,,0.7,58.8
2020-04-30,93,70.0,,0.7,65.1
2020-05-01,91,67.0,False,0.67,60.970000000000006
2020-05-02,93,67.0,,0.67,62.31
2020-05-03,89,67.0,,0.67,59.63
2020-05-04,100,67.0,,0.67,67.0
2020-05-05,91,67.0,,0.67,60.970000000000006
2020-05-06,93,67.0,,0.67,62.31
2020-05-07,86,67.0,,0.67,57.620000000000005
2020-05-08,84,67.0,,0.67,56.28
2020-05-09,85,67.0,,0.67,56.95
2020-05-10,86,67.0,,0.67,57.620000000000005
2020-05-11,94,67.0,,0.67,62.980000000000004
2020-05-12,88,67.0,,0.67,58.96
2020-05-13,91,67.0,,0.67,60.970000000000006
2020-05-14,88,67.0,,0.67,58.96
2020-05-15,86,67.0,,0.67,57.620000000000005
2020-05-16,81,67.0,,0.67,54.27
2020-05-17,96,67.0,,0.67,64.32000000000001
2020-05-18,95,67.0,,0.67,63.650000000000006
2020-05-19,90,67.0,,0.67,60.300000000000004
2020-05-20,84,67.0,,0.67,56.28
2020-05-21,90,67.0,,0.67,60.300000000000004
2020-05-22,84,67.0,,0.67,56.28
2020-05-23,89,67.0,,0.67,59.63
2020-05-24,89,67.0,,0.67,59.63
2020-05-25,100,67.0,,0.67,67.0
2020-05-26,88,67.0,,0.67,58.96
2020-05-27,89,67.0,,0.67,59.63
2020-05-28,87,67.0,,0.67,58.290000000000006
2020-05-29,78,67.0,,0.67,52.260000000000005
2020-05-30,72,67.0,,0.67,48.24
2020-05-31,69,67.0,,0.67,46.230000000000004
2020-06-01,94,59.0,False,0.59,55.459999999999994
2020-06-02,87,59.0,,0.59,51.33
2020-06-03,89,59.0,,0.59,52.51
2020-06-04,100,59.0,,0.59,59.0
2020-06-05,94,59.0,,0.59,55.459999999999994
2020-06-06,90,59.0,,0.59,53.099999999999994
2020-06-07,91,59.0,,0.59,53.69
2020-06-08,100,59.0,,0.59,59.0
2020-06-09,92,59.0,,0.59,54.279999999999994
2020-06-10,92,59.0,,0.59,54.279999999999994
2020-06-11,98,59.0,,0.59,57.82
2020-06-12,93,59.0,,0.59,54.87
2020-06-13,90,59.0,,0.59,53.099999999999994
2020-06-14,88,59.0,,0.59,51.919999999999995
2020-06-15,90,59.0,,0.59,53.099999999999994
2020-06-16,89,59.0,,0.59,52.51
2020-06-17,84,59.0,,0.59,49.559999999999995
2020-06-18,84,59.0,,0.59,49.559999999999995
2020-06-19,82,59.0,,0.59,48.379999999999995
2020-06-20,74,59.0,,0.59,43.66
2020-06-21,76,59.0,,0.59,44.839999999999996
2020-06-22,84,59.0,,0.59,49.559999999999995
2020-06-23,89,59.0,,0.59,52.51
2020-06-24,84,59.0,,0.59,49.559999999999995
2020-06-25,81,59.0,,0.59,47.79
2020-06-26,83,59.0,,0.59,48.97
2020-06-27,79,59.0,,0.59,46.61
2020-06-28,81,59.0,,0.59,47.79
2020-06-29,80,59.0,,0.59,47.199999999999996
2020-06-30,85,59.0,,0.59,50.15
2020-07-01,100,61.0,False,0.61,61.0
2020-07-02,58,61.0,,0.61,35.38
2020-07-03,43,61.0,,0.61,26.23
2020-07-04,39,61.0,,0.61,23.79
2020-07-05,42,61.0,,0.61,25.62
2020-07-06,41,61.0,,0.61,25.009999999999998
2020-07-07,39,61.0,,0.61,23.79
2020-07-08,39,61.0,,0.61,23.79
2020-07-09,37,61.0,,0.61,22.57
2020-07-10,37,61.0,,0.61,22.57
2020-07-11,37,61.0,,0.61,22.57
2020-07-12,39,61.0,,0.61,23.79
2020-07-13,39,61.0,,0.61,23.79
2020-07-14,38,61.0,,0.61,23.18
2020-07-15,41,61.0,,0.61,25.009999999999998
2020-07-16,39,61.0,,0.61,23.79
2020-07-17,40,61.0,,0.61,24.4
2020-07-18,37,61.0,,0.61,22.57
2020-07-19,38,61.0,,0.61,23.18
2020-07-20,43,61.0,,0.61,26.23
2020-07-21,56,61.0,,0.61,34.16
2020-07-22,47,61.0,,0.61,28.669999999999998
2020-07-23,40,61.0,,0.61,24.4
2020-07-24,36,61.0,,0.61,21.96
2020-07-25,36,61.0,,0.61,21.96
2020-07-26,37,61.0,,0.61,22.57
2020-07-27,40,61.0,,0.61,24.4
2020-07-28,40,61.0,,0.61,24.4
2020-07-29,41,61.0,,0.61,25.009999999999998
2020-07-30,42,61.0,,0.61,25.62
2020-07-31,46,61.0,,0.61,28.06
2020-08-01,87,61.0,False,0.61,53.07
2020-08-02,80,61.0,,0.61,48.8
2020-08-03,91,61.0,,0.61,55.51
2020-08-04,97,61.0,,0.61,59.17
2020-08-05,93,61.0,,0.61,56.73
2020-08-06,87,61.0,,0.61,53.07
2020-08-07,86,61.0,,0.61,52.46
2020-08-08,82,61.0,,0.61,50.019999999999996
2020-08-09,76,61.0,,0.61,46.36
2020-08-10,92,61.0,,0.61,56.12
2020-08-11,96,61.0,,0.61,58.56
2020-08-12,91,61.0,,0.61,55.51
2020-08-13,95,61.0,,0.61,57.949999999999996
2020-08-14,95,61.0,,0.61,57.949999999999996
2020-08-15,86,61.0,,0.61,52.46
2020-08-16,85,61.0,,0.61,51.85
2020-08-17,100,61.0,,0.61,61.0
2020-08-18,97,61.0,,0.61,59.17
2020-08-19,94,61.0,,0.61,57.339999999999996
2020-08-20,95,61.0,,0.61,57.949999999999996
2020-08-21,93,61.0,,0.61,56.73
2020-08-22,84,61.0,,0.61,51.24
2020-08-23,87,61.0,,0.61,53.07
2020-08-24,93,61.0,,0.61,56.73
2020-08-25,91,61.0,,0.61,55.51
2020-08-26,94,61.0,,0.61,57.339999999999996
2020-08-27,91,61.0,,0.61,55.51
2020-08-28,89,61.0,,0.61,54.29
2020-08-29,77,61.0,,0.61,46.97
2020-08-30,80,61.0,,0.61,48.8
2020-08-31,95,61.0,,0.61,57.949999999999996
2020-09-01,70,61.0,False,0.61,42.699999999999996
2020-09-02,100,61.0,,0.61,61.0
2020-09-03,56,61.0,,0.61,34.16
2020-09-04,55,61.0,,0.61,33.55
2020-09-05,44,61.0,,0.61,26.84
2020-09-06,43,61.0,,0.61,26.23
2020-09-07,47,61.0,,0.61,28.669999999999998
2020-09-08,57,61.0,,0.61,34.769999999999996
2020-09-09,50,61.0,,0.61,30.5
2020-09-10,50,61.0,,0.61,30.5
2020-09-11,52,61.0,,0.61,31.72
2020-09-12,45,61.0,,0.61,27.45
2020-09-13,44,61.0,,0.61,26.84
2020-09-14,52,61.0,,0.61,31.72
2020-09-15,52,61.0,,0.61,31.72
2020-09-16,52,61.0,,0.61,31.72
2020-09-17,50,61.0,,0.61,30.5
2020-09-18,51,61.0,,0.61,31.11
2020-09-19,42,61.0,,0.61,25.62
2020-09-20,42,61.0,,0.61,25.62
2020-09-21,53,61.0,,0.61,32.33
2020-09-22,52,61.0,,0.61,31.72
2020-09-23,54,61.0,,0.61,32.94
2020-09-24,49,61.0,,0.61,29.89
2020-09-25,47,61.0,,0.61,28.669999999999998
2020-09-26,43,61.0,,0.61,26.23
2020-09-27,42,61.0,,0.61,25.62
2020-09-28,46,61.0,,0.61,28.06
2020-09-29,48,61.0,,0.61,29.28
2020-09-30,44,61.0,,0.61,26.84
2020-10-01,93,54.0,False,0.54,50.220000000000006
2020-10-02,91,54.0,,0.54,49.14
2020-10-03,80,54.0,,0.54,43.2
2020-10-04,82,54.0,,0.54,44.28
2020-10-05,95,54.0,,0.54,51.300000000000004
2020-10-06,97,54.0,,0.54,52.38
2020-10-07,97,54.0,,0.54,52.38
2020-10-08,95,54.0,,0.54,51.300000000000004
2020-10-09,83,54.0,,0.54,44.82
2020-10-10,76,54.0,,0.54,41.040000000000006
2020-10-11,80,54.0,,0.54,43.2
2020-10-12,80,54.0,,0.54,43.2
2020-10-13,88,54.0,,0.54,47.52
2020-10-14,91,54.0,,0.54,49.14
2020-10-15,90,54.0,,0.54,48.6
2020-10-16,89,54.0,,0.54,48.06
2020-10-17,83,54.0,,0.54,44.82
2020-10-18,82,54.0,,0.54,44.28
2020-10-19,96,54.0,,0.54,51.84
2020-10-20,96,54.0,,0.54,51.84
2020-10-21,92,54.0,,0.54,49.68000000000001
2020-10-22,94,54.0,,0.54,50.760000000000005
2020-10-23,89,54.0,,0.54,48.06
2020-10-24,85,54.0,,0.54,45.900000000000006
2020-10-25,83,54.0,,0.54,44.82
2020-10-26,91,54.0,,0.54,49.14
2020-10-27,100,54.0,,0.54,54.0
2020-10-28,93,54.0,,0.54,50.220000000000006
2020-10-29,97,54.0,,0.54,52.38
2020-10-30,94,54.0,,0.54,50.760000000000005
2020-10-31,83,54.0,,0.54,44.82
2020-11-01,85,48.0,False,0.48,40.8
2020-11-02,99,48.0,,0.48,47.519999999999996
2020-11-03,85,48.0,,0.48,40.8
2020-11-04,58,48.0,,0.48,27.84
2020-11-05,65,48.0,,0.48,31.2
2020-11-06,71,48.0,,0.48,34.08
2020-11-07,65,48.0,,0.48,31.2
2020-11-08,71,48.0,,0.48,34.08
2020-11-09,85,48.0,,0.48,40.8
2020-11-10,92,48.0,,0.48,44.16
2020-11-11,84,48.0,,0.48,40.32
2020-11-12,87,48.0,,0.48,41.76
2020-11-13,83,48.0,,0.48,39.839999999999996
2020-11-14,84,48.0,,0.48,40.32
2020-11-15,85,48.0,,0.48,40.8
2020-11-16,93,48.0,,0.48,44.64
2020-11-17,89,48.0,,0.48,42.72
2020-11-18,96,48.0,,0.48,46.08
2020-11-19,91,48.0,,0.48,43.68
2020-11-20,89,48.0,,0.48,42.72
2020-11-21,84,48.0,,0.48,40.32
2020-11-22,74,48.0,,0.48,35.519999999999996
2020-11-23,88,48.0,,0.48,42.239999999999995
2020-11-24,83,48.0,,0.48,39.839999999999996
2020-11-25,100,48.0,,0.48,48.0
2020-11-26,79,48.0,,0.48,37.92
2020-11-27,75,48.0,,0.48,36.0
2020-11-28,75,48.0,,0.48,36.0
2020-11-29,83,48.0,,0.48,39.839999999999996
2020-11-30,86,48.0,,0.48,41.28
2020-12-01,86,49.0,False,0.49,42.14
2020-12-02,90,49.0,,0.49,44.1
2020-12-03,93,49.0,,0.49,45.57
2020-12-04,91,49.0,,0.49,44.589999999999996
2020-12-05,81,49.0,,0.49,39.69
2020-12-06,89,49.0,,0.49,43.61
2020-12-07,97,49.0,,0.49,47.53
2020-12-08,91,49.0,,0.49,44.589999999999996
2020-12-09,87,49.0,,0.49,42.63
2020-12-10,93,49.0,,0.49,45.57
2020-12-11,84,49.0,,0.49,41.16
2020-12-12,86,49.0,,0.49,42.14
2020-12-13,90,49.0,,0.49,44.1
2020-12-14,100,49.0,,0.49,49.0
2020-12-15,98,49.0,,0.49,48.019999999999996
2020-12-16,99,49.0,,0.49,48.51
2020-12-17,94,49.0,,0.49,46.06
2020-12-18,94,49.0,,0.49,46.06
2020-12-19,90,49.0,,0.49,44.1
2020-12-20,90,49.0,,0.49,44.1
2020-12-21,98,49.0,,0.49,48.019999999999996
2020-12-22,91,49.0,,0.49,44.589999999999996
2020-12-23,83,49.0,,0.49,40.67
2020-12-24,80,49.0,,0.49,39.2
2020-12-25,80,49.0,,0.49,39.2
2020-12-26,79,49.0,,0.49,38.71
2020-12-27,87,49.0,,0.49,42.63
2020-12-28,83,49.0,,0.49,40.67
2020-12-29,90,49.0,,0.49,44.1
2020-12-30,91,49.0,,0.49,44.589999999999996
2020-12-31,84,49.0,,0.49,41.16
2021-01-01,86,49.0,False,0.49,42.14
2021-01-02,89,49.0,,0.49,43.61
2021-01-03,87,49.0,,0.49,42.63
2021-01-04,89,49.0,,0.49,43.61
2021-01-05,89,49.0,,0.49,43.61
2021-01-06,82,49.0,,0.49,40.18
2021-01-07,82,49.0,,0.49,40.18
2021-01-08,86,49.0,,0.49,42.14
2021-01-09,90,49.0,,0.49,44.1
2021-01-10,85,49.0,,0.49,41.65
2021-01-11,93,49.0,,0.49,45.57
2021-01-12,92,49.0,,0.49,45.08
2021-01-13,100,49.0,,0.49,49.0
2021-01-14,95,49.0,,0.49,46.55
2021-01-15,91,49.0,,0.49,44.589999999999996
2021-01-16,81,49.0,,0.49,39.69
2021-01-17,85,49.0,,0.49,41.65
2021-01-18,92,49.0,,0.49,45.08
2021-01-19,90,49.0,,0.49,44.1
2021-01-20,88,49.0,,0.49,43.12
2021-01-21,86,49.0,,0.49,42.14
2021-01-22,88,49.0,,0.49,43.12
2021-01-23,82,49.0,,0.49,40.18
2021-01-24,82,49.0,,0.49,40.18
2021-01-25,92,49.0,,0.49,45.08
2021-01-26,87,49.0,,0.49,42.63
2021-01-27,91,49.0,,0.49,44.589999999999996
2021-01-28,93,49.0,,0.49,45.57
2021-01-29,81,49.0,,0.49,39.69
2021-01-30,80,49.0,,0.49,39.2
2021-01-31,84,49.0,,0.49,41.16
2021-02-01,94,52.0,False,0.52,48.88
2021-02-02,86,52.0,,0.52,44.72
2021-02-03,91,52.0,,0.52,47.32
2021-02-04,89,52.0,,0.52,46.28
2021-02-05,88,52.0,,0.52,45.760000000000005
2021-02-06,86,52.0,,0.52,44.72
2021-02-07,81,52.0,,0.52,42.120000000000005
2021-02-08,87,52.0,,0.52,45.24
2021-02-09,97,52.0,,0.52,50.440000000000005
2021-02-10,94,52.0,,0.52,48.88
2021-02-11,87,52.0,,0.52,45.24
2021-02-12,87,52.0,,0.52,45.24
2021-02-13,83,52.0,,0.52,43.160000000000004
2021-02-14,83,52.0,,0.52,43.160000000000004
2021-02-15,86,52.0,,0.52,44.72
2021-02-16,88,52.0,,0.52,45.760000000000005
2021-02-17,87,52.0,,0.52,45.24
2021-02-18,85,52.0,,0.52,44.2
2021-02-19,84,52.0,,0.52,43.68
2021-02-20,83,52.0,,0.52,43.160000000000004
2021-02-21,86,52.0,,0.52,44.72
2021-02-22,93,52.0,,0.52,48.36
2021-02-23,100,52.0,,0.52,52.0
2021-02-24,93,52.0,,0.52,48.36
2021-02-25,96,52.0,,0.52,49.92
2021-02-26,91,52.0,,0.52,47.32
2021-02-27,90,52.0,,0.52,46.800000000000004
2021-02-28,92,52.0,,0.52,47.84
2021-03-01,100,47.0,False,0.47,47.0
2021-03-02,98,47.0,,0.47,46.059999999999995
2021-03-03,91,47.0,,0.47,42.769999999999996
2021-03-04,95,47.0,,0.47,44.65
2021-03-05,93,47.0,,0.47,43.71
2021-03-06,89,47.0,,0.47,41.83
2021-03-07,92,47.0,,0.47,43.239999999999995
2021-03-08,89,47.0,,0.47,41.83
2021-03-09,91,47.0,,0.47,42.769999999999996
2021-03-10,92,47.0,,0.47,43.239999999999995
2021-03-11,93,47.0,,0.47,43.71
2021-03-12,87,47.0,,0.47,40.89
2021-03-13,80,47.0,,0.47,37.599999999999994
2021-03-14,86,47.0,,0.47,40.419999999999995
2021-03-15,88,47.0,,0.47,41.36
2021-03-16,89,47.0,,0.47,41.83
2021-03-17,91,47.0,,0.47,42.769999999999996
2021-03-18,89,47.0,,0.47,41.83
2021-03-19,87,47.0,,0.47,40.89
2021-03-20,81,47.0,,0.47,38.07
2021-03-21,80,47.0,,0.47,37.599999999999994
2021-03-22,96,47.0,,0.47,45.12
2021-03-23,86,47.0,,0.47,40.419999999999995
2021-03-24,91,47.0,,0.47,42.769999999999996
2021-03-25,97,47.0,,0.47,45.589999999999996
2021-03-26,91,47.0,,0.47,42.769999999999996
2021-03-27,82,47.0,,0.47,38.54
2021-03-28,87,47.0,,0.47,40.89
2021-03-29,93,47.0,,0.47,43.71
2021-03-30,89,47.0,,0.47,41.83
2021-03-31,86,47.0,,0.47,40.419999999999995
2021-04-01,79,50.0,False,0.5,39.5
2021-04-02,73,50.0,,0.5,36.5
2021-04-03,76,50.0,,0.5,38.0
2021-04-04,76,50.0,,0.5,38.0
2021-04-05,86,50.0,,0.5,43.0
2021-04-06,82,50.0,,0.5,41.0
2021-04-07,77,50.0,,0.5,38.5
2021-04-08,80,50.0,,0.5,40.0
2021-04-09,77,50.0,,0.5,38.5
2021-04-10,79,50.0,,0.5,39.5
2021-04-11,80,50.0,,0.5,40.0
2021-04-12,94,50.0,,0.5,47.0
2021-04-13,85,50.0,,0.5,42.5
2021-04-14,82,50.0,,0.5,41.0
2021-04-15,88,50.0,,0.5,44.0
2021-04-16,88,50.0,,0.5,44.0
2021-04-17,77,50.0,,0.5,38.5
2021-04-18,77,50.0,,0.5,38.5
2021-04-19,97,50.0,,0.5,48.5
2021-04-20,100,50.0,,0.5,50.0
2021-04-21,97,50.0,,0.5,48.5
2021-04-22,100,50.0,,0.5,50.0
2021-04-23,88,50.0,,0.5,44.0
2021-04-24,84,50.0,,0.5,42.0
