date,BAC_unscaled,BAC_monthly,isPartial,scale,BAC
2019-08-16,94,78.0,,0.78,73.32000000000001
2019-08-17,72,78.0,,0.78,56.160000000000004
2019-08-18,64,78.0,,0.78,49.92
2019-08-19,91,78.0,,0.78,70.98
2019-08-20,84,78.0,,0.78,65.52
2019-08-21,93,78.0,,0.78,72.54
2019-08-22,99,78.0,,0.78,77.22
2019-08-23,81,78.0,,0.78,63.18
2019-08-24,67,78.0,,0.78,52.260000000000005
2019-08-25,74,78.0,,0.78,57.72
2019-08-26,81,78.0,,0.78,63.18
2019-08-27,76,78.0,,0.78,59.28
2019-08-28,81,78.0,,0.78,63.18
2019-08-29,82,78.0,,0.78,63.96
2019-08-30,64,78.0,,0.78,49.92
2019-08-31,62,78.0,,0.78,48.36
2019-09-01,56,70.0,False,0.7,39.199999999999996
2019-09-02,63,70.0,,0.7,44.099999999999994
2019-09-03,88,70.0,,0.7,61.599999999999994
2019-09-04,92,70.0,,0.7,64.39999999999999
2019-09-05,100,70.0,,0.7,70.0
2019-09-06,90,70.0,,0.7,62.99999999999999
2019-09-07,60,70.0,,0.7,42.0
2019-09-08,56,70.0,,0.7,39.199999999999996
2019-09-09,81,70.0,,0.7,56.699999999999996
2019-09-10,92,70.0,,0.7,64.39999999999999
2019-09-11,97,70.0,,0.7,67.89999999999999
2019-09-12,97,70.0,,0.7,67.89999999999999
2019-09-13,99,70.0,,0.7,69.3
2019-09-14,67,70.0,,0.7,46.9
2019-09-15,54,70.0,,0.7,37.8
2019-09-16,90,70.0,,0.7,62.99999999999999
2019-09-17,99,70.0,,0.7,69.3
2019-09-18,88,70.0,,0.7,61.599999999999994
2019-09-19,82,70.0,,0.7,57.4
2019-09-20,89,70.0,,0.7,62.3
2019-09-21,62,70.0,,0.7,43.4
2019-09-22,61,70.0,,0.7,42.699999999999996
2019-09-23,84,70.0,,0.7,58.8
2019-09-24,76,70.0,,0.7,53.199999999999996
2019-09-25,88,70.0,,0.7,61.599999999999994
2019-09-26,90,70.0,,0.7,62.99999999999999
2019-09-27,83,70.0,,0.7,58.099999999999994
2019-09-28,65,70.0,,0.7,45.5
2019-09-29,67,70.0,,0.7,46.9
2019-09-30,95,70.0,,0.7,66.5
2019-10-01,72,73.0,False,0.73,52.56
2019-10-02,62,73.0,,0.73,45.26
2019-10-03,67,73.0,,0.73,48.91
2019-10-04,69,73.0,,0.73,50.37
2019-10-05,45,73.0,,0.73,32.85
2019-10-06,46,73.0,,0.73,33.58
2019-10-07,64,73.0,,0.73,46.72
2019-10-08,71,73.0,,0.73,51.83
2019-10-09,65,73.0,,0.73,47.449999999999996
2019-10-10,65,73.0,,0.73,47.449999999999996
2019-10-11,59,73.0,,0.73,43.07
2019-10-12,52,73.0,,0.73,37.96
2019-10-13,46,73.0,,0.73,33.58
2019-10-14,70,73.0,,0.73,51.1
2019-10-15,84,73.0,,0.73,61.32
2019-10-16,100,73.0,,0.73,73.0
2019-10-17,91,73.0,,0.73,66.42999999999999
2019-10-18,65,73.0,,0.73,47.449999999999996
2019-10-19,47,73.0,,0.73,34.31
2019-10-20,50,73.0,,0.73,36.5
2019-10-21,74,73.0,,0.73,54.019999999999996
2019-10-22,79,73.0,,0.73,57.67
2019-10-23,72,73.0,,0.73,52.56
2019-10-24,73,73.0,,0.73,53.29
2019-10-25,78,73.0,,0.73,56.94
2019-10-26,49,73.0,,0.73,35.769999999999996
2019-10-27,46,73.0,,0.73,33.58
2019-10-28,81,73.0,,0.73,59.129999999999995
2019-10-29,75,73.0,,0.73,54.75
2019-10-30,72,73.0,,0.73,52.56
2019-10-31,85,73.0,,0.73,62.05
2019-11-01,92,69.0,False,0.69,63.48
2019-11-02,74,69.0,,0.69,51.059999999999995
2019-11-03,65,69.0,,0.69,44.849999999999994
2019-11-04,94,69.0,,0.69,64.86
2019-11-05,95,69.0,,0.69,65.55
2019-11-06,94,69.0,,0.69,64.86
2019-11-07,96,69.0,,0.69,66.24
2019-11-08,100,69.0,,0.69,69.0
2019-11-09,60,69.0,,0.69,41.4
2019-11-10,56,69.0,,0.69,38.64
2019-11-11,77,69.0,,0.69,53.129999999999995
2019-11-12,77,69.0,,0.69,53.129999999999995
2019-11-13,82,69.0,,0.69,56.58
2019-11-14,80,69.0,,0.69,55.199999999999996
2019-11-15,72,69.0,,0.69,49.67999999999999
2019-11-16,57,69.0,,0.69,39.33
2019-11-17,58,69.0,,0.69,40.019999999999996
2019-11-18,81,69.0,,0.69,55.88999999999999
2019-11-19,78,69.0,,0.69,53.81999999999999
2019-11-20,79,69.0,,0.69,54.51
2019-11-21,80,69.0,,0.69,55.199999999999996
2019-11-22,86,69.0,,0.69,59.339999999999996
2019-11-23,54,69.0,,0.69,37.26
2019-11-24,64,69.0,,0.69,44.16
2019-11-25,78,69.0,,0.69,53.81999999999999
2019-11-26,80,69.0,,0.69,55.199999999999996
2019-11-27,74,69.0,,0.69,51.059999999999995
2019-11-28,54,69.0,,0.69,37.26
2019-11-29,59,69.0,,0.69,40.709999999999994
2019-11-30,46,69.0,,0.69,31.74
2019-12-01,50,66.0,False,0.66,33.0
2019-12-02,70,66.0,,0.66,46.2
2019-12-03,72,66.0,,0.66,47.52
2019-12-04,82,66.0,,0.66,54.120000000000005
2019-12-05,84,66.0,,0.66,55.440000000000005
2019-12-06,90,66.0,,0.66,59.400000000000006
2019-12-07,67,66.0,,0.66,44.22
2019-12-08,59,66.0,,0.66,38.940000000000005
2019-12-09,90,66.0,,0.66,59.400000000000006
2019-12-10,78,66.0,,0.66,51.480000000000004
2019-12-11,94,66.0,,0.66,62.040000000000006
2019-12-12,94,66.0,,0.66,62.040000000000006
2019-12-13,89,66.0,,0.66,58.74
2019-12-14,65,66.0,,0.66,42.9
2019-12-15,60,66.0,,0.66,39.6
2019-12-16,88,66.0,,0.66,58.080000000000005
2019-12-17,97,66.0,,0.66,64.02
2019-12-18,90,66.0,,0.66,59.400000000000006
2019-12-19,85,66.0,,0.66,56.1
2019-12-20,100,66.0,,0.66,66.0
2019-12-21,66,66.0,,0.66,43.56
2019-12-22,57,66.0,,0.66,37.620000000000005
2019-12-23,82,66.0,,0.66,54.120000000000005
2019-12-24,78,66.0,,0.66,51.480000000000004
2019-12-25,69,66.0,,0.66,45.54
2019-12-26,85,66.0,,0.66,56.1
2019-12-27,81,66.0,,0.66,53.46
2019-12-28,61,66.0,,0.66,40.260000000000005
2019-12-29,63,66.0,,0.66,41.580000000000005
2019-12-30,82,66.0,,0.66,54.120000000000005
2019-12-31,100,66.0,,0.66,66.0
2020-01-01,54,75.0,False,0.75,40.5
2020-01-02,65,75.0,,0.75,48.75
2020-01-03,93,75.0,,0.75,69.75
2020-01-04,51,75.0,,0.75,38.25
2020-01-05,47,75.0,,0.75,35.25
2020-01-06,64,75.0,,0.75,48.0
2020-01-07,73,75.0,,0.75,54.75
2020-01-08,64,75.0,,0.75,48.0
2020-01-09,64,75.0,,0.75,48.0
2020-01-10,64,75.0,,0.75,48.0
2020-01-11,46,75.0,,0.75,34.5
2020-01-12,42,75.0,,0.75,31.5
2020-01-13,68,75.0,,0.75,51.0
2020-01-14,73,75.0,,0.75,54.75
2020-01-15,100,75.0,,0.75,75.0
2020-01-16,75,75.0,,0.75,56.25
2020-01-17,59,75.0,,0.75,44.25
2020-01-18,49,75.0,,0.75,36.75
2020-01-19,37,75.0,,0.75,27.75
2020-01-20,49,75.0,,0.75,36.75
2020-01-21,65,75.0,,0.75,48.75
2020-01-22,66,75.0,,0.75,49.5
2020-01-23,57,75.0,,0.75,42.75
2020-01-24,59,75.0,,0.75,44.25
2020-01-25,46,75.0,,0.75,34.5
2020-01-26,37,75.0,,0.75,27.75
2020-01-27,56,75.0,,0.75,42.0
2020-01-28,58,75.0,,0.75,43.5
2020-01-29,62,75.0,,0.75,46.5
2020-01-30,55,75.0,,0.75,41.25
2020-01-31,59,75.0,,0.75,44.25
2020-02-01,59,67.0,False,0.67,39.53
2020-02-02,53,67.0,,0.67,35.510000000000005
2020-02-03,69,67.0,,0.67,46.230000000000004
2020-02-04,69,67.0,,0.67,46.230000000000004
2020-02-05,72,67.0,,0.67,48.24
2020-02-06,72,67.0,,0.67,48.24
2020-02-07,62,67.0,,0.67,41.54
2020-02-08,54,67.0,,0.67,36.18
2020-02-09,46,67.0,,0.67,30.82
2020-02-10,65,67.0,,0.67,43.550000000000004
2020-02-11,73,67.0,,0.67,48.910000000000004
2020-02-12,65,67.0,,0.67,43.550000000000004
2020-02-13,59,67.0,,0.67,39.53
2020-02-14,65,67.0,,0.67,43.550000000000004
2020-02-15,48,67.0,,0.67,32.160000000000004
2020-02-16,57,67.0,,0.67,38.190000000000005
2020-02-17,53,67.0,,0.67,35.510000000000005
2020-02-18,61,67.0,,0.67,40.870000000000005
2020-02-19,74,67.0,,0.67,49.580000000000005
2020-02-20,69,67.0,,0.67,46.230000000000004
2020-02-21,66,67.0,,0.67,44.220000000000006
2020-02-22,54,67.0,,0.67,36.18
2020-02-23,52,67.0,,0.67,34.84
2020-02-24,80,67.0,,0.67,53.6
2020-02-25,85,67.0,,0.67,56.95
2020-02-26,77,67.0,,0.67,51.59
2020-02-27,77,67.0,,0.67,51.59
2020-02-28,100,67.0,,0.67,67.0
2020-02-29,57,67.0,,0.67,38.190000000000005
2020-03-01,36,100.0,False,1.0,36.0
2020-03-02,68,100.0,,1.0,68.0
2020-03-03,71,100.0,,1.0,71.0
2020-03-04,61,100.0,,1.0,61.0
2020-03-05,68,100.0,,1.0,68.0
2020-03-06,65,100.0,,1.0,65.0
2020-03-07,44,100.0,,1.0,44.0
2020-03-08,39,100.0,,1.0,39.0
2020-03-09,100,100.0,,1.0,100.0
2020-03-10,87,100.0,,1.0,87.0
2020-03-11,87,100.0,,1.0,87.0
2020-03-12,98,100.0,,1.0,98.0
2020-03-13,90,100.0,,1.0,90.0
2020-03-14,47,100.0,,1.0,47.0
2020-03-15,43,100.0,,1.0,43.0
2020-03-16,94,100.0,,1.0,94.0
2020-03-17,88,100.0,,1.0,88.0
2020-03-18,87,100.0,,1.0,87.0
2020-03-19,84,100.0,,1.0,84.0
2020-03-20,71,100.0,,1.0,71.0
2020-03-21,42,100.0,,1.0,42.0
2020-03-22,38,100.0,,1.0,38.0
2020-03-23,87,100.0,,1.0,87.0
2020-03-24,95,100.0,,1.0,95.0
2020-03-25,92,100.0,,1.0,92.0
2020-03-26,80,100.0,,1.0,80.0
2020-03-27,78,100.0,,1.0,78.0
2020-03-28,38,100.0,,1.0,38.0
2020-03-29,34,100.0,,1.0,34.0
2020-03-30,72,100.0,,1.0,72.0
2020-03-31,72,100.0,,1.0,72.0
2020-04-01,78,88.0,False,0.88,68.64
2020-04-02,74,88.0,,0.88,65.12
2020-04-03,72,88.0,,0.88,63.36
2020-04-04,35,88.0,,0.88,30.8
2020-04-05,33,88.0,,0.88,29.04
2020-04-06,69,88.0,,0.88,60.72
2020-04-07,69,88.0,,0.88,60.72
2020-04-08,75,88.0,,0.88,66.0
2020-04-09,78,88.0,,0.88,68.64
2020-04-10,49,88.0,,0.88,43.12
2020-04-11,33,88.0,,0.88,29.04
2020-04-12,33,88.0,,0.88,29.04
2020-04-13,68,88.0,,0.88,59.84
2020-04-14,88,88.0,,0.88,77.44
2020-04-15,100,88.0,,0.88,88.0
2020-04-16,82,88.0,,0.88,72.16
2020-04-17,78,88.0,,0.88,68.64
2020-04-18,44,88.0,,0.88,38.72
2020-04-19,38,88.0,,0.88,33.44
2020-04-20,70,88.0,,0.88,61.6
2020-04-21,67,88.0,,0.88,58.96
2020-04-22,65,88.0,,0.88,57.2
2020-04-23,65,88.0,,0.88,57.2
2020-04-24,67,88.0,,0.88,58.96
2020-04-25,38,88.0,,0.88,33.44
2020-04-26,34,88.0,,0.88,29.92
2020-04-27,66,88.0,,0.88,58.08
2020-04-28,63,88.0,,0.88,55.44
2020-04-29,68,88.0,,0.88,59.84
2020-04-30,66,88.0,,0.88,58.08
2020-05-01,87,80.0,False,0.8,69.60000000000001
2020-05-02,50,80.0,,0.8,40.0
2020-05-03,48,80.0,,0.8,38.400000000000006
2020-05-04,81,80.0,,0.8,64.8
2020-05-05,86,80.0,,0.8,68.8
2020-05-06,84,80.0,,0.8,67.2
2020-05-07,83,80.0,,0.8,66.4
2020-05-08,89,80.0,,0.8,71.2
2020-05-09,53,80.0,,0.8,42.400000000000006
2020-05-10,46,80.0,,0.8,36.800000000000004
2020-05-11,97,80.0,,0.8,77.60000000000001
2020-05-12,91,80.0,,0.8,72.8
2020-05-13,84,80.0,,0.8,67.2
2020-05-14,97,80.0,,0.8,77.60000000000001
2020-05-15,89,80.0,,0.8,71.2
2020-05-16,51,80.0,,0.8,40.800000000000004
2020-05-17,41,80.0,,0.8,32.800000000000004
2020-05-18,88,80.0,,0.8,70.4
2020-05-19,94,80.0,,0.8,75.2
2020-05-20,91,80.0,,0.8,72.8
2020-05-21,87,80.0,,0.8,69.60000000000001
2020-05-22,80,80.0,,0.8,64.0
2020-05-23,46,80.0,,0.8,36.800000000000004
2020-05-24,49,80.0,,0.8,39.2
2020-05-25,52,80.0,,0.8,41.6
2020-05-26,92,80.0,,0.8,73.60000000000001
2020-05-27,97,80.0,,0.8,77.60000000000001
2020-05-28,100,80.0,,0.8,80.0
2020-05-29,81,80.0,,0.8,64.8
2020-05-30,53,80.0,,0.8,42.400000000000006
2020-05-31,46,80.0,,0.8,36.800000000000004
2020-06-01,79,86.0,False,0.86,67.94
2020-06-02,79,86.0,,0.86,67.94
2020-06-03,89,86.0,,0.86,76.53999999999999
2020-06-04,86,86.0,,0.86,73.96
2020-06-05,100,86.0,,0.86,86.0
2020-06-06,52,86.0,,0.86,44.72
2020-06-07,47,86.0,,0.86,40.42
2020-06-08,86,86.0,,0.86,73.96
2020-06-09,87,86.0,,0.86,74.82
2020-06-10,95,86.0,,0.86,81.7
2020-06-11,97,86.0,,0.86,83.42
2020-06-12,96,86.0,,0.86,82.56
2020-06-13,48,86.0,,0.86,41.28
2020-06-14,52,86.0,,0.86,44.72
2020-06-15,83,86.0,,0.86,71.38
2020-06-16,94,86.0,,0.86,80.84
2020-06-17,85,86.0,,0.86,73.1
2020-06-18,78,86.0,,0.86,67.08
2020-06-19,76,86.0,,0.86,65.36
2020-06-20,42,86.0,,0.86,36.12
2020-06-21,44,86.0,,0.86,37.839999999999996
2020-06-22,72,86.0,,0.86,61.92
2020-06-23,79,86.0,,0.86,67.94
2020-06-24,72,86.0,,0.86,61.92
2020-06-25,91,86.0,,0.86,78.26
2020-06-26,97,86.0,,0.86,83.42
2020-06-27,48,86.0,,0.86,41.28
2020-06-28,43,86.0,,0.86,36.98
2020-06-29,91,86.0,,0.86,78.26
2020-06-30,81,86.0,,0.86,69.66
2020-07-01,70,83.0,False,0.83,58.099999999999994
2020-07-02,74,83.0,,0.83,61.419999999999995
2020-07-03,49,83.0,,0.83,40.669999999999995
2020-07-04,39,83.0,,0.83,32.37
2020-07-05,45,83.0,,0.83,37.35
2020-07-06,74,83.0,,0.83,61.419999999999995
2020-07-07,70,83.0,,0.83,58.099999999999994
2020-07-08,72,83.0,,0.83,59.76
2020-07-09,67,83.0,,0.83,55.61
2020-07-10,76,83.0,,0.83,63.08
2020-07-11,47,83.0,,0.83,39.01
2020-07-12,44,83.0,,0.83,36.519999999999996
2020-07-13,86,83.0,,0.83,71.38
2020-07-14,84,83.0,,0.83,69.72
2020-07-15,96,83.0,,0.83,79.67999999999999
2020-07-16,100,83.0,,0.83,83.0
2020-07-17,80,83.0,,0.83,66.39999999999999
2020-07-18,50,83.0,,0.83,41.5
2020-07-19,47,83.0,,0.83,39.01
2020-07-20,69,83.0,,0.83,57.269999999999996
2020-07-21,72,83.0,,0.83,59.76
2020-07-22,71,83.0,,0.83,58.93
2020-07-23,76,83.0,,0.83,63.08
2020-07-24,80,83.0,,0.83,66.39999999999999
2020-07-25,53,83.0,,0.83,43.989999999999995
2020-07-26,41,83.0,,0.83,34.03
2020-07-27,69,83.0,,0.83,57.269999999999996
2020-07-28,80,83.0,,0.83,66.39999999999999
2020-07-29,87,83.0,,0.83,72.21
2020-07-30,80,83.0,,0.83,66.39999999999999
2020-07-31,78,83.0,,0.83,64.74
2020-08-01,64,82.0,False,0.82,52.48
2020-08-02,51,82.0,,0.82,41.82
2020-08-03,85,82.0,,0.82,69.7
2020-08-04,84,82.0,,0.82,68.88
2020-08-05,94,82.0,,0.82,77.08
2020-08-06,99,82.0,,0.82,81.17999999999999
2020-08-07,82,82.0,,0.82,67.24
2020-08-08,60,82.0,,0.82,49.199999999999996
2020-08-09,55,82.0,,0.82,45.099999999999994
2020-08-10,96,82.0,,0.82,78.72
2020-08-11,100,82.0,,0.82,82.0
2020-08-12,92,82.0,,0.82,75.44
2020-08-13,100,82.0,,0.82,82.0
2020-08-14,96,82.0,,0.82,78.72
2020-08-15,58,82.0,,0.82,47.559999999999995
2020-08-16,55,82.0,,0.82,45.099999999999994
2020-08-17,89,82.0,,0.82,72.97999999999999
2020-08-18,90,82.0,,0.82,73.8
2020-08-19,85,82.0,,0.82,69.7
2020-08-20,87,82.0,,0.82,71.33999999999999
2020-08-21,84,82.0,,0.82,68.88
2020-08-22,58,82.0,,0.82,47.559999999999995
2020-08-23,62,82.0,,0.82,50.839999999999996
2020-08-24,88,82.0,,0.82,72.16
2020-08-25,86,82.0,,0.82,70.52
2020-08-26,83,82.0,,0.82,68.06
2020-08-27,86,82.0,,0.82,70.52
2020-08-28,86,82.0,,0.82,70.52
2020-08-29,51,82.0,,0.82,41.82
2020-08-30,54,82.0,,0.82,44.279999999999994
2020-08-31,86,82.0,,0.82,70.52
2020-09-01,89,71.0,False,0.71,63.19
2020-09-02,80,71.0,,0.71,56.8
2020-09-03,93,71.0,,0.71,66.03
2020-09-04,100,71.0,,0.71,71.0
2020-09-05,56,71.0,,0.71,39.76
2020-09-06,61,71.0,,0.71,43.309999999999995
2020-09-07,63,71.0,,0.71,44.73
2020-09-08,95,71.0,,0.71,67.45
2020-09-09,78,71.0,,0.71,55.379999999999995
2020-09-10,76,71.0,,0.71,53.959999999999994
2020-09-11,81,71.0,,0.71,57.51
2020-09-12,62,71.0,,0.71,44.019999999999996
2020-09-13,62,71.0,,0.71,44.019999999999996
2020-09-14,79,71.0,,0.71,56.089999999999996
2020-09-15,75,71.0,,0.71,53.25
2020-09-16,78,71.0,,0.71,55.379999999999995
2020-09-17,78,71.0,,0.71,55.379999999999995
2020-09-18,78,71.0,,0.71,55.379999999999995
2020-09-19,52,71.0,,0.71,36.92
2020-09-20,49,71.0,,0.71,34.79
2020-09-21,79,71.0,,0.71,56.089999999999996
2020-09-22,86,71.0,,0.71,61.059999999999995
2020-09-23,87,71.0,,0.71,61.769999999999996
2020-09-24,76,71.0,,0.71,53.959999999999994
2020-09-25,83,71.0,,0.71,58.93
2020-09-26,55,71.0,,0.71,39.05
2020-09-27,51,71.0,,0.71,36.21
2020-09-28,86,71.0,,0.71,61.059999999999995
2020-09-29,80,71.0,,0.71,56.8
2020-09-30,84,71.0,,0.71,59.64
2020-10-01,68,71.0,False,0.71,48.28
2020-10-02,64,71.0,,0.71,45.44
2020-10-03,43,71.0,,0.71,30.529999999999998
2020-10-04,49,71.0,,0.71,34.79
2020-10-05,57,71.0,,0.71,40.47
2020-10-06,69,71.0,,0.71,48.989999999999995
2020-10-07,68,71.0,,0.71,48.28
2020-10-08,69,71.0,,0.71,48.989999999999995
2020-10-09,81,71.0,,0.71,57.51
2020-10-10,50,71.0,,0.71,35.5
2020-10-11,44,71.0,,0.71,31.24
2020-10-12,66,71.0,,0.71,46.86
2020-10-13,81,71.0,,0.71,57.51
2020-10-14,100,71.0,,0.71,71.0
2020-10-15,86,71.0,,0.71,61.059999999999995
2020-10-16,81,71.0,,0.71,57.51
2020-10-17,46,71.0,,0.71,32.66
2020-10-18,43,71.0,,0.71,30.529999999999998
2020-10-19,70,71.0,,0.71,49.699999999999996
2020-10-20,75,71.0,,0.71,53.25
2020-10-21,62,71.0,,0.71,44.019999999999996
2020-10-22,70,71.0,,0.71,49.699999999999996
2020-10-23,67,71.0,,0.71,47.57
2020-10-24,48,71.0,,0.71,34.08
2020-10-25,40,71.0,,0.71,28.4
2020-10-26,67,71.0,,0.71,47.57
2020-10-27,71,71.0,,0.71,50.41
2020-10-28,72,71.0,,0.71,51.12
2020-10-29,74,71.0,,0.71,52.54
2020-10-30,70,71.0,,0.71,49.699999999999996
2020-10-31,52,71.0,,0.71,36.92
2020-11-01,70,63.0,False,0.63,44.1
2020-11-02,80,63.0,,0.63,50.4
2020-11-03,78,63.0,,0.63,49.14
2020-11-04,55,63.0,,0.63,34.65
2020-11-05,61,63.0,,0.63,38.43
2020-11-06,62,63.0,,0.63,39.06
2020-11-07,49,63.0,,0.63,30.87
2020-11-08,44,63.0,,0.63,27.72
2020-11-09,100,63.0,,0.63,63.0
2020-11-10,97,63.0,,0.63,61.11
2020-11-11,95,63.0,,0.63,59.85
2020-11-12,88,63.0,,0.63,55.44
2020-11-13,83,63.0,,0.63,52.29
2020-11-14,53,63.0,,0.63,33.39
2020-11-15,50,63.0,,0.63,31.5
2020-11-16,89,63.0,,0.63,56.07
2020-11-17,85,63.0,,0.63,53.55
2020-11-18,81,63.0,,0.63,51.03
2020-11-19,78,63.0,,0.63,49.14
2020-11-20,80,63.0,,0.63,50.4
2020-11-21,44,63.0,,0.63,27.72
2020-11-22,42,63.0,,0.63,26.46
2020-11-23,76,63.0,,0.63,47.88
2020-11-24,96,63.0,,0.63,60.480000000000004
2020-11-25,89,63.0,,0.63,56.07
2020-11-26,43,63.0,,0.63,27.09
2020-11-27,63,63.0,,0.63,39.69
2020-11-28,44,63.0,,0.63,27.72
2020-11-29,43,63.0,,0.63,27.09
2020-11-30,82,63.0,,0.63,51.660000000000004
2020-12-01,87,61.0,False,0.61,53.07
2020-12-02,78,61.0,,0.61,47.58
2020-12-03,80,61.0,,0.61,48.8
2020-12-04,74,61.0,,0.61,45.14
2020-12-05,53,61.0,,0.61,32.33
2020-12-06,46,61.0,,0.61,28.06
2020-12-07,73,61.0,,0.61,44.53
2020-12-08,84,61.0,,0.61,51.24
2020-12-09,76,61.0,,0.61,46.36
2020-12-10,80,61.0,,0.61,48.8
2020-12-11,84,61.0,,0.61,51.24
2020-12-12,56,61.0,,0.61,34.16
2020-12-13,41,61.0,,0.61,25.009999999999998
2020-12-14,67,61.0,,0.61,40.87
2020-12-15,78,61.0,,0.61,47.58
2020-12-16,86,61.0,,0.61,52.46
2020-12-17,81,61.0,,0.61,49.41
2020-12-18,88,61.0,,0.61,53.68
2020-12-19,65,61.0,,0.61,39.65
2020-12-20,46,61.0,,0.61,28.06
2020-12-21,100,61.0,,0.61,61.0
2020-12-22,83,61.0,,0.61,50.629999999999995
2020-12-23,93,61.0,,0.61,56.73
2020-12-24,71,61.0,,0.61,43.31
2020-12-25,49,61.0,,0.61,29.89
2020-12-26,55,61.0,,0.61,33.55
2020-12-27,43,61.0,,0.61,26.23
2020-12-28,76,61.0,,0.61,46.36
2020-12-29,76,61.0,,0.61,46.36
2020-12-30,91,61.0,,0.61,55.51
2020-12-31,71,61.0,,0.61,43.31
2021-01-01,58,64.0,False,0.64,37.12
2021-01-02,40,64.0,,0.64,25.6
2021-01-03,46,64.0,,0.64,29.44
2021-01-04,64,64.0,,0.64,40.96
2021-01-05,73,64.0,,0.64,46.72
2021-01-06,97,64.0,,0.64,62.08
2021-01-07,83,64.0,,0.64,53.120000000000005
2021-01-08,84,64.0,,0.64,53.76
2021-01-09,58,64.0,,0.64,37.12
2021-01-10,48,64.0,,0.64,30.72
2021-01-11,72,64.0,,0.64,46.08
2021-01-12,80,64.0,,0.64,51.2
2021-01-13,79,64.0,,0.64,50.56
2021-01-14,90,64.0,,0.64,57.6
2021-01-15,81,64.0,,0.64,51.84
2021-01-16,52,64.0,,0.64,33.28
2021-01-17,43,64.0,,0.64,27.52
2021-01-18,49,64.0,,0.64,31.36
2021-01-19,100,64.0,,0.64,64.0
2021-01-20,79,64.0,,0.64,50.56
2021-01-21,68,64.0,,0.64,43.52
2021-01-22,75,64.0,,0.64,48.0
2021-01-23,43,64.0,,0.64,27.52
2021-01-24,43,64.0,,0.64,27.52
2021-01-25,77,64.0,,0.64,49.28
2021-01-26,75,64.0,,0.64,48.0
2021-01-27,77,64.0,,0.64,49.28
2021-01-28,74,64.0,,0.64,47.36
2021-01-29,70,64.0,,0.64,44.800000000000004
2021-01-30,57,64.0,,0.64,36.480000000000004
2021-01-31,47,64.0,,0.64,30.080000000000002
2021-02-01,92,70.0,False,0.7,64.39999999999999
2021-02-02,85,70.0,,0.7,59.49999999999999
2021-02-03,81,70.0,,0.7,56.699999999999996
2021-02-04,93,70.0,,0.7,65.1
2021-02-05,95,70.0,,0.7,66.5
2021-02-06,58,70.0,,0.7,40.599999999999994
2021-02-07,50,70.0,,0.7,35.0
2021-02-08,78,70.0,,0.7,54.599999999999994
2021-02-09,79,70.0,,0.7,55.3
2021-02-10,82,70.0,,0.7,57.4
2021-02-11,73,70.0,,0.7,51.099999999999994
2021-02-12,78,70.0,,0.7,54.599999999999994
2021-02-13,55,70.0,,0.7,38.5
2021-02-14,44,70.0,,0.7,30.799999999999997
2021-02-15,55,70.0,,0.7,38.5
2021-02-16,83,70.0,,0.7,58.099999999999994
2021-02-17,78,70.0,,0.7,54.599999999999994
2021-02-18,77,70.0,,0.7,53.9
2021-02-19,70,70.0,,0.7,49.0
2021-02-20,66,70.0,,0.7,46.199999999999996
2021-02-21,51,70.0,,0.7,35.699999999999996
2021-02-22,83,70.0,,0.7,58.099999999999994
2021-02-23,100,70.0,,0.7,70.0
2021-02-24,93,70.0,,0.7,65.1
2021-02-25,100,70.0,,0.7,70.0
2021-02-26,96,70.0,,0.7,67.19999999999999
2021-02-27,59,70.0,,0.7,41.3
2021-02-28,62,70.0,,0.7,43.4
2021-03-01,95,72.0,False,0.72,68.39999999999999
2021-03-02,85,72.0,,0.72,61.199999999999996
2021-03-03,93,72.0,,0.72,66.96
2021-03-04,84,72.0,,0.72,60.48
2021-03-05,92,72.0,,0.72,66.24
2021-03-06,55,72.0,,0.72,39.6
2021-03-07,50,72.0,,0.72,36.0
2021-03-08,93,72.0,,0.72,66.96
2021-03-09,89,72.0,,0.72,64.08
2021-03-10,88,72.0,,0.72,63.36
2021-03-11,94,72.0,,0.72,67.67999999999999
2021-03-12,84,72.0,,0.72,60.48
2021-03-13,50,72.0,,0.72,36.0
2021-03-14,52,72.0,,0.72,37.44
2021-03-15,86,72.0,,0.72,61.919999999999995
2021-03-16,83,72.0,,0.72,59.76
2021-03-17,82,72.0,,0.72,59.04
2021-03-18,100,72.0,,0.72,72.0
2021-03-19,97,72.0,,0.72,69.84
2021-03-20,59,72.0,,0.72,42.48
2021-03-21,47,72.0,,0.72,33.839999999999996
2021-03-22,80,72.0,,0.72,57.599999999999994
2021-03-23,84,72.0,,0.72,60.48
2021-03-24,89,72.0,,0.72,64.08
2021-03-25,89,72.0,,0.72,64.08
2021-03-26,87,72.0,,0.72,62.64
2021-03-27,54,72.0,,0.72,38.879999999999995
2021-03-28,56,72.0,,0.72,40.32
2021-03-29,90,72.0,,0.72,64.8
2021-03-30,90,72.0,,0.72,64.8
2021-03-31,83,72.0,,0.72,59.76
2021-04-01,73,73.0,False,0.73,53.29
2021-04-02,58,73.0,,0.73,42.339999999999996
2021-04-03,41,73.0,,0.73,29.93
2021-04-04,38,73.0,,0.73,27.74
2021-04-05,78,73.0,,0.73,56.94
2021-04-06,64,73.0,,0.73,46.72
2021-04-07,68,73.0,,0.73,49.64
2021-04-08,73,73.0,,0.73,53.29
2021-04-09,63,73.0,,0.73,45.99
