,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MD_unscaled,MD_monthly,isPartial,scale,MD,Stock_Price_Change,Stock_Price_Change_Percent
29,2016-09-27,1,0.0037247956403269754,0.0,MD,65.12999725341797,65.37999725341797,64.75,65.11000061035156,65.11000061035156,612600,90,90.0,,0.9,81.0,0.01999664306640625,0.0003059461884895587
30,2016-09-30,1,0.0037247956403269754,0.0,MD,66.0,66.48999786376953,65.41000366210938,66.25,66.25,531300,93,90.0,,0.9,83.7,1.1100006103515625,0.01697767906060177
31,2016-10-20,75,0.20535967302452315,54.13313825896123,MD,67.08000183105469,67.51000213623047,66.73999786376953,66.95999908447266,66.95999908447266,355400,94,87.0,,0.87,81.78,1.0200042724609375,0.015340717479805255
32,2016-10-21,2,0.006449591280653951,-0.9685936815847784,MD,66.87000274658203,67.41999816894531,65.91999816894531,66.51000213623047,66.51000213623047,402400,95,87.0,,0.87,82.65,-0.09000396728515625,-0.0013331945554310165
33,2016-10-24,26,0.07184468664850137,18.288222384784202,MD,67.16000366210938,67.16000366210938,66.63999938964844,66.80000305175781,66.80000305175781,306400,100,87.0,,0.87,87.0,-0.2599945068359375,-0.0038563410545403576
34,2016-10-25,1,0.0037247956403269754,-0.9481548905829257,MD,66.5999984741211,66.75,65.33999633789062,65.43000030517578,65.43000030517578,703500,97,87.0,,0.87,84.39,-0.410003662109375,-0.006104878495423516
35,2016-10-28,1,0.0037247956403269754,0.0,MD,60.75,61.70000076293945,60.7400016784668,60.88999938964844,60.88999938964844,776900,95,87.0,,0.87,82.65,-5.049999237060547,-0.07565541928180597
36,2016-11-01,2,0.006449591280653951,0.7315288953913679,MD,61.61000061035156,61.61000061035156,60.59000015258789,60.93000030517578,60.93000030517578,1113100,99,83.0,False,0.83,82.17,-0.09000015258789062,-0.001458673443679226
37,2016-11-02,1,0.0037247956403269754,-0.4224757076468103,MD,60.459999084472656,62.34999847412109,60.459999084472656,62.04999923706055,62.04999923706055,644400,97,83.0,,0.83,80.50999999999999,0.7399978637695241,0.012011002376864033
38,2016-11-08,1,0.0037247956403269754,0.0,MD,61.0,63.36000061035156,60.97999954223633,63.150001525878906,63.150001525878906,1124900,95,83.0,,0.83,78.85,1.0100021362304759,0.016198911963882123
39,2016-11-10,1,0.0037247956403269754,0.0,MD,62.08000183105469,62.61000061035156,60.959999084472656,61.650001525878906,61.650001525878906,791700,95,83.0,,0.83,78.85,-0.75,-0.011837121098093317
40,2016-11-17,2,0.006449591280653951,0.7315288953913679,MD,63.18000030517578,64.91999816894531,63.11000061035156,64.37000274658203,64.37000274658203,603400,93,83.0,,0.83,77.19,2.30999755859375,0.036895025332611686
41,2016-11-22,1,0.0037247956403269754,-0.4224757076468103,MD,64.70999908447266,64.88999938964844,63.31999969482422,63.91999816894531,63.91999816894531,605800,95,83.0,,0.83,78.85,-0.029998779296875,-0.00046208841871508977
42,2016-11-23,1,0.0037247956403269754,0.0,MD,63.43999862670898,64.72000122070312,63.43999862670898,64.66999816894531,64.66999816894531,318500,87,83.0,,0.83,72.21,-0.1699981689453125,-0.00261978996061496
43,2016-12-01,2,0.006449591280653951,0.7315288953913679,MD,65.5999984741211,66.3499984741211,65.0999984741211,65.48999786376953,65.48999786376953,546700,92,80.0,False,0.8,73.60000000000001,1.6299972534179688,0.025185371178524596
44,2016-12-02,1,0.0037247956403269754,-0.4224757076468103,MD,65.5999984741211,66.80999755859375,65.26000213623047,65.45999908447266,65.45999908447266,486300,89,80.0,,0.8,71.2,0.45999908447265625,0.006932917785251735
45,2016-12-05,2,0.006449591280653951,0.7315288953913679,MD,65.41999816894531,65.94000244140625,65.23999786376953,65.91999816894531,65.91999816894531,439300,89,80.0,,0.8,71.2,-0.8699951171875,-0.013021930085007072
46,2016-12-06,7,0.02007356948228883,2.1123785382340516,MD,65.9000015258789,67.2699966430664,65.77999877929688,67.05000305175781,67.05000305175781,1151500,89,80.0,,0.8,71.2,1.3299942016601562,0.020169762699690175
47,2016-12-07,1,0.0037247956403269754,-0.8144427853943261,MD,66.91999816894531,67.04000091552734,66.22000122070312,66.41000366210938,66.41000366210938,456400,87,80.0,,0.8,69.60000000000001,-0.2299957275390625,-0.0034189941878459695
48,2016-12-08,2,0.006449591280653951,0.7315288953913679,MD,66.83000183105469,67.87000274658203,66.2699966430664,67.7699966430664,67.7699966430664,427600,88,80.0,,0.8,70.4,0.8300018310546875,0.012380695401548625
49,2016-12-09,2,0.006449591280653951,0.0,MD,67.5999984741211,68.0,66.36000061035156,67.83999633789062,67.83999633789062,362900,86,80.0,,0.8,68.8,0.12999725341796875,0.0019153860049683225
50,2016-12-12,1,0.0037247956403269754,-0.4224757076468103,MD,67.68000030517578,68.13999938964844,67.44000244140625,67.77999877929688,67.77999877929688,644700,90,80.0,,0.8,72.0,0.1399993896484375,0.002058814553653532
51,2016-12-13,2,0.006449591280653951,0.7315288953913679,MD,66.66000366210938,67.0,64.72000122070312,66.12000274658203,66.12000274658203,1292800,90,80.0,,0.8,72.0,-1.1399993896484375,-0.01673025241942727
52,2016-12-14,1,0.0037247956403269754,-0.4224757076468103,MD,66.02999877929688,66.54000091552734,65.12000274658203,65.38999938964844,65.38999938964844,764100,89,80.0,,0.8,71.2,-0.45999908447265625,-0.006865657977203843
53,2016-12-16,1,0.0037247956403269754,0.0,MD,65.22000122070312,66.5199966430664,65.02999877929688,65.25,65.25,1609700,90,80.0,,0.8,72.0,-0.0200042724609375,-0.0003006352898361486
54,2016-12-19,6,0.017348773841961852,3.6576444769568397,MD,65.30000305175781,66.4000015258789,65.30000305175781,65.77999877929688,65.77999877929688,500700,91,80.0,,0.8,72.8,-0.1199951171875,-0.0018038954185667366
55,2016-12-20,1,0.0037247956403269754,-0.785299198994817,MD,65.87999725341797,66.55999755859375,65.66999816894531,65.80000305175781,65.80000305175781,555700,95,80.0,,0.8,76.0,0.15999603271484375,0.002409578750574015
56,2016-12-21,1,0.0037247956403269754,0.0,MD,65.81999969482422,66.30000305175781,65.12999725341797,65.88999938964844,65.88999938964844,1408300,92,80.0,,0.8,73.60000000000001,-0.2599945068359375,-0.0039061676137692736
57,2016-12-22,2,0.006449591280653951,0.7315288953913679,MD,66.37999725341797,69.68000030517578,65.91000366210938,67.81999969482422,67.81999969482422,1213700,91,80.0,,0.8,72.8,3.3799972534179688,0.05098034838368459
58,2016-12-23,12,0.033697547683923704,4.224757076468103,MD,67.6500015258789,68.06999969482422,66.81999969482422,67.76000213623047,67.76000213623047,386800,80,80.0,,0.8,64.0,-1.6100006103515625,-0.023105634375721662
59,2016-12-27,4,0.0118991825613079,2.1945866861741035,MD,67.81999969482422,68.08999633789062,67.66999816894531,67.80999755859375,67.80999755859375,360900,94,80.0,,0.8,75.2,0.01999664306640625,0.000293765875658325
60,2016-12-28,14,0.03914713896457766,2.2899015342340285,MD,67.70999908447266,67.75,66.41000366210938,66.58999633789062,66.58999633789062,388700,100,80.0,,0.8,80.0,-0.339996337890625,-0.004993337585207369
61,2017-01-03,1,0.0037247956403269754,-0.9048513955592677,MD,66.86000061035156,67.20999908447266,66.45999908447266,66.97000122070312,66.97000122070312,456000,95,87.0,,0.87,82.65,-0.5400009155273438,-0.007970493218115826
62,2017-01-04,17,0.04732152588555858,11.704462326261886,MD,67.3499984741211,69.6500015258789,67.23999786376953,69.16999816894531,69.16999816894531,713900,100,87.0,,0.87,87.0,2.44000244140625,0.03630415823008026
63,2017-01-05,15,0.04187193460490463,-0.11516093741003042,MD,69.11000061035156,69.56999969482422,68.44999694824219,68.87999725341797,68.87999725341797,546300,100,87.0,,0.87,87.0,-0.0800018310546875,-0.0011486264077821273
64,2017-01-06,1,0.0037247956403269754,-0.9110431444003384,MD,68.91000366210938,69.0,67.70999908447266,68.19000244140625,68.19000244140625,441600,96,87.0,,0.87,83.52,-0.5699996948242188,-0.008193182367753016
65,2017-01-11,10,0.028247956403269756,6.583760058522312,MD,68.94999694824219,70.61000061035156,68.80000305175781,70.30000305175781,70.30000305175781,913800,93,87.0,,0.87,80.91,1.6100006103515625,0.023333342179008065
66,2017-01-13,1,0.0037247956403269754,-0.8681392881257838,MD,70.0,70.83999633789062,69.8499984741211,70.69000244140625,70.69000244140625,368000,94,87.0,,0.87,81.78,0.2299957275390625,0.003257268454198936
67,2017-01-17,1,0.0037247956403269754,-0.4224757076468103,MD,70.20999908447266,71.30000305175781,69.58999633789062,70.76000213623047,70.76000213623047,1451200,95,87.0,,0.87,82.65,0.4600067138671875,0.006493601604283805
68,2017-01-18,25,0.0691198910081744,17.556693489392835,MD,70.69000244140625,71.47000122070312,69.18000030517578,71.44999694824219,71.44999694824219,584100,94,87.0,,0.87,81.78,0.1699981689453125,0.0023842659420632017
69,2017-01-19,2,0.006449591280653951,-0.9066897938266252,MD,71.43000030517578,71.43000030517578,69.83000183105469,69.87000274658203,69.87000274658203,512900,92,87.0,,0.87,80.04,-0.04000091552734375,-0.0005596881886683613
70,2017-01-20,3,0.009174386920980927,0.4224757076468104,MD,69.9000015258789,70.55999755859375,69.7699966430664,70.05000305175781,70.05000305175781,391000,81,87.0,,0.87,70.47,-0.8700027465820312,-0.012179794804214605
71,2017-01-23,1,0.0037247956403269754,0.0,MD,70.0,70.19000244140625,69.20999908447266,69.97000122070312,69.97000122070312,372200,90,87.0,,0.87,78.3,-0.3699951171875,-0.005243695152912231
72,2017-01-24,60,0.16448773841961853,43.16020482809071,MD,69.80000305175781,70.08999633789062,68.88999938964844,69.41999816894531,69.41999816894531,692700,96,87.0,,0.87,83.52,-0.100006103515625,-0.0014247912813382113
73,2017-01-25,0,0.001,-0.9939205194891249,MD,69.41999816894531,70.08999633789062,68.9000015258789,69.4800033569336,69.4800033569336,714300,92,87.0,,0.87,80.04,0.0,0.0
74,2017-01-26,3,0.009174386920980927,8.174386920980927,MD,69.70999908447266,69.70999908447266,68.30000305175781,68.48999786376953,68.48999786376953,574400,89,87.0,,0.87,77.42999999999999,-0.37999725341796875,-0.005421561895738614
75,2017-01-27,1,0.0037247956403269754,-0.594000594000594,MD,68.70999908447266,68.94000244140625,67.73999786376953,68.55000305175781,68.55000305175781,463200,92,87.0,,0.87,80.04,-0.7699966430664062,-0.011045712999269264
76,2017-01-30,1,0.0037247956403269754,0.0,MD,67.9800033569336,67.9800033569336,66.93000030517578,67.94000244140625,67.94000244140625,484800,95,87.0,,0.87,82.65,-0.9599990844726562,-0.013925138533155468
77,2017-01-31,4,0.0118991825613079,2.1945866861741035,MD,68.12000274658203,68.37999725341797,67.79000091552734,68.3499984741211,68.3499984741211,635100,95,87.0,,0.87,82.65,0.399993896484375,0.005883993479438132
78,2017-02-01,3,0.009174386920980927,-0.22899015342340268,MD,68.77999877929688,69.38999938964844,67.33000183105469,67.83999633789062,67.83999633789062,1104800,98,86.0,False,0.86,84.28,1.0100021362304688,0.014770432535809785
79,2017-02-02,5,0.014623978201634878,0.5940005940005941,MD,67.87000274658203,68.26000213623047,66.91999816894531,68.12999725341797,68.12999725341797,636500,95,86.0,,0.86,81.7,-1.1299972534179688,-0.01628472781895629
80,2017-02-06,1,0.0037247956403269754,0.0,MD,68.86000061035156,69.5199966430664,68.41000366210938,68.91999816894531,68.91999816894531,649200,93,86.0,,0.86,79.98,1.2599945068359375,0.01845875281869014
81,2017-02-07,5,0.014623978201634878,2.926115581565472,MD,65.26000213623047,65.97000122070312,64.05000305175781,65.25,65.25,1947100,94,86.0,,0.86,80.84,-3.5499954223632812,-0.051064378506660124
82,2017-02-08,1,0.0037247956403269754,-0.7452953232718464,MD,64.76000213623047,66.91999816894531,64.69999694824219,66.5,66.5,1434100,98,86.0,,0.86,84.28,0.9499969482421875,0.014400438542724325
83,2017-02-09,1,0.0037247956403269754,0.0,MD,66.7699966430664,68.20999908447266,66.7699966430664,67.61000061035156,67.61000061035156,815700,95,86.0,,0.86,81.7,1.2900009155273438,0.019276762564616634
84,2017-02-10,1,0.0037247956403269754,0.0,MD,67.69999694824219,68.48999786376953,67.41999816894531,68.0,68.0,871700,97,86.0,,0.86,83.42,0.279998779296875,0.004104952104604376
85,2017-02-13,2,0.006449591280653951,-0.9793034704066732,MD,68.29000091552734,68.61000061035156,67.38999938964844,68.0999984741211,68.0999984741211,746200,99,86.0,,0.86,85.14,0.12000274658203125,0.0017521207522990245
86,2017-02-14,5,0.014623978201634878,1.2674271229404312,MD,67.91999816894531,68.8499984741211,67.87000274658203,68.55999755859375,68.55999755859375,1307700,94,86.0,,0.86,80.84,0.23999786376953125,0.0034980011898342322
87,2017-02-15,1,0.0037247956403269754,-0.7452953232718464,MD,68.44000244140625,69.98999786376953,68.1500015258789,69.7699966430664,69.7699966430664,687500,96,86.0,,0.86,82.56,1.1399993896484375,0.016557725706805027
88,2017-02-16,5,0.014623978201634878,2.926115581565472,MD,69.6500015258789,69.91999816894531,68.56999969482422,69.77999877929688,69.77999877929688,509000,99,86.0,,0.86,85.14,-0.06999969482421875,-0.001000138547803231
89,2017-02-17,2,0.006449591280653951,-0.5589714924538849,MD,69.47000122070312,70.06999969482422,69.47000122070312,70.06999969482422,70.06999969482422,538600,96,86.0,,0.86,82.56,0.15000152587890625,0.0021453308038776875
90,2017-02-21,12,0.033697547683923704,8.046817849305047,MD,70.0999984741211,70.88999938964844,70.0999984741211,70.7300033569336,70.7300033569336,475500,99,86.0,,0.86,85.14,0.8199996948242188,0.011702578826824128
91,2017-02-22,1,0.0037247956403269754,-0.8894638958518638,MD,70.66000366210938,70.91999816894531,70.08999633789062,70.27999877929688,70.27999877929688,598800,98,86.0,,0.86,84.28,0.029998779296875,0.0004231736430406752
92,2017-02-23,3,0.009174386920980927,1.4630577907827362,MD,70.16999816894531,70.38999938964844,69.38999938964844,69.5999984741211,69.5999984741211,578100,97,86.0,,0.86,83.42,-0.529998779296875,-0.007473192230410319
93,2017-02-24,3,0.009174386920980927,0.0,MD,69.55999755859375,71.16999816894531,69.37999725341797,71.16999816894531,71.16999816894531,515500,94,86.0,,0.86,80.84,0.779998779296875,0.011081102231286222
94,2017-02-27,2,0.006449591280653951,0.7315288953913679,MD,70.87999725341797,71.97000122070312,70.87999725341797,71.95999908447266,71.95999908447266,643600,97,86.0,,0.86,83.42,0.8000030517578125,0.01124073447154994
95,2017-02-28,2,0.006449591280653951,0.0,MD,71.5,71.76000213623047,71.05999755859375,71.19000244140625,71.19000244140625,688000,100,86.0,,0.86,86.0,-0.20999908447265625,-0.0029178696805725046
96,2017-03-01,5,0.014623978201634878,1.2674271229404312,MD,71.61000061035156,72.12999725341797,71.29000091552734,71.41000366210938,71.41000366210938,773200,95,95.0,False,0.95,90.25,0.3699951171875,0.0051560076111076825
97,2017-03-02,3,0.009174386920980927,-0.3726476616359232,MD,71.26000213623047,71.2699966430664,70.33000183105469,71.08999633789062,71.08999633789062,685300,95,95.0,,0.95,90.25,-0.8600006103515625,-0.011922925871327594
98,2017-03-03,2,0.006449591280653951,-0.29700029700029706,MD,70.80000305175781,72.08000183105469,70.66999816894531,72.02999877929688,72.02999877929688,699500,94,95.0,,0.95,89.3,0.8100051879882812,0.011365304141165433
99,2017-03-06,1,0.0037247956403269754,-0.4224757076468103,MD,71.6500015258789,71.88999938964844,70.80999755859375,70.95999908447266,70.95999908447266,562300,97,95.0,,0.95,92.15,-0.19000244140625,-0.002635993848218665
100,2017-03-07,6,0.017348773841961852,3.6576444769568397,MD,70.58999633789062,70.86000061035156,69.80000305175781,70.16999816894531,70.16999816894531,879300,97,95.0,,0.95,92.15,-1.029998779296875,-0.014327427848680574
101,2017-03-08,1,0.0037247956403269754,-0.785299198994817,MD,70.08000183105469,70.83999633789062,70.0,70.29000091552734,70.29000091552734,652600,95,95.0,,0.95,90.25,-0.0200042724609375,-0.00028230697556630435
102,2017-03-10,1,0.0037247956403269754,0.0,MD,69.62000274658203,70.36000061035156,68.0,69.95999908447266,69.95999908447266,1427300,98,95.0,,0.95,93.1,-0.4799957275390625,-0.0067757729016471036
103,2017-03-15,2,0.006449591280653951,0.0,MD,70.5999984741211,71.0,70.36000061035156,70.62000274658203,70.62000274658203,664500,93,95.0,,0.95,88.35,0.6399993896484375,0.009096068563056336
104,2017-03-16,2,0.006449591280653951,0.0,MD,70.62999725341797,70.80000305175781,69.5999984741211,69.76000213623047,69.76000213623047,471700,93,95.0,,0.95,88.35,-0.1999969482421875,-0.002816858425946256
105,2017-03-20,2,0.006449591280653951,0.7315288953913679,MD,70.54000091552734,70.69999694824219,69.66999816894531,70.0999984741211,70.0999984741211,695000,95,95.0,,0.95,90.25,-0.100006103515625,-0.0014125155254939292
106,2017-03-21,1,0.0037247956403269754,-0.4224757076468103,MD,69.30999755859375,69.76000213623047,68.25,68.27999877929688,68.27999877929688,890400,95,95.0,,0.95,90.25,-0.9399948120117188,-0.013295542469398791
107,2017-03-22,1,0.0037247956403269754,0.0,MD,68.2699966430664,68.5199966430664,67.37999725341797,67.83999633789062,67.83999633789062,978400,98,95.0,,0.95,93.1,-1.2400054931640625,-0.017775307557223452
108,2017-03-27,1,0.0037247956403269754,0.0,MD,69.41000366210938,69.81999969482422,69.12000274658203,69.66999816894531,69.66999816894531,738700,99,95.0,,0.95,94.05,1.3000030517578125,0.01897260822311142
109,2017-03-28,1,0.0037247956403269754,0.0,MD,69.51000213623047,69.56999969482422,68.48999786376953,69.38999938964844,69.38999938964844,460200,100,95.0,,0.95,95.0,-0.25,-0.003580635936590082
110,2017-03-29,1,0.0037247956403269754,0.0,MD,69.41999816894531,69.88999938964844,69.2699966430664,69.37000274658203,69.37000274658203,384600,93,95.0,,0.95,88.35,0.31999969482421875,0.004599679405317358
111,2017-03-30,1,0.0037247956403269754,0.0,MD,69.37000274658203,69.83999633789062,69.1500015258789,69.44000244140625,69.44000244140625,530200,98,95.0,,0.95,93.1,-0.0500030517578125,-0.0007154536012947688
112,2017-03-31,3,0.009174386920980927,1.4630577907827362,MD,69.44999694824219,69.55000305175781,68.94000244140625,69.37999725341797,69.37999725341797,551100,90,95.0,,0.95,85.5,-0.2899932861328125,-0.004152252310120508
113,2017-04-03,1,0.0037247956403269754,-0.4224757076468103,MD,69.44000244140625,69.56999969482422,68.56999969482422,68.83000183105469,68.83000183105469,756000,97,88.0,,0.88,85.36,0.01999664306640625,0.0002875146252909744
114,2017-04-04,4,0.0118991825613079,2.1945866861741035,MD,68.73999786376953,69.26000213623047,68.58000183105469,68.94000244140625,68.94000244140625,488500,93,88.0,,0.88,81.84,-0.30999755859375,-0.00445590858061784
115,2017-04-05,2,0.006449591280653951,-0.4579803068468056,MD,68.95999908447266,69.4000015258789,67.94999694824219,68.2699966430664,68.2699966430664,623000,94,88.0,,0.88,82.72,0.1399993896484375,0.0020213598805998156
116,2017-04-06,4,0.0118991825613079,0.8449514152936204,MD,68.37000274658203,68.45999908447266,67.45999908447266,68.3499984741211,68.3499984741211,665700,93,88.0,,0.88,81.84,-0.94000244140625,-0.013544703468856945
117,2017-04-07,3,0.009174386920980927,-0.22899015342340268,MD,68.26000213623047,68.4800033569336,67.37999725341797,67.87000274658203,67.87000274658203,386000,87,88.0,,0.88,76.56,0.0200042724609375,0.0002922038084787193
118,2017-04-10,3,0.009174386920980927,0.4224757076468104,MD,67.91000366210938,68.55000305175781,67.75,68.23999786376953,68.23999786376953,375200,95,88.0,,0.88,83.6,0.06999969482421875,0.0010221917551516135
119,2017-04-11,1,0.0037247956403269754,-0.594000594000594,MD,68.08000183105469,68.51000213623047,67.86000061035156,68.37999725341797,68.37999725341797,468100,95,88.0,,0.88,83.6,-0.04000091552734375,-0.0005835290116200653
120,2017-04-12,2,0.006449591280653951,0.7315288953913679,MD,68.51000213623047,68.5199966430664,67.61000061035156,67.94000244140625,67.94000244140625,369000,93,88.0,,0.88,81.84,0.0099945068359375,0.00014588390781344884
121,2017-04-13,1,0.0037247956403269754,-0.4224757076468103,MD,68.06999969482422,68.29000091552734,67.4000015258789,67.86000061035156,67.86000061035156,461400,91,88.0,,0.88,80.08,-0.2299957275390625,-0.003356621990762143
122,2017-04-17,1,0.0037247956403269754,0.0,MD,67.80000305175781,68.13999938964844,67.56999969482422,67.98999786376953,67.98999786376953,407700,100,88.0,,0.88,88.0,-0.15000152587890625,-0.0021965371777407094
123,2017-04-18,1,0.0037247956403269754,0.0,MD,67.75,67.97000122070312,66.75,67.1500015258789,67.1500015258789,544700,94,88.0,,0.88,82.72,-0.1699981689453125,-0.002494836666686817
124,2017-04-19,1,0.0037247956403269754,0.0,MD,67.30000305175781,67.41000366210938,66.52999877929688,66.69000244140625,66.69000244140625,1274100,93,88.0,,0.88,81.84,-0.55999755859375,-0.008238892872392323
125,2017-04-20,2,0.006449591280653951,0.7315288953913679,MD,61.18999862670898,62.5099983215332,60.060001373291016,61.29999923706055,61.29999923706055,6003800,88,88.0,,0.88,77.44,-4.900005340576172,-0.0726895872182014
126,2017-04-21,1,0.0037247956403269754,-0.4224757076468103,MD,61.11000061035156,61.20000076293945,60.290000915527344,60.68000030517578,60.68000030517578,1786900,91,88.0,,0.88,80.08,-1.30999755859375,-0.020956608442948665
127,2017-04-24,1,0.0037247956403269754,-0.4224757076468103,MD,61.119998931884766,61.27999877929688,60.5,61.02000045776367,61.02000045776367,1486300,94,88.0,,0.88,82.72,0.07999801635742898,0.0013071571137279747
