,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BBY_unscaled,BBY_monthly,isPartial,scale,BBY,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,2,0.047875,0.08884150675195457,BBY,32.290000915527344,32.4900016784668,31.600000381469727,32.27000045776367,27.68285179138184,3120500,36,53.0,,0.53,19.08,,
1,2016-05-05,2,0.047875,0.0,BBY,31.34000015258789,31.700000762939453,30.96999931335449,31.61000061035156,27.116670608520508,3478900,68,53.0,,0.53,36.04,-0.7900009155273438,-0.02431520082225569
2,2016-05-10,2,0.047875,0.0,BBY,32.709999084472656,33.060001373291016,32.2400016784668,32.970001220703125,28.28334617614746,3571100,41,53.0,,0.53,21.73,1.3600006103515625,0.0429022264233363
3,2016-05-12,1,0.04396875,-0.08159268929503916,BBY,31.690000534057617,31.71999931335449,30.850000381469727,31.25,26.807838439941406,4088400,33,53.0,,0.53,17.490000000000002,-1.340002059936527,-0.04053242602158835
4,2016-05-13,11,0.08303125,0.888415067519545,BBY,30.84000015258789,31.729999542236328,30.739999771118164,30.950000762939453,26.55048942565918,4517300,46,53.0,,0.53,24.380000000000003,0.01000022888183949,0.0003152657344991372
5,2016-05-17,30,0.15725,0.8938652615732028,BBY,31.739999771118164,32.65999984741211,31.61000061035156,31.88999938964844,27.35686492919922,4496500,48,53.0,,0.53,25.44,0.9300003051757812,0.02930981149047418
6,2016-05-18,4,0.0556875,-0.6458664546899842,BBY,30.88999938964844,31.25,30.350000381469727,30.75,26.378910064697266,7425200,74,53.0,,0.53,39.22,-1.4099998474121094,-0.04317207146355306
7,2016-05-19,1,0.04396875,-0.21043771043771042,BBY,30.799999237060547,31.559999465942383,30.770000457763672,31.530000686645508,27.048038482666016,4937200,57,53.0,,0.53,30.21,0.3099994659423828,0.009919982910156167
8,2016-05-20,1,0.04396875,0.0,BBY,31.5,32.40999984741211,31.5,32.34000015258789,27.742897033691406,4733800,76,53.0,,0.53,40.28,0.8500003814697266,0.026932838905368017
9,2016-05-23,2,0.047875,0.08884150675195457,BBY,32.560001373291016,33.220001220703125,32.36000061035156,33.0,28.309080123901367,9777500,68,53.0,,0.53,36.04,0.8100013732910156,0.024992328821491494
10,2016-05-24,1,0.04396875,-0.08159268929503916,BBY,31.270000457763672,31.739999771118164,30.049999237060547,30.549999237060547,26.20734596252441,30027700,91,53.0,,0.53,48.23,-1.480001449584961,-0.04455151701387072
11,2016-05-25,1,0.04396875,0.0,BBY,30.299999237060547,32.25,30.26000022888184,32.06999969482422,27.51127815246582,13456300,100,53.0,,0.53,53.0,0.5100002288818359,0.016068060257073746
12,2016-05-26,2,0.047875,0.08884150675195457,BBY,32.349998474121094,32.599998474121094,31.790000915527344,31.950000762939453,27.40834045410156,6112700,83,53.0,,0.53,43.99,0.34999847412109375,0.010852665864220068
13,2016-05-27,1,0.04396875,-0.08159268929503916,BBY,31.93000030517578,32.310001373291016,31.8799991607666,32.029998779296875,27.476959228515625,4521900,45,53.0,,0.53,23.85,-0.2899971008300781,-0.008895617006248857
14,2016-06-01,2,0.047875,0.08884150675195457,BBY,32.16999816894531,32.5,32.02000045776367,32.220001220703125,27.63995742797852,3721900,52,55.0,False,0.55,28.6,0.18999862670898438,0.005880489589395355
15,2016-06-06,2,0.047875,0.0,BBY,32.0,32.04999923706055,30.76000022888184,31.32999992370605,26.8764705657959,8113100,69,55.0,,0.55,37.95,-0.4500007629394531,-0.01384617732121396
16,2016-06-09,2,0.047875,0.0,BBY,31.32999992370605,31.350000381469727,30.040000915527344,30.100000381469727,25.821313858032227,6128700,50,55.0,,0.55,27.500000000000004,-0.6999988555908203,-0.021840838447864552
17,2016-06-10,4,0.0556875,0.1631853785900783,BBY,29.6200008392334,29.65999984741211,28.8799991607666,29.440000534057617,25.49226951599121,6608200,88,55.0,,0.55,48.400000000000006,-1.6900005340576172,-0.0539075123921382
