,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,DNA_unscaled,DNA_monthly,isPartial,scale,DNA,Stock_Price_Change,Stock_Price_Change_Percent
0,2021-04-20,1,0.011101010101010101,-0.47641734159123394,DNA,10.199999809265137,10.229999542236328,10.0,10.149999618530272,10.149999618530272,2208300,96,71.0,,0.71,68.16,,
1,2021-04-21,1,0.011101010101010101,0.0,DNA,10.149999618530272,10.220000267028809,10.0600004196167,10.220000267028809,10.220000267028809,1901500,88,71.0,,0.71,62.48,-0.009999275207519531,-0.0009774463005824963
2,2021-04-22,1,0.011101010101010101,0.0,DNA,10.239999771118164,10.420000076293944,10.15999984741211,10.279999732971191,10.279999732971191,1598800,98,71.0,,0.71,69.58,0.19999980926513494,0.019569452450051594
3,2021-04-23,1,0.011101010101010101,0.0,DNA,10.399999618530272,10.460000038146973,10.314000129699709,10.369999885559082,10.369999885559082,1271500,93,71.0,,0.71,66.03,0.03999996185302912,0.0038387679040454703
4,2021-04-26,1,0.011101010101010101,-0.7318858258111736,DNA,10.420000076293944,10.619999885559082,10.220000267028809,10.260000228881836,10.260000228881836,1031700,95,71.0,,0.71,67.45,0.15999984741210938,0.0152963524692733
5,2021-04-27,3,0.031303030303030305,1.8198362147406737,DNA,10.31999969482422,10.369999885559082,10.220000267028809,10.300000190734863,10.300000190734863,1303200,92,71.0,,0.71,65.32,-0.25,-0.023540489895856442
6,2021-04-28,1,0.011101010101010101,-0.6453694740238787,DNA,10.289999961853027,10.34000015258789,10.229999542236328,10.260000228881836,10.260000228881836,1367300,95,71.0,,0.71,67.45,-0.029999732971191406,-0.0028929347446732256
7,2021-04-29,2,0.021202020202020205,0.9099181073703368,DNA,10.239999771118164,10.300000190734863,10.220000267028809,10.279999732971191,10.279999732971191,877500,92,71.0,,0.71,65.32,-0.039999961853027344,-0.003868468207228859
8,2021-04-30,9,0.09190909090909091,3.3349213911386375,DNA,10.279999732971191,10.289999961853027,10.170000076293944,10.239999771118164,10.239999771118164,1047000,91,71.0,,0.71,64.61,-0.010000228881835938,-0.0009708959899662473
9,2021-05-04,3,0.031303030303030305,0.47641734159123383,DNA,10.100000381469728,10.170000076293944,10.029999732971191,10.149999618530272,10.149999618530272,1160600,95,58.0,,0.58,55.1,-0.11999988555908381,-0.011661796501841182
10,2021-05-05,1,0.011101010101010101,-0.6453694740238787,DNA,10.100000381469728,10.199999809265137,10.079999923706056,10.149999618530272,10.149999618530272,1181100,93,58.0,,0.58,53.94,0.029999732971193183,0.0029498262287255272
11,2021-05-06,3,0.031303030303030305,1.8198362147406737,DNA,10.15999984741211,10.15999984741211,10.0,10.029999732971191,10.029999732971191,2012300,97,58.0,,0.58,56.26,-0.039999961853027344,-0.003921564960883028
12,2021-05-07,11,0.1121111111111111,2.5814778960955143,DNA,10.029999732971191,10.079999923706056,9.989999771118164,10.0600004196167,10.0600004196167,1138100,93,58.0,,0.58,53.94,-0.07999992370605291,-0.00787400835704044
13,2021-05-10,9,0.09190909090909091,-0.18019641409135956,DNA,10.039999961853027,10.039999961853027,9.93000030517578,9.9399995803833,9.9399995803833,2006000,92,58.0,,0.58,53.36,-0.03999996185302912,-0.003968250213867264
14,2021-05-11,5,0.051505050505050505,-0.43960874821408946,DNA,9.93000030517578,9.960000038146973,9.84000015258789,9.869999885559082,9.869999885559082,24772400,90,58.0,,0.58,52.2,-0.07999992370605469,-0.007968119921316186
15,2021-05-12,3,0.031303030303030305,-0.3922337713277113,DNA,9.93000030517578,9.949999809265137,9.869999885559082,9.890000343322754,9.890000343322754,7942400,85,58.0,,0.58,49.3,-0.010000228881835938,-0.001004039040515603
