,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NFLX_unscaled,NFLX_monthly,isPartial,scale,NFLX,Stock_Price_Change,Stock_Price_Change_Percent
303,2018-02-27,7,0.006451713395638629,0.9337068160597572,NFLX,294.7699890136719,297.3599853515625,290.5899963378906,290.6099853515625,290.6099853515625,9416500,81,35.0,,0.35,28.35,1.709991455078125,0.005783837275088244
304,2018-02-28,7,0.006451713395638629,0.0,NFLX,293.1000061035156,295.75,290.7799987792969,291.3800048828125,291.3800048828125,7653500,78,35.0,,0.35,27.3,-1.6099853515625,-0.005414263622790516
305,2018-03-01,6,0.005672897196261682,-0.12071463061323029,NFLX,292.75,295.25,283.8299865722656,290.3900146484375,290.3900146484375,11932100,42,46.0,False,0.46,19.32,-0.5,-0.0016906170752324368
306,2018-03-02,12,0.010345794392523363,0.8237232289950576,NFLX,284.6499938964844,301.17999267578125,283.2300109863281,301.04998779296875,301.04998779296875,13345300,59,46.0,,0.46,27.14,5.92999267578125,0.020084649198242932
307,2018-03-05,14,0.011903426791277257,0.35448422545196734,NFLX,302.8500061035156,316.9100036621094,297.6000061035156,315.0,315.0,18986100,66,46.0,,0.46,30.360000000000003,15.730010986328125,0.05222794132697062
308,2018-03-06,18,0.015018691588785046,0.26171159382360654,NFLX,319.8800048828125,325.7900085449219,316.5,325.2200012207031,325.2200012207031,18525800,100,46.0,,0.46,46.0,8.8800048828125,0.028020588748218778
309,2018-03-07,16,0.013461059190031151,-0.10371292263015974,NFLX,320.0,323.739990234375,314.54998779296875,321.1600036621094,321.1600036621094,17132200,94,46.0,,0.46,43.24,-2.050018310546875,-0.006292452981301877
310,2018-03-08,12,0.010345794392523363,-0.23142791020597087,NFLX,322.20001220703125,322.9200134277344,314.1300048828125,317.0,317.0,11340100,84,46.0,,0.46,38.64,-0.819976806640625,-0.00253282520348197
311,2018-03-09,19,0.015797507788161993,0.526949713941584,NFLX,321.3299865722656,331.44000244140625,320.2300109863281,331.44000244140625,331.44000244140625,14500200,92,46.0,,0.46,42.32,8.519989013671875,0.02638420865660751
312,2018-03-12,7,0.006451713395638629,0.9337068160597572,NFLX,333.5599975585937,333.9800109863281,318.6000061035156,321.29998779296875,321.29998779296875,20369200,89,46.0,,0.46,40.940000000000005,2.540008544921875,0.007663554568585695
313,2018-03-13,4,0.004115264797507788,-0.362143891839691,NFLX,323.8699951171875,325.8399963378906,313.2799987792969,315.8800048828125,315.8800048828125,12917200,86,46.0,,0.46,39.56,-8.1400146484375,-0.024372759987635106
314,2018-03-14,3,0.003336448598130841,-0.18925056775170324,NFLX,318.1600036621094,323.8800048828125,317.70001220703125,321.54998779296875,321.54998779296875,10475100,72,46.0,,0.46,33.120000000000005,-1.959991455078125,-0.006015196038259396
315,2018-03-15,12,0.010345794392523363,2.1008403361344534,NFLX,323.1700134277344,323.3999938964844,318.1400146484375,321.0899963378906,321.0899963378906,5642900,55,46.0,,0.46,25.3,-0.480010986328125,-0.0014820642802626516
316,2018-03-16,5,0.004894080996884735,-0.5269497139415839,NFLX,321.4200134277344,324.1099853515625,318.3699951171875,318.45001220703125,318.45001220703125,7333700,56,46.0,,0.46,25.76,0.709991455078125,0.0021953972432831037
317,2018-03-19,5,0.004894080996884735,0.9135200974421434,NFLX,315.79998779296875,317.0,307.3399963378906,313.4800109863281,313.4800109863281,9925200,62,46.0,,0.46,28.52,-7.1099853515625,-0.021936952494229
318,2018-03-20,6,0.005672897196261682,0.15913430935709738,NFLX,313.260009765625,319.5,312.79998779296875,317.5,317.5,5991900,63,46.0,,0.46,28.98,2.5,0.007886435331230235
319,2018-03-21,7,0.006451713395638629,0.13728720483250956,NFLX,316.3500061035156,319.3999938964844,314.510009765625,316.4800109863281,316.4800109863281,5263900,45,46.0,,0.46,20.7,-0.100006103515625,-0.0003130081487187075
320,2018-03-22,8,0.007230529595015576,0.12071463061323029,NFLX,313.07000732421875,314.1199951171875,305.6600036621094,306.70001220703125,306.70001220703125,8063300,63,46.0,,0.46,28.98,-5.279998779296875,-0.016530992110814213
321,2018-03-23,1,0.0017788161993769471,-0.7539853511417492,NFLX,307.4100036621094,309.3699951171875,300.3599853515625,300.94000244140625,300.94000244140625,9529900,57,46.0,,0.46,26.22,-4.75,-0.015121609811014847
322,2018-03-26,5,0.004894080996884735,1.751313485113835,NFLX,309.3599853515625,321.0299987792969,302.0,320.3500061035156,320.3500061035156,11988300,72,46.0,,0.46,33.120000000000005,11.660003662109375,0.03768951044425828
323,2018-03-27,10,0.00878816199376947,0.7956715467854871,NFLX,322.489990234375,322.8999938964844,297.0,300.69000244140625,300.69000244140625,12068600,75,46.0,,0.46,34.5,1.8699951171875,0.005824985591060372
324,2018-03-28,4,0.004115264797507788,-0.5317263381779511,NFLX,298.3900146484375,298.79998779296875,281.6099853515625,285.7699890136719,285.7699890136719,18972900,95,46.0,,0.46,43.7,-24.100006103515625,-0.0746361305638229
325,2018-03-29,11,0.009566978193146416,1.3247539742619225,NFLX,287.0,295.3500061035156,275.8999938964844,295.3500061035156,295.3500061035156,19145500,75,46.0,,0.46,34.5,-3.449981689453125,-0.011546123930378238
326,2018-04-02,11,0.009566978193146416,4.3782837127845875,NFLX,291.94000244140625,292.8699951171875,275.04998779296875,280.2900085449219,280.2900085449219,13405800,35,52.0,,0.52,18.2,-2.480010986328125,-0.008396854359498218
327,2018-04-03,4,0.004115264797507788,-0.5698469553891241,NFLX,285.45001220703125,291.25,278.010009765625,283.6700134277344,283.6700134277344,12694900,31,52.0,,0.52,16.12,-1.6199951171875,-0.005531447892227037
328,2018-04-04,3,0.003336448598130841,-0.18925056775170324,NFLX,273.6300048828125,290.3099975585937,271.2200012207031,288.94000244140625,288.94000244140625,12914000,30,52.0,,0.52,15.6,-0.9400024414063068,-0.0032274761936696983
329,2018-04-06,2,0.0025576323987538943,-0.23342670401493926,NFLX,289.1000061035156,298.8500061035156,285.6499938964844,288.8500061035156,288.8500061035156,11444800,27,52.0,,0.52,14.04,8.540008544921932,0.029416859966037823
330,2018-04-09,1,0.0017788161993769471,-0.30450669914738127,NFLX,291.7699890136719,299.54998779296875,289.1199951171875,289.92999267578125,289.92999267578125,9853600,24,52.0,,0.52,12.48,0.699981689453125,0.0023422508788930596
331,2018-04-10,1,0.0017788161993769471,0.0,NFLX,297.67999267578125,298.95001220703125,291.69000244140625,298.07000732421875,298.07000732421875,10660500,33,52.0,,0.52,17.16,-0.5999755859375,-0.00200292308591965
332,2018-04-11,1,0.0017788161993769471,0.0,NFLX,302.8800048828125,311.6400146484375,301.82000732421875,303.6700134277344,303.6700134277344,14877400,34,52.0,,0.52,17.68,12.69000244140625,0.042448576428282925
333,2018-04-12,2,0.0025576323987538943,0.43782837127845897,NFLX,309.7200012207031,311.1300048828125,306.75,309.25,309.25,10249400,37,52.0,,0.52,19.24,-0.510009765625,-0.001636534917380028
334,2018-04-13,4,0.004115264797507788,0.6090133982947621,NFLX,317.2900085449219,317.489990234375,308.2300109863281,311.6499938964844,311.6499938964844,12046600,39,52.0,,0.52,20.28,6.3599853515625,0.02044156864252944
335,2018-04-16,32,0.025922118380062305,1.330159619154299,NFLX,315.989990234375,316.1000061035156,304.0,307.7799987792969,307.7799987792969,20307900,98,52.0,,0.52,50.96,-1.389984130859375,-0.004378040800068317
336,2018-04-17,19,0.015797507788161993,-0.39057805552217284,NFLX,329.6600036621094,338.6199951171875,323.7699890136719,336.0599975585937,336.0599975585937,33866500,100,52.0,,0.52,52.0,22.519989013671875,0.07124324131236204
337,2018-04-18,22,0.018133956386292834,0.14789982252021305,NFLX,336.29998779296875,338.82000732421875,331.1000061035156,334.5199890136719,334.5199890136719,11221100,54,52.0,,0.52,28.08,0.20001220703125,0.0005906686253480675
338,2018-04-19,8,0.007230529595015576,-0.6012712592338086,NFLX,332.8800048828125,335.3099975585937,326.7699890136719,332.70001220703125,332.70001220703125,8438800,35,52.0,,0.52,18.2,-3.510009765625057,-0.010359511509797859
339,2018-04-20,2,0.0025576323987538943,-0.6462731581214993,NFLX,332.2200012207031,336.510009765625,326.0,327.7699890136719,327.7699890136719,9158700,28,52.0,,0.52,14.56,1.2000122070313068,0.003578814278633713
340,2018-04-23,4,0.004115264797507788,-0.2745744096650192,NFLX,329.1499938964844,331.2200012207031,317.0799865722656,318.69000244140625,318.69000244140625,8968000,28,52.0,,0.52,14.56,-5.290008544921875,-0.015720211558064245
341,2018-04-24,7,0.006451713395638629,0.5677517032551098,NFLX,319.2200012207031,320.25,302.3099975585937,307.0199890136719,307.0199890136719,13893200,31,52.0,,0.52,16.12,-10.970001220703125,-0.033119984240907674
342,2018-04-25,13,0.01112461059190031,0.7242877836793817,NFLX,306.3699951171875,309.9800109863281,292.6199951171875,305.760009765625,305.760009765625,14919700,28,52.0,,0.52,14.56,-10.269989013671875,-0.03206866202551717
343,2018-04-26,4,0.004115264797507788,-0.6300756090730888,NFLX,310.0,316.6300048828125,305.5799865722656,313.9800109863281,313.9800109863281,9266700,29,52.0,,0.52,15.08,6.649993896484375,0.021452976517178257
344,2018-04-27,4,0.004115264797507788,0.0,NFLX,316.25,317.45001220703125,306.5,311.760009765625,311.760009765625,7074400,31,52.0,,0.52,16.12,0.82000732421875,0.0025897966445795895
345,2018-04-30,6,0.005672897196261682,0.7002801120448179,NFLX,311.07000732421875,317.8800048828125,310.1199951171875,312.4599914550781,312.4599914550781,6088800,22,52.0,,0.52,11.44,0.42999267578125,0.001354520898555922
346,2018-05-01,1,0.0017788161993769471,-0.686436024162548,NFLX,310.3599853515625,313.4800109863281,306.69000244140625,313.29998779296875,313.29998779296875,6036600,55,33.0,False,0.33,18.15,-4.399993896484375,-0.01384168185761303
347,2018-05-02,3,0.003336448598130841,0.8756567425569175,NFLX,311.6499938964844,317.1000061035156,310.3999938964844,313.3599853515625,313.3599853515625,5697100,46,33.0,,0.33,15.18,3.6199951171875,0.011547770161796311
348,2018-05-03,2,0.0025576323987538943,-0.23342670401493926,NFLX,312.5899963378906,312.5899963378906,305.7300109863281,311.69000244140625,311.69000244140625,6135800,47,33.0,,0.33,15.510000000000002,-4.510009765625,-0.014222673222380022
349,2018-05-04,1,0.0017788161993769471,-0.30450669914738127,NFLX,308.7099914550781,320.9800109863281,307.6700134277344,320.0899963378906,320.0899963378906,8209500,47,33.0,,0.33,15.510000000000002,8.3900146484375,0.02684031717818769
350,2018-05-07,2,0.0025576323987538943,0.43782837127845897,NFLX,321.989990234375,329.0199890136719,319.3399963378906,326.260009765625,326.260009765625,7117800,56,33.0,,0.33,18.48,8.03997802734375,0.02504822030081555
351,2018-05-08,11,0.009566978193146416,2.74056029232643,NFLX,325.8999938964844,327.3500061035156,323.04998779296875,326.8900146484375,326.8900146484375,4735700,55,33.0,,0.33,18.15,-1.66998291015625,-0.005075627517837078
352,2018-05-09,5,0.004894080996884735,-0.48844024747639203,NFLX,328.7900085449219,331.95001220703125,327.510009765625,330.29998779296875,330.29998779296875,5633400,49,33.0,,0.33,16.17,4.600006103515625,0.014052256049327916
353,2018-05-10,6,0.005672897196261682,0.15913430935709738,NFLX,331.5,332.0599975585937,327.3399963378906,329.6000061035156,329.6000061035156,5302300,51,33.0,,0.33,16.830000000000002,0.10998535156244316,0.00033133106647942334
354,2018-05-11,5,0.004894080996884735,-0.13728720483250967,NFLX,329.6499938964844,331.260009765625,324.8699951171875,326.4599914550781,326.4599914550781,4589700,57,33.0,,0.33,18.81,-0.7999877929686932,-0.0024091664122460887
355,2018-05-14,3,0.003336448598130841,-0.18925056775170324,NFLX,327.25,330.5,327.0400085449219,328.5299987792969,328.5299987792969,4089800,50,33.0,,0.33,16.5,-0.760009765625,-0.002294299774255104
356,2018-05-15,7,0.006451713395638629,0.9337068160597572,NFLX,325.94000244140625,326.94000244140625,322.42999267578125,326.1300048828125,326.1300048828125,4746100,38,33.0,,0.33,12.54,-3.55999755859375,-0.010771550858074908
357,2018-05-16,5,0.004894080996884735,-0.2414292612264607,NFLX,326.2799987792969,329.7200012207031,325.1400146484375,328.19000244140625,328.19000244140625,3671700,50,33.0,,0.33,16.5,2.779998779296875,0.008503085454631965
358,2018-05-17,4,0.004115264797507788,-0.15913430935709738,NFLX,327.5299987792969,330.45001220703125,323.1700134277344,325.2200012207031,325.2200012207031,4935700,43,33.0,,0.33,14.19,0.730010986328125,0.002214033069348087
359,2018-05-18,3,0.003336448598130841,-0.18925056775170324,NFLX,324.8999938964844,326.4200134277344,322.79998779296875,324.17999267578125,324.17999267578125,3577700,39,33.0,,0.33,12.87,-4.029998779296875,-0.012195486852553117
360,2018-05-21,3,0.003336448598130841,0.0,NFLX,327.1099853515625,331.8800048828125,325.45001220703125,331.82000732421875,331.82000732421875,6657300,45,33.0,,0.33,14.85,5.459991455078125,0.01672688937710287
361,2018-05-22,3,0.003336448598130841,0.0,NFLX,334.04998779296875,336.6300048828125,331.1499938964844,331.6199951171875,331.6199951171875,5964400,59,33.0,,0.33,19.47,4.75,0.014312401862466073
362,2018-05-23,6,0.005672897196261682,0.7002801120448179,NFLX,329.0400085449219,345.0,328.0899963378906,344.7200012207031,344.7200012207031,10049100,74,33.0,,0.33,24.42,8.3699951171875,0.024864079243623216
363,2018-05-24,7,0.006451713395638629,0.13728720483250956,NFLX,344.3399963378906,354.0,341.1199951171875,349.2900085449219,349.2900085449219,14758600,100,33.0,,0.33,33.0,9.0,0.026086956521739202
364,2018-05-25,13,0.01112461059190031,0.7242877836793817,NFLX,349.8999938964844,354.3599853515625,348.8299865722656,351.2900085449219,351.2900085449219,7817400,76,33.0,,0.33,25.08,0.3599853515625,0.0010169077727755216
365,2018-05-29,1,0.0017788161993769471,-0.4668534080298785,NFLX,351.5,356.1000061035156,346.7099914550781,349.7300109863281,349.7300109863281,9717900,57,33.0,,0.33,18.81,1.740020751953125,0.004910319516541417
366,2018-05-30,4,0.004115264797507788,1.3134851138353763,NFLX,352.3699951171875,354.0,349.260009765625,353.5400085449219,353.5400085449219,5685500,49,33.0,,0.33,16.17,-2.100006103515625,-0.005897236920869853
367,2018-05-31,4,0.004115264797507788,0.0,NFLX,353.79998779296875,355.5299987792969,350.2099914550781,351.6000061035156,351.6000061035156,6921700,49,33.0,,0.33,16.17,1.529998779296875,0.004322030449991132
368,2018-06-01,4,0.004115264797507788,0.0,NFLX,353.8800048828125,359.989990234375,352.82000732421875,359.92999267578125,359.92999267578125,7112300,40,52.0,False,0.52,20.8,4.459991455078125,0.012544627655588503
369,2018-06-04,5,0.004894080996884735,0.18925056775170335,NFLX,362.6799926757813,363.0,355.510009765625,361.80999755859375,361.80999755859375,7682000,42,52.0,,0.52,21.84,3.010009765625,0.008361370724961903
370,2018-06-05,7,0.006451713395638629,0.31826861871419476,NFLX,363.3200073242188,369.8299865722656,361.4100036621094,365.7999877929688,365.7999877929688,8358000,43,52.0,,0.52,22.36,6.829986572265625,0.018815390006241328
371,2018-06-06,4,0.004115264797507788,-0.362143891839691,NFLX,367.7799987792969,369.6799926757813,363.3299865722656,367.4500122070313,367.4500122070313,7712300,46,52.0,,0.52,23.92,-0.14999389648431816,-0.0004055752695300008
372,2018-06-08,2,0.0025576323987538943,-0.37850113550340636,NFLX,358.0599975585937,362.3900146484375,356.25,360.5700073242188,360.5700073242188,5225700,38,52.0,,0.52,19.76,-7.289978027343807,-0.019719698581949774
373,2018-06-11,5,0.004894080996884735,0.9135200974421434,NFLX,361.8800048828125,365.6700134277344,360.9100036621094,361.4500122070313,361.4500122070313,4432400,34,52.0,,0.52,17.68,3.279998779296875,0.00905101864486757
374,2018-06-12,7,0.006451713395638629,0.31826861871419476,NFLX,363.6000061035156,365.9800109863281,362.0,363.8299865722656,363.8299865722656,4291000,40,52.0,,0.52,20.8,0.30999755859375,0.0008477522006464788
375,2018-06-13,11,0.009566978193146416,0.48285852245292116,NFLX,367.5299987792969,384.25,364.1099853515625,379.9299926757813,379.9299926757813,18222800,76,52.0,,0.52,39.52,18.269989013671875,0.04992072917980872
376,2018-06-14,25,0.020470404984423676,1.1396939107782487,NFLX,384.2699890136719,395.0299987792969,383.25,392.8699951171875,392.8699951171875,14598300,76,52.0,,0.52,39.52,10.779998779296875,0.028054648742477317
377,2018-06-15,20,0.01657632398753894,-0.1902297975954954,NFLX,390.7099914550781,398.8599853515625,387.510009765625,391.9800109863281,391.9800109863281,13588100,67,52.0,,0.52,34.84,3.829986572265625,0.009695432205404364
378,2018-06-18,11,0.009566978193146416,1.3247539742619225,NFLX,387.7200012207031,393.1600036621094,386.5,390.3999938964844,390.3999938964844,6824800,49,52.0,,0.52,25.48,-5.699981689453125,-0.014290683194076337
379,2018-06-19,28,0.022806853582554517,1.3839140345164447,NFLX,389.5,405.2900085449219,388.5,404.9800109863281,404.9800109863281,16697100,76,52.0,,0.52,39.52,12.1300048828125,0.030852591234680427
380,2018-06-20,34,0.0274797507788162,0.20489004234394215,NFLX,415.1499938964844,419.4700012207031,409.6000061035156,416.760009765625,416.760009765625,16494600,100,52.0,,0.52,52.0,14.17999267578125,0.034987274240217525
381,2018-06-21,26,0.021249221183800623,-0.22673166307674864,NFLX,421.3800048828125,423.2099914550781,406.3699951171875,415.4400024414063,415.4400024414063,18389900,90,52.0,,0.52,46.8,3.739990234375,0.008915989757291909
382,2018-06-22,14,0.011903426791277257,-0.4398182084738309,NFLX,419.9800109863281,420.5,409.6499938964844,411.0899963378906,411.0899963378906,10428600,69,52.0,,0.52,35.88,-2.709991455078125,-0.006403420310944541
383,2018-06-25,12,0.010345794392523363,0.08140670791273208,NFLX,404.6900024414063,405.989990234375,378.75,384.4800109863281,384.4800109863281,22490900,97,52.0,,0.52,50.440000000000005,-14.510009765625,-0.03450656305737221
384,2018-06-26,15,0.012682242990654204,0.22583559168925027,NFLX,393.2799987792969,404.7799987792969,389.0499877929688,399.3900146484375,399.3900146484375,15191200,83,52.0,,0.52,43.16,-1.209991455078125,-0.00298034799917013
385,2018-06-27,11,0.009566978193146416,-0.2456398919184476,NFLX,407.55999755859375,411.5899963378906,390.0,390.3900146484375,390.3900146484375,16541400,84,52.0,,0.52,43.68,6.80999755859375,0.016823947771952064
386,2018-06-28,4,0.004115264797507788,-0.5698469553891241,NFLX,395.0,396.8999938964844,387.1000061035156,395.4200134277344,395.4200134277344,12219900,74,52.0,,0.52,38.48,-14.69000244140625,-0.03569086365584706
387,2018-06-29,6,0.005672897196261682,0.3785011355034067,NFLX,399.1900024414063,401.3299865722656,390.5499877929688,391.4299926757813,391.4299926757813,9252500,56,52.0,,0.52,29.12,4.42999267578125,0.011161483355771162
388,2018-07-02,9,0.008009345794392523,0.4118616144975289,NFLX,385.4500122070313,398.3800048828125,380.0,398.1799926757813,398.1799926757813,8142500,12,100.0,,1.0,12.0,-2.949981689453125,-0.00735051401129716
389,2018-07-03,7,0.006451713395638629,-0.19447685725398678,NFLX,399.489990234375,399.9800109863281,389.5,390.5199890136719,390.5199890136719,5280300,11,100.0,,1.0,11.0,1.600006103515625,0.004016281148413237
390,2018-07-05,7,0.006451713395638629,0.5677517032551098,NFLX,393.7999877929688,399.239990234375,390.8599853515625,398.3900146484375,398.3900146484375,8448900,15,100.0,,1.0,15.0,-0.740020751953125,-0.0018501443362839431
391,2018-07-06,10,0.00878816199376947,0.3621438918396911,NFLX,397.4500122070313,408.6499938964844,395.5199890136719,408.25,408.25,8629600,13,100.0,,1.0,13.0,9.410003662109375,0.023569792336146422
392,2018-07-09,21,0.017355140186915887,1.1668611435239207,NFLX,415.9500122070313,419.1199951171875,411.1000061035156,418.9700012207031,418.9700012207031,11127500,16,100.0,,1.0,16.0,10.470001220703125,0.025620950390507824
393,2018-07-10,30,0.02436448598130841,0.40387722132471726,NFLX,417.239990234375,419.4400024414063,413.0799865722656,415.6300048828125,415.6300048828125,9382900,16,100.0,,1.0,16.0,0.32000732421880684,0.0007635219697150752
394,2018-07-11,22,0.018133956386292834,-0.2557217747091165,NFLX,411.3399963378906,419.7699890136719,410.6000061035156,418.6499938964844,418.6499938964844,9713900,17,100.0,,1.0,17.0,0.32998657226556816,0.0007867312853919728
395,2018-07-12,31,0.02514330218068536,0.3865315237931628,NFLX,415.1600036621094,416.7900085449219,407.7999877929688,413.5,413.5,12743300,21,100.0,,1.0,21.0,-2.97998046875,-0.007099079369042083
396,2018-07-13,49,0.0391619937694704,0.5575517284103579,NFLX,409.1900024414063,410.0,395.0799865722656,395.7999877929688,395.7999877929688,15719000,24,100.0,,1.0,24.0,-6.790008544921875,-0.016291197979113825
397,2018-07-16,135,0.10614018691588785,6.067205973864344,NFLX,398.9800109863281,403.3599853515625,391.75,400.4800109863281,400.4800109863281,22960000,74,100.0,,1.0,74.0,-6.6400146484375,-0.016195157679115835
398,2018-07-17,125,0.09835202492211838,-0.07337618502538812,NFLX,346.95001220703125,385.0,344.0,379.4800109863281,379.4800109863281,58410400,100,100.0,,1.0,100.0,-18.3599853515625,-0.04551761706248625
399,2018-07-18,39,0.03137383177570093,-0.6810047195210795,NFLX,381.239990234375,383.1300048828125,372.3599853515625,375.1300048828125,375.1300048828125,21746300,41,100.0,,1.0,41.0,-1.8699951171875,-0.004857130174512947
400,2018-07-19,24,0.01969158878504673,-0.37235627047959485,NFLX,371.05999755859375,375.75,363.0,364.2300109863281,364.2300109863281,16878700,27,100.0,,1.0,27.0,-7.3800048828125,-0.01926240385445621
401,2018-07-20,12,0.010345794392523363,-0.47460844803037505,NFLX,364.9200134277344,370.5,360.1400146484375,361.0499877929688,361.0499877929688,15096700,25,100.0,,1.0,25.0,-5.25,-0.013972055888223589
402,2018-07-23,9,0.008009345794392523,1.4005602240896358,NFLX,359.1499938964844,363.8999938964844,353.6000061035156,362.6600036621094,362.6600036621094,11505200,21,100.0,,1.0,21.0,-6.600006103515625,-0.01781378165591263
403,2018-07-24,14,0.011903426791277257,0.4861921431349667,NFLX,366.9400024414063,367.3999938964844,354.5599975585937,357.32000732421875,357.32000732421875,12851500,23,100.0,,1.0,23.0,3.5,0.009618027091793824
404,2018-07-25,41,0.032931464174454826,1.7665532583093433,NFLX,357.57000732421875,363.2799987792969,355.6499938964844,362.8699951171875,362.8699951171875,8467800,19,100.0,,1.0,19.0,-4.1199951171875,-0.011213922660946785
405,2018-07-26,42,0.03371028037383177,0.023649607416516893,NFLX,358.19000244140625,365.5400085449219,356.6300048828125,363.0899963378906,363.0899963378906,6993700,23,100.0,,1.0,23.0,2.260009765625,0.0062211235774585205
406,2018-07-27,18,0.015018691588785046,-0.5544774050457444,NFLX,366.8500061035156,367.0,351.6499938964844,355.2099914550781,355.2099914550781,8949500,19,100.0,,1.0,19.0,1.459991455078125,0.00399406746443387
407,2018-07-30,18,0.015018691588785046,1.3278609367455334,NFLX,351.92999267578125,352.0299987792969,334.0199890136719,334.9599914550781,334.9599914550781,18260700,19,100.0,,1.0,19.0,-14.970001220703125,-0.04079019406186135
408,2018-07-31,20,0.01657632398753894,0.10371292263015963,NFLX,331.510009765625,342.5,328.0,337.45001220703125,337.45001220703125,14085400,22,100.0,,1.0,22.0,-9.529998779296875,-0.027071553027705586
409,2018-08-01,17,0.014239875389408099,-0.14095094906972372,NFLX,335.8699951171875,344.4100036621094,334.0199890136719,338.3800048828125,338.3800048828125,7790500,73,51.0,False,0.51,37.23,1.910003662109375,0.005576653028056544
410,2018-08-02,11,0.009566978193146416,-0.3281557646029316,NFLX,337.2300109863281,345.0,334.7099914550781,344.5,344.5,7131300,70,51.0,,0.51,35.7,0.589996337890625,0.001713063882051058
411,2018-08-03,6,0.005672897196261682,-0.40703353956365995,NFLX,347.75,347.8599853515625,338.4800109863281,343.0899963378906,343.0899963378906,8848400,78,51.0,,0.51,39.78,2.8599853515625,0.0082898126132247
412,2018-08-06,7,0.006451713395638629,0.13728720483250956,NFLX,342.8699951171875,351.9800109863281,341.739990234375,350.9200134277344,350.9200134277344,8198100,60,51.0,,0.51,30.6,4.120025634765625,0.011843919416606008
413,2018-08-07,1,0.0017788161993769471,-0.724287783679382,NFLX,353.2300109863281,357.3099975585937,349.010009765625,351.8299865722656,351.8299865722656,7970900,81,51.0,,0.51,41.31,5.329986572265568,0.015142867225129475
414,2018-08-08,4,0.004115264797507788,1.3134851138353763,NFLX,352.2099914550781,352.2900085449219,346.6099853515625,347.6099853515625,347.6099853515625,5394700,82,51.0,,0.51,41.82,-5.019989013671818,-0.014049394217827915
415,2018-08-09,7,0.006451713395638629,0.5677517032551098,NFLX,347.9599914550781,352.44000244140625,345.82000732421875,349.3599853515625,349.3599853515625,4820300,63,51.0,,0.51,32.13,0.149993896484375,0.000425768238798252
416,2018-08-10,4,0.004115264797507788,-0.362143891839691,NFLX,346.9100036621094,349.1000061035156,344.4200134277344,345.8699951171875,345.8699951171875,4328400,50,51.0,,0.51,25.5,-3.339996337890625,-0.009476779919288303
417,2018-08-13,7,0.006451713395638629,1.5225334957369059,NFLX,339.8900146484375,347.19000244140625,339.07000732421875,341.3099975585937,341.3099975585937,6888900,64,51.0,,0.51,32.64,-1.910003662109375,-0.00547122208168338
418,2018-08-14,2,0.0025576323987538943,-0.6035731530661516,NFLX,342.0899963378906,342.4100036621094,336.25,337.489990234375,337.489990234375,5805200,54,51.0,,0.51,27.54,-4.779998779296875,-0.013767674027720833
419,2018-08-15,10,0.00878816199376947,2.4360535931790497,NFLX,334.0299987792969,335.5,321.0,326.3999938964844,326.3999938964844,11784500,78,51.0,,0.51,39.78,-6.910003662109375,-0.020180495862288428
420,2018-08-16,11,0.009566978193146416,0.08862105636299167,NFLX,329.8999938964844,331.1700134277344,321.2099914550781,322.44000244140625,322.44000244140625,6689700,73,51.0,,0.51,37.23,-4.329986572265625,-0.01290607026010615
421,2018-08-17,24,0.01969158878504673,1.0582872028655164,NFLX,319.010009765625,324.3699951171875,312.9599914550781,316.7799987792969,316.7799987792969,10407900,59,51.0,,0.51,30.09,-6.800018310546875,-0.020533315320925727
422,2018-08-20,9,0.008009345794392523,-0.3684598378776712,NFLX,314.6400146484375,331.6000061035156,310.92999267578125,327.7300109863281,327.7300109863281,13591100,70,51.0,,0.51,35.7,7.230010986328125,0.022289395120273392
423,2018-08-21,11,0.009566978193146416,0.19447685725398656,NFLX,331.0,341.5,329.70001220703125,338.0199890136719,338.0199890136719,14783200,83,51.0,,0.51,42.33,9.899993896484375,0.029855228330104122
424,2018-08-22,6,0.005672897196261682,-0.40703353956365995,NFLX,338.489990234375,346.2099914550781,337.4100036621094,344.44000244140625,344.44000244140625,8930700,70,51.0,,0.51,35.7,4.709991455078125,0.013792068682512815
425,2018-08-23,6,0.005672897196261682,0.0,NFLX,348.1099853515625,350.0799865722656,337.6499938964844,339.1700134277344,339.1700134277344,11336400,72,51.0,,0.51,36.72,3.8699951171875,0.011178172821998622
426,2018-08-24,13,0.01112461059190031,0.9610104338275671,NFLX,346.0,359.1499938964844,344.5400085449219,358.82000732421875,358.82000732421875,14729100,100,51.0,,0.51,51.0,9.07000732421875,0.02590838571786347
427,2018-08-27,8,0.007230529595015576,0.0,NFLX,367.1499938964844,374.489990234375,360.0,364.5799865722656,364.5799865722656,17427300,88,51.0,,0.51,44.88,15.339996337890625,0.042711949320851206
428,2018-08-28,5,0.004894080996884735,-0.3231365790607498,NFLX,367.2300109863281,369.989990234375,360.3800048828125,368.489990234375,368.489990234375,9222600,83,51.0,,0.51,42.33,-4.5,-0.012016342538778368
429,2018-08-29,3,0.003336448598130841,-0.31826861871419476,NFLX,367.2000122070313,369.8599853515625,362.9100036621094,368.0400085449219,368.0400085449219,8118700,74,51.0,,0.51,37.74,-0.1300048828125,-0.00035137405401197697
