,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SJW_unscaled,SJW_monthly,isPartial,scale,SJW,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-04,50,0.20268067226890757,0.6612025621599285,SJW,34.45000076293945,35.20000076293945,34.45000076293945,34.79999923706055,30.95387840270996,47700,90,58.0,,0.58,52.2,,
1,2016-05-11,1,0.12032773109243698,-0.40631866992827226,SJW,34.65999984741211,34.65999984741211,33.849998474121094,34.0,30.419757843017575,50400,60,58.0,,0.58,34.8,-0.5400009155273438,-0.015340934767702818
2,2016-05-16,4,0.12536974789915967,0.04190236748376286,SJW,34.0,34.2599983215332,33.65999984741211,34.15999984741211,30.56290435791016,42900,78,58.0,,0.58,45.24,-0.40000152587890625,-0.011540724975184102
3,2016-05-17,-1,0.11696638655462185,-0.06702862122126141,SJW,34.060001373291016,34.060001373291016,32.43000030517578,32.77000045776367,29.319276809692383,103200,69,58.0,,0.58,40.02,-0.1999969482421875,-0.0058376228266329155
4,2016-05-24,2,0.12200840336134454,0.04310654501041733,SJW,33.279998779296875,34.79999923706055,33.2400016784668,34.689998626708984,31.03708839416504,102500,82,58.0,,0.58,47.56,0.7399978637695312,0.02172630164219025
5,2016-05-25,5,0.12705042016806722,0.04132516013499554,SJW,34.529998779296875,35.060001373291016,33.79999923706055,33.880001068115234,30.312395095825195,64100,95,58.0,,0.58,55.1,0.26000213623046875,0.007471325917547178
6,2016-05-26,1,0.12032773109243698,-0.05291355248362983,SJW,33.9900016784668,34.56999969482422,33.599998474121094,34.529998779296875,30.893945693969727,60500,94,58.0,,0.58,54.52,-0.4900016784667969,-0.01397608839913178
7,2016-06-01,5,0.12705042016806722,0.055869823311683664,SJW,34.56999969482422,34.970001220703125,34.08000183105469,34.970001220703125,31.2876033782959,60600,72,58.0,False,0.58,41.76,0.40000152587890625,0.011570770304021538
8,2016-06-08,20,0.15226050420168066,0.24795096080997303,SJW,35.2400016784668,35.70000076293945,35.06999969482422,35.70000076293945,31.940752029418945,44700,70,58.0,,0.58,40.6,0.7299995422363281,0.020875021926054504
9,2016-06-10,45,0.19427731092436976,0.2759534190628623,SJW,36.369998931884766,37.68000030517578,36.34999847412109,37.66999816894531,33.70328521728516,111800,72,58.0,,0.58,41.76,1.9799995422363281,0.055462170866163785
10,2016-06-14,1,0.12032773109243698,-0.38063930100782906,SJW,37.86000061035156,38.25,37.540000915527344,38.02999877929688,34.02538299560547,94000,66,58.0,,0.58,38.28,0.5699996948242188,0.015127380313368022
11,2016-06-22,19,0.1505798319327731,0.25141420490257693,SJW,37.25,37.25,36.709999084472656,36.9900016784668,33.09490966796875,73400,89,58.0,,0.58,51.62,-1.0,-0.02614379084967322
12,2016-07-01,3,0.1236890756302521,-0.17858139405100737,SJW,39.47999954223633,39.47999954223633,38.29999923706055,38.400001525878906,34.35643005371094,40700,67,57.0,False,0.57,38.19,2.229999542236328,0.0598657595231229
13,2016-07-12,-5,0.1102436974789916,-0.10870303689109306,SJW,38.70000076293945,38.77999877929688,38.0099983215332,38.59999847412109,34.53536605834961,57700,57,57.0,,0.57,32.489999999999995,-0.700000762939446,-0.017730515984190287
14,2016-07-21,1,0.12032773109243698,0.09147038646238292,SJW,39.38999938964844,39.720001220703125,39.310001373291016,39.61000061035156,35.43901443481445,49800,70,57.0,,0.57,39.9,0.9400024414062429,0.024239362325820135
15,2016-08-24,1,0.12032773109243698,0.0,SJW,42.619998931884766,43.2400016784668,42.33000183105469,43.22999954223633,38.87363815307617,124500,40,63.0,,0.63,25.2,3.520000457763672,0.08862035119799927
16,2016-08-25,6,0.12873109243697478,0.06983727913960469,SJW,43.04999923706055,44.08000183105469,43.04999923706055,44.08000183105469,39.63798522949219,117400,34,63.0,,0.63,21.42,0.8400001525878906,0.019426459759047665
17,2016-09-08,1,0.12032773109243698,-0.06527841242900956,SJW,44.97999954223633,45.5099983215332,44.34000015258789,45.150001525878906,40.60016632080078,128000,30,69.0,,0.69,20.7,1.4299964904785156,0.032440935369269175
18,2016-09-09,1,0.12032773109243698,0.0,SJW,44.84999847412109,44.91999816894531,42.310001373291016,42.33000183105469,38.064334869384766,90800,34,69.0,,0.69,23.46,-0.5900001525878906,-0.012964187526869897
19,2016-09-12,30,0.16906722689075632,-0.13722715382306272,SJW,42.25,42.88999938964844,42.040000915527344,42.45000076293945,38.172245025634766,75300,30,69.0,,0.69,20.7,-2.029998779296875,-0.04519142613635008
20,2016-09-14,-1,0.11696638655462185,-0.30816640986132515,SJW,41.09000015258789,41.709999084472656,41.02999877929688,41.470001220703125,37.29100036621094,69300,46,69.0,,0.69,31.74,-1.1800003051757812,-0.027512248122357752
21,2016-09-19,2,0.12200840336134454,0.04310654501041733,SJW,42.72999954223633,43.72999954223633,42.52000045776367,43.630001068115234,39.23333740234375,52100,43,69.0,,0.69,29.67,2.020000457763672,0.04842964521942794
22,2016-09-21,-1,0.11696638655462185,-0.04132516013499554,SJW,43.959999084472656,45.0,43.7599983215332,44.93999862670898,40.41132354736328,61400,33,69.0,,0.69,22.77,1.2700004577636719,0.029041858473770388
23,2016-10-03,5,0.12705042016806722,0.08621309002083466,SJW,43.52000045776367,43.52000045776367,42.709999084472656,43.43999862670898,39.062477111816406,72400,25,71.0,,0.71,17.75,-1.4799995422363281,-0.03288887871636281
24,2016-10-05,29,0.16738655462184873,0.3174813149017792,SJW,42.29999923706055,42.72999954223633,42.18000030517578,42.34000015258789,38.07332229614258,52400,36,71.0,,0.71,25.56,-0.7900009155273438,-0.018152594375407727
25,2016-10-14,-2,0.11528571428571428,-0.3112606054520809,SJW,43.060001373291016,43.31999969482422,42.70000076293945,42.970001220703125,38.63983917236328,30400,38,71.0,,0.71,26.98,0.5900001525878906,0.013807633019155663
26,2016-10-18,2,0.12200840336134454,-0.17124265083623502,SJW,43.27000045776367,43.880001068115234,42.59000015258789,43.56999969482422,39.17937469482422,30900,31,71.0,,0.71,22.01,0.5600013732910156,0.01292708627045358
27,2016-10-20,3,0.1236890756302521,0.013775053378331847,SJW,43.66999816894531,44.29999923706055,43.650001525878906,44.13999938964844,39.69193649291992,31600,25,71.0,,0.71,17.75,0.4199981689453125,0.009571516835046312
28,2016-10-27,4,0.12536974789915967,0.013587879611386633,SJW,45.0,52.38999938964844,44.59999847412109,51.09000015258789,45.94157791137695,525400,81,71.0,,0.71,57.51,8.09000015258789,0.18261851674751162
29,2016-11-02,3,0.1236890756302521,-0.013405724244252348,SJW,48.75,49.65999984741211,48.630001068115234,48.709999084472656,43.80141067504883,148900,32,100.0,,1.0,32.0,-2.729999542236328,-0.052109173010903675
30,2016-11-04,2,0.12200840336134454,-0.013587879611386633,SJW,48.86000061035156,49.25,48.2400016784668,48.790000915527344,44.05696105957031,126100,24,100.0,,1.0,24.0,-0.4099998474121094,-0.008256138716711603
31,2016-11-09,99,0.28503361344537814,1.3361801776981883,SJW,48.81999969482422,49.45000076293945,48.4900016784668,48.77000045776367,44.03889465332031,172300,83,100.0,,1.0,83.0,0.20000076293945312,0.004060929196740171
32,2016-11-11,0,0.11864705882352941,-0.5837436245172323,SJW,47.68000030517578,49.41999816894531,47.68000030517578,48.880001068115234,44.13822555541992,183500,91,100.0,,1.0,91.0,-0.030002593994140625,-0.0006067258550301879
33,2016-11-15,28,0.16570588235294118,0.3581513878366278,SJW,49.16999816894531,50.31999969482422,49.0,50.08000183105469,45.22181701660156,138100,66,100.0,,1.0,66.0,0.9000015258789062,0.01821128205634892
34,2016-11-16,5,0.12705042016806722,-0.23327754957147928,SJW,49.83000183105469,51.0,49.75,50.7400016784668,45.81778335571289,184900,56,100.0,,1.0,56.0,0.6800003051757812,0.013513519660170559
35,2016-12-08,12,0.13881512605042018,0.09259871684635246,SJW,55.22999954223633,56.650001525878906,53.93000030517578,56.400001525878906,50.92872619628906,89200,63,70.0,,0.7,44.1,5.650001525878906,0.11078434364468448
36,2016-12-14,2,0.12200840336134454,-0.12107270415884741,SJW,55.9900016784668,56.150001525878906,54.220001220703125,54.43000030517578,49.14982604980469,71400,59,70.0,,0.7,41.3,-0.5,-0.008826125093246318
37,2016-12-16,9,0.13377310924369748,0.09642537364832293,SJW,54.5099983215332,55.59000015258789,54.5099983215332,55.25,49.89027786254883,243600,71,70.0,,0.7,49.7,-0.5600013732910156,-0.009973310028013382
38,2016-12-21,57,0.2144453781512605,0.6030529555876625,SJW,56.70000076293945,56.880001068115234,55.63999938964844,55.66999816894531,50.26955032348633,55100,77,70.0,,0.7,53.9,1.2900009155273438,0.02320562892582201
39,2016-12-22,87,0.2648655462184874,0.23511893099259384,SJW,56.09999847412109,56.31999969482422,55.25,55.43999862670898,50.06184005737305,53800,57,70.0,,0.7,39.9,-0.5600013732910156,-0.009845312285075347
40,2016-12-23,118,0.31696638655462184,0.1967067483105427,SJW,55.77999877929688,56.13999938964844,55.41999816894531,56.11000061035156,50.66685485839844,31100,58,70.0,,0.7,40.6,-0.18000030517578125,-0.003196028163194864
41,2016-12-27,2,0.12200840336134454,0.028330618315744793,SJW,56.06999969482422,56.790000915527344,56.040000915527344,56.630001068115234,51.13640975952149,37300,56,70.0,,0.7,39.2,0.6500015258789062,0.011578224669499315
42,2017-01-04,0,0.11864705882352941,-0.027550106756663695,SJW,54.97999954223633,55.47999954223633,54.59999847412109,55.29999923706055,49.9354248046875,154800,84,73.0,,0.73,61.32,-1.3100013732910156,-0.023067465260998787
43,2017-01-09,2,0.12200840336134454,-0.8337246189260069,SJW,51.880001068115234,52.900001525878906,51.33000183105469,51.43999862670898,46.44987869262695,125900,61,73.0,,0.73,44.53,-2.579998016357422,-0.04650320904190519
44,2017-01-11,3,0.1236890756302521,0.013775053378331847,SJW,50.77999877929688,51.9900016784668,50.59999847412109,51.5,46.50405883789063,95900,66,73.0,,0.73,48.18,-0.9099998474121094,-0.017202265050350385
45,2017-01-19,2,0.12200840336134454,0.013967455827920805,SJW,49.68999862670898,50.06999969482422,48.88999938964844,49.119998931884766,44.35494995117188,94300,86,73.0,,0.73,62.78,-1.9200019836425781,-0.03693021584259348
46,2017-01-20,7,0.13041176470588237,0.06887526689165924,SJW,49.0,49.540000915527344,48.45000076293945,48.9900016784668,44.237552642822266,144200,97,73.0,,0.73,70.81,-0.529998779296875,-0.01058515643154001
47,2017-01-23,46,0.1959579831932773,0.50260970423352,SJW,48.970001220703125,49.720001220703125,48.970001220703125,49.52999877929688,44.72517013549805,74800,93,73.0,,0.73,67.89,0.18000030517578125,0.003633433626347937
48,2017-01-25,7,0.13041176470588237,-0.3344911874437154,SJW,51.5099983215332,52.09000015258789,51.09999847412109,51.790000915527344,46.76593017578125,64000,95,73.0,,0.73,69.35,2.3699989318847656,0.04766691218217245
49,2017-01-30,3,0.1236890756302521,-0.1501241411166928,SJW,49.95000076293945,49.95000076293945,48.54999923706055,49.18999862670898,44.41815185546875,91000,81,73.0,,0.73,59.13,-2.1399993896484375,-0.04108272957150527
50,2017-02-01,7,0.13041176470588237,0.054351518445546754,SJW,50.2599983215332,50.54999923706055,48.93999862670898,49.27000045776367,44.49039077758789,56600,51,72.0,False,0.72,36.72,0.5999984741210938,0.01201198128041403
51,2017-02-03,15,0.14385714285714285,0.10309942650943982,SJW,49.70000076293945,50.68000030517578,49.2599983215332,50.650001525878906,45.93978118896485,103800,65,72.0,,0.72,46.8,0.13000106811523438,0.0025717323457430386
52,2017-02-08,2,0.12200840336134454,-0.15187803025877677,SJW,48.91999816894531,49.400001525878906,48.54999923706055,48.7400016784668,44.207401275634766,42400,60,72.0,,0.72,43.2,-1.279998779296875,-0.02525648720578544
53,2017-02-09,71,0.23797478991596638,0.950478683104897,SJW,48.720001220703125,49.09999847412109,48.459999084472656,48.66999816894531,44.1439094543457,38400,58,72.0,,0.72,41.76,-0.3000030517578196,-0.006072936082818892
54,2017-02-16,1,0.12032773109243698,-0.4943677389738338,SJW,49.2599983215332,49.79999923706055,48.81999969482422,49.15999984741211,44.588340759277344,35600,50,72.0,,0.72,36.0,0.7000007629394602,0.014256635126137729
55,2017-02-17,1,0.12032773109243698,0.0,SJW,49.310001373291016,49.310001373291016,48.400001525878906,48.650001525878906,44.12577438354492,52600,52,72.0,,0.72,37.44,-0.48999786376953125,-0.00983931468426369
56,2017-02-21,2,0.12200840336134454,-0.5842091697929495,SJW,48.369998931884766,49.150001525878906,47.93000030517578,48.72999954223633,44.19832611083984,69200,67,72.0,,0.72,48.24,-0.15999984741210938,-0.0032447747506811897
57,2017-02-23,3,0.1236890756302521,0.013775053378331847,SJW,48.93999862670898,48.93999862670898,47.02999877929688,47.790000915527344,43.34574890136719,89700,60,72.0,,0.72,43.2,-0.21000289916992898,-0.004272693644970849
58,2017-02-28,1,0.12032773109243698,0.0,SJW,47.97999954223633,48.68000030517578,47.63999938964844,48.52999877929688,44.01692581176758,82700,44,72.0,,0.72,31.68,-0.259998321533196,-0.005312593560051759
59,2017-03-01,1,0.12032773109243698,0.0,SJW,49.119998931884766,49.47999954223633,48.27000045776367,49.060001373291016,44.497650146484375,78400,46,66.0,False,0.66,30.360000000000003,0.7999992370605469,0.01643383796313347
60,2017-03-14,1,0.12032773109243698,-0.14354925533823792,SJW,47.0099983215332,47.0099983215332,46.54999923706055,46.83000183105469,42.47502899169922,22000,68,66.0,,0.66,44.88,-2.470001220703125,-0.04991918438872911
61,2017-03-20,2,0.12200840336134454,0.013967455827920805,SJW,48.84999847412109,48.84999847412109,47.59999847412109,47.83000183105469,43.38203811645508,60900,63,66.0,,0.66,41.580000000000005,1.8400001525878835,0.039140613024550186
62,2017-03-24,1,0.12032773109243698,-0.013775053378331847,SJW,48.0,48.66999816894531,47.38999938964844,47.540000915527344,43.11899566650391,50300,78,66.0,,0.66,51.48,-0.18000030517577414,-0.0036847555946420973
63,2017-03-29,1,0.12032773109243698,-0.16356095566329798,SJW,47.720001220703125,48.09000015258789,47.41999816894531,47.540000915527344,43.11899566650391,29200,73,66.0,,0.66,48.18,-0.5799980163574219,-0.011916951678200394
64,2017-04-06,-7,0.10688235294117647,-0.19085183535848338,SJW,47.54999923706055,48.04999923706055,47.11000061035156,48.02999877929688,43.56343078613281,63600,100,64.0,,0.64,64.0,-0.04000091552734375,-0.0008317927926891899
65,2017-04-12,7,0.13041176470588237,0.22014309301045687,SJW,49.86000061035156,49.90999984741211,49.04999923706055,49.84000015258789,45.205108642578125,53200,47,64.0,,0.64,30.08,1.8600006103515625,0.03870969073641439
66,2017-05-11,1,0.12032773109243698,0.0,SJW,46.95000076293945,47.52999877929688,46.119998931884766,47.400001525878906,43.186744689941406,61400,45,61.0,,0.61,27.45,-2.3800010681152273,-0.04768585604871789
67,2017-05-12,5,0.12705042016806722,0.055869823311683664,SJW,47.43000030517578,48.65999984741211,47.43000030517578,48.34000015258789,44.04318618774414,71700,59,61.0,,0.61,35.99,1.1300010681152273,0.02377448131994142
68,2017-05-17,209,0.4699075630252101,2.6985911766651234,SJW,48.560001373291016,48.75,47.56999969482422,48.22999954223633,43.94295501708984,59800,43,61.0,,0.61,26.23,0.09000015258789062,0.0018495715756290387
69,2017-05-19,44,0.1925966386554622,-0.5901393086428584,SJW,47.45000076293945,47.959999084472656,46.88999938964844,47.220001220703125,43.022743225097656,44200,42,61.0,,0.61,25.62,-0.7900009155273438,-0.016205146985176277
70,2017-05-22,1,0.12032773109243698,-0.06527841242900956,SJW,47.34000015258789,48.20000076293945,47.130001068115234,48.040000915527344,43.76984786987305,61400,50,61.0,,0.61,30.5,0.24000167846679688,0.005004205234534709
71,2017-05-23,1,0.12032773109243698,0.0,SJW,47.97999954223633,48.15999984741211,47.52000045776367,47.970001220703125,43.70606994628906,35800,46,61.0,,0.61,28.06,-0.04000091552734375,-0.0008298944998793578
72,2017-05-24,1,0.12032773109243698,0.0,SJW,48.18999862670898,48.68999862670898,47.540000915527344,47.68999862670898,43.450958251953125,48000,59,61.0,,0.61,35.99,0.5299987792968679,0.011004958076746174
73,2017-05-31,23,0.15730252100840336,0.3072840282142606,SJW,47.84000015258789,48.2400016784668,47.36000061035156,48.040000915527344,43.76984786987305,39800,59,61.0,,0.61,35.99,-0.4499969482421804,-0.009242081760818421
74,2017-06-01,2,0.12200840336134454,-0.22437095998717882,SJW,48.29999923706055,49.59999847412109,48.209999084472656,49.58000183105469,45.1729621887207,76500,52,61.0,False,0.61,31.72,1.3599967956542898,0.028192304069951213
75,2017-06-09,38,0.1825126050420168,0.4959019216199463,SJW,52.0,52.959999084472656,51.93999862670898,52.68000030517578,47.99740219116211,57600,70,61.0,,0.61,42.7,3.3600006103515696,0.06774194987333826
76,2017-06-16,3,0.1236890756302521,-0.026456776241814972,SJW,51.61000061035156,53.150001525878906,51.61000061035156,53.0,48.28896713256836,152200,64,61.0,,0.61,39.04,0.19000244140625,0.003587659454132419
77,2017-06-23,22,0.1556218487394958,0.25816971261634625,SJW,50.59999847412109,51.45000076293945,50.25,50.540000915527344,46.047630310058594,124100,62,61.0,,0.61,37.82,-1.7000007629394531,-0.03198496169584708
78,2017-06-28,0,0.11864705882352941,-0.23759382256061345,SJW,49.7599983215332,50.619998931884766,49.27000045776367,50.0,45.55562973022461,111600,35,61.0,,0.61,21.35,-0.8300018310546875,-0.016132202502367243
79,2017-07-05,-6,0.10856302521008404,-0.08499185494723416,SJW,49.84000015258789,49.880001068115234,48.77999877929688,49.29999923706055,44.9178581237793,39600,45,63.0,,0.63,28.35,-0.7399978637695312,-0.014618685882733518
80,2017-07-21,2,0.12200840336134454,0.12384859509249946,SJW,51.25,51.63999938964844,50.84000015258789,51.52000045776367,46.94051742553711,63900,48,63.0,,0.63,30.24,1.7599983215332031,0.03528464883410454
81,2017-08-02,11,0.1371344537815126,0.10870303689109306,SJW,55.209999084472656,55.33000183105469,53.959999084472656,54.22999954223633,49.40964126586914,92100,82,69.0,,0.69,56.58,3.69000244140625,0.07145628359836764
82,2017-08-14,25,0.16066386554621848,0.2815202091292981,SJW,54.75,55.93999862670898,54.66999816894531,55.810001373291016,51.05443572998047,65600,74,69.0,,0.69,51.06,0.6099967956542898,0.011024702249547325
83,2017-08-16,2,0.12200840336134454,-0.24059835765468895,SJW,55.34000015258789,55.45000076293945,54.619998931884766,54.79999923706055,50.1304931640625,45500,84,69.0,,0.69,57.96,-0.48999786376952414,-0.008759347082564428
84,2017-08-17,-18,0.08839495798319327,-0.27550106756663684,SJW,54.61000061035156,55.0,53.5099983215332,53.5099983215332,48.95041275024414,73200,76,69.0,,0.69,52.44,-0.4500007629394531,-0.008115432944055367
85,2017-08-18,8,0.13209243697478992,0.4943435687803024,SJW,53.2400016784668,54.08000183105469,53.04999923706055,53.81999969482422,49.2340087890625,49500,52,69.0,,0.69,35.879999999999995,-0.9199981689453125,-0.016727239435369357
86,2017-09-06,6,0.12873109243697478,-0.0254469113811312,SJW,55.97999954223633,56.2599983215332,55.400001525878906,55.900001525878906,51.13676452636719,44000,54,51.0,,0.51,27.54,2.1799964904785156,0.04031058462772985
87,2017-09-08,21,0.15394117647058825,0.19583523728702934,SJW,56.369998931884766,56.9900016784668,55.7599983215332,56.709999084472656,51.87773513793945,55300,66,51.0,,0.51,33.660000000000004,0.7300033569335938,0.012975531082698
88,2017-09-26,5,0.12705042016806722,-0.21740255706817135,SJW,56.84000015258789,57.41999816894531,56.66999816894531,56.970001220703125,52.1155891418457,37000,88,51.0,,0.51,44.88,0.4299964904785156,0.007545121561927992
89,2017-10-06,6,0.12873109243697478,0.01322838812090743,SJW,59.36000061035156,59.79999923706055,58.869998931884766,58.93999862670898,53.917724609375,43800,65,55.0,,0.55,35.75,2.3800010681152344,0.04144899240701161
90,2017-10-16,4,0.12536974789915967,-0.026111364971603823,SJW,61.33000183105469,62.9900016784668,60.95000076293945,62.77999877929688,57.430511474609375,78200,57,55.0,,0.55,31.35,3.19000244140625,0.0533445231121219
91,2017-10-20,4,0.12536974789915967,0.0,SJW,65.76000213623047,66.44999694824219,63.27999877929688,63.72999954223633,58.29956817626953,230100,75,55.0,,0.55,41.25,3.4599952697753906,0.05492927730716657
92,2017-10-23,-1,0.11696638655462185,-0.06702862122126141,SJW,63.95000076293945,64.3499984741211,62.84000015258789,63.58000183105469,58.162353515625,53900,55,55.0,,0.55,30.250000000000004,-2.0999984741210938,-0.031602687292172194
93,2017-10-24,6,0.12873109243697478,0.10058193835764051,SJW,63.59000015258789,63.959999084472656,61.91999816894531,62.15999984741211,56.86334609985352,84200,59,55.0,,0.55,32.45,-0.3899993896484375,-0.006060596719443256
94,2017-10-26,12,0.13881512605042018,0.07833409491481191,SJW,63.0,64.94000244140625,60.29999923706055,61.900001525878906,56.62550354003906,70500,64,55.0,,0.55,35.2,0.9800033569335938,0.015322129001898332
95,2017-11-03,2,0.12200840336134454,-0.12107270415884741,SJW,61.18999862670898,62.29999923706055,60.84000015258789,61.68999862670898,56.63483810424805,85300,54,54.0,,0.54,29.160000000000004,-2.640003204345703,-0.04065295819364512
96,2017-11-14,0,0.11864705882352941,-0.027550106756663695,SJW,63.310001373291016,64.93000030517578,63.0099983215332,64.48999786376953,59.20539093017578,65000,31,54.0,,0.54,16.740000000000002,2.6300010681152344,0.042215105944186204
97,2017-11-16,10,0.13545378151260504,0.14165309157872374,SJW,64.20999908447266,65.54000091552734,63.75,65.5199966430664,60.15098571777344,62200,44,54.0,,0.54,23.76,0.6100006103515625,0.009394742145148793
98,2017-11-22,-9,0.10352100840336134,-0.23574663440660093,SJW,66.94000244140625,66.94000244140625,66.04000091552734,66.25,60.821170806884766,42300,37,54.0,,0.54,19.98,1.4000015258789062,0.021361023898722964
99,2017-12-13,0,0.11864705882352941,0.14611575614903805,SJW,63.400001525878906,64.68000030517578,63.400001525878906,63.88999938964844,58.80353546142578,56800,41,53.0,,0.53,21.73,-2.2600021362304688,-0.03376160821339513
100,2018-01-04,0,0.11864705882352941,-0.0407636388341599,SJW,63.2599983215332,63.47999954223633,61.54999923706055,61.81999969482422,56.89833831787109,49500,48,51.0,,0.51,24.48,-1.2000007629394531,-0.01855288740379657
101,2018-01-17,1,0.12032773109243698,0.014165309157872397,SJW,58.09000015258789,59.310001373291016,57.65999984741211,59.060001373291016,54.35806274414063,54200,74,51.0,,0.51,37.74,-4.1699981689453125,-0.06568995272551648
102,2018-01-24,3,0.1236890756302521,0.027934911655841832,SJW,60.77000045776367,61.0,60.27999877929688,60.70000076293945,55.86750793457031,53000,62,51.0,,0.51,31.62,1.6899986267089844,0.02849432789711659
103,2018-01-29,1,0.12032773109243698,-0.027175759222773155,SJW,59.59999847412109,60.13999938964844,59.02000045776367,59.06999969482422,54.36727523803711,29500,57,51.0,,0.51,29.07,-0.8600006103515625,-0.014098370661500992
104,2018-02-05,328,0.66990756302521,4.567358055730148,SJW,58.77999877929688,59.93000030517578,55.880001068115234,56.04999923706055,51.587703704833984,73400,100,50.0,,0.5,50.0,-0.20999908447265625,-0.003491837156699429
105,2018-02-06,1,0.12032773109243698,-0.8203815903360554,SJW,55.25,56.380001068115234,54.09000015258789,55.83000183105469,51.38521957397461,90200,60,50.0,,0.5,30.0,-3.549999237060547,-0.05923576203876568
106,2018-02-13,4,0.12536974789915967,0.04190236748376286,SJW,53.2400016784668,54.209999084472656,52.43999862670898,53.619998931884766,49.61462020874024,108500,33,50.0,,0.5,16.5,-2.170001983642578,-0.038488860279035864
107,2018-02-16,0,0.11864705882352941,-0.05362289697700917,SJW,54.43000030517578,55.9900016784668,54.43000030517578,55.630001068115234,51.4744758605957,67600,35,50.0,,0.5,17.5,1.7800025939941406,0.03283531865072442
108,2018-02-20,20,0.15226050420168066,0.28330618315744727,SJW,55.540000915527344,55.86000061035156,53.38999938964844,53.619998931884766,49.61462020874024,73100,45,50.0,,0.5,22.5,-0.13000106811523438,-0.0023218621935714445
