,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SJW_unscaled,SJW_monthly,isPartial,scale,SJW,Stock_Price_Change,Stock_Price_Change_Percent
126,2018-05-22,61,0.22116806722689075,0.20073908481226344,SJW,60.84999847412109,61.27999877929688,60.43999862670898,61.02000045776367,56.72177505493164,78100,59,55.0,,0.55,32.45,1.1899986267089915,0.019803604987305823
127,2018-05-23,0,0.11864705882352941,-0.4635434476993807,SJW,61.060001373291016,61.45000076293945,60.59000015258789,61.27000045776367,56.95417404174805,117400,60,55.0,,0.55,33.0,0.17000198364257102,0.002774183861439683
128,2018-05-24,9,0.13377310924369748,0.12748778242085135,SJW,61.38999938964844,62.91999816894531,61.290000915527344,62.540000915527344,58.13471221923828,90000,100,55.0,,0.55,55.00000000000001,1.4699974060058594,0.023921845203497716
129,2018-05-25,0,0.11864705882352941,-0.11307242917268678,SJW,62.63999938964844,63.33000183105469,62.09999847412109,63.09000015258789,58.645957946777344,112600,87,55.0,,0.55,47.85,0.410003662109375,0.006516269453926027
130,2018-06-01,42,0.18923529411764706,0.48945036047357626,SJW,63.810001373291016,63.810001373291016,61.66999816894531,62.04999923706055,57.67923355102539,145100,76,55.0,False,0.55,41.8,0.4799995422363281,0.007579338834014626
131,2018-06-04,4,0.12536974789915967,-0.14841029739140366,SJW,62.36000061035156,62.43999862670898,61.220001220703125,62.43000030517578,58.03246688842773,144500,74,55.0,,0.55,40.7,-1.3700027465820384,-0.02147003161099259
132,2018-06-08,17,0.147218487394958,0.17427441517527997,SJW,64.51000213623047,65.7699966430664,64.26000213623047,64.80000305175781,60.23551940917969,312200,60,55.0,,0.55,33.0,3.329998016357429,0.05333116735420629
133,2018-06-11,20,0.15226050420168066,0.26538166073049774,SJW,65.0,65.63999938964844,64.01000213623047,65.1500015258789,60.56087493896485,303400,68,55.0,,0.55,37.400000000000006,-0.12999725341796875,-0.0019765434096562506
134,2018-06-14,66,0.22957142857142857,0.5077542910756665,SJW,66.36000061035156,67.20999908447266,66.22000122070312,67.0,62.28055191040039,162700,84,55.0,,0.55,46.2,1.5699996948242188,0.02391833804727006
135,2018-06-15,3,0.1236890756302521,-0.461217467696475,SJW,66.62000274658203,67.13999938964844,66.06999969482422,66.63999938964844,61.945919036865234,306500,66,55.0,,0.55,36.3,-0.06999969482421875,-0.0010415071533662612
136,2018-06-18,3,0.1236890756302521,-0.07538161944845789,SJW,66.31999969482422,67.05000305175781,65.80999755859375,66.44000244140625,61.7599983215332,226800,70,55.0,,0.55,38.5,-0.089996337890625,-0.0013404280415364456
137,2018-06-20,16,0.14553781512605043,0.17664243494802645,SJW,67.91999816894531,68.25,67.36000061035156,67.97000122070312,63.18223571777344,170300,68,55.0,,0.55,37.400000000000006,1.1999969482421875,0.017897045393359345
138,2018-06-21,19,0.1505798319327731,0.0346440325653905,SJW,68.06999969482422,68.25,67.45999908447266,67.8499984741211,63.07067489624024,89500,79,55.0,,0.55,43.45,0.0,0.0
139,2018-06-25,-2,0.11528571428571428,-0.21690735772589764,SJW,67.93000030517578,68.4000015258789,67.30999755859375,67.66000366210938,62.894073486328125,105000,72,55.0,,0.55,39.6,0.15000152587890625,0.0021978245550022812
140,2018-06-29,-4,0.11192436974789916,-0.029156644070267523,SJW,66.77999877929688,67.0,65.93000030517578,66.22000122070312,61.55549621582031,114400,76,55.0,,0.55,41.8,-1.4000015258789062,-0.020467858108880632
141,2018-07-02,37,0.18083193277310924,0.2570243588994685,SJW,66.0999984741211,66.95999908447266,66.0999984741211,66.88999938964844,62.17831039428711,126700,68,49.0,,0.49,33.32,-0.04000091552734375,-0.0005970285899603578
142,2018-07-03,22,0.1556218487394958,-0.13941168269901016,SJW,67.0999984741211,67.58999633789062,66.44999694824219,66.4800033569336,61.79716873168945,83800,100,49.0,,0.49,49.0,0.6299972534179688,0.009408561260928483
143,2018-07-05,64,0.22621008403361345,0.9339751418923772,SJW,66.4800033569336,67.16999816894531,66.01000213623047,67.12999725341797,62.40139389038086,118500,93,49.0,,0.49,45.57,-0.4199981689453125,-0.006213910218986984
144,2018-07-06,2,0.12200840336134454,-0.4606411828076823,SJW,67.33999633789062,67.72000122070312,66.98999786376953,67.29000091552734,62.55013275146485,66700,83,49.0,,0.49,40.67,0.5500030517578125,0.008188224903244112
145,2018-07-09,53,0.20772268907563024,0.7025277222949238,SJW,67.48999786376953,67.48999786376953,65.6500015258789,66.02999877929688,61.37887954711914,73400,59,49.0,,0.49,28.91,-0.23000335693359375,-0.003396387371346954
146,2018-07-10,40,0.18587394957983194,-0.10518224847283453,SJW,65.9000015258789,66.43000030517578,65.75,65.95999908447266,61.31380462646485,108400,49,49.0,,0.49,24.01,-1.05999755859375,-0.01570599484583457
147,2018-07-11,7,0.13041176470588237,-0.29838600298386,SJW,65.94999694824219,66.68000030517578,65.55000305175781,66.20999908447266,61.54619598388672,122200,72,49.0,,0.49,35.28,0.25,0.0037633599104547333
148,2018-07-12,-24,0.0783109243697479,-0.3995102777240802,SJW,66.51000213623047,66.91000366210938,65.5,66.81999969482422,62.11323165893555,56200,59,49.0,,0.49,28.91,0.23000335693359375,0.0034493604661207655
149,2018-07-13,-1,0.11696638655462185,0.49361519476338667,SJW,66.75,66.97000122070312,65.87999725341797,66.22000122070312,61.55549621582031,81100,60,49.0,,0.49,29.4,0.05999755859375,0.0008966904096543438
150,2018-07-16,3,0.1236890756302521,-0.23810756250323528,SJW,66.19000244140625,66.76000213623047,66.0999984741211,66.45999908447266,61.77859878540039,30200,49,49.0,,0.49,24.01,-0.20999908447265625,-0.0031357186896352474
151,2018-07-17,42,0.18923529411764706,0.5299273048440791,SJW,66.52999877929688,67.08000183105469,66.11000061035156,66.33999633789062,61.66704559326172,39500,59,49.0,,0.49,28.91,0.31999969482421875,0.004793284670231657
152,2018-07-19,30,0.16906722689075632,-0.1065766685909676,SJW,65.61000061035156,67.0199966430664,65.61000061035156,66.66999816894531,61.97380065917969,74500,81,49.0,,0.49,39.69,-0.06000518798828125,-0.0008945316987231111
153,2018-07-20,0,0.11864705882352941,-0.2982255579303147,SJW,66.77999877929688,66.77999877929688,65.98999786376953,66.33000183105469,61.657745361328125,43000,63,49.0,,0.49,30.87,-0.23999786376953125,-0.003580988895712789
154,2018-07-25,21,0.15394117647058825,0.22789731215228914,SJW,65.9800033569336,65.9800033569336,63.5,63.959999084472656,59.454689025878906,102900,65,49.0,,0.49,31.85,-0.7999954223632812,-0.01197956629210506
155,2018-07-27,23,0.15730252100840336,0.021835253015994205,SJW,63.9900016784668,63.9900016784668,62.7400016784668,63.0,58.562313079833984,39600,58,49.0,,0.49,28.42,-1.9900016784667969,-0.030160678648369244
156,2018-08-01,0,0.11864705882352941,-0.24573962284310058,SJW,64.66999816894531,64.81999969482422,63.15999984741211,63.68999862670898,59.20370101928711,85500,60,51.0,False,0.51,30.6,0.8299980163574219,0.01297074534437348
157,2018-08-03,22,0.1556218487394958,0.3116368014731923,SJW,63.81999969482422,64.04000091552734,62.869998931884766,63.400001525878906,59.19265365600586,59800,76,51.0,,0.51,38.76,-0.779998779296875,-0.012033304272896506
158,2018-08-14,10,0.13545378151260504,0.05222272994320787,SJW,66.5,67.94999694824219,65.25,66.75,62.320350646972656,164900,82,51.0,,0.51,41.82,3.9099960327148438,0.061055527433117485
159,2018-08-17,2,0.12200840336134454,-0.09926174080277927,SJW,66.16000366210938,67.08999633789062,61.70000076293945,61.72999954223633,57.63348007202149,271700,100,51.0,,0.51,51.0,-0.8600006103515625,-0.012656374525029435
160,2018-08-23,1,0.12032773109243698,-0.4160039153309678,SJW,58.04999923706055,58.540000915527344,56.900001525878906,57.25,53.450775146484375,219500,80,51.0,,0.51,40.8,-8.549995422363281,-0.12744068995476265
161,2018-08-27,28,0.16570588235294118,0.3771213073538655,SJW,56.84999847412109,57.31999969482422,55.27000045776367,56.119998931884766,52.39577102661133,200000,79,51.0,,0.51,40.29,-1.220001220703125,-0.020840471500223834
162,2018-08-29,8,0.13209243697478992,-0.20285004310563415,SJW,56.81999969482422,57.77999877929688,56.25,57.38999938964844,53.581485748291016,146600,75,51.0,,0.51,38.25,0.45999908447266336,0.008025106191935194
163,2018-08-31,116,0.3136050420168067,1.37413321458108,SJW,57.619998931884766,58.45000076293945,57.310001373291016,57.90999984741211,54.066986083984375,247700,54,51.0,,0.51,27.54,0.670001983642571,0.011595742433325285
164,2018-09-04,-70,0.001,-0.9920235940746699,SJW,57.63999938964844,58.16999816894531,57.25,57.7400016784668,53.90826416015625,82600,85,45.0,,0.45,38.25,-0.2800025939941406,-0.0047904634788589195
165,2018-09-05,-3,0.11360504201680673,112.60504201680672,SJW,57.68999862670898,58.56999969482422,57.31999969482422,58.36000061035156,54.48712921142578,100300,83,45.0,,0.45,37.35,0.40000152587890625,0.006876423215919081
166,2018-09-06,2,0.12200840336134454,0.07396996819291357,SJW,58.2599983215332,59.0099983215332,58.02000045776367,58.83000183105469,54.92593002319336,86100,64,45.0,,0.45,28.8,0.4399986267089844,0.007512354942830424
167,2018-09-10,159,0.38587394957983195,2.252284156101707,SJW,61.0,61.0,58.220001220703125,58.59999847412109,54.71118927001953,138200,52,45.0,,0.45,23.4,1.9900016784667969,0.03372312718301895
168,2018-09-13,1,0.12032773109243698,-0.688168296347917,SJW,58.88999938964844,59.45000076293945,58.56999969482422,59.20000076293945,55.2713737487793,57900,76,45.0,,0.45,34.2,-1.5499992370605469,-0.025409823558369626
169,2018-09-14,9,0.13377310924369748,0.11173964662336755,SJW,59.16999816894531,59.79999923706055,57.4900016784668,59.61000061035156,55.6541633605957,77000,68,45.0,,0.45,30.6,0.34999847412109375,0.005887274510167462
170,2018-09-17,58,0.21612605042016808,0.6156165588290723,SJW,59.560001373291016,59.880001068115234,58.5,59.63999938964844,55.68217086791992,66100,58,45.0,,0.45,26.1,0.0800018310546875,0.0013378232788523459
171,2018-09-18,7,0.13041176470588237,-0.396593957774408,SJW,59.52000045776367,59.72999954223633,58.75,59.220001220703125,55.29005432128906,91500,93,45.0,,0.45,41.85,-0.15000152587890625,-0.002505035457635918
172,2018-09-21,0,0.11864705882352941,-0.09021199819576009,SJW,58.2400016784668,58.84999847412109,58.11000061035156,58.81999969482422,54.916595458984375,239000,60,45.0,,0.45,27.0,-0.8800010681152415,-0.014732983004511424
173,2018-09-25,1,0.12032773109243698,0.0,SJW,59.130001068115234,59.86000061035156,58.66999816894531,59.380001068115234,55.439430236816406,76300,84,45.0,,0.45,37.8,1.0100021362304759,0.017162313719933486
174,2018-09-26,1,0.12032773109243698,0.0,SJW,59.5,59.84000015258789,59.09000015258789,59.29999923706055,55.364742279052734,98600,84,45.0,,0.45,37.8,-0.020000457763671875,-0.00033412057400172834
175,2018-09-28,-12,0.09847899159663866,-0.18157692576297235,SJW,60.459999084472656,61.27999877929688,60.25,61.150001525878906,57.09196472167969,79200,62,45.0,,0.45,27.9,1.4399986267089915,0.024064148112250994
176,2018-10-01,200,0.454781512605042,2.5795356835769563,SJW,61.209999084472656,61.209999084472656,59.7599983215332,60.150001525878906,56.15833282470703,114900,72,49.0,False,0.49,35.28,-0.06999969482422586,-0.0011422926928627009
177,2018-10-02,-2,0.11528571428571428,-0.746503076553521,SJW,60.22999954223633,60.40999984741211,59.93999862670898,60.27999877929688,56.27970123291016,49100,80,49.0,,0.49,39.2,-0.7999992370605469,-0.013069747574354862
178,2018-10-03,2,0.12200840336134454,0.05831328814053505,SJW,60.470001220703125,61.2599983215332,59.70000076293945,60.33000183105469,56.32638549804688,52900,98,49.0,,0.49,48.02,0.8499984741210938,0.014070492902964471
179,2018-10-04,6,0.12873109243697478,0.05510021351332739,SJW,60.18000030517578,60.4900016784668,59.560001373291016,59.93999862670898,55.96227264404297,84900,83,49.0,,0.49,40.67,-0.7699966430664062,-0.012569321974593484
180,2018-10-05,6,0.12873109243697478,0.0,SJW,60.11000061035156,60.619998931884766,58.72999954223633,59.970001220703125,55.99027633666992,105200,66,49.0,,0.49,32.34,0.12999725341796875,0.0021490700911031
181,2018-10-11,1,0.12032773109243698,-0.04021717273275682,SJW,59.65999984741211,59.7599983215332,57.540000915527344,58.150001525878906,54.29106521606445,93400,68,49.0,,0.49,33.32,-0.8600006103515625,-0.014186747368931774
182,2018-10-24,-64,0.011084033613445378,-0.967765585669249,SJW,60.83000183105469,61.900001525878906,60.209999084472656,61.18999862670898,57.12930679321289,112500,83,49.0,,0.49,40.67,2.140003204345703,0.035809960917863704
183,2018-10-25,87,0.2648655462184874,22.896133434420015,SJW,62.0,65.0,61.61000061035156,62.52000045776367,58.37105178833008,130300,64,49.0,,0.49,31.36,3.0999984741210938,0.050080749559029636
184,2018-10-26,38,0.1825126050420168,-0.31092356991021297,SJW,62.27000045776367,62.27000045776367,60.02000045776367,61.08000183105469,57.0266227722168,62900,62,49.0,,0.49,30.38,-2.729999542236328,-0.041999992957482024
185,2018-10-30,15,0.14385714285714285,0.062038588001737116,SJW,62.040000915527344,63.09999847412109,61.9900016784668,62.630001068115234,58.4737548828125,34500,56,49.0,,0.49,27.44,0.8299980163574148,0.013329018953844196
186,2018-10-31,1,0.12032773109243698,-0.16356095566329798,SJW,63.02999877929688,64.0,60.400001525878906,60.72999954223633,56.69984817504883,79100,55,49.0,,0.49,26.95,0.9000015258789134,0.014263099011769809
187,2018-11-05,5,0.12705042016806722,0.055869823311683664,SJW,60.52999877929688,61.560001373291016,60.310001373291016,60.47999954223633,56.72600173950195,20300,71,42.0,,0.42,29.82,-2.4399986267089844,-0.03812497854232788
188,2018-11-09,5,0.12705042016806722,0.0,SJW,62.43000030517578,63.790000915527344,62.43000030517578,63.61000061035156,59.661720275878906,42900,77,42.0,,0.42,32.34,2.229999542236328,0.03622481306837422
189,2018-11-19,6,0.12873109243697478,0.01322838812090743,SJW,64.45999908447266,65.0,64.25,64.95999908447266,60.92792510986328,28900,49,42.0,,0.42,20.58,1.2099990844726562,0.018968475734542967
190,2018-11-23,3,0.1236890756302521,-0.039167047457405846,SJW,64.47000122070312,64.47000122070312,63.61000061035156,64.08000183105469,60.10255432128906,16700,72,42.0,,0.42,30.24,-0.529998779296875,-0.008153827373798106
191,2018-11-28,9,0.13377310924369748,-0.15857074898250434,SJW,59.15999984741211,59.790000915527344,55.54999923706055,56.59000015258789,53.07745742797852,535800,50,42.0,,0.42,21.0,-4.680000305175781,-0.07259190656991799
192,2018-12-03,11,0.1371344537815126,0.025127206482819187,SJW,56.18999862670898,56.5,54.91999816894531,55.720001220703125,52.26145935058594,539800,58,42.0,,0.42,24.36,-3.2900009155273438,-0.05502593853737403
193,2018-12-04,56,0.21276470588235294,0.5515043813959191,SJW,55.79999923706055,56.68999862670898,55.119998931884766,55.369998931884766,51.93317794799805,708800,61,42.0,,0.42,25.62,0.18999862670897727,0.003362807552371283
194,2018-12-07,6,0.12873109243697478,-0.3949603064891979,SJW,55.15999984741211,55.27999877929688,53.95000076293945,54.209999084472656,50.84518051147461,523400,85,42.0,,0.42,35.7,-1.4099998474120952,-0.02487210939440354
195,2018-12-11,103,0.2917563025210084,1.3587879611386646,SJW,55.06999969482422,55.2599983215332,54.45000076293945,54.91999816894531,51.5111083984375,204400,63,42.0,,0.42,26.46,-0.02000045776367898,-0.0003618027895320175
196,2018-12-18,20,0.15226050420168066,0.1827795548012272,SJW,55.790000915527344,56.0,55.09999847412109,55.20000076293945,51.77373504638672,218700,52,42.0,,0.42,21.84,0.7400016784667969,0.013391272185009129
197,2018-12-20,2,0.12200840336134454,-0.19868646172526072,SJW,54.45000076293945,55.61000061035156,53.91999816894531,55.27999877929688,51.8487663269043,236400,83,42.0,,0.42,34.86,-0.3899993896484375,-0.006964274815150717
198,2018-12-21,13,0.14049579831932774,0.15152558716165032,SJW,55.290000915527344,56.27999877929688,53.720001220703125,54.18000030517578,50.81705093383789,538000,62,42.0,,0.42,26.04,0.6699981689453196,0.012048159712132911
199,2018-12-31,1,0.12032773109243698,0.3113838263577251,SJW,54.72999954223633,55.63999938964844,54.38999938964844,55.619998931884766,52.16766357421875,149900,60,42.0,,0.42,25.2,-0.6399993896484446,-0.011371702265990047
200,2019-01-03,1,0.12032773109243698,-0.05291355248362983,SJW,54.459999084472656,55.47999954223633,54.459999084472656,55.04999923706055,51.6330451965332,126400,83,48.0,,0.48,39.84,-0.15999984741210938,-0.002875626332984438
201,2019-01-04,-23,0.07999159663865546,-0.33521893987010276,SJW,55.09999847412109,57.2599983215332,54.86000061035156,56.83000183105469,53.30256652832031,234500,48,48.0,,0.48,23.04,1.779998779296875,0.03208361200402998
202,2019-01-09,26,0.16234453781512606,1.0295199075533148,SJW,57.2400016784668,57.95000076293945,56.88999938964844,57.150001525878906,53.60270309448242,151600,76,48.0,,0.48,36.48,0.69000244140625,0.01205033988180837
203,2019-01-10,0,0.11864705882352941,-0.26916507065583106,SJW,57.04999923706055,57.720001220703125,56.7599983215332,57.52000045776367,53.94973373413086,103500,68,48.0,,0.48,32.64,-0.22999954223632812,-0.0039689307887536
204,2019-01-15,78,0.24973949579831933,0.05690102777481432,SJW,57.790000915527344,58.2400016784668,57.4900016784668,57.70000076293945,54.118560791015625,74200,78,48.0,,0.48,37.44,0.5200004577636719,0.009009016749243592
205,2019-01-17,5,0.12705042016806722,-0.49126821225478656,SJW,57.970001220703125,58.880001068115234,57.970001220703125,58.650001525878906,55.00959777832031,127800,82,48.0,,0.48,39.36,0.6399993896484375,0.010989000192372256
206,2019-01-18,-1,0.11696638655462185,-0.0793703287254447,SJW,58.77000045776367,58.83000183105469,57.869998931884766,58.40999984741211,54.78448486328125,81300,71,48.0,,0.48,34.08,-0.049999237060546875,-0.0008491718096728107
207,2019-01-24,1,0.12032773109243698,-0.013775053378331847,SJW,58.869998931884766,59.06999969482422,58.63999938964844,58.93999862670898,55.28159332275391,110900,53,48.0,,0.48,25.44,0.23999786376953125,0.004079514810465978
208,2019-01-30,9,0.13377310924369748,0.11173964662336755,SJW,58.33000183105469,58.7599983215332,58.119998931884766,58.619998931884766,54.98145294189453,112900,67,48.0,,0.48,32.16,-0.3100013732910156,-0.005248034110252098
209,2019-02-06,1,0.12032773109243698,-0.10050882593127708,SJW,59.060001373291016,59.25,58.58000183105469,58.86000061035156,55.2065658569336,95500,71,42.0,,0.42,29.82,0.4900016784667969,0.008339034929605083
210,2019-02-15,6,0.12873109243697478,0.06983727913960469,SJW,60.310001373291016,61.27000045776367,60.0,61.20000076293945,57.68976211547852,175400,62,42.0,,0.42,26.04,2.020000457763672,0.03409283473018854
211,2019-03-08,5,0.12705042016806722,-0.013055682485801912,SJW,59.43000030517578,60.150001525878906,59.27000045776367,59.790000915527344,56.36063766479492,136700,60,42.0,,0.42,25.2,-1.1199989318847656,-0.018279727819764502
212,2019-03-11,3,0.1236890756302521,-0.026456776241814972,SJW,59.77999877929688,61.33000183105469,59.77999877929688,61.27000045776367,57.75575256347656,182400,75,42.0,,0.42,31.5,1.1800003051757812,0.019617627186062414
213,2019-03-13,8,0.13209243697478992,0.06793939805693339,SJW,61.52999877929688,61.77000045776367,60.93999862670898,61.34000015258789,57.82173156738281,136500,48,42.0,,0.42,20.16,0.4399986267089844,0.0071742803452223836
214,2019-03-26,14,0.1421764705882353,0.11905549308816732,SJW,63.59000015258789,64.23999786376953,63.40999984741211,63.63999938964844,59.98981475830078,143800,42,42.0,,0.42,17.64,2.4699974060058594,0.0399870064384209
215,2019-04-08,5,0.12705042016806722,-0.013055682485801912,SJW,62.09000015258789,62.52999877929688,61.58000183105469,61.72999954223633,58.18936538696289,84800,39,40.0,,0.4,15.6,-1.7099990844726491,-0.02661891564970098
216,2019-04-10,8,0.13209243697478992,0.039685164362722514,SJW,62.130001068115234,62.650001525878906,61.70000076293945,61.90999984741211,58.35904312133789,105000,50,40.0,,0.4,20.0,0.12000274658202414,0.0019191228038493158
217,2019-04-12,11,0.1371344537815126,0.03817036707169663,SJW,61.79999923706055,61.79999923706055,61.16999816894531,61.5099983215332,57.981971740722656,66500,71,40.0,,0.4,28.4,-0.8500022888183594,-0.013567474351413145
218,2019-04-15,-8,0.10520168067226891,-0.6077884645508944,SJW,61.66999816894531,61.93999862670898,61.02000045776367,61.25,57.73689651489258,96300,44,40.0,,0.4,17.6,0.1399993896484304,0.0022653623200123985
219,2019-04-16,30,0.16906722689075632,0.6070772425912614,SJW,61.43000030517578,61.84999847412109,60.52000045776367,60.68999862670898,57.209014892578125,76300,53,40.0,,0.4,21.200000000000003,-0.09000015258789062,-0.0014530215463885998
220,2019-04-18,14,0.1421764705882353,-0.15905363089616786,SJW,60.61000061035156,61.43000030517578,60.25,61.400001525878906,57.8782958984375,122700,49,40.0,,0.4,19.6,-0.4199981689453054,-0.006790593036490322
221,2019-04-23,12,0.13881512605042018,-0.06772391218466045,SJW,60.7400016784668,61.43999862670898,59.77999877929688,61.25,57.73689651489258,165300,74,40.0,,0.4,29.6,0.00999832153319602,0.00016275958788103395
222,2019-04-24,8,0.13209243697478992,-0.048429081663538986,SJW,61.63999938964844,61.880001068115234,61.369998931884766,61.47999954223633,57.953712463378906,142200,83,40.0,,0.4,33.2,0.4400024414062571,0.007161498229835361
223,2019-04-25,0,0.11864705882352941,-0.10178764552452446,SJW,60.2400016784668,61.2400016784668,59.09999847412109,60.65999984741211,57.18074035644531,189100,65,40.0,,0.4,26.0,-0.6399993896484375,-0.010342588535897868
224,2019-04-26,2,0.12200840336134454,0.028330618315744793,SJW,60.65999984741211,61.060001373291016,60.040000915527344,60.470001220703125,57.00162887573242,100700,76,40.0,,0.4,30.4,-0.18000030517578125,-0.0029392602913509425
225,2019-04-29,35,0.17747058823529413,0.5172785401250091,SJW,60.470001220703125,61.060001373291016,60.470001220703125,60.88999938964844,57.39754867553711,93400,55,40.0,,0.4,22.0,0.0,0.0
226,2019-04-30,20,0.15226050420168066,-0.1420521805009708,SJW,60.90999984741211,62.25,60.900001525878906,62.060001373291016,58.50043869018555,185500,100,40.0,,0.4,40.0,1.1899986267089844,0.019489004257204456
227,2019-05-01,12,0.13881512605042018,-0.08830509410011578,SJW,61.95000076293945,61.95000076293945,60.84000015258789,61.130001068115234,57.623779296875,117700,100,37.0,False,0.37,37.0,-0.2999992370605469,-0.004819264852378269
228,2019-05-02,22,0.1556218487394958,0.1210727041588473,SJW,60.97999954223633,61.369998931884766,60.40999984741211,60.459999084472656,56.99220657348633,92000,78,37.0,,0.37,28.86,-0.5800018310546875,-0.009362418465080347
229,2019-05-03,21,0.15394117647058825,-0.010799719207300607,SJW,60.369998931884766,61.5,60.27000045776367,61.4900016784668,58.25217819213867,66700,89,37.0,,0.37,32.93,0.13000106811523438,0.00211831628446868
230,2019-05-07,2,0.12200840336134454,0.013967455827920805,SJW,60.97999954223633,61.41999816894531,60.380001068115234,60.810001373291016,57.60798263549805,63900,67,37.0,,0.37,24.79,-0.0800018310546875,-0.0013008427813769874
231,2019-05-16,5,0.12705042016806722,0.04132516013499554,SJW,61.90999984741211,63.20000076293945,61.4900016784668,62.709999084472656,59.407936096191406,172100,67,37.0,,0.37,24.79,1.7800025939941406,0.02898083111461447
232,2019-06-10,5,0.12705042016806722,0.7747388191102242,SJW,61.86000061035156,61.880001068115234,61.04999923706055,61.709999084472656,58.46059036254883,167200,94,36.0,,0.36,33.84,-1.3199996948242188,-0.02088607086850336
233,2019-06-11,1,0.12032773109243698,-0.05291355248362983,SJW,61.790000915527344,62.06999969482422,61.060001373291016,61.369998931884766,58.13849639892578,83800,62,36.0,,0.36,22.32,0.18999862670898438,0.0030704367070040206
234,2019-06-13,-2,0.11528571428571428,-0.04190236748376286,SJW,62.84999847412109,62.84999847412109,61.5099983215332,62.02000045776367,58.75426864624024,119200,74,36.0,,0.36,26.64,0.7799987792968679,0.012566437620941562
235,2019-06-17,1,0.12032773109243698,0.043734966105401396,SJW,61.90999984741211,61.90999984741211,60.369998931884766,60.88999938964844,57.68376922607422,108300,82,36.0,,0.36,29.52,-0.9399986267089773,-0.014956223540658176
236,2019-06-19,1,0.12032773109243698,0.0,SJW,60.7599983215332,61.34999847412109,60.38999938964844,61.09999847412109,57.88271713256836,90200,65,36.0,,0.36,23.4,-0.5600013732910227,-0.009045410671478682
237,2019-06-21,14,0.1421764705882353,0.18157692576297224,SJW,60.88999938964844,61.43000030517578,60.52000045776367,61.09000015258789,57.873233795166016,482400,69,36.0,,0.36,24.84,0.0800018310546946,0.0013040233585082106
238,2019-06-26,-5,0.1102436974789916,-0.08380473496752572,SJW,61.04999923706055,61.04999923706055,59.7599983215332,59.83000183105469,56.67958068847656,86300,75,36.0,,0.36,27.0,-0.3800010681152344,-0.006185920010213897
239,2019-06-28,2,0.12200840336134454,0.1067154508727799,SJW,60.52000045776367,61.22999954223633,60.470001220703125,60.77000045776367,57.57009506225586,548300,64,36.0,,0.36,23.04,0.18000030517578125,0.0029484079840333965
240,2019-07-02,4,0.12536974789915967,0.027550106756663695,SJW,61.470001220703125,62.7599983215332,61.470001220703125,62.560001373291016,59.26583480834961,131400,100,31.0,,0.31,31.0,1.529998779296875,0.024987731352855702
241,2019-07-03,17,0.147218487394958,0.17427441517527997,SJW,62.900001525878906,63.9900016784668,62.86000061035156,63.59999847412109,60.251068115234375,74300,81,31.0,,0.31,25.11,1.2300033569335938,0.019598524375861404
242,2019-07-05,5,0.12705042016806722,-0.13699412066898797,SJW,63.47999954223633,63.810001373291016,62.58000183105469,63.75,60.3931770324707,98700,48,31.0,,0.31,14.88,-0.18000030517578125,-0.002812944217133073
243,2019-07-08,-50,0.03461344537815126,-0.7201576194034921,SJW,63.72999954223633,64.05999755859375,63.34000015258789,63.38999938964844,60.05213165283203,97700,80,31.0,,0.31,24.8,0.24999618530273438,0.003917821343401018
244,2019-07-09,-1,0.11696638655462185,2.379218256858461,SJW,63.22999954223633,63.70000076293945,62.7400016784668,62.93999862670898,59.62582015991211,120900,55,31.0,,0.31,17.05,-0.3599967956542969,-0.0056196816948832495
245,2019-07-10,8,0.13209243697478992,0.1293196350312522,SJW,63.36000061035156,63.540000915527344,62.970001220703125,63.4900016784668,60.14687347412109,93700,65,31.0,,0.31,20.15,-0.15999984741210938,-0.002511771514847383
246,2019-07-12,0,0.11864705882352941,-0.10178764552452446,SJW,63.09999847412109,63.47999954223633,62.54999923706055,62.869998931884766,59.559513092041016,62000,46,31.0,,0.31,14.26,-0.060001373291015625,-0.0009443086626766961
247,2019-07-15,3,0.1236890756302521,-0.039167047457405846,SJW,62.84000015258789,63.0099983215332,62.27999877929688,62.90999984741211,59.59740447998047,84400,67,31.0,,0.31,20.77,-0.470001220703125,-0.007403926025399743
248,2019-07-16,4,0.12536974789915967,0.013587879611386633,SJW,62.86000061035156,63.25,62.380001068115234,63.25,59.91950225830078,42700,87,31.0,,0.31,26.97,0.24000167846679688,0.003808945958736487
249,2019-07-17,5,0.12705042016806722,0.013405724244252237,SJW,63.25,64.37999725341797,63.18999862670898,64.31999969482422,60.93315887451172,140000,76,31.0,,0.31,23.56,1.1299972534179688,0.01786556922399951
250,2019-07-19,24,0.15898319327731092,0.25133937429724185,SJW,65.05000305175781,65.43000030517578,64.47000122070312,64.7699966430664,61.35945892333984,141500,83,31.0,,0.31,25.73,1.0500030517578125,0.01630946095919672
251,2019-07-23,3,0.1236890756302521,-0.22199904857550612,SJW,64.37999725341797,64.52999877929688,64.0,64.47000122070312,61.07526016235352,92300,62,31.0,,0.31,19.22,-0.9000015258789062,-0.013755181440946895
252,2019-07-24,2,0.12200840336134454,-0.013587879611386633,SJW,64.5,64.55999755859375,64.04000091552734,64.43000030517578,61.03736877441406,167700,52,31.0,,0.31,16.12,0.029998779296875,0.0004648811384526663
