,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,DOW_unscaled,DOW_monthly,isPartial,scale,DOW,Stock_Price_Change,Stock_Price_Change_Percent
12,2019-04-05,3,0.011,-0.2325581395348838,DOW,58.38999938964844,58.97999954223633,56.27000045776367,57.2400016784668,48.687110900878906,17000800,93,16.0,,0.16,14.88,-1.5400009155273438,-0.025446148444795424
13,2019-04-08,6,0.021,3.8461538461538467,DOW,56.5,58.38999938964844,56.27000045776367,57.150001525878906,48.61056137084961,10764600,83,16.0,,0.16,13.28,-0.5900001525878906,-0.01000339364474534
14,2019-04-09,5,0.017666666666666667,-0.15873015873015872,DOW,56.79999923706055,57.20000076293945,56.08000183105469,56.27000045776367,47.86205291748047,9179900,85,16.0,,0.16,13.6,-1.1899986267089844,-0.020380178783148795
15,2019-04-10,5,0.017666666666666667,0.0,DOW,55.9900016784668,56.40999984741211,55.09999847412109,55.709999084472656,47.38572692871094,9081900,85,16.0,,0.16,13.6,-0.7900009155273438,-0.013811204632696361
16,2019-04-11,2,0.007666666666666667,-0.5660377358490566,DOW,55.70000076293945,56.209999084472656,54.83000183105469,54.88999938964844,46.68825149536133,7346100,83,16.0,,0.16,13.28,-0.20000076293945312,-0.003545484195717985
17,2019-04-12,1,0.004333333333333333,-0.4347826086956522,DOW,55.93000030517578,58.33000183105469,55.93000030517578,58.29999923706055,49.588714599609375,9281700,88,16.0,,0.16,14.08,2.1200027465820312,0.037715758425757695
18,2019-04-15,6,0.021,-0.32258064516129026,DOW,58.56999969482422,58.84999847412109,57.290000915527344,57.77999877929688,49.14641952514648,5727300,78,16.0,,0.16,12.48,0.5199966430663991,0.008914737300583342
19,2019-04-16,5,0.017666666666666667,-0.15873015873015872,DOW,58.709999084472656,58.9900016784668,57.84000015258789,58.5,49.75883865356445,6681600,84,16.0,,0.16,13.44,0.14000320434571023,0.0023789839927910172
20,2019-04-17,3,0.011,-0.37735849056603776,DOW,58.95000076293945,59.04999923706055,58.20000076293945,58.31999969482422,49.605735778808594,6420700,84,16.0,,0.16,13.44,0.05999755859375,0.0010170801303037713
21,2019-04-18,2,0.007666666666666667,-0.303030303030303,DOW,58.36000061035156,58.61000061035156,57.54999923706055,57.77000045776367,49.13792419433594,5178800,85,16.0,,0.16,13.6,-0.4399986267089844,-0.007451289286941054
22,2019-04-23,1,0.004333333333333333,-0.6060606060606061,DOW,57.290000915527344,57.84000015258789,57.0,57.63999938964844,49.02734375,5687200,86,16.0,,0.16,13.76,-0.7700004577636719,-0.013137697487545785
23,2019-04-24,4,0.014333333333333333,2.307692307692308,DOW,57.4900016784668,57.88999938964844,55.8650016784668,55.97999954223633,47.61538314819336,5431300,87,16.0,,0.16,13.92,0.049999237060546875,0.0008644404724869048
24,2019-04-25,7,0.024333333333333335,0.6976744186046513,DOW,55.7599983215332,55.97999954223633,54.81999969482422,55.33000183105469,47.06250381469727,6260500,80,16.0,,0.16,12.8,-1.9099998474121094,-0.03299360628001047
25,2019-04-26,1,0.004333333333333333,-0.821917808219178,DOW,55.29999923706055,55.59999847412109,54.95000076293945,55.25,46.99445724487305,4009800,81,16.0,,0.16,12.96,-0.3800010681152415,-0.006788157756745461
26,2019-04-30,7,0.024333333333333335,4.615384615384616,DOW,55.7599983215332,57.20500183105469,55.59999847412109,56.72999954223633,48.25331878662109,6454100,77,16.0,,0.16,12.32,1.6050033569336009,0.028866967643544905
27,2019-05-01,2,0.007666666666666667,-0.6849315068493151,DOW,56.81999969482422,57.47999954223633,55.880001068115234,56.130001068115234,47.74296951293945,7644400,38,20.0,False,0.2,7.6,0.2749977111816406,0.004807231926917899
28,2019-05-02,3,0.011,0.4347826086956521,DOW,55.540000915527344,56.4900016784668,52.02999877929688,52.70000076293945,44.82548904418945,13932700,39,20.0,,0.2,7.800000000000001,-0.9899978637695312,-0.01722334501833256
29,2019-05-03,4,0.014333333333333333,0.3030303030303032,DOW,53.20000076293945,53.34999847412109,51.720001220703125,53.29999923706055,45.33583068847656,7401700,40,20.0,,0.2,8.0,-3.1400032043457102,-0.055585114375074185
30,2019-05-06,8,0.02766666666666667,0.5660377358490567,DOW,52.150001525878906,54.02999877929688,51.70000076293945,53.459999084472656,45.47192001342773,6089500,55,20.0,,0.2,11.0,0.6800003051757955,0.012746022954539526
31,2019-05-07,12,0.041,0.4819277108433735,DOW,52.86000061035156,53.32500076293945,52.650001525878906,52.95000076293945,45.03813171386719,7330800,58,20.0,,0.2,11.6,-0.704998016357429,-0.013048270077466118
32,2019-05-08,8,0.02766666666666667,-0.3252032520325203,DOW,53.33000183105469,53.39500045776367,52.310001373291016,52.47999954223633,44.63835906982422,5390700,57,20.0,,0.2,11.4,0.06999969482421875,0.0013126993684520194
33,2019-05-09,5,0.017666666666666667,-0.3614457831325302,DOW,52.2599983215332,53.13999938964844,51.54999923706055,52.93000030517578,45.021121978759766,4579700,58,20.0,,0.2,11.6,-0.2550010681152344,-0.004775748027513238
34,2019-05-10,8,0.02766666666666667,0.5660377358490567,DOW,52.93999862670898,53.7140007019043,52.4900016784668,53.06999969482422,45.14020156860352,4758100,67,20.0,,0.2,13.4,0.5740013122558594,0.010801680821390436
35,2019-05-13,22,0.07433333333333333,2.5396825396825395,DOW,52.27999877929688,52.54999923706055,50.7599983215332,50.95000076293945,43.33696746826172,4213100,100,20.0,,0.2,20.0,-1.16400146484375,-0.02167035502165604
36,2019-05-14,5,0.017666666666666667,-0.7623318385650224,DOW,51.33000183105469,53.0,50.84000015258789,52.47999954223633,44.63835906982422,4204500,87,20.0,,0.2,17.400000000000002,0.4500007629394531,0.008563287715941392
37,2019-05-15,2,0.007666666666666667,-0.5660377358490566,DOW,51.97999954223633,53.32500076293945,51.66999816894531,52.95000076293945,45.03813171386719,2928700,61,20.0,,0.2,12.2,0.3250007629394531,0.006132089866782042
38,2019-05-16,6,0.021,1.7391304347826089,DOW,53.290000915527344,53.54999923706055,52.72999954223633,52.97999954223633,45.06364440917969,3689700,52,20.0,,0.2,10.4,0.22499847412109375,0.0042193806076318285
39,2019-05-17,2,0.007666666666666667,-0.6349206349206349,DOW,52.34000015258789,52.52000045776367,50.65999984741211,50.79999923706055,43.209381103515625,4440800,52,20.0,,0.2,10.4,-1.029998779296875,-0.01923433788929052
40,2019-05-20,4,0.014333333333333333,2.307692307692308,DOW,50.400001525878906,50.540000915527344,49.91999816894531,50.08000183105469,42.59697341918945,5168400,44,20.0,,0.2,8.8,-1.9799995422363281,-0.03769991479395807
41,2019-05-21,1,0.004333333333333333,-0.6976744186046512,DOW,50.27999877929688,51.18999862670898,50.02000045776367,50.630001068115234,43.064788818359375,4968400,45,20.0,,0.2,9.0,0.6499977111816335,0.012861054598476196
42,2019-05-23,2,0.007666666666666667,0.7692307692307694,DOW,49.5,49.86000061035156,48.209999084472656,48.709999084472656,41.43166732788086,4919200,49,20.0,,0.2,9.8,-1.3299980163574148,-0.025981598984913257
43,2019-05-28,2,0.007666666666666667,0.7692307692307694,DOW,49.369998931884766,49.43000030517578,48.09999847412109,48.560001373291016,41.30409240722656,6613000,43,20.0,,0.2,8.6,-0.43000030517578125,-0.008624153628399855
44,2019-05-29,16,0.05433333333333334,6.086956521739131,DOW,48.20000076293945,49.43000030517578,48.0099983215332,48.709999084472656,41.43166732788086,3525900,50,20.0,,0.2,10.0,0.0,0.0
45,2019-05-30,11,0.03766666666666667,-0.3067484662576687,DOW,48.119998931884766,48.59000015258789,48.02000045776367,48.470001220703125,41.828643798828125,3777600,46,20.0,,0.2,9.2,-0.8400001525878906,-0.016993731486988017
46,2019-05-31,8,0.02766666666666667,-0.2654867256637168,DOW,47.959999084472656,48.0,46.75,46.7599983215332,40.35294723510742,3396900,61,20.0,,0.2,12.2,-0.5900001525878906,-0.012142419237190838
47,2019-06-03,1,0.004333333333333333,-0.4347826086956522,DOW,46.84999847412109,47.959999084472656,46.84999847412109,47.959999084472656,41.388519287109375,5905200,98,17.0,,0.17,16.66,-0.04000091552734375,-0.0008333524068196985
48,2019-06-04,14,0.04766666666666667,10.000000000000002,DOW,48.68000030517578,49.93000030517578,48.63999938964844,49.93000030517578,43.08859252929688,7043000,100,17.0,,0.17,17.0,1.970001220703125,0.0410759228171238
49,2019-06-05,8,0.02766666666666667,-0.4195804195804196,DOW,50.4900016784668,50.56999969482422,49.04999923706055,50.34000015258789,43.44242477416992,6413300,99,17.0,,0.17,16.830000000000002,0.6399993896484375,0.01281793282068322
50,2019-06-06,13,0.044333333333333336,0.6024096385542168,DOW,50.27999877929688,51.310001373291016,50.150001525878906,51.060001373291016,44.06377410888672,6228100,96,17.0,,0.17,16.32,0.7400016784667969,0.014633215007563871
51,2019-06-07,7,0.024333333333333335,-0.45112781954887216,DOW,51.130001068115234,51.68999862670898,50.869998931884766,51.29999923706055,44.2708854675293,5391100,98,17.0,,0.17,16.66,0.37999725341796164,0.007405910022364015
52,2019-06-10,2,0.007666666666666667,0.0,DOW,51.720001220703125,52.09999847412109,51.58000183105469,51.619998931884766,44.54703140258789,5434400,90,17.0,,0.17,15.3,0.4099998474121094,0.007931898980555463
53,2019-06-11,3,0.011,0.4347826086956521,DOW,52.0,52.16999816894531,51.560001373291016,52.040000915527344,44.909481048583984,5144300,91,17.0,,0.17,15.47,0.06999969482422586,0.0013435642394308278
54,2019-06-12,1,0.004333333333333333,-0.6060606060606061,DOW,52.060001373291016,52.63999938964844,51.68000030517578,52.4900016784668,45.29783630371094,3103900,87,17.0,,0.17,14.79,0.470001220703125,0.009009032723771515
55,2019-06-14,2,0.007666666666666667,0.7692307692307694,DOW,52.630001068115234,52.68999862670898,51.0,51.150001525878906,44.14143371582031,3919300,81,17.0,,0.17,13.77,0.04999923706053977,0.0009498335417985615
56,2019-06-17,2,0.007666666666666667,0.0,DOW,50.060001373291016,50.33000183105469,49.04999923706055,49.34999847412109,42.58806991577149,5787300,80,17.0,,0.17,13.6,-2.3599967956542898,-0.04479022313843806
57,2019-06-18,4,0.014333333333333333,0.8695652173913042,DOW,49.75,50.56999969482422,49.400001525878906,49.61000061035156,42.81244659423828,5014200,90,17.0,,0.17,15.3,0.23999786376953125,0.004768485099109432
58,2019-06-19,9,0.031,1.1627906976744184,DOW,49.95000076293945,50.2400016784668,48.33000183105469,48.5,41.85452651977539,5404000,93,17.0,,0.17,15.81,-0.3299980163574219,-0.00652556888172573
59,2019-06-20,4,0.014333333333333333,-0.5376344086021505,DOW,49.095001220703125,49.59000015258789,48.619998931884766,48.93000030517578,42.22562026977539,4228300,100,17.0,,0.17,17.0,-0.6500015258789062,-0.012937928028722623
60,2019-06-21,3,0.011,-0.2325581395348838,DOW,48.81999969482422,49.27000045776367,48.310001373291016,48.36000061035156,41.73371887207031,9478500,97,17.0,,0.17,16.490000000000002,-0.31999969482421875,-0.006452907720096435
61,2019-06-24,5,0.017666666666666667,-0.273972602739726,DOW,48.5099983215332,49.70000076293945,48.31999969482422,49.58000183105469,42.78655624389648,4602300,84,17.0,,0.17,14.28,0.43000030517578125,0.008727426449780529
62,2019-06-25,3,0.011,-0.37735849056603776,DOW,49.4900016784668,50.22299957275391,49.04999923706055,49.68999862670898,42.8814811706543,4005200,88,17.0,,0.17,14.96,0.5229988098144602,0.010523114724063642
63,2019-06-26,4,0.014333333333333333,0.3030303030303032,DOW,49.84999847412109,51.220001220703125,49.810001373291016,50.45000076293945,43.53734970092773,5244400,84,17.0,,0.17,14.28,0.9970016479492116,0.019851495458867108
64,2019-06-27,1,0.004333333333333333,-0.6976744186046512,DOW,50.61000061035156,51.13999938964844,50.53099822998047,50.90999984741211,43.9343147277832,4097200,82,17.0,,0.17,13.94,-0.0800018310546875,-0.0015619255983607694
65,2019-06-28,3,0.011,1.5384615384615383,DOW,51.040000915527344,51.20000076293945,49.08000183105469,49.310001373291016,42.55355072021485,6507400,83,17.0,,0.17,14.11,0.060001373291015625,0.0011732767697913982
66,2019-07-01,2,0.007666666666666667,0.7692307692307694,DOW,50.0,50.20000076293945,49.52000045776367,50.15999984741211,43.28707885742188,4641700,99,17.0,False,0.17,16.830000000000002,-1.0,-0.019531249708961695
67,2019-07-02,2,0.007666666666666667,0.0,DOW,50.0,50.060001373291016,48.7599983215332,49.400001525878906,42.63122177124024,4725800,94,17.0,,0.17,15.98,-0.1399993896484375,-0.0027888324207315796
68,2019-07-03,6,0.021,1.7391304347826089,DOW,49.459999084472656,49.650001525878906,49.20000076293945,49.33000183105469,42.57080841064453,2479400,94,17.0,,0.17,15.98,-0.4099998474121094,-0.008190168521067243
69,2019-07-09,1,0.004333333333333333,0.0,DOW,48.29999923706055,48.43000030517578,47.5,47.869998931884766,41.31085205078125,4967400,87,17.0,,0.17,14.79,-1.220001220703125,-0.024572027859198098
70,2019-07-10,2,0.007666666666666667,0.7692307692307694,DOW,48.34000015258789,48.41999816894531,47.52000045776367,47.54999923706055,41.034706115722656,3507400,96,17.0,,0.17,16.32,-0.01000213623046875,-0.00020652769290607775
71,2019-07-11,8,0.02766666666666667,2.608695652173913,DOW,47.72999954223633,48.060001373291016,47.18000030517578,47.77999877929688,41.23318862915039,4202000,100,17.0,,0.17,17.0,-0.3599967956542969,-0.007434878340932816
72,2019-07-12,5,0.017666666666666667,-0.3614457831325302,DOW,48.459999084472656,50.040000915527344,48.08000183105469,49.709999084472656,42.89874267578125,4328400,100,17.0,,0.17,17.0,1.9799995422363281,0.041198491170595375
73,2019-07-15,4,0.014333333333333333,2.307692307692308,DOW,49.77000045776367,50.95000076293945,49.65999984741211,50.93000030517578,43.95157623291016,4923800,91,17.0,,0.17,15.47,0.9099998474121094,0.01818544825665147
74,2019-07-16,3,0.011,-0.2325581395348838,DOW,50.95000076293945,52.64500045776367,50.95000076293945,52.31999969482422,45.151123046875,6011200,92,17.0,,0.17,15.64,1.6949996948242188,0.03326790322753337
75,2019-07-17,1,0.004333333333333333,-0.6060606060606061,DOW,52.15999984741211,52.29999923706055,51.22999954223633,51.59999847412109,44.52976989746094,4417500,88,17.0,,0.17,14.96,-0.345001220703125,-0.006553352031593462
76,2019-07-18,1,0.004333333333333333,0.0,DOW,51.54999923706055,52.04999923706055,51.27999877929688,51.75,44.659217834472656,3620300,84,17.0,,0.17,14.28,-0.25,-0.004780114792484524
77,2019-07-19,2,0.007666666666666667,0.7692307692307694,DOW,51.77000045776367,51.83000183105469,51.5,51.52000045776367,44.46073532104492,3221500,84,17.0,,0.17,14.28,-0.21999740600585938,-0.004226655316629024
78,2019-07-22,2,0.007666666666666667,0.0,DOW,51.50400161743164,51.56999969482422,50.59999847412109,50.880001068115234,43.908424377441406,2814900,80,17.0,,0.17,13.6,-0.26000213623046875,-0.005016440807352751
79,2019-07-23,1,0.004333333333333333,-0.4347826086956522,DOW,51.0,52.900001525878906,50.95000076293945,52.619998931884766,45.41001129150391,4387700,84,17.0,,0.17,14.28,1.3300018310546875,0.025790223752670816
80,2019-07-24,3,0.011,1.5384615384615383,DOW,52.5,52.9900016784668,52.040000915527344,52.790000915527344,45.55672073364258,3516400,88,17.0,,0.17,14.96,0.09000015258789062,0.0017013260868028457
81,2019-07-25,2,0.007666666666666667,-0.303030303030303,DOW,51.63999938964844,51.9900016784668,50.29999923706055,50.77000045776367,43.81349563598633,4254600,85,17.0,,0.17,14.45,-1.0,-0.01887148458812682
82,2019-07-26,2,0.007666666666666667,0.0,DOW,50.27000045776367,50.29999923706055,48.91999816894531,49.11000061035156,42.38095474243164,5066000,83,17.0,,0.17,14.11,-1.69000244140625,-0.03250629711185826
83,2019-07-29,4,0.014333333333333333,0.8695652173913042,DOW,48.52000045776367,48.880001068115234,47.97999954223633,48.04999923706055,41.4661979675293,4219800,77,17.0,,0.17,13.090000000000002,-1.4199981689453125,-0.028230580327704535
84,2019-07-30,2,0.007666666666666667,-0.4651162790697674,DOW,47.77999877929688,48.43999862670898,47.77999877929688,48.400001525878906,41.76823425292969,4194300,84,17.0,,0.17,14.28,-0.4400024414062571,-0.00900168641144472
85,2019-07-31,4,0.014333333333333333,0.8695652173913042,DOW,48.4900016784668,49.43000030517578,47.95000076293945,48.43999862670898,41.80275344848633,5188500,97,17.0,,0.17,16.490000000000002,0.990001678466804,0.020437690060563618
86,2019-08-01,4,0.014333333333333333,0.0,DOW,48.150001525878906,48.59999847412109,46.77999877929688,46.84999847412109,40.43061447143555,5803200,36,27.0,False,0.27,9.72,-0.8300018310546946,-0.01679145915295055
87,2019-08-02,5,0.017666666666666667,0.2325581395348837,DOW,46.68999862670898,47.5,45.369998931884766,45.59999847412109,39.351898193359375,5346400,36,27.0,,0.27,9.72,-1.0999984741210866,-0.022633714169905228
88,2019-08-05,37,0.12433333333333334,15.217391304347824,DOW,45.060001373291016,45.130001068115234,44.06999969482422,44.77000045776367,38.6356201171875,5147300,74,27.0,,0.27,19.98,-2.3699989318847656,-0.04989471435546877
89,2019-08-06,17,0.057666666666666665,-0.5361930294906166,DOW,45.11000061035156,45.45000076293945,43.73500061035156,44.43000030517578,38.34220504760742,4702800,75,27.0,,0.27,20.25,0.31999969482421875,0.007090620147365723
90,2019-08-07,8,0.02766666666666667,-0.5202312138728323,DOW,44.09999847412109,45.0,43.90999984741211,44.88999938964844,38.73917388916016,4490100,65,27.0,,0.27,17.55,-0.4500007629394531,-0.009901006719154726
91,2019-08-08,5,0.017666666666666667,-0.3614457831325302,DOW,45.196998596191406,46.81999969482422,45.18999862670898,46.790000915527344,40.37884521484375,4573400,48,27.0,,0.27,12.96,1.8199996948242188,0.0404444376627604
92,2019-08-09,2,0.007666666666666667,-0.5660377358490566,DOW,46.41999816894531,46.9900016784668,46.09999847412109,46.63999938964844,40.249393463134766,4468000,42,27.0,,0.27,11.34,0.17000198364257812,0.00363096934537932
93,2019-08-12,2,0.007666666666666667,0.0,DOW,46.38999938964844,46.79999923706055,45.52000045776367,45.68999862670898,39.4295654296875,4491600,39,27.0,,0.27,10.53,-0.19000244140625,-0.004043465303669502
94,2019-08-13,3,0.011,0.4347826086956521,DOW,45.77999877929688,47.7599983215332,45.58000183105469,46.84999847412109,40.43061447143555,5407300,46,27.0,,0.27,12.420000000000002,0.9599990844726562,0.0205128012846727
95,2019-08-14,16,0.05433333333333334,3.9393939393939403,DOW,45.79999923706055,46.150001525878906,44.0,44.08000183105469,38.0401611328125,6178300,88,27.0,,0.27,23.76,-1.6099967956542969,-0.033710151847480496
96,2019-08-15,11,0.03766666666666667,-0.3067484662576687,DOW,44.34000015258789,44.369998931884766,42.959999084472656,43.380001068115234,37.43608093261719,3494600,100,27.0,,0.27,27.0,-1.7800025939941406,-0.03856993575603662
97,2019-08-16,4,0.014333333333333333,-0.6194690265486726,DOW,43.290000915527344,44.810001373291016,42.77000045776367,44.5099983215332,38.41123962402344,4586000,66,27.0,,0.27,17.82,0.44000244140625,0.009916665584818407
98,2019-08-19,1,0.004333333333333333,-0.6060606060606061,DOW,45.36000061035156,45.86299896240234,45.150001525878906,45.59999847412109,39.351898193359375,3615500,48,27.0,,0.27,12.96,1.052997589111321,0.023499164401698858
99,2019-08-20,4,0.014333333333333333,2.307692307692308,DOW,45.25,45.25,43.06999969482422,43.15999984741211,37.246219635009766,5972800,52,27.0,,0.27,14.04,-0.6129989624023366,-0.013365871754371317
100,2019-08-21,1,0.004333333333333333,-0.6976744186046512,DOW,43.84999847412109,44.2400016784668,43.2400016784668,43.27999877929688,37.34978103637695,4397800,43,27.0,,0.27,11.61,-1.0099983215332031,-0.02232040489576137
101,2019-08-22,4,0.014333333333333333,2.307692307692308,DOW,43.31999969482422,43.900001525878906,42.02000045776367,42.04999923706055,36.28831481933594,6072100,42,27.0,,0.27,11.34,-0.3400001525878906,-0.0076853557795723
102,2019-08-23,16,0.05433333333333334,2.790697674418605,DOW,42.0,42.02000045776367,40.43999862670898,40.709999084472656,35.131919860839844,6696800,72,27.0,,0.27,19.44,-1.8800010681152344,-0.042824624208884776
103,2019-08-26,9,0.031,-0.09708737864077677,DOW,41.27000045776367,41.34999847412109,40.61000061035156,40.81999969482422,35.22684097290039,3402400,65,27.0,,0.27,17.55,-0.6700019836425852,-0.015944835229500742
104,2019-08-27,6,0.021,-0.32258064516129026,DOW,41.18999862670898,41.72999954223633,40.91899871826172,41.16999816894531,35.52888870239258,4152200,58,27.0,,0.27,15.66,0.3800010681152415,0.009189868975522764
105,2019-08-28,7,0.024333333333333335,0.15873015873015883,DOW,41.150001525878906,42.63999938964844,40.7599983215332,42.52000045776367,36.69390869140625,4539300,50,27.0,,0.27,13.5,0.9099998474121094,0.021806850165216662
106,2019-08-29,3,0.011,-0.5479452054794521,DOW,42.33000183105469,43.0,42.209999084472656,42.369998931884766,37.1765022277832,3292500,45,27.0,,0.27,12.15,0.3600006103515625,0.008442791170371278
107,2019-08-30,3,0.011,0.0,DOW,42.83000183105469,43.0,42.27000045776367,42.630001068115234,37.40462875366211,4099200,42,27.0,,0.27,11.34,0.0,0.0
108,2019-09-03,2,0.007666666666666667,-0.303030303030303,DOW,42.13999938964844,42.22999954223633,41.150001525878906,41.79999923706055,36.676368713378906,3343300,97,18.0,,0.18,17.46,-0.7700004577636719,-0.017906987389852858
109,2019-09-04,1,0.004333333333333333,-0.4347826086956522,DOW,42.59000015258789,42.790000915527344,41.84999847412109,42.540000915527344,37.325660705566406,2651400,93,18.0,,0.18,16.74,0.5600013732910156,0.013260747794489713
110,2019-09-05,3,0.011,1.5384615384615383,DOW,43.150001525878906,43.970001220703125,43.09000015258789,43.36000061035156,38.04514694213867,4041400,100,18.0,,0.18,18.0,1.1800003051757812,0.027576543115884533
111,2019-09-06,4,0.014333333333333333,0.3030303030303032,DOW,43.540000915527344,43.65999984741211,42.65999984741211,43.2400016784668,37.93986129760742,3217900,90,18.0,,0.18,16.2,-0.3100013732910156,-0.0070502925786831705
112,2019-09-10,4,0.014333333333333333,0.8695652173913042,DOW,45.09999847412109,46.369998931884766,44.77999877929688,46.31999969482422,40.64232635498047,4704000,82,18.0,,0.18,14.76,2.7099990844726562,0.06207052436884708
113,2019-09-11,4,0.014333333333333333,0.0,DOW,46.52000045776367,47.04999923706055,45.58000183105469,46.880001068115234,41.13368225097656,4445000,84,18.0,,0.18,15.12,0.6800003051757812,0.014664660790151496
114,2019-09-12,3,0.011,-0.2325581395348838,DOW,47.06999969482422,47.18999862670898,45.56999969482422,46.970001220703125,41.2126579284668,3649700,87,18.0,,0.18,15.66,0.1399993896484304,0.0029755449929562694
115,2019-09-13,3,0.011,0.0,DOW,47.63999938964844,48.43999862670898,47.25,48.20000076293945,42.29188919067383,4027600,81,18.0,,0.18,14.58,1.25,0.026488663623154052
116,2019-09-16,12,0.041,2.7272727272727275,DOW,48.68999862670898,49.97999954223633,48.27999877929688,49.0099983215332,43.00260162353516,5040600,78,18.0,,0.18,14.04,1.5400009155273509,0.03179192731599745
117,2019-09-17,2,0.007666666666666667,-0.8130081300813008,DOW,48.66999816894531,49.09000015258789,47.61000061035156,48.0,42.11640167236328,3741900,80,18.0,,0.18,14.4,-0.8899993896484375,-0.017807110800317827
118,2019-09-18,2,0.007666666666666667,0.0,DOW,47.900001525878906,47.900001525878906,47.02000045776367,47.5099983215332,41.68645858764648,2588200,83,18.0,,0.18,14.94,-1.1899986267089844,-0.02424116160134604
119,2019-09-19,1,0.004333333333333333,-0.4347826086956522,DOW,48.119998931884766,48.40999984741211,47.4900016784668,47.63999938964844,41.80052185058594,2418300,74,18.0,,0.18,13.32,0.5099983215332031,0.010647146248161654
120,2019-09-20,4,0.014333333333333333,2.307692307692308,DOW,47.470001220703125,48.84999847412109,47.06999969482422,48.209999084472656,42.30065536499024,10570400,74,18.0,,0.18,13.32,0.43999862670897727,0.009089002852630701
121,2019-09-24,5,0.017666666666666667,0.2325581395348837,DOW,47.77999877929688,48.0,45.95000076293945,46.59999847412109,40.88800811767578,4515300,75,18.0,,0.18,13.5,-0.8499984741210866,-0.017400174015796188
122,2019-09-25,8,0.02766666666666667,0.5660377358490567,DOW,46.54999923706055,47.970001220703125,46.130001068115234,47.68000030517578,41.83562850952149,4396200,78,18.0,,0.18,14.04,-0.029998779296875,-0.0006249745686849328
123,2019-09-26,1,0.004333333333333333,-0.8433734939759037,DOW,47.5099983215332,47.68999862670898,46.93399810791016,47.22999954223633,41.44078826904297,2994200,75,18.0,,0.18,13.5,-0.28000259399414773,-0.005837035373543076
124,2019-09-27,2,0.007666666666666667,0.7692307692307694,DOW,47.400001525878906,47.880001068115234,47.0099983215332,47.06999969482422,41.300392150878906,3722300,73,18.0,,0.18,13.14,0.1900024414062571,0.00398411505300067
125,2019-09-30,2,0.007666666666666667,0.7692307692307694,DOW,47.2599983215332,47.790000915527344,47.11000061035156,47.650001525878906,41.809303283691406,2512200,70,18.0,,0.18,12.6,-0.09000015258789062,-0.001879702393069116
126,2019-10-01,4,0.014333333333333333,0.8695652173913042,DOW,47.93999862670898,48.56999969482422,45.900001525878906,45.970001220703125,40.33522415161133,3838400,66,17.0,False,0.17,11.22,0.779998779296875,0.016321380296175025
