,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MAGA_unscaled,MAGA_monthly,isPartial,scale,MAGA,Stock_Price_Change,Stock_Price_Change_Percent
0,2017-09-14,1,0.07559867799811143,-0.012336693026067325,MAGA,25.71999931335449,25.71999931335449,25.440000534057617,25.559999465942383,23.775360107421875,34100,45,20.0,,0.2,9.0,,
1,2017-09-20,5,0.07937582625118036,0.04996315217527081,MAGA,25.7549991607666,25.7549991607666,25.649999618530277,25.729999542236328,23.933488845825195,15700,77,20.0,,0.2,15.4,0.03499984741211293,0.0013608028128500038
2,2017-09-27,10,0.08409726156751653,0.05948203047859235,MAGA,26.25,26.25,26.0,26.08699989318848,24.26556205749512,23700,64,20.0,,0.2,12.8,0.49500083923339844,0.019219602227261934
3,2017-09-28,1,0.07559867799811143,-0.10105660292615004,MAGA,26.114999771118164,26.114999771118164,26.01000022888184,26.059999465942383,24.240447998046875,600600,76,20.0,,0.2,15.2,-0.13500022888183594,-0.005142865862165169
4,2017-09-29,1,0.07559867799811143,0.0,MAGA,26.174999237060547,26.174999237060547,26.075000762939453,26.11100006103516,24.287887573242188,21100,82,20.0,,0.2,16.400000000000002,0.05999946594238281,0.002297509724994873
5,2017-10-02,1,0.07559867799811143,0.0,MAGA,26.150999069213867,26.26000022888184,26.06999969482422,26.26000022888184,24.426483154296875,13100,81,18.0,,0.18,14.58,0.08500099182129262,0.0032474114345317773
6,2017-10-05,12,0.085985835694051,0.13739866848199456,MAGA,26.40999984741211,26.489999771118164,26.39800071716309,26.459999084472656,24.612518310546875,4900,64,18.0,,0.18,11.52,0.22999954223632457,0.008758550656193798
7,2017-10-27,1,0.07559867799811143,-0.12080079948165467,MAGA,26.270000457763672,26.43000030517578,26.229999542236328,26.43000030517578,24.584613800048828,2800,60,18.0,,0.18,10.8,-0.05999946594238281,-0.0022649855213588976
8,2017-11-08,1,0.07559867799811143,0.0,MAGA,26.51499938964844,26.56999969482422,26.46999931335449,26.549999237060547,24.69623374938965,4800,75,18.0,,0.18,13.5,0.1399993896484375,0.005296987818082632
9,2017-11-15,-5,0.06993295561850803,-0.0749447282629061,MAGA,26.165000915527344,26.25,26.11000061035156,26.200000762939453,24.37067413330078,1600,85,18.0,,0.18,15.3,-0.31999969482421875,-0.012043646913799333
10,2017-11-24,3,0.0774872521246459,0.10802198247343342,MAGA,26.68000030517578,26.68000030517578,26.56800079345703,26.56800079345703,24.71297836303711,700,64,18.0,,0.18,11.52,0.43000030517578125,0.01638096400669653
11,2017-12-01,16,0.08976298394711993,0.15842259837434036,MAGA,27.239999771118164,27.46999931335449,27.059999465942383,27.38800048828125,25.475725173950195,7000,49,18.0,False,0.18,8.82,0.7899990081787074,0.02961015738914563
12,2017-12-08,4,0.07843153918791312,-0.09776339086889929,MAGA,27.56599998474121,27.57999992370605,27.56599998474121,27.57999992370605,25.654319763183597,500,65,18.0,,0.18,11.7,0.1100006103515625,0.004004390720828477
13,2017-12-12,5,0.07937582625118036,0.012039634476697314,MAGA,27.65999984741211,27.75,27.65999984741211,27.75,25.812450408935547,4000,63,18.0,,0.18,11.34,0.17000007629394887,0.006163889657875954
14,2017-12-19,17,0.09070727101038716,0.14275687314862173,MAGA,27.93000030517578,27.93000030517578,27.82999992370605,27.82999992370605,25.88686180114746,3100,60,18.0,,0.18,10.8,0.18000030517578125,0.006486497483811915
15,2017-12-20,1,0.07559867799811143,-0.16656429902455772,MAGA,27.979999542236328,27.979999542236328,27.75900077819824,27.86000061035156,25.914770126342773,2900,60,18.0,,0.18,10.8,0.049999237060546875,0.0017901624244265335
16,2017-12-21,6,0.08032011331444759,0.062453940219088455,MAGA,28.0,28.059999465942383,27.920000076293945,28.059999465942383,26.10080337524414,7500,69,18.0,,0.18,12.42,0.07999992370605469,0.0028591824522832265
17,2018-01-08,2,0.07654296506137866,0.0,MAGA,28.559999465942383,28.56999969482422,28.40399932861328,28.559999465942383,26.68090438842773,32500,47,20.0,,0.2,9.4,0.5100002288818359,0.01817534706302637
18,2018-01-11,-3,0.0718215297450425,-0.06168346513033707,MAGA,28.71999931335449,28.8799991607666,28.670000076293945,28.8799991607666,26.97985076904297,22300,49,20.0,,0.2,9.8,0.3099994659423828,0.010850523950076907
19,2018-01-22,3,0.0774872521246459,0.07888612787441329,MAGA,29.15999984741211,29.459999084472656,29.09000015258789,29.36000061035156,27.42827033996582,30500,51,20.0,,0.2,10.2,0.5799999237060547,0.02008310043491912
20,2018-01-26,36,0.10864872521246459,0.40214967279640246,MAGA,29.790000915527344,29.790000915527344,29.575000762939453,29.770000457763672,27.811294555664062,5500,41,20.0,,0.2,8.200000000000001,0.3300018310546875,0.011201691829943794
21,2018-02-01,12,0.085985835694051,0.15178537547907278,MAGA,29.0,29.15999984741211,28.96999931335449,29.040000915527344,27.12932586669922,6600,52,22.0,False,0.22,11.44,-0.6300010681152344,-0.02114807145866382
22,2018-02-02,24,0.09731728045325778,0.13178269034362322,MAGA,29.020000457763672,29.020000457763672,28.44599914550781,28.450000762939453,26.578144073486328,14800,55,22.0,,0.22,12.1,-0.1399993896484375,-0.00480107648768946
23,2018-02-05,6,0.08032011331444759,-0.1746572351759671,MAGA,28.100000381469727,28.41900062561035,27.26000022888184,27.43000030517578,25.6252555847168,33800,53,22.0,,0.22,11.66,-0.6009998321533203,-0.020709849161719585
24,2018-02-06,11,0.08504154863078375,0.05878272728341494,MAGA,26.559999465942383,27.670000076293945,26.440000534057617,27.6200008392334,25.802753448486328,16500,42,22.0,,0.22,9.24,-0.7490005493164062,-0.02635562591322893
25,2018-02-07,33,0.1058158640226629,0.2442843025127972,MAGA,27.799999237060547,27.979999542236328,27.559999465942383,27.559999465942383,25.746700286865234,16500,49,22.0,,0.22,10.78,0.3099994659423828,0.011203450129657622
26,2018-02-23,8,0.08220868744098206,0.07402015815640461,MAGA,27.59000015258789,27.700000762939453,27.59000015258789,27.700000762939453,25.877490997314453,4900,43,22.0,,0.22,9.46,-0.279998779296875,-0.010007104498847896
27,2018-02-27,6,0.08032011331444759,-0.022972926406230276,MAGA,28.059999465942383,28.239999771118164,27.8700008392334,27.8700008392334,26.036304473876957,4700,45,22.0,,0.22,9.9,0.5399990081787109,0.01949454849478527
28,2018-02-28,-1,0.07371010387157696,-0.082295818196781,MAGA,27.75,27.84000015258789,27.36000061035156,27.36000061035156,25.559860229492188,3500,43,22.0,,0.22,9.46,-0.39999961853027344,-0.014164292555673641
29,2018-03-01,-1,0.07371010387157696,0.0,MAGA,27.270000457763672,27.46999931335449,26.959999084472656,27.049999237060547,25.27025604248047,4200,56,18.0,False,0.18,10.08,-0.370000839233402,-0.013290259957092987
30,2018-03-02,235,0.296561850802644,3.02335412956866,MAGA,26.989999771118164,27.15999984741211,26.790000915527344,27.01000022888184,25.232887268066406,3700,62,18.0,,0.18,11.16,-0.30999946594237926,-0.011285019064113055
31,2018-03-06,-10,0.06521152030217187,-0.18810472730692807,MAGA,27.81999969482422,27.81999969482422,27.459999084472656,27.65999984741211,25.84012222290039,2900,54,18.0,,0.18,9.72,0.6599998474121094,0.02430043634462664
32,2018-03-07,252,0.312614730878187,3.7938574262587057,MAGA,27.46999931335449,27.549999237060547,27.459999084472656,27.549999237060547,25.73735809326172,900,70,18.0,,0.18,12.6,-0.2700004577636719,-0.009705264583949824
33,2018-03-08,3,0.0774872521246459,-0.752131795238915,MAGA,27.739999771118164,27.739999771118164,27.5,27.63999938964844,25.821435928344727,1900,58,18.0,,0.18,10.44,0.1900005340576172,0.0068965713001554185
34,2018-03-09,-11,0.06426723323890463,-0.17060895209544358,MAGA,27.940000534057617,28.149999618530277,27.843000411987305,28.149999618530277,26.297882080078125,4900,68,18.0,,0.18,12.24,0.4099998474121129,0.014780095558579953
35,2018-03-13,-5,0.06993295561850803,0.08815880339117532,MAGA,28.13500022888184,28.18600082397461,27.86000061035156,27.86000061035156,26.02696228027344,5200,81,18.0,,0.18,14.58,0.036001205444332385,0.0012789060721916101
36,2018-03-16,3,0.0774872521246459,0.10802198247343342,MAGA,27.540000915527344,27.799999237060547,27.540000915527344,27.798999786376957,25.9699764251709,6600,100,18.0,,0.18,18.0,-0.3860015869140625,-0.01369479797168438
37,2018-03-21,1,0.07559867799811143,-0.02437270744220621,MAGA,27.57999992370605,27.739999771118164,27.57999992370605,27.739999771118164,25.91485977172852,1800,70,18.0,,0.18,12.6,-0.05999946594238281,-0.002158254229820189
38,2018-03-22,29,0.10203871576959396,0.3497420652268952,MAGA,27.270000457763672,27.43600082397461,26.979999542236328,27.01000022888184,25.232887268066406,5200,78,18.0,,0.18,14.04,-0.3039989471435547,-0.010958866245560195
39,2018-03-23,26,0.09920585457979225,-0.02776261116612233,MAGA,27.01000022888184,27.100000381469727,26.51000022888184,26.51000022888184,24.76578712463379,7100,68,18.0,,0.18,12.24,-0.3360004425048828,-0.012246698950791446
40,2018-03-26,1,0.07559867799811143,-0.3598301601644024,MAGA,26.739999771118164,26.864999771118164,26.729999542236328,26.729999542236328,24.971309661865234,2800,72,18.0,,0.18,12.96,-0.2350006103515625,-0.008671609116000178
41,2018-03-27,1,0.07559867799811143,0.0,MAGA,27.059999465942383,27.200000762939453,26.790000915527344,26.790000915527344,25.027362823486328,5000,71,18.0,,0.18,12.78,0.33500099182128906,0.012469793213303548
42,2018-03-28,37,0.10959301227573183,0.4496683695774366,MAGA,26.979999542236328,27.100000381469727,26.75,26.867000579833984,25.09929656982422,10100,72,18.0,,0.18,12.96,-0.10000038146972656,-0.003676484509735012
43,2018-04-02,78,0.14830878186968838,0.8250153964140878,MAGA,27.03499984741211,27.03499984741211,26.31999969482422,26.51499938964844,24.770456314086918,1700,29,20.0,,0.2,5.800000000000001,-0.06500053405761719,-0.0023985436584001985
44,2018-04-03,55,0.126590179414542,-0.14644178302421385,MAGA,26.729999542236328,26.729999542236328,26.729999542236328,26.729999542236328,24.971309661865234,500,37,20.0,,0.2,7.4,-0.30500030517578125,-0.01128168325863621
45,2018-04-04,61,0.13225590179414543,0.04475641322104451,MAGA,26.68000030517578,27.049999237060547,26.57999992370605,27.040000915527344,25.260913848876957,1500,42,20.0,,0.2,8.4,0.31999969482421875,0.011971556315165
46,2018-04-06,3,0.0774872521246459,-0.4141111959959731,MAGA,27.149999618530277,27.290000915527344,26.65900039672852,26.816999435424805,25.05258560180664,3800,39,20.0,,0.2,7.800000000000001,0.24000167846679688,0.008872520711127319
47,2018-04-09,-78,0.001,-0.9870946514093518,MAGA,27.1299991607666,27.1299991607666,26.81999969482422,26.81999969482422,25.055389404296875,9500,34,20.0,,0.2,6.800000000000001,-0.1600017547607422,-0.0058630175666174456
48,2018-04-10,4,0.07843153918791312,77.43153918791312,MAGA,27.155000686645508,27.290000915527344,27.073999404907227,27.239999771118164,25.447755813598636,4700,48,20.0,,0.2,9.6,0.1600017547607422,0.005897595271293854
49,2018-04-11,0,0.07465439093484419,-0.048158537906789145,MAGA,27.155000686645508,27.20800018310547,27.100000381469727,27.114999771118164,25.330978393554688,1900,33,20.0,,0.2,6.6000000000000005,-0.082000732421875,-0.0030047903873545723
50,2018-04-12,5,0.07937582625118036,0.06324390644961375,MAGA,27.325000762939453,27.3700008392334,27.292999267578125,27.3700008392334,25.569202423095703,2000,31,20.0,,0.2,6.2,0.1620006561279297,0.005954155213087731
