,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,FL_unscaled,FL_monthly,isPartial,scale,FL,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-16,2,0.03157553956834532,-0.2850627137970354,FL,57.5,59.34000015258789,57.2599983215332,59.310001373291016,51.25389099121094,3885500,96,91.0,,0.91,87.36,,
1,2016-05-17,2,0.03157553956834532,0.0,FL,59.33000183105469,59.52000045776367,57.9900016784668,58.61000061035156,50.64897537231445,3224600,94,91.0,,0.91,85.54,0.18000030517578125,0.003033372172445592
2,2016-05-19,4,0.0351726618705036,0.11392116655274576,FL,56.93000030517578,58.9900016784668,56.5099983215332,58.54999923706055,50.59712219238281,6286100,92,91.0,,0.91,83.72,-0.529998779296875,-0.008904549314863841
3,2016-05-20,2,0.03157553956834532,-0.1022704029453877,FL,55.400001525878906,56.52000045776367,53.83000183105469,54.77000045776367,47.33055877685547,12511000,91,91.0,,0.91,82.81,-2.470001220703125,-0.04187152314668863
4,2016-06-03,1,0.02977697841726619,-0.056960583276372656,FL,55.18999862670898,55.27999877929688,54.68000030517578,54.84999847412109,47.399696350097656,1749900,91,94.0,,0.94,85.53999999999999,-1.2400016784667898,-0.02193916610799429
5,2016-06-21,10,0.045964028776978416,0.377236473377883,FL,53.88999938964844,54.310001373291016,53.540000915527344,53.959999084472656,46.63057327270508,1438500,91,94.0,,0.94,85.53999999999999,-0.9699974060058665,-0.017546986747929205
6,2016-06-30,4,0.0351726618705036,-0.2347785255908592,FL,55.09999847412109,55.20000076293945,54.720001220703125,54.86000061035156,47.408348083496094,3926400,95,94.0,,0.94,89.3,0.8899993896484375,0.016387393981656784
7,2016-07-18,2,0.03157553956834532,-0.1022704029453877,FL,57.84999847412109,58.84000015258789,57.84999847412109,58.810001373291016,51.06237411499024,1391000,97,92.0,,0.92,89.24000000000001,3.6399993896484375,0.06594201701700486
8,2016-07-21,27,0.07653956834532374,1.424014581909319,FL,58.34999847412109,58.75,58.34999847412109,58.619998931884766,50.89741134643555,1391300,95,92.0,,0.92,87.4,-0.09000015258789062,-0.00152957430921985
9,2016-08-05,1,0.02977697841726619,-0.6109596766613403,FL,58.7400016784668,59.0099983215332,58.29999923706055,58.790000915527344,51.04500961303711,1924300,98,86.0,,0.86,84.28,0.2599983215332031,0.004425503345246051
10,2016-08-16,1,0.02977697841726619,-0.056960583276372656,FL,61.5,61.560001373291016,60.56999969482422,60.88999938964844,52.86835479736328,1688200,93,86.0,,0.86,79.98,2.5500030517578125,0.04321306768834954
11,2016-08-18,5,0.03697122302158273,0.24160425223483917,FL,60.79999923706055,61.7599983215332,60.72999954223633,61.68000030517578,53.55428314208984,3124700,90,86.0,,0.86,77.4,0.1999969482421875,0.0032488132517969337
12,2016-08-19,1,0.02977697841726619,-0.19459038723487054,FL,64.58000183105469,69.0,64.11000061035156,68.48999786376953,59.46712493896485,11839700,90,86.0,,0.86,77.4,7.240001678466797,0.11722800963779334
13,2016-08-23,2,0.03157553956834532,0.12856775520699393,FL,68.6500015258789,68.95999908447266,67.91000366210938,68.44000244140625,59.42372131347656,2170700,90,86.0,,0.86,77.4,-0.04000091552734375,-0.0005797234134398144
14,2016-08-30,4,0.0351726618705036,-0.20361622414073954,FL,66.44000244140625,66.44000244140625,65.33000183105469,65.5999984741211,56.957855224609375,1542700,94,86.0,,0.86,80.84,-2.5199966430664062,-0.0365428752395941
15,2016-09-07,1,0.02977697841726619,-0.15340560441808138,FL,65.58000183105469,66.58000183105469,65.12999725341797,66.43000030517578,57.67851638793945,1498700,80,82.0,,0.82,65.6,0.1399993896484375,0.0021071550948827955
16,2016-09-19,2,0.03157553956834532,0.060401063058709736,FL,66.05000305175781,66.69000244140625,65.95999908447266,66.62000274658203,57.84348678588867,1721900,83,82.0,,0.82,68.06,0.1100006103515625,0.0016521569138836512
17,2016-09-22,1,0.02977697841726619,-0.056960583276372656,FL,66.62000274658203,67.18000030517578,66.62000274658203,67.08999633789062,58.25157165527344,1432500,78,82.0,,0.82,63.96,0.48999786376953125,0.00734739609883861
