,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GT_unscaled,GT_monthly,isPartial,scale,GT,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-27,1,0.01751376146788991,0.0,GT,27.399999618530277,27.799999237060547,27.399999618530277,27.790000915527344,25.37630844116211,2308100,88,90.0,,0.9,79.2,,
1,2016-06-29,10,0.023018348623853213,0.3143006809848088,GT,25.21999931335449,25.61000061035156,25.21999931335449,25.43000030517578,23.221284866333008,3629700,77,85.0,,0.85,65.45,-2.189998626708988,-0.07877693118025242
2,2016-07-01,-1,0.01629051987767584,-0.2922811212966654,GT,25.709999084472656,26.520000457763672,25.700000762939453,25.899999618530277,23.65046501159668,3156800,77,84.0,False,0.84,64.67999999999999,0.9099998474121129,0.03553298811887928
3,2016-07-25,1,0.01751376146788991,-0.09483167377904222,GT,27.040000915527344,27.43000030517578,26.8700008392334,27.01000022888184,24.66405487060547,2317600,85,84.0,,0.84,71.39999999999999,0.9099998474121094,0.03431371914421333
4,2016-07-29,2,0.018125382262996943,0.034922297887200804,GT,28.690000534057617,29.09000015258789,28.51000022888184,28.670000076293945,26.243024826049805,2848400,81,84.0,,0.84,68.03999999999999,1.6599998474121094,0.06051767513465478
5,2016-08-12,3,0.018737003058103975,0.0,GT,29.489999771118164,29.489999771118164,29.01000022888184,29.299999237060547,26.8196964263916,4799800,80,82.0,,0.82,65.6,0.39999961853027344,0.013750416515370345
6,2016-08-16,1,0.01751376146788991,-0.06528480496164502,GT,29.309999465942383,29.420000076293945,28.850000381469727,28.850000381469727,26.40778541564941,1884200,79,82.0,,0.82,64.78,-0.06999969482421875,-0.0023736756652258384
7,2016-08-19,1,0.01751376146788991,0.0,GT,28.950000762939453,29.420000076293945,28.950000762939453,29.18000030517578,26.709850311279297,2968500,80,82.0,,0.82,65.6,0.0,0.0
8,2016-08-25,1,0.01751376146788991,-0.03374388392103922,GT,29.34000015258789,29.40999984741211,29.13999938964844,29.15999984741211,26.691551208496094,1743300,84,82.0,,0.82,68.88,-0.010000228881835938,-0.00033991260557109104
9,2016-09-01,2,0.018125382262996943,0.034922297887200804,GT,29.36000061035156,29.71999931335449,29.01000022888184,29.200000762939453,26.72816276550293,3284300,79,85.0,False,0.85,67.14999999999999,0.30999946594237926,0.010540614333585552
10,2016-09-07,3,0.018737003058103975,0.03374388392103933,GT,31.11000061035156,31.280000686645508,30.920000076293945,31.0,28.37578773498535,3355900,72,85.0,,0.85,61.2,1.5600013732910192,0.052489953207705664
11,2016-09-13,1,0.01751376146788991,0.0,GT,31.0,31.549999237060547,30.71999931335449,31.059999465942383,28.43070602416992,4086200,79,85.0,,0.85,67.14999999999999,0.26999855041503906,0.008631667023278222
12,2016-09-19,2,0.018125382262996943,-0.14436263894904,GT,32.599998474121094,32.849998474121094,32.09000015258789,32.220001220703125,29.49251365661621,3999500,81,85.0,,0.85,68.85,1.2999992370605469,0.041204414215436413
13,2016-09-20,2,0.018125382262996943,0.0,GT,32.27000045776367,32.5,31.6299991607666,31.90999984741211,29.2087516784668,3436200,81,85.0,,0.85,68.85,-0.34999847412109375,-0.010654444151552034
14,2016-09-21,2,0.018125382262996943,0.0,GT,31.8700008392334,32.189998626708984,31.530000686645508,32.04999923706055,29.336902618408203,3239500,75,85.0,,0.85,63.75,-0.3100013732910156,-0.009538503793569686
15,2016-09-26,1,0.01751376146788991,-0.03374388392103922,GT,32.11000061035156,32.2400016784668,31.670000076293945,31.739999771118164,29.05314826965332,2080700,75,85.0,,0.85,63.75,0.0500030517578125,0.0015533722861460486
16,2016-09-27,4,0.01934862385321101,0.10476689366160286,GT,31.700000762939453,31.959999084472656,31.549999237060547,31.899999618530277,29.199602127075195,2505800,73,85.0,,0.85,62.05,-0.2800025939941406,-0.008684943530296252
17,2016-09-29,0,0.016902140672782874,-0.1264422317053897,GT,32.68000030517578,32.81999969482422,31.46999931335449,31.729999542236328,29.043991088867188,4319700,73,85.0,,0.85,62.05,0.8600006103515625,0.026908655662927883
18,2016-09-30,9,0.022406727828746177,0.3256739641758639,GT,32.0,32.45000076293945,31.71999931335449,32.29999923706055,29.56574249267578,3174400,78,85.0,,0.85,66.3,-0.3699989318847656,-0.011273581210395789
19,2016-10-06,12,0.024241590214067278,0.3841452767592106,GT,32.369998931884766,32.959999084472656,32.25,32.86000061035156,30.078332901000977,2423000,70,77.0,,0.77,53.9,0.5099983215332031,0.015716434808706214
20,2016-10-11,3,0.018737003058103975,-0.22707203229468909,GT,32.470001220703125,32.72999954223633,31.8700008392334,32.150001525878906,29.428438186645508,3102500,80,77.0,,0.77,61.6,-0.22999954223632812,-0.0069781416451761835
21,2016-10-25,28,0.03402752293577982,0.8160600620205649,GT,31.549999237060547,31.700000762939453,30.979999542236328,31.1200008392334,28.485631942749023,2859800,79,77.0,,0.77,60.83,-1.029998779296875,-0.031469562899556935
22,2016-11-02,1,0.01751376146788991,-0.4853060124022648,GT,28.0,28.239999771118164,27.76000022888184,27.899999618530277,25.620643615722656,4839700,65,76.0,,0.76,49.4,-3.460000991821289,-0.10914829364503942
23,2016-11-09,21,0.02974617737003058,0.6984459577440194,GT,27.799999237060547,28.43000030517578,27.59000015258789,28.229999542236328,25.923683166503903,4519300,47,76.0,,0.76,35.72,0.1900005340576172,0.006728064291697811
24,2017-02-08,16,0.026688073394495415,-0.10280662074637603,GT,31.489999771118164,32.33000183105469,31.0,32.130001068115234,29.5996036529541,5598400,69,84.0,,0.84,57.96,3.9000015258789062,0.13717908842825088
25,2017-02-28,1,0.01751376146788991,-0.3437607425232039,GT,35.189998626708984,35.220001220703125,34.790000915527344,35.04999923706055,32.289634704589844,3594200,78,84.0,,0.84,65.52,2.8899993896484375,0.08939063488924526
26,2017-03-29,15,0.02607645259938838,0.4889121704208135,GT,36.4900016784668,36.77999877929688,36.13999938964844,36.18999862670898,33.33985900878906,1843100,85,83.0,,0.83,70.55,1.559997558593757,0.04429294447828558
27,2017-04-11,2,0.018125382262996943,-0.3049138032133224,GT,35.119998931884766,35.65999984741211,34.81999969482422,35.63999938964844,32.83317184448242,2346900,84,88.0,,0.88,73.92,-1.1199989318847727,-0.030451304215790453
28,2017-05-16,2,0.018125382262996943,0.0,GT,34.18000030517578,34.33000183105469,33.540000915527344,33.560001373291016,31.003320693969727,2431400,73,90.0,,0.9,65.7,-1.3299980163574219,-0.037296635503321296
29,2017-06-15,1,0.01751376146788991,-0.03374388392103922,GT,34.2599983215332,34.7599983215332,34.130001068115234,34.650001525878906,32.01028060913086,3165500,81,90.0,,0.9,72.9,0.4299964904785156,0.012525385014385382
30,2017-06-19,13,0.024853211009174314,0.41906757464641164,GT,33.63999938964844,33.65999984741211,33.220001220703125,33.630001068115234,31.0679931640625,1793300,80,90.0,,0.9,72.0,-1.0999984741210938,-0.031645527250778516
31,2017-06-23,1,0.01751376146788991,-0.2953119232189,GT,33.400001525878906,33.779998779296875,33.29999923706055,33.650001525878906,31.086462020874023,1879000,81,90.0,,0.9,72.9,0.11999893188476562,0.0035650306722740943
32,2017-07-14,6,0.020571865443425076,-0.211094171455377,GT,36.119998931884766,36.34000015258789,36.06999969482422,36.27000045776367,33.506858825683594,1141700,90,89.0,,0.89,80.1,2.5600013732910156,0.075784531255223
33,2017-07-17,1,0.01751376146788991,-0.14865467518953457,GT,36.290000915527344,36.52000045776367,36.209999084472656,36.310001373291016,33.54381561279297,1360400,87,89.0,,0.89,77.43,0.18000030517578125,0.0049532279697297454
34,2017-07-19,5,0.019960244648318044,0.13968919154880388,GT,35.68000030517578,35.90999984741211,35.650001525878906,35.7599983215332,33.03571319580078,1340500,88,89.0,,0.89,78.32000000000001,-0.6100006103515625,-0.016703192845165638
35,2017-07-26,1,0.01751376146788991,-0.25883266468228283,GT,35.900001525878906,35.95000076293945,35.58000183105469,35.790000915527344,33.06343078613281,1784600,90,89.0,,0.89,80.1,0.04000091552734375,0.0011139213505240164
36,2017-08-01,4,0.01934862385321101,0.10476689366160286,GT,31.57999992370605,31.57999992370605,30.700000762939453,31.479999542236328,29.163742065429688,8138900,88,87.0,False,0.87,76.56,-4.370000839233402,-0.12155773981897655
37,2017-08-02,28,0.03402752293577982,0.7586533902323376,GT,31.46999931335449,31.82999992370605,30.959999084472656,31.43000030517578,29.11742210388184,6237400,85,87.0,,0.87,73.95,0.25,0.007916402805699052
