,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,WMT_unscaled,WMT_monthly,isPartial,scale,WMT,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-06,2,0.015951627088830255,0.0,WMT,66.91000366210938,68.26000213623047,66.80000305175781,68.25,60.05965042114258,9825400,19,41.0,,0.41,7.789999999999999,,
1,2016-05-13,5,0.01859014951627089,0.16540773005458465,WMT,66.4800033569336,66.55000305175781,64.6500015258789,64.94000244140625,57.56526947021485,13744700,41,41.0,,0.41,16.81,-1.7099990844726562,-0.025051260342182746
2,2016-05-17,5,0.01859014951627089,0.16540773005458465,WMT,66.05999755859375,66.2699966430664,64.87999725341797,65.0999984741211,57.70711135864258,9252700,24,41.0,,0.41,9.84,-0.28000640869140625,-0.004207458991003166
3,2016-05-18,1,0.015072119613016712,-0.1892416142309694,WMT,63.02000045776367,63.77999877929688,62.720001220703125,63.150001525878906,55.97854995727539,22255900,49,41.0,,0.41,20.09,-2.489997863769524,-0.03757353236609895
4,2016-05-19,2,0.015951627088830255,0.058353270700822746,WMT,68.0999984741211,69.33000183105469,67.5,69.19999694824219,61.34149169921875,35076700,100,41.0,,0.41,41.0,5.550003051757805,0.08701792345532855
5,2016-05-20,2,0.015951627088830255,0.0,WMT,69.33000183105469,70.13999938964844,68.8499984741211,69.86000061035156,61.92656326293945,16746600,64,41.0,,0.41,26.24,0.80999755859375,0.011683218479751067
6,2016-05-23,8,0.021228671943711523,0.3308154601091693,WMT,69.5999984741211,70.05999755859375,69.44000244140625,69.5,61.60742950439453,10099800,29,41.0,,0.41,11.89,-0.0800018310546875,-0.0011406021065134553
7,2016-05-25,10,0.022987686895338613,0.08286033889878608,WMT,70.25,71.0,70.23999786376953,70.4800033569336,62.47613906860352,7263900,30,41.0,,0.41,12.3,0.94000244140625,0.01341710639684357
8,2016-05-26,9,0.022108179419525066,-0.038259938018900486,WMT,70.69000244140625,71.37999725341797,70.5999984741211,70.8499984741211,62.80413436889648,8693900,28,41.0,,0.41,11.48,0.37999725341796875,0.005352073991802486
9,2016-05-31,2,0.015951627088830255,0.058353270700822746,WMT,70.58000183105469,71.0,70.4800033569336,70.77999877929688,62.742069244384766,8390200,26,41.0,,0.41,10.66,-0.37999725341796875,-0.005323581788170717
10,2016-06-13,1,0.015072119613016712,0.0,WMT,71.0,71.18000030517578,70.48999786376953,70.52999877929688,62.52047348022461,7907600,44,30.0,,0.3,13.2,0.18000030517578125,0.0025352155658560083
11,2016-06-16,1,0.015072119613016712,0.0,WMT,71.0,71.45999908447266,70.80000305175781,71.30000305175781,63.2030143737793,6705200,48,30.0,,0.3,14.4,0.279998779296875,0.003933672072160999
12,2016-06-21,5,0.01859014951627089,0.2334130828032912,WMT,70.94999694824219,71.72000122070312,70.94999694824219,71.45999908447266,63.34484100341797,6674800,54,30.0,,0.3,16.2,0.26000213623046875,0.0036384290450819368
13,2016-06-24,1,0.015072119613016712,-0.1892416142309694,WMT,70.55000305175781,72.72000122070312,70.51000213623047,71.95999908447266,63.78807067871094,15120400,100,30.0,,0.3,30.0,1.0,0.013943111865303948
14,2016-06-27,1,0.015072119613016712,0.0,WMT,71.63999938964844,71.7699966430664,70.87999725341797,71.5,63.380313873291016,11303400,72,30.0,,0.3,21.6,-0.9500045776367188,-0.013063869110143234
15,2016-07-28,1,0.015072119613016712,-0.055135910018194734,WMT,73.13999938964844,73.31999969482422,72.47000122070312,73.23999786376953,64.92272186279297,4603200,61,26.0,,0.26,15.86,1.5500030517578125,0.02159681098309707
16,2016-08-09,2,0.015951627088830255,0.058353270700822746,WMT,73.36000061035156,73.87999725341797,73.08000183105469,73.54000091552734,65.18865203857422,6427900,46,31.0,,0.31,14.26,0.55999755859375,0.007637719052435932
17,2016-08-15,7,0.020349164467897977,0.2756795500909741,WMT,73.80999755859375,74.01000213623047,73.11000061035156,73.31999969482422,65.43853759765625,9636100,34,31.0,,0.31,10.54,0.1300048828125,0.0017596763352139
18,2016-08-16,1,0.015072119613016712,-0.2593248908674417,WMT,72.58999633789062,73.30999755859375,72.20999908447266,72.88999938964844,65.05477142333984,9763300,37,31.0,,0.31,11.47,-0.7000045776367188,-0.009458242905441616
19,2016-08-17,6,0.019469656992084434,0.29176635350411395,WMT,71.98999786376953,72.94999694824219,71.98999786376953,72.93000030517578,65.09046936035156,14343300,44,31.0,,0.31,13.64,-0.3600006103515625,-0.004910661878877121
20,2016-08-18,2,0.015951627088830255,-0.18069295749198178,WMT,72.93000030517578,75.19000244140625,72.93000030517578,74.30000305175781,66.31319427490234,26858300,100,31.0,,0.31,31.0,2.2400054931640625,0.030706039573289434
21,2016-08-19,1,0.015072119613016712,-0.055135910018194734,WMT,74.0999984741211,74.29000091552734,72.66999816894531,72.80999755859375,64.98338317871094,15346400,34,31.0,,0.31,10.54,-0.9000015258789062,-0.011969696723713397
22,2016-08-22,3,0.0168311345646438,0.11670654140164549,WMT,73.05999755859375,73.13999938964844,72.44999694824219,72.69999694824219,64.88521575927734,10312100,33,31.0,,0.31,10.23,-1.1500015258789062,-0.01547989650971382
23,2016-08-23,4,0.017710642040457344,0.05225479437738412,WMT,72.88999938964844,73.06999969482422,71.95999908447266,71.97000122070312,64.23368835449219,9391400,34,31.0,,0.31,10.54,-0.06999969482421875,-0.0009570644709920861
24,2016-08-30,18,0.030023746701846966,0.6952376222873318,WMT,71.4000015258789,71.76000213623047,71.1500015258789,71.30999755859375,63.64460372924805,5774200,26,31.0,,0.31,8.06,-1.30999755859375,-0.017927980895920848
25,2016-09-01,6,0.019469656992084434,-0.35152473855347566,WMT,71.56999969482422,72.86000061035156,71.41000366210938,72.83999633789062,65.0101547241211,11761400,95,24.0,False,0.24,22.8,1.0999984741210938,0.015328852304558716
26,2016-09-20,1,0.015072119613016712,-0.2258661968649771,WMT,72.1500015258789,72.55000305175781,71.9000015258789,71.97000122070312,64.23368835449219,5910600,45,24.0,,0.24,10.8,-0.30999755859375,-0.004254701564601837
27,2016-09-30,1,0.015072119613016712,0.0,WMT,71.5,72.45999908447266,71.4000015258789,72.12000274658203,64.36754608154297,9982600,95,24.0,,0.24,22.8,-0.09000396728515625,-0.001240578407983639
28,2016-10-04,3,0.0168311345646438,0.11670654140164549,WMT,72.0,72.56999969482422,71.55000305175781,71.75,64.03731536865234,6569300,51,24.0,,0.24,12.24,0.1100006103515625,0.001518087382575306
29,2016-10-27,1,0.015072119613016712,-0.10450958875476823,WMT,69.5999984741211,70.0,69.38999938964844,69.83000183105469,62.3237190246582,7131600,56,24.0,,0.24,13.44,-2.5699996948242188,-0.03541407889805348
30,2016-11-11,2,0.015951627088830255,0.058353270700822746,WMT,71.11000061035156,71.27999877929688,70.5999984741211,71.2300033569336,63.57321166992188,8223900,47,30.0,,0.3,14.1,1.279998779296875,0.018285696847098132
31,2016-11-17,1,0.015072119613016712,-0.055135910018194734,WMT,69.08000183105469,69.5199966430664,68.12000274658203,69.19000244140625,61.75250244140625,23440300,100,30.0,,0.3,30.0,-1.7600021362304688,-0.024691388417106164
32,2016-11-30,28,0.03881882145998241,1.5755383089222148,WMT,70.91999816894531,71.16000366210938,70.16999816894531,70.43000030517578,62.85920333862305,9326100,36,30.0,,0.3,10.8,1.6400070190429688,0.02359043582040421
33,2016-12-27,6,0.019469656992084434,-0.49844801413779816,WMT,69.30000305175781,69.81999969482422,69.25,69.69999694824219,62.65288925170898,4435700,46,28.0,,0.28,12.88,-1.3400039672851562,-0.018830858604897305
34,2017-01-25,5,0.01859014951627089,-0.04517323937299533,WMT,67.5199966430664,67.7300033569336,66.79000091552734,66.88999938964844,60.12701797485352,8722900,99,26.0,,0.26,25.74,-2.089996337890625,-0.029934063979171865
35,2017-01-31,10,0.022987686895338613,0.2365520177887117,WMT,66.20999908447266,66.88999938964844,65.87999725341797,66.73999786376953,59.99217987060547,9320900,73,26.0,,0.26,18.98,-0.8400039672851562,-0.012402243107214717
36,2017-02-01,4,0.017710642040457344,-0.22955962811340247,WMT,66.45999908447266,66.70999908447266,66.04000091552734,66.2300033569336,59.53374481201172,9050000,32,39.0,False,0.39,12.48,-0.18000030517578125,-0.00269098978648874
37,2017-02-10,2,0.015951627088830255,-0.09931966032676176,WMT,68.25,68.5999984741211,67.76000213623047,68.0199966430664,61.14278030395508,12445600,52,39.0,,0.39,20.28,1.8899993896484375,0.02833157570959033
38,2017-02-15,1,0.015072119613016712,-0.2258661968649771,WMT,67.80000305175781,68.70999908447266,67.76000213623047,68.69000244140625,61.74502944946289,8563300,63,39.0,,0.39,24.57,0.1100006103515625,0.0016035074751941103
39,2017-02-16,8,0.021228671943711523,0.40847289490575944,WMT,68.66999816894531,69.23999786376953,68.61000061035156,68.87000274658203,61.90682601928711,8413800,49,39.0,,0.39,19.11,0.529998779296875,0.007713561146250214
40,2017-02-17,1,0.015072119613016712,-0.2900111861457513,WMT,68.83000183105469,69.79000091552734,68.69000244140625,69.37000274658203,62.35626602172852,12837400,46,39.0,,0.39,17.94,0.5500030517578125,0.007943429646545486
41,2017-02-21,1,0.015072119613016712,-0.10450958875476823,WMT,71.20999908447266,72.27999877929688,70.69999694824219,71.44999694824219,64.22596740722656,22412900,100,39.0,,0.39,39.0,2.4899978637695312,0.03567843288587125
42,2017-02-23,1,0.015072119613016712,0.0,WMT,72.0,72.5,71.16000366210938,71.30999755859375,64.10011291503906,12799700,51,39.0,,0.39,19.89,0.220001220703125,0.0030437358109935975
43,2017-02-27,1,0.015072119613016712,-0.5621279096507141,WMT,72.27999877929688,72.41999816894531,71.52999877929688,71.73999786376953,64.48664093017578,9254700,42,39.0,,0.39,16.38,-0.0800018310546875,-0.0011034735317887456
44,2017-03-01,14,0.026505716798592788,0.7585925191106959,WMT,70.97000122070312,71.08000183105469,70.1500015258789,70.44999694824219,63.32706832885742,13522700,99,27.0,False,0.27,26.73,-1.339996337890625,-0.018503125818432165
45,2017-03-02,88,0.09158927000879508,2.45545342933935,WMT,70.41999816894531,70.9000015258789,70.16999816894531,70.76000213623047,63.6057243347168,8916300,89,27.0,,0.27,24.03,-0.18000030517578125,-0.002532362134762045
46,2017-03-29,5,0.01859014951627089,0.10450958875476823,WMT,70.3499984741211,71.18000030517578,70.30999755859375,70.73999786376953,64.0552978515625,6991000,66,27.0,,0.27,17.82,0.279998779296875,0.003949206957275964
47,2017-03-30,1,0.015072119613016712,-0.1892416142309694,WMT,70.69000244140625,71.72000122070312,70.63999938964844,71.58999633789062,64.82498168945312,8141500,74,27.0,,0.27,19.98,0.5400009155273438,0.007586413503964051
48,2017-04-18,4,0.017710642040457344,0.11027182003638969,WMT,73.54000091552734,74.0999984741211,73.4800033569336,73.88999938964844,66.90763854980469,6627900,70,30.0,,0.3,21.0,2.3799972534179688,0.03318456794352298
49,2017-04-20,8,0.021228671943711523,0.19863932065352352,WMT,74.13999938964844,75.11000061035156,74.11000061035156,74.80000305175781,67.73165130615234,7681300,74,30.0,,0.3,22.2,1.0100021362304688,0.013630258529400807
50,2017-04-21,20,0.03178276165347405,0.49716203339271625,WMT,74.73999786376953,75.11000061035156,74.5999984741211,74.94000244140625,67.85842895507812,5755700,59,30.0,,0.3,17.7,0.0,0.0
